@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1256544997-019.cnf,1,0.047,0.2338,0.0924,0.7083,0.2916,0.1235,0.5774,0.3925
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_4_9_exp.cnf,1,0.0018,0.0634,0.0227,1.1417,0.4743,0.0359,0.2754,0.807
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2065964480-034.SATISFIABLE.cnf,1,0.0452,0.2299,0.0876,0.7421,0.2913,0.1187,0.5694,0.4009
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/460/unif-k3-r4.25-v460-c1955-S729526068-046.cnf,1,0.0425,0.229,0.0892,0.7421,0.3003,0.1253,0.5598,0.4027
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-2.sat05-2159.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-230-2.sat05-2189.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-270-1.sat05-2248.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-10-5t1.cnf,1,0.0006,0.1568,0.0155,1.4102,0.628,0.0292,0.6352,0.4902
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-97-100.cnf,1,0.3131,0.4755,0.313,0,0.1446,0.3215,1.4277,0.0434
SAT_Competition2007/crafted/spence/medium/s65-100.cnf,1,0.3089,0.4643,0.3054,0,0.1863,0.317,1.4258,0.0573
SAT_Competition2011/SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1,0,0.035,0,0.6221,0.0007,0,0.0015,0.5268
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n800-d0.02-s925928766.sat05-538.reshuffled-07.cnf,1,0.0001,0.0611,0.0037,1.0565,0.3858,0.0078,0.0986,0.6199
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/aloul-chnl11-13.cnf,1,0.2033,0.1515,0.2033,0,0,0.2033,0,0.8452
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-17-s.cnf,1,0.0018,0.1638,0.0151,1.3544,0.5616,0.0258,0.5864,0.5253
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S2032726331-082.cnf,1,0.0465,0.2321,0.0929,0.6679,0.2969,0.1174,0.5946,0.3982
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-48-5.cnf,1,0.0231,0.1696,0.0312,1.0054,0.6089,0.0407,1.7491,0.0817
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxor/minxor128.cnf,1,0.0306,0.0869,0.0946,2.0364,2.0667,0.104,0.4738,0.6221
SAT_Competition2011/SAT04/industrial/hoonsang/vis-bmc/all.used-as.sat04-986.cnf,1,0.031,0.1906,0.1265,1.749,1.2868,0.2401,0.8623,0.2658
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.0037,0.1944,0.0197,1.435,0.7737,0.0301,0.6301,0.5132
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S791125864-16.cnf,1,0.048,0.2336,0.0932,0.7185,0.2919,0.1263,0.5804,0.3945
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-brn100.sat05-3765.reshuffled-07.cnf,1,0.4824,0.1689,0.4455,2.6402,1.2237,0.4991,0.1908,0.7423
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S537193780-078-UNKNOWN.cnf,1,0.0472,0.2335,0.0928,0.7183,0.2917,0.1255,0.5743,0.3952
SAT_Competition2009/CRAFTED/Hard/contest05/others/mod2c-rand3bip-sat-220-1.sat05-2488.reshuffled-07.cnf,1,0.0892,0.1403,0.1099,1.6738,0.2983,0.1213,1.4938,0.0369
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S2094099432-08.SAT.shuffled.cnf,1,0.001,0.0469,0.0019,0.8273,0.0952,0.0027,0.7499,0.1672
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1822479556-014.UNKNOWN.cnf,1,0.0404,0.2285,0.0862,0.7143,0.2793,0.1122,0.6363,0.3767
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-08.cnf,1,0.0249,0.21,0.0388,1.1977,0.7776,0.0426,0.6491,0.2296
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/360/unif-k3-r4.25-v360-c1530-S1293537826-039.cnf,1,0.0445,0.2308,0.0865,0.7009,0.2713,0.1205,0.5616,0.3987
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0,0.008,0,0,0.2491,0,0.0955,0.7115
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-SAT.cnf,1,0.0329,0.1456,0.1694,0.753,3.6006,0.3283,0.3367,0.7981
SAT_RACE2006/SAT-Race_TS_1/velev-vliw-sat-2.0-02.cnf,1,0.0002,0.025,0.1096,0.9215,3.6838,0.1381,0.309,0.8307
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-3cage-unsat-9-14.sat05-2589.reshuffled-07.cnf,1,0.3222,0.2629,0.3561,1.1977,0.1231,0.373,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-09.cnf,1,0.0227,0.1747,0.0313,1.0579,0.585,0.0398,1.5886,0.0987
SAT_Competition2009/CRAFTED/edgematching/all/em_7_4_8_all.cnf,1,0,0.0433,0.0216,0.9606,0.524,0.0334,0.2509,0.8375
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/100/unif-k5-r21.3-v100-c2130-S1211704640-033.cnf,1,0.0009,0.0469,0.0017,0.8577,0.0932,0.0021,0.6492,0.1519
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S266028630-005.cnf,1,0.0001,0.0118,0.0001,1.0024,0.0429,0.0001,0.7308,0.0693
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3186,0.2658,0.3501,1.23,0.1315,0.3716,0,0
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S2045682869-15.cnf,1,0.0461,0.2337,0.0919,0.7093,0.2918,0.1228,0.5823,0.391
SAT_Competition2009/CRAFTED/edgematching/compact/em_9_3_5_cmp.cnf,1,0.0206,0.0965,0.1115,1.1159,1.5123,0.2564,0.331,0.7466
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.0018,0.083,0.0137,0.9247,2.5291,0.0077,0.0546,0.839
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.0028,0.178,0.0155,1.3751,0.4451,0.0259,0.5608,0.5407
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.2295,0.4167,0.2295,1.1161,0,0.2295,0.0001,0.5832
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,0,0.0112,0.0001,1.0028,0.0393,0.0001,0.7356,0.0679
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0188,0.2023,0.068,1.3961,0.2828,0.1112,1.3317,0.0721
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,0.0668,0.2652,0.1225,0.9482,0.3057,0.1674,0.5808,0.4126
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,0.0462,0.2314,0.0865,0.6768,0.2717,0.1176,0.5784,0.3944
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,1,0.0033,0.064,0.0259,1.117,0.5431,0.0413,0.3375,0.7921
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0231,0.1696,0.0312,1.0047,0.6085,0.0407,1.7491,0.082
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1150c84314gyes2.cnf,1,0,0.0132,0,0.2361,0.1278,0,0.0151,0.8165
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0,0.0048,0.0001,0.0992,0.173,0,0.1398,0.8765
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0,0.0112,0.0001,1.0059,0.033,0.0001,0.6969,0.0619
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,0.0477,0.2337,0.0936,0.7087,0.2929,0.1258,0.5824,0.395
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.0034,0.1832,0.0155,1.3816,0.4014,0.0256,0.547,0.5534
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.2417,0.1965,0.2417,0,0,0.2417,0,0.8147
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0,0.0169,0,0.2677,0.1859,0,0.0247,0.7956
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,0.0402,0.0477,1.0185,2.1893,0.031,0.3936,0.7934
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.0923,0.1398,0.1092,1.6431,0.275,0.119,1.5117,0.0395
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0,0.0349,0.0244,0.4399,1.308,0.0192,1.1245,0.1995
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,0.0482,0.2305,0.0899,0.7401,0.298,0.1186,0.5477,0.4079
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.006,0.0319,0.006,0,0,0.006,0.0001,0.5077
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_1-dir.sat05-439.reshuffled-07.cnf,1,0,0.0126,0,0.8872,0.1973,0,0.0202,0.8797
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0,0.012,0,0.2195,0.1587,0,0.016,0.8328
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0,0.0147,0,0.0857,0.1409,0,0.018,0.9024
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,0.0463,0.2331,0.0868,0.6404,0.2676,0.1162,0.5854,0.3956
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,0.1031,0.3186,0.1819,1.3895,0.4184,0.242,0.5932,0.4306
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,0.0042,0.0054,0.1139,0.5004,1.1171,0.1797,0.644,0.5675
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0,0.0219,0.0001,0,0.2614,0.0001,0.1774,0.6068
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0,0.0302,0.0821,1.0469,2.8108,0.0811,0.2871,0.8623
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S104085281-076.cnf,1,0.0409,0.2308,0.0833,0.7227,0.2946,0.1147,0.5744,0.3791
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1724014998-099.cnf,1,0.0015,0.05,0.0028,0.8401,0.1021,0.0036,0.687,0.167
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,1,0,0.058,0.0286,1.0946,0.7553,0.0493,0.2412,0.8259
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0,0.012,0,0.222,0.2318,0,0.0187,0.8324
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0,0.0178,0.0967,0.8953,3.3795,0.2063,0.4202,0.8044
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g4.cnf,1,0,0.0169,0,0.2611,0.1906,0,0.0257,0.799
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,1,0.008,0.0847,0.0695,1.6226,1.3182,0.0693,0.586,0.5572
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.0095,0.2156,0.0208,1.3614,0.3379,0.0305,0.9308,0.3589
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm27-p0-q251.cnf,1,0.0404,0.0401,0.0406,0,0,0.0408,0.0001,0.9324
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.0231,0.1699,0.0312,1.0062,0.6042,0.0407,1.7399,0.0824
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S744068878-072.cnf,1,0.001,0.0469,0.0017,0.8472,0.095,0.0022,0.7007,0.1568
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.0292,0.1578,0.0507,1.2679,5.0083,0.058,0.2727,0.6427
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S859578263-029.cnf,1,0.0475,0.2339,0.093,0.7078,0.2908,0.1261,0.5774,0.3929
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1639151107-094.cnf,1,0,0.0112,0.0001,1.0017,0.0399,0.0001,0.7311,0.063
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.0119,0.1267,0.0813,1.2069,1.0956,0.1492,0.4244,0.71
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1572638390-17.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.995,0.0401,0.0001,0.6998,0.0651
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.003,0.0286,0.003,0,0,0.003,0.0001,0.4948
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S316555917-14.SAT.shuffled.cnf,1,0,0.0112,0.0001,1.0064,0.037,0.0001,0.629,0.0658
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.2295,0.4167,0.2295,0,0,0.2295,0.0001,0.5832
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-ukn003.sat05-3346.reshuffled-07.cnf,1,0.0308,0.077,0.3181,1.7767,1.1569,0.4982,0.2059,0.7721
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S49237390-14.cnf,1,0.0468,0.2337,0.0921,0.714,0.2894,0.1243,0.5725,0.3947
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S576842028-023.SATISFIABLE.cnf,1,0.0482,0.2315,0.0927,0.7011,0.289,0.1306,0.5581,0.4051
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.0095,0.2161,0.0207,1.3615,0.3436,0.0305,0.8951,0.3795
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,0.0232,0.0791,0.3353,1.9614,1.1161,0.4979,0.204,0.7738
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,0.0224,0.133,0.0786,1.8061,2.1343,0.1191,0.4416,0.5606
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,0.0001,0.0112,0.0001,0.9926,0.0357,0.0001,0.7676,0.0655
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.0476,0.2337,0.0924,0.719,0.2884,0.1243,0.5717,0.395
SAT_Competition2011/SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.0001,0.0155,0.0006,0.7656,0.1525,0.0005,0.0169,0.9345
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.2295,0.4167,0.2295,1.0972,0,0.2295,0.0001,0.5832
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.3114,0.4679,0.3081,0,0.1609,0.3182,1.3545,0.0512
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.015,0.145,0.081,1.7997,1.0653,0.1186,0.5322,0.5321
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.0259,0.2115,0.0515,1.258,1.0031,0.0586,0.8244,0.2247
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.0119,0.1267,0.0813,1.2069,1.0956,0.1492,0.4244,0.71
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.002,0.1248,0.0687,0.9367,0.8485,0.0654,0.6094,0.6327
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.361,0.0232,0.4003,2.402,1.3545,0.4675,0.4894,0.5121
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.0006,0.0672,0.0479,1.2343,2.0022,0.0029,0.2755,0.8566
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0,0.042,0,0
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1610649331-094.cnf,1,0,0.0112,0.0001,0.9985,0.039,0.0001,0.7626,0.0635
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0009,0.047,0.0019,0.8443,0.1028,0.0024,0.7273,0.161
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.4729,0.1674,0.4491,2.5376,1.1941,0.499,0.1904,0.7366
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0,0.0066,0,0,0.2425,0,0.0871,0.7269
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.9994,0.0387,0.0001,0.6806,0.0698
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,0.0014,0.05,0.0027,0.8302,0.1003,0.0034,0.6988,0.1669
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.0094,0.0621,0.1252,1.7266,0.8489,0.0516,0.1739,0.8158
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0.011,0,0.1006,0.2345,0,0.0202,0.8991
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.0314,0.0554,0.2564,1.73,0.9067,0.4976,0.2205,0.7786
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.001,0.047,0.002,0.8267,0.1029,0.0025,0.7066,0.1741
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.0296,0.2359,0.0344,0.5717,0.0666,0.0402,0.7854,0.0981
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.4765,0.1681,0.4406,2.6066,1.2917,0.499,0.2011,0.7353
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S2131244303-19-SAT.cnf,1,0.0634,0.2647,0.1215,0.9673,0.3452,0.1669,0.574,0.4101
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0,0.0168,0,0.2703,0.1645,0,0.0218,0.7908
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.4748,0.1612,0.4398,2.5844,1.2378,0.499,0.2029,0.7335
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0,0.0089,0.0098,0.4864,1.0662,0.0077,0.6888,0.5137
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.0018,0.1442,0.0191,1.4096,0.7411,0.0351,0.5156,0.6207
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S680239195-053.cnf,1,0.0403,0.2296,0.0813,0.7,0.2896,0.1065,0.5929,0.369
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.0252,0.2264,0.039,0.9221,0.6817,0.056,0.4423,0.2872
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.2892,0.2826,0.2892,0,0,0.2892,0,0.7592
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0016,0.05,0.0027,0.8363,0.0967,0.0033,0.7173,0.162
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1093.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1540921235-015.cnf,1,0.0431,0.2295,0.0905,0.7614,0.3047,0.1226,0.5541,0.4003
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.0039,0.1804,0.0165,1.3852,0.4687,0.0278,0.5448,0.572
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.0472,0.2339,0.0926,0.7087,0.2877,0.1245,0.5755,0.3945
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.0434,0.2324,0.0897,0.6352,0.2785,0.1277,0.5756,0.3996
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0,0.0248,0,0.3284,0.2301,0,0.0434,0.7531
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.4719,0.1631,0.4382,2.5306,1.2324,0.499,0.1873,0.7356
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.478,0.1721,0.448,2.605,1.265,0.499,0.2056,0.7371
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0.0045,0.1567,0.037,1.4569,10.628,0.0585,0.6148,0.564
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0.0059,0.1562,0.0331,1.8346,0.9423,0.0451,0.5044,0.561
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?,?,?
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.0019,0.1468,0.0186,1.4142,0.7304,0.0342,0.4739,0.6475
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,0.0472,0.2332,0.0922,0.7237,0.2912,0.1244,0.5812,0.3926
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.0955,0.1374,0.11,1.639,0.2685,0.1226,1.4264,0.0435
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1738391204-028.cnf,1,0.0015,0.05,0.0027,0.8348,0.1014,0.0034,0.704,0.1588
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,0.4962,0.2035,0.4456,2.9826,3.9971,0.4999,0.259,0.6891
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0.0157,0.1489,0.071,1.8041,1.1783,0.114,0.5307,0.539
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,0.3121,0.4709,0.3101,0,0.1549,0.3201,1.3879,0.0481
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_25.cnf,1,0,0.0081,0,0.6766,0.0054,0,0.003,0.6929
