@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE W_OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE W_PRODUCTS NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE WOCCFN_WOCCN NUMERIC
@ATTRIBUTE OCCEN_OCCN NUMERIC
@ATTRIBUTE FORALL_NEG_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCFN_WOCC NUMERIC
@ATTRIBUTE TOTAL_SET NUMERIC
@ATTRIBUTE UNARY_CLAUSES NUMERIC
@ATTRIBUTE EXIST_SET NUMERIC
@ATTRIBUTE FORALL_SET NUMERIC

@DATA
Qq2k3k3v20v20m360s4,1,1.5,20,0.940701,0.515278,26.175,45,0.105556,40,20,3,0.625926,0.52037,38,20,0.514825,0,2160,27,3,1.305019,38.85,54,0.234722,0.469444,360,1,27,0.530556,0.530556,0.530556,0.25,1,54,1462.1,1,0.5,1,360,0.640569,1.02965,1.5,0.333333,2,0,1,1
Qq2k3k3v20v20m360s5,1,1.480556,20,0.978022,0.505556,26.7,42,0.1,40,20,3,0.660494,0.505247,36,20,0.499084,0,2160,26.65,3,1.334997,40.075,54,0.247685,0.49537,360,1,26.65,0.50463,0.50463,0.50463,0.253241,1,54,1466.9,0.974406,0.493519,0.974406,360,0.668296,0.998168,1.519444,0.337654,2,0,1,1
Qq2k3k3v20v20m360s6,1,1.536111,20,1.030075,0.492593,27.4,40,0.133333,40,20,3,0.67037,0.494136,48,20,0.504699,0,2160,27.65,3,1.325198,40.975,54,0.251389,0.502778,360,1,27.65,0.497222,0.497222,0.497222,0.243981,1,54,1470.7,1.049336,0.512037,1.049336,360,0.658339,1.009398,1.463889,0.325309,2,0,1,1
Qq2k3k3v20v20m360s7,1,1.491667,20,1.014925,0.496296,27.2,40,0.125,40,20,3,0.680247,0.494136,45,20,0.49347,0,2160,26.85,3,1.344722,40.975,54,0.255093,0.510185,360,1,26.85,0.489815,0.489815,0.489815,0.251389,1,54,1452.1,0.98895,0.497222,0.98895,360,0.678326,0.98694,1.508333,0.335185,2,0,1,1
Qq2k3k3v20v20m360s8,1,1.530556,20,1.001854,0.499537,27.025,35,0.127778,40,20,3,0.654321,0.502778,46,20,0.509731,0,2160,27.55,3,1.315953,40.275,54,0.24537,0.490741,360,1,27.55,0.509259,0.509259,0.509259,0.244907,1,54,1444.1,1.041588,0.510185,1.041588,360,0.649478,1.019462,1.469444,0.326543,2,0,1,1
Qq2k3k3v20v20m360s9,1,1.502778,20,0.985294,0.503704,26.8,41,0.113889,40,20,3,0.655556,0.505247,41,20,0.504596,0,2160,27.05,3,1.325016,40.075,54,0.245833,0.491667,360,1,27.05,0.508333,0.508333,0.508333,0.249537,1,54,1445.6,1.003711,0.500926,1.003711,360,0.658522,1.009191,1.497222,0.332716,2,0,1,1
Qq2k3k3v20v20m400s10,1,1.5,20,0.991701,0.502083,29.875,45,0.1025,40,20,3,0.661111,0.502778,41,20,0.502075,0,2400,30,3,1.329609,44.75,60,0.247917,0.495833,400,1,30,0.504167,0.504167,0.504167,0.25,1,60,1795,1,0.5,1,400,0.662983,1.004149,1.5,0.333333,2,0,1,1
Qq2k3k3v20v20m400s1,1,1.4825,20,1.030457,0.4925,30.45,42,0.11,40,20,3,0.694444,0.488056,44,20,0.486464,0,2400,29.65,3,1.356484,46.075,60,0.260417,0.520833,400,1,29.65,0.479167,0.479167,0.479167,0.252917,1,60,1817,0.976936,0.494167,0.976936,400,0.69095,0.972927,1.5175,0.337222,2,0,1,1
Qq2k3k3v20v20m400s2,1,1.505,20,1.016807,0.495833,30.25,48,0.1175,40,20,3,0.675556,0.495,47,20,0.497479,0,2400,30.1,3,1.337734,45.45,60,0.253333,0.506667,400,1,30.1,0.493333,0.493333,0.493333,0.249167,1,60,1802,1.006689,0.501667,1.006689,400,0.671156,0.994958,1.495,0.332222,2,0,1,1
Qq2k3k3v20v20m400s3,1,1.4925,20,1.02874,0.492917,30.425,49,0.1325,40,20,3,0.688889,0.489722,53,20,0.490279,0,2400,29.85,3,1.350027,45.925,60,0.258333,0.516667,400,1,29.85,0.483333,0.483333,0.483333,0.25125,1,60,1801,0.99005,0.4975,0.99005,400,0.684061,0.980558,1.5075,0.335,2,0,1,1
Qq2k3k3v20v20m400s4,1,1.4975,20,0.94332,0.514583,29.125,53,0.1125,40,20,3,0.628889,0.519167,45,20,0.51336,0,2400,29.95,3,1.307915,43.275,60,0.235833,0.471667,400,1,29.95,0.528333,0.528333,0.528333,0.250417,1,60,1797.9,0.996672,0.499167,0.996672,400,0.643125,1.026721,1.5025,0.333889,2,0,1,1
Qq2k3k3v20v20m400s5,1,1.4825,20,0.968827,0.507917,29.525,46,0.1,40,20,3,0.653333,0.508611,40,20,0.502051,0,2400,29.65,3,1.329565,44.225,60,0.245,0.49,400,1,29.65,0.51,0.51,0.51,0.252917,1,60,1815.6,0.976936,0.494167,0.976936,400,0.663026,1.004102,1.5175,0.337222,2,0,1,1
Qq2k3k3v20v20m400s6,1,1.555,20,1.037351,0.490833,30.55,45,0.135,40,20,3,0.666667,0.493889,54,20,0.509338,0,2400,31.1,3,1.317234,45.55,60,0.25,0.5,400,1,31.1,0.5,0.5,0.5,0.240833,1,60,1813.7,1.076125,0.518333,1.076125,400,0.650169,1.018676,1.445,0.321111,2,0,1,1
Qq2k3k3v20v20m400s7,1,1.4825,20,0.996672,0.500833,29.95,47,0.12,40,20,3,0.672222,0.499167,48,20,0.495008,0,2400,29.65,3,1.342207,45.075,60,0.252083,0.504167,400,1,29.65,0.495833,0.495833,0.495833,0.252917,1,60,1797.8,0.976936,0.494167,0.976936,400,0.67557,0.990017,1.5175,0.337222,2,0,1,1
Qq2k3k3v20v20m400s8,1,1.515,20,0.983471,0.504167,29.75,39,0.1275,40,20,3,0.648889,0.507222,51,20,0.509091,0,2400,30.3,3,1.316798,44.35,60,0.243333,0.486667,400,1,30.3,0.513333,0.513333,0.513333,0.2475,1,60,1785,1.020202,0.505,1.020202,400,0.650602,1.018182,1.485,0.33,2,0,1,1
Qq2k3k3v20v20m400s9,1,1.5075,20,0.986755,0.503333,29.8,46,0.11,40,20,3,0.654444,0.505278,44,20,0.505795,0,2400,30.15,3,1.322852,44.525,60,0.245417,0.490833,400,1,30.15,0.509167,0.509167,0.509167,0.24875,1,60,1785.6,1.01005,0.5025,1.01005,400,0.656405,1.011589,1.4925,0.331667,2,0,1,1
Qq2k3k3v20v20m80s10,1,1.3875,20,0.83908,0.54375,5.475,12,0.0625,40,20,3,0.6,0.545833,5,20,0.505747,0,480,5.55,3,1.321101,8.175,12,0.225,0.45,80,1,5.55,0.55,0.55,0.55,0.26875,1,12,69.7,0.860465,0.4625,0.860465,80,0.656489,1.011494,1.6125,0.358333,2,0,1,1
Qq2k3k3v20v20m80s1,1,1.475,20,1.060086,0.485417,6.175,8,0.15,40,20,3,0.716667,0.477778,12,20,0.476395,0,480,5.9,3,1.37234,9.4,12,0.26875,0.5375,80,1,5.9,0.4625,0.4625,0.4625,0.254167,1,12,74.6,0.967213,0.491667,0.967213,80,0.709302,0.95279,1.525,0.338889,2,0,1,1
Qq2k3k3v20v20m80s2,1,1.475,20,1,0.5,6,9,0.0875,40,20,3,0.677778,0.497222,7,20,0.491667,0,480,5.9,3,1.348066,9.05,12,0.254167,0.508333,80,1,5.9,0.491667,0.491667,0.491667,0.254167,1,12,74,0.967213,0.491667,0.967213,80,0.681564,0.983333,1.525,0.338889,2,0,1,1
Qq2k3k3v20v20m80s3,1,1.5125,20,0.991701,0.502083,5.975,12,0.15,40,20,3,0.655556,0.504167,12,20,0.506224,0,480,6.05,3,1.322129,8.925,12,0.245833,0.491667,80,1,6.05,0.508333,0.508333,0.508333,0.247917,1,12,76.1,1.016807,0.504167,1.016807,80,0.655647,1.012448,1.4875,0.330556,2,0,1,1
Qq2k3k3v20v20m80s4,1,1.3625,20,0.860465,0.5375,5.55,9,0.0625,40,20,3,0.627778,0.534722,5,20,0.492248,0,480,5.45,3,1.349254,8.375,12,0.235417,0.470833,80,1,5.45,0.529167,0.529167,0.529167,0.272917,1,12,70.9,0.832061,0.454167,0.832061,80,0.680519,0.984496,1.6375,0.363889,2,0,1,1
Qq2k3k3v20v20m80s5,1,1.4125,20,0.92,0.520833,5.75,7,0.0875,40,20,3,0.65,0.518056,7,20,0.492,0,480,5.65,3,1.348703,8.675,12,0.24375,0.4875,80,1,5.65,0.5125,0.5125,0.5125,0.264583,1,12,68.6,0.889764,0.470833,0.889764,80,0.680965,0.984,1.5875,0.352778,2,0,1,1
Qq2k3k3v20v20m80s6,1,1.45,20,0.904762,0.525,5.7,11,0.0875,40,20,3,0.622222,0.527778,7,20,0.507937,0,480,5.8,3,1.317647,8.5,12,0.233333,0.466667,80,1,5.8,0.533333,0.533333,0.533333,0.258333,1,12,73.2,0.935484,0.483333,0.935484,80,0.652632,1.015873,1.55,0.344444,2,0,1,1
Qq2k3k3v20v20m80s7,1,1.4875,20,1.008368,0.497917,6.025,7,0.125,40,20,3,0.677778,0.495833,10,20,0.493724,0,480,5.95,3,1.344353,9.075,12,0.254167,0.508333,80,1,5.95,0.491667,0.491667,0.491667,0.252083,1,12,70.5,0.983471,0.495833,0.983471,80,0.677871,0.987448,1.5125,0.336111,2,0,1,1
Qq2k3k3v20v20m80s8,1,1.675,20,1.060086,0.485417,6.175,11,0.1625,40,20,3,0.627778,0.5,13,20,0.545064,0,480,6.7,3,1.255556,9,12,0.235417,0.470833,80,1,6.7,0.529167,0.529167,0.529167,0.220833,1,12,69.1,1.264151,0.558333,1.264151,80,0.588889,1.090129,1.325,0.294444,2,0,1,1
Qq2k3k3v20v20m80s9,1,1.575,20,1.033898,0.491667,6.1,8,0.125,40,20,3,0.655556,0.497222,10,20,0.516949,0,480,6.3,3,1.303867,9.05,12,0.245833,0.491667,80,1,6.3,0.508333,0.508333,0.508333,0.2375,1,12,72.3,1.105263,0.525,1.105263,80,0.636872,1.033898,1.425,0.316667,2,0,1,1
Qq2k3k3v50v50m1000s10,1,1.511,50,1.011398,0.497167,30.17,101,0.111,100,50,3,0.669333,0.497444,111,50,0.500838,0,6000,30.22,3,1.331859,45.23,60,0.251,0.502,1000,1,30.22,0.498,0.498,0.498,0.248167,1,60,1796.88,1.014775,0.503667,1.014775,1000,0.665178,1.001676,1.489,0.330889,2,0,1,1
Qq2k3k3v50v50m1000s1,1,1.48,50,1.004678,0.498833,30.07,106,0.101,100,50,3,0.678667,0.496222,101,50,0.492148,0,6000,29.6,3,1.347155,45.34,60,0.2545,0.509,1000,1,29.6,0.491,0.491,0.491,0.253333,1,60,1804.96,0.973684,0.493333,0.973684,1000,0.680699,0.984297,1.52,0.337778,2,0,1,1
Qq2k3k3v50v50m1000s2,1,1.487,50,0.99005,0.5025,29.85,120,0.116,100,50,3,0.665778,0.501889,116,50,0.498176,0,6000,29.74,3,1.336605,44.83,60,0.249667,0.499333,1000,1,29.74,0.500667,0.500667,0.500667,0.252167,1,60,1793.76,0.982816,0.495667,0.982816,1000,0.669914,0.996352,1.513,0.336222,2,0,1,1
Qq2k3k3v50v50m1000s3,1,1.488,50,1.013423,0.496667,30.2,121,0.128,100,50,3,0.680889,0.494222,128,50,0.492617,0,6000,29.76,3,1.346221,45.52,60,0.255333,0.510667,1000,1,29.76,0.489333,0.489333,0.489333,0.252,1,60,1795.96,0.984127,0.496,0.984127,1000,0.679856,0.985235,1.512,0.336,2,0,1,1
Qq2k3k3v50v50m1000s4,1,1.507,50,0.979545,0.505167,29.69,127,0.119,100,50,3,0.649778,0.507667,119,50,0.507423,0,6000,30.14,3,1.319792,44.31,60,0.243667,0.487333,1000,1,30.14,0.512667,0.512667,0.512667,0.248833,1,60,1800.32,1.009377,0.502333,1.009377,1000,0.653535,1.014847,1.493,0.331778,2,0,1,1
Qq2k3k3v50v50m1000s5,1,1.482,50,0.978892,0.505333,29.68,117,0.114,100,50,3,0.660444,0.505111,114,50,0.49934,0,6000,29.64,3,1.334531,44.54,60,0.247667,0.495333,1000,1,29.64,0.504667,0.504667,0.504667,0.253,1,60,1793.08,0.976285,0.494,0.976285,1000,0.66784,0.998681,1.518,0.337333,2,0,1,1
Qq2k3k3v50v50m1000s6,1,1.54,50,1.031144,0.492333,30.46,109,0.13,100,50,3,0.669333,0.494222,130,50,0.505755,0,6000,30.8,3,1.323374,45.52,60,0.251,0.502,1000,1,30.8,0.498,0.498,0.498,0.243333,1,60,1803.44,1.054795,0.513333,1.054795,1000,0.656475,1.01151,1.46,0.324444,2,0,1,1
Qq2k3k3v50v50m1000s7,1,1.474,50,0.981506,0.504667,29.72,126,0.114,100,50,3,0.665778,0.503333,114,50,0.496037,0,6000,29.48,3,1.340492,44.7,60,0.249667,0.499333,1000,1,29.48,0.500667,0.500667,0.500667,0.254333,1,60,1814.68,0.965924,0.491333,0.965924,1000,0.673731,0.992074,1.526,0.339111,2,0,1,1
Qq2k3k3v50v50m1000s8,1,1.527,50,1.031144,0.492333,30.46,91,0.122,100,50,3,0.675111,0.492778,122,50,0.501354,0,6000,30.54,3,1.330997,45.65,60,0.253167,0.506333,1000,1,30.54,0.493667,0.493667,0.493667,0.2455,1,60,1785.28,1.03666,0.509,1.03666,1000,0.664262,1.002708,1.473,0.327333,2,0,1,1
Qq2k3k3v50v50m1000s9,1,1.467,50,0.980198,0.505,29.7,110,0.11,100,50,3,0.668,0.503,110,50,0.494059,0,6000,29.34,3,1.344064,44.73,60,0.2505,0.501,1000,1,29.34,0.499,0.499,0.499,0.2555,1,60,1794.48,0.956947,0.489,0.956947,1000,0.67727,0.988119,1.533,0.340667,2,0,1,1
Qq2k3k3v50v50m200s10,1,1.475,50,0.938611,0.515833,5.81,25,0.095,100,50,3,0.635556,0.518333,19,50,0.50727,0,1200,5.9,3,1.319493,8.67,12,0.238333,0.476667,200,1,5.9,0.523333,0.523333,0.523333,0.254167,1,12,68.84,0.967213,0.491667,0.967213,200,0.653805,1.01454,1.525,0.338889,2,0,1,1
Qq2k3k3v50v50m200s1,1,1.51,50,1.061856,0.485,6.18,18,0.115,100,50,3,0.702222,0.481111,23,50,0.487973,0,1200,6.04,3,1.353319,9.34,12,0.263333,0.526667,200,1,6.04,0.473333,0.473333,0.473333,0.248333,1,12,74.08,1.013423,0.503333,1.013423,200,0.688222,0.975945,1.49,0.331111,2,0,1,1
Qq2k3k3v50v50m200s2,1,1.44,50,0.973684,0.506667,5.92,27,0.095,100,50,3,0.675556,0.502222,19,50,0.486842,0,1200,5.76,3,1.357143,8.96,12,0.253333,0.506667,200,1,5.76,0.493333,0.493333,0.493333,0.26,1,12,74.8,0.923077,0.48,0.923077,200,0.690265,0.973684,1.56,0.346667,2,0,1,1
Qq2k3k3v50v50m200s3,1,1.475,50,0.99005,0.5025,5.97,28,0.125,100,50,3,0.671111,0.500556,25,50,0.494196,0,1200,5.9,3,1.343715,8.99,12,0.251667,0.503333,200,1,5.9,0.496667,0.496667,0.496667,0.254167,1,12,70.16,0.967213,0.491667,0.967213,200,0.677026,0.988391,1.525,0.338889,2,0,1,1
Qq2k3k3v50v50m200s4,1,1.51,50,0.95122,0.5125,5.85,23,0.095,100,50,3,0.628889,0.517778,19,50,0.515447,0,1200,6.04,3,1.304147,8.68,12,0.235833,0.471667,200,1,6.04,0.528333,0.528333,0.528333,0.248333,1,12,70.04,1.013423,0.503333,1.013423,200,0.639485,1.030894,1.49,0.331111,2,0,1,1
Qq2k3k3v50v50m200s5,1,1.465,50,0.948052,0.513333,5.84,21,0.08,100,50,3,0.646667,0.513889,16,50,0.501623,0,1200,5.86,3,1.330286,8.75,12,0.2425,0.485,200,1,5.86,0.515,0.515,0.515,0.255833,1,12,74.28,0.954397,0.488333,0.954397,200,0.663784,1.003247,1.535,0.341111,2,0,1,1
Qq2k3k3v50v50m200s6,1,1.48,50,0.954397,0.511667,5.86,27,0.1,100,50,3,0.644444,0.513333,20,50,0.504886,0,1200,5.92,3,1.324201,8.76,12,0.241667,0.483333,200,1,5.92,0.516667,0.516667,0.516667,0.253333,1,12,72.28,0.973684,0.493333,0.973684,200,0.658009,1.009772,1.52,0.337778,2,0,1,1
Qq2k3k3v50v50m200s7,1,1.48,50,1.01005,0.4975,6.03,19,0.135,100,50,3,0.682222,0.494444,27,50,0.490787,0,1200,5.92,3,1.349451,9.1,12,0.255833,0.511667,200,1,5.92,0.488333,0.488333,0.488333,0.253333,1,12,74.48,0.973684,0.493333,0.973684,200,0.683146,0.981575,1.52,0.337778,2,0,1,1
Qq2k3k3v50v50m200s8,1,1.54,50,0.957586,0.510833,5.87,24,0.11,100,50,3,0.62,0.518889,22,50,0.523654,0,1200,6.16,3,1.288684,8.66,12,0.2325,0.465,200,1,6.16,0.535,0.535,0.535,0.243333,1,12,73.88,1.054795,0.513333,1.054795,200,0.625268,1.047308,1.46,0.324444,2,0,1,1
Qq2k3k3v50v50m200s9,1,1.495,50,0.983471,0.504167,5.95,25,0.12,100,50,3,0.657778,0.505,24,50,0.502479,0,1200,5.98,3,1.328844,8.91,12,0.246667,0.493333,200,1,5.98,0.506667,0.506667,0.506667,0.250833,1,12,68.88,0.993355,0.498333,0.993355,200,0.662266,1.004959,1.505,0.334444,2,0,1,1
Qq2k3k3v50v50m300s10,1,1.48,50,0.965066,0.508889,8.84,33,0.096667,100,50,3,0.651852,0.50963,29,50,0.502183,0,1800,8.88,3,1.329305,13.24,18,0.244444,0.488889,300,1,8.88,0.511111,0.511111,0.511111,0.253333,1,18,158.64,0.973684,0.493333,0.973684,300,0.662791,1.004367,1.52,0.337778,2,0,1,1
Qq2k3k3v50v50m300s1,1,1.486667,50,1.045455,0.488889,9.2,31,0.12,100,50,3,0.702222,0.483704,36,50,0.484091,0,1800,8.92,3,1.360115,13.94,18,0.263333,0.526667,300,1,8.92,0.473333,0.473333,0.473333,0.252222,1,18,161.2,0.982379,0.495556,0.982379,300,0.695253,0.968182,1.513333,0.336296,2,0,1,1
Qq2k3k3v50v50m300s2,1,1.516667,50,1.020202,0.495,9.09,36,0.116667,100,50,3,0.672593,0.495185,35,50,0.500561,0,1800,9.1,3,1.332355,13.63,18,0.252222,0.504444,300,1,9.1,0.495556,0.495556,0.495556,0.247222,1,18,170.48,1.022472,0.505556,1.022472,300,0.665669,1.001122,1.483333,0.32963,2,0,1,1
Qq2k3k3v50v50m300s3,1,1.47,50,1.015677,0.496111,9.07,39,0.12,100,50,3,0.69037,0.491481,36,50,0.486002,0,1800,8.82,3,1.357611,13.73,18,0.258889,0.517778,300,1,8.82,0.482222,0.482222,0.482222,0.255,1,18,161.2,0.960784,0.49,0.960784,300,0.691786,0.972004,1.53,0.34,2,0,1,1
Qq2k3k3v50v50m300s4,1,1.523333,50,0.969365,0.507778,8.86,32,0.116667,100,50,3,0.635556,0.512963,35,50,0.515317,0,1800,9.14,3,1.304943,13.15,18,0.238333,0.476667,300,1,9.14,0.523333,0.523333,0.523333,0.246111,1,18,162,1.031603,0.507778,1.031603,300,0.639711,1.030635,1.476667,0.328148,2,0,1,1
Qq2k3k3v50v50m300s5,1,1.46,50,0.971522,0.507222,8.87,34,0.096667,100,50,3,0.665185,0.505185,29,50,0.493976,0,1800,8.76,3,1.344311,13.36,18,0.249444,0.498889,300,1,8.76,0.501111,0.501111,0.501111,0.256667,1,18,164.16,0.948052,0.486667,0.948052,300,0.677419,0.987952,1.54,0.342222,2,0,1,1
Qq2k3k3v50v50m300s6,1,1.496667,50,1.008929,0.497778,9.04,35,0.123333,100,50,3,0.674074,0.496667,37,50,0.496652,0,1800,8.98,3,1.33922,13.59,18,0.252778,0.505556,300,1,8.98,0.494444,0.494444,0.494444,0.250556,1,18,163.64,0.995565,0.498889,0.995565,300,0.672632,0.993304,1.503333,0.334074,2,0,1,1
Qq2k3k3v50v50m300s7,1,1.49,50,1.031603,0.492222,9.14,31,0.126667,100,50,3,0.691852,0.488519,38,50,0.488713,0,1800,8.94,3,1.352643,13.81,18,0.259444,0.518889,300,1,8.94,0.481111,0.481111,0.481111,0.251667,1,18,165,0.986755,0.496667,0.986755,300,0.686884,0.977427,1.51,0.335556,2,0,1,1
Qq2k3k3v50v50m300s8,1,1.53,50,0.995565,0.501111,8.98,29,0.123333,100,50,3,0.65037,0.504815,37,50,0.511086,0,1800,9.18,3,1.313388,13.37,18,0.243889,0.487778,300,1,9.18,0.512222,0.512222,0.512222,0.245,1,18,160.44,1.040816,0.51,1.040816,300,0.647102,1.022173,1.47,0.326667,2,0,1,1
Qq2k3k3v50v50m300s9,1,1.493333,50,1,0.5,9,35,0.116667,100,50,3,0.66963,0.499259,35,50,0.497778,0,1800,8.96,3,1.337278,13.52,18,0.251111,0.502222,300,1,8.96,0.497778,0.497778,0.497778,0.251111,1,18,160.72,0.99115,0.497778,0.99115,300,0.670623,0.995556,1.506667,0.334815,2,0,1,1
Qq2k3k3v50v50m400s10,1,1.5,50,0.991701,0.502083,11.95,45,0.1025,100,50,3,0.661111,0.502778,41,50,0.502075,0,2400,12,3,1.329609,17.9,24,0.247917,0.495833,400,1,12,0.504167,0.504167,0.504167,0.25,1,24,284.04,1,0.5,1,400,0.662983,1.004149,1.5,0.333333,2,0,1,1
Qq2k3k3v50v50m400s1,1,1.4825,50,1.030457,0.4925,12.18,42,0.11,100,50,3,0.694444,0.488056,44,50,0.486464,0,2400,11.86,3,1.356484,18.43,24,0.260417,0.520833,400,1,11.86,0.479167,0.479167,0.479167,0.252917,1,24,288.92,0.976936,0.494167,0.976936,400,0.69095,0.972927,1.5175,0.337222,2,0,1,1
Qq2k3k3v50v50m400s2,1,1.505,50,1.016807,0.495833,12.1,48,0.1175,100,50,3,0.675556,0.495,47,50,0.497479,0,2400,12.04,3,1.337734,18.18,24,0.253333,0.506667,400,1,12.04,0.493333,0.493333,0.493333,0.249167,1,24,292.92,1.006689,0.501667,1.006689,400,0.671156,0.994958,1.495,0.332222,2,0,1,1
Qq2k3k3v50v50m400s3,1,1.4925,50,1.02874,0.492917,12.17,49,0.1325,100,50,3,0.688889,0.489722,53,50,0.490279,0,2400,11.94,3,1.350027,18.37,24,0.258333,0.516667,400,1,11.94,0.483333,0.483333,0.483333,0.25125,1,24,289.12,0.99005,0.4975,0.99005,400,0.684061,0.980558,1.5075,0.335,2,0,1,1
Qq2k3k3v50v50m400s4,1,1.4975,50,0.94332,0.514583,11.65,53,0.1125,100,50,3,0.628889,0.519167,45,50,0.51336,0,2400,11.98,3,1.307915,17.31,24,0.235833,0.471667,400,1,11.98,0.528333,0.528333,0.528333,0.250417,1,24,285.08,0.996672,0.499167,0.996672,400,0.643125,1.026721,1.5025,0.333889,2,0,1,1
Qq2k3k3v50v50m400s5,1,1.4825,50,0.968827,0.507917,11.81,46,0.1,100,50,3,0.653333,0.508611,40,50,0.502051,0,2400,11.86,3,1.329565,17.69,24,0.245,0.49,400,1,11.86,0.51,0.51,0.51,0.252917,1,24,289.36,0.976936,0.494167,0.976936,400,0.663026,1.004102,1.5175,0.337222,2,0,1,1
Qq2k3k3v50v50m400s6,1,1.555,50,1.037351,0.490833,12.22,45,0.135,100,50,3,0.666667,0.493889,54,50,0.509338,0,2400,12.44,3,1.317234,18.22,24,0.25,0.5,400,1,12.44,0.5,0.5,0.5,0.240833,1,24,291.36,1.076125,0.518333,1.076125,400,0.650169,1.018676,1.445,0.321111,2,0,1,1
Qq2k3k3v50v50m400s7,1,1.4825,50,0.996672,0.500833,11.98,47,0.12,100,50,3,0.672222,0.499167,48,50,0.495008,0,2400,11.86,3,1.342207,18.03,24,0.252083,0.504167,400,1,11.86,0.495833,0.495833,0.495833,0.252917,1,24,289.88,0.976936,0.494167,0.976936,400,0.67557,0.990017,1.5175,0.337222,2,0,1,1
Qq2k3k3v50v50m400s8,1,1.515,50,0.983471,0.504167,11.9,39,0.1275,100,50,3,0.648889,0.507222,51,50,0.509091,0,2400,12.12,3,1.316798,17.74,24,0.243333,0.486667,400,1,12.12,0.513333,0.513333,0.513333,0.2475,1,24,287.28,1.020202,0.505,1.020202,400,0.650602,1.018182,1.485,0.33,2,0,1,1
Qq2k3k3v50v50m400s9,1,1.5075,50,0.986755,0.503333,11.92,46,0.11,100,50,3,0.654444,0.505278,44,50,0.505795,0,2400,12.06,3,1.322852,17.81,24,0.245417,0.490833,400,1,12.06,0.509167,0.509167,0.509167,0.24875,1,24,285.48,1.01005,0.5025,1.01005,400,0.656405,1.011589,1.4925,0.331667,2,0,1,1
Qq2k3k3v50v50m500s10,1,1.498,50,0.994681,0.501333,14.96,58,0.108,100,50,3,0.664,0.501556,54,50,0.500665,0,3000,14.98,3,1.332144,22.43,30,0.249,0.498,500,1,14.98,0.502,0.502,0.502,0.250333,1,30,445.92,0.997337,0.499333,0.997337,500,0.665485,1.00133,1.502,0.333778,2,0,1,1
Qq2k3k3v50v50m500s1,1,1.476,50,1.005348,0.498667,15.04,53,0.1,100,50,3,0.680889,0.495556,50,50,0.490642,0,3000,14.76,3,1.34978,22.7,30,0.255333,0.510667,500,1,14.76,0.489333,0.489333,0.489333,0.254,1,30,453.32,0.968504,0.492,0.968504,500,0.683408,0.981283,1.524,0.338667,2,0,1,1
Qq2k3k3v50v50m500s2,1,1.484,50,0.986755,0.503333,14.9,61,0.11,100,50,3,0.664889,0.502667,55,50,0.498013,0,3000,14.84,3,1.336908,22.38,30,0.249333,0.498667,500,1,14.84,0.501333,0.501333,0.501333,0.252667,1,30,454.68,0.978892,0.494667,0.978892,500,0.670203,0.996026,1.516,0.336889,2,0,1,1
