@relation 'FEATURE_VALUES_COP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute gr_cv_clust_cg numeric
@attribute s_indomain_min numeric
@attribute s_other_var numeric
@attribute algorithm {bprolog,fzn2smt,g12cpx,g12fd,g12lazyfd,g12mip,gecode,izplus,jacop,minisatid,mistral,ortools,allfair}

@data
0.195122,1,1,g12fd
0.149767,1,1,g12fd
0.190846,1,1,g12cpx
0.85032,1,0,ortools
0.275307,1,1,g12cpx
0.699127,0,0,gecode
0.188538,1,1,g12cpx
0.551096,0,0,g12cpx
0.452946,1,0,g12cpx
0.543281,0,0,g12cpx
0.802641,0,0,g12fd
0.802641,0,0,g12fd
0.803214,0,0,g12fd
0.283789,1,0,allfair
0.455022,1,0,g12cpx
0.43227,1,0,g12cpx
-1,0,0,fzn2smt
0.281722,1,0,allfair
0.265351,1,1,g12cpx
0.441422,1,0,g12cpx
-1,-1,-1,izplus
0.433722,1,0,g12cpx
0.694734,0,0,fzn2smt
0.532504,0,0,fzn2smt
0.211556,1,1,g12cpx
0.123617,1,1,g12fd
0.802641,0,0,g12fd
0.802641,0,0,g12fd
0.250125,1,0,bprolog
0.172586,1,1,g12cpx
0.276406,1,1,g12cpx
0.251461,1,0,izplus
0.324157,1,0,g12mip
0.285511,1,1,g12cpx
-1,0,0,g12cpx
-1,0,0,g12cpx
0.245358,1,0,izplus
0.802641,0,0,g12fd
0.265846,1,1,g12cpx
0.2548,1,0,izplus
0.566956,0,0,g12cpx
0.239732,1,0,izplus
0.305955,1,0,izplus
0.271864,1,0,allfair
0.236942,1,0,izplus
0.245429,1,0,izplus
-1,-1,-1,izplus
0.242551,1,0,izplus
0.290386,1,0,izplus
0.24835,1,0,izplus
0.433737,1,0,g12cpx
-1,0,0,g12cpx
0.285695,1,0,izplus
0.803214,0,0,g12fd
0.45458,1,0,g12cpx
0.236942,1,0,izplus
0.300501,1,0,izplus
0.226719,1,1,g12cpx
-1,1,0,izplus
0.246788,1,0,g12cpx
-1,0,0,izplus
0.292438,0,0,g12mip
0.295332,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
0.290386,1,0,izplus
-1,1,0,izplus
0.151824,1,1,g12cpx
0.188242,0,0,fzn2smt
0.799322,0,0,g12fd
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
0.162842,0,0,g12mip
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
0.224989,1,1,g12cpx
0.276459,1,1,g12cpx
-1,1,0,izplus
0.287201,1,1,g12cpx
0.26892,1,1,g12cpx
0.269108,1,1,g12cpx
-1,1,0,izplus
0.265157,1,1,g12cpx
0.265752,1,1,g12cpx
-1,1,0,izplus
-1,1,0,izplus
0.269282,1,1,g12cpx
-1,1,0,izplus
0.273502,1,1,g12cpx
0.277302,1,1,g12cpx
0.234361,1,1,g12cpx
0.211052,1,1,g12cpx
0.208056,1,1,g12cpx
0.218503,1,1,g12cpx
0.286702,1,1,g12cpx
0.27932,1,1,g12cpx
0.270829,1,1,g12cpx
0.227096,1,1,g12cpx
0.285888,1,1,g12cpx
0.273363,1,1,g12cpx
0.274592,1,1,g12cpx
0.255277,1,1,g12cpx
0.203863,1,1,g12cpx
0.223106,1,1,g12cpx
0.269659,1,1,g12cpx
0.27292,1,1,g12cpx
-1,1,0,izplus
0.20695,1,1,g12cpx
0.208994,1,1,g12cpx
0.271001,1,1,g12cpx
0.253546,1,1,g12cpx
0.259177,1,1,g12cpx
0.254052,1,1,g12cpx
0.207936,1,1,g12cpx
0.23936,1,1,g12cpx
0.150465,1,1,g12cpx
-1,1,0,izplus
0.215087,1,1,g12cpx
0.269696,1,1,g12cpx
0.228647,1,1,g12cpx
-1,1,0,izplus
0.149626,1,1,g12cpx
0.256968,1,1,g12cpx
0.274913,1,1,g12cpx
0.208063,1,1,g12cpx
0.154387,1,1,g12cpx
0.153902,1,1,g12cpx
0.151559,1,1,g12cpx
0.150484,1,1,g12cpx
0.163538,1,1,g12cpx
0.207301,1,1,g12cpx
0.22368,1,1,g12cpx
0.206896,1,1,g12cpx
0.272936,1,1,g12cpx
0.150009,1,1,g12cpx
0.208869,1,1,g12cpx
0.267152,1,1,g12cpx
0.283757,1,1,g12cpx
0.159455,1,1,g12cpx
0.254065,1,1,g12cpx
0.286347,1,1,g12cpx
0.27015,1,1,g12cpx
0.276639,1,1,g12cpx
0.208239,1,1,g12cpx
0.258264,1,1,g12cpx
0.276327,1,1,g12cpx
0.2625,1,1,g12cpx
0.273949,1,1,g12fd
0.23696,1,1,g12cpx
0.267355,1,1,g12cpx
0.1513,1,1,g12cpx
0.260338,1,1,g12cpx
0.267608,1,1,g12cpx
0.272744,1,1,g12cpx
0.149589,1,1,g12cpx
0.269706,1,1,g12cpx
0.14992,1,1,g12cpx
0.159448,1,1,g12cpx
0.27896,1,1,g12cpx
0.281995,1,1,g12cpx
0.165693,1,1,g12cpx
0.232977,1,1,g12cpx
0.270896,1,1,g12cpx
0.283283,1,1,g12cpx
0.277762,1,1,g12cpx
0.281129,1,1,g12cpx
0.287281,1,1,g12cpx
0.142311,1,1,g12cpx
0.281783,1,1,g12cpx
0.143667,1,1,g12cpx
0.246074,1,1,g12cpx
0.150284,1,1,g12cpx
0.143151,1,1,g12fd
0.28315,1,1,g12cpx
0.150375,1,1,g12fd
0.264825,1,1,g12cpx
0.225726,1,1,g12fd
0.192708,1,1,g12fd
0.159046,1,1,g12fd
-1,0,0,ortools
0.199782,1,1,g12fd
0.151392,1,1,g12fd
0.151532,1,1,g12fd
0.159579,1,1,g12fd
0.155496,1,1,g12cpx
0.150796,1,1,g12fd
0.152934,1,1,g12fd
0.136553,1,1,g12cpx
0.151048,1,1,g12fd
0.137934,1,1,g12fd
0.150629,1,1,g12fd
0.225689,1,1,g12cpx
0.152553,1,1,g12fd
0.273994,1,1,g12cpx
0.28455,1,1,g12cpx
0.154491,1,1,g12fd
0.138756,1,1,g12cpx
0.250469,1,1,g12cpx
0.288612,1,1,g12cpx
0.137337,1,1,g12fd
0.151297,1,1,g12fd
0.137541,1,1,g12cpx
0.138643,1,1,g12cpx
0.151574,1,1,g12fd
0.274583,1,1,g12cpx
0.272716,1,1,g12cpx
0.268869,1,1,g12fd
0.152829,1,1,g12cpx
0.15493,1,1,g12cpx
-1,1,0,izplus
0.276238,1,1,g12cpx
0.192109,1,1,g12cpx
0.276222,1,1,g12cpx
-1,1,0,izplus
0.250849,1,1,g12fd
0.135666,1,1,g12cpx
0.268141,1,1,g12fd
0.137431,1,1,g12cpx
0.27566,1,1,g12fd
0.224975,1,1,g12fd
0.240979,1,1,g12fd
0.135954,1,1,g12fd
0.245489,1,1,g12fd
0.271788,1,1,g12cpx
0.263986,1,1,g12cpx
0.411765,0,0,g12cpx
0.405202,0,0,g12cpx
0.268687,1,1,g12fd
0.399053,0,0,g12cpx
-1,1,0,izplus
0.396634,0,0,g12cpx
0.390923,0,0,g12cpx
0.250896,1,1,g12cpx
0.249282,1,1,g12cpx
-1,1,0,izplus
0.138451,1,1,g12fd
0.274734,1,1,g12fd
0.138723,1,1,g12fd
0.13783,1,1,g12fd
0.263576,1,1,g12cpx
0.23606,1,1,g12fd
0.137523,1,1,g12fd
0.138873,1,1,g12fd
0.141628,1,1,g12cpx
0.277059,1,1,g12cpx
0.190819,1,1,g12fd
0.138339,1,1,g12cpx
0.143424,1,1,g12fd
0.136416,1,1,g12fd
0.142077,1,1,g12fd
0.22537,1,1,g12fd
0.136861,1,1,g12cpx
0.137267,1,1,g12fd
0.163889,1,1,g12fd
0.254959,1,1,g12cpx
0.216467,1,1,g12fd
0.248734,1,1,g12cpx
0.21853,1,1,g12cpx
0.217564,1,1,g12fd
0.402572,0,0,g12cpx
0.250658,1,1,g12cpx
0.137379,1,1,g12fd
0.141356,1,1,g12cpx
0.144834,1,1,g12fd
0.268544,1,1,g12fd
0.245357,1,1,g12fd
0.141992,1,1,g12cpx
0.199104,1,1,g12cpx
0.135963,1,1,g12fd
0.17164,1,1,g12cpx
0.197101,1,1,g12fd
0.168862,1,1,g12fd
0.170916,1,1,g12cpx
0.232597,1,1,g12cpx
0.262024,1,1,g12fd
0.226181,1,1,g12cpx
0.173901,1,1,g12fd
0.137871,1,1,g12cpx
-1,1,0,izplus
0.137901,1,1,g12cpx
0.171073,1,1,g12fd
0.385569,0,0,g12cpx
0.387638,0,0,g12cpx
0.186085,1,1,g12cpx
0.382313,0,0,g12cpx
0.377281,0,0,g12fd
0.372478,0,0,g12fd
0.36629,0,0,g12fd
0.367865,0,0,g12fd
0.362063,0,0,g12fd
0.154795,1,1,g12cpx
0.138611,1,1,g12fd
0.139719,1,1,g12cpx
-1,0,0,izplus
0.359387,0,0,g12fd
0.357992,0,0,g12fd
0.840615,1,0,izplus
0.647085,0,0,ortools
0.25401,1,1,g12fd
0.35396,0,0,g12fd
0.85032,1,0,ortools
-1,0,0,gecode
0.879657,1,0,ortools
0.880434,1,0,ortools
0.350195,0,0,g12fd
0.13642,1,1,g12cpx
0.351441,0,0,g12fd
0.854468,1,0,ortools
0.861396,1,0,izplus
-1,0,0,fzn2smt
0.861396,1,0,ortools
0.243082,1,1,g12fd
0.346518,0,0,g12fd
0.870929,1,0,ortools
0.347699,0,0,g12fd
0.879657,1,0,ortools
0.393156,0,0,g12cpx
0.87675,1,0,ortools
0.880434,1,0,ortools
0.877829,1,0,ortools
0.363544,0,0,g12fd
0.437031,1,0,g12cpx
0.648552,0,0,ortools
0.874184,1,0,ortools
0.280559,0,0,ortools
0.62734,0,0,ortools
0.355277,0,0,g12fd
0.762429,1,0,g12cpx
0.584302,0,0,g12mip
0.883756,1,0,ortools
0.775793,1,0,g12cpx
0.375486,0,0,g12cpx
0.647255,0,0,ortools
0.783184,1,0,g12cpx
0.370799,0,0,g12fd
0.92747,1,0,g12cpx
0.889314,1,0,g12cpx
0.584302,0,0,g12mip
0.436839,1,0,g12cpx
0.191964,1,1,g12cpx
0.204407,1,1,g12fd
0.444932,1,0,g12cpx
-1,1,0,izplus
-1,1,0,izplus
0.880434,1,0,ortools
0.19629,1,1,g12cpx
0.343033,0,0,g12fd
-1,0,0,fzn2smt
0.647742,0,0,ortools
-1,0,0,g12mip
-1,0,0,g12mip
0.229643,1,1,g12cpx
0.172516,1,1,g12fd
0.209479,1,1,g12cpx
-1,0,0,g12cpx
-1,0,0,fzn2smt
-1,0,0,g12mip
0.881764,1,0,ortools
-1,0,0,g12cpx
0.284291,0,0,g12mip
0.781584,0,0,fzn2smt
0.380389,0,0,g12cpx
0.647424,0,0,izplus
-1,0,0,g12mip
0.647295,0,0,izplus
-1,0,0,g12cpx
0.287154,0,0,g12fd
0.255968,1,1,g12cpx
-1,0,0,g12cpx
0.452946,1,0,g12cpx
-1,0,0,g12cpx
0.436508,1,0,g12cpx
-1,0,0,g12cpx
-1,0,0,g12cpx
0.547763,0,0,g12mip
0.547733,0,0,g12cpx
-1,0,0,g12mip
-1,1,0,izplus
0.23652,1,1,g12cpx
0.456312,1,0,g12cpx
0.43227,1,0,g12cpx
0.480905,1,0,g12cpx
0.696091,0,0,fzn2smt
0.203998,1,1,g12cpx
0.433506,1,0,g12cpx
0.695896,0,0,fzn2smt
0.190707,1,1,g12cpx
0.190963,1,1,g12cpx
0.695896,0,0,fzn2smt
0.695896,0,0,fzn2smt
-1,0,0,g12mip
0.190993,1,1,g12cpx
0.191943,1,1,g12cpx
0.217597,1,1,g12cpx
-1,0,0,fzn2smt
-1,0,0,g12cpx
0.191021,1,1,g12cpx
0.280491,1,1,g12cpx
-1,1,0,izplus
0.260126,1,1,g12cpx
0.260221,1,1,g12cpx
0.861396,1,0,ortools
0.28086,1,1,g12cpx
0.751441,1,0,g12cpx
0.263429,1,1,g12cpx
0.234326,1,1,g12cpx
0.228451,1,1,g12cpx
0.26382,1,1,g12cpx
0.695896,0,0,fzn2smt
0.208511,1,1,g12cpx
0.266802,1,1,g12cpx
0.267323,1,1,g12cpx
0.255879,1,1,g12cpx
0.291997,1,1,g12cpx
0.250179,1,1,g12cpx
0.270263,1,1,g12cpx
0.263607,1,1,g12cpx
0.269508,1,1,g12cpx
0.192916,1,1,g12cpx
0.23779,1,1,g12cpx
0.281557,1,1,g12cpx
0.188318,1,1,g12fd
0.188657,1,1,g12fd
0.269011,1,1,g12cpx
0.27849,1,1,g12cpx
0.23536,1,1,g12cpx
0.188767,1,1,g12fd
0.191539,1,1,g12cpx
0.189558,1,1,g12fd
0.190647,1,1,g12cpx
0.441422,1,0,g12cpx
0.270945,1,1,g12cpx
0.192904,1,1,g12fd
0.189825,1,1,g12fd
0.279187,1,1,g12cpx
0.260171,1,1,g12cpx
0.173958,1,1,g12cpx
0.237494,1,1,g12fd
0.281464,1,1,g12cpx
-1,1,0,izplus
0.189952,1,1,g12cpx
0.174287,1,1,g12cpx
0.275014,1,1,g12cpx
0.267194,1,1,g12cpx
0.270999,1,1,g12cpx
0.695896,0,0,fzn2smt
0.264042,1,1,g12cpx
0.277862,1,1,g12cpx
0.229624,1,1,g12fd
0.211487,1,1,g12cpx
0.188563,1,1,g12cpx
0.282904,1,1,g12cpx
0.18902,1,1,g12fd
0.248467,1,1,g12cpx
0.277008,1,1,g12fd
0.253695,1,1,g12cpx
0.195575,1,1,g12cpx
0.27272,1,1,g12cpx
0.18981,1,1,g12cpx
0.258327,1,1,g12cpx
0.255471,1,1,g12cpx
0.174074,1,1,g12cpx
0.247824,1,1,g12fd
0.167623,1,1,g12cpx
0.246762,1,1,g12fd
0.283111,1,1,g12cpx
0.250156,1,1,g12cpx
0.167975,1,1,g12cpx
0.178789,1,1,g12cpx
0.17971,1,1,g12cpx
0.176379,1,1,g12cpx
0.281145,1,1,ortools
-1,0,0,fzn2smt
0.179077,1,1,g12cpx
0.194005,1,1,g12fd
0.280902,1,1,g12cpx
0.215087,1,1,g12cpx
0.253361,1,1,g12cpx
0.287688,1,1,g12cpx
0.18079,1,1,g12cpx
0.175229,1,1,g12fd
0.227422,1,1,g12cpx
0.173453,1,1,g12fd
0.172714,1,1,g12cpx
0.172481,1,1,g12cpx
0.200548,1,1,g12cpx
0.285612,1,1,g12cpx
0.229821,1,1,g12cpx
0.256871,1,1,g12fd
0.24569,1,1,g12fd
0.238236,1,1,g12cpx
0.287086,1,1,g12cpx
0.280124,1,1,g12cpx
0.275539,1,1,g12cpx
0.208059,1,1,bprolog
0.174478,1,1,g12cpx
0.273188,1,1,g12cpx
0.258689,1,1,g12cpx
0.282358,1,1,g12cpx
0.282959,1,1,g12cpx
0.274952,1,1,g12cpx
0.157963,1,1,g12cpx
0.279012,1,1,g12cpx
0.173734,1,1,g12cpx
0.186956,1,1,g12fd
0.272566,1,1,g12cpx
0.255496,1,1,g12cpx
0.177676,1,1,g12cpx
0.25615,1,1,g12cpx
0.249418,1,1,g12fd
0.190136,1,1,g12cpx
0.262687,1,1,g12cpx
0.279168,1,1,g12cpx
0.16193,1,1,g12cpx
0.18329,1,1,g12fd
0.183429,1,1,g12cpx
0.243468,1,1,g12fd
-1,1,0,izplus
0.286508,1,1,g12cpx
0.28878,1,1,g12cpx
0.252381,1,1,g12fd
0.270492,1,1,g12cpx
0.239426,1,1,g12cpx
0.162139,1,1,g12cpx
0.164132,1,1,g12cpx
0.26827,1,1,g12cpx
-1,1,0,izplus
0.239679,1,1,g12cpx
0.159245,1,1,g12cpx
0.171228,1,1,g12cpx
0.159482,1,1,minisatid
0.158302,1,1,g12cpx
0.159075,1,1,g12fd
0.171832,1,1,g12cpx
0.163993,1,1,g12cpx
0.16391,1,1,g12cpx
0.163641,1,1,g12cpx
0.26124,1,1,g12cpx
0.270058,1,1,g12cpx
0.162919,1,1,g12cpx
0.28228,1,1,ortools
0.182321,1,1,g12fd
0.164646,1,1,g12cpx
0.163616,1,1,g12fd
0.163363,1,1,g12cpx
0.262941,1,1,g12cpx
0.248607,1,1,g12cpx
0.266424,1,1,g12cpx
0.261958,1,1,g12fd
0.259102,1,1,g12cpx
0.170376,1,1,g12cpx
0.228151,1,1,g12fd
0.164141,1,1,g12fd
0.163468,1,1,g12fd
0.260616,1,1,g12cpx
0.282317,1,1,g12cpx
0.158188,1,1,g12cpx
0.212926,1,1,g12cpx
0.278707,1,1,g12cpx
0.20703,1,1,g12cpx
0.224889,1,1,g12cpx
0.276273,1,1,g12cpx
0.249371,1,1,g12cpx
0.200415,1,1,g12cpx
0.164584,1,1,g12cpx
0.274734,1,1,g12cpx
0.257285,1,1,g12fd
0.188459,1,1,g12cpx
0.273886,1,1,g12cpx
0.23548,1,1,g12cpx
0.159315,1,1,g12fd
0.254258,1,1,bprolog
0.172852,1,1,g12cpx
0.268693,1,1,g12cpx
0.279098,1,1,g12cpx
0.236576,1,1,g12cpx
0.212016,1,1,g12fd
0.209758,1,1,jacop
0.17553,1,1,g12cpx
0.164525,1,1,g12fd
0.271572,1,1,g12cpx
0.163412,1,1,g12fd
0.266752,1,1,g12cpx
0.165109,1,1,g12fd
0.16218,1,1,g12cpx
0.160204,1,1,g12cpx
0.261247,1,1,g12cpx
0.16701,1,1,g12cpx
0.164332,1,1,g12fd
0.164958,1,1,g12fd
0.164786,1,1,g12fd
0.163644,1,1,g12fd
0.271392,1,1,g12cpx
0.279753,1,1,g12cpx
0.158034,1,1,g12cpx
0.278445,1,1,g12cpx
0.173521,1,1,g12cpx
0.286217,1,1,g12cpx
0.27158,1,1,g12cpx
0.273496,1,1,g12cpx
0.205844,1,1,g12cpx
0.271359,1,1,g12fd
0.251288,1,1,g12cpx
0.23564,1,1,g12fd
0.263284,1,1,izplus
0.225941,1,1,g12cpx
0.271969,1,1,g12cpx
0.159181,1,1,g12cpx
0.266562,1,1,g12fd
0.279461,1,1,g12fd
0.284794,1,1,g12cpx
0.289207,1,1,g12cpx
0.257175,1,1,minisatid
0.205465,1,1,g12fd
0.159222,1,1,g12fd
0.164658,1,1,g12fd
0.245735,1,1,g12fd
0.272248,1,1,g12cpx
0.161392,1,1,g12fd
0.243422,1,1,g12fd
0.160691,1,1,g12fd
0.159997,1,1,g12cpx
0.276957,1,1,g12cpx
0.2505,1,1,g12cpx
0.274903,1,1,g12cpx
0.281953,1,1,g12cpx
0.271782,1,1,g12cpx
0.290126,1,1,g12cpx
0.159119,1,1,g12cpx
0.696091,0,0,fzn2smt
0.248293,1,1,g12fd
0.164797,1,1,g12fd
0.27878,1,1,g12cpx
0.255285,1,1,g12cpx
0.28041,1,1,minisatid
0.178543,1,1,g12cpx
-1,1,1,g12fd
0.164558,1,1,g12fd
0.154423,1,1,g12cpx
0.241201,1,1,g12fd
0.287601,1,1,g12cpx
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,1,0,izplus
-1,0,0,izplus
-1,1,0,ortools
-1,0,0,gecode
-1,0,0,gecode
