@relation 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute csp_perten_avg_predshape numeric
@attribute csp_perten_avg_predsize numeric
@attribute csp_sqrt_max_domsize numeric
@attribute algorithm {abscon,choco,claspcnf_direct,claspcnf_directorder,claspcnf_support,cryptominisat_direct,cryptominisat_directorder,cryptominisat_support,gecode,glucose_direct,glucose_directorder,glucose_support,lingeling_direct,lingeling_directorder,lingeling_support,minisat22_direct,minisat22_directorder,minisat22_support,mistral_nj,riss3g_direct,riss3g_directorder,riss3g_support,allfair}

@data
0,8.72708,141.424892,abscon
?,?,?,gecode
0,8.722883,141.424892,riss3g_support
?,?,?,mistral_nj
?,?,?,gecode
0,8.702916,141.424892,riss3g_support
0,8.725269,141.424892,riss3g_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,riss3g_support
?,?,?,riss3g_direct
?,?,?,mistral_nj
0,8.717122,141.424892,riss3g_support
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
0,8.726238,141.424892,riss3g_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
0,8.714104,141.424892,riss3g_support
0,8.722162,141.424892,riss3g_support
0,8.714726,141.424892,riss3g_support
?,?,?,mistral_nj
0,8.717467,141.424892,riss3g_support
?,?,?,riss3g_support
0,8.71319,141.424892,riss3g_direct
0,8.720438,141.424892,claspcnf_support
0,8.719949,141.424892,riss3g_direct
0,8.726958,141.424892,abscon
0,8.716628,141.424892,riss3g_support
0,8.712292,141.424892,riss3g_support
0,8.723038,141.424892,riss3g_direct
0,8.712197,141.424892,riss3g_direct
0,8.72246,141.424892,riss3g_direct
?,?,?,riss3g_support
0,8.718726,141.424892,riss3g_support
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,gecode
0,8.717592,141.424892,lingeling_direct
?,?,?,riss3g_support
0,8.726796,141.424892,riss3g_direct
?,?,?,riss3g_support
0,8.71446,141.424892,riss3g_direct
?,?,?,gecode
0,8.714417,141.424892,riss3g_support
0,8.725694,141.424892,riss3g_direct
0,8.723645,141.424892,minisat22_support
0,8.716292,141.424892,cryptominisat_support
0,8.723456,141.424892,lingeling_direct
0,8.714337,141.424892,riss3g_direct
?,?,?,riss3g_support
0,8.715512,141.424892,riss3g_direct
0,8.719602,141.424892,riss3g_direct
?,?,?,gecode
0,8.717325,141.424892,gecode
0,8.732206,141.424892,riss3g_support
0,8.715301,141.424892,lingeling_support
?,?,?,gecode
0,8.712356,141.424892,riss3g_direct
0,8.726694,141.424892,riss3g_support
?,?,?,gecode
0,8.713583,141.424892,riss3g_direct
?,?,?,riss3g_direct
?,?,?,gecode
0,8.71505,141.424892,riss3g_direct
0,8.726423,141.424892,riss3g_direct
0,8.723373,141.424892,riss3g_direct
0,8.72177,141.424892,riss3g_direct
0,8.724645,141.424892,riss3g_support
0,8.72123,141.424892,riss3g_direct
0,8.719089,141.424892,riss3g_support
0,8.727023,141.424892,riss3g_direct
0,8.713098,141.424892,riss3g_support
?,?,?,riss3g_support
0,8.726571,141.424892,riss3g_support
0,8.715865,141.424892,riss3g_direct
0,8.726883,141.424892,abscon
0,8.718249,141.424892,riss3g_support
0,8.719373,141.424892,riss3g_direct
0,8.704905,141.424892,riss3g_direct
?,?,?,mistral_nj
?,?,?,gecode
0,8.719346,141.424892,glucose_direct
?,?,?,lingeling_direct
0,8.715947,141.424892,lingeling_direct
?,?,?,riss3g_direct
0,8.716629,141.424892,riss3g_directorder
0,8.714753,141.424892,lingeling_direct
?,?,?,mistral_nj
0,8.706581,141.424892,gecode
?,?,?,riss3g_direct
0,8.713662,141.424892,riss3g_direct
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,claspcnf_directorder
?,?,?,choco
0,10,5,claspcnf_direct
?,?,?,choco
0,10,5,claspcnf_directorder
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,claspcnf_directorder
?,?,?,choco
?,?,?,choco
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,claspcnf_directorder
?,?,?,choco
?,?,?,choco
?,?,?,claspcnf_directorder
?,?,?,choco
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,claspcnf_support
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
0,10,3.872983,claspcnf_direct
0,10,3.872983,minisat22_directorder
?,?,?,choco
?,?,?,riss3g_directorder
?,?,?,gecode
?,?,?,riss3g_direct
?,?,?,choco
0,10,3.872983,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,choco
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,claspcnf_directorder
0,10,3.872983,lingeling_direct
?,?,?,choco
?,?,?,cryptominisat_direct
?,?,?,gecode
?,?,?,cryptominisat_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,cryptominisat_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,lingeling_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,cryptominisat_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,riss3g_direct
?,?,?,glucose_support
?,?,?,cryptominisat_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_direct
?,?,?,gecode
?,?,?,glucose_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_direct
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_direct
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,cryptominisat_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,cryptominisat_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_support
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,minisat22_directorder
23.964497,43.372781,10.677078,cryptominisat_direct
?,?,?,minisat22_directorder
?,?,?,glucose_directorder
23.964497,43.372781,10.908712,riss3g_direct
?,?,?,glucose_directorder
?,?,?,minisat22_directorder
23.964497,43.372781,11,minisat22_direct
?,?,?,minisat22_directorder
23.964497,43.372781,10.86278,minisat22_directorder
?,?,?,minisat22_directorder
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,minisat22_directorder
23.964497,43.372781,12.369317,minisat22_directorder
23.964497,43.372781,12.288206,glucose_directorder
23.964497,43.372781,12.60952,minisat22_directorder
23.964497,43.372781,12.569805,glucose_directorder
?,?,?,gecode
23.964497,43.372781,12.247449,glucose_directorder
?,?,?,claspcnf_directorder
?,?,?,minisat22_directorder
?,?,?,glucose_directorder
23.964497,43.372781,11.224972,glucose_directorder
?,?,?,minisat22_directorder
?,?,?,minisat22_directorder
?,?,?,gecode
?,?,?,minisat22_directorder
?,?,?,minisat22_directorder
?,?,?,gecode
23.964497,43.372781,11.661904,minisat22_directorder
23.964497,43.372781,11.532563,glucose_directorder
23.964497,43.372781,11.532563,cryptominisat_direct
?,?,?,lingeling_directorder
?,?,?,glucose_directorder
23.964497,43.372781,11.532563,minisat22_directorder
?,?,?,minisat22_directorder
23.964497,43.372781,11.269428,lingeling_direct
23.964497,43.372781,11.575837,gecode
23.964497,43.372781,11.489125,glucose_directorder
23.964497,43.372781,11.789826,minisat22_directorder
23.964497,43.372781,12.124356,minisat22_directorder
23.964497,43.372781,11.789826,glucose_directorder
23.964497,43.372781,11.916375,minisat22_directorder
23.964497,43.372781,12.165525,minisat22_directorder
23.964497,43.372781,11.958261,minisat22_directorder
?,?,?,gecode
?,?,?,gecode
0,10,2.828427,glucose_direct
?,?,?,minisat22_directorder
0,10,3,lingeling_directorder
?,?,?,claspcnf_direct
0,10,2.645751,cryptominisat_directorder
?,?,?,gecode
?,?,?,abscon
?,?,?,gecode
?,?,?,cryptominisat_direct
?,?,?,riss3g_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,lingeling_direct
?,?,?,choco
?,?,?,lingeling_direct
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,claspcnf_direct
?,?,?,lingeling_direct
?,?,?,lingeling_direct
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,lingeling_directorder
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,lingeling_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,lingeling_direct
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,lingeling_direct
?,?,?,choco
?,?,?,lingeling_directorder
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,riss3g_direct
?,?,?,claspcnf_directorder
?,?,?,lingeling_direct
?,?,?,riss3g_directorder
?,?,?,riss3g_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,choco
?,?,?,riss3g_directorder
?,?,?,choco
?,?,?,lingeling_directorder
?,?,?,riss3g_directorder
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,riss3g_directorder
?,?,?,riss3g_direct
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,riss3g_directorder
?,?,?,riss3g_directorder
?,?,?,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,lingeling_direct
?,?,?,riss3g_directorder
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,riss3g_directorder
?,?,?,choco
?,?,?,choco
?,?,?,lingeling_direct
?,?,?,riss3g_direct
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,gecode
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,gecode
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,choco
0,10,6.480741,gecode
?,?,?,choco
?,?,?,claspcnf_directorder
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,choco
?,?,?,lingeling_direct
?,?,?,lingeling_direct
?,?,?,choco
?,?,?,choco
?,?,?,choco
0,10,4,glucose_direct
0,10,3.605551,claspcnf_direct
?,?,?,choco
0,10,3.464102,gecode
0,10,3,glucose_directorder
?,?,?,choco
0,10,3.464102,gecode
?,?,?,riss3g_directorder
0,10,3.605551,claspcnf_directorder
0,10,3.464102,claspcnf_directorder
0,10,4.242641,claspcnf_directorder
0,10,3.741657,claspcnf_directorder
?,?,?,gecode
?,?,?,claspcnf_directorder
0,10,3.741657,claspcnf_direct
?,?,?,choco
?,?,?,choco
0,10,3.741657,mistral_nj
?,?,?,claspcnf_direct
?,?,?,choco
?,?,?,claspcnf_support
0,10,3.872983,claspcnf_support
?,?,?,claspcnf_direct
0,10,3.162278,claspcnf_directorder
0,10,3.162278,mistral_nj
0,10,4.123106,claspcnf_direct
?,?,?,gecode
0,10,2.828427,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,choco
0,10,4.123106,claspcnf_directorder
?,?,?,gecode
0,10,3.464102,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,riss3g_directorder
0,10,3.872983,claspcnf_directorder
?,?,?,choco
?,?,?,riss3g_direct
0,10,3,claspcnf_support
?,?,?,gecode
0,10,4,claspcnf_directorder
?,?,?,claspcnf_directorder
0,10,4,claspcnf_direct
?,?,?,choco
?,?,?,choco
?,?,?,gecode
0,10,3.316625,claspcnf_direct
?,?,?,gecode
?,?,?,claspcnf_directorder
0,10,3.316625,claspcnf_support
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,choco
?,?,?,riss3g_direct
?,?,?,gecode
?,?,?,riss3g_direct
?,?,?,choco
?,?,?,gecode
?,?,?,riss3g_directorder
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,riss3g_directorder
?,?,?,gecode
?,?,?,riss3g_directorder
?,?,?,choco
?,?,?,gecode
?,?,?,choco
?,?,?,riss3g_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,choco
?,?,?,riss3g_direct
?,?,?,riss3g_direct
?,?,?,gecode
?,?,?,lingeling_direct
?,?,?,claspcnf_direct
?,?,?,lingeling_direct
?,?,?,lingeling_direct
?,?,?,gecode
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,mistral_nj
?,?,?,mistral_nj
?,?,?,mistral_nj
0,10,3.872983,gecode
?,?,?,lingeling_direct
?,?,?,claspcnf_directorder
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
0,0,1.414214,mistral_nj
?,?,?,gecode
0,20,7.483315,lingeling_directorder
?,?,?,mistral_nj
0,20,7.483315,lingeling_directorder
0,20,23.895606,lingeling_support
0,20,23.937418,minisat22_support
0,20,24.372115,minisat22_direct
0,20,28.965497,mistral_nj
0,20,24.310492,minisat22_direct
0,20,28.94823,claspcnf_support
0,20,7.416198,claspcnf_support
0,10,2.44949,claspcnf_directorder
?,?,?,gecode
0,10,2.236068,choco
0,10,2.236068,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_direct
?,?,?,gecode
0,10,2.645751,claspcnf_directorder
0,10,2.44949,claspcnf_support
?,?,?,gecode
?,?,?,gecode
0,10,2.236068,claspcnf_direct
?,?,?,cryptominisat_direct
0,5,7.81025,glucose_directorder
25.714286,168.571429,6.403124,minisat22_direct
0,0.80402,15.524175,minisat22_support
23.684211,158.421053,4.582576,claspcnf_support
?,?,?,glucose_direct
23.684211,158.421053,4.690416,glucose_direct
0,1.6,11.045361,glucose_support
0,5,7.81025,minisat22_directorder
25.714286,168.571429,6.403124,glucose_direct
0,0.8,15.524175,glucose_direct
25.714286,168.571429,6.403124,minisat22_support
0,2.105263,9.591663,cryptominisat_support
0,5.16129,7.81025,riss3g_support
0,2.105263,9.539392,glucose_directorder
0,3.076923,7.81025,minisat22_direct
?,?,?,minisat22_support
25.714286,168.571429,6.403124,glucose_support
0,2.105263,9.591663,minisat22_directorder
0,0.80402,15.556349,glucose_direct
0,3.076923,7.874008,glucose_support
0,5.16129,7.81025,minisat22_directorder
0,2.105263,9.539392,minisat22_direct
0,1.6,11,glucose_support
0,1.6,11.045361,mistral_nj
0,2.105263,9.539392,glucose_direct
24,160,4.582576,glucose_direct
0,0.80402,15.524175,glucose_direct
0,5.16129,7.81025,minisat22_support
0,3.076923,7.874008,glucose_directorder
0,1.6,11,minisat22_direct
0,0.8,15.556349,mistral_nj
0,3.076923,7.874008,riss3g_support
0,0.80402,15.556349,riss3g_support
0,3.076923,7.81025,cryptominisat_support
23.684211,158.421053,4.582576,cryptominisat_support
25.714286,168.571429,6.403124,glucose_direct
25.714286,168.571429,6.403124,claspcnf_support
0,5.16129,7.81025,cryptominisat_directorder
0,1.6,11,mistral_nj
0,3.076923,7.81025,mistral_nj
0,2.105263,9.591663,riss3g_direct
0,1.6,11.045361,glucose_support
?,?,?,glucose_direct
?,?,?,claspcnf_directorder
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,claspcnf_direct
?,?,?,minisat22_directorder
?,?,?,cryptominisat_directorder
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,minisat22_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,mistral_nj
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,glucose_direct
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,gecode
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,claspcnf_directorder
?,?,?,minisat22_directorder
?,?,?,glucose_directorder
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,claspcnf_directorder
?,?,?,gecode
?,?,?,riss3g_directorder
?,?,?,minisat22_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,cryptominisat_direct
?,?,?,claspcnf_direct
?,?,?,mistral_nj
?,?,?,claspcnf_directorder
?,?,?,minisat22_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,glucose_support
?,?,?,claspcnf_support
?,?,?,mistral_nj
?,?,?,claspcnf_direct
?,?,?,cryptominisat_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,gecode
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,claspcnf_direct
?,?,?,glucose_directorder
?,?,?,gecode
?,?,?,glucose_direct
?,?,?,claspcnf_directorder
?,?,?,mistral_nj
?,?,?,claspcnf_direct
?,?,?,minisat22_direct
?,?,?,glucose_direct
?,?,?,mistral_nj
?,?,?,glucose_directorder
?,?,?,claspcnf_direct
?,?,?,glucose_direct
?,?,?,glucose_direct
?,?,?,gecode
?,?,?,minisat22_direct
?,?,?,riss3g_direct
?,?,?,glucose_directorder
?,?,?,claspcnf_direct
?,?,?,claspcnf_directorder
-1,-1,2.44949,glucose_direct
?,?,?,glucose_direct
?,?,?,gecode
?,?,?,riss3g_directorder
?,?,?,glucose_direct
?,?,?,glucose_direct
-1,-1,2.44949,claspcnf_directorder
26.429675,46.120556,40.804412,riss3g_direct
26.429675,46.120556,39.673669,cryptominisat_support
26.429675,46.120556,41.19466,riss3g_direct
26.429675,46.120556,40.657103,lingeling_direct
26.429675,46.120556,40.779897,minisat22_direct
26.429675,46.120556,39.179076,glucose_direct
26.429675,46.120556,39.408121,lingeling_direct
26.429675,46.120556,41.315857,riss3g_direct
26.429675,46.120556,40.435133,claspcnf_direct
26.429675,46.120556,39.937451,glucose_direct
26.429675,46.120556,38.66523,lingeling_direct
26.429675,46.120556,40.975602,glucose_direct
26.429675,46.120556,41.80909,riss3g_support
26.429675,46.120556,39.974992,claspcnf_direct
26.429675,46.120556,42.296572,glucose_direct
26.429675,46.120556,41.279535,lingeling_direct
26.429675,46.120556,40.236799,lingeling_direct
26.429675,46.120556,38.961519,cryptominisat_support
26.429675,46.120556,39.749214,cryptominisat_direct
26.429675,46.120556,40.410395,lingeling_direct
26.429675,46.120556,41.988094,riss3g_direct
26.429675,46.120556,41.436699,glucose_support
26.429675,46.120556,39.774364,minisat22_direct
26.429675,46.120556,41.412558,riss3g_direct
26.429675,46.120556,40.32369,riss3g_direct
26.429675,46.120556,40.199502,cryptominisat_direct
26.429675,46.120556,40.963398,riss3g_direct
26.429675,46.120556,39.382737,riss3g_direct
26.429675,46.120556,41.785165,lingeling_direct
26.429675,46.120556,39.306488,claspcnf_direct
25.403226,45,36.783148,riss3g_direct
25.403226,45,34.94281,minisat22_support
25.403226,45,35.1141,riss3g_direct
25.403226,45,36.013886,riss3g_direct
25.403226,45,34.741906,lingeling_direct
25.403226,45,35.312887,lingeling_direct
25.403226,45,35.312887,cryptominisat_direct
25.403226,45,34.423829,glucose_direct
25.403226,45,35.142567,glucose_direct
25.403226,45,35,lingeling_direct
25.403226,45,33.496268,minisat22_direct
25.403226,45,34.365681,claspcnf_direct
25.403226,45,34.058773,claspcnf_direct
25.403226,45,35.902646,glucose_direct
25.403226,45,36.027767,riss3g_direct
25.403226,45,34.219877,claspcnf_direct
25.403226,45,34.263683,riss3g_direct
25.403226,45,35.213634,minisat22_direct
25.403226,45,35.156792,cryptominisat_support
25.403226,45,35.805028,glucose_direct
25.403226,45,34.423829,minisat22_direct
25.403226,45,35.538711,claspcnf_support
25.403226,45,34.641016,riss3g_direct
25.403226,45,36.180105,glucose_direct
25.403226,45,35.986108,minisat22_direct
25.403226,45,36.523965,cryptominisat_support
25.403226,45,36.180105,claspcnf_direct
25.403226,45,36.414283,glucose_direct
25.403226,45,35.637059,minisat22_support
25.403226,45,34.249088,cryptominisat_direct
26.470588,46.160991,36.276714,minisat22_direct
26.470588,46.160991,38.039453,glucose_direct
26.470588,46.160991,37.161808,minisat22_direct
26.470588,46.160991,36.986484,glucose_direct
26.470588,46.160991,36.138622,lingeling_direct
26.470588,46.160991,38.105118,glucose_direct
26.470588,46.160991,37.841776,riss3g_direct
26.470588,46.160991,38.66523,claspcnf_direct
26.470588,46.160991,38.781439,lingeling_direct
26.470588,46.160991,39.623226,minisat22_direct
26.470588,46.160991,36.138622,lingeling_direct
26.470588,46.160991,36.180105,minisat22_direct
26.470588,46.160991,37.121422,minisat22_direct
26.470588,46.160991,35.888717,glucose_direct
26.470588,46.160991,37.080992,minisat22_direct
26.470588,46.160991,38.078866,riss3g_direct
26.470588,46.160991,37.215588,minisat22_direct
26.470588,46.160991,37.188708,riss3g_direct
26.470588,46.160991,37.894591,cryptominisat_direct
26.470588,46.160991,38,lingeling_direct
26.470588,46.160991,36.823905,minisat22_direct
26.470588,46.160991,37.682887,lingeling_direct
26.470588,46.160991,37.080992,minisat22_direct
26.470588,46.160991,36.878178,glucose_direct
26.470588,46.160991,37.735925,minisat22_direct
26.470588,46.160991,36.221541,lingeling_support
26.470588,46.160991,38.131352,minisat22_direct
26.470588,46.160991,38,lingeling_direct
26.470588,46.160991,36.249138,claspcnf_direct
26.470588,46.160991,36.055513,minisat22_support
?,?,?,glucose_support
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
9,9,10.583005,glucose_support
?,?,?,gecode
?,?,?,gecode
1.5,1.5,10.583005,glucose_direct
6,6,10.583005,glucose_direct
?,?,?,gecode
?,?,?,minisat22_support
?,?,?,cryptominisat_support
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
5,5,10.583005,glucose_support
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
12,10,10.583005,glucose_support
?,?,?,gecode
?,?,?,gecode
4.5,4.5,10.583005,minisat22_support
?,?,?,gecode
?,?,?,mistral_nj
4.5,4.5,10.583005,riss3g_support
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
18,18,5.291503,glucose_support
?,?,?,gecode
16.5,20.5,5.291503,riss3g_direct
?,?,?,gecode
?,?,?,gecode
9,11.5,5.291503,minisat22_direct
21,21,5.291503,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,gecode
?,?,?,gecode
13,15.333333,5.291503,claspcnf_support
?,?,?,gecode
?,?,?,mistral_nj
?,?,?,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
28.5,35,5.291503,glucose_support
?,?,?,gecode
15,18.333333,5.291503,riss3g_support
0,10,2.645751,choco
?,?,?,gecode
0,10,2.44949,lingeling_direct
?,?,?,gecode
0,10,2.645751,minisat22_direct
?,?,?,riss3g_directorder
?,?,?,gecode
?,?,?,abscon
0,10,2.645751,choco
0,10,2.828427,claspcnf_directorder
?,?,?,gecode
?,?,?,minisat22_directorder
?,?,?,minisat22_direct
?,?,?,gecode
0,10,2.236068,glucose_directorder
?,?,?,gecode
?,?,?,minisat22_directorder
0,10,2.44949,minisat22_direct
?,?,?,minisat22_direct
0,10,2.44949,minisat22_direct
?,?,?,gecode
?,?,?,gecode
?,?,?,minisat22_direct
0,10,2.645751,minisat22_direct
?,?,?,minisat22_directorder
0,10,2.828427,choco
?,?,?,gecode
?,?,?,gecode
?,?,?,gecode
?,?,?,glucose_directorder
?,?,?,cryptominisat_directorder
?,?,?,minisat22_direct
