@relation 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@attribute d_ratio_int_cons numeric
@attribute d_ratio_array_cons numeric
@attribute d_ratio_int_vars numeric
@attribute algorithm {bprolog,fzn2smt,g12cpx,g12fd,g12lazyfd,g12mip,gecode,izplus,minisatid,mistral,ortools,allfair}

@data
1,0,1,allfair
0.666667,0.333333,0.025641,minisatid
1,0,1,g12cpx
1,0,1,allfair
1,0,1,bprolog
1,0,1,g12cpx
1,0,1,allfair
0.912766,0,0.83871,fzn2smt
0.666667,0.333333,0.025641,minisatid
1,0,1,minisatid
0.666667,0.333333,0.025641,minisatid
1,0,1,minisatid
1,0,1,allfair
0,0,1,g12cpx
0.141136,0.858864,0.124533,g12lazyfd
0.141136,0.858864,0.124533,izplus
1,0,1,allfair
1,0,1,g12cpx
1,0,1,allfair
1,0,1,allfair
0.666667,0.333333,0.025641,minisatid
1,0,1,allfair
1,0,1,allfair
1,0,1,gecode
0.653773,0.326886,0.059901,izplus
1,0,1,g12mip
1,0,1,minisatid
0.620194,0.310097,0.036317,allfair
1,0,1,minisatid
1,0,1,minisatid
1,0,1,minisatid
1,0,1,minisatid
0.326733,0.330033,1,mistral
0.326531,0.330612,1,mistral
1,0,1,allfair
0.326425,0.331606,1,ortools
0,0.633803,1,gecode
1,0,1,allfair
0.666667,0.333333,0.025641,allfair
0,0.631579,1,fzn2smt
0.326733,0.330033,1,allfair
1,0,1,minisatid
1,0,1,izplus
0.666667,0.333333,0.025641,allfair
1,0,1,g12cpx
1,0,1,minisatid
0.623428,0.311714,0.031631,minisatid
1,0,1,allfair
1,0,1,allfair
0.913436,0.086564,0.843223,allfair
0.019967,0.980033,0.047619,fzn2smt
1,0,1,allfair
1,0,1,allfair
1,0,1,allfair
1,0,1,bprolog
1,0,1,g12cpx
1,0,1,g12cpx
1,0,1,g12cpx
1,0,1,g12cpx
0.666667,0.333333,0.025641,allfair
0.666667,0.333333,0.025641,allfair
1,0,1,allfair
1,0,1,izplus
1,0,1,allfair
1,0,1,minisatid
1,0,1,g12cpx
0.02198,0.97802,0.047619,fzn2smt
1,0,1,g12cpx
0.367213,0.416393,1,gecode
1,0,1,allfair
0.62301,0.311505,0.032846,fzn2smt
1,0,1,allfair
0.117607,0.882393,0.105634,g12lazyfd
0.117607,0.882393,0.105634,g12lazyfd
1,0,1,g12cpx
1,0,1,g12cpx
0.022778,0.977222,0.047619,ortools
1,0,1,allfair
1,0,1,g12cpx
0.117702,0.882298,0.105634,g12lazyfd
0.117607,0.882393,0.105634,g12lazyfd
1,0,1,g12cpx
1,0,1,allfair
1,0,1,allfair
0.117607,0.882393,0.105634,izplus
0.372671,0.412008,1,allfair
0.117607,0.882393,0.105634,fzn2smt
1,0,1,allfair
0.898614,0.10052,0.548327,allfair
0.020852,0.979148,0.047619,ortools
1,0,1,g12cpx
0.117607,0.882393,0.105634,g12lazyfd
1,0,1,izplus
1,0,1,allfair
1,0,1,allfair
0.117702,0.882298,0.105634,fzn2smt
0.878338,0.120178,0.551181,minisatid
1,0,1,g12cpx
1,0,1,izplus
1,0,1,izplus
0.855153,0.142061,0.555556,minisatid
0.949278,0.050565,0.544278,allfair
0.117607,0.882393,0.105634,g12lazyfd
0.854086,0.145914,0.544073,minisatid
1,0,1,allfair
1,0,1,allfair
0.915433,0.084038,0.546939,allfair
1,0,1,g12cpx
0.372671,0.412008,1,allfair
1,0,1,allfair
0.985646,0,1,izplus
0.666667,0.333333,0.025641,allfair
1,0,1,bprolog
1,0,1,allfair
0.981928,0.018072,0.935484,izplus
0.89823,0.10177,0.654135,minisatid
0.630481,0.315241,0.027964,minisatid
0.988189,0.011811,0.956522,izplus
0.929228,0.070432,0.545741,allfair
0.914894,0.085106,0.702128,minisatid
0.8375,0.1625,0.509434,minisatid
0.817881,0.182119,0.473684,minisatid
0.874126,0.125874,0.590909,minisatid
1,0,1,allfair
0.940268,0.059505,0.545,allfair
1,0,1,bprolog
1,0,1,g12cpx
0.020781,0.979219,0.047619,fzn2smt
1,0,1,izplus
1,0,1,bprolog
0.94,0.06,0.818182,izplus
0.969388,0.030612,0.896552,izplus
0.996982,0.003018,0.988304,izplus
0.953671,0.046329,0.82708,allfair
0.117702,0.882298,0.105634,g12lazyfd
1,0,1,bprolog
0.95509,0.04491,0.856459,izplus
0.284188,0,0.548518,mistral
0.285503,0,0.550279,izplus
0.287037,0,0.552326,izplus
1,0,1,allfair
0.286474,0,0.551576,izplus
0.286151,0,0.551873,izplus
0.999245,0.000755,0.997019,izplus
0.962347,0.037572,0.543509,allfair
0.283803,0,0.548,minisatid
0.284165,0,0.54918,izplus
0.284066,0,0.549046,izplus
0.117607,0.882393,0.105634,izplus
0.285398,0,0.550139,izplus
0.117607,0.882393,0.105634,g12lazyfd
0.970165,0.029835,0.885754,allfair
0.278846,0,0.550562,izplus
0.278916,0,0.550676,izplus
0.913725,0.086275,0.843757,allfair
0.917582,0.082418,0.767442,minisatid
0.99882,0.00118,0.99536,izplus
0.284582,0,0.549046,g12cpx
0.283333,0,0.547368,izplus
0.285294,0,0.55,izplus
0.975901,0.024099,0.906914,allfair
0.279557,0,0.551724,izplus
0.279925,0,0.552326,izplus
0.282927,0,0.547493,minisatid
0.278169,0,0.549451,minisatid
0.279056,0,0.550905,izplus
0.277972,0,0.549127,minisatid
0.277907,0,0.54902,izplus
0.277149,0,0.547771,izplus
0.285714,0,0.550562,izplus
0.278235,0,0.549559,izplus
0.278369,0,0.549779,izplus
0.286364,0,0.551429,izplus
0.276966,0,0.547468,izplus
0.277778,0,0.548807,izplus
1,0,1,allfair
0.284974,0,0.550279,izplus
0.666667,0.333333,0.025641,minisatid
0.278436,0,0.549889,izplus
0.27934,0,0.55137,izplus
0.278302,0,0.549669,izplus
0.130968,0.869032,0.116339,izplus
0.276667,0,0.546973,izplus
0.27765,0,0.548596,izplus
0.278571,0,0.550111,izplus
0.279557,0,0.551724,izplus
0.277149,0,0.547771,izplus
0.279081,0,0.538603,g12cpx
0.277523,0,0.548387,izplus
0.27897,0,0.538462,minisatid
0.277907,0,0.54902,izplus
0.277907,0,0.54902,izplus
0.279419,0,0.539033,minisatid
0.27746,0,0.548283,izplus
0.27897,0,0.538462,izplus
0.286254,0,0.551282,izplus
0.284091,0,0.548387,izplus
0.277714,0,0.548701,izplus
0.278481,0,0.537838,izplus
0.28,0,0.539773,g12cpx
0.334566,0.443623,0.341564,g12lazyfd
0.277854,0,0.537037,g12cpx
0.75,0.25,0.111111,minisatid
0.278322,0,0.537634,minisatid
0.75,0.25,0.083333,g12cpx
0.277957,0,0.537168,minisatid
0.130968,0.869032,0.116339,izplus
1,0,1,izplus
0.278169,0,0.549451,izplus
0.75,0.25,0.0625,allfair
0.277778,0,0.548807,izplus
0.279081,0,0.538603,minisatid
0.75,0.25,0.058824,allfair
0.278915,0,0.538391,izplus
0.28,0,0.539773,minisatid
0.666667,0.333333,0.025641,allfair
0.75,0.25,0.052632,allfair
0.277157,0,0.536145,minisatid
0.278369,0,0.549779,izplus
0.75,0.25,0.071429,fzn2smt
0.75,0.25,0.066667,fzn2smt
0.280239,0,0.540076,minisatid
0.75,0.25,0.041667,minisatid
0.277254,0,0.536269,minisatid
0.75,0.25,0.041667,allfair
0.034589,0.964258,0.0625,ortools
0.035464,0.963196,0.0625,ortools
1,0,1,allfair
0.035129,0.9637,0.0625,ortools
0.034873,0.963965,0.0625,ortools
0.033857,0.965164,0.0625,ortools
0.914219,0.085781,0.844633,g12mip
1,0,1,izplus
0.02094,0.97906,0.047619,ortools
0.033985,0.965108,0.0625,ortools
1,0,1,minisatid
1,0,1,minisatid
0.75,0.25,0.034483,minisatid
0.111937,0.888063,0.101163,g12lazyfd
1,0,1,minisatid
0.913639,0.086361,0.843569,allfair
0.659136,0.329568,0.030066,minisatid
0.682667,0.121067,0.363085,ortools
0.034507,0.96442,0.0625,izplus
0.03681,0.961554,0.0625,fzn2smt
1,0,1,minisatid
1,0,1,minisatid
0.100721,0.899279,0.091891,minisatid
0.100721,0.899279,0.091891,minisatid
0.100721,0.899279,0.091891,g12lazyfd
0.914397,0.085603,0.844966,allfair
0.100721,0.899279,0.091891,fzn2smt
0.033245,0.965869,0.0625,fzn2smt
1,0,1,allfair
0.100721,0.899279,0.091891,fzn2smt
0.033442,0.965592,0.0625,fzn2smt
1,0,1,allfair
0.035123,0.96355,0.0625,ortools
0.111937,0.888063,0.101163,fzn2smt
0.100721,0.899279,0.091891,fzn2smt
0.100721,0.899279,0.091891,g12lazyfd
0.035408,0.963254,0.0625,ortools
0.036393,0.96207,0.0625,ortools
0.111937,0.888063,0.101163,fzn2smt
0.032519,0.966758,0.0625,ortools
0.033939,0.96508,0.0625,ortools
0.020552,0.979448,0.047619,ortools
0.032818,0.966453,0.0625,ortools
1,0,1,allfair
0.111937,0.888063,0.101163,fzn2smt
0.033341,0.96577,0.0625,ortools
0.032233,0.967123,0.0625,ortools
0.100721,0.899279,0.091891,fzn2smt
0.033299,0.965887,0.0625,fzn2smt
0.03352,0.965512,0.0625,ortools
0.033413,0.965696,0.0625,ortools
0.035192,0.963557,0.0625,ortools
0.100721,0.899279,0.091891,fzn2smt
0.034148,0.96479,0.0625,ortools
0.034014,0.964928,0.0625,ortools
0.100721,0.899279,0.091891,fzn2smt
0.033086,0.966105,0.0625,fzn2smt
0.034881,0.963879,0.0625,ortools
0.100721,0.899279,0.091891,g12lazyfd
0.033296,0.965816,0.0625,ortools
0.033331,0.96578,0.0625,fzn2smt
0.032307,0.967047,0.0625,ortools
0.033336,0.965775,0.0625,ortools
0.032675,0.966672,0.0625,ortools
0.035255,0.963569,0.0625,ortools
0.031838,0.967596,0.0625,ortools
0.032251,0.967104,0.0625,fzn2smt
0.111937,0.888063,0.101163,fzn2smt
0.035478,0.963182,0.0625,ortools
0.033542,0.965638,0.0625,ortools
0.034273,0.964737,0.0625,ortools
0.034304,0.964553,0.0625,ortools
0.036879,0.961482,0.0625,ortools
0.75,0.25,0.032258,minisatid
0.034671,0.964173,0.0625,fzn2smt
0.035366,0.963298,0.0625,fzn2smt
0.032491,0.966787,0.0625,ortools
0.041833,0.958167,0.083333,ortools
0.034021,0.964996,0.0625,ortools
0.032597,0.966679,0.0625,fzn2smt
0.04234,0.95766,0.083333,fzn2smt
0.033025,0.966168,0.0625,fzn2smt
0.03302,0.966246,0.0625,ortools
0.041608,0.958392,0.083333,ortools
0.042033,0.957967,0.083333,fzn2smt
0.021592,0.978408,0.047619,fzn2smt
0.032895,0.966301,0.0625,fzn2smt
0.042113,0.957887,0.083333,fzn2smt
0.041841,0.958159,0.083333,fzn2smt
0.017639,0.982177,0.041667,allfair
0.033015,0.966178,0.0625,fzn2smt
0.035211,0.963537,0.0625,izplus
0.042037,0.957963,0.083333,fzn2smt
0.033309,0.965803,0.0625,fzn2smt
0.032503,0.966847,0.0625,fzn2smt
0.033973,0.964971,0.0625,ortools
0.033373,0.965737,0.0625,fzn2smt
0.03229,0.967064,0.0625,ortools
0.033515,0.965517,0.0625,fzn2smt
0.041529,0.958471,0.083333,ortools
0.042463,0.957537,0.083333,fzn2smt
0.017621,0.982211,0.041667,allfair
0.031879,0.967555,0.0625,ortools
0.041829,0.958171,0.083333,fzn2smt
0.041885,0.958115,0.083333,ortools
0.034034,0.964907,0.0625,ortools
0.100721,0.899279,0.091891,minisatid
0.032522,0.966756,0.0625,fzn2smt
0.017697,0.982118,0.041667,allfair
0.041961,0.958039,0.083333,fzn2smt
0.111937,0.888063,0.101163,g12lazyfd
0.042001,0.957999,0.083333,fzn2smt
0.041639,0.958361,0.083333,ortools
0.041789,0.958211,0.083333,fzn2smt
0.042037,0.957963,0.083333,fzn2smt
0.017417,0.982402,0.041667,allfair
0.03362,0.965558,0.0625,ortools
0.041346,0.958654,0.083333,ortools
0.041873,0.958127,0.083333,ortools
0.04156,0.95844,0.083333,ortools
0.042049,0.957951,0.083333,fzn2smt
0.111937,0.888063,0.101163,fzn2smt
0.042202,0.957798,0.083333,ortools
0.041513,0.958487,0.083333,fzn2smt
0.042283,0.957717,0.083333,fzn2smt
0.032321,0.967033,0.0625,fzn2smt
0.041482,0.958518,0.083333,ortools
0.042097,0.957903,0.083333,fzn2smt
0.042154,0.957846,0.083333,fzn2smt
0.032569,0.966708,0.0625,ortools
0.042373,0.957627,0.083333,ortools
0.042129,0.957871,0.083333,ortools
0.041905,0.958095,0.083333,fzn2smt
0.041423,0.958577,0.083333,fzn2smt
0.041797,0.958203,0.083333,ortools
0.04173,0.95827,0.083333,ortools
0.020687,0.979313,0.047619,fzn2smt
0.042214,0.957786,0.083333,ortools
0.042113,0.957887,0.083333,ortools
0.75,0.25,0.03125,minisatid
0.041989,0.958011,0.083333,fzn2smt
0.111937,0.888063,0.101163,fzn2smt
0.75,0.25,0.030303,allfair
0.042202,0.957798,0.083333,fzn2smt
0.042097,0.957903,0.083333,ortools
0.041937,0.958063,0.083333,ortools
0.042029,0.957971,0.083333,fzn2smt
0.041706,0.958294,0.083333,ortools
0.041913,0.958087,0.083333,fzn2smt
0.042275,0.957725,0.083333,ortools
0.042377,0.957623,0.083333,ortools
0.042537,0.957463,0.083333,ortools
0.017659,0.982341,0.047619,ortools
0.042129,0.957871,0.083333,fzn2smt
0.041857,0.958143,0.083333,fzn2smt
0.041714,0.958286,0.083333,ortools
0.041568,0.958432,0.083333,ortools
0.042073,0.957927,0.083333,fzn2smt
0.042607,0.957393,0.083333,fzn2smt
0.042487,0.957513,0.083333,fzn2smt
0.042308,0.957692,0.083333,fzn2smt
0.04177,0.95823,0.083333,fzn2smt
0.041439,0.958561,0.083333,ortools
0.041813,0.958187,0.083333,ortools
0.041682,0.958318,0.083333,ortools
0.100721,0.899279,0.091891,fzn2smt
0.041777,0.958223,0.083333,fzn2smt
0.041655,0.958345,0.083333,fzn2smt
0.041408,0.958592,0.083333,fzn2smt
0.041861,0.958139,0.083333,ortools
0.042138,0.957862,0.083333,ortools
0.041837,0.958163,0.083333,fzn2smt
0.0423,0.9577,0.083333,fzn2smt
0.04266,0.95734,0.083333,fzn2smt
0.041961,0.958039,0.083333,ortools
0.041821,0.958179,0.083333,fzn2smt
0.042611,0.957389,0.083333,fzn2smt
1,0,1,allfair
0.042389,0.957611,0.083333,fzn2smt
0.041885,0.958115,0.083333,fzn2smt
0.042231,0.957769,0.083333,ortools
0.041937,0.958063,0.083333,ortools
0.041611,0.958389,0.083333,fzn2smt
0.042025,0.957975,0.083333,ortools
0.041746,0.958254,0.083333,ortools
0.04221,0.95779,0.083333,fzn2smt
0.041553,0.958447,0.083333,ortools
0.04177,0.95823,0.083333,ortools
0.041989,0.958011,0.083333,ortools
0.042045,0.957955,0.083333,ortools
0.042133,0.957867,0.083333,fzn2smt
0.041619,0.958381,0.083333,fzn2smt
0.041738,0.958262,0.083333,ortools
0.041789,0.958211,0.083333,ortools
0.041746,0.958254,0.083333,ortools
0.01976,0.98024,0.047619,ortools
0.913966,0.086034,0.844167,allfair
0.042218,0.957782,0.083333,fzn2smt
0.041639,0.958361,0.083333,ortools
1,0,1,izplus
0.042029,0.957971,0.083333,ortools
0.041284,0.958716,0.083333,ortools
0.041746,0.958254,0.083333,ortools
0.041993,0.958007,0.083333,fzn2smt
0.041777,0.958223,0.083333,ortools
0.041889,0.958111,0.083333,ortools
0.041825,0.958175,0.083333,ortools
0.041853,0.958147,0.083333,fzn2smt
0.100721,0.899279,0.091891,fzn2smt
0.041961,0.958039,0.083333,ortools
0.100721,0.899279,0.091891,minisatid
0.111937,0.888063,0.101163,g12lazyfd
0.75,0.25,0.029412,allfair
1,0,1,allfair
1,0,1,allfair
0.111937,0.888063,0.101163,fzn2smt
0.027985,0.972015,0.058824,fzn2smt
0.027973,0.972027,0.058824,fzn2smt
0.027728,0.972272,0.058824,ortools
0.027917,0.972083,0.058824,fzn2smt
0.027584,0.972416,0.058824,ortools
0.017143,0.982738,0.041667,allfair
0.027837,0.972163,0.058824,ortools
0.027677,0.972323,0.058824,ortools
0.027498,0.972502,0.058824,ortools
0.027795,0.972205,0.058824,fzn2smt
0.027494,0.972506,0.058824,ortools
0.027727,0.972273,0.058824,fzn2smt
0.02768,0.97232,0.058824,ortools
0.027855,0.972145,0.058824,ortools
0.027541,0.972459,0.058824,ortools
0.027754,0.972246,0.058824,ortools
1,0,1,allfair
0.027476,0.972524,0.058824,ortools
0.016722,0.983278,0.041667,allfair
0.027903,0.972097,0.058824,fzn2smt
0.027769,0.972231,0.058824,fzn2smt
0.027887,0.972113,0.058824,fzn2smt
0.027787,0.972213,0.058824,ortools
0.027792,0.972208,0.058824,fzn2smt
0.02768,0.97232,0.058824,ortools
0.028074,0.971926,0.058824,fzn2smt
0.027887,0.972113,0.058824,fzn2smt
0.028001,0.971999,0.058824,fzn2smt
0.75,0.25,0.027027,allfair
0.027757,0.972243,0.058824,fzn2smt
0.027579,0.972421,0.058824,ortools
0.027934,0.972066,0.058824,fzn2smt
0.027778,0.972222,0.058824,fzn2smt
0.027599,0.972401,0.058824,ortools
0.027875,0.972125,0.058824,fzn2smt
0.01571,0.98429,0.041667,ortools
0.01571,0.98429,0.041667,ortools
0.01571,0.98429,0.041667,ortools
0.01571,0.98429,0.041667,ortools
0.01571,0.98429,0.041667,fzn2smt
0.016731,0.983269,0.041667,allfair
0.01571,0.98429,0.041667,fzn2smt
0.01571,0.98429,0.041667,ortools
0.01571,0.98429,0.041667,ortools
0.027853,0.972147,0.058824,ortools
0.027639,0.972361,0.058824,ortools
0.027702,0.972298,0.058824,ortools
0.016497,0.983503,0.041667,allfair
0.027917,0.972083,0.058824,fzn2smt
0.027641,0.972359,0.058824,ortools
1,0,1,bprolog
0.027736,0.972264,0.058824,ortools
0.027549,0.972451,0.058824,ortools
1,0,1,izplus
0.027673,0.972327,0.058824,ortools
0.028237,0.971763,0.058824,fzn2smt
0.027745,0.972255,0.058824,minisatid
0.027631,0.972369,0.058824,ortools
0.027674,0.972326,0.058824,fzn2smt
0.027839,0.972161,0.058824,fzn2smt
0.016535,0.983465,0.041667,allfair
0.027688,0.972312,0.058824,ortools
0.027864,0.972136,0.058824,fzn2smt
0.027974,0.972026,0.058824,ortools
0.027626,0.972374,0.058824,ortools
0.027595,0.972405,0.058824,ortools
0.027905,0.972095,0.058824,ortools
0.027824,0.972176,0.058824,minisatid
0.027615,0.972385,0.058824,ortools
0.027691,0.972309,0.058824,fzn2smt
0.027896,0.972104,0.058824,fzn2smt
0.027528,0.972472,0.058824,ortools
0.027691,0.972309,0.058824,ortools
0.027568,0.972432,0.058824,ortools
0.027783,0.972217,0.058824,fzn2smt
0.027867,0.972133,0.058824,fzn2smt
0.027804,0.972196,0.058824,fzn2smt
0.027684,0.972316,0.058824,ortools
0.027731,0.972269,0.058824,fzn2smt
0.016677,0.983323,0.041667,allfair
0.027844,0.972156,0.058824,fzn2smt
0.027793,0.972207,0.058824,ortools
0.027691,0.972309,0.058824,ortools
0.027641,0.972359,0.058824,ortools
0.027812,0.972188,0.058824,fzn2smt
0.027731,0.972269,0.058824,fzn2smt
0.02789,0.97211,0.058824,ortools
0.027912,0.972088,0.058824,fzn2smt
0.02805,0.97195,0.058824,fzn2smt
0.027734,0.972266,0.058824,ortools
0.027541,0.972459,0.058824,ortools
0.027814,0.972186,0.058824,fzn2smt
0.02807,0.97193,0.058824,fzn2smt
0.027781,0.972219,0.058824,ortools
0.027976,0.972024,0.058824,ortools
0.027766,0.972234,0.058824,ortools
0.027852,0.972148,0.058824,ortools
0.027898,0.972102,0.058824,fzn2smt
0.02772,0.97228,0.058824,ortools
0.027605,0.972395,0.058824,ortools
0.02772,0.97228,0.058824,ortools
0.027597,0.972403,0.058824,ortools
0.027672,0.972328,0.058824,ortools
0.913811,0.086189,0.843863,allfair
1,0,1,g12mip
0.027572,0.972428,0.058824,ortools
0.027698,0.972302,0.058824,ortools
0.027708,0.972292,0.058824,fzn2smt
0.027609,0.972391,0.058824,fzn2smt
0.027928,0.972072,0.058824,ortools
0.027818,0.972182,0.058824,fzn2smt
0.027718,0.972282,0.058824,ortools
0.02781,0.97219,0.058824,fzn2smt
0.027792,0.972208,0.058824,fzn2smt
0.027596,0.972404,0.058824,ortools
0.662725,0.331362,0.022087,minisatid
0.024864,0.974383,0.05,ortools
0.024724,0.974593,0.05,fzn2smt
0.024792,0.974458,0.05,ortools
0.024514,0.974809,0.05,ortools
0.024361,0.97503,0.05,fzn2smt
0.024324,0.975068,0.05,ortools
0.024387,0.975003,0.05,ortools
0.024205,0.975158,0.05,fzn2smt
0.02381,0.975689,0.05,ortools
0.024622,0.97473,0.05,ortools
1,0,1,allfair
0.02381,0.975688,0.05,fzn2smt
0.023734,0.975797,0.05,ortools
0.023792,0.975707,0.05,fzn2smt
0.023838,0.97566,0.05,fzn2smt
0.023405,0.976164,0.05,ortools
0.023252,0.976351,0.05,ortools
0.023327,0.976243,0.05,ortools
0.023377,0.976192,0.05,fzn2smt
0.023359,0.976179,0.05,ortools
0.02354,0.976027,0.05,fzn2smt
0.02354,0.976026,0.05,fzn2smt
0.023734,0.975797,0.05,ortools
0.022981,0.976656,0.05,ortools
0.02381,0.975721,0.05,fzn2smt
0.023668,0.975834,0.05,ortools
0.023532,0.976034,0.05,ortools
0.023287,0.976284,0.05,fzn2smt
0.022964,0.976673,0.05,fzn2smt
0.024933,0.974313,0.05,fzn2smt
0.023689,0.975844,0.05,ortools
0.023264,0.976338,0.05,ortools
0.023988,0.975475,0.05,ortools
0.022856,0.976843,0.05,fzn2smt
0.024202,0.975161,0.05,fzn2smt
0.024122,0.975306,0.05,ortools
0.023641,0.975892,0.05,ortools
0.023272,0.976299,0.05,ortools
0.022658,0.977044,0.05,fzn2smt
0.023242,0.97636,0.05,ortools
0.024374,0.975017,0.05,fzn2smt
0.024615,0.974737,0.05,fzn2smt
0.75,0.25,0.022727,allfair
0.02425,0.975144,0.05,ortools
0.0232,0.976403,0.05,fzn2smt
0.023185,0.976388,0.05,fzn2smt
0.02309,0.976545,0.05,ortools
0.09931,0.90069,0.090711,fzn2smt
1,0,1,allfair
0.09931,0.90069,0.090711,fzn2smt
0.02474,0.974577,0.05,ortools
0.09931,0.90069,0.090711,fzn2smt
0.024816,0.974433,0.05,fzn2smt
0.039,0.95696,0.039409,ortools
0.09931,0.90069,0.090711,fzn2smt
0.09931,0.90069,0.090711,fzn2smt
0.039562,0.956482,0.038462,fzn2smt
0.038044,0.957911,0.040404,fzn2smt
0.09931,0.90069,0.090711,fzn2smt
0,0,1,gecode
0.023593,0.975972,0.05,fzn2smt
0,0,1,gecode
0.09931,0.90069,0.090711,fzn2smt
0.09931,0.90069,0.090711,fzn2smt
0.024509,0.974814,0.05,fzn2smt
0,0,1,gecode
0.036743,0.95964,0.039409,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,izplus
0.023114,0.97649,0.05,ortools
0.02376,0.975739,0.05,ortools
0,0,1,gecode
0.022394,0.97737,0.05,fzn2smt
0,0,1,gecode
0,0,1,izplus
0.023014,0.976653,0.05,ortools
0,0,1,izplus
0,0,1,gecode
0,0,1,allfair
0,0,1,izplus
0,0,1,gecode
0.023323,0.976247,0.05,fzn2smt
0,0,1,gecode
0.661565,0.330782,0.016289,minisatid
0.09931,0.90069,0.090711,fzn2smt
0.023824,0.975675,0.05,fzn2smt
0,0,1,gecode
0.09931,0.90069,0.090711,fzn2smt
0.023857,0.975641,0.05,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.024445,0.974944,0.05,fzn2smt
0.023205,0.976398,0.05,ortools
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.02427,0.975124,0.05,fzn2smt
0.037485,0.958953,0.038462,fzn2smt
0.023397,0.976172,0.05,fzn2smt
0.016881,0.982893,0.04,allfair
0.023726,0.975775,0.05,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,izplus
0,0,1,gecode
0,0,1,allfair
0,0,1,gecode
0.035449,0.961169,0.039409,ortools
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.023484,0.976053,0.05,fzn2smt
0,0,1,gecode
0.023796,0.975734,0.05,fzn2smt
0.023516,0.976051,0.05,fzn2smt
0,0,1,izplus
0,0,1,izplus
0,0,1,izplus
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.034783,0.961812,0.040404,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,izplus
0,0,1,gecode
0,0,1,izplus
0.023521,0.976045,0.05,fzn2smt
0.023726,0.975805,0.05,ortools
0,0,1,gecode
0,0,1,izplus
0,0,1,gecode
0.022961,0.976676,0.05,fzn2smt
0,0,1,izplus
0,0,1,gecode
0,0,1,izplus
0,0,1,gecode
0,0,1,gecode
0.038108,0.958195,0.038462,fzn2smt
0.043016,0.951958,0.040404,ortools
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,izplus
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.022943,0.976694,0.05,fzn2smt
0,0,1,gecode
0,0,1,izplus
0,0,1,gecode
0.03603,0.960656,0.038462,ortools
0.023766,0.975733,0.05,fzn2smt
0,0,1,allfair
0,0,1,allfair
0,0,1,gecode
0.023235,0.976367,0.05,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,allfair
0.034257,0.962762,0.038462,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.023505,0.976062,0.05,fzn2smt
0,0,1,gecode
0.036926,0.959603,0.038462,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,izplus
0,0,1,izplus
0.043322,0.952043,0.038462,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.034664,0.962285,0.038462,ortools
1,0,1,allfair
0,0,1,allfair
0,0,1,gecode
0,0,1,gecode
0.036199,0.960434,0.038462,ortools
0.036446,0.960003,0.039409,fzn2smt
0,0,1,gecode
0,0,1,allfair
0,0,1,izplus
0,0,1,gecode
0,0,1,allfair
0,0,1,gecode
0,0,1,izplus
0.023717,0.975815,0.05,ortools
0,0,1,allfair
0,0,1,izplus
0.023263,0.976339,0.05,fzn2smt
0,0,1,allfair
0,0,1,gecode
0.022955,0.976682,0.05,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.022964,0.976673,0.05,fzn2smt
0,0,1,gecode
0,0,1,allfair
0,0,1,gecode
0,0,1,gecode
0,0,1,izplus
0,0,1,izplus
0,0,1,izplus
0,0,1,gecode
0.023339,0.976231,0.05,fzn2smt
0,0,1,gecode
0,0,1,izplus
0.023393,0.976146,0.05,fzn2smt
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.023125,0.97651,0.05,ortools
0,0,1,allfair
0,0,1,izplus
0,0,1,gecode
0.034103,0.96293,0.038462,allfair
0.023191,0.976412,0.05,fzn2smt
0,0,1,allfair
0,0,1,izplus
0,0,1,gecode
0,0,1,allfair
0,0,1,gecode
0,0,1,gecode
0,0,1,gecode
0.023313,0.976288,0.05,fzn2smt
0,0,1,allfair
0.022848,0.976852,0.05,fzn2smt
0,0,1,gecode
0,0,1,allfair
0.034766,0.962175,0.038462,fzn2smt
0,0,1,gecode
0,0,1,allfair
0,0,1,gecode
