@relation 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -M-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute VCG_VAR_max numeric
@attribute HORNY_VAR_max numeric
@attribute VG_max numeric
@attribute cluster_coeff_mean numeric
@attribute cluster_coeff_min numeric
@attribute cl_num_q75 numeric
@attribute SP_unconstraint_mean numeric
@attribute saps_FirstLocalMinRatio_CoeffVariance numeric
@attribute lobjois_mean_depth_over_vars numeric
@attribute lobjois_log_num_nodes_over_vars numeric

@data
0.0014,0.0008,0.0009,?,?,0,0.0657,0.2664,0.3147,0.6284
0.0001,0,0.0001,?,?,99,0.0134,0,0.1875,0.5659
0.0001,0.0001,0.0001,0.1569,0.0262,39,0.0142,0,0.1743,0.5389
0.0012,0.0005,0.0011,0.1654,0.0155,427,0.0616,0.0102,0.0709,0.2309
0.0112,0.006,0.0153,?,?,0,0.0727,0,0.173,0.3731
0.0019,0.0016,0.0022,0.1724,0.0184,0,0.0329,0.1074,0.2432,0.6798
0.0001,0.0001,0.0001,0.1485,0.0261,299,0.0149,0,0.1755,0.781
0.0034,0.0012,0.0032,?,?,1509,0.0846,0.0681,0.0766,0.2926
0.0014,0.0007,0.0014,?,?,551,0.0329,0.2729,0.077,0.2492
0.0067,0.0034,0.0063,?,?,964,0.028,0.0517,0.0906,0.4699
0.0005,0.0002,0.0002,0.2563,0.0887,280,0.0308,0.352,0.0347,0.1012
0.0005,0.0004,0.0006,?,?,25,0.0017,0.285,0.6003,0.9174
0.0003,0.0002,0.0002,0.3004,0.0918,440,0.0313,0.1009,0.0306,0.087
0.0029,0.0014,0.0052,?,?,0,0.0178,0.002,0.3486,0.5549
0.0309,0.0092,0.031,?,?,2375,0.0352,0.0715,0.3323,0.9232
0.0131,0.0087,0.0088,0.222,0.006,1160,0.0525,0.076,0.0659,0.256
0.0043,0.0025,0.0051,0.2261,0.0025,2105,0.0564,0.0197,0.1671,0.7442
0.0359,0.0081,0.0101,?,?,583,0.0566,0.2621,0.181,0.6899
0.0027,0.0027,0.0016,?,?,3814,0,0.0945,0.7661,0.9459
0.0023,0.0023,0.0057,?,?,46,0.0401,0,0.0274,0.0623
0.0001,0,0.0001,0.1507,0.0258,179,0.0159,0,0.235,0.7348
0.0042,0.0033,0.0024,?,?,3741,0,1.7764,0.7923,0.9343
0.0885,0.0222,0.0225,?,?,725,0.0552,0.0277,0.1988,0.7786
0.0104,0.0052,0.0037,?,?,1298,0.0057,0.01,0.524,0.7278
0.0165,0.0083,0.0089,?,?,0,0.0571,0,0.5875,0.6705
0.0079,0.0077,0.0052,?,?,0,0.1684,0,0.276,0.4691
0.0001,0.0001,0.0001,?,?,2,0.0189,0,0.2476,0.7246
0.0064,0.0023,0.0086,?,?,3484,0.0984,0.0071,0.1048,0.3855
0.0125,0.0064,0.004,?,?,1525,0.0036,0.0121,0.5137,0.7562
0.0162,0.0057,0.0112,?,?,266,0.0477,0.0137,0.2053,0.6681
0.0092,0.0036,0.034,0.1713,0.0055,3442,0.1527,0.3575,0.1525,0.5259
0.0028,0.0002,0.0013,?,?,373,0.4528,0.0592,0.0152,0.0508
0.0084,0.0042,0.007,?,?,250,0.079,0.1578,0.0322,0.1157
0.0034,0.003,0.0061,?,?,0,0.1151,0,0.1187,0.3345
0.0063,0.0059,0.0041,?,?,0,0.1512,0.0139,0.3586,0.8001
0.0068,0.0033,0.0155,?,?,0,0.0485,0,0.2811,0.462
0.0076,0.0029,0.0081,?,?,318,0.0805,1.7861,0.0335,0.1492
0.0002,0.0001,0.0005,?,?,0,0.3171,0,0.0943,0.2808
0.0009,0.0004,0.0008,?,?,538,0.031,0,0.0694,0.2083
0.0231,0.0089,0.0363,?,?,666,0.093,0.0925,0.262,0.4507
0.0035,0.0013,0.001,?,?,0,0.0545,0,0.0145,0.0544
0.0005,0.0002,0.0002,0.2546,0.0887,274,0.0308,0.017,0.0349,0.1009
0.0148,0.0145,0.0147,?,?,521,0.0475,0,0.0393,0.4971
0.0012,0.0005,0.001,?,?,668,0.0507,0.1565,0.0662,0.1845
0.0039,0.0016,0.0028,?,?,391,0.076,0.029,0.0368,0.1477
0.0001,0.0001,0.0001,0.1362,0.027,139,0.0149,0,0.1094,0.4464
0.0072,0.0034,0.0054,0.1488,0.0101,3032,0.0347,0.0187,0.0994,0.4531
0.0026,0.0011,0.0029,?,?,460,0.0535,0.2578,0.185,0.5996
0.02,0.0045,0.0145,?,?,1458,0.0307,0.0108,0.2536,0.633
0.0001,0.0001,0.0001,?,?,21,0.0192,0,0.2572,0.5904
0.0114,0.0066,0.0103,0.2973,0.0049,1265,0.0417,0.0429,0.1417,0.4983
0.0001,0,0.0001,0.1509,0.0246,210,0.0163,0,0.2348,0.7119
0.0152,0.0076,0.0434,0.1471,0.0241,4787,0.2074,0.0111,0.7815,0.8714
0.0001,0,0.0001,?,?,43,0.0165,0,0.1336,0.4789
0.0199,0.0198,0.001,?,?,986,0.1192,0,0.2508,0.5545
0.0001,0.0001,0.0001,0.1401,0.0245,33,0.0137,0,0.1648,0.5728
?,?,?,?,?,?,?,?,?,?
0.0056,0.0035,0.0029,?,?,782,0.0552,0,0.0173,0.0863
0.0023,0.0011,0.0024,?,?,335,0.075,0.1487,0.0369,0.1537
0.003,0.0014,0.0032,?,?,0,0.039,0,0.1526,0.3571
0.0005,0.0002,0.0002,0.2768,0.1053,377,0.0312,0.0113,0.0362,0.0844
0.005,0.0024,0.0035,0.1637,0,966,0.0612,0.2375,0.1393,0.5197
0.0005,0.0002,0.0002,0.2547,0.0887,316,0.0308,0.0165,0.0352,0.1007
0.0128,0.0065,0.0073,?,?,382,0.0787,0.455,0.0194,0.0754
0.0031,0.0014,0.002,?,?,389,0.0744,1.1637,0.0255,0.0786
0.0002,0.0001,0.0002,0.159,0.027,62,0.0156,0.4211,0.2094,0.7292
0.0039,0.0014,0.0029,?,?,281,0.0669,0.0252,0.1304,0.3096
0.0145,0.0073,0.0084,?,?,366,0.0798,0.2415,0.0276,0.1184
0.0001,0.0001,0.0001,?,?,14,0.0116,0,0.1877,0.5216
0.0406,0.0091,0.0104,?,?,139,0.0507,0.0345,0.0542,0.1812
0.015,0.0076,0.0055,?,?,2612,0.0043,0.0054,0.5671,0.8587
0.0142,0.0071,0.0083,?,?,257,0.0797,0.2415,0.0309,0.1036
0.0077,0.0033,0.0056,?,?,362,0.0782,0.4653,0.0325,0.1201
0.0054,0.0039,0.0039,?,?,43,0.0487,0,0.023,0.1288
0.0001,0.0001,0.0001,0.1527,0.0262,44,0.0138,0,0.2187,0.5377
0.0001,0.0001,0.0001,?,?,91,0.0199,0,0.1931,0.6351
0.015,0.008,0.0149,?,?,0,0.0877,0,0.3112,0.5747
0.0292,0.0149,0.0308,?,?,58,0.0631,0,0.2864,0.4987
0.0157,0.009,0.013,?,?,1111,0.0183,0.0788,0.2939,0.6761
0.007,0.0029,0.0062,0.1802,0.0082,3541,0.0408,0.2164,0.2051,0.7154
0.0096,0.005,0.0093,?,?,956,0.0718,0.076,0.1046,0.4544
0.0003,0.0002,0.0002,0.3004,0.0918,488,0.0313,0.0165,0.0302,0.0733
0.0005,0.0002,0.0002,0.2563,0.0887,338,0.0308,0.0692,0.0374,0.1079
0.0584,0.0131,0.019,?,?,203,0.0526,1.2184,0.0668,0.4366
0.0002,0.0001,0.0002,0.1238,0.0135,46,0.0175,0,0.259,0.5909
0.0001,0.0001,0.0001,?,?,3,0.0202,0,0.3074,0.7431
0.0055,0.0052,0.0046,?,?,0,0.1513,0.0061,0.4107,0.721
0.002,0.0016,0.0023,0.1723,0.0186,0,0.0331,0.0041,0.2845,0.7037
0.0005,0.0002,0.0002,0.2562,0.0887,251,0.0308,0.0446,0.0354,0.0927
0.0127,0.0052,0.0073,0.186,0.0498,2696,0.0314,0.0515,0.1839,0.645
0.0126,0.0063,0.007,?,?,394,0.0791,0,0.0189,0.0629
0.0153,0.0152,0.0003,?,?,0,0.0868,0,0.1559,0.2738
0.0052,0.005,0.0072,0.2707,0.015,969,0.0486,0.0634,0.2278,0.9905
0.0011,0.0005,0.0011,?,?,977,0.0361,0.9417,0.0266,0.1434
0.0027,0.0026,0.0082,?,?,531,0.0361,0,0.0416,0.1594
0.0233,0.0066,0.061,?,?,2405,0.153,0.0294,0.1677,0.7222
0.0043,0.0011,0.0033,?,?,0,0.0968,0,0.1664,0.4108
0.0001,0.0001,0.0001,0.1516,0.0279,68,0.015,0,0.1647,0.7184
?,?,?,?,?,?,?,?,?,?
0.0018,0.0013,0.0035,?,?,390,0.0568,0.2402,0.0266,0.0851
0.0113,0.0033,0.0095,?,?,0,0.0337,0.388,0.1874,0.5184
0.0019,0.0015,0.0021,0.1729,0.0193,0,0.033,0.3735,0.2508,0.6802
0.0006,0.0003,0.0006,?,?,852,0.0408,0,0.0147,0.06
0.013,0.0126,0.0129,0.323,0.007,2283,0.0388,0.0132,0.1022,0.4242
0.0033,0.0015,0.0018,?,?,311,0.0737,0.3163,0.0267,0.0734
?,?,?,?,?,?,?,?,?,?
0.0003,0.0002,0.0002,0.3005,0.0993,389,0.0313,0.6215,0.0295,0.0874
0.0444,0.0224,0.0369,?,?,2397,0.0109,0.0049,0.4366,0.9371
0.0048,0.0029,0.004,?,?,1380,0.0343,0.0517,0.0542,0.13
0.0078,0.005,0.0064,?,?,0,0.0511,0,0.2533,0.4803
0.0033,0.0033,0.0019,?,?,2355,0,0.2249,0.7941,0.9257
0.0074,0.0025,0.0041,?,?,434,0.0697,0.769,0.3151,0.4537
0.0019,0.0016,0.0022,0.1714,0.0186,0,0.033,0.2087,0.258,0.6395
0.0306,0.0247,0.0285,0.2904,0.014,1498,0.043,0.0556,0.2068,0.952
0.001,0.0004,0.0009,?,?,439,0.0518,0.4834,0.0699,0.2001
0.0001,0.0001,0.0001,0.1401,0.0245,33,0.0138,0,0.1701,0.5483
0.0126,0.0062,0.0072,?,?,373,0.0759,0.5708,0.0265,0.0796
0.001,0.0004,0.001,?,?,461,0.0303,0,0.0233,0.1185
0.0001,0.0001,0.0001,?,?,18,0.0194,0,0.1198,0.456
0.0001,0,0.0001,?,?,74,0.0148,0,0.1194,0.5375
?,?,?,?,?,?,?,?,?,?
0.0083,0.0081,0.0055,?,?,0,0.0403,0,0.3045,0.5985
0.0001,0.0001,0.0001,0.1636,0.029,389,0.0169,0,0.2531,0.7656
0.0001,0,0.0001,?,?,0,0.0196,0,0.2536,0.7707
?,?,?,?,?,?,?,?,?,?
0.0018,0.0009,0.0013,?,?,344,0.0761,0.72,0.0214,0.1283
0.0007,0.0004,0.0003,0.3006,0.0575,301,0.0312,0,0.0325,0.0893
0.0071,0.0028,0.0073,?,?,381,0.0801,0.1368,0.0379,0.1602
0.0008,0.0008,0.0008,0.1624,0.0035,785,0.0208,0,0.2664,0.8381
0.0219,0.0076,0.0169,?,?,258,0.115,0.0839,0.502,0.868
?,?,?,?,?,?,?,?,?,?
0.0056,0.002,0.0075,?,?,1656,0.101,0.0329,0.0875,0.315
0.0047,0.0022,0.0028,?,?,454,0.0682,0.4748,0.0429,0.3194
0.0109,0.0021,0.0088,?,?,739,0.0853,0.0067,0.1702,0.48
0.0097,0.0091,0.0045,?,?,0,0.0391,0.0215,0.3479,0.828
0.0001,0.0001,0.0001,?,?,15,0.0198,0,0.164,0.6601
0.0626,0.0161,0.0236,?,?,424,0.0438,0.0225,0.104,0.4728
0.0046,0.0022,0.0033,?,?,415,0.0709,0.2904,0.0476,0.2589
0.0001,0.0001,0.0001,0.1608,0.0262,32,0.0144,0,0.2256,0.6487
0.0151,0.0077,0.0061,?,?,3357,0.0042,0.6602,0.5583,0.8659
0.0281,0.0244,0.02,0.2519,0.0059,1782,0.0541,0.0223,0.1081,0.5025
0.0359,0.0081,0.0101,?,?,583,0.0566,0.7738,0.1743,0.5893
0.0453,0.0391,0.0484,0.0961,0.0026,0,0.3963,0,0.9743,0.9982
0.0019,0.0014,0.0037,?,?,898,0.0543,0.0448,0.0295,0.0965
0.0073,0.0036,0.0042,?,?,371,0.0758,0,0.0185,0.0687
0.0007,0.0004,0.0003,0.3006,0.0575,505,0.0312,0,0.0285,0.075
0.0001,0.0001,0.0001,?,?,45,0.019,0,0.158,0.4963
0.0158,0.0158,0.011,?,?,0,0.1182,0,0.3972,0.6718
0.0144,0.0109,0.0117,?,?,0,0.0902,0,0.206,0.6205
0.0245,0.0053,0.0089,0.3095,0.1812,4269,0.0766,0.057,0.316,0.756
0.0019,0.0002,0.0003,?,?,245,0.0672,0.0161,0.1627,0.2622
0.0001,0.0001,0.0001,0.1489,0.0291,1251,0.015,0,0.1729,0.664
0.0047,0.0024,0.0032,0.1618,0,658,0.0607,0.0119,0.1431,0.5202
0.0033,0.0033,0.0019,?,?,2355,0,0.0105,0.8027,0.941
0.005,0.0018,0.0067,?,?,2750,0.1033,0.0055,0.0804,0.3768
0.0002,0.0002,0.0003,?,?,0,0.1449,0,0.601,0.6968
0.0008,0.0008,0.0008,0.1629,0.0035,933,0.0207,0,0.2919,0.9998
0.0005,0.0002,0.0002,0.2563,0.0887,280,0.0308,0.0183,0.0353,0.089
0.0077,0.0026,0.0043,?,?,756,0.0703,0.0032,0.308,0.4284
0.0007,0.0007,0.0009,?,?,0,0.0359,0,0.2229,0.4633
0.0001,0.0001,0.0001,0.1554,0.0269,274,0.0165,0,0.2149,0.7809
0.0062,0.0061,0.0042,?,?,0,0.1567,0.0003,0.4758,0.7319
0.0323,0.0068,0.0252,0.069,0.0028,2345,0.09,0.0251,0.3145,0.8534
0.0222,0.0102,0.0199,?,?,3615,0.0181,0.0256,0.2501,0.9785
0.0017,0.0016,0.0017,?,?,924,0.0538,0.281,0.3077,0.7638
0.0109,0.0048,0.0092,0.1802,0.027,727,0.0309,0.0202,0.1906,0.6287
0.002,0.002,0.0012,?,?,3895,0,0.0001,0.7439,0.9226
0.0052,0.005,0.0072,0.2707,0.015,969,0.0486,0.0294,0.2294,0.9898
0.0034,0.0016,0.0019,?,?,289,0.0721,0,0.0308,0.1203
0.0127,0.0048,0.0089,0.1807,0.0159,914,0.071,0.0433,0.101,0.4616
0.0149,0.0076,0.0108,0.2117,0.0113,2098,0.0535,0.0171,0.1198,0.6383
0.0005,0.0002,0.0002,0.2768,0.1026,254,0.0312,0.105,0.0326,0.0941
0.0001,0.0001,0.0001,0.1503,0.0269,49,0.0142,0,0.2646,0.7399
0.0059,0.0055,0.0043,?,?,0,0.1508,0.001,0.4391,0.8651
0.0508,0.0475,0.0528,0.4068,0.0272,3012,0.1223,0.0323,0.5131,0.976
0.0123,0.0123,0.0003,?,?,0,0.088,0,0.1963,0.3189
0.0076,0.0038,0.0043,?,?,542,0.0759,0,0.0188,0.059
0.0001,0.0001,0.0001,0.1503,0.0269,49,0.0142,0,0.2267,0.7354
0.0001,0.0001,0.0001,0.1636,0.029,389,0.0169,0,0.1762,0.7346
0.0003,0.0002,0.0002,0.3004,0.0863,330,0.0313,0.0734,0.0307,0.0886
0.0019,0.0015,0.0021,0.1727,0.0193,0,0.0329,0.0021,0.2093,0.6134
0.0162,0.0121,0.0129,?,?,0,0.0747,0,0.2068,0.4979
0.0001,0.0001,0.0001,0.1538,0.0269,571,0.0143,0,0.2287,0.7976
0.014,0.007,0.0752,0.0765,0.0087,4914,0.2033,0.0025,0.8365,0.9166
0.0001,0.0001,0.0001,0.1432,0.024,0,0.0137,0,0.233,0.6242
0.0022,0.0012,0.0107,?,?,10,0.1745,0,0.1643,0.5407
0.014,0.014,0.0097,?,?,0,0.1138,0,0.3506,0.4438
0.007,0.0026,0.0071,?,?,460,0.0795,0.2022,0.0376,0.1494
0.0101,0.0097,0.0076,?,?,0,0.0288,0.0549,0.3563,0.7103
0.0001,0,0.0001,0.1556,0.0277,223,0.0161,0,0.1655,0.4468
0.0095,0.0093,0.0094,0.3219,0.0058,1770,0.04,0.5203,0.0773,0.2195
0.0187,0.0097,0.0127,0.1897,0.0219,1325,0.072,0.0271,0.1177,0.7398
0.0205,0.0177,0.0162,?,?,1369,0.0307,0.0424,0.0953,0.5661
0.0021,0.0008,0.0013,?,?,1221,0.037,0.012,0.0738,0.7044
0.0249,0.0154,0.0063,?,?,0,0.1686,0.147,0.0647,0.3447
0.0005,0.0002,0.0002,0.2563,0.0887,280,0.0308,0.0194,0.0349,0.0956
0.0006,0.0006,0.001,?,?,121,0.0856,0,0.5857,0.7062
0.0005,0.0002,0.0002,0.2562,0.0887,293,0.0308,0.0041,0.0336,0.1003
0.0187,0.0186,0.0133,?,?,0,0.0725,0,0.3957,0.6868
0.0003,0.0002,0.0002,0.3004,0.0863,343,0.0313,0.0048,0.0307,0.0738
0.0002,0.0001,0.0002,0.1227,0.0139,114,0.0195,0,0.2283,0.5661
0.0108,0.0059,0.0082,0.1751,0.0161,873,0.0735,0.0617,0.0903,0.4507
0.0112,0.006,0.0153,?,?,0,0.0727,0,0.1399,0.5627
0.012,0.0084,0.012,0.2805,0.0347,3986,0.0529,0.0383,0.3313,0.9837
0.012,0.0084,0.012,0.2805,0.0347,3986,0.0529,0.0397,0.3316,0.9843
0.0155,0.0073,0.0086,?,?,663,0.0679,0.0717,0.0699,0.2468
0.0205,0.0177,0.0162,?,?,994,0.0307,0.5265,0.0982,0.5783
0.0173,0.0092,0.0172,?,?,0,0.0977,0,0.3012,0.6201
0.0001,0.0001,0.0001,0.1489,0.0291,120,0.015,0,0.1975,0.6001
0.0457,0.0178,0.0394,0.2022,0.064,0,0.0444,0.044,0.4665,0.9377
0.0359,0.0137,0.0101,?,?,555,0.0566,0.0863,0.177,0.635
0.0034,0.0019,0.0031,0.1533,0.0349,712,0.0246,0.0118,0.13,0.5348
0.0124,0.0047,0.0094,0.0656,0.0018,1847,0.0519,0.039,0.2946,0.8616
?,?,?,?,?,?,?,?,?,?
0.0133,0.0095,0.0371,0.1157,0.0201,4881,0.0723,0.0119,0.7343,0.8321
0.0033,0.0012,0.0044,?,?,845,0.1104,0.9438,0.0588,0.3552
0.0001,0.0001,0.0001,0.1411,0.027,79,0.0151,0,0.1186,0.679
0.0045,0.0043,0.0127,?,?,2234,0.0605,0.0259,0.081,0.5819
0.0028,0.0014,0.0019,?,?,245,0.075,0.3214,0.0337,0.1644
0.0626,0.0161,0.0236,?,?,424,0.0438,0.1811,0.1078,0.6009
0.0027,0.0027,0.0016,?,?,3814,0,0.1085,0.7753,0.9317
0.0101,0.0055,0.016,?,?,0,0.0659,0,0.2416,0.3024
0.1081,0.0267,0.0366,?,?,799,0.0489,0.0984,0.1847,0.8213
0.0009,0.0003,0.0026,?,?,0,0.0528,0,0.1261,0.4587
0.0001,0.0001,0.0001,0.1386,0.027,260,0.015,0,0.1285,0.5952
0.0078,0.0033,0.0053,?,?,663,0.0716,0.0962,0.0717,0.3434
0.0002,0.0002,0.0005,?,?,0,0.1614,0,0.1549,0.3137
0.0097,0.0049,0.0049,?,?,333,0.0092,0.0061,0.6364,0.8983
0.014,0.0134,0.0206,0.3083,0.0193,442,0.1233,0.0196,0.1467,0.4339
0.0104,0.0048,0.0063,?,?,0,0.0489,0,0.2674,0.4615
0.0014,0.0006,0.0011,?,?,545,0.0349,1.0017,0.0627,0.1852
0.0019,0.0006,0.0009,?,?,520,0.0631,0.634,0.0462,0.2306
0.0036,0.0013,0.0048,?,?,962,0.1092,0.046,0.0626,0.2472
0.0001,0,0.0001,0.1488,0.0309,237,0.016,0,0.1138,0.736
0.0081,0.0034,0.0085,0.1538,0.0021,800,0.0622,0.0182,0.2335,0.899
0.0041,0.0014,0.0034,?,?,1595,0.0819,0.2907,0.0889,0.5677
0.0001,0.0001,0.0001,0.1321,0.0254,0,0.0137,0,0.2396,0.7292
0.0045,0.0043,0.0126,?,?,2117,0.0607,0.0914,0.0804,0.4906
0.0006,0.0004,0.0004,?,?,444,0.0555,0,0.0224,0.0675
0.0095,0.0027,0.0058,?,?,298,0.0529,0.0083,0.0371,0.2062
0.0222,0.0102,0.0199,?,?,3615,0.0181,0.0128,0.2488,0.9174
0.0042,0.004,0.012,?,?,2104,0.0621,0.0424,0.0758,0.5008
0.0081,0.0074,0.0061,?,?,0,0.1636,0.0113,0.412,0.9021
0.0005,0.0002,0.0002,0.2547,0.0887,283,0.0308,0.0429,0.0384,0.1039
0.0031,0.0031,0.0018,?,?,3318,0,0.0867,0.8076,0.9523
0.0021,0.0009,0.0022,?,?,109,0.0611,0,0.1621,0.5986
0.0001,0.0001,0.0001,0.1491,0.0262,44,0.0136,0,0.1852,0.6031
0.0017,0.001,0.0043,0.1889,0.0255,1266,0.0424,0.1089,0.4081,0.9526
0.0079,0.0017,0.0029,0.2936,0.1812,623,0.0779,0.0349,0.2001,0.4799
0.1263,0.0737,0.1105,0.2697,0.1242,0,0.0736,0.0905,0.64,0.9722
0.0158,0.0158,0.011,?,?,0,0.1182,0,0.3957,0.6276
0,0,0,?,?,0,0.0156,0,0.1605,0.7221
0.0005,0.0002,0.0002,0.2768,0.1053,394,0.0312,0.4106,0.0326,0.0873
0.1205,0.0157,0.0192,?,?,1360,0.0432,0.018,0.1564,0.9399
0.0043,0.0025,0.0051,0.2261,0.0025,2105,0.0564,0.0265,0.1658,0.7423
0.0028,0.0002,0.0013,?,?,380,0.4528,0.0487,0.0153,0.0442
0.0041,0.0039,0.0116,?,?,1901,0.0629,0.0693,0.0737,0.6487
0.0001,0,0.0001,0.1556,0.0277,223,0.0165,0,0.2634,0.7011
0.0019,0.0015,0.0021,0.1727,0.0193,803,0.033,0.4585,0.1955,0.6916
0.0007,0.0003,0.0007,?,?,1071,0.0311,0,0.0248,0.0909
0.0043,0.0041,0.0122,?,?,2066,0.0616,0.0324,0.0748,0.5128
0.0036,0.0013,0.0021,?,?,579,0.0528,0.0086,0.0547,0.1908
0.0018,0.0009,0.0019,?,?,391,0.0609,0,0.1675,0.5195
0.0047,0.0045,0.0066,0.2704,0.0127,760,0.0481,0.0283,0.2088,0.8757
0.0005,0.0002,0.0002,0.2768,0.1053,239,0.0312,0.0849,0.0342,0.078
0.0047,0.0023,0.0033,0.1636,0,1160,0.061,0.0098,0.134,0.5852
0.0113,0.0081,0.0093,0.2847,0.0035,957,0.0526,0.0195,0.0441,0.2947
0.0023,0.0023,0.0057,?,?,46,0.0401,0,0.0242,0.0671
0.0026,0.0008,0.003,?,?,0,0.0879,0,0.1994,0.4636
0.0003,0.0003,0.0005,0.2269,0.01,938,0.0678,0.9994,0.3584,0.7032
0.0059,0.0013,0.0021,0.2919,0.1812,922,0.0782,0.0334,0.1773,0.432
0.0077,0.0039,0.0032,?,?,348,0.0083,0,0.6011,0.7789
0.0007,0.0007,0.001,?,?,0,0.1549,0,0.456,0.6139
0.0132,0.0074,0.0105,?,?,18,0.069,0,0.2204,0.4351
0.0005,0.0002,0.0002,0.2563,0.0887,276,0.0308,0.0835,0.0345,0.1043
0.0001,0.0001,0.0001,0.1581,0.0272,596,0.0154,0,0.1882,0.7633
0.0065,0.0043,0.0053,?,?,0,0.0469,0,0.036,0.036
0.0414,0.0094,0.0143,?,?,236,0.0545,0.0306,0.0946,0.5655
0.0008,0.0003,0.0025,?,?,0,0.0531,0,0.1287,0.4672
0.0001,0.0001,0.0001,0.1527,0.0262,44,0.0138,0,0.1982,0.5688
0.0047,0.0023,0.0016,0.1929,0.0172,894,0.0685,0.0103,0.0547,0.2308
0.0101,0.0097,0.0076,?,?,0,0.0288,0.1161,0.3709,0.7816
0.0001,0,0.0001,0.1581,0.0277,223,0.0166,0,0.2735,0.7212
0.004,0.0017,0.0027,0.1514,0.0174,842,0.0508,0.0439,0.0526,0.2203
0.0236,0.0126,0.0122,0.1375,0.0149,3845,0.0267,0.0757,0.1758,0.9837
0.0216,0.011,0.0072,?,?,4521,0.0031,0.0067,0.4916,0.8451
0.0187,0.0108,0.0154,0.1459,0.0152,2242,0.0357,0.053,0.2087,0.9084
0.0006,0.0006,0.001,?,?,66,0.0854,0,0.5788,0.7179
0.0067,0.0027,0.007,?,?,446,0.0791,0.7451,0.0385,0.1122
?,?,?,?,?,?,?,?,?,?
0.0095,0.0027,0.0058,?,?,306,0.0529,0.3007,0.0366,0.1724
0.0066,0.0061,0.0039,?,?,0,0.151,0,0.3993,0.7858
0.0149,0.0076,0.0108,0.2117,0.0113,2098,0.0535,0.0394,0.1214,0.9724
0.0007,0.0003,0.0006,?,?,378,0.0311,0.3354,0.0612,0.1725
0.0061,0.0057,0.0042,?,?,0,0.1509,0.0478,0.3327,0.7587
0.0095,0.0092,0.0072,?,?,1760,0.0291,0.0617,0.3523,0.756
0.0002,0.0001,0.0002,0.1616,0.0248,53,0.0145,1.4142,0.2336,0.7514
0.0005,0.0002,0.0002,0.2563,0.0887,284,0.0308,0.0453,0.0356,0.1318
0.0026,0.0025,0.0015,?,?,1115,0,0.0563,0.8038,0.9485
0.0038,0.0014,0.0024,?,?,558,0.0523,1.0652,0.0489,0.161
0.0005,0.0002,0.0002,0.2563,0.0887,286,0.0308,0.0398,0.0354,0.1152
0.0001,0,0.0001,0.1581,0.0277,223,0.0166,0,0.2008,0.7408
0.0009,0.0009,0.0009,?,?,0,0.1647,0,0.4884,0.7116
0.0001,0,0.0001,?,?,0,0.0195,0,0.2014,0.5458
0.0019,0.0015,0.0021,0.1729,0.0193,0,0.033,0.2535,0.2467,0.6405
0.0094,0.0041,0.0076,?,?,0,0.0482,0,0.1418,0.4687
0.0006,0.0006,0.0008,?,?,0,0.0354,0,0.2109,0.4418
0.0108,0.0089,0.0096,?,?,951,0.0676,1.4936,0.118,0.5784
0.0003,0.0002,0.0006,?,?,0,0.1023,0,0.0728,0.2841
?,?,?,?,?,?,?,?,?,?
0.007,0.003,0.0043,?,?,0,0.0855,0,0.1389,0.3114
0.0002,0.0001,0.0002,0.1516,0.0141,33,0.0207,0,0.3169,0.7616
0.0005,0.0002,0.0006,?,?,0,0.1013,0,0.057,0.1856
0.0017,0.0014,0.002,0.1742,0.0193,791,0.033,0.1274,0.223,0.6146
0.0003,0.0002,0.0002,0.2999,0.0781,329,0.0313,0.9109,0.0315,0.1039
0.0001,0,0.0001,0.1509,0.0246,210,0.0163,0,0.247,0.7076
0.0001,0.0001,0.0001,?,?,7,0.0195,0,0.1288,0.6656
0.0001,0.0001,0.0001,0.1348,0.0254,0,0.0138,0,0.2048,0.7025
0.0013,0.0005,0.001,?,?,700,0.0387,0,0.0789,0.209
0.0157,0.009,0.013,?,?,1111,0.0183,0.0713,0.2993,0.7408
0.0414,0.0406,0.0266,?,?,1856,0.0406,0.032,0.1126,0.7064
0.0073,0.0036,0.0042,?,?,165,0.0758,0,0.0172,0.056
0.0866,0.0791,0.046,?,?,634,0.0421,0.4053,0.1482,0.7094
0.0021,0.0009,0.0022,?,?,109,0.0611,0,0.1945,0.6506
0.0163,0.0099,0.0142,0.2804,0.0459,4178,0.0546,0.0435,0.3857,0.9818
0.0095,0.0004,0.0001,?,?,314,0.1787,0.0148,0.0345,0.0997
0.0001,0.0001,0.0001,0.1538,0.0269,571,0.0143,0,0.2161,0.8067
0.0448,0.0155,0.0299,0.2083,0.0407,0,0.032,0.0339,0.3719,0.951
0.0005,0.0002,0.0002,0.2764,0.1053,344,0.0312,0.7185,0.0322,0.0789
?,?,?,?,?,?,?,?,?,?
0.0103,0.0052,0.0073,?,?,0,0.0487,0,0.2204,0.3575
0.0003,0.0002,0.0002,0.3003,0.0857,288,0.0313,0.4467,0.0352,0.0895
0.0001,0,0.0001,0.1488,0.0309,0,0.016,0,0.1446,0.7515
0.0011,0.0006,0.001,0.2027,0.0006,936,0.0618,0.0641,0.0746,0.328
?,?,?,?,?,?,?,?,?,?
0.0222,0.0028,0.0167,?,?,92,0.2814,0,0.0587,0.6296
