@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC

@DATA
Qq2k3k3v20v20m80s4,1,0.0625,1,0.832061
Qq2k3k3v20v20m80s5,1,0.0875,1,0.889764
Qq2k3k3v20v20m80s6,1,0.0875,1,0.935484
Qq2k3k3v20v20m80s7,1,0.125,1,0.983471
Qq2k3k3v20v20m80s8,1,0.1625,1,1.264151
Qq2k3k3v20v20m80s9,1,0.125,1,1.105263
Qq2k3k3v50v50m1000s10,1,0.111,1,1.014775
Qq2k3k3v50v50m1000s1,1,0.101,1,0.973684
Qq2k3k3v50v50m1000s2,1,0.116,1,0.982816
Qq2k3k3v50v50m1000s3,1,0.128,1,0.984127
Qq2k3k3v50v50m1000s4,1,0.119,1,1.009377
Qq2k3k3v50v50m1000s5,1,0.114,1,0.976285
Qq2k3k3v50v50m1000s6,1,0.13,1,1.054795
Qq2k3k3v50v50m1000s7,1,0.114,1,0.965924
Qq2k3k3v50v50m1000s8,1,0.122,1,1.03666
Qq2k3k3v50v50m1000s9,1,0.11,1,0.956947
Qq2k3k3v50v50m200s10,1,0.095,1,0.967213
Qq2k3k3v50v50m200s1,1,0.115,1,1.013423
Qq2k3k3v50v50m200s2,1,0.095,1,0.923077
Qq2k3k3v50v50m200s3,1,0.125,1,0.967213
Qq2k3k3v50v50m200s4,1,0.095,1,1.013423
Qq2k3k3v50v50m200s5,1,0.08,1,0.954397
Qq2k3k3v50v50m200s6,1,0.1,1,0.973684
Qq2k3k3v50v50m200s7,1,0.135,1,0.973684
Qq2k3k3v50v50m200s8,1,0.11,1,1.054795
Qq2k3k3v50v50m200s9,1,0.12,1,0.993355
Qq2k3k3v50v50m300s10,1,0.096667,1,0.973684
Qq2k3k3v50v50m300s1,1,0.12,1,0.982379
Qq2k3k3v50v50m300s2,1,0.116667,1,1.022472
Qq2k3k3v50v50m300s3,1,0.12,1,0.960784
Qq2k3k3v50v50m300s4,1,0.116667,1,1.031603
Qq2k3k3v50v50m300s5,1,0.096667,1,0.948052
Qq2k3k3v50v50m300s6,1,0.123333,1,0.995565
Qq2k3k3v50v50m300s7,1,0.126667,1,0.986755
Qq2k3k3v50v50m300s8,1,0.123333,1,1.040816
Qq2k3k3v50v50m300s9,1,0.116667,1,0.99115
Qq2k3k3v50v50m400s10,1,0.1025,1,1
Qq2k3k3v50v50m400s1,1,0.11,1,0.976936
Qq2k3k3v50v50m400s2,1,0.1175,1,1.006689
Qq2k3k3v50v50m400s3,1,0.1325,1,0.99005
Qq2k3k3v50v50m400s4,1,0.1125,1,0.996672
Qq2k3k3v50v50m400s5,1,0.1,1,0.976936
Qq2k3k3v50v50m400s6,1,0.135,1,1.076125
Qq2k3k3v50v50m400s7,1,0.12,1,0.976936
Qq2k3k3v50v50m400s8,1,0.1275,1,1.020202
Qq2k3k3v50v50m400s9,1,0.11,1,1.01005
Qq2k3k3v50v50m500s10,1,0.108,1,0.997337
Qq2k3k3v50v50m500s1,1,0.1,1,0.968504
Qq2k3k3v50v50m500s2,1,0.11,1,0.978892
Qq2k3k3v50v50m500s3,1,0.13,1,1.018843
Qq2k3k3v50v50m500s4,1,0.116,1,1.005348
Qq2k3k3v50v50m500s5,1,0.104,1,0.994681
Qq2k3k3v50v50m500s6,1,0.132,1,1.071823
Qq2k3k3v50v50m500s7,1,0.116,1,0.992032
Qq2k3k3v50v50m500s8,1,0.124,1,1.040816
Qq2k3k3v50v50m500s9,1,0.112,1,1
Qq2k3k3v50v50m600s10,1,0.106667,1,1.006689
Qq2k3k3v50v50m600s1,1,0.1,1,0.971522
Qq2k3k3v50v50m600s2,1,0.11,1,0.958651
Qq2k3k3v50v50m600s3,1,0.121667,1,1.020202
Qq2k3k3v50v50m600s4,1,0.116667,1,1.013423
Qq2k3k3v50v50m600s5,1,0.116667,1,1.013423
Qq2k3k3v50v50m600s6,1,0.125,1,1.073733
Qq2k3k3v50v50m600s7,1,0.116667,1,0.980198
Qq2k3k3v50v50m600s8,1,0.131667,1,1.047782
Qq2k3k3v50v50m600s9,1,0.121667,1,1.004454
Qq2k3k3v50v50m700s10,1,0.108571,1,1.011494
Qq2k3k3v50v50m700s1,1,0.097143,1,0.99241
Qq2k3k3v50v50m700s2,1,0.108571,1,0.933702
Qq2k3k3v50v50m700s3,1,0.127143,1,1.023121
Qq2k3k3v50v50m700s4,1,0.115714,1,1.001907
Qq2k3k3v50v50m700s5,1,0.121429,1,1.003817
Qq2k3k3v50v50m700s6,1,0.118571,1,1.060844
Qq2k3k3v50v50m700s7,1,0.121429,1,0.969981
Qq2k3k3v50v50m700s8,1,0.134286,1,1.032914
Qq2k3k3v50v50m700s9,1,0.117143,1,0.969981
Qq2k3k3v50v50m800s10,1,0.11,1,1.025316
Qq2k3k3v50v50m800s1,1,0.095,1,0.962388
Qq2k3k3v50v50m800s2,1,0.10875,1,0.946472
Qq2k3k3v50v50m800s3,1,0.13125,1,1.01005
Qq2k3k3v50v50m800s4,1,0.125,1,1.006689
Qq2k3k3v50v50m800s5,1,0.1125,1,0.985112
Qq2k3k3v50v50m800s6,1,0.1225,1,1.054795
Qq2k3k3v50v50m800s7,1,0.115,1,0.968827
Qq2k3k3v50v50m800s8,1,0.125,1,1.025316
Qq2k3k3v50v50m800s9,1,0.115,1,0.963993
Qq2k3k3v50v50m900s10,1,0.111111,1,1.022472
Qq2k3k3v50v50m900s1,1,0.1,1,0.982379
Qq2k3k3v50v50m900s2,1,0.111111,1,0.959361
Qq2k3k3v50v50m900s3,1,0.125556,1,0.99852
Qq2k3k3v50v50m900s4,1,0.125556,1,1.02855
Qq2k3k3v50v50m900s5,1,0.112222,1,0.973684
Qq2k3k3v50v50m900s6,1,0.131111,1,1.0658
Qq2k3k3v50v50m900s7,1,0.114444,1,0.975128
Qq2k3k3v50v50m900s8,1,0.121111,1,1.023988
Qq2k3k3v50v50m900s9,1,0.111111,1,0.966497
qshifter_3,1,0.125,1,1
qshifter_4,1,0.0625,1,1
qshifter_5,1,0.03125,1,1
qshifter_6,1,0.015625,1,1
qshifter_7,1,0.007813,1,1
qshifter_8,1,0.003906,1,1
rankfunc10_unsigned_64,1,0.670207,0.534431,1
rankfunc11_signed_32,1,0.678722,0.586207,1
rankfunc12_unsigned_16,1,0.686772,0.59418,1
rankfunc14_signed_64,1,0.668424,0.583476,1
rankfunc15_unsigned_32,1,0.664824,0.584239,1
rankfunc16_signed_64,1,0.667694,0.586201,1
rankfunc17_unsigned_16,1,0.672745,0.559446,1
rankfunc18_signed_64,1,0.661723,0.595681,1
rankfunc19_unsigned_16,1,0.653274,0.563161,1
rankfunc1_signed_32,1,0.677108,0.595823,1
rankfunc20_unsigned_32,1,0.664399,0.523538,1
rankfunc21_signed_16,1,0.657292,0.614723,1
rankfunc22_unsigned_32,1,0.673239,0.596145,1
rankfunc23_signed_64,1,0.671271,0.582396,1
rankfunc24_unsigned_64,1,0.676773,0.565879,1
rankfunc25_signed_64,1,0.671215,0.563284,1
rankfunc26_unsigned_32,1,0.678388,0.590895,1
rankfunc27_signed_64,1,0.676072,0.54587,1
rankfunc28_unsigned_16,1,0.654839,0.635842,1
rankfunc29_signed_16,1,0.664663,0.570513,1
rankfunc2_unsigned_64,1,0.684142,0.518465,1
rankfunc30_signed_64,1,0.650677,0.600768,1
rankfunc31_unsigned_16,1,0.64549,0.554602,1
rankfunc32_signed_64,1,0.641287,0.567552,1
rankfunc33_unsigned_32,1,0.699527,0.591488,1
rankfunc34_signed_32,1,0.675914,0.550567,1
rankfunc35_unsigned_32,1,0.644235,0.56723,1
rankfunc36_signed_64,1,0.673553,0.539076,1
rankfunc37_unsigned_32,1,0.642236,0.481988,1
rankfunc38_signed_32,1,0.642066,0.487085,1
rankfunc39_unsigned_64,1,0.6636,0.576501,1
rankfunc3_signed_64,1,0.672715,0.598442,1
rankfunc40_unsigned_64,1,0.697229,0.538031,1
rankfunc41_signed_32,1,0.667122,0.587573,1
rankfunc42_unsigned_16,1,0.673366,0.579375,1
rankfunc43_signed_64,1,0.662411,0.566767,1
rankfunc44_unsigned_32,1,0.659535,0.607545,1
rankfunc45_signed_16,1,0.680519,0.597403,1
rankfunc46_unsigned_32,1,0.668097,0.570618,1
rankfunc47_signed_64,1,0.654486,0.56569,1
rankfunc48_unsigned_16,1,0.665425,0.562842,1
rankfunc49_signed_32,1,0.672535,0.56385,1
rankfunc4_unsigned_16,1,0.649485,0.518409,1
rankfunc50_signed_64,1,0.632429,0.590286,1
rankfunc51_signed_32,1,0.690528,0.546819,1
rankfunc52_unsigned_32,1,0.692221,0.590695,1
rankfunc53_signed_16,1,0.655684,0.601856,1
rankfunc54_signed_32,1,0.697522,0.513956,1
rankfunc55_unsigned_32,1,0.699646,0.557203,1
rankfunc56_signed_16,1,0.677311,0.577311,1
rankfunc57_unsigned_64,1,0.701502,0.569757,1
rankfunc58_signed_32,1,0.671581,0.597862,1
rankfunc59_unsigned_16,1,0.681523,0.597698,1
rankfunc5_signed_64,1,0.669295,0.563609,1
rankfunc60_unsigned_32,1,0.671354,0.53531,1
rankfunc61_signed_32,1,0.678022,0.602195,1
rankfunc6_unsigned_16,1,0.669888,0.549339,1
rankfunc7_signed_16,1,0.668095,0.59822,1
rankfunc8_unsigned_32,1,0.659929,0.624645,1
rankfunc9_signed_64,1,0.638468,0.59801,1
ring_r4_ser--opt-11_-shuffled,1,0.169698,0.863116,1.256966
ring_r6_ser---16_-shuffled,1,0.023831,0.981155,1.191636
ring_r6_ser--opt-17_-shuffled,1,0.025177,0.980029,1.191636
ring_r7_ser---19_-shuffled,1,0.008157,0.993504,1.04227
robots_1_5_2_100.2,1,0.07419,0.84294,7.285714
robots_1_5_2_100.4,1,0.07952,0.914571,7.285714
robots_1_5_2_100.8,1,0.082545,0.955229,7.285714
robots_1_5_2_10.2,1,0.07419,0.84294,7.285714
robots_1_5_2_14.2,1,0.07419,0.84294,7.285714
robots_1_5_2_21.4,1,0.07952,0.914571,7.285714
robots_1_5_2_2.4,1,0.07952,0.914571,7.285714
robots_1_5_2_28.2,1,0.07419,0.84294,7.285714
robots_1_5_2_31.2,1,0.07419,0.84294,7.285714
robots_1_5_2_32.8,1,0.082545,0.955229,7.285714
robots_1_5_2_33.2,1,0.07419,0.84294,7.285714
robots_1_5_2_3.4,1,0.07952,0.914571,7.285714
robots_1_5_2_39.4,1,0.07952,0.914571,7.285714
robots_1_5_2_40.8,1,0.082545,0.955229,7.285714
robots_1_5_2_45.4,1,0.07952,0.914571,7.285714
robots_1_5_2_47.2,1,0.07419,0.84294,7.285714
robots_1_5_2_49.2,1,0.07419,0.84294,7.285714
robots_1_5_2_54.8,1,0.082545,0.955229,7.285714
robots_1_5_2_61.8,1,0.082545,0.955229,7.285714
robots_1_5_2_67.8,1,0.082545,0.955229,7.285714
robots_1_5_2_75.8,1,0.082545,0.955229,7.285714
robots_1_5_2_80.4,1,0.07952,0.914571,7.285714
robots_1_5_2_81.2,1,0.07419,0.84294,7.285714
robots_1_5_2_82.4,1,0.07952,0.914571,7.285714
robots_1_5_2_82.8,1,0.082545,0.955229,7.285714
robots_1_5_2_85.2,1,0.07419,0.84294,7.285714
robots_1_5_2_85.4,1,0.07952,0.914571,7.285714
robots_1_5_2_91.8,1,0.082545,0.955229,7.285714
robots_1_5_2_9.8,1,0.082545,0.955229,7.285714
robots_1_5_2_99.4,1,0.07952,0.914571,7.285714
robots_1_5_3_100.2,1,0.074297,0.842842,7.285714
robots_1_5_3_100.4,1,0.079578,0.914514,7.285714
robots_1_5_3_100.8,1,0.082575,0.955198,7.285714
robots_1_5_3_16.4,1,0.079578,0.914514,7.285714
robots_1_5_3_16.8,1,0.082575,0.955198,7.285714
robots_1_5_3_20.4,1,0.079578,0.914514,7.285714
robots_1_5_3_24.4,1,0.079578,0.914514,7.285714
robots_1_5_3_2.4,1,0.079578,0.914514,7.285714
robots_1_5_3_25.2,1,0.074297,0.842842,7.285714
robots_1_5_3_26.2,1,0.074297,0.842842,7.285714
robots_1_5_3_27.8,1,0.082575,0.955198,7.285714
robots_1_5_3_30.2,1,0.074297,0.842842,7.285714
robots_1_5_3_39.8,1,0.082575,0.955198,7.285714
robots_1_5_3_44.4,1,0.079578,0.914514,7.285714
robots_1_5_3_44.8,1,0.082575,0.955198,7.285714
robots_1_5_3_51.2,1,0.074297,0.842842,7.285714
robots_1_5_3_52.2,1,0.074297,0.842842,7.285714
robots_1_5_3_52.4,1,0.079578,0.914514,7.285714
robots_1_5_3_55.8,1,0.082575,0.955198,7.285714
robots_1_5_3_57.4,1,0.079578,0.914514,7.285714
robots_1_5_3_62.2,1,0.074297,0.842842,7.285714
robots_1_5_3_64.8,1,0.082575,0.955198,7.285714
robots_1_5_3_66.4,1,0.079578,0.914514,7.285714
robots_1_5_3_70.8,1,0.082575,0.955198,7.285714
robots_1_5_3_7.2,1,0.074297,0.842842,7.285714
robots_1_5_3_78.4,1,0.079578,0.914514,7.285714
robots_1_5_3_80.2,1,0.074297,0.842842,7.285714
robots_1_5_3_8.8,1,0.082575,0.955198,7.285714
robots_1_5_3_90.8,1,0.082575,0.955198,7.285714
robots_1_5_3_91.2,1,0.074297,0.842842,7.285714
robots_1_5_4_100.2,1,0.074404,0.842745,7.285714
robots_1_5_4_100.4,1,0.079635,0.914456,7.285714
robots_1_5_4_100.8,1,0.082605,0.955167,7.285714
robots_1_5_4_17.8,1,0.082605,0.955167,7.285714
robots_1_5_4_1.8,1,0.082605,0.955167,7.285714
robots_1_5_4_22.2,1,0.074404,0.842745,7.285714
robots_1_5_4_24.8,1,0.082605,0.955167,7.285714
robots_1_5_4_2.4,1,0.079635,0.914456,7.285714
robots_1_5_4_30.4,1,0.079635,0.914456,7.285714
robots_1_5_4_31.4,1,0.079635,0.914456,7.285714
robots_1_5_4_32.2,1,0.074404,0.842745,7.285714
robots_1_5_4_44.2,1,0.074404,0.842745,7.285714
robots_1_5_4_46.4,1,0.079635,0.914456,7.285714
robots_1_5_4_46.8,1,0.082605,0.955167,7.285714
robots_1_5_4_50.4,1,0.079635,0.914456,7.285714
robots_1_5_4_51.4,1,0.079635,0.914456,7.285714
robots_1_5_4_52.2,1,0.074404,0.842745,7.285714
robots_1_5_4_56.8,1,0.082605,0.955167,7.285714
robots_1_5_4_59.2,1,0.074404,0.842745,7.285714
robots_1_5_4_71.2,1,0.074404,0.842745,7.285714
robots_1_5_4_73.2,1,0.074404,0.842745,7.285714
robots_1_5_4_75.2,1,0.074404,0.842745,7.285714
robots_1_5_4_75.8,1,0.082605,0.955167,7.285714
robots_1_5_4_81.2,1,0.074404,0.842745,7.285714
robots_1_5_4_87.4,1,0.079635,0.914456,7.285714
robots_1_5_4_91.4,1,0.079635,0.914456,7.285714
robots_1_5_4_91.8,1,0.082605,0.955167,7.285714
robots_1_5_4_96.8,1,0.082605,0.955167,7.285714
robots_1_5_4_98.4,1,0.079635,0.914456,7.285714
robots_1_5_4_99.8,1,0.082605,0.955167,7.285714
robots_1_5_5_100.2,1,0.074511,0.842647,7.285714
robots_1_5_5_100.4,1,0.079693,0.914399,7.285714
robots_1_5_5_100.8,1,0.082635,0.955135,7.285714
robots_1_5_5_10.8,1,0.082635,0.955135,7.285714
robots_1_5_5_12.4,1,0.079693,0.914399,7.285714
robots_1_5_5_12.8,1,0.082635,0.955135,7.285714
robots_1_5_5_14.8,1,0.082635,0.955135,7.285714
robots_1_5_5_15.2,1,0.074511,0.842647,7.285714
robots_1_5_5_24.2,1,0.074511,0.842647,7.285714
robots_1_5_5_26.4,1,0.079693,0.914399,7.285714
robots_1_5_5_30.4,1,0.079693,0.914399,7.285714
robots_1_5_5_31.2,1,0.074511,0.842647,7.285714
robots_1_5_5_33.8,1,0.082635,0.955135,7.285714
robots_1_5_5_34.4,1,0.079693,0.914399,7.285714
robots_1_5_5_38.2,1,0.074511,0.842647,7.285714
robots_1_5_5_45.4,1,0.079693,0.914399,7.285714
robots_1_5_5_50.8,1,0.082635,0.955135,7.285714
robots_1_5_5_56.2,1,0.074511,0.842647,7.285714
robots_1_5_5_5.8,1,0.082635,0.955135,7.285714
robots_1_5_5_61.2,1,0.074511,0.842647,7.285714
robots_1_5_5_62.2,1,0.074511,0.842647,7.285714
robots_1_5_5_66.4,1,0.079693,0.914399,7.285714
robots_1_5_5_66.8,1,0.082635,0.955135,7.285714
robots_1_5_5_75.2,1,0.074511,0.842647,7.285714
robots_1_5_5_8.4,1,0.079693,0.914399,7.285714
robots_1_5_5_87.4,1,0.079693,0.914399,7.285714
robots_1_5_5_93.4,1,0.079693,0.914399,7.285714
robots_1_5_5_95.8,1,0.082635,0.955135,7.285714
robots_1_5_5_97.2,1,0.074511,0.842647,7.285714
robots_1_5_5_99.8,1,0.082635,0.955135,7.285714
s1196_d3_u-shuffled,1,0.75402,0.286281,1
s1269_d3_s-shuffled,1,0.718054,0.293148,1
s27_d5_u-shuffled,1,0.723849,0.303347,1
s298_d11_s-shuffled,1,0.743357,0.276955,1
s298_d2_s-shuffled,1,0.727177,0.264908,1
s298_d5_s-shuffled,1,0.740204,0.274607,1
s298_d9_s-shuffled,1,0.742816,0.276552,1
s3330_d10_u-shuffled,1,0.732911,0.276658,1
s3330_d4_s-shuffled,1,0.729853,0.271623,1
s386_d12_u-shuffled,1,0.733925,0.282015,1
s499_d15_s-shuffled,1,0.803089,0.283238,1
s499_d4_s-shuffled,1,0.797474,0.280465,1
s510_d12_s-shuffled,1,0.757,0.295664,1
s510_d31_s-shuffled,1,0.758904,0.295867,1
s510_d4_s-shuffled,1,0.749503,0.294861,1
s713_d3_s-shuffled,1,0.734076,0.257507,1
s713_d5_s-shuffled,1,0.740139,0.26419,1
s820_d6_s-shuffled,1,0.763014,0.278082,1
s820_d7_s-shuffled,1,0.763464,0.278338,1
S-adeu-0,1,0.607554,0.243196,2.449393
S-adeu-1,1,0.603018,0.246007,2.376518
S-adeu-2,1,0.607554,0.243196,2.449393
S-adeu-3,1,0.603018,0.246007,2.376518
S-adeu-4,1,0.606053,0.244126,2.425101
S-adeu-5,1,0.606053,0.244126,2.425101
S-adeu-6,1,0.607554,0.243196,2.449393
S-adeu-7,1,0.603018,0.246007,2.376518
S-adeu-8,1,0.604541,0.245063,2.40081
S-adeu-9,1,0.603018,0.246007,2.376518
S-edau-0,1,0.607554,0.243196,2.449393
S-edau-1,1,0.603018,0.246007,2.376518
S-edau-2,1,0.607554,0.243196,2.449393
S-edau-3,1,0.603018,0.246007,2.376518
S-edau-4,1,0.606053,0.244126,2.425101
S-edau-5,1,0.606053,0.244126,2.425101
S-edau-6,1,0.607554,0.243196,2.449393
S-edau-7,1,0.603018,0.246007,2.376518
S-edau-8,1,0.604541,0.245063,2.40081
S-edau-9,1,0.603018,0.246007,2.376518
sortnetsort10.AE.stepl.005,1,0.607135,0.171579,1.914894
sortnetsort10.AE.stepl.012,1,0.607213,0.171677,1.914894
sortnetsort10.v.stepl.006,1,0.503064,0.202758,1
sortnetsort10.v.stepl.007,1,0.50292,0.202774,1
sortnetsort10.v.stepl.012-shuffled,1,0.502558,0.202813,1
sortnetsort5.AE.stepl.003,1,0.577268,0.220339,1.794872
sortnetsort5.AE.stepl.005,1,0.577177,0.22042,1.794872
sortnetsort5.AE.stepl.006,1,0.577154,0.220441,1.794872
sortnetsort5.AE.stepl.007,1,0.577138,0.220456,1.794872
sortnetsort5.v.stepl.007-shuffled,1,0.512635,0.244765,1
sortnetsort6.AE.stepl.003,1,0.588422,0.201654,1.84
sortnetsort6.AE.stepl.006,1,0.588442,0.201788,1.84
sortnetsort6.v.stepl.003-shuffled,1,0.510799,0.230022,1
sortnetsort7.AE.stepl.003,1,0.595595,0.189868,1.868852
sortnetsort7.AE.stepl.005,1,0.595654,0.189984,1.868852
sortnetsort7.AE.stepl.006,1,0.595669,0.190013,1.868852
sortnetsort7.AE.stepl.009,1,0.595694,0.190062,1.868852
sortnetsort7.v.stepl.004-shuffled,1,0.507106,0.220011,1
sortnetsort8.AE.stepl.005,1,0.60066,0.181906,1.888889
sortnetsort8.AE.stepl.007,1,0.600694,0.181957,1.888889
sortnetsort8.AE.stepl.009,1,0.600713,0.181985,1.888889
sortnetsort8.v.stepl.008-shuffled,1,0.504419,0.212753,1
sortnetsort9.AE.stepl.004,1,0.604298,0.175991,1.903614
sortnetsort9.AE.stepl.005,1,0.60433,0.176034,1.903614
sortnetsort9.AE.stepl.012,1,0.604406,0.176136,1.903614
sortnetsort9.v.stepl.006,1,0.503764,0.207141,1
sortnetsort9.v.stepl.012-shuffled,1,0.503179,0.207198,1
ssa7552-159-00-shuffled,1,0.611294,0.048866,0.680016
ssa7552-159-50-shuffled,1,0.601797,0.057282,0.78975
ssa7552-159-90-shuffled,1,0.591383,0.066478,0.908667
ssa7552-160-50-shuffled,1,0.601079,0.055914,0.777394
stmt1_145_146,1,0.774194,0.294355,1
stmt11_643_645,1,0.718816,0.237844,1
stmt1_20_21,1,0.763441,0.327957,1
stmt124_966_965,1,0.707359,0.238528,1
stmt1_30_31,1,0.755102,0.357143,1
stmt137_903_911,1,0.707028,0.239204,1
stmt1_392_393,1,0.748101,0.248734,1
stmt16_0_1,1,0.720703,0.238281,1
stmt1_629_630,1,0.722106,0.234643,1
stmt16_47_48,1,0.70553,0.221758,1
stmt16_818_819,1,0.72116,0.219512,1
stmt17_143_144,1,0.7306,0.25183,1
stmt17_18_19,1,0.723917,0.256822,1
stmt17_63_70,1,0.705828,0.237013,1
stmt17_63_78,1,0.706562,0.236143,1
stmt17_82_94,1,0.708448,0.233907,1
stmt1_787_788,1,0.733036,0.251028,1
stmt17_99_98,1,0.712604,0.227767,1
stmt1_811_812,1,0.723232,0.209091,1
stmt18_258_260,1,0.706806,0.265052,1
stmt19_125_302,1,0.591227,0.280858,1
stmt19_133_257,1,0.600041,0.286261,1
stmt19_137_313,1,0.592074,0.280639,1
stmt19_142_261,1,0.598974,0.282256,1
stmt19_177_302,1,0.592175,0.280587,1
stmt1_919_920,1,0.7057,0.237296,1
stmt19_214_309,1,0.590988,0.279854,1
stmt19_217_250,1,0.598147,0.284545,1
stmt19_2_180,1,0.584281,0.287852,1
stmt19_261_266,1,0.604367,0.284808,1
stmt19_2_83,1,0.572005,0.291124,1
stmt19_313_318,1,0.591794,0.277415,1
stmt19_313_412,1,0.585603,0.275007,1
stmt19_3_177,1,0.580171,0.286,1
stmt19_3_309,1,0.58945,0.280055,1
stmt19_3_78,1,0.567546,0.287944,1
stmt19_3_83,1,0.568054,0.287785,1
stmt19_66_318,1,0.584929,0.275852,1
stmt19_66_90,1,0.570625,0.279905,1
stmt19_67_83,1,0.567666,0.277705,1
stmt19_79_87,1,0.707986,0.234455,1
stmt19_83_302,1,0.589866,0.280296,1
stmt19_83_90,1,0.571582,0.279656,1
stmt19_90_133,1,0.577794,0.280203,1
stmt21_127_258,1,0.599814,0.286336,1
stmt21_134_418,1,0.575826,0.270206,1
stmt21_143_258,1,0.598664,0.282323,1
stmt21_252_310,1,0.600551,0.284022,1
stmt21_267_310,1,0.597351,0.280815,1
stmt21_310_360,1,0.589741,0.277344,1
stmt21_4_5,1,0.563475,0.295656,1
stmt21_70_258,1,0.598631,0.286366,1
stmt21_71_304,1,0.588803,0.276159,1
stmt21_71_70,1,0.566483,0.277996,1
stmt21_79_314,1,0.590239,0.280225,1
stmt21_79_91,1,0.571182,0.279767,1
stmt22_179_182,1,0.587831,0.284715,1
stmt22_6_80,1,0.571429,0.291317,1
stmt22_92_259,1,0.597966,0.282147,1
stmt23_66_76,1,0.706218,0.23655,1
stmt24_148_149,1,0.773399,0.295567,1
stmt24_292_293,1,0.709022,0.265565,1
stmt24_765_766,1,0.709705,0.238819,1
stmt24_7_8,1,0.810811,0.297297,1
stmt25_52_53,1,0.705691,0.221251,1
stmt25_597_598,1,0.724399,0.252577,1
stmt2_649_723,1,0.720021,0.238758,1
stmt2_649_776,1,0.71979,0.230736,1
stmt27_149_224,1,0.587515,0.284034,1
stmt27_296_297,1,0.711111,0.266049,1
stmt27_93_98,1,0.712209,0.227023,1
stmt28_68_81,1,0.707138,0.23546,1
stmt29_21_275,1,0.599956,0.284816,1
stmt2_976_999,1,0.747292,0.236701,1
stmt31_100_276,1,0.600643,0.284494,1
stmt31_22_23,1,0.572737,0.294118,1
stmt32_122_129,1,0.772152,0.297468,1
stmt32_153_277,1,0.601051,0.284398,1
stmt32_228_277,1,0.597204,0.282569,1
stmt3_639_640,1,0.742358,0.237991,1
stmt37_941_942,1,0.701897,0.233213,1
stmt38_943_942,1,0.70193,0.232862,1
stmt39_34_107,1,0.577586,0.2893,1
stmt3_969_973,1,0.734349,0.225888,1
stmt41_235_286,1,0.594163,0.281347,1
stmt41_262_275,1,0.701987,0.244481,1
stmt41_336_385,1,0.586106,0.274905,1
stmt41_36_37,1,0.568352,0.291354,1
stmt44_107_108,1,0.76,0.31,1
stmt44_107_113,1,0.767442,0.302326,1
stmt44_252_301,1,0.705137,0.264843,1
stmt44_40_162,1,0.581043,0.287336,1
stmt44_40_41,1,0.566975,0.290123,1
stmt44_554_604,1,0.721764,0.251345,1
stmt46_163_289,1,0.595545,0.282206,1
stmt47_239_290,1,0.592483,0.280688,1
stmt50_167_293,1,0.593279,0.28143,1
stmt52_117_295,1,0.592634,0.281454,1
stmt52_295_394,1,0.586609,0.275966,1
stmt52_54_55,1,0.563943,0.288928,1
stmt53_208_245,1,0.581953,0.281635,1
stmt5_731_730,1,0.706479,0.236668,1
stmt6_13_14,1,0.789474,0.381579,1
stmt70_191_213,1,0.702186,0.26571,1
stmt70_495_501,1,0.720407,0.251634,1
stmt72_696_721,1,0.706188,0.238425,1
stmt7_33_34,1,0.632705,0.283615,1
stmt82_224_225,1,0.704981,0.266284,1
stmt85_64_122,1,0.575474,0.287737,1
stmt86_889_890,1,0.707958,0.232265,1
stmt9_350_351,1,0.744122,0.242739,1
stmt9_445_446,1,0.75632,0.262386,1
szymanski-10-s-shuffled,1,0.795835,0.599054,1.067961
szymanski-24-s-shuffled,1,0.80258,0.608318,1.08642
T-adeu-0,1,0.624169,0.216191,1.260938
T-adeu-1,1,0.619559,0.218843,1.232813
T-adeu-2,1,0.624169,0.216191,1.278922
T-adeu-3,1,0.619559,0.218843,1.232813
T-adeu-4,1,0.622645,0.217068,1.269414
T-adeu-5,1,0.622645,0.217068,1.251563
T-adeu-6,1,0.624169,0.216191,1.278922
T-adeu-7,1,0.619559,0.218843,1.287113
T-adeu-8,1,0.621108,0.217952,1.259905
T-adeu-9,1,0.619559,0.218843,1.268489
T-edau-0,1,0.624169,0.216191,1.260938
T-edau-1,1,0.619559,0.218843,1.232813
T-edau-2,1,0.624169,0.216191,1.278922
T-edau-3,1,0.619559,0.218843,1.232813
T-edau-4,1,0.622645,0.217068,1.269414
T-edau-5,1,0.622645,0.217068,1.251563
T-edau-6,1,0.624169,0.216191,1.278922
T-edau-7,1,0.619559,0.218843,1.287113
T-edau-8,1,0.621108,0.217952,1.259905
T-edau-9,1,0.619559,0.218843,1.268489
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.618197,0.253118,1
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.629285,0.244486,1
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.616378,0.251615,1
test1_quant2,1,0.471933,0.628378,1
test1_quant3,1,0.462348,0.647368,1
