@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S16302531-099.UNKNOWN.cnf,1,4044,4044,3980,3933.4286,3917,3875,3865,3865,0.0267,0,22.6823,24.3266,0.0133,0,0.0146,25.9773,24.808,0.5415,29.5185,4,0.3488,0.0078,0.0052,0.009,0.0141,29.8322,0.0068,0.0068,0.0068,1917,1912,0.0033,4,0.0026,3.2552,0.3201,450,444,108,98,0.0975,98.2432,4,22.6823,0.6469,98,98.3777,108,29.8322,2.6151,1,0.6369,89,0.5048,0.7099,0.4885,0,0.5728,0.3814,0.3335,0.9302,1,0.0005,0.3711
SAT11/random/large/unif-k7-r85-v250-c21250-S894356234-063-UNKNOWN.cnf,1,241,803,218,224.9655,198,177,161,162,0.0117,0,47.5667,47.9149,0.0117,0,0.5284,49.2665,48.5123,0.7315,49.7924,2,1.1942,0.0027,0.0117,0.028,0.0312,51.6884,0.028,0.028,0.028,21250,21250,0.0018,2,0.025,2.0712,0.6239,250,250,48,41,0.0452,41.3141,2,46.1159,1.0087,41,40.7991,48,58.68,4.336,0.2283,0.3777,35,0.314,0.1216,0.064,0.1429,0.095,0.0642,0.0002,1.5132,0.1196,0.0011,0.054
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1854039067-041-UNKNOWN.cnf,1,9,16,7,5.3441,5,3,1,3,0.0006,0.6637,51.2,61.25,0.0002,0.0863,0.5064,82.7053,75.3333,0.2482,94.3333,5.6207,0.1999,0.0002,0,0.0002,0.0003,131.5,0.0001,0.0001,0.0001,126000,125175,0.0001,6,0,3.3644,0.2172,30000,29273,6475,6449,0.3774,6438.4,5,41.75,0.7087,6384,6384,6384,191,2.7188,1,0.6521,6372,0.4965,0.7042,0.4923,0,0.5688,0.3928,0.6259,0.5616,1,0,0.386
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,4481,4481,4406,4389.8571,4373,4358,4341,4341,0.0463,0.4648,18.3825,18.5463,0.0462,0.1749,0.0097,18.9309,18.9122,0.7258,19.115,2.1757,1.334,0.0194,0.0451,0.0667,0.0833,19.8891,0.0667,0.0667,0.0667,1597,1597,0.0124,3,0.0501,2.8709,0.589,75,75,19,15,0.0242,15.1949,2,18.3825,0.8473,15,15.2049,19,19.8891,3.3501,0.4814,0.771,12,0.3803,0.311,0.1853,0.2,0.2283,0.1565,0.007,1.7296,0.2807,0.0069,0.1366
SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,4536,4536,4454,4407.6,4407,4323,4318,4318,0.0111,0,27.92,28.4539,0.0111,0,0.0187,28.6859,28.7461,0.7538,29.0377,2,1.7674,0.0074,0.0111,0.0875,0.0976,29.272,0.0875,0.0875,0.0875,7120,7120,0.0056,2,0.082,2.06,0.6705,80,80,17,14,0.0164,13.7918,2,27.92,0.9991,14,13.7501,17,29.272,3.8576,0.223,0.3235,10,0.3103,0.1368,0.0635,0.1429,0.0956,0.0715,0.0001,1.9707,0.1176,0.0035,0.07
SAT11/random/medium/unif-k7-r89-v80-c7120-S513640009-027.SATISFIABLE.cnf,1,4594,4594,4455,4430.4,4390,4358,4355,4355,0.0111,0,28.065,28.2267,0.0111,0,0.0202,28.3579,28.3466,0.7584,28.4475,2,1.7434,0.0065,0.0111,0.0875,0.0973,28.704,0.0875,0.0875,0.0875,7120,7120,0.0049,2,0.0774,2.0219,0.6722,80,80,17,14,0.0076,13.8089,2,28.065,0.9838,14,13.7333,17,28.704,3.992,0.1913,0.4444,11,0.3065,0.1263,0.0558,0.1429,0.0932,0.0605,0.0002,1.9633,0.099,0.0029,0.0521
SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,4592,4592,4512,4451.8,4412,4372,4371,4371,0.0111,0,25.1075,25.6189,0.0111,0,0.0195,25.5665,25.6632,0.7595,25.6695,2,1.838,0.0085,0.0111,0.1,0.1085,25.7735,0.1,0.1,0.1,6230,6230,0.0065,2,0.0928,1.9822,0.6783,70,70,15,12,0.0092,12.1395,2,25.1075,1.0103,12,12.1622,15,25.7735,3.5998,0.1998,0.3004,9,0.315,0.1245,0.0648,0.1429,0.0856,0.0612,0.0001,2.0263,0.1061,0.0045,0.0556
SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,4357,4357,4357,4160.5,4232,4033,4020,4020,0.0117,0,45.5214,45.8837,0.0117,0,0.0339,46.6295,47.4671,0.7376,47.6458,2,1.3881,0.0038,0.0117,0.0467,0.0517,47.6458,0.0467,0.0467,0.0467,12750,12750,0.0027,2,0.0415,2.1057,0.6426,150,150,30,25,0.0201,24.8333,2,45.5214,0.9985,25,25.1734,30,47.6458,4.2024,0.1994,0.382,20,0.312,0.1469,0.0581,0.1429,0.096,0.0652,0.0003,1.6855,0.1043,0.0017,0.0549
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S893015585-015.SATISFIABLE.cnf,1,3907,3907,3878,3734.7143,3698,3662,3578,3578,0.0178,0.0502,33.7056,33.885,0.0088,0.0232,0.0298,36.0624,35.1636,0.5227,37.8388,4.0087,0.2802,0.0057,0.003,0.0058,0.0091,41.2414,0.0044,0.0044,0.0044,2982,2970,0.0021,5,0.0017,3.2961,0.3021,700,687,164,152,0.0683,151.884,4,33.7056,0.6755,152,151.718,164,41.2414,2.6802,1,0.6561,140,0.4883,0.7288,0.4845,0,0.5773,0.3921,0.3171,0.8843,1,0,0.3862
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S671776549-007.UNKNOWN.cnf,1,4173,4173,4160,4108.5,4133,4060,4041,4041,0.0467,0.0271,15.7299,16.6392,0.0245,0.0162,0.0121,16.9423,16.964,0.6214,17.5026,3.9958,0.4901,0.0143,0.0105,0.0208,0.0248,17.8591,0.0127,0.0127,0.0125,1065,1049,0.0065,4,0.0057,3.2228,0.358,250,240,60,53,0.0397,53.1393,3,15.7299,0.7803,53,53.256,60,17.8591,2.6494,0.8664,0.6407,46,0.498,0.6984,0.5157,0,0.5547,0.3898,0.2901,1.0249,0.6923,0.001,0.3867
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,19,25,13,10.972,10,8,4,6,0.0012,0.5954,47.7917,55.3333,0.0004,0.0852,0.4364,66.2212,64.5714,0.3007,73.5556,5.2826,0.1555,0.0003,0,0.0004,0.0005,89.875,0.0002,0.0002,0.0002,63000,62579,0.0001,6,0,3.3593,0.2285,15000,14630,3220,3184,0.2354,3183.64,5,34.3636,0.7139,3155.5,2785.62,3245,107,2.7154,1,0.6571,3127,0.4958,0.7028,0.4919,0,0.564,0.3909,0.959,0.7491,1,0,0.3848
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,4460,4460,4420,4384,4367,4358,4300,4300,0.0463,0.5389,18.1096,18.3511,0.0462,0.1887,0.0112,18.8794,18.9595,0.7224,19.1608,2.2297,1.3306,0.0188,0.0445,0.0667,0.0827,20.1767,0.0667,0.0667,0.0667,1597,1597,0.0127,3,0.0445,2.864,0.5877,75,75,19,15,0.0343,15.2586,2,18.1096,0.8443,15,15.2253,19,20.1767,3.4105,0.4549,0.9085,12,0.3826,0.3674,0.191,0.2,0.2409,0.161,0.0128,1.7394,0.2475,0.0075,0.1463
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf,1,3828,3828,3779,3701.7143,3707,3610,3597,3597,0.017,0.0533,32.5008,32.7772,0.0093,0.0241,0.0213,34.8757,33.3249,0.522,38.9713,4.0094,0.2897,0.0051,0.0022,0.0063,0.0091,39.3439,0.0047,0.0047,0.0047,2769,2757,0.0023,5,0.0011,3.3675,0.3113,650,638,152,141,0.0795,141.129,4,32.5008,0.6578,141,141.115,152,39.3439,2.6572,1,0.6638,130,0.4972,0.7239,0.4915,0,0.5775,0.387,0.4259,0.9038,1,0,0.3613
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1569819208-064.UNKNOWN.cnf,1,4073,4073,4069,4042,4054,4039,3963,3963,0.04,0,17.4011,18.8384,0.0195,0,0.0085,19.4291,19.4608,0.6253,20.4213,4,0.4395,0.0118,0.0078,0.0135,0.0212,20.9887,0.0101,0.0101,0.0101,1278,1276,0.0049,4,0.0039,3.2306,0.3405,300,297,74,66,0.0547,66.2738,4,17.4011,0.6117,66,66.1755,74,20.9887,2.6035,0.9004,0.6584,59,0.4918,0.6937,0.4875,0,0.5515,0.3902,0.303,1.0019,0.7333,0.0016,0.4056
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1868678442-026-UNKNOWN.cnf,1,18,25,14,11.4727,11,8,5,7,0.0015,0.4491,45.7778,51.6,0.0004,0.072,0.3775,61.8875,60.875,0.2855,70.1818,5.1658,0.2151,0.0003,0,0.0004,0.0007,81.4444,0.0002,0.0002,0.0002,63000,62573,0.0001,6,0,3.3607,0.2345,15000,14620,3228,3172,0.2209,3178.82,5,37.5,0.7136,3228,2828.5,3247,112.4,2.7083,1,0.6532,3120,0.4952,0.7066,0.495,0,0.5681,0.3917,0.8946,0.8843,1,0,0.386
SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,4118,4118,4118,3892.25,3927,3857,3667,3667,0.0117,0,56.4246,56.5709,0.0117,0,0.0415,57.0618,57.5764,0.7241,57.6753,2,1.2819,0.0032,0.0117,0.035,0.0389,57.6753,0.035,0.035,0.035,17000,17000,0.0022,2,0.0321,2.0868,0.6293,200,200,38,33,0.0099,32.9251,2,56.4246,0.9999,33,33.0202,39,57.6753,4.2536,0.2312,0.3663,28,0.312,0.1282,0.062,0.1429,0.0909,0.0663,0.0002,1.5719,0.1211,0.0014,0.0541
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,17,24,13,10.7895,10,8,4,7,0.0015,0.2921,46,53.1875,0.0004,0.055,0.3546,62.0086,60,0.2928,69.3,5.0856,0.1243,0.0004,0.0001,0.0004,0.0007,83,0.0002,0.0002,0.0002,63000,62572,0.0001,6,0,3.3739,0.2367,15000,14596,3190,3154.5,0.2202,3157.58,5,33.1538,0.7323,3170,3174.75,3227,108.25,2.7234,1,0.6537,3106,0.4974,0.7057,0.4914,0,0.5704,0.3944,0.7508,0.7036,1,0,0.3859
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1491756361-004.UNKNOWN.cnf,1,4583,4583,4576,4546.8333,4555,4530,4497,4497,0.046,0,13.4923,13.6395,0.046,0,0.0064,13.899,14.0435,0.7411,14.0849,2,1.5223,0.031,0.046,0.1,0.1146,14.1458,0.1,0.1,0.1,1065,1065,0.0195,2,0.0808,2.7196,0.6215,50,50,13,10,0.0175,10.4358,2,13.4923,0.8298,10,10.435,13,14.1458,2.9657,0.4203,0.5897,8,0.3754,0.3298,0.1953,0.2,0.2866,0.1798,0.0065,1.8643,0.219,0.0122,0.1834
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S266251785-083.UNKNOWN.cnf,1,4235,4235,4171,4111.4286,4104,4040,4017,4017,0.0457,0,15.7972,16.3455,0.0242,0,0.0168,16.9231,16.9151,0.6546,17.4825,4,0.491,0.0124,0.0095,0.0165,0.0257,17.8782,0.0126,0.0126,0.0124,1065,1050,0.0064,4,0.0048,3.2564,0.3578,250,242,60,54,0.0392,53.6064,4,15.7972,0.7654,54,53.7518,61,17.8782,2.6741,1,0.6748,47,0.5135,0.7024,0.5133,0,0.5746,0.4001,0.4147,1.0513,1,0.001,0.4102
SAT11/random/medium/unif-k7-r89-v60-c5340-S1982873755-080.SATISFIABLE.cnf,1,4599,4599,4526,4507.8,4496,4471,4447,4447,0.011,0,22.5676,22.6156,0.011,0,0.0117,22.6799,22.6569,0.763,22.7562,2,1.8871,0.0096,0.011,0.1167,0.1264,22.8034,0.1167,0.1167,0.1167,5340,5340,0.0069,2,0.1086,1.9306,0.691,60,60,13,10,0.0039,10.4924,2,22.5676,0.9935,10,10.5357,14,22.8034,3.6985,0.1915,0.3388,8,0.3108,0.1226,0.0588,0.1429,0.0829,0.0595,0.0001,2.1306,0.1,0.0043,0.0493
SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,4619,4619,4552,4521.2,4513,4472,4450,4450,0.011,0,22.4906,22.8055,0.011,0,0.0133,22.8812,22.8625,0.7629,23.073,2,1.883,0.0097,0.011,0.1167,0.1287,23.1743,0.1167,0.1167,0.1167,5340,5340,0.0072,2,0.1064,1.981,0.688,60,60,13,10,0.0104,10.4763,2,22.4906,0.9926,10,10.4572,13,23.1743,3.5512,0.2036,0.3516,8,0.3078,0.1396,0.0614,0.1429,0.0982,0.0655,0.0001,2.11,0.1067,0.0043,0.0552
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1368340883-085-UNKNOWN.cnf,1,7,12,5,3.7065,3,2,1,1,0.0005,0.2103,57,67,0.0002,0.038,0.6579,102.9543,91.4,0.2436,128.5,5.9459,0.562,0.0001,0,0.0002,0.0002,158.5,0.0001,0.0001,0.0001,168000,166883,0,6,0,3.3683,0.2301,40000,39005,8498,8477.5,0.4727,8475.5,5,40.375,0.7148,4315.5,4315.5,0,284.5,2.7157,1,0.6475,8428,0.4965,0.7085,0.4924,0,0.571,0.394,0.735,2.5884,1,0,0.3866
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S566093033-041.UNKNOWN.cnf,1,4194,4194,4099,4066.2857,4040,4026,4021,4021,0.0377,0,16.6916,17.3298,0.0199,0,0.0142,18.1341,17.7844,0.576,18.7509,4,0.443,0.0118,0.0063,0.0136,0.0212,20.7992,0.0103,0.0103,0.0102,1278,1272,0.005,4,0.0031,3.2614,0.3319,300,294,73,65,0.0678,65.1348,4,16.6916,0.6853,65,65.44,73,20.7992,2.7057,1,0.7446,58,0.511,0.717,0.4851,0,0.5807,0.3911,0.4775,1.0111,1,0,0.3979
SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,109,124,87,80.55,76,70,60,67,0.0117,0.2541,54.6479,55.6344,0.0117,0.1234,0.1896,58.7361,58.519,0.6803,61.4429,2.0702,0.9352,0.0016,0.0117,0.0175,0.0196,65.2823,0.0175,0.0175,0.0175,34000,34000,0.0011,3,0.0156,2.1558,0.5944,400,400,74,65,0.0626,65.587,2,53.1795,0.999,66,66.1917,75,67.6301,4.4611,0.2537,0.4039,56,0.3112,0.1406,0.0605,0.1429,0.1065,0.0692,0.0003,1.4505,0.1346,0.0006,0.0605
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S107514131-038.SATISFIABLE.cnf,1,4000,4000,3964,3858.8571,3833,3794,3789,3789,0.0231,0,28.5678,29.5092,0.011,0,0.0208,31.2912,30.1616,0.5274,34.6375,4,0.3204,0.0069,0.0034,0.0093,0.0124,34.9125,0.0056,0.0056,0.0056,2343,2333,0.0028,4,0.0017,3.3359,0.3187,550,540,131,121,0.0746,120.894,4,28.5678,0.6711,121,120.795,131,34.9125,2.6296,1,0.6321,111,0.5068,0.7283,0.5049,0,0.5866,0.4106,0.316,0.909,1,0.0004,0.4148
SAT11/random/medium/unif-k7-r89-v60-c5340-S630613738-050.SATISFIABLE.cnf,1,4554,4554,4548,4493.6,4473,4467,4426,4426,0.011,0,22.6772,22.7589,0.011,0,0.011,22.8548,22.8112,0.7665,22.8238,2,1.891,0.0114,0.011,0.1167,0.1266,23.2027,0.1167,0.1167,0.1167,5340,5340,0.0079,2,0.1071,2.0469,0.6902,60,60,14,10,0.0079,10.53,2,22.6772,1.0077,10,10.4863,14,23.2027,3.5886,0.19,0.3649,8,0.3164,0.1233,0.0676,0.1429,0.0987,0.0668,0.0001,2.1141,0.0985,0.0056,0.0593
SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,176,290,153,144.1515,136,118,98,114,0.0117,0,48.5943,50.8392,0.0117,0,0.2867,52.4036,53.2899,0.7011,53.6563,2,1.118,0.0025,0.0117,0.0233,0.0258,55.5862,0.0233,0.0233,0.0233,25500,25500,0.0015,2,0.0206,2.1348,0.6123,300,300,58,49,0.0469,49.3483,2,47.2457,1.0024,50,49.5859,57,57.2759,4.3476,0.2732,0.3661,42,0.3127,0.1326,0.0625,0.1429,0.1049,0.0702,0.0003,1.5223,0.1477,0.0008,0.0664
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S493397373-056-UNKNOWN.cnf,1,14,20,12,8.901,9,6,3,4,0.0009,0.684,49.2727,57.5,0.0003,0.089,0.4115,70.5679,66.4167,0.2653,83.1667,5.5676,0.1546,0.0003,0,0.0003,0.0004,90.625,0.0002,0.0002,0.0002,84000,83502,0.0001,6,0,3.3535,0.2255,20000,19529,4295,4272.5,0.2626,4256.75,5,31.1875,0.7066,4262,4261.75,4272,130.75,2.7153,1,0.663,4178,0.4967,0.7046,0.4949,0,0.567,0.3921,0.9309,0.5098,1,0,0.3863
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,4334,4334,4286,4215.5714,4205,4136,4127,4127,0.0466,0.1425,26.9448,26.9466,0.0451,0.0595,0.0165,27.6453,27.4345,0.691,28.3189,2.9677,1.0953,0.0124,0.0417,0.04,0.0515,29.0392,0.04,0.04,0.04,2662,2662,0.0079,3,0.0308,2.7963,0.5516,125,125,30,25,0.0258,24.8304,2,26.9448,0.8237,25,24.7284,30,29.0392,3.4867,0.3943,0.6429,20,0.3724,0.2709,0.1976,0.2,0.2118,0.1519,0.0064,1.5447,0.2105,0.0049,0.1465
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S87195105-042.SATISFIABLE.cnf,1,4057,4057,4052,3995.8571,4002,3962,3897,3897,0.0318,0,20.3567,21.3221,0.0179,0,0.0137,21.8966,21.8014,0.6232,22.8852,4,0.4125,0.0101,0.0068,0.0148,0.0169,23.02,0.0091,0.0091,0.0089,1491,1478,0.0045,4,0.0034,3.3869,0.344,350,337,83,75,0.0387,75.2597,4,20.3567,0.8119,75,75.2882,83,23.02,2.7425,1,0.6399,67,0.4915,0.7174,0.4946,0,0.5855,0.4119,0.2793,0.9917,1,0.0007,0.4268
SAT11/random/medium/unif-k7-r89-v60-c5340-S1445862528-059.UNKNOWN.cnf,1,4615,4615,4518,4498.4,4479,4448,4432,4432,0.011,0,22.3876,22.7933,0.011,0,0.0145,22.8023,22.8576,0.7646,22.9214,2,1.8616,0.0099,0.011,0.1167,0.1285,23.0514,0.1167,0.1167,0.1167,5340,5340,0.0069,2,0.1077,2.0504,0.6912,60,60,13,10,0.0098,10.4787,2,22.3876,1.0055,10,10.5455,14,23.0514,3.6754,0.2294,0.3612,8,0.3135,0.1596,0.0594,0.1429,0.0894,0.0643,0.0001,2.1089,0.1215,0.0036,0.0548
SAT11/random/medium/unif-k7-r89-v60-c5340-S1510638717-051.SATISFIABLE.cnf,1,4612,4612,4530,4517,4505,4478,4460,4460,0.011,0,22.4386,22.7381,0.011,0,0.0118,22.828,22.7499,0.7686,23.0343,2,1.8758,0.0109,0.011,0.1167,0.1275,23.1793,0.1167,0.1167,0.1167,5340,5340,0.0072,2,0.109,2.1537,0.6896,60,60,14,10,0.0113,10.504,2,22.4386,1.0011,10,10.5303,14,23.1793,3.6466,0.2506,0.3207,8,0.3123,0.1393,0.0616,0.1429,0.1058,0.071,0.0001,2.1227,0.135,0.0054,0.0602
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf,1,3985,3985,3889,3828.1429,3840,3751,3718,3718,0.0232,0.093,26.8802,29.0458,0.0101,0.0337,0.0223,31.0528,30.5273,0.5311,34.5511,4.0187,0.2991,0.0067,0.0024,0.0085,0.0118,35.387,0.0051,0.0051,0.0051,2556,2545,0.0025,5,0.0012,3.2785,0.3007,600,589,140,129,0.0891,129.274,4,26.8802,0.6819,129,129.117,140,35.387,2.7029,1,0.7598,119,0.5132,0.6892,0.4908,0,0.553,0.3781,0.5932,0.9225,1,0,0.3574
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1800377425-032.UNKNOWN.cnf,1,3997,3997,3746,3666,3618,3603,3452,3452,0.0236,0.0202,34.2907,34.3883,0.009,0.0136,0.0428,36.8412,35.7073,0.5047,40.0778,4.003,0.2879,0.0057,0.0034,0.0074,0.0122,41.6419,0.0045,0.0045,0.0044,2982,2961,0.0021,5,0.0017,3.399,0.3099,700,678,160,149,0.0735,148.842,4,34.2907,0.7453,149,148.745,160,41.6419,2.7149,1,0.6786,137,0.4851,0.7206,0.4677,0,0.5887,0.3971,0.3633,0.8964,1,0.0003,0.3934
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S89201333-019-UNKNOWN.cnf,1,18,28,14,11.6273,11,8,5,7,0.0014,0.193,46.2,52.2857,0.0004,0.0424,0.3687,61.1773,60.5294,0.2727,68.4545,5.0481,0.2814,0.0004,0.0001,0.0004,0.0007,77.7143,0.0002,0.0002,0.0002,63000,62642,0.0001,6,0,3.3574,0.2275,15000,14672,3221,3186,0.1985,2913.42,5,40.9,0.7021,3155.5,2780.88,3232,98.1429,2.7079,1,0.651,3104,0.4965,0.7083,0.4932,0,0.5626,0.3896,0.7,0.4481,1,0,0.3805
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1733949620-064.UNKNOWN.cnf,1,4009,4009,3984,3943.5714,3950,3893,3887,3887,0.0374,0,19.9297,20.8228,0.0179,0,0.0106,21.538,21.5392,0.5922,22.2764,4,0.4141,0.0109,0.0082,0.0149,0.019,23.5907,0.0091,0.0091,0.0089,1491,1472,0.0046,4,0.0041,3.3366,0.3413,350,336,82,74,0.0504,73.7664,4,19.9297,0.7561,74,73.9117,82,23.5907,2.6693,0.8655,0.6454,66,0.4925,0.7024,0.5061,0,0.558,0.3806,0.2895,0.9943,0.7333,0.0007,0.3773
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S49783605-066-UNKNOWN.cnf,1,143,326,120,115.6154,104,93,76,87,0.0069,0.3394,31.7885,32.7556,0.0026,0.0631,0.371,34.1208,33.6503,0.3811,35.25,4.8934,0.1388,0.0019,0.0008,0.0021,0.0035,36.9342,0.0013,0.0013,0.0012,10500,10419,0.0006,5,0.0004,3.3728,0.2676,2500,2421,549,530,0.0621,529.739,4,30.4406,0.7496,530,527.622,550,40.7167,2.7404,1,0.6489,508,0.4894,0.7024,0.495,0,0.5712,0.394,0.452,0.723,1,0.0001,0.3828
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,8,15,7,5.2473,5,3,2,3,0.0006,0.4597,52.125,66.75,0.0002,0.0648,0.4699,87.4085,83.8,0.2681,98,5.8276,0.1624,0.0002,0,0.0002,0.0003,131.5,0.0001,0.0001,0.0001,126000,125264,0.0001,6,0,3.3658,0.2357,30000,29301,6401,6400,0.3442,6400,5,35.375,0.7048,6356,6356,6322,182.6667,2.7163,1,0.6552,6343,0.4944,0.7043,0.4926,0,0.5661,0.3916,0.7947,0.6365,1,0,0.3843
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,3924,3924,3862,3799.7143,3784,3758,3700,3700,0.0213,0.0227,29.8159,30.4811,0.0101,0.0145,0.0178,31.3202,31.0838,0.5196,32.4089,4.0034,0.3026,0.0063,0.0039,0.0068,0.011,32.7559,0.0051,0.0051,0.0051,2556,2540,0.0026,5,0.002,3.3156,0.3091,600,589,142,131,0.0309,131.074,4,29.8159,0.6969,131,131.283,142,32.7559,2.694,1,0.6705,120,0.5031,0.7005,0.5004,0,0.5762,0.4037,0.3683,0.8938,1,0.0004,0.3987
