@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC

@DATA
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S340864765-13.SAT.shuffled.cnf,1,4385,4385,4297,4214,4195,4170,4125,4125,0.0466,0.1743,0.7084,26.185,2556,26.7296,2556,26.6444,25.416,27.4294,2.958,120,120,29,24,0.0194,1.104,0.0378,28.7076,24,23.9882,29,2,24.023
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S888530894-020-UNKNOWN.cnf,1,137,87,72,65.36,61,54,50,36,0.0257,0,0.6066,48.7033,15000,50.9812,15000,50.9667,46.2899,53.2982,3,750,750,157,143,0.2634,0.4112,0.0716,55.3898,145,144.16,156,3,143.045
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,4363,4363,4279,4227.5,4222,4186,4139,4139,0.0466,0.1425,0.7167,27.0848,2662,27.6106,2662,27.8794,26.3975,28.3767,2.9677,125,125,30,25,0.0159,1.0892,0.0344,29.4311,25,24.8413,30,2,24.8697
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S449556655-088.cnf,1,4069,4069,3873,3863,3867,3850,3741,3741,0.0221,0.0274,0.5524,26.1224,2036,27.2885,2040,26.8027,25.18,28.9249,4.0042,480,472,115,106,0.0234,0.3445,0.0758,32.0423,105,104.913,115,4,105.383
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1550223396-041.cnf,1,24,13,10,8.2476,8,6,5,3,0.0013,0.6671,0.2814,52.1667,75064,65.1589,75600,63.1111,45.2222,74.7778,5.3863,18000,17535,3843,3834,0.4349,0.0893,0.2796,91.4,3815,3825.33,3863,5,3812.92
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S178043354-076.cnf,1,4589,4589,4515,4480.1667,4473,4440,4396,4396,0.011,0,0.7663,22.5065,5340,22.7048,5340,22.7477,22.3498,22.7796,2,60,60,13,10,0.0135,1.8889,0.0103,23.0983,10,10.5612,14,2,10.5043
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1022834397-10.cnf,1,92,61,47,44.619,42,37,33,29,0.021,0,0.5886,53.7907,20000,56.9826,20000,56.6739,50.6667,60.9189,3,1000,1000,205,191,0.249,0.3462,0.089,63.4872,191,190.195,205,3,190.826
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S420719158-080.cnf,1,17,13,11,8.5617,8,6,5,3,0.0009,0.6343,0.2771,54.1667,75090,67.2843,75600,65.125,47.125,78.75,5.3302,18000,17551,3881,3831.5,0.3759,0.2213,0.2532,90.75,3791.5,3175.17,3846,5,3562.86
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1957603206-080.SATISFIABLE.cnf,1,4570,4570,4478,4413.8,4373,4350,4298,4298,0.0111,0,0.7445,28.3595,7120,28.5229,7120,28.426,27.9323,28.6669,2,80,80,17,14,0.0221,1.764,0.0149,29.2298,14,13.8129,17,2,13.7087
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,3819,3819,3772,3749.25,3758,3751,3636,3636,0.0204,0.0226,0.5594,30.8724,2549,32.7482,2556,31.4194,28.8384,37.407,4.0034,600,593,143,132,0.013,0.3029,0.1027,39.1891,132,131.598,143,4,131.881
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1800377425-032.UNKNOWN.cnf,1,3997,3997,3746,3663.375,3639,3607,3452,3452,0.0236,0.0202,0.5182,34.4883,2961,36.5471,2982,35.7073,34.2907,40.0778,4.003,700,678,160,149,0.0401,0.2862,0.0725,41.6419,149,148.985,161,4,149.028
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1980584520-03.cnf,1,2708,1522,470,573.1875,355,293,264,263,0.0117,0,0.71,46.9202,18700,49.4975,18700,48.5578,45.9477,51.9489,2,220,220,43,37,1.0887,1.2301,0.0788,56.5585,36,36.3351,42,2,36.7663
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1496918883-18.SAT.shuffled.cnf,1,3959,3959,3852,3733.625,3737,3697,3475,3475,0.024,0,0.5414,31.3091,2544,32.6823,2556,31.6784,29.9905,36.1424,4,600,587,141,130,0.0353,0.3074,0.0719,36.9379,130,129.77,140,4,130.457
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1617172756-030.SATISFIABLE.cnf,1,3794,3794,3764,3701.875,3707,3681,3613,3613,0.0227,0.0887,0.5434,34.3421,2951,35.6135,2982,35.3037,33.3358,39.0944,4.0176,700,681,163,151,0.0148,0.2788,0.0623,39.4109,151,150.798,162,4,151.128
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,4552,4552,4491,4435.8,4403,4380,4353,4353,0.0111,0,0.7646,25.3567,6230,25.6407,6230,25.5158,24.9568,25.7795,2,70,70,15,12,0.0167,1.8163,0.0213,26.5947,12,12.1764,15,2,12.1259
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S2142680239-019.cnf,1,4001,4001,3975,3816.125,3780,3754,3666,3666,0.0214,0,0.5428,28.648,2286,29.9955,2295,29.0982,27.0844,32.484,4,540,529,127,117,0.0291,0.3229,0.0872,35.815,118,117.517,128,4,117.297
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S746725327-020-UNKNOWN.cnf,1,11,6,4,2.7983,2,1,1,0,0.0004,0,0.2463,72,208696,103.587,210000,98,53.3333,131,6,49999,48800,10689,10689,0.6989,0.449,0.4369,153,10523,10523,10523,6,10674
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,42,22,19,16.8758,16,14,12,9,0.0123,0,0.5515,69.1379,40000,75.9964,40000,74.7333,63.1818,82.5556,3,2000,2000,407,385,0.2732,0.2286,0.1397,89.9091,384,382.527,402,3,385.534
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S566590366-099.cnf,1,4400,4400,4400,4183.5,4259,4103,3972,3972,0.0117,0,0.7382,49.4999,13600,49.0996,13600,49.7467,47.0106,50.1411,2,160,160,32,27,0.0385,1.3982,0.025,50.1411,26,26.3507,31,2,26.6713
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S1178874381-13.cnf,1,155,77,66,60.0667,56,51,43,33,0.0037,0.0122,0.3529,37.0986,16684,39.6475,16800,39.3191,34.9778,42.2979,4.9984,4000,3893,879,852,0.2953,0.1187,0.0954,44.2973,849,847.353,871,4,844.273
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S666382280-13.cnf,1,3896,3896,3704,3073.1667,3673,2377,1642,1642,0.0117,0,0.7279,56.8754,17000,56.8483,17000,57.1285,54.1017,57.9128,2,200,200,39,33,0.2648,1.2975,0.0232,58.1417,33,33.1956,39,2,32.8797
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1215030506-14.cnf,1,4439,4439,4264,4186,4121,4066,4040,4040,0.0117,0,0.7388,43.669,11900,44.1152,11900,43.7438,42.5878,45.1864,2,140,140,28,23,0.0354,1.4234,0.0236,45.3891,23,23.1835,28,2,23.2357
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S1457384322-029.cnf,1,3996,3996,3902,3845.875,3826,3816,3753,3753,0.0219,0.4759,0.5283,28.1719,2287,29.458,2295,28.5734,26.7414,32.8171,4.183,540,531,126,116,0.0181,0.3196,0.0718,32.8196,117,116.511,127,4,116.432
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S2106599808-035.cnf,1,4059,4059,3977,3884.75,3870,3866,3732,3732,0.0282,0,0.5783,26.401,1947,27.4256,1955,26.8707,25.8805,28.9394,4,460,452,110,100,0.0234,0.3527,0.0692,31.8404,100,100.412,110,4,100.384
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S175431861-098.SATISFIABLE.cnf,1,4521,4521,4471,4394.2,4369,4329,4281,4281,0.0111,0,0.7521,28.113,7120,28.2083,7120,28.2476,27.6754,28.4214,2,80,80,17,14,0.0203,1.7551,0.011,28.5842,14,13.6643,17,2,13.7241
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,113,77,63,59.8469,58,50,46,38,0.0246,0,0.6013,48.9677,16000,52.3489,16000,52.2917,46.9365,55.3,3,800,800,166,153,0.2272,0.407,0.0822,57.7547,153,152.472,167,3,152.494
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,4541,4541,4406,4377.4,4328,4320,4292,4292,0.0111,0,0.749,31.017,8010,31.0324,8010,31.2558,30.1569,31.3231,2,90,90,19,15,0.0206,1.7231,0.0147,31.4092,15,15.395,19,2,15.3892
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1061579177-10.UNSAT.shuffled.cnf,1,4426,4426,4362,4264,4226,4200,4195,4195,0.0465,0.4171,0.6991,24.4742,2343,25.1317,2343,25.39,24.1311,25.5009,2.8532,110,110,27,22,0.02,1.156,0.0277,26.331,22,21.9057,27,2,21.9307
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,794,278,228,231.9714,198,182,173,151,0.0117,0,0.7241,48.1209,21250,49.7486,21250,49.4682,46.3553,50.7773,2,250,250,48,41,0.4824,1.1694,0.0548,53.3141,41,41.2823,48,2,41.0515
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1653142431-025.UNKNOWN.cnf,1,4306,4306,4221,4142,4114,4108,4020,4020,0.0466,0.0403,0.6836,31.2331,3195,31.6324,3195,31.5519,30.5732,32.1007,2.9933,150,150,35,30,0.0202,1.017,0.0292,33.6684,29,29.6664,35,2,29.7125
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1107155013-20.UNSAT.shuffled.cnf,1,4567,4567,4534,4465.4,4458,4399,4369,4369,0.0111,0,0.7582,25.4242,6230,25.6167,6230,25.6667,25.2774,25.8013,2,70,70,16,12,0.017,1.7894,0.0092,25.9139,12,12.0588,15,2,12.1661
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1635684145-01.SAT.shuffled.cnf,1,4556,4556,4493,4427.2,4423,4347,4317,4317,0.0111,0,0.7623,25.4914,6230,25.6495,6230,25.7532,25.2854,25.8033,2,70,70,15,12,0.0201,1.8028,0.0089,25.9142,12,12.0971,15,2,12.0466
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,32,19,14,11.7143,11,8,6,5,0.0012,0.3046,0.279,55.2273,62521,65.6672,63000,64.4,48.9231,73.9167,5.0909,15000,14586,3237,3168,0.4195,0.079,0.2232,85.2,3200,2675,3242,5,3174.45
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S709270457-007.cnf,1,4568,4568,4536,4463.3333,4471,4393,4391,4391,0.0111,0,0.7658,23.9173,5785,24.0747,5785,24.1436,23.8765,24.174,2,65,65,14,11,0.0154,1.8594,0.0053,24.1978,11,11.2562,14,2,11.3191
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S328068950-002.SATISFIABLE.cnf,1,4397,4397,4396,4314.5,4295,4290,4258,4258,0.0465,0.6048,0.7054,22.9864,2130,23.5357,2130,23.3478,22.4949,24.3703,2.7071,100,100,24,20,0.0117,1.1981,0.0376,25.2696,20,19.9711,24,2,20.0348
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,14,10,7,5.443,5,3,2,1,0.0006,0.5731,0.2549,69.6667,125231,88.6539,126000,82,54.6667,98.6,5.74,30000,29270,6380,6379,0.5252,0.2137,0.3699,134,3215,3215,0,5,6398
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S2026599491-05.cnf,1,4404,4404,4404,4234,4286,4139,4107,4107,0.0117,0,0.7492,43.9133,11900,43.9661,11900,44.1474,43.186,44.6176,2,140,140,28,23,0.0281,1.4224,0.0118,44.6176,23,23.3845,28,2,23.2544
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S840902310-084.SATISFIABLE.cnf,1,4046,4046,3925,3874.125,3865,3813,3794,3794,0.0322,0,0.5563,27.4261,2111,27.9183,2130,27.8385,25.9709,29.5334,4,500,488,118,108,0.0204,0.3356,0.0426,29.7685,108,108.479,118,4,108.415
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1614425450-034.cnf,1,4046,4046,4006,3877.375,3867,3842,3736,3736,0.0242,0,0.5803,25.6942,1946,27.2696,1955,26.0008,24.6901,30.9001,4,460,452,110,101,0.0249,0.3576,0.0919,31.6644,101,101.035,110,4,100.9
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S1806027711-062.cnf,1,39,25,21,17.625,17,13,12,8,0.0026,0.0115,0.3027,48.3077,41703,54.1543,42000,53.8696,43.4615,60.3,5.0015,10000,9718,2149,2115,0.3258,0.0781,0.1601,66,2121,2003.84,2141,5,2117.08
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,12,7,5,3.9653,3,2,2,1,0.0006,0.5559,0.2606,70.4,146031,90.3414,147000,84,58,108.6667,5.7558,35000,34109,7533,7472,0.5065,0.1901,0.3306,129.8,7374.5,7374.5,7338,5,7456.67
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S963265686-085-UNKNOWN.cnf,1,46,25,20,17.6436,17,13,12,7,0.0021,0.0767,0.3059,47.5789,41669,53.3578,42000,52.4615,42.2083,58.6667,5.0147,10000,9719,2149,2126,0.3407,0.0651,0.1647,64.1667,2122,2022.14,2151,5,2125.28
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S1703132040-12-SAT.cnf,1,2179,1710,1672,1338.6923,1418,942,904,755,0.0096,0.0649,0.4628,30.1907,5932,33.478,6327,34.141,26.8296,36.4439,5.0103,2035,1744,394,374.5,0.3168,0.1519,0.1447,39.8032,376,375.371,394,4,374.233
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S1163137157-19-SAT.cnf,1,1675,1133,874,817.625,713,663,626,574,0.0073,0.1585,0.4481,27.2825,7102,29.7358,7478,28.7284,26.2948,30.4105,5.0371,2405,2105,471,449,0.3392,0.137,0.1291,33.9109,451,450.785,472,5,449.753
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1206040031-030.cnf,1,4607,4607,4526,4501.1667,4494,4454,4447,4447,0.011,0,0.7725,22.6893,5340,22.7941,5340,22.7086,22.526,22.85,2,60,60,13,10,0.012,1.8831,0.0106,23.2932,10,10.4655,13,2,10.431
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S1900558626-069.cnf,1,4548,4548,4537,4465.2,4437,4430,4374,4374,0.0111,0,0.7581,25.5389,6230,25.6745,6230,25.6767,25.3146,25.8909,2,70,70,15,12,0.015,1.8321,0.0091,25.9514,12,12.1073,15,2,12.0466
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S315403000-060.cnf,1,131,72,64,58.4364,54,50,46,38,0.0244,0,0.615,49.8615,16000,52.3324,16000,52.4412,46.4808,55.0508,3,800,800,166,153,0.2668,0.3941,0.0776,57.2679,153,152.88,166,3,153.083
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,3998,3998,3845,3810.75,3796,3760,3730,3730,0.0228,0.0227,0.5775,31.0944,2548,32.1267,2556,31.5922,30.6872,32.5482,4.0034,600,590,141,131,0.0212,0.3045,0.0561,36.5753,131,130.745,141,4,130.797
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S966156467-066-UNKNOWN.cnf,1,354,179,148,144.5385,135,122,112,101,0.0117,0.071,0.7171,50.6385,25500,52.0125,25500,51.6778,48.7311,53.7143,2.0134,300,300,57,50,0.3113,1.0475,0.0472,54.7886,50,49.609,58,2,49.5505
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S274764005-003.cnf,1,57,34,27,24.1039,23,18,17,12,0.0021,0.0708,0.3251,45.0556,33388,50.4512,33600,49.7586,41.4167,56.16,5.0133,8000,7815,1742,1704,0.346,0.0701,0.1464,60.2258,1702,1642.7,1744,5,1705.16
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1517867865-16.cnf,1,99,66,55,50.8969,50,43,39,34,0.0224,0,0.6037,51.0755,18000,54.4086,18000,54.25,48.8478,56.8333,3,900,900,185,172,0.2286,0.403,0.0842,61.0192,173,172.616,187,3,171.279
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S2061874746-039.cnf,1,3961,3961,3862,3827.7778,3816,3784,3713,3713,0.022,0.0242,0.5677,28.6986,2368,29.9674,2380,30.0816,27.5486,30.5726,4.0037,560,546,132,121,0.0207,0.3283,0.0542,33.065,121,121.201,132,4,121.369
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S685953260-065.cnf,1,139,88,80,72.4673,70,62,56,49,0.0271,0,0.6224,47.9701,14000,50.1225,14000,50.1364,45.8902,52.1923,3,700,700,148,134,0.2341,0.4236,0.0643,54.4535,134,133.872,146,3,134.88
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S145970304-01-UNSAT.cnf,1,3565,3565,3141,3069.6,3110,2988,2544,2544,0.0065,0.6445,0.3687,42.6977,12571,44.3666,14684,44.9997,41.9874,45.2055,5.6637,5500,3997,861,837,0.1066,0.0959,0.0406,46.9424,835,830.816,866,5,834.72
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S771170845-016-UNKNOWN.cnf,1,3952,3952,3935,3772.4,3794,3699,3482,3482,0.0117,0,0.73,56.1531,17000,56.7726,17000,56.9753,55.4773,57.0914,2,200,200,38,33,0.0457,1.2829,0.016,58.1657,33,32.8646,39,2,33.1277
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S880121748-08.cnf,1,59,37,31,27.4133,26,22,19,14,0.0025,0,0.33,42.8571,29232,47.5702,29400,46.9259,39.1429,52.0741,5,7000,6828,1512,1485,0.3021,0.0765,0.1384,56,1489.5,1494.2,1538,5,1480.46
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf,1,4617,4617,4617,4617,4617,4617,4617,4617,0.011,0,0.7805,19.9324,4450,19.9324,4450,19.9324,19.9324,19.9324,2,50,50,12,9,0,1.9479,0,19.9324,9,8.9531,12,2,8.961
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S2036658259-036.UNKNOWN.cnf,1,3862,3862,3749,3711.625,3687,3681,3625,3625,0.0229,0,0.4979,34.6075,2965,35.5469,2982,35.1324,33.4806,38.1613,4,700,685,162,150,0.018,0.2816,0.0551,39.2369,150,149.999,161,4,150.12
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1805176884-064.UNKNOWN.cnf,1,4589,4589,4514,4458.6,4428,4393,4369,4369,0.0111,0,0.7569,25.523,6230,25.7564,6230,25.5761,25.3849,25.9437,2,70,70,15,12,0.0183,1.8067,0.0136,26.3543,12,12.1359,15,2,12.1175
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S915337037-05-SAT.cnf,1,1177,832,813,620.5217,524,440,426,402,0.0077,0.6251,0.41,26.0043,12427,31.2633,14684,29.7639,25.4692,36.1107,5.7057,5500,3944,853,821,0.3312,0.1045,0.1803,39.3582,828,821.844,856,5,824.507
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S630613738-050.SATISFIABLE.cnf,1,4554,4554,4548,4490.3333,4474,4467,4426,4426,0.011,0,0.7726,22.6772,5340,22.8174,5340,22.8112,22.6305,22.8238,2,60,60,13,10,0.0102,1.8593,0.0081,23.2027,10,10.4686,13,2,10.4589
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1830776056-07.SAT.shuffled.cnf,1,4626,4626,4555,4553.1667,4550,4538,4500,4500,0.011,0,0.7747,19.5298,4450,19.7261,4450,19.7796,19.4112,19.8138,2,50,50,12,9,0.0082,1.9818,0.0104,20.046,9,8.8905,12,2,8.9045
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S1238286461-19.SAT.shuffled.cnf,1,4037,4037,4007,3883.75,3857,3813,3795,3795,0.0219,0.0245,0.5161,28.0409,2334,29.0457,2343,28.3541,27.1377,31.0926,4.0037,550,540,130,119,0.0225,0.3261,0.064,32.983,119,119.291,130,4,119.138
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S2084125686-20-SAT.cnf,1,1346,913,670,649,595,531,512,473,0.0094,0.0494,0.462,26.722,7049,28.3808,7478,27.7308,25.741,28.6216,5.0072,2405,2073,463,441,0.3063,0.1448,0.1191,33.4721,440.5,440.959,461,4,439.704
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v350-c1491-S87195105-042.SATISFIABLE.cnf,1,4057,4057,4052,3995.8571,4002,3962,3897,3897,0.0318,0,0.6231,21.3221,1478,21.8966,1491,21.8014,20.3567,22.8852,4,350,337,84,75,0.0137,0.4201,0.0387,23.02,75,75.462,84,4,75.3438
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,15,7,5,4.5135,4,3,2,2,0.0006,0.5004,0.2835,58.5,125264,80.5697,126000,75.3333,46.1429,95.3333,5.8,30000,29301,6433,6419,0.4596,0.1556,0.3632,126.25,6402,4273.67,6402,5,6379.8
SAT_Competition2007/random/2+p/p0.8/v2405/unif2p-p0.8-v2405-c7479-S476496922-18-SAT.cnf,1,1098,862,644,599.5357,557,504,465,448,0.0097,0.0633,0.4448,26.08,7014,27.8635,7478,27.2244,24.7212,28.1959,5.0102,2405,2060,461,440.5,0.2574,0.142,0.1178,32.5549,439,439.954,460,4,440.199
SAT_Competition2007/random/2+p/p0.7/v5500/unif2p-p0.7-v5500-c14685-S1307633938-08-UNSAT.cnf,1,2974,2122,1526,1296.5833,1233,880,710,681,0.0059,0.3063,0.3879,26.1982,12455,33.4542,14684,35.0316,25.3166,40.7512,5.9276,5500,3995,864,837,0.4922,0.1053,0.2022,41.0457,836,836.241,859,5,836.458
SAT_Competition2007/random/LargeSize/7SAT/v240/unif-k7-r85-v240-c20400-S788797920-13.cnf,1,1305,339,268,276.4118,214,192,180,159,0.0117,0,0.7315,46.4515,20400,48.2383,20400,47.6869,45.1359,49.2153,2,240,240,47,40,0.7404,1.1834,0.0676,51.1518,40,40.1152,47,2,39.9013
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1705860047-05-SAT.cnf,1,2305,1518,1087,948.5294,811,651,599,548,0.0082,0.5659,0.4161,27.0391,10498,31.6047,12014,30.5761,25.6779,35.4932,5.7638,4500,3357,734,710,0.4489,0.1152,0.1615,39.4282,711,706.902,734,5,704.497
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S1787347746-067-UNKNOWN.cnf,1,121,80,68,65.5488,63,58,50,44,0.0247,0,0.608,48.1,15000,50.8683,15000,50.6508,46.0625,53.36,3,750,750,158,143,0.2246,0.4032,0.0824,56.3913,144,143,155,3,143.974
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S2058622508-076.SATISFIABLE.cnf,1,4025,4025,3971,3881,3909,3836,3740,3740,0.0303,0,0.5627,29.1703,2309,30.2616,2343,29.6704,28.4443,33.0385,4,550,531,127,117,0.0232,0.3251,0.0615,33.7565,117,117.134,127,4,116.852
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S31505198-038.UNKNOWN.cnf,1,4320,4320,4273,4163.2857,4124,4090,4078,4078,0.0463,0,0.6988,30.8469,3195,31.7884,3195,31.5157,30.3354,32.9055,3,150,150,35,30,0.0212,1.0134,0.0305,33.0958,29,29.6831,35,3,29.7535
