@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC

@DATA
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,0.8664,0.0503,1,0.9702,0.5,2.9827,0.1167,0.9106
SAT_RACE2006/SAT-Race-Benchmarks/maris-s03-gripper11.cnf,1,0.9164,0.1185,0.7916,0.7337,0.3144,1.7838,0.5471,0.9225
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.5497,0.1536,0.7472,0.2511,0.0912,2.8965,0.6263,0.863
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-5.cnf,1,0.0724,0.17,0.0107,0.0001,0.1579,0.9786,0.075,0.5427
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.060-SAT.cnf,1,0.9876,0.1467,0.9186,0.5847,0.5906,1.3643,0.381,0.988
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.5243,0.1468,0.7926,0.3512,0.0861,2.9027,0.5939,0.8684
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p0.cnf,1,0.5236,0.1469,0.7802,0.3056,0.0812,2.8561,0.4749,0.8661
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302,0.9967,0.8727,0.5,4.2533,0.5936,0.9559
SAT_Competition2007/industrial/industrial/narain/clauses-8.cnf,1,0.5361,0.2059,0.9116,0.8251,0.5,1.7972,0.6435,0.7837
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_07_UNSAT.cnf,1,0.0265,0.0102,0.5672,0.4329,0.114,2.6432,0.8724,0.8779
SAT_Competition2007/industrial/industrial/jarvisalo/eq.atree.braun.11.unsat.cnf,1,0.2182,0.2408,0.1765,0.097,0.3216,2.1014,0.988,0.8797
SAT_RACE2008/velev-engi-uns-1.0-4nd.cnf,1,0.7426,0.0808,0.8718,0.7081,0.2146,4.0084,0.9266,0.841
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor016.cnf,1,0.2983,0.2105,0.3114,0.1464,0.3748,2.8812,0.9919,0.7638
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.6147,0.1804,0.7371,0.2365,0.1348,2.8874,0.7374,0.872
SAT_RACE2008/velev-fvp-sat-3.0-b18.cnf,1,0.4972,0.0308,0.808,0.5941,0.5,3.9795,0.491,0.9744
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_33.cnf,1,0.3935,0.0061,0.6916,0.6916,0,0.2896,0.912,0.9996
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1,0.1962,0.1714,0.1741,0.0496,0.2424,2.7463,0.5617,0.5657
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.5147,0.1437,0.7756,0.3367,0.0818,2.9565,0.6016,0.8696
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.3935,0.0061,0.6916,0.6916,0,0.2896,0.9172,0.9996
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,0.4138,0.1742,0.4539,0.2666,0.1473,2.5999,0.6803,0.6448
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,0.381,0.0422,0.667,0.3745,0.2877,4.1022,0.847,0.6394
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,0.6627,0.2406,0.8525,0.7551,0.1711,2.3715,0.7094,0.9394
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,0.5811,0.1487,0.6646,0.3267,0.2227,3.4699,0.365,0.7194
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0.1605,0.1489,0.5839,0.3185,0.434,3.3994,0.643,0.5778
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,0.1144,0.1259,0.6315,0.4656,0.4606,2.794,0.1246,0.4652
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,0.9588,0.0716,0.9333,0.8861,0.1855,1.7572,0.738,0.9646
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,0.2645,0.2139,0.2559,0.1465,0.4589,2.2615,0.7353,0.8274
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,0.5776,0.1666,0.6352,0.2205,0.2025,3.1127,0.661,0.8998
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,0.8762,0.0604,0.9961,0.9904,0.5,3.7126,0.8041,0.9399
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.1253,0.1805,0.1568,0.0396,0.2404,2.258,0.2614,0.7219
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.3399,0.2468,0.1062,0.0794,0.2792,1.8815,0.5565,0.8689
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,0.8293,0.0178,0.9995,0.7693,0.5,4.0372,0.2209,0.9406
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,0.7751,0.1484,0.8851,0.8106,0.0827,2.4435,0.9041,0.8234
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,0.1643,0.1522,0.4477,0.1656,0.2865,3.0197,0.6541,0.586
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,0.9263,0.0121,1,0.9978,0.5,4.2548,0.0691,0.9762
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.0807,0.171,0.0044,0.0001,0.2106,0.8221,0.1129,0.5286
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,0.8795,0.0584,0.9936,0.9584,0.5,3.9568,0.3654,0.9299
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.585,0.1733,0.7644,0.2751,0.1345,2.8426,0.7175,0.8731
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,0.401,0.0718,0.7812,0.3948,0.3646,3.7986,0.5482,0.5813
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.3922,0.0075,0.692,0.692,0,0.0208,0.9405,0.9994
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.1291,0.1264,0.6619,0.5458,0.4548,2.7419,0.1213,0.4442
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,0.2904,0.2016,0.3069,0.1418,0.4094,2.6553,0.9103,0.7714
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,0.1248,0.1314,0.6297,0.4463,0.4708,2.8815,0.1005,0.4689
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.2993,0.2009,0.337,0.1583,0.3296,2.9811,0.2261,0.6497
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,0.2298,0.1571,0.6866,0.5426,0.312,2.0588,0.5659,0.6918
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,0.3196,0.2434,0.0917,0.0715,0.2788,1.3426,0.1381,0.8801
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,0.0229,0.0096,0.5366,0.3694,0.2033,2.5209,0.8129,0.9179
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,0.4007,0.2383,0.4935,0.1048,0.2314,2.0674,0.3611,0.8401
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,0.0244,0.0101,0.5248,0.4513,0.1681,2.3619,0.8561,0.9015
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,0.1381,0.1291,0.6562,0.5147,0.4629,2.7281,0.0817,0.4528
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0.0718,0.1696,0.0104,0.0001,0.1579,0.971,0.0907,0.5408
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0.0826,0.172,0.006,0.0002,0.2106,0.8469,0.1059,0.5337
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,0.7671,0.0747,0.9003,0.734,0.4734,4.0345,0.6542,0.8811
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.6349,0.1832,0.6811,0.2634,0.2008,3.0656,0.6764,0.8875
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.0718,0.1696,0.0103,0.0001,0.1579,0.9713,0.0809,0.5407
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,0.3324,0.2051,0.4679,0.2337,0.1985,2.9669,0.7052,0.7743
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,0.093,0.2103,0.156,0.1488,1,1.7663,0.431,0.8329
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,0.1379,0.1345,0.6115,0.3843,0.4595,2.9736,0.1617,0.475
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.9607,0.0573,0.9834,0.9619,0.5,1.6815,0.4021,0.9978
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.8536,0.1112,0.7047,0.6004,0.1168,1.9147,0.9316,0.8564
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0.3914,0.0085,0.6934,0.6934,0,0.3614,0.9396,0.9993
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0.3927,0.007,0.6916,0.6916,0,0,0.9287,0.9995
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,0.1544,0.1827,0.1584,0.0452,0.2404,2.3887,0.3592,0.7291
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,0.1217,0.1378,0.6214,0.4357,0.4587,2.94,0.1571,0.4629
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,0.4291,0.08,0.7862,0.4445,0.3243,3.8206,0.6961,0.6036
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,0.9608,0.057,0.9835,0.962,0.5,1.6503,0.2498,0.9978
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.2605,0.2003,0.3059,0.1196,0.4996,2.1336,0.2788,0.7861
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0.5133,0.1451,0.7735,0.3183,0.0822,2.9245,0.3142,0.87
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,0.6615,0.2411,0.8533,0.7532,0.1715,2.3252,0.6519,0.9409
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0.5753,0.1656,0.6486,0.2039,0.2021,3.0708,0.536,0.9015
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.5625,0.155,0.7734,0.2554,0.095,2.8898,0.6177,0.8596
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,0.1674,0.1786,0.1194,0.0573,0.2371,1.3141,0.5928,0.5703
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,0.5361,0.2059,0.9116,0.8251,0.5,1.7972,0.6609,0.7837
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0.7715,0.1476,0.8832,0.8029,0.0951,2.5823,0.8739,0.8199
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,0.3015,0.1873,0.2953,0.1295,0.3944,2.5396,0.7711,0.743
SAT_RACE2008/marijn-philips.cnf,1,0.1856,0.2233,0.2595,0.1789,0.3251,1.8379,0.9888,0.7674
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.6204,0.1296,0.626,0.221,0.3217,3.4396,0.1918,0.7904
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,0.3897,0.1467,0.7588,0.3297,0.5,3.3433,0.2302,0.6828
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,0.1379,0.1345,0.6115,0.3843,0.4595,2.9736,0.1871,0.475
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0.392,0.0078,0.6923,0.6923,0,0.0313,0.9512,0.9994
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.6431,0.1944,0.5688,0.1888,0.0935,2.7473,0.7275,0.8544
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,0.0805,0.1709,0.0043,0.0001,0.2106,0.8229,0.1146,0.5284
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0.8151,0.0673,0.9929,0.9801,0.5,3.8171,0.5488,0.932
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,0.1583,0.1805,0.1159,0.0631,0.2819,1.4576,0.597,0.5654
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,0.6848,0.0242,0.8566,0.4382,0.5,4.2559,0.9236,0.7614
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/xinetd/xinetd_vc56703.cnf,1,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04a.cnf,1,0.7426,0.0808,0.8718,0.7081,0.2146,4.0084,0.9783,0.841
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0.8955,0.0332,0.9916,0.6837,0.5,3.997,0.5009,0.9161
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.6352,0.0363,0.9987,0.9749,0.5,4.1235,0.5129,0.9589
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.961,0.0569,0.9835,0.9617,0.5,1.7403,0.3698,0.9978
SAT_RACE2008/manol-pipe-c6bidw_i.cnf,1,0.1273,0.1341,0.6128,0.4104,0.4419,2.9427,0.1392,0.4693
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302,0.9967,0.8727,0.5,4.2533,0.6303,0.9559
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.8645,0.051,1,0.9701,0.5,3.0266,0.2372,0.9094
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,0.5118,0.1559,0.5813,0.2011,0.2649,3.2477,0.1986,0.7262
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,0.2775,0.1868,0.4698,0.1653,0.7685,2.5977,0.1933,0.6213
SAT_Competition2011/SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,0.0026,0.1733,0.1527,0.1508,1,0.6838,0.5923,0.5976
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.5979,0.1643,0.6919,0.2353,0.0909,2.869,0.5971,0.8484
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.8645,0.051,1,0.9701,0.5,3.0266,0.3469,0.9094
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_28.cnf,1,0.3925,0.0073,0.6918,0.6918,0,0.0178,0.9332,0.9995
SAT_RACE2006/SAT-Race-Benchmarks/aloul-chnl11-13.cnf,1,0.9091,0.1515,0.8452,0.8452,0.2033,0,0.9169,0.9091
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.2303,0.1565,0.6453,0.5013,0.3031,2.2168,0.5086,0.6928
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,0.5844,0.1767,0.619,0.3252,0.4551,3.2054,0.1807,0.7666
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.2829,0.1935,0.3149,0.1466,0.453,2.2935,0.5643,0.7788
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,1,0.0694,0.0977,0.6575,0.6462,1,1.9366,0.0357,0.8503
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-25.cnf,1,0.243,0.1736,0.3841,0.1778,0.2413,2.5841,0.3246,0.6403
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-3.cnf,1,0.0722,0.1699,0.0107,0.0001,0.1579,0.9811,0.0794,0.5427
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,0.6521,0.1648,0.7828,0.5079,0.4571,2.5241,0.479,0.7857
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0.6234,0.1828,0.7391,0.2407,0.1349,2.8797,0.613,0.8695
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-02.cnf,1,0.2203,0.1769,0.2147,0.0507,0.2275,2.7421,0.7471,0.5794
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f9n.cnf,1,0.1428,0.1301,0.6454,0.4505,0.4587,2.9581,0.3178,0.5157
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9898,0.1447,0.9466,0.6157,0.616,1.2996,0.5843,0.9899
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.3052,0.1997,0.2335,0.0979,0.1745,1.9804,0.0724,0.751
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,0.5394,0.2054,0.9491,0.8172,0.5,1.7079,0.4856,0.7926
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0.1794,0.1378,0.5882,0.3169,0.2089,2.5871,0.5918,0.5677
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h50-sat.cnf,1,0.3773,0.0267,0.8995,0.5206,0.5,4.1321,0.4507,0.6368
SAT-Race-2010-CNF/hardware-verification/manolios/c9idw.cnf,1,0.1238,0.1343,0.6295,0.464,0.4716,2.8639,0.157,0.468
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,0.114,0.133,0.6042,0.431,0.4657,2.8998,0.1901,0.4807
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.2297,0.1555,0.6884,0.5555,0.3026,1.9969,0.6009,0.6936
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-30-h29-unsat.cnf,1,0.3842,0.0422,0.6682,0.3751,0.2889,4.1025,0.7241,0.6413
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,0.3121,0.1818,0.3926,0.1647,0.2634,2.5713,0.9162,0.6876
SAT_Competition2007/industrial/industrial/narain/clauses-6.cnf,1,0.5336,0.2057,0.8816,0.8196,0.5,1.9619,0.6202,0.7814
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.1805,0.1374,0.53,0.3625,0.2939,2.6911,0.3871,0.5318
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,0.1212,0.141,0.5918,0.2801,0.434,3.0438,0.3084,0.5858
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.0403,0.029,0.6451,0.4752,0.5,1.6893,0.392,0.1416
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-16.cnf,1,0.1674,0.1786,0.1194,0.0573,0.2371,1.3141,0.586,0.5703
SAT-Race-2010-CNF/hardware-verification/velev/9dlx_vliw_at_b_iq9.cnf,1,0.9227,0.0418,0.999,0.9595,1,4.2401,0.1998,0.9438
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.7657,0.0322,0.4921,0.3765,1,0.0896,0.3776,0.7657
SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.1001,0.2369,0.1201,0.0471,0.3924,1.6395,0.0508,0.6173
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,0.6564,0.2404,0.8522,0.7473,0.1722,2.3725,0.6524,0.939
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.5298,0.1364,0.6023,0.3385,0.2809,3.6888,0.0777,0.6673
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9n.cnf,1,0.1428,0.1301,0.6454,0.4505,0.4587,2.9581,0.2412,0.5157
SAT-Race-2010-CNF/cryptography/desgen/gss-20-s100.cnf,1,0.6615,0.2411,0.8533,0.7532,0.1715,2.3252,0.6742,0.9409
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,0.503,0.1397,0.6744,0.4247,0.4896,3.5458,0.1077,0.6327
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.8293,0.1515,0.8295,0.82,0.2149,0,0.8655,0.8293
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,0.2604,0.2004,0.3508,0.1451,0.4998,2.0293,0.3439,0.7876
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.512,0.1447,0.7791,0.3533,0.0811,2.9701,0.5034,0.8693
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,1,0.2727,0.1739,0.3271,0.1011,0.2783,2.3058,0.871,0.6343
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.5114,0.1561,0.583,0.2043,0.2645,3.2519,0.2233,0.7261
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,0.9501,0.0233,0.9992,0.9776,1,4.249,0.5484,0.9566
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12072.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.3179,0.1963,0.4133,0.2135,0.2415,2.9871,0.1162,0.7239
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.1486,0.145,0.6008,0.313,0.4567,3.2307,0.3834,0.5003
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.0266,0.0111,0.5234,0.4209,0.1698,2.3353,0.8571,0.9016
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-rotmul.cnf,1,0.2259,0.1634,0.7033,0.5237,0.3087,2.122,0.3552,0.6985
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-300.cnf,1,0.2361,0.2155,0.1825,0.0921,0.4803,2.8083,0.1179,0.7079
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq1.cnf,1,0.8694,0.0692,0.895,0.7398,0.4629,3.9885,0.5518,0.9168
SAT_Competition2011/SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.9227,0.1096,0.7917,0.7504,0.3191,1.6906,0.5493,0.9275
SAT_RACE2008/een-tip-sat-nusmv-t5.B.cnf,1,0.3105,0.2017,0.4213,0.2144,1,3.2998,0.6516,0.6968
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.3719,0.0774,0.8199,0.6945,0.4592,1.9719,0.3088,0.4899
SAT_RACE2008/een-pico-prop00-75.cnf,1,0.3778,0.1994,0.4902,0.3081,0.3942,3.1686,0.1333,0.6853
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,1,0.6355,0.0364,0.9987,0.9748,0.5,4.1238,0.6538,0.9588
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b7.cnf,1,0.9264,0.0121,1,0.9978,0.5,4.251,0.3965,0.9761
SAT_Competition2011/SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.282,0.2853,0.3152,0.0908,0.3288,0.7916,0.5257,0.9742
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-g10nid.cnf,1,0.1381,0.1291,0.6561,0.5175,0.4632,2.7281,0.1061,0.4528
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc950.cnf,1,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.4984,0.266,0.4975,0.3233,0.2921,2.5807,0.9922,0.8412
