@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC

@DATA
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom22.cnf,1,0.1567,0.5971,0.5628,0.2723,0.0398,0.1209,0.2453,0.1804,0.7209,?,0.3806,?,2.2303,?,0.9935,0.8955
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,0.3083,0.6329,0.5116,0.3363,0.1322,0.2331,0.1742,0.1991,0.7369,?,0.5255,?,2.5292,?,0.9999,0.6644
./SAT02/industrial/aloul/Homer/homer16.shuffled.cnf,1,0.8199,0.8301,0.8301,0.8191,0.8082,0.8258,0,0.1653,0.8258,0.0145,0.6143,0.0273,0,0.1446,0.8306,0.0129
SAT_RACE08/Q1/SAT_dat.k85.cnf,1,0.626,0.9363,0.8409,0.5441,0.221,0.6204,0.2054,0.1296,0.7904,?,0.7078,?,3.4396,?,0.9866,0.5928
./SAT11/application/manthey/traffic/traffic_fb_unknown.cnf,1,0.1609,0.5459,0.4201,0.2444,0.0415,0.0691,0.0511,0.043,0.1927,?,0.1242,?,1.8378,?,1,0.9655
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.5329,0.7856,0.663,0.5156,0.363,0.1805,0.104,0.1374,0.5318,?,0.4323,?,2.6911,?,0.9954,0.402
./SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,0.7346,0.9919,0.9394,0.6738,0.4699,0.8552,0.2988,0.0269,0.9576,?,0.6858,?,4.3219,?,1,0.4236
./SAT09/APPLICATIONS/crypto/md5gen/gus-md5-11.cnf,1,0.0144,0.393,0.1034,0.0983,0.0015,0.0615,0.0428,0.1746,0.5559,0,0.5127,0.0002,1.0543,0.0009,0.7455,1.591
SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0.9496,0.9965,0.985,0.7934,0.7268,0.8894,0.2954,0.0402,0.9129,?,0.9116,?,4.037,?,1,0.3936
SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0044,0.3646,0.0606,0.0751,0.0001,0.0806,0.0382,0.171,0.5286,0,0.529,0.0003,0.8222,0.0007,0.6533,1.9019
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.035-NOTKNOWN.cnf,1,0.9249,0.9546,0.9448,0.7009,0.3038,0.9758,0.1616,0.1548,0.9826,?,0.9732,?,2.3684,?,1,0.4669
SAT_RACE08/cnf/manol-pipe-c6bidw_i.cnf,1,0.6128,0.8503,0.7352,0.5525,0.4103,0.1273,0.1541,0.1341,0.4693,?,0.4607,?,2.9427,?,1,0.4599
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.2335,0.5295,0.4317,0.2643,0.0979,0.3052,0.0905,0.1997,0.751,?,0.4767,?,1.9804,?,0.7505,0.7212
./SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9444,0.9952,0.9813,0.8138,0.6155,0.9911,0.229,0.1425,0.9912,?,0.9911,?,1.2721,?,1,0.3021
./SAT02/industrial/biere/dinphil/dp10s10.shuffled.cnf,1,0.4483,0.6805,0.6035,0.4127,0.2135,0.3337,0.1031,0.2058,0.8019,0.0007,0.5337,0.0027,2.931,0.023,0.9619,0.5477
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,0.1187,0.3247,0.2293,0.1562,0.0522,0.2762,0.065,0.2402,0.8859,?,0.5027,?,1.6253,?,1,0.8905
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_3_keyfind_1.cnf,1,0.0252,0.2242,0.1022,0.0726,0.0027,0.0181,0.0691,0.2042,0.4828,0.0041,0.4079,0.0124,1.782,0.0231,0.3961,1.33
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtvisns3p00-tseitin.cnf,1,0.4828,0.6197,0.5867,0.4444,0.3147,0.2069,0.1266,0.1524,0.582,?,0.4736,?,2.9368,?,1,0.399
./SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.1654,0.4588,0.3812,0.2247,0.0669,0.1658,0.086,0.2115,0.7275,0,0.5386,0.0002,1.9771,0.0038,0.9899,0.8244
./SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.1557,0.506,0.4367,0.2239,0.0366,0.143,0.0603,0.2042,0.6863,?,0.5315,?,1.4328,?,0.9797,0.9004
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.5357,0.7696,0.747,0.5145,0.3276,0.1486,0.1006,0.1315,0.5402,?,0.4672,?,2.7601,?,0.9965,0.4362
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0104,0.3671,0.0878,0.082,0.0001,0.0718,0.0385,0.1696,0.5407,0,0.5294,0.0002,0.9718,0.0005,0.6755,1.7491
./SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.5921,0.7373,0.6667,0.5978,0.5268,0.7903,0.0716,0.044,0.7903,?,0.593,?,0.1101,?,1,0.178
./SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,0.6145,0.8473,0.7834,0.5093,0.1969,0.5673,0.1585,0.1586,0.9277,0,0.745,0.0001,3.1308,0.0002,0.9899,0.5996
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.9987,1,1,0.9131,0.9749,0.6352,0.2697,0.0363,0.9589,?,0.9569,?,4.1235,?,1,0.2157
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t1.cnf,1,0.4122,0.8405,0.7388,0.4265,0.1056,0.4945,0.164,0.1222,0.9389,0,0.711,0.0001,3.2567,0.0003,1,0.7467
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-eijkbs6669-tseitin.cnf,1,0.1209,0.4649,0.2679,0.1857,0.0447,0.1174,0.0712,0.2072,0.7211,0,0.5045,0.0001,2.0203,0.0012,1,1.0514
./SAT11/application/manthey/traffic/traffic_3_uc_sat.cnf,1,0.2868,0.5937,0.4769,0.3098,0.135,0.1502,0.0724,0.1078,0.3751,?,0.2515,?,2.6568,?,1,0.6552
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom16.cnf,1,0.1573,0.5934,0.5459,0.267,0.0401,0.1379,0.2424,0.1814,0.7246,?,0.3829,?,2.3275,?,0.9918,0.8928
./SAT02/industrial/aloul/Homer/homer14.shuffled.cnf,1,0.7975,0.8016,0.7993,0.7966,0.7939,0.8086,0,0.1286,0.8086,0.0129,0.6348,0.0238,0,0.1157,0.8038,0.005
./SAT03/industrial/li/li-exam/li-exam-61.shuffled-as.sat03-366.cnf,1,0.1253,0.3373,0.2749,0.1683,0.0555,0.1065,0.2306,0.2381,0.6188,0,0.454,0.0002,1.6689,0.005,1,0.7824
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step12.cnf,1,0.7383,0.9646,0.9587,0.6381,0.3109,0.9285,0.3207,0.0981,0.9506,?,0.9287,?,3.2568,?,1,0.5443
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,0.5504,0.5886,0.5697,0.4046,0.155,0.1436,0.1831,0.1966,0.8364,?,0.425,?,2.0616,?,0.9924,0.5682
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin.cnf,1,0.2338,0.7509,0.4687,0.3091,0.0917,0.2174,0.1844,0.2148,0.5776,0.0001,0.5174,0.0006,3.1361,0.0076,0.9999,0.8385
./SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.8224,0.8536,0.8364,0.7301,0.7608,0.3719,0.2553,0.0774,0.4899,?,0.4298,?,1.9719,?,1,0.3065
./SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,0.4354,0.8736,0.8103,0.4703,0.1386,0.6162,0.1592,0.2033,0.8738,0,0.7471,0,2.4933,0.0003,1,0.6924
./SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,0.1062,0.3909,0.3209,0.1845,0.0794,0.3399,0.0733,0.2468,0.8689,0.0006,0.5256,0.0016,1.8815,0.0112,0.7834,0.7835
./SAT11/application/manthey/traffic/traffic_f_unknown.cnf,1,0.1451,0.513,0.4137,0.2324,0.0391,0.0669,0.0395,0.0416,0.1885,?,0.121,?,1.6787,?,1,0.986
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT.cnf,1,0.9466,0.9952,0.9848,0.8141,0.6157,0.9899,0.2287,0.1447,0.99,?,0.9899,?,1.2856,?,1,0.3054
SAT-Race-2010-CNF/software-verification/nec/hard-25-U-7061.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT03/industrial/schuppan/l2s/dme-03-1-k247-unsat.shuffled-as.sat03-407.cnf,1,0.1484,0.4062,0.3045,0.1871,0.0384,0.1331,0.1379,0.172,0.7697,?,0.473,?,2.0429,?,1,0.8988
./SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0.6918,0.6918,0.6918,0.6919,0.6918,0.3938,0.0012,0.0058,0.9997,?,0.9997,?,0.2847,?,0.6983,0.0016
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.150-SAT.cnf,1,0.9837,0.9946,0.992,0.9616,0.9619,0.9614,0.3269,0.0563,0.9979,?,0.9614,?,1.6665,?,0.9998,0.0997
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_1_keyfind_1.cnf,1,0.0096,0.152,0.0564,0.0495,0.0005,0.0925,0.0554,0.1779,0.3915,0.004,0.2896,0.021,1.3606,0.036,0.4255,1.5776
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.8308,0.9557,0.9521,0.6301,0.2507,0.8949,0.2933,0.1503,0.9609,0,0.901,0.0001,3.0324,0.0033,1,0.5744
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.060-NOTKNOWN.cnf,1,0.9329,0.9824,0.9568,0.8884,0.8855,0.9587,0.2542,0.0718,0.9645,?,0.9587,?,1.7881,?,0.999,0.1715
./SAT11/application/leberre/2dimensionalstrippacking/E04F19.cnf,1,0.8713,0.9548,0.9109,0.8527,0.8235,0.07,0.225,0.0273,0.1357,?,0.9462,?,1.2164,?,0.9995,0.1374
./SAT11/application/leberre/2dimensionalstrippacking/E04F20.cnf,1,0.9426,0.9916,0.9766,0.8881,0.844,0.0489,0.2174,0.0187,0.0947,?,0.9517,?,1.2897,?,1,0.1607
./SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug6.cnf,1,0.9987,1,1,0.913,0.9748,0.6355,0.2698,0.0364,0.9588,?,0.9568,?,4.1237,?,1,0.2158
./SAT05/industrial/maris05/Ferry/ferry5_ks99i.renamed-as.sat05-3994.cnf,1,0.9237,0.9776,0.9676,0.8294,0.7438,0.8604,0.217,0.0764,0.9472,0.0002,0.8678,0.0028,2.5679,0.0412,0.9941,0.2588
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvisns3p02-tseitin.cnf,1,0.4774,0.6196,0.5864,0.442,0.3146,0.2076,0.1257,0.1523,0.5821,?,0.4732,?,2.9173,?,1,0.4023
SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.9967,1,1,0.8623,0.8727,0.8385,0.2722,0.0302,0.9559,?,0.955,?,4.2533,?,1,0.2871
./SAT11/application/fuhs/AProVE11/AProVE11-09.cnf,1,0.1435,0.4741,0.3326,0.2064,0.0489,0.1594,0.0757,0.1979,0.6767,?,0.5668,?,1.9089,?,0.9425,0.9054
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.8792,0.9482,0.9363,0.6305,0.1619,0.9544,0.3145,0.1248,0.9642,0,0.9546,0,2.5393,0.0017,0.9927,0.6027
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,0.337,0.7264,0.5433,0.3631,0.1583,0.2993,0.1211,0.2009,0.6497,0,0.5144,0.0003,2.9811,0.0022,1,0.6907
./SAT07/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,0.8382,0.9897,0.964,0.6814,0.3999,0.7799,0.3374,0.0171,0.8155,?,0.8591,?,4.2176,?,1,0.4807
./SAT03/industrial/schuppan/l2s/bc57-sensors-1-k303-unsat.shuffled-as.sat03-406.cnf,1,0.2003,0.696,0.4472,0.28,0.0613,0.1886,0.1627,0.1841,0.8371,?,0.5027,?,2.545,?,1,0.9138
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_3_keyfind_1.cnf,1,0.0022,0.0906,0.0362,0.0233,0.0001,0.0219,0.018,0.0819,0.1617,?,0.1288,?,0.9854,?,0.1877,1.6361
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.025-NOTKNOWN.cnf,1,0.915,0.9428,0.9362,0.6662,0.2846,0.9701,0.1617,0.157,0.9791,0,0.9666,0.0003,2.4951,0.0043,1,0.5398
./SAT09/APPLICATIONS/diagnosis/UR-20-10p0.cnf,1,0.8109,0.9733,0.8885,0.6752,0.4076,0.5233,0.1483,0.1457,0.871,0,0.6964,0,2.9439,0.0002,1,0.4357
./SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.2633,0.5103,0.4871,0.2888,0.1335,0.2608,0.1798,0.2143,0.8199,?,0.5142,?,2.3703,?,0.8689,0.6909
./SAT11/application/leberre/2dimensionalstrippacking/E02F22.cnf,1,0.962,0.9988,0.9838,0.9132,0.8777,0.0236,0.2282,0.0091,0.0449,?,0.9749,?,1.1107,?,1,0.1332
./SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.8535,0.9256,0.9016,0.7551,0.7552,0.6614,0.1523,0.2408,0.9401,0.0001,0.894,0.0004,2.3542,0.0037,0.9727,0.3368
./SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,0.6643,0.8644,0.7606,0.6102,0.5468,0.1291,0.1566,0.1264,0.4442,?,0.4753,?,2.7419,?,1,0.3885
./SAT07/industrial/fuhs/hard/AProVE07-03.cnf,1,0.1137,0.5788,0.2715,0.1929,0.0367,0.1305,0.0986,0.1746,0.5653,0.0007,0.5369,0.0062,1.9873,0.0676,0.886,1.0953
./SAT11/application/leberre/2dimensionalstrippacking/E00X23.cnf,1,0.9695,0.9956,0.9854,0.9219,0.8936,0.0168,0.2308,0.0064,0.0336,?,0.9583,?,0.9299,?,1,0.1248
./SAT03/industrial/goldberg/hard_eq_check/c6288mul.miter.shuffled-as.sat03-346.cnf,1,0.4867,0.7014,0.5854,0.4882,0.3692,0.2298,0.0831,0.1552,0.6932,0.0001,0.4618,0.0009,2.6157,0.0069,0.9545,0.3228
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.9765,0.9998,0.9982,0.7613,0.4989,0.9842,0.3198,0.0404,0.9853,?,0.9842,?,3.1007,?,1,0.4669
SAT_RACE08/cnf/manol-pipe-f7nidw.cnf,1,0.6556,0.8747,0.77,0.6065,0.5301,0.1277,0.1536,0.1255,0.4591,?,0.4827,?,2.8031,?,1,0.4071
./SAT11/application/leberre/2dimensionalstrippacking/korf-17.cnf,1,0.8227,0.8945,0.8689,0.8426,0.8195,0.1682,0.2267,0.0667,0.2892,?,0.9342,?,1.267,?,0.9783,0.0527
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_10_keyfind_1.cnf,1,0.0027,0.0909,0.0373,0.0247,0.0001,0.0148,0.0186,0.0799,0.1652,?,0.1217,?,1.0256,?,0.2012,1.5796
./SAT07/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,0.7644,0.8866,0.8447,0.5835,0.2751,0.585,0.1638,0.1733,0.8731,0,0.732,0,2.8426,0.0001,0.9626,0.5482
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.3059,0.6351,0.5232,0.3403,0.1195,0.2605,0.1515,0.2003,0.7861,?,0.579,?,2.1336,?,0.9997,0.6729
