@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S840292785-048-UNKNOWN.cnf,1,13,21,11,8.4949,8,5,3,5,0.001,0.6342,51.5455,57,0.0003,0.0882,0.4355,72.4741,71.5714,0.2786,84.8889,5.33,0.1007,0.0003,0,0.0003,0.0005,94.5714,0.0002,0.0002,0.0002,84000,83430,0.0001
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S785747282-100.UNKNOWN.cnf,1,4094,4094,4063,3981.1429,3963,3921,3833,3833,0.0265,0,20.7745,22.4467,0.0148,0,0.0216,23.2675,22.9368,0.5689,24.2862,4,0.377,0.0094,0.0059,0.0101,0.0141,26.3246,0.0076,0.0076,0.0076,1704,1699,0.0038
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S973075635-083.SATISFIABLE.cnf,1,3727,3727,3309,2610.4,3198,1488,849,941,0.0183,0.1048,28.271,34.8253,0.0082,0.0363,0.3927,36.0018,37.4212,0.4974,38.1539,4.0218,0.2735,0.0044,0.0013,0.0068,0.0088,42.0565,0.0041,0.0041,0.0041,3195,3175,0.002
SAT11/random/large/unif-k7-r85-v250-c21250-S981492757-074-UNKNOWN.cnf,1,326,681,225,233.4138,206,188,149,157,0.0117,0,46.3103,47.3826,0.0117,0,0.4387,49.0404,48.6606,0.7239,50.2207,2,1.1752,0.0025,0.0117,0.028,0.0309,51.4126,0.028,0.028,0.028,21250,21250,0.0017
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S812011128-009.SATISFIABLE.cnf,1,3684,3684,3680,3632.7143,3634,3596,3558,3558,0.0178,0.0199,33.6874,34.402,0.0087,0.0135,0.0127,36.7479,35.6602,0.6005,39.8978,4.0029,0.2798,0.0057,0.0034,0.0073,0.0091,42.7725,0.0044,0.0044,0.0044,2982,2973,0.0021
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1059781282-048.UNKNOWN.cnf,1,4390,4390,4366,4291.2857,4276,4227,4225,4225,0.0465,0.5651,22.4662,22.6494,0.0458,0.1581,0.0139,23.2857,23.4563,0.7153,23.8321,2.7475,1.2178,0.0146,0.0441,0.05,0.0657,24.3319,0.05,0.05,0.05,2130,2130,0.0098
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1230934123-063.UNKNOWN.cnf,1,3942,3942,3895,3746.7143,3717,3640,3596,3596,0.02,0.3509,33.7646,33.9146,0.0089,0.0767,0.0319,35.9109,36.0186,0.5054,38.2768,4.1121,0.2778,0.0061,0.0007,0.0074,0.0099,38.4498,0.0045,0.0045,0.0044,2982,2944,0.0022
SAT11/random/large/unif-k7-r85-v250-c21250-S655589261-059-UNKNOWN.cnf,1,296,879,238,245.963,214,181,138,169,0.0117,0,45.6698,47.0828,0.0117,0,0.5786,49.0707,48.861,0.7321,50.4122,2,1.1867,0.0025,0.0117,0.028,0.0307,51.4703,0.028,0.028,0.028,21250,21250,0.0018
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,4026,4026,3898,3828,3818,3729,3687,3687,0.0204,0.0229,29.2721,30.6715,0.0103,0.0146,0.0284,32.104,31.0973,0.5622,34.8876,4.0034,0.3066,0.0063,0.0039,0.0068,0.0102,35.8885,0.0052,0.0052,0.0051,2556,2543,0.0025
SAT11/random/large/unif-k5-r20-v1000-c20000-S72635791-098-UNKNOWN.cnf,1,59,99,46,44.4141,42,38,27,34,0.0216,0,50.3556,52.8043,0.0165,0,0.2539,56.3427,56.0606,0.5756,58.9524,3,0.343,0.0017,0.0124,0.005,0.0066,63.5918,0.005,0.005,0.005,20000,20000,0.0009
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S295912653-089.UNKNOWN.cnf,1,4526,4526,4450,4408.8571,4409,4352,4322,4322,0.0463,0.5221,18.0614,18.2838,0.0462,0.1858,0.0147,18.7653,18.8662,0.7155,18.9789,2.2162,1.3303,0.0207,0.0451,0.0667,0.0802,19.8559,0.0667,0.0667,0.0667,1597,1597,0.0124
SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,32,42,28,24.1927,23,20,15,18,0.0147,0,56.8421,61.1304,0.0117,0,0.2361,67.5144,67,0.5617,71.9091,3,0.2606,0.0012,0.0086,0.0033,0.0043,78.913,0.0033,0.0033,0.0033,30000,30000,0.0006
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S761041117-050.UNKNOWN.cnf,1,4084,4084,4063,3988.8571,3975,3939,3926,3926,0.0326,0,20.9629,21.2002,0.0173,0,0.0142,21.9459,21.3371,0.6274,23.4184,4,0.4003,0.0102,0.0068,0.0147,0.017,23.9008,0.0089,0.0089,0.0088,1491,1471,0.0045
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S1295196126-061.UNKNOWN.cnf,1,4162,4162,4105,4090.1429,4087,4065,4046,4046,0.0537,0,17.0346,17.1792,0.0238,0,0.0086,17.8444,18.1321,0.716,18.4219,4,0.4897,0.017,0.0104,0.0204,0.0283,18.6303,0.0124,0.0124,0.0122,1065,1061,0.0062
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S313385224-076-UNKNOWN.cnf,1,13,19,10,8.5196,8,6,2,5,0.001,0.6139,51,59.5833,0.0003,0.0867,0.4218,72.0619,68,0.2682,85,5.3036,0.1109,0.0003,0,0.0003,0.0005,97.8,0.0002,0.0002,0.0002,84000,83454,0.0001
SAT11/random/large/unif-k5-r20-v2000-c40000-S394483079-002-UNKNOWN.cnf,1,24,35,19,17.3279,17,14,9,12,0.0119,0,60.381,67.3182,0.0091,0,0.265,74.9631,73.7333,0.5487,81.5294,3,0.2312,0.0008,0.0067,0.0025,0.0034,89.8,0.0025,0.0025,0.0025,40000,40000,0.0005
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1610857498-043.SATISFIABLE.cnf,1,3933,3933,3931,3834.4286,3834,3752,3745,3745,0.0244,0,28.0219,28.8143,0.0111,0,0.0194,30.6014,29.2537,0.5884,34.216,4,0.3241,0.006,0.0034,0.0093,0.0124,34.6178,0.0056,0.0056,0.0056,2343,2333,0.0027
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S332580795-055.SATISFIABLE.cnf,1,4424,4424,4334,4299.4286,4285,4258,4213,4213,0.0465,0.6293,23.0009,23.0862,0.0458,0.1747,0.0143,23.5681,23.3584,0.7169,24.1271,2.6768,1.1963,0.0131,0.0437,0.05,0.0592,24.8474,0.05,0.05,0.05,2130,2130,0.0089
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,4054,4054,3945,3851.5714,3829,3790,3676,3676,0.0279,0.0247,27.325,29.1189,0.0113,0.0153,0.0287,30.303,29.5715,0.5172,32.2778,4.0037,0.3215,0.0064,0.0043,0.0093,0.0146,34.6534,0.0057,0.0057,0.0056,2343,2329,0.0027
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S900569154-026.SATISFIABLE.cnf,1,3924,3924,3836,3690.5714,3650,3586,3543,3543,0.0199,0,32.6463,34.0771,0.0089,0,0.0346,35.7248,34.6768,0.5215,39.5295,4,0.2802,0.0061,0.0034,0.0073,0.0101,39.6789,0.0045,0.0045,0.0044,2982,2964,0.0022
SAT11/random/medium/unif-k7-r89-v60-c5340-S1720200795-004.UNKNOWN.cnf,1,4604,4604,4544,4513.8,4484,4471,4466,4466,0.011,0,22.4522,22.571,0.011,0,0.0117,22.7185,22.7194,0.7658,22.8019,2,1.8664,0.0094,0.011,0.1167,0.1266,23.0478,0.1167,0.1167,0.1167,5340,5340,0.0071
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S895938734-057-UNKNOWN.cnf,1,7,14,5,3.7416,3,2,1,1,0.0005,0.2103,58.3333,75.25,0.0002,0.038,0.6565,102.9991,94,0.2572,122,5.9459,0.5372,0.0001,0,0.0001,0.0003,159.3333,0.0001,0.0001,0.0001,168000,166834,0
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1440346932-010.SATISFIABLE.cnf,1,4145,4145,4086,3945.5714,3880,3863,3851,3851,0.0325,0,22.107,24.3142,0.0158,0,0.0282,24.9519,24.8235,0.6299,26.8713,4,0.3849,0.0101,0.0059,0.0104,0.0166,27.0924,0.008,0.008,0.0078,1704,1690,0.0039
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S797651048-056.UNKNOWN.cnf,1,4114,4114,3974,3960.8571,3947,3912,3879,3879,0.0323,0,20.8267,21.7804,0.0169,0,0.0176,22.4803,22.2083,0.5996,22.8178,4,0.4089,0.0094,0.0081,0.0115,0.0168,25.1957,0.0087,0.0087,0.0086,1491,1487,0.0044
SAT11/random/large/unif-k5-r20-v1500-c30000-S877088425-001-UNKNOWN.cnf,1,33,47,29,25.2957,24,21,15,18,0.0151,0,55.0645,59.1905,0.0117,0,0.2555,65.672,65.7872,0.5684,72.1739,3,0.2922,0.0011,0.0085,0.0033,0.0044,75.3929,0.0033,0.0033,0.0033,30000,30000,0.0006
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1565617179-002.UNKNOWN.cnf,1,3829,3829,3748,3689.4286,3683,3615,3580,3580,0.023,0,33.4007,33.4143,0.009,0,0.0207,35.3137,34.3028,0.5179,38.3474,4,0.2854,0.0057,0.0034,0.0074,0.0108,38.5529,0.0045,0.0045,0.0044,2982,2960,0.0023
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S481747904-003.SATISFIABLE.cnf,1,4005,4005,3987,3887.5714,3887,3818,3755,3755,0.0265,0,25.7134,27.374,0.0126,0,0.0213,28.7976,27.4935,0.5975,32.0406,4,0.3446,0.0085,0.0047,0.0104,0.0137,32.6704,0.0063,0.0063,0.0062,2130,2114,0.003
SAT11/random/large/unif-k7-r85-v250-c21250-S977260632-016-UNKNOWN.cnf,1,343,782,270,246.7857,211,192,159,181,0.0117,0,47.1389,48.3456,0.0117,0,0.486,49.3686,49.2798,0.7281,49.7566,2,1.1964,0.0026,0.0117,0.028,0.0311,51.9,0.028,0.028,0.028,21250,21250,0.0017
SAT11/random/medium/unif-k7-r89-v90-c8010-S1458811765-091.UNKNOWN.cnf,1,4454,4454,4454,4370,4392,4327,4307,4307,0.0111,0,30.6339,31.1107,0.0111,0,0.0132,31.3407,31.5792,0.7738,32.0388,2,1.694,0.0062,0.0111,0.0778,0.0844,32.0388,0.0778,0.0778,0.0778,8010,8010,0.0047
SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,4541,4541,4541,4391.75,4406,4328,4292,4292,0.0111,0,30.1569,31.017,0.0111,0,0.0217,30.9765,31.3231,0.7464,31.4092,2,1.6918,0.0074,0.0111,0.0778,0.084,31.4092,0.0778,0.0778,0.0778,8010,8010,0.0052
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1940049314-069.SATISFIABLE.cnf,1,3945,3945,3917,3807.2857,3787,3734,3701,3701,0.0288,0,26.886,27.6306,0.0113,0,0.0224,29.9457,29.2033,0.5495,32.4933,4,0.3219,0.0082,0.0043,0.0093,0.0142,34.0454,0.0057,0.0057,0.0056,2343,2328,0.0027
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S20037494-023.SATISFIABLE.cnf,1,4354,4354,4346,4311,4316,4282,4262,4262,0.0465,0.6134,22.8858,22.9014,0.0459,0.1704,0.0074,23.3902,23.2037,0.7199,24.122,2.697,1.1902,0.0141,0.0437,0.05,0.0615,24.2407,0.05,0.05,0.05,2130,2130,0.0091
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S436871389-051.SATISFIABLE.cnf,1,4326,4326,4315,4223.1429,4195,4169,4164,4164,0.0466,0.1139,26.562,27.0441,0.045,0.0516,0.0151,27.7354,27.627,0.7042,28.252,2.9758,1.0802,0.0128,0.0417,0.04,0.0492,29.5831,0.04,0.04,0.04,2662,2662,0.0078
SAT11/random/medium/unif-k7-r89-v80-c7120-S153059456-076.SATISFIABLE.cnf,1,4555,4555,4390,4397.4,4366,4360,4316,4316,0.0111,0,28.3392,28.5287,0.0111,0,0.0187,28.6242,28.6082,0.7546,28.7514,2,1.7346,0.0074,0.0111,0.0875,0.1006,28.8933,0.0875,0.0875,0.0875,7120,7120,0.0058
SAT11/random/medium/unif-k7-r89-v60-c5340-S1583005701-053.SATISFIABLE.cnf,1,4594,4594,4535,4508,4529,4461,4421,4421,0.011,0,22.4635,22.6499,0.011,0,0.0134,22.7836,22.7725,0.7674,22.9035,2,1.8555,0.0109,0.011,0.1167,0.1281,23.1289,0.1167,0.1167,0.1167,5340,5340,0.0078
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1836400953-011.UNKNOWN.cnf,1,4335,4335,4280,4175.5714,4122,4103,4098,4098,0.0463,0,29.7025,30.5654,0.0438,0,0.0209,31.42,31.3919,0.6899,32.0484,3,0.9982,0.01,0.0407,0.0333,0.0429,33.2484,0.0333,0.0333,0.0333,3195,3195,0.0062
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,14,23,10,8.6495,8,6,3,5,0.0008,0.6506,51.25,57.8889,0.0003,0.0894,0.4236,68.3166,67.3333,0.2676,77,5.3551,0.2566,0.0002,0,0.0003,0.0004,85.4,0.0002,0.0002,0.0002,84000,83408,0.0001
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S677627694-051-UNKNOWN.cnf,1,29,42,22,18.9138,18,14,9,11,0.0018,0.3428,42.6667,48.3,0.0006,0.0608,0.3514,54.5401,52.8276,0.2896,61,5.1082,0.1698,0.0005,0,0.0005,0.0008,66.6667,0.0003,0.0003,0.0003,42000,41704,0.0002
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S735137557-045.SATISFIABLE.cnf,1,4008,4008,3911,3819.2857,3802,3755,3630,3630,0.0236,0,30.0062,31.0642,0.0103,0,0.029,32.055,32.1982,0.5347,32.326,4,0.2993,0.0059,0.0039,0.0068,0.0126,34.9217,0.0052,0.0052,0.0051,2556,2544,0.0025
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1116496771-020.SATISFIABLE.cnf,1,4389,4389,4243,4174.5714,4136,4094,4089,4089,0.046,0,30.1514,30.5198,0.0438,0,0.0238,31.7705,31.4145,0.6833,32.8145,3,0.9956,0.011,0.0401,0.0333,0.0404,34.347,0.0333,0.0333,0.0333,3195,3195,0.006
SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,4603,4603,4499,4506.2,4487,4478,4464,4464,0.011,0,22.4852,22.8044,0.011,0,0.011,22.9208,22.8186,0.7692,23.0027,2,1.8731,0.0109,0.011,0.1167,0.1264,23.4932,0.1167,0.1167,0.1167,5340,5340,0.0073
SAT11/random/large/unif-k3-r4.2-v50000-c210000-S1401248878-094-UNKNOWN.cnf,1,5,8,4,2.7033,2,1,1,1,0.0004,0,59.6,72.8,0.0001,0,0.6265,99.8759,93.3333,0.2521,118,6,0.4779,0.0001,0,0.0001,0.0002,156,0.0001,0.0001,0.0001,210000,208528,0
SAT11/random/medium/unif-k7-r89-v60-c5340-S1141565617-016.SATISFIABLE.cnf,1,4609,4609,4521,4521.4,4520,4485,4472,4472,0.011,0,22.5229,22.7422,0.011,0,0.0106,22.8636,22.8706,0.7615,22.9084,2,1.8712,0.011,0.011,0.1167,0.13,23.274,0.1167,0.1167,0.1167,5340,5340,0.0079
SAT11/random/large/unif-k7-r85-v200-c17000-S72668411-025-UNKNOWN.cnf,1,3883,3883,3883,3774,3854,3719,3640,3640,0.0117,0,56.1715,56.7825,0.0117,0,0.0263,56.914,56.7964,0.7141,57.9055,2,1.2754,0.0031,0.0117,0.035,0.0386,57.9055,0.035,0.035,0.035,17000,17000,0.0023
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1091905403-047-UNKNOWN.cnf,1,25,35,22,18.2087,18,14,9,12,0.0019,0.0593,40.9,46.3636,0.0006,0.0206,0.2927,52.396,52.2308,0.3062,57.6842,5.0107,0.151,0.0005,0.0001,0.0005,0.0009,64.4,0.0003,0.0003,0.0003,42000,41730,0.0002
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1508981094-051.UNKNOWN.cnf,1,4457,4457,4432,4393.8571,4408,4365,4305,4305,0.0463,0.3425,18.3645,18.5726,0.0463,0.1473,0.0105,18.9715,18.7938,0.7186,19.4458,2.1081,1.3301,0.0188,0.0457,0.0667,0.0808,19.8551,0.0667,0.0667,0.0667,1597,1597,0.0126
SAT11/random/large/unif-k3-r4.2-v5000-c21000-S1781430408-009-UNKNOWN.cnf,1,67,123,52,47.3097,42,37,23,33,0.0033,0,36.9412,39.7,0.0013,0,0.3509,42.2061,42.2353,0.3525,44.4528,5,0.1038,0.0009,0.0004,0.001,0.0016,47.1081,0.0006,0.0006,0.0006,21000,20901,0.0003
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1499315720-089.SATISFIABLE.cnf,1,4352,4352,4331,4157,4087,4077,4047,4047,0.046,0,30.2136,30.8556,0.0438,0,0.0285,31.764,31.2691,0.6843,33.2699,3,1.0015,0.0091,0.0401,0.0333,0.0416,33.8752,0.0333,0.0333,0.0333,3195,3195,0.006
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S831119356-083.SATISFIABLE.cnf,1,4045,4045,3956,3889.5714,3869,3832,3776,3776,0.0241,0,24.8242,26.9931,0.0123,0,0.0215,27.6969,27.3732,0.5317,29.5889,4,0.3372,0.0085,0.0047,0.0103,0.0128,30.4406,0.0063,0.0063,0.0062,2130,2116,0.003
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,3949,3949,3902,3789.5714,3756,3743,3654,3654,0.0204,0,30.095,30.4691,0.0103,0,0.0248,31.8895,31.2469,0.5263,33.6197,4,0.3097,0.0071,0.0039,0.0085,0.0102,34.6451,0.0052,0.0052,0.0051,2556,2543,0.0026
SAT11/random/medium/unif-k7-r89-v50-c4450-S675112162-053.SATISFIABLE.cnf,1,4619,4619,4599,4563.4,4553,4526,4520,4520,0.011,0,19.5414,19.5996,0.011,0,0.0086,19.7501,19.7841,0.7731,19.8076,2,1.9535,0.0112,0.011,0.14,0.1566,20.0175,0.14,0.14,0.14,4450,4450,0.0081
SAT11/random/large/unif-k5-r20-v2000-c40000-S656892101-075-UNKNOWN.cnf,1,22,39,20,17.5082,17,15,10,13,0.0124,0,58.5556,64.4737,0.0091,0,0.2698,73.0454,72.1333,0.5502,80.1875,3,0.2591,0.0009,0.0057,0.0025,0.0035,88.5,0.0025,0.0025,0.0025,40000,40000,0.0005
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S419010076-063-UNKNOWN.cnf,1,7,9,6,4.1875,4,3,1,2,0.0006,0.2489,53.1667,64.5,0.0002,0.0425,0.4577,93.5268,86.5,0.2395,112,5.9318,1.0478,0.0002,0,0.0002,0.0003,147.5,0.0001,0.0001,0.0001,147000,146006,0
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1223020224-097.UNKNOWN.cnf,1,4153,4153,4097,4029.8571,3999,3968,3955,3955,0.0455,0,17.8897,19.2026,0.0197,0,0.0166,19.825,19.4035,0.6444,21.4165,4,0.4368,0.0133,0.0078,0.0135,0.0235,21.7638,0.0102,0.0102,0.0101,1278,1274,0.0051
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1750722942-074.UNKNOWN.cnf,1,4451,4451,4423,4400,4417,4357,4349,4349,0.0463,0.6086,18.4107,18.6155,0.0461,0.199,0.0079,19.0053,19.0843,0.7357,19.4331,2.2973,1.3387,0.02,0.0445,0.0667,0.0883,19.6619,0.0667,0.0667,0.0667,1597,1597,0.0128
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1734827769-099.UNKNOWN.cnf,1,3998,3998,3845,3818,3796,3732,3730,3730,0.0228,0.0227,30.706,31.0944,0.0101,0.0145,0.022,32.3324,31.5922,0.5207,32.5482,4.0034,0.3052,0.0071,0.0035,0.0085,0.0118,36.5753,0.0051,0.0051,0.0051,2556,2548,0.0025
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S926207202-053-UNKNOWN.cnf,1,10,18,7,5.8587,5,4,1,3,0.0007,0.6284,52.6667,59.8333,0.0002,0.0823,0.5198,77.8833,74.2,0.2734,90.8333,5.678,0.1751,0.0003,0,0.0002,0.0003,105.7143,0.0001,0.0001,0.0001,126000,125199,0.0001
SAT11/random/medium/unif-k5-r21.3-v100-c2130-S1760258375-046.UNKNOWN.cnf,1,4441,4441,4431,4329.4286,4305,4269,4267,4267,0.0465,0.586,22.9735,23.1551,0.0458,0.1633,0.0159,23.6382,23.5744,0.7059,24.4636,2.7273,1.2034,0.0127,0.0441,0.05,0.061,24.4803,0.05,0.05,0.05,2130,2130,0.0089
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S466707249-079.SATISFIABLE.cnf,1,3947,3947,3835,3780.5714,3760,3735,3666,3666,0.0203,0.046,32.2247,32.6407,0.0095,0.0221,0.0219,34.5868,33.4609,0.5038,37.4362,4.0079,0.2898,0.0058,0.0029,0.0079,0.0109,39.2316,0.0048,0.0048,0.0047,2769,2756,0.0023
SAT11/random/large/unif-k5-r20-v1250-c25000-S1688530456-019-UNKNOWN.cnf,1,43,57,37,32.9174,32,28,19,24,0.017,0,53.7333,57.6,0.0137,0,0.2361,62.2647,61.72,0.58,66.1667,3,0.31,0.0015,0.0103,0.004,0.0052,72.0526,0.004,0.004,0.004,25000,25000,0.0008
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S1298436766-097-UNKNOWN.cnf,1,14,20,11,8.7629,8,6,3,5,0.0009,0.6518,48.9,58.4286,0.0003,0.0894,0.4141,70.6967,69.375,0.2688,80.3571,5.3571,0.1699,0.0002,0,0.0003,0.0004,93.3333,0.0002,0.0002,0.0002,84000,83430,0.0001
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S100095490-071.SATISFIABLE.cnf,1,4304,4304,4235,4110.5714,4067,4023,4014,4014,0.0461,0,33.9469,34.4647,0.0425,0,0.0253,35.7961,35.7067,0.6651,37.4465,3,0.9278,0.008,0.0381,0.0286,0.0365,38.5553,0.0286,0.0286,0.0286,3727,3727,0.005
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1778317451-042-UNKNOWN.cnf,1,27,43,22,18.7069,17,14,9,12,0.0017,0.134,42.8667,48.8333,0.0006,0.0338,0.3486,54.7557,54.5,0.3189,60.64,5.0298,0.064,0.0005,0,0.0005,0.0008,66.5882,0.0003,0.0003,0.0003,42000,41713,0.0002
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S860541986-078.UNKNOWN.cnf,1,4148,4148,4131,4099.4286,4122,4041,4025,4025,0.0493,0.0274,16.0184,16.463,0.0251,0.0163,0.0107,16.9876,17.1039,0.6377,17.4822,3.9958,0.4927,0.018,0.0114,0.0211,0.0266,17.5305,0.013,0.013,0.0127,1065,1054,0.0067
SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,4595,4595,4508,4473.2,4449,4429,4385,4385,0.0111,0,25.422,25.5212,0.0111,0,0.0162,25.5991,25.5929,0.7557,25.6559,2,1.8377,0.0085,0.0111,0.1,0.1093,25.8035,0.1,0.1,0.1,6230,6230,0.0063
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S960948361-055.UNKNOWN.cnf,1,3944,3944,3799,3765,3779,3678,3657,3657,0.0211,0.0463,31.1441,31.8847,0.0096,0.0221,0.0242,33.8186,32.7805,0.5029,37.2278,4.0079,0.2936,0.0051,0.0033,0.0095,0.0105,38.3633,0.0048,0.0048,0.0048,2769,2749,0.0023
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1914191877-004.SATISFIABLE.cnf,1,4064,4064,4063,3971.2857,3943,3923,3878,3878,0.0399,0,20.6679,20.7999,0.0176,0,0.0169,22.2052,22.2919,0.6224,23.2629,4,0.4215,0.0122,0.0068,0.0147,0.0209,24.2411,0.009,0.009,0.0088,1491,1480,0.0045
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S247862791-097.UNKNOWN.cnf,1,3981,3981,3896,3834.5714,3828,3767,3718,3718,0.0241,0.0572,25.7594,26.5278,0.0123,0.0251,0.0218,27.6489,27.3074,0.5872,29.6946,4.0103,0.3329,0.0071,0.0019,0.0082,0.0123,30.0545,0.0062,0.0062,0.0061,2130,2119,0.003
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1227489160-001.UNKNOWN.cnf,1,4479,4479,4436,4389.8571,4372,4351,4343,4343,0.0463,0.485,18.1881,18.3321,0.0462,0.1789,0.0104,18.8305,18.746,0.7213,19.0685,2.1892,1.335,0.0182,0.0451,0.0667,0.0827,19.9973,0.0667,0.0667,0.0667,1597,1597,0.0122
SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,39,75,35,31.6111,31,26,19,23,0.0182,0,56,59,0.0137,0,0.2632,63.9561,63.8387,0.5617,68.6522,3,0.307,0.0014,0.0098,0.004,0.0054,72.931,0.004,0.004,0.004,25000,25000,0.0007
SAT11/random/medium/unif-k3-r4.26-v750-c3195-S664770261-061.SATISFIABLE.cnf,1,3644,3644,3571,3105.6667,3333,2983,1894,1894,0.0157,0.0657,34.4567,36.8256,0.0081,0.0273,0.1833,37.9504,37.9122,0.5022,38.2313,4.0122,0.2723,0.0044,0.0031,0.0054,0.0078,41.0172,0.0041,0.0041,0.004,3195,3188,0.0021
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S752966552-099.SATISFIABLE.cnf,1,4247,4247,4201,4102.5714,4106,3998,3976,3976,0.0456,0,34.2081,34.4101,0.0428,0,0.0224,35.5536,35.4826,0.6856,36.4054,3,0.9402,0.0107,0.0386,0.0286,0.0346,37.5875,0.0286,0.0286,0.0286,3727,3727,0.0052
