@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-2 NUMERIC

@DATA
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/56-hanoi_tower-120-0.asp.gz,1,0.0144,0.9671,1,0.0184,417,0.9023,1292
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/09-hanoi_tower-28-0.asp.gz,1,0.0149,0.9648,1,0.0203,526,0.9005,1027
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/51-hanoi_tower-120-0.asp.gz,1,0.0148,0.9653,1,0.02,633,0.9007,1462
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/10-hanoi_tower-29-0.asp.gz,1,0.0149,0.9651,1,0.02,316,0.9007,873
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/57-hanoi_tower-120-0.asp.gz,1,0.0143,0.9676,1,0.0181,344,0.9026,655
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/59-hanoi_tower-120-0.asp.gz,1,0.0143,0.9678,1,0.0179,613,0.9029,1766
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/53-graph_colouring-150-0.asp.gz,1,0.0805,0.5805,1,0.339,866,0.714,1830
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/9-graph_colouring-125-0.asp.gz,1,0.0881,0.5882,1,0.3237,1421,0.714,2391
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/58-graph_colouring-150-0.asp.gz,1,0.0807,0.5807,1,0.3386,1279,0.714,2471
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/59-graph_colouring-150-0.asp.gz,1,0.0811,0.5811,1,0.3378,998,0.714,2347
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/15-solitaire-50-0.asp.gz,1,0.0717,0.8518,1,0.0765,3961,0.9625,4313
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/3-solitaire-19-0.asp.gz,1,0.094,0.8042,1,0.1017,4277,0.9623,4474
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/16-solitaire-50-0.asp.gz,1,0.0717,0.852,1,0.0763,3961,0.9625,4313
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/25-solitaire-50-0.asp.gz,1,0.049,0.8986,1,0.0524,3251,0.9625,3590
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/1-solitaire-20-0.asp.gz,1,0.0944,0.8035,1,0.1022,6327,0.9619,6428
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/17-solitaire-50-0.asp.gz,1,0.0716,0.8522,1,0.0762,3961,0.9626,4313
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/4-solitaire-100-0.asp.gz,1,0.0931,0.8113,1,0.0956,2170,0.9632,2432
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/14-maze_generation-0-0.asp.gz,1,0.0115,0.6696,0,0.3189,70,0.1874,140
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/41-maze_generation-0-0.asp.gz,1,0.004,0.6261,0,0.3699,?,0.0447,?
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/22-maze_generation-0-0.asp.gz,1,0.0075,0.6392,0,0.3533,56,0.0916,?
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/10-maze_generation-0-0.asp.gz,1,0.0163,0.6986,0,0.2851,93,0.4056,211
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/31-maze_generation-0-0.asp.gz,1,0.0046,0.6232,0,0.3722,?,0.0478,?
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/37-maze_generation-0-0.asp.gz,1,0.0162,0.6788,0,0.3049,82,0.309,182
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727052928_0.gph.lp.gz,1,0.0175,0.9253,1,0.0572,555,0.0181,980
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138097_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828,459,0.0166,1412
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167469_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828,562,0.016,1691
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727044175_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,350,0.0171,1114
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727047830_0.gph.lp.gz,1,0.0175,0.9252,1,0.0573,651,0.0166,1750
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727042043_0.gph.lp.gz,1,0.0174,0.9254,1,0.0572,32,0.0161,64
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138821_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828,490,0.016,?
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167407_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828,481,0.016,1657
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727068712_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,556,0.0186,1546
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040917_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,560,0.0166,1230
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727038210_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,608,0.0171,1213
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727050284_0.gph.lp.gz,1,0.0175,0.9253,1,0.0572,457,0.0176,1258
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700139777_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828,545,0.016,1057
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040059_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,364,0.0161,1003
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137086_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828,493,0.016,1968
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700163981_0.gph.lp.gz,1,0.0204,0.8964,1,0.0831,566,0.016,1467
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137959_0.gph.lp.gz,1,0.0204,0.8967,1,0.0829,463,0.016,1873
FolioSuite/CarSequencing/benchmark1_9classes.dlv.dat.lp.lp.gz,1,0.0596,0.8121,1,0.1282,2308,0,5057
FolioSuite/CarSequencing/benchmark3_15classes.dlv.dat.lp.lp.gz,1,0.0595,0.8106,1,0.1299,824,0,1345
FolioSuite/CarSequencing/benchmark2_13classes.dlv.dat.lp.lp.gz,1,0.0603,0.8221,1,0.1175,737,0.0007,1229
FolioSuite/CarSequencing/benchmark3_14classes.dlv.dat.lp.lp.gz,1,0.06,0.8131,1,0.1269,824,0,1345
FolioSuite/CarSequencing/benchmark3_13classes.dlv.dat.lp.lp.gz,1,0.06,0.815,1,0.125,746,0.0008,1422
FolioSuite/CarSequencing/001.benchmark2_12classes.dlv.dat.lp.lp.gz,1,0.0603,0.8241,1,0.1155,569,0.0007,875
FolioSuite/CarSequencing/benchmark1_17classes.dlv.dat.lp.lp.gz,1,0.0602,0.8119,1,0.1279,819,0,1565
FolioSuite/CarSequencing/benchmark3_6classes.dlv.dat.lp.lp.gz,1,0.06,0.8133,1,0.1267,?,0,?
FolioSuite/CarSequencing/001.benchmark2_10classes.dlv.dat.lp.lp.gz,1,0.0603,0.825,1,0.1147,1500,0.0008,2223
FolioSuite/CarSequencing/benchmark3_9classes.dlv.dat.lp.lp.gz,1,0.0599,0.8165,1,0.1236,?,0,?
FolioSuite/CarSequencing/001.benchmark2_8classes.dlv.dat.lp.lp.gz,1,0.0673,0.8012,1,0.1315,?,0,?
FolioSuite/CarSequencing/benchmark1_5classes.dlv.dat.lp.lp.gz,1,0.0598,0.8007,1,0.1395,?,0,?
FolioSuite/CarSequencing/001.benchmark2_16classes.dlv.dat.lp.lp.gz,1,0.0604,0.8184,1,0.1213,777,0,1473
FolioSuite/CarSequencing/benchmark2_14classes.dlv.dat.lp.lp.gz,1,0.0603,0.8197,1,0.12,473,0,958
FolioSuite/CarSequencing/benchmark1_14classes.dlv.dat.lp.lp.gz,1,0.0599,0.8088,1,0.1314,716,0,1490
FolioSuite/CarSequencing/001.benchmark2_11classes.dlv.dat.lp.lp.gz,1,0.0604,0.826,1,0.1135,1674,0.0007,2383
FolioSuite/CarSequencing/benchmark2_9classes.dlv.dat.lp.lp.gz,1,0.0602,0.8202,1,0.1195,1701,0,?
FolioSuite/CarSequencing/benchmark1_8classes.dlv.dat.lp.lp.gz,1,0.0599,0.8151,1,0.125,?,0,?
FolioSuite/CarSequencing/benchmark2_18classes..dlv.dat.lp.lp.gz,1,0.0603,0.8148,1,0.1249,655,0,1233
FolioSuite/EqTest/qeq.12.lp.gz,1,0.4595,0.5024,1,0.0382,6904,0.691,8175
FolioSuite/EqTest/qeq.13.lp.gz,1,0.4625,0.502,1,0.0355,4159,0.6918,14194
FolioSuite/EqTest/qeq.06.lp.gz,1,0.422,0.5087,1,0.0694,460,0.6777,820
FolioSuite/EqTest/qeq.09.lp.gz,1,0.4466,0.5041,1,0.0493,5215,0.6871,8406
FolioSuite/EqTest/qeq.10.lp.gz,1,0.4517,0.5034,1,0.0449,2341,0.6887,6154
FolioSuite/Factoring/fact.grnd.sat.15.lp.gz,1,0.0238,0.9328,1,0.0433,1117,0.7132,?
FolioSuite/Factoring/fact.grnd.unsat.15.lp.gz,1,0.0241,0.9328,1,0.0432,1297,0.7132,2172
FolioSuite/Factoring/fact.grnd.sat.20.lp.gz,1,0.0228,0.9335,1,0.0438,1630,0.7274,4668
FolioSuite/Factoring/fact.grnd.unsat.20.lp.gz,1,0.0227,0.9336,1,0.0437,1780,0.7274,4652
FolioSuite/Fastfood/a4.7.10.sm.gz,1,0.0907,0.5206,1,0.3887,?,0.2818,?
FolioSuite/Fastfood/a2.9.22.sm.gz,1,0.0868,0.5306,1,0.3826,?,0.2831,?
FolioSuite/Fastfood/a8.7.0.sm.gz,1,0.0637,0.5838,1,0.3525,?,0.2829,?
FolioSuite/Fastfood/a3.3.3.sm.gz,1,0.0935,0.5199,1,0.3866,?,0.2893,?
FolioSuite/Fastfood/a5.10.10.sm.gz,1,0.0812,0.542,1,0.3768,?,0.2823,?
FolioSuite/Fastfood/a7.3.5.sm.gz,1,0.0985,0.505,1,0.3965,?,0.2878,?
FolioSuite/Fastfood/a9.8.61.sm.gz,1,0.0884,0.5264,1,0.3852,?,0.2869,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_03.sm.gz,1,0,0.7479,0,0.2521,?,0.215,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_10.sm.gz,1,0,0.7502,0,0.2498,?,0.2061,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_09.sm.gz,1,0,0.7381,0,0.2619,165,0.2161,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_01.sm.gz,1,0,0.7506,0,0.2494,?,0.2122,?
FolioSuite/HamiltonClumpy/08/clumpy-08x08_05.sm.gz,1,0,0.7436,0,0.2564,204,0.2041,388
FolioSuite/HamiltonClumpy/18/clumpy-18x18_08.sm.gz,1,0,0.7314,0,0.2686,185,0.2253,477
FolioSuite/HamiltonClumpy/18/clumpy-18x18_01.sm.gz,1,0,0.7286,0,0.2714,312,0.2251,852
FolioSuite/HamiltonClumpy/18/clumpy-18x18_02.sm.gz,1,0,0.7311,0,0.2689,257,0.2235,548
FolioSuite/HamiltonClumpy/18/clumpy-18x18_07.sm.gz,1,0,0.731,0,0.269,259,0.2211,647
FolioSuite/HamiltonClumpy/18/clumpy-18x18_10.sm.gz,1,0,0.7321,0,0.2679,178,0.2211,488
FolioSuite/HamiltonClumpy/20/clumpy-20x20_09.sm.gz,1,0,0.7373,0,0.2627,138,0.2254,500
FolioSuite/HamiltonClumpy/20/clumpy-20x20_04.sm.gz,1,0,0.728,0,0.272,531,0.2229,879
FolioSuite/HamiltonClumpy/20/clumpy-20x20_05.sm.gz,1,0,0.7253,0,0.2747,322,0.2285,723
FolioSuite/HamiltonClumpy/21/clumpy-21x21_08.sm.gz,1,0,0.7276,0,0.2724,272,0.2256,690
FolioSuite/HamiltonClumpy/21/clumpy-21x21_03.sm.gz,1,0,0.7221,0,0.2779,432,0.23,712
FolioSuite/HamiltonClumpy/21/clumpy-21x21_06.sm.gz,1,0,0.7221,0,0.2779,418,0.2281,757
FolioSuite/HamiltonClumpy/21/clumpy-21x21_07.sm.gz,1,0,0.7342,0,0.2658,293,0.2247,622
FolioSuite/HamiltonClumpy/21/clumpy-21x21_01.sm.gz,1,0,0.7279,0,0.2721,332,0.2268,585
FolioSuite/HamiltonClumpy/21/clumpy-21x21_02.sm.gz,1,0,0.7293,0,0.2707,237,0.2234,595
FolioSuite/HamiltonClumpy/22/clumpy-22x22_06.sm.gz,1,0,0.7213,0,0.2787,247,0.2276,636
FolioSuite/HamiltonClumpy/22/clumpy-22x22_02.sm.gz,1,0,0.7265,0,0.2735,412,0.2243,757
FolioSuite/HamiltonClumpy/22/clumpy-22x22_10.sm.gz,1,0,0.7274,0,0.2726,351,0.2249,706
FolioSuite/HamiltonClumpy/22/clumpy-22x22_07.sm.gz,1,0,0.728,0,0.272,300,0.2255,690
FolioSuite/HamiltonClumpy/22/clumpy-22x22_04.sm.gz,1,0,0.7345,0,0.2655,102,0.226,441
FolioSuite/HamiltonClumpy/22/clumpy-22x22_05.sm.gz,1,0,0.7342,0,0.2658,211,0.2294,513
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_3.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2026,?
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_12.gph.lp.gz,1,0,0.7159,0,0.2841,4292,0.2041,?
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_5.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2028,?
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_8.gph.lp.gz,1,0,0.7159,0,0.2841,4152,0.204,8785
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_9.gph.lp.gz,1,0,0.7159,0,0.2841,8522,0.2036,?
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_12.gph.lp.gz,1,0,0.7143,0,0.2857,3347,0.2057,10372
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_6.gph.lp.gz,1,0,0.7143,0,0.2857,4300,0.2063,9314
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_4.gph.lp.gz,1,0,0.7143,0,0.2857,6762,0.206,?
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_7.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2032,?
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_1.gph.lp.gz,1,0,0.7159,0,0.2841,5358,0.2034,9260
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_4.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.203,?
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_4.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2037,?
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_7.gph.lp.gz,1,0,0.7143,0,0.2857,11001,0.206,13449
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_9.gph.lp.gz,1,0,0.7143,0,0.2857,7822,0.2053,?
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_0.gph.lp.gz,1,0,0.7159,0,0.2841,8491,0.2034,?
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_12.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2033,?
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_6.gph.lp.gz,1,0,0.7159,0,0.2841,6396,0.2038,?
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_9.gph.lp.gz,1,0,0.7159,0,0.2841,4038,0.2026,9710
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_3.gph.lp.gz,1,0,0.7159,0,0.2841,3365,0.2038,?
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_18.gph.lp.gz,1,0,0.7143,0,0.2857,6386,0.2058,11587
FolioSuite/HamiltonianPath/gryzzles.39.lp.gz,1,0.1761,0.5892,0,0.2347,142,0.7104,269
FolioSuite/HamiltonianPath/hampath.ngrnd.2.lp.gz,1,0.1842,0.5943,0,0.2215,1629,0.8436,2943
FolioSuite/HamiltonianPath/gryzzles.3.lp.gz,1,0.1763,0.5894,0,0.2343,204,0.7093,440
FolioSuite/HamiltonianPath/gryzzles.1.lp.gz,1,0.1758,0.5898,0,0.2344,145,0.7118,283
FolioSuite/HamiltonianPath/gryzzles.19.lp.gz,1,0.177,0.5895,0,0.2335,211,0.7166,396
FolioSuite/HamiltonianPath/gryzzles.49.lp.gz,1,0.1778,0.5912,0,0.231,300,0.7409,556
FolioSuite/HamiltonianPath/gryzzles.25.lp.gz,1,0.1759,0.5895,0,0.2346,185,0.7095,359
FolioSuite/HamiltonianPath/gryzzles.29.lp.gz,1,0.1738,0.5888,0,0.2374,164,0.6823,273
FolioSuite/HamiltonianPath/gryzzles.26.lp.gz,1,0.1762,0.5897,0,0.2341,181,0.7139,375
FolioSuite/HamiltonianPath/gryzzles.2.lp.gz,1,0.1734,0.5887,0,0.2379,125,0.6811,247
FolioSuite/HamiltonianPath/gryzzles.8.lp.gz,1,0.1743,0.5889,0,0.2368,140,0.6921,288
FolioSuite/HamiltonianPath/gryzzles.21.lp.gz,1,0.1762,0.5896,0,0.2341,161,0.7112,336
FolioSuite/HamiltonianPath/gryzzles.9.lp.gz,1,0.1743,0.5894,0,0.2363,146,0.6933,264
FolioSuite/HamiltonianPath/gryzzles.47.lp.gz,1,0.1789,0.5911,0,0.23,284,0.7449,531
FolioSuite/HamiltonianPath/gryzzles.17.lp.gz,1,0.1738,0.5882,0,0.238,171,0.6869,343
FolioSuite/HamiltonianPath/gryzzles.11.lp.gz,1,0.1747,0.5889,0,0.2364,167,0.6963,445
FolioSuite/HamiltonianPath/gryzzles.34.lp.gz,1,0.176,0.5898,0,0.2341,248,0.7137,452
FolioSuite/HamiltonianPath/hampath.ngrnd.6.lp.gz,1,0.1851,0.5941,0,0.2208,1853,0.8451,2989
FolioSuite/HamiltonianPath/gryzzles.12.lp.gz,1,0.1723,0.5881,0,0.2395,177,0.6703,333
FolioSuite/HamiltonianPath/gryzzles.36.lp.gz,1,0.1781,0.59,0,0.2319,367,0.7298,658
FolioSuite/HamiltonianPath/gryzzles.15.lp.gz,1,0.1771,0.5899,0,0.2329,189,0.7212,357
FolioSuite/HamiltonianPath/hampath.ngrnd.1.lp.gz,1,?,?,?,?,?,?,?
FolioSuite/HamiltonianPath/gryzzles.32.lp.gz,1,0.1757,0.5899,0,0.2344,202,0.7124,377
FolioSuite/HamiltonianPath/gryzzles.30.lp.gz,1,0.1758,0.5898,0,0.2344,246,0.7119,470
FolioSuite/HamiltonianPath/gryzzles.5.lp.gz,1,0.1777,0.59,0,0.2323,171,0.7277,370
FolioSuite/HamiltonianPath/gryzzles.18.lp.gz,1,0.1769,0.5895,0,0.2336,185,0.7141,367
FolioSuite/HamiltonianPath/gryzzles.28.lp.gz,1,0.1767,0.5895,0,0.2338,234,0.7175,386
FolioSuite/HamiltonianPath/gryzzles.4.lp.gz,1,0.1747,0.5891,0,0.2362,228,0.693,363
FolioSuite/HamiltonianPath/gryzzles.33.lp.gz,1,0.1745,0.589,0,0.2364,179,0.6974,302
FolioSuite/LTL-BMC/dp_10.formula1-i-O2-b12.sm.gz,1,0.0311,0.9082,0,0.0607,836,0.713,995
FolioSuite/LTL-BMC/dp_8.formula1-i-O2-b10.sm.gz,1,0.0375,0.8968,0,0.0658,749,0.6657,986
FolioSuite/LTL-BMC/dp_10.formula1-s-O2-b9.sm.gz,1,0.0396,0.8911,0,0.0694,481,0.5262,885
FolioSuite/RicochetRobots/robo38.lp.gz,1,0.0009,0.9859,0,0.0131,32717,0.2611,32832
FolioSuite/RicochetRobots/rr08-13.sm.gz,1,0.0007,0.9914,0,0.0079,17360,0.2756,28044
FolioSuite/RicochetRobots/rr16-12.sm.gz,1,0.0007,0.9908,0,0.0085,1173,0.2746,2057
FolioSuite/RicochetRobots/rr10-07.sm.gz,1,0.0007,0.9856,0,0.0137,5211,0.2644,28436
FolioSuite/RicochetRobots/rr05-05.sm.gz,1,0.0007,0.9808,0,0.0185,1199,0.2542,8019
FolioSuite/RicochetRobots/rr08-09.sm.gz,1,0.0007,0.9884,0,0.0109,8485,0.2699,14782
FolioSuite/RicochetRobots/rr01-05.sm.gz,1,0.0007,0.9808,0,0.0185,13827,0.2542,13947
FolioSuite/RicochetRobots/rr13-09.sm.gz,1,0.0007,0.9884,0,0.0109,18979,0.2699,19907
FolioSuite/RicochetRobots/rr01-07.sm.gz,1,0.0007,0.9856,0,0.0137,20006,0.2644,20312
FolioSuite/RicochetRobots/rr06-08.sm.gz,1,0.0007,0.9871,0,0.0121,2256,0.2675,7376
FolioSuite/RicochetRobots/rr13-08.sm.gz,1,0.0007,0.9871,0,0.0121,15663,0.2675,21928
FolioSuite/RicochetRobots/rr02-10.sm.gz,1,0.0007,0.9893,0,0.0099,27547,0.2718,28256
FolioSuite/RicochetRobots/rr05-11.sm.gz,1,0.0007,0.9901,0,0.0091,3569,0.2733,6178
FolioSuite/RicochetRobots/rr04-07.sm.gz,1,0.0007,0.9856,0,0.0137,14964,0.2644,21573
FolioSuite/RicochetRobots/rr02-08.sm.gz,1,0.0007,0.9871,0,0.0121,23840,0.2675,24174
FolioSuite/RicochetRobots/rr01-09.sm.gz,1,0.0007,0.9884,0,0.0109,29088,0.2699,32926
FolioSuite/RicochetRobots/rr05-06.sm.gz,1,0.0007,0.9836,0,0.0157,5354,0.2602,10382
FolioSuite/RicochetRobots/rr11-06.sm.gz,1,0.0007,0.9836,0,0.0157,15442,0.2602,20554
FolioSuite/RicochetRobots/robo27.lp.gz,1,0.0009,0.9859,0,0.0131,32689,0.2611,32969
FolioSuite/RicochetRobots/robo33.lp.gz,1,0.0009,0.9859,0,0.0132,19985,0.2611,21775
FolioSuite/RicochetRobots/rr10-11.sm.gz,1,0.0007,0.9901,0,0.0091,5319,0.2733,6053
FolioSuite/RicochetRobots/robo39.lp.gz,1,0.0009,0.9859,0,0.0131,15282,0.2611,16155
FolioSuite/RicochetRobots/rr07-03.sm.gz,1,0.0007,0.9704,0,0.0289,834,0.2277,?
FolioSuite/RicochetRobots/rr02-05.sm.gz,1,0.0007,0.9808,0,0.0185,14650,0.2542,22996
FolioSuite/RicochetRobots/robo28.lp.gz,1,0.0009,0.9859,0,0.0131,33713,0.2611,34069
FolioSuite/RicochetRobots/rr08-08.sm.gz,1,0.0007,0.9871,0,0.0121,14964,0.2675,34249
FolioSuite/RicochetRobots/rr03-07.sm.gz,1,0.0007,0.9856,0,0.0137,5381,0.2644,5524
FolioSuite/RicochetRobots/rr08-12.sm.gz,1,0.0007,0.9908,0,0.0085,13909,0.2746,16590
FolioSuite/RicochetRobots/rr09-02.sm.gz,1,0.0006,0.9586,0,0.0407,?,0.1885,?
FolioSuite/RicochetRobots/rr10-09.sm.gz,1,0.0007,0.9884,0,0.0109,5265,0.2699,5999
FolioSuite/RicochetRobots/rr05-08.sm.gz,1,0.0007,0.9871,0,0.0121,3491,0.2675,31504
FolioSuite/RicochetRobots/rr08-11.sm.gz,1,0.0007,0.9901,0,0.0091,9139,0.2733,17470
FolioSuite/RicochetRobots/rr12-07.sm.gz,1,0.0007,0.9856,0,0.0137,1313,0.2644,3845
FolioSuite/RicochetRobots/robo2.lp.gz,1,0.0009,0.9859,0,0.0132,32696,0.2611,32741
FolioSuite/RicochetRobots/robo3.lp.gz,1,0.0009,0.986,0,0.0131,13048,0.2611,13884
FolioSuite/RicochetRobots/rr05-10.sm.gz,1,0.0007,0.9893,0,0.0099,3039,0.2718,6610
FolioSuite/RicochetRobots/rr11-09.sm.gz,1,0.0007,0.9884,0,0.0109,37373,0.2699,56128
FolioSuite/RicochetRobots/rr16-06.sm.gz,1,0.0007,0.9836,0,0.0157,11542,0.2602,14384
FolioSuite/RicochetRobots/rr02-06.sm.gz,1,0.0007,0.9836,0,0.0157,17001,0.2602,17251
FolioSuite/RicochetRobots/robo25.lp.gz,1,0.0009,0.9859,0,0.0132,13073,0.2611,13903
FolioSuite/RicochetRobots/rr11-07.sm.gz,1,0.0007,0.9856,0,0.0137,25646,0.2644,28816
FolioSuite/SchurCompetition/20.18.schur.lp.gz,1,0.1536,0.6739,1,0.1724,618,0.0076,1263
FolioSuite/SchurCompetition/20.6.schur.lp.gz,1,0.1347,0.6931,1,0.1723,370,0.0076,922
FolioSuite/SchurCompetition/15.14.schur.lp.gz,1,0.1436,0.6806,1,0.1758,566,0.0076,1241
FolioSuite/SchurCompetition/20.19.schur.lp.gz,1,0.14,0.6872,1,0.1728,463,0.0076,1059
FolioSuite/SchurCompetition/20.4.schur.lp.gz,1,0.1454,0.6825,1,0.1721,520,0.0076,929
FolioSuite/SchurCompetition/15.10.schur.lp.gz,1,0.1409,0.6828,1,0.1763,751,0.0076,1413
FolioSuite/SchurCompetition/20.16.schur.lp.gz,1,0.142,0.684,1,0.174,487,0.0076,996
FolioSuite/SchurCompetition/20.7.schur.lp.gz,1,0.1468,0.6818,1,0.1714,449,0.0076,895
FolioSuite/SchurCompetition/15.6.schur.lp.gz,1,0.1387,0.6849,1,0.1763,743,0.0076,1412
FolioSuite/SchurCompetition/20.20.schur.lp.gz,1,0.1412,0.6871,1,0.1718,506,0.0076,859
FolioSuite/SchurCompetition/15.5.schur.lp.gz,1,0.1433,0.68,1,0.1767,623,0.0076,1098
FolioSuite/SchurCompetition/20.2.schur.lp.gz,1,0.1406,0.6871,1,0.1723,538,0.0076,946
FolioSuite/SchurCompetition/15.1.schur.lp.gz,1,0.1415,0.6827,1,0.1758,582,0.0076,1196
FolioSuite/SchurCompetition/15.4.schur.lp.gz,1,0.1381,0.685,1,0.1769,627,0.0076,1288
FolioSuite/SchurNumbers/15.3.schur.sm.gz,1,0.0866,0.7277,1,0.1858,665,0.1064,1208
FolioSuite/SchurNumbers/15.1.schur.sm.gz,1,0.0863,0.7284,1,0.1853,617,0.1066,1279
FolioSuite/SchurNumbers/15.20.schur.sm.gz,1,0.0867,0.7273,1,0.186,535,0.1066,1213
FolioSuite/SocialGolfer/csp010-SocialGolfer_w5_g4_s2.dlv.dat.lp.lp.gz,1,0.1807,0.7681,1,0.0512,?,0.5567,?
FolioSuite/SocialGolfer/csp010-SocialGolfer_w3_g4_s2.dlv.dat.lp.lp.gz,1,0.1552,0.7802,1,0.0647,?,0.5091,?
FolioSuite/SocialGolfer/csp010-SocialGolfer_w8_g2_s2.dlv.dat.lp.lp.gz,1,0.2051,0.735,1,0.0598,164,0.4178,294
FolioSuite/SocialGolfer/csp010-SocialGolfer_w8_g4_s2.dlv.dat.lp.lp.gz,1,0.1992,0.7593,1,0.0415,578,0.5875,1243
FolioSuite/SocialGolfer/csp010-SocialGolfer_w5_g6_s3.dlv.dat.lp.lp.gz,1,0.1418,0.8239,1,0.0343,667,0.7822,1530
