@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC

@DATA
normalized-rand-2-40-11-414-200-31_ext.xml.mzn_AND_NODATA,1,0.042154,0.957846,0.083333,0.916667,2.229716,0.252081,0.252081,5.01963,1.051837,-1,22258863,3.330489,0.413817,-1,-1,0.294573,0.124194,9998,1,0.413817,17.48,0.294573,2.75,2563.948005,11,-1,0.262029,0.234921,0.904534,2.127222,1,11.28
normalized-rand-2-30-15-306-230-fcd-9_ext.xml.mzn_AND_NODATA,1,0.032569,0.966708,0.0625,0.9375,3.906891,0.215673,0.215673,5.787088,1.04944,-1,22001726,4.054771,0.33729,-1,-1,0.297673,0.092822,13357,1,0.33729,28.56,0.297673,2.8125,2763.64863,15,-1,0.313931,0.256525,1.118862,2.417415,1,22.3
normalized-rand-2-40-11-414-200-37_ext.xml.mzn_AND_NODATA,1,0.042373,0.957627,0.083333,0.916667,2.229716,0.253068,0.253068,5.129587,1.052107,-1,22336562,3.486468,0.413817,-1,-1,0.300606,0.124702,9944,1,0.413817,17.51,0.300606,2.75,2558.769212,11,-1,0.272744,0.235444,0.904534,2.117685,1,11.32
normalized-rand-2-40-11-414-200-40_ext.xml.mzn_AND_NODATA,1,0.042129,0.957871,0.083333,0.916667,2.229716,0.251972,0.251972,5.0105,1.051807,-1,22192856,3.394458,0.413817,-1,-1,0.295976,0.124154,10004,1,0.413817,17.43,0.295976,2.75,2564.339317,11,-1,0.226432,0.234863,0.904534,2.127967,1,11.24
normalized-rand-2-40-11-414-200-12_ext.xml.mzn_AND_NODATA,1,0.041905,0.958095,0.083333,0.916667,2.229716,0.250958,0.250958,5.120808,1.051531,-1,22329179,3.5858,0.413817,-1,-1,0.301091,0.124132,10060,1,0.413817,17.85,0.301091,2.75,2566.528031,11,-1,0.275209,0.234325,0.904534,2.128627,1,11.66
normalized-rand-2-40-11-414-200-42_ext.xml.mzn_AND_NODATA,1,0.041423,0.958577,0.083333,0.916667,2.229716,0.248781,0.248781,5.110062,1.050939,-1,22180191,3.362756,0.413817,-1,-1,0.300793,0.123782,10182,1,0.413817,17.84,0.300793,2.75,2573.421969,11,-1,0.250972,0.233165,0.904534,2.135681,1,11.64
normalized-rand-2-40-11-414-200-29_ext.xml.mzn_AND_NODATA,1,0.041797,0.958203,0.083333,0.916667,2.229716,0.250473,0.250473,5.056147,1.051399,-1,22299445,3.464892,0.413817,-1,-1,0.295438,0.123932,10087,1,0.413817,17.85,0.295438,2.75,2568.985578,11,-1,0.267769,0.234067,0.904534,2.132483,1,11.65
normalized-rand-2-40-11-414-200-45_ext.xml.mzn_AND_NODATA,1,0.04173,0.95827,0.083333,0.916667,2.229716,0.250168,0.250168,5.155355,1.051316,-1,22258068,3.345331,0.413817,-1,-1,0.30959,0.124079,10104,1,0.413817,17.67,0.30959,2.75,2568.034773,11,-1,0.235125,0.233905,0.904534,2.129645,1,11.46
normalized-geo50-20-d4-75-90_ext.xml.mzn_AND_NODATA,1,0.020687,0.979313,0.047619,0.952381,2.660964,0.14528,0.14528,6.92934,1.03436,-1,17507775,3.475409,0.276195,-1,-1,0.41028,0.072018,47340,1,0.276195,368.71,0.41028,2.857143,6674.220754,20,-1,0.268239,0.228558,1.341641,2.889147,1,361.98
normalized-rand-2-40-11-414-200-41_ext.xml.mzn_AND_NODATA,1,0.042214,0.957786,0.083333,0.916667,2.229716,0.252354,0.252354,5.233537,1.051912,-1,22382179,3.449532,0.413817,-1,-1,0.314952,0.125065,9983,1,0.413817,17.29,0.314952,2.75,2557.886916,11,-1,0.26016,0.235066,0.904534,2.111359,1,11.09
normalized-rand-2-40-11-414-200-3_ext.xml.mzn_AND_NODATA,1,0.042113,0.957887,0.083333,0.916667,2.229716,0.251899,0.251899,5.17236,1.051787,-1,22052765,3.351734,0.413817,-1,-1,0.309016,0.12455,10008,1,0.413817,17.35,0.309016,2.75,2561.724652,11,-1,0.245744,0.234825,0.904534,2.120661,1,11.14
normalized-ramsey-33-4.xml.mzn_AND_NODATA,1,0.75,0.25,0.03125,0.96875,1.666667,0.811278,0.811278,0.200622,1.5,-1,342411,0.200622,0.200622,-1,-1,2.69408,0.970766,5456,1,0.200622,71.34,2.69408,2.0625,19511.815652,4,-1,0.058608,0.19245,0.16872,0.167669,1,15.18
normalized-rand-2-40-11-414-200-49_ext.xml.mzn_AND_NODATA,1,0.041989,0.958011,0.083333,0.916667,2.229716,0.251337,0.251337,5.205707,1.051634,-1,22376768,3.31055,0.413817,-1,-1,0.309859,0.124498,10039,1,0.413817,17.5,0.309859,2.75,2563.191032,11,-1,0.222133,0.234526,0.904534,2.121729,1,11.3
normalized-qwh-20-166-1_ext.xml.mzn_AND_NODATA,1,0.111937,0.888063,0.101163,0.898837,2.660964,0.483307,0.544932,2.352723,1.169997,-1,9458284,1.607021,0.472673,-1,-1,0.245118,0.208093,28196,1,0.571717,117.39,0.245118,2.69651,15195.649313,20,-1,0.51005,0.437006,1.346163,1.277079,1,110.79
normalized-ramsey-34-4.xml.mzn_AND_NODATA,1,0.75,0.25,0.030303,0.969697,1.666667,0.811278,0.811278,0.195909,1.5,-1,300014,0.195909,0.195909,-1,-1,2.740039,0.971591,5984,1,0.195909,86.23,2.740039,2.060606,21318,4,-1,0.057723,0.19245,0.166378,0.165405,1,19.15
normalized-rand-2-40-11-414-200-32_ext.xml.mzn_AND_NODATA,1,0.042202,0.957798,0.083333,0.916667,2.229716,0.2523,0.2523,5.034333,1.051897,-1,21740125,3.347431,0.413817,-1,-1,0.293637,0.124385,9986,1,0.413817,17.14,0.293637,2.75,2562.634428,11,-1,0.236225,0.235037,0.904534,2.123809,1,10.95
normalized-rand-2-40-11-414-200-47_ext.xml.mzn_AND_NODATA,1,0.042097,0.957903,0.083333,0.916667,2.229716,0.251827,0.251827,5.056647,1.051768,-1,22311254,3.03409,0.413817,-1,-1,0.296248,0.124251,10012,1,0.413817,17.54,0.296248,2.75,2564.185233,11,-1,0.208659,0.234786,0.904534,2.126268,1,11.34
normalized-rand-2-40-11-414-200-48_ext.xml.mzn_AND_NODATA,1,0.041937,0.958063,0.083333,0.916667,2.229716,0.251103,0.251103,5.288998,1.05157,-1,22198135,3.475687,0.413817,-1,-1,0.32711,0.124829,10052,1,0.413817,17.8,0.32711,2.75,2561.051165,11,-1,0.240365,0.234402,0.904534,2.115622,1,11.6
normalized-rand-2-40-11-414-200-51_ext.xml.mzn_AND_NODATA,1,0.042029,0.957971,0.083333,0.916667,2.229716,0.251518,0.251518,5.051954,1.051684,-1,21933116,3.248996,0.413817,-1,-1,0.296245,0.124153,10029,1,0.413817,17.56,0.296245,2.75,2565.369084,11,-1,0.240851,0.234622,0.904534,2.128126,1,11.35
normalized-rand-2-40-11-414-200-46_ext.xml.mzn_AND_NODATA,1,0.041706,0.958294,0.083333,0.916667,2.229716,0.250061,0.250061,5.005023,1.051287,-1,22288770,3.472301,0.413817,-1,-1,0.291033,0.123712,10110,1,0.413817,17.55,0.291033,2.75,2571.313617,11,-1,0.258775,0.233848,0.904534,2.136667,1,11.36
normalized-rand-2-40-11-414-200-43_ext.xml.mzn_AND_NODATA,1,0.041913,0.958087,0.083333,0.916667,2.229716,0.250994,0.250994,5.078193,1.051541,-1,22058308,3.323139,0.413817,-1,-1,0.294716,0.124034,10058,1,0.413817,17.67,0.294716,2.75,2567.30471,11,-1,0.236727,0.234344,0.904534,2.130476,1,11.47
normalized-rand-2-40-11-414-200-58_ext.xml.mzn_AND_NODATA,1,0.042275,0.957725,0.083333,0.916667,2.229716,0.252628,0.252628,5.387128,1.051986,-1,22279607,3.509141,0.413817,-1,-1,0.337592,0.125872,9968,1,0.413817,17.31,0.337592,2.75,2551.711678,11,-1,0.286407,0.235211,0.904534,2.096574,1,11.12
normalized-rand-2-40-11-414-200-39_ext.xml.mzn_AND_NODATA,1,0.042377,0.957623,0.083333,0.916667,2.229716,0.253086,0.253086,5.072741,1.052112,-1,22085744,3.505037,0.413817,-1,-1,0.296803,0.124524,9943,1,0.413817,17.37,0.296803,2.75,2559.832811,11,-1,0.26004,0.235453,0.904534,2.120917,1,11.17
normalized-rand-2-40-11-414-200-44_ext.xml.mzn_AND_NODATA,1,0.042537,0.957463,0.083333,0.916667,2.229716,0.253805,0.253805,5.013237,1.052308,-1,22210183,3.371276,0.413817,-1,-1,0.291741,0.124545,9904,1,0.413817,17.31,0.291741,2.75,2558.373137,11,-1,0.236752,0.235833,0.904534,2.1204,1,11.12
normalized-geo50-20-d4-75-57_ext.xml.mzn_AND_NODATA,1,0.017659,0.982341,0.047619,0.952381,2.660964,0.128089,0.128089,7.060925,1.029332,-1,17361606,2.906475,0.276195,-1,-1,0.422366,0.071443,55627,1,0.276195,488.94,0.422366,2.857143,6862.295545,20,-1,0.197387,0.212532,1.341641,2.926777,1,482.05
normalized-rand-2-40-11-414-200-53_ext.xml.mzn_AND_NODATA,1,0.042129,0.957871,0.083333,0.916667,2.229716,0.251972,0.251972,5.072835,1.051807,-1,22119287,3.384496,0.413817,-1,-1,0.295578,0.124247,10004,1,0.413817,17.45,0.295578,2.75,2563.861137,11,-1,0.253061,0.234863,0.904534,2.126274,1,11.25
normalized-rand-2-40-11-414-200-60_ext.xml.mzn_AND_NODATA,1,0.041857,0.958143,0.083333,0.916667,2.229716,0.250742,0.250742,5.016463,1.051472,-1,22245502,3.489385,0.413817,-1,-1,0.29246,0.123888,10072,1,0.413817,17.34,0.29246,2.75,2568.777342,11,-1,0.250458,0.23421,0.904534,2.133239,1,11.13
normalized-rand-2-40-11-414-200-62_ext.xml.mzn_AND_NODATA,1,0.041714,0.958286,0.083333,0.916667,2.229716,0.250097,0.250097,5.193762,1.051296,-1,21524876,3.369003,0.413817,-1,-1,0.307351,0.124125,10108,1,0.413817,17.72,0.307351,2.75,2568.146117,11,-1,0.220017,0.233867,0.904534,2.128909,1,11.5
normalized-rand-2-40-11-414-200-64_ext.xml.mzn_AND_NODATA,1,0.041568,0.958432,0.083333,0.916667,2.229716,0.249437,0.249437,5.004501,1.051117,-1,22214291,3.356982,0.413817,-1,-1,0.290682,0.123603,10145,1,0.413817,17.94,0.290682,2.75,2573.401655,11,-1,0.290687,0.233515,0.904534,2.138898,1,11.74
normalized-rand-2-40-11-414-200-61_ext.xml.mzn_AND_NODATA,1,0.042073,0.957927,0.083333,0.916667,2.229716,0.251718,0.251718,5.238386,1.051738,-1,22433134,3.230479,0.413817,-1,-1,0.312658,0.124703,10018,1,0.413817,17.81,0.312658,2.75,2561.136074,11,-1,0.225506,0.234728,0.904534,2.117899,1,11.62
normalized-rand-2-40-11-414-200-50_ext.xml.mzn_AND_NODATA,1,0.042607,0.957393,0.083333,0.916667,2.229716,0.254119,0.254119,5.099391,1.052394,-1,21835870,3.462708,0.413817,-1,-1,0.298542,0.124873,9887,1,0.413817,17.2,0.298542,2.75,2555.610713,11,-1,0.274307,0.235999,0.904534,2.11433,1,11
normalized-rand-2-40-11-414-200-57_ext.xml.mzn_AND_NODATA,1,0.042487,0.957513,0.083333,0.916667,2.229716,0.253583,0.253583,5.120261,1.052247,-1,22167025,3.385988,0.413817,-1,-1,0.301336,0.124868,9916,1,0.413817,17.71,0.301336,2.75,2556.72324,11,-1,0.211096,0.235716,0.904534,2.114551,1,11.54
normalized-rand-2-40-11-414-200-59_ext.xml.mzn_AND_NODATA,1,0.042308,0.957692,0.083333,0.916667,2.229716,0.252775,0.252775,5.0129,1.052026,-1,22324617,3.548855,0.413817,-1,-1,0.292246,0.124307,9960,1,0.413817,17.37,0.292246,2.75,2561.916767,11,-1,0.248998,0.235289,0.904534,2.125002,1,11.18
normalized-rand-2-40-11-414-200-56_ext.xml.mzn_AND_NODATA,1,0.04177,0.95823,0.083333,0.916667,2.229716,0.250347,0.250347,5.093005,1.051365,-1,22036283,3.233153,0.413817,-1,-1,0.299839,0.123967,10094,1,0.413817,17.66,0.299839,2.75,2568.837237,11,-1,0.235537,0.234,0.904534,2.131808,1,11.47
normalized-rand-2-40-11-414-200-67_ext.xml.mzn_AND_NODATA,1,0.041439,0.958561,0.083333,0.916667,2.229716,0.248852,0.248852,5.216826,1.050958,-1,22183442,3.267335,0.413817,-1,-1,0.308348,0.124025,10178,1,0.413817,18.03,0.308348,2.75,2571.571952,11,-1,0.232485,0.233203,0.904534,2.131143,1,11.82
normalized-rand-2-40-11-414-200-68_ext.xml.mzn_AND_NODATA,1,0.041813,0.958187,0.083333,0.916667,2.229716,0.250545,0.250545,5.136224,1.051418,-1,22192020,3.434695,0.413817,-1,-1,0.306059,0.124333,10083,1,0.413817,17.54,0.306059,2.75,2566.169612,11,-1,0.266517,0.234105,0.904534,2.125056,1,11.34
normalized-rand-2-40-11-414-200-70_ext.xml.mzn_AND_NODATA,1,0.041682,0.958318,0.083333,0.916667,2.229716,0.249954,0.249954,5.125618,1.051258,-1,22293574,3.709108,0.413817,-1,-1,0.301293,0.123986,10116,1,0.413817,17.79,0.301293,2.75,2569.577791,11,-1,0.291672,0.233791,0.904534,2.131576,1,11.59
normalized-qcp-20-187-7_ext.xml.mzn_AND_NODATA,1,0.100721,0.899279,0.091891,0.908109,2.660964,0.453898,0.501762,2.157743,1.155566,-1,9330155,1.596592,0.442749,-1,-1,0.220461,0.188454,35294,1,0.53436,185.68,0.220461,2.724328,17549.813397,20,-1,0.513388,0.423993,1.345823,1.370123,1,178.28
normalized-rand-2-40-11-414-200-6_ext.xml.mzn_AND_NODATA,1,0.041777,0.958223,0.083333,0.916667,2.229716,0.250383,0.250383,5.16835,1.051374,-1,22248539,3.442775,0.413817,-1,-1,0.308655,0.124174,10092,1,0.413817,17.75,0.308655,2.75,2567.146238,11,-1,0.260555,0.234019,0.904534,2.127898,1,11.56
normalized-rand-2-40-11-414-200-71_ext.xml.mzn_AND_NODATA,1,0.041655,0.958345,0.083333,0.916667,2.229716,0.249829,0.249829,5.114075,1.051224,-1,22098981,3.357498,0.413817,-1,-1,0.30036,0.123911,10123,1,0.413817,17.77,0.30036,2.75,2570.317579,11,-1,0.233313,0.233724,0.904534,2.132995,1,11.58
normalized-rand-2-40-11-414-200-65_ext.xml.mzn_AND_NODATA,1,0.041408,0.958592,0.083333,0.916667,2.229716,0.24871,0.24871,5.287439,1.05092,-1,22444333,3.282107,0.413817,-1,-1,0.321392,0.124365,10186,1,0.413817,17.82,0.321392,2.75,2569.398574,11,-1,0.235493,0.233127,0.904534,2.12488,1,11.62
normalized-rand-2-40-11-414-200-66_ext.xml.mzn_AND_NODATA,1,0.041861,0.958139,0.083333,0.916667,2.229716,0.25076,0.25076,5.292683,1.051477,-1,22361502,3.301845,0.413817,-1,-1,0.318634,0.124541,10071,1,0.413817,17.49,0.318634,2.75,2563.76566,11,-1,0.231734,0.23422,0.904534,2.12099,1,11.28
normalized-rand-2-40-11-414-200-75_ext.xml.mzn_AND_NODATA,1,0.042138,0.957862,0.083333,0.916667,2.229716,0.252008,0.252008,5.124037,1.051817,-1,22117987,3.290249,0.413817,-1,-1,0.305395,0.124543,10002,1,0.413817,17.17,0.305395,2.75,2561.760064,11,-1,0.228331,0.234882,0.904534,2.120825,1,10.97
normalized-rand-2-40-11-414-200-54_ext.xml.mzn_AND_NODATA,1,0.041837,0.958163,0.083333,0.916667,2.229716,0.250652,0.250652,5.094,1.051448,-1,22291580,3.424997,0.413817,-1,-1,0.299358,0.124012,10077,1,0.413817,17.78,0.299358,2.75,2567.894086,11,-1,0.228974,0.234162,0.904534,2.13088,1,11.57
normalized-rand-2-40-11-414-200-77_ext.xml.mzn_AND_NODATA,1,0.0423,0.9577,0.083333,0.916667,2.229716,0.252738,0.252738,5.00813,1.052016,-1,22209480,3.334202,0.413817,-1,-1,0.29256,0.124358,9962,1,0.413817,17.49,0.29256,2.75,2561.740537,11,-1,0.235412,0.235269,0.904534,2.124103,1,11.29
normalized-rand-2-40-11-414-200-83_ext.xml.mzn_AND_NODATA,1,0.04266,0.95734,0.083333,0.916667,2.229716,0.25436,0.25436,5.009566,1.05246,-1,22133057,3.489445,0.413817,-1,-1,0.290552,0.124655,9874,1,0.413817,17.24,0.290552,2.75,2556.595275,11,-1,0.242922,0.236127,0.904534,2.118254,1,11.06
normalized-rand-2-40-11-414-200-5_ext.xml.mzn_AND_NODATA,1,0.041961,0.958039,0.083333,0.916667,2.229716,0.251211,0.251211,5.219799,1.0516,-1,22441382,3.386518,0.413817,-1,-1,0.309365,0.124514,10046,1,0.413817,17.66,0.309365,2.75,2563.447275,11,-1,0.245211,0.234459,0.904534,2.121496,1,11.46
normalized-rand-2-40-11-414-200-7_ext.xml.mzn_AND_NODATA,1,0.041821,0.958179,0.083333,0.916667,2.229716,0.250581,0.250581,4.94261,1.051428,-1,22263376,3.470436,0.413817,-1,-1,0.282492,0.123672,10081,1,0.413817,17.66,0.282492,2.75,2570.845988,11,-1,0.250477,0.234124,0.904534,2.137385,1,11.45
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,0.042611,0.957389,0.083333,0.916667,2.229716,0.254138,0.254138,5.032139,1.052399,-1,22217397,3.346688,0.413817,-1,-1,0.295018,0.124798,9886,1,0.413817,17.16,0.295018,2.75,2556.12471,11,-1,0.269361,0.236009,0.904534,2.11569,1,10.96
normalized-haystacks-42.xml.mzn_AND_NODATA,1,1,0,1,0,7.821728,1.517368,1.517368,1.21679,6.130866,-1,88642,1.093538,1.098328,-1,-1,3.06848,569.219432,0,1,1.093139,454.14,2.394615,597.323046,45085.35274,1681,-1,0.121016,0.15637,1.252259,1.348161,1681,11.45
normalized-rand-2-40-11-414-200-4_ext.xml.mzn_AND_NODATA,1,0.042389,0.957611,0.083333,0.916667,2.229716,0.253141,0.253141,5.088993,1.052127,-1,22309463,3.41126,0.413817,-1,-1,0.296681,0.124518,9940,1,0.413817,17.55,0.296681,2.75,2559.724795,11,-1,0.25646,0.235483,0.904534,2.121006,1,11.35
normalized-rand-2-40-11-414-200-63_ext.xml.mzn_AND_NODATA,1,0.041885,0.958115,0.083333,0.916667,2.229716,0.250868,0.250868,5.222614,1.051506,-1,22316434,3.505059,0.413817,-1,-1,0.312875,0.12453,10065,1,0.413817,17.52,0.312875,2.75,2563.958214,11,-1,0.300897,0.234277,0.904534,2.121271,1,11.32
normalized-rand-2-40-11-414-200-84_ext.xml.mzn_AND_NODATA,1,0.042231,0.957769,0.083333,0.916667,2.229716,0.252427,0.252427,5.051457,1.051932,-1,22375144,3.380987,0.413817,-1,-1,0.293721,0.1243,9979,1,0.413817,17.58,0.293721,2.75,2562.685487,11,-1,0.230592,0.235105,0.904534,2.125222,1,11.37
normalized-rand-2-40-11-414-200-74_ext.xml.mzn_AND_NODATA,1,0.041937,0.958063,0.083333,0.916667,2.229716,0.251103,0.251103,5.150898,1.05157,-1,22315789,3.423252,0.413817,-1,-1,0.301678,0.124222,10052,1,0.413817,17.21,0.301678,2.75,2565.659948,11,-1,0.270659,0.234402,0.904534,2.126921,1,11.02
normalized-rand-2-40-11-414-200-86_ext.xml.mzn_AND_NODATA,1,0.041611,0.958389,0.083333,0.916667,2.229716,0.249633,0.249633,5.153355,1.05117,-1,22293453,3.208706,0.413817,-1,-1,0.301683,0.12395,10134,1,0.413817,17.54,0.301683,2.75,2570.498299,11,-1,0.243455,0.23362,0.904534,2.132339,1,11.34
normalized-rand-2-40-11-414-200-79_ext.xml.mzn_AND_NODATA,1,0.042025,0.957975,0.083333,0.916667,2.229716,0.2515,0.2515,4.981597,1.051679,-1,22232640,3.375712,0.413817,-1,-1,0.287754,0.123972,10030,1,0.413817,17.68,0.287754,2.75,2566.844174,11,-1,0.232346,0.234613,0.904534,2.131539,1,11.47
normalized-rand-2-40-11-414-200-76_ext.xml.mzn_AND_NODATA,1,0.041746,0.958254,0.083333,0.916667,2.229716,0.25024,0.25024,5.019193,1.051335,-1,22093070,3.539293,0.413817,-1,-1,0.290313,0.123747,10100,1,0.413817,17.8,0.290313,2.75,2570.78621,11,-1,0.252995,0.233943,0.904534,2.136009,1,11.61
normalized-rand-2-40-11-414-200-73_ext.xml.mzn_AND_NODATA,1,0.04221,0.95779,0.083333,0.916667,2.229716,0.252336,0.252336,5.237943,1.051907,-1,21580696,3.253745,0.413817,-1,-1,0.313397,0.12481,9984,1,0.413817,17.07,0.313397,2.75,2559.113996,11,-1,0.231228,0.235056,0.904534,2.115779,1,10.88
normalized-rand-2-40-11-414-200-8_ext.xml.mzn_AND_NODATA,1,0.041553,0.958447,0.083333,0.916667,2.229716,0.249366,0.249366,5.27311,1.051098,-1,22139698,3.065958,0.413817,-1,-1,0.315801,0.124315,10149,1,0.413817,17.95,0.315801,2.75,2568.33446,11,-1,0.218848,0.233477,0.904534,2.125547,1,11.75
normalized-rand-2-40-11-414-200-69_ext.xml.mzn_AND_NODATA,1,0.04177,0.95823,0.083333,0.916667,2.229716,0.250347,0.250347,5.131977,1.051365,-1,22264689,3.139179,0.413817,-1,-1,0.303481,0.124009,10094,1,0.413817,17.59,0.303481,2.75,2568.3505,11,-1,0.209921,0.234,0.904534,2.130954,1,11.38
normalized-rand-2-40-11-414-200-90_ext.xml.mzn_AND_NODATA,1,0.041989,0.958011,0.083333,0.916667,2.229716,0.251337,0.251337,5.150371,1.051634,-1,22230497,3.450186,0.413817,-1,-1,0.305451,0.124299,10039,1,0.413817,17.56,0.305451,2.75,2564.478287,11,-1,0.244087,0.234526,0.904534,2.125382,1,11.36
normalized-rand-2-40-11-414-200-92_ext.xml.mzn_AND_NODATA,1,0.042045,0.957955,0.083333,0.916667,2.229716,0.251591,0.251591,5.254185,1.051703,-1,22363680,3.210265,0.413817,-1,-1,0.317116,0.124979,10025,1,0.413817,17.61,0.317116,2.75,2559.895168,11,-1,0.237912,0.234661,0.904534,2.113043,1,11.41
normalized-rand-2-40-11-414-200-91_ext.xml.mzn_AND_NODATA,1,0.042133,0.957867,0.083333,0.916667,2.229716,0.25199,0.25199,5.09781,1.051812,-1,22118014,3.535845,0.413817,-1,-1,0.297576,0.124377,10003,1,0.413817,17.59,0.297576,2.75,2563.0707,11,-1,0.257514,0.234873,0.904534,2.123907,1,11.39
normalized-rand-2-40-11-414-200-82_ext.xml.mzn_AND_NODATA,1,0.041619,0.958381,0.083333,0.916667,2.229716,0.249668,0.249668,5.035594,1.05118,-1,22150113,3.363048,0.413817,-1,-1,0.290508,0.123708,10132,1,0.413817,17.42,0.290508,2.75,2572.341889,11,-1,0.250035,0.233639,0.904534,2.136916,1,11.22
normalized-rand-2-40-11-414-200-80_ext.xml.mzn_AND_NODATA,1,0.041738,0.958262,0.083333,0.916667,2.229716,0.250204,0.250204,5.118682,1.051326,-1,22243851,3.280747,0.413817,-1,-1,0.300807,0.12397,10102,1,0.413817,17.82,0.300807,2.75,2569.06908,11,-1,0.237047,0.233924,0.904534,2.131769,1,11.62
normalized-rand-2-40-11-414-200-55_ext.xml.mzn_AND_NODATA,1,0.041789,0.958211,0.083333,0.916667,2.229716,0.250437,0.250437,5.179834,1.051389,-1,22379982,3.193978,0.413817,-1,-1,0.307447,0.124204,10089,1,0.413817,17.77,0.307447,2.75,2566.939952,11,-1,0.248191,0.234048,0.904534,2.127358,1,11.56
normalized-rand-2-40-11-414-200-98_ext.xml.mzn_AND_NODATA,1,0.041746,0.958254,0.083333,0.916667,2.229716,0.25024,0.25024,5.208725,1.051335,-1,22062657,3.327002,0.413817,-1,-1,0.312071,0.124455,10100,1,0.413817,17.89,0.312071,2.75,2565.920003,11,-1,0.237422,0.233943,0.904534,2.122876,1,11.69
normalized-geo50-20-d4-75-94_ext.xml.mzn_AND_NODATA,1,0.01976,0.98024,0.047619,0.952381,2.660964,0.140092,0.140092,6.816303,1.032821,-1,16930202,3.259397,0.276195,-1,-1,0.371255,0.069383,49607,1,0.276195,398.66,0.371255,2.857143,6775.516343,20,-1,0.26986,0.223819,1.341641,3.002545,1,391.85
normalized-fischer-9-11-fair.xml.mzn_AND_NODATA,1,0.913966,0.086034,0.844167,0.155833,14.287785,1.798843,2.512954,1.514501,4.777775,-1,755957,11.429547,1.711911,-1,-1,1.23625,3371.920294,2280,-1,1.351718,753.47,1.234448,6777.952827,33636.186011,20001,-1,0.576525,0.933762,1.328042,1.329678,10000.5,613.96
normalized-rand-2-40-11-414-200-78_ext.xml.mzn_AND_NODATA,1,0.042218,0.957782,0.083333,0.916667,2.229716,0.252373,0.252373,5.118991,1.051917,-1,22109789,3.63252,0.413817,-1,-1,0.30193,0.124584,9982,1,0.413817,17.3,0.30193,2.75,2560.839451,11,-1,0.25631,0.235076,0.904534,2.119973,1,11.1
normalized-rand-2-40-11-414-200-94_ext.xml.mzn_AND_NODATA,1,0.041639,0.958361,0.083333,0.916667,2.229716,0.249757,0.249757,5.147057,1.051204,-1,22254714,3.287503,0.413817,-1,-1,0.301692,0.123933,10127,1,0.413817,17.76,0.301692,2.75,2570.267334,11,-1,0.230616,0.233686,0.904534,2.132579,1,11.55
normalized-queens-180.xml.mzn_AND_NODATA,1,1,0,1,0,7.989847,1,2,1.044059,7.69935,-1,4413530,1.044059,1.044059,-1,-1,6.652172,134.004182,0,1,0.999978,174.25,6.656895,269.002778,33747.08684,359,-1,0.146326,0.028007,0.332705,0.341239,179.5,6.08
normalized-rand-2-40-11-414-200-97_ext.xml.mzn_AND_NODATA,1,0.042029,0.957971,0.083333,0.916667,2.229716,0.251518,0.251518,5.058721,1.051684,-1,22101619,3.376222,0.413817,-1,-1,0.29496,0.12414,10029,1,0.413817,17.57,0.29496,2.75,2565.516222,11,-1,0.248859,0.234622,0.904534,2.128381,1,11.37
