@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC

@DATA
Qq2k3k3v100v100m1400s9,1,0.110714,1,0.937269,0.937269,0.48381
Qq2k3k3v100v100m1600s10,1,0.11125,1,1.009209,1.009209,0.502292
Qq2k3k3v100v100m1600s1,1,0.103125,1,0.972062,0.972062,0.492917
Qq2k3k3v100v100m1600s2,1,0.1075,1,0.944107,0.944107,0.485625
Qq2k3k3v100v100m1600s3,1,0.128125,1,0.991701,0.991701,0.497917
Qq2k3k3v100v100m1600s4,1,0.10875,1,1,1,0.5
Qq2k3k3v100v100m1600s5,1,0.12,1,1.01596,1.01596,0.503958
Qq2k3k3v100v100m1600s6,1,0.126875,1,1.025316,1.025316,0.50625
Qq2k3k3v100v100m1600s7,1,0.11875,1,1.008368,1.008368,0.502083
Qq2k3k3v100v100m1600s8,1,0.120625,1,1.023609,1.023609,0.505833
Qq2k3k3v100v100m1600s9,1,0.115625,1,0.950427,0.950427,0.487292
Qq2k3k3v100v100m1800s10,1,0.109444,1,1.007435,1.007435,0.501852
Qq2k3k3v100v100m1800s1,1,0.107222,1,0.98895,0.98895,0.497222
Qq2k3k3v100v100m1800s2,1,0.106667,1,0.945245,0.945245,0.485926
Qq2k3k3v100v100m1800s3,1,0.125,1,0.993355,0.993355,0.498333
Qq2k3k3v100v100m1800s4,1,0.111111,1,1.011173,1.011173,0.502778
Qq2k3k3v100v100m1800s5,1,0.115556,1,0.99852,0.99852,0.49963
Qq2k3k3v100v100m1800s6,1,0.123889,1,1.040045,1.040045,0.509815
Qq2k3k3v100v100m1800s7,1,0.119444,1,1.000741,1.000741,0.500185
Qq2k3k3v100v100m1800s8,1,0.117222,1,1.018692,1.018692,0.50463
Qq2k3k3v100v100m1800s9,1,0.115,1,0.950867,0.950867,0.487407
Qq2k3k3v100v100m2000s10,1,0.1075,1,0.994681,0.994681,0.498667
Qq2k3k3v100v100m2000s1,1,0.107,1,0.988731,0.988731,0.497167
Qq2k3k3v100v100m2000s2,1,0.1095,1,0.949318,0.949318,0.487
Qq2k3k3v100v100m2000s3,1,0.12,1,0.977587,0.977587,0.494333
Qq2k3k3v100v100m2000s4,1,0.11,1,1.004008,1.004008,0.501
Qq2k3k3v100v100m2000s5,1,0.1155,1,1.006018,1.006018,0.5015
Qq2k3k3v100v100m2000s6,1,0.1225,1,1.037351,1.037351,0.509167
Qq2k3k3v100v100m2000s7,1,0.1195,1,0.994018,0.994018,0.4985
Qq2k3k3v100v100m2000s8,1,0.115,1,1.014775,1.014775,0.503667
Qq2k3k3v100v100m2000s9,1,0.1165,1,0.96528,0.96528,0.491167
Qq2k3k3v100v100m400s10,1,0.1025,1,1,1,0.5
Qq2k3k3v100v100m400s1,1,0.11,1,0.976936,0.976936,0.494167
Qq2k3k3v100v100m400s2,1,0.1175,1,1.006689,1.006689,0.501667
Qq2k3k3v100v100m400s3,1,0.1325,1,0.99005,0.99005,0.4975
Qq2k3k3v100v100m400s4,1,0.1125,1,0.996672,0.996672,0.499167
Qq2k3k3v100v100m400s5,1,0.1,1,0.976936,0.976936,0.494167
Qq2k3k3v100v100m400s6,1,0.135,1,1.076125,1.076125,0.518333
Qq2k3k3v100v100m400s7,1,0.12,1,0.976936,0.976936,0.494167
Qq2k3k3v100v100m400s8,1,0.1275,1,1.020202,1.020202,0.505
Qq2k3k3v100v100m400s9,1,0.11,1,1.01005,1.01005,0.5025
Qq2k3k3v100v100m600s10,1,0.106667,1,1.006689,1.006689,0.501667
Qq2k3k3v100v100m600s1,1,0.1,1,0.971522,0.971522,0.492778
Qq2k3k3v100v100m600s2,1,0.11,1,0.958651,0.958651,0.489444
Qq2k3k3v100v100m600s3,1,0.121667,1,1.020202,1.020202,0.505
Qq2k3k3v100v100m600s4,1,0.116667,1,1.013423,1.013423,0.503333
Qq2k3k3v100v100m600s5,1,0.116667,1,1.013423,1.013423,0.503333
Qq2k3k3v100v100m600s6,1,0.125,1,1.073733,1.073733,0.517778
Qq2k3k3v100v100m600s7,1,0.116667,1,0.980198,0.980198,0.495
Qq2k3k3v100v100m600s8,1,0.131667,1,1.047782,1.047782,0.511667
Qq2k3k3v100v100m600s9,1,0.121667,1,1.004454,1.004454,0.501111
Qq2k3k3v100v100m800s10,1,0.11,1,1.025316,1.025316,0.50625
Qq2k3k3v100v100m800s1,1,0.095,1,0.962388,0.962388,0.490417
Qq2k3k3v100v100m800s2,1,0.10875,1,0.946472,0.946472,0.48625
Qq2k3k3v100v100m800s3,1,0.13125,1,1.01005,1.01005,0.5025
Qq2k3k3v100v100m800s4,1,0.125,1,1.006689,1.006689,0.501667
Qq2k3k3v100v100m800s5,1,0.1125,1,0.985112,0.985112,0.49625
Qq2k3k3v100v100m800s6,1,0.1225,1,1.054795,1.054795,0.513333
Qq2k3k3v100v100m800s7,1,0.115,1,0.968827,0.968827,0.492083
Qq2k3k3v100v100m800s8,1,0.125,1,1.025316,1.025316,0.50625
Qq2k3k3v100v100m800s9,1,0.115,1,0.963993,0.963993,0.490833
Qq2k3k3v20v20m120s10,1,0.075,1,0.967213,0.967213,0.491667
Qq2k3k3v20v20m120s1,1,0.133333,1,1.011173,1.011173,0.502778
Qq2k3k3v20v20m120s2,1,0.083333,1,0.967213,0.967213,0.491667
Qq2k3k3v20v20m120s3,1,0.141667,1,1.022472,1.022472,0.505556
Qq2k3k3v20v20m120s4,1,0.083333,1,0.85567,0.85567,0.461111
Qq2k3k3v20v20m120s5,1,0.083333,1,0.884817,0.884817,0.469444
Qq2k3k3v20v20m120s6,1,0.108333,1,0.945946,0.945946,0.486111
Qq2k3k3v20v20m120s7,1,0.125,1,0.894737,0.894737,0.472222
Qq2k3k3v20v20m120s8,1,0.141667,1,1.105263,1.105263,0.525
Qq2k3k3v20v20m120s9,1,0.1,1,1.011173,1.011173,0.502778
Qq2k3k3v20v20m160s10,1,0.08125,1,0.95122,0.95122,0.4875
Qq2k3k3v20v20m160s1,1,0.125,1,1.025316,1.025316,0.50625
Qq2k3k3v20v20m160s2,1,0.1,1,0.935484,0.935484,0.483333
Qq2k3k3v20v20m160s3,1,0.125,1,1.008368,1.008368,0.502083
Qq2k3k3v20v20m160s4,1,0.08125,1,0.92,0.92,0.479167
Qq2k3k3v20v20m160s5,1,0.06875,1,0.935484,0.935484,0.483333
Qq2k3k3v20v20m160s6,1,0.1,1,0.927711,0.927711,0.48125
Qq2k3k3v20v20m160s7,1,0.13125,1,0.967213,0.967213,0.491667
Qq2k3k3v20v20m160s8,1,0.125,1,1.086957,1.086957,0.520833
Qq2k3k3v20v20m160s9,1,0.10625,1,0.983471,0.983471,0.495833
Qq2k3k3v20v20m200s10,1,0.095,1,0.967213,0.967213,0.491667
Qq2k3k3v20v20m200s1,1,0.115,1,1.013423,1.013423,0.503333
Qq2k3k3v20v20m200s2,1,0.095,1,0.923077,0.923077,0.48
Qq2k3k3v20v20m200s3,1,0.125,1,0.967213,0.967213,0.491667
Qq2k3k3v20v20m200s4,1,0.095,1,1.013423,1.013423,0.503333
Qq2k3k3v20v20m200s5,1,0.08,1,0.954397,0.954397,0.488333
Qq2k3k3v20v20m200s6,1,0.1,1,0.973684,0.973684,0.493333
Qq2k3k3v20v20m200s7,1,0.135,1,0.973684,0.973684,0.493333
Qq2k3k3v20v20m200s8,1,0.11,1,1.054795,1.054795,0.513333
Qq2k3k3v20v20m200s9,1,0.12,1,0.993355,0.993355,0.498333
Qq2k3k3v20v20m240s10,1,0.0875,1,0.972603,0.972603,0.493056
Qq2k3k3v20v20m240s1,1,0.120833,1,1.028169,1.028169,0.506944
Qq2k3k3v20v20m240s2,1,0.1,1,0.967213,0.967213,0.491667
Qq2k3k3v20v20m240s3,1,0.129167,1,0.978022,0.978022,0.494444
Qq2k3k3v20v20m240s4,1,0.108333,1,1.022472,1.022472,0.505556
Qq2k3k3v20v20m240s5,1,0.0875,1,0.956522,0.956522,0.488889
Qq2k3k3v20v20m240s6,1,0.108333,1,1.022472,1.022472,0.505556
Qq2k3k3v20v20m240s7,1,0.141667,1,1.022472,1.022472,0.505556
Qq2k3k3v20v20m240s8,1,0.1,1,1.022472,1.022472,0.505556
Qq2k3k3v20v20m240s9,1,0.125,1,1,1,0.5
Qq2k3k3v20v20m280s10,1,0.089286,1,0.981132,0.981132,0.495238
Qq2k3k3v20v20m280s1,1,0.117857,1,0.995249,0.995249,0.49881
Qq2k3k3v20v20m280s2,1,0.114286,1,1.024096,1.024096,0.505952
Qq2k3k3v20v20m280s3,1,0.121429,1,0.958042,0.958042,0.489286
Qq2k3k3v20v20m280s4,1,0.117857,1,1.04878,1.04878,0.511905
Qq2k3k3v20v20m280s5,1,0.089286,1,0.931034,0.931034,0.482143
Qq2k3k3v20v20m280s6,1,0.128571,1,1.014388,1.014388,0.503571
Qq2k3k3v20v20m280s7,1,0.128571,1,0.995249,0.995249,0.49881
Qq2k3k3v20v20m280s8,1,0.117857,1,1.043796,1.043796,0.510714
Qq2k3k3v20v20m280s9,1,0.121429,1,0.995249,0.995249,0.49881
Qq2k3k3v20v20m320s10,1,0.09375,1,0.991701,0.991701,0.497917
Qq2k3k3v20v20m320s1,1,0.11875,1,0.971253,0.971253,0.492708
Qq2k3k3v20v20m320s2,1,0.109375,1,0.983471,0.983471,0.495833
Qq2k3k3v20v20m320s3,1,0.134375,1,0.975309,0.975309,0.49375
Qq2k3k3v20v20m320s4,1,0.1125,1,1.008368,1.008368,0.502083
Qq2k3k3v20v20m320s5,1,0.09375,1,0.971253,0.971253,0.492708
Qq2k3k3v20v20m320s6,1,0.128125,1,1.021053,1.021053,0.505208
Qq2k3k3v20v20m320s7,1,0.128125,1,1.008368,1.008368,0.502083
Qq2k3k3v20v20m320s8,1,0.13125,1,1.055675,1.055675,0.513542
Qq2k3k3v20v20m320s9,1,0.1125,1,0.967213,0.967213,0.491667
Qq2k3k3v20v20m360s10,1,0.102778,1,0.98895,0.98895,0.497222
Qq2k3k3v20v20m360s1,1,0.111111,1,0.952984,0.952984,0.487963
Qq2k3k3v20v20m360s2,1,0.113889,1,1.018692,1.018692,0.50463
Qq2k3k3v20v20m360s3,1,0.130556,1,0.981651,0.981651,0.49537
Qq2k3k3v20v20m360s4,1,0.105556,1,1,1,0.5
Qq2k3k3v20v20m360s5,1,0.1,1,0.974406,0.974406,0.493519
Qq2k3k3v20v20m360s6,1,0.133333,1,1.049336,1.049336,0.512037
Qq2k3k3v20v20m360s7,1,0.125,1,0.98895,0.98895,0.497222
Qq2k3k3v20v20m360s8,1,0.127778,1,1.041588,1.041588,0.510185
Qq2k3k3v20v20m360s9,1,0.113889,1,1.003711,1.003711,0.500926
Qq2k3k3v20v20m400s10,1,0.1025,1,1,1,0.5
Qq2k3k3v20v20m400s1,1,0.11,1,0.976936,0.976936,0.494167
Qq2k3k3v20v20m400s2,1,0.1175,1,1.006689,1.006689,0.501667
Qq2k3k3v20v20m400s3,1,0.1325,1,0.99005,0.99005,0.4975
Qq2k3k3v20v20m400s4,1,0.1125,1,0.996672,0.996672,0.499167
Qq2k3k3v20v20m400s5,1,0.1,1,0.976936,0.976936,0.494167
Qq2k3k3v20v20m400s6,1,0.135,1,1.076125,1.076125,0.518333
Qq2k3k3v20v20m400s7,1,0.12,1,0.976936,0.976936,0.494167
Qq2k3k3v20v20m400s8,1,0.1275,1,1.020202,1.020202,0.505
Qq2k3k3v20v20m400s9,1,0.11,1,1.01005,1.01005,0.5025
Qq2k3k3v20v20m80s10,1,0.0625,1,0.860465,0.860465,0.4625
Qq2k3k3v20v20m80s1,1,0.15,1,0.967213,0.967213,0.491667
Qq2k3k3v20v20m80s2,1,0.0875,1,0.967213,0.967213,0.491667
Qq2k3k3v20v20m80s3,1,0.15,1,1.016807,1.016807,0.504167
Qq2k3k3v20v20m80s4,1,0.0625,1,0.832061,0.832061,0.454167
Qq2k3k3v20v20m80s5,1,0.0875,1,0.889764,0.889764,0.470833
Qq2k3k3v20v20m80s6,1,0.0875,1,0.935484,0.935484,0.483333
Qq2k3k3v20v20m80s7,1,0.125,1,0.983471,0.983471,0.495833
Qq2k3k3v20v20m80s8,1,0.1625,1,1.264151,1.264151,0.558333
Qq2k3k3v20v20m80s9,1,0.125,1,1.105263,1.105263,0.525
Qq2k3k3v50v50m1000s10,1,0.111,1,1.014775,1.014775,0.503667
Qq2k3k3v50v50m1000s1,1,0.101,1,0.973684,0.973684,0.493333
Qq2k3k3v50v50m1000s2,1,0.116,1,0.982816,0.982816,0.495667
Qq2k3k3v50v50m1000s3,1,0.128,1,0.984127,0.984127,0.496
Qq2k3k3v50v50m1000s4,1,0.119,1,1.009377,1.009377,0.502333
Qq2k3k3v50v50m1000s5,1,0.114,1,0.976285,0.976285,0.494
Qq2k3k3v50v50m1000s6,1,0.13,1,1.054795,1.054795,0.513333
Qq2k3k3v50v50m1000s7,1,0.114,1,0.965924,0.965924,0.491333
Qq2k3k3v50v50m1000s8,1,0.122,1,1.03666,1.03666,0.509
Qq2k3k3v50v50m1000s9,1,0.11,1,0.956947,0.956947,0.489
Qq2k3k3v50v50m200s10,1,0.095,1,0.967213,0.967213,0.491667
Qq2k3k3v50v50m200s1,1,0.115,1,1.013423,1.013423,0.503333
Qq2k3k3v50v50m200s2,1,0.095,1,0.923077,0.923077,0.48
Qq2k3k3v50v50m200s3,1,0.125,1,0.967213,0.967213,0.491667
Qq2k3k3v50v50m200s4,1,0.095,1,1.013423,1.013423,0.503333
Qq2k3k3v50v50m200s5,1,0.08,1,0.954397,0.954397,0.488333
Qq2k3k3v50v50m200s6,1,0.1,1,0.973684,0.973684,0.493333
Qq2k3k3v50v50m200s7,1,0.135,1,0.973684,0.973684,0.493333
Qq2k3k3v50v50m200s8,1,0.11,1,1.054795,1.054795,0.513333
Qq2k3k3v50v50m200s9,1,0.12,1,0.993355,0.993355,0.498333
Qq2k3k3v50v50m300s10,1,0.096667,1,0.973684,0.973684,0.493333
Qq2k3k3v50v50m300s1,1,0.12,1,0.982379,0.982379,0.495556
Qq2k3k3v50v50m300s2,1,0.116667,1,1.022472,1.022472,0.505556
Qq2k3k3v50v50m300s3,1,0.12,1,0.960784,0.960784,0.49
Qq2k3k3v50v50m300s4,1,0.116667,1,1.031603,1.031603,0.507778
Qq2k3k3v50v50m300s5,1,0.096667,1,0.948052,0.948052,0.486667
Qq2k3k3v50v50m300s6,1,0.123333,1,0.995565,0.995565,0.498889
Qq2k3k3v50v50m300s7,1,0.126667,1,0.986755,0.986755,0.496667
Qq2k3k3v50v50m300s8,1,0.123333,1,1.040816,1.040816,0.51
Qq2k3k3v50v50m300s9,1,0.116667,1,0.99115,0.99115,0.497778
Qq2k3k3v50v50m400s10,1,0.1025,1,1,1,0.5
Qq2k3k3v50v50m400s1,1,0.11,1,0.976936,0.976936,0.494167
Qq2k3k3v50v50m400s2,1,0.1175,1,1.006689,1.006689,0.501667
Qq2k3k3v50v50m400s3,1,0.1325,1,0.99005,0.99005,0.4975
Qq2k3k3v50v50m400s4,1,0.1125,1,0.996672,0.996672,0.499167
Qq2k3k3v50v50m400s5,1,0.1,1,0.976936,0.976936,0.494167
Qq2k3k3v50v50m400s6,1,0.135,1,1.076125,1.076125,0.518333
Qq2k3k3v50v50m400s7,1,0.12,1,0.976936,0.976936,0.494167
Qq2k3k3v50v50m400s8,1,0.1275,1,1.020202,1.020202,0.505
Qq2k3k3v50v50m400s9,1,0.11,1,1.01005,1.01005,0.5025
Qq2k3k3v50v50m500s10,1,0.108,1,0.997337,0.997337,0.499333
Qq2k3k3v50v50m500s1,1,0.1,1,0.968504,0.968504,0.492
Qq2k3k3v50v50m500s2,1,0.11,1,0.978892,0.978892,0.494667
Qq2k3k3v50v50m500s3,1,0.13,1,1.018843,1.018843,0.504667
Qq2k3k3v50v50m500s4,1,0.116,1,1.005348,1.005348,0.501333
Qq2k3k3v50v50m500s5,1,0.104,1,0.994681,0.994681,0.498667
Qq2k3k3v50v50m500s6,1,0.132,1,1.071823,1.071823,0.517333
Qq2k3k3v50v50m500s7,1,0.116,1,0.992032,0.992032,0.498
Qq2k3k3v50v50m500s8,1,0.124,1,1.040816,1.040816,0.51
Qq2k3k3v50v50m500s9,1,0.112,1,1,1,0.5
Qq2k3k3v50v50m600s10,1,0.106667,1,1.006689,1.006689,0.501667
Qq2k3k3v50v50m600s1,1,0.1,1,0.971522,0.971522,0.492778
Qq2k3k3v50v50m600s2,1,0.11,1,0.958651,0.958651,0.489444
Qq2k3k3v50v50m600s3,1,0.121667,1,1.020202,1.020202,0.505
Qq2k3k3v50v50m600s4,1,0.116667,1,1.013423,1.013423,0.503333
Qq2k3k3v50v50m600s5,1,0.116667,1,1.013423,1.013423,0.503333
Qq2k3k3v50v50m600s6,1,0.125,1,1.073733,1.073733,0.517778
Qq2k3k3v50v50m600s7,1,0.116667,1,0.980198,0.980198,0.495
Qq2k3k3v50v50m600s8,1,0.131667,1,1.047782,1.047782,0.511667
Qq2k3k3v50v50m600s9,1,0.121667,1,1.004454,1.004454,0.501111
Qq2k3k3v50v50m700s10,1,0.108571,1,1.011494,1.011494,0.502857
Qq2k3k3v50v50m700s1,1,0.097143,1,0.99241,0.99241,0.498095
Qq2k3k3v50v50m700s2,1,0.108571,1,0.933702,0.933702,0.482857
Qq2k3k3v50v50m700s3,1,0.127143,1,1.023121,1.023121,0.505714
Qq2k3k3v50v50m700s4,1,0.115714,1,1.001907,1.001907,0.500476
Qq2k3k3v50v50m700s5,1,0.121429,1,1.003817,1.003817,0.500952
Qq2k3k3v50v50m700s6,1,0.118571,1,1.060844,1.060844,0.514762
Qq2k3k3v50v50m700s7,1,0.121429,1,0.969981,0.969981,0.492381
Qq2k3k3v50v50m700s8,1,0.134286,1,1.032914,1.032914,0.508095
Qq2k3k3v50v50m700s9,1,0.117143,1,0.969981,0.969981,0.492381
Qq2k3k3v50v50m800s10,1,0.11,1,1.025316,1.025316,0.50625
Qq2k3k3v50v50m800s1,1,0.095,1,0.962388,0.962388,0.490417
Qq2k3k3v50v50m800s2,1,0.10875,1,0.946472,0.946472,0.48625
Qq2k3k3v50v50m800s3,1,0.13125,1,1.01005,1.01005,0.5025
Qq2k3k3v50v50m800s4,1,0.125,1,1.006689,1.006689,0.501667
Qq2k3k3v50v50m800s5,1,0.1125,1,0.985112,0.985112,0.49625
Qq2k3k3v50v50m800s6,1,0.1225,1,1.054795,1.054795,0.513333
Qq2k3k3v50v50m800s7,1,0.115,1,0.968827,0.968827,0.492083
Qq2k3k3v50v50m800s8,1,0.125,1,1.025316,1.025316,0.50625
Qq2k3k3v50v50m800s9,1,0.115,1,0.963993,0.963993,0.490833
Qq2k3k3v50v50m900s10,1,0.111111,1,1.022472,1.022472,0.505556
Qq2k3k3v50v50m900s1,1,0.1,1,0.982379,0.982379,0.495556
Qq2k3k3v50v50m900s2,1,0.111111,1,0.959361,0.959361,0.48963
Qq2k3k3v50v50m900s3,1,0.125556,1,0.99852,0.99852,0.49963
Qq2k3k3v50v50m900s4,1,0.125556,1,1.02855,1.02855,0.507037
Qq2k3k3v50v50m900s5,1,0.112222,1,0.973684,0.973684,0.493333
Qq2k3k3v50v50m900s6,1,0.131111,1,1.0658,1.0658,0.515926
Qq2k3k3v50v50m900s7,1,0.114444,1,0.975128,0.975128,0.493704
Qq2k3k3v50v50m900s8,1,0.121111,1,1.023988,1.023988,0.505926
Qq2k3k3v50v50m900s9,1,0.111111,1,0.966497,0.966497,0.491481
qshifter_3,1,0.125,1,1,1,0.5
qshifter_4,1,0.0625,1,1,1,0.5
qshifter_5,1,0.03125,1,1,1,0.5
qshifter_6,1,0.015625,1,1,1,0.5
qshifter_7,1,0.007813,1,1,1,0.5
qshifter_8,1,0.003906,1,1,1,0.5
rankfunc10_unsigned_64,1,0.670207,0.534431,1,1,0.5
rankfunc11_signed_32,1,0.678722,0.586207,1,1,0.5
rankfunc12_unsigned_16,1,0.686772,0.59418,1,1,0.5
rankfunc14_signed_64,1,0.668424,0.583476,1,1,0.5
rankfunc15_unsigned_32,1,0.664824,0.584239,1,1,0.5
rankfunc16_signed_64,1,0.667694,0.586201,1,1,0.5
rankfunc17_unsigned_16,1,0.672745,0.559446,1,1,0.5
rankfunc18_signed_64,1,0.661723,0.595681,1,1,0.5
rankfunc19_unsigned_16,1,0.653274,0.563161,1,1,0.5
rankfunc1_signed_32,1,0.677108,0.595823,1,1,0.5
rankfunc20_unsigned_32,1,0.664399,0.523538,1,1,0.5
rankfunc21_signed_16,1,0.657292,0.614723,1,1,0.5
rankfunc22_unsigned_32,1,0.673239,0.596145,1,1,0.5
rankfunc23_signed_64,1,0.671271,0.582396,1,1,0.5
rankfunc24_unsigned_64,1,0.676773,0.565879,1,1,0.5
rankfunc25_signed_64,1,0.671215,0.563284,1,1,0.5
rankfunc26_unsigned_32,1,0.678388,0.590895,1,1,0.5
rankfunc27_signed_64,1,0.676072,0.54587,1,1,0.5
rankfunc28_unsigned_16,1,0.654839,0.635842,1,1,0.5
rankfunc29_signed_16,1,0.664663,0.570513,1,1,0.5
rankfunc2_unsigned_64,1,0.684142,0.518465,1,1,0.5
rankfunc30_signed_64,1,0.650677,0.600768,1,1,0.5
rankfunc31_unsigned_16,1,0.64549,0.554602,1,1,0.5
rankfunc32_signed_64,1,0.641287,0.567552,1,1,0.5
rankfunc33_unsigned_32,1,0.699527,0.591488,1,1,0.5
rankfunc34_signed_32,1,0.675914,0.550567,1,1,0.5
rankfunc35_unsigned_32,1,0.644235,0.56723,1,1,0.5
rankfunc36_signed_64,1,0.673553,0.539076,1,1,0.5
rankfunc37_unsigned_32,1,0.642236,0.481988,1,1,0.5
rankfunc38_signed_32,1,0.642066,0.487085,1,1,0.5
rankfunc39_unsigned_64,1,0.6636,0.576501,1,1,0.5
rankfunc3_signed_64,1,0.672715,0.598442,1,1,0.5
rankfunc40_unsigned_64,1,0.697229,0.538031,1,1,0.5
rankfunc41_signed_32,1,0.667122,0.587573,1,1,0.5
rankfunc42_unsigned_16,1,0.673366,0.579375,1,1,0.5
rankfunc43_signed_64,1,0.662411,0.566767,1,1,0.5
rankfunc44_unsigned_32,1,0.659535,0.607545,1,1,0.5
rankfunc45_signed_16,1,0.680519,0.597403,1,1,0.5
rankfunc46_unsigned_32,1,0.668097,0.570618,1,1,0.5
rankfunc47_signed_64,1,0.654486,0.56569,1,1,0.5
rankfunc48_unsigned_16,1,0.665425,0.562842,1,1,0.5
rankfunc49_signed_32,1,0.672535,0.56385,1,1,0.5
rankfunc4_unsigned_16,1,0.649485,0.518409,1,1,0.5
rankfunc50_signed_64,1,0.632429,0.590286,1,1,0.5
rankfunc51_signed_32,1,0.690528,0.546819,1,1,0.5
rankfunc52_unsigned_32,1,0.692221,0.590695,1,1,0.5
rankfunc53_signed_16,1,0.655684,0.601856,1,1,0.5
rankfunc54_signed_32,1,0.697522,0.513956,1,1,0.5
rankfunc55_unsigned_32,1,0.699646,0.557203,1,1,0.5
rankfunc56_signed_16,1,0.677311,0.577311,1,1,0.5
rankfunc57_unsigned_64,1,0.701502,0.569757,1,1,0.5
rankfunc58_signed_32,1,0.671581,0.597862,1,1,0.5
rankfunc59_unsigned_16,1,0.681523,0.597698,1,1,0.5
rankfunc5_signed_64,1,0.669295,0.563609,1,1,0.5
rankfunc60_unsigned_32,1,0.671354,0.53531,1,1,0.5
rankfunc61_signed_32,1,0.678022,0.602195,1,1,0.5
rankfunc6_unsigned_16,1,0.669888,0.549339,1,1,0.5
rankfunc7_signed_16,1,0.668095,0.59822,1,1,0.5
rankfunc8_unsigned_32,1,0.659929,0.624645,1,1,0.5
rankfunc9_signed_64,1,0.638468,0.59801,1,1,0.5
ring_r4_ser--opt-11_-shuffled,1,0.169698,0.863116,1.256966,1.256966,0.556927
ring_r6_ser---16_-shuffled,1,0.023831,0.981155,1.191636,1.191636,0.54372
ring_r6_ser--opt-17_-shuffled,1,0.025177,0.980029,1.191636,1.191636,0.54372
ring_r7_ser---19_-shuffled,1,0.008157,0.993504,1.04227,1.04227,0.510349
robots_1_5_2_100.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_100.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_2_100.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_10.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_14.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_21.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_2_2.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_2_28.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_31.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_32.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_33.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_3.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_2_39.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_2_40.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_45.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_2_47.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_49.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_54.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_61.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_67.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_75.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_80.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_2_81.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_82.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_2_82.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_85.2,1,0.07419,0.84294,7.285714,7.285714,0.87931
robots_1_5_2_85.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_2_91.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_9.8,1,0.082545,0.955229,7.285714,7.285714,0.87931
robots_1_5_2_99.4,1,0.07952,0.914571,7.285714,7.285714,0.87931
robots_1_5_3_100.2,1,0.074297,0.842842,7.285714,7.285714,0.87931
robots_1_5_3_100.4,1,0.079578,0.914514,7.285714,7.285714,0.87931
robots_1_5_3_100.8,1,0.082575,0.955198,7.285714,7.285714,0.87931
robots_1_5_3_16.4,1,0.079578,0.914514,7.285714,7.285714,0.87931
robots_1_5_3_16.8,1,0.082575,0.955198,7.285714,7.285714,0.87931
robots_1_5_3_20.4,1,0.079578,0.914514,7.285714,7.285714,0.87931
robots_1_5_3_24.4,1,0.079578,0.914514,7.285714,7.285714,0.87931
robots_1_5_3_2.4,1,0.079578,0.914514,7.285714,7.285714,0.87931
robots_1_5_3_25.2,1,0.074297,0.842842,7.285714,7.285714,0.87931
robots_1_5_3_26.2,1,0.074297,0.842842,7.285714,7.285714,0.87931
robots_1_5_3_27.8,1,0.082575,0.955198,7.285714,7.285714,0.87931
