@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC

@DATA
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,0.2605,0.2003,0.3059,0.1196,0.4996
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,0.5133,0.1451,0.7735,0.3183,0.0822
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,0.6615,0.2411,0.8533,0.7532,0.1715
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,0.5753,0.1656,0.6486,0.2039,0.2021
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.5625,0.155,0.7734,0.2554,0.095
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,0.1674,0.1786,0.1194,0.0573,0.2371
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,0.5361,0.2059,0.9116,0.8251,0.5
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,0.7715,0.1476,0.8832,0.8029,0.0951
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,0.3015,0.1873,0.2953,0.1295,0.3944
SAT_RACE2008/marijn-philips.cnf,1,0.1856,0.2233,0.2595,0.1789,0.3251
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.6204,0.1296,0.626,0.221,0.3217
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,0.3897,0.1467,0.7588,0.3297,0.5
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,0.1379,0.1345,0.6115,0.3843,0.4595
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0.392,0.0078,0.6923,0.6923,0
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,0.6431,0.1944,0.5688,0.1888,0.0935
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,0.0805,0.1709,0.0043,0.0001,0.2106
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0.8151,0.0673,0.9929,0.9801,0.5
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,0.1583,0.1805,0.1159,0.0631,0.2819
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,0.6848,0.0242,0.8566,0.4382,0.5
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/xinetd/xinetd_vc56703.cnf,1,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04a.cnf,1,0.7426,0.0808,0.8718,0.7081,0.2146
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,0.8955,0.0332,0.9916,0.6837,0.5
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.6352,0.0363,0.9987,0.9749,0.5
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,0.961,0.0569,0.9835,0.9617,0.5
SAT_RACE2008/manol-pipe-c6bidw_i.cnf,1,0.1273,0.1341,0.6128,0.4104,0.4419
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302,0.9967,0.8727,0.5
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.8645,0.051,1,0.9701,0.5
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,0.5118,0.1559,0.5813,0.2011,0.2649
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,0.2775,0.1868,0.4698,0.1653,0.7685
SAT_Competition2011/SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,0.0026,0.1733,0.1527,0.1508,1
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.5979,0.1643,0.6919,0.2353,0.0909
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0.8645,0.051,1,0.9701,0.5
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_28.cnf,1,0.3925,0.0073,0.6918,0.6918,0
SAT_RACE2006/SAT-Race-Benchmarks/aloul-chnl11-13.cnf,1,0.9091,0.1515,0.8452,0.8452,0.2033
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,0.2303,0.1565,0.6453,0.5013,0.3031
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,0.5844,0.1767,0.619,0.3252,0.4551
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,0.2829,0.1935,0.3149,0.1466,0.453
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,1,0.0694,0.0977,0.6575,0.6462,1
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-25.cnf,1,0.243,0.1736,0.3841,0.1778,0.2413
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-3.cnf,1,0.0722,0.1699,0.0107,0.0001,0.1579
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,0.6521,0.1648,0.7828,0.5079,0.4571
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,0.6234,0.1828,0.7391,0.2407,0.1349
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-02.cnf,1,0.2203,0.1769,0.2147,0.0507,0.2275
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f9n.cnf,1,0.1428,0.1301,0.6454,0.4505,0.4587
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9898,0.1447,0.9466,0.6157,0.616
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,0.3052,0.1997,0.2335,0.0979,0.1745
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,0.5394,0.2054,0.9491,0.8172,0.5
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,0.1794,0.1378,0.5882,0.3169,0.2089
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h50-sat.cnf,1,0.3773,0.0267,0.8995,0.5206,0.5
SAT-Race-2010-CNF/hardware-verification/manolios/c9idw.cnf,1,0.1238,0.1343,0.6295,0.464,0.4716
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,0.114,0.133,0.6042,0.431,0.4657
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,0.2297,0.1555,0.6884,0.5555,0.3026
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-30-h29-unsat.cnf,1,0.3842,0.0422,0.6682,0.3751,0.2889
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,0.3121,0.1818,0.3926,0.1647,0.2634
SAT_Competition2007/industrial/industrial/narain/clauses-6.cnf,1,0.5336,0.2057,0.8816,0.8196,0.5
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,0.1805,0.1374,0.53,0.3625,0.2939
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,0.1212,0.141,0.5918,0.2801,0.434
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.0403,0.029,0.6451,0.4752,0.5
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-16.cnf,1,0.1674,0.1786,0.1194,0.0573,0.2371
SAT-Race-2010-CNF/hardware-verification/velev/9dlx_vliw_at_b_iq9.cnf,1,0.9227,0.0418,0.999,0.9595,1
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.7657,0.0322,0.4921,0.3765,1
SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,0.1001,0.2369,0.1201,0.0471,0.3924
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,0.6564,0.2404,0.8522,0.7473,0.1722
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.5298,0.1364,0.6023,0.3385,0.2809
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9n.cnf,1,0.1428,0.1301,0.6454,0.4505,0.4587
SAT-Race-2010-CNF/cryptography/desgen/gss-20-s100.cnf,1,0.6615,0.2411,0.8533,0.7532,0.1715
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,0.503,0.1397,0.6744,0.4247,0.4896
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.8293,0.1515,0.8295,0.82,0.2149
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,0.2604,0.2004,0.3508,0.1451,0.4998
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,0.512,0.1447,0.7791,0.3533,0.0811
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,1,0.2727,0.1739,0.3271,0.1011,0.2783
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,0.5114,0.1561,0.583,0.2043,0.2645
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,0.9501,0.0233,0.9992,0.9776,1
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12072.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.3179,0.1963,0.4133,0.2135,0.2415
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.1486,0.145,0.6008,0.313,0.4567
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.0266,0.0111,0.5234,0.4209,0.1698
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-rotmul.cnf,1,0.2259,0.1634,0.7033,0.5237,0.3087
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-300.cnf,1,0.2361,0.2155,0.1825,0.0921,0.4803
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq1.cnf,1,0.8694,0.0692,0.895,0.7398,0.4629
SAT_Competition2011/SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.9227,0.1096,0.7917,0.7504,0.3191
SAT_RACE2008/een-tip-sat-nusmv-t5.B.cnf,1,0.3105,0.2017,0.4213,0.2144,1
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,0.3719,0.0774,0.8199,0.6945,0.4592
SAT_RACE2008/een-pico-prop00-75.cnf,1,0.3778,0.1994,0.4902,0.3081,0.3942
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,1,0.6355,0.0364,0.9987,0.9748,0.5
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b7.cnf,1,0.9264,0.0121,1,0.9978,0.5
SAT_Competition2011/SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.282,0.2853,0.3152,0.0908,0.3288
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-g10nid.cnf,1,0.1381,0.1291,0.6561,0.5175,0.4632
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc950.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.4984,0.266,0.4975,0.3233,0.2921
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0805,0.1709,0.0043,0.0001,0.2106
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,0.1576,0.2152,0.1393,0.0673,0.2965
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,0.0943,0.0371,0.8508,0.8183,0.1517
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl016.cnf,1,0.3237,0.1991,0.1591,0.0929,0.2894
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.1302,0.1918,0.1397,0.0245,0.2831
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,0.5033,0.1487,0.6154,0.2721,0.4517
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10id.cnf,1,0.142,0.1309,0.6519,0.501,0.4582
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0718,0.1696,0.0104,0.0001,0.1579
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,0.555,0.1567,0.7127,0.2217,0.1509
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h18-unsat.cnf,1,0.4074,0.0714,0.7815,0.3992,0.3646
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.6586,0.2406,0.8516,0.748,0.1713
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.8831,0.0267,0.6517,0.6114,1
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-d-r2-noholes.cnf,1,0.0114,0.0192,0.0659,0.0199,0.5
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-10-17-s.cnf,1,0.5573,0.1558,0.6198,0.185,0.2029
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.143,0.2042,0.1557,0.0366,0.4123
SAT_RACE2008/maris-s03-gripper11.cnf,1,0.9164,0.1185,0.7916,0.7337,0.3144
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-32-s100.cnf,1,0.6535,0.2405,0.8499,0.7407,0.172
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,0.5209,0.2107,0.6994,0.6344,0.2351
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g6bid.cnf,1,0.1463,0.1399,0.5964,0.343,0.4593
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l45_lambda.cnf,1,0.186,0.1147,0.6827,0.4979,1
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.0806,0.171,0.0044,0.0001,0.2106
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h28-unknown.cnf,1,0.7343,0.0229,0.885,0.463,0.5
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,0.127,0.1341,0.6132,0.4146,0.439
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,0.1765,0.1404,0.3712,0.1364,0.3234
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,0.5295,0.2678,0.5113,0.333,0.2866
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,0.0132,0.0056,0.6105,0.1773,0.5
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8_i.cnf,1,0.1588,0.148,0.5817,0.315,0.4342
SAT_RACE2008/post-cbmc-zfcp-2.8-u2.cnf,1,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_2/een-pico-sr06-pr02-02.cnf,1,0.271,0.1569,0.545,0.31,0.7112
SAT-Race-2010-CNF/software-verification/nec/hard-9-U-10652.cnf,1,0.4535,0.1377,0.9938,0.7701,0.5
SAT_RACE2006/SAT-Race-Benchmarks/mizh-sha0-35-2.cnf,1,0.0825,0.1719,0.006,0.0002,0.2106
SAT_RACE2008/ibm-2004-23-k80.cnf,1,0.5303,0.1366,0.6204,0.3492,0.2818
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p0.cnf,1,0.5255,0.1474,0.7771,0.2486,0.088
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-04-k100.cnf,1,0.5792,0.1665,0.5312,0.2507,0.6708
SAT_Competition2011/SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,0.8762,0.0604,0.9961,0.9904,0.5
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0.9227,0.0418,0.999,0.9595,1
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,0.2608,0.2143,0.2633,0.1335,0.447
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-i8mul.cnf,1,0.2291,0.1575,0.7043,0.5724,0.3017
SAT_RACE2008/velev-vliw-uns-2.0-iq2.cnf,1,0.88,0.0633,0.9346,0.7543,0.4806
SAT_RACE2006/SAT-Race-Benchmarks/mizh-sha0-35-4.cnf,1,0.0826,0.172,0.006,0.0002,0.2106
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,0.1177,0.1803,0.1567,0.04,0.2404
SAT_Competition2011/SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,0.7698,0.1235,0.8343,0.7472,0.2823
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f7idw.cnf,1,0.1291,0.1264,0.6619,0.5458,0.4548
SAT-Race-2010-CNF/software-verification/fuhs/AProVE09-20.cnf,1,0.1395,0.1894,0.2144,0.083,0.2521
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-19-u.cnf,1,0.5464,0.1516,0.6143,0.1839,0.2143
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-6-ipc5-h11-unsat.cnf,1,0.4644,0.0923,0.737,0.4176,0.2731
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-143.cnf,1,0.1361,0.1285,0.6469,0.4893,0.4672
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,0.6352,0.0363,0.9987,0.9749,0.5
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,0.3246,0.1973,0.1417,0.093,0.2894
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11935.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,0.0741,0.1442,0.0632,0.0198,0.2556
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,0.134,0.1811,0.1572,0.0392,0.2404
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,0.9842,0.0404,0.9765,0.4989,0.5
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/simon-s03-w08-15.cnf,1,0.5855,0.1764,0.6197,0.3249,0.4507
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_13_UNKNOWN.cnf,1,0.0231,0.0098,0.3512,0.2364,0.2011
SAT-Race-2010-CNF/hardware-verification/manolios/f7nidw.cnf,1,0.1277,0.1255,0.6556,0.5301,0.4512
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10b.cnf,1,0.1406,0.1333,0.6003,0.4205,0.4563
SAT-Race-2010-CNF/mixed/grieu/vmpc_28.cnf,1,0.3925,0.0073,0.6918,0.6918,0
SAT-Race-2010-CNF/software-verification/bitverif/countbitsarray02_32.cnf,1,0.3412,0.2222,0.1233,0.0369,0.286
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,0.0615,0.1744,0.0144,0.0014,0.2183
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,0.1486,0.1315,0.5357,0.3272,0.3215
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-03.cnf,1,0.2505,0.2833,0.1916,0.1038,0.2072
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,0.9782,0.1539,0.9466,0.4072,0.5294
SAT-Race-2010-CNF/hardware-verification/velev/16pipe_16_ooo.cnf,1,0.9282,0.0123,1,0.9983,0.5
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.217,0.241,0.1759,0.0982,0.3218
SAT_RACE2008/ibm-2004-23-k100.cnf,1,0.5298,0.1364,0.6023,0.3385,0.2809
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,0.5243,0.1468,0.7926,0.3512,0.0861
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-25.cnf,1,0.3917,0.0081,0.6928,0.6928,0
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,0.2783,0.1738,0.4565,0.2868,0.2115
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-11-u.cnf,1,0.6423,0.1881,0.7498,0.2662,0.138
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.2501,0.1011,0.8121,0.8037,0.1732
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_21_SAT.cnf,1,0.0125,0.0055,0.6139,0.1741,0.5
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,0.0123,0.0054,0.6406,0.1641,0.5
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,0.2034,0.1833,0.166,0.0618,0.2681
SAT_Competition2007/industrial/industrial/grieu/vmpc_25.cnf,1,0.3917,0.0081,0.6928,0.6928,0
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0.9636,0.0605,0.9018,0.3695,0.4918
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l45_lambda.cnf,1,0.186,0.1147,0.6827,0.4979,1
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0.8928,0.0187,1,0.9855,0.5
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-01.cnf,1,0.8674,0.0607,0.9922,0.9398,0.5
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,0.9005,0.1563,0.8123,0.2212,0.5
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.6614,0.2408,0.8535,0.7552,0.1729
SAT_RACE2008/ibm-2004-29-k55.cnf,1,0.5343,0.1466,0.5438,0.1883,0.2987
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0.9582,0.0726,0.924,0.9119,0.1731
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,0.5856,0.1739,0.7541,0.2063,0.1312
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0.6001,0.0429,0.9969,0.835,0.5
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,0.7681,0.0176,0.8347,0.3905,0.5
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c9.cnf,1,0.1605,0.1489,0.5839,0.3185,0.434
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,0.0617,0.1747,0.0145,0.0015,0.2402
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,0.631,0.0256,0.8287,0.4148,0.5
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,0.1279,0.1806,0.1569,0.0394,0.2404
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302,0.9967,0.8727,0.5
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,0.1229,0.1328,0.6206,0.4333,0.443
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9b.cnf,1,0.1418,0.1291,0.6523,0.4807,0.4599
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g6bi.cnf,1,0.1486,0.145,0.6008,0.313,0.4567
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.6557,0.2406,0.8512,0.7476,0.1715
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.1172,0.1932,0.0831,0.0122,0.2677
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f6bi.cnf,1,0.1357,0.1325,0.6133,0.3871,0.4543
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9911,0.1425,0.9444,0.6155,0.6587
