@RELATION 'feature_values_proteus_2014-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE csp_percent_dec_predicate NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE csp_percent_wsum NUMERIC
@ATTRIBUTE support_POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE direct_POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE directorder_POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE directorder_CG-entropy NUMERIC
@ATTRIBUTE support_CG-entropy NUMERIC
@ATTRIBUTE directorder_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_cluster-coeff-mean NUMERIC
@ATTRIBUTE support_VCG-CLAUSE-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-max NUMERIC
@ATTRIBUTE directorder_cluster-coeff-min NUMERIC

@DATA
patt/bqwh-18-141_glb/bqwh-18-141-5_glb.xml,1,?,0,0,0.636364,?,0,0.666667,0.267879,0.145643,3.420041,4.05453,0.20373,0.058105,0.011628,0.666667,0.026539
patt/bqwh-18-141_glb/bqwh-18-141-51_glb.xml,1,?,0,0,0.764706,?,0,0.764706,0.357932,0.167924,3.192567,4.021434,0.236344,0.055543,0.015238,0.666667,0.029549
patt/bqwh-18-141_glb/bqwh-18-141-16_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.31535,0.154183,3.25698,3.863317,0.233038,0.066652,0.010526,0.666667,0.031963
patt/bqwh-18-141_glb/bqwh-18-141-18_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.329502,0.15753,3.15623,3.916245,0.245159,0.065704,0.014737,0.714286,0.031543
patt/bqwh-18-141_glb/bqwh-18-141-24_glb.xml,1,?,0,0,0.692308,?,0,0.666667,0.321038,0.138158,3.287961,4.250597,0.217885,0.052754,0.012987,0.666667,0.024406
patt/bqwh-18-141_glb/bqwh-18-141-86_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.298102,0.147742,3.364983,4.064924,0.217297,0.058211,0.013592,0.666667,0.028571
patt/bqwh-18-141_glb/bqwh-18-141-65_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.292351,0.152236,3.259606,3.863712,0.232518,0.066373,0.012685,0.666667,0.025787
patt/bqwh-18-141_glb/bqwh-18-141-71_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.315707,0.15022,3.274844,3.955287,0.225349,0.0605,0.011905,0.666667,0.02735
patt/bqwh-18-141_glb/bqwh-18-141-30_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.350978,0.166979,3.342359,4.031607,0.229593,0.054787,0.011257,0.666667,0.029939
patt/bqwh-18-141_glb/bqwh-18-141-61_glb.xml,1,?,0,0,0.75,?,0,0.75,0.322399,0.144422,3.236239,3.912055,0.22434,0.058211,0.011583,0.666667,0.026467
patt/bqwh-18-141_glb/bqwh-18-141-55_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.286198,0.157841,3.454549,3.853691,0.214305,0.062807,0.01222,0.666667,0.030281
patt/bqwh-18-141_glb/bqwh-18-141-62_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.341475,0.162568,3.274977,3.8462,0.231552,0.059585,0.011928,0.666667,0.024465
patt/bqwh-18-141_glb/bqwh-18-141-89_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.335207,0.162511,3.288841,4.071496,0.221164,0.055587,0.011385,0.666667,0.024636
patt/bqwh-18-141_glb/bqwh-18-141-66_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.311161,0.14957,3.343283,4.080496,0.223649,0.062585,0.011696,0.666667,0.027086
patt/bqwh-18-141_glb/bqwh-18-141-77_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.315321,0.15354,3.353693,4.057832,0.225261,0.061441,0.013283,0.714286,0.02878
patt/bqwh-18-141_glb/bqwh-18-141-81_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.31331,0.152671,3.296616,3.903497,0.226278,0.061673,0.011928,0.666667,0.031968
patt/bqwh-18-141_glb/bqwh-18-141-8_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.299126,0.160135,3.490844,4.142931,0.20926,0.054881,0.011494,0.666667,0.027473
patt/bqwh-18-141_glb/bqwh-18-141-41_glb.xml,1,?,0,0,0.75,?,0,0.647059,0.306768,0.14872,3.257158,3.871483,0.230657,0.064417,0.014113,0.733333,0.033363
patt/bqwh-18-141_glb/bqwh-18-141-60_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.294621,0.150234,3.322549,3.942856,0.21572,0.058653,0.011605,0.666667,0.032951
patt/bqwh-18-141_glb/bqwh-18-141-72_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.295747,0.165115,3.301348,3.847959,0.224075,0.066548,0.012685,0.666667,0.029404
patt/bqwh-18-141_glb/bqwh-18-141-26_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.313226,0.142673,3.252174,3.92393,0.230703,0.062573,0.01217,0.666667,0.028138
patt/bqwh-18-141_glb/bqwh-18-141-67_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.301774,0.153265,3.268026,3.890149,0.227665,0.062927,0.01222,0.666667,0.031784
patt/bqwh-18-141_glb/bqwh-18-141-75_glb.xml,1,?,0,0,1,?,0,1,0.302738,0.15571,3.3101,3.898729,0.225038,0.063714,0.012245,0.666667,0.033282
patt/bqwh-18-141_glb/bqwh-18-141-70_glb.xml,1,?,0,0,0.75,?,0,0.75,0.331107,0.162166,3.289554,3.982397,0.229846,0.060722,0.011696,0.666667,0.032457
patt/bqwh-18-141_glb/bqwh-18-141-82_glb.xml,1,?,0,0,0.636364,?,0,0.636364,0.299282,0.13924,3.23913,3.869338,0.227873,0.062395,0.01378,0.666667,0.034628
patt/bqwh-18-141_glb/bqwh-18-141-43_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.342165,0.151472,3.207484,3.997067,0.227401,0.054479,0.011132,0.666667,0.022766
patt/bqwh-18-141_glb/bqwh-18-141-3_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.32484,0.137481,3.069997,3.920998,0.231769,0.060165,0.011719,0.666667,0.02943
patt/bqwh-18-141_glb/bqwh-18-141-90_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.307079,0.150128,3.210823,3.95018,0.234149,0.06519,0.012422,0.666667,0.026123
patt/bqwh-18-141_glb/bqwh-18-141-91_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.268464,0.14723,3.306859,3.824772,0.211961,0.064929,0.01217,0.666667,0.027579
patt/bqwh-18-141_glb/bqwh-18-141-96_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.293109,0.148984,3.319382,3.899235,0.224862,0.065144,0.012346,0.666667,0.032011
patt/bqwh-18-141_glb/bqwh-18-141-56_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.324751,0.15774,3.267072,3.90916,0.232649,0.062106,0.013834,0.714286,0.032738
patt/bqwh-18-141_glb/bqwh-18-141-10_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.306258,0.144697,3.302607,4.076359,0.22341,0.059378,0.013861,0.666667,0.026985
patt/bqwh-18-141_glb/bqwh-18-141-0_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.314476,0.14517,3.290421,4.105269,0.220761,0.056291,0.013233,0.714286,0.023443
patt/bqwh-18-141_glb/bqwh-18-141-74_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.353612,0.151021,3.32922,4.136934,0.218135,0.054024,0.010453,0.666667,0.019608
patt/bqwh-18-141_glb/bqwh-18-141-46_glb.xml,1,?,0,0,0.75,?,0,0.75,0.3419,0.147106,3.217091,3.966432,0.231053,0.056202,0.011236,0.666667,0.026498
patt/bqwh-18-141_glb/bqwh-18-141-85_glb.xml,1,?,0,0,0.636364,?,0,0.636364,0.299712,0.134658,3.188253,3.748701,0.228988,0.06635,0.012121,0.666667,0.033458
patt/bqwh-18-141_glb/bqwh-18-141-92_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.360619,0.156204,3.245599,4.042244,0.235705,0.055499,0.011152,0.678571,0.02809
patt/bqwh-18-141_glb/bqwh-18-141-99_glb.xml,1,?,0,0,1,?,0,0.764706,0.362376,0.160163,3.2069,3.927445,0.23831,0.057575,0.013514,0.733333,0.028136
patt/bqwh-18-141_glb/bqwh-18-141-52_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.312107,0.150115,3.320063,3.895728,0.222781,0.060008,0.013699,0.678571,0.028971
patt/bqwh-18-141_glb/bqwh-18-141-76_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.301032,0.154418,3.264436,3.842908,0.230111,0.066369,0.012295,0.666667,0.029779
patt/bqwh-18-141_glb/bqwh-18-141-40_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.300204,0.144434,3.281982,3.892555,0.217188,0.057829,0.011029,0.666667,0.028327
patt/bqwh-18-141_glb/bqwh-18-141-42_glb.xml,1,?,0,0,0.75,?,0,0.75,0.296732,0.14362,3.305062,4.004801,0.216478,0.060685,0.011811,0.666667,0.027921
patt/bqwh-18-141_glb/bqwh-18-141-44_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.318164,0.14856,3.236206,3.879803,0.233247,0.061583,0.011976,0.666667,0.025323
patt/bqwh-18-141_glb/bqwh-18-141-88_glb.xml,1,?,0,0,0.647059,?,0,0.647059,0.327499,0.135562,3.240764,4.045428,0.221838,0.053675,0.010909,0.5,0.027921
patt/bqwh-18-141_glb/bqwh-18-141-58_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.319598,0.159837,3.340221,3.986158,0.226597,0.060214,0.012048,0.666667,0.028464
patt/bqwh-18-141_glb/bqwh-18-141-31_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.347075,0.165288,3.396827,4.14701,0.223458,0.053164,0.012797,0.678571,0.02105
patt/bqwh-18-141_glb/bqwh-18-141-19_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.35559,0.148813,3.199593,3.977205,0.238026,0.056894,0.013514,0.714286,0.028305
patt/bqwh-18-141_glb/bqwh-18-141-63_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.319401,0.152878,3.344188,4.019498,0.223832,0.056766,0.013462,0.666667,0.020829
patt/bqwh-18-141_glb/bqwh-18-141-2_glb.xml,1,?,0,0,0.764706,?,0,0.764706,0.333735,0.153609,3.252967,4.03451,0.225295,0.056584,0.011407,0.666667,0.025658
patt/bqwh-18-141_glb/bqwh-18-141-95_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.328994,0.166854,3.38861,3.994892,0.220492,0.056846,0.011429,0.666667,0.022844
patt/bqwh-18-141_glb/bqwh-18-141-22_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.339823,0.143769,3.22177,4.12645,0.223335,0.052017,0.010772,0.666667,0.023411
patt/bqwh-18-141_glb/bqwh-18-141-20_glb.xml,1,?,0,0,0.75,?,0,0.75,0.357094,0.151897,3.301454,4.153324,0.227326,0.051316,0.010619,0.666667,0.022421
patt/bqwh-18-141_glb/bqwh-18-141-13_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.285034,0.151372,3.342714,4.026496,0.223043,0.062291,0.012397,0.666667,0.026081
patt/bqwh-18-141_glb/bqwh-18-141-32_glb.xml,1,?,0,0,1,?,0,0.714286,0.317236,0.17371,3.361067,3.941055,0.223205,0.060058,0.011952,0.666667,0.025307
patt/bqwh-18-141_glb/bqwh-18-141-57_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.295639,0.149016,3.247147,3.861382,0.229026,0.065684,0.012685,0.666667,0.030042
patt/bqwh-18-141_glb/bqwh-18-141-6_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.333708,0.140981,3.215183,3.967692,0.233119,0.061073,0.011976,0.666667,0.028284
patt/bqwh-18-141_glb/bqwh-18-141-27_glb.xml,1,?,0,0,0.714286,?,0,0.714286,0.307774,0.14922,3.293566,4.01888,0.226042,0.061874,0.014141,0.666667,0.028986
patt/bqwh-18-141_glb/bqwh-18-141-68_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.291552,0.152408,3.39211,3.980465,0.217418,0.059196,0.011494,0.666667,0.026996
patt/bqwh-18-141_glb/bqwh-18-141-94_glb.xml,1,?,0,0,0.75,?,0,0.714286,0.355041,0.158687,3.309726,4.047944,0.226336,0.056083,0.010989,0.666667,0.024325
patt/bqwh-18-141_glb/bqwh-18-141-49_glb.xml,1,?,0,0,0.692308,?,0,0.692308,0.32685,0.139251,3.18808,4.049612,0.228014,0.05489,0.01306,0.714286,0.030928
patt/bqwh-18-141_glb/bqwh-18-141-78_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.307394,0.146454,3.315386,3.956952,0.224355,0.061773,0.012121,0.666667,0.031842
patt/bqwh-18-141_glb/bqwh-18-141-59_glb.xml,1,?,0,0,0.733333,?,0,0.733333,0.326962,0.160006,3.314846,4.095088,0.233323,0.06165,0.013972,0.678571,0.031542
patt/bqwh-18-141_glb/bqwh-18-141-83_glb.xml,1,?,0,0,0.647059,?,0,0.647059,0.281567,0.142422,3.255087,3.884762,0.220867,0.068379,0.012658,0.666667,0.033316
patt/bqwh-18-141_glb/bqwh-18-141-47_glb.xml,1,0,0,0,0.733333,0,0,0.733333,0.317254,0.160309,3.296254,3.948925,0.224028,0.065757,0.011561,0.666667,0.025238
patt/bqwh-18-141_glb/bqwh-18-141-36_glb.xml,1,?,0,0,0.647059,?,0,0.647059,0.288991,0.142825,3.335921,4.13913,0.211703,0.057846,0.013592,0.666667,0.02521
patt/bqwh-18-141_glb/bqwh-18-141-93_glb.xml,1,?,0,0,1,?,0,1,0.314848,0.161636,3.250361,3.875081,0.224777,0.061641,0.012121,0.666667,0.027835
patt/bqwh-18-141_glb/bqwh-18-141-12_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.276372,0.150285,3.354057,3.876775,0.214918,0.064432,0.0125,0.666667,0.02193
patt/bqwh-18-141_glb/bqwh-18-141-11_glb.xml,1,?,0,0,0.666667,?,0,0.666667,0.309945,0.134799,3.209504,3.845261,0.229059,0.061742,0.011976,0.666667,0.033424
patt/bqwh-18-141_glb/bqwh-18-141-34_glb.xml,1,?,0,0,0.8,?,0,0.625,0.28182,0.152702,3.414707,4.006761,0.211278,0.060285,0.012,0.666667,0.023338
patt/bqwh-18-141_glb/bqwh-18-141-84_glb.xml,1,0,0,0,0.714286,0,0,0.714286,0.295728,0.149281,3.335219,3.917329,0.219649,0.06097,0.011494,0.666667,0.029111
patt/super-js/super-js-taillard-20/super-js-taillard-20-4.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-3.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-20.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-13.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-1.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-30.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-29.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-12.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-9.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-26.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-23.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-6.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-14.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-5.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-17.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-7.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-27.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-25.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-21.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-8.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-16.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-19.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-24.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-18.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-2.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-10.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-15.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-28.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-11.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20/super-js-taillard-20-22.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-19.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-8.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-3.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-17.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-30.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-6.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-1.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-21.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-7.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-29.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-24.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-4.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-28.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-9.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-15.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-23.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-25.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-14.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-5.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-18.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-26.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-2.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-22.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-16.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-13.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-20.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-11.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-12.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-10.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-15/super-js-taillard-15-27.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-26.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-19.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-2.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-3.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-25.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-20.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-8.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-7.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-18.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-17.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-21.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-29.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-9.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-24.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-1.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-12.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-6.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-10.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-13.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-15.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-4.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-27.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-5.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-28.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-14.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-22.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-16.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-11.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-30.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/super-js/super-js-taillard-20-15/super-js-taillard-20-15-23.xml,1,100,?,?,?,-1,?,?,?,?,?,?,?,?,?,?,?
patt/primes-30/primes-30-60-2-7.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/primes-30/primes-30-20-2-3.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/primes-30/primes-30-20-3-7.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
patt/primes-30/primes-30-40-2-3.xml,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
