@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE o_de_di NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE dy_tot_time NUMERIC
@ATTRIBUTE gr_cv_deg_vg NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE v_logprod_deg_vars NUMERIC
@ATTRIBUTE v_max_dom_vars NUMERIC
@ATTRIBUTE gr_avg_clust_cg NUMERIC
@ATTRIBUTE gr_cv_diam_vg NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE v_cv_domdeg_vars NUMERIC
@ATTRIBUTE v_max_domdeg_vars NUMERIC
@ATTRIBUTE dy_fzn_time NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE v_max_deg_vars NUMERIC
@ATTRIBUTE c_ent_deg_cons NUMERIC
@ATTRIBUTE gr_cv_clust_cg NUMERIC
@ATTRIBUTE o_di_de NUMERIC
@ATTRIBUTE v_num_vars NUMERIC
@ATTRIBUTE gr_max_deg_cg NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE gc_ratio_globs NUMERIC
@ATTRIBUTE gc_bool_lin NUMERIC
@ATTRIBUTE c_min_domdeg_cons NUMERIC
@ATTRIBUTE gr_cv_deg_cg NUMERIC
@ATTRIBUTE v_num_consts NUMERIC
@ATTRIBUTE gr_min_clust_cg NUMERIC
@ATTRIBUTE o_deg_std NUMERIC
@ATTRIBUTE o_deg_cons NUMERIC
@ATTRIBUTE o_dom_avg NUMERIC
@ATTRIBUTE v_logprod_dom_vars NUMERIC
@ATTRIBUTE v_ratio_bounded NUMERIC
@ATTRIBUTE o_di NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE c_cv_deg_cons NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_ratio_bool_cons NUMERIC
@ATTRIBUTE dy_nodes NUMERIC
@ATTRIBUTE dy_fails NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE d_set_cons NUMERIC
@ATTRIBUTE dy_static_time NUMERIC
@ATTRIBUTE gr_max_deg_vg NUMERIC

@DATA
normalized-scen9-w1-f3.xml.mzn_AND_NODATA,1,0.769959,0,1,0,10.520619,0.93549,4.764381,2.511767,9.804359,3.203104,229794,1.938764,5.178866,0.731829,1,0.674555,525.20715,0,1,4.54868,3.22,0.875257,977.236239,2503.436001,1469,0.332337,0.30387,0.031811,0.437399,0.438701,734.5,0.41,0,13,1.569872,1.119461,680,2616,21,1936,1936,0,0,8.396605,0.91304,0,0,0,1,0,25567.680308,0,1,2.072073,0.418395,0.420196,2556450,0,16215,8068,1373941.90472,680,0.75,24
normalized-scen6-w2.xml.mzn_AND_NODATA,1,0.86631,0,1,0,10.600842,0.578116,5.294387,2.234956,9.881847,3.724786,1520308,1.514994,5.528297,0.624041,1,1.074776,597.169785,0,1,5.029312,2.46,1.366895,1040.805874,1189.973768,1553,0.317125,0.219496,0.025521,0.44606,0.381668,776.5,0.14,0,18,1.518425,1.053119,200,1396,35,1196,1196,0,0,8.566054,1.029252,0,0,0,1,0,13756.371115,0,1,1.926171,0.340989,0.342901,1452965,0,32395,16194,833649.019648,200,0.27,34
normalized-scen11-f9.xml.mzn_AND_NODATA,1,0.923475,0,1,0,10.345405,0.477129,4.616436,1.860661,9.707903,-1,927006,1.324295,4.384807,-1,-1,1.57637,582.823077,0,1,4.120169,11.63,1.989308,934.524807,6479.966607,1301,-1,0.185831,0.019614,0.353648,0.26669,650.5,1.11,0,63,1.398208,-1,680,8546,-1,7866,7866,0,0,8.396605,-1,0,-1,0,1,0,83527.129583,0,1,1.662341,0.287773,0.283704,7986449,0,7092,3480,4980806.017814,680,8.36,124
normalized-rand-2-50-23-587-230-14_ext.xml.mzn_AND_NODATA,1,0.017891,0.981876,0.041667,0.958333,4.523562,0.132576,0.132576,6.379544,1.032342,-1,20908494,4.785455,0.249882,-1,-1,0.253244,0.05862,63113,1,0.249882,633.32,0.253244,2.875,8006.822119,23,-1,0.26763,0.232042,1.459601,3.263431,1,626.25,1150,165,0,-1,50,1200,-1,1150,1150,0.000233,0,1,-1,7156,-1,0,1,0,1376.178098,5.963333,1,-69.980567,0,0.232042,3450,0,11897,5942,70.344313,0,4.73,165
normalized-scen5.xml.mzn_AND_NODATA,1,0.92852,0,1,0,10.600842,0.598527,6.56956,1.834335,9.85041,4.273268,1585140,-1,6.268394,0.752884,1,1.650342,614.876486,0,1,5.963605,5.98,2.081647,1026.576168,4022.4104,1553,0.301676,-1,0.023269,0.462354,0.32872,776.5,0.59,0,60,1.38322,1.025935,400,5396,112,4996,4996,0,0,8.396605,1.144025,0,0,0,1,0,52988.965489,0,1,1.643129,0.2827,0.285244,5539405,0,10489,5233,3317873.519184,400,3.28,118
normalized-scen11.xml.mzn_AND_NODATA,1,0.923475,0,1,0,10.600842,0.392408,4.758739,1.860661,9.950817,-1,2384648,1.324295,4.615322,-1,-1,1.57637,691.524263,0,1,4.30152,11.6,1.989308,1107.616312,6479.966607,1553,-1,0.185831,0.020168,0.352799,0.267458,776.5,1.12,0,63,1.398208,-1,680,8546,-1,7866,7866,0,0,8.396605,-1,0,-1,0,1,0,85628.661054,0,1,1.662341,0.287773,0.283683,9465689,0,10024,4889,5909766.353146,680,8.34,124
normalized-scen7-w1-f4.xml.mzn_AND_NODATA,1,0.767442,0,1,0,10.492855,0.861247,4.701252,2.522306,9.77575,3.206727,272621,1.932251,5.151451,0.732271,1,0.675993,515.020114,0,1,4.520931,2.46,0.880284,958.565789,1454.631823,1441,0.333257,0.304818,0.032373,0.437231,0.440202,720.5,0.21,0,11,1.569129,1.119412,400,1520,19,1120,1120,0,0,8.566054,0.922986,0,0,0,1,0,14811.612291,0,1,2.079223,0.420262,0.422102,1457020,0,25536,12763,782830.573232,400,0.2,20
normalized-scen1-f9.xml.mzn_AND_NODATA,1,0.923743,0,1,0,10.345405,0.514923,4.986393,1.867663,9.702703,-1,691141,1.337243,4.628703,-1,-1,1.570987,581.050373,0,1,4.365524,12.53,1.981805,931.497923,8742.097598,1301,-1,0.187273,0.020181,0.355023,0.266686,650.5,1.7,0,62,1.397434,-1,916,11554,-1,10638,10638,0,0,8.396605,-1,0,-1,0,1,0,112863.565435,0,1,1.666537,0.287506,0.283432,10762527,0,3121,1554,6713456.013994,916,8.64,122
normalized-scen11-f7.xml.mzn_AND_NODATA,1,0.923475,0,1,0,10.406205,0.467143,4.616436,1.860661,9.768877,-1,1646475,1.324295,4.380622,-1,-1,1.57637,608.487338,0,1,4.11919,11.67,1.989308,975.266674,6479.966607,1357,-1,0.185831,0.019729,0.353009,0.266763,678.5,1.13,0,63,1.398208,-1,680,8546,-1,7866,7866,0,0,8.396605,-1,0,-1,0,1,0,84056.947435,0,1,1.662341,0.287773,0.283675,8334629,0,7762,3781,5200132.793931,680,8.39,124
normalized-scen10.xml.mzn_AND_NODATA,1,0.923475,0,1,0,10.600842,0.553672,6.546256,1.860661,9.858872,-1,517939,1.324295,6.228834,-1,-1,1.57637,615.046379,0,1,5.922435,11.74,1.989308,1031.138427,6479.966607,1553,-1,0.185831,0.022833,0.459432,0.334372,776.5,1.12,0,63,1.398208,-1,680,8546,-1,7866,7866,0,0,8.396605,-1,0,-1,0,1,0,83994.61391,0,1,1.662341,0.287773,0.290158,8812109,0,5388,2687,5256186.353146,680,8.46,124
normalized-scen11-f3.xml.mzn_AND_NODATA,1,0.923475,0,1,0,10.520619,0.467595,4.617225,1.860661,9.883511,-1,3158335,1.324295,4.388182,-1,-1,1.57637,659.815861,0,1,4.119935,11.63,1.989308,1056.75041,6479.966607,1469,-1,0.185831,0.019972,0.351938,0.266963,734.5,1.14,0,63,1.398208,-1,680,8546,-1,7866,7866,0,0,8.396605,-1,0,-1,0,1,0,85052.428356,0,1,1.662341,0.287773,0.28363,9030989,0,10244,5001,5638786.346165,680,8.33,124
normalized-scen11-f11.xml.mzn_AND_NODATA,1,0.923475,0,1,0,10.072803,0.739034,4.628398,1.860661,9.415211,-1,936641,1.324295,4.593985,-1,-1,1.57637,473.541862,0,1,4.30461,11.7,1.989308,761.474257,6479.966607,1077,-1,0.185831,0.019362,0.359453,0.267383,538.5,1.11,0,63,1.398208,-1,680,8546,-1,7866,7866,0,0,8.396605,-1,0,-1,0,1,0,80971.20618,0,1,1.662341,0.287773,0.283994,6507559,0,5993,2988,4046888.756153,680,8.46,124
normalized-scen11-f1.xml.mzn_AND_NODATA,1,0.923475,0,1,0,10.574594,0.392408,4.616436,1.860661,9.937544,-1,3150697,1.324295,4.382393,-1,-1,1.57637,685.480122,0,1,4.116618,11.61,1.989308,1097.492277,6479.966607,1525,-1,0.185831,0.020097,0.351487,0.26708,762.5,1.15,0,63,1.398208,-1,680,8546,-1,7866,7866,0,0,8.396605,-1,0,-1,0,1,0,85521.398921,0,1,1.662341,0.287773,0.283612,9379169,0,10005,4881,5858113.122282,680,8.31,124
normalized-school1-13.xml.mzn_AND_NODATA,1,1,0,1,0,3.70044,0,0,6.682874,3.70044,-1,2239150,3.277073,0.754036,-1,-1,0.502734,0.549533,0,1,0,8.93,0.502734,13,2405.997686,13,-1,0.418459,-1,0,3.521398,13,2.67,0,282,0,-1,385,385,-1,0,0,0,0,3.70044,-1,0,-1,0,1,0,1424.669291,0,1,6.682874,0,-1,5005,0,8118,4050,211.570282,0,4.18,282
normalized-rand-2-50-23-587-230-25_ext.xml.mzn_AND_NODATA,1,0.01819,0.981526,0.041667,0.958333,4.523562,0.134908,0.134908,6.426763,1.033049,-1,20395165,4.443939,0.249882,-1,-1,0.260592,0.058893,62055,1,0.249882,642.05,0.260592,2.875,7973.706338,23,-1,0.261944,0.23493,1.459601,3.231552,1,634.97,1150,181,0,-1,50,1200,-1,1150,1150,0.000285,0,1,-1,8344,-1,0,1,0,1376.178098,6.953333,1,-84.150997,0,0.23493,3450,0,16398,8195,70.67157,0,4.75,181
normalized-scen11-f8.xml.mzn_AND_NODATA,1,0.923475,0,1,0,10.376125,0.469297,4.615614,1.860661,9.738782,-1,1160971,1.324295,4.384352,-1,-1,1.57637,595.676231,0,1,4.120162,11.66,1.989308,954.935057,6479.966607,1329,-1,0.185831,0.01967,0.35332,0.266717,664.5,1.11,0,63,1.398208,-1,680,8546,-1,7866,7866,0,0,8.396605,-1,0,-1,0,1,0,83795.404584,0,1,1.662341,0.287773,0.283688,8160875,0,7136,3500,5090649.072539,680,8.4,124
normalized-scen9.xml.mzn_AND_NODATA,1,0.923475,0,1,0,10.600842,0.553672,6.546256,1.860661,9.858872,-1,516387,1.324295,6.228834,-1,-1,1.57637,615.046379,0,1,5.922435,11.74,1.989308,1031.138427,6479.966607,1553,-1,0.185831,0.022833,0.459432,0.334372,776.5,1.13,0,63,1.398208,-1,680,8546,-1,7866,7866,0,0,8.396605,-1,0,-1,0,1,0,83994.61391,0,1,1.662341,0.287773,0.290158,8812109,0,5301,2643,5256186.353146,680,8.45,124
normalized-scen4.xml.mzn_AND_NODATA,1,0.921059,0,1,0,10.600842,0.591652,6.581507,1.883403,9.851231,-1,301861,1.330905,6.262597,-1,-1,1.535497,607.872827,0,1,5.942567,11.39,1.937574,1024.953227,6322.401364,1553,-1,0.187025,0.02325,0.466758,0.342326,776.5,1.07,0,63,1.405092,-1,680,8274,-1,7594,7594,0,0,8.396605,-1,0,-1,0,1,0,81196.398461,0,1,1.680657,0.290178,0.293019,8480463,0,6185,3077,5029539.76966,680,8.17,124
normalized-school1-nsh-12.xml.mzn_AND_NODATA,1,1,0,1,0,3.584963,0,0,6.374093,3.584963,-1,1436500,3.185953,0.690765,-1,-1,0.423069,0.559527,0,1,0,8.06,0.423069,12,2125.545358,12,-1,0.438391,0.000001,0,3.35219,12,1.84,0,232,0,-1,352,352,-1,0,0,0,0,3.584963,-1,0,-1,0,1,0,1261.9068,0,1,6.374093,0,0.000001,4224,0,11650,5818,196.95356,0,4.14,232
normalized-socialGolfer-6-3-5.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.448658,0.979869,1,0.448658,5013022,4.548079,0,0,0,0.484925,0.246528,0,1,0,3.82,0.379522,2,3428.526375,2,0.41358,0.215717,0,0,0.416625,0.333333,0.72,0,16,0.448658,0.148101,1080,1080,120,0,0,0,0,1,0.290913,0,0,0,1,0,1080,0,1,0.979869,0.389107,0.389107,2160,0,71765,35816,266.25,0,1.04,32
normalized-rand-2-50-23-587-230-40_ext.xml.mzn_AND_NODATA,1,0.017943,0.981839,0.041667,0.958333,4.523562,0.132694,0.132694,6.447633,1.032381,-1,20851852,4.506251,0.249882,-1,-1,0.259684,0.05887,62929,1,0.249882,631.21,0.259684,2.875,7997.316278,23,-1,0.280851,0.231978,1.459601,3.254423,1,624.15,1150,182,0,-1,50,1200,-1,1150,1150,0.000218,0,1,-1,6372,-1,0,1,0,1376.178098,5.31,1,-60.657654,0,0.231978,3450,0,11350,5668,70.644409,0,4.73,182
normalized-rand-2-50-23-587-230-26_ext.xml.mzn_AND_NODATA,1,0.017935,0.981831,0.041667,0.958333,4.523562,0.132837,0.132837,6.380671,1.032422,-1,20598287,4.530873,0.249882,-1,-1,0.249852,0.058685,62955,1,0.249882,650.04,0.249852,2.875,8002.782777,23,-1,0.236137,0.232305,1.459601,3.259991,1,642.99,1150,168,0,-1,50,1200,-1,1150,1150,0.000234,0,1,-1,7066,-1,0,1,0,1376.178098,5.888333,1,-68.911551,0,0.232305,3450,0,15407,7698,70.421747,0,4.72,168
normalized-scen6-w1.xml.mzn_AND_NODATA,1,0.761337,0,1,0,10.600842,0.745471,4.45824,2.527924,9.878774,3.206184,650813,2.023939,4.862404,0.739241,1,0.683372,552.525862,0,1,4.206443,2.21,0.898709,1027.54878,706.069767,1553,0.330232,0.32606,0.03158,0.430271,0.433301,776.5,0.09,0,11,1.566918,1.134147,200,738,19,538,538,0,0,8.566054,0.961207,0,0,0,1,0,7271.093403,0,1,2.071706,0.424763,0.42611,758331,0,51671,25830,407764.086364,200,0.07,20
normalized-series-80.xml.mzn_AND_NODATA,1,1,0,1,0,6.808332,0.165427,1.165427,2.042543,6.323036,1.356825,9694266,1.501556,1.498416,-1,-1,0.94852,30.154691,0,1,1.501556,6.75,0.936802,99.189274,1163.150836,159,-1,0.101128,0.010461,0.347432,1.077189,79.5,0.63,0,81,0.095017,-1,159,317,160,158,158,0,0,6.303781,0.123737,0,-1,0,1,0,2079.469359,0,1,1.54412,0.054545,0.063707,31443,0,48450,24183,9559.037037,0,4.07,81
normalized-scen1-f8.xml.mzn_AND_NODATA,1,0.923743,0,1,0,10.376125,0.484493,4.716171,1.867663,9.735423,-1,660705,1.337243,4.496286,-1,-1,1.570987,594.750443,0,1,4.221957,12.85,1.981805,953.134066,8742.097598,1329,-1,0.187273,0.020252,0.354469,0.266658,664.5,1.72,0,62,1.397434,-1,916,11554,-1,10638,10638,0,0,8.396605,-1,0,-1,0,1,0,113250.492478,0,1,1.666537,0.287506,0.28341,11012511,0,4535,2157,6871746.617455,916,8.94,122
normalized-squares-11-11.xml.mzn_AND_NODATA,1,0.995918,0,0.53304,0.46696,4.136524,1.022562,4.058487,1.295188,1.928928,2.326632,9351727,2.059665,0.04082,0.986873,0,1.366165,0.994854,0,1,0.447448,2.18,1.176202,2.792952,527.623084,24,0.244427,0.110097,0.549629,1.307522,0.049276,1.142857,0.09,212,21,1.528909,1.132601,242,454,107,212,212,0.004082,0,1,1.014217,0,0,0,1,0,523.003525,0,1,0.343881,0.327616,0.781247,1268,0,52485,26220,451.663492,0,0.05,30
normalized-school1-nsh-14.xml.mzn_AND_NODATA,1,1,0,1,0,3.807355,0,0,6.374093,3.807355,-1,2704903,3.185953,0.762932,-1,-1,0.423069,0.652782,0,1,0,8.05,0.423069,14,2125.545358,14,-1,0.438391,0.000001,0,3.35219,14,1.84,0,232,0,-1,352,352,-1,0,0,0,0,3.807355,-1,0,-1,0,1,0,1340.188933,0,1,6.374093,0,0.000001,4928,0,11594,5786,229.779154,0,4.15,232
normalized-rand-2-50-23-587-230-22_ext.xml.mzn_AND_NODATA,1,0.017684,0.982146,0.041667,0.958333,4.523562,0.130593,0.130593,6.40565,1.031752,-1,21194394,4.65415,0.249882,-1,-1,0.254472,0.058707,63868,1,0.249882,654.48,0.254472,2.875,8025.047479,23,-1,0.244764,0.229324,1.459601,3.280316,1,647.42,1150,191,0,-1,50,1200,-1,1150,1150,0.000169,0,1,-1,4936,-1,0,1,0,1376.178098,4.113333,1,-44.061358,0,0.229324,3450,0,14378,7183,70.448075,0,4.73,191
normalized-scen8.xml.mzn_AND_NODATA,1,0.926153,0,1,0,10.600842,0.585693,6.901975,1.843376,9.858379,-1,344888,1.325992,6.427711,-1,-1,1.611123,616.970112,0,1,6.136887,13.27,2.032396,1031.713795,8970.165692,1553,-1,0.185823,0.023437,0.460486,0.331314,776.5,1.88,0,63,1.390359,-1,916,11946,-1,11030,11030,0,0,8.138553,-1,0,-1,0,1,0,117408.973125,0,1,1.646797,0.285089,0.2875,12324853,0,2590,1291,7370324.960879,916,9.21,124
normalized-squares-14-14.xml.mzn_AND_NODATA,1,0.997543,0,0.524064,0.475936,4.639443,1.443452,4.386857,1.237727,2.077732,2.235515,14099640,2.056393,0.026705,0.988644,0,1.595187,0.998783,0,1,0.372918,2.34,1.387102,2.890374,852.361418,33,0.240246,0.110092,0.587295,1.607563,0.03844,1.222222,0.17,356,27,1.483563,1.127298,392,748,179,356,356,0.002457,0,1,1.048464,0,0,0,1,0,849.904404,0,1,0.275246,0.330516,0.823363,2162,0,27281,13599,747.089744,0,0.14,39
normalized-squares-15-15.xml.mzn_AND_NODATA,1,0.997872,0,0.522042,0.477958,4.774975,1.392897,4.453289,1.2234,2.117882,2.208439,16682524,2.067952,0.023649,0.988987,0,1.664259,0.999501,0,1,0.353904,2.41,1.45061,2.914153,977.019339,36,0.239169,0.107881,0.596679,1.696615,0.036513,1.241379,0.18,412,29,1.473535,1.12618,450,862,207,412,412,0.002128,0,1,1.056867,0,0,0,1,0,975.249255,0,1,0.258267,0.331467,0.834011,2512,0,23316,11625,861.570292,0,0.18,42
normalized-series-100.xml.mzn_AND_NODATA,1,1,0,1,0,7.132991,0,1.139233,2.035614,6.644788,1.302327,8417419,1.056564,1.498736,-1,-1,0.958559,37.654987,0,1,1.501246,7.24,0.949064,124.188917,1520.098743,199,-1,0.068739,0.008931,0.347226,1.082808,99.5,1.07,0,101,0.07949,-1,199,397,200,198,198,0,0,6.629357,0.110902,0,-1,0,1,0,2733.024067,0,1,1.536873,0.049024,0.056846,49303,0,32947,16423,14949.029703,0,4.11,101
normalized-socialGolfer-6-3-6.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,0.318577,0.978449,1,0.36257,3519852,4.325273,0,0,0,0.493932,0.211045,0,1,0,6.86,0.41509,2,5329.808847,2,0.410242,0.21545,0,0,0.421116,0.285714,1.34,0,19,0.318577,0.136595,1566,1566,171,0,0,0,0,1,0.317145,0,0,0,1,0,1566,0,1,0.978449,0.409597,0.409597,3132,0,57728,28753,330.496241,0,3.44,39
normalized-squares-17-17.xml.mzn_AND_NODATA,1,0.998362,0,0.517921,0.482079,5.059158,1.223702,4.601627,1.196032,2.2037,2.053627,24231896,2.046755,0.018935,0.989803,0,1.798076,1.001337,0,1,0.321252,2.64,1.571923,2.982079,1253.06264,43,0.237825,0.104704,0.614736,1.899382,0.03502,1.30303,0.28,538,33,1.447284,1.122416,578,1116,270,538,538,0.001638,0,1,1.069,0,0,0,1,0,1254.011376,0,1,0.226519,0.331916,0.853146,3328,0,16661,8288,1117.492241,0,0.32,48
normalized-squares-19-19.xml.mzn_AND_NODATA,1,0.998698,0,0.515714,0.484286,5.291835,1.161568,4.755432,1.177487,2.272452,2.016325,14019921,2.017734,0.015561,0.990071,0,1.918354,1.002461,0,1,0.295155,2.96,1.682469,3.035714,1559.561717,50,0.23625,0.102163,0.629463,2.083908,0.035773,1.351351,0.42,678,37,1.437708,1.121666,722,1400,340,678,678,0.001302,0,1,1.080348,0,0,0,1,0,1563.089749,0,1,0.204644,0.333749,0.86978,4250,0,12571,6200,1403.445817,0,0.48,54
normalized-series-90.xml.mzn_AND_NODATA,1,1,0,1,0,6.979775,0.151097,1.151097,2.038742,6.492866,1.327084,9013082,1.501384,1.498594,-1,-1,0.954082,33.904854,0,1,1.501384,7,0.943592,111.689076,1340.00991,179,-1,0.101115,0.009621,0.347317,1.080307,89.5,0.85,0,91,0.086504,-1,179,357,180,178,178,0,0,6.475733,0.116794,0,-1,0,1,0,2403.006934,0,1,1.540142,0.051564,0.059991,39873,0,39400,19653,12104.032967,0,4.09,91
normalized-school1-15.xml.mzn_AND_NODATA,1,1,0,1,0,3.906891,0,0,6.682874,3.906891,-1,3042540,3.277073,0.786485,-1,-1,0.502734,0.634077,0,1,0,8.99,0.502734,15,2405.997686,15,-1,0.418459,-1,0,3.521398,15,2.7,0,282,0,-1,385,385,-1,0,0,0,0,3.906891,-1,0,-1,0,1,0,1504.152879,0,1,6.682874,0,-1,5775,0,8234,4103,244.119556,0,4.19,282
normalized-rand-2-50-23-587-230-24_ext.xml.mzn_AND_NODATA,1,0.01785,0.981932,0.041667,0.958333,4.523562,0.132147,0.132147,6.517361,1.032214,-1,20681834,4.690304,0.249882,-1,-1,0.269886,0.058781,63260,1,0.249882,660.51,0.269886,2.875,8004.22384,23,-1,0.29627,0.231429,1.459601,3.259649,1,653.44,1150,192,0,-1,50,1200,-1,1150,1150,0.000217,0,1,-1,6610,-1,0,1,0,1376.178098,5.508333,1,-63.385782,0,0.231429,3450,0,13600,6796,70.537024,0,4.73,192
normalized-school1-nsh-13.xml.mzn_AND_NODATA,1,1,0,1,0,3.70044,0,0,6.374093,3.70044,-1,1709670,3.185953,0.694335,-1,-1,0.423069,0.606154,0,1,0,8.06,0.423069,13,2125.545358,13,-1,0.438391,-1,0,3.35219,13,1.84,0,232,0,-1,352,352,-1,0,0,0,0,3.70044,-1,0,-1,0,1,0,1302.554781,0,1,6.374093,0,-1,4576,0,11618,5801,213.366357,0,4.14,232
normalized-squares-20-20.xml.mzn_AND_NODATA,1,0.99883,0,0.514139,0.485861,5.415467,1.06814,4.821249,1.162348,2.310332,1.82159,18671047,1.996725,0.014197,0.990394,0,1.978809,1.003144,0,1,0.283486,3.12,1.736684,3.070694,1727.191241,54,0.235922,0.100815,0.636356,2.186308,0.037291,1.384615,0.46,756,39,1.425075,1.119853,800,1556,379,756,756,0.00117,0,1,1.08389,0,0,0,1,0,1732.618665,0,1,0.18806,0.333623,0.87677,4778,0,11137,5506,1560.892038,0,0.6,57
normalized-squares-12-12.xml.mzn_AND_NODATA,1,0.996604,0,0.529412,0.470588,4.323892,1.018199,4.175078,1.273082,1.984326,2.294713,9897869,2.050048,0.035028,0.987637,0,1.446737,0.996573,0,1,0.419023,2.21,1.250452,2.830882,627.649177,27,0.242849,0.112595,0.564217,1.413996,0.044483,1.173913,0.1,256,23,1.510485,1.130381,288,544,129,256,256,0.003396,0,1,1.027523,0,0,0,1,0,623.773401,0,1,0.317363,0.32855,0.797419,1540,0,43381,21645,542.135968,0,0.07,33
normalized-school1-16.xml.mzn_AND_NODATA,1,1,0,1,0,4,0,0,6.682874,4,-1,3175552,3.277073,0.815062,-1,-1,0.502734,0.676349,0,1,0,8.95,0.502734,16,2405.997686,16,-1,0.418459,0,0,3.521398,16,2.68,0,282,0,-1,385,385,-1,0,0,0,0,4,-1,0,-1,0,1,0,1540,0,1,6.682874,0,0,6160,0,8099,4036,260.394193,0,4.18,282
normalized-rand-2-50-23-587-230-39_ext.xml.mzn_AND_NODATA,1,0.01792,0.981846,0.041667,0.958333,4.523562,0.132749,0.132749,6.72337,1.032395,-1,20617656,4.344797,0.249882,-1,-1,0.29636,0.05918,63008,1,0.249882,629.94,0.29636,2.875,7982.205904,23,-1,0.238913,0.232217,1.459601,3.231836,1,622.86,1150,197,0,-1,50,1200,-1,1150,1150,0.000234,0,1,-1,7294,-1,0,1,0,1376.178098,6.078333,1,-71.276809,0,0.232217,3450,0,18255,9120,71.015645,0,4.76,197
normalized-s4-4-3-7.xml.mzn_AND_NODATA,1,1,0,1,0,1,0,1.443297,1.918296,1,3.480838,9534303,3.436168,0,0.77029,0,0.288484,0.217111,0,1,0,2.81,0.035283,2,2192.92298,2,0.533054,0.22828,0,0,0.28422,0.333333,0.43,0,15,1.443297,0.126306,672,672,386,0,0,0,0,1,1.113021,0,0,0,1,0,672,0,1,2.454099,0.836352,0.836352,1344,0,47699,23817,145.898918,0,0.32,33
normalized-rand-2-50-23-587-230-11_ext.xml.mzn_AND_NODATA,1,0.017953,0.981813,0.041667,0.958333,4.523562,0.132942,0.132942,6.342376,1.032454,-1,20890551,4.629561,0.249882,-1,-1,0.251309,0.058627,62892,1,0.249882,631.49,0.251309,2.875,8002.866107,23,-1,0.283028,0.23241,1.459601,3.261907,1,624.41,1150,188,0,-1,50,1200,-1,1150,1150,0.000234,0,1,-1,6930,-1,0,1,0,1376.178098,5.775,1,-67.338768,0,0.23241,3450,0,12239,6113,70.352724,0,4.76,188
normalized-squares-22-22.xml.mzn_AND_NODATA,1,0.999038,0,0.512169,0.487831,5.631527,1.00106,4.947751,1.142412,2.375234,1.605915,21306524,1.957735,0.011985,0.990694,0,2.09103,1.004134,0,1,0.2633,3.64,1.838615,3.131217,2084.687755,62,0.234971,0.098379,0.648559,2.378628,0.04074,1.44186,0.68,922,43,1.411836,1.118416,968,1890,462,922,922,0.000962,0,1,1.091395,0,0,0,1,0,2093.787179,0,1,0.165693,0.334471,0.889913,5918,0,8548,4186,1897.813953,0,0.9,63
normalized-squares-23-23.xml.mzn_AND_NODATA,1,0.999122,0,0.511605,0.488395,5.727249,1.000308,4.98645,1.137354,2.403394,1.598591,23257569,1.948296,0.011079,0.990727,0,2.143484,1.004492,0,1,0.25448,3.94,1.886803,3.15764,2274.560399,66,0.234409,0.097561,0.654029,2.469428,0.042404,1.466667,0.79,1010,45,1.410355,1.118419,1058,2068,506,1010,1010,0.000878,0,1,1.09521,0,0,0,1,0,2285.453464,0,1,0.159599,0.335255,0.896093,6530,0,9115,4413,2077.289899,0,1.1,66
