@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC

@DATA
normalized-rand-2-40-80-103-800-59_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,2.927813
normalized-rand-2-40-8-753-100-31_ext.xml.mzn_AND_NODATA,1,0.062819,0.937181,0.111111,0.888889,2,0.338535,0.338535,4.28382
normalized-rand-2-40-80-103-800-97_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,3.063461
normalized-rand-2-40-8-753-100-55_ext.xml.mzn_AND_NODATA,1,0.06174,0.93826,0.111111,0.888889,2,0.334315,0.334315,4.43995
normalized-rand-2-40-8-753-100-53_ext.xml.mzn_AND_NODATA,1,0.061693,0.938307,0.111111,0.888889,2,0.334128,0.334128,4.33445
normalized-rand-2-40-8-753-100-37_ext.xml.mzn_AND_NODATA,1,0.061728,0.938272,0.111111,0.888889,2,0.334268,0.334268,4.516196
normalized-rand-2-40-8-753-100-58_ext.xml.mzn_AND_NODATA,1,0.063454,0.936546,0.111111,0.888889,2,0.341007,0.341007,4.402497
normalized-rand-2-40-8-753-100-27_ext.xml.mzn_AND_NODATA,1,0.06239,0.93761,0.111111,0.888889,2,0.336861,0.336861,4.4179
normalized-rand-2-40-8-753-100-10_ext.xml.mzn_AND_NODATA,1,0.061669,0.938331,0.111111,0.888889,2,0.334035,0.334035,4.407426
normalized-rand-2-40-8-753-100-64_ext.xml.mzn_AND_NODATA,1,0.062196,0.937804,0.111111,0.888889,2,0.336102,0.336102,4.368614
normalized-rand-2-40-80-103-800-34_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,2.819504
normalized-rand-2-40-8-753-100-47_ext.xml.mzn_AND_NODATA,1,0.062269,0.937731,0.111111,0.888889,2,0.336387,0.336387,4.329315
normalized-rand-2-40-8-753-100-70_ext.xml.mzn_AND_NODATA,1,0.061991,0.938009,0.111111,0.888889,2,0.3353,0.3353,4.401068
normalized-rand-2-40-80-103-800-25_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,3.056198
normalized-rand-2-40-8-753-100-6_ext.xml.mzn_AND_NODATA,1,0.061491,0.938509,0.111111,0.888889,2,0.333336,0.333336,4.313176
normalized-rand-2-40-8-753-100-49_ext.xml.mzn_AND_NODATA,1,0.06186,0.93814,0.111111,0.888889,2,0.334783,0.334783,4.347467
normalized-rand-2-40-8-753-100-72_ext.xml.mzn_AND_NODATA,1,0.06216,0.93784,0.111111,0.888889,2,0.335961,0.335961,4.451132
normalized-rand-2-40-8-753-100-76_ext.xml.mzn_AND_NODATA,1,0.061669,0.938331,0.111111,0.888889,2,0.334035,0.334035,4.398695
normalized-rand-2-40-8-753-100-74_ext.xml.mzn_AND_NODATA,1,0.062293,0.937707,0.111111,0.888889,2,0.336481,0.336481,4.496586
normalized-rand-2-40-8-753-100-48_ext.xml.mzn_AND_NODATA,1,0.062305,0.937695,0.111111,0.888889,2,0.336529,0.336529,4.445266
normalized-rand-2-40-8-753-100-77_ext.xml.mzn_AND_NODATA,1,0.062844,0.937156,0.111111,0.888889,2,0.338631,0.338631,4.467484
normalized-rand-2-40-8-753-100-81_ext.xml.mzn_AND_NODATA,1,0.063669,0.936331,0.111111,0.888889,2,0.34184,0.34184,4.450167
normalized-rand-2-40-8-753-100-41_ext.xml.mzn_AND_NODATA,1,0.063329,0.936671,0.111111,0.888889,2,0.340519,0.340519,4.403637
normalized-rand-2-40-19-443-230-fcd-48_ext.xml.mzn_AND_NODATA,1,0.023664,0.975869,0.05,0.95,4.247928,0.167372,0.167372,6.373541
normalized-rand-2-40-8-753-100-5_ext.xml.mzn_AND_NODATA,1,0.062794,0.937206,0.111111,0.888889,2,0.338439,0.338439,4.262429
normalized-rand-2-40-8-753-100-82_ext.xml.mzn_AND_NODATA,1,0.061824,0.938176,0.111111,0.888889,2,0.334643,0.334643,4.458164
normalized-rand-2-40-19-443-230-fcd-44_ext.xml.mzn_AND_NODATA,1,0.023264,0.976307,0.05,0.95,4.247928,0.164794,0.164794,6.201951
normalized-rand-2-40-8-753-100-85_ext.xml.mzn_AND_NODATA,1,0.061931,0.938069,0.111111,0.888889,2,0.335065,0.335065,4.364938
normalized-rand-2-40-25-180-500-20_ext.xml.mzn_AND_NODATA,1,0.032461,0.964877,0.038462,0.961538,4.643856,0.233064,0.233064,6.448411
normalized-rand-2-40-25-180-500-25_ext.xml.mzn_AND_NODATA,1,0.032521,0.964812,0.038462,0.961538,4.643856,0.2334,0.2334,6.57211
normalized-rand-2-40-8-753-100-62_ext.xml.mzn_AND_NODATA,1,0.06115,0.93885,0.111111,0.888889,2,0.331995,0.331995,4.47209
normalized-rand-2-40-8-753-100-60_ext.xml.mzn_AND_NODATA,1,0.061444,0.938556,0.111111,0.888889,2,0.33315,0.33315,4.331602
normalized-rand-2-40-80-103-800-70_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,2.954855
normalized-rand-2-40-8-753-100-29_ext.xml.mzn_AND_NODATA,1,0.062943,0.937057,0.111111,0.888889,2,0.339017,0.339017,4.419068
normalized-rand-2-40-80-103-800-94_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,2.965957
normalized-rand-2-40-8-753-100-94_ext.xml.mzn_AND_NODATA,1,0.061896,0.938104,0.111111,0.888889,2,0.334924,0.334924,4.354414
normalized-rand-2-40-8-753-100-16_ext.xml.mzn_AND_NODATA,1,0.062354,0.937646,0.111111,0.888889,2,0.336719,0.336719,4.40997
normalized-rand-2-40-25-180-500-14_ext.xml.mzn_AND_NODATA,1,0.031685,0.965651,0.039409,0.960591,4.643856,0.229275,0.229275,6.541304
normalized-rand-2-40-25-180-500-3_ext.xml.mzn_AND_NODATA,1,0.035542,0.961224,0.038462,0.961538,4.643856,0.252708,0.252708,6.368701
normalized-rand-2-40-8-753-100-1_ext.xml.mzn_AND_NODATA,1,0.06186,0.93814,0.111111,0.888889,2,0.334783,0.334783,4.420503
normalized-rand-2-40-25-180-500-33_ext.xml.mzn_AND_NODATA,1,0.034153,0.962876,0.038462,0.961538,4.643856,0.243884,0.243884,6.51638
normalized-rand-2-40-80-103-800-3_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,3.064911
normalized-rand-2-40-8-753-100-7_ext.xml.mzn_AND_NODATA,1,0.060952,0.939048,0.111111,0.888889,2,0.331214,0.331214,4.447514
normalized-rand-2-40-8-753-100-65_ext.xml.mzn_AND_NODATA,1,0.063042,0.936958,0.111111,0.888889,2,0.339403,0.339403,4.277566
normalized-rand-2-40-40-135-650-90_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.977567
normalized-rand-2-40-8-753-100-88_ext.xml.mzn_AND_NODATA,1,0.062782,0.937218,0.111111,0.888889,2,0.338391,0.338391,4.380406
normalized-rand-2-40-8-753-100-20_ext.xml.mzn_AND_NODATA,1,0.061645,0.938355,0.111111,0.888889,2,0.333941,0.333941,4.300755
normalized-rand-2-40-8-753-100-46_ext.xml.mzn_AND_NODATA,1,0.061104,0.938896,0.111111,0.888889,2,0.331811,0.331811,4.390835
normalized-rand-2-40-8-753-100-69_ext.xml.mzn_AND_NODATA,1,0.06186,0.93814,0.111111,0.888889,2,0.334783,0.334783,4.391801
normalized-rand-2-40-8-753-100-3_ext.xml.mzn_AND_NODATA,1,0.062196,0.937804,0.111111,0.888889,2,0.336102,0.336102,4.340175
normalized-rand-2-40-8-753-100-39_ext.xml.mzn_AND_NODATA,1,0.062819,0.937181,0.111111,0.888889,2,0.338535,0.338535,4.291175
normalized-rand-2-40-8-753-100-91_ext.xml.mzn_AND_NODATA,1,0.061884,0.938116,0.111111,0.888889,2,0.334877,0.334877,4.456123
normalized-rand-2-40-8-753-100-83_ext.xml.mzn_AND_NODATA,1,0.061967,0.938033,0.111111,0.888889,2,0.335206,0.335206,4.342968
normalized-rand-2-40-25-180-500-50_ext.xml.mzn_AND_NODATA,1,0.036637,0.959956,0.038462,0.961538,4.643856,0.259306,0.259306,6.401981
normalized-rand-2-40-8-753-100-51_ext.xml.mzn_AND_NODATA,1,0.062831,0.937169,0.111111,0.888889,2,0.338583,0.338583,4.291934
normalized-rand-2-40-8-753-100-8_ext.xml.mzn_AND_NODATA,1,0.0621,0.9379,0.111111,0.888889,2,0.335724,0.335724,4.314268
normalized-rand-2-40-8-753-100-54_ext.xml.mzn_AND_NODATA,1,0.061979,0.938021,0.111111,0.888889,2,0.335253,0.335253,4.410862
normalized-rand-2-40-8-753-100-63_ext.xml.mzn_AND_NODATA,1,0.062378,0.937622,0.111111,0.888889,2,0.336814,0.336814,4.380137
normalized-rand-2-40-80-103-800-2_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,2.836349
normalized-rand-2-40-8-753-100-79_ext.xml.mzn_AND_NODATA,1,0.062064,0.937936,0.111111,0.888889,2,0.335583,0.335583,4.381054
normalized-rand-2-40-8-753-100-95_ext.xml.mzn_AND_NODATA,1,0.062124,0.937876,0.111111,0.888889,2,0.335819,0.335819,4.438593
normalized-rand-2-40-8-753-100-57_ext.xml.mzn_AND_NODATA,1,0.06079,0.93921,0.111111,0.888889,2,0.330574,0.330574,4.346303
normalized-rand-2-40-8-753-100-78_ext.xml.mzn_AND_NODATA,1,0.061361,0.938639,0.111111,0.888889,2,0.332826,0.332826,4.326204
normalized-rand-2-40-8-753-100-98_ext.xml.mzn_AND_NODATA,1,0.062488,0.937512,0.111111,0.888889,2,0.337242,0.337242,4.408793
normalized-rand-2-40-8-753-100-44_ext.xml.mzn_AND_NODATA,1,0.061752,0.938248,0.111111,0.888889,2,0.334362,0.334362,4.278279
normalized-rand-2-40-8-753-100-99_ext.xml.mzn_AND_NODATA,1,0.062184,0.937816,0.111111,0.888889,2,0.336055,0.336055,4.375875
normalized-rand-2-40-8-753-100-45_ext.xml.mzn_AND_NODATA,1,0.062549,0.937451,0.111111,0.888889,2,0.337481,0.337481,4.413847
normalized-rand-2-40-8-753-100-86_ext.xml.mzn_AND_NODATA,1,0.061303,0.938697,0.111111,0.888889,2,0.332595,0.332595,4.39537
normalized-rand-2-40-8-753-100-90_ext.xml.mzn_AND_NODATA,1,0.06233,0.93767,0.111111,0.888889,2,0.336624,0.336624,4.437159
normalized-rand-2-40-8-753-100-59_ext.xml.mzn_AND_NODATA,1,0.06174,0.93826,0.111111,0.888889,2,0.334315,0.334315,4.38872
normalized-rand-2-40-8-753-100-97_ext.xml.mzn_AND_NODATA,1,0.061373,0.938627,0.111111,0.888889,2,0.332872,0.332872,4.377666
normalized-rand-2-40-8-753-100-80_ext.xml.mzn_AND_NODATA,1,0.063404,0.936596,0.111111,0.888889,2,0.340812,0.340812,4.326251
normalized-rand-2-40-8-753-100-4_ext.xml.mzn_AND_NODATA,1,0.062305,0.937695,0.111111,0.888889,2,0.336529,0.336529,4.424627
normalized-rand-2-40-8-753-100-2_ext.xml.mzn_AND_NODATA,1,0.062088,0.937912,0.111111,0.888889,2,0.335677,0.335677,4.46389
normalized-rand-2-40-8-753-100-73_ext.xml.mzn_AND_NODATA,1,0.062003,0.937997,0.111111,0.888889,2,0.335347,0.335347,4.372821
normalized-rand-2-40-80-103-800-23_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,2.742199
normalized-rand-2-40-25-180-500-4_ext.xml.mzn_AND_NODATA,1,0.034684,0.96192,0.040404,0.959596,4.643856,0.249931,0.249931,6.576077
normalized-rand-2-40-80-103-800-50_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,2.509341
normalized-rand-2-40-8-753-100-9_ext.xml.mzn_AND_NODATA,1,0.061991,0.938009,0.111111,0.888889,2,0.3353,0.3353,4.38223
normalized-rand-2-40-80-103-800-84_ext.xml.mzn_AND_NODATA,1,0,0,1,0,6.321928,0,0,2.93483
normalized-rand-2-40-8-753-100-56_ext.xml.mzn_AND_NODATA,1,0.061633,0.938367,0.111111,0.888889,2,0.333895,0.333895,4.504622
normalized-haystacks-47.xml.mzn_AND_NODATA,1,1,0,1,0,8.041814,0.795845,1.515971,1.191261
normalized-rand-2-40-25-180-500-41_ext.xml.mzn_AND_NODATA,1,0.034146,0.962883,0.038462,0.961538,4.643856,0.243845,0.243845,6.649638
normalized-rand-2-40-19-443-230-fcd-47_ext.xml.mzn_AND_NODATA,1,0.023203,0.97637,0.05,0.95,4.247928,0.164449,0.164449,6.101332
normalized-rand-2-40-19-443-230-fcd-4_ext.xml.mzn_AND_NODATA,1,0.023589,0.975977,0.05,0.95,4.247928,0.166606,0.166606,6.17286
normalized-rand-2-40-25-180-500-29_ext.xml.mzn_AND_NODATA,1,0.032456,0.964883,0.038462,0.961538,4.643856,0.233035,0.233035,6.51391
normalized-rand-2-40-25-180-500-38_ext.xml.mzn_AND_NODATA,1,0.033589,0.963379,0.039409,0.960591,4.643856,0.241664,0.241664,6.260625
normalized-rand-2-40-19-443-230-fcd-45_ext.xml.mzn_AND_NODATA,1,0.023278,0.976293,0.05,0.95,4.247928,0.16487,0.16487,6.253691
normalized-rand-2-40-25-180-500-79_ext.xml.mzn_AND_NODATA,1,0.041901,0.9537,0.038462,0.961538,4.643856,0.291442,0.291442,6.160698
normalized-rand-2-40-19-443-230-fcd-8_ext.xml.mzn_AND_NODATA,1,0.022995,0.976672,0.05,0.95,4.247928,0.162254,0.162254,6.305052
normalized-rand-2-40-25-180-500-46_ext.xml.mzn_AND_NODATA,1,0.036245,0.960384,0.038462,0.961538,4.643856,0.257161,0.257161,6.238683
normalized-rand-2-40-19-443-230-fcd-49_ext.xml.mzn_AND_NODATA,1,0.022934,0.976703,0.05,0.95,4.247928,0.162263,0.162263,6.078938
normalized-rand-2-40-25-180-500-2_ext.xml.mzn_AND_NODATA,1,0.031234,0.966203,0.039409,0.960591,4.643856,0.226179,0.226179,6.231665
normalized-rand-2-40-19-443-230-fcd-9_ext.xml.mzn_AND_NODATA,1,0.023093,0.976512,0.05,0.95,4.247928,0.163495,0.163495,6.361307
normalized-rand-2-40-19-443-230-fcd-7_ext.xml.mzn_AND_NODATA,1,0.023592,0.975942,0.05,0.95,4.247928,0.16697,0.16697,6.095275
normalized-rand-2-40-25-180-500-68_ext.xml.mzn_AND_NODATA,1,0.037649,0.958736,0.038462,0.961538,4.643856,0.265732,0.265732,6.435514
normalized-rand-2-40-25-180-500-31_ext.xml.mzn_AND_NODATA,1,0.032674,0.964646,0.038462,0.961538,4.643856,0.234255,0.234255,6.461506
normalized-rand-2-40-25-180-500-43_ext.xml.mzn_AND_NODATA,1,0.033824,0.963267,0.038462,0.961538,4.643856,0.241773,0.241773,6.269548
normalized-rand-2-40-25-180-500-76_ext.xml.mzn_AND_NODATA,1,0.039104,0.957025,0.038462,0.961538,4.643856,0.274539,0.274539,6.302539
normalized-rand-2-40-25-180-500-63_ext.xml.mzn_AND_NODATA,1,0.036101,0.960578,0.038462,0.961538,4.643856,0.256076,0.256076,6.438789
normalized-rand-2-40-25-180-500-51_ext.xml.mzn_AND_NODATA,1,0.035353,0.961465,0.038462,0.961538,4.643856,0.251379,0.251379,6.343831
normalized-rand-2-40-25-180-500-67_ext.xml.mzn_AND_NODATA,1,0.036217,0.960254,0.039409,0.960591,4.643856,0.258312,0.258312,6.394208
normalized-rand-2-40-25-180-500-66_ext.xml.mzn_AND_NODATA,1,0.036475,0.960133,0.038462,0.961538,4.643856,0.258422,0.258422,6.350353
normalized-rand-2-40-25-180-500-58_ext.xml.mzn_AND_NODATA,1,0.034904,0.961839,0.039409,0.960591,4.643856,0.249856,0.249856,6.462639
normalized-rand-2-40-25-180-500-61_ext.xml.mzn_AND_NODATA,1,0.036142,0.960533,0.038462,0.961538,4.643856,0.256298,0.256298,6.318282
normalized-rand-2-40-25-180-500-55_ext.xml.mzn_AND_NODATA,1,0.034446,0.962374,0.039409,0.960591,4.643856,0.247021,0.247021,6.483892
normalized-rand-2-40-25-180-500-42_ext.xml.mzn_AND_NODATA,1,0.033191,0.964021,0.038462,0.961538,4.643856,0.23769,0.23769,6.322744
normalized-rand-2-40-25-180-500-64_ext.xml.mzn_AND_NODATA,1,0.03564,0.960961,0.039409,0.960591,4.643856,0.254526,0.254526,6.382645
normalized-rand-2-40-25-180-500-48_ext.xml.mzn_AND_NODATA,1,0.034955,0.961934,0.038462,0.961538,4.643856,0.248895,0.248895,6.420081
normalized-rand-2-40-25-180-500-34_ext.xml.mzn_AND_NODATA,1,0.032485,0.964851,0.038462,0.961538,4.643856,0.2332,0.2332,6.271394
normalized-rand-2-40-25-180-500-39_ext.xml.mzn_AND_NODATA,1,0.03209,0.965178,0.039409,0.960591,4.643856,0.23184,0.23184,6.283694
normalized-rand-2-40-25-180-500-47_ext.xml.mzn_AND_NODATA,1,0.03236,0.964852,0.039409,0.960591,4.643856,0.233635,0.233635,6.492086
normalized-patat-08-comp-13.xml.mzn_AND_NODATA,1,0.658442,0.329221,0.016293,0.983707,5.491853,2.013746,4.211269,0.251362
normalized-rand-2-40-25-180-500-96_ext.xml.mzn_AND_NODATA,1,0.04207,0.953513,0.038462,0.961538,4.643856,0.292342,0.292342,6.138833
normalized-rand-2-40-25-180-500-73_ext.xml.mzn_AND_NODATA,1,0.035133,0.961552,0.039409,0.960591,4.643856,0.251421,0.251421,6.369073
normalized-rand-2-40-25-180-500-6_ext.xml.mzn_AND_NODATA,1,0.033967,0.962779,0.040404,0.959596,4.643856,0.245325,0.245325,6.283084
normalized-rand-2-40-25-180-500-70_ext.xml.mzn_AND_NODATA,1,0.035643,0.961113,0.038462,0.961538,4.643856,0.253266,0.253266,6.502685
normalized-rand-2-40-25-180-500-21_ext.xml.mzn_AND_NODATA,1,0.030704,0.966962,0.038462,0.961538,4.643856,0.22157,0.22157,6.375977
normalized-rand-2-40-25-180-500-49_ext.xml.mzn_AND_NODATA,1,0.033111,0.964107,0.038462,0.961538,4.643856,0.237249,0.237249,6.153501
normalized-rand-2-40-25-180-500-62_ext.xml.mzn_AND_NODATA,1,0.035232,0.961597,0.038462,0.961538,4.643856,0.250713,0.250713,6.157984
normalized-rand-2-40-19-443-230-fcd-50_ext.xml.mzn_AND_NODATA,1,0.023028,0.976609,0.05,0.95,4.247928,0.162784,0.162784,6.069759
normalized-rand-2-40-25-180-500-78_ext.xml.mzn_AND_NODATA,1,0.035596,0.961009,0.039409,0.960591,4.643856,0.254281,0.254281,6.269818
normalized-rand-2-40-25-180-500-85_ext.xml.mzn_AND_NODATA,1,0.036434,0.960016,0.039409,0.960591,4.643856,0.259506,0.259506,6.178451
normalized-rand-2-40-25-180-500-90_ext.xml.mzn_AND_NODATA,1,0.038516,0.957709,0.038462,0.961538,4.643856,0.271052,0.271052,6.29743
normalized-rand-2-40-25-180-500-94_ext.xml.mzn_AND_NODATA,1,0.036756,0.959625,0.039409,0.960591,4.643856,0.261585,0.261585,6.357948
normalized-rand-2-40-25-180-500-56_ext.xml.mzn_AND_NODATA,1,0.033562,0.963586,0.038462,0.961538,4.643856,0.240034,0.240034,6.288871
normalized-rand-2-40-25-180-500-77_ext.xml.mzn_AND_NODATA,1,0.034193,0.962686,0.039409,0.960591,4.643856,0.245318,0.245318,6.341384
normalized-rand-2-40-25-180-500-54_ext.xml.mzn_AND_NODATA,1,0.033495,0.963658,0.038462,0.961538,4.643856,0.239666,0.239666,6.47548
normalized-rand-2-40-25-180-500-74_ext.xml.mzn_AND_NODATA,1,0.034292,0.962724,0.038462,0.961538,4.643856,0.244656,0.244656,6.102382
normalized-rand-2-40-25-180-500-59_ext.xml.mzn_AND_NODATA,1,0.035453,0.961356,0.038462,0.961538,4.643856,0.25193,0.25193,6.178087
normalized-rand-2-40-25-180-500-80_ext.xml.mzn_AND_NODATA,1,0.035675,0.961079,0.038462,0.961538,4.643856,0.25344,0.25344,6.228699
normalized-rand-2-40-25-180-500-86_ext.xml.mzn_AND_NODATA,1,0.036896,0.959635,0.038462,0.961538,4.643856,0.261024,0.261024,6.087362
normalized-rand-2-40-25-180-500-57_ext.xml.mzn_AND_NODATA,1,0.033107,0.964112,0.038462,0.961538,4.643856,0.237225,0.237225,6.596306
normalized-patat-08-comp-16.xml.mzn_AND_NODATA,1,0.657935,0.328967,0.015848,0.984152,5.491853,1.602714,4.12582,0.24375
normalized-rand-2-40-25-180-500-99_ext.xml.mzn_AND_NODATA,1,0.036834,0.959704,0.038462,0.961538,4.643856,0.260682,0.260682,6.395494
normalized-rand-2-40-25-180-500-97_ext.xml.mzn_AND_NODATA,1,0.035921,0.96081,0.038462,0.961538,4.643856,0.254792,0.254792,6.295978
normalized-rand-2-40-25-180-500-82_ext.xml.mzn_AND_NODATA,1,0.035324,0.961496,0.038462,0.961538,4.643856,0.25122,0.25122,6.339138
normalized-rand-2-40-25-180-500-81_ext.xml.mzn_AND_NODATA,1,0.034596,0.962359,0.038462,0.961538,4.643856,0.246623,0.246623,6.335866
normalized-rand-2-40-25-180-500-98_ext.xml.mzn_AND_NODATA,1,0.03634,0.960119,0.039409,0.960591,4.643856,0.25899,0.25899,6.47675
normalized-rand-2-40-25-180-500-95_ext.xml.mzn_AND_NODATA,1,0.037223,0.959241,0.038462,0.961538,4.643856,0.263108,0.263108,6.329188
normalized-rand-2-40-25-180-500-69_ext.xml.mzn_AND_NODATA,1,0.0338,0.963293,0.038462,0.961538,4.643856,0.24164,0.24164,6.313652
normalized-rand-2-40-25-180-500-8_ext.xml.mzn_AND_NODATA,1,0.03608,0.9606,0.038462,0.961538,4.643856,0.255961,0.255961,6.078804
normalized-rand-2-40-25-180-500-87_ext.xml.mzn_AND_NODATA,1,0.034017,0.962878,0.039409,0.960591,4.643856,0.244341,0.244341,6.459886
normalized-rand-2-40-25-180-500-65_ext.xml.mzn_AND_NODATA,1,0.032536,0.964796,0.038462,0.961538,4.643856,0.233483,0.233483,6.391104
normalized-rand-2-40-25-180-500-75_ext.xml.mzn_AND_NODATA,1,0.034194,0.962831,0.038462,0.961538,4.643856,0.24411,0.24411,6.170755
normalized-rand-2-40-25-180-500-52_ext.xml.mzn_AND_NODATA,1,0.031682,0.965815,0.038462,0.961538,4.643856,0.227877,0.227877,6.455153
normalized-rand-2-40-25-180-500-7_ext.xml.mzn_AND_NODATA,1,0.033289,0.963915,0.038462,0.961538,4.643856,0.238237,0.238237,6.44302
normalized-rand-2-40-25-180-500-89_ext.xml.mzn_AND_NODATA,1,0.03225,0.96483,0.040404,0.959596,4.643856,0.234205,0.234205,6.372982
normalized-rand-2-40-25-180-500-71_ext.xml.mzn_AND_NODATA,1,0.034115,0.962917,0.038462,0.961538,4.643856,0.243671,0.243671,6.468513
normalized-rand-2-40-25-180-500-91_ext.xml.mzn_AND_NODATA,1,0.035609,0.961151,0.038462,0.961538,4.643856,0.253077,0.253077,6.474926
normalized-rand-2-40-25-180-500-92_ext.xml.mzn_AND_NODATA,1,0.031781,0.965546,0.039409,0.960591,4.643856,0.229817,0.229817,6.317077
normalized-rand-2-40-25-180-500-9_ext.xml.mzn_AND_NODATA,1,0.03269,0.964461,0.039409,0.960591,4.643856,0.23577,0.23577,6.305145
normalized-rand-2-40-25-180-500-44_ext.xml.mzn_AND_NODATA,1,0.031326,0.96623,0.038462,0.961538,4.643856,0.225611,0.225611,6.687409
normalized-rand-2-40-25-180-500-88_ext.xml.mzn_AND_NODATA,1,0.033632,0.96351,0.038462,0.961538,4.643856,0.240423,0.240423,6.480745
normalized-rand-2-40-25-180-500-5_ext.xml.mzn_AND_NODATA,1,0.03105,0.966559,0.038462,0.961538,4.643856,0.223788,0.223788,6.421513
normalized-rand-2-40-25-180-500-93_ext.xml.mzn_AND_NODATA,1,0.031757,0.965572,0.039409,0.960591,4.643856,0.229683,0.229683,6.33193
normalized-rand-2-40-25-180-500-72_ext.xml.mzn_AND_NODATA,1,0.030685,0.966983,0.038462,0.961538,4.643856,0.221464,0.221464,6.514581
normalized-rand-2-40-25-180-500-84_ext.xml.mzn_AND_NODATA,1,0.031578,0.965928,0.038462,0.961538,4.643856,0.227293,0.227293,6.409013
normalized-qcp-25-264-12_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553,0.082389,0.917611,2.821928,0.418897,0.460939,2.309425
normalized-rand-2-40-25-180-500-83_ext.xml.mzn_AND_NODATA,1,0.02988,0.967939,0.038462,0.961538,4.643856,0.216122,0.216122,6.628925
normalized-qcp-25-264-0_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553,0.082389,0.917611,2.821928,0.418897,0.460939,2.293423
normalized-qcp-25-264-10_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553,0.082389,0.917611,2.821928,0.418897,0.460939,2.318768
normalized-qcp-25-264-11_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553,0.082389,0.917611,2.821928,0.418897,0.460939,2.32151
normalized-rand-24-24-276-139-52021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208,0.04,0.96,2.792481,0.111103,0.111103,5.24222
normalized-rand-24-24-276-139-56021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208,0.04,0.96,2.792481,0.111103,0.111103,5.336813
normalized-rand-24-24-276-139-49021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208,0.04,0.96,2.792481,0.111103,0.111103,5.239341
normalized-qcp-25-264-14_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553,0.082389,0.917611,2.821928,0.418897,0.460939,2.322028
normalized-rand-24-24-276-139-51021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208,0.04,0.96,2.792481,0.111103,0.111103,5.256718
normalized-rand-24-24-276-139-55021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208,0.04,0.96,2.792481,0.111103,0.111103,5.307854
normalized-rand-24-24-276-139-50021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208,0.04,0.96,2.792481,0.111103,0.111103,5.289025
normalized-rand-24-24-276-139-48021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208,0.04,0.96,2.792481,0.111103,0.111103,5.33617
normalized-rand-24-24-276-139-53021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208,0.04,0.96,2.792481,0.111103,0.111103,5.343815
normalized-rand-24-24-276-139-57021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208,0.04,0.96,2.792481,0.111103,0.111103,5.271693
normalized-rcpsp25-21.xml.mzn_AND_NODATA,1,0.934783,0,1,0,4.642701,0.615254,4.218364,0
normalized-rcpsp25-22.xml.mzn_AND_NODATA,1,0.933333,0,1,0,4.832668,0.764205,4.491419,0
normalized-qcp-25-264-13_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553,0.082389,0.917611,2.821928,0.418897,0.460939,2.295892
normalized-rcpsp20-05.xml.mzn_AND_NODATA,1,0.8,0,1,0,3.947409,0,3.139572,0
normalized-rcpsp25-28.xml.mzn_AND_NODATA,1,0.933333,0,1,0,4.48864,0,4.34131,0
normalized-rcpsp25-32.xml.mzn_AND_NODATA,1,0.934783,0,1,0,4.725606,0.495969,4.267596,0
