@RELATION 'FEATURE_VALUES-SAT12-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC

@DATA
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l2.sat05-519.reshuffled-07.cnf,1,0,0.0755,0,0.8365,0.4109,0.2787,0
SAT_Competition2009/CRAFTED/Difficult/contest05/others/linvrinv5.sat05-564.reshuffled-07.cnf,1,0,0.0454,0.007,0.7423,0.4493,0.5478,0.0477
SAT_Competition2009/CRAFTED/Hard/contest05/phnf/phnf-size10-exclusive-myciel6-cn.used-as.sat04-319.sat05-4201.reshuffled-07.cnf,1,0,0.8106,0.0026,1.0265,0.4563,0.8106,0.1007
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0,0.0761,0,0.3717,0.484,0.1709,0
SAT_Competition2007/crafted/Hard/contest04/others/ramsey.sat05-511.reshuffled-07.cnf,1,0,0,0,0.8518,0.3057,0,0
SAT_Competition2011/SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0,0.5065,0,0.9228,0.4455,0.7477,0.7359
SAT_Competition2011/SAT05/crafted/lynce05/social-golfer-problem/sgp_5-6-8.shuffled-as.sat05-2669.cnf,1,0,0.798,0,0.9623,0.4876,0.9008,0.0136
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,0.3333,0,0.0054,0.3511,0.8222,0.6819,0.2054
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1,1,0,0.6326,0,1,0.9085,0.6427
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_12gates_b2.cnf,1,0,0.0101,0,0.5949,0.4024,0.0101,0.0011
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1,0.9412,0.9819,0.2354,0.0049,0.9994,0.9819,0.9515
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-dir.shuffled-as.sat03-136.cnf,1,0,0.9723,0.8698,1.0134,0.4902,0.9723,0.8816
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,0,0.0085,0.4965,0.5824,0.5011,0.9997,0.4965
SAT_Competition2007/crafted/Hard/contest02/hgen3-v500-s1349121860.sat05-473.reshuffled-07.cnf,1,0.3333,0,0.0002,0.5774,0.4998,1,0.0105
SAT_Competition2007/crafted/Hard/contest02/hgen3-v400-s553296708.sat05-471.reshuffled-07.cnf,1,0.3333,0,0.0003,0.5769,0.4905,1,0.012
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-fphp-018-017.sat05-1231.reshuffled-07.cnf,1,0,0.938,0.8951,1.037,0.4732,0.938,0.8952
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00070.sat05-1324.reshuffled-07.cnf,1,0,0.0007,0.0258,0.8052,0.2359,0.0053,0.2114
SAT_Competition2007/crafted/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0,0.2836,0,0.9298,0.387,0.4222,0.4999
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l4.sat05-521.reshuffled-07.cnf,1,0,0.0754,0,0.8329,0.4114,0.2778,0
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/gt-ordering-unsat-gt-060.sat05-1312.reshuffled-07.cnf,1,0,0.0085,0.4965,0.5824,0.5011,0.9997,0.4965
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_27_s.cnf,1,0,0.2415,0.0003,0.7382,0.4874,0.5521,0.0283
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_80_28_70_8-dir.shuffled-as.sat03-215.cnf,1,0,0.9797,0.8589,1.0135,0.4914,0.9797,0.8732
SAT_Competition2007/crafted/Hard/contest05/counting-php/harder-php-025-024.sat05-1191.reshuffled-07.cnf,1,0,0.9189,0.8944,1.0389,0.4708,0.9189,0.8981
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl009.sat05-3830.reshuffled-07.cnf,1,0,0.0718,0,0.8778,0.3088,0.0834,0.6513
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-clqcolor-16-11-14.sat05-1261.reshuffled-07.cnf,1,0,0.0519,0.8169,0.6787,0.4545,0.8761,0.8324
SAT_Competition2007/crafted/Hard/contest03/others/hwb-n26-03-S540351185.sat05-490.reshuffled-07.cnf,1,0,0.0109,0.0001,0.7557,0.4119,0.3852,0.0002
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen8-n320-02-S1127428711.sat05-484.reshuffled-07.cnf,1,0,0.6758,0.0466,1.0023,0.4492,0.6783,0.4403
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-brn007.sat05-2684.reshuffled-07.cnf,1,0,0.0927,0,0.8378,0.3176,0.1057,0.5285
SAT_Competition2007/crafted/Difficult/contest05/sabharwal/counting-easier-php-018-014.sat05-1175.reshuffled-07.cnf,1,0,0.8613,0.8573,1.0476,0.4527,0.8613,0.8625
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_60_28_40_7-log.shuffled-as.sat03-127.cnf,1,0,0,0.0412,0.8024,0.2485,0,0.0468
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_22_70_7-dir.shuffled-as.sat03-154.cnf,1,0,0.9718,0.8256,1.0131,0.4902,0.9718,0.8584
SAT_Competition2009/CRAFTED/Difficult/contest05/others/pmg-14-UNSAT.sat05-3942.reshuffled-07.cnf,1,0.3333,0.0005,0.1084,0.5773,0.4958,1,0.258
SAT_Competition2009/CRAFTED/Hard/contest05/others/strips-gripper-18t35.sat05-1147.reshuffled-07.cnf,1,0,0.672,0.002,0.9862,0.4605,0.6975,0.6785
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest04-lksat-n1100-m7545-k4-l4-s310659001.sat05-524.reshuffled-07.cnf,1,0,0.0028,0.0001,0.8823,0.3762,0.0117,0.0465
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_4_8_cmp.cnf,1,0,0.21,0.0026,0.5991,0.4416,0.7991,0.3963
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_10gates_u2_autoenc.cnf,1,0,0.019,0.0002,0.6146,0.3982,0.0192,0.0057
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7a-gensys-ukn009.sat05-3849.reshuffled-07.cnf,1,0,0.0706,0,0.882,0.3067,0.0872,0.6099
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-3.sat05-2265.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1,1,0.8831,0.8006,0,1,0.8831,0.8006
SAT_Competition2009/CRAFTED/parity-games/instance_n4_i5_pp.cnf,1,0,0.2185,0,0.7247,0.4705,0.5952,0.0509
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g7.cnf,1,0.7778,0.9399,0.7785,0.0207,0.9949,0.9399,0.8012
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/grid-pebbling-unsat-grid-pbl-0300.sat05-1350.sat05-1350.reshuffled-07.cnf,1,0,0.0019,0,0.8647,0.3719,0.0029,0
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-300-100.cnf,1,1,0.8333,0.583,0,1,0.8333,0.5831
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-109-100.cnf,1,1,0,0.0001,0,1,1,0.0007
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1,1,0.8333,0.6918,0,1,0.8333,0.6919
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest02-Mat26.sat05-457.reshuffled-07.cnf,1,0,0.087,0,0.7255,0.4544,0.5942,0.0069
SAT_Competition2007/crafted/Hard/contest05/others/sgp_9-8-8.sat05-2674.reshuffled-07.cnf,1,0,0.834,0,0.9701,0.4896,0.9185,0.0387
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i7_pp_ci_ce.cnf,1,0,0.1921,0,0.6562,0.5163,0.6033,0.0757
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes10.cnf,1,0.6667,0.9298,0.7421,0.0271,0.9927,0.9298,0.7737
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1,0,0.0801,0,0.8781,0.3124,0.1014,0.6251
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-230-2.sat05-2189.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-14-27-sat.cnf,1,1,0.9261,0.8577,0,1,0.9261,0.8577
SAT_Competition2009/CRAFTED/modcircuits/mod5block_1var_7gates.cnf,1,0,0.0393,0,0.6033,0.4253,0.0397,0.0005
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1875077647.sat05-530.reshuffled-07.cnf,1,0.1429,0,0.4516,0.5956,0.479,0.8454,0.5426
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,1,0.0047,0.0862,0,1,0.0047,0.1481
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.8947,0.9534,0.5797,0.0132,0.9971,0.9534,0.7138
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.8,0.9523,0.6041,0.0142,0.9969,0.9523,0.7211
SAT_Competition2011/SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0.1429,0,0.0008,0.0509,0.997,0,0.4369
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,0.9167,0.979,0.7573,0.0066,0.9991,0.979,0.8507
SAT_Competition2011/SAT09/CRAFTED/sgi/new-difficult-23-189-21-75.cnf,1,0.875,0.9725,0.8389,0.0122,0.9983,0.9725,0.8652
SAT_Competition2009/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,1,0,0.1575,0,0.6201,0.5329,0.6133,0.061
SAT_Competition2011/SAT03/handmade/bevan/cnf/marg3x3add8.shuffled-as.sat03-1449.cnf,1,0,0,0,0.6736,0.3839,0,0
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0,0,0,0.8726,0.3851,0.1351,0
SAT_Competition2009/CRAFTED/sgi/satsgi-n18himBHm21-p0-q167.cnf,1,1,0.9769,0.9227,0,1,0.9769,0.9228
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,0.8462,0.9335,0.7689,0.0237,0.9938,0.9335,0.788
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p30-s70617701.cnf,1,0.8667,0.9668,0.7881,0.0123,0.9979,0.9668,0.8555
SAT_Competition2011/SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0,0.7141,0,0.9899,0.4569,0.7398,0.4982
SAT_Competition2009/CRAFTED/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0,0.5069,0.0001,0.9186,0.4494,0.7427,0.6661
SAT_Competition2009/CRAFTED/parity-games/instance_n7_i7_pp_ci_ce.cnf,1,0,0.1772,0,0.6375,0.5269,0.6081,0.0748
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes8.cnf,1,0.8889,0.9547,0.1433,0.0126,0.9973,0.9547,0.6888
SAT_Competition2009/CRAFTED/parity-games/instance_n9_i9_pp_ci_ce.cnf,1,0,0.1499,0,0.604,0.5436,0.6195,0.0911
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,1,0.931,0.9856,0.4801,0.0049,0.9995,0.9856,0.8228
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-clqcolor-10-06-07.sat05-1250.reshuffled-07.cnf,1,0,0.0713,0.5927,0.6586,0.4534,0.7983,0.6754
SAT_Competition2011/SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,0,0.0763,0,0.3924,0.4807,0.172,0
SAT_Competition2007/crafted/Medium/contest05/others/pmg-11-UNSAT.sat05-3939.reshuffled-07.cnf,1,0,0.0018,0.0976,0.579,0.4896,1,0.2576
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes2.cnf,1,0.8333,0.9317,0.7687,0.0241,0.9936,0.9317,0.7864
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-290-100.cnf,1,1,0.8333,0.583,0,1,0.8333,0.5831
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,1,0,0.5745,0,1,0.8881,0.5892
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1,1,0,0.5548,0,1,0.881,0.5694
SAT_Competition2009/CRAFTED/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-25-18-23.sat05-1287.reshuffled-07.cnf,1,0,0.0899,0.8158,0.6553,0.4781,0.9251,0.852
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.02-s1099787414.sat05-542.reshuffled-07.cnf,1,0.1429,0,0.4472,0.5956,0.4775,0.8437,0.5468
SAT_Competition2009/CRAFTED/Hard/contest05/others/linvrinv9.sat05-568.reshuffled-07.cnf,1,0,0.0212,0,0.7084,0.4464,0.5901,0.0056
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/crn_40_1520_u.cnf,1,0,0.0073,0,0.9871,0.2574,0.0332,0.0001
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0,0.0712,0,0.884,0.3059,0.0881,0.6212
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_11gates_u2_autoenc.cnf,1,0,0.019,0.0002,0.6234,0.3972,0.0192,0.0054
SAT_Competition2009/CRAFTED/Hard/contest03/others/999999000001nw.sat05-447.reshuffled-07.cnf,1,0,0.0138,0,0.6081,0.4912,0.9159,0.0433
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn005.sat05-3845.reshuffled-07.cnf,1,0,0.074,0,0.8637,0.3198,0.0932,0.6
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,1,0.0789,0.6097,0,1,0.0789,0.6098
SAT_Competition2011/SAT09/CRAFTED/edgematching/fbcolors/em_8_4_5_fbc.cnf,1,0,0.4286,0.0184,0.5509,0.6035,0.8446,0.326
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i3_pp.cnf,1,0,0.2547,0.0004,0.7898,0.4385,0.6346,0.0656
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,0.75,0.9552,0.5503,0.013,0.9972,0.9552,0.7334
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,0,0,0,0.8453,0.3671,0,0.0003
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1,1,0.7619,0.6799,0,1,0.7619,0.6799
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-dead-dnd002.sat05-2713.reshuffled-07.cnf,1,0,0.097,0,0.8888,0.301,0.1722,0.5001
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-73-100.cnf,1,1,0,0,0,1,1,0.0008
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/counting-easier-php-018-014.sat05-1175.reshuffled-07.cnf,1,0,0.8613,0.8573,1.0476,0.4527,0.8613,0.8625
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-sat-gt-030.sat05-1295.reshuffled-07.cnf,1,0,0.0175,0.5186,0.5881,0.5001,0.9988,0.5267
SAT_Competition2011/SAT02/handmade/pehoushek/plainoldcnf/5cnf_3900_3900_220.shuffled.cnf,1,0,0,0.0001,0.6637,0.3715,0.0006,0.0024
SAT_Competition2007/crafted/Hard/contest05/others/eulcbip-8-UNSAT.sat05-3937.reshuffled-07.cnf,1,0,0,0,0.9486,0.3542,0.0025,0
SAT_Competition2007/crafted/Hard/contest05/others/mod2c-rand3bip-sat-220-2.sat05-2489.reshuffled-07.cnf,1,0,0,0,0.7894,0.3785,0,0.0004
SAT_Competition2009/CRAFTED/Difficult/contest05/others/sgp_5-5-6.sat05-2675.reshuffled-07.cnf,1,0,0.7881,0,0.9628,0.4855,0.8951,0.0297
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1,0,0.9787,0.8552,1.0111,0.4921,0.9787,0.8796
SAT_Competition2009/CRAFTED/parity-games/instance_n8_i9_pp.cnf,1,0,0.1518,0,0.6123,0.5368,0.6107,0.0611
SAT_Competition2011/SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,1,0.0072,0.2658,0,1,0.0072,0.3045
SAT_Competition2009/CRAFTED/Difficult/contest05/sabharwal/grid-pebbling-sat-grid-pbl-0300.sat05-1341.sat05-1341.reshuffled-07.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0,0.0013,0.0088,0.7077,0.3847,0.005,0.1544
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1,1,0.0124,0.6213,0,1,0.9218,0.6474
SAT_Competition2007/crafted/Medium/contest05/others/gensys-ukn002.sat05-2744.reshuffled-07.cnf,1,0,0.083,0,0.9151,0.2811,0.0976,0.5
SAT_Competition2007/crafted/Hard/contest02/ezfact256_1.sat05-464.reshuffled-07.cnf,1,0,0.0131,0,0.8272,0.3991,0.1985,0.0014
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-140-100.cnf,1,1,0.8333,0.583,0,1,0.8333,0.5831
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,0,0,0.0004,0.8063,0.245,0,0.005
SAT_Competition2009/CRAFTED/Medium/contest05/sabharwal/counting-easier-php-012-010.sat05-1172.reshuffled-07.cnf,1,0,0.8121,0.7776,1.0372,0.4599,0.8121,0.8041
SAT_Competition2009/CRAFTED/Difficult/contest05/jarvisalo/mod2-rand3bip-sat-280-3.sat05-2265.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2009/CRAFTED/Hard/contest03/others/hwb-n28-01-S136611085.sat05-491.reshuffled-07.cnf,1,0,0.0101,0,0.7332,0.414,0.3889,0.0001
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-250-3.sat05-2220.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2011/SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,0,0.272,0.001,0.6266,0.5839,0.5824,0.0409
SAT_Competition2009/CRAFTED/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1756632460.sat05-526.reshuffled-07.cnf,1,0.1429,0,0.4283,0.5977,0.4797,0.8428,0.5431
SAT_Competition2011/SAT04/handmade/connamacher/connm-d0.02/connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958.cnf,1,0.3333,0,0.4603,0.4669,0.6631,0.8423,0.5231
SAT_Competition2007/crafted/Difficult/contest05/jarvisalo/mod2c-3cage-unsat-10-2.sat05-2567.reshuffled-07.cnf,1,0,0,0,0.9599,0.3607,0,0
SAT_Competition2007/crafted/Difficult/contest05/QG/QG6-dead-dnd001.sat05-2742.reshuffled-07.cnf,1,0,0.0937,0,0.8977,0.299,0.1411,0.5
SAT_Competition2007/crafted/Hard/contest04/connamacher/connm-ue-csp-sat-n1200-d0.00-s1756632460.sat05-526.reshuffled-07.cnf,1,0.1429,0,0.4283,0.5977,0.4797,0.8428,0.5431
SAT_Competition2009/CRAFTED/modcircuits/mod4block_2vars_9gates_u2.cnf,1,0,0.0321,0,0.6233,0.4223,0.0323,0.0001
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,0,0.9697,0.8478,1.0163,0.4885,0.9697,0.8699
SAT_Competition2009/CRAFTED/ramseycube/Q32inK10.cnf,1,1,0,0.0016,0,1,0,0.0097
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0,0.0052,0.8062,0.2464,0,0.0064
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,0.8182,0.9548,0.4863,0.013,0.9972,0.9548,0.7268
SAT_Competition2009/CRAFTED/parity-games/instance_n3_i4_pp_ci_ce.cnf,1,0,0.2796,0.0001,0.8237,0.4246,0.6477,0.0306
SAT_Competition2009/CRAFTED/Difficult/contest05/others/pmg-12-UNSAT.sat05-3940.reshuffled-07.cnf,1,0,0.0016,0.0063,0.5791,0.5045,1,0.2579
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2-rand3bip-sat-230-2.sat05-2189.reshuffled-07.cnf,1,0.3333,0,0,0.5774,0.5,1,0
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest04-connm-ue-csp-sat-n800-d0.04-s362703357.sat05-548.reshuffled-07.cnf,1,0.1429,0,0.4456,0.597,0.4768,0.8458,0.5382
SAT_Competition2011/SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,0,0.966,0.8414,1.0202,0.4865,0.966,0.8587
SAT_Competition2007/crafted/spence/hard/s113-100.cnf,1,1,0,0.0001,0,1,1,0.0011
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.8462,0.933,0.7668,0.0239,0.9937,0.933,0.7867
SAT_Competition2009/CRAFTED/Hard/contest03/looksrandom/hidden-k3-s0-r5-n700-02-S350203913.sat05-486.reshuffled-07.cnf,1,0,0,0.0031,0.5809,0.4981,0.9825,0.0756
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-b-fclqcolor-10-07-09.sat05-1282.reshuffled-07.cnf,1,0,0.1741,0.7646,0.7348,0.4509,0.825,0.7658
SAT_Competition2009/CRAFTED/ramseycube/Q3inK12.cnf,1,1,0,0,0,1,0,0
SAT_Competition2011/SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0,0.0053,0.0004,0.6025,0.483,0.8925,0.0775
SAT_Competition2011/SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-030-029.shuffled-as.sat05-1234.cnf,1,0,0.9646,0.923,1.0211,0.4855,0.9646,0.9233
SAT_Competition2009/CRAFTED/Hard/contest03/others/color-11-3.sat05-445.reshuffled-07.cnf,1,0,0.0132,0.0234,0.7739,0.362,0.0132,0.037
SAT_Competition2009/CRAFTED/Medium/contest05/sabharwal/sat-strips-gripper-12t23.sat05-1144.reshuffled-07.cnf,1,0,0.6772,0.0247,0.9819,0.4629,0.7135,0.6464
SAT_Competition2009/CRAFTED/modcircuits/owp_4vars_5gates.cnf,1,0,0.0554,0.0039,0.5817,0.4328,0.0558,0.0394
SAT_Competition2007/crafted/Hard/contest04/others/equilarge_l5.sat05-522.reshuffled-07.cnf,1,0,0.0758,0,0.8334,0.4115,0.2856,0
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-139-100.cnf,1,1,0,0.0001,0,1,1,0.001
SAT_Competition2007/crafted/Medium/contest05/sabharwal/counting-easier-fphp-012-010.sat05-1214.reshuffled-07.cnf,1,0,0.8846,0.8341,1.0614,0.4536,0.8846,0.8351
SAT_Competition2009/CRAFTED/edgematching/compact/em_14_7_3_cmp.cnf,1,0,0.2533,0.0054,0.5581,0.5095,0.8346,0.6682
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-145-100.cnf,1,1,0,0.0001,0,1,1,0.0009
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1,0.8571,0.956,0.1774,0.0124,0.9974,0.956,0.6985
SAT_Competition2011/SAT02/handmade/simon/satex-challenges/f600.shuffled.cnf,1,0,0,0.0013,0.5791,0.5006,0.9752,0.1135
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n150-s89334302-unsat.cnf,1,0.3333,0,0.0001,0.5773,0.5021,1,0.0012
SAT_Competition2007/crafted/Hard/contest05/others/linvrinv8.sat05-567.reshuffled-07.cnf,1,0,0.0245,0,0.7024,0.4488,0.5835,0.0088
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-grid-pbl-0080.sat05-1344.reshuffled-07.cnf,1,0,0.0019,0,0.8907,0.3607,0.0024,0
SAT_Competition2009/CRAFTED/parity-games/instance_n8_i8_pp.cnf,1,0,0.1515,0,0.6123,0.5367,0.6106,0.0609
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0,0.07,0,0.8703,0.309,0.0891,0.6068
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,0.9394,0.9818,0.445,0.0052,0.9993,0.9818,0.8088
SAT_Competition2009/CRAFTED/modcircuits/mod3block_2vars_10gates_u2_autoenc.cnf,1,0,0.0203,0.0005,0.6142,0.3991,0.0205,0.0135
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp.cnf,1,0,0.1829,0,0.6433,0.5223,0.5987,0.081
SAT_Competition2009/CRAFTED/sgi/satsgi-n23himBHm27-p0-q251.cnf,1,1,0.9823,0.9374,0,1,0.9823,0.9375
SAT_Competition2009/CRAFTED/ramseycube/Q32inK09.cnf,1,1,0,0.0787,0,1,0,0.0792
SAT_Competition2009/CRAFTED/modcircuits/mod3block_4vars_11gates_b2_restricted.cnf,1,0,0.0556,0,0.8042,0.3733,0.1135,0.0016
