@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC

@DATA
Qq2k3k3v20v20m80s1,1,0.15,1,0.967213,0.967213,0.491667,0.716667,0.5375,0.254167,0.477778,1.060086,0.476395,1.37234,0.26875,0.4625,0.4625,0.485417
Qq2k3k3v20v20m80s2,1,0.0875,1,0.967213,0.967213,0.491667,0.677778,0.508333,0.254167,0.497222,1,0.491667,1.348066,0.254167,0.491667,0.491667,0.5
Qq2k3k3v20v20m80s3,1,0.15,1,1.016807,1.016807,0.504167,0.655556,0.491667,0.247917,0.504167,0.991701,0.506224,1.322129,0.245833,0.508333,0.508333,0.502083
Qq2k3k3v20v20m80s4,1,0.0625,1,0.832061,0.832061,0.454167,0.627778,0.470833,0.272917,0.534722,0.860465,0.492248,1.349254,0.235417,0.529167,0.529167,0.5375
Qq2k3k3v20v20m80s5,1,0.0875,1,0.889764,0.889764,0.470833,0.65,0.4875,0.264583,0.518056,0.92,0.492,1.348703,0.24375,0.5125,0.5125,0.520833
Qq2k3k3v20v20m80s6,1,0.0875,1,0.935484,0.935484,0.483333,0.622222,0.466667,0.258333,0.527778,0.904762,0.507937,1.317647,0.233333,0.533333,0.533333,0.525
Qq2k3k3v20v20m80s7,1,0.125,1,0.983471,0.983471,0.495833,0.677778,0.508333,0.252083,0.495833,1.008368,0.493724,1.344353,0.254167,0.491667,0.491667,0.497917
Qq2k3k3v20v20m80s8,1,0.1625,1,1.264151,1.264151,0.558333,0.627778,0.470833,0.220833,0.5,1.060086,0.545064,1.255556,0.235417,0.529167,0.529167,0.485417
Qq2k3k3v20v20m80s9,1,0.125,1,1.105263,1.105263,0.525,0.655556,0.491667,0.2375,0.497222,1.033898,0.516949,1.303867,0.245833,0.508333,0.508333,0.491667
Qq2k3k3v50v50m1000s10,1,0.111,1,1.014775,1.014775,0.503667,0.669333,0.502,0.248167,0.497444,1.011398,0.500838,1.331859,0.251,0.498,0.498,0.497167
Qq2k3k3v50v50m1000s1,1,0.101,1,0.973684,0.973684,0.493333,0.678667,0.509,0.253333,0.496222,1.004678,0.492148,1.347155,0.2545,0.491,0.491,0.498833
Qq2k3k3v50v50m1000s2,1,0.116,1,0.982816,0.982816,0.495667,0.665778,0.499333,0.252167,0.501889,0.99005,0.498176,1.336605,0.249667,0.500667,0.500667,0.5025
Qq2k3k3v50v50m1000s3,1,0.128,1,0.984127,0.984127,0.496,0.680889,0.510667,0.252,0.494222,1.013423,0.492617,1.346221,0.255333,0.489333,0.489333,0.496667
Qq2k3k3v50v50m1000s4,1,0.119,1,1.009377,1.009377,0.502333,0.649778,0.487333,0.248833,0.507667,0.979545,0.507423,1.319792,0.243667,0.512667,0.512667,0.505167
Qq2k3k3v50v50m1000s5,1,0.114,1,0.976285,0.976285,0.494,0.660444,0.495333,0.253,0.505111,0.978892,0.49934,1.334531,0.247667,0.504667,0.504667,0.505333
Qq2k3k3v50v50m1000s6,1,0.13,1,1.054795,1.054795,0.513333,0.669333,0.502,0.243333,0.494222,1.031144,0.505755,1.323374,0.251,0.498,0.498,0.492333
Qq2k3k3v50v50m1000s7,1,0.114,1,0.965924,0.965924,0.491333,0.665778,0.499333,0.254333,0.503333,0.981506,0.496037,1.340492,0.249667,0.500667,0.500667,0.504667
Qq2k3k3v50v50m1000s8,1,0.122,1,1.03666,1.03666,0.509,0.675111,0.506333,0.2455,0.492778,1.031144,0.501354,1.330997,0.253167,0.493667,0.493667,0.492333
Qq2k3k3v50v50m1000s9,1,0.11,1,0.956947,0.956947,0.489,0.668,0.501,0.2555,0.503,0.980198,0.494059,1.344064,0.2505,0.499,0.499,0.505
Qq2k3k3v50v50m200s10,1,0.095,1,0.967213,0.967213,0.491667,0.635556,0.476667,0.254167,0.518333,0.938611,0.50727,1.319493,0.238333,0.523333,0.523333,0.515833
Qq2k3k3v50v50m200s1,1,0.115,1,1.013423,1.013423,0.503333,0.702222,0.526667,0.248333,0.481111,1.061856,0.487973,1.353319,0.263333,0.473333,0.473333,0.485
Qq2k3k3v50v50m200s2,1,0.095,1,0.923077,0.923077,0.48,0.675556,0.506667,0.26,0.502222,0.973684,0.486842,1.357143,0.253333,0.493333,0.493333,0.506667
Qq2k3k3v50v50m200s3,1,0.125,1,0.967213,0.967213,0.491667,0.671111,0.503333,0.254167,0.500556,0.99005,0.494196,1.343715,0.251667,0.496667,0.496667,0.5025
Qq2k3k3v50v50m200s4,1,0.095,1,1.013423,1.013423,0.503333,0.628889,0.471667,0.248333,0.517778,0.95122,0.515447,1.304147,0.235833,0.528333,0.528333,0.5125
Qq2k3k3v50v50m200s5,1,0.08,1,0.954397,0.954397,0.488333,0.646667,0.485,0.255833,0.513889,0.948052,0.501623,1.330286,0.2425,0.515,0.515,0.513333
Qq2k3k3v50v50m200s6,1,0.1,1,0.973684,0.973684,0.493333,0.644444,0.483333,0.253333,0.513333,0.954397,0.504886,1.324201,0.241667,0.516667,0.516667,0.511667
Qq2k3k3v50v50m200s7,1,0.135,1,0.973684,0.973684,0.493333,0.682222,0.511667,0.253333,0.494444,1.01005,0.490787,1.349451,0.255833,0.488333,0.488333,0.4975
Qq2k3k3v50v50m200s8,1,0.11,1,1.054795,1.054795,0.513333,0.62,0.465,0.243333,0.518889,0.957586,0.523654,1.288684,0.2325,0.535,0.535,0.510833
Qq2k3k3v50v50m200s9,1,0.12,1,0.993355,0.993355,0.498333,0.657778,0.493333,0.250833,0.505,0.983471,0.502479,1.328844,0.246667,0.506667,0.506667,0.504167
Qq2k3k3v50v50m300s10,1,0.096667,1,0.973684,0.973684,0.493333,0.651852,0.488889,0.253333,0.50963,0.965066,0.502183,1.329305,0.244444,0.511111,0.511111,0.508889
Qq2k3k3v50v50m300s1,1,0.12,1,0.982379,0.982379,0.495556,0.702222,0.526667,0.252222,0.483704,1.045455,0.484091,1.360115,0.263333,0.473333,0.473333,0.488889
Qq2k3k3v50v50m300s2,1,0.116667,1,1.022472,1.022472,0.505556,0.672593,0.504444,0.247222,0.495185,1.020202,0.500561,1.332355,0.252222,0.495556,0.495556,0.495
Qq2k3k3v50v50m300s3,1,0.12,1,0.960784,0.960784,0.49,0.69037,0.517778,0.255,0.491481,1.015677,0.486002,1.357611,0.258889,0.482222,0.482222,0.496111
Qq2k3k3v50v50m300s4,1,0.116667,1,1.031603,1.031603,0.507778,0.635556,0.476667,0.246111,0.512963,0.969365,0.515317,1.304943,0.238333,0.523333,0.523333,0.507778
Qq2k3k3v50v50m300s5,1,0.096667,1,0.948052,0.948052,0.486667,0.665185,0.498889,0.256667,0.505185,0.971522,0.493976,1.344311,0.249444,0.501111,0.501111,0.507222
Qq2k3k3v50v50m300s6,1,0.123333,1,0.995565,0.995565,0.498889,0.674074,0.505556,0.250556,0.496667,1.008929,0.496652,1.33922,0.252778,0.494444,0.494444,0.497778
Qq2k3k3v50v50m300s7,1,0.126667,1,0.986755,0.986755,0.496667,0.691852,0.518889,0.251667,0.488519,1.031603,0.488713,1.352643,0.259444,0.481111,0.481111,0.492222
Qq2k3k3v50v50m300s8,1,0.123333,1,1.040816,1.040816,0.51,0.65037,0.487778,0.245,0.504815,0.995565,0.511086,1.313388,0.243889,0.512222,0.512222,0.501111
Qq2k3k3v50v50m300s9,1,0.116667,1,0.99115,0.99115,0.497778,0.66963,0.502222,0.251111,0.499259,1,0.497778,1.337278,0.251111,0.497778,0.497778,0.5
Qq2k3k3v50v50m400s10,1,0.1025,1,1,1,0.5,0.661111,0.495833,0.25,0.502778,0.991701,0.502075,1.329609,0.247917,0.504167,0.504167,0.502083
Qq2k3k3v50v50m400s1,1,0.11,1,0.976936,0.976936,0.494167,0.694444,0.520833,0.252917,0.488056,1.030457,0.486464,1.356484,0.260417,0.479167,0.479167,0.4925
Qq2k3k3v50v50m400s2,1,0.1175,1,1.006689,1.006689,0.501667,0.675556,0.506667,0.249167,0.495,1.016807,0.497479,1.337734,0.253333,0.493333,0.493333,0.495833
Qq2k3k3v50v50m400s3,1,0.1325,1,0.99005,0.99005,0.4975,0.688889,0.516667,0.25125,0.489722,1.02874,0.490279,1.350027,0.258333,0.483333,0.483333,0.492917
Qq2k3k3v50v50m400s4,1,0.1125,1,0.996672,0.996672,0.499167,0.628889,0.471667,0.250417,0.519167,0.94332,0.51336,1.307915,0.235833,0.528333,0.528333,0.514583
Qq2k3k3v50v50m400s5,1,0.1,1,0.976936,0.976936,0.494167,0.653333,0.49,0.252917,0.508611,0.968827,0.502051,1.329565,0.245,0.51,0.51,0.507917
Qq2k3k3v50v50m400s6,1,0.135,1,1.076125,1.076125,0.518333,0.666667,0.5,0.240833,0.493889,1.037351,0.509338,1.317234,0.25,0.5,0.5,0.490833
Qq2k3k3v50v50m400s7,1,0.12,1,0.976936,0.976936,0.494167,0.672222,0.504167,0.252917,0.499167,0.996672,0.495008,1.342207,0.252083,0.495833,0.495833,0.500833
Qq2k3k3v50v50m400s8,1,0.1275,1,1.020202,1.020202,0.505,0.648889,0.486667,0.2475,0.507222,0.983471,0.509091,1.316798,0.243333,0.513333,0.513333,0.504167
Qq2k3k3v50v50m400s9,1,0.11,1,1.01005,1.01005,0.5025,0.654444,0.490833,0.24875,0.505278,0.986755,0.505795,1.322852,0.245417,0.509167,0.509167,0.503333
Qq2k3k3v50v50m500s10,1,0.108,1,0.997337,0.997337,0.499333,0.664,0.498,0.250333,0.501556,0.994681,0.500665,1.332144,0.249,0.502,0.502,0.501333
Qq2k3k3v50v50m500s1,1,0.1,1,0.968504,0.968504,0.492,0.680889,0.510667,0.254,0.495556,1.005348,0.490642,1.34978,0.255333,0.489333,0.489333,0.498667
Qq2k3k3v50v50m500s2,1,0.11,1,0.978892,0.978892,0.494667,0.664889,0.498667,0.252667,0.502667,0.986755,0.498013,1.336908,0.249333,0.501333,0.501333,0.503333
Qq2k3k3v50v50m500s3,1,0.13,1,1.018843,1.018843,0.504667,0.673778,0.505333,0.247667,0.494889,1.020202,0.499663,1.33392,0.252667,0.494667,0.494667,0.495
Qq2k3k3v50v50m500s4,1,0.116,1,1.005348,1.005348,0.501333,0.640889,0.480667,0.249333,0.512444,0.964637,0.510151,1.314494,0.240333,0.519333,0.519333,0.509
Qq2k3k3v50v50m500s5,1,0.104,1,0.994681,0.994681,0.498667,0.648,0.486,0.250667,0.509778,0.969796,0.506238,1.32185,0.243,0.514,0.514,0.507667
Qq2k3k3v50v50m500s6,1,0.132,1,1.071823,1.071823,0.517333,0.663111,0.497333,0.241333,0.496,1.02977,0.510149,1.315697,0.248667,0.502667,0.502667,0.492667
Qq2k3k3v50v50m500s7,1,0.116,1,0.992032,0.992032,0.498,0.669333,0.502,0.251,0.499333,1,0.498,1.336884,0.251,0.498,0.498,0.5
Qq2k3k3v50v50m500s8,1,0.124,1,1.040816,1.040816,0.51,0.650667,0.488,0.245,0.504667,0.996008,0.510978,1.313594,0.244,0.512,0.512,0.501
Qq2k3k3v50v50m500s9,1,0.112,1,1,1,0.5,0.655111,0.491333,0.25,0.505778,0.982816,0.504296,1.32554,0.245667,0.508667,0.508667,0.504333
Qq2k3k3v50v50m600s10,1,0.106667,1,1.006689,1.006689,0.501667,0.665926,0.499444,0.249167,0.499815,1.002225,0.501112,1.331359,0.249722,0.500556,0.500556,0.499444
Qq2k3k3v50v50m600s1,1,0.1,1,0.971522,0.971522,0.492778,0.673333,0.505,0.253611,0.499074,0.995565,0.493902,1.344177,0.2525,0.495,0.495,0.501111
Qq2k3k3v50v50m600s2,1,0.11,1,0.958651,0.958651,0.489444,0.656296,0.492222,0.255278,0.508704,0.963993,0.498636,1.335846,0.246111,0.507778,0.507778,0.509167
Qq2k3k3v50v50m600s3,1,0.121667,1,1.020202,1.020202,0.505,0.66963,0.502222,0.2475,0.496852,1.01455,0.501399,1.33088,0.251111,0.497778,0.497778,0.496389
Qq2k3k3v50v50m600s4,1,0.116667,1,1.013423,1.013423,0.503333,0.645185,0.483889,0.248333,0.50963,0.974767,0.5096,1.31571,0.241944,0.516111,0.516111,0.506389
Qq2k3k3v50v50m600s5,1,0.116667,1,1.013423,1.013423,0.503333,0.659259,0.494444,0.248333,0.502593,0.995565,0.504435,1.325391,0.247222,0.505556,0.505556,0.501111
Qq2k3k3v50v50m600s6,1,0.125,1,1.073733,1.073733,0.517778,0.662963,0.497222,0.241111,0.495926,1.030457,0.510434,1.315209,0.248611,0.502778,0.502778,0.4925
Qq2k3k3v50v50m600s7,1,0.116667,1,0.980198,0.980198,0.495,0.668148,0.501111,0.2525,0.500926,0.992252,0.496956,1.338776,0.250556,0.498889,0.498889,0.501944
Qq2k3k3v50v50m600s8,1,0.131667,1,1.047782,1.047782,0.511667,0.665185,0.498889,0.244167,0.496852,1.021336,0.506457,1.322046,0.249444,0.501111,0.501111,0.494722
Qq2k3k3v50v50m600s9,1,0.121667,1,1.004454,1.004454,0.501111,0.664444,0.498333,0.249444,0.500741,0.99889,0.501388,1.330861,0.249167,0.501667,0.501667,0.500278
Qq2k3k3v50v50m700s10,1,0.108571,1,1.011494,1.011494,0.502857,0.661587,0.49619,0.248571,0.501587,0.998097,0.50333,1.327389,0.248095,0.50381,0.50381,0.500476
Qq2k3k3v50v50m700s1,1,0.097143,1,0.99241,0.99241,0.498095,0.675556,0.506667,0.250952,0.49619,1.009569,0.495694,1.340895,0.253333,0.493333,0.493333,0.497619
Qq2k3k3v50v50m700s2,1,0.108571,1,0.933702,0.933702,0.482857,0.659048,0.494286,0.258571,0.509524,0.955307,0.494413,1.343689,0.247143,0.505714,0.505714,0.511429
Qq2k3k3v50v50m700s3,1,0.127143,1,1.023121,1.023121,0.505714,0.67619,0.507143,0.247143,0.493333,1.026049,0.499276,1.334586,0.253571,0.492857,0.492857,0.493571
Qq2k3k3v50v50m700s4,1,0.115714,1,1.001907,1.001907,0.500476,0.648254,0.48619,0.249762,0.509048,0.973684,0.507049,1.320401,0.243095,0.51381,0.51381,0.506667
Qq2k3k3v50v50m700s5,1,0.121429,1,1.003817,1.003817,0.500952,0.662857,0.497143,0.249524,0.501587,0.996198,0.501901,1.329936,0.248571,0.502857,0.502857,0.500952
Qq2k3k3v50v50m700s6,1,0.118571,1,1.060844,1.060844,0.514762,0.659683,0.494762,0.242619,0.498571,1.019231,0.510096,1.315606,0.247381,0.505238,0.505238,0.495238
Qq2k3k3v50v50m700s7,1,0.121429,1,0.969981,0.969981,0.492381,0.666667,0.5,0.25381,0.50254,0.984877,0.496219,1.34014,0.25,0.5,0.5,0.50381
Qq2k3k3v50v50m700s8,1,0.134286,1,1.032914,1.032914,0.508095,0.670476,0.502857,0.245952,0.495397,1.022147,0.502648,1.32872,0.251429,0.497143,0.497143,0.494524
Qq2k3k3v50v50m700s9,1,0.117143,1,0.969981,0.969981,0.492381,0.670476,0.502857,0.25381,0.500635,0.990521,0.494787,1.342657,0.251429,0.497143,0.497143,0.502381
Qq2k3k3v50v50m800s10,1,0.11,1,1.025316,1.025316,0.50625,0.664444,0.498333,0.246875,0.499028,1.009209,0.503977,1.32631,0.249167,0.501667,0.501667,0.497708
Qq2k3k3v50v50m800s1,1,0.095,1,0.962388,0.962388,0.490417,0.677778,0.508333,0.254792,0.497639,0.997503,0.491053,1.349184,0.254167,0.491667,0.491667,0.500625
Qq2k3k3v50v50m800s2,1,0.10875,1,0.946472,0.946472,0.48625,0.659444,0.494583,0.256875,0.508194,0.962388,0.495912,1.340864,0.247292,0.505417,0.505417,0.509583
Qq2k3k3v50v50m800s3,1,0.13125,1,1.01005,1.01005,0.5025,0.687222,0.515417,0.24875,0.488889,1.036487,0.493424,1.344565,0.257708,0.484583,0.484583,0.491042
Qq2k3k3v50v50m800s4,1,0.125,1,1.006689,1.006689,0.501667,0.656111,0.492083,0.249167,0.504722,0.987578,0.504762,1.324734,0.246042,0.507917,0.507917,0.503125
Qq2k3k3v50v50m800s5,1,0.1125,1,0.985112,0.985112,0.49625,0.661111,0.495833,0.251875,0.504028,0.984291,0.500207,1.33296,0.247917,0.504167,0.504167,0.503958
Qq2k3k3v50v50m800s6,1,0.1225,1,1.054795,1.054795,0.513333,0.668333,0.50125,0.243333,0.494722,1.029598,0.506131,1.322705,0.250625,0.49875,0.49875,0.492708
Qq2k3k3v50v50m800s7,1,0.115,1,0.968827,0.968827,0.492083,0.665,0.49875,0.253958,0.503472,0.981833,0.496697,1.339301,0.249375,0.50125,0.50125,0.504583
Qq2k3k3v50v50m800s8,1,0.125,1,1.025316,1.025316,0.50625,0.67,0.5025,0.246875,0.49625,1.017654,0.501892,1.330025,0.25125,0.4975,0.4975,0.495625
Qq2k3k3v50v50m800s9,1,0.115,1,0.963993,0.963993,0.490833,0.666667,0.5,0.254583,0.503056,0.981833,0.495458,1.341532,0.25,0.5,0.5,0.504583
Qq2k3k3v50v50m900s10,1,0.111111,1,1.022472,1.022472,0.505556,0.668642,0.501481,0.247222,0.49716,1.014174,0.502051,1.329732,0.250741,0.498519,0.498519,0.496481
Qq2k3k3v50v50m900s1,1,0.1,1,0.982379,0.982379,0.495556,0.675556,0.506667,0.252222,0.497037,1.004454,0.494432,1.343152,0.253333,0.493333,0.493333,0.498889
Qq2k3k3v50v50m900s2,1,0.111111,1,0.959361,0.959361,0.48963,0.661728,0.496296,0.255185,0.505926,0.972243,0.496713,1.33933,0.248148,0.503704,0.503704,0.507037
Qq2k3k3v50v50m900s3,1,0.125556,1,0.99852,0.99852,0.49963,0.680988,0.510741,0.250185,0.492963,1.020958,0.494386,1.343073,0.25537,0.489259,0.489259,0.494815
Qq2k3k3v50v50m900s4,1,0.125556,1,1.02855,1.02855,0.507037,0.655802,0.491852,0.246481,0.503086,0.99778,0.507584,1.319752,0.245926,0.508148,0.508148,0.500556
Qq2k3k3v50v50m900s5,1,0.112222,1,0.973684,0.973684,0.493333,0.660741,0.495556,0.253333,0.505185,0.978022,0.498901,1.335329,0.247778,0.504444,0.504444,0.505556
Qq2k3k3v50v50m900s6,1,0.131111,1,1.0658,1.0658,0.515926,0.668148,0.501111,0.242037,0.493951,1.034665,0.507536,1.320322,0.250556,0.498889,0.498889,0.491481
Qq2k3k3v50v50m900s7,1,0.114444,1,0.975128,0.975128,0.493704,0.666173,0.49963,0.253148,0.502346,0.986755,0.497057,1.338626,0.249815,0.50037,0.50037,0.503333
Qq2k3k3v50v50m900s8,1,0.121111,1,1.023988,1.023988,0.505926,0.673086,0.504815,0.247037,0.494815,1.021715,0.500562,1.332356,0.252407,0.495185,0.495185,0.49463
Qq2k3k3v50v50m900s9,1,0.111111,1,0.966497,0.966497,0.491481,0.66716,0.50037,0.254259,0.502593,0.983835,0.495591,1.341276,0.250185,0.49963,0.49963,0.504074
qshifter_3,1,0.125,1,1,1,0.5,0.395833,0.5,0.4,0.5,1,0.2,0.791667,0.1,0.5,0.5,0.5
qshifter_4,1,0.0625,1,1,1,0.5,0.321429,0.5,0.416667,0.5,1,0.166667,0.642857,0.083333,0.5,0.5,0.5
qshifter_5,1,0.03125,1,1,1,0.5,0.269531,0.5,0.428571,0.5,1,0.142857,0.539063,0.071429,0.5,0.5,0.5
qshifter_6,1,0.015625,1,1,1,0.5,0.232639,0.5,0.4375,0.5,1,0.125,0.465278,0.0625,0.5,0.5,0.5
qshifter_7,1,0.007813,1,1,1,0.5,0.205469,0.5,0.444444,0.5,1,0.111111,0.410938,0.055556,0.5,0.5,0.5
qshifter_8,1,0.003906,1,1,1,0.5,0.184659,0.5,0.45,0.5,1,0.1,0.369318,0.05,0.5,0.5,0.5
rankfunc10_unsigned_64,1,0.670207,0.534431,1,1,0.5,0.48824,0.461913,0.05922,0.535689,0.874148,0.889013,1.051537,0.407204,0.538087,0.538087,0.533576
rankfunc11_signed_32,1,0.678722,0.586207,1,1,0.5,0.493222,0.471576,0.059214,0.526635,0.904552,0.887225,1.041948,0.415729,0.528424,0.528424,0.525058
rankfunc12_unsigned_16,1,0.686772,0.59418,1,1,0.5,0.493821,0.475985,0.049661,0.52276,0.91707,0.904797,1.034744,0.42871,0.524015,0.524015,0.521629
rankfunc14_signed_64,1,0.668424,0.583476,1,1,0.5,0.485514,0.469716,0.046249,0.528816,0.895796,0.912321,1.030413,0.426268,0.530284,0.530284,0.527483
rankfunc15_unsigned_32,1,0.664824,0.584239,1,1,0.5,0.499575,0.475097,0.059105,0.523339,0.915858,0.886763,1.048071,0.418936,0.524903,0.524903,0.521959
rankfunc16_signed_64,1,0.667694,0.586201,1,1,0.5,0.489286,0.470279,0.054905,0.527994,0.899491,0.895708,1.03661,0.418638,0.529721,0.529721,0.526457
rankfunc17_unsigned_16,1,0.672745,0.559446,1,1,0.5,0.491381,0.467708,0.069352,0.529886,0.894611,0.868606,1.045238,0.402835,0.532292,0.532292,0.527813
rankfunc18_signed_64,1,0.661723,0.595681,1,1,0.5,0.497242,0.469231,0.075736,0.528248,0.90075,0.856045,1.054032,0.398156,0.530769,0.530769,0.526108
rankfunc19_unsigned_16,1,0.653274,0.563161,1,1,0.5,0.49948,0.478084,0.054963,0.520641,0.924903,0.894202,1.041976,0.425531,0.521916,0.521916,0.519507
rankfunc1_signed_32,1,0.677108,0.595823,1,1,0.5,0.498727,0.475246,0.062082,0.523115,0.916884,0.880997,1.045801,0.416238,0.524754,0.524754,0.52168
rankfunc20_unsigned_32,1,0.664399,0.523538,1,1,0.5,0.505398,0.475073,0.06184,0.523284,0.916281,0.881497,1.060165,0.416316,0.524927,0.524927,0.521844
rankfunc21_signed_16,1,0.657292,0.614723,1,1,0.5,0.496405,0.473717,0.057162,0.524689,0.911031,0.890762,1.044379,0.41956,0.526283,0.526283,0.523278
rankfunc22_unsigned_32,1,0.673239,0.596145,1,1,0.5,0.493771,0.469425,0.062126,0.528549,0.898342,0.882064,1.047344,0.411099,0.530575,0.530575,0.526776
rankfunc23_signed_64,1,0.671271,0.582396,1,1,0.5,0.496748,0.471739,0.057882,0.526524,0.904801,0.889746,1.049152,0.417129,0.528261,0.528261,0.524989
rankfunc24_unsigned_64,1,0.676773,0.565879,1,1,0.5,0.499873,0.475285,0.058864,0.52317,0.916422,0.887192,1.048325,0.41933,0.524715,0.524715,0.521806
rankfunc25_signed_64,1,0.671215,0.563284,1,1,0.5,0.490236,0.474345,0.046453,0.524405,0.911053,0.911227,1.030786,0.430276,0.525655,0.525655,0.523272
rankfunc26_unsigned_32,1,0.678388,0.590895,1,1,0.5,0.495172,0.474716,0.049582,0.523965,0.912863,0.905157,1.040201,0.427642,0.525284,0.525284,0.522777
rankfunc27_signed_64,1,0.676072,0.54587,1,1,0.5,0.505688,0.480724,0.060367,0.518038,0.934428,0.883225,1.049227,0.422685,0.519276,0.519276,0.516949
rankfunc28_unsigned_16,1,0.654839,0.635842,1,1,0.5,0.49407,0.471235,0.066056,0.52673,0.904891,0.874171,1.04395,0.408979,0.528765,0.528765,0.524965
rankfunc29_signed_16,1,0.664663,0.570513,1,1,0.5,0.48831,0.475983,0.038237,0.523063,0.915046,0.926773,1.023846,0.439582,0.524017,0.524017,0.522181
rankfunc2_unsigned_64,1,0.684142,0.518465,1,1,0.5,0.49737,0.476324,0.05645,0.52226,0.919374,0.891652,1.041089,0.422547,0.523676,0.523676,0.521003
rankfunc30_signed_64,1,0.650677,0.600768,1,1,0.5,0.491652,0.470505,0.047795,0.528015,0.898701,0.909251,1.041668,0.425529,0.529495,0.529495,0.526676
rankfunc31_unsigned_16,1,0.64549,0.554602,1,1,0.5,0.490272,0.474684,0.0441,0.524148,0.91174,0.915692,1.030305,0.432817,0.525316,0.525316,0.523084
rankfunc32_signed_64,1,0.641287,0.567552,1,1,0.5,0.503932,0.483241,0.037941,0.516099,0.93991,0.926398,1.041394,0.446571,0.516759,0.516759,0.515488
rankfunc33_unsigned_32,1,0.699527,0.591488,1,1,0.5,0.493472,0.479629,0.034494,0.519643,0.926912,0.933532,1.027302,0.44654,0.520371,0.520371,0.518965
rankfunc34_signed_32,1,0.675914,0.550567,1,1,0.5,0.499341,0.477235,0.042248,0.521761,0.919971,0.918885,1.044123,0.436911,0.522765,0.522765,0.520841
rankfunc35_unsigned_32,1,0.644235,0.56723,1,1,0.5,0.509896,0.486536,0.050676,0.512746,0.952744,0.901044,1.046469,0.437225,0.513464,0.513464,0.5121
rankfunc36_signed_64,1,0.673553,0.539076,1,1,0.5,0.482825,0.478542,0.056802,0.520165,0.926708,0.890559,1.006232,0.424178,0.521458,0.521458,0.51902
rankfunc37_unsigned_32,1,0.642236,0.481988,1,1,0.5,0.460231,0.447979,0.148906,0.54292,0.863833,0.722463,1.006893,0.314565,0.552021,0.552021,0.536529
rankfunc38_signed_32,1,0.642066,0.487085,1,1,0.5,0.459951,0.448525,0.149103,0.542455,0.865236,0.721888,1.005258,0.314772,0.551475,0.551475,0.536125
rankfunc39_unsigned_64,1,0.6636,0.576501,1,1,0.5,0.492686,0.469832,0.064201,0.528099,0.900076,0.878014,1.044044,0.409505,0.530168,0.530168,0.526295
rankfunc3_signed_64,1,0.672715,0.598442,1,1,0.5,0.492469,0.477508,0.038318,0.521596,0.920241,0.92642,1.029399,0.440914,0.522492,0.522492,0.520768
rankfunc40_unsigned_64,1,0.697229,0.538031,1,1,0.5,0.494409,0.472318,0.056785,0.526016,0.906438,0.891743,1.043092,0.418677,0.527682,0.527682,0.524538
rankfunc41_signed_32,1,0.667122,0.587573,1,1,0.5,0.489568,0.469947,0.052272,0.528395,0.897854,0.900795,1.03809,0.420817,0.530053,0.530053,0.526911
rankfunc42_unsigned_16,1,0.673366,0.579375,1,1,0.5,0.490295,0.469972,0.057421,0.528199,0.899049,0.890956,1.039198,0.416,0.530028,0.530028,0.526579
rankfunc43_signed_64,1,0.662411,0.566767,1,1,0.5,0.484427,0.468031,0.048245,0.530348,0.890773,0.90878,1.031461,0.422871,0.531969,0.531969,0.528884
rankfunc44_unsigned_32,1,0.659535,0.607545,1,1,0.5,0.48277,0.465288,0.064112,0.532334,0.885863,0.879093,1.032298,0.405627,0.534712,0.534712,0.530261
rankfunc45_signed_16,1,0.680519,0.597403,1,1,0.5,0.496045,0.479755,0.036923,0.519469,0.927711,0.928823,1.032285,0.444327,0.520245,0.520245,0.51875
rankfunc46_unsigned_32,1,0.668097,0.570618,1,1,0.5,0.49743,0.472343,0.064151,0.525761,0.908003,0.877599,1.0489,0.411741,0.527657,0.527657,0.524108
rankfunc47_signed_64,1,0.654486,0.56569,1,1,0.5,0.493199,0.478591,0.035425,0.520623,0.923476,0.931861,1.028831,0.444683,0.521409,0.521409,0.519892
rankfunc48_unsigned_16,1,0.665425,0.562842,1,1,0.5,0.499851,0.475839,0.059491,0.522633,0.918331,0.885877,1.047101,0.419223,0.524161,0.524161,0.521286
