@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,0.2034,0.1833,0.166,0.0618,0.2681,1.7903,0.9517,0.576,0.3706,0.7143,1.234,0.0957,0.6087,0.2437,0.08,1.2931,2.1533,0.5773,0.0654,0.2049,1.8436,0.8804,0.0263,2133,2001,0.339,0.0469,1614,240,240.072,254,239,0.6166,254,1292.8333,1.0246,1192,239.456,0.9537,1008,0.0444,0.043,0.0456,0.1387,0,226,925,0.0009,774,226,0.203,0.0048,1.074,0.0285,0.0255,0.5336,0.0509,0.2685,0.0011,0.32,11039,0.0306,0.8426,0.0902
SAT_Competition2007/industrial/industrial/grieu/vmpc_25.cnf,1,0.3917,0.0081,0.6928,0.6928,0,0.0335,0.9298,0.9993,0.6928,0.5335,0.6746,0.002,0.9993,0.6929,0,0.6766,0.7452,0.6977,0.5235,0.7814,0.7452,0.003,0.6892,4079,4079,0.5939,0,4079,299,298.488,315,297,0.5485,314,2790.25,0,3170,296.931,0.7028,2281,0.0447,0,0.0771,0.0534,0.6857,283,1631,?,1631,280,0.0916,?,0.0846,0.0024,0,0.0054,?,0.1049,0.0041,0.3308,76775,0.0042,0.0054,0
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,0.9636,0.0605,0.9018,0.3695,0.4918,3.0942,0.7575,0.9663,0.9623,0.9459,0.23,0.309,0.9636,0.6805,0.4295,0.896,3.2654,0.9748,0.436,0.3512,3.087,0.5287,0.0342,54,54,0.5336,0.0369,54,0,0,0,22401.5,0.9218,22434,28.25,2.0556,38,22434.5,1,15,0,0.0865,0.008,0.7535,0,22254,6,?,6,0,0,?,0.9857,0.0007,0,1.259,?,0.2964,0,0.669,1029036,0.0007,1.4895,0.1463
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l45_lambda.cnf,1,0.186,0.1147,0.6827,0.4979,1,3.1514,0.4932,0.7569,0.7361,1,1.3043,0.1635,0.5434,0.6101,0.124,1.4087,3.0574,0.8211,0.3627,0.0752,2.8042,0.3365,0.2763,2226,2226,0.4965,0.1156,1972,1832,1763.56,1849,1817,0.6621,1866,1549.4,0.8099,1539,1817.76,1,1352,0.1838,0.0623,0.0217,0.2108,0,1772,1133,?,525,1776,0.3318,?,1.9004,0.0119,0.052,1.4571,?,0.3689,0,0.3043,161529,0.0042,1.198,0.107
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,0.8928,0.0187,1,0.9855,0.5,4.2103,0.3692,0.9716,1,0.9869,0.515,0.2832,0.9713,0.909,0.2939,0.8541,5.1632,1,0.5489,0.2637,5.0522,0.2237,0.5015,0,0,0.8073,0.0123,0,0,0,0,0,0.4526,0,0,0,0,0,1,0,0,0.0567,0,0,0,0,0,?,0,0,0,?,2.8482,0.0076,0,4.2053,?,0,0,0,4187694,0.0113,3.4763,0
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-01.cnf,1,0.8674,0.0607,0.9922,0.9398,0.5,3.9358,0.372,0.9257,0.9991,0.9918,0.7288,0.267,0.9342,0.9325,0.2035,1.2345,3.871,0.9999,0.4235,0.252,3.7102,0.1618,0.8248,0,0,0.6701,0.0768,0,0,0,0,0,0.6587,0,0,0,0,0,1,0,0,0.0599,0,0,0,0,0,?,0,0,0,?,1.1306,0.0088,0.0103,8.1473,?,0,0,0,2614464,0.0128,6.445,0
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,0.9005,0.1563,0.8123,0.2212,0.5,2.83,0.7365,0.9644,0.949,1,0.4516,0.2947,0.9064,0.6114,0.3324,1.0639,2.5587,0.9513,0.3882,0.438,2.6347,0.6078,0.02,1991,1991,0.4925,0.0872,1554,6769,5927.75,6857,6756,0.9718,6811,1263,1.1171,1427,6766.58,1,1113,0.4042,0.0749,0.008,0.424,0,6709,230,0,230,0,0.5751,0.0001,0.7789,0.0006,0.0089,0.6433,0.0062,0.1008,0,0.4659,142227,0.0005,0.8465,0.0658
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,0.6614,0.2408,0.8535,0.7552,0.1729,2.3542,0.6058,0.9401,0.9016,0.7778,0.9809,0.1523,0.894,0.7551,0.0557,1.132,2.4609,0.9256,0.182,0.2354,1.876,0.3368,0.256,0,0,0.1899,0.0424,0,3978.5,3499.62,4015,4059,1.5489,4120,0,0.7128,0,4057.27,0.9727,0,0.4043,0.0329,0.0117,0,0.0001,4007,0,0.0001,0,0,1.1191,0.0004,0.7591,0.0022,0.0312,0.7993,0.0037,0.4192,0.0001,0,94548,0.0019,0.9398,0.06
SAT_RACE2008/ibm-2004-29-k55.cnf,1,0.5343,0.1466,0.5438,0.1883,0.2987,3.3281,0.1886,0.7379,0.8135,0.6923,1.4488,0.1604,0.6476,0.5089,0.0918,1.6779,3.3596,0.8754,0.1943,0.0791,3.0318,0.6118,0.0679,741,701,0.3501,0.043,615,5623.5,5635.25,5637,5690,1.0792,5723,506.5333,3.231,496,5695.11,0.9896,413,0.0071,0.0333,0.0089,0.2226,0,5629,265,?,218,5603,0.3941,?,0.7454,0.0014,0.016,0.8335,?,0.8393,0.0001,0.2797,168958,0.0019,0.7243,0.1647
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0.9582,0.0726,0.924,0.9119,0.1731,1.9018,0.8495,0.9642,0.9375,0.9091,0.2646,0.2533,0.9582,0.8941,0.0023,0.8643,1.9246,0.9722,0.3242,0.4727,1.9021,0.158,0.8661,43,43,0.6714,0.0004,43,0,0,0,26398.5,0.6861,26470,29,0.1985,43,19885,0.9958,15,0,0.0015,0.6667,0.2741,0.0027,0,15,?,15,0,0,?,0.4112,0.0004,0,0.9341,?,1.3523,0,0.4828,1413816,0.0003,1.172,0.0052
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,0.5856,0.1739,0.7541,0.2063,0.1312,2.821,0.3566,0.8711,0.8379,0.8182,1.0378,0.1635,0.7314,0.5673,0.0298,1.3793,2.5548,0.8804,0.2625,0.1165,2.2918,0.5735,0.0719,0,0,0.3892,0.0254,0,0,0,0,45929,0.9814,45929,0,0.5297,0,45929,0.9464,0,0,0.0159,0,0,0,45929,0,?,0,0,0,?,0.5111,0.0001,0.0165,0.5444,?,0,0,0,1189896,0.0001,0.5372,0.0263
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,0.6001,0.0429,0.9969,0.835,0.5,4.0488,0.6032,0.953,0.9999,1,0.9783,0.2587,0.9461,0.8642,0.3485,1.3269,4.3628,1,0.4607,0.4283,4.2384,0.2737,0.4894,0,0,0.5373,0.0912,0,0,0,0,0,0.752,0,0,0.5623,0,0,1,0,0,0.0854,0,0,0,0,0,?,0,0,0,?,1.3152,0.0103,0.0024,7.5865,?,0,0,0,3230738,0.0187,5.2458,0.1019
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,0.7681,0.0176,0.8347,0.3905,0.5,4.2037,0.7435,0.8058,0.9613,0.985,1.2848,0.3368,0.8521,0.676,0.4309,1.2202,5.7156,0.9892,0.3911,0.5317,4.5055,0.4838,0.1564,0,0,0.166,0.3102,0,4021,3250.2,4107,4058,1.9129,4116,0,0,0,3500,1,0,0.5592,0.1603,0.4411,0,0,0,0,?,0,0,1.1023,?,1.9547,0.0041,0.0888,2.2761,?,0.6319,0,0,937242,0.0062,2.9707,0
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c9.cnf,1,0.1605,0.1489,0.5839,0.3185,0.434,3.3994,0.7282,0.5778,0.7856,0.95,1.6868,0.1665,0.546,0.539,0.1511,1.8041,3.5508,0.8889,0.2031,0.1303,2.9611,0.5307,0.0992,1518,1438,0.3656,0.114,1360,749,744.268,776,751,0.7543,780,1198,0.8083,1257,748.232,1,1085,0.0956,0.071,0.0753,0.2649,0,721,975,0.0003,841,725,0.3241,0.0058,1.0157,0.0121,0.0528,1.1783,0.0381,0.3299,0.0004,0.1638,45082,0.0205,1.2256,0.0866
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,0.0617,0.1747,0.0145,0.0015,0.2402,1.0554,0.0903,0.5562,0.1034,0.6667,0.8813,0.0425,0.5127,0.0987,0.0571,1.0579,2.3502,0.3933,0.0251,0.0308,2.0379,1.5886,0,569,389,0.4091,0.0398,333,5633,5633,5623,5624,0.4545,5674,270.1563,2.1638,242,5617.18,0.7455,204,0.0025,0.0313,0.0102,0.7898,0,5569,195,0,184,5623,0.0762,0.0002,0.4547,0.0002,0.0293,0.585,0.0008,0.9053,0,0.328,226581,0.0003,0.5339,0.1242
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,0.631,0.0256,0.8287,0.4148,0.5,4.2501,0.6873,0.7228,0.9467,0.9909,1.8178,0.3093,0.7722,0.6781,0.4488,1.695,5.6971,0.9765,0.4074,0.3745,4.3395,0.4767,0.1335,0,0,0.2594,0.2849,0,4532,4506.67,4532,4538.5,1.4142,4565,0,0.6837,0,4538.83,1,0,0.0136,0.151,0.0078,0,0,4496,0,?,0,4437,0.7883,?,1.687,0.0039,0.0698,1.9823,?,0.2461,0,0,912286,0.0066,2.6952,0.0248
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,0.1279,0.1806,0.1569,0.0394,0.2404,2.2716,0.3225,0.7225,0.5594,0.875,1.3504,0.2438,0.381,0.2703,0.2402,1.5239,2.4355,0.5946,0.2013,0.071,2.3075,0.8949,0.0014,2373,2373,0.4287,0.1706,2373,4361,4362,4373,4370.5,0.6773,4442,1561,0.7538,1850,4379.06,0.9832,1148,0.0043,0.1061,0.0142,0.1443,0,4289,873,?,873,4338,0.1045,?,1.7457,0.0057,0.0731,1.9911,?,0.2741,0.0001,0.3772,134663,0.0043,2.2246,0.0955
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0.8385,0.0302,0.9967,0.8727,0.5,4.2533,0.5687,0.9559,1,0.9716,0.7001,0.2722,0.955,0.8623,0.3483,1.0469,4.8616,1,0.4721,0.291,4.7172,0.2871,0.4553,401,401,0.7597,0.0811,401,0,0,0,0,0.5083,0,401,0,401,0,1,401,0,0.0821,0,0,0,0,401,?,401,0,0,?,2.1164,0.0124,0.0026,2.8108,?,0,0,0,711050,0.016,2.2581,0
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,0.1229,0.1328,0.6206,0.4333,0.443,2.9052,0.1068,0.4693,0.7406,0.9487,1.6207,0.1516,0.4543,0.5643,0.1473,1.7619,3.0647,0.8512,0.1711,0.0319,2.6282,0.4458,0.1264,479,428,0.3748,0.1195,379,6157.5,6137.5,6175,6096,0.7062,6190,339.5385,0.7515,337,5563.27,1,291,0.0222,0.0786,0.332,0.1486,0,6001,245,?,206,5954,0.1949,?,1.4341,0.0065,0.0738,1.5143,?,1.6282,0,0.1906,387841,0.0086,1.8133,0.0705
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9b.cnf,1,0.1418,0.1291,0.6523,0.4807,0.4599,2.9372,0.3104,0.5104,0.807,0.9658,1.6776,0.1487,0.5296,0.6022,0.1484,1.8018,3.0342,0.8897,0.198,0.0446,2.612,0.4455,0.1041,626,626,0.3615,0.1136,454,7854,5319.33,7854,8047,0.7437,8212,409.5714,0.6835,401,8052.71,1,331,0.8663,0.0682,0.0166,0.1658,0,7872,293,?,293,0,1.2465,?,1.5415,0.0028,0.0538,1.7003,?,1.2845,0,0.2507,547078,0.0047,1.9684,0.077
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g6bi.cnf,1,0.1486,0.145,0.6008,0.313,0.4567,3.2307,0.4337,0.5003,0.7526,0.9365,1.6791,0.1599,0.5003,0.5321,0.1595,1.7997,3.4185,0.8659,0.1963,0.1008,2.9004,0.5322,0.0647,618,504,0.3657,0.1186,438,1127.5,1109.55,1157,1131.5,0.7563,1160,390.4516,1.101,349,1127.04,1,330,0.1181,0.081,0.0244,0.3552,0,1090,311,0.0002,275,1070,0.2393,0.0032,0.9909,0.0083,0.0614,1.0653,0.0191,0.2658,0.0002,0.2161,69895,0.0093,1.1917,0.0981
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,0.6557,0.2406,0.8512,0.7476,0.1715,2.3427,0.6294,0.9402,0.9011,0.7778,0.985,0.1512,0.8898,0.7508,0.0558,1.1398,2.4496,0.9253,0.1807,0.2201,1.8776,0.3426,0.2366,1076,1076,0.1934,0.0422,1076,4214,3747.44,4274,4217,1.5323,4267,1076,0.6521,1076,4216.63,0.9718,1076,0.3752,0.0329,0.0098,0,0,4162,1076,0.0001,1076,0,0.7889,0.0004,0.7593,0.0021,0.031,0.7984,0.0035,0.4743,0.0001,0,96161,0.0019,0.933,0.0563
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,0.1172,0.1932,0.0831,0.0122,0.2677,1.1657,0.125,0.6372,0.3332,0.6667,0.9776,0.0517,0.5277,0.1583,0.0621,1.1591,2.4524,0.4218,0.031,0.0376,2.1867,1.0911,0.0019,0,0,0.381,0.0488,0,0,0,0,10582.5,0.5567,0,0,1.0272,0,10582.5,0.9399,0,0,0.0391,1.4142,0,0,0,0,?,0,0,0,?,3.0724,0.0057,0.0323,1.6971,?,0.9781,0,0,743081,0.0064,2.7371,0.0434
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f6bi.cnf,1,0.1357,0.1325,0.6133,0.3871,0.4543,3.1591,0.2863,0.4896,0.7809,0.9551,1.7227,0.1543,0.5137,0.5597,0.1503,1.8569,3.3797,0.8723,0.1955,0.0708,2.8924,0.4946,0.0883,544,451,0.3641,0.1158,441,2762,2595.29,2820,2722,0.7417,2782,373.2424,1.1109,374,2659.15,1,325,0.2586,0.0747,0.1612,0.2006,0,2658,304,?,135,2647,0.3655,?,1.1044,0.0064,0.0609,1.2077,?,0.2845,0.0001,0.2216,188848,0.0061,1.4224,0.097
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9911,0.1425,0.9444,0.6155,0.6587,1.2721,0.5749,0.9912,0.9813,1,0.066,0.229,0.9911,0.8138,0.4048,0.7332,1.2886,0.9952,0.3405,0.5164,1.2698,0.3021,0.5233,0,0,0.4062,0.3128,0,0,0,0,0,1.2063,0,0,0,0,0,1,0,0,0.1565,0,0,0,0,0,?,0,0,0,?,0.7761,0.0007,0.0761,4.8697,?,0,0,0,8233086,0.0005,5.8221,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-25.cnf,1,0.158,0.206,0.184,0.0836,0.2759,2.2136,0.2251,0.7276,0.3731,0.7333,1.0449,0.0911,0.5161,0.2341,0.1173,1.2706,2.4868,0.4601,0.0784,0.0412,2.2671,0.746,0.0488,0,0,0.3613,0.0627,0,3137.5,3140.33,3166,3144.5,0.7095,3174,0,1.2996,0,3147.77,0.921,0,0.009,0.0546,0.0109,0,0,3112,0,?,0,3114,0.6248,?,1.405,0.0048,0.0443,1.5026,?,0.6444,0.0001,0,124485,0.0128,1.9318,0.1034
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9nidw_s.cnf,1,0.1254,0.1252,0.6551,0.5446,0.4583,2.6349,0.0904,0.4497,0.782,0.9732,1.644,0.1505,0.4652,0.6219,0.1508,1.8016,2.765,0.8852,0.1739,0.0168,2.4086,0.3826,0.2253,414,414,0.3793,0.1199,403,0,0,0,14728,0.7015,14728,322.1,0.6109,336,14692.7,1,269,0,0.0768,0.011,0.244,0,14517,215,?,147,0,0,?,1.7004,0.004,0.0777,1.8651,?,0.6883,0,0.2591,1007659,0.0078,2.2622,0.0628
SAT_RACE2008/velev-npe-1.0-9dlx-b71.cnf,1,0.8762,0.0604,0.9961,0.9904,0.5,3.7126,0.2595,0.9399,0.9987,1,0.6635,0.2114,0.9408,0.9772,0.0318,1.2151,3.5991,0.9997,0.3747,0.1554,3.5074,0.0948,0.9775,0,0,0.5952,0.0143,0,0,0,0,0,0.7802,0,0,0,0,0,1,0,0,0.0176,0,0,0,0,0,?,0,0,0,?,0.7385,0.0087,0.0056,21.9085,?,0,0,0,14582074,0.0156,17.599,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-10-5p0.cnf,1,0.6068,0.1649,0.6737,0.2505,0.1556,2.8283,0.672,0.8503,0.838,0.7143,1.0694,0.1482,0.7277,0.5421,0.0554,1.4475,2.8889,0.8849,0.2368,0.2969,2.5864,0.5953,0.0492,90,23,0.4245,0.0365,21,0,0,0,17980,0.9354,17980,18.0909,0.3501,9,17965.7,0.9724,4,0,0.0196,0.0066,1.6198,0,17840,4,0,3,0,0,0.0001,0.6422,0.0002,0.0048,0.7125,0.0006,0.3062,0,1.3158,500875,0.0002,0.8655,0.0154
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray32_32.cnf,1,0.3401,0.2239,0.1208,0.0389,0.286,1.6701,0.0985,0.6855,0.1355,0.8,1.1085,0.0572,0.4875,0.112,0.0435,1.3404,1.7338,0.2174,0.0599,0.0188,1.3924,0.7996,0.0007,307,258,0.3622,0.0387,234,9031,9031,9031,9105,0.9039,9175,206.087,2.1746,210,9121.4,1,182,0,0.0234,0.0095,0.1283,0,9016,144,0,122,9031,0,0.0001,0.1675,0.0004,0.017,0.1608,0.0009,1.1404,0,0.2208,213533,0.0004,0.2557,0.0499
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,0.5867,0.1615,0.5473,0.2418,0.734,3.3371,0.6322,0.7264,0.787,1,1.4537,0.1523,0.6251,0.517,0.087,1.7444,3.4336,0.8865,0.166,0.0661,2.8477,0.5764,0.084,1461,1461,0.3431,0.0473,1295,13605,13605,13605,13478,1.1177,13639,995.4286,1.2954,801,13528.3,1,786,0,0.0321,0.008,0.2077,0,13404,751,?,751,13605,0,?,0.6814,0.0005,0.0177,0.7639,?,1.0307,0,0.2672,457628,0.0007,0.7294,0.0226
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-13-u.cnf,1,0.6153,0.178,0.6568,0.2448,0.2053,3.0829,0.6451,0.892,0.8079,0.7647,1.0132,0.1565,0.7552,0.5407,0.0322,1.3751,2.733,0.8601,0.2499,0.1516,2.4536,0.5608,0.0609,348,348,0.371,0.0259,348,14810,14810,14810,14813,1.0416,14822,235.5,0.5143,348,14816.8,0.9829,123,0,0.0155,0.0028,0.8137,0,14771,123,0,123,14810,0,0.0001,0.4511,0.0002,0.0137,0.4451,0.0003,0.0411,0,0.4777,626501,0.0002,0.4571,0.0278
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h26-unsat.cnf,1,0.6512,0.0309,0.8387,0.4232,0.5,4.2307,0.7065,0.7386,0.9466,0.9824,1.6906,0.2997,0.7843,0.6819,0.4522,1.6253,5.4687,0.9767,0.3621,0.3665,4.3471,0.4697,0.1466,0,0,0.2401,0.3185,0,2594,2364.64,2631,2607.5,1.4699,2632,0,1.4677,0,2595.4,1,0,0.3318,0.1636,0.014,0,0,2549,0,?,0,2561,1.6233,?,1.6032,0.0061,0.0851,1.8552,?,0.2256,0,0,414657,0.0081,2.4891,0.1027
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,0.8949,0.1503,0.8313,0.2508,0.5,3.0324,0.6766,0.9609,0.9521,1,0.4712,0.2933,0.901,0.6302,0.3055,1.0792,2.7026,0.9557,0.3876,0.3707,2.7226,0.5743,0.0474,1173,1173,0.4914,0.0696,647,7171,7171,0,14201,0.9713,14355,650,0.9114,578,14249.6,1,555,1.4142,0.0668,0.0059,0.5181,0,14162,297,0,297,0,0.816,0.0001,0.8331,0.0005,0.0102,0.692,0.0033,1.0878,0,0.4418,308235,0.0003,0.919,0.0534
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,0.1742,0.1644,0.3256,0.1779,0.2541,2.6693,0.1986,0.5903,0.5408,0.8824,1.4469,0.1051,0.3923,0.3597,0.0972,1.7044,3.0943,0.695,0.1069,0.0754,2.5389,0.6377,0.0755,1178,776,0.4595,0.0832,329,5325,3585,5325,5305,0.7084,5402,354.6667,0.5484,296,4451.67,1,248,0.8661,0.0546,0.4901,1.9653,0,0,95,?,21,0,0.8841,?,1.1344,0.0019,0.0577,1.464,?,1.4935,0.0001,0.7688,265718,0.0025,1.6421,0.0446
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6i.cnf,1,0.1406,0.1337,0.6039,0.3649,0.4462,3.1477,0.3214,0.4884,0.7576,0.9481,1.7139,0.156,0.5124,0.5401,0.1489,1.8915,3.3862,0.8457,0.2015,0.0678,2.8853,0.5039,0.0717,921,672,0.37,0.1171,516,2048,1973.66,2096,2048,0.7427,2097,457.6,1.0316,456,2047.71,0.9998,362,0.1937,0.0767,0.0201,0.5224,0,1999,339,?,84,1963,0.8011,?,1.0431,0.0032,0.0672,1.1627,?,0.3342,0.0001,0.3289,144691,0.0039,1.3981,0.0891
SAT_Competition2011/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9225,0.0443,0.9985,0.95,0.5,4.2244,0.2919,0.9442,1,0.9969,0.5311,0.2482,0.9381,0.8767,0.3237,0.9628,4.4485,1,0.3497,0.189,4.1841,0.3126,0.4286,0,0,0.7702,0.0769,0,0,0,0,0,0.5254,0,0,0,0,0,1,0,0,0.0784,0,0,0,0,0,?,0,0,0,?,4.8419,0.0105,0.002,7.9283,?,0,0,0,6069108,0.0096,7.536,0
SAT-Race-2010-CNF/hardware-verification/manolios/c9b_i.cnf,1,0.1224,0.1415,0.5979,0.2834,0.4343,3.0642,0.3108,0.5613,0.7969,0.957,1.5641,0.1568,0.5226,0.545,0.1517,1.6656,3.2579,0.9482,0.1876,0.069,2.8283,0.5592,0.0824,978,863,0.3559,0.1077,779,1716,1675.69,1761,1737.5,0.7237,1770,666.35,0.7442,654,1710.92,1,556,0.1653,0.07,0.1211,0.2477,0,1682,537,?,401,1677,0.297,?,1.244,0.0085,0.0555,1.4024,?,0.8097,0.0002,0.2082,109846,0.0155,1.5522,0.0803
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10id_s.cnf,1,0.122,0.1336,0.647,0.4822,0.4523,2.7777,0.1656,0.4533,0.7467,0.9672,1.6046,0.1486,0.4377,0.589,0.1458,1.7645,2.8847,0.8378,0.1668,0.0289,2.4567,0.3858,0.216,743,514,0.379,0.118,255,8502.5,8502.5,8356,8472.5,0.6869,8673,234.2759,0.6931,197,7443.12,1,159,0.0244,0.0796,0.4048,0.3465,0,0,116,?,23,8356,0.8478,?,1.6978,0.008,0.0783,1.9251,?,1.4164,0,0.6171,530386,0.0139,2.3032,0.0667
