@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE top-good-max NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-mean NUMERIC

@DATA
cv_data5-5-9,1,0.714286,7,0.8,5,14,1,11,1,0,1,0,1.4,1,0.285714,5.02494,5.5
cv_data4-4-23,1,0.666667,6,1,4,11,1,16,1,0,1,0,1.5,1,0.5,3.74166,7
cv_data3-7-22,1,0.6,5,1,7,11,1,16,1,0,1,0,0.714286,1,0.371429,3.53409,6.28571
cv_data5-6-28,1,0.714286,7,1,6,15,1,23,1,0,1,0,1.16667,1,0.47619,5.39804,7.83333
cv_data4-6-37,1,0.666667,6,1,6,12,1,16,1,0,1,0,1,1,0.361111,3.43592,5.16667
cv_data5-5-21,1,0.714286,7,1,5,16,1,19,1,0,1,0,1.4,1,0.457143,5.93296,7
cv_data4-6-30,1,0.666667,6,0.833333,6,14,1,15,1,0,1,0,1,1,0.361111,5.1614,7.6
cv_data4-5-27,1,0.666667,6,1,5,12,1,12,1,0,1,0,1.2,1,0.333333,3.97995,6.4
cv_data4-5-21,1,0.666667,6,1,5,7,1,16,1,0,1,0,1.2,1,0.4,2.31517,4.2
cv_data3-8-25,1,0.6,5,0.75,8,20,1,11,2,0,1,0,625,1,0.25,5.50757,10
cv_data4-5-15,1,0.666667,6,1,5,9,1,18,1,0,1,0,1.2,1,0.466667,2.78568,5.8
cv_data5-5-31,1,0.714286,7,1,5,17,1,23,1,0,1,0,1.4,1,0.542857,5.45527,9.2
cv_data4-7-2,1,0.666667,6,1,7,19,1,19,1,0,1,0,0.857143,1,0.404762,6.25316,8.57143
cv_data5-4-10,1,0.714286,7,1,4,13,1,15,3,0,1,0,1.75,1,0.428571,3937,7
cv_data4-4-34,1,0.666667,6,1,4,9,1,11,2,0,1,0,1.5,1,375,2.54951,5
cv_data5-7-4,1,0.714286,7,1,7,25,1,22,2,0,1,0,1,1,0.408163,6.87498,11.1429
cv_data4-4-14,1,0.666667,6,1,4,14,1,13,2,0,1,0,1.5,1,0.416667,4.81534,5.75
cv_data5-7-22,1,0.714286,7,0.857143,7,9,1,21,1,0,1,0,1,1,0.367347,2.91071,5.16667
cv_data4-6-2,1,0.666667,6,1,6,11,1,11,2,0,1,0,1,1,0.25,3.05505,6
cv_data4-7-12,1,0.666667,6,1,7,22,1,22,3,0,1,0,0.857143,1,0.452381,7.11136,11
cv_data5-5-30,1,0.714286,7,1,5,14,1,16,1,0,1,0,1.4,1,0.4,4.9558,7.8
cv_data3-8-28,1,0.6,5,875,8,20,1,12,1,0,1,0,625,1,275,6.27271,8.28571
cv_data5-6-37,1,0.714286,7,1,6,14,1,23,2,0,1,0,1.16667,1,0.452381,3.91578,9
cv_data5-6-20,1,0.714286,7,1,6,18,1,19,1,0,1,0,1.16667,1,0.404762,6.07591,6.5
cv_data4-6-29,1,0.666667,6,1,6,13,1,16,1,0,1,0,1,1,0.361111,4.14997,6.33333
cv_data4-4-10,1,0.666667,6,1,4,10,1,10,1,0,1,0,1.5,1,0.333333,3.56195,4.75
cv_data4-5-29,1,0.666667,6,1,5,16,1,16,1,0,1,0,1.2,1,0.433333,5.23832,6.6
cv_data3-8-24,1,0.6,5,0.75,8,18,1,10,1,0,1,0,625,1,225,6.77413,9.33333
cv_data5-4-35,1,0.714286,7,1,4,11,1,17,2,0,1,0,1.75,1,0.464286,3.83243,6.25
cv_data5-4-22,1,0.714286,7,1,4,9,1,17,4,0,1,0,1.75,1,0.464286,1.92029,6.25
cv_data5-4-29,1,0.714286,7,1,4,11,1,20,4,0,1,0,1.75,1,0.535714,2.86138,7.25
cv_data3-7-27,1,0.6,5,1,7,14,1,14,1,0,1,0,0.714286,1,0.342857,4.25705,6.14286
cv_data3-7-5,1,0.6,5,1,7,14,1,14,1,0,1,0,0.714286,1,0.314286,4,5
cv_data4-5-3,1,0.666667,6,1,5,12,1,18,2,0,1,0,1.2,1,0.466667,3.44093,7.4
cv_data4-6-12,1,0.666667,6,1,6,17,1,19,3,0,1,0,1,1,0.444444,4.56131,9.83333
cv_data5-8-8,1,0.714286,7,1,8,18,1,29,2,0,1,0,875,1,0.428571,5.23808,9.25
cv_data4-6-25,1,0.666667,6,1,6,14,1,19,2,0,1,0,1,1,0.444444,3.94405,6.33333
cv_data4-7-31,1,0.666667,6,1,7,9,1,21,1,0,1,0,0.857143,1,0.380952,2.6573,4.71429
cv_data5-6-22,1,0.714286,7,1,6,14,1,23,2,0,1,0,1.16667,1,0.452381,4.11299,6.5
cv_data4-6-19,1,0.666667,6,1,6,21,1,17,1,0,1,0,1,1,0.416667,7.11024,7.66667
cv_data5-4-30,1,0.714286,7,1,4,12,1,16,3,0,1,0,1.75,1,0.464286,3.49106,6.25
cv_data5-5-17,1,0.714286,7,1,5,8,1,21,3,0,1,0,1.4,1,0.457143,1.85472,5.6
cv_data4-6-34,1,0.666667,6,1,6,15,1,21,2,0,1,0,1,1,0.472222,4.52462,7.83333
cv_data5-5-32,1,0.714286,7,1,5,18,1,18,3,0,1,0,1.4,1,0.457143,5.41849,8.8
cv_data4-6-32,1,0.666667,6,1,6,21,1,17,1,0,1,0,1,1,0.416667,6.84146,9.16667
cv_data5-4-33,1,0.714286,7,1,4,12,1,16,3,0,1,0,1.75,1,0.464286,3.3541,8.5
cv_data3-7-12,1,0.6,5,0.714286,7,15,1,10,2,0,1,0,0.714286,1,0.257143,4.83322,8.2
cv_data4-7-11,1,0.666667,6,1,7,17,1,21,1,0,1,0,0.857143,1,0.404762,5.60248,8.42857
cv_data4-4-35,1,0.666667,6,1,4,10,1,16,1,0,1,0,1.5,1,0.5,3.5,4.5
cv_data5-4-25,1,0.714286,7,1,4,16,1,16,4,0,1,0,1.75,1,0.464286,5.30919,9.75
cv_data4-6-10,1,0.666667,6,1,6,11,1,19,2,0,1,0,1,1,0.416667,3.16228,7
cv_data4-7-21,1,0.666667,6,1,7,21,1,22,1,0,1,0,0.857143,1,0.428571,6.74915,7.14286
cv_data4-6-4,1,0.666667,6,1,6,15,1,18,3,0,1,0,1,1,0.416667,4.54606,8
cv_data5-4-38,1,0.714286,7,1,4,11,1,16,1,0,1,0,1.75,1,0.464286,3.96074,4.25
cv_data4-7-7,1,0.666667,6,1,7,16,1,23,2,0,1,0,0.857143,1,0.452381,4.36592,8.28571
cv_data4-7-3,1,0.666667,6,0.714286,7,19,1,14,2,0,1,0,0.857143,1,0.309524,6.01997,7.6
cv_data5-8-3,1,0.714286,7,1,8,28,1,34,2,0,1,0,875,1,0.5,7.81725,11875
cv_data5-7-37,1,0.714286,7,0.857143,7,30,1,20,1,0,1,0,1,1,0.387755,9.99444,10.6667
cv_data5-5-20,1,0.714286,7,1,5,16,1,17,1,0,1,0,1.4,1,0.428571,5.49181,5.8
cv_data4-4-24,1,0.666667,6,1,4,9,1,13,1,0,1,0,1.5,1,0.416667,2.95804,5.5
cv_data5-4-14,1,0.714286,7,1,4,11,1,20,1,0,1,0,1.75,1,0.535714,3.80789,6
cv_data5-8-4,1,0.714286,7,1,8,22,1,30,2,0,1,0,875,1,0.464286,7.37288,10875
cv_data4-6-40,1,0.666667,6,1,6,15,1,21,1,0,1,0,1,1,0.472222,4.88763,8.33333
cv_data5-6-31,1,0.714286,7,1,6,15,1,22,2,0,1,0,1.16667,1,0.428571,5.2731,7.16667
cv_data4-6-14,1,0.666667,6,1,6,22,1,15,1,0,1,0,1,1,0.361111,7.32006,9.5
cv_data5-7-1,1,0.714286,7,1,7,27,1,22,3,0,1,0,1,1,0.387755,7.66652,9.71429
cv_data5-7-32,1,0.714286,7,1,7,24,1,30,3,0,1,0,1,1,0.510204,7.29831,11.8571
cv_data4-7-28,1,0.666667,6,1,7,12,1,25,1,0,1,0,0.857143,1,0.47619,4.06076,6.28571
cv_data4-4-2,1,0.666667,6,1,4,13,1,11,1,0,1,0,1.5,1,375,4.60299,7.25
cv_data5-7-12,1,0.714286,7,1,7,15,1,29,4,0,1,0,1,1,0.489796,3.69224,8.71429
cv_data4-7-5,1,0.666667,6,1,7,20,1,20,1,0,1,0,0.857143,1,0.404762,5.64963,8.71429
cv_data5-4-1,1,0.714286,7,1,4,9,1,16,3,0,1,0,1.75,1,0.428571,2.29129,5.5
cv_data4-5-17,1,0.666667,6,1,5,13,1,18,2,0,1,0,1.2,1,0.466667,3.89872,6
cv_data4-6-33,1,0.666667,6,0.833333,6,20,1,12,1,0,1,0,1,1,0.305556,6.65132,7.6
cv_data4-7-8,1,0.666667,6,1,7,16,1,17,1,0,1,0,0.857143,1,0.333333,5.42105,7.42857
cv_data5-4-24,1,0.714286,7,1,4,13,1,18,1,0,1,0,1.75,1,0.5,4.76314,5.75
cv_data4-4-13,1,0.666667,6,1,4,8,1,15,4,0,1,0,1.5,1,0.458333,1.58114,6
cv_data5-4-12,1,0.714286,7,1,4,8,1,17,1,0,1,0,1.75,1,0.428571,2.69258,3.5
cv_data5-6-7,1,0.714286,7,1,6,23,1,23,1,0,1,0,1.16667,1,0.47619,8.03465,9.66667
cv_data5-6-35,1,0.714286,7,1,6,11,1,26,4,0,1,0,1.16667,1,0.5,2.38048,8
cv_data4-6-11,1,0.666667,6,1,6,16,1,17,1,0,1,0,1,1,0.388889,5.25198,6.5
cv_data5-4-16,1,0.714286,7,1,4,11,1,18,1,0,1,0,1.75,1,0.5,3.76663,5.25
cv_data4-7-4,1,0.666667,6,1,7,22,1,21,1,0,1,0,0.857143,1,0.428571,7.59162,8.71429
cv_data5-7-11,1,0.714286,7,1,7,26,1,26,2,0,1,0,1,1,0.469388,7.24498,9.28571
cv_data5-6-33,1,0.714286,7,1,6,17,1,26,3,0,1,0,1.16667,1,0.5,4.52462,8.16667
cv_data5-5-28,1,0.714286,7,1,5,19,1,19,2,0,1,0,1.4,1,0.457143,6.08605,7.4
cv_data5-5-15,1,0.714286,7,1,5,10,1,19,1,0,1,0,1.4,1,0.457143,3.38231,4.6
cv_data3-6-24,1,0.6,5,1,6,11,1,13,1,0,1,0,0.833333,1,0.333333,3.39935,4.66667
cv_data5-4-34,1,0.714286,7,1,4,15,1,18,1,0,1,0,1.75,1,0.5,5.26189,8.25
cv_data4-5-35,1,0.666667,6,1,5,7,1,13,1,0,1,0,1.2,1,0.333333,2.15407,3.6
cv_data5-7-31,1,0.714286,7,0.857143,7,15,1,22,1,0,1,0,1,1,0.408163,5.18813,8.5
cv_data4-7-10,1,0.666667,6,1,7,26,1,18,3,0,1,0,0.857143,1,0.380952,7.51597,10.2857
cv_data4-7-29,1,0.666667,6,1,7,22,1,17,2,0,1,0,0.857143,1,0.357143,6.49961,8.57143
cv_data5-4-18,1,0.714286,7,0.75,4,8,1,8,2,0,1,0,1.75,1,0.25,2.44949,5
cv_data5-6-19,1,0.714286,7,1,6,11,1,20,1,0,1,0,1.16667,1,0.380952,3.23608,4.83333
cv_data4-5-32,1,0.666667,6,1,5,14,1,19,8,0,1,0,1.2,1,0.5,2.31517,10.8
cv_data4-6-13,1,0.666667,6,0.833333,6,16,1,10,2,0,1,0,1,1,0.25,4.81664,7
cv_data5-8-36,1,0.714286,7,1,8,33,1,27,1,0,1,0,875,1,0.446429,10779,12.75
cv_data4-5-12,1,0.666667,6,0.8,5,9,1,13,1,0,1,0,1.2,1,0.366667,3.08221,6
cv_data4-5-28,1,0.666667,6,1,5,12,1,13,1,0,1,0,1.2,1,0.366667,3.86782,7.2
cv_data5-5-4,1,0.714286,7,1,5,16,1,21,2,0,1,0,1.4,1,0.485714,5.08331,6.4
cv_data4-4-7,1,0.666667,6,1,4,10,1,14,1,0,1,0,1.5,1,0.458333,3.26917,5.25
cv_data5-5-36,1,0.714286,7,1,5,9,1,20,3,0,1,0,1.4,1,0.457143,2.13542,6.2
cv_data4-7-16,1,0.666667,6,0.714286,7,7,1,11,2,0,1,0,0.857143,1,0.214286,1.72047,4.2
cv_data4-6-39,1,0.666667,6,1,6,8,1,14,1,0,1,0,1,1,0.305556,2.26691,3.83333
cv_data5-5-6,1,0.714286,7,1,5,19,1,17,1,0,1,0,1.4,1,0.428571,6.22896,8
cv_data5-4-9,1,0.714286,7,1,4,6,1,16,3,0,1,0,1.75,1,0.428571,1.11803,4.5
cv_data4-4-29,1,0.666667,6,1,4,9,1,12,1,0,1,0,1.5,1,375,3.16228,5
cv_data5-6-5,1,0.714286,7,1,6,15,1,27,1,0,1,0,1.16667,1,0.52381,5.17741,7.83333
cv_data3-7-17,1,0.6,5,1,7,13,1,14,2,0,1,0,0.714286,1,0.314286,3.74166,8
cv_data4-6-27,1,0.666667,6,1,6,19,1,16,2,0,1,0,1,1,0.388889,5.81425,8.83333
cv_data5-5-22,1,0.714286,7,1,5,16,1,19,1,0,1,0,1.4,1,0.428571,5.84466,7.2
cv_data5-9-3,1,0.714286,7,1,9,21,1,35,1,0,1,0,0.777778,1,0.47619,6.13631,7.88889
cv_data4-4-28,1,0.666667,6,1,4,5,1,9,1,0,1,0,1.5,1,0.291667,1.58114,3
cv_data4-4-27,1,0.666667,6,1,4,7,1,14,1,0,1,0,1.5,1,0.416667,2.27761,4.75
cv_data4-6-24,1,0.666667,6,1,6,15,1,19,1,0,1,0,1,1,0.416667,5.16398,8
cv_data4-6-8,1,0.666667,6,0.833333,6,15,1,14,1,0,1,0,1,1,0.361111,5.34416,8.2
cv_data4-4-20,1,0.666667,6,1,4,13,1,14,6,0,1,0,1.5,1,0.458333,2.69258,8.5
cv_data3-6-26,1,0.6,5,1,6,7,1,14,1,0,1,0,0.833333,1,0.366667,2.11476,3.83333
cv_data4-7-34,1,0.666667,6,1,7,22,1,17,1,0,1,0,0.857143,1,0.357143,6.76123,8
cv_data5-10-32,1,0.714286,7,0.9,10,20,1,31,2,0,1,0,0.7,1,0.4,5.07718,10.6667
cv_data5-4-32,1,0.714286,7,1,4,8,1,19,1,0,1,0,1.75,1,0.5,2.68095,3.75
cv_data4-7-33,1,0.666667,6,1,7,14,1,19,1,0,1,0,0.857143,1,0.380952,4.94046,7.14286
cv_data4-6-28,1,0.666667,6,1,6,15,1,20,2,0,1,0,1,1,0.444444,4.26875,7.33333
cv_data3-7-30,1,0.6,5,1,7,16,1,13,3,0,1,0,0.714286,1,0.314286,4.19913,7.71429
cv_data5-5-19,1,0.714286,7,1,5,17,1,22,3,0,1,0,1.4,1,0.485714,5004,7.6
cv_data4-4-30,1,0.666667,6,1,4,9,1,10,1,0,1,0,1.5,1,0.333333,2.95804,4.5
cv_data4-7-15,1,0.666667,6,1,7,16,1,20,1,0,1,0,0.857143,1,0.380952,5.49954,8.42857
cv_data5-6-30,1,0.714286,7,1,6,19,1,20,1,0,1,0,1.16667,1,0.428571,5.98377,11.1667
cv_data4-7-17,1,0.666667,6,0.857143,7,16,1,17,3,0,1,0,0.857143,1,0.357143,5.06623,11
cv_data4-5-31,1,0.666667,6,1,5,13,1,17,1,0,1,0,1.2,1,0.466667,5004,6.6
cv_data4-5-34,1,0.666667,6,1,5,13,1,17,1,0,1,0,1.2,1,0.466667,4.17612,6.4
cv_data4-4-25,1,0.666667,6,1,4,10,1,14,2,0,1,0,1.5,1,0.458333,2.91548,6
cv_data5-7-18,1,0.714286,7,1,7,25,1,32,1,0,1,0,1,1,0.530612,7.30669,9.42857
cv_data3-8-17,1,0.6,5,0.75,8,21,1,10,2,0,1,0,625,1,225,6.28932,10.6667
cv_data4-6-15,1,0.666667,6,1,6,15,1,20,2,0,1,0,1,1,0.444444,4.0586,8.83333
cv_data5-7-7,1,0.714286,7,1,7,26,1,24,2,0,1,0,1,1,0.428571,7.75913,13.7143
cv_data4-7-14,1,0.666667,6,1,7,19,1,21,1,0,1,0,0.857143,1,0.428571,5.69282,7.85714
cv_data5-10-19,1,0.714286,7,1,10,25,1,36,2,0,1,0,0.7,1,0.457143,8.26075,11.6
cv_data5-8-29,1,0.714286,7,1,8,26,1,27,1,0,1,0,875,1,0.410714,7.95986,9875
cv_data3-8-7,1,0.6,5,1,8,11,1,16,1,0,1,0,625,1,325,3.34477,6.25
cv_data4-5-14,1,0.666667,6,1,5,18,1,16,2,0,1,0,1.2,1,0.433333,5.71314,8.6
cv_data5-7-16,1,0.714286,7,1,7,18,1,23,1,0,1,0,1,1,0.408163,5.98638,7.14286
cv_data4-5-19,1,0.666667,6,1,5,9,1,16,3,0,1,0,1.2,1,0.4,2.13542,5.8
cv_data3-5-8,1,0.6,5,1,5,9,1,11,1,0,1,0,1,1,0.36,3.2619,4.6
cv_data5-9-10,1,0.714286,7,1,9,23,1,31,2,0,1,0,0.777778,1,0.412698,6.84755,10
cv_data4-7-9,1,0.666667,6,1,7,16,1,18,1,0,1,0,0.857143,1,0.357143,5.60612,7
cv_data5-5-13,1,0.714286,7,1,5,11,1,23,6,0,1,0,1.4,1,0.514286,1.85472,8.4
cv_data4-6-3,1,0.666667,6,1,6,17,1,18,4,0,1,0,1,1,0.416667,4.34933,9.5
cv_data5-4-6,1,0.714286,7,1,4,10,1,14,1,0,1,0,1.75,1,0.392857,3.39116,6
