@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_binary_proportion NUMERIC
@ATTRIBUTE stats_multi_shared_vars NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_alldiff_proportion NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE stats_arity_mean NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_var_bool NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC

@DATA
geo50-20-d4-75-78_ext.xml.minion.gz,1,336,0.088926,0.739819,0.46,268,0.44,0.316735,0.3104,0.32,250.072165,0.08,249,15.52,0.24,172,232,20,36.5,0,1,0,0.04,0.04,388,15.52,0.109898,0,0,16,23,20,20,12,4,22,0,0,4.446302,0,0,0,20,0.644516,388,20,0,20,2,26.733333,2,2,2,2,2,50,50,0,50,23.142857,0,0,0,0,24.857143
geo50-20-d4-75-79_ext.xml.minion.gz,1,326,0.093504,0.75498,0.5,268,0.5,0.312653,0.3064,0.3,251.381201,0.14,251,15.32,0.26,176,235,20,36.375,0,1,0,0.04,0.04,383,15.32,0.115386,0,0,15,25,20,20,13,7,25,0,0,4.675211,0,0,0,20,0.656348,383,20,0,20,2,26.894737,2,2,2,2,2,50,50,0,50,23.266667,0,0,0,0,25
geo50-20-d4-75-7_ext.xml.minion.gz,1,329,0.132988,0.763665,0.62,266,0.52,0.38449,0.3768,0.39,249.723992,0.06,249,18.84,0.28,158,235,20,35,0,1,0,0.04,0.04,471,18.84,0.105736,0,0,19.5,31,20,20,14,3,26,0,0,6.649391,0,0,0,20,0.5302,471,20,0,20,2,26.516129,2,2,2,2,2,50,50,0,50,23.1,0,0,0,0,24.909091
geo50-20-d4-75-80_ext.xml.minion.gz,1,327,0.096926,0.726596,0.52,269,0.5,0.315102,0.3088,0.32,251.243523,0.08,251,15.44,0.26,183,231,20,35.5,0,1,0,0.04,0.04,386,15.44,0.120777,0,0,16,26,20,20,13,4,25,0,0,4.846277,0,0,0,20,0.65089,386,20,0,20,2,27,2,2,2,2,2,50,50,0,50,23.315789,0,0,0,0,25
geo50-20-d4-75-81_ext.xml.minion.gz,1,332,0.100476,0.692155,0.54,266,0.48,0.327347,0.3208,0.31,249.421446,0.14,249,16.04,0.2,189,231,20,33.538462,0,1,0,0.04,0.04,401,16.04,0.103941,0,0,15.5,27,20,20,10,7,24,0,0,5.023783,0,0,0,20,0.621999,401,20,0,20,2,26.833333,2,2,2,2,2,50,50,0,50,23.142857,0,0,0,0,25.130435
geo50-20-d4-75-82_ext.xml.minion.gz,1,320,0.096485,0.716305,0.5,265,0.5,0.324898,0.3184,0.31,248.170854,0.1,248,15.92,0.22,181,232,20,33.9,0,1,0,0.04,0.04,398,15.92,0.104783,0,0,15.5,25,20,20,11,5,25,0,0,4.824272,0,0,0,20,0.623545,398,20,0,20,2,26.529412,2,2,2,2,2,50,50,0,50,23.166667,0,0,0,0,24.714286
geo50-20-d4-75-83_ext.xml.minion.gz,1,326,0.128125,0.720739,0.58,267,0.46,0.35102,0.344,0.34,248.874419,0.12,249,17.2,0.26,175,231,20,39.142857,0,1,0,0.04,0.04,430,17.2,0.112879,0,0,17,29,20,20,13,6,23,0,0,6.406247,0,0,0,20,0.578778,430,20,0,20,2,26.565217,2,2,2,2,2,50,50,0,50,23.08,0,0,0,0,24.826087
geo50-20-d4-75-84_ext.xml.minion.gz,1,328,0.076779,0.750601,0.46,268,0.38,0.299592,0.2936,0.3,251.26703,0.12,251,14.68,0.24,179,233,20,34.9,0,1,0,0.04,0.04,367,14.68,0.110169,0,0,15,23,20,20,12,6,19,0,0,3.838958,0,0,0,20,0.684651,367,20,0,20,2,26.909091,2,2,2,2,2,50,50,0,50,23.333333,0,0,0,0,25.2
geo50-20-d4-75-85_ext.xml.minion.gz,1,332,0.118459,0.751514,0.56,267,0.46,0.341224,0.3344,0.32,250.602871,0.1,249,16.72,0.28,168,232,20,37.454545,0,1,0,0.04,0.04,418,16.72,0.114199,0,0,16,28,20,20,14,5,23,0,0,5.922972,0,0,0,20,0.599528,418,20,0,20,2,26.913043,2,2,2,2,2,50,50,0,50,23.285714,0,0,0,0,25
geo50-20-d4-75-86_ext.xml.minion.gz,1,330,0.138145,0.716218,0.6,267,0.6,0.380408,0.3728,0.34,250.733906,0.12,252,18.64,0.26,175,234,20,32.529412,0,1,0,0.04,0.04,466,18.64,0.102019,0,0,17,30,20,20,13,6,30,0,0,6.907272,0,0,0,20,0.538056,466,20,0,20,2,26.793103,2,2,2,2,2,50,50,0,50,23.285714,0,0,0,0,25
geo50-20-d4-75-87_ext.xml.minion.gz,1,349,0.125524,0.715722,0.56,266,0.52,0.36,0.3528,0.34,249.827664,0.12,251,17.64,0.28,183,233,20,35.6,0,1,0,0.04,0.04,441,17.64,0.110316,0,0,17,28,20,20,14,6,26,0,0,6.276177,0,0,0,20,0.566503,441,20,0,20,2,26.571429,2,2,2,2,2,50,50,0,50,23.227273,0,0,0,0,24.92
geo50-20-d4-75-88_ext.xml.minion.gz,1,318,0.070921,0.714528,0.42,267,0.38,0.28898,0.2832,0.28,250.680791,0.1,251,14.16,0.22,184,234,20,35.857143,0,1,0,0.04,0.04,354,14.16,0.114417,0,0,14,21,20,20,11,5,19,0,0,3.54604,0,0,0,20,0.708138,354,20,0,20,2,26.933333,2,2,2,2,2,50,50,0,50,23.076923,0,0,0,0,25.083333
geo50-20-d4-75-89_ext.xml.minion.gz,1,338,0.121091,0.723965,0.58,267,0.48,0.360816,0.3536,0.36,252.038462,0.02,251,17.68,0.3,180,234,20,36,0,1,0,0.04,0.04,442,17.68,0.112244,0,0,18,29,20,20,15,1,24,0,0,6.054552,0,0,0,20,0.570223,442,20,0,20,2,26.888889,2,2,2,2,2,50,50,0,50,23.5,0,0,0,0,25
geo50-20-d4-75-8_ext.xml.minion.gz,1,339,0.10997,0.749512,0.6,266,0.46,0.389388,0.3816,0.39,249.872117,0.16,249,19.08,0.26,177,233,20,33.157895,0,1,0,0.04,0.04,477,19.08,0.097648,0,0,19.5,30,20,20,13,8,23,0,0,5.498509,0,0,0,20,0.523841,477,20,0,20,2,26.642857,2,2,2,2,2,50,50,0,50,23.357143,0,0,0,0,24.947368
geo50-20-d4-75-90_ext.xml.minion.gz,1,345,0.135762,0.736069,0.66,267,0.6,0.386939,0.3792,0.4,249.078059,0.08,249,18.96,0.26,182,232,20,39.25,0,1,0,0.04,0.04,474,18.96,0.106949,0,0,20,33,20,20,13,4,30,0,0,6.788107,0,0,0,20,0.525481,474,20,0,20,2,26.5,2,2,2,2,2,50,50,0,50,23.25,0,0,0,0,25
geo50-20-d4-75-91_ext.xml.minion.gz,1,312,0.081976,0.704083,0.46,265,0.4,0.306122,0.3,0.3,248.232,0.14,248,15,0.2,169,231,20,36.625,0,1,0,0.04,0.04,375,15,0.105142,0,0,15,23,20,20,10,7,20,0,0,4.09878,0,0,0,20,0.661952,375,20,0,20,2,26.619048,2,2,2,2,2,50,50,0,50,23.052632,0,0,0,0,24.866667
geo50-20-d4-75-92_ext.xml.minion.gz,1,330,0.097255,0.753129,0.52,266,0.38,0.33551,0.3288,0.32,250.377129,0.1,250,16.44,0.28,174,235,20,33.733333,0,1,0,0.04,0.04,411,16.44,0.103744,0,0,16,26,20,20,14,5,19,0,0,4.862756,0,0,0,20,0.60919,411,20,0,20,2,26.5625,2,2,2,2,2,50,50,0,50,23.227273,0,0,0,0,25
geo50-20-d4-75-93_ext.xml.minion.gz,1,323,0.099618,0.713855,0.52,264,0.42,0.316735,0.3104,0.3,248.543814,0.16,248,15.52,0.22,191,232,20,34.777778,0,1,0,0.04,0.04,388,15.52,0.10549,0,0,15,26,20,20,11,8,21,0,0,4.980924,0,0,0,20,0.640577,388,20,0,20,2,26.5,2,2,2,2,2,50,50,0,50,23.153846,0,0,0,0,24.928571
geo50-20-d4-75-94_ext.xml.minion.gz,1,319,0.124859,0.736841,0.6,266,0.46,0.404898,0.3968,0.41,249.320565,0.14,249,19.84,0.3,150,232,20,34.428571,0,1,0,0.04,0.04,496,19.84,0.096929,0,0,20.5,30,20,20,15,7,23,0,0,6.242948,0,0,0,20,0.502662,496,20,0,20,2,26.571429,2,2,2,2,2,50,50,0,50,23.36,0,0,0,0,25
geo50-20-d4-75-95_ext.xml.minion.gz,1,320,0.099177,0.71949,0.54,268,0.4,0.313469,0.3072,0.29,251.322917,0.12,251,15.36,0.24,186,235,20,34.666667,0,1,0,0.04,0.04,384,15.36,0.110054,0,0,14.5,27,20,20,12,6,20,0,0,4.958871,0,0,0,20,0.654487,384,20,0,20,2,26.863636,2,2,2,2,2,50,50,0,50,23.25,0,0,0,0,24.941176
geo50-20-d4-75-96_ext.xml.minion.gz,1,321,0.128832,0.756041,0.56,267,0.5,0.350204,0.3432,0.34,250.298368,0.06,249,17.16,0.28,182,233,20,41.333333,0,1,0,0.04,0.04,429,17.16,0.119058,0,0,17,28,20,20,14,3,25,0,0,6.441615,0,0,0,20,0.583446,429,20,0,20,2,26.705882,2,2,2,2,2,50,50,0,50,23.32,0,0,0,0,25.066667
geo50-20-d4-75-97_ext.xml.minion.gz,1,315,0.118081,0.724776,0.52,266,0.44,0.312653,0.3064,0.32,249.665796,0.04,249,15.32,0.26,177,234,20,41,0,1,0,0.04,0.04,383,15.32,0.121366,0,0,16,26,20,20,13,2,22,0,0,5.904033,0,0,0,20,0.651869,383,20,0,20,2,26.75,2,2,2,2,2,50,50,0,50,23.166667,0,0,0,0,24.941176
geo50-20-d4-75-98_ext.xml.minion.gz,1,316,0.086241,0.701954,0.52,270,0.52,0.307755,0.3016,0.29,251.997347,0.14,252,15.08,0.22,182,235,20,35.272727,0,1,0,0.04,0.04,377,15.08,0.11005,0,0,14.5,26,20,20,11,7,26,0,0,4.31203,0,0,0,20,0.668428,377,20,0,20,2,26.846154,2,2,2,2,2,50,50,0,50,23.428571,0,0,0,0,25.066667
geo50-20-d4-75-99_ext.xml.minion.gz,1,337,0.091596,0.713841,0.52,265,0.5,0.323265,0.3168,0.3,250.419192,0.1,250,15.84,0.26,178,234,20,34.533333,0,1,0,0.04,0.04,396,15.84,0.110504,0,0,15,26,20,20,13,5,25,0,0,4.579782,0,0,0,20,0.632372,396,20,0,20,2,27,2,2,2,2,2,50,50,0,50,23.2,0,0,0,0,24.944444
geo50-20-d4-75-9_ext.xml.minion.gz,1,319,0.121059,0.716383,0.66,266,0.52,0.368163,0.3608,0.38,249.716186,0.14,248,18.04,0.24,176,234,20,33.3125,0,1,0,0.04,0.04,451,18.04,0.106422,0,0,19,33,20,20,12,7,26,0,0,6.052966,0,0,0,20,0.553694,451,20,0,20,2,26.833333,2,2,2,2,2,50,50,0,50,23.3125,0,0,0,0,25
geom-30a-3-ext.xml.minion.converted.minion.gz,1,324,0.071285,0.662513,0.333333,324,0.2,0.186207,0.18,0.166667,324,0.066667,324,5.4,0.166667,324,324,3,35,0,1,0,0.066667,0.066667,81,5.4,0.037417,0,0,5,10,3,3,5,2,6,0,0,2.138535,0,0,0,3,4,81,3,0,3,2,35,2,2,2,2,2,30,30,0,30,32,0,0,0,0,33
geom-30a-4-ext.xml.minion.converted.minion.gz,1,263,0.071285,0.662513,0.333333,263,0.2,0.186207,0.18,0.166667,263,0.066667,263,5.4,0.166667,263,263,4,27,0,1,0,0.066667,0.066667,81,5.4,0.116619,0,0,5,10,4,4,5,2,6,0,0,2.138535,0,0,0,4,3.246914,81,4,0,4,2,27,2,2,2,2,2,30,30,0,30,26,0,0,0,0,27
geom-30a-5-ext.xml.minion.converted.minion.gz,1,184,0.071285,0.662513,0.333333,184,0.2,0.186207,0.18,0.166667,184,0.066667,184,5.4,0.166667,184,184,5,23,0,1,0,0.066667,0.066667,81,5.4,0.148324,0,0,5,10,5,5,5,2,6,0,0,2.138535,0,0,0,5,2.271605,81,5,0,5,2,23,2,2,2,2,2,30,30,0,30,17,0,0,0,0,21
geom-30a-6-ext.xml.minion.converted.minion.gz,1,169,0.071285,0.662513,0.333333,169,0.2,0.186207,0.18,0.166667,169,0.066667,169,5.4,0.166667,169,169,6,20,0,1,0,0.066667,0.066667,81,5.4,0.153623,0,0,5,10,6,6,5,2,6,0,0,2.138535,0,0,0,6,2.08642,81,6,0,6,2,19,2,2,2,2,2,30,30,0,30,14,0,0,0,0,18
geom-40-2-ext.xml.minion.converted.minion.gz,1,513,0.034821,0.569167,0.15,513,0.125,0.1,0.0975,0.1,513,0,513,3.9,0.125,513,513,2,53,0.1,1,0,0.05,0.05,78,3.9,0.06,0,0,4,6,2,2,5,0,5,0,0,1.392839,0,0,0,2,6.576923,78,2,0,2,2,53,2,2,2,2,2,40,40,0,40,47,0,0,4,0,53
geom-40-3-ext.xml.minion.converted.minion.gz,1,324,0.034821,0.569167,0.15,324,0.125,0.1,0.0975,0.1,324,0,324,3.9,0.125,324,324,3,35,0,1,0,0.05,0.05,78,3.9,0.037417,0,0,4,6,3,3,5,0,5,0,0,1.392839,0,0,0,3,4.153846,78,3,0,3,2,35,2,2,2,2,2,40,40,0,40,32,0,0,0,0,33
geom-40-4-ext.xml.minion.converted.minion.gz,1,263,0.034821,0.569167,0.15,263,0.125,0.1,0.0975,0.1,263,0,263,3.9,0.125,263,263,4,27,0,1,0,0.05,0.05,78,3.9,0.116619,0,0,4,6,4,4,5,0,5,0,0,1.392839,0,0,0,4,3.371795,78,4,0,4,2,27,2,2,2,2,2,40,40,0,40,26,0,0,0,0,27
geom-40-5-ext.xml.minion.converted.minion.gz,1,184,0.034821,0.569167,0.15,184,0.125,0.1,0.0975,0.1,184,0,184,3.9,0.125,184,184,5,23,0,1,0,0.05,0.05,78,3.9,0.148324,0,0,4,6,5,5,5,0,5,0,0,1.392839,0,0,0,5,2.358974,78,5,0,5,2,23,2,2,2,2,2,40,40,0,40,17,0,0,0,0,21
geom-40-6-ext.xml.minion.converted.minion.gz,1,169,0.034821,0.569167,0.15,169,0.125,0.1,0.0975,0.1,169,0,169,3.9,0.125,169,169,6,20,0,1,0,0.05,0.05,78,3.9,0.153623,0,0,4,6,6,6,5,0,5,0,0,1.392839,0,0,0,6,2.166667,78,6,0,6,2,19,2,2,2,2,2,40,40,0,40,14,0,0,0,0,18
hanoi-3_ext.xml.minion.converted.minion.gz,1,900,0.078567,0,0.333333,884,0.166667,0.333333,0.277778,0.333333,884.8,0.166667,880,1.666667,0.166667,880,880,2,97.5,0,1,0,0.333333,0.333333,5,1.666667,0.096759,0,0,2,2,27,27,1,1,1,0,0,0.471405,2,0,0,18.666667,176.96,5,27,0,2,2,94.5,2,2,2,2,2,6,6,0,6,88,0,0,0,0,91.5
hanoi-4_ext.xml.minion.converted.minion.gz,1,968,0.024995,0,0.142857,961,0.071429,0.142857,0.132653,0.142857,962,0.071429,961,1.857143,0.071429,961,961,2,100,0,1,0,0.142857,0.142857,13,1.857143,0.035018,0,0,2,2,81,81,1,1,1,0,0,0.349927,6,0,0,69.714286,74,13,81,0,81,2,98,2,2,2,2,2,14,14,0,14,96,0,0,0,0,97
hanoi-5_ext.xml.minion.converted.minion.gz,1,986,0.008315,0,0.066667,984,0.033333,0.066667,0.064444,0.066667,984.137931,0.033333,984,1.933333,0.033333,984,984,2,?,0,1,0,0.066667,0.066667,29,1.933333,?,0,0,2,2,243,243,1,1,1,0,0,0.249444,14,0,0,226.933333,33.935791,29,243,0,243,2,?,2,2,2,2,2,30,30,0,30,?,0,0,0,0,?
hanoi-6_ext.xml.minion.converted.minion.gz,1,998,0.00285,0,0.032258,995,0.016129,0.032258,0.031738,0.032258,995.032787,0.016129,995,1.967742,0.016129,994,995,2,?,0,1,0,0.032258,0.032258,61,1.967742,?,0,0,2,2,729,729,1,1,1,0,0,0.176685,30,0,0,705.548387,16.312013,61,729,0,729,2,?,2,2,2,2,2,62,62,0,62,?,0,0,0,0,?
hanoi-7_ext.xml.minion.converted.minion.gz,1,1000,0.000992,0,0.015873,997,0.007937,0.015873,0.015747,0.015873,997.016,0.007937,997,1.984127,0.007937,996,997,2,?,0,1,0,0.015873,0.015873,125,1.984127,?,0,0,2,2,2187,2187,1,1,1,0,0,0.124984,62,0,0,2152.31746,7.976128,125,2187,0,2187,2,?,2,2,2,2,2,126,126,0,126,?,0,0,0,0,?
hole-06_ext.xml.minion.converted.minion.gz,1,260,0,0.454545,0.261905,260,0.261905,0.268293,0.261905,0.261905,247.052632,0.261905,260,7,0.261905,14,260,2,45.428571,0,1,0,0.052632,0.052632,133,11,0.9875,0,0,11,11,2,2,11,11,11,0,0,0,0,0,0,2,1.857539,133,2,0,2,2,45.428571,2.210526,2,2,2,6,42,42,0,42,0.285714,0,0,0,0,45.428571
hole-07_ext.xml.minion.converted.minion.gz,1,260,0,0.461538,0.232143,260,0.232143,0.236364,0.232143,0.232143,249.960784,0.232143,260,8,0.232143,4,260,2,46.375,0,1,0,0.039216,0.039216,204,13,1,0,0,13,13,2,2,13,13,13,0,0,0,0,0,0,2,1.225298,204,2,0,2,2,46.375,2.196078,2,2,2,7,56,56,0,56,0,0,0,0,0,46.375
hole-08_ext.xml.minion.converted.minion.gz,1,260,0,0.466667,0.208333,260,0.208333,0.211268,0.208333,0.208333,252.212121,0.208333,260,9,0.208333,3,260,2,47.111111,0,1,0,0.030303,0.030303,297,15,1,0,0,15,15,2,2,15,15,15,0,0,0,0,0,0,2,0.849199,297,2,0,2,2,47.111111,2.181818,2,2,2,8,72,72,0,72,0,0,0,0,0,47.111111
hole-09_ext.xml.minion.converted.minion.gz,1,260,0,0.470588,0.188889,260,0.188889,0.191011,0.188889,0.188889,253.759036,0.188889,260,10,0.188889,1,260,2,47.7,0,1,0,0.024096,0.024096,415,17,1,0,0,17,17,2,2,17,17,17,0,0,0,0,0,0,2,0.611468,415,2,0,2,2,47.7,2.168675,2,2,2,9,90,90,0,90,0,0,0,0,0,47.7
hole-10_ext.xml.minion.converted.minion.gz,1,260,0,0.473684,0.172727,260,0.172727,0.174312,0.172727,0.172727,254.921569,0.172727,260,11,0.172727,1,260,2,48.181818,0,1,0,0.019608,0.019608,561,19,1,0,0,19,19,2,2,19,19,19,0,0,0,0,0,0,2,0.454406,561,2,0,2,2,48.181818,2.156863,2,2,2,10,110,110,0,110,0,0,0,0,0,48.181818
jnh01_ext.xml.minion.converted.minion.gz,1,260,0.037266,0.888071,0.96,71,0.94,0.887071,0.8782,0.88,58.096471,0.78,32,43.92,0.79,0,13,2,6.960784,0.04,1,0,0.051671,0.051671,850,87.82,0.329941,0,0,88,96,2,2,79,78,94,0,0,3.726607,0,0,0.02808,2,0.068349,850,2,0,2,6,4.634146,5.167059,5,4,2,14,100,100,0,100,2.904762,0,0,4,0,3.688889
jnh02_ext.xml.minion.converted.minion.gz,1,510,0.058,0.866534,0.96,114,0.88,0.860606,0.852,0.86,65.375736,0.68,34,41.9,0.71,0,13,2,9.846154,0.39,1,0,0.049352,0.049352,849,85.2,0.327479,0,0,86,96,2,2,71,68,88,0,0,5.8,0,0,0.023274,2,0.077003,849,2,0,2,6,5.137931,4.935218,5,3,2,10,100,100,0,100,3.268293,0,0,39,0,4.046512
jnh03_ext.xml.minion.converted.minion.gz,1,510,0.052587,0.873993,0.96,114,0.89,0.869495,0.8608,0.87,68.599057,0.68,38,41.64,0.74,0,14,2,9.189189,0.04,1,0,0.049104,0.049104,848,86.08,0.330681,0,0,87,96,2,2,74,68,89,0,0,5.258669,0,0,0.023407,2,0.080895,848,2,0,2,6,5.285714,4.910377,5,3,2,11,100,100,0,100,3.325,0,0,4,0,4.322581
jnh04_ext.xml.minion.converted.minion.gz,1,260,0.054148,0.863249,0.95,114,0.88,0.858384,0.8498,0.86,64.205882,0.67,38,41.6,0.72,0,14,2,8.130435,0.7,1,0,0.048941,0.048941,850,84.98,0.311904,0,0,86,95,2,2,72,67,88,0,0,5.414758,0,0,0.022149,2,0.075536,850,2,0,2,6,5.133333,4.894118,5,3,2,11,100,100,0,100,3.162791,0,0,70,0,4.1875
jnh05_ext.xml.minion.converted.minion.gz,1,513,0.053126,0.867362,0.99,114,0.92,0.862828,0.8542,0.86,68.777515,0.72,38,41.54,0.73,0,13,2,8.25,0.73,1,0,0.04916,0.04916,845,85.42,0.321728,0,0,86,99,2,2,73,72,92,0,0,5.312589,0,0,0.023209,2,0.081394,845,2,0,2,6,5.297297,4.915976,5,3,2,11,100,100,0,100,3.388889,0,0,73,0,4.2
jnh06_ext.xml.minion.converted.minion.gz,1,260,0.054314,0.871497,0.95,114,0.87,0.866667,0.858,0.865,65.863529,0.7,52,41.55,0.73,0,14,2,8.529412,0.01,1,0,0.048882,0.048882,850,85.8,0.329978,0,0,86.5,95,2,2,73,70,87,0,0,5.43139,0,0,0.022487,2,0.077487,850,2,0,2,6,5.285714,4.888235,5,3,2,11,100,100,0,100,3.2,0,0,1,0,4.285714
jnh07_ext.xml.minion.converted.minion.gz,1,510,0.052494,0.863382,0.98,114,0.88,0.859192,0.8506,0.86,65.338443,0.71,37,41.56,0.72,0,13,2,8.75,0.48,1,0,0.049009,0.049009,848,85.06,0.320462,0,0,86,98,2,2,72,71,88,0,0,5.249419,0,0,0.022301,2,0.07705,848,2,0,2,6,5.114286,4.900943,5,3,2,10,100,100,0,100,3.333333,0,0,48,0,4.044444
jnh08_ext.xml.minion.converted.minion.gz,1,497,0.052096,0.87498,0.96,114,0.93,0.870707,0.862,0.865,69.546525,0.69,38,41.45,0.75,0,14,2,8.972973,0.35,1,0,0.048822,0.048822,849,86.2,0.330997,0,0,86.5,96,2,2,75,69,93,0,0,5.209607,0,0,0.02281,2,0.081916,849,2,0,2,6,5.4,4.882214,5,3,2,11,100,100,0,100,3.236842,0,0,35,0,4.42
jnh09_ext.xml.minion.converted.minion.gz,1,513,0.05091,0.862041,0.98,114,0.88,0.858182,0.8496,0.85,63.636042,0.7,38,41.54,0.73,0,14,2,7.914894,0.73,1,0,0.048928,0.048928,849,84.96,0.305119,0,0,85,98,2,2,73,70,88,0,0,5.091012,0,0,0.021871,2,0.074954,849,2,0,2,6,5.113636,4.892815,5,3,2,10,100,100,0,100,3.27027,0,0,73,0,4.191489
jnh10_ext.xml.minion.converted.minion.gz,1,510,0.051928,0.871799,0.99,114,0.87,0.867475,0.8588,0.87,68.625738,0.7,38,41.58,0.74,0,14,2,8.305556,0.5,1,0,0.049091,0.049091,847,85.88,0.312848,0,0,87,99,2,2,74,70,87,0,0,5.192841,0,0,0.022974,2,0.081022,847,2,0,2,6,5.183673,4.909091,5,3,2,11,100,100,0,100,3.428571,0,0,50,0,4.319149
jnh11_ext.xml.minion.converted.minion.gz,1,513,0.053653,0.867678,0.95,114,0.89,0.86303,0.8544,0.86,66.342756,0.7,52,41.3,0.72,0,14,2,7.723404,0.53,1,0,0.048645,0.048645,849,85.44,0.323988,0,0,86,95,2,2,72,70,89,0,0,5.365296,0,0,0.02194,2,0.078142,849,2,0,2,6,5.285714,4.864547,4,3,2,11,100,100,0,100,3.372093,0,0,53,0,4.307692
jnh12_ext.xml.minion.converted.minion.gz,1,510,0.051732,0.865456,0.98,114,0.91,0.861414,0.8528,0.86,66.208726,0.72,37,41.67,0.72,0,13,2,9.043478,0.8,1,0,0.049139,0.049139,848,85.28,0.325888,0,0,86,98,2,2,72,72,91,0,0,5.173162,0,0,0.022608,2,0.078076,848,2,0,2,6,5.333333,4.913915,5,3,2,11,100,100,0,100,3.25641,0,0,80,0,4.125
jnh13_ext.xml.minion.converted.minion.gz,1,497,0.055254,0.872802,0.95,114,0.93,0.867677,0.859,0.86,69.272085,0.69,38,41.3,0.74,0,14,2,8.553191,0.45,1,0,0.048645,0.048645,849,85.9,0.330421,0,0,86,95,2,2,74,69,93,0,0,5.525396,0,0,0.02244,2,0.081593,849,2,0,2,6,5.431818,4.864547,5,3,2,11,100,100,0,100,3.486486,0,0,45,0,4.444444
jnh14_ext.xml.minion.converted.minion.gz,1,513,0.051301,0.862944,0.98,114,0.88,0.85899,0.8504,0.85,64.617197,0.71,38,41.61,0.71,0,13,2,8.340426,0.61,1,0,0.049011,0.049011,849,85.04,0.299482,0,0,85,98,2,2,71,71,88,0,0,5.130146,0,0,0.022265,2,0.07611,849,2,0,2,6,5.133333,4.90106,5,3,2,11,100,100,0,100,3.288462,0,0,61,0,4.159091
