@RELATION 'featureValues_ASP_Potassco-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Frac_Body-Body_Equivalences NUMERIC
@ATTRIBUTE Frac_Other_Equivalences NUMERIC
@ATTRIBUTE Tight NUMERIC
@ATTRIBUTE Frac_Atom-Atom_Equivalences NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-1 NUMERIC
@ATTRIBUTE Frac_Ternary_Rules NUMERIC
@ATTRIBUTE Literals_in_Conflict_Nogoods-2 NUMERIC
@ATTRIBUTE Other_Constraints NUMERIC

@DATA
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/123-labyrinth-17-0.asp.gz,1,0.0581,0.5762,0,0.3657,11315,0.6926,12593,41672
FolioSuite/ASP-Comp-2011-Lparse/17-Labyrinth/131-labyrinth-17-0.asp.gz,1,0.0579,0.5763,0,0.3657,302,0.6928,961,41627
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/39-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/60-multi_context_system_querying-0-0.asp.gz,1,0.0839,0.6513,1,0.2648,83,0.1887,139,5858
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/32-multi_context_system_querying-0-0.asp.gz,1,0.0749,0.6672,1,0.2579,?,0.1835,?,2282
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/64-multi_context_system_querying-0-0.asp.gz,1,?,?,?,?,?,?,?,?
FolioSuite/ASP-Comp-2011-Lparse/19-MultiContextSystemQuerying/00-multi_context_system_querying-0-0.asp.gz,1,0.0857,0.6575,1,0.2568,?,0.2006,?,2602
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/2-numberlink-0-0.asp.gz,1,0.2224,0.575,0,0.2026,416,0.8985,779,202
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/87-numberlink-0-0.asp.gz,1,0.2326,0.5777,0,0.1897,1370,0.9428,2407,1321
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/9-numberlink-0-0.asp.gz,1,0.2299,0.5771,0,0.193,543,0.9315,1044,483
FolioSuite/ASP-Comp-2011-Lparse/20-Numberlink/94-numberlink-0-0.asp.gz,1,0.2325,0.5778,0,0.1898,998,0.9419,1738,894
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/56-hanoi_tower-120-0.asp.gz,1,0.0144,0.9671,1,0.0184,417,0.9023,1292,76
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/09-hanoi_tower-28-0.asp.gz,1,0.0149,0.9648,1,0.0203,526,0.9005,1027,55
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/51-hanoi_tower-120-0.asp.gz,1,0.0148,0.9653,1,0.02,633,0.9007,1462,58
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/10-hanoi_tower-29-0.asp.gz,1,0.0149,0.9651,1,0.02,316,0.9007,873,57
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/57-hanoi_tower-120-0.asp.gz,1,0.0143,0.9676,1,0.0181,344,0.9026,655,82
FolioSuite/ASP-Comp-2011-Lparse/22-HanoiTower/59-hanoi_tower-120-0.asp.gz,1,0.0143,0.9678,1,0.0179,613,0.9029,1766,86
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/53-graph_colouring-150-0.asp.gz,1,0.0805,0.5805,1,0.339,866,0.714,1830,150
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/9-graph_colouring-125-0.asp.gz,1,0.0881,0.5882,1,0.3237,1421,0.714,2391,125
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/58-graph_colouring-150-0.asp.gz,1,0.0807,0.5807,1,0.3386,1279,0.714,2471,150
FolioSuite/ASP-Comp-2011-Lparse/25-GraphColouring/59-graph_colouring-150-0.asp.gz,1,0.0811,0.5811,1,0.3378,998,0.714,2347,150
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/15-solitaire-50-0.asp.gz,1,0.0717,0.8518,1,0.0765,3961,0.9625,4313,2974
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/3-solitaire-19-0.asp.gz,1,0.094,0.8042,1,0.1017,4277,0.9623,4474,1963
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/16-solitaire-50-0.asp.gz,1,0.0717,0.852,1,0.0763,3961,0.9625,4313,3085
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/25-solitaire-50-0.asp.gz,1,0.049,0.8986,1,0.0524,3251,0.9625,3590,2971
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/1-solitaire-20-0.asp.gz,1,0.0944,0.8035,1,0.1022,6327,0.9619,6428,2022
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/17-solitaire-50-0.asp.gz,1,0.0716,0.8522,1,0.0762,3961,0.9626,4313,3196
FolioSuite/ASP-Comp-2011-Lparse/26-Solitaire/4-solitaire-100-0.asp.gz,1,0.0931,0.8113,1,0.0956,2170,0.9632,2432,10939
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/14-maze_generation-0-0.asp.gz,1,0.0115,0.6696,0,0.3189,70,0.1874,140,508
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/41-maze_generation-0-0.asp.gz,1,0.004,0.6261,0,0.3699,?,0.0447,?,62
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/22-maze_generation-0-0.asp.gz,1,0.0075,0.6392,0,0.3533,56,0.0916,?,146
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/10-maze_generation-0-0.asp.gz,1,0.0163,0.6986,0,0.2851,93,0.4056,211,3572
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/31-maze_generation-0-0.asp.gz,1,0.0046,0.6232,0,0.3722,?,0.0478,?,59
FolioSuite/ASP-Comp-2011-Lparse/33-MazeGeneration/37-maze_generation-0-0.asp.gz,1,0.0162,0.6788,0,0.3049,82,0.309,182,3885
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727052928_0.gph.lp.gz,1,0.0175,0.9253,1,0.0572,555,0.0181,980,291
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138097_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828,459,0.0166,1412,241
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167469_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828,562,0.016,1691,241
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727044175_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,350,0.0171,1114,301
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727047830_0.gph.lp.gz,1,0.0175,0.9252,1,0.0573,651,0.0166,1750,291
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727042043_0.gph.lp.gz,1,0.0174,0.9254,1,0.0572,32,0.0161,64,305
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700138821_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828,490,0.016,?,244
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700167407_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828,481,0.016,1657,243
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727068712_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,556,0.0186,1546,293
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040917_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,560,0.0166,1230,303
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727038210_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,608,0.0171,1213,301
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727050284_0.gph.lp.gz,1,0.0175,0.9253,1,0.0572,457,0.0176,1258,293
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700139777_0.gph.lp.gz,1,0.0203,0.8968,1,0.0828,545,0.016,1057,243
FolioSuite/BoundedSpanningTree/104_rand_45_250_1727040059_0.gph.lp.gz,1,0.0174,0.9256,1,0.057,364,0.0161,1003,305
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137086_0.gph.lp.gz,1,0.0203,0.8969,1,0.0828,493,0.016,1968,245
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700163981_0.gph.lp.gz,1,0.0204,0.8964,1,0.0831,566,0.016,1467,238
FolioSuite/BoundedSpanningTree/122_rand_35_250_1700137959_0.gph.lp.gz,1,0.0204,0.8967,1,0.0829,463,0.016,1873,242
FolioSuite/CarSequencing/benchmark1_9classes.dlv.dat.lp.lp.gz,1,0.0596,0.8121,1,0.1282,2308,0,5057,372
FolioSuite/CarSequencing/benchmark3_15classes.dlv.dat.lp.lp.gz,1,0.0595,0.8106,1,0.1299,824,0,1345,546
FolioSuite/CarSequencing/benchmark2_13classes.dlv.dat.lp.lp.gz,1,0.0603,0.8221,1,0.1175,737,0.0007,1229,613
FolioSuite/CarSequencing/benchmark3_14classes.dlv.dat.lp.lp.gz,1,0.06,0.8131,1,0.1269,824,0,1345,546
FolioSuite/CarSequencing/benchmark3_13classes.dlv.dat.lp.lp.gz,1,0.06,0.815,1,0.125,746,0.0008,1422,529
FolioSuite/CarSequencing/001.benchmark2_12classes.dlv.dat.lp.lp.gz,1,0.0603,0.8241,1,0.1155,569,0.0007,875,597
FolioSuite/CarSequencing/benchmark1_17classes.dlv.dat.lp.lp.gz,1,0.0602,0.8119,1,0.1279,819,0,1565,636
FolioSuite/CarSequencing/benchmark3_6classes.dlv.dat.lp.lp.gz,1,0.06,0.8133,1,0.1267,?,0,?,279
FolioSuite/CarSequencing/001.benchmark2_10classes.dlv.dat.lp.lp.gz,1,0.0603,0.825,1,0.1147,1500,0.0008,2223,522
FolioSuite/CarSequencing/benchmark3_9classes.dlv.dat.lp.lp.gz,1,0.0599,0.8165,1,0.1236,?,0,?,400
FolioSuite/CarSequencing/001.benchmark2_8classes.dlv.dat.lp.lp.gz,1,0.0673,0.8012,1,0.1315,?,0,?,354
FolioSuite/CarSequencing/benchmark1_5classes.dlv.dat.lp.lp.gz,1,0.0598,0.8007,1,0.1395,?,0,?,197
FolioSuite/CarSequencing/001.benchmark2_16classes.dlv.dat.lp.lp.gz,1,0.0604,0.8184,1,0.1213,777,0,1473,683
FolioSuite/CarSequencing/benchmark2_14classes.dlv.dat.lp.lp.gz,1,0.0603,0.8197,1,0.12,473,0,958,623
FolioSuite/CarSequencing/benchmark1_14classes.dlv.dat.lp.lp.gz,1,0.0599,0.8088,1,0.1314,716,0,1490,504
FolioSuite/CarSequencing/001.benchmark2_11classes.dlv.dat.lp.lp.gz,1,0.0604,0.826,1,0.1135,1674,0.0007,2383,580
FolioSuite/CarSequencing/benchmark2_9classes.dlv.dat.lp.lp.gz,1,0.0602,0.8202,1,0.1195,1701,0,?,432
FolioSuite/CarSequencing/benchmark1_8classes.dlv.dat.lp.lp.gz,1,0.0599,0.8151,1,0.125,?,0,?,354
FolioSuite/CarSequencing/benchmark2_18classes..dlv.dat.lp.lp.gz,1,0.0603,0.8148,1,0.1249,655,0,1233,708
FolioSuite/EqTest/qeq.12.lp.gz,1,0.4595,0.5024,1,0.0382,6904,0.691,8175,578
FolioSuite/EqTest/qeq.13.lp.gz,1,0.4625,0.502,1,0.0355,4159,0.6918,14194,678
FolioSuite/EqTest/qeq.06.lp.gz,1,0.422,0.5087,1,0.0694,460,0.6777,820,146
FolioSuite/EqTest/qeq.09.lp.gz,1,0.4466,0.5041,1,0.0493,5215,0.6871,8406,326
FolioSuite/EqTest/qeq.10.lp.gz,1,0.4517,0.5034,1,0.0449,2341,0.6887,6154,402
FolioSuite/Factoring/fact.grnd.sat.15.lp.gz,1,0.0238,0.9328,1,0.0433,1117,0.7132,?,13
FolioSuite/Factoring/fact.grnd.unsat.15.lp.gz,1,0.0241,0.9328,1,0.0432,1297,0.7132,2172,13
FolioSuite/Factoring/fact.grnd.sat.20.lp.gz,1,0.0228,0.9335,1,0.0438,1630,0.7274,4668,12
FolioSuite/Factoring/fact.grnd.unsat.20.lp.gz,1,0.0227,0.9336,1,0.0437,1780,0.7274,4652,13
FolioSuite/Fastfood/a4.7.10.sm.gz,1,0.0907,0.5206,1,0.3887,?,0.2818,?,78
FolioSuite/Fastfood/a2.9.22.sm.gz,1,0.0868,0.5306,1,0.3826,?,0.2831,?,122
FolioSuite/Fastfood/a8.7.0.sm.gz,1,0.0637,0.5838,1,0.3525,?,0.2829,?,135
FolioSuite/Fastfood/a3.3.3.sm.gz,1,0.0935,0.5199,1,0.3866,?,0.2893,?,290
FolioSuite/Fastfood/a5.10.10.sm.gz,1,0.0812,0.542,1,0.3768,?,0.2823,?,139
FolioSuite/Fastfood/a7.3.5.sm.gz,1,0.0985,0.505,1,0.3965,?,0.2878,?,300
FolioSuite/Fastfood/a9.8.61.sm.gz,1,0.0884,0.5264,1,0.3852,?,0.2869,?,75
FolioSuite/HamiltonClumpy/08/clumpy-08x08_03.sm.gz,1,0,0.7479,0,0.2521,?,0.215,?,219
FolioSuite/HamiltonClumpy/08/clumpy-08x08_10.sm.gz,1,0,0.7502,0,0.2498,?,0.2061,?,224
FolioSuite/HamiltonClumpy/08/clumpy-08x08_09.sm.gz,1,0,0.7381,0,0.2619,165,0.2161,?,237
FolioSuite/HamiltonClumpy/08/clumpy-08x08_01.sm.gz,1,0,0.7506,0,0.2494,?,0.2122,?,209
FolioSuite/HamiltonClumpy/08/clumpy-08x08_05.sm.gz,1,0,0.7436,0,0.2564,204,0.2041,388,234
FolioSuite/HamiltonClumpy/18/clumpy-18x18_08.sm.gz,1,0,0.7314,0,0.2686,185,0.2253,477,1136
FolioSuite/HamiltonClumpy/18/clumpy-18x18_01.sm.gz,1,0,0.7286,0,0.2714,312,0.2251,852,1157
FolioSuite/HamiltonClumpy/18/clumpy-18x18_02.sm.gz,1,0,0.7311,0,0.2689,257,0.2235,548,1130
FolioSuite/HamiltonClumpy/18/clumpy-18x18_07.sm.gz,1,0,0.731,0,0.269,259,0.2211,647,1156
FolioSuite/HamiltonClumpy/18/clumpy-18x18_10.sm.gz,1,0,0.7321,0,0.2679,178,0.2211,488,1147
FolioSuite/HamiltonClumpy/20/clumpy-20x20_09.sm.gz,1,0,0.7373,0,0.2627,138,0.2254,500,1324
FolioSuite/HamiltonClumpy/20/clumpy-20x20_04.sm.gz,1,0,0.728,0,0.272,531,0.2229,879,1420
FolioSuite/HamiltonClumpy/20/clumpy-20x20_05.sm.gz,1,0,0.7253,0,0.2747,322,0.2285,723,1423
FolioSuite/HamiltonClumpy/21/clumpy-21x21_08.sm.gz,1,0,0.7276,0,0.2724,272,0.2256,690,1565
FolioSuite/HamiltonClumpy/21/clumpy-21x21_03.sm.gz,1,0,0.7221,0,0.2779,432,0.23,712,1554
FolioSuite/HamiltonClumpy/21/clumpy-21x21_06.sm.gz,1,0,0.7221,0,0.2779,418,0.2281,757,1585
FolioSuite/HamiltonClumpy/21/clumpy-21x21_07.sm.gz,1,0,0.7342,0,0.2658,293,0.2247,622,1492
FolioSuite/HamiltonClumpy/21/clumpy-21x21_01.sm.gz,1,0,0.7279,0,0.2721,332,0.2268,585,1549
FolioSuite/HamiltonClumpy/21/clumpy-21x21_02.sm.gz,1,0,0.7293,0,0.2707,237,0.2234,595,1553
FolioSuite/HamiltonClumpy/22/clumpy-22x22_06.sm.gz,1,0,0.7213,0,0.2787,247,0.2276,636,1745
FolioSuite/HamiltonClumpy/22/clumpy-22x22_02.sm.gz,1,0,0.7265,0,0.2735,412,0.2243,757,1729
FolioSuite/HamiltonClumpy/22/clumpy-22x22_10.sm.gz,1,0,0.7274,0,0.2726,351,0.2249,706,1720
FolioSuite/HamiltonClumpy/22/clumpy-22x22_07.sm.gz,1,0,0.728,0,0.272,300,0.2255,690,1687
FolioSuite/HamiltonClumpy/22/clumpy-22x22_04.sm.gz,1,0,0.7345,0,0.2655,102,0.226,441,1628
FolioSuite/HamiltonClumpy/22/clumpy-22x22_05.sm.gz,1,0,0.7342,0,0.2658,211,0.2294,513,1629
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_3.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2026,?,300
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_12.gph.lp.gz,1,0,0.7159,0,0.2841,4292,0.2041,?,450
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_5.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2028,?,300
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_8.gph.lp.gz,1,0,0.7159,0,0.2841,4152,0.204,8785,450
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_9.gph.lp.gz,1,0,0.7159,0,0.2841,8522,0.2036,?,450
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_12.gph.lp.gz,1,0,0.7143,0,0.2857,3347,0.2057,10372,600
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_6.gph.lp.gz,1,0,0.7143,0,0.2857,4300,0.2063,9314,600
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_4.gph.lp.gz,1,0,0.7143,0,0.2857,6762,0.206,?,600
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_7.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2032,?,300
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_1.gph.lp.gz,1,0,0.7159,0,0.2841,5358,0.2034,9260,300
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_4.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.203,?,300
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_4.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2037,?,450
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_7.gph.lp.gz,1,0,0.7143,0,0.2857,11001,0.206,13449,600
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_9.gph.lp.gz,1,0,0.7143,0,0.2857,7822,0.2053,?,600
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_0.gph.lp.gz,1,0,0.7159,0,0.2841,8491,0.2034,?,450
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_12.gph.lp.gz,1,0,0.7159,0,0.2841,?,0.2033,?,300
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_6.gph.lp.gz,1,0,0.7159,0,0.2841,6396,0.2038,?,450
FolioSuite/HamiltonianCycle/rand_100_800_1155012316_9.gph.lp.gz,1,0,0.7159,0,0.2841,4038,0.2026,9710,300
FolioSuite/HamiltonianCycle/rand_150_1200_1154711577_3.gph.lp.gz,1,0,0.7159,0,0.2841,3365,0.2038,?,450
FolioSuite/HamiltonianCycle/rand_200_1800_1154991214_18.gph.lp.gz,1,0,0.7143,0,0.2857,6386,0.2058,11587,600
FolioSuite/HamiltonianPath/gryzzles.39.lp.gz,1,0.1761,0.5892,0,0.2347,142,0.7104,269,41
FolioSuite/HamiltonianPath/hampath.ngrnd.2.lp.gz,1,0.1842,0.5943,0,0.2215,1629,0.8436,2943,81
FolioSuite/HamiltonianPath/gryzzles.3.lp.gz,1,0.1763,0.5894,0,0.2343,204,0.7093,440,28
FolioSuite/HamiltonianPath/gryzzles.1.lp.gz,1,0.1758,0.5898,0,0.2344,145,0.7118,283,37
FolioSuite/HamiltonianPath/gryzzles.19.lp.gz,1,0.177,0.5895,0,0.2335,211,0.7166,396,46
FolioSuite/HamiltonianPath/gryzzles.49.lp.gz,1,0.1778,0.5912,0,0.231,300,0.7409,556,72
FolioSuite/HamiltonianPath/gryzzles.25.lp.gz,1,0.1759,0.5895,0,0.2346,185,0.7095,359,41
FolioSuite/HamiltonianPath/gryzzles.29.lp.gz,1,0.1738,0.5888,0,0.2374,164,0.6823,273,9
FolioSuite/HamiltonianPath/gryzzles.26.lp.gz,1,0.1762,0.5897,0,0.2341,181,0.7139,375,45
FolioSuite/HamiltonianPath/gryzzles.2.lp.gz,1,0.1734,0.5887,0,0.2379,125,0.6811,247,13
FolioSuite/HamiltonianPath/gryzzles.8.lp.gz,1,0.1743,0.5889,0,0.2368,140,0.6921,288,23
FolioSuite/HamiltonianPath/gryzzles.21.lp.gz,1,0.1762,0.5896,0,0.2341,161,0.7112,336,37
FolioSuite/HamiltonianPath/gryzzles.9.lp.gz,1,0.1743,0.5894,0,0.2363,146,0.6933,264,18
FolioSuite/HamiltonianPath/gryzzles.47.lp.gz,1,0.1789,0.5911,0,0.23,284,0.7449,531,102
FolioSuite/HamiltonianPath/gryzzles.17.lp.gz,1,0.1738,0.5882,0,0.238,171,0.6869,343,28
FolioSuite/HamiltonianPath/gryzzles.11.lp.gz,1,0.1747,0.5889,0,0.2364,167,0.6963,445,23
FolioSuite/HamiltonianPath/gryzzles.34.lp.gz,1,0.176,0.5898,0,0.2341,248,0.7137,452,47
FolioSuite/HamiltonianPath/hampath.ngrnd.6.lp.gz,1,0.1851,0.5941,0,0.2208,1853,0.8451,2989,81
FolioSuite/HamiltonianPath/gryzzles.12.lp.gz,1,0.1723,0.5881,0,0.2395,177,0.6703,333,13
FolioSuite/HamiltonianPath/gryzzles.36.lp.gz,1,0.1781,0.59,0,0.2319,367,0.7298,658,66
FolioSuite/HamiltonianPath/gryzzles.15.lp.gz,1,0.1771,0.5899,0,0.2329,189,0.7212,357,54
FolioSuite/HamiltonianPath/hampath.ngrnd.1.lp.gz,1,?,?,?,?,?,?,?,?
FolioSuite/HamiltonianPath/gryzzles.32.lp.gz,1,0.1757,0.5899,0,0.2344,202,0.7124,377,41
FolioSuite/HamiltonianPath/gryzzles.30.lp.gz,1,0.1758,0.5898,0,0.2344,246,0.7119,470,44
FolioSuite/HamiltonianPath/gryzzles.5.lp.gz,1,0.1777,0.59,0,0.2323,171,0.7277,370,58
FolioSuite/HamiltonianPath/gryzzles.18.lp.gz,1,0.1769,0.5895,0,0.2336,185,0.7141,367,36
FolioSuite/HamiltonianPath/gryzzles.28.lp.gz,1,0.1767,0.5895,0,0.2338,234,0.7175,386,52
FolioSuite/HamiltonianPath/gryzzles.4.lp.gz,1,0.1747,0.5891,0,0.2362,228,0.693,363,17
FolioSuite/HamiltonianPath/gryzzles.33.lp.gz,1,0.1745,0.589,0,0.2364,179,0.6974,302,31
FolioSuite/LTL-BMC/dp_10.formula1-i-O2-b12.sm.gz,1,0.0311,0.9082,0,0.0607,836,0.713,995,822
FolioSuite/LTL-BMC/dp_8.formula1-i-O2-b10.sm.gz,1,0.0375,0.8968,0,0.0658,749,0.6657,986,531
FolioSuite/LTL-BMC/dp_10.formula1-s-O2-b9.sm.gz,1,0.0396,0.8911,0,0.0694,481,0.5262,885,579
FolioSuite/RicochetRobots/robo38.lp.gz,1,0.0009,0.9859,0,0.0131,32717,0.2611,32832,159677
FolioSuite/RicochetRobots/rr08-13.sm.gz,1,0.0007,0.9914,0,0.0079,17360,0.2756,28044,197800
FolioSuite/RicochetRobots/rr16-12.sm.gz,1,0.0007,0.9908,0,0.0085,1173,0.2746,2057,182079
FolioSuite/RicochetRobots/rr10-07.sm.gz,1,0.0007,0.9856,0,0.0137,5211,0.2644,28436,103474
FolioSuite/RicochetRobots/rr05-05.sm.gz,1,0.0007,0.9808,0,0.0185,1199,0.2542,8019,72032
FolioSuite/RicochetRobots/rr08-09.sm.gz,1,0.0007,0.9884,0,0.0109,8485,0.2699,14782,134916
FolioSuite/RicochetRobots/rr01-05.sm.gz,1,0.0007,0.9808,0,0.0185,13827,0.2542,13947,72032
FolioSuite/RicochetRobots/rr13-09.sm.gz,1,0.0007,0.9884,0,0.0109,18979,0.2699,19907,134916
FolioSuite/RicochetRobots/rr01-07.sm.gz,1,0.0007,0.9856,0,0.0137,20006,0.2644,20312,103474
FolioSuite/RicochetRobots/rr06-08.sm.gz,1,0.0007,0.9871,0,0.0121,2256,0.2675,7376,119195
FolioSuite/RicochetRobots/rr13-08.sm.gz,1,0.0007,0.9871,0,0.0121,15663,0.2675,21928,119195
FolioSuite/RicochetRobots/rr02-10.sm.gz,1,0.0007,0.9893,0,0.0099,27547,0.2718,28256,150637
FolioSuite/RicochetRobots/rr05-11.sm.gz,1,0.0007,0.9901,0,0.0091,3569,0.2733,6178,166358
FolioSuite/RicochetRobots/rr04-07.sm.gz,1,0.0007,0.9856,0,0.0137,14964,0.2644,21573,103474
FolioSuite/RicochetRobots/rr02-08.sm.gz,1,0.0007,0.9871,0,0.0121,23840,0.2675,24174,119195
FolioSuite/RicochetRobots/rr01-09.sm.gz,1,0.0007,0.9884,0,0.0109,29088,0.2699,32926,134916
FolioSuite/RicochetRobots/rr05-06.sm.gz,1,0.0007,0.9836,0,0.0157,5354,0.2602,10382,87753
FolioSuite/RicochetRobots/rr11-06.sm.gz,1,0.0007,0.9836,0,0.0157,15442,0.2602,20554,87753
FolioSuite/RicochetRobots/robo27.lp.gz,1,0.0009,0.9859,0,0.0131,32689,0.2611,32969,159691
FolioSuite/RicochetRobots/robo33.lp.gz,1,0.0009,0.9859,0,0.0132,19985,0.2611,21775,159691
FolioSuite/RicochetRobots/rr10-11.sm.gz,1,0.0007,0.9901,0,0.0091,5319,0.2733,6053,166358
FolioSuite/RicochetRobots/robo39.lp.gz,1,0.0009,0.9859,0,0.0131,15282,0.2611,16155,159678
FolioSuite/RicochetRobots/rr07-03.sm.gz,1,0.0007,0.9704,0,0.0289,834,0.2277,?,40590
FolioSuite/RicochetRobots/rr02-05.sm.gz,1,0.0007,0.9808,0,0.0185,14650,0.2542,22996,72032
FolioSuite/RicochetRobots/robo28.lp.gz,1,0.0009,0.9859,0,0.0131,33713,0.2611,34069,159676
FolioSuite/RicochetRobots/rr08-08.sm.gz,1,0.0007,0.9871,0,0.0121,14964,0.2675,34249,119195
FolioSuite/RicochetRobots/rr03-07.sm.gz,1,0.0007,0.9856,0,0.0137,5381,0.2644,5524,103474
FolioSuite/RicochetRobots/rr08-12.sm.gz,1,0.0007,0.9908,0,0.0085,13909,0.2746,16590,182079
FolioSuite/RicochetRobots/rr09-02.sm.gz,1,0.0006,0.9586,0,0.0407,?,0.1885,?,24869
FolioSuite/RicochetRobots/rr10-09.sm.gz,1,0.0007,0.9884,0,0.0109,5265,0.2699,5999,134916
FolioSuite/RicochetRobots/rr05-08.sm.gz,1,0.0007,0.9871,0,0.0121,3491,0.2675,31504,119195
FolioSuite/RicochetRobots/rr08-11.sm.gz,1,0.0007,0.9901,0,0.0091,9139,0.2733,17470,166358
FolioSuite/RicochetRobots/rr12-07.sm.gz,1,0.0007,0.9856,0,0.0137,1313,0.2644,3845,103474
FolioSuite/RicochetRobots/robo2.lp.gz,1,0.0009,0.9859,0,0.0132,32696,0.2611,32741,159692
FolioSuite/RicochetRobots/robo3.lp.gz,1,0.0009,0.986,0,0.0131,13048,0.2611,13884,159676
FolioSuite/RicochetRobots/rr05-10.sm.gz,1,0.0007,0.9893,0,0.0099,3039,0.2718,6610,150637
FolioSuite/RicochetRobots/rr11-09.sm.gz,1,0.0007,0.9884,0,0.0109,37373,0.2699,56128,134916
FolioSuite/RicochetRobots/rr16-06.sm.gz,1,0.0007,0.9836,0,0.0157,11542,0.2602,14384,87753
FolioSuite/RicochetRobots/rr02-06.sm.gz,1,0.0007,0.9836,0,0.0157,17001,0.2602,17251,87753
FolioSuite/RicochetRobots/robo25.lp.gz,1,0.0009,0.9859,0,0.0132,13073,0.2611,13903,159691
FolioSuite/RicochetRobots/rr11-07.sm.gz,1,0.0007,0.9856,0,0.0137,25646,0.2644,28816,103474
