@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE OCCEN_OCCN NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_SET NUMERIC
@ATTRIBUTE TOTAL_SET NUMERIC
@ATTRIBUTE FORALL_SET NUMERIC
@ATTRIBUTE FORALL_NEG_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE CLAUSES NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC

@DATA
qshifter_8,1,0.003906,1,1,1,0.5,0.184659,0.5,0.45,0.5,1,0.1,0.369318,0.05,0.5,0.5,0.5,0.203125,0.101563,0.203125,1,4.5,1,2,1,4.5,9,264,1386.338462,1310720,131072,131072,256
rankfunc10_unsigned_64,1,0.670207,0.534431,1,1,0.5,0.48824,0.461913,0.05922,0.535689,0.874148,0.889013,1.051537,0.407204,0.538087,0.538087,0.533576,0.994399,0.535073,1.002806,2.361126,0.158612,1,2,1,0.158612,0.317224,256,5.859043,15130,3019,5649,2000
rankfunc11_signed_32,1,0.678722,0.586207,1,1,0.5,0.493222,0.471576,0.059214,0.526635,0.904552,0.887225,1.041948,0.415729,0.528424,0.528424,0.525058,0.98397,0.519953,0.990278,2.404121,0.16148,1,2,1,0.16148,0.32296,192,6.261247,12970,2788,4756,1653
rankfunc12_unsigned_16,1,0.686772,0.59418,1,1,0.5,0.493821,0.475985,0.049661,0.52276,0.91707,0.904797,1.034744,0.42871,0.524015,0.524015,0.521629,0.98595,0.516652,0.990459,2.456614,0.13545,1,2,1,0.13545,0.270899,64,6.318919,5155,1123,1890,676
rankfunc14_signed_64,1,0.668424,0.583476,1,1,0.5,0.485514,0.469716,0.046249,0.528816,0.895796,0.912321,1.030413,0.426268,0.530284,0.530284,0.527483,0.98583,0.52277,0.991065,2.462981,0.125521,1,2,1,0.125521,0.251042,256,6.176288,22141,4760,8158,2966
rankfunc15_unsigned_32,1,0.664824,0.584239,1,1,0.5,0.499575,0.475097,0.059105,0.523339,0.915858,0.886763,1.048071,0.418936,0.524903,0.524903,0.521959,0.989372,0.519324,0.994952,2.415667,0.161919,1,2,1,0.161919,0.323838,448,6.365049,29236,6235,10672,3672
rankfunc16_signed_64,1,0.667694,0.586201,1,1,0.5,0.489286,0.470279,0.054905,0.527994,0.899491,0.895708,1.03661,0.418638,0.529721,0.529721,0.526457,0.983292,0.52087,0.989388,2.420965,0.149321,1,2,1,0.149321,0.298642,896,6.154285,65276,14070,24002,8567
rankfunc17_unsigned_16,1,0.672745,0.559446,1,1,0.5,0.491381,0.467708,0.069352,0.529886,0.894611,0.868606,1.045238,0.402835,0.532292,0.532292,0.527813,0.977754,0.52045,0.986051,2.318989,0.186725,1,2,1,0.186725,0.37345,192,6.011166,11074,2301,4113,1420
rankfunc18_signed_64,1,0.661723,0.595681,1,1,0.5,0.497242,0.469231,0.075736,0.528248,0.90075,0.856045,1.054032,0.398156,0.530769,0.530769,0.526108,0.979438,0.519855,0.988115,2.327323,0.207727,1,2,1,0.207727,0.415453,1152,6.155935,60843,13214,22183,7467
rankfunc19_unsigned_16,1,0.653274,0.563161,1,1,0.5,0.49948,0.478084,0.054963,0.520641,0.924903,0.894202,1.041976,0.425531,0.521916,0.521916,0.519507,0.987332,0.515304,0.99191,2.39914,0.148148,1,2,1,0.148148,0.296296,224,6.495163,16302,3406,6048,2050
rankfunc1_signed_32,1,0.677108,0.595823,1,1,0.5,0.498727,0.475246,0.062082,0.523115,0.916884,0.880997,1.045801,0.416238,0.524754,0.524754,0.52168,0.984257,0.516493,0.990056,2.38673,0.169178,1,2,1,0.169178,0.338356,320,6.349053,20618,4508,7566,2585
rankfunc20_unsigned_32,1,0.664399,0.523538,1,1,0.5,0.505398,0.475073,0.06184,0.523284,0.916281,0.881497,1.060165,0.416316,0.524927,0.524927,0.521844,0.998044,0.523901,1.003941,2.334866,0.164766,1,2,1,0.164766,0.329533,256,6.174369,14489,2847,5438,1843
rankfunc21_signed_16,1,0.657292,0.614723,1,1,0.5,0.496405,0.473717,0.057162,0.524689,0.911031,0.890762,1.044379,0.41956,0.526283,0.526283,0.523278,0.987992,0.519963,0.993666,2.438297,0.157369,1,2,1,0.157369,0.314738,256,6.495146,17914,4000,6507,2216
rankfunc22_unsigned_32,1,0.673239,0.596145,1,1,0.5,0.493771,0.469425,0.062126,0.528549,0.898342,0.882064,1.047344,0.411099,0.530575,0.530575,0.526776,0.986515,0.52342,0.993629,2.398316,0.170137,1,2,1,0.170137,0.340275,192,6.392982,12362,2691,4514,1518
rankfunc23_signed_64,1,0.671271,0.582396,1,1,0.5,0.496748,0.471739,0.057882,0.526524,0.904801,0.889746,1.049152,0.417129,0.528261,0.528261,0.524989,0.992063,0.524068,0.998245,2.40786,0.157619,1,2,1,0.157619,0.315237,384,6.421738,25431,5439,9339,3149
rankfunc24_unsigned_64,1,0.676773,0.565879,1,1,0.5,0.499873,0.475285,0.058864,0.52317,0.916422,0.887192,1.048325,0.41933,0.524715,0.524715,0.521806,0.989825,0.519376,0.995344,2.366084,0.157862,1,2,1,0.157862,0.315725,384,6.627051,26094,5506,9730,3150
rankfunc25_signed_64,1,0.671215,0.563284,1,1,0.5,0.490236,0.474345,0.046453,0.524405,0.911053,0.911227,1.030786,0.430276,0.525655,0.525655,0.523272,0.985493,0.51803,0.989982,2.435863,0.124741,1,2,1,0.124741,0.249482,256,6.213176,22044,4624,8209,2962
rankfunc26_unsigned_32,1,0.678388,0.590895,1,1,0.5,0.495172,0.474716,0.049582,0.523965,0.912863,0.905157,1.040201,0.427642,0.525284,0.525284,0.522777,0.991373,0.520752,0.996128,2.433909,0.133961,1,2,1,0.133961,0.267923,320,6.666667,25816,5646,9555,3184
rankfunc27_signed_64,1,0.676072,0.54587,1,1,0.5,0.505688,0.480724,0.060367,0.518038,0.934428,0.883225,1.049227,0.422685,0.519276,0.519276,0.516949,0.988429,0.513267,0.992879,2.35104,0.161412,1,2,1,0.161412,0.322825,256,6.628128,16963,3463,6344,2062
rankfunc28_unsigned_16,1,0.654839,0.635842,1,1,0.5,0.49407,0.471235,0.066056,0.52673,0.904891,0.874171,1.04395,0.408979,0.528765,0.528765,0.524965,0.9792,0.517767,0.986289,2.411111,0.183513,1,2,1,0.183513,0.367025,128,6.085258,7751,1774,2790,998
rankfunc29_signed_16,1,0.664663,0.570513,1,1,0.5,0.48831,0.475983,0.038237,0.523063,0.915046,0.926773,1.023846,0.439582,0.524017,0.524017,0.522181,0.986672,0.517033,0.990143,2.477163,0.102564,1,2,1,0.102564,0.205128,64,6.142,6695,1424,2496,936
rankfunc2_unsigned_64,1,0.684142,0.518465,1,1,0.5,0.49737,0.476324,0.05645,0.52226,0.919374,0.891652,1.041089,0.422547,0.523676,0.523676,0.521003,0.985241,0.515947,0.990296,2.330485,0.148298,1,2,1,0.148298,0.296597,256,6.363424,18140,3580,6905,2314
rankfunc30_signed_64,1,0.650677,0.600768,1,1,0.5,0.491652,0.470505,0.047795,0.528015,0.898701,0.909251,1.041668,0.425529,0.529495,0.529495,0.526676,0.995002,0.526849,1.000328,2.49967,0.1321,1,2,1,0.1321,0.264201,896,6.115232,66952,14553,24224,8945
rankfunc31_unsigned_16,1,0.64549,0.554602,1,1,0.5,0.490272,0.474684,0.0441,0.524148,0.91174,0.915692,1.030305,0.432817,0.525316,0.525316,0.523084,0.987292,0.518641,0.991507,2.45444,0.118711,1,2,1,0.118711,0.237422,128,6.309438,11610,2392,4313,1546
rankfunc32_signed_64,1,0.641287,0.567552,1,1,0.5,0.503932,0.483241,0.037941,0.516099,0.93991,0.926398,1.041394,0.446571,0.516759,0.516759,0.515488,1.003253,0.51844,1.005728,2.498683,0.102588,1,2,1,0.102588,0.205175,512,6.774919,47231,9914,17468,5979
rankfunc33_unsigned_32,1,0.699527,0.591488,1,1,0.5,0.493472,0.479629,0.034494,0.519643,0.926912,0.933532,1.027302,0.44654,0.520371,0.520371,0.518965,0.993371,0.516921,0.996061,2.513459,0.093125,1,2,1,0.093125,0.18625,128,6.75233,14843,3252,5498,1911
rankfunc34_signed_32,1,0.675914,0.550567,1,1,0.5,0.499341,0.477235,0.042248,0.521761,0.919971,0.918885,1.044123,0.436911,0.522765,0.522765,0.520841,1.002114,0.52387,1.005815,2.448424,0.112989,1,2,1,0.112989,0.225977,128,6.559082,10604,2183,3965,1353
rankfunc35_unsigned_32,1,0.644235,0.56723,1,1,0.5,0.509896,0.486536,0.050676,0.512746,0.952744,0.901044,1.046469,0.437225,0.513464,0.513464,0.5121,0.994906,0.510849,0.997557,2.415082,0.136188,1,2,1,0.136188,0.272377,256,7.065004,20207,4265,7519,2390
rankfunc36_signed_64,1,0.673553,0.539076,1,1,0.5,0.482825,0.478542,0.056802,0.520165,0.926708,0.890559,1.006232,0.424178,0.521458,0.521458,0.51902,0.951639,0.496239,0.956109,2.347885,0.150458,1,2,1,0.150458,0.300916,128,6.589181,13591,2766,5131,1739
rankfunc37_unsigned_32,1,0.642236,0.481988,1,1,0.5,0.460231,0.447979,0.148906,0.54292,0.863833,0.722463,1.006893,0.314565,0.552021,0.552021,0.536529,0.874371,0.482671,0.899619,1.874534,0.397516,1,2,1,0.397516,0.795031,64,5.144615,2149,388,805,261
rankfunc38_signed_32,1,0.642066,0.487085,1,1,0.5,0.459951,0.448525,0.149103,0.542455,0.865236,0.721888,1.005258,0.314772,0.551475,0.551475,0.536125,0.872574,0.481203,0.897557,1.875769,0.398524,1,2,1,0.398524,0.797048,64,5.174312,2173,396,813,263
rankfunc39_unsigned_64,1,0.6636,0.576501,1,1,0.5,0.492686,0.469832,0.064201,0.528099,0.900076,0.878014,1.044044,0.409505,0.530168,0.530168,0.526295,0.98132,0.520265,0.988543,2.368636,0.17447,1,2,1,0.17447,0.34894,640,6.15269,39875,8459,14673,5084
rankfunc3_signed_64,1,0.672715,0.598442,1,1,0.5,0.492469,0.477508,0.038318,0.521596,0.920241,0.92642,1.029399,0.440914,0.522492,0.522492,0.520768,0.991812,0.518214,0.995095,2.519473,0.104554,1,2,1,0.104554,0.209108,896,6.628976,93533,20514,34279,12087
rankfunc40_unsigned_64,1,0.697229,0.538031,1,1,0.5,0.494409,0.472318,0.056785,0.526016,0.906438,0.891743,1.043092,0.418677,0.527682,0.527682,0.524538,0.987331,0.520997,0.993249,2.356279,0.150943,1,2,1,0.150943,0.301887,256,6.436727,18033,3650,6784,2249
rankfunc41_signed_32,1,0.667122,0.587573,1,1,0.5,0.489568,0.469947,0.052272,0.528395,0.897854,0.900795,1.03809,0.420817,0.530053,0.530053,0.526911,0.987297,0.52332,0.993184,2.433026,0.142028,1,2,1,0.142028,0.284056,320,6.20407,23875,5163,8787,3120
rankfunc42_unsigned_16,1,0.673366,0.579375,1,1,0.5,0.490295,0.469972,0.057421,0.528199,0.899049,0.890956,1.039198,0.416,0.530028,0.530028,0.526579,0.983339,0.521197,0.989779,2.40337,0.155907,1,2,1,0.155907,0.311815,192,6.186167,13375,2854,4926,1731
rankfunc43_signed_64,1,0.662411,0.566767,1,1,0.5,0.484427,0.468031,0.048245,0.530348,0.890773,0.90878,1.031461,0.422871,0.531969,0.531969,0.528884,0.985097,0.524041,0.990843,2.454738,0.131076,1,2,1,0.131076,0.262152,512,5.755095,39797,8302,14648,5670
rankfunc44_unsigned_32,1,0.659535,0.607545,1,1,0.5,0.48277,0.465288,0.064112,0.532334,0.885863,0.879093,1.032298,0.405627,0.534712,0.534712,0.530261,0.971053,0.519234,0.979203,2.402346,0.176674,1,2,1,0.176674,0.353347,192,5.5836,11979,2641,4347,1686
rankfunc45_signed_16,1,0.680519,0.597403,1,1,0.5,0.496045,0.479755,0.036923,0.519469,0.927711,0.928823,1.032285,0.444327,0.520245,0.520245,0.51875,0.995779,0.518049,0.998648,2.501818,0.09974,1,2,1,0.09974,0.199481,96,7.010925,10400,2300,3850,1277
rankfunc46_unsigned_32,1,0.668097,0.570618,1,1,0.5,0.49743,0.472343,0.064151,0.525761,0.908003,0.877599,1.0489,0.411741,0.527657,0.527657,0.524108,0.985552,0.520033,0.992224,2.348103,0.172805,1,2,1,0.172805,0.345611,320,6.233935,19454,4121,7222,2450
rankfunc47_signed_64,1,0.654486,0.56569,1,1,0.5,0.493199,0.478591,0.035425,0.520623,0.923476,0.931861,1.028831,0.444683,0.521409,0.521409,0.519892,0.994015,0.518288,0.996915,2.497257,0.095212,1,2,1,0.095212,0.190423,256,6.814173,28906,6084,10755,3667
rankfunc48_unsigned_16,1,0.665425,0.562842,1,1,0.5,0.499851,0.475839,0.059491,0.522633,0.918331,0.885877,1.047101,0.419223,0.524161,0.524161,0.521286,0.987971,0.517856,0.993419,2.354198,0.158967,1,2,1,0.158967,0.317933,160,6.535859,10758,2266,4026,1318
rankfunc49_signed_32,1,0.672535,0.56385,1,1,0.5,0.503874,0.477355,0.066946,0.52102,0.924509,0.871163,1.051974,0.413441,0.522645,0.522645,0.519613,0.984889,0.514747,0.990636,2.332394,0.180282,1,2,1,0.180282,0.360563,192,6.440955,11472,2402,4260,1400
rankfunc4_unsigned_16,1,0.649485,0.518409,1,1,0.5,0.445796,0.457883,0.121938,0.536268,0.880246,0.770727,0.961323,0.346217,0.542117,0.542117,0.531845,0.854883,0.463446,0.871393,2.045655,0.329897,1,2,1,0.329897,0.659794,32,5.400722,1837,352,679,245
rankfunc50_signed_64,1,0.632429,0.590286,1,1,0.5,0.491591,0.476032,0.036036,0.523072,0.914825,0.930997,1.030745,0.441723,0.523968,0.523968,0.522241,0.995471,0.521595,0.998764,2.491543,0.096759,1,2,1,0.096759,0.193518,256,6.924993,28416,6247,10583,3517
rankfunc51_signed_32,1,0.690528,0.546819,1,1,0.5,0.496234,0.476793,0.051864,0.521937,0.920124,0.900415,1.03801,0.427337,0.523207,0.523207,0.5208,0.986795,0.516298,0.991356,2.399132,0.138829,1,2,1,0.138829,0.277657,192,6.41376,14808,3025,5532,1901
rankfunc52_unsigned_32,1,0.692221,0.590695,1,1,0.5,0.494611,0.472995,0.053456,0.52548,0.907968,0.898008,1.04234,0.422426,0.527005,0.527005,0.524118,0.989802,0.52163,0.995254,2.416839,0.14466,1,2,1,0.14466,0.28932,192,6.567939,14367,3136,5309,1773
rankfunc53_signed_16,1,0.655684,0.601856,1,1,0.5,0.485157,0.464348,0.06492,0.533177,0.883158,0.877746,1.039272,0.404057,0.535652,0.535652,0.531023,0.976983,0.523323,0.9855,2.388399,0.17819,1,2,1,0.17819,0.356381,96,5.881549,5915,1297,2155,782
rankfunc54_signed_32,1,0.697522,0.513956,1,1,0.5,0.491332,0.471744,0.05539,0.526599,0.904306,0.89452,1.037878,0.419484,0.528256,0.528256,0.525126,0.983833,0.519716,0.989698,2.341071,0.145827,1,2,1,0.145827,0.291655,256,6.211119,18487,3609,7022,2406
rankfunc55_unsigned_32,1,0.699646,0.557203,1,1,0.5,0.495315,0.471847,0.061911,0.526295,0.905969,0.882,1.045619,0.413422,0.528153,0.528153,0.524667,0.984747,0.520098,0.99129,2.33516,0.165002,1,2,1,0.165002,0.330003,128,6.330749,8270,1729,3103,1033
rankfunc56_signed_16,1,0.677311,0.577311,1,1,0.5,0.498248,0.470697,0.07938,0.526777,0.906028,0.8487,1.05288,0.395969,0.529303,0.529303,0.524651,0.974506,0.515809,0.983147,2.279832,0.215126,1,2,1,0.215126,0.430252,64,6.004274,3225,687,1190,404
rankfunc57_unsigned_64,1,0.701502,0.569757,1,1,0.5,0.497848,0.473578,0.059362,0.524755,0.911004,0.886558,1.04756,0.417353,0.526422,0.526422,0.523285,0.988844,0.520549,0.994771,2.361781,0.159089,1,2,1,0.159089,0.318177,384,6.553541,25875,5501,9655,3146
rankfunc58_signed_32,1,0.671581,0.597862,1,1,0.5,0.499007,0.472581,0.069045,0.525386,0.909735,0.868143,1.051395,0.407323,0.527419,0.527419,0.523633,0.983014,0.51846,0.990122,2.355879,0.188721,1,2,1,0.188721,0.377442,256,6.307026,14831,3244,5426,1822
rankfunc59_unsigned_16,1,0.681523,0.597698,1,1,0.5,0.49763,0.471684,0.069369,0.526205,0.906986,0.867714,1.050308,0.406243,0.528316,0.528316,0.524388,0.981823,0.518713,0.989179,2.345336,0.188902,1,2,1,0.188902,0.377804,160,6.244052,9226,2025,3388,1143
rankfunc5_signed_64,1,0.669295,0.563609,1,1,0.5,0.499296,0.477603,0.057788,0.521023,0.923787,0.888829,1.042422,0.422404,0.522397,0.522397,0.519808,0.985008,0.514565,0.989913,2.376346,0.155269,1,2,1,0.155269,0.310538,256,6.379737,17720,3717,6595,2251
rankfunc60_unsigned_32,1,0.671354,0.53531,1,1,0.5,0.498611,0.465398,0.080338,0.53158,0.890207,0.848145,1.064451,0.39062,0.534602,0.534602,0.529043,0.985294,0.52674,0.995648,2.248548,0.215225,1,2,1,0.215225,0.430449,192,5.825617,8763,1751,3271,1104
rankfunc61_signed_32,1,0.678022,0.602195,1,1,0.5,0.497645,0.47671,0.046366,0.522158,0.918906,0.911029,1.041442,0.432504,0.52329,0.52329,0.52113,0.995514,0.520942,0.999639,2.461186,0.125778,1,2,1,0.125778,0.251556,192,6.969529,16564,3677,6106,1974
rankfunc6_unsigned_16,1,0.669888,0.549339,1,1,0.5,0.510098,0.488052,0.048846,0.511334,0.957789,0.904371,1.043857,0.440374,0.511948,0.511948,0.51078,0.994118,0.508936,0.996389,2.405392,0.130214,1,2,1,0.130214,0.260427,64,7.030303,5241,1080,1966,629
rankfunc7_signed_16,1,0.668095,0.59822,1,1,0.5,0.501945,0.476295,0.061679,0.522147,0.920194,0.881564,1.050416,0.41754,0.523705,0.523705,0.520781,0.988851,0.517866,0.994404,2.398484,0.168754,1,2,1,0.168754,0.337508,128,6.599291,8301,1815,3034,1000
rankfunc8_unsigned_32,1,0.659929,0.624645,1,1,0.5,0.495487,0.469855,0.065645,0.528027,0.900463,0.875244,1.049821,0.408167,0.530145,0.530145,0.526188,0.985327,0.522367,0.992738,2.40266,0.18156,1,2,1,0.18156,0.363121,256,6.36061,15599,3523,5640,1907
rankfunc9_signed_64,1,0.638468,0.59801,1,1,0.5,0.472558,0.470978,0.061416,0.527123,0.903104,0.883119,0.999325,0.413126,0.529022,0.529022,0.525457,0.941732,0.498197,0.948121,2.385547,0.167027,1,2,1,0.167027,0.334055,128,5.976433,12570,2764,4622,1739
ring_r4_ser--opt-11_-shuffled,1,0.169698,0.863116,1.256966,1.256966,0.556927,0.101352,0.427081,0.363364,0.473143,1.136391,0.223713,0.192371,0.075185,0.582074,0.582074,0.468079,0.184349,0.107305,0.229245,1.43934,3.654228,2,3,1,2.907182,6.56141,9,128.643432,42668,4603,5333,182
ring_r6_ser---16_-shuffled,1,0.023831,0.981155,1.191636,1.191636,0.54372,0.044539,0.393033,0.420585,0.473067,1.136057,0.101607,0.084525,0.030663,0.60804,0.60804,0.468152,0.07958,0.048388,0.103359,1.061594,6.80109,2,3,1,5.707355,12.508445,13,1582.628422,1110382,80284,81826,377
ring_r6_ser--opt-17_-shuffled,1,0.025177,0.980029,1.191636,1.191636,0.54372,0.044719,0.393267,0.420393,0.473115,1.135826,0.102115,0.084874,0.030842,0.60787,0.60787,0.468203,0.07993,0.048587,0.103774,1.06529,6.785086,2,3,1,5.693925,12.479011,13,1493.773678,1110890,80381,82019,400
ring_r7_ser---19_-shuffled,1,0.008157,0.993504,1.04227,1.04227,0.510349,0.038527,0.382667,0.455947,0.502334,1.006172,0.085291,0.077415,0.026318,0.61765,0.61765,0.498462,0.06977,0.043093,0.086453,1.021348,7.05138,2,3,1,6.765407,13.816787,14,4773.401152,4833552,323636,325752,514
robots_1_5_2_100.2,1,0.07419,0.84294,7.285714,7.285714,0.87931,0.438391,0.469071,0.015847,0.502105,1.09615,0.966783,0.880489,0.407482,0.530929,0.530929,0.477065,0.873239,0.463628,0.971834,3.553125,0.472222,1,2,1,0.064815,0.537037,10,17.089397,35339,7283,8640,1914
robots_1_5_2_100.4,1,0.07952,0.914571,7.285714,7.285714,0.87931,0.456237,0.489783,0.016505,0.481627,1.188441,0.963879,0.880133,0.422801,0.510217,0.510217,0.456946,0.867814,0.442774,0.968984,3.682235,0.512949,1,2,1,0.070405,0.583354,20,17.265543,67857,14549,15908,3776
robots_1_5_2_100.8,1,0.082545,0.955229,7.285714,7.285714,0.87931,0.465772,0.500905,0.016856,0.470687,1.240915,0.962228,0.879955,0.430948,0.499095,0.499095,0.446246,0.864927,0.431681,0.96736,3.755518,0.536066,1,2,1,0.073578,0.609644,40,17.355438,132893,29081,30444,7500
robots_1_5_2_10.2,1,0.07419,0.84294,7.285714,7.285714,0.87931,0.438391,0.469071,0.015847,0.502105,1.09615,0.966783,0.880489,0.407482,0.530929,0.530929,0.477065,0.873239,0.463628,0.971834,3.553125,0.472222,1,2,1,0.064815,0.537037,10,17.089397,35339,7283,8640,1914
robots_1_5_2_14.2,1,0.07419,0.84294,7.285714,7.285714,0.87931,0.438391,0.469071,0.015847,0.502105,1.09615,0.966783,0.880489,0.407482,0.530929,0.530929,0.477065,0.873239,0.463628,0.971834,3.553125,0.472222,1,2,1,0.064815,0.537037,10,17.089397,35339,7283,8640,1914
robots_1_5_2_21.4,1,0.07952,0.914571,7.285714,7.285714,0.87931,0.456237,0.489783,0.016505,0.481627,1.188441,0.963879,0.880133,0.422801,0.510217,0.510217,0.456946,0.867814,0.442774,0.968984,3.682235,0.512949,1,2,1,0.070405,0.583354,20,17.265543,67857,14549,15908,3776
robots_1_5_2_2.4,1,0.07952,0.914571,7.285714,7.285714,0.87931,0.456237,0.489783,0.016505,0.481627,1.188441,0.963879,0.880133,0.422801,0.510217,0.510217,0.456946,0.867814,0.442774,0.968984,3.682235,0.512949,1,2,1,0.070405,0.583354,20,17.265543,67857,14549,15908,3776
robots_1_5_2_28.2,1,0.07419,0.84294,7.285714,7.285714,0.87931,0.438391,0.469071,0.015847,0.502105,1.09615,0.966783,0.880489,0.407482,0.530929,0.530929,0.477065,0.873239,0.463628,0.971834,3.553125,0.472222,1,2,1,0.064815,0.537037,10,17.089397,35339,7283,8640,1914
robots_1_5_2_31.2,1,0.07419,0.84294,7.285714,7.285714,0.87931,0.438391,0.469071,0.015847,0.502105,1.09615,0.966783,0.880489,0.407482,0.530929,0.530929,0.477065,0.873239,0.463628,0.971834,3.553125,0.472222,1,2,1,0.064815,0.537037,10,17.089397,35339,7283,8640,1914
robots_1_5_2_32.8,1,0.082545,0.955229,7.285714,7.285714,0.87931,0.465772,0.500905,0.016856,0.470687,1.240915,0.962228,0.879955,0.430948,0.499095,0.499095,0.446246,0.864927,0.431681,0.96736,3.755518,0.536066,1,2,1,0.073578,0.609644,40,17.355438,132893,29081,30444,7500
robots_1_5_2_33.2,1,0.07419,0.84294,7.285714,7.285714,0.87931,0.438391,0.469071,0.015847,0.502105,1.09615,0.966783,0.880489,0.407482,0.530929,0.530929,0.477065,0.873239,0.463628,0.971834,3.553125,0.472222,1,2,1,0.064815,0.537037,10,17.089397,35339,7283,8640,1914
robots_1_5_2_3.4,1,0.07952,0.914571,7.285714,7.285714,0.87931,0.456237,0.489783,0.016505,0.481627,1.188441,0.963879,0.880133,0.422801,0.510217,0.510217,0.456946,0.867814,0.442774,0.968984,3.682235,0.512949,1,2,1,0.070405,0.583354,20,17.265543,67857,14549,15908,3776
robots_1_5_2_39.4,1,0.07952,0.914571,7.285714,7.285714,0.87931,0.456237,0.489783,0.016505,0.481627,1.188441,0.963879,0.880133,0.422801,0.510217,0.510217,0.456946,0.867814,0.442774,0.968984,3.682235,0.512949,1,2,1,0.070405,0.583354,20,17.265543,67857,14549,15908,3776
robots_1_5_2_40.8,1,0.082545,0.955229,7.285714,7.285714,0.87931,0.465772,0.500905,0.016856,0.470687,1.240915,0.962228,0.879955,0.430948,0.499095,0.499095,0.446246,0.864927,0.431681,0.96736,3.755518,0.536066,1,2,1,0.073578,0.609644,40,17.355438,132893,29081,30444,7500
robots_1_5_2_45.4,1,0.07952,0.914571,7.285714,7.285714,0.87931,0.456237,0.489783,0.016505,0.481627,1.188441,0.963879,0.880133,0.422801,0.510217,0.510217,0.456946,0.867814,0.442774,0.968984,3.682235,0.512949,1,2,1,0.070405,0.583354,20,17.265543,67857,14549,15908,3776
robots_1_5_2_47.2,1,0.07419,0.84294,7.285714,7.285714,0.87931,0.438391,0.469071,0.015847,0.502105,1.09615,0.966783,0.880489,0.407482,0.530929,0.530929,0.477065,0.873239,0.463628,0.971834,3.553125,0.472222,1,2,1,0.064815,0.537037,10,17.089397,35339,7283,8640,1914
robots_1_5_2_49.2,1,0.07419,0.84294,7.285714,7.285714,0.87931,0.438391,0.469071,0.015847,0.502105,1.09615,0.966783,0.880489,0.407482,0.530929,0.530929,0.477065,0.873239,0.463628,0.971834,3.553125,0.472222,1,2,1,0.064815,0.537037,10,17.089397,35339,7283,8640,1914
robots_1_5_2_54.8,1,0.082545,0.955229,7.285714,7.285714,0.87931,0.465772,0.500905,0.016856,0.470687,1.240915,0.962228,0.879955,0.430948,0.499095,0.499095,0.446246,0.864927,0.431681,0.96736,3.755518,0.536066,1,2,1,0.073578,0.609644,40,17.355438,132893,29081,30444,7500
robots_1_5_2_61.8,1,0.082545,0.955229,7.285714,7.285714,0.87931,0.465772,0.500905,0.016856,0.470687,1.240915,0.962228,0.879955,0.430948,0.499095,0.499095,0.446246,0.864927,0.431681,0.96736,3.755518,0.536066,1,2,1,0.073578,0.609644,40,17.355438,132893,29081,30444,7500
robots_1_5_2_67.8,1,0.082545,0.955229,7.285714,7.285714,0.87931,0.465772,0.500905,0.016856,0.470687,1.240915,0.962228,0.879955,0.430948,0.499095,0.499095,0.446246,0.864927,0.431681,0.96736,3.755518,0.536066,1,2,1,0.073578,0.609644,40,17.355438,132893,29081,30444,7500
robots_1_5_2_75.8,1,0.082545,0.955229,7.285714,7.285714,0.87931,0.465772,0.500905,0.016856,0.470687,1.240915,0.962228,0.879955,0.430948,0.499095,0.499095,0.446246,0.864927,0.431681,0.96736,3.755518,0.536066,1,2,1,0.073578,0.609644,40,17.355438,132893,29081,30444,7500
