@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE gr_ent_deg_cg NUMERIC
@ATTRIBUTE dy_props NUMERIC
@ATTRIBUTE gr_ent_diam_vg NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE gr_ent_clust_cg NUMERIC
@ATTRIBUTE gr_max_clust_cg NUMERIC
@ATTRIBUTE v_cv_deg_vars NUMERIC

@DATA
normalized-rand-2-40-19-443-230-28_ext.xml.mzn_AND_NODATA,1,0.024324,0.975068,0.05,0.95,4.247928,0.172426,0.172426,6.127721,1.041476,-1,20839162,4.616218,0.286397,-1,-1,0.278684
normalized-rand-2-40-19-443-230-29_ext.xml.mzn_AND_NODATA,1,0.024387,0.975003,0.05,0.95,4.247928,0.172779,0.172779,6.011395,1.041584,-1,21242244,4.957137,0.286397,-1,-1,0.262833
normalized-rand-2-40-19-443-230-10_ext.xml.mzn_AND_NODATA,1,0.024205,0.975158,0.05,0.95,4.247928,0.172096,0.172096,6.135153,1.041376,-1,21101608,4.617025,0.286397,-1,-1,0.275491
normalized-rand-2-40-19-443-230-19_ext.xml.mzn_AND_NODATA,1,0.02381,0.975689,0.05,0.95,4.247928,0.168527,0.168527,6.206384,1.040294,-1,21198550,4.505607,0.286397,-1,-1,0.288419
normalized-rand-2-40-19-443-230-20_ext.xml.mzn_AND_NODATA,1,0.024622,0.97473,0.05,0.95,4.247928,0.174432,0.174432,6.252273,1.042089,-1,21123667,4.000381,0.286397,-1,-1,0.295734
normalized-haystacks-44.xml.mzn_AND_NODATA,1,1,0,1,0,7.912806,1.516644,1.516644,1.204934,6.205556,-1,94906,1.084558,1.091924,-1,-1,3.141389
normalized-rand-2-40-19-443-230-21_ext.xml.mzn_AND_NODATA,1,0.02381,0.975688,0.05,0.95,4.247928,0.168531,0.168531,6.032418,1.040295,-1,21018829,4.518784,0.286397,-1,-1,0.264828
normalized-rand-2-40-19-443-230-42_ext.xml.mzn_AND_NODATA,1,0.023734,0.975797,0.05,0.95,4.247928,0.167764,0.167764,6.177572,1.040065,-1,21168073,4.641887,0.286397,-1,-1,0.28754
normalized-rand-2-40-19-443-230-18_ext.xml.mzn_AND_NODATA,1,0.023792,0.975707,0.05,0.95,4.247928,0.168431,0.168431,6.230791,1.040265,-1,21416643,4.48018,0.286397,-1,-1,0.294346
normalized-rand-2-40-19-443-230-12_ext.xml.mzn_AND_NODATA,1,0.023838,0.97566,0.05,0.95,4.247928,0.168685,0.168685,6.086286,1.040342,-1,20837422,4.591873,0.286397,-1,-1,0.27067
normalized-rand-2-40-19-443-230-11_ext.xml.mzn_AND_NODATA,1,0.023405,0.976164,0.05,0.95,4.247928,0.16558,0.16558,6.141582,1.039409,-1,21124750,4.5447,0.286397,-1,-1,0.276033
normalized-rand-2-40-19-443-230-32_ext.xml.mzn_AND_NODATA,1,0.023252,0.976351,0.05,0.95,4.247928,0.16438,0.16438,5.942757,1.039051,-1,21482904,4.513723,0.286397,-1,-1,0.255366
normalized-rand-2-40-19-443-230-13_ext.xml.mzn_AND_NODATA,1,0.023327,0.976243,0.05,0.95,4.247928,0.165146,0.165146,6.073265,1.039278,-1,21016747,4.482985,0.286397,-1,-1,0.26562
normalized-rand-2-40-19-443-230-38_ext.xml.mzn_AND_NODATA,1,0.023377,0.976192,0.05,0.95,4.247928,0.165427,0.165427,6.206475,1.039363,-1,21449393,4.311101,0.286397,-1,-1,0.284549
normalized-rand-2-40-19-443-230-40_ext.xml.mzn_AND_NODATA,1,0.023359,0.976179,0.05,0.95,4.247928,0.165668,0.165668,6.0627,1.039432,-1,21202263,4.379859,0.286397,-1,-1,0.264938
normalized-rand-2-40-19-443-230-15_ext.xml.mzn_AND_NODATA,1,0.02354,0.976027,0.05,0.95,4.247928,0.166333,0.166333,6.08635,1.039636,-1,21380638,4.537095,0.286397,-1,-1,0.271672
normalized-rand-2-40-19-443-230-31_ext.xml.mzn_AND_NODATA,1,0.02354,0.976026,0.05,0.95,4.247928,0.166337,0.166337,6.202484,1.039637,-1,21420653,4.135405,0.286397,-1,-1,0.281389
normalized-rand-2-40-19-443-230-2_ext.xml.mzn_AND_NODATA,1,0.023734,0.975797,0.05,0.95,4.247928,0.167764,0.167764,6.009844,1.040065,-1,21462557,4.58058,0.286397,-1,-1,0.263959
normalized-rand-2-40-19-443-230-1_ext.xml.mzn_AND_NODATA,1,0.022981,0.976656,0.05,0.95,4.247928,0.162523,0.162523,6.107298,1.038499,-1,21120814,4.245262,0.286397,-1,-1,0.269
normalized-rand-2-40-19-443-230-34_ext.xml.mzn_AND_NODATA,1,0.02381,0.975721,0.05,0.95,4.247928,0.168183,0.168183,6.236048,1.040192,-1,20842708,4.463953,0.286397,-1,-1,0.29034
normalized-rand-2-40-19-443-230-25_ext.xml.mzn_AND_NODATA,1,0.023668,0.975834,0.05,0.95,4.247928,0.167735,0.167735,6.10796,1.040054,-1,21362083,4.690506,0.286397,-1,-1,0.275996
normalized-rand-2-40-19-443-230-33_ext.xml.mzn_AND_NODATA,1,0.023532,0.976034,0.05,0.95,4.247928,0.166292,0.166292,6.094939,1.039624,-1,21344687,4.071244,0.286397,-1,-1,0.270517
normalized-rand-2-40-19-443-230-45_ext.xml.mzn_AND_NODATA,1,0.023287,0.976284,0.05,0.95,4.247928,0.164922,0.164922,6.235441,1.039211,-1,21336199,4.466536,0.286397,-1,-1,0.291052
normalized-rand-2-40-19-443-230-22_ext.xml.mzn_AND_NODATA,1,0.022964,0.976673,0.05,0.95,4.247928,0.16243,0.16243,6.204165,1.038471,-1,21513189,4.308597,0.286397,-1,-1,0.279527
normalized-rand-2-40-19-443-230-fcd-14_ext.xml.mzn_AND_NODATA,1,0.024933,0.974313,0.05,0.95,4.247928,0.177192,0.177192,6.029761,1.042941,-1,20344218,4.961996,0.286397,-1,-1,0.265985
normalized-rand-2-40-19-443-230-48_ext.xml.mzn_AND_NODATA,1,0.023689,0.975844,0.05,0.95,4.247928,0.167508,0.167508,6.364969,1.039988,-1,20984430,4.218965,0.286397,-1,-1,0.314099
normalized-rand-2-40-19-443-230-41_ext.xml.mzn_AND_NODATA,1,0.023264,0.976338,0.05,0.95,4.247928,0.164447,0.164447,6.422853,1.039072,-1,21519436,4.118497,0.286397,-1,-1,0.315165
normalized-rand-2-40-19-443-230-46_ext.xml.mzn_AND_NODATA,1,0.023988,0.975475,0.05,0.95,4.247928,0.169868,0.169868,6.066946,1.040699,-1,21159299,4.853919,0.286397,-1,-1,0.268799
normalized-rand-2-40-19-443-230-35_ext.xml.mzn_AND_NODATA,1,0.022856,0.976843,0.05,0.95,4.247928,0.16113,0.16113,5.887705,1.038094,-1,21661006,4.540343,0.286397,-1,-1,0.24636
normalized-rand-2-40-19-443-230-fcd-10_ext.xml.mzn_AND_NODATA,1,0.024202,0.975161,0.05,0.95,4.247928,0.172083,0.172083,6.133373,1.041372,-1,20996917,4.538427,0.286397,-1,-1,0.275993
normalized-rand-2-40-19-443-230-6_ext.xml.mzn_AND_NODATA,1,0.024122,0.975306,0.05,0.95,4.247928,0.170958,0.170958,6.181786,1.041029,-1,21318207,4.653268,0.286397,-1,-1,0.282043
normalized-rand-2-40-19-443-230-7_ext.xml.mzn_AND_NODATA,1,0.023641,0.975892,0.05,0.95,4.247928,0.167245,0.167245,6.105205,1.039908,-1,21175073,4.367593,0.286397,-1,-1,0.274598
normalized-rand-2-40-19-443-230-44_ext.xml.mzn_AND_NODATA,1,0.023272,0.976299,0.05,0.95,4.247928,0.164838,0.164838,6.186551,1.039186,-1,21329546,4.558915,0.286397,-1,-1,0.284371
normalized-rand-2-40-19-443-230-39_ext.xml.mzn_AND_NODATA,1,0.022658,0.977044,0.05,0.95,4.247928,0.160028,0.160028,6.035602,1.037764,-1,21441651,4.293859,0.286397,-1,-1,0.262615
normalized-rand-2-40-19-443-230-37_ext.xml.mzn_AND_NODATA,1,0.023242,0.97636,0.05,0.95,4.247928,0.164328,0.164328,6.122368,1.039036,-1,21598166,4.625261,0.286397,-1,-1,0.2753
normalized-rand-2-40-19-443-230-fcd-23_ext.xml.mzn_AND_NODATA,1,0.024374,0.975017,0.05,0.95,4.247928,0.172705,0.172705,6.06993,1.041561,-1,21092252,4.409968,0.286397,-1,-1,0.267948
normalized-rand-2-40-19-443-230-fcd-20_ext.xml.mzn_AND_NODATA,1,0.024615,0.974737,0.05,0.95,4.247928,0.174396,0.174396,6.225887,1.042078,-1,20820366,3.919369,0.286397,-1,-1,0.291977
normalized-ramsey-45-4.xml.mzn_AND_NODATA,1,0.75,0.25,0.022727,0.977273,1.666667,0.811278,0.811278,0.156491,1.5,-1,121270,0.156491,0.156491,-1,-1,3.20247
normalized-rand-2-40-19-443-230-5_ext.xml.mzn_AND_NODATA,1,0.02425,0.975144,0.05,0.95,4.247928,0.172013,0.172013,6.229747,1.04135,-1,21076017,4.601875,0.286397,-1,-1,0.290847
normalized-rand-2-40-19-443-230-36_ext.xml.mzn_AND_NODATA,1,0.0232,0.976403,0.05,0.95,4.247928,0.164094,0.164094,6.108475,1.038966,-1,21778895,3.825824,0.286397,-1,-1,0.272607
normalized-rand-2-40-19-443-230-47_ext.xml.mzn_AND_NODATA,1,0.023185,0.976388,0.05,0.95,4.247928,0.164349,0.164349,6.103479,1.039039,-1,21210708,4.434535,0.286397,-1,-1,0.271174
normalized-rand-2-40-19-443-230-3_ext.xml.mzn_AND_NODATA,1,0.02309,0.976545,0.05,0.95,4.247928,0.163135,0.163135,6.190162,1.038682,-1,21454499,4.052756,0.286397,-1,-1,0.281611
normalized-qwh-25-235-2_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.365888,1.166582,-1,7075553,1.352652,0.438839,-1,-1,0.244304
normalized-haystacks-45.xml.mzn_AND_NODATA,1,1,0,1,0,7.956777,1.516368,1.516368,1.199967,6.241453,-1,98246,1.082942,1.088958,-1,-1,3.176307
normalized-qwh-25-235-5_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.36282,1.166582,-1,6756417,1.367885,0.438839,-1,-1,0.244274
normalized-rand-2-40-19-443-230-fcd-26_ext.xml.mzn_AND_NODATA,1,0.02474,0.974577,0.05,0.95,4.247928,0.175431,0.175431,6.196865,1.042396,-1,21397724,4.2842,0.286397,-1,-1,0.292587
normalized-qwh-25-235-1_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.361107,1.166582,-1,7064512,1.380456,0.438839,-1,-1,0.244256
normalized-rand-2-40-19-443-230-fcd-27_ext.xml.mzn_AND_NODATA,1,0.024816,0.974433,0.05,0.95,4.247928,0.17654,0.17654,6.304312,1.04274,-1,20714919,4.446566,0.286397,-1,-1,0.305742
normalized-rand-2-40-25-180-500-11_ext.xml.mzn_AND_NODATA,1,0.039,0.95696,0.039409,0.960591,4.643856,0.275396,0.275396,6.393172,1.085776,-1,15770104,4.114863,0.246222,-1,-1,0.470852
normalized-qwh-25-235-9_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.368495,1.166582,-1,6314492,1.323841,0.438839,-1,-1,0.244327
normalized-qwh-25-235-7_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.349429,1.166582,-1,7345092,1.445982,0.438839,-1,-1,0.244157
normalized-rand-2-40-25-180-500-19_ext.xml.mzn_AND_NODATA,1,0.039562,0.956482,0.038462,0.961538,4.643856,0.277321,0.277321,6.302993,1.086494,-1,15870435,4.514197,0.235193,-1,-1,0.444144
normalized-rand-2-40-25-180-500-28_ext.xml.mzn_AND_NODATA,1,0.038044,0.957911,0.040404,0.959596,4.643856,0.271003,0.271003,6.254145,1.084052,-1,15925175,4.473255,0.255713,-1,-1,0.425485
normalized-qwh-25-235-8_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.353712,1.166582,-1,6782596,1.354904,0.438839,-1,-1,0.244191
normalized-rand-2-40-40-135-650-0_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.020184,5.321928,3.440862,1580055,2.626189,2.83244,0.982474,0,0.334155
normalized-rand-2-40-19-443-230-4_ext.xml.mzn_AND_NODATA,1,0.023593,0.975972,0.05,0.95,4.247928,0.16663,0.16663,6.155707,1.039726,-1,21353192,4.168591,0.286397,-1,-1,0.276808
normalized-rand-2-40-40-135-650-10_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.265957,5.321928,3.740954,1482565,3.212415,2.952724,0.99996,0,0.380239
normalized-qwh-25-235-6_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.366298,1.166582,-1,7027995,1.393831,0.438839,-1,-1,0.244308
normalized-qwh-25-235-0_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.374896,1.166582,-1,7499907,1.456422,0.438839,-1,-1,0.244389
normalized-rand-2-40-19-443-230-fcd-30_ext.xml.mzn_AND_NODATA,1,0.024509,0.974814,0.05,0.95,4.247928,0.174141,0.174141,6.14211,1.042001,-1,20971046,4.857648,0.286397,-1,-1,0.284061
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.889056,5.321928,3.373506,1520862,3.412415,2.629,0.925526,0,0.31208
normalized-rand-2-40-25-180-500-17_ext.xml.mzn_AND_NODATA,1,0.036743,0.95964,0.039409,0.960591,4.643856,0.261508,0.261508,6.352965,1.080125,-1,15782611,4.289053,0.246222,-1,-1,0.435552
normalized-rand-2-40-40-135-650-13_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.071596,5.321928,3.574704,1396744,2.314765,2.767476,0.988531,1,0.37
normalized-rand-2-40-40-135-650-14_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.026121,5.321928,3.622609,1391929,2.966603,2.68176,0.902763,0,0.350191
normalized-rand-2-40-40-135-650-15_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.001678,5.321928,3.518535,1364699,3.411837,2.697558,0.985664,1,0.329192
normalized-rand-2-40-40-135-650-17_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.821127,5.321928,3.3218,1547005,2.862815,2.683383,0.902763,0,0.286409
normalized-rand-2-40-19-443-230-9_ext.xml.mzn_AND_NODATA,1,0.023114,0.97649,0.05,0.95,4.247928,0.163613,0.163613,6.366432,1.038821,-1,21167307,4.254506,0.286397,-1,-1,0.30624
normalized-rand-2-40-19-443-230-fcd-18_ext.xml.mzn_AND_NODATA,1,0.02376,0.975739,0.05,0.95,4.247928,0.168252,0.168252,6.248983,1.040211,-1,21618961,4.2819,0.286397,-1,-1,0.294568
normalized-rand-2-40-40-135-650-18_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.247085,5.321928,3.796765,1418486,2.418054,2.88483,0.995205,0,0.388801
normalized-rand-2-40-19-443-230-17_ext.xml.mzn_AND_NODATA,1,0.022394,0.97737,0.05,0.95,4.247928,0.157851,0.157851,6.108048,1.037132,-1,21639582,4.159519,0.286397,-1,-1,0.271056
normalized-rand-2-40-40-135-650-19_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.865957,5.321928,3.476125,1693727,3.408695,2.612415,0.97896,0,0.29952
normalized-rand-2-40-40-135-650-1_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.906198,5.321928,3.590485,1316452,2.888376,2.646439,0.956457,0,0.315576
normalized-rand-2-40-19-443-230-8_ext.xml.mzn_AND_NODATA,1,0.023014,0.976653,0.05,0.95,4.247928,0.162363,0.162363,6.288021,1.038456,-1,21517188,4.035044,0.286397,-1,-1,0.299398
normalized-rand-2-40-40-135-650-20_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.083383,5.321928,3.888679,1365186,2.63588,2.883383,0.996792,0,0.37
normalized-rand-2-40-40-135-650-21_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.840102,5.321928,3.533839,1530361,2.813934,2.602358,0.999644,0,0.315576
normalized-rand-2-40-40-135-650-22_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.8904,5.321928,3.497669,1518265,2.768885,2.649113,0.975119,0,0.313833
normalized-rand-2-40-40-135-650-24_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.948536,5.321928,3.520563,1599378,2.713461,2.667408,0.996792,0,0.31208
normalized-rand-2-40-40-135-650-27_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.921127,5.321928,3.339606,1478568,2.994588,2.730241,0.988531,0,0.32075
normalized-rand-2-40-19-443-230-fcd-13_ext.xml.mzn_AND_NODATA,1,0.023323,0.976247,0.05,0.95,4.247928,0.165122,0.165122,6.071086,1.039271,-1,21141246,4.599348,0.286397,-1,-1,0.265447
normalized-rand-2-40-40-135-650-28_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.252656,5.321928,3.7609,1274889,2.863357,3.011368,0.99806,0,0.387387
normalized-patat-02-comp-15.xml.mzn_AND_NODATA,1,0.661565,0.330782,0.016289,0.983711,5.491853,1.69027,2.891572,0.245441,2.267985,-1,5007889,1.173424,0.11002,-1,-1,4.470333
normalized-qwh-25-235-4_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.344477,1.166582,-1,6581942,1.35667,0.438839,-1,-1,0.244106
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,0.023824,0.975675,0.05,0.95,4.247928,0.168606,0.168606,6.002794,1.040318,-1,20940714,4.606136,0.286397,-1,-1,0.263717
normalized-rand-2-40-40-135-650-30_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.072574,5.321928,3.462608,1539136,3.282737,2.701712,0.975119,0,0.343867
normalized-qwh-25-235-3_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928,0.446826,0.500206,2.335236,1.166582,-1,7637395,1.290395,0.438839,-1,-1,0.244031
normalized-rand-2-40-19-443-230-fcd-12_ext.xml.mzn_AND_NODATA,1,0.023857,0.975641,0.05,0.95,4.247928,0.16879,0.16879,6.108547,1.040374,-1,21215691,4.648373,0.286397,-1,-1,0.272534
normalized-rand-2-40-40-135-650-32_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.974093,5.321928,3.523867,1545101,3.059341,2.767476,0.999644,0,0.330855
normalized-rand-2-40-40-135-650-34_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.962415,5.321928,3.541952,1431326,2.927567,2.864911,0.99996,0,0.31731
normalized-rand-2-40-40-135-650-35_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.105152,5.321928,3.525799,1450762,2.774739,2.667408,0.999644,0,0.347043
normalized-rand-2-40-19-443-230-fcd-29_ext.xml.mzn_AND_NODATA,1,0.024445,0.974944,0.05,0.95,4.247928,0.173103,0.173103,6.021699,1.041683,-1,21393372,4.926629,0.286397,-1,-1,0.264379
normalized-rand-2-40-19-443-230-43_ext.xml.mzn_AND_NODATA,1,0.023205,0.976398,0.05,0.95,4.247928,0.164118,0.164118,6.169613,1.038973,-1,21276541,4.302575,0.286397,-1,-1,0.283091
normalized-rand-2-40-40-135-650-36_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.92055,5.321928,3.474096,1421685,2.26161,2.579366,0.996792,0,0.34066
normalized-rand-2-40-40-135-650-37_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.952078,5.321928,3.637012,1634542,3.543542,2.83071,0.999644,0,0.345458
normalized-rand-2-40-40-135-650-38_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.911071,5.321928,3.57274,1483840,3.299113,2.539702,0.985664,0,0.324153
normalized-rand-2-40-40-135-650-3_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.099582,5.321928,3.845142,1320368,3.493542,2.83071,0.993301,0,0.377342
normalized-rand-2-40-19-443-230-fcd-28_ext.xml.mzn_AND_NODATA,1,0.02427,0.975124,0.05,0.95,4.247928,0.172122,0.172122,6.155275,1.041383,-1,21376447,4.903921,0.286397,-1,-1,0.278572
normalized-rand-2-40-25-180-500-27_ext.xml.mzn_AND_NODATA,1,0.037485,0.958953,0.038462,0.961538,4.643856,0.264538,0.264538,6.213286,1.081272,-1,15634989,4.258452,0.235193,-1,-1,0.395041
normalized-rand-2-40-19-443-230-fcd-11_ext.xml.mzn_AND_NODATA,1,0.023397,0.976172,0.05,0.95,4.247928,0.165535,0.165535,6.126257,1.039395,-1,21280615,4.455555,0.286397,-1,-1,0.274925
normalized-frb53-24-5-mgd_ext.xml.mzn_AND_NODATA,1,0.016881,0.982893,0.04,0.96,4.584963,0.126605,0.126605,6.323489,1.031068,-1,20276785,4.702846,0.242292,-1,-1,0.235973
normalized-rand-2-40-19-443-230-fcd-25_ext.xml.mzn_AND_NODATA,1,0.023726,0.975775,0.05,0.95,4.247928,0.168057,0.168057,6.108558,1.040152,-1,21390203,4.441736,0.286397,-1,-1,0.275768
normalized-rand-2-40-40-135-650-40_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.180886,5.321928,3.528394,1576284,2.882229,2.921127,0.99996,0,0.372954
normalized-rand-2-40-40-135-650-25_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.346039,5.321928,3.780503,1398051,2.533637,2.953301,0.993301,1,0.390209
normalized-rand-2-40-40-135-650-29_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.892092,5.321928,3.468216,1483646,3.212815,2.590748,0.993301,0,0.327521
normalized-rand-2-40-40-135-650-44_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.057249,5.321928,3.476333,1406450,3.182737,2.768054,0.985664,1,0.337423
normalized-rand-2-40-40-135-650-46_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.050805,5.321928,3.751196,1446567,3.237326,2.879436,0.975119,0,0.343867
normalized-rand-2-40-40-135-650-47_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.060791,5.321928,3.547235,1503116,2.956198,2.898536,0.945115,0,0.327521
normalized-rand-2-40-40-135-650-31_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.142738,5.321928,3.443075,1429434,2.830309,2.719379,0.99901,0,0.356403
normalized-rand-2-40-40-135-650-23_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.953809,5.321928,3.452277,1394474,3.261837,2.734936,0.932403,0,0.308543
normalized-rand-2-40-40-135-650-48_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.989823,5.321928,3.501913,1577570,2.862117,2.73628,0.991076,0,0.337423
normalized-rand-2-40-25-180-500-12_ext.xml.mzn_AND_NODATA,1,0.035449,0.961169,0.039409,0.960591,4.643856,0.253472,0.253472,6.366767,1.076907,-1,14634188,4.395905,0.246222,-1,-1,0.427423
normalized-rand-2-40-40-135-650-39_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.076121,5.321928,3.910357,1356788,2.953301,2.904752,0.985664,0,0.372954
normalized-rand-2-40-40-135-650-51_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.86711,5.321928,3.308949,1370574,2.942092,2.585982,0.950956,0,0.276664
normalized-rand-2-40-40-135-650-52_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.829663,5.321928,3.417083,1474250,3.305152,2.610791,0.985664,0,0.319035
normalized-rand-2-40-19-443-230-fcd-24_ext.xml.mzn_AND_NODATA,1,0.023484,0.976053,0.05,0.95,4.247928,0.166363,0.166363,6.155183,1.039642,-1,21078769,4.301589,0.286397,-1,-1,0.277768
normalized-rand-2-40-40-135-650-2_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.073624,5.321928,3.752675,1473126,3.18628,2.83588,0.999644,0,0.34066
normalized-rand-2-40-19-443-230-fcd-34_ext.xml.mzn_AND_NODATA,1,0.023796,0.975734,0.05,0.95,4.247928,0.168108,0.168108,6.222706,1.040169,-1,21295643,4.297624,0.286397,-1,-1,0.2893
normalized-rand-2-40-19-443-230-fcd-31_ext.xml.mzn_AND_NODATA,1,0.023516,0.976051,0.05,0.95,4.247928,0.166198,0.166198,6.201384,1.039595,-1,21633609,4.405684,0.286397,-1,-1,0.281492
normalized-rand-2-40-40-135-650-57_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.146439,5.321928,3.656693,1503873,2.864614,2.802078,0.995205,0,0.377342
normalized-rand-2-40-40-135-650-45_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.143542,5.321928,3.649842,1428194,2.874024,2.862415,0.99901,0,0.351754
normalized-rand-2-40-40-135-650-53_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.765557,5.321928,3.397469,1459897,3.07055,2.505798,0.918296,0,0.268614
normalized-rand-2-40-40-135-650-61_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.951609,5.321928,3.68305,1494420,2.811837,2.763865,0.991076,0,0.348621
normalized-rand-2-40-40-135-650-63_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.966603,5.321928,3.514266,1672446,3.001678,2.804347,0.950956,0,0.319035
normalized-rand-2-40-40-135-650-64_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.949582,5.321928,3.403222,1497323,3.33483,2.778213,0.938932,0,0.30676
normalized-rand-2-40-40-135-650-16_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,2.987326,5.321928,3.499293,1542006,2.500228,2.675071,0.950956,0,0.348621
normalized-rand-2-40-40-135-650-56_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.152724,5.321928,3.987099,1301137,3.022174,2.911437,0.993301,0,0.410761
normalized-rand-2-40-40-135-650-42_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.146039,5.321928,3.758803,1562757,2.862415,2.77467,0.993301,0,0.360992
normalized-rand-2-40-40-135-650-4_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928,0,0,3.293943,5.321928,3.848561,1329132,2.781287,2.88284,0.988531,1,0.404026
