@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC
@ATTRIBUTE OCCFP_OCCFN NUMERIC
@ATTRIBUTE LITFP_LITFN NUMERIC
@ATTRIBUTE OCCFP_OCCF NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC

@DATA
k_poly_p-21-shuffled,1,0.770109,0.295537,1,1,0.5,0.515508,0.51474,0.054197
k_t4p_n-12-shuffled,1,0.674758,0.229969,1,1,0.5,0.469669,0.493187,0.063681
k_t4p_n-17-shuffled,1,0.673274,0.229304,1,1,0.5,0.468616,0.492517,0.063529
k_t4p_n-21-shuffled,1,0.67259,0.228998,1,1,0.5,0.468126,0.492211,0.063459
k_t4p_n-4-shuffled,1,0.684433,0.234301,1,1,0.5,0.476239,0.497691,0.064678
k_t4p_p-12-shuffled,1,0.678289,0.23125,1,1,0.5,0.471577,0.494649,0.064332
k_t4p_p-20-shuffled,1,0.675083,0.229925,1,1,0.5,0.469537,0.493235,0.063896
k_t4p_p-21-shuffled,1,0.674842,0.229826,1,1,0.5,0.469383,0.49313,0.063863
k_t4p_p-4-shuffled,1,0.690705,0.236378,1,1,0.5,0.479191,0.50035,0.066032
k_t4p_p-8-shuffled,1,0.681903,0.232743,1,1,0.5,0.473832,0.496273,0.064825
lognBWLARGEB1-shuffled,1,0.037863,0.005818,1.313131,1.313131,0.567686,0.031283,0.031319,0.001092
lut4_2_f2-shuffled,1,0.09417,0.995516,1,1,0.5,0.349504,0.529371,0.177184
lut4_AND_f1-shuffled,1,0.075556,0.997037,1,1,0.5,0.235998,0.444586,0.232528
lut4_XOR_fOR-shuffled,1,0.184524,0.940476,1,1,0.5,0.442467,0.541133,0.13191
mutex-128-s,1,0.737312,0.457886,1.001124,1.001124,0.500281,0.403374,0.43168,0.09654
mutex-16-s,1,0.737493,0.459809,1.009479,1.009479,0.502358,0.404512,0.432095,0.096457
mutex-2-s,1,0.740157,0.488189,1.133333,1.133333,0.53125,0.421084,0.438247,0.095238
mutex-32-s,1,0.737388,0.458686,1.004598,1.004598,0.501147,0.403847,0.431853,0.096506
mutex-4-s,1,0.738292,0.46832,1.046512,1.046512,0.511364,0.409528,0.433936,0.096089
mutex-64-s,1,0.737337,0.458149,1.002265,1.002265,0.500566,0.403529,0.431737,0.096529
mutex-8-s,1,0.737725,0.462275,1.020202,1.020202,0.505,0.40597,0.432628,0.09635
ncf_16_32_8_d.10,1,0.691259,0.137012,0.888229,0.888229,0.470403,0.318659,0.314679,0.14462
ncf_16_32_8_d.1,1,0.701591,0.137012,0.940622,0.940622,0.484701,0.313199,0.309287,0.140715
ncf_16_32_8_d.2,1,0.691895,0.136729,0.893629,0.893629,0.471913,0.317805,0.313965,0.144293
ncf_16_32_8_d.3,1,0.674007,0.136448,0.81102,0.81102,0.447825,0.326733,0.322915,0.150964
ncf_16_32_8_d.4,1,0.682239,0.136448,0.849106,0.849106,0.459198,0.322388,0.318621,0.147854
ncf_16_32_8_d.5,1,0.712803,0.13758,0.995982,0.995982,0.498993,0.308303,0.304201,0.136649
ncf_16_32_8_d.6,1,0.701809,0.137867,0.93471,0.93471,0.483127,0.314643,0.310328,0.140892
ncf_16_32_8_d.7,1,0.683752,0.13758,0.847503,0.847503,0.458729,0.323675,0.319369,0.147631
ncf_16_32_8_d.8,1,0.678935,0.137867,0.822818,0.822818,0.451399,0.326754,0.322273,0.14954
ncf_16_32_8_d.9,1,0.700761,0.136448,0.940949,0.940949,0.484788,0.312611,0.308959,0.140858
ncf_16_32_8_edau.10,1,0.691259,0.137012,0.888229,0.888229,0.470403,0.332415,0.314679,0.14462
ncf_16_32_8_edau.1,1,0.701591,0.137012,0.940622,0.940622,0.484701,0.326719,0.309287,0.140715
ncf_16_32_8_edau.2,1,0.691895,0.136729,0.893629,0.893629,0.471913,0.331592,0.313965,0.144293
ncf_16_32_8_edau.3,1,0.674007,0.136448,0.81102,0.81102,0.447825,0.340975,0.322915,0.150964
ncf_16_32_8_edau.4,1,0.682239,0.136448,0.849106,0.849106,0.459198,0.336441,0.318621,0.147854
ncf_16_32_8_edau.5,1,0.712803,0.13758,0.995982,0.995982,0.498993,0.321479,0.304201,0.136649
ncf_16_32_8_edau.6,1,0.701809,0.137867,0.93471,0.93471,0.483127,0.328023,0.310328,0.140892
ncf_16_32_8_edau.7,1,0.683752,0.13758,0.847503,0.847503,0.458729,0.337509,0.319369,0.147631
ncf_16_32_8_edau.8,1,0.678935,0.137867,0.822818,0.822818,0.451399,0.340649,0.322273,0.14954
ncf_16_32_8_edau.9,1,0.700761,0.136448,0.940949,0.940949,0.484788,0.326238,0.308959,0.140858
ncf_16_32_8_euad.10,1,0.691259,0.137012,0.888229,0.888229,0.470403,0.294308,0.295035,0.14462
ncf_16_32_8_euad.1,1,0.701591,0.137012,0.940622,0.940622,0.484701,0.291092,0.291812,0.140715
ncf_16_32_8_euad.2,1,0.691895,0.136729,0.893629,0.893629,0.471913,0.293591,0.294466,0.144293
ncf_16_32_8_euad.3,1,0.674007,0.136448,0.81102,0.81102,0.447825,0.298638,0.299679,0.150964
ncf_16_32_8_euad.4,1,0.682239,0.136448,0.849106,0.849106,0.459198,0.296078,0.29711,0.147854
ncf_16_32_8_euad.5,1,0.712803,0.13758,0.995982,0.995982,0.498993,0.288642,0.289061,0.136649
ncf_16_32_8_euad.6,1,0.701809,0.137867,0.93471,0.93471,0.483127,0.292592,0.292866,0.140892
ncf_16_32_8_euad.7,1,0.683752,0.13758,0.847503,0.847503,0.458729,0.297691,0.298123,0.147631
ncf_16_32_8_euad.8,1,0.678935,0.137867,0.822818,0.822818,0.451399,0.299719,0.3,0.14954
ncf_16_32_8_euad.9,1,0.700761,0.136448,0.940949,0.940949,0.484788,0.290317,0.291329,0.140858
ncf_16_32_8_u.10,1,0.691259,0.137012,0.888229,0.888229,0.470403,0.307809,0.295035,0.14462
ncf_16_32_8_u.1,1,0.701591,0.137012,0.940622,0.940622,0.484701,0.304446,0.291812,0.140715
ncf_16_32_8_u.2,1,0.691895,0.136729,0.893629,0.893629,0.471913,0.30713,0.294466,0.144293
ncf_16_32_8_u.3,1,0.674007,0.136448,0.81102,0.81102,0.447825,0.31248,0.299679,0.150964
ncf_16_32_8_u.4,1,0.682239,0.136448,0.849106,0.849106,0.459198,0.309802,0.29711,0.147854
ncf_16_32_8_u.5,1,0.712803,0.13758,0.995982,0.995982,0.498993,0.301746,0.289061,0.136649
ncf_16_32_8_u.6,1,0.701809,0.137867,0.93471,0.93471,0.483127,0.305804,0.292866,0.140892
ncf_16_32_8_u.7,1,0.683752,0.13758,0.847503,0.847503,0.458729,0.311205,0.298123,0.147631
ncf_16_32_8_u.8,1,0.678935,0.137867,0.822818,0.822818,0.451399,0.313252,0.3,0.14954
ncf_16_32_8_u.9,1,0.700761,0.136448,0.940949,0.940949,0.484788,0.303774,0.291329,0.140858
ncf_8_16_4_d.10,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.344939,0.337785,0.141839
ncf_8_16_4_d.1,1,0.645296,0.157369,0.874429,0.874429,0.466504,0.342849,0.336043,0.141063
ncf_8_16_4_d.2,1,0.627175,0.156587,0.790043,0.790043,0.441354,0.350295,0.343648,0.147982
ncf_8_16_4_d.3,1,0.655287,0.157369,0.92723,0.92723,0.481121,0.338065,0.331354,0.137198
ncf_8_16_4_d.4,1,0.655287,0.157369,0.92723,0.92723,0.481121,0.338065,0.331354,0.137198
ncf_8_16_4_d.5,1,0.628452,0.158159,0.787281,0.787281,0.440491,0.352159,0.344855,0.147668
ncf_8_16_4_d.6,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.344939,0.337785,0.141839
ncf_8_16_4_d.7,1,0.675271,0.157369,1.042289,1.042289,0.510353,0.328497,0.321976,0.129469
ncf_8_16_4_d.8,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.344939,0.337785,0.141839
ncf_8_16_4_d.9,1,0.65203,0.156587,0.914352,0.914352,0.47763,0.338407,0.331986,0.138373
ncf_8_16_4_edau.10,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.355689,0.337785,0.141839
ncf_8_16_4_edau.1,1,0.645296,0.157369,0.874429,0.874429,0.466504,0.353652,0.336043,0.141063
ncf_8_16_4_edau.2,1,0.627175,0.156587,0.790043,0.790043,0.441354,0.36145,0.343648,0.147982
ncf_8_16_4_edau.3,1,0.655287,0.157369,0.92723,0.92723,0.481121,0.348717,0.331354,0.137198
ncf_8_16_4_edau.4,1,0.655287,0.157369,0.92723,0.92723,0.481121,0.348717,0.331354,0.137198
ncf_8_16_4_edau.5,1,0.628452,0.158159,0.787281,0.787281,0.440491,0.363134,0.344855,0.147668
ncf_8_16_4_edau.6,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.355689,0.337785,0.141839
ncf_8_16_4_edau.7,1,0.675271,0.157369,1.042289,1.042289,0.510353,0.338848,0.321976,0.129469
ncf_8_16_4_edau.8,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.355689,0.337785,0.141839
ncf_8_16_4_edau.9,1,0.65203,0.156587,0.914352,0.914352,0.47763,0.349184,0.331986,0.138373
ncf_8_16_4_euad.10,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.322397,0.320128,0.141839
ncf_8_16_4_euad.1,1,0.645296,0.157369,0.874429,0.874429,0.466504,0.320588,0.318678,0.141063
ncf_8_16_4_euad.2,1,0.627175,0.156587,0.790043,0.790043,0.441354,0.324842,0.323254,0.147982
ncf_8_16_4_euad.3,1,0.655287,0.157369,0.92723,0.92723,0.481121,0.317549,0.315657,0.137198
ncf_8_16_4_euad.4,1,0.655287,0.157369,0.92723,0.92723,0.481121,0.317549,0.315657,0.137198
ncf_8_16_4_euad.5,1,0.628452,0.158159,0.787281,0.787281,0.440491,0.326981,0.32468,0.147668
ncf_8_16_4_euad.6,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.322397,0.320128,0.141839
ncf_8_16_4_euad.7,1,0.675271,0.157369,1.042289,1.042289,0.510353,0.311471,0.309616,0.129469
ncf_8_16_4_euad.8,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.322397,0.320128,0.141839
ncf_8_16_4_euad.9,1,0.65203,0.156587,0.914352,0.914352,0.47763,0.317288,0.315737,0.138373
ncf_8_16_4_u.10,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.333049,0.320128,0.141839
ncf_8_16_4_u.1,1,0.645296,0.157369,0.874429,0.874429,0.466504,0.331301,0.318678,0.141063
ncf_8_16_4_u.2,1,0.627175,0.156587,0.790043,0.790043,0.441354,0.33582,0.323254,0.147982
ncf_8_16_4_u.3,1,0.655287,0.157369,0.92723,0.92723,0.481121,0.328161,0.315657,0.137198
ncf_8_16_4_u.4,1,0.655287,0.157369,0.92723,0.92723,0.481121,0.328161,0.315657,0.137198
ncf_8_16_4_u.5,1,0.628452,0.158159,0.787281,0.787281,0.440491,0.337784,0.32468,0.147668
ncf_8_16_4_u.6,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.333049,0.320128,0.141839
ncf_8_16_4_u.7,1,0.675271,0.157369,1.042289,1.042289,0.510353,0.32188,0.309616,0.129469
ncf_8_16_4_u.8,1,0.643515,0.158159,0.860731,0.860731,0.462577,0.333049,0.320128,0.141839
ncf_8_16_4_u.9,1,0.65203,0.156587,0.914352,0.914352,0.47763,0.32801,0.315737,0.138373
nusmv.dme1-16.B-d4-shuffled,1,0.574622,0.333233,1,1,0.5,0.435985,0.420521,0.024864
nusmv.queue.B-d4-shuffled,1,0.613261,0.333323,1,1,0.5,0.403701,0.416848,0.036236
nusmv.reactor^1.C-d4-shuffled,1,0.555318,0.333321,1,1,0.5,0.402481,0.416241,0.04154
nusmv.reactor^2.C-d4-shuffled,1,0.55568,0.333321,1,1,0.5,0.402862,0.416282,0.041107
nusmv.reactor^5.C-f4-shuffled,1,0.554169,0.333321,1,1,0.5,0.403139,0.416344,0.040987
nusmv.syncarb10^2.B-f2,1,0.618768,0.333211,1,1,0.5,0.423027,0.420979,0.024827
nusmv.syncarb10^2.B-f3,1,0.616956,0.333248,1,1,0.5,0.421068,0.421072,0.024847
nusmv.syncarb10^2.B-f4,1,0.615987,0.333268,1,1,0.5,0.420006,0.421121,0.024857
nusmv.syncarb5^2.B-f4-shuffled,1,0.591671,0.333153,1,1,0.5,0.415802,0.418095,0.033851
nusmv.tcas^2.B-f2-shuffled,1,0.549012,0.333321,1,1,0.5,0.410411,0.417707,0.032422
nusmv.tcas^4.B-f3-shuffled,1,0.544632,0.333326,1,1,0.5,0.40862,0.417941,0.034212
nusmv.tcas-t^5.B-f2-shuffled,1,0.548496,0.333322,1,1,0.5,0.4092,0.417577,0.033127
nusmv.tcas-t^6.B-f3-shuffled,1,0.547038,0.333326,1,1,0.5,0.408563,0.418036,0.03375
par16-1-c-00-shuffled,1,0.577426,0.194289,0.879774,0.879774,0.468021,0.271349,0.322359,0.146407
par8-1-c-50-shuffled,1,0.558032,0.208914,1.002625,1.002625,0.500655,0.264857,0.311852,0.143179
par8-2-90-shuffled,1,0.583548,0.184907,0.994194,0.994194,0.498544,0.280255,0.317047,0.148099
par8-2-c-50-shuffled,1,0.560315,0.210664,1,1,0.5,0.264563,0.311483,0.143564
par8-3-c-00-shuffled,1,0.573285,0.194224,0.912424,0.912424,0.477103,0.270234,0.320924,0.144031
par8-3-c-90-shuffled,1,0.557709,0.226622,1.054118,1.054118,0.513173,0.260251,0.303869,0.144214
par8-4-90-shuffled,1,0.583919,0.184013,0.998705,0.998705,0.499676,0.280272,0.317087,0.147596
par8-4-c-90-shuffled,1,0.562203,0.225071,1.066667,1.066667,0.516129,0.260281,0.303653,0.143513
par8-5-c-90-shuffled,1,0.558848,0.227773,1.059102,1.059102,0.514351,0.259934,0.303256,0.144221
Qq2k3k3v100v100m1000s10,1,0.111,1,1.014775,1.014775,0.503667,0.669333,0.502,0.248167
Qq2k3k3v100v100m1000s1,1,0.101,1,0.973684,0.973684,0.493333,0.678667,0.509,0.253333
Qq2k3k3v100v100m1000s2,1,0.116,1,0.982816,0.982816,0.495667,0.665778,0.499333,0.252167
Qq2k3k3v100v100m1000s3,1,0.128,1,0.984127,0.984127,0.496,0.680889,0.510667,0.252
Qq2k3k3v100v100m1000s4,1,0.119,1,1.009377,1.009377,0.502333,0.649778,0.487333,0.248833
Qq2k3k3v100v100m1000s5,1,0.114,1,0.976285,0.976285,0.494,0.660444,0.495333,0.253
Qq2k3k3v100v100m1000s6,1,0.13,1,1.054795,1.054795,0.513333,0.669333,0.502,0.243333
Qq2k3k3v100v100m1000s7,1,0.114,1,0.965924,0.965924,0.491333,0.665778,0.499333,0.254333
Qq2k3k3v100v100m1000s8,1,0.122,1,1.03666,1.03666,0.509,0.675111,0.506333,0.2455
Qq2k3k3v100v100m1000s9,1,0.11,1,0.956947,0.956947,0.489,0.668,0.501,0.2555
Qq2k3k3v100v100m1200s10,1,0.109167,1,1.003339,1.003339,0.500833,0.661111,0.495833,0.249583
Qq2k3k3v100v100m1200s1,1,0.105,1,0.99005,0.99005,0.4975,0.678889,0.509167,0.25125
Qq2k3k3v100v100m1200s2,1,0.118333,1,0.969365,0.969365,0.492222,0.669259,0.501944,0.253889
Qq2k3k3v100v100m1200s3,1,0.128333,1,0.980198,0.980198,0.495,0.681481,0.511111,0.2525
Qq2k3k3v100v100m1200s4,1,0.115,1,1.01005,1.01005,0.5025,0.646667,0.485,0.24875
Qq2k3k3v100v100m1200s5,1,0.114167,1,0.98895,0.98895,0.497222,0.655556,0.491667,0.251389
Qq2k3k3v100v100m1200s6,1,0.126667,1,1.037351,1.037351,0.509167,0.67,0.5025,0.245417
Qq2k3k3v100v100m1200s7,1,0.115833,1,1.001112,1.001112,0.500278,0.667778,0.500833,0.249861
Qq2k3k3v100v100m1200s8,1,0.125,1,1.050114,1.050114,0.512222,0.686296,0.514722,0.243889
Qq2k3k3v100v100m1200s9,1,0.113333,1,0.946998,0.946998,0.486389,0.674444,0.505833,0.256806
Qq2k3k3v100v100m1400s10,1,0.112143,1,1.019231,1.019231,0.504762,0.659048,0.494286,0.247619
Qq2k3k3v100v100m1400s1,1,0.102857,1,0.958955,0.958955,0.489524,0.67619,0.507143,0.255238
Qq2k3k3v100v100m1400s2,1,0.11,1,0.955307,0.955307,0.488571,0.670476,0.502857,0.255714
Qq2k3k3v100v100m1400s3,1,0.127143,1,0.985816,0.985816,0.496429,0.677143,0.507857,0.251786
Qq2k3k3v100v100m1400s4,1,0.111429,1,0.991465,0.991465,0.497857,0.651746,0.48881,0.251071
Qq2k3k3v100v100m1400s5,1,0.120714,1,1.017291,1.017291,0.504286,0.660317,0.495238,0.247857
Qq2k3k3v100v100m1400s6,1,0.125714,1,1.032914,1.032914,0.508095,0.666349,0.499762,0.245952
Qq2k3k3v100v100m1400s7,1,0.118571,1,0.998097,0.998097,0.499524,0.675238,0.506429,0.250238
Qq2k3k3v100v100m1400s8,1,0.115,1,1.022147,1.022147,0.505476,0.679683,0.509762,0.247262
Qq2k3k3v100v100m1400s9,1,0.110714,1,0.937269,0.937269,0.48381,0.677778,0.508333,0.258095
Qq2k3k3v100v100m1600s10,1,0.11125,1,1.009209,1.009209,0.502292,0.663611,0.497708,0.248854
Qq2k3k3v100v100m1600s1,1,0.103125,1,0.972062,0.972062,0.492917,0.674444,0.505833,0.253542
Qq2k3k3v100v100m1600s2,1,0.1075,1,0.944107,0.944107,0.485625,0.669167,0.501875,0.257188
Qq2k3k3v100v100m1600s3,1,0.128125,1,0.991701,0.991701,0.497917,0.675833,0.506875,0.251042
Qq2k3k3v100v100m1600s4,1,0.10875,1,1,1,0.5,0.653889,0.490417,0.25
Qq2k3k3v100v100m1600s5,1,0.12,1,1.01596,1.01596,0.503958,0.665556,0.499167,0.248021
Qq2k3k3v100v100m1600s6,1,0.126875,1,1.025316,1.025316,0.50625,0.672778,0.504583,0.246875
Qq2k3k3v100v100m1600s7,1,0.11875,1,1.008368,1.008368,0.502083,0.675,0.50625,0.248958
Qq2k3k3v100v100m1600s8,1,0.120625,1,1.023609,1.023609,0.505833,0.684444,0.513333,0.247083
Qq2k3k3v100v100m1600s9,1,0.115625,1,0.950427,0.950427,0.487292,0.676667,0.5075,0.256354
Qq2k3k3v100v100m1800s10,1,0.109444,1,1.007435,1.007435,0.501852,0.660494,0.49537,0.249074
Qq2k3k3v100v100m1800s1,1,0.107222,1,0.98895,0.98895,0.497222,0.677037,0.507778,0.251389
Qq2k3k3v100v100m1800s2,1,0.106667,1,0.945245,0.945245,0.485926,0.672099,0.504074,0.257037
Qq2k3k3v100v100m1800s3,1,0.125,1,0.993355,0.993355,0.498333,0.673333,0.505,0.250833
Qq2k3k3v100v100m1800s4,1,0.111111,1,1.011173,1.011173,0.502778,0.655556,0.491667,0.248611
Qq2k3k3v100v100m1800s5,1,0.115556,1,0.99852,0.99852,0.49963,0.659012,0.494259,0.250185
Qq2k3k3v100v100m1800s6,1,0.123889,1,1.040045,1.040045,0.509815,0.66963,0.502222,0.245093
Qq2k3k3v100v100m1800s7,1,0.119444,1,1.000741,1.000741,0.500185,0.679753,0.509815,0.249907
Qq2k3k3v100v100m1800s8,1,0.117222,1,1.018692,1.018692,0.50463,0.682963,0.512222,0.247685
Qq2k3k3v100v100m1800s9,1,0.115,1,0.950867,0.950867,0.487407,0.672593,0.504444,0.256296
Qq2k3k3v100v100m2000s10,1,0.1075,1,0.994681,0.994681,0.498667,0.662222,0.496667,0.250667
Qq2k3k3v100v100m2000s1,1,0.107,1,0.988731,0.988731,0.497167,0.675111,0.506333,0.251417
Qq2k3k3v100v100m2000s2,1,0.1095,1,0.949318,0.949318,0.487,0.671556,0.503667,0.2565
Qq2k3k3v100v100m2000s3,1,0.12,1,0.977587,0.977587,0.494333,0.673111,0.504833,0.252833
Qq2k3k3v100v100m2000s4,1,0.11,1,1.004008,1.004008,0.501,0.653778,0.490333,0.2495
Qq2k3k3v100v100m2000s5,1,0.1155,1,1.006018,1.006018,0.5015,0.661778,0.496333,0.24925
Qq2k3k3v100v100m2000s6,1,0.1225,1,1.037351,1.037351,0.509167,0.674222,0.505667,0.245417
Qq2k3k3v100v100m2000s7,1,0.1195,1,0.994018,0.994018,0.4985,0.677778,0.508333,0.25075
Qq2k3k3v100v100m2000s8,1,0.115,1,1.014775,1.014775,0.503667,0.682889,0.512167,0.248167
Qq2k3k3v100v100m2000s9,1,0.1165,1,0.96528,0.96528,0.491167,0.673778,0.505333,0.254417
Qq2k3k3v100v100m400s10,1,0.1025,1,1,1,0.5,0.661111,0.495833,0.25
Qq2k3k3v100v100m400s1,1,0.11,1,0.976936,0.976936,0.494167,0.694444,0.520833,0.252917
Qq2k3k3v100v100m400s2,1,0.1175,1,1.006689,1.006689,0.501667,0.675556,0.506667,0.249167
Qq2k3k3v100v100m400s3,1,0.1325,1,0.99005,0.99005,0.4975,0.688889,0.516667,0.25125
Qq2k3k3v100v100m400s4,1,0.1125,1,0.996672,0.996672,0.499167,0.628889,0.471667,0.250417
Qq2k3k3v100v100m400s5,1,0.1,1,0.976936,0.976936,0.494167,0.653333,0.49,0.252917
Qq2k3k3v100v100m400s6,1,0.135,1,1.076125,1.076125,0.518333,0.666667,0.5,0.240833
Qq2k3k3v100v100m400s7,1,0.12,1,0.976936,0.976936,0.494167,0.672222,0.504167,0.252917
Qq2k3k3v100v100m400s8,1,0.1275,1,1.020202,1.020202,0.505,0.648889,0.486667,0.2475
Qq2k3k3v100v100m400s9,1,0.11,1,1.01005,1.01005,0.5025,0.654444,0.490833,0.24875
Qq2k3k3v100v100m600s10,1,0.106667,1,1.006689,1.006689,0.501667,0.665926,0.499444,0.249167
Qq2k3k3v100v100m600s1,1,0.1,1,0.971522,0.971522,0.492778,0.673333,0.505,0.253611
Qq2k3k3v100v100m600s2,1,0.11,1,0.958651,0.958651,0.489444,0.656296,0.492222,0.255278
Qq2k3k3v100v100m600s3,1,0.121667,1,1.020202,1.020202,0.505,0.66963,0.502222,0.2475
Qq2k3k3v100v100m600s4,1,0.116667,1,1.013423,1.013423,0.503333,0.645185,0.483889,0.248333
Qq2k3k3v100v100m600s5,1,0.116667,1,1.013423,1.013423,0.503333,0.659259,0.494444,0.248333
Qq2k3k3v100v100m600s6,1,0.125,1,1.073733,1.073733,0.517778,0.662963,0.497222,0.241111
Qq2k3k3v100v100m600s7,1,0.116667,1,0.980198,0.980198,0.495,0.668148,0.501111,0.2525
Qq2k3k3v100v100m600s8,1,0.131667,1,1.047782,1.047782,0.511667,0.665185,0.498889,0.244167
Qq2k3k3v100v100m600s9,1,0.121667,1,1.004454,1.004454,0.501111,0.664444,0.498333,0.249444
Qq2k3k3v100v100m800s10,1,0.11,1,1.025316,1.025316,0.50625,0.664444,0.498333,0.246875
Qq2k3k3v100v100m800s1,1,0.095,1,0.962388,0.962388,0.490417,0.677778,0.508333,0.254792
Qq2k3k3v100v100m800s2,1,0.10875,1,0.946472,0.946472,0.48625,0.659444,0.494583,0.256875
Qq2k3k3v100v100m800s3,1,0.13125,1,1.01005,1.01005,0.5025,0.687222,0.515417,0.24875
Qq2k3k3v100v100m800s4,1,0.125,1,1.006689,1.006689,0.501667,0.656111,0.492083,0.249167
Qq2k3k3v100v100m800s5,1,0.1125,1,0.985112,0.985112,0.49625,0.661111,0.495833,0.251875
Qq2k3k3v100v100m800s6,1,0.1225,1,1.054795,1.054795,0.513333,0.668333,0.50125,0.243333
Qq2k3k3v100v100m800s7,1,0.115,1,0.968827,0.968827,0.492083,0.665,0.49875,0.253958
Qq2k3k3v100v100m800s8,1,0.125,1,1.025316,1.025316,0.50625,0.67,0.5025,0.246875
Qq2k3k3v100v100m800s9,1,0.115,1,0.963993,0.963993,0.490833,0.666667,0.5,0.254583
Qq2k3k3v20v20m120s10,1,0.075,1,0.967213,0.967213,0.491667,0.607407,0.455556,0.254167
Qq2k3k3v20v20m120s1,1,0.133333,1,1.011173,1.011173,0.502778,0.722222,0.541667,0.248611
Qq2k3k3v20v20m120s2,1,0.083333,1,0.967213,0.967213,0.491667,0.67037,0.502778,0.254167
Qq2k3k3v20v20m120s3,1,0.141667,1,1.022472,1.022472,0.505556,0.685185,0.513889,0.247222
Qq2k3k3v20v20m120s4,1,0.083333,1,0.85567,0.85567,0.461111,0.640741,0.480556,0.269444
Qq2k3k3v20v20m120s5,1,0.083333,1,0.884817,0.884817,0.469444,0.648148,0.486111,0.265278
Qq2k3k3v20v20m120s6,1,0.108333,1,0.945946,0.945946,0.486111,0.655556,0.491667,0.256944
Qq2k3k3v20v20m120s7,1,0.125,1,0.894737,0.894737,0.472222,0.688889,0.516667,0.263889
Qq2k3k3v20v20m120s8,1,0.141667,1,1.105263,1.105263,0.525,0.637037,0.477778,0.2375
Qq2k3k3v20v20m120s9,1,0.1,1,1.011173,1.011173,0.502778,0.648148,0.486111,0.248611
Qq2k3k3v20v20m160s10,1,0.08125,1,0.95122,0.95122,0.4875,0.630556,0.472917,0.25625
Qq2k3k3v20v20m160s1,1,0.125,1,1.025316,1.025316,0.50625,0.733333,0.55,0.246875
Qq2k3k3v20v20m160s2,1,0.1,1,0.935484,0.935484,0.483333,0.675,0.50625,0.258333
Qq2k3k3v20v20m160s3,1,0.125,1,1.008368,1.008368,0.502083,0.666667,0.5,0.248958
Qq2k3k3v20v20m160s4,1,0.08125,1,0.92,0.92,0.479167,0.630556,0.472917,0.260417
Qq2k3k3v20v20m160s5,1,0.06875,1,0.935484,0.935484,0.483333,0.627778,0.470833,0.258333
Qq2k3k3v20v20m160s6,1,0.1,1,0.927711,0.927711,0.48125,0.652778,0.489583,0.259375
Qq2k3k3v20v20m160s7,1,0.13125,1,0.967213,0.967213,0.491667,0.686111,0.514583,0.254167
Qq2k3k3v20v20m160s8,1,0.125,1,1.086957,1.086957,0.520833,0.613889,0.460417,0.239583
Qq2k3k3v20v20m160s9,1,0.10625,1,0.983471,0.983471,0.495833,0.658333,0.49375,0.252083
Qq2k3k3v20v20m200s10,1,0.095,1,0.967213,0.967213,0.491667,0.635556,0.476667,0.254167
Qq2k3k3v20v20m200s1,1,0.115,1,1.013423,1.013423,0.503333,0.702222,0.526667,0.248333
Qq2k3k3v20v20m200s2,1,0.095,1,0.923077,0.923077,0.48,0.675556,0.506667,0.26
Qq2k3k3v20v20m200s3,1,0.125,1,0.967213,0.967213,0.491667,0.671111,0.503333,0.254167
Qq2k3k3v20v20m200s4,1,0.095,1,1.013423,1.013423,0.503333,0.628889,0.471667,0.248333
Qq2k3k3v20v20m200s5,1,0.08,1,0.954397,0.954397,0.488333,0.646667,0.485,0.255833
Qq2k3k3v20v20m200s6,1,0.1,1,0.973684,0.973684,0.493333,0.644444,0.483333,0.253333
Qq2k3k3v20v20m200s7,1,0.135,1,0.973684,0.973684,0.493333,0.682222,0.511667,0.253333
Qq2k3k3v20v20m200s8,1,0.11,1,1.054795,1.054795,0.513333,0.62,0.465,0.243333
Qq2k3k3v20v20m200s9,1,0.12,1,0.993355,0.993355,0.498333,0.657778,0.493333,0.250833
Qq2k3k3v20v20m240s10,1,0.0875,1,0.972603,0.972603,0.493056,0.638889,0.479167,0.253472
Qq2k3k3v20v20m240s1,1,0.120833,1,1.028169,1.028169,0.506944,0.703704,0.527778,0.246528
