@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC

@DATA
./SAT05/crafted/sorge05/QG7a/gensys-ukn003.shuffled-as.sat05-3843.cnf,1,0.07,0.0891,0,0,2.8294,3.4583,0.1264,0.8703,0.2322,1695,1,925,0.309,0.6068,1858,0.7731,0.6665,2095,0.7349,1945.75,1.6754,2233,0.3783,0.8264,0.8546,2203,0.173,2181,0.5297,1,0.4959,0.1511,0.4488,0.4766,2.5972,0,0.0716,0.1584,0.1799,0,0.6,0.9999,2.1369,0.0045,0.0737,0.4997,0.499,0.6316,0.2135,16.7853,1.4465,16.2062,15.2283,11.9449,0.3244,0.1211,1.3169,20.4848,18.9898,?,0.0029,0.0001,18.2283,2.4213
./SAT11/crafted/skvortsov/battleship/battleship-13-13-unsat.cnf,1,0.8571,0.8571,1,0.7232,0,0,0.8571,0,0.8087,4897,0.04,4897,1,0.7233,4897,0.7234,0.7233,4905,0.7234,4905.6667,0,4915,1.0778,0.7234,0.7235,4915,0.1429,4915,0.849,0.7236,0.0372,0.0371,0.0372,0.0372,0,0.0371,0,0,0.0015,0.04,0.04,0.0373,0.4101,0.0769,2.308,0.0373,0.0372,3.0163,0.0917,55.5155,0,52.6828,52.6828,52.6828,0.0014,0.0369,0,57.4435,57.4435,0.0127,0.142,0.142,57.4435,0
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-6_2072.cnf,1,0,0.5344,0.2,0.0003,3.9749,6.0071,0.1004,0.3454,0.3934,422,0.9825,404,0.775,0.1484,480,0.6016,0.3464,505,0.5751,619.25,4.8996,1535,0.518,0.794,0.9912,939,0.0148,610,0.4943,0.9994,0,0,0,0,0.9346,0,0,0.3058,0.4951,0,0.3206,0.0043,0.9982,0.0114,3.8478,0,0,6.9805,0.3334,33.8989,0.1536,31,29.3109,28.6573,5.6306,0.1797,0.4083,49.2521,43.7551,?,0.0056,0.0029,37.3098,0.6587
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p30-s48700942.cnf,1,0.9713,0.9713,0.875,0.821,3.2793,5.1203,0.9713,0.01,0.8475,110,0.5447,110,0.9984,0.8626,133,0.8919,0.8762,583,0.8892,618.8,4.7226,1590,1.9806,0.9032,0.9121,1590,0.0099,678,0.9517,0.9403,0,0,0,0,0.1196,0,0,0.0722,0.8681,0.1457,0.3237,0.0001,0.1744,0.0679,43.6786,0,0,43.9567,10.4124,79.8784,0,71.8761,71.8571,71.8571,5.9158,0.1431,0.2146,101.9509,101.9509,?,0.0099,0.0099,79.9623,0.233
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_464.cnf,1,0.0027,0.92,1,0.6427,3.3542,5.0918,0.08,0,0.6915,4061,0.8275,4061,1,0.6542,4061,0.6928,0.6667,4103,0.7112,4082,4.8262,4103,1.1402,0.7247,0.7824,4103,0.008,4103,0.8052,0.9814,0,0,0,0,0,0,0.145,0.1563,0.0051,0.127,0.253,0,0.2994,0.0948,28.9393,0,0,25.4655,1.7188,55.0646,0.0019,52.2301,52.2301,52.2301,2.4657,0.0515,0.2491,57.899,57.899,?,0.008,0.0079,57.899,0.3597
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m42-q585-n40-p30-s19690873.cnf,1,0.979,0.979,0.9167,0.7573,3.1954,5.7931,0.979,0.0066,0.8265,22,0.5797,22,0.9991,0.8507,27,0.91,0.8845,47,0.9031,109.3333,5.5454,440,2.2519,0.9285,0.9438,440,0.0064,89,0.9153,0.9771,0,0,0,0,0.0977,0,0,0.0724,1.3678,0.1684,0.3454,0.0001,0.142,0.0513,75.1825,0,0,70.3192,5.8027,86.0347,0,75.45,73.7978,73.7978,9.4155,0.1597,0.2295,110.4516,110.4516,?,0.0063,0.0063,98.4074,0.2592
./SAT03/handmade/anton/UNSAT/SGI_30_70_20_60_10-dir.shuffled-as.sat03-144.cnf,1,0.9697,0.9697,0,0.8478,2.8961,4.2017,0.7195,1.0163,0.9096,151,0.422,151,0.4885,0.8699,698,0.8899,0.8797,2361,0.8886,1986.25,4.3551,4735,1.8913,0.8993,0.9051,4735,0.0128,4735,0.9583,0.9147,0,0,0,0,0.8556,0,0,0.0591,0.8979,0.1861,0.328,0,0.1562,0.1,37.4356,0,0,36.4543,13.616,67.9415,0,66.4901,54.5587,54.5587,2.5197,0.1256,0.1382,75.7054,75.7054,?,0.0127,0.0127,75.7054,0.3911
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_99_u.cnf,1,0.0323,0.147,0,0.0002,1.0783,1.4364,0.2961,0.9479,0.2088,692,0.6667,582,0.2855,0.0047,915,0.0374,0.0153,1299,0.115,1349.0357,0.6288,3690,0.1205,0.1856,0.2257,1979,0.3191,1515,0.5971,0.7732,0.3851,0.157,0.3334,0.3494,1.0856,0.0229,0.1855,0.1137,0.5248,0,0.0669,0.3907,0.495,0.0065,0.1301,0.3904,0.3887,0.3286,0.4874,16.3118,0.3995,11.6383,9.8555,7.4163,0.2805,0.8062,0.9113,66.5724,16.2552,0.1337,0.0062,0.0031,14.5721,0.9106
./SAT04/handmade/anton/l4k4/lksat-n900-m6174-k4-l4-s819398222.used-as.sat04-929.cnf,1,0.0017,0.0112,0,0.0001,3.137,3.125,0.3081,0.8892,0.117,155,0.5714,155,0.3696,0.042,402,0.2198,0.1122,3047,0.2353,1987.25,2.7428,3691,0.0323,0.3514,0.4498,3691,0.1396,3683,0.2724,0.737,0.0534,0.0077,0.0766,0.0238,1.0097,0.0001,0.0589,0.0978,0.7371,0,0.1259,0.3281,0.0696,0.0062,0.2403,0.1859,0.1127,0.6928,0.3913,19.2666,0.4088,3.6169,2.929,2.929,0.8625,0.694,0.4176,33.3209,33.3209,0.065,0.0022,0.0009,32.4778,0.4651
./SAT04/handmade/anton/l5k3/lksat-n900-m3357-k3-l5-s950595579.used-as.sat04-938.cnf,1,0.0049,0.8865,0,0.001,3.4019,3.0176,0.4563,0.6136,0.1234,2653,1,2653,0.4802,0.0861,3654,0.379,0.2029,3808,0.3938,3608,2.4312,3937,0.1261,0.562,0.7112,3937,0.241,3829,0.4112,1,0.106,0.0281,0.1271,0.0555,0.9602,0.0017,0.0382,0.1997,0.1206,0,0.2512,0.8861,0.4319,0.0081,0.2524,0.2301,0.1697,0.7915,0.3062,26.002,0.4154,24.7226,23.9726,23.9726,0.8596,0.0771,0.4156,30.0419,30.0419,0.0531,0.0058,0.0007,26.7912,0.5014
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p15-s2076598.cnf,1,0.9871,0.9871,0.8462,0.7885,3.108,4.4672,0.9871,0.0048,0.9234,502,0.8506,268,0.9998,0.8666,626,0.9057,0.8899,696,0.9025,1133.0833,4.3907,4634,1.6828,0.9226,0.9288,2236,0.0178,944,0.9647,0.986,0,0,0.0001,0,0.0223,0,0,0.0792,1.0183,0.3793,0.5953,0.0007,0.1118,0.1,20.4521,0.0004,0.0001,26.3538,13.4794,62.7245,0,60.768,59.4328,58.2773,1.3865,0.0502,0.1849,69.5094,66.2984,?,0.0178,0.0178,65.7796,0.226
./SAT02/handmade/simon/satex-challenges/c6288.shuffled.cnf,1,0.2396,0.8762,0,0,1.2453,1.2303,0.5419,0.7424,0.1566,530,0.5556,477,0.4775,0.0074,683,0.0975,0.0083,697,0.1154,996.8462,1.9041,2412,0.571,0.159,0.1946,1640,0.2273,1414,0.4333,0.8471,0.0297,0.0206,0.0332,0.021,1.2015,0,0.0845,0.1153,0.5472,0,0.1032,0.2091,0.9063,0.0319,0.284,0.0372,0.0365,0.6973,0.3683,27.9922,1.3821,26.2355,23.2688,22.5911,0.834,0.1179,1.1141,34.7442,31.3898,0.0144,0.0013,0.0006,30.1887,1.0236
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-18_312.cnf,1,0,0.8993,1,0.6057,2.9611,4.9432,0.1007,0,0.7052,471,0.7919,471,1,0.6173,619,0.633,0.6225,870,0.6706,1252,4.2648,4316,1.0008,0.6863,0.7599,4316,0.0116,1156,0.8053,0.9739,0,0,0,0,0,0,0.0267,0.1581,0.9014,0.1258,0.2304,0,0.3267,0.0577,18.4885,0,0,17.2726,2.9179,52.668,0.0711,50.3461,46.7898,46.7898,2.3066,0.0901,0.2615,63.5646,63.5646,?,0.0099,0.009,53.5572,0.3709
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0.9349,0.9349,0.75,0.76,2.8313,4.9117,0.9349,0.0236,0.7565,319,0.4058,230,0.9939,0.7881,322,0.8094,0.7983,614,0.8093,839.4,4.4389,2821,1.4666,0.8192,0.8295,2821,0.0149,1031,0.9073,0.875,0,0,0,0,0.2427,0,0,0.0444,0.9051,0.105,0.1925,0,0.2616,0.0433,32.2747,0,0,26.832,0.2192,57.6833,0.1704,49.2006,48.1599,45.1149,6.763,0.1699,0.1879,78.9836,78.9836,?,0.0042,0.0022,60.987,0.1826
./SAT05/crafted/roussel05/visbmc-PHNF/phnf-size10-exclusive-philo.used-as.sat04-988.shuffled-as.sat05-4195.cnf,1,0.8588,0.8591,0,0,4.2441,5.5809,0.6449,1.0213,0.0273,0,0.967,0,0.467,0.4955,0,0.931,0.791,0,0.8356,0,5.0413,0,0.8257,0.9863,0.9987,0,0.0192,0,0.0871,1,0.0568,0.0001,0.1054,0.0073,1.2318,0,0.0744,0.2005,0,0,0.3404,0.5,0.6065,0.0006,18.7974,0.292,0.1627,25.6627,0,0,0.794,0,0,0,1.1746,0,0.8252,0,0,?,0.0001,0,0,0.8519
./SAT04/handmade/kexu/frb-0.8/frb45-21-1.used-as.sat04-883.cnf,1,0.9348,0.9348,0.8182,0.7632,2.8156,4.9521,0.9348,0.0236,0.7478,288,0.323,287,0.9939,0.7876,299,0.8082,0.7971,393,0.8085,781.9091,4.4267,2022,1.4682,0.8195,0.8291,1677,0.0148,1464,0.9059,0.8559,0,0,0,0,0.2428,0,0,0.0412,0.786,0.0929,0.1903,0,0.2623,0.0433,32.2678,0,0,27.6208,11.6992,52.0444,0.1866,41.3651,40.5753,39.7735,4.7234,0.2277,0.1787,70.0155,69.9413,?,0.0042,0.0025,69.866,0.1737
./SAT11/crafted/skvortsov/battleship/battleship-11-21-sat.cnf,1,0.9052,0.9052,1,0.8287,0,0,0.9052,0,0.9074,4821,0.0476,4821,1,0.8287,4821,0.8288,0.8288,4832,0.8288,4834.6667,0,4851,1.4642,0.8288,0.8288,4851,0.181,4851,0.9245,0.8288,0.233,0.233,0.233,0.233,0,0.2329,0.0723,0,0.0026,0.0476,0.0476,0.233,0.3136,0.0909,2.0464,0.233,0.233,2.6288,1.2217,88.215,0.0097,84.1817,84.1817,84.1817,0.0001,0.0328,0,90.8046,90.8046,0.0095,0.1728,0.1724,90.8046,0
./SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.0801,0.0909,0,0,2.7621,3.192,0.1178,0.8806,0.2475,1169,1,785,0.311,0.6447,1376,0.7496,0.6662,1832,0.7366,1690.9333,1.7158,2197,0.3821,0.8242,0.854,2052,0.1674,1979,0.572,1,0.496,0.1679,0.4491,0.4729,2.5376,0.0851,0.0766,0.1483,0.2306,0,0.6139,0.9999,2.0261,0.0056,0.0878,0.4997,0.499,0.6482,0.199,16.072,1.3171,15.0624,14.2137,12.3961,0.3236,0.0913,1.1941,17.9554,17.4731,?,0.0034,0.0001,17.2879,2.0884
./SAT04/handmade/kexu/frb-0.8/frb59-26-2.used-as.sat04-892.cnf,1,0.9463,0.9463,0.7778,0.7816,2.8117,5.2853,0.9463,0.0174,0.726,222,0.3722,89,0.9959,0.8122,228,0.8367,0.824,277,0.8362,378.6667,4.7382,1654,1.6619,0.8497,0.8581,423,0.0113,355,0.9286,0.8957,0,0,0,0,0.2102,0,0,0.0414,1.0367,0.0796,0.1814,0,0.2246,0.0325,42.7295,0,0,36.5561,2.1412,59.9934,0.1903,47.4342,46.8798,46.1424,5.0976,0.3019,0.192,108.4075,78.8876,?,0.0026,0.0015,77.2057,0.1855
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes2.cnf,1,0.9552,0.9552,0.75,0.5503,2.697,5.5209,0.9552,0.013,0.8016,50,0.3028,41,0.9972,0.7334,138,0.86,0.7988,158,0.8382,142.1538,4.9595,195,1.8716,0.8874,0.9096,182,0.0088,179,0.9243,0.9328,0,0,0,0,0.1833,0,0,0.0363,0.3572,0.0794,0.1685,0,0.194,0.0258,52.6108,0,0,49.8732,4.2899,66.1533,0.188,55.7167,55.2975,54.8372,14.3093,0.17,0.1811,89.0732,86.3,?,0.0017,0.0009,70.7101,0.1717
./SAT11/crafted/spence/sgen/sgen3-n260-s62321009-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6298,0.8947,0.6511,4351,0.3333,4351,0.5237,0.5831,4430,0.5832,0.5832,4454,0.5832,4432.3333,1.4287,4466,0.4472,0.5832,0.5832,4466,0.4167,4459,0.8229,0.5833,0.2295,0.2295,0.2295,0.2295,1.118,0.2294,0.0326,0,0.0087,0.3333,0.3333,0.2295,0.4506,0.0192,0.5184,0.2295,0.2295,1.0406,0.2081,41.6567,0.0213,38.8604,38.0401,38.0401,0.0001,0.0817,0,46.649,46.649,0.0952,0.0191,0.0176,46.0446,0.4023
./SAT11/crafted/mosoi/289/289-sat-6x19.cnf,1,0.0323,0.0323,1,0.5088,0,0,0.7581,0,0.9662,3322,0.011,3322,1,0.509,3322,0.509,0.509,3771,0.509,3546.5,0,3771,0.5928,0.509,0.5091,3771,0.0323,3771,0.9973,0.5091,0.0064,0.0064,0.0064,0.0064,0,0.0064,0,0,0.0633,0.011,0.011,0.0064,0.6867,0.0351,6.5448,0.0064,0.0064,6.6574,48.3735,33.1743,0,28.1668,28.1668,28.1668,0.0002,0.1509,0,38.1818,38.1818,?,0.0322,0.0322,38.1818,0
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_u.cnf,1,0.272,0.5824,0,0.001,2.1674,2.0374,0.6326,0.6266,0.1085,2045,1,2045,0.5839,0.0409,2546,0.2272,0.0979,2974,0.3044,2743.6667,1.6262,3069,1.0135,0.4433,0.7024,3069,0.165,3009,0.5299,1,0.3064,0.0865,0.2742,0.2437,1.6272,0,0.0774,0.2323,0.1411,0,0.2363,0.9037,1.5594,0.0253,0.4049,0.3701,0.3415,1.5156,0.3569,15.947,2.0222,14.4882,11.4377,11.4377,0.3744,0.1307,3.524,17.9193,17.9193,?,0.0038,0.0001,17.615,4.1046
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_170.shuffled.cnf,1,0,0.0003,0,0.0005,1.0364,1.2942,0.1925,0.6696,0.5555,3901,0.0488,3901,0.3779,0.0036,3993,0.0191,0.0077,4077,0.0249,4075.5714,2.5089,4277,0.0467,0.034,0.0522,4277,0.0581,4158,0.7388,0.1322,0.0034,0.0029,0.0035,0.0032,1.043,0.0026,0,0.0094,0.0271,0,0.0079,0.0043,0.2162,0.0294,0.8235,0.0039,0.0037,1.3049,0.2783,36.0782,0.0257,35.2683,35.0743,35.0743,0.1059,0.0259,0.0121,37.6111,37.6111,0.0556,0.0502,0.0455,37.2436,0.1899
./SAT11/crafted/skvortsov/battleship/battleship-16-31-sat.cnf,1,0.9356,0.9356,1,0.8716,0,0,0.9356,0,0.9239,4872,0.0323,4872,1,0.8716,4872,0.8716,0.8716,4872,0.8716,4872,0,4872,1.8405,0.8716,0.8717,4872,0.1247,4872,0.9393,0.8717,0.1897,0.1897,0.1897,0.1897,0,0.1897,0,0,0,0.0323,0.0323,0.1898,0.2389,0.0625,2.6771,0.1898,0.1898,3.4461,5.1193,171.3169,0.0159,171.3169,171.3169,171.3169,0.0002,0,0,171.3169,171.3169,0.0043,0.0868,0.0855,171.3169,0
./SAT11/crafted/mosoi/289/289-unsat-9x32.cnf,1,0.012,0.012,1,0.3978,0,0,0.753,0,0.7197,456,0.004,452,1,0.3984,486,0.3987,0.3985,540,0.3987,1090.9231,0,4143,0.5831,0.3989,0.399,3568,0.012,658,0.813,0.4008,0,0,0,0,0,0,0,0,1.0986,0.004,0.004,0,0.6204,0.0139,11.9033,0,0,12.7416,0.0128,29.2769,0,27.5736,26.693,25.6814,0.0066,0.0886,0,35.202,33.3538,?,0.0119,0.0119,30.2759,0
./SAT11/crafted/skvortsov/battleship/battleship-15-29-sat.cnf,1,0.9312,0.9312,1,0.865,0,0,0.9312,0,0.9209,4834,0.0345,4834,1,0.865,4834,0.865,0.865,4887,0.865,4860.5,0,4887,1.7716,0.8651,0.8651,4887,0.133,4887,0.9367,0.8651,0.1968,0.1968,0.1968,0.1968,0,0.1968,0,0,0.0055,0.0345,0.0345,0.1969,0.2505,0.0667,2.5804,0.1969,0.1969,3.2788,2.8354,161.406,0.0185,158.0854,158.0854,158.0854,0.0001,0.0206,0,164.7266,164.7266,0.0049,0.0908,0.0893,164.7266,0
./SAT11/crafted/spence/sgen/sgen3-n140-s18527668-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6756,0.9534,0.6989,4581,0.3333,4581,0.494,0.5831,4586,0.5832,0.5831,4608,0.5832,4622,1.2016,4668,0.4472,0.5832,0.5832,4668,0.4167,4667,0.8357,0.5833,0.2295,0.2295,0.2295,0.2295,1.1056,0.2294,0.0503,0,0.0083,0.3333,0.3333,0.2295,0.4506,0.0357,0.6773,0.2295,0.2295,1.1919,0.2679,27.8586,0.0235,27.1177,25.7552,25.7552,0.0001,0.0503,0,29.8271,29.8271,0.0952,0.0355,0.0327,28.8378,0.3118
./SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6117,0.9821,0.6645,4435,0.3333,4435,0.478,0.5831,4442,0.5832,0.5832,4466,0.5832,4477.5,1.5657,4551,0.4472,0.5832,0.5832,4551,0.4167,4516,0.8368,0.5833,0.2295,0.2295,0.2295,0.2295,1.1161,0.2294,0.0992,0,0.0094,0.3333,0.3333,0.2295,0.4506,0.0227,0.556,0.2295,0.2295,1.0796,0.221,36.9574,0.0174,34.9356,32.4793,32.4793,0.0001,0.0767,0,40.8083,40.8083,0.0952,0.0226,0.0208,39.8425,0.4266
./SAT11/crafted/mosoi/289/289-sat-6x9.cnf,1,0.0698,0.0698,1,0.619,0,0,0.7674,0,0.9992,4272,0.0244,4272,1,0.619,4272,0.619,0.619,4272,0.619,4272,0,4272,0.6106,0.6191,0.6191,4272,0.0698,4272,0.9999,0.6191,0.3429,0.3429,0.3429,0.3429,0,0.3429,0,0,0,0.0244,0.0244,0.343,0.7761,0.0741,3.8581,0.3429,0.3429,3.8406,0,35.2217,0,35.2217,35.2217,35.2217,0,0,0,35.2217,35.2217,0.0048,0.0693,0.0693,35.2217,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p15-s1351253.cnf,1,0.9798,0.9798,0.9286,0.0111,3.4131,6.3406,0.9798,0.005,0.879,3,0.4527,3,0.9993,0.9684,8,0.9965,0.9857,23,0.9812,16.3333,6.1267,26,2.6652,0.9998,1,26,0.003,24,0.9283,1,0.0049,0,0.0158,0.0002,0.1037,0,0,0.0803,0.5298,0.0453,0.2434,0.5,0.1482,0.0363,163.344,0.0436,0.0196,109.81,2.4459,117.6758,0,113.8333,109.913,109.913,1.8952,0.0472,0.1708,125.2308,125.2308,?,0.003,0.003,124.2857,0.1982
./SAT11/crafted/mosoi/289/289-unsat-17x27.cnf,1,0.0072,0.0072,1,0.0044,0,0,0.7518,0,0.6172,411,0.0024,354,1,0.318,459,0.3569,0.3304,607,0.3519,1044.1667,0,3761,0.5808,0.3837,0.4021,3402,0.0072,766,0.6698,0.4705,0,0,0,0,0,0,0,0,1.0947,0.0024,0.0024,0,0.6008,0.0087,14.6792,0,0,17.0365,0.0138,29.6448,0,28.3309,27.8295,27.3184,12.0454,0.0706,0,34.3424,33.2924,?,0.0072,0.0072,30.5943,0
./SAT05/crafted/sorge05/QG6/dead-dnd002.shuffled-as.sat05-2713.cnf,1,0.1019,0.1759,0,0,2.6907,3.0496,0.1419,0.9222,0.4355,641,1,256,0.294,0.5112,1323,0.7482,0.6105,1711,0.685,1802.75,1.287,2997,0.4536,0.7998,0.8331,2822,0.2118,2653,0.8731,1,0.4997,0.0443,0.4212,0.4971,2.9316,0.0015,0.0565,0.1725,0.4776,0,0.5333,1,2.6115,0.0129,0.3467,0.5,0.4999,1.0203,0.3084,20.8584,1.4947,19.5208,18.064,17.9361,0.4237,0.0918,4.3842,24.7946,23.1241,?,0.0076,0.0012,22.1421,2.5423
./SAT11/crafted/skvortsov/battleship/battleship-10-18-sat.cnf,1,0.8901,0.8901,1,0.8154,0,0,0.8901,0,0.8977,4792,0.0526,4792,1,0.8154,4824,0.8154,0.8154,4833,0.8154,4840.5,0,4913,1.3315,0.8155,0.8155,4913,0.1978,4913,0.9216,0.8155,0.2435,0.2435,0.2435,0.2435,0,0.2435,0,0,0.0092,0.0526,0.0526,0.2435,0.3463,0.1,1.8782,0.2435,0.2435,2.4348,0.411,73.7962,0.0274,73.476,72.6638,72.6638,0.0001,0.0106,0,74.6267,74.6267,0.0123,0.1332,0.1308,74.6267,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1150c84314gyes1.cnf,1,0.9349,0.9349,0.8,0.7637,2.9075,4.8,0.9349,0.0236,0.7691,288,0.3475,179,0.9939,0.7887,433,0.8088,0.7982,688,0.8092,696.3333,4.3346,1779,1.4631,0.8206,0.8289,1097,0.015,915,0.9403,0.8632,0,0,0,0,0.2431,0,0.0186,0.0451,0.5934,0.083,0.1933,0,0.2605,0.0433,31.7733,0,0,26.8379,0.2714,55.2168,0.2047,50.6621,44.1493,43.7621,8.7813,0.1476,0.1759,72.5273,60.5563,?,0.0041,0.0019,60.5159,0.1696
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_508.cnf,1,0.0025,0.923,1,0.6559,3.343,5.2336,0.077,0,0.7047,1592,0.84,1592,1,0.6664,2214,0.7006,0.6772,2390,0.7189,2522,4.9551,3892,1.1742,0.7323,0.7864,3892,0.0073,3892,0.8067,0.9837,0,0,0,0,0,0,0.1399,0.1568,0.3349,0.1254,0.252,0,0.2904,0.0906,31.9825,0,0,27.5149,0.2622,61.0966,0.0016,63.1615,48.8276,48.8276,2.4937,0.1179,0.2498,66.8157,66.8157,?,0.0073,0.0072,66.8157,0.3602
./SAT05/crafted/sabharwal05/counting/php/unsat/easier/php-010-008.shuffled-as.sat05-1171.cnf,1,0.7667,0.7667,0,0.7474,0,0,0.5667,1.1471,0.8549,4697,0,4697,0.4016,0.7475,4818,0.7787,0.7767,4845,0.7754,4809.75,1.6874,4879,0.8056,0.7886,0.7904,4879,0.1944,4879,0.8887,0.7905,0.1954,0.1872,0.1968,0.1874,1.0941,0.1871,0,0,0.0143,0,0,0.2141,0.6033,0.2,2.57,0.2138,0.1955,2.5407,0.0847,21.4178,0.1864,21.3014,19.891,19.891,0.0469,0.0458,0,22.5212,22.5212,0.0402,0.0988,0.0667,22.5212,0.3923
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0.0088,0.9293,1,0.6535,3.5107,5.3432,0.0707,0,0.6764,3945,0.8497,3945,1,0.6777,3945,0.7083,0.6877,4538,0.7269,4241.5,5.1021,4538,1.2004,0.7404,0.7937,4538,0.0066,4538,0.799,0.9843,0,0,0,0,0,0,0.1763,0.1568,0.0699,0.1276,0.274,0,0.3102,0.0845,34.8292,0,0,30.3236,8.0151,49.459,0.0016,48.0582,48.0582,48.0582,2.5462,0.0283,0.2426,50.8598,50.8598,?,0.0066,0.0066,50.8598,0.3562
