@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC

@DATA
geo50-20-d4-75-24_ext.xml.minion.gz,1,322,0.076424
geo50-20-d4-75-25_ext.xml.minion.gz,1,335,0.095079
geo50-20-d4-75-26_ext.xml.minion.gz,1,346,0.078277
geo50-20-d4-75-27_ext.xml.minion.gz,1,334,0.10315
geo50-20-d4-75-28_ext.xml.minion.gz,1,331,0.128015
geo50-20-d4-75-29_ext.xml.minion.gz,1,311,0.128459
geo50-20-d4-75-2_ext.xml.minion.gz,1,328,0.119248
geo50-20-d4-75-30_ext.xml.minion.gz,1,344,0.105221
geo50-20-d4-75-31_ext.xml.minion.gz,1,333,0.065585
geo50-20-d4-75-32_ext.xml.minion.gz,1,325,0.107239
geo50-20-d4-75-33_ext.xml.minion.gz,1,329,0.100651
geo50-20-d4-75-34_ext.xml.minion.gz,1,322,0.097721
geo50-20-d4-75-35_ext.xml.minion.gz,1,330,0.119843
geo50-20-d4-75-36_ext.xml.minion.gz,1,322,0.065012
geo50-20-d4-75-37_ext.xml.minion.gz,1,335,0.085693
geo50-20-d4-75-38_ext.xml.minion.gz,1,319,0.111114
geo50-20-d4-75-39_ext.xml.minion.gz,1,333,0.073055
geo50-20-d4-75-3_ext.xml.minion.gz,1,319,0.102181
geo50-20-d4-75-40_ext.xml.minion.gz,1,322,0.086055
geo50-20-d4-75-41_ext.xml.minion.gz,1,332,0.143864
geo50-20-d4-75-42_ext.xml.minion.gz,1,336,0.092679
geo50-20-d4-75-43_ext.xml.minion.gz,1,326,0.09148
geo50-20-d4-75-44_ext.xml.minion.gz,1,349,0.104525
geo50-20-d4-75-45_ext.xml.minion.gz,1,322,0.118727
geo50-20-d4-75-46_ext.xml.minion.gz,1,321,0.107364
geo50-20-d4-75-47_ext.xml.minion.gz,1,324,0.094441
geo50-20-d4-75-48_ext.xml.minion.gz,1,322,0.089643
geo50-20-d4-75-49_ext.xml.minion.gz,1,333,0.095833
geo50-20-d4-75-4_ext.xml.minion.gz,1,316,0.096336
geo50-20-d4-75-50_ext.xml.minion.gz,1,332,0.104601
geo50-20-d4-75-51_ext.xml.minion.gz,1,334,0.112245
geo50-20-d4-75-52_ext.xml.minion.gz,1,328,0.150702
geo50-20-d4-75-53_ext.xml.minion.gz,1,318,0.114624
geo50-20-d4-75-54_ext.xml.minion.gz,1,319,0.085999
geo50-20-d4-75-55_ext.xml.minion.gz,1,324,0.12512
geo50-20-d4-75-56_ext.xml.minion.gz,1,341,0.109469
geo50-20-d4-75-57_ext.xml.minion.gz,1,331,0.165795
geo50-20-d4-75-58_ext.xml.minion.gz,1,329,0.098351
geo50-20-d4-75-59_ext.xml.minion.gz,1,329,0.087924
geo50-20-d4-75-5_ext.xml.minion.gz,1,333,0.107036
geo50-20-d4-75-60_ext.xml.minion.gz,1,322,0.128872
geo50-20-d4-75-61_ext.xml.minion.gz,1,318,0.110391
geo50-20-d4-75-62_ext.xml.minion.gz,1,347,0.121487
geo50-20-d4-75-63_ext.xml.minion.gz,1,322,0.12881
geo50-20-d4-75-64_ext.xml.minion.gz,1,330,0.081894
geo50-20-d4-75-65_ext.xml.minion.gz,1,324,0.118603
geo50-20-d4-75-66_ext.xml.minion.gz,1,312,0.090382
geo50-20-d4-75-67_ext.xml.minion.gz,1,321,0.115186
geo50-20-d4-75-68_ext.xml.minion.gz,1,320,0.106283
geo50-20-d4-75-69_ext.xml.minion.gz,1,321,0.103988
geo50-20-d4-75-6_ext.xml.minion.gz,1,330,0.09583
geo50-20-d4-75-70_ext.xml.minion.gz,1,325,0.141927
geo50-20-d4-75-71_ext.xml.minion.gz,1,334,0.10024
geo50-20-d4-75-72_ext.xml.minion.gz,1,317,0.087229
geo50-20-d4-75-73_ext.xml.minion.gz,1,318,0.1198
geo50-20-d4-75-74_ext.xml.minion.gz,1,323,0.113648
geo50-20-d4-75-75_ext.xml.minion.gz,1,313,0.10646
geo50-20-d4-75-76_ext.xml.minion.gz,1,328,0.064992
geo50-20-d4-75-77_ext.xml.minion.gz,1,335,0.097616
geo50-20-d4-75-78_ext.xml.minion.gz,1,336,0.088926
geo50-20-d4-75-79_ext.xml.minion.gz,1,326,0.093504
geo50-20-d4-75-7_ext.xml.minion.gz,1,329,0.132988
geo50-20-d4-75-80_ext.xml.minion.gz,1,327,0.096926
geo50-20-d4-75-81_ext.xml.minion.gz,1,332,0.100476
geo50-20-d4-75-82_ext.xml.minion.gz,1,320,0.096485
geo50-20-d4-75-83_ext.xml.minion.gz,1,326,0.128125
geo50-20-d4-75-84_ext.xml.minion.gz,1,328,0.076779
geo50-20-d4-75-85_ext.xml.minion.gz,1,332,0.118459
geo50-20-d4-75-86_ext.xml.minion.gz,1,330,0.138145
geo50-20-d4-75-87_ext.xml.minion.gz,1,349,0.125524
geo50-20-d4-75-88_ext.xml.minion.gz,1,318,0.070921
geo50-20-d4-75-89_ext.xml.minion.gz,1,338,0.121091
geo50-20-d4-75-8_ext.xml.minion.gz,1,339,0.10997
geo50-20-d4-75-90_ext.xml.minion.gz,1,345,0.135762
geo50-20-d4-75-91_ext.xml.minion.gz,1,312,0.081976
geo50-20-d4-75-92_ext.xml.minion.gz,1,330,0.097255
geo50-20-d4-75-93_ext.xml.minion.gz,1,323,0.099618
geo50-20-d4-75-94_ext.xml.minion.gz,1,319,0.124859
geo50-20-d4-75-95_ext.xml.minion.gz,1,320,0.099177
geo50-20-d4-75-96_ext.xml.minion.gz,1,321,0.128832
geo50-20-d4-75-97_ext.xml.minion.gz,1,315,0.118081
geo50-20-d4-75-98_ext.xml.minion.gz,1,316,0.086241
geo50-20-d4-75-99_ext.xml.minion.gz,1,337,0.091596
geo50-20-d4-75-9_ext.xml.minion.gz,1,319,0.121059
geom-30a-3-ext.xml.minion.converted.minion.gz,1,324,0.071285
geom-30a-4-ext.xml.minion.converted.minion.gz,1,263,0.071285
geom-30a-5-ext.xml.minion.converted.minion.gz,1,184,0.071285
geom-30a-6-ext.xml.minion.converted.minion.gz,1,169,0.071285
geom-40-2-ext.xml.minion.converted.minion.gz,1,513,0.034821
geom-40-3-ext.xml.minion.converted.minion.gz,1,324,0.034821
geom-40-4-ext.xml.minion.converted.minion.gz,1,263,0.034821
geom-40-5-ext.xml.minion.converted.minion.gz,1,184,0.034821
geom-40-6-ext.xml.minion.converted.minion.gz,1,169,0.034821
hanoi-3_ext.xml.minion.converted.minion.gz,1,900,0.078567
hanoi-4_ext.xml.minion.converted.minion.gz,1,968,0.024995
hanoi-5_ext.xml.minion.converted.minion.gz,1,986,0.008315
hanoi-6_ext.xml.minion.converted.minion.gz,1,998,0.00285
hanoi-7_ext.xml.minion.converted.minion.gz,1,1000,0.000992
hole-06_ext.xml.minion.converted.minion.gz,1,260,0
hole-07_ext.xml.minion.converted.minion.gz,1,260,0
hole-08_ext.xml.minion.converted.minion.gz,1,260,0
hole-09_ext.xml.minion.converted.minion.gz,1,260,0
hole-10_ext.xml.minion.converted.minion.gz,1,260,0
jnh01_ext.xml.minion.converted.minion.gz,1,260,0.037266
jnh02_ext.xml.minion.converted.minion.gz,1,510,0.058
jnh03_ext.xml.minion.converted.minion.gz,1,510,0.052587
jnh04_ext.xml.minion.converted.minion.gz,1,260,0.054148
jnh05_ext.xml.minion.converted.minion.gz,1,513,0.053126
jnh06_ext.xml.minion.converted.minion.gz,1,260,0.054314
jnh07_ext.xml.minion.converted.minion.gz,1,510,0.052494
jnh08_ext.xml.minion.converted.minion.gz,1,497,0.052096
jnh09_ext.xml.minion.converted.minion.gz,1,513,0.05091
jnh10_ext.xml.minion.converted.minion.gz,1,510,0.051928
jnh11_ext.xml.minion.converted.minion.gz,1,513,0.053653
jnh12_ext.xml.minion.converted.minion.gz,1,510,0.051732
jnh13_ext.xml.minion.converted.minion.gz,1,497,0.055254
jnh14_ext.xml.minion.converted.minion.gz,1,513,0.051301
jnh15_ext.xml.minion.converted.minion.gz,1,510,0.053594
jnh16_ext.xml.minion.converted.minion.gz,1,513,0.050822
jnh17_ext.xml.minion.converted.minion.gz,1,510,0.056661
jnh18_ext.xml.minion.converted.minion.gz,1,497,0.054404
jnh19_ext.xml.minion.converted.minion.gz,1,260,0.055182
jnh201_ext.xml.minion.converted.minion.gz,1,260,0.040925
jnh202_ext.xml.minion.converted.minion.gz,1,510,0.05999
jnh203_ext.xml.minion.converted.minion.gz,1,510,0.056087
jnh204_ext.xml.minion.converted.minion.gz,1,260,0.058265
jnh205_ext.xml.minion.converted.minion.gz,1,513,0.057044
jnh206_ext.xml.minion.converted.minion.gz,1,497,0.058934
jnh207_ext.xml.minion.converted.minion.gz,1,260,0.05586
jnh208_ext.xml.minion.converted.minion.gz,1,510,0.05693
jnh209_ext.xml.minion.converted.minion.gz,1,260,0.060413
jnh20_ext.xml.minion.converted.minion.gz,1,513,0.054214
jnh210_ext.xml.minion.converted.minion.gz,1,510,0.057471
jnh211_ext.xml.minion.converted.minion.gz,1,510,0.059683
jnh212_ext.xml.minion.converted.minion.gz,1,260,0.058277
jnh213_ext.xml.minion.converted.minion.gz,1,510,0.057117
jnh214_ext.xml.minion.converted.minion.gz,1,497,0.060099
jnh215_ext.xml.minion.converted.minion.gz,1,260,0.055564
jnh216_ext.xml.minion.converted.minion.gz,1,510,0.058447
jnh217_ext.xml.minion.converted.minion.gz,1,260,0.058198
jnh218_ext.xml.minion.converted.minion.gz,1,510,0.057931
jnh219_ext.xml.minion.converted.minion.gz,1,497,0.058737
jnh220_ext.xml.minion.converted.minion.gz,1,260,0.056982
jnh301_ext.xml.minion.converted.minion.gz,1,260,0.035749
jnh302_ext.xml.minion.converted.minion.gz,1,510,0.049295
jnh303_ext.xml.minion.converted.minion.gz,1,497,0.050347
jnh304_ext.xml.minion.converted.minion.gz,1,260,0.050794
jnh305_ext.xml.minion.converted.minion.gz,1,510,0.046206
jnh306_ext.xml.minion.converted.minion.gz,1,513,0.050265
jnh307_ext.xml.minion.converted.minion.gz,1,510,0.047981
jnh308_ext.xml.minion.converted.minion.gz,1,260,0.04998
jnh309_ext.xml.minion.converted.minion.gz,1,510,0.048777
jnh310_ext.xml.minion.converted.minion.gz,1,497,0.053042
langford-2-10.xml.minion.conv.minion,1,870,0
langford-2-11.xml.minion.conv.minion,1,881,0
langford-2-12.xml.minion.conv.minion,1,876,0
langford-2-13.xml.minion.conv.minion,1,884,0
langford-2-14.xml.minion.conv.minion,1,892,0
langford-2-15.xml.minion.conv.minion,1,879,0
langford-2-16.xml.minion.conv.minion,1,871,0
langford-2-17.xml.minion.conv.minion,1,872,0
langford-2-18.xml.minion.conv.minion,1,884,0
langford-2-19.xml.minion.conv.minion,1,880,0
langford-2-20.xml.minion.conv.minion,1,865,0
langford-2-21.xml.minion.conv.minion,1,894,0
langford-2-25.xml.minion.conv.minion,1,884,0
langford-2-2.xml.minion.conv.minion,1,925,0
langford-2-30.xml.minion.conv.minion,1,874,0
langford-2-3.xml.minion.conv.minion,1,919,0
langford-2-40.xml.minion.conv.minion,1,868,0
langford-2-4-ext.xml.minion.gz,1,955,0
langford-2-4.xml.minion.conv.minion,1,899,0
langford-2-50.xml.minion.conv.minion,1,883,0
langford-2-5.xml.minion.conv.minion,1,895,0
langford-2-6.xml.minion.conv.minion,1,885,0
langford-2-7.xml.minion.conv.minion,1,907,0
langford-2-8.xml.minion.conv.minion,1,888,0
langford-2-9.xml.minion.conv.minion,1,892,0
langford-3-11-ext.xml.minion.gz,1,987,0
langford-3-9-ext.xml.minion.gz,1,979,0
lard-83-83.xml.minion.gz,1,531,0
large-80-sat_ext.xml.minion.gz,1,521,0
large-80-unsat_ext.xml.minion.gz,1,515,0
large-84-unsat_ext.xml.minion.gz,1,516,0
latinSquare-dg-10_all.xml.minion,1,999,0
latinSquare-dg-11_all.xml.minion,1,1000,0
latinSquare-dg-12_all.xml.minion,1,1000,0
latinSquare-dg-3_all.xml.minion,1,784,0
latinSquare-dg-4_all.xml.minion,1,892,0
latinSquare-dg-5_all.xml.minion,1,966,0
latinSquare-dg-6_all.xml.minion,1,987,0
latinSquare-dg-7_all.xml.minion,1,995,0
latinSquare-dg-8_all.xml.minion,1,998,0
latinSquare-dg-9_all.xml.minion,1,996,0
le-450-5a-2-ext.xml.minion.converted.minion.gz,1,513,0.011917
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,324,0.011917
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,263,0.011917
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,184,0.011917
lemma-100-9-mod.xml.minion.conv.minion,1,96,0.004737
lemma-12-9-mod.xml.minion.conv.minion,1,96,0.039284
lemma-15-9-mod.xml.minion.conv.minion,1,96,0.029481
lemma-20-9-mod.xml.minion.conv.minion,1,96,0.024495
lemma-30-9-mod.xml.minion.conv.minion,1,96,0.015713
lemma-50-9-mod.xml.minion.conv.minion,1,96,0.0096
magicSquare-10_glb.xml.minion.conv.minion,1,1000,0
magicSquare-11_glb.xml.minion.conv.minion,1,1000,0
magicSquare-12_glb.xml.minion.conv.minion,1,1000,0
magicSquare-13_glb.xml.minion.conv.minion,1,1000,0
magicSquare-14_glb.xml.minion.conv.minion,1,1000,0
magicSquare-15_glb.xml.minion.conv.minion,1,1000,0
magicSquare-16_glb.xml.minion.conv.minion,1,1000,0
magicSquare-17_glb.xml.minion.conv.minion,1,1000,0
magicSquare-18_glb.xml.minion.conv.minion,1,1000,0
magicSquare-19_glb.xml.minion.conv.minion,1,1000,0
magicSquare-3_glb.xml.minion.conv.minion,1,996,0
magicSquare-4_glb.xml.minion.conv.minion,1,1000,0
magicSquare-5_glb.xml.minion.conv.minion,1,1000,0
magicSquare-6_glb.xml.minion.conv.minion,1,1000,0
magicSquare-7_glb.xml.minion.conv.minion,1,1000,0
magicSquare-8_glb.xml.minion.conv.minion,1,1000,0
magicSquare-9_glb.xml.minion.conv.minion,1,1000,0
mug100-1-3.xml.watchless.minion.gz,1,324,0.004665
mug100-1-4.xml.watchless.minion.gz,1,263,0.004665
mug100-25-3.xml.watchless.minion.gz,1,324,0.004665
mug100-25-4.xml.watchless.minion.gz,1,263,0.004665
mug88-1-3.xml.watchless.minion.gz,1,324,0.005293
mug88-1-4.xml.watchless.minion.gz,1,263,0.005293
mug88-25-3.xml.watchless.minion.gz,1,324,0.005293
mug88-25-4.xml.watchless.minion.gz,1,263,0.005293
myciel3-3.xml.watchless.minion.gz,1,324,0.058439
myciel3-4.xml.watchless.minion.gz,1,263,0.058439
myciel4-4.xml.watchless.minion.gz,1,263,0.083732
myciel4-5.xml.watchless.minion.gz,1,184,0.083732
myciel5-4.xml.watchless.minion.gz,1,263,0.093411
myciel5-5.xml.watchless.minion.gz,1,184,0.093411
myciel5-6.xml.watchless.minion.gz,1,169,0.093411
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,324,0.093411
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,263,0.093411
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,184,0.093411
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,169,0.093411
myciel6-4.xml.watchless.minion.gz,1,263,0.093085
myciel6-5.xml.watchless.minion.gz,1,184,0.093085
myciel6-6.xml.watchless.minion.gz,1,169,0.093085
myciel6-7.xml.watchless.minion.gz,1,154,0.093085
myciel7-4.xml.watchless.minion.gz,1,263,0.086925
myciel7-5.xml.watchless.minion.gz,1,184,0.086925
myciel7-6.xml.watchless.minion.gz,1,169,0.086925
myciel7-7.xml.watchless.minion.gz,1,154,0.086925
myciel7-8.xml.watchless.minion.gz,1,136,0.086925
nmr_10_10_3.minion,1,500,0
nmr_10_10_4.minion,1,506,0
nmr_10_10_5.minion,1,492,0
nmr_10_11_3.minion,1,513,0
nmr_10_11_4.minion,1,506,0
nmr_10_11_5.minion,1,515,0
nmr_10_12_3.minion,1,504,0
nmr_10_12_4.minion,1,506,0
nmr_10_12_5.minion,1,505,0
nmr_10_5_3.minion,1,516,0
nmr_10_5_4.minion,1,506,0
nmr_10_5_5.minion,1,494,0
nmr_10_6_3.minion,1,501,0
nmr_10_6_4.minion,1,506,0
nmr_10_6_5.minion,1,520,0
nmr_10_7_3.minion,1,500,0
nmr_10_7_4.minion,1,506,0
nmr_10_7_5.minion,1,492,0
nmr_10_8_3.minion,1,521,0
nmr_10_8_4.minion,1,506,0
nmr_10_8_5.minion,1,492,0
nmr_10_9_3.minion,1,500,0
nmr_10_9_4.minion,1,506,0
nmr_10_9_5.minion,1,493,0
nmr_11_10_3.minion,1,513,0
nmr_11_10_4.minion,1,506,0
nmr_11_10_5.minion,1,515,0
nmr_11_11_3.minion,1,513,0
nmr_11_11_4.minion,1,503,0
nmr_11_11_5.minion,1,515,0
nmr_11_12_3.minion,1,513,0
nmr_11_12_4.minion,1,503,0
nmr_11_12_5.minion,1,515,0
nmr_11_5_3.minion,1,516,0
nmr_11_5_4.minion,1,503,0
nmr_11_5_5.minion,1,515,0
nmr_11_6_3.minion,1,513,0
nmr_11_6_4.minion,1,503,0
nmr_11_6_5.minion,1,520,0
nmr_11_7_3.minion,1,513,0
nmr_11_7_4.minion,1,503,0
nmr_11_7_5.minion,1,515,0
nmr_11_8_3.minion,1,521,0
nmr_11_8_4.minion,1,503,0
nmr_11_8_5.minion,1,515,0
nmr_11_9_3.minion,1,513,0
nmr_11_9_4.minion,1,505,0
nmr_11_9_5.minion,1,515,0
nmr_12_10_3.minion,1,504,0
nmr_12_10_4.minion,1,506,0
nmr_12_10_5.minion,1,505,0
nmr_12_11_3.minion,1,513,0
nmr_12_11_4.minion,1,503,0
nmr_12_11_5.minion,1,515,0
nmr_12_12_3.minion,1,504,0
nmr_12_12_4.minion,1,491,0
nmr_12_12_5.minion,1,505,0
nmr_12_5_3.minion,1,516,0
nmr_12_5_4.minion,1,494,0
nmr_12_5_5.minion,1,505,0
nmr_12_6_3.minion,1,504,0
nmr_12_6_4.minion,1,491,0
nmr_12_6_5.minion,1,520,0
nmr_12_7_3.minion,1,504,0
nmr_12_7_4.minion,1,491,0
nmr_12_7_5.minion,1,505,0
nmr_12_8_3.minion,1,521,0
nmr_12_8_4.minion,1,492,0
nmr_12_8_5.minion,1,505,0
nmr_12_9_3.minion,1,504,0
nmr_12_9_4.minion,1,505,0
nmr_12_9_5.minion,1,505,0
nmr_5_10_3.minion,1,516,0
nmr_5_10_4.minion,1,506,0
nmr_5_10_5.minion,1,494,0
nmr_5_11_3.minion,1,516,0
nmr_5_11_4.minion,1,503,0
nmr_5_11_5.minion,1,515,0
nmr_5_12_3.minion,1,516,0
nmr_5_12_4.minion,1,494,0
nmr_5_12_5.minion,1,505,0
nmr_5_5_3.minion,1,516,0
nmr_5_5_4.minion,1,494,0
nmr_5_5_5.minion,1,494,0
nmr_5_6_3.minion,1,516,0
nmr_5_6_4.minion,1,494,0
nmr_5_6_5.minion,1,520,0
nmr_5_7_3.minion,1,516,0
nmr_5_7_4.minion,1,494,0
nmr_5_7_5.minion,1,494,0
nmr_5_8_3.minion,1,521,0
nmr_5_8_4.minion,1,494,0
nmr_5_8_5.minion,1,494,0
nmr_5_9_3.minion,1,516,0
nmr_5_9_4.minion,1,505,0
nmr_5_9_5.minion,1,494,0
nmr_6_10_3.minion,1,501,0
nmr_6_10_4.minion,1,506,0
nmr_6_10_5.minion,1,520,0
nmr_6_11_3.minion,1,513,0
nmr_6_11_4.minion,1,503,0
nmr_6_11_5.minion,1,520,0
nmr_6_12_3.minion,1,504,0
nmr_6_12_4.minion,1,491,0
nmr_6_12_5.minion,1,520,0
nmr_6_5_3.minion,1,516,0
nmr_6_5_4.minion,1,494,0
nmr_6_5_5.minion,1,520,0
nmr_6_6_3.minion,1,501,0
nmr_6_6_4.minion,1,476,0
nmr_6_6_5.minion,1,520,0
nmr_6_7_3.minion,1,501,0
nmr_6_7_4.minion,1,491,0
nmr_6_7_5.minion,1,520,0
nmr_6_8_3.minion,1,521,0
nmr_6_8_4.minion,1,492,0
nmr_6_8_5.minion,1,520,0
nmr_6_9_3.minion,1,501,0
nmr_6_9_4.minion,1,505,0
nmr_6_9_5.minion,1,520,0
nmr_7_10_3.minion,1,500,0
nmr_7_10_4.minion,1,506,0
nmr_7_10_5.minion,1,492,0
nmr_7_11_3.minion,1,513,0
nmr_7_11_4.minion,1,503,0
nmr_7_11_5.minion,1,515,0
nmr_7_12_3.minion,1,504,0
nmr_7_12_4.minion,1,491,0
nmr_7_12_5.minion,1,505,0
nmr_7_5_3.minion,1,516,0
nmr_7_5_4.minion,1,494,0
nmr_7_5_5.minion,1,494,0
nmr_7_6_3.minion,1,501,0
nmr_7_6_4.minion,1,491,0
nmr_7_6_5.minion,1,520,0
nmr_7_7_3.minion,1,491,0
nmr_7_7_4.minion,1,491,0
nmr_7_7_5.minion,1,475,0
nmr_7_8_3.minion,1,521,0
nmr_7_8_4.minion,1,492,0
nmr_7_8_5.minion,1,477,0
nmr_7_9_3.minion,1,498,0
nmr_7_9_4.minion,1,505,0
nmr_7_9_5.minion,1,493,0
nmr_8_10_3.minion,1,521,0
nmr_8_10_4.minion,1,506,0
nmr_8_10_5.minion,1,492,0
nmr_8_11_3.minion,1,521,0
nmr_8_11_4.minion,1,503,0
nmr_8_11_5.minion,1,515,0
nmr_8_12_3.minion,1,521,0
nmr_8_12_4.minion,1,492,0
nmr_8_12_5.minion,1,505,0
nmr_8_5_3.minion,1,521,0
nmr_8_5_4.minion,1,494,0
nmr_8_5_5.minion,1,494,0
nmr_8_6_3.minion,1,521,0
nmr_8_6_4.minion,1,492,0
nmr_8_6_5.minion,1,520,0
nmr_8_7_3.minion,1,521,0
nmr_8_7_4.minion,1,492,0
nmr_8_7_5.minion,1,477,0
nmr_8_8_3.minion,1,521,0
nmr_8_8_4.minion,1,492,0
nmr_8_8_5.minion,1,477,0
nmr_8_9_3.minion,1,521,0
nmr_8_9_4.minion,1,505,0
nmr_8_9_5.minion,1,493,0
nmr_9_10_3.minion,1,500,0
nmr_9_10_4.minion,1,506,0
nmr_9_10_5.minion,1,493,0
nmr_9_11_3.minion,1,513,0
nmr_9_11_4.minion,1,505,0
nmr_9_11_5.minion,1,515,0
nmr_9_12_3.minion,1,504,0
nmr_9_12_4.minion,1,505,0
nmr_9_12_5.minion,1,505,0
nmr_9_5_3.minion,1,516,0
nmr_9_5_4.minion,1,505,0
nmr_9_5_5.minion,1,494,0
nmr_9_6_3.minion,1,501,0
nmr_9_6_4.minion,1,505,0
nmr_9_6_5.minion,1,520,0
nmr_9_7_3.minion,1,498,0
nmr_9_7_4.minion,1,505,0
nmr_9_7_5.minion,1,493,0
nmr_9_8_3.minion,1,521,0
nmr_9_8_4.minion,1,505,0
nmr_9_8_5.minion,1,493,0
nmr_9_9_3.minion,1,498,0
nmr_9_9_4.minion,1,505,0
nmr_9_9_5.minion,1,493,0
ortholatin-10.xml.minion,1,1000,0.127279
ortholatin-15.xml.conv.minion,1,1000,0.136882
ortholatin-20.xml.conv.minion,1,1000,0.141814
ortholatin-2.xml.minion,1,892,0.039284
ortholatin-5.xml.minion,1,1000,0.100566
ortholatin-6.xml.minion,1,1000,0.109121
ortholatin-7.xml.minion,1,1000,0.115446
ortholatin-8.xml.minion,1,1000,0.120306
ortholatin-9.xml.minion,1,1000,0.124156
peg10.minion.converted.minion.gz,1,572,0.009413
peg11.minion.converted.minion.gz,1,572,0.009413
peg12.minion.converted.minion.gz,1,572,0.009413
peg13.minion.converted.minion.gz,1,572,0.009413
peg14.minion.converted.minion.gz,1,572,0.009413
peg15.minion.converted.minion.gz,1,572,0.009413
peg16.minion.converted.minion.gz,1,572,0.009413
peg17.minion.converted.minion.gz,1,572,0.009413
peg18.minion.converted.minion.gz,1,572,0.009413
peg19.minion.converted.minion.gz,1,572,0.009413
peg1.minion.converted.minion.gz,1,572,0.009413
peg20.minion.converted.minion.gz,1,572,0.009413
peg21.minion.converted.minion.gz,1,572,0.009413
peg22.minion.converted.minion.gz,1,572,0.009413
peg23.minion.converted.minion.gz,1,572,0.009413
peg24.minion.converted.minion.gz,1,572,0.009413
peg25.minion.converted.minion.gz,1,572,0.009413
peg26.minion.converted.minion.gz,1,572,0.009413
peg27.minion.converted.minion.gz,1,572,0.009413
peg28.minion.converted.minion.gz,1,572,0.009413
peg29.minion.converted.minion.gz,1,572,0.009413
peg2.minion.converted.minion.gz,1,572,0.009413
peg30.minion.converted.minion.gz,1,572,0.009413
peg31.minion.converted.minion.gz,1,572,0.009413
peg32.minion.converted.minion.gz,1,572,0.009413
peg33.minion.converted.minion.gz,1,572,0.009413
peg3.minion.converted.minion.gz,1,572,0.009413
peg4.minion.converted.minion.gz,1,572,0.009413
peg5.minion.converted.minion.gz,1,572,0.009413
peg6.minion.converted.minion.gz,1,572,0.009413
peg7.minion.converted.minion.gz,1,572,0.009413
peg8.minion.converted.minion.gz,1,572,0.009413
peg9.minion.converted.minion.gz,1,572,0.009413
pigeons-10_ext.xml.minion,1,1000,0
pigeons-10.xml.minion.conv.minion,1,96,0
pigeons-11_ext.xml.minion,1,1000,0
pigeons-11.xml.minion.conv.minion,1,104,0
pigeons-12_ext.xml.minion,1,1000,0
pigeons-12.xml.minion.conv.minion,1,99,0
pigeons-13_ext.xml.minion,1,1000,0
pigeons-13.xml.minion.conv.minion,1,97,0
pigeons-14_ext.xml.minion,1,1000,0
pigeons-14.xml.minion.conv.minion,1,87,0
pigeons-15_ext.xml.minion,1,1000,0
pigeons-15.xml.minion.conv.minion,1,88,0
pigeons-16.xml.minion.conv.minion,1,72,0
pigeons-18_ext.xml.minion,1,1000,0
pigeons-18.xml.minion.conv.minion,1,55,0
pigeons-20_ext.xml.minion,1,1000,0
pigeons-20.xml.minion.conv.minion,1,56,0
pigeons-25_ext.xml.minion,1,1000,0
pigeons-25.xml.minion.conv.minion,1,50,0
pigeons-30_ext.xml.minion,1,1000,0
pigeons-30.xml.minion.conv.minion,1,32,0
pigeons-35_ext.xml.minion,1,1000,0
pigeons-35.xml.minion.conv.minion,1,25,0
pigeons-40_ext.xml.minion,1,1000,0
pigeons-40.xml.minion.conv.minion,1,29,0
pigeons-45_ext.xml.minion,1,1000,0
pigeons-45.xml.minion.conv.minion,1,24,0
pigeons-50_ext.xml.minion,1,1000,0
pigeons-50.xml.minion.conv.minion,1,24,0
pigeons-5_ext.xml.minion,1,1000,0
pigeons-5.xml.minion.conv.minion,1,263,0
pigeons-6_ext.xml.minion,1,1000,0
pigeons-6.xml.minion.conv.minion,1,184,0
pigeons-7_ext.xml.minion,1,1000,0
pigeons-7.xml.minion.conv.minion,1,169,0
pigeons-8_ext.xml.minion,1,1000,0
pigeons-8.xml.minion.conv.minion,1,154,0
pigeons-9_ext.xml.minion,1,1000,0
pigeons-9.xml.minion.conv.minion,1,136,0
pret-150-25_ext.xml.minion.converted.minion.gz,1,501,0
pret-150-40_ext.xml.minion.converted.minion.gz,1,501,0
pret-150-60_ext.xml.minion.converted.minion.gz,1,501,0
pret-150-75_ext.xml.minion.converted.minion.gz,1,501,0
pret-60-25_ext.xml.minion.converted.minion.gz,1,501,0
pret-60-40_ext.xml.minion.converted.minion.gz,1,501,0
pret-60-60_ext.xml.minion.converted.minion.gz,1,501,0
pret-60-75_ext.xml.minion.converted.minion.gz,1,501,0
qcp-10-67-0_ext.xml.minion.gz,1,112,0.022553
qcp-10-67-1_ext.xml.minion.gz,1,112,0.022597
qcp-10-67-2_ext.xml.minion.gz,1,112,0.022553
