@RELATION 'FEATURE_VALUES-SAT11-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC

@DATA
./SAT07/industrial/palacios/medium/cube-11-h14-sat.cnf,1,0.4495,0.678,0.5997,0.3962,0.1652,0.1646,0.1209,0.1524,0.5858,?,0.4893,?,3.001,?,0.9996,0.592,2.976,1.4231,1.4746,0.1556,0.9989,0.3151,0.1626,?,1.7932,0.5136,0.3745,0.552,1.0906,0.0624,0.1304,0
./SAT07/industrial/crypto/mizh-sha0-36-2.cnf,1,0.0043,0.3649,0.0608,0.0751,0.0001,0.0805,0.0383,0.1709,0.5284,0,0.5291,0.0003,0.8229,0.0007,0.7552,1.9036,2.5579,0.9171,1.0356,0.0447,0.4,0.2106,0.0189,0.0887,2.3065,0.1079,0.4093,0.4339,0.6449,0,0.0417,0.2124
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.130-NOTKNOWN.cnf,1,0.9836,0.9945,0.9919,0.9612,0.9618,0.9612,0.3263,0.0567,0.9978,?,0.9612,?,1.7113,?,0.9998,0.1006,1.866,0.178,0.6461,0.0733,0.9941,0.5,0.4264,?,1.791,0.3376,0.791,0.5011,0,0.948,0.0576,0
./SAT11/application/kullmann/AES/Benchmarks/64/aes_64_4_keyfind_1.cnf,1,0.0099,0.152,0.0577,0.0478,0,0.0478,0.0535,0.1706,0.4164,0.001,0.2465,0.0051,1.3382,0.0086,0.4241,1.5661,2.5565,1.1366,1.6765,0.1406,0.25,0.1448,0.0282,0.1812,2.0269,0.4759,0.4105,0.7273,0.8975,0,0.1363,0.2888
./SAT07/industrial/anbulagan/hard-sat/partial-10-13-s.cnf,1,0.7477,0.8816,0.8383,0.5754,0.237,0.6156,0.1616,0.1814,0.8676,0,0.7444,0,2.8563,0.0001,0.9456,0.5534,2.5645,1.0251,1.3871,0.0304,0.7778,0.1302,0.2668,0.0277,2.2754,0.6394,0.3934,0.9963,0.3622,0.0715,0.0256,0
./SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.1335,0.8193,0.7261,0.3889,0.1248,0.4499,0.0966,0.2156,0.7375,0,0.5946,0.0001,1.5733,0.0045,1,0.8886,1.5342,1.0784,1.3614,0.0387,0.9416,0.2826,0.0938,0.0035,1.619,0.8621,0.4177,0.8913,0.6891,0.0001,0.0305,0.5814
./SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,0.851,0.9251,0.9005,0.7561,0.756,0.666,0.1526,0.2411,0.9395,0.0001,0.8972,0.0005,2.3663,0.0039,0.9696,0.3328,2.4641,0.9784,1.1272,0.0559,0.7838,0.1708,0.1828,0.0186,1.8785,0.7123,0.1869,1.5626,0.819,0.2826,0.0428,0.211
SAT_RACE08/cnf/ibm-2004-01-k90.cnf,1,0.5714,0.8666,0.7816,0.512,0.2581,0.5476,0.1445,0.1645,0.7126,0,0.6184,0.0003,3.0442,0.0024,0.9926,0.5676,3.1401,1.4353,1.7411,0.0892,0.8333,0.2337,0.1717,0.0165,2.8098,0.138,0.3638,1.0647,3.6798,0.0795,0.0497,1.3326
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_15_SAT.cnf,1,0.459,0.9253,0.8148,0.4769,0.1301,0.0214,0.3258,0.0095,0.9384,?,0.9384,?,2.2258,?,0.9962,0.7321,3.7223,0.394,0.532,0.0339,0.8811,0.2181,0.2323,?,3.781,0.8237,0.4162,0.5316,0,0.0377,0.0032,0.9129
./SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,0.7146,0.8873,0.8434,0.5468,0.2193,0.5979,0.1456,0.1643,0.8484,0,0.7241,0.0001,2.869,0.0005,0.972,0.6058,2.8899,1.076,1.4473,0.0535,0.75,0.0899,0.2344,0.0135,2.5958,0.6683,0.4223,0.9326,0.4346,0.0496,0.0349,1.574
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-rovers-18-step11.cnf,1,0.7361,0.9648,0.9586,0.6384,0.3094,0.9287,0.3206,0.0983,0.9506,?,0.9289,?,3.2613,?,1,0.5448,3.1239,0.4028,1.0571,0.2568,1,0.4575,0.3849,?,2.9204,0.7565,0.4784,1.0137,1.0188,0.0546,0.0363,0.3846
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top29.cnf,1,0.5498,0.5899,0.5664,0.4049,0.156,0.1424,0.1838,0.1967,0.8369,?,0.4254,?,2.0418,?,0.9891,0.5648,2.0587,1.1199,1.2336,0.1748,0.9,0.2453,0.1635,?,1.9249,0.2549,0.3822,0.6618,0.7299,0.0302,0.0818,1.3924
./SAT02/industrial/aloul/Bart/bart17.shuffled.cnf,1,0.8159,0.8328,0.8285,0.794,0.7565,0.7749,0.1403,0.1905,0.7749,0.0182,0.5844,0.0334,0.6474,0.2364,0.8331,0.0499,0.6474,0.8259,1.3703,0.2658,0.2941,0.2661,0.1029,0.0176,2.0872,0.9521,0.4432,1.0462,0.4317,0.7242,0.2386,0.1459
./SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,0.9985,1,1,0.8767,0.95,0.9225,0.2482,0.0443,0.9442,?,0.9381,?,4.2244,?,1,0.3126,4.4485,0.5311,0.9628,0.3237,0.9969,0.5,0.3497,?,4.1841,0.389,0.7702,0.5254,0,0.4286,0.0769,0
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,0.9834,0.9945,0.9918,0.961,0.9619,0.9607,0.3258,0.0573,0.9978,?,0.9607,?,1.6815,?,0.999,0.101,1.7825,0.1793,0.65,0.0734,0.9938,0.5,0.4261,?,1.7092,0.2925,0.7888,0.5043,0,0.948,0.0575,0
./SAT02/industrial/nam/fpga-routing/k2fix_gr_rcs_w9.shuffled.cnf,1,0.5575,0.7443,0.6746,0.5524,0.4458,0.7903,0.0364,0.0327,0.7903,?,0.595,?,0.1093,?,1,0.2747,4.8658,0.5611,1.3268,0.0269,1,1,0.0026,?,4.574,0.3901,0.4516,1.026,0.6255,0.3365,0.0006,2.2063
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,0.7734,0.9044,0.8723,0.5813,0.2554,0.5625,0.1493,0.155,0.8596,0,0.7119,0,2.8898,0.0003,1,0.5785,2.9663,1.0802,1.4285,0.0516,0.7895,0.095,0.2325,0.0135,2.6311,0.5523,0.4131,0.9243,0.2392,0.0516,0.0375,0
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtviseisenberg1-tseitin.cnf,1,0.456,0.683,0.5536,0.4247,0.2869,0.2785,0.1406,0.1738,0.6665,?,0.4489,?,2.8663,?,0.9788,0.4508,2.8469,1.5375,1.7997,0.1466,0.7576,0.2116,0.1478,?,2.2615,0.1881,0.5142,0.7078,1.5325,0.1311,0.0834,1.9339
./SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,0.1397,0.6289,0.5393,0.2747,0.0245,0.1302,0.0451,0.1918,0.6138,?,0.5595,?,1.1386,?,0.9522,0.9632,2.3729,0.9888,1.1175,0.1659,0.7143,0.2831,0.0301,?,2.0604,0.2033,0.3736,0.5296,1.358,0.0053,0.1447,0
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,0.999,1,1,0.8965,0.9595,0.9227,0.2583,0.0418,0.9438,?,0.9389,?,4.2401,?,1,0.2726,4.5163,0.5273,0.9418,0.2975,1,1,0.3466,?,4.2104,0.349,0.7796,0.5109,0,0.5377,0.0569,0
./SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0.8295,0.8378,0.8373,0.8279,0.82,0.8293,0,0.1515,0.8293,0.0134,0.6375,0.0252,0,0.134,0.8383,0.0137,0,0.4981,1.2462,0.2047,0,0.2149,0,0.0209,2.1507,0.8655,0.4359,1.0802,0,0.8089,0.1962,0.0787
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-nlzbe256-tseitin.cnf,1,0.2925,1,0.8983,0.4583,0.1528,0.1875,0.0891,0.184,0.907,?,0.5422,?,0.1832,?,1,0.7909,0.8855,0.779,1.0179,0.0366,0.9847,0.2751,0.011,?,0.9542,0.9706,0.4512,0.7842,0.0594,0.053,0.0283,0
./SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-c.used-as.sat04-317.cnf,1,0.1973,0.9047,0.618,0.37,0.1964,0.0097,0.2887,0.013,0.0098,?,0.0104,?,1.3217,?,1,0.8203,4.9256,0.1824,1.0605,0.5,1,1,0.2747,?,0.8827,0.0382,0.3965,0.8021,1.0401,0.1958,0.5,0.7853
SAT-Race-2010-CNF/software-verification/nec/hard-6-U-7061.cnf,1,0.7375,0.9919,0.9333,0.6418,0.3665,0.4233,0.1727,0.1619,0.8494,?,0.4774,?,3.0313,?,1,0.4977,3.1201,1.2545,1.4959,0.1291,1,0.4958,0.1528,?,2.5546,0.5221,0.5183,0.748,0.6172,0.1241,0.0758,0.8611
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq60_a.cnf,1,1,1,1,0.9393,0.9702,0.8664,0.2785,0.0503,0.9106,?,0.9141,?,2.9827,?,1,0.1871,3.5214,0.7386,1.1132,0.1777,0.9688,0.5,0.3076,?,3.2977,0.2103,0.7451,0.5468,0,0.8514,0.0363,0
./SAT11/application/fuhs/AProVE11/AProVE11-10.cnf,1,0.0484,0.5343,0.3532,0.1721,0.0134,0.1104,0.056,0.1892,0.6279,?,0.5247,?,1.2747,?,0.9411,1.1966,2.5795,0.9672,1.1452,0.0869,0.6667,0.2705,0.0342,?,2.2536,0.106,0.3846,0.5413,1.0281,0.0037,0.0675,0
./SAT09/APPLICATIONS/diagnosis/UR-20-10p1.cnf,1,0.7756,0.9647,0.8763,0.6313,0.3367,0.5147,0.1492,0.1437,0.8696,0,0.6924,0,2.9565,0.0002,1,0.5061,3.1284,1.1035,1.4213,0.0406,0.84,0.0818,0.227,0.013,2.7349,0.557,0.4038,0.9044,0,0.0915,0.0277,0
./SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,0.8121,0.8762,0.8388,0.8167,0.8037,0.2501,0.1953,0.1011,0.4653,?,0.9245,?,1.5739,?,0.9881,0.0696,1.832,2.0149,1.0303,0.0636,0.9634,0.1732,0.3707,?,1.7559,0.7317,0.6721,0.6316,0.8935,0.7783,0.0327,0.3788
./SAT11/application/leberre/2dimensionalstrippacking/E02F20.cnf,1,0.9441,0.9894,0.9734,0.8931,0.8492,0.0591,0.2278,0.023,0.1107,?,0.9498,?,1.2131,?,1,0.145,1.6143,2.2076,0.4001,0.2563,0.9965,0.5,0.3724,?,1.5735,0.649,0.9202,0.2748,0,0.757,0.1655,0
SAT_RACE06/velev-pipe-sat-1.0-b9.cnf,1,1,1,1,0.9269,0.9978,0.9262,0.276,0.0121,0.976,?,0.976,?,4.2466,?,1,0.2047,5.3993,0.3943,0.5301,0.2273,0.9852,0.5,0.5808,?,5.1309,0.0133,0.9184,0.2672,0,0.537,0.0024,0
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.080-SAT.cnf,1,0.9335,0.9828,0.9571,0.8895,0.8865,0.9589,0.2546,0.0714,0.9647,?,0.9589,?,1.7343,?,0.999,0.1707,1.7335,0.2576,0.8567,0.0012,0.9091,0.1855,0.3252,?,1.6965,0.6698,0.6739,0.6823,0.3145,0.7947,0,1.4142
./SAT05/industrial/narain05/vpn/clauses-8.renamed-as.sat05-1964.cnf,1,0.9117,0.9786,0.9751,0.8709,0.8251,0.5361,0.1574,0.2059,0.7837,?,0.8946,?,1.7972,?,0.9998,0.1959,1.3348,1.2359,1.2799,0.2967,0.9994,0.5,0.3221,?,1.7338,0.7485,0.397,1.0819,0.4101,0.779,0.1473,0
./SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,0.115,0.4283,0.3699,0.1912,0.0432,0.1439,0.061,0.2025,0.6685,0,0.5382,0.0002,1.4789,0.0038,0.9899,0.905,2.4922,1.0107,1.2071,0.066,0.6667,0.3026,0.0413,0.0033,2.1971,0.1629,0.3691,0.6201,0.4339,0.0084,0.0509,1.0738
./SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.6568,0.8601,0.8079,0.5407,0.2448,0.6153,0.1565,0.178,0.892,0,0.7552,0.0001,3.0829,0.0003,0.9829,0.5609,2.733,1.0132,1.3751,0.0322,0.7647,0.2053,0.2499,0.0264,2.4536,0.6979,0.371,1.0416,0.5456,0.0608,0.0259,1.1905
./SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,0.8516,0.9253,0.9007,0.7519,0.748,0.6586,0.1543,0.2406,0.9386,0.0001,0.8909,0.0004,2.3826,0.0036,0.9719,0.34,2.4796,0.9909,1.1426,0.0561,0.7778,0.1713,0.1842,0.0184,1.8787,0.6929,0.1919,1.5399,0.6559,0.2418,0.0427,0.5743
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_2_keyfind_1.cnf,1,0.0021,0.0909,0.0363,0.0233,0,0.0263,0.018,0.0823,0.158,0.0007,0.1326,0.0124,0.9857,0.0206,0.1875,1.6378,2.9039,1.6459,2.1902,0.1391,0.1,0.1504,0.0097,0.2714,2.4556,0.4475,0.3526,0.7312,0.6587,0,0.1293,0.2825
./SAT07/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,0.6216,0.8521,0.7928,0.5095,0.1863,0.5664,0.1606,0.1587,0.9247,0,0.7449,0,3.1,0.0002,0.9765,0.6106,2.8343,0.9804,1.3132,0.0305,0.8095,0.2029,0.2415,0.0245,2.5859,0.696,0.3499,1.042,0.3872,0.0319,0.0238,0.8837
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom25.cnf,1,0.1568,0.6014,0.5569,0.2751,0.0402,0.1166,0.246,0.1803,0.7204,?,0.3812,?,2.1964,?,0.9867,0.8909,2.3426,1.332,1.5169,0.2402,0.8846,0.2404,0.2076,?,2.2601,0.2276,0.4206,0.6774,0.5858,0.0003,0.1711,1.6624
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bjrb07amba2andenv-tseitin.cnf,1,0.4468,0.7988,0.6155,0.4442,0.2671,0.2421,0.1293,0.1666,0.5634,?,0.4528,?,3.1934,?,0.9971,0.5309,2.996,1.689,1.8983,0.1372,0.7143,0.4333,0.1837,?,2.2388,0.198,0.4649,0.7574,2.5207,0.1295,0.1098,0.9308
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,0.924,0.9722,0.9375,0.8941,0.9119,0.9582,0.2533,0.0726,0.9642,?,0.9582,?,1.9018,?,0.9958,0.158,1.9246,0.2646,0.8643,0.0023,0.9091,0.1731,0.3242,?,1.9021,0.8332,0.6714,0.6861,0.6406,0.8661,0.0004,0.9844
SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,0.6023,0.9077,0.8271,0.5668,0.3385,0.5298,0.1663,0.1364,0.6673,?,0.6114,?,3.6888,?,0.9999,0.5026,3.8104,1.6651,1.9856,0.0942,0.8286,0.2809,0.2144,?,3.0505,0.0906,0.3504,1.0559,0.586,0.1394,0.0529,1.1085
./SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,0.6451,0.999,0.9413,0.6438,0.4752,0.0403,0.0396,0.029,0.1416,?,0.0879,?,1.6893,?,1,0.4335,5.5097,0.4928,0.3645,0.3343,0.5,0.5,0.0232,?,2.6173,0.2479,0.0398,3.1488,0,0.2294,0.3316,0
./SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,0.5237,0.956,0.6164,0.5223,0.4209,0.0266,0.2909,0.0111,0.9016,?,0.9016,?,2.3353,?,0.967,0.4929,4.0373,0.5416,0.6598,0.0215,0.9188,0.1696,0.2629,?,4.1667,0.7715,0.448,0.5611,0.6674,0.1242,0.0003,0.7024
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf,1,0.8251,0.9917,0.8251,0.7827,0.7842,0.8901,0.1926,0.0968,0.8982,0.0043,0.9249,0.0668,1.7802,0.4953,1,0.2369,1.7997,0.5395,0.1646,0.4887,0.9091,0.4992,0.6275,0.0026,1.6935,0.9982,0.9925,0.0678,0.5342,0.5813,0.4887,0.1161
./SAT02/industrial/biere/dinphil/dp04s04.shuffled.cnf,1,0.3608,0.6623,0.5703,0.371,0.1859,0.3327,0.1177,0.2089,0.7667,0.0054,0.5443,0.0211,2.8772,0.0787,0.8063,0.606,2.9065,1.3249,1.5324,0.091,0.5,0.1317,0.1331,0.0493,2.4488,0.9639,0.4597,0.8211,0.8826,0.0661,0.0707,0.2693
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top24.cnf,1,0.5463,0.5853,0.5721,0.3998,0.1547,0.1503,0.1829,0.1962,0.834,?,0.4237,?,2.1138,?,0.984,0.5759,2.1329,1.1412,1.2551,0.1748,0.88,0.2461,0.1602,?,1.9687,0.2546,0.3895,0.6669,0.7263,0.0288,0.0787,1.7702
./SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,0.9994,1,1,0.9895,0.9952,0.9796,0.077,0.1112,0.9797,?,0.9795,?,1.1015,?,1,0.0405,1.1386,0.1306,0.8087,0.0244,0.9598,0.5,0.2944,?,1.102,0.879,0.5029,0.9887,0.8785,0.9758,0.0069,0.3282
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top23.cnf,1,0.5424,0.5847,0.5723,0.3977,0.1553,0.1526,0.182,0.1961,0.8334,?,0.4237,?,2.0978,?,0.9866,0.5782,2.1374,1.1459,1.2611,0.1749,0.875,0.2429,0.1593,?,1.9748,0.3387,0.3911,0.6681,0.7229,0.0306,0.0786,1.4044
./SAT09/APPLICATIONS/bioinfo/q_query_3_L150_coli.sat.cnf,1,0.6491,0.8839,0.7066,0.6421,0.6334,0.0831,0.1402,0.0969,0.8256,?,0.4301,?,2.1455,?,1,0.2682,2.1708,0.9998,1.2508,0.1088,1,1,0.3848,?,2.1097,0.0444,0.5095,0.6164,0,0.3759,0.1038,1.0719
./SAT11/application/leberre/2dimensionalstrippacking/E05X15.cnf,1,0.8111,0.8746,0.8357,0.8222,0.8045,0.2503,0.2054,0.1012,0.4874,?,0.92,?,1.5172,?,0.9795,0.0526,1.7602,2.0501,1.0412,0.0678,0.9556,0.1545,0.3748,?,1.6735,0.7419,0.6659,0.6395,0.8759,0.7998,0.0162,0.5013
./SAT09/APPLICATIONS/bitverif/smulo/smulo064.cnf,1,0.2191,0.5181,0.3224,0.2143,0.0815,0.3288,0.0648,0.2308,0.8594,0.0001,0.5018,0.0006,1.6324,0.0078,0.9997,0.8014,1.4163,0.9898,1.184,0.0471,0.8873,0.2258,0.138,0.0036,1.4618,0.1311,0.3469,0.8403,0.9063,0.0195,0.0471,1.941
./SAT09/APPLICATIONS/diagnosis/UTI-20-10t0.cnf,1,0.3994,0.8445,0.738,0.4245,0.1047,0.5038,0.1632,0.1247,0.9377,0,0.7152,0.0001,3.2097,0.0003,1,0.752,3.2614,0.9574,1.2685,0.036,1,0.2529,0.2024,0,3.0606,0.5902,0.3625,0.9665,0.7757,0.0026,0.021,0.6908
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-bc57sensorsp2-tseitin.cnf,1,0.2095,0.9616,0.4807,0.3518,0.1553,0.1966,0.136,0.2187,0.7678,?,0.6098,?,2.8716,?,1,0.8597,2.8718,1.3846,1.5615,0.3184,1,0.9999,0.1862,?,2.4085,0.2507,0.415,0.7719,0.7203,0.0672,0.2448,2.8384
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,0.1568,0.5953,0.5604,0.2712,0.0396,0.1253,0.2443,0.1805,0.7219,?,0.3808,?,2.258,?,0.9795,0.8956,2.4165,1.3466,1.5225,0.2402,0.875,0.2404,0.2024,?,2.2973,0.2824,0.4272,0.677,0.7656,0.0011,0.1707,2.779
./SAT11/application/leberre/2dimensionalstrippacking/E03N17.cnf,1,0.826,0.905,0.8583,0.8384,0.818,0.209,0.2025,0.0823,0.3925,?,0.9401,?,1.5619,?,0.9822,0.0612,1.8872,1.9409,0.9494,0.0516,0.964,0.1681,0.3976,?,2.0064,0.7377,0.7161,0.5638,1.1898,0.8049,0.0099,0.4242
./SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,0.1413,0.4357,0.2217,0.1812,0.093,0.3255,0.0528,0.1964,0.6713,?,0.5425,?,1.6859,?,1,0.7022,1.7269,1.2541,1.4266,0.0519,0.8438,0.2852,0.0767,?,1.4763,0.8342,0.3756,0.9538,0.1016,0.0335,0.0458,1.5473
./SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,0.9466,0.9955,0.9849,0.8143,0.6157,0.9898,0.2283,0.1447,0.9899,?,0.9899,?,1.2996,?,1,0.3054,1.3126,0.0743,0.7368,0.4058,1,0.616,0.3389,?,1.3025,0.5423,0.3976,1.2277,0,0.5193,0.3149,1.3759
./SAT09/APPLICATIONS/diagnosis/UCG-15-10p1.cnf,1,0.7472,0.901,0.863,0.5737,0.2511,0.5497,0.1478,0.1536,0.863,0,0.7052,0,2.8965,0.0003,1,0.5825,3.0005,1.0832,1.4231,0.0499,0.8,0.0912,0.2293,0.0135,2.67,0.6185,0.4095,0.9208,0.1425,0.0509,0.0373,0
./SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,0.6829,0.8211,0.7361,0.6108,0.4997,0.1844,0.1635,0.1144,0.7576,?,0.5413,?,3.1443,?,1,0.3355,3.0494,1.3009,1.4042,0.1247,1,1,0.3637,?,2.7981,0.7006,0.4967,0.6614,0.8658,0.2764,0.1186,1.4071
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,0.2168,0.9631,0.5035,0.3549,0.1584,0.1969,0.1354,0.2186,0.767,?,0.606,?,2.897,?,1,0.8471,2.8907,1.3898,1.5711,0.3082,1,0.9998,0.1847,?,2.4139,0.4623,0.4166,0.7668,0.693,0.0621,0.2412,0.2549
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,0.4133,0.7507,0.6321,0.4182,0.214,0.3179,0.1362,0.1963,0.7239,?,0.5349,?,2.9871,?,1,0.5961,3.0249,1.3992,1.5585,0.1015,0.8298,0.2413,0.1453,?,2.4748,0.1015,0.4621,0.8043,0.7248,0.0599,0.0603,1.2231
./SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,0.7917,0.962,0.9619,0.7755,0.7504,0.9227,0.2708,0.1096,0.9275,0.0001,0.7119,0.0004,1.6906,0.0169,1,0.2519,1.245,0.3149,0.8746,0.1016,0.9403,0.3191,0.4788,0.0034,2.6886,0.4767,0.4863,1.0071,2.5394,0.433,0.1011,0.3216
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.170-NOTKNOWN.cnf,1,0.9835,0.9945,0.9919,0.9612,0.962,0.9607,0.326,0.0571,0.9978,?,0.9607,?,1.6649,?,0.999,0.1007,1.7591,0.1789,0.6491,0.0733,0.9938,0.5,0.4263,?,1.686,0.3084,0.7893,0.5036,0,0.9481,0.0575,0
./SAT02/industrial/biere/dinphil/dp04u03.shuffled.cnf,1,0.4123,0.6628,0.5659,0.3808,0.1626,0.3215,0.1196,0.2084,0.7802,0.0076,0.5197,0.0296,3.0229,0.0826,0.8616,0.5909,2.9288,1.3311,1.5565,0.0983,0.6364,0.1444,0.1566,0.064,2.2939,0.9373,0.4764,0.7887,0.7107,0.0659,0.0676,0.2797
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-30-step11.cnf,1,0.8149,0.8869,0.8383,0.6282,0.3636,0.9691,0.3246,0.106,0.9748,?,0.9692,?,2.6029,?,0.999,0.5163,2.6994,0.2071,0.8769,0.3126,0.9766,0.5,0.4795,?,2.6295,0.3522,0.4532,1.0851,1.3518,0.0271,0.1622,0.0072
./SAT07/industrial/IBM_FV_2002_13_rule_1/SAT_dat.k20.cnf,1,0.0205,0.907,0.8179,0.3097,0,0.3255,0.1509,0.1339,0.473,?,0.5903,?,1.5411,?,0.9948,1.245,2.8519,1.3365,1.5592,0.1396,0.72,0.2916,0.0956,?,2.5451,0.4067,0.4178,0.7578,1.2354,0,0.1389,2.1146
SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,0.626,0.9363,0.8409,0.5441,0.221,0.6204,0.2054,0.1296,0.7904,?,0.7078,?,3.4396,?,0.9866,0.5928,3.4781,1.3418,1.5838,0.1211,0.907,0.3217,0.2324,?,3.2232,0.1622,0.2687,1.3182,1.2342,0.0623,0.0541,0.1143
./SAT09/APPLICATIONS/diagnosis/UCG-20-5p1.cnf,1,0.785,0.9322,0.8881,0.6252,0.3063,0.5174,0.1481,0.1453,0.8699,0,0.6953,0,2.8611,0.0002,1,0.5121,2.9932,1.0826,1.3999,0.0457,0.84,0.0812,0.2213,0.0138,2.7188,0.6611,0.4002,0.9116,0,0.1312,0.0338,0
