@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC

@DATA
geo50-20-d4-75-46_ext.xml.minion.gz,1,321,0.107364,0.720008,0.54,267,0.46,0.353469,0.3464,0.36,250.321016,0.12,250,17.32,0.26,182,235,20,37.230769,0,1,0,0.04,0.04,433,17.32,0.107922,0,0,18,27,20,20
geo50-20-d4-75-47_ext.xml.minion.gz,1,324,0.094441,0.710433,0.46,266,0.42,0.312653,0.3064,0.3,249.835509,0.12,248,15.32,0.2,172,232,20,35.6,0,1,0,0.04,0.04,383,15.32,0.114137,0,0,15,23,20,20
geo50-20-d4-75-48_ext.xml.minion.gz,1,322,0.089643,0.711691,0.56,267,0.38,0.337143,0.3304,0.34,249.363196,0.16,247,16.52,0.22,184,232,20,37.5,0,1,0,0.04,0.04,413,16.52,0.105164,0,0,17,28,20,20
geo50-20-d4-75-49_ext.xml.minion.gz,1,333,0.095833,0.730458,0.52,267,0.42,0.346939,0.34,0.36,250.397647,0.1,251,17,0.26,178,233,20,36.4,0,1,0,0.04,0.04,425,17,0.105046,0,0,18,26,20,20
geo50-20-d4-75-4_ext.xml.minion.gz,1,316,0.096336,0.73188,0.52,265,0.52,0.341224,0.3344,0.34,248.291866,0.18,248,16.72,0.22,171,231,20,34.5,0,1,0,0.04,0.04,418,16.72,0.109469,0,0,17,26,20,20
geo50-20-d4-75-50_ext.xml.minion.gz,1,332,0.104601,0.73372,0.52,265,0.46,0.345306,0.3384,0.35,249.680851,0.1,250,16.92,0.24,179,232,20,34.8,0,1,0,0.04,0.04,423,16.92,0.110192,0,0,17.5,26,20,20
geo50-20-d4-75-51_ext.xml.minion.gz,1,334,0.112245,0.712315,0.62,265,0.54,0.373878,0.3664,0.38,249.932314,0.1,249,18.32,0.24,175,233,20,34.642857,0,1,0,0.04,0.04,458,18.32,0.103226,0,0,19,31,20,20
geo50-20-d4-75-52_ext.xml.minion.gz,1,328,0.150702,0.732681,0.62,266,0.52,0.394286,0.3864,0.42,249.233954,0.04,250,19.32,0.32,177,231,20,34.857143,0,1,0,0.04,0.04,483,19.32,0.114803,0,0,21,31,20,20
geo50-20-d4-75-53_ext.xml.minion.gz,1,318,0.114624,0.732785,0.6,265,0.44,0.376327,0.3688,0.38,249.624729,0.14,249,18.44,0.26,186,232,20,34.857143,0,1,0,0.04,0.04,461,18.44,0.101775,0,0,19,30,20,20
geo50-20-d4-75-54_ext.xml.minion.gz,1,319,0.085999,0.709891,0.5,268,0.36,0.336327,0.3296,0.32,251.17233,0.14,251,16.48,0.22,185,235,20,36.142857,0,1,0,0.04,0.04,412,16.48,0.105695,0,0,16,25,20,20
geo50-20-d4-75-55_ext.xml.minion.gz,1,324,0.12512,0.740533,0.6,263,0.5,0.381224,0.3736,0.36,249.710921,0.12,249,18.68,0.26,162,234,20,36.875,0,1,0,0.04,0.04,467,18.68,0.097921,0,0,18,30,20,20
geo50-20-d4-75-56_ext.xml.minion.gz,1,341,0.109469,0.727303,0.6,267,0.48,0.366531,0.3592,0.36,250.610245,0.12,251,17.96,0.26,182,233,20,37.5,0,1,0,0.04,0.04,449,17.96,0.105146,0,0,18,30,20,20
geo50-20-d4-75-57_ext.xml.minion.gz,1,331,0.165795,0.784131,0.76,267,0.68,0.453061,0.444,0.47,250.726126,0.06,249,22.2,0.34,187,233,20,37.5,0,1,0,0.04,0.04,555,22.2,0.106831,0,0,23.5,38,20,20
geo50-20-d4-75-58_ext.xml.minion.gz,1,329,0.098351,0.740273,0.6,271,0.56,0.372245,0.3648,0.36,251.971491,0.2,252,18.24,0.24,186,234,20,35.2,0,1,0,0.04,0.04,456,18.24,0.101587,0,0,18,30,20,20
geo50-20-d4-75-59_ext.xml.minion.gz,1,329,0.087924,0.721165,0.48,266,0.42,0.315102,0.3088,0.32,250.049223,0.1,248,15.44,0.26,194,232,20,35.857143,0,1,0,0.04,0.04,386,15.44,0.108732,0,0,16,24,20,20
geo50-20-d4-75-5_ext.xml.minion.gz,1,333,0.107036,0.773898,0.52,264,0.5,0.300408,0.2944,0.32,248.206522,0.12,249,14.72,0.22,186,233,20,34.625,0,1,0,0.04,0.04,368,14.72,0.11453,0,0,16,26,20,20
geo50-20-d4-75-60_ext.xml.minion.gz,1,322,0.128872,0.736031,0.6,271,0.46,0.367347,0.36,0.34,252.062222,0.14,253,18,0.24,163,236,20,36.625,0,1,0,0.04,0.04,450,18,0.101457,0,0,17,30,20,20
geo50-20-d4-75-61_ext.xml.minion.gz,1,318,0.110391,0.717022,0.48,268,0.46,0.303673,0.2976,0.31,250.091398,0.1,250,14.88,0.24,191,233,20,36.571429,0,1,0,0.04,0.04,372,14.88,0.119444,0,0,15.5,24,20,20
geo50-20-d4-75-62_ext.xml.minion.gz,1,347,0.121487,0.730784,0.64,265,0.56,0.401633,0.3936,0.39,247.896341,0.16,246,19.68,0.28,183,231,20,34.461538,0,1,0,0.04,0.04,492,19.68,0.100452,0,0,19.5,32,20,20
geo50-20-d4-75-63_ext.xml.minion.gz,1,322,0.12881,0.738573,0.58,268,0.56,0.383673,0.376,0.38,250.676596,0.16,250,18.8,0.26,179,235,20,34.454545,0,1,0,0.04,0.04,470,18.8,0.105122,0,0,19,29,20,20
geo50-20-d4-75-64_ext.xml.minion.gz,1,330,0.081894,0.737374,0.46,264,0.4,0.294694,0.2888,0.28,249.523546,0.14,249,14.44,0.24,179,233,20,36.75,0,1,0,0.04,0.04,361,14.44,0.111951,0,0,14,23,20,20
geo50-20-d4-75-65_ext.xml.minion.gz,1,324,0.118603,0.732667,0.54,267,0.48,0.337959,0.3312,0.31,249.915459,0.1,250,16.56,0.26,179,231,20,35.5,0,1,0,0.04,0.04,414,16.56,0.105701,0,0,15.5,27,20,20
geo50-20-d4-75-66_ext.xml.minion.gz,1,312,0.090382,0.706112,0.5,270,0.38,0.331429,0.3248,0.33,252.399015,0.1,252,16.24,0.22,178,235,20,35.888889,0,1,0,0.04,0.04,406,16.24,0.107359,0,0,16.5,25,20,20
geo50-20-d4-75-67_ext.xml.minion.gz,1,321,0.115186,0.722925,0.6,267,0.5,0.377143,0.3696,0.38,249.961039,0.12,250,18.48,0.24,177,232,20,34.166667,0,1,0,0.04,0.04,462,18.48,0.096263,0,0,19,30,20,20
geo50-20-d4-75-68_ext.xml.minion.gz,1,320,0.106283,0.746455,0.56,265,0.46,0.342857,0.336,0.34,248.780952,0.12,248,16.8,0.24,157,232,20,33.809524,0,1,0,0.04,0.04,420,16.8,0.10828,0,0,17,28,20,20
geo50-20-d4-75-69_ext.xml.minion.gz,1,321,0.103988,0.697364,0.46,268,0.38,0.30449,0.2984,0.3,249.97319,0.08,251,14.92,0.24,176,229,20,37.2,0,1,0,0.04,0.04,373,14.92,0.119065,0,0,15,23,20,20
geo50-20-d4-75-6_ext.xml.minion.gz,1,330,0.09583,0.737024,0.54,270,0.44,0.306939,0.3008,0.3,253.428191,0.12,253,15.04,0.24,180,237,20,34.133333,0,1,0,0.04,0.04,376,15.04,0.114305,0,0,15,27,20,20
geo50-20-d4-75-70_ext.xml.minion.gz,1,325,0.141927,0.725403,0.62,269,0.48,0.368163,0.3608,0.39,251.261641,0.08,249,18.04,0.3,170,234,20,35,0,1,0,0.04,0.04,451,18.04,0.110643,0,0,19.5,31,20,20
geo50-20-d4-75-71_ext.xml.minion.gz,1,334,0.10024,0.70418,0.5,270,0.46,0.326531,0.32,0.3,250.2175,0.14,250,16,0.24,162,232,20,33.363636,0,1,0,0.04,0.04,400,16,0.107398,0,0,15,25,20,20
geo50-20-d4-75-72_ext.xml.minion.gz,1,317,0.087229,0.745115,0.5,263,0.46,0.331429,0.3248,0.32,248.738916,0.12,248,16.24,0.24,172,232,20,35.666667,0,1,0,0.04,0.04,406,16.24,0.110623,0,0,16,25,20,20
geo50-20-d4-75-73_ext.xml.minion.gz,1,318,0.1198,0.720514,0.62,268,0.54,0.383673,0.376,0.38,249.776596,0.14,251,18.8,0.26,179,230,20,34.285714,0,1,0,0.04,0.04,470,18.8,0.10266,0,0,19,31,20,20
geo50-20-d4-75-74_ext.xml.minion.gz,1,323,0.113648,0.703782,0.56,269,0.42,0.336327,0.3296,0.34,250.893204,0.08,250,16.48,0.24,193,234,20,34.833333,0,1,0,0.04,0.04,412,16.48,0.106047,0,0,17,28,20,20
geo50-20-d4-75-75_ext.xml.minion.gz,1,313,0.10646,0.72179,0.64,266,0.46,0.364082,0.3568,0.34,251.609865,0.1,251,17.84,0.24,182,235,20,35.6,0,1,0,0.04,0.04,446,17.84,0.104687,0,0,17,32,20,20
geo50-20-d4-75-76_ext.xml.minion.gz,1,328,0.064992,0.718833,0.44,265,0.36,0.297959,0.292,0.28,248.890411,0.12,248,14.6,0.2,191,233,20,32.916667,0,1,0,0.04,0.04,365,14.6,0.107767,0,0,14,22,20,20
geo50-20-d4-75-77_ext.xml.minion.gz,1,335,0.097616,0.739198,0.56,267,0.4,0.362449,0.3552,0.38,249.191441,0.18,249,17.76,0.28,172,232,20,35.444444,0,1,0,0.04,0.04,444,17.76,0.104657,0,0,19,28,20,20
geo50-20-d4-75-78_ext.xml.minion.gz,1,336,0.088926,0.739819,0.46,268,0.44,0.316735,0.3104,0.32,250.072165,0.08,249,15.52,0.24,172,232,20,36.5,0,1,0,0.04,0.04,388,15.52,0.109898,0,0,16,23,20,20
geo50-20-d4-75-79_ext.xml.minion.gz,1,326,0.093504,0.75498,0.5,268,0.5,0.312653,0.3064,0.3,251.381201,0.14,251,15.32,0.26,176,235,20,36.375,0,1,0,0.04,0.04,383,15.32,0.115386,0,0,15,25,20,20
geo50-20-d4-75-7_ext.xml.minion.gz,1,329,0.132988,0.763665,0.62,266,0.52,0.38449,0.3768,0.39,249.723992,0.06,249,18.84,0.28,158,235,20,35,0,1,0,0.04,0.04,471,18.84,0.105736,0,0,19.5,31,20,20
geo50-20-d4-75-80_ext.xml.minion.gz,1,327,0.096926,0.726596,0.52,269,0.5,0.315102,0.3088,0.32,251.243523,0.08,251,15.44,0.26,183,231,20,35.5,0,1,0,0.04,0.04,386,15.44,0.120777,0,0,16,26,20,20
geo50-20-d4-75-81_ext.xml.minion.gz,1,332,0.100476,0.692155,0.54,266,0.48,0.327347,0.3208,0.31,249.421446,0.14,249,16.04,0.2,189,231,20,33.538462,0,1,0,0.04,0.04,401,16.04,0.103941,0,0,15.5,27,20,20
geo50-20-d4-75-82_ext.xml.minion.gz,1,320,0.096485,0.716305,0.5,265,0.5,0.324898,0.3184,0.31,248.170854,0.1,248,15.92,0.22,181,232,20,33.9,0,1,0,0.04,0.04,398,15.92,0.104783,0,0,15.5,25,20,20
geo50-20-d4-75-83_ext.xml.minion.gz,1,326,0.128125,0.720739,0.58,267,0.46,0.35102,0.344,0.34,248.874419,0.12,249,17.2,0.26,175,231,20,39.142857,0,1,0,0.04,0.04,430,17.2,0.112879,0,0,17,29,20,20
geo50-20-d4-75-84_ext.xml.minion.gz,1,328,0.076779,0.750601,0.46,268,0.38,0.299592,0.2936,0.3,251.26703,0.12,251,14.68,0.24,179,233,20,34.9,0,1,0,0.04,0.04,367,14.68,0.110169,0,0,15,23,20,20
geo50-20-d4-75-85_ext.xml.minion.gz,1,332,0.118459,0.751514,0.56,267,0.46,0.341224,0.3344,0.32,250.602871,0.1,249,16.72,0.28,168,232,20,37.454545,0,1,0,0.04,0.04,418,16.72,0.114199,0,0,16,28,20,20
geo50-20-d4-75-86_ext.xml.minion.gz,1,330,0.138145,0.716218,0.6,267,0.6,0.380408,0.3728,0.34,250.733906,0.12,252,18.64,0.26,175,234,20,32.529412,0,1,0,0.04,0.04,466,18.64,0.102019,0,0,17,30,20,20
geo50-20-d4-75-87_ext.xml.minion.gz,1,349,0.125524,0.715722,0.56,266,0.52,0.36,0.3528,0.34,249.827664,0.12,251,17.64,0.28,183,233,20,35.6,0,1,0,0.04,0.04,441,17.64,0.110316,0,0,17,28,20,20
geo50-20-d4-75-88_ext.xml.minion.gz,1,318,0.070921,0.714528,0.42,267,0.38,0.28898,0.2832,0.28,250.680791,0.1,251,14.16,0.22,184,234,20,35.857143,0,1,0,0.04,0.04,354,14.16,0.114417,0,0,14,21,20,20
geo50-20-d4-75-89_ext.xml.minion.gz,1,338,0.121091,0.723965,0.58,267,0.48,0.360816,0.3536,0.36,252.038462,0.02,251,17.68,0.3,180,234,20,36,0,1,0,0.04,0.04,442,17.68,0.112244,0,0,18,29,20,20
geo50-20-d4-75-8_ext.xml.minion.gz,1,339,0.10997,0.749512,0.6,266,0.46,0.389388,0.3816,0.39,249.872117,0.16,249,19.08,0.26,177,233,20,33.157895,0,1,0,0.04,0.04,477,19.08,0.097648,0,0,19.5,30,20,20
geo50-20-d4-75-90_ext.xml.minion.gz,1,345,0.135762,0.736069,0.66,267,0.6,0.386939,0.3792,0.4,249.078059,0.08,249,18.96,0.26,182,232,20,39.25,0,1,0,0.04,0.04,474,18.96,0.106949,0,0,20,33,20,20
geo50-20-d4-75-91_ext.xml.minion.gz,1,312,0.081976,0.704083,0.46,265,0.4,0.306122,0.3,0.3,248.232,0.14,248,15,0.2,169,231,20,36.625,0,1,0,0.04,0.04,375,15,0.105142,0,0,15,23,20,20
geo50-20-d4-75-92_ext.xml.minion.gz,1,330,0.097255,0.753129,0.52,266,0.38,0.33551,0.3288,0.32,250.377129,0.1,250,16.44,0.28,174,235,20,33.733333,0,1,0,0.04,0.04,411,16.44,0.103744,0,0,16,26,20,20
geo50-20-d4-75-93_ext.xml.minion.gz,1,323,0.099618,0.713855,0.52,264,0.42,0.316735,0.3104,0.3,248.543814,0.16,248,15.52,0.22,191,232,20,34.777778,0,1,0,0.04,0.04,388,15.52,0.10549,0,0,15,26,20,20
geo50-20-d4-75-94_ext.xml.minion.gz,1,319,0.124859,0.736841,0.6,266,0.46,0.404898,0.3968,0.41,249.320565,0.14,249,19.84,0.3,150,232,20,34.428571,0,1,0,0.04,0.04,496,19.84,0.096929,0,0,20.5,30,20,20
geo50-20-d4-75-95_ext.xml.minion.gz,1,320,0.099177,0.71949,0.54,268,0.4,0.313469,0.3072,0.29,251.322917,0.12,251,15.36,0.24,186,235,20,34.666667,0,1,0,0.04,0.04,384,15.36,0.110054,0,0,14.5,27,20,20
geo50-20-d4-75-96_ext.xml.minion.gz,1,321,0.128832,0.756041,0.56,267,0.5,0.350204,0.3432,0.34,250.298368,0.06,249,17.16,0.28,182,233,20,41.333333,0,1,0,0.04,0.04,429,17.16,0.119058,0,0,17,28,20,20
geo50-20-d4-75-97_ext.xml.minion.gz,1,315,0.118081,0.724776,0.52,266,0.44,0.312653,0.3064,0.32,249.665796,0.04,249,15.32,0.26,177,234,20,41,0,1,0,0.04,0.04,383,15.32,0.121366,0,0,16,26,20,20
geo50-20-d4-75-98_ext.xml.minion.gz,1,316,0.086241,0.701954,0.52,270,0.52,0.307755,0.3016,0.29,251.997347,0.14,252,15.08,0.22,182,235,20,35.272727,0,1,0,0.04,0.04,377,15.08,0.11005,0,0,14.5,26,20,20
geo50-20-d4-75-99_ext.xml.minion.gz,1,337,0.091596,0.713841,0.52,265,0.5,0.323265,0.3168,0.3,250.419192,0.1,250,15.84,0.26,178,234,20,34.533333,0,1,0,0.04,0.04,396,15.84,0.110504,0,0,15,26,20,20
geo50-20-d4-75-9_ext.xml.minion.gz,1,319,0.121059,0.716383,0.66,266,0.52,0.368163,0.3608,0.38,249.716186,0.14,248,18.04,0.24,176,234,20,33.3125,0,1,0,0.04,0.04,451,18.04,0.106422,0,0,19,33,20,20
geom-30a-3-ext.xml.minion.converted.minion.gz,1,324,0.071285,0.662513,0.333333,324,0.2,0.186207,0.18,0.166667,324,0.066667,324,5.4,0.166667,324,324,3,35,0,1,0,0.066667,0.066667,81,5.4,0.037417,0,0,5,10,3,3
geom-30a-4-ext.xml.minion.converted.minion.gz,1,263,0.071285,0.662513,0.333333,263,0.2,0.186207,0.18,0.166667,263,0.066667,263,5.4,0.166667,263,263,4,27,0,1,0,0.066667,0.066667,81,5.4,0.116619,0,0,5,10,4,4
geom-30a-5-ext.xml.minion.converted.minion.gz,1,184,0.071285,0.662513,0.333333,184,0.2,0.186207,0.18,0.166667,184,0.066667,184,5.4,0.166667,184,184,5,23,0,1,0,0.066667,0.066667,81,5.4,0.148324,0,0,5,10,5,5
geom-30a-6-ext.xml.minion.converted.minion.gz,1,169,0.071285,0.662513,0.333333,169,0.2,0.186207,0.18,0.166667,169,0.066667,169,5.4,0.166667,169,169,6,20,0,1,0,0.066667,0.066667,81,5.4,0.153623,0,0,5,10,6,6
geom-40-2-ext.xml.minion.converted.minion.gz,1,513,0.034821,0.569167,0.15,513,0.125,0.1,0.0975,0.1,513,0,513,3.9,0.125,513,513,2,53,0.1,1,0,0.05,0.05,78,3.9,0.06,0,0,4,6,2,2
geom-40-3-ext.xml.minion.converted.minion.gz,1,324,0.034821,0.569167,0.15,324,0.125,0.1,0.0975,0.1,324,0,324,3.9,0.125,324,324,3,35,0,1,0,0.05,0.05,78,3.9,0.037417,0,0,4,6,3,3
geom-40-4-ext.xml.minion.converted.minion.gz,1,263,0.034821,0.569167,0.15,263,0.125,0.1,0.0975,0.1,263,0,263,3.9,0.125,263,263,4,27,0,1,0,0.05,0.05,78,3.9,0.116619,0,0,4,6,4,4
geom-40-5-ext.xml.minion.converted.minion.gz,1,184,0.034821,0.569167,0.15,184,0.125,0.1,0.0975,0.1,184,0,184,3.9,0.125,184,184,5,23,0,1,0,0.05,0.05,78,3.9,0.148324,0,0,4,6,5,5
geom-40-6-ext.xml.minion.converted.minion.gz,1,169,0.034821,0.569167,0.15,169,0.125,0.1,0.0975,0.1,169,0,169,3.9,0.125,169,169,6,20,0,1,0,0.05,0.05,78,3.9,0.153623,0,0,4,6,6,6
hanoi-3_ext.xml.minion.converted.minion.gz,1,900,0.078567,0,0.333333,884,0.166667,0.333333,0.277778,0.333333,884.8,0.166667,880,1.666667,0.166667,880,880,2,97.5,0,1,0,0.333333,0.333333,5,1.666667,0.096759,0,0,2,2,27,27
hanoi-4_ext.xml.minion.converted.minion.gz,1,968,0.024995,0,0.142857,961,0.071429,0.142857,0.132653,0.142857,962,0.071429,961,1.857143,0.071429,961,961,2,100,0,1,0,0.142857,0.142857,13,1.857143,0.035018,0,0,2,2,81,81
hanoi-5_ext.xml.minion.converted.minion.gz,1,986,0.008315,0,0.066667,984,0.033333,0.066667,0.064444,0.066667,984.137931,0.033333,984,1.933333,0.033333,984,984,2,?,0,1,0,0.066667,0.066667,29,1.933333,?,0,0,2,2,243,243
hanoi-6_ext.xml.minion.converted.minion.gz,1,998,0.00285,0,0.032258,995,0.016129,0.032258,0.031738,0.032258,995.032787,0.016129,995,1.967742,0.016129,994,995,2,?,0,1,0,0.032258,0.032258,61,1.967742,?,0,0,2,2,729,729
hanoi-7_ext.xml.minion.converted.minion.gz,1,1000,0.000992,0,0.015873,997,0.007937,0.015873,0.015747,0.015873,997.016,0.007937,997,1.984127,0.007937,996,997,2,?,0,1,0,0.015873,0.015873,125,1.984127,?,0,0,2,2,2187,2187
hole-06_ext.xml.minion.converted.minion.gz,1,260,0,0.454545,0.261905,260,0.261905,0.268293,0.261905,0.261905,247.052632,0.261905,260,7,0.261905,14,260,2,45.428571,0,1,0,0.052632,0.052632,133,11,0.9875,0,0,11,11,2,2
hole-07_ext.xml.minion.converted.minion.gz,1,260,0,0.461538,0.232143,260,0.232143,0.236364,0.232143,0.232143,249.960784,0.232143,260,8,0.232143,4,260,2,46.375,0,1,0,0.039216,0.039216,204,13,1,0,0,13,13,2,2
hole-08_ext.xml.minion.converted.minion.gz,1,260,0,0.466667,0.208333,260,0.208333,0.211268,0.208333,0.208333,252.212121,0.208333,260,9,0.208333,3,260,2,47.111111,0,1,0,0.030303,0.030303,297,15,1,0,0,15,15,2,2
hole-09_ext.xml.minion.converted.minion.gz,1,260,0,0.470588,0.188889,260,0.188889,0.191011,0.188889,0.188889,253.759036,0.188889,260,10,0.188889,1,260,2,47.7,0,1,0,0.024096,0.024096,415,17,1,0,0,17,17,2,2
hole-10_ext.xml.minion.converted.minion.gz,1,260,0,0.473684,0.172727,260,0.172727,0.174312,0.172727,0.172727,254.921569,0.172727,260,11,0.172727,1,260,2,48.181818,0,1,0,0.019608,0.019608,561,19,1,0,0,19,19,2,2
jnh01_ext.xml.minion.converted.minion.gz,1,260,0.037266,0.888071,0.96,71,0.94,0.887071,0.8782,0.88,58.096471,0.78,32,43.92,0.79,0,13,2,6.960784,0.04,1,0,0.051671,0.051671,850,87.82,0.329941,0,0,88,96,2,2
jnh02_ext.xml.minion.converted.minion.gz,1,510,0.058,0.866534,0.96,114,0.88,0.860606,0.852,0.86,65.375736,0.68,34,41.9,0.71,0,13,2,9.846154,0.39,1,0,0.049352,0.049352,849,85.2,0.327479,0,0,86,96,2,2
jnh03_ext.xml.minion.converted.minion.gz,1,510,0.052587,0.873993,0.96,114,0.89,0.869495,0.8608,0.87,68.599057,0.68,38,41.64,0.74,0,14,2,9.189189,0.04,1,0,0.049104,0.049104,848,86.08,0.330681,0,0,87,96,2,2
jnh04_ext.xml.minion.converted.minion.gz,1,260,0.054148,0.863249,0.95,114,0.88,0.858384,0.8498,0.86,64.205882,0.67,38,41.6,0.72,0,14,2,8.130435,0.7,1,0,0.048941,0.048941,850,84.98,0.311904,0,0,86,95,2,2
jnh05_ext.xml.minion.converted.minion.gz,1,513,0.053126,0.867362,0.99,114,0.92,0.862828,0.8542,0.86,68.777515,0.72,38,41.54,0.73,0,13,2,8.25,0.73,1,0,0.04916,0.04916,845,85.42,0.321728,0,0,86,99,2,2
jnh06_ext.xml.minion.converted.minion.gz,1,260,0.054314,0.871497,0.95,114,0.87,0.866667,0.858,0.865,65.863529,0.7,52,41.55,0.73,0,14,2,8.529412,0.01,1,0,0.048882,0.048882,850,85.8,0.329978,0,0,86.5,95,2,2
jnh07_ext.xml.minion.converted.minion.gz,1,510,0.052494,0.863382,0.98,114,0.88,0.859192,0.8506,0.86,65.338443,0.71,37,41.56,0.72,0,13,2,8.75,0.48,1,0,0.049009,0.049009,848,85.06,0.320462,0,0,86,98,2,2
jnh08_ext.xml.minion.converted.minion.gz,1,497,0.052096,0.87498,0.96,114,0.93,0.870707,0.862,0.865,69.546525,0.69,38,41.45,0.75,0,14,2,8.972973,0.35,1,0,0.048822,0.048822,849,86.2,0.330997,0,0,86.5,96,2,2
jnh09_ext.xml.minion.converted.minion.gz,1,513,0.05091,0.862041,0.98,114,0.88,0.858182,0.8496,0.85,63.636042,0.7,38,41.54,0.73,0,14,2,7.914894,0.73,1,0,0.048928,0.048928,849,84.96,0.305119,0,0,85,98,2,2
jnh10_ext.xml.minion.converted.minion.gz,1,510,0.051928,0.871799,0.99,114,0.87,0.867475,0.8588,0.87,68.625738,0.7,38,41.58,0.74,0,14,2,8.305556,0.5,1,0,0.049091,0.049091,847,85.88,0.312848,0,0,87,99,2,2
jnh11_ext.xml.minion.converted.minion.gz,1,513,0.053653,0.867678,0.95,114,0.89,0.86303,0.8544,0.86,66.342756,0.7,52,41.3,0.72,0,14,2,7.723404,0.53,1,0,0.048645,0.048645,849,85.44,0.323988,0,0,86,95,2,2
jnh12_ext.xml.minion.converted.minion.gz,1,510,0.051732,0.865456,0.98,114,0.91,0.861414,0.8528,0.86,66.208726,0.72,37,41.67,0.72,0,13,2,9.043478,0.8,1,0,0.049139,0.049139,848,85.28,0.325888,0,0,86,98,2,2
jnh13_ext.xml.minion.converted.minion.gz,1,497,0.055254,0.872802,0.95,114,0.93,0.867677,0.859,0.86,69.272085,0.69,38,41.3,0.74,0,14,2,8.553191,0.45,1,0,0.048645,0.048645,849,85.9,0.330421,0,0,86,95,2,2
jnh14_ext.xml.minion.converted.minion.gz,1,513,0.051301,0.862944,0.98,114,0.88,0.85899,0.8504,0.85,64.617197,0.71,38,41.61,0.71,0,13,2,8.340426,0.61,1,0,0.049011,0.049011,849,85.04,0.299482,0,0,85,98,2,2
jnh15_ext.xml.minion.converted.minion.gz,1,510,0.053594,0.867554,0.98,114,0.89,0.862828,0.8542,0.855,69.766234,0.68,38,41.2,0.74,0,14,2,8.229167,0.74,1,0,0.048642,0.048642,847,85.42,0.31991,0,0,85.5,98,2,2
jnh16_ext.xml.minion.converted.minion.gz,1,513,0.050822,0.868121,0.96,114,0.88,0.86404,0.8554,0.865,63.413428,0.72,38,41.7,0.73,0,14,2,7.785714,0,1,0,0.049117,0.049117,849,85.54,0.306304,0,0,86.5,96,2,2
jnh17_ext.xml.minion.converted.minion.gz,1,510,0.056661,0.860347,0.97,114,0.89,0.855152,0.8466,0.85,67.547816,0.68,38,41.27,0.71,0,14,2,10.333333,0.12,1,0,0.048725,0.048725,847,84.66,0.34354,0,0,85,97,2,2
jnh18_ext.xml.minion.converted.minion.gz,1,497,0.054404,0.873231,0.96,114,0.92,0.868283,0.8596,0.86,67.540636,0.69,38,41.67,0.74,0,14,2,8.553191,0.02,1,0,0.049081,0.049081,849,85.96,0.316792,0,0,86,96,2,2
jnh19_ext.xml.minion.converted.minion.gz,1,260,0.055182,0.860595,0.97,114,0.89,0.855556,0.847,0.855,64.424706,0.68,38,41.48,0.7,0,14,2,8.744681,0.01,1,0,0.0488,0.0488,850,84.7,0.318375,0,0,85.5,97,2,2
jnh201_ext.xml.minion.converted.minion.gz,1,260,0.040925,0.87476,0.95,71,0.92,0.873333,0.8646,0.87,57.04125,0.74,32,41.54,0.78,0,12,2,7.446809,0.02,1,0,0.051925,0.051925,800,86.46,0.341765,0,0,87,95,2,2
jnh202_ext.xml.minion.converted.minion.gz,1,510,0.05999,0.850174,0.96,114,0.85,0.843838,0.8354,0.845,64.406758,0.68,34,39.6,0.7,0,13,2,9.840909,0.61,1,0,0.049562,0.049562,799,83.54,0.350604,0,0,84.5,96,2,2
