@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC

@DATA
lemma-15-9-mod.xml.minion.conv.minion,1,96,0.029481,0.980464,0.933333,96,0.933333,0.980952,0.915556,0.933333,96,0.866667,96,19.6,0.866667,96,96
lemma-20-9-mod.xml.minion.conv.minion,1,96,0.024495,0.978122,0.95,96,0.9,0.978947,0.93,0.95,96,0.9,96,27,0.9,96,96
lemma-30-9-mod.xml.minion.conv.minion,1,96,0.015713,0.988262,0.966667,96,0.933333,0.988506,0.955556,0.966667,96,0.933333,96,42,0.933333,96,96
lemma-50-9-mod.xml.minion.conv.minion,1,96,0.0096,0.992549,0.98,96,0.96,0.992653,0.9728,0.98,96,0.96,96,72,0.96,96,96
magicSquare-10_glb.xml.minion.conv.minion,1,1000,0,1,0.99,484,0.99,1,0.99,0.99,495.466667,0.99,484,5.4,0.99,484,484
magicSquare-11_glb.xml.minion.conv.minion,1,1000,0,1,0.991736,490,0.991736,1,0.991736,0.991736,500.408163,0.991736,490,5.363636,0.991736,490,490
magicSquare-12_glb.xml.minion.conv.minion,1,1000,0,1,0.993056,496,0.993056,1,0.993056,0.993056,505.509434,0.993056,496,5.333333,0.993056,496,496
magicSquare-13_glb.xml.minion.conv.minion,1,1000,0,1,0.994083,530,0.994083,1,0.994083,0.994083,538.245614,0.994083,530,5.307692,0.994083,530,530
magicSquare-14_glb.xml.minion.conv.minion,1,1000,0,1,0.994898,496,0.994898,1,0.994898,0.994898,504.262295,0.994898,496,5.285714,0.994898,496,496
magicSquare-15_glb.xml.minion.conv.minion,1,1000,0,1,0.995556,492,0.995556,1,0.995556,0.995556,499.815385,0.995556,492,5.266667,0.995556,492,492
magicSquare-16_glb.xml.minion.conv.minion,1,1000,0,1,0.996094,510,0.996094,1,0.996094,0.996094,517.101449,0.996094,510,5.25,0.996094,510,510
magicSquare-17_glb.xml.minion.conv.minion,1,1000,0,1,0.99654,484,0.99654,1,0.99654,0.99654,491.068493,0.99654,484,5.235294,0.99654,484,484
magicSquare-18_glb.xml.minion.conv.minion,1,1000,0,1,0.996914,514,0.996914,1,0.996914,0.996914,520.311688,0.996914,514,5.222222,0.996914,514,514
magicSquare-19_glb.xml.minion.conv.minion,1,1000,0,1,0.99723,481,0.99723,1,0.99723,0.99723,487.407407,0.99723,481,5.210526,0.99723,481,481
magicSquare-3_glb.xml.minion.conv.minion,1,996,0,1,0.888889,452,0.888889,1,0.888889,0.888889,484,0.888889,452,6.333333,0.888889,452,452
magicSquare-4_glb.xml.minion.conv.minion,1,1000,0,1,0.9375,473,0.9375,1,0.9375,0.9375,498.095238,0.9375,473,6,0.9375,473,473
magicSquare-5_glb.xml.minion.conv.minion,1,1000,0,1,0.96,522,0.96,1,0.96,0.96,541.12,0.96,522,5.8,0.96,522,522
magicSquare-6_glb.xml.minion.conv.minion,1,1000,0,1,0.972222,504,0.972222,1,0.972222,0.972222,521.103448,0.972222,504,5.666667,0.972222,504,504
magicSquare-7_glb.xml.minion.conv.minion,1,1000,0,1,0.979592,523,0.979592,1,0.979592,0.979592,537.454545,0.979592,523,5.571429,0.979592,523,523
magicSquare-8_glb.xml.minion.conv.minion,1,1000,0,1,0.984375,507,0.984375,1,0.984375,0.984375,520.324324,0.984375,507,5.5,0.984375,507,507
magicSquare-9_glb.xml.minion.conv.minion,1,1000,0,1,0.987654,517,0.987654,1,0.987654,0.987654,528.780488,0.987654,517,5.444444,0.987654,517,517
mug100-1-3.xml.watchless.minion.gz,1,324,0.004665,0.371667,0.04,324,0.03,0.033535,0.0332,0.03,324,0.03,324,3.32,0.03,324,324
mug100-1-4.xml.watchless.minion.gz,1,263,0.004665,0.371667,0.04,263,0.03,0.033535,0.0332,0.03,263,0.03,263,3.32,0.03,263,263
mug100-25-3.xml.watchless.minion.gz,1,324,0.004665,0.37,0.04,324,0.03,0.033535,0.0332,0.03,324,0.03,324,3.32,0.03,324,324
mug100-25-4.xml.watchless.minion.gz,1,263,0.004665,0.37,0.04,263,0.03,0.033535,0.0332,0.03,263,0.03,263,3.32,0.03,263,263
mug88-1-3.xml.watchless.minion.gz,1,324,0.005293,0.348485,0.045455,324,0.034091,0.03814,0.037707,0.034091,324,0.034091,324,3.318182,0.034091,324,324
mug88-1-4.xml.watchless.minion.gz,1,263,0.005293,0.348485,0.045455,263,0.034091,0.03814,0.037707,0.034091,263,0.034091,263,3.318182,0.034091,263,263
mug88-25-3.xml.watchless.minion.gz,1,324,0.005293,0.367424,0.045455,324,0.034091,0.03814,0.037707,0.034091,324,0.034091,324,3.318182,0.034091,324,324
mug88-25-4.xml.watchless.minion.gz,1,263,0.005293,0.367424,0.045455,263,0.034091,0.03814,0.037707,0.034091,263,0.034091,263,3.318182,0.034091,263,263
myciel3-3.xml.watchless.minion.gz,1,324,0.058439,0,0.454545,324,0.454545,0.363636,0.330579,0.363636,324,0.272727,324,3.636364,0.272727,324,324
myciel3-4.xml.watchless.minion.gz,1,263,0.058439,0,0.454545,263,0.454545,0.363636,0.330579,0.363636,263,0.272727,263,3.636364,0.272727,263,263
myciel4-4.xml.watchless.minion.gz,1,263,0.083732,0,0.478261,263,0.478261,0.280632,0.268431,0.26087,263,0.173913,263,6.173913,0.217391,263,263
myciel4-5.xml.watchless.minion.gz,1,184,0.083732,0,0.478261,184,0.478261,0.280632,0.268431,0.26087,184,0.173913,184,6.173913,0.217391,184,184
myciel5-4.xml.watchless.minion.gz,1,263,0.093411,0,0.489362,263,0.489362,0.218316,0.213671,0.191489,263,0.106383,263,10.042553,0.170213,263,263
myciel5-5.xml.watchless.minion.gz,1,184,0.093411,0,0.489362,184,0.489362,0.218316,0.213671,0.191489,184,0.106383,184,10.042553,0.170213,184,184
myciel5-6.xml.watchless.minion.gz,1,169,0.093411,0,0.489362,169,0.489362,0.218316,0.213671,0.191489,169,0.106383,169,10.042553,0.170213,169,169
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,324,0.093411,0,0.489362,324,0.489362,0.218316,0.213671,0.191489,324,0.106383,324,10.042553,0.170213,324,324
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,263,0.093411,0,0.489362,263,0.489362,0.218316,0.213671,0.191489,263,0.106383,263,10.042553,0.170213,263,263
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,184,0.093411,0,0.489362,184,0.489362,0.218316,0.213671,0.191489,184,0.106383,184,10.042553,0.170213,184,184
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,169,0.093411,0,0.489362,169,0.489362,0.218316,0.213671,0.191489,169,0.106383,169,10.042553,0.170213,169,169
myciel6-4.xml.watchless.minion.gz,1,263,0.093085,0,0.494737,263,0.494737,0.169093,0.167313,0.136842,263,0.063158,263,15.894737,0.126316,263,263
myciel6-5.xml.watchless.minion.gz,1,184,0.093085,0,0.494737,184,0.494737,0.169093,0.167313,0.136842,184,0.063158,184,15.894737,0.126316,184,184
myciel6-6.xml.watchless.minion.gz,1,169,0.093085,0,0.494737,169,0.494737,0.169093,0.167313,0.136842,169,0.063158,169,15.894737,0.126316,169,169
myciel6-7.xml.watchless.minion.gz,1,154,0.093085,0,0.494737,154,0.494737,0.169093,0.167313,0.136842,154,0.063158,154,15.894737,0.126316,154,154
myciel7-4.xml.watchless.minion.gz,1,263,0.086925,0,0.497382,263,0.497382,0.130063,0.129382,0.104712,263,0.036649,263,24.712042,0.094241,263,263
myciel7-5.xml.watchless.minion.gz,1,184,0.086925,0,0.497382,184,0.497382,0.130063,0.129382,0.104712,184,0.036649,184,24.712042,0.094241,184,184
myciel7-6.xml.watchless.minion.gz,1,169,0.086925,0,0.497382,169,0.497382,0.130063,0.129382,0.104712,169,0.036649,169,24.712042,0.094241,169,169
myciel7-7.xml.watchless.minion.gz,1,154,0.086925,0,0.497382,154,0.497382,0.130063,0.129382,0.104712,154,0.036649,154,24.712042,0.094241,154,154
myciel7-8.xml.watchless.minion.gz,1,136,0.086925,0,0.497382,136,0.497382,0.130063,0.129382,0.104712,136,0.036649,136,24.712042,0.094241,136,136
nmr_10_10_3.minion,1,500,0,1,0.99,36,0.99,1,0.99,0.99,40.088106,0.99,36,84.6,0.99,36,36
nmr_10_10_4.minion,1,506,0,1,0.99,20,0.99,1,0.99,0.99,24.281938,0.99,20,84.6,0.99,20,20
nmr_10_10_5.minion,1,492,0,1,0.99,11,0.99,1,0.99,0.99,15.237885,0.99,11,84.6,0.99,11,11
nmr_10_11_3.minion,1,513,0,1,0.990909,36,0.990909,1,0.990909,0.990909,39.581796,0.990909,36,93.618182,0.990909,36,36
nmr_10_11_4.minion,1,506,0,1,0.990909,20,0.990909,1,0.990909,0.990909,23.69166,0.990909,20,93.618182,0.990909,20,20
nmr_10_11_5.minion,1,515,0,1,0.990909,11,0.990909,1,0.990909,0.990909,14.747394,0.990909,11,93.618182,0.990909,11,11
nmr_10_12_3.minion,1,504,0,1,0.991667,36,0.991667,1,0.991667,0.991667,39.115719,0.991667,36,102.633333,0.991667,36,36
nmr_10_12_4.minion,1,506,0,1,0.991667,20,0.991667,1,0.991667,0.991667,23.205686,0.991667,20,102.633333,0.991667,20,20
nmr_10_12_5.minion,1,505,0,1,0.991667,11,0.991667,1,0.991667,0.991667,14.256522,0.991667,11,102.633333,0.991667,11,11
nmr_10_5_3.minion,1,516,0,1,0.98,36,0.98,1,0.98,0.98,49.339093,0.98,36,39.4,0.98,36,36
nmr_10_5_4.minion,1,506,0,1,0.98,20,0.98,1,0.98,0.98,33.412527,0.98,20,39.4,0.98,20,20
nmr_10_5_5.minion,1,494,0,1,0.98,11,0.98,1,0.98,0.98,24.544276,0.98,11,39.4,0.98,11,11
nmr_10_6_3.minion,1,501,0,1,0.983333,36,0.983333,1,0.983333,0.983333,45.441219,0.983333,36,48.466667,0.983333,36,36
nmr_10_6_4.minion,1,506,0,1,0.983333,20,0.983333,1,0.983333,0.983333,29.483309,0.983333,20,48.466667,0.983333,20,20
nmr_10_6_5.minion,1,520,0,1,0.983333,11,0.983333,1,0.983333,0.983333,21.139332,0.983333,11,48.466667,0.983333,11,11
nmr_10_7_3.minion,1,500,0,1,0.985714,36,0.985714,1,0.985714,0.985714,43.165625,0.985714,36,57.514286,0.985714,36,36
nmr_10_7_4.minion,1,506,0,1,0.985714,20,0.985714,1,0.985714,0.985714,27.453125,0.985714,20,57.514286,0.985714,20,20
nmr_10_7_5.minion,1,492,0,1,0.985714,11,0.985714,1,0.985714,0.985714,18.35625,0.985714,11,57.514286,0.985714,11,11
nmr_10_8_3.minion,1,521,0,1,0.9875,36,0.9875,1,0.9875,0.9875,41.966301,0.9875,36,66.55,0.9875,36,36
nmr_10_8_4.minion,1,506,0,1,0.9875,20,0.9875,1,0.9875,0.9875,25.995298,0.9875,20,66.55,0.9875,20,20
nmr_10_8_5.minion,1,492,0,1,0.9875,11,0.9875,1,0.9875,0.9875,16.925549,0.9875,11,66.55,0.9875,11,11
nmr_10_9_3.minion,1,500,0,1,0.988889,36,0.988889,1,0.988889,0.988889,40.807575,0.988889,36,75.577778,0.988889,36,36
nmr_10_9_4.minion,1,506,0,1,0.988889,20,0.988889,1,0.988889,0.988889,25.041539,0.988889,20,75.577778,0.988889,20,20
nmr_10_9_5.minion,1,493,0,1,0.988889,11,0.988889,1,0.988889,0.988889,16.000611,0.988889,11,75.577778,0.988889,11,11
nmr_11_10_3.minion,1,513,0,1,0.990909,36,0.990909,1,0.990909,0.990909,39.581796,0.990909,36,93.618182,0.990909,36,36
nmr_11_10_4.minion,1,506,0,1,0.990909,20,0.990909,1,0.990909,0.990909,23.69166,0.990909,20,93.618182,0.990909,20,20
nmr_11_10_5.minion,1,515,0,1,0.990909,11,0.990909,1,0.990909,0.990909,14.747394,0.990909,11,93.618182,0.990909,11,11
nmr_11_11_3.minion,1,513,0,1,0.991736,36,0.991736,1,0.991736,0.991736,39.133005,0.991736,36,103.636364,0.991736,36,36
nmr_11_11_4.minion,1,503,0,1,0.991736,20,0.991736,1,0.991736,0.991736,23.172414,0.991736,20,103.636364,0.991736,20,20
nmr_11_11_5.minion,1,515,0,1,0.991736,11,0.991736,1,0.991736,0.991736,14.310345,0.991736,11,103.636364,0.991736,11,11
nmr_11_12_3.minion,1,513,0,1,0.992424,36,0.992424,1,0.992424,0.992424,38.718981,0.992424,36,113.651515,0.992424,36,36
nmr_11_12_4.minion,1,503,0,1,0.992424,20,0.992424,1,0.992424,0.992424,22.745275,0.992424,20,113.651515,0.992424,20,20
nmr_11_12_5.minion,1,515,0,1,0.992424,11,0.992424,1,0.992424,0.992424,13.871542,0.992424,11,113.651515,0.992424,11,11
nmr_11_5_3.minion,1,516,0,1,0.981818,36,0.981818,1,0.981818,0.981818,47.893617,0.981818,36,43.418182,0.981818,36,36
nmr_11_5_4.minion,1,503,0,1,0.981818,20,0.981818,1,0.981818,0.981818,31.829787,0.981818,20,43.418182,0.981818,20,20
nmr_11_5_5.minion,1,515,0,1,0.981818,11,0.981818,1,0.981818,0.981818,23.138298,0.981818,11,43.418182,0.981818,11,11
nmr_11_6_3.minion,1,513,0,1,0.984848,36,0.984848,1,0.984848,0.984848,44.375,0.984848,36,53.484848,0.984848,36,36
nmr_11_6_4.minion,1,503,0,1,0.984848,20,0.984848,1,0.984848,0.984848,28.303571,0.984848,20,53.484848,0.984848,20,20
nmr_11_6_5.minion,1,520,0,1,0.984848,11,0.984848,1,0.984848,0.984848,20.059524,0.984848,11,53.484848,0.984848,11,11
nmr_11_7_3.minion,1,513,0,1,0.987013,36,0.987013,1,0.987013,0.987013,42.329633,0.987013,36,63.532468,0.987013,36,36
nmr_11_7_4.minion,1,503,0,1,0.987013,20,0.987013,1,0.987013,0.987013,26.497011,0.987013,20,63.532468,0.987013,20,20
nmr_11_7_5.minion,1,515,0,1,0.987013,11,0.987013,1,0.987013,0.987013,17.544833,0.987013,11,63.532468,0.987013,11,11
nmr_11_8_3.minion,1,521,0,1,0.988636,36,0.988636,1,0.988636,0.988636,41.259473,0.988636,36,73.568182,0.988636,36,36
nmr_11_8_4.minion,1,503,0,1,0.988636,20,0.988636,1,0.988636,0.988636,25.202954,0.988636,20,73.568182,0.988636,20,20
nmr_11_8_5.minion,1,515,0,1,0.988636,11,0.988636,1,0.988636,0.988636,16.258831,0.988636,11,73.568182,0.988636,11,11
nmr_11_9_3.minion,1,513,0,1,0.989899,36,0.989899,1,0.989899,0.989899,40.222222,0.989899,36,83.59596,0.989899,36,36
nmr_11_9_4.minion,1,505,0,1,0.989899,20,0.989899,1,0.989899,0.989899,24.361361,0.989899,20,83.59596,0.989899,20,20
nmr_11_9_5.minion,1,515,0,1,0.989899,11,0.989899,1,0.989899,0.989899,15.43043,0.989899,11,83.59596,0.989899,11,11
nmr_12_10_3.minion,1,504,0,1,0.991667,36,0.991667,1,0.991667,0.991667,39.115719,0.991667,36,102.633333,0.991667,36,36
nmr_12_10_4.minion,1,506,0,1,0.991667,20,0.991667,1,0.991667,0.991667,23.205686,0.991667,20,102.633333,0.991667,20,20
nmr_12_10_5.minion,1,505,0,1,0.991667,11,0.991667,1,0.991667,0.991667,14.256522,0.991667,11,102.633333,0.991667,11,11
nmr_12_11_3.minion,1,513,0,1,0.992424,36,0.992424,1,0.992424,0.992424,38.718981,0.992424,36,113.651515,0.992424,36,36
nmr_12_11_4.minion,1,503,0,1,0.992424,20,0.992424,1,0.992424,0.992424,22.745275,0.992424,20,113.651515,0.992424,20,20
nmr_12_11_5.minion,1,515,0,1,0.992424,11,0.992424,1,0.992424,0.992424,13.871542,0.992424,11,113.651515,0.992424,11,11
nmr_12_12_3.minion,1,504,0,1,0.993056,36,0.993056,1,0.993056,0.993056,38.351759,0.993056,36,124.666667,0.993056,36,36
nmr_12_12_4.minion,1,491,0,1,0.993056,20,0.993056,1,0.993056,0.993056,22.366834,0.993056,20,124.666667,0.993056,20,20
nmr_12_12_5.minion,1,505,0,1,0.993056,11,0.993056,1,0.993056,0.993056,13.482412,0.993056,11,124.666667,0.993056,11,11
nmr_12_5_3.minion,1,516,0,1,0.983333,36,0.983333,1,0.983333,0.983333,46.595556,0.983333,36,47.433333,0.983333,36,36
nmr_12_5_4.minion,1,494,0,1,0.983333,20,0.983333,1,0.983333,0.983333,30.515556,0.983333,20,47.433333,0.983333,20,20
nmr_12_5_5.minion,1,505,0,1,0.983333,11,0.983333,1,0.983333,0.983333,21.798519,0.983333,11,47.433333,0.983333,11,11
nmr_12_6_3.minion,1,504,0,1,0.986111,36,0.986111,1,0.986111,0.986111,43.410537,0.986111,36,58.5,0.986111,36,36
nmr_12_6_4.minion,1,491,0,1,0.986111,20,0.986111,1,0.986111,0.986111,27.327038,0.986111,20,58.5,0.986111,20,20
nmr_12_6_5.minion,1,520,0,1,0.986111,11,0.986111,1,0.986111,0.986111,19.020875,0.986111,11,58.5,0.986111,11,11
nmr_12_7_3.minion,1,504,0,1,0.988095,36,0.988095,1,0.988095,0.988095,41.568781,0.988095,36,69.547619,0.988095,36,36
nmr_12_7_4.minion,1,491,0,1,0.988095,20,0.988095,1,0.988095,0.988095,25.707056,0.988095,20,69.547619,0.988095,20,20
nmr_12_7_5.minion,1,505,0,1,0.988095,11,0.988095,1,0.988095,0.988095,16.750535,0.988095,11,69.547619,0.988095,11,11
nmr_12_8_3.minion,1,521,0,1,0.989583,36,0.989583,1,0.989583,0.989583,40.614684,0.989583,36,80.583333,0.989583,36,36
nmr_12_8_4.minion,1,492,0,1,0.989583,20,0.989583,1,0.989583,0.989583,24.549303,0.989583,20,80.583333,0.989583,20,20
nmr_12_8_5.minion,1,505,0,1,0.989583,11,0.989583,1,0.989583,0.989583,15.600214,0.989583,11,80.583333,0.989583,11,11
nmr_12_9_3.minion,1,504,0,1,0.990741,36,0.990741,1,0.990741,0.990741,39.685177,0.990741,36,91.611111,0.990741,36,36
nmr_12_9_4.minion,1,505,0,1,0.990741,20,0.990741,1,0.990741,0.990741,23.800835,0.990741,20,91.611111,0.990741,20,20
nmr_12_9_5.minion,1,505,0,1,0.990741,11,0.990741,1,0.990741,0.990741,14.863883,0.990741,11,91.611111,0.990741,11,11
nmr_5_10_3.minion,1,516,0,1,0.98,36,0.98,1,0.98,0.98,49.339093,0.98,36,39.4,0.98,36,36
nmr_5_10_4.minion,1,506,0,1,0.98,20,0.98,1,0.98,0.98,33.412527,0.98,20,39.4,0.98,20,20
nmr_5_10_5.minion,1,494,0,1,0.98,11,0.98,1,0.98,0.98,24.544276,0.98,11,39.4,0.98,11,11
nmr_5_11_3.minion,1,516,0,1,0.981818,36,0.981818,1,0.981818,0.981818,47.893617,0.981818,36,43.418182,0.981818,36,36
nmr_5_11_4.minion,1,503,0,1,0.981818,20,0.981818,1,0.981818,0.981818,31.829787,0.981818,20,43.418182,0.981818,20,20
nmr_5_11_5.minion,1,515,0,1,0.981818,11,0.981818,1,0.981818,0.981818,23.138298,0.981818,11,43.418182,0.981818,11,11
nmr_5_12_3.minion,1,516,0,1,0.983333,36,0.983333,1,0.983333,0.983333,46.595556,0.983333,36,47.433333,0.983333,36,36
nmr_5_12_4.minion,1,494,0,1,0.983333,20,0.983333,1,0.983333,0.983333,30.515556,0.983333,20,47.433333,0.983333,20,20
nmr_5_12_5.minion,1,505,0,1,0.983333,11,0.983333,1,0.983333,0.983333,21.798519,0.983333,11,47.433333,0.983333,11,11
nmr_5_5_3.minion,1,516,0,1,0.96,36,0.96,1,0.96,0.96,71.555556,0.96,36,19.2,0.96,36,36
nmr_5_5_4.minion,1,494,0,1,0.96,20,0.96,1,0.96,0.96,55.111111,0.96,20,19.2,0.96,20,20
nmr_5_5_5.minion,1,494,0,1,0.96,11,0.96,1,0.96,0.96,46.777778,0.96,11,19.2,0.96,11,11
nmr_5_6_3.minion,1,516,0,1,0.966667,36,0.966667,1,0.966667,0.966667,62.792453,0.966667,36,23.266667,0.966667,36,36
nmr_5_6_4.minion,1,494,0,1,0.966667,20,0.966667,1,0.966667,0.966667,46.377358,0.966667,20,23.266667,0.966667,20,20
nmr_5_6_5.minion,1,520,0,1,0.966667,11,0.966667,1,0.966667,0.966667,38.993711,0.966667,11,23.266667,0.966667,11,11
nmr_5_7_3.minion,1,516,0,1,0.971429,36,0.971429,1,0.971429,0.971429,57.363636,0.971429,36,27.314286,0.971429,36,36
nmr_5_7_4.minion,1,494,0,1,0.971429,20,0.971429,1,0.971429,0.971429,41.490909,0.971429,20,27.314286,0.971429,20,20
nmr_5_7_5.minion,1,494,0,1,0.971429,11,0.971429,1,0.971429,0.971429,32.609091,0.971429,11,27.314286,0.971429,11,11
nmr_5_8_3.minion,1,521,0,1,0.975,36,0.975,1,0.975,0.975,54.213058,0.975,36,31.35,0.975,36,36
nmr_5_8_4.minion,1,494,0,1,0.975,20,0.975,1,0.975,0.975,37.890034,0.975,20,31.35,0.975,20,20
nmr_5_8_5.minion,1,494,0,1,0.975,11,0.975,1,0.975,0.975,29.024055,0.975,11,31.35,0.975,11,11
nmr_5_9_3.minion,1,516,0,1,0.977778,36,0.977778,1,0.977778,0.977778,51.290323,0.977778,36,35.377778,0.977778,36,36
nmr_5_9_4.minion,1,505,0,1,0.977778,20,0.977778,1,0.977778,0.977778,35.408602,0.977778,20,35.377778,0.977778,20,20
nmr_5_9_5.minion,1,494,0,1,0.977778,11,0.977778,1,0.977778,0.977778,26.569892,0.977778,11,35.377778,0.977778,11,11
nmr_6_10_3.minion,1,501,0,1,0.983333,36,0.983333,1,0.983333,0.983333,45.441219,0.983333,36,48.466667,0.983333,36,36
nmr_6_10_4.minion,1,506,0,1,0.983333,20,0.983333,1,0.983333,0.983333,29.483309,0.983333,20,48.466667,0.983333,20,20
nmr_6_10_5.minion,1,520,0,1,0.983333,11,0.983333,1,0.983333,0.983333,21.139332,0.983333,11,48.466667,0.983333,11,11
nmr_6_11_3.minion,1,513,0,1,0.984848,36,0.984848,1,0.984848,0.984848,44.375,0.984848,36,53.484848,0.984848,36,36
nmr_6_11_4.minion,1,503,0,1,0.984848,20,0.984848,1,0.984848,0.984848,28.303571,0.984848,20,53.484848,0.984848,20,20
nmr_6_11_5.minion,1,520,0,1,0.984848,11,0.984848,1,0.984848,0.984848,20.059524,0.984848,11,53.484848,0.984848,11,11
nmr_6_12_3.minion,1,504,0,1,0.986111,36,0.986111,1,0.986111,0.986111,43.410537,0.986111,36,58.5,0.986111,36,36
nmr_6_12_4.minion,1,491,0,1,0.986111,20,0.986111,1,0.986111,0.986111,27.327038,0.986111,20,58.5,0.986111,20,20
nmr_6_12_5.minion,1,520,0,1,0.986111,11,0.986111,1,0.986111,0.986111,19.020875,0.986111,11,58.5,0.986111,11,11
nmr_6_5_3.minion,1,516,0,1,0.966667,36,0.966667,1,0.966667,0.966667,62.792453,0.966667,36,23.266667,0.966667,36,36
nmr_6_5_4.minion,1,494,0,1,0.966667,20,0.966667,1,0.966667,0.966667,46.377358,0.966667,20,23.266667,0.966667,20,20
nmr_6_5_5.minion,1,520,0,1,0.966667,11,0.966667,1,0.966667,0.966667,38.993711,0.966667,11,23.266667,0.966667,11,11
nmr_6_6_3.minion,1,501,0,1,0.972222,36,0.972222,1,0.972222,0.972222,55.787234,0.972222,36,28.333333,0.972222,36,36
nmr_6_6_4.minion,1,476,0,1,0.972222,20,0.972222,1,0.972222,0.972222,39.404255,0.972222,20,28.333333,0.972222,20,20
nmr_6_6_5.minion,1,520,0,1,0.972222,11,0.972222,1,0.972222,0.972222,32.659574,0.972222,11,28.333333,0.972222,11,11
nmr_6_7_3.minion,1,501,0,1,0.97619,36,0.97619,1,0.97619,0.97619,51.53681,0.97619,36,33.380952,0.97619,36,36
nmr_6_7_4.minion,1,491,0,1,0.97619,20,0.97619,1,0.97619,0.97619,35.616564,0.97619,20,33.380952,0.97619,20,20
nmr_6_7_5.minion,1,520,0,1,0.97619,11,0.97619,1,0.97619,0.97619,27.484663,0.97619,11,33.380952,0.97619,11,11
nmr_6_8_3.minion,1,521,0,1,0.979167,36,0.979167,1,0.979167,0.979167,49.148148,0.979167,36,38.416667,0.979167,36,36
nmr_6_8_4.minion,1,492,0,1,0.979167,20,0.979167,1,0.979167,0.979167,32.851852,0.979167,20,38.416667,0.979167,20,20
nmr_6_8_5.minion,1,520,0,1,0.979167,11,0.979167,1,0.979167,0.979167,24.641204,0.979167,11,38.416667,0.979167,11,11
nmr_6_9_3.minion,1,501,0,1,0.981481,36,0.981481,1,0.981481,0.981481,46.904159,0.981481,36,43.444444,0.981481,36,36
nmr_6_9_4.minion,1,505,0,1,0.981481,20,0.981481,1,0.981481,0.981481,30.981917,0.981481,20,43.444444,0.981481,20,20
nmr_6_9_5.minion,1,520,0,1,0.981481,11,0.981481,1,0.981481,0.981481,22.721519,0.981481,11,43.444444,0.981481,11,11
nmr_7_10_3.minion,1,500,0,1,0.985714,36,0.985714,1,0.985714,0.985714,43.165625,0.985714,36,57.514286,0.985714,36,36
nmr_7_10_4.minion,1,506,0,1,0.985714,20,0.985714,1,0.985714,0.985714,27.453125,0.985714,20,57.514286,0.985714,20,20
nmr_7_10_5.minion,1,492,0,1,0.985714,11,0.985714,1,0.985714,0.985714,18.35625,0.985714,11,57.514286,0.985714,11,11
nmr_7_11_3.minion,1,513,0,1,0.987013,36,0.987013,1,0.987013,0.987013,42.329633,0.987013,36,63.532468,0.987013,36,36
nmr_7_11_4.minion,1,503,0,1,0.987013,20,0.987013,1,0.987013,0.987013,26.497011,0.987013,20,63.532468,0.987013,20,20
nmr_7_11_5.minion,1,515,0,1,0.987013,11,0.987013,1,0.987013,0.987013,17.544833,0.987013,11,63.532468,0.987013,11,11
nmr_7_12_3.minion,1,504,0,1,0.988095,36,0.988095,1,0.988095,0.988095,41.568781,0.988095,36,69.547619,0.988095,36,36
nmr_7_12_4.minion,1,491,0,1,0.988095,20,0.988095,1,0.988095,0.988095,25.707056,0.988095,20,69.547619,0.988095,20,20
nmr_7_12_5.minion,1,505,0,1,0.988095,11,0.988095,1,0.988095,0.988095,16.750535,0.988095,11,69.547619,0.988095,11,11
nmr_7_5_3.minion,1,516,0,1,0.971429,36,0.971429,1,0.971429,0.971429,57.363636,0.971429,36,27.314286,0.971429,36,36
nmr_7_5_4.minion,1,494,0,1,0.971429,20,0.971429,1,0.971429,0.971429,41.490909,0.971429,20,27.314286,0.971429,20,20
nmr_7_5_5.minion,1,494,0,1,0.971429,11,0.971429,1,0.971429,0.971429,32.609091,0.971429,11,27.314286,0.971429,11,11
nmr_7_6_3.minion,1,501,0,1,0.97619,36,0.97619,1,0.97619,0.97619,51.53681,0.97619,36,33.380952,0.97619,36,36
nmr_7_6_4.minion,1,491,0,1,0.97619,20,0.97619,1,0.97619,0.97619,35.616564,0.97619,20,33.380952,0.97619,20,20
