@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC

@DATA
ehi-85-297-78_ext.xml.minion.gz,1,886,0.004196,0.364202,0.10101
ehi-85-297-79_ext.xml.minion.gz,1,885,0.005091,0.366308,0.10101
ehi-85-297-7_ext.xml.minion.gz,1,777,0.00552,0.363033,0.10101
ehi-85-297-80_ext.xml.minion.gz,1,881,0.004222,0.360229,0.10101
ehi-85-297-81_ext.xml.minion.gz,1,873,0.005121,0.364313,0.10101
ehi-85-297-82_ext.xml.minion.gz,1,871,0.004361,0.361819,0.10101
ehi-85-297-83_ext.xml.minion.gz,1,880,0.005054,0.367004,0.10101
ehi-85-297-84_ext.xml.minion.gz,1,777,0.004352,0.3639,0.10101
ehi-85-297-85_ext.xml.minion.gz,1,885,0.005039,0.364421,0.10101
ehi-85-297-86_ext.xml.minion.gz,1,885,0.005489,0.370466,0.10101
ehi-85-297-87_ext.xml.minion.gz,1,880,0.004403,0.359499,0.10101
ehi-85-297-88_ext.xml.minion.gz,1,891,0.004555,0.360081,0.10101
ehi-85-297-89_ext.xml.minion.gz,1,876,0.004853,0.362575,0.10101
ehi-85-297-8_ext.xml.minion.gz,1,878,0.004892,0.365008,0.10101
ehi-85-297-90_ext.xml.minion.gz,1,872,0.004875,0.361459,0.10101
ehi-85-297-91_ext.xml.minion.gz,1,882,0.004828,0.364928,0.10101
ehi-85-297-92_ext.xml.minion.gz,1,878,0.00476,0.364301,0.10101
ehi-85-297-93_ext.xml.minion.gz,1,777,0.004943,0.363406,0.10101
ehi-85-297-94_ext.xml.minion.gz,1,877,0.005011,0.363387,0.10101
ehi-85-297-95_ext.xml.minion.gz,1,879,0.004581,0.363057,0.10101
ehi-85-297-96_ext.xml.minion.gz,1,877,0.004058,0.361005,0.10101
ehi-85-297-97_ext.xml.minion.gz,1,880,0.005164,0.368381,0.10101
ehi-85-297-98_ext.xml.minion.gz,1,891,0.004609,0.357899,0.10101
ehi-85-297-99_ext.xml.minion.gz,1,777,0.004528,0.361386,0.10101
ehi-85-297-9_ext.xml.minion.gz,1,878,0.005134,0.361627,0.10101
ehi-90-315-0_ext.xml.minion.gz,1,886,0.00523,0.367237,0.095238
ehi-90-315-10_ext.xml.minion.gz,1,875,0.004724,0.363494,0.095238
ehi-90-315-11_ext.xml.minion.gz,1,879,0.005068,0.360479,0.095238
ehi-90-315-12_ext.xml.minion.gz,1,896,0.005561,0.36509,0.095238
ehi-90-315-13_ext.xml.minion.gz,1,891,0.004544,0.358375,0.095238
ehi-90-315-14_ext.xml.minion.gz,1,880,0.004497,0.359829,0.095238
ehi-90-315-15_ext.xml.minion.gz,1,880,0.003965,0.360562,0.095238
ehi-90-315-16_ext.xml.minion.gz,1,777,0.004243,0.357452,0.095238
ehi-90-315-17_ext.xml.minion.gz,1,886,0.004216,0.362031,0.095238
ehi-90-315-18_ext.xml.minion.gz,1,885,0.003962,0.358401,0.095238
ehi-90-315-19_ext.xml.minion.gz,1,885,0.003746,0.35884,0.095238
ehi-90-315-1_ext.xml.minion.gz,1,777,0.00376,0.357079,0.095238
ehi-90-315-20_ext.xml.minion.gz,1,872,0.00427,0.358544,0.095238
ehi-90-315-21_ext.xml.minion.gz,1,870,0.004468,0.36042,0.095238
ehi-90-315-22_ext.xml.minion.gz,1,885,0.004864,0.362094,0.095238
ehi-90-315-23_ext.xml.minion.gz,1,868,0.00383,0.359226,0.095238
ehi-90-315-24_ext.xml.minion.gz,1,777,0.004259,0.359045,0.095238
ehi-90-315-25_ext.xml.minion.gz,1,880,0.00392,0.355551,0.095238
ehi-90-315-26_ext.xml.minion.gz,1,777,0.004366,0.359205,0.095238
ehi-90-315-27_ext.xml.minion.gz,1,883,0.004261,0.36098,0.095238
ehi-90-315-28_ext.xml.minion.gz,1,885,0.004848,0.361009,0.095238
ehi-90-315-29_ext.xml.minion.gz,1,885,0.004504,0.357736,0.095238
ehi-90-315-2_ext.xml.minion.gz,1,896,0.004447,0.35689,0.095238
ehi-90-315-30_ext.xml.minion.gz,1,882,0.004238,0.358434,0.095238
ehi-90-315-31_ext.xml.minion.gz,1,875,0.004205,0.357781,0.095238
ehi-90-315-32_ext.xml.minion.gz,1,777,0.004405,0.359832,0.095238
ehi-90-315-33_ext.xml.minion.gz,1,777,0.004172,0.362316,0.095238
ehi-90-315-34_ext.xml.minion.gz,1,891,0.004067,0.354848,0.095238
ehi-90-315-35_ext.xml.minion.gz,1,875,0.004238,0.359538,0.095238
ehi-90-315-36_ext.xml.minion.gz,1,879,0.004743,0.360592,0.095238
ehi-90-315-37_ext.xml.minion.gz,1,873,0.004452,0.360658,0.095238
ehi-90-315-38_ext.xml.minion.gz,1,777,0.004008,0.359095,0.095238
ehi-90-315-39_ext.xml.minion.gz,1,877,0.003685,0.35521,0.095238
ehi-90-315-3_ext.xml.minion.gz,1,861,0.004335,0.360064,0.095238
ehi-90-315-40_ext.xml.minion.gz,1,877,0.00426,0.35744,0.095238
ehi-90-315-41_ext.xml.minion.gz,1,777,0.004241,0.357734,0.095238
ehi-90-315-42_ext.xml.minion.gz,1,896,0.004434,0.359361,0.095238
ehi-90-315-43_ext.xml.minion.gz,1,885,0.004899,0.360496,0.095238
ehi-90-315-44_ext.xml.minion.gz,1,885,0.00397,0.35427,0.095238
ehi-90-315-45_ext.xml.minion.gz,1,886,0.004034,0.357031,0.095238
ehi-90-315-46_ext.xml.minion.gz,1,777,0.004247,0.361965,0.095238
ehi-90-315-47_ext.xml.minion.gz,1,868,0.004317,0.356213,0.095238
ehi-90-315-48_ext.xml.minion.gz,1,872,0.003946,0.359264,0.095238
ehi-90-315-49_ext.xml.minion.gz,1,886,0.004612,0.364249,0.095238
ehi-90-315-4_ext.xml.minion.gz,1,777,0.004271,0.36139,0.095238
ehi-90-315-50_ext.xml.minion.gz,1,885,0.004256,0.358848,0.095238
ehi-90-315-51_ext.xml.minion.gz,1,896,0.005,0.365598,0.095238
ehi-90-315-52_ext.xml.minion.gz,1,880,0.00494,0.362495,0.095238
ehi-90-315-53_ext.xml.minion.gz,1,876,0.004077,0.358587,0.095238
ehi-90-315-54_ext.xml.minion.gz,1,875,0.004795,0.359861,0.095238
ehi-90-315-55_ext.xml.minion.gz,1,777,0.004169,0.360013,0.095238
ehi-90-315-56_ext.xml.minion.gz,1,878,0.00448,0.35894,0.095238
ehi-90-315-57_ext.xml.minion.gz,1,868,0.004352,0.359601,0.095238
ehi-90-315-58_ext.xml.minion.gz,1,878,0.003789,0.358166,0.095238
ehi-90-315-59_ext.xml.minion.gz,1,873,0.004694,0.358793,0.095238
ehi-90-315-5_ext.xml.minion.gz,1,880,0.004771,0.363561,0.095238
ehi-90-315-60_ext.xml.minion.gz,1,873,0.004548,0.360183,0.095238
ehi-90-315-61_ext.xml.minion.gz,1,873,0.004084,0.358502,0.095238
ehi-90-315-62_ext.xml.minion.gz,1,777,0.004257,0.360579,0.095238
ehi-90-315-63_ext.xml.minion.gz,1,885,0.004628,0.359193,0.095238
ehi-90-315-64_ext.xml.minion.gz,1,866,0.004646,0.360615,0.095238
ehi-90-315-65_ext.xml.minion.gz,1,881,0.004364,0.358643,0.095238
ehi-90-315-66_ext.xml.minion.gz,1,873,0.004224,0.364471,0.095238
ehi-90-315-67_ext.xml.minion.gz,1,891,0.005224,0.362301,0.095238
ehi-90-315-68_ext.xml.minion.gz,1,777,0.003606,0.359778,0.095238
ehi-90-315-69_ext.xml.minion.gz,1,777,0.004113,0.357629,0.095238
ehi-90-315-6_ext.xml.minion.gz,1,872,0.004958,0.366673,0.095238
ehi-90-315-70_ext.xml.minion.gz,1,877,0.003919,0.358245,0.095238
ehi-90-315-71_ext.xml.minion.gz,1,877,0.004862,0.360658,0.095238
ehi-90-315-72_ext.xml.minion.gz,1,868,0.00455,0.357865,0.095238
ehi-90-315-73_ext.xml.minion.gz,1,891,0.004462,0.364477,0.095238
ehi-90-315-74_ext.xml.minion.gz,1,881,0.004469,0.360971,0.095238
ehi-90-315-75_ext.xml.minion.gz,1,878,0.005017,0.360439,0.095238
ehi-90-315-76_ext.xml.minion.gz,1,878,0.004785,0.36658,0.095238
ehi-90-315-77_ext.xml.minion.gz,1,871,0.003973,0.357791,0.095238
ehi-90-315-78_ext.xml.minion.gz,1,886,0.003817,0.361926,0.095238
ehi-90-315-79_ext.xml.minion.gz,1,885,0.004423,0.361667,0.095238
ehi-90-315-7_ext.xml.minion.gz,1,777,0.004505,0.359912,0.095238
ehi-90-315-80_ext.xml.minion.gz,1,881,0.003869,0.356338,0.095238
ehi-90-315-81_ext.xml.minion.gz,1,873,0.004215,0.359821,0.095238
ehi-90-315-82_ext.xml.minion.gz,1,871,0.004821,0.360976,0.095238
ehi-90-315-83_ext.xml.minion.gz,1,880,0.004216,0.360963,0.095238
ehi-90-315-84_ext.xml.minion.gz,1,776,0.004418,0.358749,0.095238
ehi-90-315-85_ext.xml.minion.gz,1,885,0.004649,0.359549,0.095238
ehi-90-315-86_ext.xml.minion.gz,1,885,0.004838,0.362131,0.095238
ehi-90-315-87_ext.xml.minion.gz,1,880,0.003917,0.355897,0.095238
ehi-90-315-88_ext.xml.minion.gz,1,891,0.004126,0.354699,0.095238
ehi-90-315-89_ext.xml.minion.gz,1,876,0.004053,0.358826,0.095238
ehi-90-315-8_ext.xml.minion.gz,1,878,0.004432,0.359403,0.095238
ehi-90-315-90_ext.xml.minion.gz,1,872,0.004111,0.361075,0.095238
ehi-90-315-91_ext.xml.minion.gz,1,882,0.004561,0.360874,0.095238
ehi-90-315-92_ext.xml.minion.gz,1,878,0.004614,0.356532,0.095238
ehi-90-315-93_ext.xml.minion.gz,1,777,0.004519,0.361643,0.095238
ehi-90-315-94_ext.xml.minion.gz,1,877,0.004182,0.359932,0.095238
ehi-90-315-95_ext.xml.minion.gz,1,892,0.004622,0.363859,0.095238
ehi-90-315-96_ext.xml.minion.gz,1,877,0.004063,0.357065,0.095238
ehi-90-315-97_ext.xml.minion.gz,1,777,0.004877,0.364361,0.095238
ehi-90-315-98_ext.xml.minion.gz,1,891,0.004946,0.359728,0.095238
ehi-90-315-99_ext.xml.minion.gz,1,777,0.004287,0.360196,0.095238
ehi-90-315-9_ext.xml.minion.gz,1,878,0.004366,0.360196,0.095238
frb30-15-1-mgd_ext.xml.minion.gz,1,641,0.080154,0.457899,0.633333
frb30-15-2-mgd_ext.xml.minion.gz,1,696,0.081982,0.492973,0.666667
frb30-15-3-mgd_ext.xml.minion.gz,1,680,0.084503,0.480694,0.666667
frb30-15-4-mgd_ext.xml.minion.gz,1,777,0.078756,0.463261,0.6
frb30-15-5-mgd_ext.xml.minion.gz,1,689,0.084765,0.465179,0.666667
frb35-17-1-mgd_ext.xml.minion.gz,1,758,0.080083,0.446297,0.542857
frb35-17-2-mgd_ext.xml.minion.gz,1,592,0.078512,0.43269,0.571429
frb35-17-3-mgd_ext.xml.minion.gz,1,700,0.098691,0.45642,0.657143
frb35-17-4-mgd_ext.xml.minion.gz,1,661,0.095737,0.453557,0.628571
frb35-17-5-mgd_ext.xml.minion.gz,1,666,0.088841,0.477564,0.6
frb40-19-1-mgd_ext.xml.minion.gz,1,712,0.096655,0.441404,0.625
frb40-19-2-mgd_ext.xml.minion.gz,1,672,0.078651,0.422295,0.55
frb40-19-3-mgd_ext.xml.minion.gz,1,717,0.062199,0.392925,0.475
frb40-19-4-mgd_ext.xml.minion.gz,1,630,0.07293,0.411315,0.6
frb40-19-5-mgd_ext.xml.minion.gz,1,592,0.070312,0.415072,0.575
frb45-21-1-mgd_ext.xml.minion.gz,1,610,0.067342,0.392164,0.555556
frb45-21-2-mgd_ext.xml.minion.gz,1,745,0.059115,0.37282,0.488889
frb45-21-3-mgd_ext.xml.minion.gz,1,781,0.067468,0.361947,0.533333
frb45-21-4-mgd_ext.xml.minion.gz,1,699,0.07678,0.387177,0.577778
frb45-21-5-mgd_ext.xml.minion.gz,1,704,0.065922,0.384216,0.533333
frb50-23-1-mgd_ext.xml.minion.gz,1,707,0.064746,0.345028,0.48
frb50-23-2-mgd_ext.xml.minion.gz,1,605,0.063875,0.36137,0.54
frb50-23-3-mgd_ext.xml.minion.gz,1,677,0.054635,0.362024,0.48
frb50-23-4-mgd_ext.xml.minion.gz,1,708,0.058515,0.364313,0.46
frb50-23-5-mgd_ext.xml.minion.gz,1,716,0.060879,0.346653,0.46
frb53-24-1-mgd_ext.xml.minion.gz,1,644,0.063995,0.349086,0.471698
frb53-24-2-mgd_ext.xml.minion.gz,1,696,0.0537,0.33564,0.490566
frb53-24-3-mgd_ext.xml.minion.gz,1,608,0.057854,0.330409,0.490566
frb53-24-4-mgd_ext.xml.minion.gz,1,620,0.06027,0.349377,0.45283
frb53-24-5-mgd_ext.xml.minion.gz,1,702,0.054236,0.338367,0.490566
frb56-25-1-mgd_ext.xml.minion.gz,1,702,0.062588,0.33136,0.482143
frb56-25-2-mgd_ext.xml.minion.gz,1,692,0.067261,0.333414,0.464286
frb56-25-3-mgd_ext.xml.minion.gz,1,638,0.057494,0.331678,0.464286
frb56-25-4-mgd_ext.xml.minion.gz,1,687,0.059441,0.342764,0.482143
frb56-25-5-mgd_ext.xml.minion.gz,1,592,0.059198,0.328776,0.446429
frb59-26-1-mgd_ext.xml.minion.gz,1,749,0.062163,0.326831,0.491525
frb59-26-2-mgd_ext.xml.minion.gz,1,688,0.058798,0.324909,0.491525
frb59-26-3-mgd_ext.xml.minion.gz,1,659,0.056025,0.319308,0.457627
frb59-26-4-mgd_ext.xml.minion.gz,1,610,0.062988,0.330462,0.457627
frb59-26-5-mgd_ext.xml.minion.gz,1,685,0.05778,0.314706,0.40678
geo50-20-d4-75-100_ext.xml.minion.gz,1,310,0.085514,0.703018,0.5
geo50-20-d4-75-10_ext.xml.minion.gz,1,334,0.107313,0.721398,0.6
geo50-20-d4-75-11_ext.xml.minion.gz,1,314,0.125498,0.743954,0.56
geo50-20-d4-75-12_ext.xml.minion.gz,1,322,0.134521,0.744246,0.72
geo50-20-d4-75-13_ext.xml.minion.gz,1,326,0.108491,0.725357,0.52
geo50-20-d4-75-14_ext.xml.minion.gz,1,331,0.14398,0.735688,0.58
geo50-20-d4-75-15_ext.xml.minion.gz,1,333,0.121999,0.709931,0.6
geo50-20-d4-75-16_ext.xml.minion.gz,1,319,0.117055,0.742889,0.54
geo50-20-d4-75-17_ext.xml.minion.gz,1,308,0.117983,0.732271,0.56
geo50-20-d4-75-18_ext.xml.minion.gz,1,322,0.123389,0.738699,0.56
geo50-20-d4-75-19_ext.xml.minion.gz,1,326,0.123861,0.767617,0.64
geo50-20-d4-75-1_ext.xml.minion.gz,1,339,0.126088,0.734759,0.6
geo50-20-d4-75-20_ext.xml.minion.gz,1,329,0.122261,0.715444,0.56
geo50-20-d4-75-21_ext.xml.minion.gz,1,318,0.086315,0.716409,0.5
geo50-20-d4-75-22_ext.xml.minion.gz,1,321,0.113982,0.733403,0.58
geo50-20-d4-75-23_ext.xml.minion.gz,1,336,0.101616,0.711663,0.56
geo50-20-d4-75-24_ext.xml.minion.gz,1,322,0.076424,0.729381,0.44
geo50-20-d4-75-25_ext.xml.minion.gz,1,335,0.095079,0.726647,0.48
geo50-20-d4-75-26_ext.xml.minion.gz,1,346,0.078277,0.713289,0.5
geo50-20-d4-75-27_ext.xml.minion.gz,1,334,0.10315,0.722969,0.52
geo50-20-d4-75-28_ext.xml.minion.gz,1,331,0.128015,0.722702,0.56
geo50-20-d4-75-29_ext.xml.minion.gz,1,311,0.128459,0.715492,0.54
geo50-20-d4-75-2_ext.xml.minion.gz,1,328,0.119248,0.739785,0.66
geo50-20-d4-75-30_ext.xml.minion.gz,1,344,0.105221,0.720435,0.52
geo50-20-d4-75-31_ext.xml.minion.gz,1,333,0.065585,0.719254,0.46
geo50-20-d4-75-32_ext.xml.minion.gz,1,325,0.107239,0.743769,0.58
geo50-20-d4-75-33_ext.xml.minion.gz,1,329,0.100651,0.740892,0.56
geo50-20-d4-75-34_ext.xml.minion.gz,1,322,0.097721,0.736708,0.54
geo50-20-d4-75-35_ext.xml.minion.gz,1,330,0.119843,0.708048,0.58
geo50-20-d4-75-36_ext.xml.minion.gz,1,322,0.065012,0.782946,0.42
geo50-20-d4-75-37_ext.xml.minion.gz,1,335,0.085693,0.723658,0.48
geo50-20-d4-75-38_ext.xml.minion.gz,1,319,0.111114,0.731877,0.6
geo50-20-d4-75-39_ext.xml.minion.gz,1,333,0.073055,0.725471,0.4
geo50-20-d4-75-3_ext.xml.minion.gz,1,319,0.102181,0.721273,0.54
geo50-20-d4-75-40_ext.xml.minion.gz,1,322,0.086055,0.72648,0.48
geo50-20-d4-75-41_ext.xml.minion.gz,1,332,0.143864,0.753536,0.6
geo50-20-d4-75-42_ext.xml.minion.gz,1,336,0.092679,0.742324,0.52
geo50-20-d4-75-43_ext.xml.minion.gz,1,326,0.09148,0.764625,0.5
geo50-20-d4-75-44_ext.xml.minion.gz,1,349,0.104525,0.710624,0.52
geo50-20-d4-75-45_ext.xml.minion.gz,1,322,0.118727,0.705513,0.52
geo50-20-d4-75-46_ext.xml.minion.gz,1,321,0.107364,0.720008,0.54
geo50-20-d4-75-47_ext.xml.minion.gz,1,324,0.094441,0.710433,0.46
geo50-20-d4-75-48_ext.xml.minion.gz,1,322,0.089643,0.711691,0.56
geo50-20-d4-75-49_ext.xml.minion.gz,1,333,0.095833,0.730458,0.52
geo50-20-d4-75-4_ext.xml.minion.gz,1,316,0.096336,0.73188,0.52
geo50-20-d4-75-50_ext.xml.minion.gz,1,332,0.104601,0.73372,0.52
geo50-20-d4-75-51_ext.xml.minion.gz,1,334,0.112245,0.712315,0.62
geo50-20-d4-75-52_ext.xml.minion.gz,1,328,0.150702,0.732681,0.62
geo50-20-d4-75-53_ext.xml.minion.gz,1,318,0.114624,0.732785,0.6
geo50-20-d4-75-54_ext.xml.minion.gz,1,319,0.085999,0.709891,0.5
geo50-20-d4-75-55_ext.xml.minion.gz,1,324,0.12512,0.740533,0.6
geo50-20-d4-75-56_ext.xml.minion.gz,1,341,0.109469,0.727303,0.6
geo50-20-d4-75-57_ext.xml.minion.gz,1,331,0.165795,0.784131,0.76
geo50-20-d4-75-58_ext.xml.minion.gz,1,329,0.098351,0.740273,0.6
geo50-20-d4-75-59_ext.xml.minion.gz,1,329,0.087924,0.721165,0.48
geo50-20-d4-75-5_ext.xml.minion.gz,1,333,0.107036,0.773898,0.52
geo50-20-d4-75-60_ext.xml.minion.gz,1,322,0.128872,0.736031,0.6
geo50-20-d4-75-61_ext.xml.minion.gz,1,318,0.110391,0.717022,0.48
geo50-20-d4-75-62_ext.xml.minion.gz,1,347,0.121487,0.730784,0.64
geo50-20-d4-75-63_ext.xml.minion.gz,1,322,0.12881,0.738573,0.58
geo50-20-d4-75-64_ext.xml.minion.gz,1,330,0.081894,0.737374,0.46
geo50-20-d4-75-65_ext.xml.minion.gz,1,324,0.118603,0.732667,0.54
geo50-20-d4-75-66_ext.xml.minion.gz,1,312,0.090382,0.706112,0.5
geo50-20-d4-75-67_ext.xml.minion.gz,1,321,0.115186,0.722925,0.6
geo50-20-d4-75-68_ext.xml.minion.gz,1,320,0.106283,0.746455,0.56
geo50-20-d4-75-69_ext.xml.minion.gz,1,321,0.103988,0.697364,0.46
geo50-20-d4-75-6_ext.xml.minion.gz,1,330,0.09583,0.737024,0.54
geo50-20-d4-75-70_ext.xml.minion.gz,1,325,0.141927,0.725403,0.62
geo50-20-d4-75-71_ext.xml.minion.gz,1,334,0.10024,0.70418,0.5
geo50-20-d4-75-72_ext.xml.minion.gz,1,317,0.087229,0.745115,0.5
geo50-20-d4-75-73_ext.xml.minion.gz,1,318,0.1198,0.720514,0.62
geo50-20-d4-75-74_ext.xml.minion.gz,1,323,0.113648,0.703782,0.56
geo50-20-d4-75-75_ext.xml.minion.gz,1,313,0.10646,0.72179,0.64
geo50-20-d4-75-76_ext.xml.minion.gz,1,328,0.064992,0.718833,0.44
geo50-20-d4-75-77_ext.xml.minion.gz,1,335,0.097616,0.739198,0.56
geo50-20-d4-75-78_ext.xml.minion.gz,1,336,0.088926,0.739819,0.46
geo50-20-d4-75-79_ext.xml.minion.gz,1,326,0.093504,0.75498,0.5
geo50-20-d4-75-7_ext.xml.minion.gz,1,329,0.132988,0.763665,0.62
geo50-20-d4-75-80_ext.xml.minion.gz,1,327,0.096926,0.726596,0.52
geo50-20-d4-75-81_ext.xml.minion.gz,1,332,0.100476,0.692155,0.54
geo50-20-d4-75-82_ext.xml.minion.gz,1,320,0.096485,0.716305,0.5
geo50-20-d4-75-83_ext.xml.minion.gz,1,326,0.128125,0.720739,0.58
geo50-20-d4-75-84_ext.xml.minion.gz,1,328,0.076779,0.750601,0.46
geo50-20-d4-75-85_ext.xml.minion.gz,1,332,0.118459,0.751514,0.56
geo50-20-d4-75-86_ext.xml.minion.gz,1,330,0.138145,0.716218,0.6
geo50-20-d4-75-87_ext.xml.minion.gz,1,349,0.125524,0.715722,0.56
geo50-20-d4-75-88_ext.xml.minion.gz,1,318,0.070921,0.714528,0.42
geo50-20-d4-75-89_ext.xml.minion.gz,1,338,0.121091,0.723965,0.58
geo50-20-d4-75-8_ext.xml.minion.gz,1,339,0.10997,0.749512,0.6
geo50-20-d4-75-90_ext.xml.minion.gz,1,345,0.135762,0.736069,0.66
geo50-20-d4-75-91_ext.xml.minion.gz,1,312,0.081976,0.704083,0.46
geo50-20-d4-75-92_ext.xml.minion.gz,1,330,0.097255,0.753129,0.52
geo50-20-d4-75-93_ext.xml.minion.gz,1,323,0.099618,0.713855,0.52
geo50-20-d4-75-94_ext.xml.minion.gz,1,319,0.124859,0.736841,0.6
geo50-20-d4-75-95_ext.xml.minion.gz,1,320,0.099177,0.71949,0.54
geo50-20-d4-75-96_ext.xml.minion.gz,1,321,0.128832,0.756041,0.56
geo50-20-d4-75-97_ext.xml.minion.gz,1,315,0.118081,0.724776,0.52
geo50-20-d4-75-98_ext.xml.minion.gz,1,316,0.086241,0.701954,0.52
geo50-20-d4-75-99_ext.xml.minion.gz,1,337,0.091596,0.713841,0.52
geo50-20-d4-75-9_ext.xml.minion.gz,1,319,0.121059,0.716383,0.66
geom-30a-3-ext.xml.minion.converted.minion.gz,1,324,0.071285,0.662513,0.333333
geom-30a-4-ext.xml.minion.converted.minion.gz,1,263,0.071285,0.662513,0.333333
geom-30a-5-ext.xml.minion.converted.minion.gz,1,184,0.071285,0.662513,0.333333
geom-30a-6-ext.xml.minion.converted.minion.gz,1,169,0.071285,0.662513,0.333333
geom-40-2-ext.xml.minion.converted.minion.gz,1,513,0.034821,0.569167,0.15
geom-40-3-ext.xml.minion.converted.minion.gz,1,324,0.034821,0.569167,0.15
geom-40-4-ext.xml.minion.converted.minion.gz,1,263,0.034821,0.569167,0.15
geom-40-5-ext.xml.minion.converted.minion.gz,1,184,0.034821,0.569167,0.15
geom-40-6-ext.xml.minion.converted.minion.gz,1,169,0.034821,0.569167,0.15
hanoi-3_ext.xml.minion.converted.minion.gz,1,900,0.078567,0,0.333333
hanoi-4_ext.xml.minion.converted.minion.gz,1,968,0.024995,0,0.142857
hanoi-5_ext.xml.minion.converted.minion.gz,1,986,0.008315,0,0.066667
hanoi-6_ext.xml.minion.converted.minion.gz,1,998,0.00285,0,0.032258
hanoi-7_ext.xml.minion.converted.minion.gz,1,1000,0.000992,0,0.015873
hole-06_ext.xml.minion.converted.minion.gz,1,260,0,0.454545,0.261905
hole-07_ext.xml.minion.converted.minion.gz,1,260,0,0.461538,0.232143
hole-08_ext.xml.minion.converted.minion.gz,1,260,0,0.466667,0.208333
hole-09_ext.xml.minion.converted.minion.gz,1,260,0,0.470588,0.188889
hole-10_ext.xml.minion.converted.minion.gz,1,260,0,0.473684,0.172727
jnh01_ext.xml.minion.converted.minion.gz,1,260,0.037266,0.888071,0.96
jnh02_ext.xml.minion.converted.minion.gz,1,510,0.058,0.866534,0.96
jnh03_ext.xml.minion.converted.minion.gz,1,510,0.052587,0.873993,0.96
jnh04_ext.xml.minion.converted.minion.gz,1,260,0.054148,0.863249,0.95
jnh05_ext.xml.minion.converted.minion.gz,1,513,0.053126,0.867362,0.99
jnh06_ext.xml.minion.converted.minion.gz,1,260,0.054314,0.871497,0.95
jnh07_ext.xml.minion.converted.minion.gz,1,510,0.052494,0.863382,0.98
jnh08_ext.xml.minion.converted.minion.gz,1,497,0.052096,0.87498,0.96
jnh09_ext.xml.minion.converted.minion.gz,1,513,0.05091,0.862041,0.98
jnh10_ext.xml.minion.converted.minion.gz,1,510,0.051928,0.871799,0.99
jnh11_ext.xml.minion.converted.minion.gz,1,513,0.053653,0.867678,0.95
jnh12_ext.xml.minion.converted.minion.gz,1,510,0.051732,0.865456,0.98
jnh13_ext.xml.minion.converted.minion.gz,1,497,0.055254,0.872802,0.95
jnh14_ext.xml.minion.converted.minion.gz,1,513,0.051301,0.862944,0.98
jnh15_ext.xml.minion.converted.minion.gz,1,510,0.053594,0.867554,0.98
jnh16_ext.xml.minion.converted.minion.gz,1,513,0.050822,0.868121,0.96
jnh17_ext.xml.minion.converted.minion.gz,1,510,0.056661,0.860347,0.97
jnh18_ext.xml.minion.converted.minion.gz,1,497,0.054404,0.873231,0.96
jnh19_ext.xml.minion.converted.minion.gz,1,260,0.055182,0.860595,0.97
jnh201_ext.xml.minion.converted.minion.gz,1,260,0.040925,0.87476,0.95
jnh202_ext.xml.minion.converted.minion.gz,1,510,0.05999,0.850174,0.96
jnh203_ext.xml.minion.converted.minion.gz,1,510,0.056087,0.85704,0.97
jnh204_ext.xml.minion.converted.minion.gz,1,260,0.058265,0.849111,0.94
jnh205_ext.xml.minion.converted.minion.gz,1,513,0.057044,0.850043,0.96
jnh206_ext.xml.minion.converted.minion.gz,1,497,0.058934,0.85743,0.95
jnh207_ext.xml.minion.converted.minion.gz,1,260,0.05586,0.84949,0.97
jnh208_ext.xml.minion.converted.minion.gz,1,510,0.05693,0.852951,0.99
jnh209_ext.xml.minion.converted.minion.gz,1,260,0.060413,0.851972,0.95
jnh20_ext.xml.minion.converted.minion.gz,1,513,0.054214,0.865731,0.99
jnh210_ext.xml.minion.converted.minion.gz,1,510,0.057471,0.849151,0.95
jnh211_ext.xml.minion.converted.minion.gz,1,510,0.059683,0.856507,0.95
jnh212_ext.xml.minion.converted.minion.gz,1,260,0.058277,0.851695,0.97
jnh213_ext.xml.minion.converted.minion.gz,1,510,0.057117,0.848091,0.99
jnh214_ext.xml.minion.converted.minion.gz,1,497,0.060099,0.854652,0.95
jnh215_ext.xml.minion.converted.minion.gz,1,260,0.055564,0.844107,0.95
jnh216_ext.xml.minion.converted.minion.gz,1,510,0.058447,0.852705,0.99
jnh217_ext.xml.minion.converted.minion.gz,1,260,0.058198,0.855555,0.96
jnh218_ext.xml.minion.converted.minion.gz,1,510,0.057931,0.845251,0.97
jnh219_ext.xml.minion.converted.minion.gz,1,497,0.058737,0.853379,0.94
jnh220_ext.xml.minion.converted.minion.gz,1,260,0.056982,0.849028,0.95
jnh301_ext.xml.minion.converted.minion.gz,1,260,0.035749,0.899903,0.96
jnh302_ext.xml.minion.converted.minion.gz,1,510,0.049295,0.880358,0.99
jnh303_ext.xml.minion.converted.minion.gz,1,497,0.050347,0.888256,0.96
jnh304_ext.xml.minion.converted.minion.gz,1,260,0.050794,0.880818,0.97
