@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 2'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC

@DATA
normalized-rand-2-40-80-103-800-0_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-62_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-76_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-81_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-71_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-79_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-74_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-96_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-99_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-53_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-88_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-73_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-19-443-230-fcd-17_ext.xml.mzn_AND_NODATA,1,0.022422,0.977342
normalized-rand-2-40-80-103-800-40_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-89_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-90_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-15_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-98_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-77_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-19-443-230-fcd-39_ext.xml.mzn_AND_NODATA,1,0.022612,0.97709
normalized-rand-2-40-8-753-100-13_ext.xml.mzn_AND_NODATA,1,0.060423,0.939577
normalized-rand-2-40-80-103-800-93_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-47_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-25-180-500-37_ext.xml.mzn_AND_NODATA,1,0.036017,0.96067
normalized-rand-2-40-80-103-800-91_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-7_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-80_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-86_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-25-180-500-36_ext.xml.mzn_AND_NODATA,1,0.034934,0.961956
normalized-rand-2-40-80-103-800-82_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-25-180-500-24_ext.xml.mzn_AND_NODATA,1,0.033146,0.96407
normalized-rand-2-40-80-103-800-8_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-51_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-19-443-230-fcd-5_ext.xml.mzn_AND_NODATA,1,0.024212,0.975183
normalized-rand-2-40-80-103-800-9_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-75_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-12_ext.xml.mzn_AND_NODATA,1,0.062918,0.937082
normalized-rand-2-40-8-753-100-26_ext.xml.mzn_AND_NODATA,1,0.06101,0.93899
normalized-rand-2-40-8-753-100-11_ext.xml.mzn_AND_NODATA,1,0.062439,0.937561
normalized-rand-2-40-8-753-100-0_ext.xml.mzn_AND_NODATA,1,0.06239,0.93761
normalized-rand-2-40-8-753-100-32_ext.xml.mzn_AND_NODATA,1,0.063417,0.936583
normalized-rand-2-40-80-103-800-72_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-36_ext.xml.mzn_AND_NODATA,1,0.061884,0.938116
normalized-rand-2-40-25-180-500-40_ext.xml.mzn_AND_NODATA,1,0.037629,0.958758
normalized-rand-2-40-80-103-800-30_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-17_ext.xml.mzn_AND_NODATA,1,0.063042,0.936958
normalized-rand-2-40-8-753-100-21_ext.xml.mzn_AND_NODATA,1,0.062172,0.937828
normalized-rand-2-40-8-753-100-38_ext.xml.mzn_AND_NODATA,1,0.0625,0.9375
normalized-rand-2-40-8-753-100-19_ext.xml.mzn_AND_NODATA,1,0.061836,0.938164
normalized-rand-2-40-8-753-100-22_ext.xml.mzn_AND_NODATA,1,0.062807,0.937193
normalized-rand-2-40-8-753-100-40_ext.xml.mzn_AND_NODATA,1,0.061955,0.938045
normalized-rand-2-40-8-753-100-43_ext.xml.mzn_AND_NODATA,1,0.061279,0.938721
normalized-rand-2-40-8-753-100-30_ext.xml.mzn_AND_NODATA,1,0.062148,0.937852
normalized-rand-2-40-8-753-100-28_ext.xml.mzn_AND_NODATA,1,0.061314,0.938686
normalized-rand-2-40-25-180-500-53_ext.xml.mzn_AND_NODATA,1,0.038592,0.957626
normalized-rand-2-40-8-753-100-33_ext.xml.mzn_AND_NODATA,1,0.061409,0.938591
normalized-rand-2-40-8-753-100-35_ext.xml.mzn_AND_NODATA,1,0.061598,0.938402
normalized-rand-2-40-80-103-800-95_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-80-103-800-59_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-31_ext.xml.mzn_AND_NODATA,1,0.062819,0.937181
normalized-rand-2-40-80-103-800-97_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-55_ext.xml.mzn_AND_NODATA,1,0.06174,0.93826
normalized-rand-2-40-8-753-100-53_ext.xml.mzn_AND_NODATA,1,0.061693,0.938307
normalized-rand-2-40-8-753-100-37_ext.xml.mzn_AND_NODATA,1,0.061728,0.938272
normalized-rand-2-40-8-753-100-58_ext.xml.mzn_AND_NODATA,1,0.063454,0.936546
normalized-rand-2-40-8-753-100-27_ext.xml.mzn_AND_NODATA,1,0.06239,0.93761
normalized-rand-2-40-8-753-100-10_ext.xml.mzn_AND_NODATA,1,0.061669,0.938331
normalized-rand-2-40-8-753-100-64_ext.xml.mzn_AND_NODATA,1,0.062196,0.937804
normalized-rand-2-40-80-103-800-34_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-47_ext.xml.mzn_AND_NODATA,1,0.062269,0.937731
normalized-rand-2-40-8-753-100-70_ext.xml.mzn_AND_NODATA,1,0.061991,0.938009
normalized-rand-2-40-80-103-800-25_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-6_ext.xml.mzn_AND_NODATA,1,0.061491,0.938509
normalized-rand-2-40-8-753-100-49_ext.xml.mzn_AND_NODATA,1,0.06186,0.93814
normalized-rand-2-40-8-753-100-72_ext.xml.mzn_AND_NODATA,1,0.06216,0.93784
normalized-rand-2-40-8-753-100-76_ext.xml.mzn_AND_NODATA,1,0.061669,0.938331
normalized-rand-2-40-8-753-100-74_ext.xml.mzn_AND_NODATA,1,0.062293,0.937707
normalized-rand-2-40-8-753-100-48_ext.xml.mzn_AND_NODATA,1,0.062305,0.937695
normalized-rand-2-40-8-753-100-77_ext.xml.mzn_AND_NODATA,1,0.062844,0.937156
normalized-rand-2-40-8-753-100-81_ext.xml.mzn_AND_NODATA,1,0.063669,0.936331
normalized-rand-2-40-8-753-100-41_ext.xml.mzn_AND_NODATA,1,0.063329,0.936671
normalized-rand-2-40-19-443-230-fcd-48_ext.xml.mzn_AND_NODATA,1,0.023664,0.975869
normalized-rand-2-40-8-753-100-5_ext.xml.mzn_AND_NODATA,1,0.062794,0.937206
normalized-rand-2-40-8-753-100-82_ext.xml.mzn_AND_NODATA,1,0.061824,0.938176
normalized-rand-2-40-19-443-230-fcd-44_ext.xml.mzn_AND_NODATA,1,0.023264,0.976307
normalized-rand-2-40-8-753-100-85_ext.xml.mzn_AND_NODATA,1,0.061931,0.938069
normalized-rand-2-40-25-180-500-20_ext.xml.mzn_AND_NODATA,1,0.032461,0.964877
normalized-rand-2-40-25-180-500-25_ext.xml.mzn_AND_NODATA,1,0.032521,0.964812
normalized-rand-2-40-8-753-100-62_ext.xml.mzn_AND_NODATA,1,0.06115,0.93885
normalized-rand-2-40-8-753-100-60_ext.xml.mzn_AND_NODATA,1,0.061444,0.938556
normalized-rand-2-40-80-103-800-70_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-29_ext.xml.mzn_AND_NODATA,1,0.062943,0.937057
normalized-rand-2-40-80-103-800-94_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-94_ext.xml.mzn_AND_NODATA,1,0.061896,0.938104
normalized-rand-2-40-8-753-100-16_ext.xml.mzn_AND_NODATA,1,0.062354,0.937646
normalized-rand-2-40-25-180-500-14_ext.xml.mzn_AND_NODATA,1,0.031685,0.965651
normalized-rand-2-40-25-180-500-3_ext.xml.mzn_AND_NODATA,1,0.035542,0.961224
normalized-rand-2-40-8-753-100-1_ext.xml.mzn_AND_NODATA,1,0.06186,0.93814
normalized-rand-2-40-25-180-500-33_ext.xml.mzn_AND_NODATA,1,0.034153,0.962876
normalized-rand-2-40-80-103-800-3_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-7_ext.xml.mzn_AND_NODATA,1,0.060952,0.939048
normalized-rand-2-40-8-753-100-65_ext.xml.mzn_AND_NODATA,1,0.063042,0.936958
normalized-rand-2-40-40-135-650-90_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-88_ext.xml.mzn_AND_NODATA,1,0.062782,0.937218
normalized-rand-2-40-8-753-100-20_ext.xml.mzn_AND_NODATA,1,0.061645,0.938355
normalized-rand-2-40-8-753-100-46_ext.xml.mzn_AND_NODATA,1,0.061104,0.938896
normalized-rand-2-40-8-753-100-69_ext.xml.mzn_AND_NODATA,1,0.06186,0.93814
normalized-rand-2-40-8-753-100-3_ext.xml.mzn_AND_NODATA,1,0.062196,0.937804
normalized-rand-2-40-8-753-100-39_ext.xml.mzn_AND_NODATA,1,0.062819,0.937181
normalized-rand-2-40-8-753-100-91_ext.xml.mzn_AND_NODATA,1,0.061884,0.938116
normalized-rand-2-40-8-753-100-83_ext.xml.mzn_AND_NODATA,1,0.061967,0.938033
normalized-rand-2-40-25-180-500-50_ext.xml.mzn_AND_NODATA,1,0.036637,0.959956
normalized-rand-2-40-8-753-100-51_ext.xml.mzn_AND_NODATA,1,0.062831,0.937169
normalized-rand-2-40-8-753-100-8_ext.xml.mzn_AND_NODATA,1,0.0621,0.9379
normalized-rand-2-40-8-753-100-54_ext.xml.mzn_AND_NODATA,1,0.061979,0.938021
normalized-rand-2-40-8-753-100-63_ext.xml.mzn_AND_NODATA,1,0.062378,0.937622
normalized-rand-2-40-80-103-800-2_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-79_ext.xml.mzn_AND_NODATA,1,0.062064,0.937936
normalized-rand-2-40-8-753-100-95_ext.xml.mzn_AND_NODATA,1,0.062124,0.937876
normalized-rand-2-40-8-753-100-57_ext.xml.mzn_AND_NODATA,1,0.06079,0.93921
normalized-rand-2-40-8-753-100-78_ext.xml.mzn_AND_NODATA,1,0.061361,0.938639
normalized-rand-2-40-8-753-100-98_ext.xml.mzn_AND_NODATA,1,0.062488,0.937512
normalized-rand-2-40-8-753-100-44_ext.xml.mzn_AND_NODATA,1,0.061752,0.938248
normalized-rand-2-40-8-753-100-99_ext.xml.mzn_AND_NODATA,1,0.062184,0.937816
normalized-rand-2-40-8-753-100-45_ext.xml.mzn_AND_NODATA,1,0.062549,0.937451
normalized-rand-2-40-8-753-100-86_ext.xml.mzn_AND_NODATA,1,0.061303,0.938697
normalized-rand-2-40-8-753-100-90_ext.xml.mzn_AND_NODATA,1,0.06233,0.93767
normalized-rand-2-40-8-753-100-59_ext.xml.mzn_AND_NODATA,1,0.06174,0.93826
normalized-rand-2-40-8-753-100-97_ext.xml.mzn_AND_NODATA,1,0.061373,0.938627
normalized-rand-2-40-8-753-100-80_ext.xml.mzn_AND_NODATA,1,0.063404,0.936596
normalized-rand-2-40-8-753-100-4_ext.xml.mzn_AND_NODATA,1,0.062305,0.937695
normalized-rand-2-40-8-753-100-2_ext.xml.mzn_AND_NODATA,1,0.062088,0.937912
normalized-rand-2-40-8-753-100-73_ext.xml.mzn_AND_NODATA,1,0.062003,0.937997
normalized-rand-2-40-80-103-800-23_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-25-180-500-4_ext.xml.mzn_AND_NODATA,1,0.034684,0.96192
normalized-rand-2-40-80-103-800-50_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-9_ext.xml.mzn_AND_NODATA,1,0.061991,0.938009
normalized-rand-2-40-80-103-800-84_ext.xml.mzn_AND_NODATA,1,0,0
normalized-rand-2-40-8-753-100-56_ext.xml.mzn_AND_NODATA,1,0.061633,0.938367
normalized-haystacks-47.xml.mzn_AND_NODATA,1,1,0
normalized-rand-2-40-25-180-500-41_ext.xml.mzn_AND_NODATA,1,0.034146,0.962883
normalized-rand-2-40-19-443-230-fcd-47_ext.xml.mzn_AND_NODATA,1,0.023203,0.97637
normalized-rand-2-40-19-443-230-fcd-4_ext.xml.mzn_AND_NODATA,1,0.023589,0.975977
normalized-rand-2-40-25-180-500-29_ext.xml.mzn_AND_NODATA,1,0.032456,0.964883
normalized-rand-2-40-25-180-500-38_ext.xml.mzn_AND_NODATA,1,0.033589,0.963379
normalized-rand-2-40-19-443-230-fcd-45_ext.xml.mzn_AND_NODATA,1,0.023278,0.976293
normalized-rand-2-40-25-180-500-79_ext.xml.mzn_AND_NODATA,1,0.041901,0.9537
normalized-rand-2-40-19-443-230-fcd-8_ext.xml.mzn_AND_NODATA,1,0.022995,0.976672
normalized-rand-2-40-25-180-500-46_ext.xml.mzn_AND_NODATA,1,0.036245,0.960384
normalized-rand-2-40-19-443-230-fcd-49_ext.xml.mzn_AND_NODATA,1,0.022934,0.976703
normalized-rand-2-40-25-180-500-2_ext.xml.mzn_AND_NODATA,1,0.031234,0.966203
normalized-rand-2-40-19-443-230-fcd-9_ext.xml.mzn_AND_NODATA,1,0.023093,0.976512
normalized-rand-2-40-19-443-230-fcd-7_ext.xml.mzn_AND_NODATA,1,0.023592,0.975942
normalized-rand-2-40-25-180-500-68_ext.xml.mzn_AND_NODATA,1,0.037649,0.958736
normalized-rand-2-40-25-180-500-31_ext.xml.mzn_AND_NODATA,1,0.032674,0.964646
normalized-rand-2-40-25-180-500-43_ext.xml.mzn_AND_NODATA,1,0.033824,0.963267
normalized-rand-2-40-25-180-500-76_ext.xml.mzn_AND_NODATA,1,0.039104,0.957025
normalized-rand-2-40-25-180-500-63_ext.xml.mzn_AND_NODATA,1,0.036101,0.960578
normalized-rand-2-40-25-180-500-51_ext.xml.mzn_AND_NODATA,1,0.035353,0.961465
normalized-rand-2-40-25-180-500-67_ext.xml.mzn_AND_NODATA,1,0.036217,0.960254
normalized-rand-2-40-25-180-500-66_ext.xml.mzn_AND_NODATA,1,0.036475,0.960133
normalized-rand-2-40-25-180-500-58_ext.xml.mzn_AND_NODATA,1,0.034904,0.961839
normalized-rand-2-40-25-180-500-61_ext.xml.mzn_AND_NODATA,1,0.036142,0.960533
normalized-rand-2-40-25-180-500-55_ext.xml.mzn_AND_NODATA,1,0.034446,0.962374
normalized-rand-2-40-25-180-500-42_ext.xml.mzn_AND_NODATA,1,0.033191,0.964021
normalized-rand-2-40-25-180-500-64_ext.xml.mzn_AND_NODATA,1,0.03564,0.960961
normalized-rand-2-40-25-180-500-48_ext.xml.mzn_AND_NODATA,1,0.034955,0.961934
normalized-rand-2-40-25-180-500-34_ext.xml.mzn_AND_NODATA,1,0.032485,0.964851
normalized-rand-2-40-25-180-500-39_ext.xml.mzn_AND_NODATA,1,0.03209,0.965178
normalized-rand-2-40-25-180-500-47_ext.xml.mzn_AND_NODATA,1,0.03236,0.964852
normalized-patat-08-comp-13.xml.mzn_AND_NODATA,1,0.658442,0.329221
normalized-rand-2-40-25-180-500-96_ext.xml.mzn_AND_NODATA,1,0.04207,0.953513
normalized-rand-2-40-25-180-500-73_ext.xml.mzn_AND_NODATA,1,0.035133,0.961552
normalized-rand-2-40-25-180-500-6_ext.xml.mzn_AND_NODATA,1,0.033967,0.962779
normalized-rand-2-40-25-180-500-70_ext.xml.mzn_AND_NODATA,1,0.035643,0.961113
normalized-rand-2-40-25-180-500-21_ext.xml.mzn_AND_NODATA,1,0.030704,0.966962
normalized-rand-2-40-25-180-500-49_ext.xml.mzn_AND_NODATA,1,0.033111,0.964107
normalized-rand-2-40-25-180-500-62_ext.xml.mzn_AND_NODATA,1,0.035232,0.961597
normalized-rand-2-40-19-443-230-fcd-50_ext.xml.mzn_AND_NODATA,1,0.023028,0.976609
normalized-rand-2-40-25-180-500-78_ext.xml.mzn_AND_NODATA,1,0.035596,0.961009
normalized-rand-2-40-25-180-500-85_ext.xml.mzn_AND_NODATA,1,0.036434,0.960016
normalized-rand-2-40-25-180-500-90_ext.xml.mzn_AND_NODATA,1,0.038516,0.957709
normalized-rand-2-40-25-180-500-94_ext.xml.mzn_AND_NODATA,1,0.036756,0.959625
normalized-rand-2-40-25-180-500-56_ext.xml.mzn_AND_NODATA,1,0.033562,0.963586
normalized-rand-2-40-25-180-500-77_ext.xml.mzn_AND_NODATA,1,0.034193,0.962686
normalized-rand-2-40-25-180-500-54_ext.xml.mzn_AND_NODATA,1,0.033495,0.963658
normalized-rand-2-40-25-180-500-74_ext.xml.mzn_AND_NODATA,1,0.034292,0.962724
normalized-rand-2-40-25-180-500-59_ext.xml.mzn_AND_NODATA,1,0.035453,0.961356
normalized-rand-2-40-25-180-500-80_ext.xml.mzn_AND_NODATA,1,0.035675,0.961079
normalized-rand-2-40-25-180-500-86_ext.xml.mzn_AND_NODATA,1,0.036896,0.959635
normalized-rand-2-40-25-180-500-57_ext.xml.mzn_AND_NODATA,1,0.033107,0.964112
normalized-patat-08-comp-16.xml.mzn_AND_NODATA,1,0.657935,0.328967
normalized-rand-2-40-25-180-500-99_ext.xml.mzn_AND_NODATA,1,0.036834,0.959704
normalized-rand-2-40-25-180-500-97_ext.xml.mzn_AND_NODATA,1,0.035921,0.96081
normalized-rand-2-40-25-180-500-82_ext.xml.mzn_AND_NODATA,1,0.035324,0.961496
normalized-rand-2-40-25-180-500-81_ext.xml.mzn_AND_NODATA,1,0.034596,0.962359
normalized-rand-2-40-25-180-500-98_ext.xml.mzn_AND_NODATA,1,0.03634,0.960119
normalized-rand-2-40-25-180-500-95_ext.xml.mzn_AND_NODATA,1,0.037223,0.959241
normalized-rand-2-40-25-180-500-69_ext.xml.mzn_AND_NODATA,1,0.0338,0.963293
normalized-rand-2-40-25-180-500-8_ext.xml.mzn_AND_NODATA,1,0.03608,0.9606
normalized-rand-2-40-25-180-500-87_ext.xml.mzn_AND_NODATA,1,0.034017,0.962878
normalized-rand-2-40-25-180-500-65_ext.xml.mzn_AND_NODATA,1,0.032536,0.964796
normalized-rand-2-40-25-180-500-75_ext.xml.mzn_AND_NODATA,1,0.034194,0.962831
normalized-rand-2-40-25-180-500-52_ext.xml.mzn_AND_NODATA,1,0.031682,0.965815
normalized-rand-2-40-25-180-500-7_ext.xml.mzn_AND_NODATA,1,0.033289,0.963915
normalized-rand-2-40-25-180-500-89_ext.xml.mzn_AND_NODATA,1,0.03225,0.96483
normalized-rand-2-40-25-180-500-71_ext.xml.mzn_AND_NODATA,1,0.034115,0.962917
normalized-rand-2-40-25-180-500-91_ext.xml.mzn_AND_NODATA,1,0.035609,0.961151
normalized-rand-2-40-25-180-500-92_ext.xml.mzn_AND_NODATA,1,0.031781,0.965546
normalized-rand-2-40-25-180-500-9_ext.xml.mzn_AND_NODATA,1,0.03269,0.964461
normalized-rand-2-40-25-180-500-44_ext.xml.mzn_AND_NODATA,1,0.031326,0.96623
normalized-rand-2-40-25-180-500-88_ext.xml.mzn_AND_NODATA,1,0.033632,0.96351
normalized-rand-2-40-25-180-500-5_ext.xml.mzn_AND_NODATA,1,0.03105,0.966559
normalized-rand-2-40-25-180-500-93_ext.xml.mzn_AND_NODATA,1,0.031757,0.965572
normalized-rand-2-40-25-180-500-72_ext.xml.mzn_AND_NODATA,1,0.030685,0.966983
normalized-rand-2-40-25-180-500-84_ext.xml.mzn_AND_NODATA,1,0.031578,0.965928
normalized-qcp-25-264-12_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-rand-2-40-25-180-500-83_ext.xml.mzn_AND_NODATA,1,0.02988,0.967939
normalized-qcp-25-264-0_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-qcp-25-264-10_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-qcp-25-264-11_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-rand-24-24-276-139-52021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208
normalized-rand-24-24-276-139-56021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208
normalized-rand-24-24-276-139-49021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208
normalized-qcp-25-264-14_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-rand-24-24-276-139-51021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208
normalized-rand-24-24-276-139-55021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208
normalized-rand-24-24-276-139-50021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208
normalized-rand-24-24-276-139-48021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208
normalized-rand-24-24-276-139-53021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208
normalized-rand-24-24-276-139-57021_ext.xml.mzn_AND_NODATA,1,0.014792,0.985208
normalized-rcpsp25-21.xml.mzn_AND_NODATA,1,0.934783,0
normalized-rcpsp25-22.xml.mzn_AND_NODATA,1,0.933333,0
normalized-qcp-25-264-13_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-rcpsp20-05.xml.mzn_AND_NODATA,1,0.8,0
normalized-rcpsp25-28.xml.mzn_AND_NODATA,1,0.933333,0
normalized-rcpsp25-32.xml.mzn_AND_NODATA,1,0.934783,0
normalized-rcpsp25-33.xml.mzn_AND_NODATA,1,0.930233,0
normalized-rcpsp25-34.xml.mzn_AND_NODATA,1,0.933333,0
normalized-rcpsp20-16.xml.mzn_AND_NODATA,1,0.8125,0
normalized-rcpsp20-17.xml.mzn_AND_NODATA,1,0.833333,0
normalized-qcp-25-264-4_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-qcp-25-264-1_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-rcpsp25-37.xml.mzn_AND_NODATA,1,0.930233,0
normalized-rcpsp25-23.xml.mzn_AND_NODATA,1,0.933333,0
normalized-rcpsptight25-21.xml.mzn_AND_NODATA,1,0.934783,0
normalized-qcp-25-264-8_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-rcpsptight25-22.xml.mzn_AND_NODATA,1,0.933333,0
normalized-rcpsptight25-25.xml.mzn_AND_NODATA,1,0.9375,0
normalized-qcp-25-264-7_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-rcpsptight25-29.xml.mzn_AND_NODATA,1,0.931818,0
normalized-rcpsptight25-34.xml.mzn_AND_NODATA,1,0.933333,0
normalized-rcpsptight25-38.xml.mzn_AND_NODATA,1,0.928571,0
normalized-rcpsp20-07.xml.mzn_AND_NODATA,1,0.823529,0
normalized-rcpsp20-18.xml.mzn_AND_NODATA,1,0.833333,0
normalized-rcpsptight20-12.xml.mzn_AND_NODATA,1,0.823529,0
normalized-rcpsp25-39.xml.mzn_AND_NODATA,1,0.933333,0
normalized-rcpsp25-25.xml.mzn_AND_NODATA,1,0.9375,0
normalized-rcpsptight25-33.xml.mzn_AND_NODATA,1,0.930233,0
normalized-rcpsptight25-28.xml.mzn_AND_NODATA,1,0.933333,0
normalized-rcpsptight25-40.xml.mzn_AND_NODATA,1,0.928571,0
normalized-rcpsptight25-32.xml.mzn_AND_NODATA,1,0.934783,0
normalized-ruler-44-10-a3.xml.mzn_AND_NODATA,1,1,0
normalized-ruler-44-10-a4.xml.mzn_AND_NODATA,1,1,0
normalized-qcp-25-264-2_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-qcp-25-264-6_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-ruler-55-11-a3.xml.mzn_AND_NODATA,1,1,0
normalized-robin12.xml.mzn_AND_NODATA,1,1,0
normalized-robin10.xml.mzn_AND_NODATA,1,1,0
normalized-ruler-67-11-a3.xml.mzn_AND_NODATA,1,1,0
normalized-ruler-55-11-a4.xml.mzn_AND_NODATA,1,1,0
normalized-ruler-67-12-a3.xml.mzn_AND_NODATA,1,1,0
normalized-ruler-67-11-a4.xml.mzn_AND_NODATA,1,1,0
normalized-ruler-67-12-a4.xml.mzn_AND_NODATA,1,1,0
normalized-s4-4-3-10.xml.mzn_AND_NODATA,1,1,0
normalized-rand-2-50-23-587-230-12_ext.xml.mzn_AND_NODATA,1,0.018771,0.980854
normalized-s4-4-3-4.xml.mzn_AND_NODATA,1,1,0
normalized-rand-2-50-23-587-230-16_ext.xml.mzn_AND_NODATA,1,0.018667,0.98096
normalized-qcp-25-264-9_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-s4-4-3-5.xml.mzn_AND_NODATA,1,1,0
normalized-scen06-sub0.xml.mzn_AND_NODATA,1,0.933054,0
normalized-s4-4-3-9.xml.mzn_AND_NODATA,1,1,0
normalized-rand-2-50-23-587-230-34_ext.xml.mzn_AND_NODATA,1,0.018327,0.98137
normalized-scen06-sub2.xml.mzn_AND_NODATA,1,0.958442,0
normalized-qcp-25-264-3_ext.xml.mzn_AND_NODATA,1,0.089447,0.910553
normalized-scen06-sub3.xml.mzn_AND_NODATA,1,0.960613,0
normalized-scen07-sub2.xml.mzn_AND_NODATA,1,0.958442,0
normalized-rand-2-50-23-587-230-13_ext.xml.mzn_AND_NODATA,1,0.018207,0.981524
normalized-rand-2-50-23-587-230-31_ext.xml.mzn_AND_NODATA,1,0.018258,0.98144
normalized-rand-2-50-23-587-230-23_ext.xml.mzn_AND_NODATA,1,0.018091,0.981657
normalized-scen07-sub3.xml.mzn_AND_NODATA,1,0.960613,0
normalized-scen07-sub4.xml.mzn_AND_NODATA,1,0.957774,0
normalized-s4-4-3-1.xml.mzn_AND_NODATA,1,1,0
normalized-scen10-w1-f3.xml.mzn_AND_NODATA,1,0.769959,0
normalized-s4-4-3-3.xml.mzn_AND_NODATA,1,1,0
normalized-scen06-sub4.xml.mzn_AND_NODATA,1,0.957774,0
normalized-rand-2-50-23-587-230-20_ext.xml.mzn_AND_NODATA,1,0.018358,0.981339
normalized-ruler-70-13-a3.xml.mzn_AND_NODATA,1,1,0
normalized-scen2-f24.xml.mzn_AND_NODATA,1,0.925094,0
normalized-ruler-70-12-a4.xml.mzn_AND_NODATA,1,1,0
normalized-ruler-70-12-a3.xml.mzn_AND_NODATA,1,1,0
normalized-scen2-f25.xml.mzn_AND_NODATA,1,0.925094,0
