@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC

@DATA
composed-75-1-80-6_ext.xml.minion.gz,1,681,0.045088,0.224287,0.337349,158,0.240964,0.206289
composed-75-1-80-7_ext.xml.minion.gz,1,687,0.047543,0.214484,0.325301,157,0.216867,0.206289
composed-75-1-80-8_ext.xml.minion.gz,1,666,0.046988,0.224434,0.349398,157,0.289157,0.206289
composed-75-1-80-9_ext.xml.minion.gz,1,678,0.046614,0.215048,0.349398,156,0.26506,0.206289
costasArray-10.xml.minion.convert.minion,1,999,0.082224,0.513473,0.333333,475,0.185185,0.176799
costasArray-11.xml.minion.convert.minion,1,1000,0.075065,0.534663,0.307692,484,0.169231,0.157692
costasArray-12.xml.minion.convert.minion,1,1000,0.068818,0.553993,0.285714,436,0.155844,0.142174
costasArray-13.xml.minion.convert.minion,1,1000,0.063359,0.572873,0.266667,469,0.144444,0.129338
costasArray-14.xml.minion.convert.minion,1,1000,0.058574,0.590109,0.25,499,0.134615,0.118559
costasArray-15.xml.minion.convert.minion,1,1000,0.054362,0.606573,0.235294,466,0.12605,0.109386
costasArray-16.xml.minion.convert.minion,1,1000,0.050636,0.621673,0.222222,490,0.118519,0.101493
costasArray-17.xml.minion.convert.minion,1,1000,0.047325,0.635974,0.210526,502,0.111842,0.094632
costasArray-18.xml.minion.convert.minion,1,1000,0.044369,0.649163,0.2,482,0.105882,0.088618
costasArray-19.xml.minion.convert.minion,1,1000,0.041719,0.661621,0.190476,489,0.100529,0.083305
costasArray-20.xml.minion.convert.minion,1,1000,0.039332,0.67317,0.181818,471,0.095694,0.078579
cril-0_ext.xml.minion.converted.minion,1,966,0.064984,0.523506,0.203704,873,0.185185,0.086362
cril-0_ext.xml.minion.converted.minion.gz,1,966,0.064984,0.523506,0.203704,873,0.185185,0.086362
cril-2_ext.xml.minion.converted.minion,1,665,0.0245,0.120583,0.168269,165,0.144231,0.094389
cril-3_ext.xml.minion.converted.minion,1,674,0.023195,0.116815,0.153846,165,0.134615,0.094389
cril-4_ext.xml.minion.converted.minion,1,989,0,1,0.977778,69,0.977778,1
cril-5_ext.xml.minion.converted.minion,1,931,0,1,0.97619,10,0.97619,1
cril-6_ext.xml.minion.converted.minion,1,984,0,0.563636,0.305556,96,0.305556,0.314286
cril-6_ext.xml.minion.converted.minion.gz,1,984,0,0.563636,0.305556,96,0.305556,0.314286
cril-7.ext.xml.minion.converted.minion,1,976,0,0.563636,0.305556,96,0.305556,0.314286
cril-7.ext.xml.minion.converted.minion.gz,1,976,0,0.563636,0.305556,96,0.305556,0.314286
crossword-m1-uk-23-10.xml.minion.WOR.minion.gz,1,1000,0.141162,0.750563,0.686147,0,0.668831,0.49145
crossword-m1-words-15-01.xml.minion.WOR.minion.gz,1,1000,0.094767,0.775067,0.671958,0,0.656085,0.476528
crossword-m1-words-15-06.xml.minion.WOR.minion.gz,1,1000,0.186192,0.846985,0.841026,0,0.805128,0.565847
crossword-m1-words-15-10.xml.minion.WOR.minion.gz,1,1000,0.17313,0.857354,0.868421,0,0.831579,0.71462
crossword-m1-words-19-03.xml.minion.WOR.minion.gz,1,1000,0.155686,0.817292,0.771987,0,0.7557,0.52707
crossword-m1-words-19-04.xml.minion.WOR.minion.gz,1,1000,0.146779,0.798746,0.753378,0,0.702703,0.548145
crossword-m1-words-21-01.xml.minion.WOR.minion.gz,1,1000,0.195385,0.806651,0.80429,0,0.788204,0.549742
crossword-m1-words-21-06.xml.minion.WOR.minion.gz,1,1000,0.173286,0.84144,0.836461,0,0.820375,0.534435
crossword-m1-words-21-10.xml.minion.WOR.minion.gz,1,1000,0.175303,0.807163,0.809399,0,0.796345,0.575301
crossword-m1-words-23-02.xml.minion.WOR.minion.gz,1,1000,0.177828,0.840542,0.862069,0,0.850575,0.557752
crossword-m1-words-23-03.xml.minion.WOR.minion.gz,1,1000,0.167334,0.791326,0.806818,0,0.793182,0.565252
crossword-m1-words-23-05.xml.minion.WOR.minion.gz,1,1000,0.19955,0.867889,0.869663,0,0.85618,0.633283
driverlogw-01c-sat_ext.xml.minion.converted.minion.gz,1,546,0.031851,0.417952,0.140845,260,0.098592,0.087324
driverlogw-02c-sat_ext.xml.minion.converted.minion.gz,1,710,0.048551,0.526019,0.212625,309,0.152824,0.089812
driverlogw-04c-sat_ext.xml.minion.converted.minion.gz,1,759,0.062421,0.530598,0.275735,302,0.194853,0.105166
driverlogw-05c-sat_ext.xml.minion.converted.minion.gz,1,759,0.059147,0.563739,0.273504,341,0.202279,0.100497
driverlogw-08cc-sat_ext.xml.minion.converted.minion.gz,1,759,0.07049,0.589244,0.286765,342,0.205882,0.112263
driverlogw-08c-sat_ext.xml.minion.converted.minion.gz,1,759,0.07049,0.589244,0.286765,342,0.205882,0.112263
driverlogw-09-sat_ext.xml.minion.converted.minion.gz,1,806,0.051434,0.588281,0.212308,349,0.146154,0.082717
dsjc-125-1-4-ext.xml.minion.converted.minion.gz,1,263,0.026269,0.099674,0.184,263,0.136,0.094968
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,184,0.026269,0.099674,0.184,184,0.136,0.094968
dubois-100_ext.xml.minion.converted.minion.gz,1,501,0.000382,0.337778,0.013333,501,0.013333,0.013333
dubois-20_ext.xml.minion.converted.minion.gz,1,501,0.004157,0.355556,0.066667,501,0.066667,0.066667
dubois-21_ext.xml.minion.converted.minion.gz,1,501,0.003871,0.354497,0.063492,501,0.063492,0.063492
dubois-22_ext.xml.minion.converted.minion.gz,1,501,0.003615,0.353535,0.060606,501,0.060606,0.060606
dubois-23_ext.xml.minion.converted.minion.gz,1,501,0.003387,0.352657,0.057971,501,0.057971,0.057971
dubois-24_ext.xml.minion.converted.minion.gz,1,501,0.003181,0.351852,0.055556,501,0.055556,0.055556
dubois-25_ext.xml.minion.converted.minion.gz,1,501,0.002996,0.351111,0.053333,501,0.053333,0.053333
dubois-26_ext.xml.minion.converted.minion.gz,1,501,0.002828,0.350427,0.051282,501,0.051282,0.051282
dubois-27_ext.xml.minion.converted.minion.gz,1,501,0.002675,0.349794,0.049383,501,0.049383,0.049383
dubois-28_ext.xml.minion.converted.minion.gz,1,501,0.002535,0.349206,0.047619,501,0.047619,0.047619
dubois-29_ext.xml.minion.converted.minion.gz,1,501,0.002407,0.348659,0.045977,501,0.045977,0.045977
dubois-30_ext.xml.minion.converted.minion.gz,1,501,0.00229,0.348148,0.044444,501,0.044444,0.044444
dubois-50_ext.xml.minion.converted.minion.gz,1,501,0.001074,0.342222,0.026667,501,0.026667,0.026667
ehi-85-297-0_ext.xml.minion.gz,1,886,0.0047,0.3692,0.10101,515,0.097643,0.093139
ehi-85-297-10_ext.xml.minion.gz,1,875,0.004979,0.366267,0.10101,515,0.10101,0.09323
ehi-85-297-11_ext.xml.minion.gz,1,879,0.004852,0.364352,0.10101,515,0.10101,0.093275
ehi-85-297-12_ext.xml.minion.gz,1,896,0.00462,0.367008,0.10101,515,0.097643,0.093252
ehi-85-297-13_ext.xml.minion.gz,1,891,0.004672,0.367219,0.10101,515,0.097643,0.093321
ehi-85-297-14_ext.xml.minion.gz,1,880,0.00469,0.364807,0.10101,515,0.10101,0.093525
ehi-85-297-15_ext.xml.minion.gz,1,880,0.004279,0.359789,0.10101,515,0.097643,0.094026
ehi-85-297-16_ext.xml.minion.gz,1,875,0.004108,0.361876,0.10101,515,0.10101,0.093389
ehi-85-297-17_ext.xml.minion.gz,1,886,0.004895,0.364956,0.10101,515,0.097643,0.093321
ehi-85-297-18_ext.xml.minion.gz,1,885,0.004397,0.360326,0.10101,515,0.10101,0.09373
ehi-85-297-19_ext.xml.minion.gz,1,885,0.004192,0.359699,0.10101,515,0.10101,0.093685
ehi-85-297-1_ext.xml.minion.gz,1,777,0.004269,0.361811,0.10101,515,0.10101,0.093548
ehi-85-297-20_ext.xml.minion.gz,1,777,0.004704,0.36371,0.10101,515,0.10101,0.093412
ehi-85-297-21_ext.xml.minion.gz,1,870,0.004513,0.364791,0.10101,515,0.10101,0.09323
ehi-85-297-22_ext.xml.minion.gz,1,879,0.00466,0.365139,0.10101,515,0.10101,0.093434
ehi-85-297-23_ext.xml.minion.gz,1,868,0.004118,0.358785,0.10101,515,0.10101,0.093867
ehi-85-297-24_ext.xml.minion.gz,1,777,0.004558,0.360952,0.10101,515,0.097643,0.093389
ehi-85-297-25_ext.xml.minion.gz,1,880,0.004656,0.366501,0.10101,515,0.097643,0.093207
ehi-85-297-26_ext.xml.minion.gz,1,885,0.005392,0.363809,0.10101,515,0.097643,0.093321
ehi-85-297-27_ext.xml.minion.gz,1,883,0.0055,0.365374,0.10101,515,0.10101,0.09373
ehi-85-297-28_ext.xml.minion.gz,1,885,0.004756,0.365323,0.10101,515,0.097643,0.093275
ehi-85-297-29_ext.xml.minion.gz,1,885,0.004876,0.36105,0.10101,515,0.10101,0.093503
ehi-85-297-2_ext.xml.minion.gz,1,885,0.005052,0.361218,0.10101,515,0.10101,0.09373
ehi-85-297-30_ext.xml.minion.gz,1,875,0.004376,0.359064,0.10101,515,0.10101,0.093753
ehi-85-297-31_ext.xml.minion.gz,1,875,0.005296,0.366094,0.10101,515,0.10101,0.093275
ehi-85-297-32_ext.xml.minion.gz,1,777,0.004265,0.362369,0.10101,515,0.097643,0.093685
ehi-85-297-33_ext.xml.minion.gz,1,880,0.004717,0.366952,0.10101,515,0.10101,0.093139
ehi-85-297-34_ext.xml.minion.gz,1,891,0.004755,0.363439,0.10101,515,0.10101,0.093525
ehi-85-297-35_ext.xml.minion.gz,1,875,0.004636,0.363903,0.10101,515,0.10101,0.093503
ehi-85-297-36_ext.xml.minion.gz,1,886,0.004659,0.364509,0.10101,515,0.10101,0.093571
ehi-85-297-37_ext.xml.minion.gz,1,873,0.005079,0.364532,0.10101,515,0.097643,0.093207
ehi-85-297-38_ext.xml.minion.gz,1,777,0.004371,0.359998,0.10101,515,0.10101,0.09373
ehi-85-297-39_ext.xml.minion.gz,1,877,0.004186,0.358864,0.10101,515,0.097643,0.093889
ehi-85-297-3_ext.xml.minion.gz,1,881,0.004918,0.361629,0.10101,515,0.10101,0.09348
ehi-85-297-40_ext.xml.minion.gz,1,877,0.004298,0.35821,0.10101,515,0.10101,0.094117
ehi-85-297-41_ext.xml.minion.gz,1,777,0.004762,0.365826,0.10101,515,0.10101,0.092979
ehi-85-297-42_ext.xml.minion.gz,1,896,0.004413,0.357575,0.10101,515,0.10101,0.09398
ehi-85-297-43_ext.xml.minion.gz,1,885,0.004482,0.362484,0.10101,515,0.10101,0.093525
ehi-85-297-44_ext.xml.minion.gz,1,885,0.004504,0.357736,0.10101,515,0.10101,0.093958
ehi-85-297-45_ext.xml.minion.gz,1,886,0.005221,0.366767,0.10101,515,0.10101,0.092957
ehi-85-297-46_ext.xml.minion.gz,1,777,0.00475,0.364164,0.10101,515,0.10101,0.093434
ehi-85-297-47_ext.xml.minion.gz,1,868,0.004678,0.362021,0.10101,515,0.097643,0.093343
ehi-85-297-48_ext.xml.minion.gz,1,872,0.004871,0.362577,0.10101,515,0.097643,0.093548
ehi-85-297-49_ext.xml.minion.gz,1,886,0.005148,0.363635,0.10101,515,0.10101,0.093821
ehi-85-297-4_ext.xml.minion.gz,1,875,0.004703,0.360006,0.10101,515,0.10101,0.093707
ehi-85-297-50_ext.xml.minion.gz,1,885,0.004477,0.362436,0.10101,515,0.097643,0.093616
ehi-85-297-51_ext.xml.minion.gz,1,896,0.00519,0.36995,0.10101,515,0.097643,0.09348
ehi-85-297-52_ext.xml.minion.gz,1,880,0.004572,0.365528,0.10101,515,0.10101,0.09323
ehi-85-297-53_ext.xml.minion.gz,1,876,0.004886,0.360718,0.10101,515,0.10101,0.093548
ehi-85-297-54_ext.xml.minion.gz,1,875,0.004712,0.363642,0.10101,515,0.10101,0.093412
ehi-85-297-55_ext.xml.minion.gz,1,866,0.00463,0.36381,0.10101,515,0.097643,0.093753
ehi-85-297-56_ext.xml.minion.gz,1,777,0.004745,0.36245,0.10101,515,0.10101,0.093321
ehi-85-297-57_ext.xml.minion.gz,1,891,0.004443,0.362419,0.10101,515,0.097643,0.093616
ehi-85-297-58_ext.xml.minion.gz,1,878,0.004538,0.358664,0.10101,515,0.10101,0.093798
ehi-85-297-59_ext.xml.minion.gz,1,873,0.004979,0.36227,0.10101,515,0.10101,0.093412
ehi-85-297-5_ext.xml.minion.gz,1,880,0.004695,0.366758,0.10101,515,0.10101,0.09323
ehi-85-297-60_ext.xml.minion.gz,1,873,0.004487,0.362854,0.10101,515,0.10101,0.093707
ehi-85-297-61_ext.xml.minion.gz,1,777,0.004626,0.363234,0.10101,515,0.097643,0.09373
ehi-85-297-62_ext.xml.minion.gz,1,777,0.004554,0.363925,0.10101,515,0.10101,0.093343
ehi-85-297-63_ext.xml.minion.gz,1,777,0.004318,0.360557,0.10101,515,0.10101,0.09373
ehi-85-297-64_ext.xml.minion.gz,1,882,0.004319,0.361993,0.10101,515,0.097643,0.093571
ehi-85-297-65_ext.xml.minion.gz,1,878,0.004566,0.362004,0.10101,515,0.10101,0.093639
ehi-85-297-66_ext.xml.minion.gz,1,873,0.004832,0.36559,0.10101,515,0.10101,0.093321
ehi-85-297-67_ext.xml.minion.gz,1,891,0.004795,0.364784,0.10101,515,0.097643,0.093184
ehi-85-297-68_ext.xml.minion.gz,1,777,0.004209,0.358314,0.10101,515,0.097643,0.093867
ehi-85-297-69_ext.xml.minion.gz,1,891,0.004607,0.360982,0.10101,515,0.10101,0.093594
ehi-85-297-6_ext.xml.minion.gz,1,886,0.005408,0.372653,0.10101,515,0.097643,0.092843
ehi-85-297-70_ext.xml.minion.gz,1,877,0.004894,0.366812,0.10101,515,0.097643,0.09307
ehi-85-297-71_ext.xml.minion.gz,1,877,0.005543,0.364726,0.10101,515,0.10101,0.093503
ehi-85-297-72_ext.xml.minion.gz,1,868,0.004582,0.360177,0.10101,515,0.10101,0.093594
ehi-85-297-73_ext.xml.minion.gz,1,891,0.005185,0.365221,0.10101,515,0.10101,0.093457
ehi-85-297-74_ext.xml.minion.gz,1,881,0.00449,0.362517,0.10101,515,0.10101,0.093525
ehi-85-297-75_ext.xml.minion.gz,1,878,0.005066,0.361403,0.10101,515,0.10101,0.093525
ehi-85-297-76_ext.xml.minion.gz,1,892,0.004852,0.366011,0.10101,515,0.10101,0.093366
ehi-85-297-77_ext.xml.minion.gz,1,871,0.004409,0.35985,0.10101,515,0.10101,0.093662
ehi-85-297-78_ext.xml.minion.gz,1,886,0.004196,0.364202,0.10101,515,0.10101,0.093343
ehi-85-297-79_ext.xml.minion.gz,1,885,0.005091,0.366308,0.10101,515,0.097643,0.093434
ehi-85-297-7_ext.xml.minion.gz,1,777,0.00552,0.363033,0.10101,515,0.10101,0.093525
ehi-85-297-80_ext.xml.minion.gz,1,881,0.004222,0.360229,0.10101,515,0.10101,0.093503
ehi-85-297-81_ext.xml.minion.gz,1,873,0.005121,0.364313,0.10101,515,0.10101,0.093616
ehi-85-297-82_ext.xml.minion.gz,1,871,0.004361,0.361819,0.10101,515,0.097643,0.093457
ehi-85-297-83_ext.xml.minion.gz,1,880,0.005054,0.367004,0.10101,515,0.10101,0.093252
ehi-85-297-84_ext.xml.minion.gz,1,777,0.004352,0.3639,0.10101,515,0.10101,0.093525
ehi-85-297-85_ext.xml.minion.gz,1,885,0.005039,0.364421,0.10101,515,0.10101,0.093116
ehi-85-297-86_ext.xml.minion.gz,1,885,0.005489,0.370466,0.10101,515,0.097643,0.093093
ehi-85-297-87_ext.xml.minion.gz,1,880,0.004403,0.359499,0.10101,515,0.10101,0.093912
ehi-85-297-88_ext.xml.minion.gz,1,891,0.004555,0.360081,0.10101,515,0.10101,0.093707
ehi-85-297-89_ext.xml.minion.gz,1,876,0.004853,0.362575,0.10101,515,0.097643,0.093503
ehi-85-297-8_ext.xml.minion.gz,1,878,0.004892,0.365008,0.10101,515,0.097643,0.093503
ehi-85-297-90_ext.xml.minion.gz,1,872,0.004875,0.361459,0.10101,515,0.10101,0.093571
ehi-85-297-91_ext.xml.minion.gz,1,882,0.004828,0.364928,0.10101,515,0.10101,0.093571
ehi-85-297-92_ext.xml.minion.gz,1,878,0.00476,0.364301,0.10101,515,0.10101,0.093412
ehi-85-297-93_ext.xml.minion.gz,1,777,0.004943,0.363406,0.10101,515,0.10101,0.093389
ehi-85-297-94_ext.xml.minion.gz,1,877,0.005011,0.363387,0.10101,515,0.10101,0.093321
ehi-85-297-95_ext.xml.minion.gz,1,879,0.004581,0.363057,0.10101,515,0.10101,0.093321
ehi-85-297-96_ext.xml.minion.gz,1,877,0.004058,0.361005,0.10101,515,0.10101,0.093707
ehi-85-297-97_ext.xml.minion.gz,1,880,0.005164,0.368381,0.10101,515,0.10101,0.093161
ehi-85-297-98_ext.xml.minion.gz,1,891,0.004609,0.357899,0.10101,515,0.10101,0.093821
ehi-85-297-99_ext.xml.minion.gz,1,777,0.004528,0.361386,0.10101,515,0.097643,0.093616
ehi-85-297-9_ext.xml.minion.gz,1,878,0.005134,0.361627,0.10101,515,0.10101,0.093685
ehi-90-315-0_ext.xml.minion.gz,1,886,0.00523,0.367237,0.095238,515,0.095238,0.087817
ehi-90-315-10_ext.xml.minion.gz,1,875,0.004724,0.363494,0.095238,515,0.092063,0.08806
ehi-90-315-11_ext.xml.minion.gz,1,879,0.005068,0.360479,0.095238,515,0.092063,0.088383
ehi-90-315-12_ext.xml.minion.gz,1,896,0.005561,0.36509,0.095238,515,0.095238,0.088343
ehi-90-315-13_ext.xml.minion.gz,1,891,0.004544,0.358375,0.095238,515,0.095238,0.088788
ehi-90-315-14_ext.xml.minion.gz,1,880,0.004497,0.359829,0.095238,515,0.095238,0.088505
ehi-90-315-15_ext.xml.minion.gz,1,880,0.003965,0.360562,0.095238,515,0.095238,0.088586
ehi-90-315-16_ext.xml.minion.gz,1,777,0.004243,0.357452,0.095238,515,0.095238,0.088626
ehi-90-315-17_ext.xml.minion.gz,1,886,0.004216,0.362031,0.095238,515,0.095238,0.088444
ehi-90-315-18_ext.xml.minion.gz,1,885,0.003962,0.358401,0.095238,515,0.095238,0.088565
ehi-90-315-19_ext.xml.minion.gz,1,885,0.003746,0.35884,0.095238,515,0.095238,0.088383
ehi-90-315-1_ext.xml.minion.gz,1,777,0.00376,0.357079,0.095238,515,0.095238,0.088727
ehi-90-315-20_ext.xml.minion.gz,1,872,0.00427,0.358544,0.095238,515,0.092063,0.088545
ehi-90-315-21_ext.xml.minion.gz,1,870,0.004468,0.36042,0.095238,515,0.095238,0.088727
ehi-90-315-22_ext.xml.minion.gz,1,885,0.004864,0.362094,0.095238,515,0.095238,0.088323
ehi-90-315-23_ext.xml.minion.gz,1,868,0.00383,0.359226,0.095238,515,0.095238,0.088464
ehi-90-315-24_ext.xml.minion.gz,1,777,0.004259,0.359045,0.095238,515,0.095238,0.088525
ehi-90-315-25_ext.xml.minion.gz,1,880,0.00392,0.355551,0.095238,515,0.095238,0.088929
ehi-90-315-26_ext.xml.minion.gz,1,777,0.004366,0.359205,0.095238,515,0.095238,0.088363
ehi-90-315-27_ext.xml.minion.gz,1,883,0.004261,0.36098,0.095238,515,0.095238,0.088444
ehi-90-315-28_ext.xml.minion.gz,1,885,0.004848,0.361009,0.095238,515,0.095238,0.088343
ehi-90-315-29_ext.xml.minion.gz,1,885,0.004504,0.357736,0.095238,515,0.095238,0.088606
ehi-90-315-2_ext.xml.minion.gz,1,896,0.004447,0.35689,0.095238,515,0.092063,0.088606
ehi-90-315-30_ext.xml.minion.gz,1,882,0.004238,0.358434,0.095238,515,0.095238,0.088282
ehi-90-315-31_ext.xml.minion.gz,1,875,0.004205,0.357781,0.095238,515,0.095238,0.088848
ehi-90-315-32_ext.xml.minion.gz,1,777,0.004405,0.359832,0.095238,515,0.095238,0.088565
ehi-90-315-33_ext.xml.minion.gz,1,777,0.004172,0.362316,0.095238,515,0.095238,0.088222
ehi-90-315-34_ext.xml.minion.gz,1,891,0.004067,0.354848,0.095238,515,0.092063,0.088768
ehi-90-315-35_ext.xml.minion.gz,1,875,0.004238,0.359538,0.095238,515,0.095238,0.088646
ehi-90-315-36_ext.xml.minion.gz,1,879,0.004743,0.360592,0.095238,515,0.092063,0.088525
ehi-90-315-37_ext.xml.minion.gz,1,873,0.004452,0.360658,0.095238,515,0.095238,0.088444
ehi-90-315-38_ext.xml.minion.gz,1,777,0.004008,0.359095,0.095238,515,0.095238,0.088606
ehi-90-315-39_ext.xml.minion.gz,1,877,0.003685,0.35521,0.095238,515,0.095238,0.08895
ehi-90-315-3_ext.xml.minion.gz,1,861,0.004335,0.360064,0.095238,515,0.095238,0.088484
ehi-90-315-40_ext.xml.minion.gz,1,877,0.00426,0.35744,0.095238,515,0.095238,0.088586
ehi-90-315-41_ext.xml.minion.gz,1,777,0.004241,0.357734,0.095238,515,0.095238,0.088606
ehi-90-315-42_ext.xml.minion.gz,1,896,0.004434,0.359361,0.095238,515,0.095238,0.088424
ehi-90-315-43_ext.xml.minion.gz,1,885,0.004899,0.360496,0.095238,515,0.095238,0.088262
ehi-90-315-44_ext.xml.minion.gz,1,885,0.00397,0.35427,0.095238,515,0.095238,0.08897
ehi-90-315-45_ext.xml.minion.gz,1,886,0.004034,0.357031,0.095238,515,0.095238,0.088343
ehi-90-315-46_ext.xml.minion.gz,1,777,0.004247,0.361965,0.095238,515,0.095238,0.088121
ehi-90-315-47_ext.xml.minion.gz,1,868,0.004317,0.356213,0.095238,515,0.095238,0.088565
ehi-90-315-48_ext.xml.minion.gz,1,872,0.003946,0.359264,0.095238,515,0.095238,0.088626
ehi-90-315-49_ext.xml.minion.gz,1,886,0.004612,0.364249,0.095238,515,0.095238,0.088201
ehi-90-315-4_ext.xml.minion.gz,1,777,0.004271,0.36139,0.095238,515,0.095238,0.088505
ehi-90-315-50_ext.xml.minion.gz,1,885,0.004256,0.358848,0.095238,515,0.095238,0.088666
ehi-90-315-51_ext.xml.minion.gz,1,896,0.005,0.365598,0.095238,515,0.095238,0.088444
ehi-90-315-52_ext.xml.minion.gz,1,880,0.00494,0.362495,0.095238,515,0.092063,0.088424
ehi-90-315-53_ext.xml.minion.gz,1,876,0.004077,0.358587,0.095238,515,0.095238,0.088788
ehi-90-315-54_ext.xml.minion.gz,1,875,0.004795,0.359861,0.095238,515,0.095238,0.088383
ehi-90-315-55_ext.xml.minion.gz,1,777,0.004169,0.360013,0.095238,515,0.095238,0.088586
ehi-90-315-56_ext.xml.minion.gz,1,878,0.00448,0.35894,0.095238,515,0.095238,0.088586
ehi-90-315-57_ext.xml.minion.gz,1,868,0.004352,0.359601,0.095238,515,0.095238,0.088606
ehi-90-315-58_ext.xml.minion.gz,1,878,0.003789,0.358166,0.095238,515,0.095238,0.088626
ehi-90-315-59_ext.xml.minion.gz,1,873,0.004694,0.358793,0.095238,515,0.095238,0.088565
ehi-90-315-5_ext.xml.minion.gz,1,880,0.004771,0.363561,0.095238,515,0.095238,0.088444
ehi-90-315-60_ext.xml.minion.gz,1,873,0.004548,0.360183,0.095238,515,0.095238,0.088464
ehi-90-315-61_ext.xml.minion.gz,1,873,0.004084,0.358502,0.095238,515,0.092063,0.088707
ehi-90-315-62_ext.xml.minion.gz,1,777,0.004257,0.360579,0.095238,515,0.095238,0.088464
ehi-90-315-63_ext.xml.minion.gz,1,885,0.004628,0.359193,0.095238,515,0.095238,0.088586
ehi-90-315-64_ext.xml.minion.gz,1,866,0.004646,0.360615,0.095238,515,0.095238,0.088343
ehi-90-315-65_ext.xml.minion.gz,1,881,0.004364,0.358643,0.095238,515,0.095238,0.088707
ehi-90-315-66_ext.xml.minion.gz,1,873,0.004224,0.364471,0.095238,515,0.092063,0.087898
ehi-90-315-67_ext.xml.minion.gz,1,891,0.005224,0.362301,0.095238,515,0.095238,0.088141
ehi-90-315-68_ext.xml.minion.gz,1,777,0.003606,0.359778,0.095238,515,0.095238,0.088464
ehi-90-315-69_ext.xml.minion.gz,1,777,0.004113,0.357629,0.095238,515,0.095238,0.088687
ehi-90-315-6_ext.xml.minion.gz,1,872,0.004958,0.366673,0.095238,515,0.095238,0.088262
ehi-90-315-70_ext.xml.minion.gz,1,877,0.003919,0.358245,0.095238,515,0.092063,0.088666
ehi-90-315-71_ext.xml.minion.gz,1,877,0.004862,0.360658,0.095238,515,0.092063,0.088525
ehi-90-315-72_ext.xml.minion.gz,1,868,0.00455,0.357865,0.095238,515,0.095238,0.088525
ehi-90-315-73_ext.xml.minion.gz,1,891,0.004462,0.364477,0.095238,515,0.092063,0.087959
ehi-90-315-74_ext.xml.minion.gz,1,881,0.004469,0.360971,0.095238,515,0.095238,0.088505
ehi-90-315-75_ext.xml.minion.gz,1,878,0.005017,0.360439,0.095238,515,0.095238,0.088565
ehi-90-315-76_ext.xml.minion.gz,1,878,0.004785,0.36658,0.095238,515,0.095238,0.088121
ehi-90-315-77_ext.xml.minion.gz,1,871,0.003973,0.357791,0.095238,515,0.095238,0.088484
ehi-90-315-78_ext.xml.minion.gz,1,886,0.003817,0.361926,0.095238,515,0.095238,0.088484
ehi-90-315-79_ext.xml.minion.gz,1,885,0.004423,0.361667,0.095238,515,0.095238,0.088444
ehi-90-315-7_ext.xml.minion.gz,1,777,0.004505,0.359912,0.095238,515,0.095238,0.088464
ehi-90-315-80_ext.xml.minion.gz,1,881,0.003869,0.356338,0.095238,515,0.095238,0.088909
ehi-90-315-81_ext.xml.minion.gz,1,873,0.004215,0.359821,0.095238,515,0.095238,0.088586
ehi-90-315-82_ext.xml.minion.gz,1,871,0.004821,0.360976,0.095238,515,0.095238,0.088464
ehi-90-315-83_ext.xml.minion.gz,1,880,0.004216,0.360963,0.095238,515,0.095238,0.088363
ehi-90-315-84_ext.xml.minion.gz,1,776,0.004418,0.358749,0.095238,515,0.095238,0.088666
ehi-90-315-85_ext.xml.minion.gz,1,885,0.004649,0.359549,0.095238,515,0.095238,0.088363
ehi-90-315-86_ext.xml.minion.gz,1,885,0.004838,0.362131,0.095238,515,0.095238,0.088404
ehi-90-315-87_ext.xml.minion.gz,1,880,0.003917,0.355897,0.095238,515,0.092063,0.088889
ehi-90-315-88_ext.xml.minion.gz,1,891,0.004126,0.354699,0.095238,515,0.095238,0.088929
ehi-90-315-89_ext.xml.minion.gz,1,876,0.004053,0.358826,0.095238,515,0.095238,0.088646
ehi-90-315-8_ext.xml.minion.gz,1,878,0.004432,0.359403,0.095238,515,0.095238,0.088222
ehi-90-315-90_ext.xml.minion.gz,1,872,0.004111,0.361075,0.095238,515,0.095238,0.088262
ehi-90-315-91_ext.xml.minion.gz,1,882,0.004561,0.360874,0.095238,515,0.095238,0.088505
ehi-90-315-92_ext.xml.minion.gz,1,878,0.004614,0.356532,0.095238,515,0.095238,0.088889
ehi-90-315-93_ext.xml.minion.gz,1,777,0.004519,0.361643,0.095238,515,0.095238,0.088505
ehi-90-315-94_ext.xml.minion.gz,1,877,0.004182,0.359932,0.095238,515,0.092063,0.088565
ehi-90-315-95_ext.xml.minion.gz,1,892,0.004622,0.363859,0.095238,515,0.095238,0.088404
ehi-90-315-96_ext.xml.minion.gz,1,877,0.004063,0.357065,0.095238,515,0.092063,0.088808
