@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC

@DATA
normalized-rand-2-40-11-414-200-75_ext.xml.mzn_AND_NODATA,1,0.042138,0.957862,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-54_ext.xml.mzn_AND_NODATA,1,0.041837,0.958163,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-77_ext.xml.mzn_AND_NODATA,1,0.0423,0.9577,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-83_ext.xml.mzn_AND_NODATA,1,0.04266,0.95734,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-5_ext.xml.mzn_AND_NODATA,1,0.041961,0.958039,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-7_ext.xml.mzn_AND_NODATA,1,0.041821,0.958179,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-81_ext.xml.mzn_AND_NODATA,1,0.042611,0.957389,0.083333,0.916667,2.229716
normalized-haystacks-42.xml.mzn_AND_NODATA,1,1,0,1,0,7.821728
normalized-rand-2-40-11-414-200-4_ext.xml.mzn_AND_NODATA,1,0.042389,0.957611,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-63_ext.xml.mzn_AND_NODATA,1,0.041885,0.958115,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-84_ext.xml.mzn_AND_NODATA,1,0.042231,0.957769,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-74_ext.xml.mzn_AND_NODATA,1,0.041937,0.958063,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-86_ext.xml.mzn_AND_NODATA,1,0.041611,0.958389,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-79_ext.xml.mzn_AND_NODATA,1,0.042025,0.957975,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-76_ext.xml.mzn_AND_NODATA,1,0.041746,0.958254,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-73_ext.xml.mzn_AND_NODATA,1,0.04221,0.95779,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-8_ext.xml.mzn_AND_NODATA,1,0.041553,0.958447,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-69_ext.xml.mzn_AND_NODATA,1,0.04177,0.95823,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-90_ext.xml.mzn_AND_NODATA,1,0.041989,0.958011,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-92_ext.xml.mzn_AND_NODATA,1,0.042045,0.957955,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-91_ext.xml.mzn_AND_NODATA,1,0.042133,0.957867,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-82_ext.xml.mzn_AND_NODATA,1,0.041619,0.958381,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-80_ext.xml.mzn_AND_NODATA,1,0.041738,0.958262,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-55_ext.xml.mzn_AND_NODATA,1,0.041789,0.958211,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-98_ext.xml.mzn_AND_NODATA,1,0.041746,0.958254,0.083333,0.916667,2.229716
normalized-geo50-20-d4-75-94_ext.xml.mzn_AND_NODATA,1,0.01976,0.98024,0.047619,0.952381,2.660964
normalized-fischer-9-11-fair.xml.mzn_AND_NODATA,1,0.913966,0.086034,0.844167,0.155833,14.287785
normalized-rand-2-40-11-414-200-78_ext.xml.mzn_AND_NODATA,1,0.042218,0.957782,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-94_ext.xml.mzn_AND_NODATA,1,0.041639,0.958361,0.083333,0.916667,2.229716
normalized-queens-180.xml.mzn_AND_NODATA,1,1,0,1,0,7.989847
normalized-rand-2-40-11-414-200-97_ext.xml.mzn_AND_NODATA,1,0.042029,0.957971,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-95_ext.xml.mzn_AND_NODATA,1,0.041284,0.958716,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-99_ext.xml.mzn_AND_NODATA,1,0.041746,0.958254,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-85_ext.xml.mzn_AND_NODATA,1,0.041993,0.958007,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-9_ext.xml.mzn_AND_NODATA,1,0.041777,0.958223,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-88_ext.xml.mzn_AND_NODATA,1,0.041889,0.958111,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-89_ext.xml.mzn_AND_NODATA,1,0.041825,0.958175,0.083333,0.916667,2.229716
normalized-rand-2-40-11-414-200-87_ext.xml.mzn_AND_NODATA,1,0.041853,0.958147,0.083333,0.916667,2.229716
normalized-qcp-20-187-8_ext.xml.mzn_AND_NODATA,1,0.100721,0.899279,0.091891,0.908109,2.660964
normalized-rand-2-40-11-414-200-96_ext.xml.mzn_AND_NODATA,1,0.041961,0.958039,0.083333,0.916667,2.229716
normalized-qcp-20-187-9_ext.xml.mzn_AND_NODATA,1,0.100721,0.899279,0.091891,0.908109,2.660964
normalized-qwh-20-166-8_ext.xml.mzn_AND_NODATA,1,0.111937,0.888063,0.101163,0.898837,2.660964
normalized-ramsey-35-4.xml.mzn_AND_NODATA,1,0.75,0.25,0.029412,0.970588,1.666667
normalized-ooo-burch-dill-6-accl.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-ooo-burch-dill-6-accl-ucl.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-qwh-20-166-9_ext.xml.mzn_AND_NODATA,1,0.111937,0.888063,0.101163,0.898837,2.660964
normalized-rand-2-40-16-250-350-12_ext.xml.mzn_AND_NODATA,1,0.027985,0.972015,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-14_ext.xml.mzn_AND_NODATA,1,0.027973,0.972027,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-10_ext.xml.mzn_AND_NODATA,1,0.027728,0.972272,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-13_ext.xml.mzn_AND_NODATA,1,0.027917,0.972083,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-11_ext.xml.mzn_AND_NODATA,1,0.027584,0.972416,0.058824,0.941176,2.5
normalized-frb50-23-2-mgd_ext.xml.mzn_AND_NODATA,1,0.017143,0.982738,0.041667,0.958333,4.523562
normalized-rand-2-40-16-250-350-20_ext.xml.mzn_AND_NODATA,1,0.027837,0.972163,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-16_ext.xml.mzn_AND_NODATA,1,0.027677,0.972323,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-15_ext.xml.mzn_AND_NODATA,1,0.027498,0.972502,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-23_ext.xml.mzn_AND_NODATA,1,0.027795,0.972205,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-24_ext.xml.mzn_AND_NODATA,1,0.027494,0.972506,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-25_ext.xml.mzn_AND_NODATA,1,0.027727,0.972273,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-1_ext.xml.mzn_AND_NODATA,1,0.02768,0.97232,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-29_ext.xml.mzn_AND_NODATA,1,0.027855,0.972145,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-0_ext.xml.mzn_AND_NODATA,1,0.027541,0.972459,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-2_ext.xml.mzn_AND_NODATA,1,0.027754,0.972246,0.058824,0.941176,2.5
normalized-haystacks-43.xml.mzn_AND_NODATA,1,1,0,1,0,7.867806
normalized-rand-2-40-16-250-350-26_ext.xml.mzn_AND_NODATA,1,0.027476,0.972524,0.058824,0.941176,2.5
normalized-frb50-23-1_ext.xml.mzn_AND_NODATA,1,0.016722,0.983278,0.041667,0.958333,2.761781
normalized-rand-2-40-16-250-350-17_ext.xml.mzn_AND_NODATA,1,0.027903,0.972097,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-31_ext.xml.mzn_AND_NODATA,1,0.027769,0.972231,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-21_ext.xml.mzn_AND_NODATA,1,0.027887,0.972113,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-35_ext.xml.mzn_AND_NODATA,1,0.027787,0.972213,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-33_ext.xml.mzn_AND_NODATA,1,0.027792,0.972208,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-30_ext.xml.mzn_AND_NODATA,1,0.02768,0.97232,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-22_ext.xml.mzn_AND_NODATA,1,0.028074,0.971926,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-36_ext.xml.mzn_AND_NODATA,1,0.027887,0.972113,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-39_ext.xml.mzn_AND_NODATA,1,0.028001,0.971999,0.058824,0.941176,2.5
normalized-ramsey-38-4.xml.mzn_AND_NODATA,1,0.75,0.25,0.027027,0.972973,1.666667
normalized-rand-2-40-16-250-350-38_ext.xml.mzn_AND_NODATA,1,0.027757,0.972243,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-3_ext.xml.mzn_AND_NODATA,1,0.027579,0.972421,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-34_ext.xml.mzn_AND_NODATA,1,0.027934,0.972066,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-28_ext.xml.mzn_AND_NODATA,1,0.027778,0.972222,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-42_ext.xml.mzn_AND_NODATA,1,0.027599,0.972401,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-37_ext.xml.mzn_AND_NODATA,1,0.027875,0.972125,0.058824,0.941176,2.5
normalized-rand-23-23-253-131-47021_ext.xml.mzn_AND_NODATA,1,0.01571,0.98429,0.041667,0.958333,2.761781
normalized-rand-23-23-253-131-49021_ext.xml.mzn_AND_NODATA,1,0.01571,0.98429,0.041667,0.958333,2.761781
normalized-rand-23-23-253-131-46021_ext.xml.mzn_AND_NODATA,1,0.01571,0.98429,0.041667,0.958333,2.761781
normalized-rand-23-23-253-131-51021_ext.xml.mzn_AND_NODATA,1,0.01571,0.98429,0.041667,0.958333,2.761781
normalized-rand-23-23-253-131-50021_ext.xml.mzn_AND_NODATA,1,0.01571,0.98429,0.041667,0.958333,2.761781
normalized-frb50-23-5_ext.xml.mzn_AND_NODATA,1,0.016731,0.983269,0.041667,0.958333,2.761781
normalized-rand-23-23-253-131-53021_ext.xml.mzn_AND_NODATA,1,0.01571,0.98429,0.041667,0.958333,2.761781
normalized-rand-23-23-253-131-55021_ext.xml.mzn_AND_NODATA,1,0.01571,0.98429,0.041667,0.958333,2.761781
normalized-rand-23-23-253-131-54021_ext.xml.mzn_AND_NODATA,1,0.01571,0.98429,0.041667,0.958333,2.761781
normalized-rand-2-40-16-250-350-19_ext.xml.mzn_AND_NODATA,1,0.027853,0.972147,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-41_ext.xml.mzn_AND_NODATA,1,0.027639,0.972361,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-40_ext.xml.mzn_AND_NODATA,1,0.027702,0.972298,0.058824,0.941176,2.5
normalized-frb50-23-3_ext.xml.mzn_AND_NODATA,1,0.016497,0.983503,0.041667,0.958333,2.761781
normalized-rand-2-40-16-250-350-44_ext.xml.mzn_AND_NODATA,1,0.027917,0.972083,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-43_ext.xml.mzn_AND_NODATA,1,0.027641,0.972359,0.058824,0.941176,2.5
normalized-mps-red-railway-8-1-0.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-rand-2-40-16-250-350-47_ext.xml.mzn_AND_NODATA,1,0.027736,0.972264,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-45_ext.xml.mzn_AND_NODATA,1,0.027549,0.972451,0.058824,0.941176,2.5
normalized-queens-200.xml.mzn_AND_NODATA,1,1,0,1,0,8.142051
normalized-rand-2-40-16-250-350-46_ext.xml.mzn_AND_NODATA,1,0.027673,0.972327,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-52_ext.xml.mzn_AND_NODATA,1,0.028237,0.971763,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-32_ext.xml.mzn_AND_NODATA,1,0.027745,0.972255,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-48_ext.xml.mzn_AND_NODATA,1,0.027631,0.972369,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-4_ext.xml.mzn_AND_NODATA,1,0.027674,0.972326,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-51_ext.xml.mzn_AND_NODATA,1,0.027839,0.972161,0.058824,0.941176,2.5
normalized-frb50-23-2_ext.xml.mzn_AND_NODATA,1,0.016535,0.983465,0.041667,0.958333,2.761781
normalized-rand-2-40-16-250-350-53_ext.xml.mzn_AND_NODATA,1,0.027688,0.972312,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-50_ext.xml.mzn_AND_NODATA,1,0.027864,0.972136,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-58_ext.xml.mzn_AND_NODATA,1,0.027974,0.972026,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-55_ext.xml.mzn_AND_NODATA,1,0.027626,0.972374,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-54_ext.xml.mzn_AND_NODATA,1,0.027595,0.972405,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-59_ext.xml.mzn_AND_NODATA,1,0.027905,0.972095,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-57_ext.xml.mzn_AND_NODATA,1,0.027824,0.972176,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-49_ext.xml.mzn_AND_NODATA,1,0.027615,0.972385,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-64_ext.xml.mzn_AND_NODATA,1,0.027691,0.972309,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-5_ext.xml.mzn_AND_NODATA,1,0.027896,0.972104,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-60_ext.xml.mzn_AND_NODATA,1,0.027528,0.972472,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-61_ext.xml.mzn_AND_NODATA,1,0.027691,0.972309,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-68_ext.xml.mzn_AND_NODATA,1,0.027568,0.972432,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-67_ext.xml.mzn_AND_NODATA,1,0.027783,0.972217,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-66_ext.xml.mzn_AND_NODATA,1,0.027867,0.972133,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-74_ext.xml.mzn_AND_NODATA,1,0.027804,0.972196,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-71_ext.xml.mzn_AND_NODATA,1,0.027684,0.972316,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-69_ext.xml.mzn_AND_NODATA,1,0.027731,0.972269,0.058824,0.941176,2.5
normalized-frb50-23-4_ext.xml.mzn_AND_NODATA,1,0.016677,0.983323,0.041667,0.958333,2.761781
normalized-rand-2-40-16-250-350-75_ext.xml.mzn_AND_NODATA,1,0.027844,0.972156,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-7_ext.xml.mzn_AND_NODATA,1,0.027793,0.972207,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-63_ext.xml.mzn_AND_NODATA,1,0.027691,0.972309,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-78_ext.xml.mzn_AND_NODATA,1,0.027641,0.972359,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-76_ext.xml.mzn_AND_NODATA,1,0.027812,0.972188,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-70_ext.xml.mzn_AND_NODATA,1,0.027731,0.972269,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-82_ext.xml.mzn_AND_NODATA,1,0.02789,0.97211,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-83_ext.xml.mzn_AND_NODATA,1,0.027912,0.972088,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,0.02805,0.97195,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-56_ext.xml.mzn_AND_NODATA,1,0.027734,0.972266,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-6_ext.xml.mzn_AND_NODATA,1,0.027541,0.972459,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-84_ext.xml.mzn_AND_NODATA,1,0.027814,0.972186,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-81_ext.xml.mzn_AND_NODATA,1,0.02807,0.97193,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-62_ext.xml.mzn_AND_NODATA,1,0.027781,0.972219,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-89_ext.xml.mzn_AND_NODATA,1,0.027976,0.972024,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-85_ext.xml.mzn_AND_NODATA,1,0.027766,0.972234,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-87_ext.xml.mzn_AND_NODATA,1,0.027852,0.972148,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-86_ext.xml.mzn_AND_NODATA,1,0.027898,0.972102,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-90_ext.xml.mzn_AND_NODATA,1,0.02772,0.97228,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-79_ext.xml.mzn_AND_NODATA,1,0.027605,0.972395,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-95_ext.xml.mzn_AND_NODATA,1,0.02772,0.97228,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-8_ext.xml.mzn_AND_NODATA,1,0.027597,0.972403,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-91_ext.xml.mzn_AND_NODATA,1,0.027672,0.972328,0.058824,0.941176,2.5
normalized-fischer-8-13-fair.xml.mzn_AND_NODATA,1,0.913811,0.086189,0.843863,0.156137,14.287785
normalized-mps-red-usAbbrv-8-25-70.xml.mzn_AND_NODATA,1,1,0,1,0,1
normalized-rand-2-40-16-250-350-94_ext.xml.mzn_AND_NODATA,1,0.027572,0.972428,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-98_ext.xml.mzn_AND_NODATA,1,0.027698,0.972302,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-97_ext.xml.mzn_AND_NODATA,1,0.027708,0.972292,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-99_ext.xml.mzn_AND_NODATA,1,0.027609,0.972391,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-93_ext.xml.mzn_AND_NODATA,1,0.027928,0.972072,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-88_ext.xml.mzn_AND_NODATA,1,0.027818,0.972182,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-77_ext.xml.mzn_AND_NODATA,1,0.027718,0.972282,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-92_ext.xml.mzn_AND_NODATA,1,0.02781,0.97219,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-9_ext.xml.mzn_AND_NODATA,1,0.027792,0.972208,0.058824,0.941176,2.5
normalized-rand-2-40-16-250-350-96_ext.xml.mzn_AND_NODATA,1,0.027596,0.972404,0.058824,0.941176,2.5
normalized-patat-02-comp-18.xml.mzn_AND_NODATA,1,0.662725,0.331362,0.022087,0.977913,5.491853
normalized-rand-2-40-19-443-230-14_ext.xml.mzn_AND_NODATA,1,0.024864,0.974383,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-26_ext.xml.mzn_AND_NODATA,1,0.024724,0.974593,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-27_ext.xml.mzn_AND_NODATA,1,0.024792,0.974458,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-30_ext.xml.mzn_AND_NODATA,1,0.024514,0.974809,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-23_ext.xml.mzn_AND_NODATA,1,0.024361,0.97503,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-28_ext.xml.mzn_AND_NODATA,1,0.024324,0.975068,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-29_ext.xml.mzn_AND_NODATA,1,0.024387,0.975003,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-10_ext.xml.mzn_AND_NODATA,1,0.024205,0.975158,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-19_ext.xml.mzn_AND_NODATA,1,0.02381,0.975689,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-20_ext.xml.mzn_AND_NODATA,1,0.024622,0.97473,0.05,0.95,4.247928
normalized-haystacks-44.xml.mzn_AND_NODATA,1,1,0,1,0,7.912806
normalized-rand-2-40-19-443-230-21_ext.xml.mzn_AND_NODATA,1,0.02381,0.975688,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-42_ext.xml.mzn_AND_NODATA,1,0.023734,0.975797,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-18_ext.xml.mzn_AND_NODATA,1,0.023792,0.975707,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-12_ext.xml.mzn_AND_NODATA,1,0.023838,0.97566,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-11_ext.xml.mzn_AND_NODATA,1,0.023405,0.976164,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-32_ext.xml.mzn_AND_NODATA,1,0.023252,0.976351,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-13_ext.xml.mzn_AND_NODATA,1,0.023327,0.976243,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-38_ext.xml.mzn_AND_NODATA,1,0.023377,0.976192,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-40_ext.xml.mzn_AND_NODATA,1,0.023359,0.976179,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-15_ext.xml.mzn_AND_NODATA,1,0.02354,0.976027,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-31_ext.xml.mzn_AND_NODATA,1,0.02354,0.976026,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-2_ext.xml.mzn_AND_NODATA,1,0.023734,0.975797,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-1_ext.xml.mzn_AND_NODATA,1,0.022981,0.976656,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-34_ext.xml.mzn_AND_NODATA,1,0.02381,0.975721,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-25_ext.xml.mzn_AND_NODATA,1,0.023668,0.975834,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-33_ext.xml.mzn_AND_NODATA,1,0.023532,0.976034,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-45_ext.xml.mzn_AND_NODATA,1,0.023287,0.976284,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-22_ext.xml.mzn_AND_NODATA,1,0.022964,0.976673,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-fcd-14_ext.xml.mzn_AND_NODATA,1,0.024933,0.974313,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-48_ext.xml.mzn_AND_NODATA,1,0.023689,0.975844,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-41_ext.xml.mzn_AND_NODATA,1,0.023264,0.976338,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-46_ext.xml.mzn_AND_NODATA,1,0.023988,0.975475,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-35_ext.xml.mzn_AND_NODATA,1,0.022856,0.976843,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-fcd-10_ext.xml.mzn_AND_NODATA,1,0.024202,0.975161,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-6_ext.xml.mzn_AND_NODATA,1,0.024122,0.975306,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-7_ext.xml.mzn_AND_NODATA,1,0.023641,0.975892,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-44_ext.xml.mzn_AND_NODATA,1,0.023272,0.976299,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-39_ext.xml.mzn_AND_NODATA,1,0.022658,0.977044,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-37_ext.xml.mzn_AND_NODATA,1,0.023242,0.97636,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-fcd-23_ext.xml.mzn_AND_NODATA,1,0.024374,0.975017,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-fcd-20_ext.xml.mzn_AND_NODATA,1,0.024615,0.974737,0.05,0.95,4.247928
normalized-ramsey-45-4.xml.mzn_AND_NODATA,1,0.75,0.25,0.022727,0.977273,1.666667
normalized-rand-2-40-19-443-230-5_ext.xml.mzn_AND_NODATA,1,0.02425,0.975144,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-36_ext.xml.mzn_AND_NODATA,1,0.0232,0.976403,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-47_ext.xml.mzn_AND_NODATA,1,0.023185,0.976388,0.05,0.95,4.247928
normalized-rand-2-40-19-443-230-3_ext.xml.mzn_AND_NODATA,1,0.02309,0.976545,0.05,0.95,4.247928
normalized-qwh-25-235-2_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928
normalized-haystacks-45.xml.mzn_AND_NODATA,1,1,0,1,0,7.956777
normalized-qwh-25-235-5_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928
normalized-rand-2-40-19-443-230-fcd-26_ext.xml.mzn_AND_NODATA,1,0.02474,0.974577,0.05,0.95,4.247928
normalized-qwh-25-235-1_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928
normalized-rand-2-40-19-443-230-fcd-27_ext.xml.mzn_AND_NODATA,1,0.024816,0.974433,0.05,0.95,4.247928
normalized-rand-2-40-25-180-500-11_ext.xml.mzn_AND_NODATA,1,0.039,0.95696,0.039409,0.960591,4.643856
normalized-qwh-25-235-9_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928
normalized-qwh-25-235-7_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928
normalized-rand-2-40-25-180-500-19_ext.xml.mzn_AND_NODATA,1,0.039562,0.956482,0.038462,0.961538,4.643856
normalized-rand-2-40-25-180-500-28_ext.xml.mzn_AND_NODATA,1,0.038044,0.957911,0.040404,0.959596,4.643856
normalized-qwh-25-235-8_ext.xml.mzn_AND_NODATA,1,0.09931,0.90069,0.090711,0.909289,2.821928
normalized-rand-2-40-40-135-650-0_ext.xml.mzn_AND_NODATA,1,0,0,1,0,5.321928
