@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.ReliefFAttributeEval -M -1 -D 1 -K 10-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC

@DATA
./SAT03/handmade/anton/UNSAT/SGI_30_70_15_90_1-log.shuffled-as.sat03-137.cnf,1,0,0,0,0.0004,1.4595,1.252,0.0107,0.807,0.6165,2266,0.1597,2266,0.2468,0.0017,2601,0.1475
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes5.cnf,1,0.9252,0.9252,0.8182,0.7454,2.7815,4.4471,0.9252,0.0278,0.8202,317,0.2911,177,0.9923,0.7698,340,0.7899
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_511.cnf,1,0,0,1,0,0,3.0433,0.5,0,0.344,4003,0,4003,1,0,4014,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p15-s80450670.cnf,1,0.9843,0.9843,0.9444,0.2064,3.3562,6.2505,0.9843,0.0041,0.9236,6,0.5227,2,0.9995,0.9641,7,0.9938
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes8.cnf,1,0.9258,0.9258,0.8,0.7434,2.8374,4.5612,0.9258,0.0276,0.8223,244,0.3039,228,0.9924,0.7702,257,0.7903
./SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.8844,0.8844,1,0.8147,0,0,0.8844,0,0.8884,4832,0.0526,4832,1,0.8147,4832,0.8147
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-020-019.shuffled-as.sat05-1190.cnf,1,0.897,0.897,0,0.8749,0,0,0.6632,1.0418,0.9142,4715,0,4715,0.4639,0.88,4715,0.8847
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes10.cnf,1,0.9322,0.9322,0.8,0.769,2.8278,4.8069,0.9322,0.024,0.8191,245,0.3089,146,0.9937,0.7858,256,0.8043
./SAT04/handmade/anton/l5k3/lksat-n1100-m4103-k3-l5-s558351420.used-as.sat04-934.cnf,1,0.0053,0.8925,0,0.0004,3.4575,3.0136,0.4777,0.6025,0.1082,2138,1,2138,0.483,0.0775,3590,0.3799
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_462.cnf,1,0.0027,0.92,1,0.646,3.3377,5.1182,0.08,0,0.6992,2948,0.8406,2948,1,0.6562,2948,0.693
./SAT11/crafted/mosoi/289/289-unsat-21x33.cnf,1,0.0047,0.0047,1,0.0862,0,0,0.7512,0,0.5435,533,0.0016,533,1,0.1481,627,0.2176
./SAT11/crafted/mosoi/289/289-unsat-17x30.cnf,1,0.0064,0.0064,1,0.0044,0,0,0.7516,0,0.6037,511,0.0022,477,1,0.3048,522,0.3447
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,1,0,0,0,0,0.6363,1.2473,0.266,0.8022,0.211,421,0.2,421,0.3723,0.0006,1808,0.0126
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0.9747,0.9747,0.8947,0.8526,3.2238,4.9766,0.9747,0.009,0.8775,270,0.6157,84,0.9987,0.8745,438,0.8996
./SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.8478,0.8478,1,0.7592,0,0,0.8478,0,0.9008,0,0.0769,0,1,0.7592,0,0.7592
./SAT09/CRAFTED/ramseycube/Q3inK10.cnf,1,0,0,1,0,0,0,0.5,0,0.9954,0,0,0,1,0,0,0
./SAT02/handmade/zhang-lintao/xor-chain/x1_40.shuffled.cnf,1,0,0.1351,0,0,0,0.6639,0.3074,0.8726,0.9868,1898,0,1862,0.3851,0,2135,0
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v2400c266431g6.cnf,1,0.9533,0.9533,0.8889,0.1461,2.5929,5.4357,0.9533,0.0132,0.8404,36,0.2837,36,0.9971,0.6638,53,0.8993
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v945c61409gyes5.cnf,1,0.9549,0.9549,0.8462,0.6052,2.6368,5.5511,0.9549,0.013,0.7866,64,0.2912,58,0.9972,0.7334,117,0.8575
./SAT03/handmade/anton/UNSAT/SGI_30_60_24_40_2-log.shuffled-as.sat03-119.cnf,1,0,0,0,0.0819,1.899,2.1089,0.0094,0.8074,0.5393,1733,0.1409,1733,0.2441,0.0857,2049,0.1137
./SAT11/crafted/mosoi/289/289-sat-5x8.cnf,1,0.0968,0.0968,1,0.5946,0,0,0.7742,0,0.9999,0,0.0345,0,1,0.5946,0,0.5946
./SAT11/crafted/skvortsov/battleship/battleship-24-57-sat.cnf,1,0.9647,0.9647,1,0.9062,0,0,0.9647,0,0.9549,0,0.0213,0,1,0.9062,0,0.9062
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-3.shuffled-as.sat05-2535.cnf,1,0,0,0,0,0.7654,1.292,0.2701,0.7974,0.2063,479,0.2,479,0.3755,0.0005,1570,0.0189
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_528.cnf,1,0,0.6819,0.3333,0.0054,3.8062,4.7165,0.0636,0.3511,0.3468,4174,0.9545,4174,0.8222,0.2054,4196,0.8107
./SAT04/handmade/marijn/equilarge-l/equilarge_l4.used-as.sat04-896.cnf,1,0.0761,0.1709,0,0,0.7893,1.2845,0.5094,0.3717,0.2221,800,0.6364,606,0.484,0,813,0
./SAT11/crafted/skvortsov/battleship/battleship-12-12-unsat.cnf,1,0.8462,0.8462,1,0.7086,0,0,0.8462,0,0.8026,4886,0.0435,4886,1,0.7086,4896,0.7088
./SAT04/handmade/hirsch03/hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841.cnf,1,0.6675,0.6699,0,0.0604,1.3458,1.2828,0.5831,1.1112,0.7836,4186,0.4286,4186,0.4024,0.4484,4278,0.5828
./SAT11/crafted/mosoi/289/289-unsat-13x32.cnf,1,0.008,0.008,1,0.2802,0,0,0.752,0,0.6304,477,0.0027,422,1,0.3197,492,0.3544
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-3-5_527.cnf,1,0,0.6785,0.3333,0.0016,3.8317,4.6596,0.0646,0.3529,0.3487,3790,0.954,3790,0.8204,0.2068,4115,0.8077
./SAT05/crafted/sabharwal05/counting/php/unsat/harder/php-040-039.shuffled-as.sat05-1194.cnf,1,0.9495,0.9495,0,0.9309,0,0,0.709,1.0234,0.9484,4886,0,4886,0.4825,0.9337,4886,0.9351
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g7.cnf,1,0.9399,0.9399,0.7778,0.7749,2.7829,5.0656,0.9399,0.0207,0.7653,224,0.337,121,0.9949,0.8013,250,0.8195
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p15-s16393788.cnf,1,0.9856,0.9856,0.931,0.4801,3.3315,5.652,0.9856,0.0049,0.932,12,0.6644,7,0.9995,0.8228,34,0.9263
./SAT05/crafted/jarvisalo05/mod2-rand3bip-sat/mod2-rand3bip-sat-270-1.shuffled-as.sat05-2248.cnf,1,0,1,0.3333,0,0,0,0.4889,0.5774,0.591,4208,0,4208,0.5,0,4383,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q505.75-n35-p15-s48276711.cnf,1,0.9765,0.9765,0.913,0.8246,3.2677,5.1733,0.9765,0.0079,0.9091,82,0.5352,82,0.9989,0.8773,102,0.9032
./SAT11/crafted/spence/sgen/sgen3-n160-s73223945-unsat.cnf,1,0,1,0.3333,0.0001,0.2327,0.2327,0.4759,0.5773,0.7928,3844,0.3333,3836,0.496,0.0014,3846,0.011
./SAT09/CRAFTED/edgematching/compact/em_11_3_4_cmp.cnf,1,0.1089,0.7836,0,0.1024,2.7128,2.8763,0.6159,0.4888,0.0796,26,0.8919,20,0.403,0.4309,102,0.8973
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-19_349.cnf,1,0,0.9041,1,0.6226,2.9848,4.8188,0.0959,0,0.704,433,0.8031,385,1,0.6303,510,0.6473
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p30-s17570390.cnf,1,0.9808,0.9808,0.9286,0.4731,3.237,5.9715,0.9808,0.0056,0.8525,5,0.5608,3,0.9993,0.7563,5,0.928
./SAT11/crafted/mosoi/289/289-sat-11x9.cnf,1,0.0361,0.0361,1,0.5238,0,0,0.759,0,0.9768,4125,0.0123,4125,1,0.5238,4125,0.5238
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes10.cnf,1,0.9349,0.9349,0.7143,0.7675,2.9591,5.1041,0.9349,0.0237,0.7492,196,0.4393,196,0.9939,0.7865,196,0.8081
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-19_348.cnf,1,0.0035,0.9087,1,0.601,3.3596,4.7775,0.0913,0,0.6897,4669,0.8021,4669,1,0.6164,4669,0.662
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes7.cnf,1,0.9335,0.9335,0.8462,0.7689,2.8428,4.826,0.9335,0.0237,0.8207,146,0.3136,146,0.9938,0.788,317,0.8066
./SAT05/crafted/sorge05/QG7/gensys-icl007.shuffled-as.sat05-3133.cnf,1,0.277,0.416,0,0,3.1886,3.6592,0.3203,0.9199,0.4274,2818,1,2818,0.39,0.5199,3295,0.8036
./SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,1,0.6948,0.9169,0,0.0153,2.011,2.8557,0.8734,0.3974,0.3611,319,0.9375,295,0.7883,0.4601,353,0.9747
./SAT03/handmade/markstrom/UNSATISFIABLE/mm-2x2-6-6-s.1.shuffled-as.sat03-1499.cnf,1,0.15,0.75,0,0,0.6317,1.1432,0.4719,0.7103,0.479,3636,0.1667,3636,0.4601,0.1504,3711,0.2846
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_32_s.cnf,1,0.2516,0.5653,0,0.0001,2.1433,2.0124,0.6077,0.6464,0.101,1979,1,1559,0.5628,0.0362,1991,0.2199
./SAT11/crafted/mosoi/289/289-unsat-21x40.cnf,1,0.0038,0.0038,1,0.0026,0,0,0.751,0,0.4936,3794,0.0013,3794,1,0.3387,3794,0.6979
./SAT11/crafted/skvortsov/automata-synchronization/crn_20_360_u.cnf,1,0.0168,0.0702,0,0,0.6672,0.9546,0.2734,0.9745,0.1245,380,0.8095,257,0.2664,0.0002,594,0.0042
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-1.shuffled-as.sat05-2533.cnf,1,0,0,0,0,0.6221,1.1936,0.2632,0.8453,0.2071,410,0.2,410,0.3671,0.0003,1631,0.0114
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0,0.8648,1,0.5173,2.8566,4.2434,0.1352,0,0.6754,4557,0.7174,4557,1,0.531,4616,0.5565
./SAT11/crafted/spence/sgen/sgen3-n280-s93756482-sat.cnf,1,0.8333,0.8333,0,0.583,0,0,0.6592,0.983,0.6446,4159,0.3333,4159,0.4774,0.5831,4351,0.5832
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v1560c133795gyes1.cnf,1,0.9439,0.9439,0.875,0.7616,2.7606,5.0237,0.9439,0.0177,0.8286,132,0.3083,52,0.9957,0.7972,142,0.8272
./SAT05/crafted/sabharwal05/counting/fphp/unsat/harder/fphp-020-019.shuffled-as.sat05-1232.cnf,1,0.9444,0.9444,0,0.9021,0,0,0.6868,1.0324,0.9984,1598,0.3091,1598,0.4771,0.9027,3197,0.9034
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0.9256,0.9256,0.8333,0.7447,2.8604,4.7382,0.9256,0.0277,0.8133,264,0.3293,201,0.9923,0.7684,291,0.7908
./SAT11/crafted/spence/sgen/sgen3-n120-s12930489-sat.cnf,1,0.8333,0.8333,0,0.5831,0,0,0.6389,0.9858,0.7127,4568,0.3333,4568,0.4764,0.5831,4604,0.5832
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes6.cnf,1,0.9558,0.9558,0.8333,0.17,2.7072,5.5296,0.9558,0.0125,0.7922,48,0.3409,43,0.9973,0.6729,117,0.9039
./SAT11/crafted/spence/sgen/sgen3-n200-s00813792-unsat.cnf,1,0,1,0.3333,0,0.1978,0.1978,0.4879,0.5773,0.7796,3627,0.3333,3598,0.5032,0.0006,3662,0.0063
./SAT11/crafted/skvortsov/battleship/battleship-17-33-sat.cnf,1,0.9395,0.9395,1,0.8774,0,0,0.9395,0,0.9257,4870,0.0303,4870,1,0.8774,4870,0.8775
./SAT03/handmade/bevan/cnf/marg3x3add8ch.shuffled-as.sat03-1448.cnf,1,0,0.0588,0,0,0,1.7643,0.1801,0.8113,0.9963,2896,0,2896,0.3456,0,3094,0
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_381.cnf,1,0.013,0.918,1,0.5972,3.5634,4.9492,0.082,0,0.6505,4614,0.8252,4614,1,0.6311,4614,0.6761
./SAT03/handmade/anton/UNSAT/SGI_30_70_18_80_10-dir.shuffled-as.sat03-140.cnf,1,0.9642,0.9642,0,0.8408,3.0958,3.9417,0.7307,1.0233,0.9377,336,0.459,98,0.4856,0.8559,369,0.8839
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1150c84314g1.cnf,1,0.9547,0.9547,0.8182,0.5104,2.7519,5.6261,0.9547,0.013,0.8025,77,0.3148,58,0.9972,0.7269,131,0.8603
