@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC

@DATA
SAT_Competition2011/SAT02/handmade/zhang-lintao/xor-chain/x1_80.shuffled.cnf,1,0.3186,0.2658,0.3501,1.23,0.1315
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S2045682869-15.cnf,1,0.0461,0.2337,0.0919,0.7093,0.2918
SAT_Competition2009/CRAFTED/edgematching/compact/em_9_3_5_cmp.cnf,1,0.0206,0.0965,0.1115,1.1159,1.5123
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E02F17.cnf,1,0.0018,0.083,0.0137,0.9247,2.5291
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-5-13-u.cnf,1,0.0028,0.178,0.0155,1.3751,0.4451
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n220-s24359701-sat.cnf,1,0.2295,0.4167,0.2295,1.1161,0
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,0,0.0112,0.0001,1.0028,0.0393
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-210-1.sat05-2158.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_4_keyfind_1.cnf,1,0.0188,0.2023,0.068,1.3961,0.2828
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S516218553-20-SAT.cnf,1,0.0668,0.2652,0.1225,0.9482,0.3057
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S252359291-002.SATISFIABLE.cnf,1,0.0462,0.2314,0.0865,0.6768,0.2717
SAT_Competition2009/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,1,0.0033,0.064,0.0259,1.117,0.5431
SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.0231,0.1696,0.0312,1.0047,0.6085
SAT_Competition2009/CRAFTED/rbsat/crafted/forced/rbsat-v1150c84314gyes2.cnf,1,0,0.0132,0,0.2361,0.1278
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q742.5-n45-p15-s28972035.cnf,1,0,0.0048,0.0001,0.0992,0.173
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S614849838-039.UNKNOWN.cnf,1,0,0.0112,0.0001,1.0059,0.033
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S195213520-027.cnf,1,0.0477,0.2337,0.0936,0.7087,0.2929
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,0.0034,0.1832,0.0155,1.3816,0.4014
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-10-17-sat.cnf,1,0.2417,0.1965,0.2417,0,0
SAT_Competition2009/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,1,0,0.0169,0,0.2677,0.1859
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.1-6.cnf,1,0,0.0402,0.0477,1.0185,2.1893
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-230-3.shuffled-as.sat05-2505.cnf,1,0.0923,0.1398,0.1092,1.6431,0.275
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,0,0.0349,0.0244,0.4399,1.308
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S602463346-055.cnf,1,0.0482,0.2305,0.0899,0.7401,0.298
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.006,0.0319,0.006,0,0
SAT_Competition2007/crafted/Difficult/contest-02-03-04/contest03-SGI_30_50_30_20_1-dir.sat05-439.reshuffled-07.cnf,1,0,0.0126,0,0.8872,0.1973
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v1375c111739g4.cnf,1,0,0.012,0,0.2195,0.1587
SAT_Competition2009/CRAFTED/sgi/new-difficult-28-302-26-75.cnf,1,0,0.0147,0,0.0857,0.1409
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S261841674-082.SATISFIABLE.cnf,1,0.0463,0.2331,0.0868,0.6404,0.2676
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1909130260-19-SAT.cnf,1,0.1031,0.3186,0.1819,1.3895,0.4184
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,0.0042,0.0054,0.1139,0.5004,1.1171
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-13_160.cnf,1,0,0.0219,0.0001,0,0.2614
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,0,0.0302,0.0821,1.0469,2.8108
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/400/unif-k3-r4.25-v400-c1700-S104085281-076.cnf,1,0.0409,0.2308,0.0833,0.7227,0.2946
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1724014998-099.cnf,1,0.0015,0.05,0.0028,0.8401,0.1021
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,1,0,0.058,0.0286,1.0946,0.7553
SAT_Competition2011/SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1,0,0.012,0,0.222,0.2318
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.1-03.cnf,1,0,0.0178,0.0967,0.8953,3.3795
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin.cnf,1,?,?,?,?,?
SAT_Competition2009/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g4.cnf,1,0,0.0169,0,0.2611,0.1906
SAT_Competition2009/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,1,0.008,0.0847,0.0695,1.6226,1.3182
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitswegner/countbitswegner128.cnf,1,0.0095,0.2156,0.0208,1.3614,0.3379
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm27-p0-q251.cnf,1,0.0404,0.0401,0.0406,0,0
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-47-4.cnf,1,0.0231,0.1699,0.0312,1.0062,0.6042
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S744068878-072.cnf,1,0.001,0.0469,0.0017,0.8472,0.095
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-desmul.cnf,1,0.0292,0.1578,0.0507,1.2679,5.0083
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S859578263-029.cnf,1,0.0475,0.2339,0.093,0.7078,0.2908
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S1639151107-094.cnf,1,0,0.0112,0.0001,1.0017,0.0399
SAT_Competition2009/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.0119,0.1267,0.0813,1.2069,1.0956
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1572638390-17.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.995,0.0401
SAT_Competition2011/SAT11/crafted/mosoi/289/289-sat-4x35.cnf,1,0.003,0.0286,0.003,0,0
SAT_Competition2007/random/OnTreshold/7SAT/v65/unif-k7-r89-v65-c5785-S316555917-14.SAT.shuffled.cnf,1,0,0.0112,0.0001,1.0064,0.037
SAT_Competition2009/CRAFTED/sgen/sat/sgen1-sat-260-100.cnf,1,0.2295,0.4167,0.2295,0,0
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-ukn003.sat05-3346.reshuffled-07.cnf,1,0.0308,0.077,0.3181,1.7767,1.1569
SAT_Competition2007/random/LargeSize/3SAT/v19000/unif-k3-r4.2-v19000-c79800-S49237390-14.cnf,1,0.0468,0.2337,0.0921,0.714,0.2894
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S576842028-023.SATISFIABLE.cnf,1,0.0482,0.2315,0.0927,0.7011,0.289
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-countbits128-tseitin.cnf,1,0.0095,0.2161,0.0207,1.3615,0.3436
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-gensys-icl100.sat05-3226.reshuffled-07.cnf,1,0.0232,0.0791,0.3353,1.9614,1.1161
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,0.0224,0.133,0.0786,1.8061,2.1343
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,0.0001,0.0112,0.0001,0.9926,0.0357
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S360796849-068-UNKNOWN.cnf,1,0.0476,0.2337,0.0924,0.719,0.2884
SAT_Competition2011/SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.0001,0.0155,0.0006,0.7656,0.1525
SAT_Competition2011/SAT11/crafted/spence/sgen/sgen3-n300-s12830984-sat.cnf,1,0.2295,0.4167,0.2295,1.0972,0
SAT_Competition2007/crafted/spence/medium/s73-100.cnf,1,0.3114,0.4679,0.3081,0,0.1609
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,0.015,0.145,0.081,1.7997,1.0653
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-16.cnf,1,0.0259,0.2115,0.0515,1.258,1.0031
SAT_Competition2011/SAT09/CRAFTED/edgematching/compact/em_7_3_6_cmp.cnf,1,0.0119,0.1267,0.0813,1.2069,1.0956
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-TPP-21-step11.cnf,1,0.002,0.1248,0.0687,0.9367,0.8485
SAT_Competition2009/CRAFTED/Medium/contest05/pebbling/unsat-pbl-00080.sat05-1325.reshuffled-07.cnf,1,0.361,0.0232,0.4003,2.402,1.3545
SAT_Competition2009/CRAFTED/edgematching/fbcolors/em_11_3_4_fbc.cnf,1,0.0006,0.0672,0.0479,1.2343,2.0022
SAT_Competition2007/crafted/Medium/contest05/jarvisalo/mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.cnf,1,0.042,0.25,0.042,0.5623,0
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1610649331-094.cnf,1,0,0.0112,0.0001,0.9985,0.039
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,0.0009,0.047,0.0019,0.8443,0.1028
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-brn002.shuffled-as.sat05-3935.cnf,1,0.4729,0.1674,0.4491,2.5376,1.1941
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-24_567.cnf,1,0,0.0066,0,0,0.2425
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.9994,0.0387
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,0.0014,0.05,0.0027,0.8302,0.1003
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.0094,0.0621,0.1252,1.7266,0.8489
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0.011,0,0.1006,0.2345
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.0314,0.0554,0.2564,1.73,0.9067
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.001,0.047,0.002,0.8267,0.1029
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.0296,0.2359,0.0344,0.5717,0.0666
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.4765,0.1681,0.4406,2.6066,1.2917
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S2131244303-19-SAT.cnf,1,0.0634,0.2647,0.1215,0.9673,0.3452
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0,0.0168,0,0.2703,0.1645
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.4748,0.1612,0.4398,2.5844,1.2378
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0,0.0089,0.0098,0.4864,1.0662
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.0018,0.1442,0.0191,1.4096,0.7411
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S680239195-053.cnf,1,0.0403,0.2296,0.0813,0.7,0.2896
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.0252,0.2264,0.039,0.9221,0.6817
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.2892,0.2826,0.2892,0,0
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0016,0.05,0.0027,0.8363,0.0967
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1093.cnf,1,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1540921235-015.cnf,1,0.0431,0.2295,0.0905,0.7614,0.3047
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.0039,0.1804,0.0165,1.3852,0.4687
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.0472,0.2339,0.0926,0.7087,0.2877
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.0434,0.2324,0.0897,0.6352,0.2785
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0,0.0248,0,0.3284,0.2301
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.4719,0.1631,0.4382,2.5306,1.2324
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.478,0.1721,0.448,2.605,1.265
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0.0045,0.1567,0.037,1.4569,10.628
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0.0059,0.1562,0.0331,1.8346,0.9423
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.0019,0.1468,0.0186,1.4142,0.7304
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,0.0472,0.2332,0.0922,0.7237,0.2912
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.0955,0.1374,0.11,1.639,0.2685
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1738391204-028.cnf,1,0.0015,0.05,0.0027,0.8348,0.1014
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,0.4962,0.2035,0.4456,2.9826,3.9971
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0.0157,0.1489,0.071,1.8041,1.1783
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,0.3121,0.4709,0.3101,0,0.1549
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_25.cnf,1,0,0.0081,0,0.6766,0.0054
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S467706592-03.cnf,1,0.0001,0.0118,0.0001,1.0049,0.0379
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0,0.0425,0,0.6391,0
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.0231,0.1696,0.0312,1.0045,0.6084
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,0.0478,0.23,0.0903,0.6885,0.2777
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.0015,0.1112,0.0284,0.3247,0.4925
SAT_Competition2009/CRAFTED/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.0321,0.0044,0.8941,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,0.0471,0.2338,0.0918,0.7138,0.2909
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.372,0.031,0.4067,2.5647,1.2736
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S406284248-03.cnf,1,0.0015,0.05,0.0027,0.8343,0.097
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,0,0.08,0.0291,1.9296,2.9581
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1262395962-18.UNSAT.shuffled.cnf,1,0,0.0112,0.0001,1.0002,0.0365
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1949086545-083.cnf,1,0.0425,0.2312,0.0882,0.6966,0.2908
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0,0.0215,0.2601,1.5704,1.659
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1767425240-073.cnf,1,0.0469,0.2283,0.0927,0.7635,0.2746
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,0.0143,0.2059,0.1138,1.2799,18.306
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S702278147-14-UNSAT.cnf,1,0.0621,0.2644,0.1222,0.9517,0.3272
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,0.0015,0.0163,0.0155,1.1956,0.7758
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.0608,0.1539,0.1037,1.3357,2.8267
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0.0022,0.0673,0.0301,1.36,8.1967
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,0.0548,0.1601,0.0598,1.2812,0.5437
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.0005,0.0031,0.0173,0.0787,0.2623
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1260745628-20.UNSAT.shuffled.cnf,1,0.001,0.0469,0.0018,0.8317,0.0956
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,0.0154,0.1868,0.0833,1.7397,1.637
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,0.0583,0.0386,0.0583,0,0
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,0.0066,0.1487,0.0361,1.8379,1.3093
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0,0.051,0.0418,1.125,5.0609
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1085782051-01.UNSAT.shuffled.cnf,1,0.0447,0.2318,0.0881,0.6727,0.2829
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,0.0164,0.1236,0.0721,1.8652,1.7985
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,0.0121,0.2054,0.1029,1.2447,21.513
SAT_Competition2007/crafted/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.0548,0.1609,0.0595,1.272,0.5339
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S145251364-05.UNSAT.shuffled.cnf,1,0.0001,0.0112,0.0001,1.0264,0.0365
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0.0044,0.0579,0.1265,1.0876,4.4743
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0,0.0322,0.0123,1.2198,0.8492
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1638354370-16.cnf,1,0.0015,0.05,0.0027,0.8294,0.097
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1196935200-064-UNKNOWN.cnf,1,0.0471,0.2336,0.092,0.7163,0.2909
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,0,0.0233,0.069,0.6014,4.946
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/4000/unif-k3-r4.2-v4000-c16800-S1835046931-014.cnf,1,0.0467,0.2338,0.093,0.724,0.2936
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,0.0208,0.266,0.0486,1.4349,0.3301
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1510966387-018.cnf,1,0.0469,0.2335,0.0918,0.7113,0.2893
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-05.cnf,1,0.0248,0.2118,0.04,1.2018,0.8429
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S371462865-10.cnf,1,0.0001,0.0118,0.0001,0.9907,0.0399
SAT_Competition2011/SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1,0.0901,0.1364,0.1055,1.6919,0.3459
SAT_Competition2011/SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1,0,0.0074,0,0,0.2415
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,0.0322,0.2042,0.0549,1.2067,1.3667
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h28-unknown.cnf,1,0.0067,0.0229,0.1518,1.3403,1.83
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1189233705-10.cnf,1,0.046,0.2331,0.0919,0.7255,0.2931
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S326668183-079.cnf,1,0,0.0112,0.0001,1.0003,0.0385
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-03.cnf,1,0.0275,0.2833,0.0482,1.0402,0.1032
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest04-lksat-n1100-m7545-k4-l4-s310659001.sat05-524.reshuffled-07.cnf,1,0.0236,0.1396,0.0748,1.0229,0.3844
SAT-Race-2010-CNF/software-verification/nec/hard-9-U-10652.cnf,1,0,0.1377,0.0969,1.7162,3.6771
SAT_Competition2009/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf,1,0.0058,0.0184,0.0131,0.6881,0.6114
SAT_Competition2007/random/OnTreshold/7SAT/v60/unif-k7-r89-v60-c5340-S1119543818-13.UNSAT.shuffled.cnf,1,0,0.0112,0.0001,0.995,0.0393
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v200-c17000-S335550727-070-UNKNOWN.cnf,1,0.0001,0.0118,0.0001,1.0156,0.0372
SAT_Competition2009/CRAFTED/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.0252,0.2264,0.039,0.9221,0.6817
SAT_Competition2009/CRAFTED/sgen/unsat/sgen1-unsat-61-100.cnf,1,0.3046,0.4621,0.3042,0,0.1711
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S669431406-04.cnf,1,0.0471,0.2342,0.0936,0.6999,0.289
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-6-ipc5-h11-unsat.cnf,1,0,0.0923,0.028,1.8684,2.0669
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,0.0143,0.1818,0.0438,1.5682,3.1498
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/500/unif-k3-r4.25-v500-c2125-S287307030-088.cnf,1,0.0452,0.2306,0.0872,0.7315,0.2848
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10b.cnf,1,0.0164,0.1333,0.0671,1.8027,1.5223
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-icl009.sat05-2721.reshuffled-07.cnf,1,0.4944,0.2064,0.4405,2.9448,4.1643
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00070.sat05-1324.reshuffled-07.cnf,1,0.416,0.032,0.4324,2.4294,1.269
