@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC

@DATA
SAT-Race-2010-CNF/hardware-verification/velev/9dlx_vliw_at_b_iq9.cnf,1,4.2401,8.9818,0.2583
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.0896,0.8492,0.0352
SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,1.6395,0.3477,0.2885
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,2.3725,0.8011,0.1537
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,3.6888,1.1383,0.1663
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9n.cnf,1,2.9581,1.7134,0.1506
SAT-Race-2010-CNF/cryptography/desgen/gss-20-s100.cnf,1,2.3252,0.7957,0.1504
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,3.5458,1.3121,0.1627
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0,0,0
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,2.0293,3.3066,0.1487
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,2.9701,0.7355,0.1485
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,1,2.3058,4.605,0.1144
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,3.2519,1.3095,0.1636
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,4.249,4.946,0.2785
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12072.cnf,1,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,2.9871,1.4051,0.1362
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,3.2307,1.0653,0.1599
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,2.3353,1.0847,0.2909
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-rotmul.cnf,1,2.122,1.9635,0.1102
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-300.cnf,1,2.8083,0.3834,0.1629
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq1.cnf,1,3.9885,3.2113,0.2492
SAT_Competition2011/SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,1.6906,0.7368,0.2708
SAT_RACE2008/een-tip-sat-nusmv-t5.B.cnf,1,3.2998,0.8363,0.1555
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,1.9719,1.9974,0.2553
SAT_RACE2008/een-pico-prop00-75.cnf,1,3.1686,1.4025,0.1764
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,1,4.1238,13.3816,0.2698
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b7.cnf,1,4.251,6.9937,0.276
SAT_Competition2011/SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.7916,0.1125,0.072
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-g10nid.cnf,1,2.7281,1.5324,0.151
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc950.cnf,1,?,?,?
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,2.5807,0.3301,0.1238
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-36-2.cnf,1,0.8229,0.5122,0.0383
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,1.8154,1.3478,0.078
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,1.2868,3.5238,0.2169
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl016.cnf,1,1.8955,0.7969,0.065
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,1.1386,4.5631,0.0451
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,3.3902,1.3093,0.1587
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10id.cnf,1,2.8021,1.3764,0.1552
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.9718,0.6085,0.0385
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,2.9386,0.7083,0.1447
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h18-unsat.cnf,1,3.8107,4.1373,0.2514
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,2.3826,0.7969,0.1543
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.7626,0.3245,0.0948
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-d-r2-noholes.cnf,1,2.6334,2.0992,0.1396
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-10-17-s.cnf,1,3.0933,0.5705,0.1604
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,1.4328,1.3667,0.0603
SAT_RACE2008/maris-s03-gripper11.cnf,1,1.7838,0.6808,0.2615
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-32-s100.cnf,1,2.371,0.7944,0.1534
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,2.5689,4.7313,0.1801
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g6bid.cnf,1,3.1643,1.0724,0.1651
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l45_lambda.cnf,1,3.1514,1.4571,0.1635
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.8222,0.5122,0.0382
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h28-unknown.cnf,1,4.2573,1.83,0.313
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,2.9405,1.3359,0.1548
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,2.536,1.582,0.1379
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,2.502,0.3152,0.1128
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,2.3509,1.1216,0.326
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8_i.cnf,1,3.3936,1.1549,0.1737
SAT_RACE2008/post-cbmc-zfcp-2.8-u2.cnf,1,?,?,?
SAT_RACE2006/SAT-Race_TS_2/een-pico-sr06-pr02-02.cnf,1,3.0422,1.7733,0.1687
SAT-Race-2010-CNF/software-verification/nec/hard-9-U-10652.cnf,1,3.0671,3.6771,0.2209
SAT_RACE2006/SAT-Race-Benchmarks/mizh-sha0-35-2.cnf,1,0.8464,0.5096,0.0385
SAT_RACE2008/ibm-2004-23-k80.cnf,1,3.6727,1.1374,0.1667
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p0.cnf,1,2.8545,0.7345,0.149
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-04-k100.cnf,1,3.2534,0.8045,0.1507
SAT_Competition2011/SAT_RACE06/velev-npe-1.0-9dlx-b71.cnf,1,3.7126,21.9085,0.2114
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq9.used-as.sat04-719.cnf,1,4.2401,8.9818,0.2583
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxor/maxxor064.cnf,1,2.3703,1.6733,0.1798
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-i8mul.cnf,1,1.9511,4.4595,0.0815
SAT_RACE2008/velev-vliw-uns-2.0-iq2.cnf,1,4.0364,3.9504,0.2563
SAT_RACE2006/SAT-Race-Benchmarks/mizh-sha0-35-4.cnf,1,0.8469,0.5097,0.0385
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1,2.2144,2.2508,0.2461
SAT_Competition2011/SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,3.4393,0.4391,0.2633
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f7idw.cnf,1,2.7419,1.5285,0.1566
SAT-Race-2010-CNF/software-verification/fuhs/AProVE09-20.cnf,1,3.0191,0.9938,0.1249
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-19-u.cnf,1,3.1176,0.5964,0.1604
SAT_Competition2007/industrial/industrial/palacios/hard/sortnet-6-ipc5-h11-unsat.cnf,1,3.768,2.0669,0.2149
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-cha05-143.cnf,1,2.8597,1.324,0.1562
SAT_Competition2011/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,4.1235,13.3742,0.2697
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl032.cnf,1,1.7671,1.1831,0.0582
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc11935.cnf,1,?,?,?
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-c32s-gcdm16-23.cnf,1,1.6474,1.273,0.1052
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom17.cnf,1,2.2983,1.8771,0.2432
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step13.cnf,1,3.1007,2.1775,0.3198
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/simon-s03-w08-15.cnf,1,3.2044,0.9872,0.1287
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_13_UNKNOWN.cnf,1,2.4324,1.0577,0.3107
SAT-Race-2010-CNF/hardware-verification/manolios/f7nidw.cnf,1,2.8031,1.5803,0.1536
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10b.cnf,1,3.0185,1.5223,0.1447
SAT-Race-2010-CNF/mixed/grieu/vmpc_28.cnf,1,0.0178,0.0045,0.0017
SAT-Race-2010-CNF/software-verification/bitverif/countbitsarray02_32.cnf,1,1.7069,0.1969,0.084
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/md5gen/gus-md5-04.cnf,1,1.053,0.5859,0.0417
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvrod6x8p1-tseitin.cnf,1,2.7601,2.1348,0.1006
SAT_RACE2006/SAT-Race_TS_1/simon-mixed-s02bis-03.cnf,1,1.0348,0.1032,0.0643
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1,2.2997,1.3806,0.1615
SAT-Race-2010-CNF/hardware-verification/velev/16pipe_16_ooo.cnf,1,4.1932,6.0453,0.2972
SAT_Competition2009/APPLICATION/SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,2.0475,0.2991,0.0901
SAT_RACE2008/ibm-2004-23-k100.cnf,1,3.6888,1.1383,0.1663
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,2.9027,0.7304,0.1493
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-25.cnf,1,0.0335,0.0054,0.002
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin.cnf,1,2.8674,1.4466,0.1405
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-10-11-u.cnf,1,2.8699,0.4224,0.1603
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-15.cnf,1,1.5739,2.6323,0.1953
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_21_SAT.cnf,1,2.1905,1.1287,0.3364
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_22_SAT.cnf,1,2.2106,1.1171,0.3401
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-21.cnf,1,1.7903,0.5336,0.0957
SAT_Competition2007/industrial/industrial/grieu/vmpc_25.cnf,1,0.0335,0.0054,0.002
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,3.0942,1.259,0.309
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l45_lambda.cnf,1,3.1514,1.4571,0.1635
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,4.2103,4.2053,0.2832
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-01.cnf,1,3.9358,8.1473,0.267
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,2.83,0.6433,0.2947
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,2.3542,0.7993,0.1523
SAT_RACE2008/ibm-2004-29-k55.cnf,1,3.3281,0.8335,0.1604
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,1.9018,0.9341,0.2533
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,2.821,0.5444,0.1635
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,4.0488,7.5865,0.2587
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,4.2037,2.2761,0.3368
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c9.cnf,1,3.3994,1.1783,0.1665
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,1.0554,0.585,0.0425
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,4.2501,1.9823,0.3093
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,2.2716,1.9911,0.2438
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,4.2533,2.8108,0.2722
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,2.9052,1.5143,0.1516
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9b.cnf,1,2.9372,1.7003,0.1487
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g6bi.cnf,1,3.2307,1.0653,0.1599
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,2.3427,0.7984,0.1512
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,1.1657,1.6971,0.0517
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f6bi.cnf,1,3.1591,1.2077,0.1543
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,1.2721,4.8697,0.229
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-25.cnf,1,2.2136,1.5026,0.0911
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9nidw_s.cnf,1,2.6349,1.8651,0.1505
SAT_RACE2008/velev-npe-1.0-9dlx-b71.cnf,1,3.7126,21.9085,0.2114
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-10-5p0.cnf,1,2.8283,0.7125,0.1482
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray32_32.cnf,1,1.6701,0.1608,0.0572
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,3.3371,0.7639,0.1523
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-13-u.cnf,1,3.0829,0.4451,0.1565
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h26-unsat.cnf,1,4.2307,1.8552,0.2997
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,3.0324,0.692,0.2933
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,2.6693,1.464,0.1051
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6i.cnf,1,3.1477,1.1627,0.156
SAT_Competition2011/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,4.2244,7.9283,0.2482
SAT-Race-2010-CNF/hardware-verification/manolios/c9b_i.cnf,1,3.0642,1.4024,0.1568
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10id_s.cnf,1,2.7777,1.9251,0.1486
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.9694,0.6089,0.0384
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/ACG-20-10p1.cnf,1,2.2905,0.7945,0.1577
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-alu4mul.cnf,1,2.0429,3.6102,0.0712
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-15-s.cnf,1,3.1086,0.5176,0.1574
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,1.6253,1.0386,0.065
SAT_RACE2008/ibm-2004-01-k90.cnf,1,3.0442,1.0046,0.1445
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,2.897,1.976,0.1354
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-sha0-36-3.cnf,1,0.8225,0.5123,0.0382
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,4.2176,2.2682,0.3374
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-ele-noholes.cnf,1,2.2611,2.4239,0.081
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0.2847,0.0033,0.0012
SAT_RACE2008/post-c32s-gcdm16-23.cnf,1,1.6474,1.273,0.1052
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.0-14.cnf,1,3.8605,1.8009,0.2111
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/vange-col-abb313GPIA-9-c.cnf,1,1.3217,0.2994,0.2887
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1081.cnf,1,?,?,?
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-01.cnf,1,4.0371,3.3798,0.3273
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-31-s100.cnf,1,2.3683,0.7942,0.1536
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-22.cnf,1,2.1136,1.1156,0.0874
SAT_Competition2009/APPLICATION/SAT_RACE06/een-tip-uns-nusmv-t5.B.cnf,1,3.3025,0.8363,0.156
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-g8n.cnf,1,3.177,1.3145,0.1506
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,1.793,0.3063,0.0707
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,3.1086,0.4931,0.1578
SAT-Race-2010-CNF/software-verification/babic/itox_vc1138.cnf,1,1.7663,5.2283,0.0959
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,2.0728,2.0188,0.1815
SAT-Race-2010-CNF/hardware-verification/manolios/f7idw.cnf,1,2.7419,1.5285,0.1566
SAT-Race-2010-CNF/hardware-verification/manolios/c7n.cnf,1,3.2379,1.2781,0.1656
SAT_RACE2008/mizh-md5-47-5.cnf,1,0.9786,0.6044,0.0385
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,1.2135,3.7387,0.2294
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12016.cnf,1,?,?,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l43_lambda.cnf,1,3.1553,1.4299,0.1634
SAT-Race-2010-CNF/hardware-verification/manolios/c8idw_s.cnf,1,2.8856,1.5836,0.1509
SAT_RACE2008/manol-pipe-g8nidw.cnf,1,2.88,1.324,0.1528
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1130.cnf,1,1.783,5.2424,0.0964
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,2.9027,0.7304,0.1493
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,0.0335,0.0054,0.002
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,3.1308,0.5536,0.1585
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1216.cnf,1,?,?,?
SAT-Race-2010-CNF/mixed/bioinf/ndhf_xits_13_UNSAT.cnf,1,2.5287,1.1334,0.2938
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,4.2466,6.9967,0.276
SAT_RACE2006/SAT-Race_TS_2/aloul-sr06-chnl10-13.cnf,1,0,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,1.8815,0.5042,0.0733
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_30.cnf,1,0.3102,0.0042,0.0015
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-11-s.cnf,1,2.8578,0.4365,0.1606
SAT_Competition2011/SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,4.3219,3.289,0.2988
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,2.4933,0.7751,0.1592
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k45.cnf,1,3.2023,0.7088,0.1595
SAT_Competition2011/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,3.1443,1.4706,0.1635
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-13-s.cnf,1,3.0745,0.468,0.1573
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b10.cnf,1,4.251,6.9937,0.276
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-07.cnf,1,1.0519,0.586,0.0423
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_11-k25.cnf,1,3.4636,1.3404,0.1541
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,4.2037,2.2761,0.3368
SAT_RACE2008/mizh-sha0-36-4.cnf,1,0.8222,0.5122,0.0382
SAT_RACE2006/SAT-Race-Benchmarks/velev-vliw-sat-2.0-b6.cnf,1,4.0226,3.6816,0.2413
SAT-Race-2010-CNF/mixed/grieu/vmpc_31.cnf,1,0.3038,0.004,0.0015
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,2.1792,2.3473,0.2463
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-34.cnf,1,0.2903,0.0034,0.0013
SAT_RACE2006/SAT-Race_TS_1/een-tipb-sr06-tc6b.cnf,1,3.3051,0.843,0.1578
SAT_RACE2008/grieu-vmpc-27.cnf,1,0.0208,0.0048,0.0018
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,4.2103,4.2053,0.2832
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-13-u.cnf,1,3.0704,0.4429,0.158
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,2.6728,1.4927,0.2634
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs032.cnf,1,1.6763,0.6926,0.0669
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-vliw-uns-4.0-9C1.cnf,1,4.0721,6.6383,0.2523
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.cnf,1,4.2629,6.4535,0.2634
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop05-50.cnf,1,3.0151,1.1694,0.201
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-3.cnf,1,0.9811,0.604,0.0385
SAT_Competition2011/SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,2.5145,1.2742,0.1635
SAT_RACE2008/vange-col-abb313GPIA-9-c.cnf,1,1.3217,0.2994,0.2887
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p1.cnf,1,2.8848,0.7451,0.1489
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,2.3663,0.7968,0.1526
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-5-19-s.cnf,1,2.8377,0.5839,0.164
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,1.4789,0.8164,0.061
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_15_UNKNOWN.cnf,1,2.2962,1.1443,0.3059
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,1.1015,3.9022,0.077
