@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC

@DATA
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,862.556,0.0002,0.0002,0.0004,264.412,0.0002,3163,3217,3187,0,3176.65,0.0004,2837.78,3132,3225,0
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1513299405-10.SAT.shuffled.cnf,1,10.8993,0.0385,0.0385,0.0385,9.9924,0.0385,26,31,26,21,25.9285,0.0448,25.8907,21,31,0.0307
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1468528501-076.SATISFIABLE.cnf,1,20.8527,0.0052,0.0052,0.0085,16.7465,0.0051,129,140,130,118,129.331,0.0103,129.567,118,140,0.002
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S448238512-10.cnf,1,1116.43,0.0002,0.0002,0.0003,348.692,0.0002,3403,3429,3398,0,3392.46,0.0004,2903.71,3333,3434,0
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S2092874799-044.cnf,1,283.167,0.0003,0.0003,0.0006,152.692,0.0003,2134,2170,2134.5,2069,2136.5,0.0006,2127.72,2095,2176,0
SAT_Competition2007/random/2+p/p0.7/v3500/unif2p-p0.7-v3500-c9345-S1455331099-09-SAT.cnf,1,43.6156,0.0011,0.0011,0.003,35.8977,0.0008,554,572,551,528,552.875,0.0023,549.814,531,575,0.0001
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1314186802-12.UNSAT.shuffled.cnf,1,8.798,0.1,0.1,0.1,8.5208,0.1,12,15,12,9,12.1381,0.0111,12.1338,9,15,0.0889
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S768928417-025.SATISFIABLE.cnf,1,6.8672,0.14,0.14,0.14,6.3268,0.14,9,12,9,6,8.8386,0.011,8.9346,6,12,0.1213
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S1322153318-039.cnf,1,55.6,0.005,0.005,0.005,46.1333,0.005,191,207,191,178,190.842,0.0165,191.686,177,206,0.0036
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S1924575376-025.cnf,1,14.9697,0.0066,0.0066,0.0108,12.2981,0.0065,103,113,103,94,102.954,0.013,102.95,93,112,0.0025
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S883878972-08.cnf,1,491.1,0.0002,0.0002,0.0005,245.294,0.0002,2753,2792,2758.5,0,2752.29,0.0005,2490.5,2693,2806,0
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S1805843968-06.cnf,1,16.5992,0.0389,0.0389,0.0389,16.8099,0.0389,29,35,29,24,29.6253,0.0117,29.6862,24,36,0.0346
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S142115187-18.UNSAT.shuffled.cnf,1,10.0527,0.0417,0.0417,0.0417,9.1683,0.0417,24,29,24,19,23.952,0.0453,23.9765,19,29,0.0321
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S839983432-073.cnf,1,9.3467,0.0933,0.0933,0.0933,8.8876,0.0933,13,16,13,10,12.9145,0.0111,12.8824,10,16,0.0843
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1041106011-094.cnf,1,13.5078,0.0083,0.0083,0.0136,11.1652,0.0082,82,90,82,73,82.0337,0.0161,81.8984,74,90,0.0031
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S678706275-057.cnf,1,50.4513,0.0056,0.0056,0.0056,41.3494,0.0056,172,184,172,159,171.58,0.018,172.089,158,186,0.0033
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v300-c25500-S376724493-075-UNKNOWN.cnf,1,25.7282,0.0233,0.0233,0.0233,25.9683,0.0233,49,57,50,42,49.1098,0.0117,49.5932,42,57,0.0209
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/500/unif-k3-r4.25-v500-c2125-S1258122549-031.cnf,1,17.2444,0.0062,0.0062,0.0081,13.9972,0.0061,110,119,109,100,109.385,0.0121,109.37,99,119,0.0024
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S1138392605-05-UNKNOWN.cnf,1,30.9466,0.0026,0.0026,0.0045,24.4825,0.0018,245,259,244,231,244.211,0.0052,244.285,228,259,0.0002
SAT_Competition2007/random/OnTreshold/7SAT/v45/unif-k7-r89-v45-c4005-S1344401737-18.SAT.shuffled.cnf,1,6.236,0.1556,0.1556,0.1556,5.4843,0.1556,8,11,8,6,8.1744,0.011,8.1217,6,11,0.1396
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1243695187-06.cnf,1,59.4949,0.0045,0.0045,0.0045,47.3878,0.0045,211,224,210,195,211.167,0.0153,210.637,198,226,0.003
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S764895749-094.UNKNOWN.cnf,1,10.7083,0.0778,0.0778,0.0778,10.6713,0.0778,15,19,15,12,15.1919,0.0111,15.34,12,19,0.0714
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S2140929154-062.cnf,1,17.7833,0.035,0.035,0.035,17.9339,0.035,33,39,33,27,33.1474,0.0117,33.1786,27,39,0.0316
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1786071619-083.SATISFIABLE.cnf,1,6.8908,0.14,0.14,0.14,6.446,0.14,9,11,9,6,8.8453,0.011,8.88,6,12,0.1283
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S1274869912-15.cnf,1,383.667,0.0003,0.0003,0.0006,169.792,0.0003,2125,2164,2126.5,2048,2125.38,0.0006,2013.78,2083,2166,0
SAT_Competition2007/random/LargeSize/3SAT/v16000/unif-k3-r4.2-v16000-c67200-S791125864-16.cnf,1,430.5,0.0002,0.0002,0.0004,277.125,0.0002,3413.5,3494,3373,3294,3418.81,0.0004,3375.38,3339,3421,0
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S377999798-061-UNKNOWN.cnf,1,84.0995,0.0033,0.0033,0.0033,62.8806,0.0033,286.5,302,288,271,286.896,0.0117,286.711,270,304,0.002
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1301714489-09.UNSAT.shuffled.cnf,1,11.2626,0.0385,0.0385,0.0385,10.3191,0.0385,26,31,26,21,25.713,0.0449,25.7077,21,31,0.03
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S1631976568-086.UNKNOWN.cnf,1,26.298,0.0048,0.0048,0.0079,20.6296,0.0047,138.5,150,139,128,138.477,0.0094,138.846,127,149,0.0018
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S969405384-096-UNKNOWN.cnf,1,81.9669,0.0033,0.0033,0.0033,62.1567,0.0033,290,306,288,270,289.299,0.0117,284.934,273,303,0.0023
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1540370200-13.SAT.shuffled.cnf,1,22.0501,0.0052,0.0052,0.0085,17.4788,0.0051,129,140,129,118,129.35,0.0103,129.243,119,140,0.002
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/65/unif-k7-r89-v65-c5785-S1551099861-042.cnf,1,8.4204,0.1077,0.1077,0.1077,7.9007,0.1077,11,14,11,8,11.3073,0.0111,11.3371,8,15,0.0971
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S1693168158-005.UNKNOWN.cnf,1,21.6133,0.0057,0.0057,0.0093,17.4239,0.0056,118,128,117,107,117.596,0.0113,117.515,108,128,0.0021
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/140/unif-k7-r85-v140-c11900-S1085378176-050.cnf,1,13.4316,0.05,0.05,0.05,13.3635,0.05,23,28,23,19,23.2223,0.0117,23.4291,18,28,0.0457
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S167199451-11.UNSAT.shuffled.cnf,1,8.9385,0.1,0.1,0.1,8.721,0.1,12,15,12,9,12.0493,0.0111,12.0792,9,15,0.0905
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1555503917-029.cnf,1,16.1381,0.0067,0.0067,0.0111,13.2092,0.0066,100,109,100,90,99.8073,0.0132,99.8872,90,109,0.0021
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S811174248-16.cnf,1,57.4235,0.0045,0.0045,0.0045,47.5234,0.0045,209,226,212,197,208.987,0.0153,211.913,195,227,0.0031
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v50-c4450-S1087312438-073.SATISFIABLE.cnf,1,6.8544,0.14,0.14,0.14,6.3595,0.14,9,12,9,6,8.8802,0.011,8.839,6,12,0.129
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S2034423571-08.cnf,1,39.9048,0.0071,0.0071,0.0071,32.6226,0.0071,134,146,135,122,133.764,0.0218,134.386,122,147,0.0046
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S944754256-018.SATISFIABLE.cnf,1,8.8507,0.1,0.1,0.1,8.5896,0.1,12,15,12,9,11.9611,0.0111,12.0975,9,15,0.0902
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S493397373-056-UNKNOWN.cnf,1,1016,0.0002,0.0002,0.0003,982,0.0002,4235,4289,4214,0,3921.31,0.0003,3388.8,4186,4231,0
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/560/unif-k3-r4.25-v560-c2380-S975048338-088.cnf,1,21.0545,0.0055,0.0055,0.0073,16.7637,0.0054,122,132,122,111,121.599,0.0108,121.652,111,132,0.0021
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S871621203-03.cnf,1,13.2194,0.05,0.05,0.05,13.2649,0.05,23,28,23,18,23.2997,0.0117,23.2831,19,28,0.0451
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S809967194-078.cnf,1,17.3784,0.0056,0.0056,0.0092,14.2083,0.0055,121,131,120,110,120.635,0.0111,120.386,110,131,0.0021
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S142096783-019.cnf,1,14.9596,0.0077,0.0077,0.0102,12.4437,0.0077,87,96,87,78,86.7535,0.0151,86.7205,78,96,0.0018
SAT_Competition2007/random/OnTreshold/3SAT/v550/unif-k3-r4.26-v550-c2343-S1519323913-01.UNSAT.shuffled.cnf,1,24.8818,0.0057,0.0057,0.0093,19.7764,0.0056,117,127,117,107,117.284,0.0112,117.316,107,127,0.0013
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S1950672055-10.SAT.shuffled.cnf,1,15.9607,0.0069,0.0069,0.0114,13.0604,0.0068,97,107,97,88,97.3022,0.0136,97.3219,88,106,0.0026
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S309048450-11.SAT.shuffled.cnf,1,7.3394,0.0625,0.0625,0.0625,6.4474,0.0625,16,20,16,13,16.2181,0.0463,16.3005,13,20,0.0493
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S449511205-064.cnf,1,19.4149,0.0058,0.0058,0.0076,15.3648,0.0057,116,127,116,106,116.462,0.0114,116.161,106,126,0.0026
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S1804595013-08-SAT.cnf,1,17.7524,0.0052,0.0052,0.0104,14.8033,0.0035,125,136,125,114,125.324,0.0103,124.872,115,135,0.0018
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/90/unif-k5-r21.3-v90-c1917-S1040456712-073.cnf,1,8.3307,0.0556,0.0556,0.0556,7.4617,0.0556,18,22,18,14,18.143,0.0459,18.0719,14,22,0.0438
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1546827657-01.UNSAT.shuffled.cnf,1,9.4892,0.0933,0.0933,0.0933,9.0681,0.0933,13,16,13,10,12.8645,0.0111,12.8638,10,16,0.0851
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S619136916-059-UNKNOWN.cnf,1,617.333,0.0002,0.0002,0.0004,252.882,0.0002,3194,3235,3175,0,3182.88,0.0004,2828.89,3123,3228,0
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S2054549948-012.cnf,1,54.7778,0.005,0.005,0.005,44.8768,0.005,191,207,191,176,191.681,0.0165,191.444,178,207,0.0034
SAT_Competition2007/random/2+p/p0.7/v4500/unif2p-p0.7-v4500-c12015-S1352949000-03-SAT.cnf,1,61.8446,0.0009,0.0009,0.003,54.1699,0.0006,707,732,704,679,701.647,0.0018,703.486,680,728,0.0001
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1500-c30000-S976428817-077-UNKNOWN.cnf,1,84.3239,0.0033,0.0033,0.0033,63.8228,0.0033,289,303,287,269,287.234,0.0117,285.984,269,305,0.0024
SAT_Competition2009/RANDOM/MEDIUM/5SAT/UNKNOWN/110/unif-k5-r21.3-v110-c2343-S102181364-052.cnf,1,9.8118,0.0455,0.0455,0.0455,8.9381,0.0455,22,27,22,17,21.9935,0.0455,21.9639,18,27,0.0359
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S758437099-099-UNKNOWN.cnf,1,1961,0.0001,0.0001,0.0001,1396.33,0.0001,10640,10640,10680,10680,10672,0.0001,10680,10595,10680,0
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S2060375179-19-SAT.cnf,1,63.3656,0.0006,0.0006,0.0019,56.8636,0.0004,989.5,1023,993,971,991.291,0.0013,993.667,962,1019,0.0001
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S640027679-08.cnf,1,16.6588,0.0389,0.0389,0.0389,16.7727,0.0389,30,36,29,24,30.0155,0.0117,29.5633,24,35,0.0354
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S837858872-05.cnf,1,55.0033,0.005,0.005,0.005,45.1451,0.005,192,207,192,178,191.731,0.0165,191.414,176,205,0.0033
SAT_Competition2007/random/2+p/p0.8/v1295/unif2p-p0.8-v1295-c4027-S1665384822-14-SAT.cnf,1,23.0748,0.0027,0.0027,0.0073,19.8482,0.0018,237,252,236,221,236.933,0.0054,235.785,222,250,0.0005
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,9.7027,0.0875,0.0875,0.0875,9.5417,0.0875,14,17,14,10,13.7769,0.0111,13.723,10,17,0.0802
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S1227285183-04.cnf,1,58.8464,0.0045,0.0045,0.0045,50.4147,0.0045,213,225,209,196,210.82,0.0152,210.47,195,225,0.0032
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1250-c25000-S936047914-093-UNKNOWN.cnf,1,65.827,0.004,0.004,0.004,53.396,0.004,238,254,239,223,237.748,0.0137,238.708,225,252,0.0027
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/220/unif-k7-r85-v220-c18700-S1127319144-058.cnf,1,19.833,0.0318,0.0318,0.0318,19.8646,0.0318,36,43,36,30,36.3275,0.0117,36.236,30,43,0.0282
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/70/unif-k7-r89-v70-c6230-S512486692-050.cnf,1,8.8344,0.1,0.1,0.1,8.4869,0.1,12,15,12,9,12.0808,0.0111,12.1158,9,15,0.091
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S486178562-011.cnf,1,20.8379,0.0059,0.0059,0.0078,16.8515,0.0058,113,123,113,103,113.019,0.0116,112.843,103,123,0.0023
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S1677156340-036.UNKNOWN.cnf,1,24.2575,0.0052,0.0052,0.0068,18.914,0.0051,128,140,130,118,128.488,0.0103,129.346,118,140,0.002
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2088689288-085.SATISFIABLE.cnf,1,14.206,0.0069,0.0069,0.0114,11.8322,0.0068,98,107,98,88,97.7246,0.0136,97.5986,88,107,0.0031
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S2109328271-14.cnf,1,45.2019,0.0063,0.0063,0.0063,39.0423,0.0063,152,166,153,139,151.849,0.0196,153.142,139,166,0.0045
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S2083898043-071.SATISFIABLE.cnf,1,15.8926,0.0069,0.0069,0.0114,13.0383,0.0068,98,107,97,88,97.7606,0.0135,97.6276,89,107,0.0026
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S1780733482-097.UNKNOWN.cnf,1,8.827,0.1,0.1,0.1,8.5124,0.1,12,15,12,9,12.1455,0.0111,12.1183,9,15,0.0873
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1139247531-051.cnf,1,14.9805,0.0075,0.0075,0.0123,12.4947,0.0074,89,98,89,80,89.1347,0.0149,89.2791,80,98,0.0028
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1839094140-055.cnf,1,338.111,0.0002,0.0002,0.0004,247.059,0.0002,2999,3037,2956,2934,2998.59,0.0004,2967.33,2955,3006,0.0001
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1849057034-020.cnf,1,14.8776,0.0437,0.0437,0.0437,15.1988,0.0437,26,32,27,22,26.4483,0.0117,26.5522,21,31,0.0393
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S1695726805-003.cnf,1,18.0033,0.035,0.035,0.035,18.3162,0.035,33,39,33,27,32.9814,0.0117,33.2126,27,39,0.0317
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S826724848-048.cnf,1,329.077,0.0003,0.0003,0.0005,189.952,0.0003,2564,2582,2552,2522,2552.71,0.0005,2559.92,2509,2578,0.0001
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1897376969-026.cnf,1,20.208,0.006,0.006,0.0098,16.095,0.0059,112,122,112,103,111.946,0.0118,112.297,102,122,0.0023
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S971732863-03.cnf,1,256.737,0.0003,0.0003,0.0006,143.583,0.0003,2131,2170,2114,2075,2127.29,0.0006,2117.74,2078,2148,0
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S471833188-06.cnf,1,37.9454,0.0071,0.0071,0.0071,31.5787,0.0071,134,146,135,122,133.853,0.0217,134.88,122,147,0.0046
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1940784272-089.cnf,1,14.4824,0.0075,0.0075,0.0123,11.7393,0.0074,90,99,90,81,89.8996,0.0148,90.0305,81,99,0.0028
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1582455625-10.cnf,1,49.3205,0.0056,0.0056,0.0056,40.4377,0.0056,171,184,172,158,170.933,0.0179,172.142,158,187,0.0038
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S216896591-15.SAT.shuffled.cnf,1,16.3238,0.0069,0.0069,0.0114,13.4015,0.0068,97,106,97,88,97.0279,0.0136,97.0741,88,106,0.0026
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,56.628,0.005,0.005,0.005,44.2566,0.005,190,203,190,176,190.453,0.0165,190.539,178,206,0.0035
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1441840675-053.cnf,1,61.0767,0.0045,0.0045,0.0045,49.4498,0.0045,210,223,209.5,196,209.017,0.0152,210.457,193,226,0.0033
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S285713182-059.cnf,1,15.143,0.0437,0.0437,0.0437,15.174,0.0437,26,32,26,21,26.5211,0.0117,26.5623,21,32,0.0399
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S984347600-003.cnf,1,8.6433,0.05,0.05,0.05,7.7898,0.05,20,25,20,16,20.1803,0.0459,20.17,16,25,0.0394
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1196935200-064-UNKNOWN.cnf,1,804,0.0001,0.0001,0.0002,1262.12,0.0001,6387.5,6450,6336.5,6316,5602,0.0002,6336.5,0,6316,0
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S1312035429-13.cnf,1,278.976,0.0004,0.0004,0.0007,123.077,0.0004,1500,1526,1485,1441,1497.06,0.0009,1450.85,1454,1520,0.0001
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1281410666-045.cnf,1,38.5795,0.0071,0.0071,0.0071,31.7532,0.0071,134,145,134,123,133.805,0.0217,134.286,121,146,0.005
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1147406493-20.UNSAT.shuffled.cnf,1,10.9741,0.0417,0.0417,0.0417,10.0508,0.0417,24,29,24,19,23.7188,0.0454,23.7524,19,29,0.0336
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S793713844-14.cnf,1,16.4943,0.0389,0.0389,0.0389,16.7036,0.0389,29,35,30,24,29.6449,0.0117,29.7824,24,36,0.0341
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S822708255-070.cnf,1,864.727,0.0002,0.0002,0.0004,226.789,0.0002,2995,3025,2962,2923,2990,0.0005,2703.91,2948,3023,0
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1292104917-07.SAT.shuffled.cnf,1,7.5539,0.1273,0.1273,0.1273,6.9844,0.1273,10,13,10,7,9.695,0.011,9.6882,7,13,0.1201
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,8.8613,0.1,0.1,0.1,8.6092,0.1,12,15,12,9,12.0869,0.0111,12.0673,9,15,0.0909
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1032474357-17.SAT.shuffled.cnf,1,11.0511,0.0385,0.0385,0.0385,10.1356,0.0385,26,31,26,21,25.8291,0.0447,25.8151,21,31,0.0285
SAT_Competition2007/random/OnTreshold/5SAT/v70/unif-k5-r21.3-v70-c1491-S2081149830-10.SAT.shuffled.cnf,1,6.4709,0.0714,0.0714,0.0714,5.5613,0.0714,14,18,14,11,14.3963,0.0461,14.3813,11,18,0.0557
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S1946534526-16.cnf,1,117.424,0.0008,0.0008,0.0013,73.6404,0.0008,851,876,855,826,850.079,0.0016,852.542,822,881,0.0001
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S455021619-18.SAT.shuffled.cnf,1,8.3667,0.05,0.05,0.05,7.3895,0.05,20,25,20,16,20.241,0.0458,20.1664,16,24,0.0404
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1225217164-02.UNSAT.shuffled.cnf,1,8.589,0.1,0.1,0.1,8.3654,0.1,12,15,12,9,12.0729,0.0111,12.1338,9,15,0.0923
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S1741784682-076.cnf,1,214.774,0.0004,0.0004,0.0009,134.475,0.0004,1700.5,1740,1691,1641,1698.62,0.0008,1693.97,1653,1744,0.0001
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S51132115-023.cnf,1,448.143,0.0002,0.0002,0.0004,451.5,0.0002,3403.5,3423,3393,3352,3190,0.0004,3397,3326,3423,0
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf,1,22.1162,0.0047,0.0047,0.0063,17.7878,0.0047,141,152,141,130,140.774,0.0093,141.162,130,153,0.0011
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S427890210-10.cnf,1,179.042,0.0004,0.0004,0.0009,113.257,0.0004,1485,1514,1486,1461,1485.03,0.0009,1489.21,1444,1511,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S241605246-015.SATISFIABLE.cnf,1,7.308,0.0667,0.0667,0.0667,6.3536,0.0667,15,19,15,12,15.2321,0.0461,15.2297,12,19,0.0539
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S2107193201-069.UNKNOWN.cnf,1,9.6934,0.0875,0.0875,0.0875,9.5683,0.0875,14,17,14,10,13.7643,0.0111,13.7115,10,17,0.0815
