@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC

@DATA
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S1839094140-055.cnf,1,338.111,0.0002,0.0002,0.0004,247.059,0.0002,2999,3037,2956,2934,2998.59,0.0004,2967.33,2955,3006,0.0001,0.2271,14000,13673,11,11.555,0.0098,0.0797,7,0.2966,8,16,5,0.0471,14,0.0006,0.0001,0.0281,58463,0.0134,0.0012,0.1048,0.2339,0.0928,58800,119.8,0.0004,0.1248,74.375,26,0.4785,0.2909,0.176,5.0124,2.708,0.2288,58.8889,59.1714,67.2857,0.3573,0.2234,6,0.1706,0.1088,2.33,0.5866,3.3787,1.3256,42.2353
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S1849057034-020.cnf,1,14.8776,0.0437,0.0437,0.0437,15.1988,0.0437,26,32,27,22,26.4483,0.0117,26.5522,21,31,0.0393,0.6388,160,160,4238,4186,0.1429,0.0001,4059,0.7276,4075,4372,4059,0.0001,4372,0.0479,0.0028,0.0001,13600,0.1533,0.0117,1.3981,0.0118,0.0001,13600,49.7006,0.004,0.0001,49.7006,4372,1.6528,0,0.0002,2,4.2149,0.0325,49.5182,48.4751,49.7006,0.0306,0.0243,2,0.0237,0.2205,3.0851,0.6771,2.095,0.4189,46.8883
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S1695726805-003.cnf,1,18.0033,0.035,0.035,0.035,18.3162,0.035,33,39,33,27,32.9814,0.0117,33.2126,27,39,0.0317,0.6278,200,200,3896,3849,0.1445,0.0001,3499,0.7384,3876,4125,3499,0.0001,4125,0.0384,0.0022,0.0001,17000,0.1385,0.0117,1.264,0.0118,0.0001,17000,58.508,0.0033,0.0001,58.508,4125,1.586,0,0.0001,2,4.2059,0.031,57.7695,57.0845,58.508,0.0583,0.0212,2,0.0205,0.1958,3.0972,0.6877,2.011,0.4186,55.2701
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S826724848-048.cnf,1,329.077,0.0003,0.0003,0.0005,189.952,0.0003,2564,2582,2552,2522,2552.71,0.0005,2559.92,2509,2578,0.0001,0.2318,12000,11711,13,14.1914,0.0138,0.0792,9,0.3119,11,20,7,0.0477,16,0.0007,0.0001,0.0279,50083,0.0132,0.0014,0.0657,0.2338,0.0923,50400,91,0.0004,0.1244,70.3929,40,0.564,0.2915,0.1746,5.0044,2.7066,0.2286,55.2727,55.9993,62.3636,0.35,0.1887,6,0.1703,0.1102,2.3206,0.5861,3.3633,0.2426,43.4167
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1897376969-026.cnf,1,20.208,0.006,0.006,0.0098,16.095,0.0059,112,122,112,103,111.946,0.0118,112.297,102,122,0.0023,0.3201,520,509,3863,3863.125,0.0713,0.0776,3724,0.5456,3817,4046,3724,0.0479,3984,0.015,0.0029,0.0303,2199,0.0679,0.03,0.3288,0.2315,0.0881,2210,32.7994,0.0064,0.1189,32.7994,4046,0.9361,0.2765,0.1621,4,2.6618,0.234,29.4858,29.6716,31.5388,0.0256,0.0536,4,0.1707,0.2417,2.303,0.5881,3.263,0.3721,28.0034
SAT_Competition2007/random/LargeSize/3SAT/v10000/unif-k3-r4.2-v10000-c42000-S971732863-03.cnf,1,256.737,0.0003,0.0003,0.0006,143.583,0.0003,2131,2170,2114,2075,2127.29,0.0006,2117.74,2078,2148,0,0.2407,10000,9738,16,17.5979,0.0157,0.0799,11,0.2997,14,25,9,0.0482,20,0.0012,0.0002,0.0289,41728,0.0171,0.0025,0.0611,0.2334,0.0936,42000,81.2,0.0005,0.1264,67.7692,44,0.575,0.2989,0.1778,5.0023,2.7189,0.2288,53.4211,54.3615,59.8889,0.3314,0.1694,6,0.173,0.2924,2.3303,0.5869,3.3719,0.1917,43.9444
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S471833188-06.cnf,1,37.9454,0.0071,0.0071,0.0071,31.5787,0.0071,134,146,135,122,133.853,0.0217,134.88,122,147,0.0046,0.489,700,700,71,73.0309,0.0699,0.0024,58,0.6096,62,88,49,0.0015,78,0.0096,0.0013,0.0011,14000,0.0858,0.0272,0.4176,0.05,0.0029,14000,62.2653,0.0024,0.0036,54.5714,163,1.1083,0.0792,0.0054,3,3.6934,0.0827,49.6515,49.9171,51.3958,0.2374,0.0699,3,0.0663,0.1853,2.9031,0.6474,3.0639,0.4518,45.8
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/420/unif-k3-r4.25-v420-c1785-S1940784272-089.cnf,1,14.4824,0.0075,0.0075,0.0123,11.7393,0.0074,90,99,90,81,89.8996,0.0148,90.0305,81,99,0.0028,0.3316,420,406,3898,3911.375,0.0772,0.0732,3797,0.6092,3858,4064,3797,0.044,4045,0.0164,0.0037,0.0287,1771,0.0784,0.0316,0.373,0.2292,0.0866,1785,26.3246,0.009,0.1148,26.3246,4064,0.9471,0.2914,0.1619,4,2.7048,0.222,25.2899,24.9369,25.5344,0.0225,0.0342,4,0.1726,0.2968,2.3055,0.5942,3.3474,0.3918,23.4841
SAT_Competition2007/random/LargeSize/5SAT/v900/unif-k5-r20-v900-c18000-S1582455625-10.cnf,1,49.3205,0.0056,0.0056,0.0056,40.4377,0.0056,171,184,172,158,170.933,0.0179,172.142,158,187,0.0038,0.4803,900,900,47,50.069,0.0779,0.0024,38,0.5858,43,64,32,0.0015,54,0.0072,0.001,0.001,18000,0.0839,0.0222,0.378,0.05,0.0028,18000,70.0588,0.0018,0.0036,59.1707,108,1.0594,0.0813,0.0049,3,3.6858,0.0816,54.3043,54.1202,57.3143,0.2467,0.0818,3,0.0622,0.2049,2.8593,0.6486,3.0218,0.4907,48.6545
SAT_Competition2007/random/OnTreshold/3SAT/v450/unif-k3-r4.25-v450-c1912-S216896591-15.SAT.shuffled.cnf,1,16.3238,0.0069,0.0069,0.0114,13.4015,0.0068,97,106,97,88,97.0279,0.0136,97.0741,88,106,0.0026,0.3191,450,438,3890,3915.375,0.0769,0.075,3854,0.5713,3858,4055,3854,0.0425,4016,0.0142,0.0034,0.0216,1900,0.0748,0.0279,0.3497,0.2305,0.0867,1912,28.2049,0.0089,0.1195,28.2049,4055,0.932,0.2797,0.1661,4,2.6857,0.2134,25.0764,25.3556,26.7779,0.0185,0.0615,4,0.1767,0.298,2.3478,0.5868,3.2108,0.3833,22.8134
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S704699380-099.cnf,1,56.628,0.005,0.005,0.005,44.2566,0.005,190,203,190,176,190.453,0.0165,190.539,178,206,0.0035,0.4787,1000,1000,41,43.4298,0.0785,0.0022,34,0.6024,37,56,29,0.0015,47,0.0068,0.0009,0.001,20000,0.054,0.0212,0.3362,0.05,0.0028,20000,71.9394,0.0015,0.0035,64.4333,93,1.0449,0.0839,0.0051,3,3.7058,0.081,56.2549,56.7615,59.8387,0.2269,0.0942,3,0.0585,0.512,2.8673,0.6465,3.0074,0.3638,50.75
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S1441840675-053.cnf,1,61.0767,0.0045,0.0045,0.0045,49.4498,0.0045,210,223,209.5,196,209.017,0.0152,210.457,193,226,0.0033,0.4772,1100,1100,36,37.7913,0.055,0.0023,28,0.56,31,51,23,0.0015,42,0.0062,0.0009,0.0011,22000,0.0863,0.0195,0.3472,0.05,0.0027,22000,74.1774,0.0015,0.0034,67.9444,76,1.0378,0.0812,0.0047,3,3.6494,0.0787,59.4,60.0485,64.6479,0.2728,0.0946,3,0.0592,0.1382,2.8634,0.6507,2.999,0.746,52.9211
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S285713182-059.cnf,1,15.143,0.0437,0.0437,0.0437,15.174,0.0437,26,32,26,21,26.5211,0.0117,26.5623,21,32,0.0399,0.6395,160,160,4316,4194,0.1542,0.0001,4036,0.7407,4049,4375,4036,0.0001,4375,0.0482,0.0028,0.0001,13600,0.1517,0.0117,1.3774,0.0118,0.0001,13600,49.9861,0.0043,0.0001,49.9861,4375,1.6688,0,0.0002,2,4.2282,0.0329,49.8902,48.8411,49.9861,0.0365,0.026,2,0.0233,0.2803,3.0603,0.6816,2.0716,0.4228,46.84
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S984347600-003.cnf,1,8.6433,0.05,0.05,0.05,7.7898,0.05,20,25,20,16,20.1803,0.0459,20.17,16,25,0.0394,0.5671,100,100,4263,4282.2857,0.1671,0.0015,4242,0.7096,4250,4344,4242,0.0009,4331,0.0601,0.0091,0.0007,2130,0.1672,0.0465,1.1992,0.0469,0.0019,2130,24.5279,0.0155,0.0027,24.5279,4344,1.6092,0.0104,0.0035,2.7071,3.4548,0.0855,23.4682,23.3421,23.9335,0.009,0.0306,3,0.0619,0.3093,2.8986,0.6629,2.9252,0.4256,22.2386
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S1196935200-064-UNKNOWN.cnf,1,804,0.0001,0.0001,0.0002,1262.12,0.0001,6387.5,6450,6336.5,6316,5602,0.0002,6336.5,0,6316,0,0.2196,30000,29254,4,4.9769,0.0046,0.0792,2,0.2629,3,8,1,0.0471,6,0.0003,0.0001,0.0283,125239,0.4042,0.0007,0.4376,0.2336,0.092,126000,178.75,0.0002,0.1231,110.3333,18,0.4956,0.2949,0.1746,5.6852,2.718,0.2273,74.2,78.7296,92,0.5212,0.3377,6,0.17,0.1231,2.329,0.5869,3.3738,1.8626,48.5
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S1312035429-13.cnf,1,278.976,0.0004,0.0004,0.0007,123.077,0.0004,1500,1526,1485,1441,1497.06,0.0009,1450.85,1454,1520,0.0001,0.2436,7000,6826,27,27.8251,0.1611,0.0798,19,0.334,22,38,15,0.0471,31,0.0012,0.0002,0.0279,29200,0.0217,0.0025,0.0969,0.2338,0.0924,29400,71.087,0.0007,0.1233,57,62,0.5854,0.2915,0.173,5,2.7058,0.2286,47.5238,47.6652,51.1667,0.2903,0.1457,5,0.1714,1.8799,2.3282,0.5878,3.3648,1.3395,39.9474
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/700/unif-k5-r20-v700-c14000-S1281410666-045.cnf,1,38.5795,0.0071,0.0071,0.0071,31.7532,0.0071,134,145,134,123,133.805,0.0217,134.286,121,146,0.005,0.4874,700,700,69,71.0909,0.0783,0.0023,53,0.6153,61,92,47,0.0015,77,0.0097,0.0014,0.001,14000,0.0677,0.0268,0.4128,0.05,0.0028,14000,58.3333,0.0024,0.0035,54.0435,143,1.1048,0.076,0.005,3,3.6562,0.0812,49.9429,49.9517,52.1408,0.2317,0.0646,3,0.0622,0.1797,2.8321,0.6487,3.0273,0.3986,46.0143
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S1147406493-20.UNSAT.shuffled.cnf,1,10.9741,0.0417,0.0417,0.0417,10.0508,0.0417,24,29,24,19,23.7188,0.0454,23.7524,19,29,0.0336,0.5555,120,120,4219,4248,0.1564,0.0014,4168,0.7262,4189,4439,4168,0.001,4353,0.0524,0.0079,0.0007,2556,0.157,0.0466,1.1206,0.0469,0.0016,2556,28.6037,0.0113,0.0021,28.6037,4439,1.5494,0.0177,0.0029,2.9244,3.4403,0.0731,27.0356,26.9643,27.6648,0.0212,0.0302,3,0.0546,0.27,2.7674,0.6528,2.8247,0.4239,26.0575
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S793713844-14.cnf,1,16.4943,0.0389,0.0389,0.0389,16.7036,0.0389,29,35,30,24,29.6449,0.0117,29.7824,24,36,0.0341,0.6307,180,180,4199,4092.25,0.1469,0.0001,3901,0.7358,3962,4307,3901,0.0001,4307,0.0427,0.0025,0.0001,15300,0.1444,0.0117,1.3413,0.0118,0.0001,15300,54.0049,0.0037,0.0001,54.0049,4307,1.6297,0,0.0002,2,4.2518,0.0294,53.1936,52.9392,54.0049,0.0407,0.0167,2,0.0232,0.1965,3.0775,0.6806,2.0254,0.4265,51.5487
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/14000/unif-k3-r4.2-v14000-c58800-S822708255-070.cnf,1,864.727,0.0002,0.0002,0.0004,226.789,0.0002,2995,3025,2962,2923,2990,0.0005,2703.91,2948,3023,0,0.2298,14000,13648,11,11.76,0.332,0.0789,7,0.2938,9,18,5,0.0469,13,0.0006,0.0001,0.028,58396,0.0144,0.0013,0.0717,0.2337,0.0921,58800,109.1429,0.0003,0.1245,76.2857,32,0.8568,0.2959,0.1758,5.0644,2.7196,0.2269,60.4167,61.1797,68,0.3949,0.2121,6,0.1711,1.8924,2.3352,0.5867,3.376,0.0913,45.5
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1292104917-07.SAT.shuffled.cnf,1,7.5539,0.1273,0.1273,0.1273,6.9844,0.1273,10,13,10,7,9.695,0.011,9.6882,7,13,0.1201,0.6977,55,55,4546,4550.4,0.2233,0.0001,4504,0.7701,4504,4633,4504,0,4565,0.1377,0.0084,0,4895,0.227,0.011,1.9108,0.0112,0.0001,4895,21.415,0.011,0.0001,21.415,4633,2.2084,0,0.0001,2,3.6007,0.0263,21.2464,21.2746,21.3555,0.0105,0.0047,2,0.0221,0.2784,2.849,0.6858,1.8707,0.4158,21.1277
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S560963242-048.UNKNOWN.cnf,1,8.8613,0.1,0.1,0.1,8.6092,0.1,12,15,12,9,12.0869,0.0111,12.0673,9,15,0.0909,0.6796,70,70,4395,4435.2,0.2052,0.0001,4356,0.7597,4365,4580,4356,0,4480,0.109,0.0059,0,6230,0.2025,0.0111,1.8157,0.0112,0.0001,6230,26.3452,0.0083,0.0001,26.3452,4580,2.0356,0,0.0001,2,3.7508,0.0288,25.5722,25.724,25.7826,0.0191,0.0129,2,0.023,0.2697,3.0215,0.6746,1.963,0.4192,25.4337
SAT_Competition2007/random/OnTreshold/5SAT/v130/unif-k5-r21.3-v130-c2769-S1032474357-17.SAT.shuffled.cnf,1,11.0511,0.0385,0.0385,0.0385,10.1356,0.0385,26,31,26,21,25.8291,0.0447,25.8151,21,31,0.0285,0.5514,130,130,4167,4195.25,0.1511,0.0015,4103,0.6999,4137,4387,4103,0.001,4306,0.0495,0.0076,0.0007,2769,0.1497,0.0462,1.0583,0.0469,0.0017,2769,31.2498,0.0126,0.0022,31.2498,4387,1.5147,0.0197,0.0031,3,3.4636,0.0757,28.4409,28.7617,30.144,0.0223,0.0423,3,0.0564,0.2716,2.8869,0.6441,2.9104,0.4308,27.5846
SAT_Competition2007/random/OnTreshold/5SAT/v70/unif-k5-r21.3-v70-c1491-S2081149830-10.SAT.shuffled.cnf,1,6.4709,0.0714,0.0714,0.0714,5.5613,0.0714,14,18,14,11,14.3963,0.0461,14.3813,11,18,0.0557,0.5897,70,70,0,0,0.1957,0.0016,0,0.7363,0,0,0,0.0009,0,0.0885,0.0147,0.0007,1491,0.1897,0.0463,1.3276,0.0469,0.002,1491,0,0.0262,0.0025,0,0,1.7164,0.007,0.0045,2.2029,3.3618,0.0869,0,0,0,0,0,3,0.0658,0.3629,2.6934,0.6496,2.9405,0.4242,0
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S1946534526-16.cnf,1,117.424,0.0008,0.0008,0.0013,73.6404,0.0008,851,876,855,826,850.079,0.0016,852.542,822,881,0.0001,0.2544,4000,3898,55,59.7162,0.0255,0.0803,45,0.3567,49,80,35,0.0476,63,0.002,0.0004,0.0285,16682,0.025,0.0041,0.1075,0.2337,0.0924,16800,49.6437,0.0011,0.1251,43.9091,142,0.6763,0.2909,0.174,4.9992,2.7007,0.2312,38.7869,39.2507,41.4118,0.3017,0.0914,5,0.1722,0.1885,2.3159,0.5865,3.3588,0.5661,34.8077
SAT_Competition2007/random/OnTreshold/5SAT/v100/unif-k5-r21.3-v100-c2130-S455021619-18.SAT.shuffled.cnf,1,8.3667,0.05,0.05,0.05,7.3895,0.05,20,25,20,16,20.241,0.0458,20.1664,16,24,0.0404,0.5677,100,100,4306,4314.8571,0.167,0.0015,4243,0.7043,4264,4418,4243,0.0011,4381,0.0606,0.01,0.0008,2130,0.1691,0.0465,1.1926,0.0469,0.0018,2130,25.0267,0.0141,0.0025,25.0267,4418,1.6076,0.0139,0.0033,2.7071,3.2626,0.086,23.7992,23.68,24.2413,0.0137,0.0321,3,0.0637,0.32,2.7751,0.6507,2.9336,0.4237,22.8166
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1225217164-02.UNSAT.shuffled.cnf,1,8.589,0.1,0.1,0.1,8.3654,0.1,12,15,12,9,12.0729,0.0111,12.1338,9,15,0.0923,0.6816,70,70,4426,4462.2,0.2078,0.0001,4370,0.758,4423,4579,4370,0,4513,0.1098,0.0069,0,6230,0.2076,0.0111,1.8201,0.0112,0.0001,6230,26.4326,0.009,0.0001,26.4326,4579,2.021,0,0.0001,2,3.7225,0.0308,25.6812,25.6889,25.8254,0.0166,0.019,2,0.0215,0.2808,2.9481,0.6701,1.9782,0.411,24.9096
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/8000/unif-k3-r4.2-v8000-c33600-S1741784682-076.cnf,1,214.774,0.0004,0.0004,0.0009,134.475,0.0004,1700.5,1740,1691,1641,1698.62,0.0008,1693.97,1653,1744,0.0001,0.2398,8000,7765,23,24.232,0.0213,0.0792,16,0.3215,19,33,11,0.047,29,0.0013,0.0002,0.0273,33340,0.0202,0.0028,0.0954,0.2329,0.0924,33600,87.1429,0.0008,0.1243,59.0588,64,0.5825,0.2999,0.1766,5.0027,2.7276,0.2254,48.381,49.0036,53.5,0.3084,0.1677,6,0.1709,0.379,2.3208,0.5884,3.3754,1.6448,38.875
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/16000/unif-k3-r4.2-v16000-c67200-S51132115-023.cnf,1,448.143,0.0002,0.0002,0.0004,451.5,0.0002,3403.5,3423,3393,3352,3190,0.0004,3397,3326,3423,0,0.2295,16000,15608,9,9.8433,0.0078,0.0801,6,0.2966,7,15,4,0.0478,12,0.0006,0.0001,0.0284,66711,0.2669,0.0013,0.2328,0.234,0.0932,67200,124,0.0004,0.1248,81.5,27,0.5925,0.2937,0.1757,5.1366,2.7132,0.2281,61.5,62.7291,72.6667,0.4029,0.2486,6,0.1732,0.3091,2.3422,0.587,3.3582,2.6288,43.2222
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf,1,22.1162,0.0047,0.0047,0.0063,17.7878,0.0047,141,152,141,130,140.774,0.0093,141.162,130,153,0.0011,0.3121,650,638,3697,3699.7778,0.0658,0.0801,3597,0.5095,3663,3828,3597,0.0445,3728,0.0091,0.0023,0.0269,2757,0.0652,0.017,0.2976,0.2314,0.0911,2769,39.3439,0.0051,0.1197,39.3439,3828,0.9059,0.2698,0.1759,4.0094,2.6572,0.2308,33.3249,34.4781,34.4282,0.0188,0.075,5,0.1825,0.2646,2.3254,0.5825,3.3675,0.3927,32.2575
SAT_Competition2007/random/LargeSize/3SAT/v7000/unif-k3-r4.2-v7000-c29400-S427890210-10.cnf,1,179.042,0.0004,0.0004,0.0009,113.257,0.0004,1485,1514,1486,1461,1485.03,0.0009,1489.21,1444,1511,0.0001,0.2505,7000,6810,28,29.5161,0.0186,0.0809,19,0.3375,23,43,12,0.0475,35,0.0011,0.0002,0.0283,29190,0.0185,0.0024,0.0887,0.2333,0.0942,29400,78,0.0008,0.1257,55.575,54,0.5536,0.2955,0.1789,5,2.725,0.2312,46.4783,47.3222,50.1034,0.3095,0.14,5,0.1733,0.1232,2.3568,0.588,3.3771,0.8131,40.3871
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S241605246-015.SATISFIABLE.cnf,1,7.308,0.0667,0.0667,0.0667,6.3536,0.0667,15,19,15,12,15.2321,0.0461,15.2297,12,19,0.0539,0.5863,75,75,4373,4385,0.1885,0.0014,4317,0.7178,4352,4455,4317,0.001,4449,0.0808,0.0123,0.0008,1597,0.1874,0.0463,1.331,0.047,0.0017,1597,20.2178,0.0207,0.0022,20.2178,4455,1.7322,0.0086,0.003,2.3108,3.2383,0.0768,18.916,19.0566,19.2865,0.0107,0.0293,3,0.0558,0.3161,2.7973,0.6444,2.7622,0.4207,18.4288
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S2107193201-069.UNKNOWN.cnf,1,9.6934,0.0875,0.0875,0.0875,9.5683,0.0875,14,17,14,10,13.7643,0.0111,13.7115,10,17,0.0815,0.6721,80,80,4388,4404.8,0.1938,0.0001,4289,0.7603,4315,4526,4289,0,4506,0.0962,0.0058,0,7120,0.1993,0.0111,1.7757,0.0112,0.0001,7120,29.0053,0.0087,0.0001,29.0053,4526,1.9772,0,0.0001,2,3.719,0.0323,28.4243,28.5149,28.7588,0.0219,0.0119,2,0.0247,0.2524,3.0583,0.6805,2.0253,0.4061,28.0219
SAT_Competition2007/random/LargeSize/5SAT/v1100/unif-k5-r20-v1100-c22000-S36357048-10.cnf,1,59.1176,0.0045,0.0045,0.0045,47.8121,0.0045,209,226,212,195,208.691,0.0153,211.438,192,227,0.0032,0.4745,1100,1100,36,38.2137,0.058,0.0023,28,0.587,31,51,22,0.0015,42,0.006,0.0008,0.001,22000,0.0985,0.019,0.328,0.05,0.0028,22000,73.7115,0.0015,0.0034,64.6618,85,1.0311,0.0856,0.0051,3,3.689,0.0802,58.8,57.8631,62.1463,0.2674,0.106,3,0.0618,0.1706,2.8696,0.6526,3.0248,0.7858,49.1395
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/800/unif-k5-r20-v800-c16000-S1748152762-086.cnf,1,44.1183,0.0063,0.0063,0.0063,36.5858,0.0063,153,167,153,141,153.011,0.0197,152.739,139,167,0.0041,0.4882,800,800,56,59.1504,0.0767,0.0024,46,0.6037,51,73,38,0.0015,64,0.0084,0.0012,0.001,16000,0.0696,0.025,0.3852,0.05,0.0028,16000,69.2759,0.002,0.0035,58.02,126,1.0767,0.0824,0.0055,3,3.6984,0.0811,52.6792,53.0002,54.9245,0.2274,0.0782,3,0.0627,0.1917,2.9266,0.6474,3.0319,0.4049,48.1039
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v750-c3195-S158767647-027.SATISFIABLE.cnf,1,25.606,0.0041,0.0041,0.0054,20.2465,0.0041,163,177,163,151,164.001,0.0081,163.061,152,175,0.0013,0.3,750,739,3279,2739.9091,0.0587,0.0712,1203,0.495,2047,3522,963,0.0415,3389,0.0085,0.002,0.0249,3186,0.0585,0.0163,0.27,0.232,0.0879,3195,40.4817,0.0053,0.1233,38.2312,3533,0.8551,0.2834,0.1753,4.0108,2.695,0.2214,36.4282,35.4255,37.8097,0.3301,0.1035,5,0.1622,0.2457,2.3591,0.5838,3.347,0.3515,30.4223
