@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC
@ATTRIBUTE stats_literal_tightness_0 NUMERIC
@ATTRIBUTE standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE SAC_literals NUMERIC
@ATTRIBUTE stats_literal_tightness_75 NUMERIC
@ATTRIBUTE median_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_100 NUMERIC
@ATTRIBUTE stats_dom_100 NUMERIC
@ATTRIBUTE width_of_ordering NUMERIC
@ATTRIBUTE stats_literal_tightness_coeff_of_variation NUMERIC
@ATTRIBUTE stats_literal_tightness_mean NUMERIC
@ATTRIBUTE maximum_degree NUMERIC
@ATTRIBUTE stats_dom_mean NUMERIC
@ATTRIBUTE normalised_SAC_literals NUMERIC
@ATTRIBUTE minimum_degree NUMERIC
@ATTRIBUTE width_of_graph NUMERIC
@ATTRIBUTE stats_sums_proportion NUMERIC
@ATTRIBUTE stats_unary_proportion NUMERIC
@ATTRIBUTE stats_lex_proportion NUMERIC
@ATTRIBUTE stats_lex_count NUMERIC
@ATTRIBUTE stats_table_proportion NUMERIC
@ATTRIBUTE stats_or_atleastk_count NUMERIC
@ATTRIBUTE stats_arity_75 NUMERIC
@ATTRIBUTE stats_arity_25 NUMERIC
@ATTRIBUTE stats_or_atleastk_proportion NUMERIC
@ATTRIBUTE stats_arity_100 NUMERIC
@ATTRIBUTE stats_arity_0 NUMERIC
@ATTRIBUTE stats_arity_50 NUMERIC
@ATTRIBUTE stats_sums_count NUMERIC
@ATTRIBUTE stats_alldiff_count NUMERIC
@ATTRIBUTE stats_dom_not2_2_ratio NUMERIC
@ATTRIBUTE stats_unary_count NUMERIC
@ATTRIBUTE stats_multi_shared_vars NUMERIC

@DATA
le-450-5a-3-ext.xml.minion.converted.minion.gz,1,5714,0.05656,450,450,450,0.004444,0.004444,5714,0.037778,25.395556,0.056435,0.1336,0.055556,0.073333,324,0.682883,324,324,324,3,0.093333,25.395556,0.011917,3,324,324,3,0.056703,32,0.028889,33,3,32,5.36275,0,35,25,35,3,33,0.037417,33.333333,42,3,0,13,17,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
le-450-5a-4-ext.xml.minion.converted.minion.gz,1,5714,0.05656,450,450,450,0.004444,0.004444,5714,0.037778,25.395556,0.056435,0.1336,0.055556,0.073333,263,0.682883,263,263,263,4,0.093333,25.395556,0.011917,4,263,263,4,0.046027,26,0.028889,27,4,20,5.36275,0,27,25,27,4,33,0.116619,25,42,4,0,13,17,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
le-450-5a-5-ext.xml.minion.converted.minion.gz,1,5714,0.05656,450,450,450,0.004444,0.004444,5714,0.037778,25.395556,0.056435,0.1336,0.055556,0.073333,184,0.682883,184,184,184,5,0.093333,25.395556,0.011917,5,184,184,5,0.032202,17,0.028889,21,5,16,5.36275,0,23,25,23,5,33,0.148324,20,42,5,0,13,17,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
lemma-100-9-mod.xml.minion.conv.minion,1,0,0.996566,100,100,100,0.02,0.02,7350,0.98,147,0.9866,0.996543,0.99,0.98,96,0.026747,96,96,96,9,0.99,98.66,0.004737,9,96,96,9,0.013061,10,0.98,11,9,7,0.473709,0,13,99,15,9,98,0.237908,11.111111,99,9,0,98,98,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0.000089
lemma-12-9-mod.xml.minion.conv.minion,1,0,0.969697,12,12,12,0.166667,0.166667,90,0.833333,15,0.888889,0.96835,0.916667,0.833333,96,0.22283,96,96,96,9,0.916667,10.666667,0.039284,9,96,96,9,1.066667,10,0.833333,11,9,7,0.471405,0,13,11,15,9,10,0.237908,11.111111,11,9,0,10,10,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0.006492
lemma-15-9-mod.xml.minion.conv.minion,1,0,0.980952,15,15,15,0.133333,0.133333,147,0.866667,19.6,0.915556,0.980464,0.933333,0.933333,96,0.178178,96,96,96,9,0.933333,13.733333,0.029481,9,96,96,9,0.653061,10,0.866667,11,9,7,0.442217,0,13,14,15,9,14,0.237908,11.111111,14,9,0,13,13,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0.0041
lemma-20-9-mod.xml.minion.conv.minion,1,0,0.978947,20,20,20,0.1,0.1,270,0.9,27,0.93,0.978122,0.95,0.9,96,0.134387,96,96,96,9,0.95,18.6,0.024495,9,96,96,9,0.355556,10,0.9,11,9,7,0.489898,0,13,19,15,9,18,0.237908,11.111111,19,9,0,18,18,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0.002313
lemma-30-9-mod.xml.minion.conv.minion,1,0,0.988506,30,30,30,0.066667,0.066667,630,0.933333,42,0.955556,0.988262,0.966667,0.933333,96,0.089536,96,96,96,9,0.966667,28.666667,0.015713,9,96,96,9,0.152381,10,0.933333,11,9,7,0.471405,0,13,29,15,9,28,0.237908,11.111111,29,9,0,28,28,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0.001009
lemma-50-9-mod.xml.minion.conv.minion,1,0,0.992653,50,50,50,0.04,0.04,1800,0.96,72,0.9728,0.992549,0.98,0.96,96,0.053616,96,96,96,9,0.98,48.64,0.0096,9,96,96,9,0.053333,10,0.96,11,9,7,0.48,0,13,49,15,9,48,0.237908,11.111111,49,9,0,48,48,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0.000361
magicSquare-10_glb.xml.minion.conv.minion,1,0,1,100,100,100,0.12,0.12,45,0.99,5.4,0.99,1,0.99,0.99,484,0.768242,495.466667,484,1000,100,0.99,99,0,100,484,484,100,11.01037,39.6,0.99,44.8,100,32.285714,0,0,53.2,99,77.5,100,99,0.179712,46.501557,99,100,0,99,99,0.977778,0,0,0,0,0,10,10,0,100,10,10,44,1,0,0,0.066667
magicSquare-11_glb.xml.minion.conv.minion,1,0,1,121,121,121,0.109462,0.109462,49,0.991736,5.363636,0.991736,1,0.991736,0.991736,490,0.749851,500.408163,490,1000,121,0.991736,120,0,121,490,490,121,10.212411,38,0.991736,44,121,27.555556,0,0,50.8,120,74,121,120,0.167967,44.317237,120,121,0,120,120,0.979592,0,0,0,0,0,11,11,0,121,11,11,48,1,0,0,0.061224
magicSquare-12_glb.xml.minion.conv.minion,1,0,1,144,144,144,0.100629,0.100629,53,0.993056,5.333333,0.993056,1,0.993056,0.993056,496,0.731691,505.509434,496,1000,144,0.993056,143,0,144,496,496,144,9.537914,?,0.993056,?,144,?,0,0,?,143,?,144,143,?,?,143,144,0,143,143,0.981132,0,0,0,0,0,12,12,0,144,12,12,52,1,0,0,0.056604
magicSquare-13_glb.xml.minion.conv.minion,1,0,1,169,169,169,0.093117,0.093117,57,0.994083,5.307692,0.994083,1,0.994083,0.994083,530,0.713891,538.245614,530,1000,169,0.994083,168,0,169,530,530,169,9.442906,?,0.994083,?,169,?,0,0,?,168,?,169,168,?,?,168,169,0,168,168,0.982456,0,0,0,0,0,13,13,0,169,13,13,56,1,0,0,0.052632
magicSquare-14_glb.xml.minion.conv.minion,1,0,1,196,196,196,0.086651,0.086651,61,0.994898,5.285714,0.994898,1,0.994898,0.994898,496,0.696537,504.262295,496,1000,196,0.994898,195,0,196,496,496,196,8.266595,?,0.994898,?,196,?,0,0,?,195,?,196,195,?,?,195,196,0,195,195,0.983607,0,0,0,0,0,14,14,0,196,14,14,60,1,0,0,0.04918
magicSquare-15_glb.xml.minion.conv.minion,1,0,1,225,225,225,0.081026,0.081026,65,0.995556,5.266667,0.995556,1,0.995556,0.995556,492,0.679685,499.815385,492,1000,225,0.995556,224,0,225,492,492,225,7.689467,?,0.995556,?,225,?,0,0,?,224,?,225,224,?,?,224,225,0,224,224,0.984615,0,0,0,0,0,15,15,0,225,15,15,64,1,0,0,0.046154
magicSquare-16_glb.xml.minion.conv.minion,1,0,1,256,256,256,0.076087,0.076087,69,0.996094,5.25,0.996094,1,0.996094,0.996094,510,0.663366,517.101449,510,1000,256,0.996094,255,0,256,510,510,256,7.494224,?,0.996094,?,256,?,0,0,?,255,?,256,255,?,?,255,256,0,255,255,0.985507,0,0,0,0,0,16,16,0,256,16,16,68,1,0,0,0.043478
magicSquare-17_glb.xml.minion.conv.minion,1,0,1,289,289,289,0.071716,0.071716,73,0.99654,5.235294,0.99654,1,0.99654,0.99654,484,0.647597,491.068493,484,1000,289,0.99654,288,0,289,484,484,289,6.726966,?,0.99654,?,289,?,0,0,?,288,?,289,288,?,?,288,289,0,288,288,0.986301,0,0,0,0,0,17,17,0,289,17,17,72,1,0,0,0.041096
magicSquare-18_glb.xml.minion.conv.minion,1,0,1,324,324,324,0.067821,0.067821,77,0.996914,5.222222,0.996914,1,0.996914,0.996914,514,0.632382,520.311688,514,1000,324,0.996914,323,0,324,514,514,324,6.757295,?,0.996914,?,324,?,0,0,?,323,?,324,323,?,?,323,324,0,323,323,0.987013,0,0,0,0,0,18,18,0,324,18,18,76,1,0,0,0.038961
magicSquare-19_glb.xml.minion.conv.minion,1,0,1,361,361,361,0.064327,0.064327,81,0.99723,5.210526,0.99723,1,0.99723,0.99723,481,0.617717,487.407407,481,1000,361,0.99723,360,0,361,481,481,361,6.017375,?,0.99723,?,361,?,0,0,?,360,?,361,360,?,?,360,361,0,360,360,0.987654,0,0,0,0,0,19,19,0,361,19,19,80,1,0,0,0.037037
magicSquare-3_glb.xml.minion.conv.minion,1,0,1,9,9,9,0.372549,0.372549,17,0.888889,6.333333,0.888889,1,0.888889,0.888889,452,0.873959,484,452,996,9,0.888889,8,0,9,452,452,9,28.470588,25.2,0.888889,33.333333,9,16.888889,0,48,44.8,8,69.5,9,8,0.343968,34.583682,8,9,0.666667,8,8,0.941176,0,0,0,0,0,3,3,0,9,3,3,16,1,0,0,0.176471
magicSquare-4_glb.xml.minion.conv.minion,1,0,1,16,16,16,0.285714,0.285714,21,0.9375,6,0.9375,1,0.9375,0.9375,473,0.865625,498.095238,473,1000,16,0.9375,15,0,16,473,473,16,23.718821,30,0.9375,38.285714,16,22,0,0,46.857143,15,74,16,15,0.266053,39.081045,15,16,0,15,15,0.952381,0,0,0,0,0,4,4,0,16,4,4,20,1,0,0,0.142857
magicSquare-5_glb.xml.minion.conv.minion,1,0,1,25,25,25,0.232,0.232,25,0.96,5.8,0.96,1,0.96,0.96,522,0.853642,541.12,522,1000,25,0.96,24,0,25,522,522,25,21.6448,31.6,0.96,40,25,22.222222,0,0,49.2,24,76,25,24,0.243134,40.358477,24,25,0,24,24,0.96,0,0,0,0,0,5,5,0,25,5,5,24,1,0,0,0.12
magicSquare-6_glb.xml.minion.conv.minion,1,0,1,36,36,36,0.195402,0.195402,29,0.972222,5.666667,0.972222,1,0.972222,0.972222,504,0.83897,521.103448,504,1000,36,0.972222,35,0,36,504,504,36,17.969084,38.285714,0.972222,44.8,36,28.428571,0,0,52.428571,35,76,36,35,0.196521,44.840709,35,36,0,35,35,0.965517,0,0,0,0,0,6,6,0,36,6,6,28,1,0,0,0.103448
magicSquare-7_glb.xml.minion.conv.minion,1,0,1,49,49,49,0.168831,0.168831,33,0.979592,5.571429,0.979592,1,0.979592,0.979592,523,0.822485,537.454545,523,1000,49,0.979592,48,0,49,523,523,49,16.286501,37.6,0.979592,44.8,49,25.333333,0,0,51.6,48,81,49,48,0.191958,45.02285,48,49,0,48,48,0.969697,0,0,0,0,0,7,7,0,49,7,7,32,1,0,0,0.090909
magicSquare-8_glb.xml.minion.conv.minion,1,0,1,64,64,64,0.148649,0.148649,37,0.984375,5.5,0.984375,1,0.984375,0.984375,507,0.804881,520.324324,507,1000,64,0.984375,63,0,64,507,507,64,14.06282,36.4,0.984375,44.8,64,27.571429,0,0,51.6,63,77,64,63,0.199393,44.515632,63,64,0,63,63,0.972973,0,0,0,0,0,8,8,0,64,8,8,36,1,0,0,0.081081
magicSquare-9_glb.xml.minion.conv.minion,1,0,1,81,81,81,0.132791,0.132791,41,0.987654,5.444444,0.987654,1,0.987654,0.987654,517,0.786675,528.780488,517,1000,81,0.987654,80,0,81,517,517,81,12.897085,37.2,0.987654,45.2,81,26.666667,0,0,54.8,80,75,81,80,0.200645,45.930689,80,81,0,80,80,0.97561,0,0,0,0,0,9,9,0,81,9,9,40,1,0,0,0.073171
mug100-1-3.xml.watchless.minion.gz,1,0,0.033535,100,100,100,0.02,0.02,166,0.03,3.32,0.0332,0.371667,0.03,0.03,324,0.473173,324,324,324,3,0.04,3.32,0.004665,3,324,324,3,1.951807,32,0.03,33,3,32,0.466476,0,35,3,35,3,3,0.037417,33.333333,4,3,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
mug100-1-4.xml.watchless.minion.gz,1,0,0.033535,100,100,100,0.02,0.02,166,0.03,3.32,0.0332,0.371667,0.03,0.03,263,0.473173,263,263,263,4,0.04,3.32,0.004665,4,263,263,4,1.584337,26,0.03,27,4,20,0.466476,0,27,3,27,4,3,0.116619,25,4,4,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
mug100-25-3.xml.watchless.minion.gz,1,0,0.033535,100,100,100,0.02,0.02,166,0.03,3.32,0.0332,0.37,0.03,0.03,324,0.473173,324,324,324,3,0.04,3.32,0.004665,3,324,324,3,1.951807,32,0.03,33,3,32,0.466476,0,35,3,35,3,3,0.037417,33.333333,4,3,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
mug100-25-4.xml.watchless.minion.gz,1,0,0.033535,100,100,100,0.02,0.02,166,0.03,3.32,0.0332,0.37,0.03,0.03,263,0.473173,263,263,263,4,0.04,3.32,0.004665,4,263,263,4,1.584337,26,0.03,27,4,20,0.466476,0,27,3,27,4,3,0.116619,25,4,4,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
mug88-1-3.xml.watchless.minion.gz,1,0,0.03814,88,88,88,0.022727,0.022727,146,0.034091,3.318182,0.037707,0.348485,0.034091,0.034091,324,0.473771,324,324,324,3,0.045455,3.318182,0.005293,3,324,324,3,2.219178,32,0.034091,33,3,32,0.46577,0,35,3,35,3,3,0.037417,33.333333,4,3,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
mug88-1-4.xml.watchless.minion.gz,1,0,0.03814,88,88,88,0.022727,0.022727,146,0.034091,3.318182,0.037707,0.348485,0.034091,0.034091,263,0.473771,263,263,263,4,0.045455,3.318182,0.005293,4,263,263,4,1.80137,26,0.034091,27,4,20,0.46577,0,27,3,27,4,3,0.116619,25,4,4,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
mug88-25-3.xml.watchless.minion.gz,1,0,0.03814,88,88,88,0.022727,0.022727,146,0.034091,3.318182,0.037707,0.367424,0.034091,0.034091,324,0.473771,324,324,324,3,0.045455,3.318182,0.005293,3,324,324,3,2.219178,32,0.034091,33,3,32,0.46577,0,35,3,35,3,3,0.037417,33.333333,4,3,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
mug88-25-4.xml.watchless.minion.gz,1,0,0.03814,88,88,88,0.022727,0.022727,146,0.034091,3.318182,0.037707,0.367424,0.034091,0.034091,263,0.473771,263,263,263,4,0.045455,3.318182,0.005293,4,263,263,4,1.80137,26,0.034091,27,4,20,0.46577,0,27,3,27,4,3,0.116619,25,4,4,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel3-3.xml.watchless.minion.gz,1,0,0.363636,11,11,11,0.181818,0.181818,20,0.272727,3.636364,0.330579,0,0.363636,0.454545,324,0.490234,324,324,324,3,0.454545,3.636364,0.058439,3,324,324,3,16.2,32,0.272727,33,3,32,0.642824,0,35,4,35,3,5,0.037417,33.333333,5,3,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel3-4.xml.watchless.minion.gz,1,0,0.363636,11,11,11,0.181818,0.181818,20,0.272727,3.636364,0.330579,0,0.363636,0.454545,263,0.490234,263,263,263,4,0.454545,3.636364,0.058439,4,263,263,4,13.15,26,0.272727,27,4,20,0.642824,0,27,4,27,4,5,0.116619,25,5,4,0,3,3,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel4-4.xml.watchless.minion.gz,1,0,0.280632,23,23,23,0.086957,0.086957,71,0.217391,6.173913,0.268431,0,0.26087,0.478261,263,0.382715,263,263,263,4,0.478261,6.173913,0.083732,4,263,263,4,3.704225,26,0.173913,27,4,20,1.925846,0,27,6,27,4,11,0.116619,25,11,4,0,4,5,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel4-5.xml.watchless.minion.gz,1,0,0.280632,23,23,23,0.086957,0.086957,71,0.217391,6.173913,0.268431,0,0.26087,0.478261,184,0.382715,184,184,184,5,0.478261,6.173913,0.083732,5,184,184,5,2.591549,17,0.173913,21,5,16,1.925846,0,23,6,23,5,11,0.148324,20,11,5,0,4,5,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel5-4.xml.watchless.minion.gz,1,0,0.218316,47,47,47,0.042553,0.042553,236,0.170213,10.042553,0.213671,0,0.191489,0.489362,263,0.282062,263,263,263,4,0.489362,10.042553,0.093411,4,263,263,4,1.114407,26,0.106383,27,4,20,4.390306,0,27,9,27,4,23,0.116619,25,23,4,0,5,8,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel5-5.xml.watchless.minion.gz,1,0,0.218316,47,47,47,0.042553,0.042553,236,0.170213,10.042553,0.213671,0,0.191489,0.489362,184,0.282062,184,184,184,5,0.489362,10.042553,0.093411,5,184,184,5,0.779661,17,0.106383,21,5,16,4.390306,0,23,9,23,5,23,0.148324,20,23,5,0,5,8,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel5-6.xml.watchless.minion.gz,1,0,0.218316,47,47,47,0.042553,0.042553,236,0.170213,10.042553,0.213671,0,0.191489,0.489362,169,0.282062,169,169,169,6,0.489362,10.042553,0.093411,6,169,169,6,0.716102,14,0.106383,18,6,13,4.390306,0,19,9,20,6,23,0.153623,16.666667,23,6,0,5,8,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel-5g-3-ext.xml.minion.converted.minion.gz,1,236,0.218316,47,47,47,0.042553,0.042553,236,0.170213,10.042553,0.213671,0,0.191489,0.489362,324,0.703784,324,324,324,3,0.489362,10.042553,0.093411,3,324,324,3,1.372881,32,0.106383,33,3,32,4.390306,0,35,9,35,3,23,0.037417,33.333333,23,3,0,5,8,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
myciel-5g-4-ext.xml.minion.converted.minion.gz,1,236,0.218316,47,47,47,0.042553,0.042553,236,0.170213,10.042553,0.213671,0,0.191489,0.489362,263,0.703784,263,263,263,4,0.489362,10.042553,0.093411,4,263,263,4,1.114407,26,0.106383,27,4,20,4.390306,0,27,9,27,4,23,0.116619,25,23,4,0,5,8,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
myciel-5g-5-ext.xml.minion.converted.minion.gz,1,236,0.218316,47,47,47,0.042553,0.042553,236,0.170213,10.042553,0.213671,0,0.191489,0.489362,184,0.703784,184,184,184,5,0.489362,10.042553,0.093411,5,184,184,5,0.779661,17,0.106383,21,5,16,4.390306,0,23,9,23,5,23,0.148324,20,23,5,0,5,8,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
myciel-5g-6-ext.xml.minion.converted.minion.gz,1,236,0.218316,47,47,47,0.042553,0.042553,236,0.170213,10.042553,0.213671,0,0.191489,0.489362,169,0.703784,169,169,169,6,0.489362,10.042553,0.093411,6,169,169,6,0.716102,14,0.106383,18,6,13,4.390306,0,19,9,20,6,23,0.153623,16.666667,23,6,0,5,8,0,0,0,0,1,0,2,2,0,2,2,2,0,0,0,0,0
myciel6-4.xml.watchless.minion.gz,1,0,0.169093,95,95,95,0.021053,0.021053,755,0.126316,15.894737,0.167313,0,0.136842,0.494737,263,0.200428,263,263,263,4,0.494737,15.894737,0.093085,4,263,263,4,0.348344,26,0.063158,27,4,20,8.843045,0,27,13,27,4,47,0.116619,25,47,4,0,6,12,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel6-5.xml.watchless.minion.gz,1,0,0.169093,95,95,95,0.021053,0.021053,755,0.126316,15.894737,0.167313,0,0.136842,0.494737,184,0.200428,184,184,184,5,0.494737,15.894737,0.093085,5,184,184,5,0.243709,17,0.063158,21,5,16,8.843045,0,23,13,23,5,47,0.148324,20,47,5,0,6,12,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel6-6.xml.watchless.minion.gz,1,0,0.169093,95,95,95,0.021053,0.021053,755,0.126316,15.894737,0.167313,0,0.136842,0.494737,169,0.200428,169,169,169,6,0.494737,15.894737,0.093085,6,169,169,6,0.223841,14,0.063158,18,6,13,8.843045,0,19,13,20,6,47,0.153623,16.666667,47,6,0,6,12,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel6-7.xml.watchless.minion.gz,1,0,0.169093,95,95,95,0.021053,0.021053,755,0.126316,15.894737,0.167313,0,0.136842,0.494737,154,0.200428,154,154,154,7,0.494737,15.894737,0.093085,7,154,154,7,0.203974,13,0.063158,13,7,12,8.843045,0,16,13,19,7,47,0.15748,14.285714,47,7,0,6,12,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel7-4.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471,2360,0.094241,24.712042,0.129382,0,0.104712,0.497382,263,0.139208,263,263,263,4,0.497382,24.712042,0.086925,4,263,263,4,0.111441,26,0.036649,27,4,20,16.602713,0,27,20,27,4,95,0.116619,25,95,4,0,7,18,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel7-5.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471,2360,0.094241,24.712042,0.129382,0,0.104712,0.497382,184,0.139208,184,184,184,5,0.497382,24.712042,0.086925,5,184,184,5,0.077966,17,0.036649,21,5,16,16.602713,0,23,20,23,5,95,0.148324,20,95,5,0,7,18,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel7-6.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471,2360,0.094241,24.712042,0.129382,0,0.104712,0.497382,169,0.139208,169,169,169,6,0.497382,24.712042,0.086925,6,169,169,6,0.07161,14,0.036649,18,6,13,16.602713,0,19,20,20,6,95,0.153623,16.666667,95,6,0,7,18,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel7-7.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471,2360,0.094241,24.712042,0.129382,0,0.104712,0.497382,154,0.139208,154,154,154,7,0.497382,24.712042,0.086925,7,154,154,7,0.065254,13,0.036649,13,7,12,16.602713,0,16,20,19,7,95,0.15748,14.285714,95,7,0,7,18,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
myciel7-8.xml.watchless.minion.gz,1,0,0.130063,191,191,191,0.010471,0.010471,2360,0.094241,24.712042,0.129382,0,0.104712,0.497382,136,0.139208,136,136,136,8,0.497382,24.712042,0.086925,8,136,136,8,0.057627,9,0.036649,13,8,6,16.602713,0,20,20,20,8,95,0.401995,12.5,95,8,0,7,18,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0
nmr_10_10_3.minion,1,0,1,100,100,100,0.04141,0.04141,2043,0.99,84.6,0.99,1,0.99,0.99,36,0.442616,40.088106,36,500,3,0.99,99,0,3,36,36,3,0.019622,3.469565,0.99,5.27381,3,1.759184,0,1,5.801653,99,7.488095,3,99,0.280788,4.861771,99,3,0.005,99,99,0,0,0.008811,18,0,2025,4,4,0.991189,20,4,4,0,0,0,0,0.022181
nmr_10_10_4.minion,1,0,1,100,100,100,0.04141,0.04141,2043,0.99,84.6,0.99,1,0.99,0.99,20,0.442616,24.281938,20,506,4,0.99,99,0,4,20,20,4,0.011885,1.702381,0.99,2.130952,4,0.783133,0,1,2.559524,99,3.954023,4,99,0.291641,2.174831,99,4,0.003333,99,99,0,0,0.008811,18,0,2025,4,4,0.991189,20,4,4,0,0,0,0,0.022181
nmr_10_10_5.minion,1,0,1,100,100,100,0.04141,0.04141,2043,0.99,84.6,0.99,1,0.99,0.99,11,0.442616,15.237885,11,492,5,0.99,99,0,5,11,11,5,0.007459,1.969925,0.99,2.428571,5,0.726531,0,1,2.917526,99,5.404762,5,99,0.344548,2.586008,99,5,0.0025,99,99,0,0,0.008811,18,0,2025,4,4,0.991189,20,4,4,0,0,0,0,0.022181
nmr_10_11_3.minion,1,0,1,110,110,110,0.037537,0.037537,2494,0.990909,93.618182,0.990909,1,0.990909,0.990909,36,0.436506,39.581796,36,513,3,0.990909,109,0,3,36,36,3,0.015871,3.376344,0.990909,5.225806,3,1.753676,0,1,5.730769,109,7.354839,3,109,0.284923,4.794647,109,3,0.004545,109,109,0,0,0.007618,19,0,2475,4,4,0.992382,22,4,4,0,0,0,0,0.019026
nmr_10_11_4.minion,1,0,1,110,110,110,0.037537,0.037537,2494,0.990909,93.618182,0.990909,1,0.990909,0.990909,20,0.436506,23.69166,20,506,4,0.990909,109,0,4,20,20,4,0.009499,1.569892,0.990909,1.976923,4,0.673913,0,1,2.424528,109,3.760417,4,109,0.302799,2.034721,109,4,0.00303,109,109,0,0,0.007618,19,0,2475,4,4,0.992382,22,4,4,0,0,0,0,0.019026
nmr_10_11_5.minion,1,0,1,110,110,110,0.037537,0.037537,2494,0.990909,93.618182,0.990909,1,0.990909,0.990909,11,0.436506,14.747394,11,515,5,0.990909,109,0,5,11,11,5,0.005913,1.922535,0.990909,2.377193,5,0.735294,0,1,2.90566,109,5.419355,5,109,0.35043,2.551472,109,5,0.002273,109,109,0,0,0.007618,19,0,2475,4,4,0.992382,22,4,4,0,0,0,0,0.019026
