@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC

@DATA
normalized-rand-2-40-19-443-230-fcd-32_ext.xml.mzn_AND_NODATA,1,0.023263,0.05,40.8375,0.024487,0.95,0.071619,81.675,2.85,2.078141,1.039071,2280,0.976339,1.300022,81.675,0.164443,8.495855
normalized-rand-2-40-80-103-800-22_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.87381,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-38_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.286508,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-22_ext.xml.mzn_AND_NODATA,1,0.022955,0.05,41.385,0.024163,0.95,0.071681,82.77,2.85,2.076911,1.038456,2280,0.976682,1.300022,82.77,0.162379,8.495855
normalized-rand-2-40-80-103-800-49_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.257143,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-37_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.870635,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-40-135-650-92_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.726623,6.75,40,10.643856,5.321928,1600,0,0,6.75,0,10.643856
normalized-rand-2-40-19-443-230-fcd-1_ext.xml.mzn_AND_NODATA,1,0.022964,0.05,41.36875,0.024173,0.95,0.071585,82.7375,2.85,2.076941,1.038471,2280,0.976673,1.300022,82.7375,0.16243,8.495855
normalized-rand-2-40-40-135-650-97_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.663972,6.75,40,10.643856,5.321928,1600,0,0,6.75,0,10.643856
normalized-rand-2-40-40-135-650-96_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.779798,6.75,40,10.643856,5.321928,1600,0,0,6.75,0,10.643856
normalized-rand-2-40-80-103-800-13_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.43254,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-52_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.096032,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-21_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.926984,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-46_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.542063,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-42_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.640476,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-56_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.782612,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-38_ext.xml.mzn_AND_NODATA,1,0.023339,0.05,40.705,0.024567,0.95,0.072021,81.41,2.85,2.078595,1.039297,2280,0.976231,1.300022,81.41,0.16521,8.495855
normalized-rand-2-40-40-135-650-87_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.299975,6.75,40,10.643856,5.321928,1600,0,0,6.75,0,10.643856
normalized-rand-2-40-80-103-800-57_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.734127,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-40_ext.xml.mzn_AND_NODATA,1,0.023393,0.05,40.61125,0.024624,0.95,0.071665,81.2225,2.85,2.078976,1.039488,2280,0.976146,1.300022,81.2225,0.165853,8.495855
normalized-rand-2-40-80-103-800-58_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,22.247619,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-5_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.873088,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-10_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.571501,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-3_ext.xml.mzn_AND_NODATA,1,0.023125,0.05,41.08125,0.024342,0.95,0.071935,82.1625,2.85,2.07748,1.03874,2280,0.97651,1.300022,82.1625,0.163327,8.495855
normalized-rand-2-40-80-103-800-61_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.17619,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-65_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.848485,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-69_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.15,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-25-180-500-22_ext.xml.mzn_AND_NODATA,1,0.034103,0.038462,28.195192,0.035467,0.961538,0.074706,56.390385,2.884615,2.145888,1.072944,3000,0.96293,1.533333,56.390385,0.243606,9.287712
normalized-rand-2-40-19-443-230-fcd-36_ext.xml.mzn_AND_NODATA,1,0.023191,0.05,40.96375,0.024412,0.95,0.071804,81.9275,2.85,2.0779,1.03895,2280,0.976412,1.300022,81.9275,0.164043,8.495855
normalized-rand-2-40-80-103-800-6_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.026984,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-40-135-650-5_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.319877,6.75,40,10.643856,5.321928,1600,0,0,6.75,0,10.643856
normalized-rand-2-40-80-103-800-32_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.742857,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-54_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,22.007937,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-44_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.081746,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-48_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.162698,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-39_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.363492,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-41_ext.xml.mzn_AND_NODATA,1,0.023313,0.05,40.75,0.02454,0.95,0.072726,81.5,2.85,2.078309,1.039154,2280,0.976288,1.300022,81.5,0.164722,8.495855
normalized-rand-2-40-80-103-800-60_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.612771,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-35_ext.xml.mzn_AND_NODATA,1,0.022848,0.05,41.58,0.02405,0.95,0.071409,83.16,2.85,2.07616,1.03808,2280,0.976852,1.300022,83.16,0.161084,8.495855
normalized-rand-2-40-40-135-650-54_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.053175,6.75,40,10.643856,5.321928,1600,0,0,6.75,0,10.643856
normalized-rand-2-40-80-103-800-63_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.619048,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-25-180-500-1_ext.xml.mzn_AND_NODATA,1,0.034766,0.038462,27.657692,0.036156,0.961538,0.077768,55.315385,2.884615,2.148977,1.074489,3000,0.962175,1.533333,55.315385,0.247559,9.287712
normalized-rand-2-40-80-103-800-16_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.606349,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-64_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.926984,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-83_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.699206,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-67_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.709524,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-43_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.957143,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-6_ext.xml.mzn_AND_NODATA,1,0.024144,0.05,39.3475,0.025415,0.95,0.072293,78.695,2.85,2.082132,1.041066,2280,0.975284,1.300022,78.695,0.171078,8.495855
normalized-rand-2-40-80-103-800-27_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.661905,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-25-180-500-23_ext.xml.mzn_AND_NODATA,1,0.03462,0.038462,27.774038,0.036005,0.961538,0.074541,55.548077,2.884615,2.148353,1.074176,3000,0.962333,1.533333,55.548077,0.246755,9.287712
normalized-rand-2-40-80-103-800-45_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.938167,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-patat-02-comp-2.xml.mzn_AND_NODATA,1,0.663191,0.017457,1.48154,0.674973,0.982543,0.986909,4.008728,2.386161,6.33442,2.149305,109353,0.331595,1.680248,7.501833,3.064628,109.837062
normalized-rand-2-40-80-103-800-66_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.986508,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-85_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.73254,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-35_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.568326,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-46_ext.xml.mzn_AND_NODATA,1,0.02399,0.05,39.6,0.025253,0.95,0.072026,79.2,2.85,2.081403,1.040702,2280,0.975473,1.300022,79.2,0.169876,8.495855
normalized-rand-2-40-25-180-500-18_ext.xml.mzn_AND_NODATA,1,0.032192,0.039409,29.839409,0.033513,0.960591,0.079444,59.678818,2.906404,2.137275,1.068637,2950,0.965068,1.539707,59.678818,0.232412,9.287712
normalized-rand-2-40-19-443-230-fcd-43_ext.xml.mzn_AND_NODATA,1,0.023174,0.05,40.99375,0.024394,0.95,0.071821,81.9875,2.85,2.077843,1.038922,2280,0.976429,1.300022,81.9875,0.163948,8.495855
normalized-rand-2-40-80-103-800-4_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.950072,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-78_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.946032,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-92_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.247619,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-87_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.829365,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-0_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.479437,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-62_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.883405,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-76_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.187374,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-81_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.142857,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-71_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.344517,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-79_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,21.324675,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-74_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.003968,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-96_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.920635,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-99_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.542857,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-53_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.95404,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-88_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.656421,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-73_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.63254,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-17_ext.xml.mzn_AND_NODATA,1,0.022422,0.05,42.36875,0.023602,0.95,0.07162,84.7375,2.85,2.074359,1.037179,2280,0.977342,1.300022,84.7375,0.158009,8.495855
normalized-rand-2-40-80-103-800-40_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,21.785786,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-89_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.959524,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-90_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.240476,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-15_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.811183,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-98_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,21.058802,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-77_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,21.775469,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-39_ext.xml.mzn_AND_NODATA,1,0.022612,0.05,42.0125,0.023802,0.95,0.071346,84.025,2.85,2.075376,1.037688,2280,0.97709,1.300022,84.025,0.159772,8.495855
normalized-rand-2-40-8-753-100-13_ext.xml.mzn_AND_NODATA,1,0.060423,0.111111,14.711111,0.067976,0.888889,0.168364,29.422222,2.666667,2.120846,1.060423,960,0.939577,0.707107,29.422222,0.329122,4
normalized-rand-2-40-80-103-800-93_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.506349,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-47_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.465873,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-25-180-500-37_ext.xml.mzn_AND_NODATA,1,0.036017,0.038462,26.697115,0.037457,0.961538,0.076154,53.394231,2.884615,2.155387,1.077694,3000,0.96067,1.533333,53.394231,0.255612,9.287712
normalized-rand-2-40-80-103-800-91_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.105556,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-7_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.306349,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-80_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.760317,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-86_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.853968,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-25-180-500-36_ext.xml.mzn_AND_NODATA,1,0.034934,0.038462,27.524038,0.036332,0.961538,0.079992,55.048077,2.884615,2.149955,1.074978,3000,0.961956,1.533333,55.048077,0.24878,9.287712
normalized-rand-2-40-80-103-800-82_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,23.077778,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-25-180-500-24_ext.xml.mzn_AND_NODATA,1,0.033146,0.038462,29.009615,0.034471,0.961538,0.079308,58.019231,2.884615,2.141068,1.070534,3000,0.96407,1.533333,58.019231,0.237439,9.287712
normalized-rand-2-40-80-103-800-8_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.092063,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-51_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.525469,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-19-443-230-fcd-5_ext.xml.mzn_AND_NODATA,1,0.024212,0.05,39.2375,0.025486,0.95,0.072393,78.475,2.85,2.082569,1.041285,2280,0.975183,1.300022,78.475,0.171797,8.495855
normalized-rand-2-40-80-103-800-9_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.171429,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-75_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.455556,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-8-753-100-12_ext.xml.mzn_AND_NODATA,1,0.062918,0.111111,14.127778,0.070783,0.888889,0.170593,28.255556,2.666667,2.125836,1.062918,960,0.937082,0.707107,28.255556,0.33892,4
normalized-rand-2-40-8-753-100-26_ext.xml.mzn_AND_NODATA,1,0.06101,0.111111,14.569444,0.068637,0.888889,0.168821,29.138889,2.666667,2.122021,1.06101,960,0.93899,0.707107,29.138889,0.331443,4
normalized-rand-2-40-8-753-100-11_ext.xml.mzn_AND_NODATA,1,0.062439,0.111111,14.236111,0.070244,0.888889,0.170114,28.472222,2.666667,2.124878,1.062439,960,0.937561,0.707107,28.472222,0.337052,4
normalized-rand-2-40-8-753-100-0_ext.xml.mzn_AND_NODATA,1,0.06239,0.111111,14.247222,0.070189,0.888889,0.170288,28.494444,2.666667,2.124781,1.06239,960,0.93761,0.707107,28.494444,0.336861,4
normalized-rand-2-40-8-753-100-32_ext.xml.mzn_AND_NODATA,1,0.063417,0.111111,14.016667,0.071344,0.888889,0.171182,28.033333,2.666667,2.126833,1.063417,960,0.936583,0.707107,28.033333,0.340861,4
normalized-rand-2-40-80-103-800-72_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.46746,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-8-753-100-36_ext.xml.mzn_AND_NODATA,1,0.061884,0.111111,14.363889,0.069619,0.888889,0.16956,28.727778,2.666667,2.123767,1.061884,960,0.938116,0.707107,28.727778,0.334877,4
normalized-rand-2-40-25-180-500-40_ext.xml.mzn_AND_NODATA,1,0.037629,0.038462,25.552885,0.039135,0.961538,0.082098,51.105769,2.884615,2.163442,1.081721,3000,0.958758,1.533333,51.105769,0.265624,9.287712
normalized-rand-2-40-80-103-800-30_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.647619,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-8-753-100-17_ext.xml.mzn_AND_NODATA,1,0.063042,0.111111,14.1,0.070922,0.888889,0.170675,28.2,2.666667,2.126084,1.063042,960,0.936958,0.707107,28.2,0.339403,4
normalized-rand-2-40-8-753-100-21_ext.xml.mzn_AND_NODATA,1,0.062172,0.111111,14.297222,0.069944,0.888889,0.169896,28.594444,2.666667,2.124344,1.062172,960,0.937828,0.707107,28.594444,0.336008,4
normalized-rand-2-40-8-753-100-38_ext.xml.mzn_AND_NODATA,1,0.0625,0.111111,14.222222,0.070313,0.888889,0.170424,28.444444,2.666667,2.125,1.0625,960,0.9375,0.707107,28.444444,0.33729,4
normalized-rand-2-40-8-753-100-19_ext.xml.mzn_AND_NODATA,1,0.061836,0.111111,14.375,0.069565,0.888889,0.16968,28.75,2.666667,2.123671,1.061836,960,0.938164,0.707107,28.75,0.334689,4
normalized-rand-2-40-8-753-100-22_ext.xml.mzn_AND_NODATA,1,0.062807,0.111111,14.152778,0.070658,0.888889,0.170758,28.305556,2.666667,2.125613,1.062807,960,0.937193,0.707107,28.305556,0.338487,4
normalized-rand-2-40-8-753-100-40_ext.xml.mzn_AND_NODATA,1,0.061955,0.111111,14.347222,0.0697,0.888889,0.169786,28.694444,2.666667,2.123911,1.061955,960,0.938045,0.707107,28.694444,0.335159,4
normalized-rand-2-40-8-753-100-43_ext.xml.mzn_AND_NODATA,1,0.061279,0.111111,14.505556,0.068939,0.888889,0.168994,29.011111,2.666667,2.122558,1.061279,960,0.938721,0.707107,29.011111,0.332502,4
normalized-rand-2-40-8-753-100-30_ext.xml.mzn_AND_NODATA,1,0.062148,0.111111,14.302778,0.069916,0.888889,0.169694,28.605556,2.666667,2.124296,1.062148,960,0.937852,0.707107,28.605556,0.335913,4
normalized-rand-2-40-8-753-100-28_ext.xml.mzn_AND_NODATA,1,0.061314,0.111111,14.497222,0.068979,0.888889,0.16899,28.994444,2.666667,2.122629,1.061314,960,0.938686,0.707107,28.994444,0.332641,4
normalized-rand-2-40-25-180-500-53_ext.xml.mzn_AND_NODATA,1,0.038592,0.038462,24.915385,0.040136,0.961538,0.078679,49.830769,2.884615,2.168187,1.084093,3000,0.957626,1.533333,49.830769,0.271463,9.287712
normalized-rand-2-40-8-753-100-33_ext.xml.mzn_AND_NODATA,1,0.061409,0.111111,14.475,0.069085,0.888889,0.169241,28.95,2.666667,2.122817,1.061409,960,0.938591,0.707107,28.95,0.333011,4
normalized-rand-2-40-8-753-100-35_ext.xml.mzn_AND_NODATA,1,0.061598,0.111111,14.430556,0.069297,0.888889,0.169016,28.861111,2.666667,2.123195,1.061598,960,0.938402,0.707107,28.861111,0.333755,4
normalized-rand-2-40-80-103-800-95_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.853968,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-80-103-800-59_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.334127,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-8-753-100-31_ext.xml.mzn_AND_NODATA,1,0.062819,0.111111,14.15,0.070671,0.888889,0.17022,28.3,2.666667,2.125638,1.062819,960,0.937181,0.707107,28.3,0.338535,4
normalized-rand-2-40-80-103-800-97_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.870635,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-8-753-100-55_ext.xml.mzn_AND_NODATA,1,0.06174,0.111111,14.397222,0.069458,0.888889,0.169547,28.794444,2.666667,2.123481,1.06174,960,0.93826,0.707107,28.794444,0.334315,4
normalized-rand-2-40-8-753-100-53_ext.xml.mzn_AND_NODATA,1,0.061693,0.111111,14.408333,0.069404,0.888889,0.169242,28.816667,2.666667,2.123385,1.061693,960,0.938307,0.707107,28.816667,0.334128,4
normalized-rand-2-40-8-753-100-37_ext.xml.mzn_AND_NODATA,1,0.061728,0.111111,14.4,0.069444,0.888889,0.169819,28.8,2.666667,2.123457,1.061728,960,0.938272,0.707107,28.8,0.334268,4
normalized-rand-2-40-8-753-100-58_ext.xml.mzn_AND_NODATA,1,0.063454,0.111111,14.008333,0.071386,0.888889,0.171302,28.016667,2.666667,2.126909,1.063454,960,0.936546,0.707107,28.016667,0.341007,4
normalized-rand-2-40-8-753-100-27_ext.xml.mzn_AND_NODATA,1,0.06239,0.111111,14.247222,0.070189,0.888889,0.170214,28.494444,2.666667,2.124781,1.06239,960,0.93761,0.707107,28.494444,0.336861,4
normalized-rand-2-40-8-753-100-10_ext.xml.mzn_AND_NODATA,1,0.061669,0.111111,14.413889,0.069378,0.888889,0.169389,28.827778,2.666667,2.123338,1.061669,960,0.938331,0.707107,28.827778,0.334035,4
normalized-rand-2-40-8-753-100-64_ext.xml.mzn_AND_NODATA,1,0.062196,0.111111,14.291667,0.069971,0.888889,0.169898,28.583333,2.666667,2.124393,1.062196,960,0.937804,0.707107,28.583333,0.336102,4
normalized-rand-2-40-80-103-800-34_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.059524,5.15,80,12.643856,6.321928,3200,0,0,5.15,0,12.643856
normalized-rand-2-40-8-753-100-47_ext.xml.mzn_AND_NODATA,1,0.062269,0.111111,14.275,0.070053,0.888889,0.169772,28.55,2.666667,2.124538,1.062269,960,0.937731,0.707107,28.55,0.336387,4
