@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC

@DATA
Qq2k3k3v20v20m240s2,1,1.475,20,0.99446,0.501389,17.95,31,0.1,40,20,3,0.674074,0.499074,24,20,0.493075,0
Qq2k3k3v20v20m240s3,1,1.483333,20,1.019635,0.495139,18.175,33,0.129167,40,20,3,0.687037,0.491667,31,20,0.489481,0
Qq2k3k3v20v20m240s4,1,1.516667,20,0.94332,0.514583,17.475,28,0.108333,40,20,3,0.62037,0.521296,26,20,0.519568,0
Qq2k3k3v20v20m240s5,1,1.466667,20,0.953867,0.511806,17.575,28,0.0875,40,20,3,0.65,0.512037,21,20,0.500678,0
Qq2k3k3v20v20m240s6,1,1.516667,20,0.986207,0.503472,17.875,29,0.108333,40,20,3,0.65,0.506481,26,20,0.508966,0
Qq2k3k3v20v20m240s7,1,1.516667,20,1.045455,0.488889,18.4,24,0.141667,40,20,3,0.688889,0.487037,34,20,0.494318,0
Qq2k3k3v20v20m240s8,1,1.516667,20,0.953867,0.511806,17.575,27,0.1,40,20,3,0.627778,0.517593,24,20,0.516961,0
Qq2k3k3v20v20m240s9,1,1.5,20,0.986207,0.503472,17.875,31,0.125,40,20,3,0.657407,0.50463,30,20,0.503448,0
Qq2k3k3v20v20m280s10,1,1.485714,20,0.946698,0.51369,20.425,32,0.089286,40,20,3,0.636508,0.516667,25,20,0.508691,0
Qq2k3k3v20v20m280s1,1,1.496429,20,1.058824,0.485714,21.6,30,0.117857,40,20,3,0.706349,0.480556,33,20,0.484069,0
Qq2k3k3v20v20m280s2,1,1.517857,20,1.026538,0.493452,21.275,33,0.114286,40,20,3,0.67619,0.493254,32,20,0.499397,0
Qq2k3k3v20v20m280s3,1,1.467857,20,1.014388,0.496429,21.15,36,0.121429,40,20,3,0.690476,0.491667,34,20,0.485612,0
Qq2k3k3v20v20m280s4,1,1.535714,20,0.981132,0.504762,20.8,29,0.117857,40,20,3,0.638095,0.510317,33,20,0.516509,0
Qq2k3k3v20v20m280s5,1,1.446429,20,0.962617,0.509524,20.6,31,0.089286,40,20,3,0.665079,0.506746,25,20,0.491822,0
Qq2k3k3v20v20m280s6,1,1.510714,20,1.021661,0.494643,21.225,32,0.128571,40,20,3,0.67619,0.494048,36,20,0.498195,0
Qq2k3k3v20v20m280s7,1,1.496429,20,1.024096,0.494048,21.25,28,0.128571,40,20,3,0.684127,0.491667,36,20,0.492771,0
Qq2k3k3v20v20m280s8,1,1.532143,20,0.992883,0.501786,20.925,27,0.117857,40,20,3,0.647619,0.505952,33,20,0.512456,0
Qq2k3k3v20v20m280s9,1,1.496429,20,0.990521,0.502381,20.9,35,0.121429,40,20,3,0.661905,0.502778,34,20,0.501185,0
Qq2k3k3v20v20m320s10,1,1.49375,20,0.983471,0.504167,23.8,34,0.09375,40,20,3,0.658333,0.504861,30,20,0.502066,0
Qq2k3k3v20v20m320s1,1,1.478125,20,1.036055,0.491146,24.425,34,0.11875,40,20,3,0.7,0.485764,38,20,0.483563,0
Qq2k3k3v20v20m320s2,1,1.4875,20,1.016807,0.495833,24.2,36,0.109375,40,20,3,0.683333,0.493056,35,20,0.491597,0
Qq2k3k3v20v20m320s3,1,1.48125,20,1.036055,0.491146,24.425,40,0.134375,40,20,3,0.698611,0.486111,43,20,0.484624,0
Qq2k3k3v20v20m320s4,1,1.50625,20,0.947262,0.513542,23.35,38,0.1125,40,20,3,0.627778,0.51875,36,20,0.515213,0
Qq2k3k3v20v20m320s5,1,1.478125,20,0.967213,0.508333,23.6,37,0.09375,40,20,3,0.654167,0.508681,30,20,0.501025,0
Qq2k3k3v20v20m320s6,1,1.515625,20,1.010471,0.497396,24.125,37,0.128125,40,20,3,0.666667,0.498264,41,20,0.502618,0
Qq2k3k3v20v20m320s7,1,1.50625,20,1.036055,0.491146,24.425,33,0.128125,40,20,3,0.6875,0.488889,41,20,0.493107,0
Qq2k3k3v20v20m320s8,1,1.540625,20,1.00627,0.498438,24.075,31,0.13125,40,20,3,0.652778,0.502431,42,20,0.512017,0
Qq2k3k3v20v20m320s9,1,1.475,20,0.983471,0.504167,23.8,38,0.1125,40,20,3,0.666667,0.502778,36,20,0.495868,0
Qq2k3k3v20v20m360s10,1,1.491667,20,0.99446,0.501389,26.925,40,0.102778,40,20,3,0.666667,0.500926,37,20,0.498615,0
Qq2k3k3v20v20m360s1,1,1.463889,20,1.013048,0.496759,27.175,37,0.111111,40,20,3,0.691358,0.491667,40,20,0.484623,0
Qq2k3k3v20v20m360s2,1,1.513889,20,1.022472,0.494444,27.3,42,0.113889,40,20,3,0.675309,0.494136,41,20,0.499064,0
Qq2k3k3v20v20m360s3,1,1.486111,20,1.026266,0.493519,27.35,45,0.130556,40,20,3,0.690123,0.489815,47,20,0.488743,0
Qq2k3k3v20v20m360s4,1,1.5,20,0.940701,0.515278,26.175,45,0.105556,40,20,3,0.625926,0.52037,38,20,0.514825,0
Qq2k3k3v20v20m360s5,1,1.480556,20,0.978022,0.505556,26.7,42,0.1,40,20,3,0.660494,0.505247,36,20,0.499084,0
Qq2k3k3v20v20m360s6,1,1.536111,20,1.030075,0.492593,27.4,40,0.133333,40,20,3,0.67037,0.494136,48,20,0.504699,0
Qq2k3k3v20v20m360s7,1,1.491667,20,1.014925,0.496296,27.2,40,0.125,40,20,3,0.680247,0.494136,45,20,0.49347,0
Qq2k3k3v20v20m360s8,1,1.530556,20,1.001854,0.499537,27.025,35,0.127778,40,20,3,0.654321,0.502778,46,20,0.509731,0
Qq2k3k3v20v20m360s9,1,1.502778,20,0.985294,0.503704,26.8,41,0.113889,40,20,3,0.655556,0.505247,41,20,0.504596,0
Qq2k3k3v20v20m400s10,1,1.5,20,0.991701,0.502083,29.875,45,0.1025,40,20,3,0.661111,0.502778,41,20,0.502075,0
Qq2k3k3v20v20m400s1,1,1.4825,20,1.030457,0.4925,30.45,42,0.11,40,20,3,0.694444,0.488056,44,20,0.486464,0
Qq2k3k3v20v20m400s2,1,1.505,20,1.016807,0.495833,30.25,48,0.1175,40,20,3,0.675556,0.495,47,20,0.497479,0
Qq2k3k3v20v20m400s3,1,1.4925,20,1.02874,0.492917,30.425,49,0.1325,40,20,3,0.688889,0.489722,53,20,0.490279,0
Qq2k3k3v20v20m400s4,1,1.4975,20,0.94332,0.514583,29.125,53,0.1125,40,20,3,0.628889,0.519167,45,20,0.51336,0
Qq2k3k3v20v20m400s5,1,1.4825,20,0.968827,0.507917,29.525,46,0.1,40,20,3,0.653333,0.508611,40,20,0.502051,0
Qq2k3k3v20v20m400s6,1,1.555,20,1.037351,0.490833,30.55,45,0.135,40,20,3,0.666667,0.493889,54,20,0.509338,0
Qq2k3k3v20v20m400s7,1,1.4825,20,0.996672,0.500833,29.95,47,0.12,40,20,3,0.672222,0.499167,48,20,0.495008,0
Qq2k3k3v20v20m400s8,1,1.515,20,0.983471,0.504167,29.75,39,0.1275,40,20,3,0.648889,0.507222,51,20,0.509091,0
Qq2k3k3v20v20m400s9,1,1.5075,20,0.986755,0.503333,29.8,46,0.11,40,20,3,0.654444,0.505278,44,20,0.505795,0
Qq2k3k3v20v20m80s10,1,1.3875,20,0.83908,0.54375,5.475,12,0.0625,40,20,3,0.6,0.545833,5,20,0.505747,0
Qq2k3k3v20v20m80s1,1,1.475,20,1.060086,0.485417,6.175,8,0.15,40,20,3,0.716667,0.477778,12,20,0.476395,0
Qq2k3k3v20v20m80s2,1,1.475,20,1,0.5,6,9,0.0875,40,20,3,0.677778,0.497222,7,20,0.491667,0
Qq2k3k3v20v20m80s3,1,1.5125,20,0.991701,0.502083,5.975,12,0.15,40,20,3,0.655556,0.504167,12,20,0.506224,0
Qq2k3k3v20v20m80s4,1,1.3625,20,0.860465,0.5375,5.55,9,0.0625,40,20,3,0.627778,0.534722,5,20,0.492248,0
Qq2k3k3v20v20m80s5,1,1.4125,20,0.92,0.520833,5.75,7,0.0875,40,20,3,0.65,0.518056,7,20,0.492,0
Qq2k3k3v20v20m80s6,1,1.45,20,0.904762,0.525,5.7,11,0.0875,40,20,3,0.622222,0.527778,7,20,0.507937,0
Qq2k3k3v20v20m80s7,1,1.4875,20,1.008368,0.497917,6.025,7,0.125,40,20,3,0.677778,0.495833,10,20,0.493724,0
Qq2k3k3v20v20m80s8,1,1.675,20,1.060086,0.485417,6.175,11,0.1625,40,20,3,0.627778,0.5,13,20,0.545064,0
Qq2k3k3v20v20m80s9,1,1.575,20,1.033898,0.491667,6.1,8,0.125,40,20,3,0.655556,0.497222,10,20,0.516949,0
Qq2k3k3v50v50m1000s10,1,1.511,50,1.011398,0.497167,30.17,101,0.111,100,50,3,0.669333,0.497444,111,50,0.500838,0
Qq2k3k3v50v50m1000s1,1,1.48,50,1.004678,0.498833,30.07,106,0.101,100,50,3,0.678667,0.496222,101,50,0.492148,0
Qq2k3k3v50v50m1000s2,1,1.487,50,0.99005,0.5025,29.85,120,0.116,100,50,3,0.665778,0.501889,116,50,0.498176,0
Qq2k3k3v50v50m1000s3,1,1.488,50,1.013423,0.496667,30.2,121,0.128,100,50,3,0.680889,0.494222,128,50,0.492617,0
Qq2k3k3v50v50m1000s4,1,1.507,50,0.979545,0.505167,29.69,127,0.119,100,50,3,0.649778,0.507667,119,50,0.507423,0
Qq2k3k3v50v50m1000s5,1,1.482,50,0.978892,0.505333,29.68,117,0.114,100,50,3,0.660444,0.505111,114,50,0.49934,0
Qq2k3k3v50v50m1000s6,1,1.54,50,1.031144,0.492333,30.46,109,0.13,100,50,3,0.669333,0.494222,130,50,0.505755,0
Qq2k3k3v50v50m1000s7,1,1.474,50,0.981506,0.504667,29.72,126,0.114,100,50,3,0.665778,0.503333,114,50,0.496037,0
Qq2k3k3v50v50m1000s8,1,1.527,50,1.031144,0.492333,30.46,91,0.122,100,50,3,0.675111,0.492778,122,50,0.501354,0
Qq2k3k3v50v50m1000s9,1,1.467,50,0.980198,0.505,29.7,110,0.11,100,50,3,0.668,0.503,110,50,0.494059,0
Qq2k3k3v50v50m200s10,1,1.475,50,0.938611,0.515833,5.81,25,0.095,100,50,3,0.635556,0.518333,19,50,0.50727,0
Qq2k3k3v50v50m200s1,1,1.51,50,1.061856,0.485,6.18,18,0.115,100,50,3,0.702222,0.481111,23,50,0.487973,0
Qq2k3k3v50v50m200s2,1,1.44,50,0.973684,0.506667,5.92,27,0.095,100,50,3,0.675556,0.502222,19,50,0.486842,0
Qq2k3k3v50v50m200s3,1,1.475,50,0.99005,0.5025,5.97,28,0.125,100,50,3,0.671111,0.500556,25,50,0.494196,0
Qq2k3k3v50v50m200s4,1,1.51,50,0.95122,0.5125,5.85,23,0.095,100,50,3,0.628889,0.517778,19,50,0.515447,0
Qq2k3k3v50v50m200s5,1,1.465,50,0.948052,0.513333,5.84,21,0.08,100,50,3,0.646667,0.513889,16,50,0.501623,0
Qq2k3k3v50v50m200s6,1,1.48,50,0.954397,0.511667,5.86,27,0.1,100,50,3,0.644444,0.513333,20,50,0.504886,0
Qq2k3k3v50v50m200s7,1,1.48,50,1.01005,0.4975,6.03,19,0.135,100,50,3,0.682222,0.494444,27,50,0.490787,0
Qq2k3k3v50v50m200s8,1,1.54,50,0.957586,0.510833,5.87,24,0.11,100,50,3,0.62,0.518889,22,50,0.523654,0
Qq2k3k3v50v50m200s9,1,1.495,50,0.983471,0.504167,5.95,25,0.12,100,50,3,0.657778,0.505,24,50,0.502479,0
Qq2k3k3v50v50m300s10,1,1.48,50,0.965066,0.508889,8.84,33,0.096667,100,50,3,0.651852,0.50963,29,50,0.502183,0
Qq2k3k3v50v50m300s1,1,1.486667,50,1.045455,0.488889,9.2,31,0.12,100,50,3,0.702222,0.483704,36,50,0.484091,0
Qq2k3k3v50v50m300s2,1,1.516667,50,1.020202,0.495,9.09,36,0.116667,100,50,3,0.672593,0.495185,35,50,0.500561,0
Qq2k3k3v50v50m300s3,1,1.47,50,1.015677,0.496111,9.07,39,0.12,100,50,3,0.69037,0.491481,36,50,0.486002,0
Qq2k3k3v50v50m300s4,1,1.523333,50,0.969365,0.507778,8.86,32,0.116667,100,50,3,0.635556,0.512963,35,50,0.515317,0
Qq2k3k3v50v50m300s5,1,1.46,50,0.971522,0.507222,8.87,34,0.096667,100,50,3,0.665185,0.505185,29,50,0.493976,0
Qq2k3k3v50v50m300s6,1,1.496667,50,1.008929,0.497778,9.04,35,0.123333,100,50,3,0.674074,0.496667,37,50,0.496652,0
Qq2k3k3v50v50m300s7,1,1.49,50,1.031603,0.492222,9.14,31,0.126667,100,50,3,0.691852,0.488519,38,50,0.488713,0
Qq2k3k3v50v50m300s8,1,1.53,50,0.995565,0.501111,8.98,29,0.123333,100,50,3,0.65037,0.504815,37,50,0.511086,0
Qq2k3k3v50v50m300s9,1,1.493333,50,1,0.5,9,35,0.116667,100,50,3,0.66963,0.499259,35,50,0.497778,0
Qq2k3k3v50v50m400s10,1,1.5,50,0.991701,0.502083,11.95,45,0.1025,100,50,3,0.661111,0.502778,41,50,0.502075,0
Qq2k3k3v50v50m400s1,1,1.4825,50,1.030457,0.4925,12.18,42,0.11,100,50,3,0.694444,0.488056,44,50,0.486464,0
Qq2k3k3v50v50m400s2,1,1.505,50,1.016807,0.495833,12.1,48,0.1175,100,50,3,0.675556,0.495,47,50,0.497479,0
Qq2k3k3v50v50m400s3,1,1.4925,50,1.02874,0.492917,12.17,49,0.1325,100,50,3,0.688889,0.489722,53,50,0.490279,0
Qq2k3k3v50v50m400s4,1,1.4975,50,0.94332,0.514583,11.65,53,0.1125,100,50,3,0.628889,0.519167,45,50,0.51336,0
Qq2k3k3v50v50m400s5,1,1.4825,50,0.968827,0.507917,11.81,46,0.1,100,50,3,0.653333,0.508611,40,50,0.502051,0
Qq2k3k3v50v50m400s6,1,1.555,50,1.037351,0.490833,12.22,45,0.135,100,50,3,0.666667,0.493889,54,50,0.509338,0
Qq2k3k3v50v50m400s7,1,1.4825,50,0.996672,0.500833,11.98,47,0.12,100,50,3,0.672222,0.499167,48,50,0.495008,0
Qq2k3k3v50v50m400s8,1,1.515,50,0.983471,0.504167,11.9,39,0.1275,100,50,3,0.648889,0.507222,51,50,0.509091,0
Qq2k3k3v50v50m400s9,1,1.5075,50,0.986755,0.503333,11.92,46,0.11,100,50,3,0.654444,0.505278,44,50,0.505795,0
Qq2k3k3v50v50m500s10,1,1.498,50,0.994681,0.501333,14.96,58,0.108,100,50,3,0.664,0.501556,54,50,0.500665,0
Qq2k3k3v50v50m500s1,1,1.476,50,1.005348,0.498667,15.04,53,0.1,100,50,3,0.680889,0.495556,50,50,0.490642,0
Qq2k3k3v50v50m500s2,1,1.484,50,0.986755,0.503333,14.9,61,0.11,100,50,3,0.664889,0.502667,55,50,0.498013,0
Qq2k3k3v50v50m500s3,1,1.514,50,1.020202,0.495,15.15,61,0.13,100,50,3,0.673778,0.494889,65,50,0.499663,0
Qq2k3k3v50v50m500s4,1,1.504,50,0.964637,0.509,14.73,64,0.116,100,50,3,0.640889,0.512444,58,50,0.510151,0
Qq2k3k3v50v50m500s5,1,1.496,50,0.969796,0.507667,14.77,54,0.104,100,50,3,0.648,0.509778,52,50,0.506238,0
Qq2k3k3v50v50m500s6,1,1.552,50,1.02977,0.492667,15.22,56,0.132,100,50,3,0.663111,0.496,66,50,0.510149,0
Qq2k3k3v50v50m500s7,1,1.494,50,1,0.5,15,60,0.116,100,50,3,0.669333,0.499333,58,50,0.498,0
Qq2k3k3v50v50m500s8,1,1.53,50,0.996008,0.501,14.97,47,0.124,100,50,3,0.650667,0.504667,62,50,0.510978,0
Qq2k3k3v50v50m500s9,1,1.5,50,0.982816,0.504333,14.87,55,0.112,100,50,3,0.655111,0.505778,56,50,0.504296,0
Qq2k3k3v50v50m600s10,1,1.505,50,1.002225,0.499444,18.02,68,0.106667,100,50,3,0.665926,0.499815,64,50,0.501112,0
Qq2k3k3v50v50m600s1,1,1.478333,50,0.995565,0.501111,17.96,68,0.1,100,50,3,0.673333,0.499074,60,50,0.493902,0
Qq2k3k3v50v50m600s2,1,1.468333,50,0.963993,0.509167,17.67,79,0.11,100,50,3,0.656296,0.508704,66,50,0.498636,0
Qq2k3k3v50v50m600s3,1,1.515,50,1.01455,0.496389,18.13,69,0.121667,100,50,3,0.66963,0.496852,73,50,0.501399,0
Qq2k3k3v50v50m600s4,1,1.51,50,0.974767,0.506389,17.77,74,0.116667,100,50,3,0.645185,0.50963,70,50,0.5096,0
Qq2k3k3v50v50m600s5,1,1.51,50,0.995565,0.501111,17.96,63,0.116667,100,50,3,0.659259,0.502593,70,50,0.504435,0
Qq2k3k3v50v50m600s6,1,1.553333,50,1.030457,0.4925,18.27,65,0.125,100,50,3,0.662963,0.495926,75,50,0.510434,0
Qq2k3k3v50v50m600s7,1,1.485,50,0.992252,0.501944,17.93,73,0.116667,100,50,3,0.668148,0.500926,70,50,0.496956,0
Qq2k3k3v50v50m600s8,1,1.535,50,1.021336,0.494722,18.19,51,0.131667,100,50,3,0.665185,0.496852,79,50,0.506457,0
Qq2k3k3v50v50m600s9,1,1.503333,50,0.99889,0.500278,17.99,64,0.121667,100,50,3,0.664444,0.500741,73,50,0.501388,0
Qq2k3k3v50v50m700s10,1,1.508571,50,0.998097,0.500476,20.98,79,0.108571,100,50,3,0.661587,0.501587,76,50,0.50333,0
Qq2k3k3v50v50m700s1,1,1.494286,50,1.009569,0.497619,21.1,73,0.097143,100,50,3,0.675556,0.49619,68,50,0.495694,0
Qq2k3k3v50v50m700s2,1,1.448571,50,0.955307,0.511429,20.52,94,0.108571,100,50,3,0.659048,0.509524,76,50,0.494413,0
Qq2k3k3v50v50m700s3,1,1.517143,50,1.026049,0.493571,21.27,79,0.127143,100,50,3,0.67619,0.493333,89,50,0.499276,0
Qq2k3k3v50v50m700s4,1,1.501429,50,0.973684,0.506667,20.72,87,0.115714,100,50,3,0.648254,0.509048,81,50,0.507049,0
Qq2k3k3v50v50m700s5,1,1.502857,50,0.996198,0.500952,20.96,77,0.121429,100,50,3,0.662857,0.501587,85,50,0.501901,0
Qq2k3k3v50v50m700s6,1,1.544286,50,1.019231,0.495238,21.2,77,0.118571,100,50,3,0.659683,0.498571,83,50,0.510096,0
Qq2k3k3v50v50m700s7,1,1.477143,50,0.984877,0.50381,20.84,88,0.121429,100,50,3,0.666667,0.50254,85,50,0.496219,0
Qq2k3k3v50v50m700s8,1,1.524286,50,1.022147,0.494524,21.23,65,0.134286,100,50,3,0.670476,0.495397,94,50,0.502648,0
Qq2k3k3v50v50m700s9,1,1.477143,50,0.990521,0.502381,20.9,76,0.117143,100,50,3,0.670476,0.500635,82,50,0.494787,0
Qq2k3k3v50v50m800s10,1,1.51875,50,1.009209,0.497708,24.11,88,0.11,100,50,3,0.664444,0.499028,88,50,0.503977,0
Qq2k3k3v50v50m800s1,1,1.47125,50,0.997503,0.500625,23.97,85,0.095,100,50,3,0.677778,0.497639,76,50,0.491053,0
Qq2k3k3v50v50m800s2,1,1.45875,50,0.962388,0.509583,23.54,103,0.10875,100,50,3,0.659444,0.508194,87,50,0.495912,0
Qq2k3k3v50v50m800s3,1,1.5075,50,1.036487,0.491042,24.43,91,0.13125,100,50,3,0.687222,0.488889,105,50,0.493424,0
Qq2k3k3v50v50m800s4,1,1.505,50,0.987578,0.503125,23.85,103,0.125,100,50,3,0.656111,0.504722,100,50,0.504762,0
Qq2k3k3v50v50m800s5,1,1.48875,50,0.984291,0.503958,23.81,86,0.1125,100,50,3,0.661111,0.504028,90,50,0.500207,0
Qq2k3k3v50v50m800s6,1,1.54,50,1.029598,0.492708,24.35,84,0.1225,100,50,3,0.668333,0.494722,98,50,0.506131,0
Qq2k3k3v50v50m800s7,1,1.47625,50,0.981833,0.504583,23.78,99,0.115,100,50,3,0.665,0.503472,92,50,0.496697,0
Qq2k3k3v50v50m800s8,1,1.51875,50,1.017654,0.495625,24.21,76,0.125,100,50,3,0.67,0.49625,100,50,0.501892,0
Qq2k3k3v50v50m800s9,1,1.4725,50,0.981833,0.504583,23.78,88,0.115,100,50,3,0.666667,0.503056,92,50,0.495458,0
Qq2k3k3v50v50m900s10,1,1.516667,50,1.014174,0.496481,27.19,94,0.111111,100,50,3,0.668642,0.49716,100,50,0.502051,0
Qq2k3k3v50v50m900s1,1,1.486667,50,1.004454,0.498889,27.06,94,0.1,100,50,3,0.675556,0.497037,90,50,0.494432,0
Qq2k3k3v50v50m900s2,1,1.468889,50,0.972243,0.507037,26.62,110,0.111111,100,50,3,0.661728,0.505926,100,50,0.496713,0
Qq2k3k3v50v50m900s3,1,1.498889,50,1.020958,0.494815,27.28,104,0.125556,100,50,3,0.680988,0.492963,113,50,0.494386,0
Qq2k3k3v50v50m900s4,1,1.521111,50,0.99778,0.500556,26.97,110,0.125556,100,50,3,0.655802,0.503086,113,50,0.507584,0
Qq2k3k3v50v50m900s5,1,1.48,50,0.978022,0.505556,26.7,103,0.112222,100,50,3,0.660741,0.505185,101,50,0.498901,0
Qq2k3k3v50v50m900s6,1,1.547778,50,1.034665,0.491481,27.46,100,0.131111,100,50,3,0.668148,0.493951,118,50,0.507536,0
Qq2k3k3v50v50m900s7,1,1.481111,50,0.986755,0.503333,26.82,112,0.114444,100,50,3,0.666173,0.502346,103,50,0.497057,0
Qq2k3k3v50v50m900s8,1,1.517778,50,1.021715,0.49463,27.29,82,0.121111,100,50,3,0.673086,0.494815,109,50,0.500562,0
Qq2k3k3v50v50m900s9,1,1.474444,50,0.983835,0.504074,26.78,97,0.111111,100,50,3,0.66716,0.502593,100,50,0.495591,0
qshifter_3,1,2,8,1,0.5,16.842105,16,0.125,19,8,1,0.395833,0.5,16,11,0.2,0
qshifter_4,1,2.5,16,1,0.5,42.666667,32,0.0625,36,16,1,0.321429,0.5,32,20,0.166667,0
qshifter_5,1,3,32,1,0.5,103.884058,64,0.03125,69,32,1,0.269531,0.5,64,37,0.142857,0
qshifter_6,1,3.5,64,1,0.5,244.537313,128,0.015625,134,64,1,0.232639,0.5,128,70,0.125,0
qshifter_7,1,4,128,1,0.5,560.669202,256,0.007813,263,128,1,0.205469,0.5,256,135,0.111111,0
qshifter_8,1,4.5,256,1,0.5,1260.307692,512,0.003906,520,256,1,0.184659,0.5,512,264,0.1,0
rankfunc10_unsigned_64,1,0.158612,2000,0.874148,0.533576,3.128103,3332,0.670207,2256,2000,2.361126,0.48824,0.535689,3786,256,0.889013,2625
rankfunc11_signed_32,1,0.16148,1653,0.904552,0.525058,3.338753,2716,0.678722,1845,1653,2.404121,0.493222,0.526635,3228,192,0.887225,1962
rankfunc12_unsigned_16,1,0.13545,676,0.91707,0.521629,3.332432,1079,0.686772,740,676,2.456614,0.493821,0.52276,1298,64,0.904797,762
rankfunc14_signed_64,1,0.125521,2966,0.895796,0.527483,3.247052,4687,0.668424,3222,2966,2.462981,0.485514,0.528816,5453,256,0.912321,3392
rankfunc15_unsigned_32,1,0.161919,3672,0.915858,0.521959,3.392233,6189,0.664824,4120,3672,2.415667,0.499575,0.523339,7095,448,0.886763,4420
rankfunc16_signed_64,1,0.149321,8567,0.899491,0.526457,3.266512,13789,0.667694,9463,8567,2.420965,0.489286,0.527994,16026,896,0.895708,9916
rankfunc17_unsigned_16,1,0.186725,1420,0.894611,0.527813,3.243797,2398,0.672745,1612,1420,2.318989,0.491381,0.529886,2767,192,0.868606,1803
rankfunc18_signed_64,1,0.207727,7467,0.90075,0.526108,3.345284,12546,0.661723,8619,7467,2.327323,0.497242,0.528248,14679,1152,0.856045,8958
rankfunc19_unsigned_16,1,0.148148,2050,0.924903,0.519507,3.444591,3850,0.653274,2274,2050,2.39914,0.49948,0.520641,3951,224,0.894202,2632
rankfunc1_signed_32,1,0.169178,2585,0.916884,0.52168,3.394836,4394,0.677108,2905,2585,2.38673,0.498727,0.523115,5123,320,0.880997,3050
rankfunc20_unsigned_32,1,0.164766,1843,0.916281,0.521844,3.300619,3506,0.664399,2099,1843,2.334866,0.505398,0.523284,3613,256,0.881497,2583
rankfunc21_signed_16,1,0.157369,2216,0.911031,0.523278,3.454693,3669,0.657292,2472,2216,2.438297,0.496405,0.524689,4277,256,0.890762,2495
rankfunc22_unsigned_32,1,0.170137,1518,0.898342,0.526776,3.421053,2555,0.673239,1710,1518,2.398316,0.493771,0.528549,3039,192,0.882064,1819
rankfunc23_signed_64,1,0.157619,3149,0.904801,0.524989,3.41919,5491,0.671271,3533,3149,2.40786,0.496748,0.526524,6269,384,0.889746,3895
rankfunc24_unsigned_64,1,0.157862,3150,0.916422,0.521806,3.530843,5816,0.676773,3534,3150,2.366084,0.499873,0.52317,6585,384,0.887192,4218
rankfunc25_signed_64,1,0.124741,2962,0.911053,0.523272,3.265693,4996,0.671215,3218,2962,2.435863,0.490236,0.524405,5510,256,0.911227,3579
rankfunc26_unsigned_32,1,0.133961,3184,0.912863,0.522777,3.515982,5619,0.678388,3504,3184,2.433909,0.495172,0.523965,6482,320,0.905157,3900
rankfunc27_signed_64,1,0.161412,2062,0.934428,0.516949,3.534944,4033,0.676072,2318,2062,2.35104,0.505688,0.518038,4289,256,0.883225,2876
rankfunc28_unsigned_16,1,0.183513,998,0.904891,0.524965,3.269982,1491,0.654839,1126,998,2.411111,0.49407,0.52673,1827,128,0.874171,1012
rankfunc29_signed_16,1,0.102564,936,0.915046,0.522181,3.199,1536,0.664663,1000,936,2.477163,0.48831,0.523063,1659,64,0.926773,1065
rankfunc2_unsigned_64,1,0.148298,2314,0.919374,0.521003,3.380934,4473,0.684142,2570,2314,2.330485,0.49737,0.52226,4724,256,0.891652,3319
rankfunc30_signed_64,1,0.1321,8945,0.898701,0.526676,3.220201,14016,0.650677,9841,8945,2.49967,0.491652,0.528015,15762,896,0.909251,9659
rankfunc31_unsigned_16,1,0.118711,1546,0.91174,0.523084,3.307646,2725,0.64549,1674,1546,2.45444,0.490272,0.524148,2784,128,0.915692,1911
rankfunc32_signed_64,1,0.102588,5979,0.93991,0.515488,3.525497,11495,0.641287,6491,5979,2.498683,0.503932,0.516099,11202,512,0.926398,7545
rankfunc33_unsigned_32,1,0.093125,1911,0.926912,0.518965,3.501717,3312,0.699527,2039,1911,2.513459,0.493472,0.519643,3846,128,0.933532,2239
rankfunc34_signed_32,1,0.112989,1353,0.919971,0.520841,3.43079,2509,0.675914,1481,1353,2.448424,0.499341,0.521761,2680,128,0.918885,1777
rankfunc35_unsigned_32,1,0.136188,2390,0.952744,0.5121,3.726002,4941,0.644235,2646,2390,2.415082,0.509896,0.512746,4844,256,0.901044,3244
rankfunc36_signed_64,1,0.150458,1739,0.926708,0.51902,3.501339,3332,0.673553,1867,1739,2.347885,0.482825,0.520165,3456,128,0.890559,2361
