@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 8'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC

@DATA
k_t4p_p-20-shuffled,1,0.162252,54.333333,0.978713,0.505379,3.94347,3374,0.675083,1539
k_t4p_p-21-shuffled,1,0.162184,54.785714,0.978428,0.505452,3.946551,3531,0.674842,1609
k_t4p_p-4-shuffled,1,0.166667,35.909091,0.997464,0.500635,3.754177,862,0.690705,419
k_t4p_p-8-shuffled,1,0.164179,44.2,0.986828,0.503315,3.858369,1490,0.681903,699
lognBWLARGEB1-shuffled,1,0.002909,935,0.034371,0.966771,6.442544,177966,0.037863,1871
lut4_2_f2-shuffled,1,1.11435,31.5,1.116981,0.472371,21.142857,14,0.09417,70
lut4_AND_f1-shuffled,1,1.611852,33.5,0.939884,0.515495,30.226667,56,0.075556,75
lut4_XOR_fOR-shuffled,1,0.625,19,1.078329,0.481156,9.604651,44,0.184524,43
mutex-128-s,1,0.237546,11058,0.801584,0.555067,1.417286,10798,0.737312,11570
mutex-16-s,1,0.23946,1314,0.804124,0.554286,1.415094,1278,0.737493,1378
mutex-2-s,1,0.267717,96,0.842105,0.542857,1.384615,88,0.740157,104
mutex-32-s,1,0.238342,2706,0.802639,0.554742,1.416373,2638,0.737388,2834
mutex-4-s,1,0.247934,270,0.815416,0.550838,1.405594,258,0.738292,286
mutex-64-s,1,0.237807,5490,0.80193,0.55496,1.416986,5358,0.737337,5746
mutex-8-s,1,0.241916,618,0.807388,0.553285,1.412308,598,0.737725,650
ncf_16_32_8_d.10,1,0.339946,366,0.604159,0.62338,2.08427,4690,0.691259,2314
ncf_16_32_8_d.1,1,0.350279,366,0.605164,0.622989,2.08643,4717,0.701591,2314
ncf_16_32_8_d.2,1,0.341307,366,0.603974,0.623451,2.088591,4709,0.691895,2314
ncf_16_32_8_d.3,1,0.324141,366,0.601993,0.624223,2.089023,4656,0.674007,2314
ncf_16_32_8_d.4,1,0.332373,366,0.602791,0.623912,2.090752,4674,0.682239,2314
ncf_16_32_8_d.5,1,0.360033,366,0.606756,0.622372,2.08038,4706,0.712803,2314
ncf_16_32_8_d.6,1,0.348305,366,0.605934,0.62269,2.073898,4687,0.701809,2314
ncf_16_32_8_d.7,1,0.330982,366,0.603926,0.62347,2.07433,4661,0.683752,2314
ncf_16_32_8_d.8,1,0.325431,366,0.603707,0.623555,2.069144,4642,0.678935,2314
ncf_16_32_8_d.9,1,0.350895,366,0.60459,0.623212,2.094641,4737,0.700761,2314
ncf_16_32_8_edau.10,1,0.339946,366,0.604159,0.62338,2.08427,4690,0.691259,2314
ncf_16_32_8_edau.1,1,0.350279,366,0.605164,0.622989,2.08643,4717,0.701591,2314
ncf_16_32_8_edau.2,1,0.341307,366,0.603974,0.623451,2.088591,4709,0.691895,2314
ncf_16_32_8_edau.3,1,0.324141,366,0.601993,0.624223,2.089023,4656,0.674007,2314
ncf_16_32_8_edau.4,1,0.332373,366,0.602791,0.623912,2.090752,4674,0.682239,2314
ncf_16_32_8_edau.5,1,0.360033,366,0.606756,0.622372,2.08038,4706,0.712803,2314
ncf_16_32_8_edau.6,1,0.348305,366,0.605934,0.62269,2.073898,4687,0.701809,2314
ncf_16_32_8_edau.7,1,0.330982,366,0.603926,0.62347,2.07433,4661,0.683752,2314
ncf_16_32_8_edau.8,1,0.325431,366,0.603707,0.623555,2.069144,4642,0.678935,2314
ncf_16_32_8_edau.9,1,0.350895,366,0.60459,0.623212,2.094641,4737,0.700761,2314
ncf_16_32_8_euad.10,1,0.339946,366,0.604159,0.62338,2.08427,4690,0.691259,2314
ncf_16_32_8_euad.1,1,0.350279,366,0.605164,0.622989,2.08643,4717,0.701591,2314
ncf_16_32_8_euad.2,1,0.341307,366,0.603974,0.623451,2.088591,4709,0.691895,2314
ncf_16_32_8_euad.3,1,0.324141,366,0.601993,0.624223,2.089023,4656,0.674007,2314
ncf_16_32_8_euad.4,1,0.332373,366,0.602791,0.623912,2.090752,4674,0.682239,2314
ncf_16_32_8_euad.5,1,0.360033,366,0.606756,0.622372,2.08038,4706,0.712803,2314
ncf_16_32_8_euad.6,1,0.348305,366,0.605934,0.62269,2.073898,4687,0.701809,2314
ncf_16_32_8_euad.7,1,0.330982,366,0.603926,0.62347,2.07433,4661,0.683752,2314
ncf_16_32_8_euad.8,1,0.325431,366,0.603707,0.623555,2.069144,4642,0.678935,2314
ncf_16_32_8_euad.9,1,0.350895,366,0.60459,0.623212,2.094641,4737,0.700761,2314
ncf_16_32_8_u.10,1,0.339946,366,0.604159,0.62338,2.08427,4690,0.691259,2314
ncf_16_32_8_u.1,1,0.350279,366,0.605164,0.622989,2.08643,4717,0.701591,2314
ncf_16_32_8_u.2,1,0.341307,366,0.603974,0.623451,2.088591,4709,0.691895,2314
ncf_16_32_8_u.3,1,0.324141,366,0.601993,0.624223,2.089023,4656,0.674007,2314
ncf_16_32_8_u.4,1,0.332373,366,0.602791,0.623912,2.090752,4674,0.682239,2314
ncf_16_32_8_u.5,1,0.360033,366,0.606756,0.622372,2.08038,4706,0.712803,2314
ncf_16_32_8_u.6,1,0.348305,366,0.605934,0.62269,2.073898,4687,0.701809,2314
ncf_16_32_8_u.7,1,0.330982,366,0.603926,0.62347,2.07433,4661,0.683752,2314
ncf_16_32_8_u.8,1,0.325431,366,0.603707,0.623555,2.069144,4642,0.678935,2314
ncf_16_32_8_u.9,1,0.350895,366,0.60459,0.623212,2.094641,4737,0.700761,2314
ncf_8_16_4_d.10,1,0.315481,174.666667,0.624408,0.615609,1.793051,1162,0.643515,662
ncf_8_16_4_d.1,1,0.318901,174.666667,0.623954,0.615781,1.802115,1153,0.645296,662
ncf_8_16_4_d.2,1,0.302403,174.666667,0.620135,0.617233,1.805136,1149,0.627175,662
ncf_8_16_4_d.3,1,0.328893,174.666667,0.625654,0.615137,1.805136,1163,0.655287,662
ncf_8_16_4_d.4,1,0.328893,174.666667,0.625654,0.615137,1.805136,1163,0.655287,662
ncf_8_16_4_d.5,1,0.300418,174.666667,0.621849,0.61658,1.78852,1137,0.628452,662
ncf_8_16_4_d.6,1,0.315481,174.666667,0.624408,0.615609,1.793051,1147,0.643515,662
ncf_8_16_4_d.7,1,0.348876,174.666667,0.629066,0.613849,1.811178,1173,0.675271,662
ncf_8_16_4_d.8,1,0.315481,174.666667,0.624408,0.615609,1.793051,1147,0.643515,662
ncf_8_16_4_d.9,1,0.327258,174.666667,0.62435,0.615631,1.812689,1159,0.65203,662
ncf_8_16_4_edau.10,1,0.315481,174.666667,0.624408,0.615609,1.793051,1162,0.643515,662
ncf_8_16_4_edau.1,1,0.318901,174.666667,0.623954,0.615781,1.802115,1153,0.645296,662
ncf_8_16_4_edau.2,1,0.302403,174.666667,0.620135,0.617233,1.805136,1149,0.627175,662
ncf_8_16_4_edau.3,1,0.328893,174.666667,0.625654,0.615137,1.805136,1163,0.655287,662
ncf_8_16_4_edau.4,1,0.328893,174.666667,0.625654,0.615137,1.805136,1163,0.655287,662
ncf_8_16_4_edau.5,1,0.300418,174.666667,0.621849,0.61658,1.78852,1137,0.628452,662
ncf_8_16_4_edau.6,1,0.315481,174.666667,0.624408,0.615609,1.793051,1147,0.643515,662
ncf_8_16_4_edau.7,1,0.348876,174.666667,0.629066,0.613849,1.811178,1173,0.675271,662
ncf_8_16_4_edau.8,1,0.315481,174.666667,0.624408,0.615609,1.793051,1147,0.643515,662
ncf_8_16_4_edau.9,1,0.327258,174.666667,0.62435,0.615631,1.812689,1159,0.65203,662
ncf_8_16_4_euad.10,1,0.315481,174.666667,0.624408,0.615609,1.793051,1162,0.643515,662
ncf_8_16_4_euad.1,1,0.318901,174.666667,0.623954,0.615781,1.802115,1153,0.645296,662
ncf_8_16_4_euad.2,1,0.302403,174.666667,0.620135,0.617233,1.805136,1149,0.627175,662
ncf_8_16_4_euad.3,1,0.328893,174.666667,0.625654,0.615137,1.805136,1163,0.655287,662
ncf_8_16_4_euad.4,1,0.328893,174.666667,0.625654,0.615137,1.805136,1163,0.655287,662
ncf_8_16_4_euad.5,1,0.300418,174.666667,0.621849,0.61658,1.78852,1137,0.628452,662
ncf_8_16_4_euad.6,1,0.315481,174.666667,0.624408,0.615609,1.793051,1147,0.643515,662
ncf_8_16_4_euad.7,1,0.348876,174.666667,0.629066,0.613849,1.811178,1173,0.675271,662
ncf_8_16_4_euad.8,1,0.315481,174.666667,0.624408,0.615609,1.793051,1147,0.643515,662
ncf_8_16_4_euad.9,1,0.327258,174.666667,0.62435,0.615631,1.812689,1159,0.65203,662
ncf_8_16_4_u.10,1,0.315481,174.666667,0.624408,0.615609,1.793051,1162,0.643515,662
ncf_8_16_4_u.1,1,0.318901,174.666667,0.623954,0.615781,1.802115,1153,0.645296,662
ncf_8_16_4_u.2,1,0.302403,174.666667,0.620135,0.617233,1.805136,1149,0.627175,662
ncf_8_16_4_u.3,1,0.328893,174.666667,0.625654,0.615137,1.805136,1163,0.655287,662
ncf_8_16_4_u.4,1,0.328893,174.666667,0.625654,0.615137,1.805136,1163,0.655287,662
ncf_8_16_4_u.5,1,0.300418,174.666667,0.621849,0.61658,1.78852,1137,0.628452,662
ncf_8_16_4_u.6,1,0.315481,174.666667,0.624408,0.615609,1.793051,1147,0.643515,662
ncf_8_16_4_u.7,1,0.348876,174.666667,0.629066,0.613849,1.811178,1173,0.675271,662
ncf_8_16_4_u.8,1,0.315481,174.666667,0.624408,0.615609,1.793051,1147,0.643515,662
ncf_8_16_4_u.9,1,0.327258,174.666667,0.62435,0.615631,1.812689,1159,0.65203,662
nusmv.dme1-16.B-d4-shuffled,1,0.058006,639.5,0.750227,0.571355,2.407273,2379,0.574622,1375
nusmv.queue.B-d4-shuffled,1,0.084549,5362,0.750024,0.571421,2.843118,25864,0.613261,10970
nusmv.reactor^1.C-d4-shuffled,1,0.096924,4773,0.750027,0.57142,2.804476,19882,0.555318,9830
nusmv.reactor^2.C-d4-shuffled,1,0.095914,4810,0.750027,0.57142,2.80329,20029,0.55568,9908
nusmv.reactor^5.C-f4-shuffled,1,0.095635,4692,0.750028,0.57142,2.8012,19544,0.554169,9668
nusmv.syncarb10^2.B-f2,1,0.057918,479.5,0.750275,0.571339,2.730731,2133,0.618768,999
nusmv.syncarb10^2.B-f3,1,0.057967,682.5,0.750192,0.571366,2.767491,3056,0.616956,1415
nusmv.syncarb10^2.B-f4,1,0.057994,885.5,0.750147,0.571381,2.787548,3979,0.615987,1831
nusmv.syncarb5^2.B-f4-shuffled,1,0.078962,325.5,0.750406,0.571296,2.715125,1409,0.591671,681
nusmv.tcas^2.B-f2-shuffled,1,0.075651,4734,0.750028,0.57142,2.773398,19830,0.549012,9766
nusmv.tcas^4.B-f3-shuffled,1,0.079827,7602.5,0.750017,0.571423,2.804091,31989,0.544632,15645
nusmv.tcas-t^5.B-f2-shuffled,1,0.077295,5018.5,0.750026,0.57142,2.784754,21014,0.548496,10337
nusmv.tcas-t^6.B-f3-shuffled,1,0.078749,7947,0.750016,0.571423,2.811643,33502,0.547038,16336
par16-1-c-00-shuffled,1,0.317185,1106.5,0.683752,0.593912,2.325296,5075,0.577426,2530
par8-1-c-50-shuffled,1,0.354689,189,0.679924,0.595265,2.436652,932,0.558032,442
par8-2-90-shuffled,1,0.361144,763,0.688337,0.592299,2.27452,3715,0.583548,1876
par8-2-c-50-shuffled,1,0.354895,200,0.679335,0.595474,2.444444,985,0.560315,468
par8-3-c-00-shuffled,1,0.323466,260.5,0.684289,0.593722,2.323826,1201,0.573285,596
par8-3-c-90-shuffled,1,0.377422,194.5,0.674432,0.597218,2.55819,1003,0.557709,464
par8-4-90-shuffled,1,0.361463,765,0.68862,0.5922,2.269149,3717,0.583919,1880
par8-4-c-90-shuffled,1,0.379867,172.5,0.675,0.597015,2.555825,887,0.562203,412
par8-5-c-90-shuffled,1,0.37934,192.5,0.674087,0.597341,2.567391,995,0.558848,460
Qq2k3k3v100v100m1000s10,1,1.511,100,1.011398,0.497167,15.085,101,0.111,200
Qq2k3k3v100v100m1000s1,1,1.48,100,1.004678,0.498833,15.035,106,0.101,200
Qq2k3k3v100v100m1000s2,1,1.487,100,0.99005,0.5025,14.925,120,0.116,200
Qq2k3k3v100v100m1000s3,1,1.488,100,1.013423,0.496667,15.1,121,0.128,200
Qq2k3k3v100v100m1000s4,1,1.507,100,0.979545,0.505167,14.845,127,0.119,200
Qq2k3k3v100v100m1000s5,1,1.482,100,0.978892,0.505333,14.84,117,0.114,200
Qq2k3k3v100v100m1000s6,1,1.54,100,1.031144,0.492333,15.23,109,0.13,200
Qq2k3k3v100v100m1000s7,1,1.474,100,0.981506,0.504667,14.86,126,0.114,200
Qq2k3k3v100v100m1000s8,1,1.527,100,1.031144,0.492333,15.23,91,0.122,200
Qq2k3k3v100v100m1000s9,1,1.467,100,0.980198,0.505,14.85,110,0.11,200
Qq2k3k3v100v100m1200s10,1,1.5025,100,0.993355,0.501667,17.94,126,0.109167,200
Qq2k3k3v100v100m1200s1,1,1.4925,100,1.013423,0.496667,18.12,125,0.105,200
Qq2k3k3v100v100m1200s2,1,1.476667,100,0.988401,0.502917,17.895,153,0.118333,200
Qq2k3k3v100v100m1200s3,1,1.485,100,1.012297,0.496944,18.11,146,0.128333,200
Qq2k3k3v100v100m1200s4,1,1.5075,100,0.975309,0.50625,17.775,149,0.115,200
Qq2k3k3v100v100m1200s5,1,1.491667,100,0.978022,0.505556,17.8,137,0.114167,200
Qq2k3k3v100v100m1200s6,1,1.5275,100,1.023609,0.494167,18.21,131,0.126667,200
Qq2k3k3v100v100m1200s7,1,1.500833,100,1.002225,0.499444,18.02,141,0.115833,200
Qq2k3k3v100v100m1200s8,1,1.536667,100,1.055381,0.486528,18.485,103,0.125,200
Qq2k3k3v100v100m1200s9,1,1.459167,100,0.984564,0.503889,17.86,135,0.113333,200
Qq2k3k3v100v100m1400s10,1,1.514286,100,0.998097,0.500476,20.98,150,0.112143,200
Qq2k3k3v100v100m1400s1,1,1.468571,100,0.993355,0.501667,20.93,156,0.102857,200
Qq2k3k3v100v100m1400s2,1,1.465714,100,0.983003,0.504286,20.82,171,0.11,200
Qq2k3k3v100v100m1400s3,1,1.489286,100,1.008608,0.497857,21.09,171,0.127143,200
Qq2k3k3v100v100m1400s4,1,1.493571,100,0.973684,0.506667,20.72,171,0.111429,200
Qq2k3k3v100v100m1400s5,1,1.512857,100,0.999048,0.500238,20.99,161,0.120714,200
Qq2k3k3v100v100m1400s6,1,1.524286,100,1.015839,0.496071,21.165,155,0.125714,200
Qq2k3k3v100v100m1400s7,1,1.498571,100,1.011976,0.497024,21.125,159,0.118571,200
Qq2k3k3v100v100m1400s8,1,1.516429,100,1.030948,0.492381,21.32,127,0.115,200
Qq2k3k3v100v100m1400s9,1,1.451429,100,0.984408,0.503929,20.835,152,0.110714,200
Qq2k3k3v100v100m1600s10,1,1.506875,100,1,0.5,24,173,0.11125,200
Qq2k3k3v100v100m1600s1,1,1.47875,100,0.997503,0.500625,23.97,180,0.103125,200
Qq2k3k3v100v100m1600s2,1,1.456875,100,0.975309,0.50625,23.7,194,0.1075,200
Qq2k3k3v100v100m1600s3,1,1.49375,100,1.009629,0.497604,24.115,191,0.128125,200
Qq2k3k3v100v100m1600s4,1,1.5,100,0.981015,0.504792,23.77,188,0.10875,200
Qq2k3k3v100v100m1600s5,1,1.511875,100,1.00627,0.498438,24.075,180,0.12,200
Qq2k3k3v100v100m1600s6,1,1.51875,100,1.021904,0.494583,24.26,177,0.126875,200
Qq2k3k3v100v100m1600s7,1,1.50625,100,1.016807,0.495833,24.2,185,0.11875,200
Qq2k3k3v100v100m1600s8,1,1.5175,100,1.039082,0.490417,24.46,151,0.120625,200
Qq2k3k3v100v100m1600s9,1,1.461875,100,0.989637,0.502604,23.875,172,0.115625,200
Qq2k3k3v100v100m1800s10,1,1.505556,100,0.99446,0.501389,26.925,193,0.109444,200
Qq2k3k3v100v100m1800s1,1,1.491667,100,1.01005,0.4975,27.135,194,0.107222,200
Qq2k3k3v100v100m1800s2,1,1.457778,100,0.980198,0.505,26.73,213,0.106667,200
Qq2k3k3v100v100m1800s3,1,1.495,100,1.006689,0.498333,27.09,215,0.125,200
Qq2k3k3v100v100m1800s4,1,1.508333,100,0.98895,0.502778,26.85,209,0.111111,200
Qq2k3k3v100v100m1800s5,1,1.498889,100,0.987852,0.503056,26.835,211,0.115556,200
Qq2k3k3v100v100m1800s6,1,1.529444,100,1.024367,0.493981,27.325,200,0.123889,200
Qq2k3k3v100v100m1800s7,1,1.500556,100,1.020202,0.495,27.27,204,0.119444,200
Qq2k3k3v100v100m1800s8,1,1.513889,100,1.034281,0.491574,27.455,168,0.117222,200
Qq2k3k3v100v100m1800s9,1,1.462222,100,0.983835,0.504074,26.78,199,0.115,200
Qq2k3k3v100v100m2000s10,1,1.496,100,0.99071,0.502333,29.86,214,0.1075,200
Qq2k3k3v100v100m2000s1,1,1.4915,100,1.007025,0.49825,30.105,219,0.107,200
Qq2k3k3v100v100m2000s2,1,1.461,100,0.981506,0.504667,29.72,241,0.1095,200
Qq2k3k3v100v100m2000s3,1,1.483,100,0.998335,0.500417,29.975,239,0.12,200
Qq2k3k3v100v100m2000s4,1,1.503,100,0.982816,0.504333,29.74,236,0.11,200
Qq2k3k3v100v100m2000s5,1,1.5045,100,0.995676,0.501083,29.935,226,0.1155,200
Qq2k3k3v100v100m2000s6,1,1.5275,100,1.030113,0.492583,30.445,214,0.1225,200
Qq2k3k3v100v100m2000s7,1,1.4955,100,1.013761,0.496583,30.205,227,0.1195,200
Qq2k3k3v100v100m2000s8,1,1.511,100,1.032176,0.492083,30.475,183,0.115,200
Qq2k3k3v100v100m2000s9,1,1.4735,100,0.993024,0.50175,29.895,219,0.1165,200
Qq2k3k3v100v100m400s10,1,1.5,100,0.991701,0.502083,5.975,45,0.1025,200
Qq2k3k3v100v100m400s1,1,1.4825,100,1.030457,0.4925,6.09,42,0.11,200
Qq2k3k3v100v100m400s2,1,1.505,100,1.016807,0.495833,6.05,48,0.1175,200
Qq2k3k3v100v100m400s3,1,1.4925,100,1.02874,0.492917,6.085,49,0.1325,200
Qq2k3k3v100v100m400s4,1,1.4975,100,0.94332,0.514583,5.825,53,0.1125,200
Qq2k3k3v100v100m400s5,1,1.4825,100,0.968827,0.507917,5.905,46,0.1,200
Qq2k3k3v100v100m400s6,1,1.555,100,1.037351,0.490833,6.11,45,0.135,200
Qq2k3k3v100v100m400s7,1,1.4825,100,0.996672,0.500833,5.99,47,0.12,200
Qq2k3k3v100v100m400s8,1,1.515,100,0.983471,0.504167,5.95,39,0.1275,200
Qq2k3k3v100v100m400s9,1,1.5075,100,0.986755,0.503333,5.96,46,0.11,200
Qq2k3k3v100v100m600s10,1,1.505,100,1.002225,0.499444,9.01,68,0.106667,200
Qq2k3k3v100v100m600s1,1,1.478333,100,0.995565,0.501111,8.98,68,0.1,200
Qq2k3k3v100v100m600s2,1,1.468333,100,0.963993,0.509167,8.835,79,0.11,200
Qq2k3k3v100v100m600s3,1,1.515,100,1.01455,0.496389,9.065,69,0.121667,200
Qq2k3k3v100v100m600s4,1,1.51,100,0.974767,0.506389,8.885,74,0.116667,200
Qq2k3k3v100v100m600s5,1,1.51,100,0.995565,0.501111,8.98,63,0.116667,200
Qq2k3k3v100v100m600s6,1,1.553333,100,1.030457,0.4925,9.135,65,0.125,200
Qq2k3k3v100v100m600s7,1,1.485,100,0.992252,0.501944,8.965,73,0.116667,200
Qq2k3k3v100v100m600s8,1,1.535,100,1.021336,0.494722,9.095,51,0.131667,200
Qq2k3k3v100v100m600s9,1,1.503333,100,0.99889,0.500278,8.995,64,0.121667,200
Qq2k3k3v100v100m800s10,1,1.51875,100,1.009209,0.497708,12.055,88,0.11,200
Qq2k3k3v100v100m800s1,1,1.47125,100,0.997503,0.500625,11.985,85,0.095,200
Qq2k3k3v100v100m800s2,1,1.45875,100,0.962388,0.509583,11.77,103,0.10875,200
Qq2k3k3v100v100m800s3,1,1.5075,100,1.036487,0.491042,12.215,91,0.13125,200
Qq2k3k3v100v100m800s4,1,1.505,100,0.987578,0.503125,11.925,103,0.125,200
Qq2k3k3v100v100m800s5,1,1.48875,100,0.984291,0.503958,11.905,86,0.1125,200
Qq2k3k3v100v100m800s6,1,1.54,100,1.029598,0.492708,12.175,84,0.1225,200
Qq2k3k3v100v100m800s7,1,1.47625,100,0.981833,0.504583,11.89,99,0.115,200
Qq2k3k3v100v100m800s8,1,1.51875,100,1.017654,0.495625,12.105,76,0.125,200
Qq2k3k3v100v100m800s9,1,1.4725,100,0.981833,0.504583,11.89,88,0.115,200
Qq2k3k3v20v20m120s10,1,1.475,20,0.899736,0.526389,8.525,16,0.075,40
Qq2k3k3v20v20m120s1,1,1.508333,20,1.093023,0.477778,9.4,9,0.133333,40
Qq2k3k3v20v20m120s2,1,1.475,20,0.98895,0.502778,8.95,14,0.083333,40
Qq2k3k3v20v20m120s3,1,1.516667,20,1.03966,0.490278,9.175,14,0.141667,40
Qq2k3k3v20v20m120s4,1,1.383333,20,0.889764,0.529167,8.475,15,0.083333,40
Qq2k3k3v20v20m120s5,1,1.408333,20,0.914894,0.522222,8.6,12,0.083333,40
Qq2k3k3v20v20m120s6,1,1.458333,20,0.956522,0.511111,8.8,15,0.108333,40
Qq2k3k3v20v20m120s7,1,1.416667,20,0.978022,0.505556,8.9,11,0.125,40
Qq2k3k3v20v20m120s8,1,1.575,20,1.005571,0.498611,9.025,15,0.141667,40
Qq2k3k3v20v20m120s9,1,1.508333,20,0.978022,0.505556,8.9,12,0.1,40
Qq2k3k3v20v20m160s10,1,1.4625,20,0.923848,0.519792,11.525,20,0.08125,40
Qq2k3k3v20v20m160s1,1,1.51875,20,1.119205,0.471875,12.675,11,0.125,40
Qq2k3k3v20v20m160s2,1,1.45,20,0.979381,0.505208,11.875,22,0.1,40
Qq2k3k3v20v20m160s3,1,1.50625,20,1.004175,0.498958,12.025,20,0.125,40
Qq2k3k3v20v20m160s4,1,1.4375,20,0.908549,0.523958,11.425,20,0.08125,40
Qq2k3k3v20v20m160s5,1,1.45,20,0.912351,0.522917,11.45,17,0.06875,40
Qq2k3k3v20v20m160s6,1,1.44375,20,0.94332,0.514583,11.65,23,0.1,40
Qq2k3k3v20v20m160s7,1,1.475,20,1.012579,0.496875,12.075,13,0.13125,40
Qq2k3k3v20v20m160s8,1,1.5625,20,0.96319,0.509375,11.775,20,0.125,40
Qq2k3k3v20v20m160s9,1,1.4875,20,0.979381,0.505208,11.875,19,0.10625,40
Qq2k3k3v20v20m200s10,1,1.475,20,0.938611,0.515833,14.525,25,0.095,40
Qq2k3k3v20v20m200s1,1,1.51,20,1.061856,0.485,15.45,18,0.115,40
Qq2k3k3v20v20m200s2,1,1.44,20,0.973684,0.506667,14.8,27,0.095,40
Qq2k3k3v20v20m200s3,1,1.475,20,0.99005,0.5025,14.925,28,0.125,40
Qq2k3k3v20v20m200s4,1,1.51,20,0.95122,0.5125,14.625,23,0.095,40
Qq2k3k3v20v20m200s5,1,1.465,20,0.948052,0.513333,14.6,21,0.08,40
Qq2k3k3v20v20m200s6,1,1.48,20,0.954397,0.511667,14.65,27,0.1,40
Qq2k3k3v20v20m200s7,1,1.48,20,1.01005,0.4975,15.075,19,0.135,40
Qq2k3k3v20v20m200s8,1,1.54,20,0.957586,0.510833,14.675,24,0.11,40
Qq2k3k3v20v20m200s9,1,1.495,20,0.983471,0.504167,14.875,25,0.12,40
Qq2k3k3v20v20m240s10,1,1.479167,20,0.945946,0.513889,17.5,27,0.0875,40
Qq2k3k3v20v20m240s1,1,1.520833,20,1.071942,0.482639,18.625,22,0.120833,40
Qq2k3k3v20v20m240s2,1,1.475,20,0.99446,0.501389,17.95,31,0.1,40
Qq2k3k3v20v20m240s3,1,1.483333,20,1.019635,0.495139,18.175,33,0.129167,40
Qq2k3k3v20v20m240s4,1,1.516667,20,0.94332,0.514583,17.475,28,0.108333,40
Qq2k3k3v20v20m240s5,1,1.466667,20,0.953867,0.511806,17.575,28,0.0875,40
Qq2k3k3v20v20m240s6,1,1.516667,20,0.986207,0.503472,17.875,29,0.108333,40
Qq2k3k3v20v20m240s7,1,1.516667,20,1.045455,0.488889,18.4,24,0.141667,40
Qq2k3k3v20v20m240s8,1,1.516667,20,0.953867,0.511806,17.575,27,0.1,40
Qq2k3k3v20v20m240s9,1,1.5,20,0.986207,0.503472,17.875,31,0.125,40
Qq2k3k3v20v20m280s10,1,1.485714,20,0.946698,0.51369,20.425,32,0.089286,40
Qq2k3k3v20v20m280s1,1,1.496429,20,1.058824,0.485714,21.6,30,0.117857,40
Qq2k3k3v20v20m280s2,1,1.517857,20,1.026538,0.493452,21.275,33,0.114286,40
Qq2k3k3v20v20m280s3,1,1.467857,20,1.014388,0.496429,21.15,36,0.121429,40
Qq2k3k3v20v20m280s4,1,1.535714,20,0.981132,0.504762,20.8,29,0.117857,40
Qq2k3k3v20v20m280s5,1,1.446429,20,0.962617,0.509524,20.6,31,0.089286,40
Qq2k3k3v20v20m280s6,1,1.510714,20,1.021661,0.494643,21.225,32,0.128571,40
Qq2k3k3v20v20m280s7,1,1.496429,20,1.024096,0.494048,21.25,28,0.128571,40
Qq2k3k3v20v20m280s8,1,1.532143,20,0.992883,0.501786,20.925,27,0.117857,40
Qq2k3k3v20v20m280s9,1,1.496429,20,0.990521,0.502381,20.9,35,0.121429,40
Qq2k3k3v20v20m320s10,1,1.49375,20,0.983471,0.504167,23.8,34,0.09375,40
Qq2k3k3v20v20m320s1,1,1.478125,20,1.036055,0.491146,24.425,34,0.11875,40
Qq2k3k3v20v20m320s2,1,1.4875,20,1.016807,0.495833,24.2,36,0.109375,40
Qq2k3k3v20v20m320s3,1,1.48125,20,1.036055,0.491146,24.425,40,0.134375,40
Qq2k3k3v20v20m320s4,1,1.50625,20,0.947262,0.513542,23.35,38,0.1125,40
Qq2k3k3v20v20m320s5,1,1.478125,20,0.967213,0.508333,23.6,37,0.09375,40
Qq2k3k3v20v20m320s6,1,1.515625,20,1.010471,0.497396,24.125,37,0.128125,40
Qq2k3k3v20v20m320s7,1,1.50625,20,1.036055,0.491146,24.425,33,0.128125,40
Qq2k3k3v20v20m320s8,1,1.540625,20,1.00627,0.498438,24.075,31,0.13125,40
Qq2k3k3v20v20m320s9,1,1.475,20,0.983471,0.504167,23.8,38,0.1125,40
Qq2k3k3v20v20m360s10,1,1.491667,20,0.99446,0.501389,26.925,40,0.102778,40
Qq2k3k3v20v20m360s1,1,1.463889,20,1.013048,0.496759,27.175,37,0.111111,40
Qq2k3k3v20v20m360s2,1,1.513889,20,1.022472,0.494444,27.3,42,0.113889,40
Qq2k3k3v20v20m360s3,1,1.486111,20,1.026266,0.493519,27.35,45,0.130556,40
Qq2k3k3v20v20m360s4,1,1.5,20,0.940701,0.515278,26.175,45,0.105556,40
Qq2k3k3v20v20m360s5,1,1.480556,20,0.978022,0.505556,26.7,42,0.1,40
Qq2k3k3v20v20m360s6,1,1.536111,20,1.030075,0.492593,27.4,40,0.133333,40
Qq2k3k3v20v20m360s7,1,1.491667,20,1.014925,0.496296,27.2,40,0.125,40
