@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC

@DATA
nmr_10_10_3.minion,1,0,1,100,100,100,0.04141,0.04141,2043,0.99,84.6,0.99,1,0.99,0.99,36,0.442616
nmr_10_10_4.minion,1,0,1,100,100,100,0.04141,0.04141,2043,0.99,84.6,0.99,1,0.99,0.99,20,0.442616
nmr_10_10_5.minion,1,0,1,100,100,100,0.04141,0.04141,2043,0.99,84.6,0.99,1,0.99,0.99,11,0.442616
nmr_10_11_3.minion,1,0,1,110,110,110,0.037537,0.037537,2494,0.990909,93.618182,0.990909,1,0.990909,0.990909,36,0.436506
nmr_10_11_4.minion,1,0,1,110,110,110,0.037537,0.037537,2494,0.990909,93.618182,0.990909,1,0.990909,0.990909,20,0.436506
nmr_10_11_5.minion,1,0,1,110,110,110,0.037537,0.037537,2494,0.990909,93.618182,0.990909,1,0.990909,0.990909,11,0.436506
nmr_10_12_3.minion,1,0,1,120,120,120,0.034326,0.034326,2990,0.991667,102.633333,0.991667,1,0.991667,0.991667,36,0.431409
nmr_10_12_4.minion,1,0,1,120,120,120,0.034326,0.034326,2990,0.991667,102.633333,0.991667,1,0.991667,0.991667,20,0.431409
nmr_10_12_5.minion,1,0,1,120,120,120,0.034326,0.034326,2990,0.991667,102.633333,0.991667,1,0.991667,0.991667,11,0.431409
nmr_10_5_3.minion,1,0,1,50,50,50,0.085097,0.085097,463,0.98,39.4,0.98,1,0.98,0.98,36,0.509441
nmr_10_5_4.minion,1,0,1,50,50,50,0.085097,0.085097,463,0.98,39.4,0.98,1,0.98,0.98,20,0.509441
nmr_10_5_5.minion,1,0,1,50,50,50,0.085097,0.085097,463,0.98,39.4,0.98,1,0.98,0.98,11,0.509441
nmr_10_6_3.minion,1,0,1,60,60,60,0.070343,0.070343,689,0.983333,48.466667,0.983333,1,0.983333,0.983333,36,0.48725
nmr_10_6_4.minion,1,0,1,60,60,60,0.070343,0.070343,689,0.983333,48.466667,0.983333,1,0.983333,0.983333,20,0.48725
nmr_10_6_5.minion,1,0,1,60,60,60,0.070343,0.070343,689,0.983333,48.466667,0.983333,1,0.983333,0.983333,11,0.48725
nmr_10_7_3.minion,1,0,1,70,70,70,0.059911,0.059911,960,0.985714,57.514286,0.985714,1,0.985714,0.985714,36,0.471348
nmr_10_7_4.minion,1,0,1,70,70,70,0.059911,0.059911,960,0.985714,57.514286,0.985714,1,0.985714,0.985714,20,0.471348
nmr_10_7_5.minion,1,0,1,70,70,70,0.059911,0.059911,960,0.985714,57.514286,0.985714,1,0.985714,0.985714,11,0.471348
nmr_10_8_3.minion,1,0,1,80,80,80,0.052155,0.052155,1276,0.9875,66.55,0.9875,1,0.9875,0.9875,36,0.459393
nmr_10_8_4.minion,1,0,1,80,80,80,0.052155,0.052155,1276,0.9875,66.55,0.9875,1,0.9875,0.9875,20,0.459393
nmr_10_8_5.minion,1,0,1,80,80,80,0.052155,0.052155,1276,0.9875,66.55,0.9875,1,0.9875,0.9875,11,0.459393
nmr_10_9_3.minion,1,0,1,90,90,90,0.046168,0.046168,1637,0.988889,75.577778,0.988889,1,0.988889,0.988889,36,0.450078
nmr_10_9_4.minion,1,0,1,90,90,90,0.046168,0.046168,1637,0.988889,75.577778,0.988889,1,0.988889,0.988889,20,0.450078
nmr_10_9_5.minion,1,0,1,90,90,90,0.046168,0.046168,1637,0.988889,75.577778,0.988889,1,0.988889,0.988889,11,0.450078
nmr_11_10_3.minion,1,0,1,110,110,110,0.037537,0.037537,2494,0.990909,93.618182,0.990909,1,0.990909,0.990909,36,0.436506
nmr_11_10_4.minion,1,0,1,110,110,110,0.037537,0.037537,2494,0.990909,93.618182,0.990909,1,0.990909,0.990909,20,0.436506
nmr_11_10_5.minion,1,0,1,110,110,110,0.037537,0.037537,2494,0.990909,93.618182,0.990909,1,0.990909,0.990909,11,0.436506
nmr_11_11_3.minion,1,0,1,121,121,121,0.034035,0.034035,3045,0.991736,103.636364,0.991736,1,0.991736,0.991736,36,0.4309
nmr_11_11_4.minion,1,0,1,121,121,121,0.034035,0.034035,3045,0.991736,103.636364,0.991736,1,0.991736,0.991736,20,0.4309
nmr_11_11_5.minion,1,0,1,121,121,121,0.034035,0.034035,3045,0.991736,103.636364,0.991736,1,0.991736,0.991736,11,0.4309
nmr_11_12_3.minion,1,0,1,132,132,132,0.031129,0.031129,3651,0.992424,113.651515,0.992424,1,0.992424,0.992424,36,0.426233
nmr_11_12_4.minion,1,0,1,132,132,132,0.031129,0.031129,3651,0.992424,113.651515,0.992424,1,0.992424,0.992424,20,0.426233
nmr_11_12_5.minion,1,0,1,132,132,132,0.031129,0.031129,3651,0.992424,113.651515,0.992424,1,0.992424,0.992424,11,0.426233
nmr_11_5_3.minion,1,0,1,55,55,55,0.076983,0.076983,564,0.981818,43.418182,0.981818,1,0.981818,0.981818,36,0.498429
nmr_11_5_4.minion,1,0,1,55,55,55,0.076983,0.076983,564,0.981818,43.418182,0.981818,1,0.981818,0.981818,20,0.498429
nmr_11_5_5.minion,1,0,1,55,55,55,0.076983,0.076983,564,0.981818,43.418182,0.981818,1,0.981818,0.981818,11,0.498429
nmr_11_6_3.minion,1,0,1,66,66,66,0.063672,0.063672,840,0.984848,53.484848,0.984848,1,0.984848,0.984848,36,0.477733
nmr_11_6_4.minion,1,0,1,66,66,66,0.063672,0.063672,840,0.984848,53.484848,0.984848,1,0.984848,0.984848,20,0.477733
nmr_11_6_5.minion,1,0,1,66,66,66,0.063672,0.063672,840,0.984848,53.484848,0.984848,1,0.984848,0.984848,11,0.477733
nmr_11_7_3.minion,1,0,1,77,77,77,0.054255,0.054255,1171,0.987013,63.532468,0.987013,1,0.987013,0.987013,36,0.462985
nmr_11_7_4.minion,1,0,1,77,77,77,0.054255,0.054255,1171,0.987013,63.532468,0.987013,1,0.987013,0.987013,20,0.462985
nmr_11_7_5.minion,1,0,1,77,77,77,0.054255,0.054255,1171,0.987013,63.532468,0.987013,1,0.987013,0.987013,11,0.462985
nmr_11_8_3.minion,1,0,1,88,88,88,0.04725,0.04725,1557,0.988636,73.568182,0.988636,1,0.988636,0.988636,36,0.451942
nmr_11_8_4.minion,1,0,1,88,88,88,0.04725,0.04725,1557,0.988636,73.568182,0.988636,1,0.988636,0.988636,20,0.451942
nmr_11_8_5.minion,1,0,1,88,88,88,0.04725,0.04725,1557,0.988636,73.568182,0.988636,1,0.988636,0.988636,11,0.451942
nmr_11_9_3.minion,1,0,1,99,99,99,0.04184,0.04184,1998,0.989899,83.59596,0.989899,1,0.989899,0.989899,36,0.443363
nmr_11_9_4.minion,1,0,1,99,99,99,0.04184,0.04184,1998,0.989899,83.59596,0.989899,1,0.989899,0.989899,20,0.443363
nmr_11_9_5.minion,1,0,1,99,99,99,0.04184,0.04184,1998,0.989899,83.59596,0.989899,1,0.989899,0.989899,11,0.443363
nmr_12_10_3.minion,1,0,1,120,120,120,0.034326,0.034326,2990,0.991667,102.633333,0.991667,1,0.991667,0.991667,36,0.431409
nmr_12_10_4.minion,1,0,1,120,120,120,0.034326,0.034326,2990,0.991667,102.633333,0.991667,1,0.991667,0.991667,20,0.431409
nmr_12_10_5.minion,1,0,1,120,120,120,0.034326,0.034326,2990,0.991667,102.633333,0.991667,1,0.991667,0.991667,11,0.431409
nmr_12_11_3.minion,1,0,1,132,132,132,0.031129,0.031129,3651,0.992424,113.651515,0.992424,1,0.992424,0.992424,36,0.426233
nmr_12_11_4.minion,1,0,1,132,132,132,0.031129,0.031129,3651,0.992424,113.651515,0.992424,1,0.992424,0.992424,20,0.426233
nmr_12_11_5.minion,1,0,1,132,132,132,0.031129,0.031129,3651,0.992424,113.651515,0.992424,1,0.992424,0.992424,11,0.426233
nmr_12_12_3.minion,1,0,1,144,144,144,0.028476,0.028476,4378,0.993056,124.666667,0.993056,1,0.993056,0.993056,36,0.421927
nmr_12_12_4.minion,1,0,1,144,144,144,0.028476,0.028476,4378,0.993056,124.666667,0.993056,1,0.993056,0.993056,20,0.421927
nmr_12_12_5.minion,1,0,1,144,144,144,0.028476,0.028476,4378,0.993056,124.666667,0.993056,1,0.993056,0.993056,11,0.421927
nmr_12_5_3.minion,1,0,1,60,60,60,0.070272,0.070272,675,0.983333,47.433333,0.983333,1,0.983333,0.983333,36,0.489077
nmr_12_5_4.minion,1,0,1,60,60,60,0.070272,0.070272,675,0.983333,47.433333,0.983333,1,0.983333,0.983333,20,0.489077
nmr_12_5_5.minion,1,0,1,60,60,60,0.070272,0.070272,675,0.983333,47.433333,0.983333,1,0.983333,0.983333,11,0.489077
nmr_12_6_3.minion,1,0,1,72,72,72,0.058151,0.058151,1006,0.986111,58.5,0.986111,1,0.986111,0.986111,36,0.4697
nmr_12_6_4.minion,1,0,1,72,72,72,0.058151,0.058151,1006,0.986111,58.5,0.986111,1,0.986111,0.986111,20,0.4697
nmr_12_6_5.minion,1,0,1,72,72,72,0.058151,0.058151,1006,0.986111,58.5,0.986111,1,0.986111,0.986111,11,0.4697
nmr_12_7_3.minion,1,0,1,84,84,84,0.049571,0.049571,1403,0.988095,69.547619,0.988095,1,0.988095,0.988095,36,0.455955
nmr_12_7_4.minion,1,0,1,84,84,84,0.049571,0.049571,1403,0.988095,69.547619,0.988095,1,0.988095,0.988095,20,0.455955
nmr_12_7_5.minion,1,0,1,84,84,84,0.049571,0.049571,1403,0.988095,69.547619,0.988095,1,0.988095,0.988095,11,0.455955
nmr_12_8_3.minion,1,0,1,96,96,96,0.043185,0.043185,1866,0.989583,80.583333,0.989583,1,0.989583,0.989583,36,0.445698
nmr_12_8_4.minion,1,0,1,96,96,96,0.043185,0.043185,1866,0.989583,80.583333,0.989583,1,0.989583,0.989583,20,0.445698
nmr_12_8_5.minion,1,0,1,96,96,96,0.043185,0.043185,1866,0.989583,80.583333,0.989583,1,0.989583,0.989583,11,0.445698
nmr_12_9_3.minion,1,0,1,108,108,108,0.038251,0.038251,2395,0.990741,91.611111,0.990741,1,0.990741,0.990741,36,0.43775
nmr_12_9_4.minion,1,0,1,108,108,108,0.038251,0.038251,2395,0.990741,91.611111,0.990741,1,0.990741,0.990741,20,0.43775
nmr_12_9_5.minion,1,0,1,108,108,108,0.038251,0.038251,2395,0.990741,91.611111,0.990741,1,0.990741,0.990741,11,0.43775
nmr_5_10_3.minion,1,0,1,50,50,50,0.085097,0.085097,463,0.98,39.4,0.98,1,0.98,0.98,36,0.509441
nmr_5_10_4.minion,1,0,1,50,50,50,0.085097,0.085097,463,0.98,39.4,0.98,1,0.98,0.98,20,0.509441
nmr_5_10_5.minion,1,0,1,50,50,50,0.085097,0.085097,463,0.98,39.4,0.98,1,0.98,0.98,11,0.509441
nmr_5_11_3.minion,1,0,1,55,55,55,0.076983,0.076983,564,0.981818,43.418182,0.981818,1,0.981818,0.981818,36,0.498429
nmr_5_11_4.minion,1,0,1,55,55,55,0.076983,0.076983,564,0.981818,43.418182,0.981818,1,0.981818,0.981818,20,0.498429
nmr_5_11_5.minion,1,0,1,55,55,55,0.076983,0.076983,564,0.981818,43.418182,0.981818,1,0.981818,0.981818,11,0.498429
nmr_5_12_3.minion,1,0,1,60,60,60,0.070272,0.070272,675,0.983333,47.433333,0.983333,1,0.983333,0.983333,36,0.489077
nmr_5_12_4.minion,1,0,1,60,60,60,0.070272,0.070272,675,0.983333,47.433333,0.983333,1,0.983333,0.983333,20,0.489077
nmr_5_12_5.minion,1,0,1,60,60,60,0.070272,0.070272,675,0.983333,47.433333,0.983333,1,0.983333,0.983333,11,0.489077
nmr_5_5_3.minion,1,0,1,25,25,25,0.177778,0.177778,108,0.96,19.2,0.96,1,0.96,0.96,36,0.616459
nmr_5_5_4.minion,1,0,1,25,25,25,0.177778,0.177778,108,0.96,19.2,0.96,1,0.96,0.96,20,0.616459
nmr_5_5_5.minion,1,0,1,25,25,25,0.177778,0.177778,108,0.96,19.2,0.96,1,0.96,0.96,11,0.616459
nmr_5_6_3.minion,1,0,1,30,30,30,0.146331,0.146331,159,0.966667,23.266667,0.966667,1,0.966667,0.966667,36,0.583537
nmr_5_6_4.minion,1,0,1,30,30,30,0.146331,0.146331,159,0.966667,23.266667,0.966667,1,0.966667,0.966667,20,0.583537
nmr_5_6_5.minion,1,0,1,30,30,30,0.146331,0.146331,159,0.966667,23.266667,0.966667,1,0.966667,0.966667,11,0.583537
nmr_5_7_3.minion,1,0,1,35,35,35,0.124156,0.124156,220,0.971429,27.314286,0.971429,1,0.971429,0.971429,36,0.558378
nmr_5_7_4.minion,1,0,1,35,35,35,0.124156,0.124156,220,0.971429,27.314286,0.971429,1,0.971429,0.971429,20,0.558378
nmr_5_7_5.minion,1,0,1,35,35,35,0.124156,0.124156,220,0.971429,27.314286,0.971429,1,0.971429,0.971429,11,0.558378
nmr_5_8_3.minion,1,0,1,40,40,40,0.107732,0.107732,291,0.975,31.35,0.975,1,0.975,0.975,36,0.538572
nmr_5_8_4.minion,1,0,1,40,40,40,0.107732,0.107732,291,0.975,31.35,0.975,1,0.975,0.975,20,0.538572
nmr_5_8_5.minion,1,0,1,40,40,40,0.107732,0.107732,291,0.975,31.35,0.975,1,0.975,0.975,11,0.538572
nmr_5_9_3.minion,1,0,1,45,45,45,0.095102,0.095102,372,0.977778,35.377778,0.977778,1,0.977778,0.977778,36,0.522594
nmr_5_9_4.minion,1,0,1,45,45,45,0.095102,0.095102,372,0.977778,35.377778,0.977778,1,0.977778,0.977778,20,0.522594
nmr_5_9_5.minion,1,0,1,45,45,45,0.095102,0.095102,372,0.977778,35.377778,0.977778,1,0.977778,0.977778,11,0.522594
nmr_6_10_3.minion,1,0,1,60,60,60,0.070343,0.070343,689,0.983333,48.466667,0.983333,1,0.983333,0.983333,36,0.48725
nmr_6_10_4.minion,1,0,1,60,60,60,0.070343,0.070343,689,0.983333,48.466667,0.983333,1,0.983333,0.983333,20,0.48725
nmr_6_10_5.minion,1,0,1,60,60,60,0.070343,0.070343,689,0.983333,48.466667,0.983333,1,0.983333,0.983333,11,0.48725
nmr_6_11_3.minion,1,0,1,66,66,66,0.063672,0.063672,840,0.984848,53.484848,0.984848,1,0.984848,0.984848,36,0.477733
nmr_6_11_4.minion,1,0,1,66,66,66,0.063672,0.063672,840,0.984848,53.484848,0.984848,1,0.984848,0.984848,20,0.477733
nmr_6_11_5.minion,1,0,1,66,66,66,0.063672,0.063672,840,0.984848,53.484848,0.984848,1,0.984848,0.984848,11,0.477733
nmr_6_12_3.minion,1,0,1,72,72,72,0.058151,0.058151,1006,0.986111,58.5,0.986111,1,0.986111,0.986111,36,0.4697
nmr_6_12_4.minion,1,0,1,72,72,72,0.058151,0.058151,1006,0.986111,58.5,0.986111,1,0.986111,0.986111,20,0.4697
nmr_6_12_5.minion,1,0,1,72,72,72,0.058151,0.058151,1006,0.986111,58.5,0.986111,1,0.986111,0.986111,11,0.4697
nmr_6_5_3.minion,1,0,1,30,30,30,0.146331,0.146331,159,0.966667,23.266667,0.966667,1,0.966667,0.966667,36,0.583537
nmr_6_5_4.minion,1,0,1,30,30,30,0.146331,0.146331,159,0.966667,23.266667,0.966667,1,0.966667,0.966667,20,0.583537
nmr_6_5_5.minion,1,0,1,30,30,30,0.146331,0.146331,159,0.966667,23.266667,0.966667,1,0.966667,0.966667,11,0.583537
nmr_6_6_3.minion,1,0,1,36,36,36,0.120567,0.120567,235,0.972222,28.333333,0.972222,1,0.972222,0.972222,36,0.553051
nmr_6_6_4.minion,1,0,1,36,36,36,0.120567,0.120567,235,0.972222,28.333333,0.972222,1,0.972222,0.972222,20,0.553051
nmr_6_6_5.minion,1,0,1,36,36,36,0.120567,0.120567,235,0.972222,28.333333,0.972222,1,0.972222,0.972222,11,0.553051
nmr_6_7_3.minion,1,0,1,42,42,42,0.102396,0.102396,326,0.97619,33.380952,0.97619,1,0.97619,0.97619,36,0.530345
nmr_6_7_4.minion,1,0,1,42,42,42,0.102396,0.102396,326,0.97619,33.380952,0.97619,1,0.97619,0.97619,20,0.530345
nmr_6_7_5.minion,1,0,1,42,42,42,0.102396,0.102396,326,0.97619,33.380952,0.97619,1,0.97619,0.97619,11,0.530345
nmr_6_8_3.minion,1,0,1,48,48,48,0.088927,0.088927,432,0.979167,38.416667,0.979167,1,0.979167,0.979167,36,0.51274
nmr_6_8_4.minion,1,0,1,48,48,48,0.088927,0.088927,432,0.979167,38.416667,0.979167,1,0.979167,0.979167,20,0.51274
nmr_6_8_5.minion,1,0,1,48,48,48,0.088927,0.088927,432,0.979167,38.416667,0.979167,1,0.979167,0.979167,11,0.51274
nmr_6_9_3.minion,1,0,1,54,54,54,0.078561,0.078561,553,0.981481,43.444444,0.981481,1,0.981481,0.981481,36,0.498702
nmr_6_9_4.minion,1,0,1,54,54,54,0.078561,0.078561,553,0.981481,43.444444,0.981481,1,0.981481,0.981481,20,0.498702
nmr_6_9_5.minion,1,0,1,54,54,54,0.078561,0.078561,553,0.981481,43.444444,0.981481,1,0.981481,0.981481,11,0.498702
nmr_7_10_3.minion,1,0,1,70,70,70,0.059911,0.059911,960,0.985714,57.514286,0.985714,1,0.985714,0.985714,36,0.471348
nmr_7_10_4.minion,1,0,1,70,70,70,0.059911,0.059911,960,0.985714,57.514286,0.985714,1,0.985714,0.985714,20,0.471348
nmr_7_10_5.minion,1,0,1,70,70,70,0.059911,0.059911,960,0.985714,57.514286,0.985714,1,0.985714,0.985714,11,0.471348
nmr_7_11_3.minion,1,0,1,77,77,77,0.054255,0.054255,1171,0.987013,63.532468,0.987013,1,0.987013,0.987013,36,0.462985
nmr_7_11_4.minion,1,0,1,77,77,77,0.054255,0.054255,1171,0.987013,63.532468,0.987013,1,0.987013,0.987013,20,0.462985
nmr_7_11_5.minion,1,0,1,77,77,77,0.054255,0.054255,1171,0.987013,63.532468,0.987013,1,0.987013,0.987013,11,0.462985
nmr_7_12_3.minion,1,0,1,84,84,84,0.049571,0.049571,1403,0.988095,69.547619,0.988095,1,0.988095,0.988095,36,0.455955
nmr_7_12_4.minion,1,0,1,84,84,84,0.049571,0.049571,1403,0.988095,69.547619,0.988095,1,0.988095,0.988095,20,0.455955
nmr_7_12_5.minion,1,0,1,84,84,84,0.049571,0.049571,1403,0.988095,69.547619,0.988095,1,0.988095,0.988095,11,0.455955
nmr_7_5_3.minion,1,0,1,35,35,35,0.124156,0.124156,220,0.971429,27.314286,0.971429,1,0.971429,0.971429,36,0.558378
nmr_7_5_4.minion,1,0,1,35,35,35,0.124156,0.124156,220,0.971429,27.314286,0.971429,1,0.971429,0.971429,20,0.558378
nmr_7_5_5.minion,1,0,1,35,35,35,0.124156,0.124156,220,0.971429,27.314286,0.971429,1,0.971429,0.971429,11,0.558378
nmr_7_6_3.minion,1,0,1,42,42,42,0.102396,0.102396,326,0.97619,33.380952,0.97619,1,0.97619,0.97619,36,0.530345
nmr_7_6_4.minion,1,0,1,42,42,42,0.102396,0.102396,326,0.97619,33.380952,0.97619,1,0.97619,0.97619,20,0.530345
nmr_7_6_5.minion,1,0,1,42,42,42,0.102396,0.102396,326,0.97619,33.380952,0.97619,1,0.97619,0.97619,11,0.530345
nmr_7_7_3.minion,1,0,1,49,49,49,0.087039,0.087039,453,0.979592,39.428571,0.979592,1,0.979592,0.979592,36,0.50972
nmr_7_7_4.minion,1,0,1,49,49,49,0.087039,0.087039,453,0.979592,39.428571,0.979592,1,0.979592,0.979592,20,0.50972
nmr_7_7_5.minion,1,0,1,49,49,49,0.087039,0.087039,453,0.979592,39.428571,0.979592,1,0.979592,0.979592,11,0.50972
nmr_7_8_3.minion,1,0,1,56,56,56,0.075648,0.075648,601,0.982143,45.464286,0.982143,1,0.982143,0.982143,36,0.493942
nmr_7_8_4.minion,1,0,1,56,56,56,0.075648,0.075648,601,0.982143,45.464286,0.982143,1,0.982143,0.982143,20,0.493942
nmr_7_8_5.minion,1,0,1,56,56,56,0.075648,0.075648,601,0.982143,45.464286,0.982143,1,0.982143,0.982143,11,0.493942
nmr_7_9_3.minion,1,0,1,63,63,63,0.066873,0.066873,770,0.984127,51.492063,0.984127,1,0.984127,0.984127,36,0.481463
nmr_7_9_4.minion,1,0,1,63,63,63,0.066873,0.066873,770,0.984127,51.492063,0.984127,1,0.984127,0.984127,20,0.481463
nmr_7_9_5.minion,1,0,1,63,63,63,0.066873,0.066873,770,0.984127,51.492063,0.984127,1,0.984127,0.984127,11,0.481463
nmr_8_10_3.minion,1,0,1,80,80,80,0.052155,0.052155,1276,0.9875,66.55,0.9875,1,0.9875,0.9875,36,0.459393
nmr_8_10_4.minion,1,0,1,80,80,80,0.052155,0.052155,1276,0.9875,66.55,0.9875,1,0.9875,0.9875,20,0.459393
nmr_8_10_5.minion,1,0,1,80,80,80,0.052155,0.052155,1276,0.9875,66.55,0.9875,1,0.9875,0.9875,11,0.459393
nmr_8_11_3.minion,1,0,1,88,88,88,0.04725,0.04725,1557,0.988636,73.568182,0.988636,1,0.988636,0.988636,36,0.451942
nmr_8_11_4.minion,1,0,1,88,88,88,0.04725,0.04725,1557,0.988636,73.568182,0.988636,1,0.988636,0.988636,20,0.451942
nmr_8_11_5.minion,1,0,1,88,88,88,0.04725,0.04725,1557,0.988636,73.568182,0.988636,1,0.988636,0.988636,11,0.451942
nmr_8_12_3.minion,1,0,1,96,96,96,0.043185,0.043185,1866,0.989583,80.583333,0.989583,1,0.989583,0.989583,36,0.445698
nmr_8_12_4.minion,1,0,1,96,96,96,0.043185,0.043185,1866,0.989583,80.583333,0.989583,1,0.989583,0.989583,20,0.445698
nmr_8_12_5.minion,1,0,1,96,96,96,0.043185,0.043185,1866,0.989583,80.583333,0.989583,1,0.989583,0.989583,11,0.445698
nmr_8_5_3.minion,1,0,1,40,40,40,0.107732,0.107732,291,0.975,31.35,0.975,1,0.975,0.975,36,0.538572
nmr_8_5_4.minion,1,0,1,40,40,40,0.107732,0.107732,291,0.975,31.35,0.975,1,0.975,0.975,20,0.538572
nmr_8_5_5.minion,1,0,1,40,40,40,0.107732,0.107732,291,0.975,31.35,0.975,1,0.975,0.975,11,0.538572
nmr_8_6_3.minion,1,0,1,48,48,48,0.088927,0.088927,432,0.979167,38.416667,0.979167,1,0.979167,0.979167,36,0.51274
nmr_8_6_4.minion,1,0,1,48,48,48,0.088927,0.088927,432,0.979167,38.416667,0.979167,1,0.979167,0.979167,20,0.51274
nmr_8_6_5.minion,1,0,1,48,48,48,0.088927,0.088927,432,0.979167,38.416667,0.979167,1,0.979167,0.979167,11,0.51274
nmr_8_7_3.minion,1,0,1,56,56,56,0.075648,0.075648,601,0.982143,45.464286,0.982143,1,0.982143,0.982143,36,0.493942
nmr_8_7_4.minion,1,0,1,56,56,56,0.075648,0.075648,601,0.982143,45.464286,0.982143,1,0.982143,0.982143,20,0.493942
nmr_8_7_5.minion,1,0,1,56,56,56,0.075648,0.075648,601,0.982143,45.464286,0.982143,1,0.982143,0.982143,11,0.493942
nmr_8_8_3.minion,1,0,1,64,64,64,0.065789,0.065789,798,0.984375,52.5,0.984375,1,0.984375,0.984375,36,0.479654
nmr_8_8_4.minion,1,0,1,64,64,64,0.065789,0.065789,798,0.984375,52.5,0.984375,1,0.984375,0.984375,20,0.479654
nmr_8_8_5.minion,1,0,1,64,64,64,0.065789,0.065789,798,0.984375,52.5,0.984375,1,0.984375,0.984375,11,0.479654
nmr_8_9_3.minion,1,0,1,72,72,72,0.058189,0.058189,1023,0.986111,59.527778,0.986111,1,0.986111,0.986111,36,0.46844
nmr_8_9_4.minion,1,0,1,72,72,72,0.058189,0.058189,1023,0.986111,59.527778,0.986111,1,0.986111,0.986111,20,0.46844
nmr_8_9_5.minion,1,0,1,72,72,72,0.058189,0.058189,1023,0.986111,59.527778,0.986111,1,0.986111,0.986111,11,0.46844
nmr_9_10_3.minion,1,0,1,90,90,90,0.046168,0.046168,1637,0.988889,75.577778,0.988889,1,0.988889,0.988889,36,0.450078
nmr_9_10_4.minion,1,0,1,90,90,90,0.046168,0.046168,1637,0.988889,75.577778,0.988889,1,0.988889,0.988889,20,0.450078
nmr_9_10_5.minion,1,0,1,90,90,90,0.046168,0.046168,1637,0.988889,75.577778,0.988889,1,0.988889,0.988889,11,0.450078
nmr_9_11_3.minion,1,0,1,99,99,99,0.04184,0.04184,1998,0.989899,83.59596,0.989899,1,0.989899,0.989899,36,0.443363
nmr_9_11_4.minion,1,0,1,99,99,99,0.04184,0.04184,1998,0.989899,83.59596,0.989899,1,0.989899,0.989899,20,0.443363
nmr_9_11_5.minion,1,0,1,99,99,99,0.04184,0.04184,1998,0.989899,83.59596,0.989899,1,0.989899,0.989899,11,0.443363
nmr_9_12_3.minion,1,0,1,108,108,108,0.038251,0.038251,2395,0.990741,91.611111,0.990741,1,0.990741,0.990741,36,0.43775
nmr_9_12_4.minion,1,0,1,108,108,108,0.038251,0.038251,2395,0.990741,91.611111,0.990741,1,0.990741,0.990741,20,0.43775
nmr_9_12_5.minion,1,0,1,108,108,108,0.038251,0.038251,2395,0.990741,91.611111,0.990741,1,0.990741,0.990741,11,0.43775
nmr_9_5_3.minion,1,0,1,45,45,45,0.095102,0.095102,372,0.977778,35.377778,0.977778,1,0.977778,0.977778,36,0.522594
nmr_9_5_4.minion,1,0,1,45,45,45,0.095102,0.095102,372,0.977778,35.377778,0.977778,1,0.977778,0.977778,20,0.522594
nmr_9_5_5.minion,1,0,1,45,45,45,0.095102,0.095102,372,0.977778,35.377778,0.977778,1,0.977778,0.977778,11,0.522594
nmr_9_6_3.minion,1,0,1,54,54,54,0.078561,0.078561,553,0.981481,43.444444,0.981481,1,0.981481,0.981481,36,0.498702
nmr_9_6_4.minion,1,0,1,54,54,54,0.078561,0.078561,553,0.981481,43.444444,0.981481,1,0.981481,0.981481,20,0.498702
nmr_9_6_5.minion,1,0,1,54,54,54,0.078561,0.078561,553,0.981481,43.444444,0.981481,1,0.981481,0.981481,11,0.498702
nmr_9_7_3.minion,1,0,1,63,63,63,0.066873,0.066873,770,0.984127,51.492063,0.984127,1,0.984127,0.984127,36,0.481463
nmr_9_7_4.minion,1,0,1,63,63,63,0.066873,0.066873,770,0.984127,51.492063,0.984127,1,0.984127,0.984127,20,0.481463
nmr_9_7_5.minion,1,0,1,63,63,63,0.066873,0.066873,770,0.984127,51.492063,0.984127,1,0.984127,0.984127,11,0.481463
nmr_9_8_3.minion,1,0,1,72,72,72,0.058189,0.058189,1023,0.986111,59.527778,0.986111,1,0.986111,0.986111,36,0.46844
nmr_9_8_4.minion,1,0,1,72,72,72,0.058189,0.058189,1023,0.986111,59.527778,0.986111,1,0.986111,0.986111,20,0.46844
nmr_9_8_5.minion,1,0,1,72,72,72,0.058189,0.058189,1023,0.986111,59.527778,0.986111,1,0.986111,0.986111,11,0.46844
