@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC
@ATTRIBUTE v_avg_deg_vars NUMERIC
@ATTRIBUTE v_avg_dom_vars NUMERIC
@ATTRIBUTE c_avg_dom_cons NUMERIC
@ATTRIBUTE c_avg_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_dom_vars NUMERIC
@ATTRIBUTE d_ratio_array_cons NUMERIC
@ATTRIBUTE v_cv_dom_vars NUMERIC
@ATTRIBUTE gr_avg_deg_vg NUMERIC
@ATTRIBUTE c_ent_dom_cons NUMERIC
@ATTRIBUTE c_max_dom_cons NUMERIC
@ATTRIBUTE c_ent_domdeg_cons NUMERIC
@ATTRIBUTE v_ent_deg_vars NUMERIC
@ATTRIBUTE v_ent_dom_vars NUMERIC
@ATTRIBUTE d_bool_vars NUMERIC
@ATTRIBUTE c_cv_domdeg_cons NUMERIC
@ATTRIBUTE d_int_cons NUMERIC
@ATTRIBUTE c_max_domdeg_cons NUMERIC
@ATTRIBUTE v_sum_domdeg_vars NUMERIC
@ATTRIBUTE v_ent_domdeg_vars NUMERIC
@ATTRIBUTE c_cv_dom_cons NUMERIC
@ATTRIBUTE d_array_cons NUMERIC
@ATTRIBUTE v_intro_vars NUMERIC
@ATTRIBUTE v_def_vars NUMERIC
@ATTRIBUTE gr_ent_deg_vg NUMERIC
@ATTRIBUTE c_avg_deg_cons NUMERIC
@ATTRIBUTE c_logprod_deg_cons NUMERIC

@DATA
normalized-rand-2-40-25-180-500-73_ext.xml.mzn_AND_NODATA,1,0.035133,0.039409,27.341872,0.036574,0.960591,0.07897,54.683744,2.906404,2.152177,1.076089,2950,0.961552,1.539707,54.683744,0.251421,9.287712,0.251421,-861.193504,0.239575,975,0.365682,975,4.643856,80.154994,0.246222,0.365682,26685,975,975,6.369073,2,27752
normalized-rand-2-40-25-180-500-6_ext.xml.mzn_AND_NODATA,1,0.033967,0.040404,28.250505,0.035398,0.959596,0.089144,56.50101,2.929293,2.147484,1.073742,2900,0.962779,1.546043,56.50101,0.245325,9.287712,0.245325,-869.461186,0.244142,950,0.361319,950,4.643856,88.252545,0.257733,0.361319,26927,950,950,6.283084,2,27968
normalized-rand-2-40-25-180-500-70_ext.xml.mzn_AND_NODATA,1,0.035643,0.038462,26.976923,0.037069,0.961538,0.079553,53.953846,2.884615,2.153516,1.076758,3000,0.961113,1.533333,53.953846,0.253266,9.287712,0.253266,-828.956947,0.235193,1000,0.366211,1000,4.643856,82.735526,0.235193,0.366211,26965,1000,1000,6.502685,2,28056
normalized-rand-2-40-25-180-500-21_ext.xml.mzn_AND_NODATA,1,0.030704,0.038462,31.316346,0.031932,0.961538,0.067996,62.632692,2.884615,2.128887,1.064444,3000,0.966962,1.533333,62.632692,0.22157,9.287712,0.22157,-678.078514,0.235193,1000,0.337094,1000,4.643856,70.715856,0.235193,0.337094,31493,1000,1000,6.375977,2,32569
normalized-rand-2-40-25-180-500-49_ext.xml.mzn_AND_NODATA,1,0.033111,0.038462,29.039423,0.034436,0.961538,0.070087,58.078846,2.884615,2.140923,1.070462,3000,0.964107,1.533333,58.078846,0.237249,9.287712,0.237249,-755.958441,0.235193,1000,0.351871,1000,4.643856,72.890624,0.235193,0.351871,29117,1000,1000,6.153501,2,30201
normalized-rand-2-40-25-180-500-62_ext.xml.mzn_AND_NODATA,1,0.035232,0.038462,27.291346,0.036642,0.961538,0.072639,54.582692,2.884615,2.15149,1.075745,3000,0.961597,1.533333,54.582692,0.250713,9.287712,0.250713,-820.113327,0.235193,1000,0.363986,1000,4.643856,75.544487,0.235193,0.363986,27293,1000,1000,6.157984,2,28383
normalized-rand-2-40-19-443-230-fcd-50_ext.xml.mzn_AND_NODATA,1,0.023028,0.05,41.255,0.024239,0.95,0.071649,82.51,2.85,2.077154,1.038577,2280,0.976609,1.300022,82.51,0.162784,8.495855,0.162784,-51.817995,0.286397,760,0.241822,760,4.247928,57.319326,0.286397,0.241822,32232,760,760,6.069759,2,33004
normalized-rand-2-40-25-180-500-78_ext.xml.mzn_AND_NODATA,1,0.035596,0.039409,26.986207,0.037056,0.960591,0.085868,53.972414,2.906404,2.154449,1.077225,2950,0.961009,1.539707,53.972414,0.254281,9.287712,0.254281,-869.027971,0.239575,975,0.368149,975,4.643856,87.156503,0.246222,0.368149,26323,975,975,6.269818,2,27391
normalized-rand-2-40-25-180-500-85_ext.xml.mzn_AND_NODATA,1,0.036434,0.039409,26.365517,0.037928,0.960591,0.079921,52.731034,2.906404,2.15863,1.079315,2950,0.960016,1.539707,52.731034,0.259506,9.287712,0.259506,-885.692996,0.239575,975,0.372664,975,4.643856,81.119669,0.246222,0.372664,25691,975,975,6.178451,2,26761
normalized-rand-2-40-25-180-500-90_ext.xml.mzn_AND_NODATA,1,0.038516,0.038462,24.964423,0.040057,0.961538,0.080658,49.928846,2.884615,2.167856,1.083928,3000,0.957709,1.533333,49.928846,0.271052,9.287712,0.271052,-895.489777,0.235193,1000,0.38142,1000,4.643856,83.884739,0.235193,0.38142,24865,1000,1000,6.29743,2,25963
normalized-rand-2-40-25-180-500-94_ext.xml.mzn_AND_NODATA,1,0.036756,0.039409,26.13399,0.038264,0.960591,0.082504,52.26798,2.906404,2.16031,1.080155,2950,0.959625,1.539707,52.26798,0.261585,9.287712,0.261585,-898.061349,0.239575,975,0.374504,975,4.643856,83.741983,0.246222,0.374504,25455,975,975,6.357948,2,26526
normalized-rand-2-40-25-180-500-56_ext.xml.mzn_AND_NODATA,1,0.033562,0.038462,28.65,0.034904,0.961538,0.072452,57.3,2.884615,2.143083,1.071542,3000,0.963586,1.533333,57.3,0.240034,9.287712,0.240034,-765.316093,0.235193,1000,0.35434,1000,4.643856,75.350311,0.235193,0.35434,28711,1000,1000,6.288871,2,29796
normalized-rand-2-40-25-180-500-77_ext.xml.mzn_AND_NODATA,1,0.034193,0.039409,28.093596,0.035595,0.960591,0.082162,56.187192,2.906404,2.147339,1.073669,2950,0.962686,1.539707,56.187192,0.245318,9.287712,0.245318,-827.526981,0.239575,975,0.360139,975,4.643856,83.394371,0.246222,0.360139,27451,975,975,6.341384,2,28515
normalized-rand-2-40-25-180-500-54_ext.xml.mzn_AND_NODATA,1,0.033495,0.038462,28.706731,0.034835,0.961538,0.074484,57.413462,2.884615,2.142801,1.0714,3000,0.963658,1.533333,57.413462,0.239666,9.287712,0.239666,-770.948017,0.235193,1000,0.354049,1000,4.643856,77.463733,0.235193,0.354049,28770,1000,1000,6.47548,2,29855
normalized-rand-2-40-25-180-500-74_ext.xml.mzn_AND_NODATA,1,0.034292,0.038462,28.039423,0.035664,0.961538,0.071957,56.078846,2.884615,2.146699,1.073349,3000,0.962724,1.533333,56.078846,0.244656,9.287712,0.244656,-788.533312,0.235193,1000,0.358495,1000,4.643856,74.8356,0.235193,0.358495,28074,1000,1000,6.102382,2,29161
normalized-rand-2-40-25-180-500-59_ext.xml.mzn_AND_NODATA,1,0.035453,0.038462,27.121154,0.036872,0.961538,0.074026,54.242308,2.884615,2.152441,1.07622,3000,0.961356,1.533333,54.242308,0.25193,9.287712,0.25193,-820.588798,0.235193,1000,0.364922,1000,4.643856,76.987122,0.235193,0.364922,27116,1000,1000,6.178087,2,28206
normalized-rand-2-40-25-180-500-80_ext.xml.mzn_AND_NODATA,1,0.035675,0.038462,26.952885,0.037102,0.961538,0.075175,53.905769,2.884615,2.153653,1.076826,3000,0.961079,1.533333,53.905769,0.25344,9.287712,0.25344,-825.792662,0.235193,1000,0.366345,1000,4.643856,78.182116,0.235193,0.366345,26940,1000,1000,6.228699,2,28031
normalized-rand-2-40-25-180-500-86_ext.xml.mzn_AND_NODATA,1,0.036896,0.038462,26.060577,0.038372,0.961538,0.075598,52.121154,2.884615,2.15972,1.07986,3000,0.959635,1.533333,52.121154,0.261024,9.287712,0.261024,-859.304182,0.235193,1000,0.372895,1000,4.643856,78.621544,0.235193,0.372895,26009,1000,1000,6.087362,2,27103
normalized-rand-2-40-25-180-500-57_ext.xml.mzn_AND_NODATA,1,0.033107,0.038462,29.043269,0.034431,0.961538,0.076204,58.086538,2.884615,2.140905,1.070452,3000,0.964112,1.533333,58.086538,0.237225,9.287712,0.237225,-755.81113,0.235193,1000,0.351852,1000,4.643856,79.252461,0.235193,0.351852,29121,1000,1000,6.596306,2,30205
normalized-patat-08-comp-16.xml.mzn_AND_NODATA,1,0.657935,0.015848,1.49582,0.66853,0.984152,0.987046,4.158122,2.344711,6.880945,2.202635,118361,0.328967,1.596737,7.898177,4.12582,131.343722,1.602714,0.234542,0.161304,49680,0.624192,49680,5.491853,49826.060213,0.114365,1.44815,24840,49680,49680,0.24375,2.779828,105786.349464
normalized-rand-2-40-25-180-500-99_ext.xml.mzn_AND_NODATA,1,0.036834,0.038462,26.104808,0.038307,0.961538,0.079776,52.209615,2.884615,2.15945,1.079725,3000,0.959704,1.533333,52.209615,0.260682,9.287712,0.260682,-852.764631,0.235193,1000,0.372638,1000,4.643856,82.967542,0.235193,0.372638,26055,1000,1000,6.395494,2,27149
normalized-rand-2-40-25-180-500-97_ext.xml.mzn_AND_NODATA,1,0.035921,0.038462,26.768269,0.037358,0.961538,0.077089,53.536538,2.884615,2.154712,1.077356,3000,0.96081,1.533333,53.536538,0.254792,9.287712,0.254792,-828.138671,0.235193,1000,0.367377,1000,4.643856,80.17303,0.235193,0.367377,26748,1000,1000,6.295978,2,27839
normalized-rand-2-40-25-180-500-82_ext.xml.mzn_AND_NODATA,1,0.035324,0.038462,27.220192,0.036737,0.961538,0.080008,54.440385,2.884615,2.151886,1.075943,3000,0.961496,1.533333,54.440385,0.25122,9.287712,0.25122,-821.683301,0.235193,1000,0.364376,1000,4.643856,83.2081,0.235193,0.364376,27219,1000,1000,6.339138,2,28309
normalized-rand-2-40-25-180-500-81_ext.xml.mzn_AND_NODATA,1,0.034596,0.038462,27.793269,0.03598,0.961538,0.074044,55.586538,2.884615,2.14825,1.074125,3000,0.962359,1.533333,55.586538,0.246623,9.287712,0.246623,-795.285094,0.235193,1000,0.360292,1000,4.643856,77.005357,0.235193,0.360292,27817,1000,1000,6.335866,2,28905
normalized-rand-2-40-25-180-500-98_ext.xml.mzn_AND_NODATA,1,0.03634,0.039409,26.433498,0.037831,0.960591,0.085147,52.866995,2.906404,2.158222,1.079111,2950,0.960119,1.539707,52.866995,0.25899,9.287712,0.25899,-886.958194,0.239575,975,0.372274,975,4.643856,86.424266,0.246222,0.372274,25760,975,975,6.47675,2,26830
normalized-rand-2-40-25-180-500-95_ext.xml.mzn_AND_NODATA,1,0.037223,0.038462,25.831731,0.038712,0.961538,0.079246,51.663462,2.884615,2.161407,1.080703,3000,0.959241,1.533333,51.663462,0.263108,9.287712,0.263108,-867.719123,0.235193,1000,0.374726,1000,4.643856,82.415601,0.235193,0.374726,25770,1000,1000,6.329188,2,26865
normalized-rand-2-40-25-180-500-69_ext.xml.mzn_AND_NODATA,1,0.0338,0.038462,28.448077,0.035152,0.961538,0.071969,56.896154,2.884615,2.144345,1.072173,3000,0.963293,1.533333,56.896154,0.24164,9.287712,0.24164,-778.938938,0.235193,1000,0.355868,1000,4.643856,74.847411,0.235193,0.355868,28500,1000,1000,6.313652,2,29586
normalized-rand-2-40-25-180-500-8_ext.xml.mzn_AND_NODATA,1,0.03608,0.038462,26.65,0.037523,0.961538,0.07246,53.3,2.884615,2.155662,1.077831,3000,0.9606,1.533333,53.3,0.255961,9.287712,0.255961,-839.768349,0.235193,1000,0.368534,1000,4.643856,75.358699,0.235193,0.368534,26624,1000,1000,6.078804,2,27716
normalized-rand-2-40-25-180-500-87_ext.xml.mzn_AND_NODATA,1,0.034017,0.039409,28.238424,0.035413,0.960591,0.089251,56.476847,2.906404,2.146583,1.073292,2950,0.962878,1.539707,56.476847,0.244341,9.287712,0.244341,-824.298256,0.239575,975,0.359374,975,4.643856,90.589886,0.246222,0.359374,27598,975,975,6.459886,2,28662
normalized-rand-2-40-25-180-500-65_ext.xml.mzn_AND_NODATA,1,0.032536,0.038462,29.552885,0.033838,0.961538,0.073411,59.105769,2.884615,2.138001,1.069,3000,0.964796,1.533333,59.105769,0.233483,9.287712,0.233483,-738.26977,0.235193,1000,0.348342,1000,4.643856,76.347057,0.235193,0.348342,29653,1000,1000,6.391104,2,30735
normalized-rand-2-40-25-180-500-75_ext.xml.mzn_AND_NODATA,1,0.034194,0.038462,28.120192,0.035562,0.961538,0.071409,56.240385,2.884615,2.146278,1.073139,3000,0.962831,1.533333,56.240385,0.24411,9.287712,0.24411,-785.929008,0.235193,1000,0.358069,1000,4.643856,74.264986,0.235193,0.358069,28158,1000,1000,6.170755,2,29245
normalized-rand-2-40-25-180-500-52_ext.xml.mzn_AND_NODATA,1,0.031682,0.038462,30.35,0.032949,0.961538,0.070838,60.7,2.884615,2.133683,1.066842,3000,0.965815,1.533333,60.7,0.227877,9.287712,0.227877,-711.402341,0.235193,1000,0.343034,1000,4.643856,73.671534,0.235193,0.343034,30485,1000,1000,6.455153,2,31564
normalized-rand-2-40-25-180-500-7_ext.xml.mzn_AND_NODATA,1,0.033289,0.038462,28.884615,0.034621,0.961538,0.074497,57.769231,2.884615,2.141679,1.070839,3000,0.963915,1.533333,57.769231,0.238237,9.287712,0.238237,-754.68401,0.235193,1000,0.352655,1000,4.643856,77.47652,0.235193,0.352655,28956,1000,1000,6.44302,2,30040
normalized-rand-2-40-25-180-500-89_ext.xml.mzn_AND_NODATA,1,0.03225,0.040404,29.754545,0.033608,0.959596,0.100933,59.509091,2.929293,2.138792,1.069396,2900,0.96483,1.546043,59.509091,0.234205,9.287712,0.234205,-817.12155,0.244142,950,0.351134,950,4.643856,99.923529,0.257733,0.351134,28421,950,950,6.372982,2,29457
normalized-rand-2-40-25-180-500-71_ext.xml.mzn_AND_NODATA,1,0.034115,0.038462,28.185577,0.035479,0.961538,0.076128,56.371154,2.884615,2.145938,1.072969,3000,0.962917,1.533333,56.371154,0.243671,9.287712,0.243671,-786.092281,0.235193,1000,0.357725,1000,4.643856,79.17355,0.235193,0.357725,28226,1000,1000,6.468513,2,29313
normalized-rand-2-40-25-180-500-91_ext.xml.mzn_AND_NODATA,1,0.035609,0.038462,27.002885,0.037033,0.961538,0.079289,54.005769,2.884615,2.153368,1.076684,3000,0.961151,1.533333,54.005769,0.253077,9.287712,0.253077,-827.860536,0.235193,1000,0.366067,1000,4.643856,82.46088,0.235193,0.366067,26992,1000,1000,6.474926,2,28083
normalized-rand-2-40-25-180-500-92_ext.xml.mzn_AND_NODATA,1,0.031781,0.039409,30.225616,0.033085,0.960591,0.074859,60.451232,2.906404,2.135283,1.067642,2950,0.965546,1.539707,60.451232,0.229817,9.287712,0.229817,-757.491162,0.239575,975,0.345934,975,4.643856,75.98209,0.246222,0.345934,29622,975,975,6.317077,2,30679
normalized-rand-2-40-25-180-500-9_ext.xml.mzn_AND_NODATA,1,0.03269,0.039409,29.385222,0.034031,0.960591,0.081948,58.770443,2.906404,2.139885,1.069943,2950,0.964461,1.539707,58.770443,0.23577,9.287712,0.23577,-786.493844,0.239575,975,0.351523,975,4.643856,83.176786,0.246222,0.351523,28766,975,975,6.305145,2,29826
normalized-rand-2-40-25-180-500-44_ext.xml.mzn_AND_NODATA,1,0.031326,0.038462,30.694231,0.032579,0.961538,0.075896,61.388462,2.884615,2.131956,1.065978,3000,0.96623,1.533333,61.388462,0.225611,9.287712,0.225611,-695.921138,0.235193,1000,0.340929,1000,4.643856,78.931588,0.235193,0.340929,30844,1000,1000,6.687409,2,31922
normalized-rand-2-40-25-180-500-88_ext.xml.mzn_AND_NODATA,1,0.033632,0.038462,28.590385,0.034977,0.961538,0.074741,57.180769,2.884615,2.143382,1.071691,3000,0.96351,1.533333,57.180769,0.240423,9.287712,0.240423,-766.04444,0.235193,1000,0.354647,1000,4.643856,77.731004,0.235193,0.354647,28649,1000,1000,6.480745,2,29734
normalized-rand-2-40-25-180-500-5_ext.xml.mzn_AND_NODATA,1,0.03105,0.038462,30.967308,0.032292,0.961538,0.070181,61.934615,2.884615,2.130566,1.065283,3000,0.966559,1.533333,61.934615,0.223788,9.287712,0.223788,-690.316331,0.235193,1000,0.339177,1000,4.643856,72.987789,0.235193,0.339177,31129,1000,1000,6.421513,2,32206
normalized-rand-2-40-25-180-500-93_ext.xml.mzn_AND_NODATA,1,0.031757,0.039409,30.248276,0.03306,0.960591,0.093203,60.496552,2.906404,2.135182,1.067591,2950,0.965572,1.539707,60.496552,0.229683,9.287712,0.229683,-757.644226,0.239575,975,0.345825,975,4.643856,94.601386,0.246222,0.345825,29645,975,975,6.33193,2,30702
normalized-rand-2-40-25-180-500-72_ext.xml.mzn_AND_NODATA,1,0.030685,0.038462,31.335577,0.031913,0.961538,0.070566,62.671154,2.884615,2.128808,1.064404,3000,0.966983,1.533333,62.671154,0.221464,9.287712,0.221464,-678.005028,0.235193,1000,0.337007,1000,4.643856,73.388599,0.235193,0.337007,31513,1000,1000,6.514581,2,32589
normalized-rand-2-40-25-180-500-84_ext.xml.mzn_AND_NODATA,1,0.031578,0.038462,30.45,0.032841,0.961538,0.071463,60.9,2.884615,2.133244,1.066622,3000,0.965928,1.533333,60.9,0.227293,9.287712,0.227293,-711.775289,0.235193,1000,0.34256,1000,4.643856,74.321087,0.235193,0.34256,30589,1000,1000,6.409013,2,31668
normalized-qcp-25-264-12_ext.xml.mzn_AND_NODATA,1,0.089447,0.082389,10.258766,0.097478,0.917611,0.168488,20.517532,2.752834,2.304389,1.152194,20883,0.910553,1.536496,20.517532,0.460939,5.643856,0.418897,2.309425,0.491491,6961,0.442131,6961,2.821928,1278.152591,0.41054,0.442131,70862,6961,6961,2.309425,2,77823
normalized-rand-2-40-25-180-500-83_ext.xml.mzn_AND_NODATA,1,0.02988,0.038462,32.179808,0.031075,0.961538,0.070655,64.359615,2.884615,2.124775,1.062388,3000,0.967939,1.533333,64.359615,0.216122,9.287712,0.216122,-648.506933,0.235193,1000,0.331798,1000,4.643856,73.480907,0.235193,0.331798,32394,1000,1000,6.628925,2,33467
normalized-qcp-25-264-0_ext.xml.mzn_AND_NODATA,1,0.089447,0.082389,10.258766,0.097478,0.917611,0.168483,20.517532,2.752834,2.304389,1.152194,20883,0.910553,1.536496,20.517532,0.460939,5.643856,0.418897,2.293423,0.491491,6961,0.442131,6961,2.821928,1278.110278,0.41054,0.442131,70862,6961,6961,2.293423,2,77823
normalized-qcp-25-264-10_ext.xml.mzn_AND_NODATA,1,0.089447,0.082389,10.258766,0.097478,0.917611,0.168491,20.517532,2.752834,2.304389,1.152194,20883,0.910553,1.536496,20.517532,0.460939,5.643856,0.418897,2.318768,0.491491,6961,0.442131,6961,2.821928,1278.169295,0.41054,0.442131,70862,6961,6961,2.318768,2,77823
normalized-qcp-25-264-11_ext.xml.mzn_AND_NODATA,1,0.089447,0.082389,10.258766,0.097478,0.917611,0.168492,20.517532,2.752834,2.304389,1.152194,20883,0.910553,1.536496,20.517532,0.460939,5.643856,0.418897,2.32151,0.491491,6961,0.442131,6961,2.821928,1278.176926,0.41054,0.442131,70862,6961,6961,2.32151,2,77823
normalized-rand-24-24-276-139-52021_ext.xml.mzn_AND_NODATA,1,0.014792,0.04,64.9,0.015408,0.96,0.054377,129.8,2.88,2.053029,1.026514,1728,0.985208,1.49691,129.8,0.111103,5.584963,0.111103,5.24222,0.242292,576,0.210798,576,2.792481,32.626389,0.242292,0.210798,38364,576,576,5.24222,2,38940
normalized-rand-24-24-276-139-56021_ext.xml.mzn_AND_NODATA,1,0.014792,0.04,64.9,0.015408,0.96,0.054388,129.8,2.88,2.053029,1.026514,1728,0.985208,1.49691,129.8,0.111103,5.584963,0.111103,5.336813,0.242292,576,0.210798,576,2.792481,32.632524,0.242292,0.210798,38364,576,576,5.336813,2,38940
normalized-rand-24-24-276-139-49021_ext.xml.mzn_AND_NODATA,1,0.014792,0.04,64.9,0.015408,0.96,0.054378,129.8,2.88,2.053029,1.026514,1728,0.985208,1.49691,129.8,0.111103,5.584963,0.111103,5.239341,0.242292,576,0.210798,576,2.792481,32.627063,0.242292,0.210798,38364,576,576,5.239341,2,38940
normalized-qcp-25-264-14_ext.xml.mzn_AND_NODATA,1,0.089447,0.082389,10.258766,0.097478,0.917611,0.168492,20.517532,2.752834,2.304389,1.152194,20883,0.910553,1.536496,20.517532,0.460939,5.643856,0.418897,2.322028,0.491491,6961,0.442131,6961,2.821928,1278.180426,0.41054,0.442131,70862,6961,6961,2.322028,2,77823
normalized-rand-24-24-276-139-51021_ext.xml.mzn_AND_NODATA,1,0.014792,0.04,64.9,0.015408,0.96,0.05438,129.8,2.88,2.053029,1.026514,1728,0.985208,1.49691,129.8,0.111103,5.584963,0.111103,5.256718,0.242292,576,0.210798,576,2.792481,32.627715,0.242292,0.210798,38364,576,576,5.256718,2,38940
normalized-rand-24-24-276-139-55021_ext.xml.mzn_AND_NODATA,1,0.014792,0.04,64.9,0.015408,0.96,0.054384,129.8,2.88,2.053029,1.026514,1728,0.985208,1.49691,129.8,0.111103,5.584963,0.111103,5.307854,0.242292,576,0.210798,576,2.792481,32.630485,0.242292,0.210798,38364,576,576,5.307854,2,38940
normalized-rand-24-24-276-139-50021_ext.xml.mzn_AND_NODATA,1,0.014792,0.04,64.9,0.015408,0.96,0.054383,129.8,2.88,2.053029,1.026514,1728,0.985208,1.49691,129.8,0.111103,5.584963,0.111103,5.289025,0.242292,576,0.210798,576,2.792481,32.630045,0.242292,0.210798,38364,576,576,5.289025,2,38940
normalized-rand-24-24-276-139-48021_ext.xml.mzn_AND_NODATA,1,0.014792,0.04,64.9,0.015408,0.96,0.054387,129.8,2.88,2.053029,1.026514,1728,0.985208,1.49691,129.8,0.111103,5.584963,0.111103,5.33617,0.242292,576,0.210798,576,2.792481,32.632242,0.242292,0.210798,38364,576,576,5.33617,2,38940
normalized-rand-24-24-276-139-53021_ext.xml.mzn_AND_NODATA,1,0.014792,0.04,64.9,0.015408,0.96,0.054391,129.8,2.88,2.053029,1.026514,1728,0.985208,1.49691,129.8,0.111103,5.584963,0.111103,5.343815,0.242292,576,0.210798,576,2.792481,32.634436,0.242292,0.210798,38364,576,576,5.343815,2,38940
normalized-rand-24-24-276-139-57021_ext.xml.mzn_AND_NODATA,1,0.014792,0.04,64.9,0.015408,0.96,0.054379,129.8,2.88,2.053029,1.026514,1728,0.985208,1.49691,129.8,0.111103,5.584963,0.111103,5.271693,0.242292,576,0.210798,576,2.792481,32.627527,0.242292,0.210798,38364,576,576,5.271693,2,38940
normalized-rcpsp25-21.xml.mzn_AND_NODATA,1,0.934783,1,1.84,0.543478,0,3.593222,6.44,21.88,15.561215,4.447009,547,0,0.097013,24,4.218364,111.119961,0.615254,2.43908,2.835085,0,0.017966,43,4.642701,89.830556,1.903716,1.622042,0,0,0,0,3.5,56.931569
normalized-rcpsp25-22.xml.mzn_AND_NODATA,1,0.933333,1,1.8,0.555556,0,4.273251,6.36,24.72,16.251353,4.58419,618,0,0.106428,24,4.491419,115.483252,0.764205,2.59908,3.15908,0,0.018994,42,4.832668,106.831277,2.343465,1.631951,0,0,0,0,3.533333,55.931569
normalized-qcp-25-264-13_ext.xml.mzn_AND_NODATA,1,0.089447,0.082389,10.258766,0.097478,0.917611,0.168484,20.517532,2.752834,2.304389,1.152194,20883,0.910553,1.536496,20.517532,0.460939,5.643856,0.418897,2.295892,0.491491,6961,0.442131,6961,2.821928,1278.116055,0.41054,0.442131,70862,6961,6961,2.295892,2,77823
normalized-rcpsp20-05.xml.mzn_AND_NODATA,1,0.8,1,0.75,1.333333,0,4.006548,4.2,15.3,21.785965,3.830035,306,0,0.125891,19,3.139572,78.477193,0,2.041446,2.684184,0,0.02639,12,3.947409,80.130952,2.270951,1.301121,0,0,0,0,5.6,24.965784
normalized-rcpsp25-28.xml.mzn_AND_NODATA,1,0.933333,1,1.8,0.555556,0,3.447365,6.36,20.04,15.181706,4.284175,501,0,0.127401,24,4.34131,107.826471,0,2.648884,3.018689,0,0.029038,42,4.48864,86.184127,2.292097,1.631016,0,0,0,0,3.533333,55.931569
normalized-rcpsp25-32.xml.mzn_AND_NODATA,1,0.934783,1,1.84,0.543478,0,4.038063,6.44,24.28,16.058664,4.583382,607,0,0.099885,24,4.267596,114.86499,0.495969,2.517406,3.029275,0,0.015871,43,4.725606,100.951587,1.820533,1.625206,0,0,0,0,3.5,56.931569
normalized-rcpsp25-33.xml.mzn_AND_NODATA,1,0.930233,1,1.72,0.581395,0,2.298797,6.2,13.08,13.269017,3.670196,327,0,0.141666,24,4.001051,92.366255,0.365055,2.673411,2.584498,0,0.031899,40,3.947409,57.469913,1.842292,1.632595,0,0,0,0,3.604651,53.931569
normalized-rcpsp25-34.xml.mzn_AND_NODATA,1,0.933333,1,1.8,0.555556,0,4.197444,6.36,24.28,16.162625,4.559014,607,0,0.101902,24,4.242101,114.857568,0.918296,2.417797,3.048884,0,0.020667,42,4.725606,104.936111,1.977015,1.632037,0,0,0,0,3.533333,55.931569
normalized-rcpsp20-16.xml.mzn_AND_NODATA,1,0.8125,1,0.8,1.25,0,3.725833,4.3,15,20.749647,3.813664,300,0,0.154919,19,3.45282,77.761882,0,1.857717,2.946439,0,0.041934,13,4.077409,74.516667,2.180482,1.320002,0,0,0,0,5.375,25.965784
normalized-rcpsp20-17.xml.mzn_AND_NODATA,1,0.833333,1,0.9,1.111111,0,2.929444,4.5,12.15,17.862298,3.553121,243,0,0.150135,19,3.419382,71.707034,0.764205,1.960964,2.784184,0,0.034107,15,3.745927,58.588889,1.765957,1.348164,0,0,0,0,5,27.965784
normalized-qcp-25-264-4_ext.xml.mzn_AND_NODATA,1,0.089447,0.082389,10.258766,0.097478,0.917611,0.168489,20.517532,2.752834,2.304389,1.152194,20883,0.910553,1.536496,20.517532,0.460939,5.643856,0.418897,2.314537,0.491491,6961,0.442131,6961,2.821928,1278.160704,0.41054,0.442131,70862,6961,6961,2.314537,2,77823
normalized-qcp-25-264-1_ext.xml.mzn_AND_NODATA,1,0.089447,0.082389,10.258766,0.097478,0.917611,0.16849,20.517532,2.752834,2.304389,1.152194,20883,0.910553,1.536496,20.517532,0.460939,5.643856,0.418897,2.31552,0.491491,6961,0.442131,6961,2.821928,1278.163279,0.41054,0.442131,70862,6961,6961,2.31552,2,77823
normalized-rcpsp25-37.xml.mzn_AND_NODATA,1,0.930233,1,1.72,0.581395,0,3.675762,6.2,21.52,15.855177,4.384817,538,0,0.128857,24,4.582901,110.390728,0.583019,2.210699,3.173661,0,0.026398,40,4.579936,91.894048,1.91327,1.632946,0,0,0,0,3.604651,53.931569
normalized-rcpsp25-23.xml.mzn_AND_NODATA,1,0.933333,1,1.8,0.555556,0,3.239195,6.36,18.48,14.705103,4.138535,462,0,0.144488,24,4.613858,104.804866,0,2.803216,3.018689,0,0.035808,42,4.425875,80.97987,2.285678,1.637662,0,0,0,0,3.533333,55.931569
normalized-rcpsptight25-21.xml.mzn_AND_NODATA,1,0.934783,1,1.84,0.543478,0,3.42873,6.44,20.88,15.322953,4.378992,522,0,0.101659,24,4.258762,109.41614,0.495969,2.43908,2.835085,0,0.019108,43,4.583709,85.718254,1.866819,1.622004,0,0,0,0,3.5,56.931569
