@RELATION 'FEATURE_VALUES-SAT11-HAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC

@DATA
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes3.cnf,1,0.9545,0.9545,0.854,1.913,0.8452,0.1872,0.9026,0.9545,0.6826,0.002,2.6088,64,49.5251,32.35,0.0313,0.3167,0.0246,0.8501,84.1681,72.2692,110.8974,0.1503,88.8842,58.0197,302680,79.5476,305320,0.8996,111.2703,71.3406,62.8933,0.43
./SAT03/handmade/anton/UNSAT/SGI_30_70_29_50_3-dir.shuffled-as.sat03-179.cnf,1,0.9662,0.6839,0.8667,1.8499,0.8676,0.0201,0.9407,0.9662,0.8557,0.0057,3.0575,12.7917,38.5622,51.3814,0.0345,8.6927,0.069,0.8785,62.8092,60.8797,73.4231,0.8232,62.3485,39.8818,72530,61.7365,73400,0.8791,75.1043,57.7585,56.4427,0.3331
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes2.cnf,1,0.9534,0.9534,0.8507,1.8787,0.8443,0.1901,0.9244,0.9534,0.6855,0.0021,2.6106,54.5294,45.0726,117.045,0.0323,3.5914,0.0258,0.8472,81.3062,72.7869,99.0857,0.1573,89.8909,55.0073,264031,78.7573,266431,0.8948,101.325,71.6885,68.4091,0.365
./SAT03/handmade/stanion/hwb/hwb-n28-01-S136611085.shuffled-as.sat03-1627.cnf,1,0.0101,0.3472,0.0019,0.2758,0.4716,2.3058,0.9305,0.3864,0.0005,0.0808,0.4636,4.3166,1.294,4.9113,0.3939,0.4372,0.053,0.0355,25.7912,25.3281,27.2656,0.0001,26.8132,0.9748,792,26.1146,896,0.0042,27.2656,23.3496,23.3496,0.0137
./SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0.9049,0.9049,0.7297,1.1406,0.6055,0.0434,0.8301,0.9049,0.7129,0.0054,3.1687,42.2937,15.5662,25.4733,0.0769,0.1961,0.024,0.7531,37.0747,32.6467,46.4036,0.6634,41.0766,17.6076,41934,36.4989,43179,0.7529,50.2261,29.9594,28.7762,0.5006
./SAT11/crafted/skvortsov/battleship/battleship-10-19-sat.cnf,1,0.8953,0.8953,0.8159,1.377,0.9062,0,0.9304,0.8953,0.8159,0.0199,0,0.3796,2.4202,1.4281,0,0.567,0.1,0.8159,79.1672,77.4231,80.9113,0.8159,80.9113,1.8514,955,80.9113,955,0.8159,80.9113,77.4231,77.4231,0.0092
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1521_s.cnf,1,0.0069,0.2615,0.0001,0.0581,0.0486,3.149,0.1086,0.0338,0.0001,0.0013,0.4093,455.2,0.2739,524.5,1.0245,1.3576,0.0001,0.0194,221.2992,52.2293,390.3691,0,390.3691,0.0733,117851,390.3691,123981,0.0002,390.3691,52.2293,52.2293,0.4661
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v945c61409gyes1.cnf,1,0.933,0.933,0.7959,1.4728,0.8273,0.019,0.9285,0.933,0.7867,0.0055,2.9364,26.9686,26.9584,14.3492,0.05,0.202,0.0433,0.8062,69.6119,54.7514,96.9374,0.7668,93.5978,32.2578,60464,60.7071,61409,0.8057,96.9374,54.2475,54.2475,0.9961
./SAT11/crafted/spence/sgen/sgen3-n240-s78945233-sat.cnf,1,0.8333,0.6406,0.5832,0.4472,0.6564,0.0001,0.8159,0.8333,0.5831,0.0104,0,4.663,1.0583,8.191,0,0.2183,0.0208,0.5832,41.3812,37.8544,48.069,0.5831,45.4828,0.5353,576,40.7529,576,0.5832,48.069,36.883,36.883,0.0116
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4231.cnf,1,0,0.0997,0.5467,0.0844,0.3247,0.2112,0.4046,0,0.4369,0.0018,3.2331,170.5,1.9432,215.125,0.0024,0.284,0.0031,0.593,33.5881,31.615,35.8417,0.0008,34.7821,0.5048,100330,32.6105,100397,0.6234,48.2981,30.7762,29.7191,0.2695
./SAT07/crafted/spence/hard/s113-100.cnf,1,0,0.5,0.0033,0,0.8203,1.6635,0.9596,1,0.0011,0.0508,0.2557,1.0868,0.8284,2.6353,0,0.5236,0.0265,0.0398,17.8746,17.1418,19.8879,0.0001,18.9578,0.496,236,17.6593,236,0.0143,19.8879,16.0966,16.0966,0.051
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-5_4232.cnf,1,0,0.0997,0.547,0.083,0.3279,0.2103,0.3802,0,0.439,0.0018,3.2291,160.5,2.2986,297.857,0.0021,1.7123,0.0031,0.5931,33.379,31.5249,39.1429,0.0008,33.7834,0.308,100378,32.1018,100443,0.6231,46.7451,30.2983,29.2967,0.3535
./SAT11/crafted/mosoi/289/289-unsat-6x34.cnf,1,0.0179,0.7545,0.4431,0.5859,0.8153,0.0002,0.8942,0.0179,0.4431,0.0097,0,12.3425,8.9036,10.8994,0.3333,5.8433,0.0196,0.4431,29.5669,27.8304,34.1756,0.443,30.6265,8.6829,34272,29.2768,35088,0.4431,34.9648,27.0681,26.1857,1.0979
./SAT11/crafted/mosoi/289/289-sat-6x8.cnf,1,0.0789,0.7697,0.6098,0.6149,0.9996,0,0.9999,0.0789,0.6098,0.0395,0,0,3.5405,0,0.3333,0,0.0833,0.6098,0,0,0,0.6097,0,3.5426,1824,0,2016,0.6098,0,0,0,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1820c171155gyes3.cnf,1,0.944,0.944,0.8217,1.6249,0.7524,0.0187,0.8997,0.944,0.8115,0.0041,2.8657,38.71,34.3049,24.4557,0.0417,1.4633,0.0348,0.8324,57.7609,48.5296,75.3514,0.7832,59.7457,40.1729,109969,53.4921,111739,0.8326,89.5787,43.9733,42.5825,1.0981
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_60_1-dir.shuffled-as.sat03-167.cnf,1,0.966,0.7289,0.8654,1.891,0.8909,0.0174,0.9575,0.966,0.8581,0.0062,2.9436,31.0703,38.5468,10.6299,0.0345,0.1673,0.0769,0.8776,72.4355,59.6866,95.9874,0.8412,76.7643,41.8741,64832,71.627,65612,0.8778,95.9874,58.1121,58.1121,1.087
./SAT11/crafted/mosoi/289/289-sat-9x13.cnf,1,0.0303,0.7576,0.5015,0.5919,0.9469,0.0001,0.9962,0.0303,0.5015,0.0167,0,0.0046,6.8892,0.2455,0.3333,45.3542,0.0342,0.5016,33.9,33.9,33.9,0.5015,33.9,6.6585,11583,33.9,12051,0.5016,33.9,33.9,33.9,0
./SAT11/crafted/mosoi/289/289-sat-12x14.cnf,1,0.0205,0.7551,0.4585,0.5872,0.8434,0.0002,0.9537,0.0205,0.4584,0.0117,0,0.0411,7.7862,0.1187,0.3333,25.4337,0.0238,0.4585,34.5636,30.3044,38.8228,0.4581,38.8228,6.1139,24528,38.8228,25200,0.4585,38.8228,30.3044,30.3044,0.03
./SAT09/CRAFTED/edgematching/compact/em_12_2_4_cmp.cnf,1,0.1112,0.6253,0.6291,1.0846,0.0506,0.3001,0.1567,0.7744,0.4192,0.003,2.8102,1446.37,2.6966,67.8,0.004,0.0925,0.008,0.7896,36.6051,19.7767,109.1,0.0101,31.2308,4.0812,155623,24.1075,155712,0.9148,145.381,16.8137,12.9121,0.3138
./SAT03/handmade/anton/UNSAT/SGI_30_60_29_30_6-dir.shuffled-as.sat03-130.cnf,1,0.98,0.7352,0.9009,1.9496,0.8382,0.015,0.9515,0.98,0.8885,0.005,2.9186,10.5625,36.237,9.0432,0.0345,0.1678,0.069,0.9061,78.3729,68.7259,99.9689,0.852,87.3398,34.3688,69094,74.378,69964,0.9064,99.9689,67.4886,67.4886,1.3871
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-4-4_512.cnf,1,0,0.5,0,0,0.3424,0,0.5425,0,0,0.0138,0,18.3205,1.0291,21.9975,0,0.2951,0.0078,0,30.2892,29.4252,31.7665,0,31.6435,0.3684,4492,30.1288,4492,0,31.7665,29.3487,29.3487,0.0217
./SAT04/handmade/marijn/equilarge-l/equilarge_l2.used-as.sat04-894.cnf,1,0.0763,0.5045,0,0.156,0.2243,2.3696,0.6366,0.172,0,0.034,0.7891,90.7405,0.4517,89.5522,0.7735,0.8378,0.002,0.0897,40.6183,35.7241,62.9139,0,45.7822,0.1502,18124,40.0297,18555,0,62.9139,27.8036,27.8036,0.4744
./SAT05/crafted/sorge05/QG7/dead-dnd003.shuffled-as.sat05-3109.cnf,1,0.5065,0.5164,0.8274,0.6143,0.5699,0.1666,0.7966,0.7477,0.7359,0.0424,2.5441,13.8978,6.0914,12.5592,0.1359,1.8713,0.0291,0.8253,35.1856,33.6362,39.8714,0,39.8714,3.5338,6961,35.2076,11753,0.874,39.8714,32.0271,32.0271,0.171
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2400c266431g10.cnf,1,0.9554,0.9554,0.7976,1.8728,0.8019,0.0851,0.8819,0.9554,0.723,0.0021,2.7294,61.7241,46.1257,28.4211,0.0323,0.1553,0.0262,0.8376,66.6205,61.8603,79.8333,0.5453,69.8689,55.8087,263328,64.7136,266431,0.8619,83.25,57.5415,56.8908,0.3899
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_3-log.shuffled-as.sat03-109.cnf,1,0,0.0106,0.0256,0.016,0.5228,0.727,0.648,0,0.005,0.1071,1.7367,10.7641,1.289,11.6085,0,0.1561,0.0667,0.0818,18.2272,16.768,22.0609,0.0004,18.2668,0.736,58358,17.9864,58358,0.084,22.0609,16.085,16.085,0.146
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-22_443.cnf,1,0.0112,0.0753,0.6746,1.1317,0.6729,0.0966,0.8055,0.9247,0.6595,0.0266,3.5563,17.1252,24.4672,13.6928,0,3.6279,0.0991,0.717,41.4135,41.0504,41.7329,0.6368,41.7329,26.5645,26201,41.457,26201,0.6969,41.7329,41.0504,41.0504,0.0102
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-16_238.cnf,1,0,0.1119,0.5977,0.92,0.6925,0.1387,0.8114,0.8881,0.5892,0.0254,2.9401,16.2529,13.681,13.1204,0,3.4482,0.0672,0.6502,48.6855,44.0871,52.3671,0.5745,52.3671,13.9204,15812,49.6024,15812,0.6083,52.3671,44.0871,44.0871,0.023
./SAT03/handmade/anton/UNSAT/SGI_30_70_21_60_7-log.shuffled-as.sat03-151.cnf,1,0,0.0114,0.1199,0.0162,0.5726,0.5129,0.7013,0,0.0245,0.1219,1.4088,6.9102,1.5338,7.7246,0,0.1683,0.0952,0.1372,19.3997,18.7718,20.5406,0.0212,20.1307,0.924,40110,19.8055,40110,0.1303,20.5406,17.6984,17.6984,0.1837
./SAT11/crafted/spence/sgen/sgen3-n190-s29985700-unsat.cnf,1,0,0.5,0.0024,0,0.7821,2.037,0.9633,1,0.0007,0.0303,0.1725,1.1276,0.6532,2.807,0,0.5794,0.0155,0.0262,27.4694,25.0828,30.862,0,29.3943,0.3838,396,27.5068,396,0.0082,30.862,24.444,24.444,0.0449
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p30-s33692332.cnf,1,0.9793,0.9793,0.8965,2.1151,0.8609,0.0231,0.9585,0.9793,0.88,0.0031,3.1627,650.414,57.9307,178.667,0.028,6.833,0.0576,0.9084,94.7487,77.9742,109.7289,0.8343,109.5854,52.2801,165438,94.0435,166723,0.9102,109.7289,71.4537,71.4537,1.756
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v760c43649gyes6.cnf,1,0.9259,0.9259,0.779,1.3838,0.8177,0.0217,0.9199,0.9259,0.7695,0.0062,2.9039,23.006,24.4985,17.7472,0.0556,5.6371,0.0486,0.7914,62.6665,51.3353,73.5446,0.7465,73.3768,28.3966,42889,72.6552,43649,0.791,73.5446,49.2732,49.2732,0.9884
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_1-log.shuffled-as.sat03-107.cnf,1,0,0.0104,0.0972,0.0162,0.5219,0.4844,0.66,0,0.0064,0.0983,1.3313,9.9479,1.2817,10.9302,0,0.1635,0.0667,0.095,17.611,16.2285,20.3417,0.0052,18.658,0.6667,56970,17.7511,56970,0.1106,20.3417,16.1936,15.5136,0.1423
./SAT02/handmade/simon/satex-challenges/par32-3.shuffled.cnf,1,0.0805,0.4086,0,0.1804,0.3345,2.13,0.9002,0.3543,0,0.0594,0.4872,44.5087,0.5539,41.7216,2.6674,0.2256,0.0058,0.0911,41.9453,41.3719,42.8755,0,42.8755,0.236,5117,41.5885,10297,0,42.8755,41.3719,41.3719,0.0262
./SAT11/crafted/skvortsov/battleship/battleship-14-14-unsat.cnf,1,0.8667,0.8667,0.7361,1.1331,0.8186,0.0001,0.8588,0.8667,0.7361,0.0184,0,12.9404,3.2711,13.4627,0,0.1603,0.0714,0.7362,66.9447,66.6082,73.796,0.736,73.796,2.5351,1470,73.3852,1470,0.7362,73.796,53.9894,53.9894,0.0009
./SAT11/crafted/mosoi/289/289-sat-4x8.cnf,1,0.125,0.7813,0.5758,0.6364,1,0.0001,1,0.125,0.5757,0.0573,0,0,2.638,0,0.3333,0,0.125,0.5758,0,0,0,0.5757,0,2.6292,768,0,896,0.5758,0,0,0,0
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2100c215164gyes7.cnf,1,0.956,0.956,0.85,1.9057,0.807,0.1762,0.9044,0.956,0.6985,0.0021,2.6704,63.9545,52.8931,3150.06,0.0313,4.0825,0.0242,0.8534,67.2837,61.2745,75.1905,0.1774,70.5366,58.8584,301942,67.1586,305320,0.8998,75.7273,61.0196,59.2959,0.291
./SAT11/crafted/mosoi/289/289-unsat-21x14.cnf,1,0.0114,0.7529,0.3933,0.5828,0.7019,0.001,0.7843,0.0114,0.3932,0.0068,0,43.403,10.1197,63.1223,0.3333,3.7613,0.0136,0.3936,31.2367,27.8261,37.5547,0.3926,35.1723,7.844,77322,32.3029,78498,0.3935,39.6532,25.4438,24.2695,1.5891
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes5.cnf,1,0.9405,0.9405,0.8099,1.5477,0.7748,0.0193,0.8827,0.9405,0.8014,0.0045,2.9779,32.7113,30.5551,18.547,0.0455,0.5777,0.0391,0.821,47.4779,44.5146,56.8879,0.775,48.6921,36.3194,82811,46.2776,84314,0.8204,63.2926,41.6752,40.3952,0.2803
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1504.5-n60-p30-s88600538.cnf,1,0.987,0.987,0.9732,2.7455,0.8906,0.0519,0.9507,0.987,0.9507,0.0013,3.4963,21234.2,131.404,15601.2,0.0167,2.822,0.034,0.9779,139.8284,117.9615,166,0.1015,161,109.661,923045,147.3333,926696,0.9938,176.6,108.3636,86.1667,1.0399
./SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.0712,0.1382,0.6668,0.3789,0.2388,0.2056,0.538,0.0881,0.6212,0.0201,2.6646,53.422,0.6236,42.9407,0.0331,0.1927,0.0045,0.7371,18.014,17.1733,20.3111,0,20.1368,0.0715,16697,18.6863,18718,0.7778,20.864,15.9059,13.264,0.1308
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes3.cnf,1,0.9548,0.9548,0.8001,1.8771,0.8042,0.0834,0.8956,0.9548,0.7268,0.0023,2.662,1199.59,50.4158,1891.56,0.0323,4.9234,0.0258,0.8371,66.5029,58.6304,82.1569,0.4863,77.2151,57.3366,263417,63.0065,266431,0.8577,86.0566,57.8819,48.9463,0.396
./SAT03/handmade/anton/SAT/SGI_30_80_15_90_4-dir.shuffled-as.sat03-6.cnf,1,0.9893,0.7612,0.9302,1.6885,0.9737,0.0169,0.9868,0.9893,0.9127,0.0074,2.765,11.5349,32.4504,2.5883,0.0345,0.3073,0.1333,0.9345,76.2586,66.5459,89.1863,0.8942,83.8181,26.6016,28058,75.1534,28508,0.9371,105.5587,60.1488,58.2418,0.5022
./SAT11/crafted/kullmann/GreenTao/GreenTaok1k2/GreenTao_2-5-5_34309.cnf,1,0,0.5,0,0,0.3325,0,0.3361,0,0,0.0004,0,1693,0.9618,1877,0,0,0.0001,0,93.6251,62.5,159,0,110.1667,0.3763,708206,87,708206,0,167,48.4,45.1667,0.6663
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2100c215164gyes4.cnf,1,0.9506,0.9506,0.7882,1.8118,0.8314,0.0888,0.9295,0.9506,0.7106,0.0024,2.7149,599.912,46.8651,1845.88,0.0345,5.0275,0.0281,0.827,73.8687,64.5319,91.2143,0.558,80.2636,52.4599,213064,72.28,215164,0.8498,92.451,62.4177,61.9048,0.3103
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g4.cnf,1,0.9397,0.9397,0.8093,1.5475,0.7576,0.0189,0.9099,0.9397,0.8005,0.0047,2.786,32.9006,29.9518,16.9154,0.0455,0.2013,0.0391,0.8197,58.5849,48.0156,89.1617,0.7749,67.0737,36.2961,82823,55.0693,84314,0.8189,89.1617,46.223,45.2612,1.1421
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.9834,0.9834,0.9835,2.7515,0.8584,0.062,0.93,0.9834,0.9625,0.0012,3.1765,544.25,169.254,19134,0.0166,1.9939,0.0338,0.9811,118.1665,112,149.6,0.1897,117.1765,157.463,1160280,113.4286,1163952,0.9966,149.6,107,107,0.4607
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-240-3.shuffled-as.sat05-2520.cnf,1,0,0.2583,0.0074,0.135,0.2114,1.4754,0.4732,0,0.0008,0.0248,0.7043,26.4657,1.5756,26.4137,0,0.1481,0.0177,0.0401,28.7354,24.0249,42.293,0,33.8868,1.0204,2416,32.6617,2416,0.013,42.293,4.5071,4.5071,0.4309
./SAT09/CRAFTED/parity-games/instance_n9_i9_pp.cnf,1,0.145,0.8316,0.3815,0.3581,0.039,0.4934,0.1148,0.6174,0.0915,0.0065,3.3729,2544,7.3133,4194.67,0.4229,1.4482,0.003,0.6126,18.8143,15.0157,25.546,0,25.546,3.4122,428369,19.7604,454832,0.7567,25.546,14.935,14.935,0.492
./SAT11/crafted/skvortsov/battleship/battleship-12-23-sat.cnf,1,0.9134,0.9134,0.8398,1.5467,0.9127,0,0.9333,0.9134,0.8397,0.0138,0,0.3374,2.7287,1.2624,0,1.5054,0.0833,0.8398,104.6538,101.1227,108.1849,0.8397,108.1849,2.1001,1662,108.1849,1662,0.8398,108.1849,101.1227,101.1227,0.0094
./SAT11/crafted/mosoi/289/289-unsat-5x41.cnf,1,0.0184,0.7546,0.4464,0.5862,0.8481,0.0003,0.9295,0.0184,0.4463,0.0096,0,4.7159,7.956,1.3685,0.3333,0.4892,0.0195,0.4464,30.5522,26.9901,37.091,0.4462,34.2075,8.3954,33415,29.7628,34235,0.4464,37.2684,25.6255,24.642,1.2559
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_4300_4300_110.shuffled.cnf,1,0,0.1908,0.0105,0.0564,0.5735,0.7665,0.7382,0.0016,0.0046,0.0455,0.9627,6.93,1.4423,7.9615,0,0.2981,0.0455,0.0258,25.5122,25.4066,25.9227,0.0004,25.594,1.0085,1892,25.4478,1892,0.0227,25.9227,25.2953,25.2953,0.0208
./SAT05/crafted/sorge05/QG8/iso-ukn009.shuffled-as.sat05-3632.cnf,1,0.7141,0.5507,0.7276,0.7837,0.2911,0.2832,0.9448,0.7398,0.4982,0.056,3.3326,15.9691,2.745,9.8856,2.0757,0.3952,0.068,0.7976,0,0,0,0,0,1.3572,2448,0,16587,0.8568,0,0,0,0
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_29_u.cnf,1,0.2953,0.6256,0.0974,0.3659,0.0929,0.8819,0.3999,0.5966,0.0369,0.2837,2.2862,24.9964,1.8015,19.5275,1.7619,0.1946,0.005,0.282,15.9463,14.2902,19.002,0.0002,17.3774,0.5945,12009,16.6277,19904,0.2174,19.002,13.4095,12.7164,0.1634
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes7.cnf,1,0.9523,0.9523,0.7894,1.8075,0.7799,0.0869,0.9181,0.9523,0.7182,0.0026,2.694,53,43.6323,628.333,0.0345,5.2527,0.0276,0.8299,62.0523,57.0853,74,0.5578,65.3696,51.4803,212478,60.8018,215164,0.8547,74.6232,54.2945,50.5436,0.3398
./SAT11/crafted/skvortsov/automata-synchronization/rnd_100_28_s.cnf,1,0.1883,0.5073,0.0977,0.3926,0.1236,0.8439,0.5511,0.4677,0.0369,0.2814,2.5365,14.5402,1.4727,11.9656,2.4872,0.1872,0.011,0.2949,17.6982,15.9856,20.1813,0.0007,19.1586,0.4361,5437,17.6757,10578,0.2382,20.1813,15.8471,15.8471,0.1137
./SAT05/crafted/markstrom05/eulcbip/eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf,1,0,0.297,0,0.0136,0.2602,8.3598,0.6245,0.003,0,0.0299,0.044,1.4607,0.9011,5.3182,0.0075,0.4089,0.0299,0.0011,34.9164,32.0521,37.272,0,36.9746,0.4373,670,36.8598,672,0,37.272,31.707,31.707,0.0191
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q918.75-n50-p15-s98191766.cnf,1,0.9802,0.9802,0.9812,2.4079,0.8884,0.0673,0.9433,0.9802,0.9539,0.0017,3.2172,58.3636,98.7117,50.4,0.0215,0.0488,0.0438,0.977,94.6139,81.512,115.5,0.1187,106.6333,97.7799,564372,100.765,566749,0.9952,115.5,72.0435,72.0435,1.5739
./SAT11/crafted/mosoi/289/289-sat-11x4.cnf,1,0.0909,0.7727,0.5993,0.6205,0.9999,0,1,0.0909,0.5993,0.0427,0,0,3.2526,0,0.3333,0,0.0909,0.5993,0,0,0,0.5992,0,3.2447,1452,0,1628,0.5993,0,0,0,0
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m47-q841.5-n45-p30-s84954709.cnf,1,0.9818,0.9818,0.8903,2.4442,0.8848,0.0997,0.9461,0.9818,0.8088,0.0021,2.9496,1120.06,78.0576,1537.12,0.0217,4.8186,0.0444,0.8972,89.9555,86.4351,90.3362,0.445,90.2679,84.8551,354225,87.5385,356340,0.9206,113.814,85.3636,84.037,0.6676
./SAT11/crafted/mosoi/289/289-sat-14x8.cnf,1,0.0319,0.758,0.5077,0.5926,0.9544,0.0001,0.9967,0.0319,0.5077,0.0175,0,0.0008,6.6224,0.0017,0.3333,48.3218,0.0357,0.5077,34.9281,30.7394,39.1168,0.5075,39.1168,6.496,10528,39.1168,10976,0.5077,39.1168,30.7394,30.7394,0.0217
./SAT11/crafted/mosoi/289/289-sat-11x10.cnf,1,0.0323,0.7581,0.509,0.5928,0.9571,0.0001,0.9969,0.0323,0.509,0.0178,0,0.0007,6.5961,0.1894,0.3333,48.3632,0.0364,0.509,39.2021,32.2418,46.1625,0.5088,46.1625,6.4456,10230,46.1625,10670,0.509,46.1625,32.2418,32.2418,0.0069
./SAT11/crafted/mosoi/289/289-sat-12x15.cnf,1,0.0191,0.7548,0.4505,0.5865,0.8255,0.0001,0.947,0.0191,0.4505,0.011,0,0.3172,7.3884,1.3253,0.3333,23.6629,0.0222,0.4506,36.2486,28.8632,40.4114,0.4503,40.4114,5.4255,28260,39.4714,28980,0.4506,40.4114,28.8632,28.8632,0.5561
./SAT03/handmade/stanion/hwb/hwb-n32-02-S1478512323.shuffled-as.sat03-1638.cnf,1,0.0209,0.3685,0.0006,0.2773,0.4151,2.6844,0.9302,0.4071,0.0001,0.0731,0.6138,5.7268,1.1995,5.955,0.3697,0.4294,0.0485,0.0448,26.0871,23.664,28.613,0,28.4563,0.9146,958,27.5729,1078,0.0026,28.613,22.5289,22.5289,0.0117
./SAT05/crafted/sorge05/QG8/gensys-ukn007.shuffled-as.sat05-3586.cnf,1,0.1475,0.2739,0.995,0.2387,0.725,0.1245,0.966,0.1487,0.8955,0.0158,1.361,20.5616,10.1594,14.4749,0.1233,0.3901,0.0173,0.9587,0,0,0,0.002,0,10.1799,47838,0,54220,0.9951,0,0,0,0
./SAT11/crafted/spence/sgen/sgen3-n120-s55656844-unsat.cnf,1,0,0.5238,0.0045,0,0.8131,1.5509,0.9599,1,0.0014,0.0357,0.2852,1.0951,0.7945,2.6165,0,0.5299,0.0248,0.0369,19.6559,19.3295,22.2048,0,19.79,0.4813,252,19.4562,252,0.0125,22.2048,17.6681,17.6681,0.0409
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2400c266431gyes1.cnf,1,0.9446,0.9446,0.8242,1.6247,0.7856,0.016,0.9224,0.9446,0.8157,0.0037,2.7956,165.596,34.2672,19.1618,0.0417,0.1719,0.0356,0.8328,52.3187,47.1605,60.5,0.7852,54.2247,40.679,109939,50.7128,111739,0.8333,84.2656,45.5739,44.3779,0.2901
./SAT11/crafted/mosoi/289/289-unsat-21x39.cnf,1,0.0039,0.751,0.5804,0.5792,0.5032,0.3374,0.5658,0.0039,0.3476,0.0024,0,3448.09,31.2083,1116.75,0.3333,0.017,0.0049,0.6441,28.9153,28.9153,28.9153,0.0026,28.9153,27.9356,624897,28.9153,628173,0.6969,28.9153,28.9153,28.9153,0
./SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g7.cnf,1,0.9261,0.9261,0.7805,1.3868,0.8286,0.0199,0.9425,0.9261,0.7717,0.0065,2.8138,22.1132,24.2171,40.1228,0.0556,12.8502,0.0486,0.7914,65.6897,52.6116,85.0653,0.7442,80.3343,28.2707,42889,58.8306,43649,0.7914,85.0653,51.6067,51.6067,0.9248
