@RELATION 'FEATURE_VALUES-SAT12-ALL-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE nclauses NUMERIC

@DATA
SAT_Competition2007/random/OnTreshold/7SAT/v50/unif-k7-r89-v50-c4450-S1755163742-08.SAT.shuffled.cnf,1,0,0.0112,0.0001,0.9994,0.0387,0.0001,0.6806,0.0698,0,0,0.0002,0,0.68,4604,4569,4562.4,4637,0.0001,4504,0,0.0345,0.0557,0,4450,0.1764,0.4105,0.8758,3.4475,2,50,0.1429,4450
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1573578038-005.cnf,1,0.0014,0.05,0.0027,0.8302,0.1003,0.0034,0.6988,0.1669,0,0,0.0146,0,0.6567,54,49,49.857,58,0.005,42,0.0816,0.0705,0.1476,0,18000,0.2378,0.6727,0.8429,3.6902,3,900,0.2,18000
SAT_Competition2007/crafted/Hard/contest05/QG/QG7-dead-dnd005.sat05-3111.reshuffled-07.cnf,1,0.0094,0.0621,0.1252,1.7266,0.8489,0.0516,0.1739,0.8158,0.5069,0.1256,0.9988,1.518,0.9186,4467,4402,4142.8,4467,0.4901,4389,0.8599,0.8064,0.8708,0.6245,11816,0.6156,1.6789,0.9926,3.3847,6,502,0,7179
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q369.75-n30-p30-s25693430.cnf,1,0,0.011,0,0.1006,0.2345,0,0.0202,0.8991,0.9747,0.0325,0.0013,0.1547,0.009,572,547,640.46,610,0,438,0,0.8887,0.8997,2.0143,84809,0.259,3.7307,1.003,4.9766,2,952,0.8947,83857
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG7-gensys-icl006.sat05-3132.reshuffled-07.cnf,1,0.0314,0.0554,0.2564,1.73,0.9067,0.4976,0.2205,0.7786,0.2836,0.0898,0.9773,1.5261,0.9298,4447,4388,4141,4447,0.4995,3959,0.8505,0.734,0.8059,0.4771,17199,1.1395,0.898,0.9903,3.3877,5,728,0,12052
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1009664450-096.SATISFIABLE.cnf,1,0.001,0.047,0.002,0.8267,0.1029,0.0025,0.7066,0.1741,0,0,0.0066,0,0.6436,4425,4392,4381.8,4437,0.0039,4352,0.006,0.0764,0.1615,0,1597,0.2339,0.7276,0.8627,3.4856,3,75,0.2,1597
SAT_Competition2007/crafted/Hard/contest03/looksrandom/hgen6-4-24-n650-03-S528656311.sat05-477.reshuffled-07.cnf,1,0.0296,0.2359,0.0344,0.5717,0.0666,0.0402,0.7854,0.0981,0,0,0.0496,0,0.5772,603,554,755.74,1436,0.043,483,0.0745,0.0297,0.0722,0,2756,0.2145,0.2024,0.8226,1.1024,4,650,0.3333,2756
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-ukn002.sat05-3842.reshuffled-07.cnf,1,0.4765,0.1681,0.4406,2.6066,1.2917,0.499,0.2011,0.7353,0.075,0.0309,0.9991,2.148,0.8811,1910,1744,1699.6,1984,0.4997,1636,1.3969,0.667,0.7771,0.3829,18753,2.393,0.3148,0.9006,3.3429,6,2935,0,16937
SAT_Competition2007/random/2+p/p0.9/v1170/unif2p-p0.9-v1170-c4235-S2131244303-19-SAT.cnf,1,0.0634,0.2647,0.1215,0.9673,0.3452,0.1669,0.574,0.4101,0.0958,0.0636,0.5904,0.5803,0.6462,1281,926,1314.7,3238,0.2263,853,0.3502,0.2162,0.3983,0.1474,4234,0.4269,0.6351,0.8357,2.6366,5,1170,0,4156
SAT_Competition2011/SAT09/CRAFTED/rbsat/crafted/unforced/rbsat-v760c43649g2.cnf,1,0,0.0168,0,0.2703,0.1645,0,0.0218,0.7908,0.9256,0.0556,0,0.2874,0.0277,403,328,575.54,1461,0,291,0.1849,0.7789,0.7907,1.3923,43649,0.1582,4.4549,1.0005,4.7382,3,760,0.8333,42889
SAT_Competition2007/crafted/Medium/contest05/others/QG7a-gensys-ukn001.sat05-3841.reshuffled-07.cnf,1,0.4748,0.1612,0.4398,2.5844,1.2378,0.499,0.2029,0.7335,0.0724,0.0375,0.9999,2.1322,0.8748,2049,1950,1731.1,2299,0.4997,1304,1.4307,0.6662,0.7677,0.3811,18375,2.2033,0.3317,0.9079,3.2949,6,2737,0,16362
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_18_SAT.cnf,1,0,0.0089,0.0098,0.4864,1.0662,0.0077,0.6888,0.5137,0.0194,0.4987,0.2159,0.3482,0.5166,0,0,0,0,0.0335,0,1.0311,0.1537,0.5487,1.39,219000,0.7924,2.3124,1.0026,3.5804,4,2888,0,217000
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-20-10p1.cnf,1,0.0018,0.1442,0.0191,1.4096,0.7411,0.0351,0.5156,0.6207,0.515,0.8793,0.092,1.093,0.9088,0,0,0,0,0.0476,0,0.6533,0.3041,0.7772,0.4374,1390000,0.8457,0.9938,0.9971,3.0927,21,259000,0,957000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/360/unif-k3-r4.25-v360-c1530-S680239195-053.cnf,1,0.0403,0.2296,0.0813,0.7,0.2896,0.1065,0.5929,0.369,0,0.0315,0.322,0.1717,0.5872,4092,4012,4024.4,4119,0.1597,3987,0.2853,0.1797,0.3789,0.0661,1530,0.3881,0.6932,0.8438,2.693,4,360,0,1520
SAT_Competition2007/crafted/Hard/contest02/pyhala-braun-unsat-40-4-02.sat05-459.reshuffled-07.cnf,1,0.0252,0.2264,0.039,0.9221,0.6817,0.056,0.4423,0.2872,0.1932,2.2073,0.0699,0.5399,0.6854,991,580,780.36,1219,0.058,532,1.6799,0.2107,0.2618,0.2145,31795,0.9468,0.4454,0.796,1.4843,7,9638,0,13274
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/crafted/skvortsov/battleship/battleship-7-13-sat.cnf,1,0.2892,0.2826,0.2892,0,0,0.2892,0,0.7592,0.8478,0,0.2892,0.4265,0,0,0,0,0,0.2892,0,0.0189,0.7592,0.7592,1.0754,322,0,0,0.9658,0,3,91,1,322
SAT_Competition2007/random/LargeSize/5SAT/v700/unif-k5-r20-v700-c14000-S1283500452-05.cnf,1,0.0016,0.05,0.0027,0.8363,0.0967,0.0033,0.7173,0.162,0,0,0.0153,0,0.651,78,67,70.931,88,0.0049,61,0.0746,0.0615,0.1436,0,14000,0.2258,0.6603,0.8421,3.6447,3,700,0.2,14000
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1093.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/520/unif-k3-r4.25-v520-c2210-S1540921235-015.cnf,1,0.0431,0.2295,0.0905,0.7614,0.3047,0.1226,0.5541,0.4003,0,0.0317,0.3177,0.1893,0.5865,4041,3860,3876.4,4080,0.1821,3800,0.3021,0.2143,0.4039,0.0694,2210,0.4355,0.6849,0.8453,2.7567,5,520,0,2196
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/medium-sat/partial-5-13-s.cnf,1,0.0039,0.1804,0.0165,1.3852,0.4687,0.0278,0.5448,0.572,0.6147,1.1247,0.1348,1.0227,1.0001,274,274,274,274,0.032,274,0.469,0.2365,0.7371,0.4877,843000,0.4721,0.871,1.0588,2.586,16,185000,0,482000
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1141213963-005.cnf,1,0.0472,0.2339,0.0926,0.7087,0.2877,0.1245,0.5755,0.3945,0,0.0249,0.841,0.1555,0.5865,9,7,8.0313,12,0.1757,6,0.2912,0.2059,0.3895,0.0636,75600,0.3967,0.6623,0.8315,2.7087,6,18000,0,75093
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/380/unif-k3-r4.25-v380-c1615-S1516934767-080.cnf,1,0.0434,0.2324,0.0897,0.6352,0.2785,0.1277,0.5756,0.3996,0,0.016,0.2711,0.0877,0.5819,0,0,0,0,0.1807,0,0.2758,0.2077,0.3926,0.0433,1615,0.3817,0.6643,0.846,2.6636,4,380,0,1609
SAT_Competition2011/SAT04/handmade/kexu/frb-0.6/frb80-14-2.used-as.sat04-880.cnf,1,0,0.0248,0,0.3284,0.2301,0,0.0434,0.7531,0.905,0.0769,0.0006,0.3513,0.0425,966,902,964.53,1779,0,648,0.2364,0.7297,0.7529,1.1406,43179,0.2122,5.5339,0.9988,4.6661,4,1120,0.5,41934
SAT_Competition2007/crafted/Hard/contest05/QG/QG7a-gensys-icl004.sat05-3825.reshuffled-07.cnf,1,0.4719,0.1631,0.4382,2.5306,1.2324,0.499,0.1873,0.7356,0.0848,0.0407,0.9999,2.039,0.8811,2169,2052,1999.7,2225,0.4997,1972,1.3286,0.6662,0.7526,0.3857,15960,2.4745,0.3296,0.9101,3.0672,6,2401,0,14145
SAT_Competition2011/SAT05/crafted/sorge05/QG7a/gensys-ukn009.shuffled-as.sat05-3849.cnf,1,0.478,0.1721,0.448,2.605,1.265,0.499,0.2056,0.7371,0.0712,0.0331,0.9999,2.1405,0.884,2073,1978,1940,2171,0.4997,1863,1.5123,0.6668,0.7778,0.3789,18718,2.5002,0.3226,0.9035,3.3933,6,2969,0,16697
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-11.cnf,1,0.0045,0.1567,0.037,1.4569,10.628,0.0585,0.6148,0.564,0.4719,6.4486,0.305,1.27,1.091,0,0,0,0,0.0867,0,12.484,0.2238,0.5865,0.4168,4430000,15.776,1.1682,1.3603,2.6179,12,1000000,0,861000
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_31_2-k25.cnf,1,0.0059,0.1562,0.0331,1.8346,0.9423,0.0451,0.5044,0.561,0.5517,2.6433,0.3221,1.5217,1.1117,1070,1014,994.58,1117,0.0849,883,0.7595,0.2984,0.6283,0.5978,129000,0.8578,1.1671,0.9522,3.4864,23,31125,0,54690
SAT_Competition2007/crafted/Medium/contest05/pebbling/sat-grid-pbl-0200.sat05-1339.reshuffled-07.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT-Race-2010-CNF/mixed/diagnosis/UTI-20-10p0.cnf,1,0.0019,0.1468,0.0186,1.4142,0.7304,0.0342,0.4739,0.6475,0.5243,0.8771,0.0861,1.092,0.9157,0,0,0,0,0.0461,0,0.6447,0.3512,0.7926,0.441,1370000,0.8378,0.9899,1,3.068,116,260000,0,942000
SAT_Competition2007/random/LargeSize/3SAT/v13000/unif-k3-r4.2-v13000-c54600-S1054448974-13.cnf,1,0.0472,0.2332,0.0922,0.7237,0.2912,0.1244,0.5812,0.3926,0,0.0278,0.8807,0.1683,0.5883,15,12,12.968,19,0.1741,9,0.2948,0.2039,0.3848,0.0664,54600,0.4005,0.6583,0.8259,2.7189,6,13000,0,54236
SAT_Competition2009/CRAFTED/Medium/contest05/jarvisalo/mod2c-rand3bip-sat-190-3.sat05-2445.reshuffled-07.cnf,1,0.0955,0.1374,0.11,1.639,0.2685,0.1226,1.4264,0.0435,0,0,0.1642,0.8401,0.7998,3728,3304,2707.3,3919,0.1348,2362,0.1107,0.0094,0.0199,0.1322,1972,0.2431,0.1698,0.9624,1.3854,7,271,0,1972
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/900/unif-k5-r20-v900-c18000-S1738391204-028.cnf,1,0.0015,0.05,0.0027,0.8348,0.1014,0.0034,0.704,0.1588,0,0,0.017,0,0.6475,56,48,50.689,64,0.0049,43,0.0833,0.0702,0.1414,0,18000,0.2261,0.6358,0.8444,3.6947,3,900,0.2,18000
SAT_Competition2009/CRAFTED/Difficult/contest05/QG/QG6-gensys-ukn003.sat05-2726.reshuffled-07.cnf,1,0.4962,0.2035,0.4456,2.9826,3.9971,0.4999,0.259,0.6891,0.083,0.4106,1,2.6087,0.8572,2304,1519,1559.3,2662,0.5,967,1.51,0.6655,0.7469,0.4457,9177,2.6098,0.3809,0.9514,3.3127,5,2123,0,7397
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,0.0157,0.1489,0.071,1.8041,1.1783,0.114,0.5307,0.539,0.1605,4.5996,0.434,1.6868,0.7543,1360,1257,1198,1438,0.1511,1085,1.0157,0.3185,0.5839,0.5714,45082,1.2256,0.9961,0.9084,3.5508,8,15214,0,18246
SAT_Competition2007/crafted/spence/medium/s81-100.cnf,1,0.3121,0.4709,0.3101,0,0.1549,0.3201,1.3879,0.0481,0,0,0.3222,0,0,4252,4201,4211.9,4553,0.3207,4073,0.0537,0.0021,0.0151,0,172,0.2267,0.0588,0.8075,0.3738,5,81,1,172
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_25.cnf,1,0,0.0081,0,0.6766,0.0054,0,0.003,0.6929,0.3917,0,0,0.6746,0.5485,4079,2281,2663.7,4079,0,1631,0.0846,0.6928,0.6928,0.2865,76775,0.0054,0,1.2497,0.7452,3,625,0,76775
SAT_Competition2007/random/LargeSize/7SAT/v180/unif-k7-r85-v180-c15300-S467706592-03.cnf,1,0.0001,0.0118,0.0001,1.0049,0.0379,0.0001,0.6982,0.0696,0,0,0.0003,0,0.6786,4337,4201,4113.8,4337,0.0001,3988,0,0.0322,0.061,0,15300,0.1574,0.3893,0.8685,4.1476,2,180,0.1429,15300
SAT_Competition2007/crafted/Medium/contest05/sabharwal/gt-ordering-unsat-gt-025.sat05-1306.reshuffled-07.cnf,1,0,0.0425,0,0.6391,0,0,0.0001,0.5745,0.0212,0.0417,0,0.1158,0.5895,3908,3661,3532.9,3947,0,3477,0,0.5744,0.5745,0.2969,14125,0.1734,0.0016,0.9995,0,3,625,0,14125
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.0231,0.1696,0.0312,1.0045,0.6084,0.0407,1.7499,0.0819,0.0718,1.5069,0.1579,0.9018,0.4116,357,292,315.94,490,0.0485,239,0.4882,0.0001,0.0103,0.1822,279000,0.5909,0.5779,0.908,2.3624,13,66892,0,157000
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1326039470-063.cnf,1,0.0478,0.23,0.0903,0.6885,0.2777,0.1245,0.5318,0.4158,0,0.0283,0.2984,0.1543,0.5889,4026,3978,3937.6,4051,0.174,3879,0.2762,0.2369,0.4279,0.062,1700,0.3929,0.6451,0.8473,2.6782,4,400,0,1691
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,0.0015,0.1112,0.0284,0.3247,0.4925,0.0419,0.1449,0.6848,0.8536,0.4109,0.1168,0.5787,0.1301,3825,3742,3713.8,4177,0.088,3683,0.7071,0.6004,0.7047,0.7067,4625,0.5809,1.1553,0.9818,2.8547,5,570,0,3634
SAT_Competition2009/CRAFTED/Hard/contest05/counting-php/easier-fphp-035-029.sat05-1221.reshuffled-07.cnf,1,0.0044,0.0321,0.0044,0.8941,0,0.0044,0.0001,0.9109,0.9617,0.0357,0.0044,0.1662,1.019,357,289,331.24,615,0.0044,238,0.2382,0.9109,0.9109,1.7479,31500,0.3235,0.0011,0.9999,0,3,1015,0,30485
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,0.0471,0.2338,0.0918,0.7138,0.2909,0.1238,0.5807,0.3909,0,0.0253,0.959,0.1608,0.5875,12,9,10.175,14,0.1748,8,0.2949,0.2016,0.3848,0.0656,63000,0.401,0.6571,0.8253,2.7154,6,15000,0,62579
SAT_Competition2007/crafted/Medium/contest05/pebbling/unsat-pbl-00090.sat05-1326.reshuffled-07.cnf,1,0.372,0.031,0.4067,2.5647,1.2736,0.4741,0.4412,0.5452,0.0009,0.2151,0.4979,1.8677,0.7124,1286,957,1129.5,2087,0.4919,704,0.3985,0.3487,0.5884,0.2214,9322,1.9362,0.2234,0.9906,4.4017,5,322,0,8550
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S406284248-03.cnf,1,0.0015,0.05,0.0027,0.8343,0.097,0.0035,0.7091,0.1629,0,0,0.0134,0,0.6451,47,43,43.638,58,0.0047,37,0.0819,0.0707,0.1448,0,20000,0.2263,0.649,0.8433,3.6554,3,1000,0.2,20000
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,0,0.08,0.0291,1.9296,2.9581,0.0447,0.4382,0.6695,0.4291,6.3731,0.3243,1.8884,0.9638,1760,1760,1760,1760,0.0892,1760,1.7667,0.4445,0.7862,0.9176,399000,4.0643,1.3647,0.9932,4.0877,18,115000,0,194000
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S1262395962-18.UNSAT.shuffled.cnf,1,0,0.0112,0.0001,1.0002,0.0365,0.0001,0.6975,0.0603,0,0,0.0002,0,0.6791,4565,4521,4516.3,4587,0.0001,4471,0,0.0239,0.0499,0,4895,0.1345,0.4378,0.8758,3.7458,2,55,0.1429,4895
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/560/unif-k3-r4.25-v560-c2380-S1949086545-083.cnf,1,0.0425,0.2312,0.0882,0.6966,0.2908,0.1208,0.5875,0.3874,0,0.0238,0.731,0.1454,0.588,3820,3806,3789.6,3964,0.1715,3734,0.2872,0.2114,0.3767,0.0627,2380,0.4123,0.7192,0.8432,2.6909,5,560,0,2366
SAT_Competition2007/crafted/Medium/contest05/others/QG8-gensys-ukn005.sat05-3584.reshuffled-07.cnf,1,0,0.0215,0.2601,1.5704,1.659,0.5,0.2088,0.8489,0.1394,0.0599,0.5,0.7151,0.8393,1506,1067,1140.9,1866,0.5,758,1.04,0.8,0.875,0.3599,56210,1.8399,0.9579,0.9899,3.6431,4,1133,0,49674
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/400/unif-k3-r4.25-v400-c1700-S1767425240-073.cnf,1,0.0469,0.2283,0.0927,0.7635,0.2746,0.1249,0.5763,0.3964,0,0.039,0.3235,0.2185,0.5949,4050,3900,3920,4091,0.1728,3857,0.271,0.2199,0.377,0.0758,1700,0.3712,0.6143,0.851,2.6548,4,400,0,1686
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,0.0143,0.2059,0.1138,1.2799,18.306,0.1473,0.1959,0.8709,0.5361,2.2681,0.5,1.2359,1.0819,0,0,0,0,0.2968,0,5.2702,0.8251,0.9116,1.2985,5690000,23.694,0.8843,1.5373,1.3348,10,1460000,0,2170000
SAT_Competition2007/random/2+p/p0.9/v630/unif2p-p0.9-v630-c2280-S702278147-14-UNSAT.cnf,1,0.0621,0.2644,0.1222,0.9517,0.3272,0.165,0.5559,0.4169,0.0969,0.0642,0.521,0.5629,0.6496,4032,3970,3986,4120,0.228,3925,0.3325,0.2332,0.41,0.1412,2280,0.4266,0.6301,0.8452,2.6248,5,630,0,2239
SAT_Competition2007/crafted/Hard/contest05/counting-clq/unsat-set-a-fclqcolor-20-13-14.sat05-1278.reshuffled-07.cnf,1,0.0015,0.0163,0.0155,1.1956,0.7758,0.0359,0.0432,0.8682,0.1258,0.0489,0.0533,0.7299,0.6891,1684,1639,1710.4,2340,0.0437,1431,0.6135,0.8384,0.8522,1.1708,43124,0.8597,1.0675,0.9999,1.407,4,730,0,42584
SAT_Competition2009/CRAFTED/Hard/contest04/others/equilarge_l3.sat05-520.reshuffled-07.cnf,1,0.0608,0.1539,0.1037,1.3357,2.8267,0.1377,2.4393,0.0828,0.0753,0.6086,0.2511,0.7664,0.8418,3933,3933,3933,3933,0.139,3933,2.1611,0,0,0.1696,18591,2.5655,0.4831,0.7521,1.6055,14,4496,0,18157
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,0.0022,0.0673,0.0301,1.36,8.1967,0.0267,0.1358,0.9564,0.8151,0.0297,0.5,0.8152,0.8801,0,0,0,0,0.0607,0,0.7383,0.9801,0.9929,3.987,1400000,6.4741,2.2971,1.0257,3.5731,5,96675,0,1400000
SAT_Competition2009/CRAFTED/Difficult/contest-02-03-04/contest02-ezfact64_10.sat05-449.reshuffled-07.cnf,1,0.0548,0.1601,0.0598,1.2812,0.5437,0.0697,1.3532,0.1,0.0455,0.0805,0.096,0.6185,0.8418,1031,801,870.67,1159,0.0698,740,0.9208,0.0068,0.0179,0.1409,19785,0.9093,0.2277,0.7323,1.2677,8,3073,0,17759
SAT_Competition2011/SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m62-q1327.5-n60-p30-s52708253.cnf,1,0.0005,0.0031,0.0173,0.0787,0.2623,0.0229,0.062,0.9811,0.9834,0.0166,0.5,0.1076,0.004,17,11,12.643,21,0.0495,7,0,0.9835,0.9966,2.7515,1160000,0.2856,1.7504,1.0059,6.6172,2,3672,0.9429,1160000
SAT_Competition2007/random/OnTreshold/5SAT/v80/unif-k5-r21.3-v80-c1704-S1260745628-20.UNSAT.shuffled.cnf,1,0.001,0.0469,0.0018,0.8317,0.0956,0.0025,0.6339,0.1742,0,0,0.0059,0,0.6481,4357,4341,4346.6,4410,0.0037,4335,0.01,0.0936,0.1717,0,1704,0.2464,0.633,0.8609,3.4242,3,80,0.2,1704
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,0.0154,0.1868,0.0833,1.7397,1.637,0.085,0.6645,0.4481,0.2776,3.2348,0.7684,1.6593,0.8364,542,498,491.6,672,0.2318,433,1.0383,0.1653,0.4698,0.8978,144000,1.0609,1.3215,0.902,2.9294,10,45427,0,57428
SAT_Competition2009/CRAFTED/sgi/satsgi-n25himBHm29-p0-q290.cnf,1,0.0583,0.0386,0.0583,0,0,0.0584,0,0.9411,0.9835,0.0357,0.0585,0.0842,0,0,0,0,0,0.0584,0,0,0.9411,0.9411,2.3802,18875,0,0.0006,0.9999,0,2,725,1,18150
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,0.0066,0.1487,0.0361,1.8379,1.3093,0.0448,0.5432,0.5452,0.5033,2.3973,0.4517,1.567,1.0443,977,824,770.5,984,0.0907,596,1.1323,0.2721,0.6154,0.6335,638000,1.3177,1.2538,0.986,3.4592,23,157000,0,310000
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,0,0.051,0.0418,1.125,5.0609,0.0367,0.1898,0.9389,0.8646,0.354,0.5,0.7485,0.5516,0,0,0,0,0.1667,0,3.701,0.9701,1,2.2924,8560000,4.3539,2.1585,4.5874,3.5571,4,570000,0,8240000
SAT_Competition2007/random/OnTreshold/3SAT/v360/unif-k3-r4.26-v360-c1533-S1085782051-01.UNSAT.shuffled.cnf,1,0.0447,0.2318,0.0881,0.6727,0.2829,0.116,0.5752,0.3918,0,0.0169,0.2864,0.1318,0.5786,4086,4046,3979.3,4096,0.1781,3887,0.2764,0.2114,0.3946,0.0662,1533,0.3775,0.6644,0.8457,2.654,4,360,0,1527
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-f10ni.cnf,1,0.0164,0.1236,0.0721,1.8652,1.7985,0.1191,0.4497,0.6164,0.1298,5.5414,0.435,1.7163,0.7279,289,263,239.2,395,0.1481,131,1.6184,0.5122,0.6814,0.4106,1100000,2.1584,0.8171,0.893,2.9222,10,369000,0,456000
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,0.0121,0.2054,0.1029,1.2447,21.513,0.1502,0.1833,0.8812,0.5394,2.2213,0.5,1.2049,1.0796,0,0,0,0,0.2313,0,4.916,0.8173,0.9491,1.5658,8900000,27.829,0.9598,1.745,1.2077,11,2270000,0,3430000
SAT_Competition2007/crafted/Hard/contest02/ezfact64_3.sat05-450.reshuffled-07.cnf,1,0.0548,0.1609,0.0595,1.272,0.5339,0.0697,1.4056,0.0966,0.0502,0.1014,0.0835,0.619,0.8233,1471,1086,1182.6,1875,0.0698,863,0.9034,0.0013,0.0093,0.1437,19785,0.8765,0.2286,0.7341,1.3042,8,3073,0,17342
SAT_Competition2007/random/OnTreshold/7SAT/v55/unif-k7-r89-v55-c4895-S145251364-05.UNSAT.shuffled.cnf,1,0.0001,0.0112,0.0001,1.0264,0.0365,0.0001,0.6721,0.0669,0,0,0.0001,0,0.6824,4647,4561,4552.8,4647,0.0001,4512,0,0.0297,0.0654,0,4895,0.1392,0.3342,0.8774,3.585,2,55,0.1429,4895
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq3.cnf,1,0.0044,0.0579,0.1265,1.0876,4.4743,0.1949,0.4028,0.7997,0.89,0.2918,1,0.6672,0.5535,35,20,22,57,0.4075,7,3.157,0.8164,0.965,1.8913,968000,3.8463,1.2654,1.044,4.365,5,69789,0,933000
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0,0.0322,0.0123,1.2198,0.8492,0.0002,0.3017,0.4926,0.7657,0.1567,1,0.6022,1.0326,2753,2753,2753,2753,0.0148,2753,0.8254,0.3765,0.4921,0.8023,271000,0.9566,4.398,0.934,4.8554,7,10056,0,270000
