@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC

@DATA
dsjc-125-1-5-ext.xml.minion.converted.minion.gz,1,736,0.094968,125,125,125,0.016,0.016
dubois-100_ext.xml.minion.converted.minion.gz,1,200,0.013333,300,300,300,0.01,0.01
dubois-20_ext.xml.minion.converted.minion.gz,1,40,0.066667,60,60,60,0.05,0.05
dubois-21_ext.xml.minion.converted.minion.gz,1,42,0.063492,63,63,63,0.047619,0.047619
dubois-22_ext.xml.minion.converted.minion.gz,1,44,0.060606,66,66,66,0.045455,0.045455
dubois-23_ext.xml.minion.converted.minion.gz,1,46,0.057971,69,69,69,0.043478,0.043478
dubois-24_ext.xml.minion.converted.minion.gz,1,48,0.055556,72,72,72,0.041667,0.041667
dubois-25_ext.xml.minion.converted.minion.gz,1,50,0.053333,75,75,75,0.04,0.04
dubois-26_ext.xml.minion.converted.minion.gz,1,52,0.051282,78,78,78,0.038462,0.038462
dubois-27_ext.xml.minion.converted.minion.gz,1,54,0.049383,81,81,81,0.037037,0.037037
dubois-28_ext.xml.minion.converted.minion.gz,1,56,0.047619,84,84,84,0.035714,0.035714
dubois-29_ext.xml.minion.converted.minion.gz,1,58,0.045977,87,87,87,0.034483,0.034483
dubois-30_ext.xml.minion.converted.minion.gz,1,60,0.044444,90,90,90,0.033333,0.033333
dubois-50_ext.xml.minion.converted.minion.gz,1,100,0.026667,150,150,150,0.02,0.02
ehi-85-297-0_ext.xml.minion.gz,1,4094,0.093139,297,297,297,0.006734,0.006734
ehi-85-297-10_ext.xml.minion.gz,1,4098,0.09323,297,297,297,0.006734,0.006734
ehi-85-297-11_ext.xml.minion.gz,1,4100,0.093275,297,297,297,0.006734,0.006734
ehi-85-297-12_ext.xml.minion.gz,1,4099,0.093252,297,297,297,0.006734,0.006734
ehi-85-297-13_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734
ehi-85-297-14_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734
ehi-85-297-15_ext.xml.minion.gz,1,4133,0.094026,297,297,297,0.006734,0.006734
ehi-85-297-16_ext.xml.minion.gz,1,4105,0.093389,297,297,297,0.006734,0.006734
ehi-85-297-17_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734
ehi-85-297-18_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734
ehi-85-297-19_ext.xml.minion.gz,1,4118,0.093685,297,297,297,0.006734,0.006734
ehi-85-297-1_ext.xml.minion.gz,1,4112,0.093548,297,297,297,0.006734,0.006734
ehi-85-297-20_ext.xml.minion.gz,1,4106,0.093412,297,297,297,0.006734,0.006734
ehi-85-297-21_ext.xml.minion.gz,1,4098,0.09323,297,297,297,0.006734,0.006734
ehi-85-297-22_ext.xml.minion.gz,1,4107,0.093434,297,297,297,0.006734,0.006734
ehi-85-297-23_ext.xml.minion.gz,1,4126,0.093867,297,297,297,0.006734,0.006734
ehi-85-297-24_ext.xml.minion.gz,1,4105,0.093389,297,297,297,0.006734,0.006734
ehi-85-297-25_ext.xml.minion.gz,1,4097,0.093207,297,297,297,0.006734,0.006734
ehi-85-297-26_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734
ehi-85-297-27_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734
ehi-85-297-28_ext.xml.minion.gz,1,4100,0.093275,297,297,297,0.006734,0.006734
ehi-85-297-29_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734
ehi-85-297-2_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734
ehi-85-297-30_ext.xml.minion.gz,1,4121,0.093753,297,297,297,0.006734,0.006734
ehi-85-297-31_ext.xml.minion.gz,1,4100,0.093275,297,297,297,0.006734,0.006734
ehi-85-297-32_ext.xml.minion.gz,1,4118,0.093685,297,297,297,0.006734,0.006734
ehi-85-297-33_ext.xml.minion.gz,1,4094,0.093139,297,297,297,0.006734,0.006734
ehi-85-297-34_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734
ehi-85-297-35_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734
ehi-85-297-36_ext.xml.minion.gz,1,4113,0.093571,297,297,297,0.006734,0.006734
ehi-85-297-37_ext.xml.minion.gz,1,4097,0.093207,297,297,297,0.006734,0.006734
ehi-85-297-38_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734
ehi-85-297-39_ext.xml.minion.gz,1,4127,0.093889,297,297,297,0.006734,0.006734
ehi-85-297-3_ext.xml.minion.gz,1,4109,0.09348,297,297,297,0.006734,0.006734
ehi-85-297-40_ext.xml.minion.gz,1,4137,0.094117,297,297,297,0.006734,0.006734
ehi-85-297-41_ext.xml.minion.gz,1,4087,0.092979,297,297,297,0.006734,0.006734
ehi-85-297-42_ext.xml.minion.gz,1,4131,0.09398,297,297,297,0.006734,0.006734
ehi-85-297-43_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734
ehi-85-297-44_ext.xml.minion.gz,1,4130,0.093958,297,297,297,0.006734,0.006734
ehi-85-297-45_ext.xml.minion.gz,1,4086,0.092957,297,297,297,0.006734,0.006734
ehi-85-297-46_ext.xml.minion.gz,1,4107,0.093434,297,297,297,0.006734,0.006734
ehi-85-297-47_ext.xml.minion.gz,1,4103,0.093343,297,297,297,0.006734,0.006734
ehi-85-297-48_ext.xml.minion.gz,1,4112,0.093548,297,297,297,0.006734,0.006734
ehi-85-297-49_ext.xml.minion.gz,1,4124,0.093821,297,297,297,0.006734,0.006734
ehi-85-297-4_ext.xml.minion.gz,1,4119,0.093707,297,297,297,0.006734,0.006734
ehi-85-297-50_ext.xml.minion.gz,1,4115,0.093616,297,297,297,0.006734,0.006734
ehi-85-297-51_ext.xml.minion.gz,1,4109,0.09348,297,297,297,0.006734,0.006734
ehi-85-297-52_ext.xml.minion.gz,1,4098,0.09323,297,297,297,0.006734,0.006734
ehi-85-297-53_ext.xml.minion.gz,1,4112,0.093548,297,297,297,0.006734,0.006734
ehi-85-297-54_ext.xml.minion.gz,1,4106,0.093412,297,297,297,0.006734,0.006734
ehi-85-297-55_ext.xml.minion.gz,1,4121,0.093753,297,297,297,0.006734,0.006734
ehi-85-297-56_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734
ehi-85-297-57_ext.xml.minion.gz,1,4115,0.093616,297,297,297,0.006734,0.006734
ehi-85-297-58_ext.xml.minion.gz,1,4123,0.093798,297,297,297,0.006734,0.006734
ehi-85-297-59_ext.xml.minion.gz,1,4106,0.093412,297,297,297,0.006734,0.006734
ehi-85-297-5_ext.xml.minion.gz,1,4098,0.09323,297,297,297,0.006734,0.006734
ehi-85-297-60_ext.xml.minion.gz,1,4119,0.093707,297,297,297,0.006734,0.006734
ehi-85-297-61_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734
ehi-85-297-62_ext.xml.minion.gz,1,4103,0.093343,297,297,297,0.006734,0.006734
ehi-85-297-63_ext.xml.minion.gz,1,4120,0.09373,297,297,297,0.006734,0.006734
ehi-85-297-64_ext.xml.minion.gz,1,4113,0.093571,297,297,297,0.006734,0.006734
ehi-85-297-65_ext.xml.minion.gz,1,4116,0.093639,297,297,297,0.006734,0.006734
ehi-85-297-66_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734
ehi-85-297-67_ext.xml.minion.gz,1,4096,0.093184,297,297,297,0.006734,0.006734
ehi-85-297-68_ext.xml.minion.gz,1,4126,0.093867,297,297,297,0.006734,0.006734
ehi-85-297-69_ext.xml.minion.gz,1,4114,0.093594,297,297,297,0.006734,0.006734
ehi-85-297-6_ext.xml.minion.gz,1,4081,0.092843,297,297,297,0.006734,0.006734
ehi-85-297-70_ext.xml.minion.gz,1,4091,0.09307,297,297,297,0.006734,0.006734
ehi-85-297-71_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734
ehi-85-297-72_ext.xml.minion.gz,1,4114,0.093594,297,297,297,0.006734,0.006734
ehi-85-297-73_ext.xml.minion.gz,1,4108,0.093457,297,297,297,0.006734,0.006734
ehi-85-297-74_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734
ehi-85-297-75_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734
ehi-85-297-76_ext.xml.minion.gz,1,4104,0.093366,297,297,297,0.006734,0.006734
ehi-85-297-77_ext.xml.minion.gz,1,4117,0.093662,297,297,297,0.006734,0.006734
ehi-85-297-78_ext.xml.minion.gz,1,4103,0.093343,297,297,297,0.006734,0.006734
ehi-85-297-79_ext.xml.minion.gz,1,4107,0.093434,297,297,297,0.006734,0.006734
ehi-85-297-7_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734
ehi-85-297-80_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734
ehi-85-297-81_ext.xml.minion.gz,1,4115,0.093616,297,297,297,0.006734,0.006734
ehi-85-297-82_ext.xml.minion.gz,1,4108,0.093457,297,297,297,0.006734,0.006734
ehi-85-297-83_ext.xml.minion.gz,1,4099,0.093252,297,297,297,0.006734,0.006734
ehi-85-297-84_ext.xml.minion.gz,1,4111,0.093525,297,297,297,0.006734,0.006734
ehi-85-297-85_ext.xml.minion.gz,1,4093,0.093116,297,297,297,0.006734,0.006734
ehi-85-297-86_ext.xml.minion.gz,1,4092,0.093093,297,297,297,0.006734,0.006734
ehi-85-297-87_ext.xml.minion.gz,1,4128,0.093912,297,297,297,0.006734,0.006734
ehi-85-297-88_ext.xml.minion.gz,1,4119,0.093707,297,297,297,0.006734,0.006734
ehi-85-297-89_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734
ehi-85-297-8_ext.xml.minion.gz,1,4110,0.093503,297,297,297,0.006734,0.006734
ehi-85-297-90_ext.xml.minion.gz,1,4113,0.093571,297,297,297,0.006734,0.006734
ehi-85-297-91_ext.xml.minion.gz,1,4113,0.093571,297,297,297,0.006734,0.006734
ehi-85-297-92_ext.xml.minion.gz,1,4106,0.093412,297,297,297,0.006734,0.006734
ehi-85-297-93_ext.xml.minion.gz,1,4105,0.093389,297,297,297,0.006734,0.006734
ehi-85-297-94_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734
ehi-85-297-95_ext.xml.minion.gz,1,4102,0.093321,297,297,297,0.006734,0.006734
ehi-85-297-96_ext.xml.minion.gz,1,4119,0.093707,297,297,297,0.006734,0.006734
ehi-85-297-97_ext.xml.minion.gz,1,4095,0.093161,297,297,297,0.006734,0.006734
ehi-85-297-98_ext.xml.minion.gz,1,4124,0.093821,297,297,297,0.006734,0.006734
ehi-85-297-99_ext.xml.minion.gz,1,4115,0.093616,297,297,297,0.006734,0.006734
ehi-85-297-9_ext.xml.minion.gz,1,4118,0.093685,297,297,297,0.006734,0.006734
ehi-90-315-0_ext.xml.minion.gz,1,4343,0.087817,315,315,315,0.006349,0.006349
ehi-90-315-10_ext.xml.minion.gz,1,4355,0.08806,315,315,315,0.006349,0.006349
ehi-90-315-11_ext.xml.minion.gz,1,4371,0.088383,315,315,315,0.006349,0.006349
ehi-90-315-12_ext.xml.minion.gz,1,4369,0.088343,315,315,315,0.006349,0.006349
ehi-90-315-13_ext.xml.minion.gz,1,4391,0.088788,315,315,315,0.006349,0.006349
ehi-90-315-14_ext.xml.minion.gz,1,4377,0.088505,315,315,315,0.006349,0.006349
ehi-90-315-15_ext.xml.minion.gz,1,4381,0.088586,315,315,315,0.006349,0.006349
ehi-90-315-16_ext.xml.minion.gz,1,4383,0.088626,315,315,315,0.006349,0.006349
ehi-90-315-17_ext.xml.minion.gz,1,4374,0.088444,315,315,315,0.006349,0.006349
ehi-90-315-18_ext.xml.minion.gz,1,4380,0.088565,315,315,315,0.006349,0.006349
ehi-90-315-19_ext.xml.minion.gz,1,4371,0.088383,315,315,315,0.006349,0.006349
ehi-90-315-1_ext.xml.minion.gz,1,4388,0.088727,315,315,315,0.006349,0.006349
ehi-90-315-20_ext.xml.minion.gz,1,4379,0.088545,315,315,315,0.006349,0.006349
ehi-90-315-21_ext.xml.minion.gz,1,4388,0.088727,315,315,315,0.006349,0.006349
ehi-90-315-22_ext.xml.minion.gz,1,4368,0.088323,315,315,315,0.006349,0.006349
ehi-90-315-23_ext.xml.minion.gz,1,4375,0.088464,315,315,315,0.006349,0.006349
ehi-90-315-24_ext.xml.minion.gz,1,4378,0.088525,315,315,315,0.006349,0.006349
ehi-90-315-25_ext.xml.minion.gz,1,4398,0.088929,315,315,315,0.006349,0.006349
ehi-90-315-26_ext.xml.minion.gz,1,4370,0.088363,315,315,315,0.006349,0.006349
ehi-90-315-27_ext.xml.minion.gz,1,4374,0.088444,315,315,315,0.006349,0.006349
ehi-90-315-28_ext.xml.minion.gz,1,4369,0.088343,315,315,315,0.006349,0.006349
ehi-90-315-29_ext.xml.minion.gz,1,4382,0.088606,315,315,315,0.006349,0.006349
ehi-90-315-2_ext.xml.minion.gz,1,4382,0.088606,315,315,315,0.006349,0.006349
ehi-90-315-30_ext.xml.minion.gz,1,4366,0.088282,315,315,315,0.006349,0.006349
ehi-90-315-31_ext.xml.minion.gz,1,4394,0.088848,315,315,315,0.006349,0.006349
ehi-90-315-32_ext.xml.minion.gz,1,4380,0.088565,315,315,315,0.006349,0.006349
ehi-90-315-33_ext.xml.minion.gz,1,4363,0.088222,315,315,315,0.006349,0.006349
ehi-90-315-34_ext.xml.minion.gz,1,4390,0.088768,315,315,315,0.006349,0.006349
ehi-90-315-35_ext.xml.minion.gz,1,4384,0.088646,315,315,315,0.006349,0.006349
ehi-90-315-36_ext.xml.minion.gz,1,4378,0.088525,315,315,315,0.006349,0.006349
ehi-90-315-37_ext.xml.minion.gz,1,4374,0.088444,315,315,315,0.006349,0.006349
ehi-90-315-38_ext.xml.minion.gz,1,4382,0.088606,315,315,315,0.006349,0.006349
ehi-90-315-39_ext.xml.minion.gz,1,4399,0.08895,315,315,315,0.006349,0.006349
ehi-90-315-3_ext.xml.minion.gz,1,4376,0.088484,315,315,315,0.006349,0.006349
ehi-90-315-40_ext.xml.minion.gz,1,4381,0.088586,315,315,315,0.006349,0.006349
ehi-90-315-41_ext.xml.minion.gz,1,4382,0.088606,315,315,315,0.006349,0.006349
ehi-90-315-42_ext.xml.minion.gz,1,4373,0.088424,315,315,315,0.006349,0.006349
ehi-90-315-43_ext.xml.minion.gz,1,4365,0.088262,315,315,315,0.006349,0.006349
ehi-90-315-44_ext.xml.minion.gz,1,4400,0.08897,315,315,315,0.006349,0.006349
ehi-90-315-45_ext.xml.minion.gz,1,4369,0.088343,315,315,315,0.006349,0.006349
ehi-90-315-46_ext.xml.minion.gz,1,4358,0.088121,315,315,315,0.006349,0.006349
ehi-90-315-47_ext.xml.minion.gz,1,4380,0.088565,315,315,315,0.006349,0.006349
ehi-90-315-48_ext.xml.minion.gz,1,4383,0.088626,315,315,315,0.006349,0.006349
ehi-90-315-49_ext.xml.minion.gz,1,4362,0.088201,315,315,315,0.006349,0.006349
ehi-90-315-4_ext.xml.minion.gz,1,4377,0.088505,315,315,315,0.006349,0.006349
ehi-90-315-50_ext.xml.minion.gz,1,4385,0.088666,315,315,315,0.006349,0.006349
ehi-90-315-51_ext.xml.minion.gz,1,4374,0.088444,315,315,315,0.006349,0.006349
ehi-90-315-52_ext.xml.minion.gz,1,4373,0.088424,315,315,315,0.006349,0.006349
ehi-90-315-53_ext.xml.minion.gz,1,4391,0.088788,315,315,315,0.006349,0.006349
ehi-90-315-54_ext.xml.minion.gz,1,4371,0.088383,315,315,315,0.006349,0.006349
ehi-90-315-55_ext.xml.minion.gz,1,4381,0.088586,315,315,315,0.006349,0.006349
ehi-90-315-56_ext.xml.minion.gz,1,4381,0.088586,315,315,315,0.006349,0.006349
ehi-90-315-57_ext.xml.minion.gz,1,4382,0.088606,315,315,315,0.006349,0.006349
ehi-90-315-58_ext.xml.minion.gz,1,4383,0.088626,315,315,315,0.006349,0.006349
ehi-90-315-59_ext.xml.minion.gz,1,4380,0.088565,315,315,315,0.006349,0.006349
ehi-90-315-5_ext.xml.minion.gz,1,4374,0.088444,315,315,315,0.006349,0.006349
ehi-90-315-60_ext.xml.minion.gz,1,4375,0.088464,315,315,315,0.006349,0.006349
ehi-90-315-61_ext.xml.minion.gz,1,4387,0.088707,315,315,315,0.006349,0.006349
ehi-90-315-62_ext.xml.minion.gz,1,4375,0.088464,315,315,315,0.006349,0.006349
ehi-90-315-63_ext.xml.minion.gz,1,4381,0.088586,315,315,315,0.006349,0.006349
ehi-90-315-64_ext.xml.minion.gz,1,4369,0.088343,315,315,315,0.006349,0.006349
ehi-90-315-65_ext.xml.minion.gz,1,4387,0.088707,315,315,315,0.006349,0.006349
ehi-90-315-66_ext.xml.minion.gz,1,4347,0.087898,315,315,315,0.006349,0.006349
ehi-90-315-67_ext.xml.minion.gz,1,4359,0.088141,315,315,315,0.006349,0.006349
ehi-90-315-68_ext.xml.minion.gz,1,4375,0.088464,315,315,315,0.006349,0.006349
ehi-90-315-69_ext.xml.minion.gz,1,4386,0.088687,315,315,315,0.006349,0.006349
ehi-90-315-6_ext.xml.minion.gz,1,4365,0.088262,315,315,315,0.006349,0.006349
ehi-90-315-70_ext.xml.minion.gz,1,4385,0.088666,315,315,315,0.006349,0.006349
ehi-90-315-71_ext.xml.minion.gz,1,4378,0.088525,315,315,315,0.006349,0.006349
ehi-90-315-72_ext.xml.minion.gz,1,4378,0.088525,315,315,315,0.006349,0.006349
ehi-90-315-73_ext.xml.minion.gz,1,4350,0.087959,315,315,315,0.006349,0.006349
ehi-90-315-74_ext.xml.minion.gz,1,4377,0.088505,315,315,315,0.006349,0.006349
ehi-90-315-75_ext.xml.minion.gz,1,4380,0.088565,315,315,315,0.006349,0.006349
ehi-90-315-76_ext.xml.minion.gz,1,4358,0.088121,315,315,315,0.006349,0.006349
ehi-90-315-77_ext.xml.minion.gz,1,4376,0.088484,315,315,315,0.006349,0.006349
ehi-90-315-78_ext.xml.minion.gz,1,4376,0.088484,315,315,315,0.006349,0.006349
ehi-90-315-79_ext.xml.minion.gz,1,4374,0.088444,315,315,315,0.006349,0.006349
ehi-90-315-7_ext.xml.minion.gz,1,4375,0.088464,315,315,315,0.006349,0.006349
ehi-90-315-80_ext.xml.minion.gz,1,4397,0.088909,315,315,315,0.006349,0.006349
ehi-90-315-81_ext.xml.minion.gz,1,4381,0.088586,315,315,315,0.006349,0.006349
ehi-90-315-82_ext.xml.minion.gz,1,4375,0.088464,315,315,315,0.006349,0.006349
ehi-90-315-83_ext.xml.minion.gz,1,4370,0.088363,315,315,315,0.006349,0.006349
ehi-90-315-84_ext.xml.minion.gz,1,4385,0.088666,315,315,315,0.006349,0.006349
ehi-90-315-85_ext.xml.minion.gz,1,4370,0.088363,315,315,315,0.006349,0.006349
ehi-90-315-86_ext.xml.minion.gz,1,4372,0.088404,315,315,315,0.006349,0.006349
ehi-90-315-87_ext.xml.minion.gz,1,4396,0.088889,315,315,315,0.006349,0.006349
ehi-90-315-88_ext.xml.minion.gz,1,4398,0.088929,315,315,315,0.006349,0.006349
ehi-90-315-89_ext.xml.minion.gz,1,4384,0.088646,315,315,315,0.006349,0.006349
ehi-90-315-8_ext.xml.minion.gz,1,4363,0.088222,315,315,315,0.006349,0.006349
ehi-90-315-90_ext.xml.minion.gz,1,4365,0.088262,315,315,315,0.006349,0.006349
ehi-90-315-91_ext.xml.minion.gz,1,4377,0.088505,315,315,315,0.006349,0.006349
ehi-90-315-92_ext.xml.minion.gz,1,4396,0.088889,315,315,315,0.006349,0.006349
ehi-90-315-93_ext.xml.minion.gz,1,4377,0.088505,315,315,315,0.006349,0.006349
ehi-90-315-94_ext.xml.minion.gz,1,4380,0.088565,315,315,315,0.006349,0.006349
ehi-90-315-95_ext.xml.minion.gz,1,4372,0.088404,315,315,315,0.006349,0.006349
ehi-90-315-96_ext.xml.minion.gz,1,4392,0.088808,315,315,315,0.006349,0.006349
ehi-90-315-97_ext.xml.minion.gz,1,4376,0.088484,315,315,315,0.006349,0.006349
ehi-90-315-98_ext.xml.minion.gz,1,4373,0.088424,315,315,315,0.006349,0.006349
ehi-90-315-99_ext.xml.minion.gz,1,4367,0.088302,315,315,315,0.006349,0.006349
ehi-90-315-9_ext.xml.minion.gz,1,4370,0.088363,315,315,315,0.006349,0.006349
frb30-15-1-mgd_ext.xml.minion.gz,1,208,0.478161,30,30,30,0.066667,0.066667
frb30-15-2-mgd_ext.xml.minion.gz,1,217,0.498851,30,30,30,0.066667,0.066667
frb30-15-3-mgd_ext.xml.minion.gz,1,213,0.489655,30,30,30,0.066667,0.066667
frb30-15-4-mgd_ext.xml.minion.gz,1,212,0.487356,30,30,30,0.066667,0.066667
frb30-15-5-mgd_ext.xml.minion.gz,1,210,0.482759,30,30,30,0.066667,0.066667
frb35-17-1-mgd_ext.xml.minion.gz,1,262,0.440336,35,35,35,0.057143,0.057143
frb35-17-2-mgd_ext.xml.minion.gz,1,260,0.436975,35,35,35,0.057143,0.057143
frb35-17-3-mgd_ext.xml.minion.gz,1,266,0.447059,35,35,35,0.057143,0.057143
frb35-17-4-mgd_ext.xml.minion.gz,1,262,0.440336,35,35,35,0.057143,0.057143
frb35-17-5-mgd_ext.xml.minion.gz,1,273,0.458824,35,35,35,0.057143,0.057143
frb40-19-1-mgd_ext.xml.minion.gz,1,321,0.411538,40,40,40,0.05,0.05
frb40-19-2-mgd_ext.xml.minion.gz,1,321,0.411538,40,40,40,0.05,0.05
frb40-19-3-mgd_ext.xml.minion.gz,1,308,0.394872,40,40,40,0.05,0.05
frb40-19-4-mgd_ext.xml.minion.gz,1,326,0.417949,40,40,40,0.05,0.05
frb40-19-5-mgd_ext.xml.minion.gz,1,326,0.417949,40,40,40,0.05,0.05
frb45-21-1-mgd_ext.xml.minion.gz,1,394,0.39798,45,45,45,0.044444,0.044444
frb45-21-2-mgd_ext.xml.minion.gz,1,380,0.383838,45,45,45,0.044444,0.044444
frb45-21-3-mgd_ext.xml.minion.gz,1,369,0.372727,45,45,45,0.044444,0.044444
frb45-21-4-mgd_ext.xml.minion.gz,1,378,0.381818,45,45,45,0.044444,0.044444
frb45-21-5-mgd_ext.xml.minion.gz,1,375,0.378788,45,45,45,0.044444,0.044444
frb50-23-1-mgd_ext.xml.minion.gz,1,430,0.35102,50,50,50,0.04,0.04
frb50-23-2-mgd_ext.xml.minion.gz,1,445,0.363265,50,50,50,0.04,0.04
frb50-23-3-mgd_ext.xml.minion.gz,1,456,0.372245,50,50,50,0.04,0.04
frb50-23-4-mgd_ext.xml.minion.gz,1,435,0.355102,50,50,50,0.04,0.04
frb50-23-5-mgd_ext.xml.minion.gz,1,428,0.349388,50,50,50,0.04,0.04
frb53-24-1-mgd_ext.xml.minion.gz,1,475,0.344702,53,53,53,0.037736,0.037736
frb53-24-2-mgd_ext.xml.minion.gz,1,474,0.343977,53,53,53,0.037736,0.037736
frb53-24-3-mgd_ext.xml.minion.gz,1,470,0.341074,53,53,53,0.037736,0.037736
frb53-24-4-mgd_ext.xml.minion.gz,1,473,0.343251,53,53,53,0.037736,0.037736
frb53-24-5-mgd_ext.xml.minion.gz,1,476,0.345428,53,53,53,0.037736,0.037736
frb56-25-1-mgd_ext.xml.minion.gz,1,517,0.335714,56,56,56,0.035714,0.035714
frb56-25-2-mgd_ext.xml.minion.gz,1,511,0.331818,56,56,56,0.035714,0.035714
frb56-25-3-mgd_ext.xml.minion.gz,1,511,0.331818,56,56,56,0.035714,0.035714
frb56-25-4-mgd_ext.xml.minion.gz,1,525,0.340909,56,56,56,0.035714,0.035714
frb56-25-5-mgd_ext.xml.minion.gz,1,512,0.332468,56,56,56,0.035714,0.035714
frb59-26-1-mgd_ext.xml.minion.gz,1,556,0.324956,59,59,59,0.033898,0.033898
frb59-26-2-mgd_ext.xml.minion.gz,1,549,0.320865,59,59,59,0.033898,0.033898
frb59-26-3-mgd_ext.xml.minion.gz,1,547,0.319696,59,59,59,0.033898,0.033898
frb59-26-4-mgd_ext.xml.minion.gz,1,559,0.32671,59,59,59,0.033898,0.033898
frb59-26-5-mgd_ext.xml.minion.gz,1,539,0.31502,59,59,59,0.033898,0.033898
geo50-20-d4-75-100_ext.xml.minion.gz,1,393,0.320816,50,50,50,0.04,0.04
geo50-20-d4-75-10_ext.xml.minion.gz,1,459,0.374694,50,50,50,0.04,0.04
geo50-20-d4-75-11_ext.xml.minion.gz,1,429,0.350204,50,50,50,0.04,0.04
geo50-20-d4-75-12_ext.xml.minion.gz,1,520,0.42449,50,50,50,0.04,0.04
geo50-20-d4-75-13_ext.xml.minion.gz,1,428,0.349388,50,50,50,0.04,0.04
geo50-20-d4-75-14_ext.xml.minion.gz,1,447,0.364898,50,50,50,0.04,0.04
geo50-20-d4-75-15_ext.xml.minion.gz,1,437,0.356735,50,50,50,0.04,0.04
geo50-20-d4-75-16_ext.xml.minion.gz,1,421,0.343673,50,50,50,0.04,0.04
geo50-20-d4-75-17_ext.xml.minion.gz,1,410,0.334694,50,50,50,0.04,0.04
geo50-20-d4-75-18_ext.xml.minion.gz,1,419,0.342041,50,50,50,0.04,0.04
geo50-20-d4-75-19_ext.xml.minion.gz,1,498,0.406531,50,50,50,0.04,0.04
geo50-20-d4-75-1_ext.xml.minion.gz,1,472,0.385306,50,50,50,0.04,0.04
geo50-20-d4-75-20_ext.xml.minion.gz,1,437,0.356735,50,50,50,0.04,0.04
geo50-20-d4-75-21_ext.xml.minion.gz,1,378,0.308571,50,50,50,0.04,0.04
geo50-20-d4-75-22_ext.xml.minion.gz,1,435,0.355102,50,50,50,0.04,0.04
geo50-20-d4-75-23_ext.xml.minion.gz,1,429,0.350204,50,50,50,0.04,0.04
geo50-20-d4-75-24_ext.xml.minion.gz,1,393,0.320816,50,50,50,0.04,0.04
geo50-20-d4-75-25_ext.xml.minion.gz,1,390,0.318367,50,50,50,0.04,0.04
geo50-20-d4-75-26_ext.xml.minion.gz,1,399,0.325714,50,50,50,0.04,0.04
geo50-20-d4-75-27_ext.xml.minion.gz,1,420,0.342857,50,50,50,0.04,0.04
geo50-20-d4-75-28_ext.xml.minion.gz,1,462,0.377143,50,50,50,0.04,0.04
geo50-20-d4-75-29_ext.xml.minion.gz,1,429,0.350204,50,50,50,0.04,0.04
geo50-20-d4-75-2_ext.xml.minion.gz,1,466,0.380408,50,50,50,0.04,0.04
geo50-20-d4-75-30_ext.xml.minion.gz,1,401,0.327347,50,50,50,0.04,0.04
geo50-20-d4-75-31_ext.xml.minion.gz,1,377,0.307755,50,50,50,0.04,0.04
geo50-20-d4-75-32_ext.xml.minion.gz,1,416,0.339592,50,50,50,0.04,0.04
geo50-20-d4-75-33_ext.xml.minion.gz,1,411,0.33551,50,50,50,0.04,0.04
geo50-20-d4-75-34_ext.xml.minion.gz,1,398,0.324898,50,50,50,0.04,0.04
geo50-20-d4-75-35_ext.xml.minion.gz,1,453,0.369796,50,50,50,0.04,0.04
geo50-20-d4-75-36_ext.xml.minion.gz,1,339,0.276735,50,50,50,0.04,0.04
