@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC
@ATTRIBUTE OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE POS_HORN NUMERIC
@ATTRIBUTE NEG_HORN_CLAUSE NUMERIC
@ATTRIBUTE TOTAL_VARS NUMERIC
@ATTRIBUTE EXIST_VARS NUMERIC
@ATTRIBUTE EXIST_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCC NUMERIC
@ATTRIBUTE WOCCN_WOCC NUMERIC
@ATTRIBUTE NEG_HORN NUMERIC
@ATTRIBUTE FORALL_VARS NUMERIC
@ATTRIBUTE LITEN_LITN NUMERIC
@ATTRIBUTE BINARY_CLAUSES NUMERIC
@ATTRIBUTE LITERALS NUMERIC
@ATTRIBUTE W_OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE FORALL_LIT_PER_CLAUSE NUMERIC
@ATTRIBUTE WOCCEP_WOCCP NUMERIC
@ATTRIBUTE W_OCCS_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCS_FORALL_NO_PER_VAR NUMERIC
@ATTRIBUTE LITEP_LIT NUMERIC
@ATTRIBUTE WOCCEP_WOCCE NUMERIC
@ATTRIBUTE TERNARY_MORE_CLAUSES NUMERIC
@ATTRIBUTE OCCE_OCC NUMERIC
@ATTRIBUTE OCCS_FORALL_POS_NO_PER_VAR NUMERIC
@ATTRIBUTE OCCEN_OCCE NUMERIC
@ATTRIBUTE LITEN_LITE NUMERIC
@ATTRIBUTE OCCEN_OCC NUMERIC
@ATTRIBUTE LITFN_LIT NUMERIC
@ATTRIBUTE TERMORE_CLAUSE NUMERIC

@DATA
Qq2k3k3v50v50m700s4,1,1.501429,50,0.973684,0.506667,20.72,87,0.115714,100,50,3,0.648254,0.509048,81,50,0.507049,0,4200,21.02,3,1.320401,30.93,42,0.243095,0.48619,700,1,21.02,0.51381,0.51381,0.51381,0.249762,1
Qq2k3k3v50v50m700s5,1,1.502857,50,0.996198,0.500952,20.96,77,0.121429,100,50,3,0.662857,0.501587,85,50,0.501901,0,4200,21.04,3,1.329936,31.4,42,0.248571,0.497143,700,1,21.04,0.502857,0.502857,0.502857,0.249524,1
Qq2k3k3v50v50m700s6,1,1.544286,50,1.019231,0.495238,21.2,77,0.118571,100,50,3,0.659683,0.498571,83,50,0.510096,0,4200,21.62,3,1.315606,31.59,42,0.247381,0.494762,700,1,21.62,0.505238,0.505238,0.505238,0.242619,1
Qq2k3k3v50v50m700s7,1,1.477143,50,0.984877,0.50381,20.84,88,0.121429,100,50,3,0.666667,0.50254,85,50,0.496219,0,4200,20.68,3,1.34014,31.34,42,0.25,0.5,700,1,20.68,0.5,0.5,0.5,0.25381,1
Qq2k3k3v50v50m700s8,1,1.524286,50,1.022147,0.494524,21.23,65,0.134286,100,50,3,0.670476,0.495397,94,50,0.502648,0,4200,21.34,3,1.32872,31.79,42,0.251429,0.502857,700,1,21.34,0.497143,0.497143,0.497143,0.245952,1
Qq2k3k3v50v50m700s9,1,1.477143,50,0.990521,0.502381,20.9,76,0.117143,100,50,3,0.670476,0.500635,82,50,0.494787,0,4200,20.68,3,1.342657,31.46,42,0.251429,0.502857,700,1,20.68,0.497143,0.497143,0.497143,0.25381,1
Qq2k3k3v50v50m800s10,1,1.51875,50,1.009209,0.497708,24.11,88,0.11,100,50,3,0.664444,0.499028,88,50,0.503977,0,4800,24.3,3,1.32631,36.07,48,0.249167,0.498333,800,1,24.3,0.501667,0.501667,0.501667,0.246875,1
Qq2k3k3v50v50m800s1,1,1.47125,50,0.997503,0.500625,23.97,85,0.095,100,50,3,0.677778,0.497639,76,50,0.491053,0,4800,23.54,3,1.349184,36.17,48,0.254167,0.508333,800,1,23.54,0.491667,0.491667,0.491667,0.254792,1
Qq2k3k3v50v50m800s2,1,1.45875,50,0.962388,0.509583,23.54,103,0.10875,100,50,3,0.659444,0.508194,87,50,0.495912,0,4800,23.34,3,1.340864,35.41,48,0.247292,0.494583,800,1,23.34,0.505417,0.505417,0.505417,0.256875,1
Qq2k3k3v50v50m800s3,1,1.5075,50,1.036487,0.491042,24.43,91,0.13125,100,50,3,0.687222,0.488889,105,50,0.493424,0,4800,24.12,3,1.344565,36.8,48,0.257708,0.515417,800,1,24.12,0.484583,0.484583,0.484583,0.24875,1
Qq2k3k3v50v50m800s4,1,1.505,50,0.987578,0.503125,23.85,103,0.125,100,50,3,0.656111,0.504722,100,50,0.504762,0,4800,24.08,3,1.324734,35.66,48,0.246042,0.492083,800,1,24.08,0.507917,0.507917,0.507917,0.249167,1
Qq2k3k3v50v50m800s5,1,1.48875,50,0.984291,0.503958,23.81,86,0.1125,100,50,3,0.661111,0.504028,90,50,0.500207,0,4800,23.82,3,1.33296,35.71,48,0.247917,0.495833,800,1,23.82,0.504167,0.504167,0.504167,0.251875,1
Qq2k3k3v50v50m800s6,1,1.54,50,1.029598,0.492708,24.35,84,0.1225,100,50,3,0.668333,0.494722,98,50,0.506131,0,4800,24.64,3,1.322705,36.38,48,0.250625,0.50125,800,1,24.64,0.49875,0.49875,0.49875,0.243333,1
Qq2k3k3v50v50m800s7,1,1.47625,50,0.981833,0.504583,23.78,99,0.115,100,50,3,0.665,0.503472,92,50,0.496697,0,4800,23.62,3,1.339301,35.75,48,0.249375,0.49875,800,1,23.62,0.50125,0.50125,0.50125,0.253958,1
Qq2k3k3v50v50m800s8,1,1.51875,50,1.017654,0.495625,24.21,76,0.125,100,50,3,0.67,0.49625,100,50,0.501892,0,4800,24.3,3,1.330025,36.27,48,0.25125,0.5025,800,1,24.3,0.4975,0.4975,0.4975,0.246875,1
Qq2k3k3v50v50m800s9,1,1.4725,50,0.981833,0.504583,23.78,88,0.115,100,50,3,0.666667,0.503056,92,50,0.495458,0,4800,23.56,3,1.341532,35.78,48,0.25,0.5,800,1,23.56,0.5,0.5,0.5,0.254583,1
Qq2k3k3v50v50m900s10,1,1.516667,50,1.014174,0.496481,27.19,94,0.111111,100,50,3,0.668642,0.49716,100,50,0.502051,0,5400,27.3,3,1.329732,40.73,54,0.250741,0.501481,900,1,27.3,0.498519,0.498519,0.498519,0.247222,1
Qq2k3k3v50v50m900s1,1,1.486667,50,1.004454,0.498889,27.06,94,0.1,100,50,3,0.675556,0.497037,90,50,0.494432,0,5400,26.76,3,1.343152,40.74,54,0.253333,0.506667,900,1,26.76,0.493333,0.493333,0.493333,0.252222,1
Qq2k3k3v50v50m900s2,1,1.468889,50,0.972243,0.507037,26.62,110,0.111111,100,50,3,0.661728,0.505926,100,50,0.496713,0,5400,26.44,3,1.33933,40.02,54,0.248148,0.496296,900,1,26.44,0.503704,0.503704,0.503704,0.255185,1
Qq2k3k3v50v50m900s3,1,1.498889,50,1.020958,0.494815,27.28,104,0.125556,100,50,3,0.680988,0.492963,113,50,0.494386,0,5400,26.98,3,1.343073,41.07,54,0.25537,0.510741,900,1,26.98,0.489259,0.489259,0.489259,0.250185,1
Qq2k3k3v50v50m900s4,1,1.521111,50,0.99778,0.500556,26.97,110,0.125556,100,50,3,0.655802,0.503086,113,50,0.507584,0,5400,27.38,3,1.319752,40.25,54,0.245926,0.491852,900,1,27.38,0.508148,0.508148,0.508148,0.246481,1
Qq2k3k3v50v50m900s5,1,1.48,50,0.978022,0.505556,26.7,103,0.112222,100,50,3,0.660741,0.505185,101,50,0.498901,0,5400,26.64,3,1.335329,40.08,54,0.247778,0.495556,900,1,26.64,0.504444,0.504444,0.504444,0.253333,1
Qq2k3k3v50v50m900s6,1,1.547778,50,1.034665,0.491481,27.46,100,0.131111,100,50,3,0.668148,0.493951,118,50,0.507536,0,5400,27.86,3,1.320322,40.99,54,0.250556,0.501111,900,1,27.86,0.498889,0.498889,0.498889,0.242037,1
Qq2k3k3v50v50m900s7,1,1.481111,50,0.986755,0.503333,26.82,112,0.114444,100,50,3,0.666173,0.502346,103,50,0.497057,0,5400,26.66,3,1.338626,40.31,54,0.249815,0.49963,900,1,26.66,0.50037,0.50037,0.50037,0.253148,1
Qq2k3k3v50v50m900s8,1,1.517778,50,1.021715,0.49463,27.29,82,0.121111,100,50,3,0.673086,0.494815,109,50,0.500562,0,5400,27.32,3,1.332356,40.92,54,0.252407,0.504815,900,1,27.32,0.495185,0.495185,0.495185,0.247037,1
Qq2k3k3v50v50m900s9,1,1.474444,50,0.983835,0.504074,26.78,97,0.111111,100,50,3,0.66716,0.502593,100,50,0.495591,0,5400,26.54,3,1.341276,40.29,54,0.250185,0.50037,900,1,26.54,0.49963,0.49963,0.49963,0.254259,1
qshifter_3,1,2,8,1,0.5,16.842105,16,0.125,19,8,1,0.395833,0.5,16,11,0.2,0,640,23.272727,4,0.791667,20.210526,46.545455,0.1,0.5,128,0.475,23.272727,0.5,0.5,0.2375,0.4,1
qshifter_4,1,2.5,16,1,0.5,42.666667,32,0.0625,36,16,1,0.321429,0.5,32,20,0.166667,0,3072,64,5,0.642857,49.777778,128,0.083333,0.5,512,0.375,64,0.5,0.5,0.1875,0.416667,1
qshifter_5,1,3,32,1,0.5,103.884058,64,0.03125,69,32,1,0.269531,0.5,64,37,0.142857,0,14336,166.054054,6,0.539063,118.724638,332.108108,0.071429,0.5,2048,0.308036,166.054054,0.5,0.5,0.154018,0.428571,1
qshifter_6,1,3.5,64,1,0.5,244.537313,128,0.015625,134,64,1,0.232639,0.5,128,70,0.125,0,65536,409.6,7,0.465278,275.104478,819.2,0.0625,0.5,8192,0.261719,409.6,0.5,0.5,0.130859,0.4375,1
qshifter_7,1,4,128,1,0.5,560.669202,256,0.007813,263,128,1,0.205469,0.5,256,135,0.111111,0,294912,970.903704,8,0.410938,622.965779,1941.807407,0.055556,0.5,32768,0.228299,970.903704,0.5,0.5,0.114149,0.444444,1
qshifter_8,1,4.5,256,1,0.5,1260.307692,512,0.003906,520,256,1,0.184659,0.5,512,264,0.1,0,1310720,2234.181818,9,0.369318,1386.338462,4468.363636,0.05,0.5,131072,0.203125,2234.181818,0.5,0.5,0.101563,0.45,1
rankfunc10_unsigned_64,1,0.158612,2000,0.874148,0.533576,3.128103,3332,0.670207,2256,2000,2.361126,0.48824,0.535689,3786,256,0.889013,2625,15130,3.5,0.317224,1.051537,5.859043,7,0.407204,0.461913,3019,0.994399,3.5,0.538087,0.538087,0.535073,0.05922,0.534431
rankfunc11_signed_32,1,0.16148,1653,0.904552,0.525058,3.338753,2716,0.678722,1845,1653,2.404121,0.493222,0.526635,3228,192,0.887225,1962,12970,4,0.32296,1.041948,6.261247,8,0.415729,0.471576,2788,0.98397,4,0.528424,0.528424,0.519953,0.059214,0.586207
rankfunc12_unsigned_16,1,0.13545,676,0.91707,0.521629,3.332432,1079,0.686772,740,676,2.456614,0.493821,0.52276,1298,64,0.904797,762,5155,4,0.270899,1.034744,6.318919,8,0.42871,0.475985,1123,0.98595,4,0.524015,0.524015,0.516652,0.049661,0.59418
rankfunc14_signed_64,1,0.125521,2966,0.895796,0.527483,3.247052,4687,0.668424,3222,2966,2.462981,0.485514,0.528816,5453,256,0.912321,3392,22141,4,0.251042,1.030413,6.176288,8,0.426268,0.469716,4760,0.98583,4,0.530284,0.530284,0.52277,0.046249,0.583476
rankfunc15_unsigned_32,1,0.161919,3672,0.915858,0.521959,3.392233,6189,0.664824,4120,3672,2.415667,0.499575,0.523339,7095,448,0.886763,4420,29236,3.857143,0.323838,1.048071,6.365049,7.714286,0.418936,0.475097,6235,0.989372,3.857143,0.524903,0.524903,0.519324,0.059105,0.584239
rankfunc16_signed_64,1,0.149321,8567,0.899491,0.526457,3.266512,13789,0.667694,9463,8567,2.420965,0.489286,0.527994,16026,896,0.895708,9916,65276,4,0.298642,1.03661,6.154285,8,0.418638,0.470279,14070,0.983292,4,0.529721,0.529721,0.52087,0.054905,0.586201
rankfunc17_unsigned_16,1,0.186725,1420,0.894611,0.527813,3.243797,2398,0.672745,1612,1420,2.318989,0.491381,0.529886,2767,192,0.868606,1803,11074,4,0.37345,1.045238,6.011166,8,0.402835,0.467708,2301,0.977754,4,0.532292,0.532292,0.52045,0.069352,0.559446
rankfunc18_signed_64,1,0.207727,7467,0.90075,0.526108,3.345284,12546,0.661723,8619,7467,2.327323,0.497242,0.528248,14679,1152,0.856045,8958,60843,4,0.415453,1.054032,6.155935,8,0.398156,0.469231,13214,0.979438,4,0.530769,0.530769,0.519855,0.075736,0.595681
rankfunc19_unsigned_16,1,0.148148,2050,0.924903,0.519507,3.444591,3850,0.653274,2274,2050,2.39914,0.49948,0.520641,3951,224,0.894202,2632,16302,4,0.296296,1.041976,6.495163,8,0.425531,0.478084,3406,0.987332,4,0.521916,0.521916,0.515304,0.054963,0.563161
rankfunc1_signed_32,1,0.169178,2585,0.916884,0.52168,3.394836,4394,0.677108,2905,2585,2.38673,0.498727,0.523115,5123,320,0.880997,3050,20618,4,0.338356,1.045801,6.349053,8,0.416238,0.475246,4508,0.984257,4,0.524754,0.524754,0.516493,0.062082,0.595823
rankfunc20_unsigned_32,1,0.164766,1843,0.916281,0.521844,3.300619,3506,0.664399,2099,1843,2.334866,0.505398,0.523284,3613,256,0.881497,2583,14489,3.5,0.329533,1.060165,6.174369,7,0.416316,0.475073,2847,0.998044,3.5,0.524927,0.524927,0.523901,0.06184,0.523538
rankfunc21_signed_16,1,0.157369,2216,0.911031,0.523278,3.454693,3669,0.657292,2472,2216,2.438297,0.496405,0.524689,4277,256,0.890762,2495,17914,4,0.314738,1.044379,6.495146,8,0.41956,0.473717,4000,0.987992,4,0.526283,0.526283,0.519963,0.057162,0.614723
rankfunc22_unsigned_32,1,0.170137,1518,0.898342,0.526776,3.421053,2555,0.673239,1710,1518,2.398316,0.493771,0.528549,3039,192,0.882064,1819,12362,4,0.340275,1.047344,6.392982,8,0.411099,0.469425,2691,0.986515,4,0.530575,0.530575,0.52342,0.062126,0.596145
rankfunc23_signed_64,1,0.157619,3149,0.904801,0.524989,3.41919,5491,0.671271,3533,3149,2.40786,0.496748,0.526524,6269,384,0.889746,3895,25431,3.833333,0.315237,1.049152,6.421738,7.666667,0.417129,0.471739,5439,0.992063,3.833333,0.528261,0.528261,0.524068,0.057882,0.582396
rankfunc24_unsigned_64,1,0.157862,3150,0.916422,0.521806,3.530843,5816,0.676773,3534,3150,2.366084,0.499873,0.52317,6585,384,0.887192,4218,26094,4,0.315725,1.048325,6.627051,8,0.41933,0.475285,5506,0.989825,4,0.524715,0.524715,0.519376,0.058864,0.565879
rankfunc25_signed_64,1,0.124741,2962,0.911053,0.523272,3.265693,4996,0.671215,3218,2962,2.435863,0.490236,0.524405,5510,256,0.911227,3579,22044,4,0.249482,1.030786,6.213176,8,0.430276,0.474345,4624,0.985493,4,0.525655,0.525655,0.51803,0.046453,0.563284
rankfunc26_unsigned_32,1,0.133961,3184,0.912863,0.522777,3.515982,5619,0.678388,3504,3184,2.433909,0.495172,0.523965,6482,320,0.905157,3900,25816,4,0.267923,1.040201,6.666667,8,0.427642,0.474716,5646,0.991373,4,0.525284,0.525284,0.520752,0.049582,0.590895
rankfunc27_signed_64,1,0.161412,2062,0.934428,0.516949,3.534944,4033,0.676072,2318,2062,2.35104,0.505688,0.518038,4289,256,0.883225,2876,16963,4,0.322825,1.049227,6.628128,8,0.422685,0.480724,3463,0.988429,4,0.519276,0.519276,0.513267,0.060367,0.54587
rankfunc28_unsigned_16,1,0.183513,998,0.904891,0.524965,3.269982,1491,0.654839,1126,998,2.411111,0.49407,0.52673,1827,128,0.874171,1012,7751,4,0.367025,1.04395,6.085258,8,0.408979,0.471235,1774,0.9792,4,0.528765,0.528765,0.517767,0.066056,0.635842
rankfunc29_signed_16,1,0.102564,936,0.915046,0.522181,3.199,1536,0.664663,1000,936,2.477163,0.48831,0.523063,1659,64,0.926773,1065,6695,4,0.205128,1.023846,6.142,8,0.439582,0.475983,1424,0.986672,4,0.524017,0.524017,0.517033,0.038237,0.570513
rankfunc2_unsigned_64,1,0.148298,2314,0.919374,0.521003,3.380934,4473,0.684142,2570,2314,2.330485,0.49737,0.52226,4724,256,0.891652,3319,18140,4,0.296597,1.041089,6.363424,8,0.422547,0.476324,3580,0.985241,4,0.523676,0.523676,0.515947,0.05645,0.518465
rankfunc30_signed_64,1,0.1321,8945,0.898701,0.526676,3.220201,14016,0.650677,9841,8945,2.49967,0.491652,0.528015,15762,896,0.909251,9659,66952,3.571429,0.264201,1.041668,6.115232,7.142857,0.425529,0.470505,14553,0.995002,3.571429,0.529495,0.529495,0.526849,0.047795,0.600768
rankfunc31_unsigned_16,1,0.118711,1546,0.91174,0.523084,3.307646,2725,0.64549,1674,1546,2.45444,0.490272,0.524148,2784,128,0.915692,1911,11610,4,0.237422,1.030305,6.309438,8,0.432817,0.474684,2392,0.987292,4,0.525316,0.525316,0.518641,0.0441,0.554602
rankfunc32_signed_64,1,0.102588,5979,0.93991,0.515488,3.525497,11495,0.641287,6491,5979,2.498683,0.503932,0.516099,11202,512,0.926398,7545,47231,3.5,0.205175,1.041394,6.774919,7,0.446571,0.483241,9914,1.003253,3.5,0.516759,0.516759,0.51844,0.037941,0.567552
rankfunc33_unsigned_32,1,0.093125,1911,0.926912,0.518965,3.501717,3312,0.699527,2039,1911,2.513459,0.493472,0.519643,3846,128,0.933532,2239,14843,4,0.18625,1.027302,6.75233,8,0.44654,0.479629,3252,0.993371,4,0.520371,0.520371,0.516921,0.034494,0.591488
rankfunc34_signed_32,1,0.112989,1353,0.919971,0.520841,3.43079,2509,0.675914,1481,1353,2.448424,0.499341,0.521761,2680,128,0.918885,1777,10604,3.5,0.225977,1.044123,6.559082,7,0.436911,0.477235,2183,1.002114,3.5,0.522765,0.522765,0.52387,0.042248,0.550567
rankfunc35_unsigned_32,1,0.136188,2390,0.952744,0.5121,3.726002,4941,0.644235,2646,2390,2.415082,0.509896,0.512746,4844,256,0.901044,3244,20207,4,0.272377,1.046469,7.065004,8,0.437225,0.486536,4265,0.994906,4,0.513464,0.513464,0.510849,0.050676,0.56723
rankfunc36_signed_64,1,0.150458,1739,0.926708,0.51902,3.501339,3332,0.673553,1867,1739,2.347885,0.482825,0.520165,3456,128,0.890559,2361,13591,6.03125,0.300916,1.006232,6.589181,12.0625,0.424178,0.478542,2766,0.951639,6.03125,0.521458,0.521458,0.496239,0.056802,0.539076
rankfunc37_unsigned_32,1,0.397516,261,0.863833,0.536529,3.064615,513,0.642236,325,261,1.874534,0.460231,0.54292,517,64,0.722463,416,2149,5,0.795031,1.006893,5.144615,10,0.314565,0.447979,388,0.874371,5,0.552021,0.552021,0.482671,0.148906,0.481988
rankfunc38_signed_32,1,0.398524,263,0.865236,0.536125,3.082569,517,0.642066,327,263,1.875769,0.459951,0.542455,522,64,0.721888,416,2173,5.0625,0.797048,1.005258,5.174312,10.125,0.314772,0.448525,396,0.872574,5.0625,0.551475,0.551475,0.481203,0.149103,0.487085
rankfunc39_unsigned_64,1,0.17447,5084,0.900076,0.526295,3.299965,8569,0.6636,5724,5084,2.368636,0.492686,0.528099,9737,640,0.878014,6205,39875,4,0.34894,1.044044,6.15269,8,0.409505,0.469832,8459,0.98132,4,0.530168,0.530168,0.520265,0.064201,0.576501
rankfunc3_signed_64,1,0.104554,12087,0.920241,0.520768,3.452515,20221,0.672715,12983,12087,2.519473,0.492469,0.521596,23060,896,0.92642,13750,93533,4,0.209108,1.029399,6.628976,8,0.440914,0.477508,20514,0.991812,4,0.522492,0.522492,0.518214,0.038318,0.598442
rankfunc40_unsigned_64,1,0.150943,2249,0.906438,0.524538,3.422754,4090,0.697229,2505,2249,2.356279,0.494409,0.526016,4730,256,0.891743,3130,18033,4,0.301887,1.043092,6.436727,8,0.418677,0.472318,3650,0.987331,4,0.527682,0.527682,0.520997,0.056785,0.538031
rankfunc41_signed_32,1,0.142028,3120,0.897854,0.526911,3.28343,5067,0.667122,3440,3120,2.433026,0.489568,0.528395,5862,320,0.900795,3612,23875,3.9,0.284056,1.03809,6.20407,7.8,0.420817,0.469947,5163,0.987297,3.9,0.530053,0.530053,0.52332,0.052272,0.587573
rankfunc42_unsigned_16,1,0.155907,1731,0.899049,0.526579,3.292772,2782,0.673366,1923,1731,2.40337,0.490295,0.528199,3317,192,0.890956,2062,13375,4,0.311815,1.039198,6.186167,8,0.416,0.469972,2854,0.983339,4,0.530028,0.530028,0.521197,0.057421,0.579375
rankfunc43_signed_64,1,0.131076,5670,0.890773,0.528884,3.032837,8533,0.662411,6182,5670,2.454738,0.484427,0.530348,9703,512,0.90878,6337,39797,3.75,0.262152,1.031461,5.755095,7.5,0.422871,0.468031,8302,0.985097,3.75,0.531969,0.531969,0.524041,0.048245,0.566767
rankfunc44_unsigned_32,1,0.176674,1686,0.885863,0.530261,2.996273,2343,0.659535,1878,1686,2.402346,0.48277,0.532334,2867,192,0.879093,1701,11979,4,0.353347,1.032298,5.5836,8,0.405627,0.465288,2641,0.971053,4,0.534712,0.534712,0.519234,0.064112,0.607545
rankfunc45_signed_16,1,0.09974,1277,0.927711,0.51875,3.645302,2326,0.680519,1373,1277,2.501818,0.496045,0.519469,2620,96,0.928823,1542,10400,4,0.199481,1.032285,7.010925,8,0.444327,0.479755,2300,0.995779,4,0.520245,0.520245,0.518049,0.036923,0.597403
rankfunc46_unsigned_32,1,0.172805,2450,0.908003,0.524108,3.342238,4296,0.668097,2770,2450,2.348103,0.49743,0.525761,4825,320,0.877599,3092,19454,3.9,0.345611,1.0489,6.233935,7.8,0.411741,0.472343,4121,0.985552,3.9,0.527657,0.527657,0.520033,0.064151,0.570618
rankfunc47_signed_64,1,0.095212,3667,0.923476,0.519892,3.537599,6901,0.654486,3923,3667,2.497257,0.493199,0.520623,7039,256,0.931861,4663,28906,4,0.190423,1.028831,6.814173,8,0.444683,0.478591,6084,0.994015,4,0.521409,0.521409,0.518288,0.035425,0.56569
rankfunc48_unsigned_16,1,0.158967,1318,0.918331,0.521286,3.484438,2441,0.665425,1478,1318,2.354198,0.499851,0.522633,2679,160,0.885877,1749,10758,4,0.317933,1.047101,6.535859,8,0.419223,0.475839,2266,0.987971,4,0.524161,0.524161,0.517856,0.059491,0.562842
rankfunc49_signed_32,1,0.180282,1400,0.924509,0.519613,3.461683,2609,0.672535,1592,1400,2.332394,0.503874,0.52102,2865,192,0.871163,1852,11472,4,0.360563,1.051974,6.440955,8,0.413441,0.477355,2402,0.984889,4,0.522645,0.522645,0.514747,0.066946,0.56385
rankfunc4_unsigned_16,1,0.329897,245,0.880246,0.531845,3.104693,420,0.649485,277,245,2.045655,0.445796,0.536268,441,32,0.770727,325,1837,7,0.659794,0.961323,5.400722,14,0.346217,0.457883,352,0.854883,7,0.542117,0.542117,0.463446,0.121938,0.518409
rankfunc50_signed_64,1,0.096759,3517,0.914825,0.522241,3.598198,6685,0.632429,3773,3517,2.491543,0.491591,0.523072,6693,256,0.930997,4332,28416,4,0.193518,1.030745,6.924993,8,0.441723,0.476032,6247,0.995471,4,0.523968,0.523968,0.521595,0.036036,0.590286
rankfunc51_signed_32,1,0.138829,1901,0.920124,0.5208,3.390349,3447,0.690528,2093,1901,2.399132,0.496234,0.521937,3820,192,0.900415,2499,14808,4,0.277657,1.03801,6.41376,8,0.427337,0.476793,3025,0.986795,4,0.523207,0.523207,0.516298,0.051864,0.546819
rankfunc52_unsigned_32,1,0.14466,1773,0.907968,0.524118,3.479389,3060,0.692221,1965,1773,2.416839,0.494611,0.52548,3675,192,0.898008,2168,14367,4,0.28932,1.04234,6.567939,8,0.422426,0.472995,3136,0.989802,4,0.527005,0.527005,0.52163,0.053456,0.590695
rankfunc53_signed_16,1,0.17819,782,0.883158,0.531023,3.159453,1179,0.655684,878,782,2.388399,0.485157,0.533177,1413,96,0.877746,853,5915,4,0.356381,1.039272,5.881549,8,0.404057,0.464348,1297,0.976983,4,0.535652,0.535652,0.523323,0.06492,0.601856
rankfunc54_signed_32,1,0.145827,2406,0.904306,0.525126,3.297896,4312,0.697522,2662,2406,2.341071,0.491332,0.526599,4898,256,0.89452,3402,18487,4,0.291655,1.037878,6.211119,8,0.419484,0.471744,3609,0.983833,4,0.528256,0.528256,0.519716,0.05539,0.513956
rankfunc55_unsigned_32,1,0.165002,1033,0.905969,0.524667,3.385874,1849,0.699646,1161,1033,2.33516,0.495315,0.526295,2171,128,0.882,1370,8270,4,0.330003,1.045619,6.330749,8,0.413422,0.471847,1729,0.984747,4,0.528153,0.528153,0.520098,0.061911,0.557203
rankfunc56_signed_16,1,0.215126,404,0.906028,0.524651,3.275641,675,0.677311,468,404,2.279832,0.498248,0.526777,806,64,0.8487,499,3225,4,0.430252,1.05288,6.004274,8,0.395969,0.470697,687,0.974506,4,0.529303,0.529303,0.515809,0.07938,0.577311
rankfunc57_unsigned_64,1,0.159089,3146,0.911004,0.523285,3.494334,5745,0.701502,3530,3146,2.361781,0.497848,0.524755,6773,384,0.886558,4149,25875,4,0.318177,1.04756,6.553541,8,0.417353,0.473578,5501,0.988844,4,0.526422,0.526422,0.520549,0.059362,0.569757
rankfunc58_signed_32,1,0.188721,1822,0.909735,0.523633,3.399904,3094,0.671581,2078,1822,2.355879,0.499007,0.525386,3644,256,0.868143,2176,14831,4,0.377442,1.051395,6.307026,8,0.407323,0.472581,3244,0.983014,4,0.527419,0.527419,0.51846,0.069045,0.597862
rankfunc59_unsigned_16,1,0.188902,1143,0.906986,0.524388,3.367613,1900,0.681523,1303,1143,2.345336,0.49763,0.526205,2309,160,0.867714,1356,9226,4,0.377804,1.050308,6.244052,8,0.406243,0.471684,2025,0.981823,4,0.528316,0.528316,0.518713,0.069369,0.597698
rankfunc5_signed_64,1,0.155269,2251,0.923787,0.519808,3.394097,4093,0.669295,2507,2251,2.376346,0.499296,0.521023,4414,256,0.888829,2874,17720,4,0.310538,1.042422,6.379737,8,0.422404,0.477603,3717,0.985008,4,0.522397,0.522397,0.514565,0.057788,0.563609
rankfunc60_unsigned_32,1,0.215225,1104,0.890207,0.529043,3.184414,1921,0.671354,1296,1104,2.248548,0.498611,0.53158,2196,192,0.848145,1515,8763,3.666667,0.430449,1.064451,5.825617,7.333333,0.39062,0.465398,1751,0.985294,3.666667,0.534602,0.534602,0.52674,0.080338,0.53531
rankfunc61_signed_32,1,0.125778,1974,0.918906,0.52113,3.66205,3585,0.678022,2166,1974,2.461186,0.497645,0.522158,4140,192,0.911029,2423,16564,4,0.251556,1.041442,6.969529,8,0.432504,0.47671,3677,0.995514,4,0.52329,0.52329,0.520942,0.046366,0.602195
rankfunc6_unsigned_16,1,0.130214,629,0.957789,0.51078,3.699856,1287,0.669888,693,629,2.405392,0.510098,0.511334,1317,64,0.904371,880,5241,4,0.260427,1.043857,7.030303,8,0.440374,0.488052,1080,0.994118,4,0.511948,0.511948,0.508936,0.048846,0.549339
rankfunc7_signed_16,1,0.168754,1000,0.920194,0.520781,3.526596,1768,0.668095,1128,1000,2.398484,0.501945,0.522147,2027,128,0.881564,1213,8301,4,0.337508,1.050416,6.599291,8,0.41754,0.476295,1815,0.988851,4,0.523705,0.523705,0.517866,0.061679,0.59822
rankfunc8_unsigned_32,1,0.18156,1907,0.900463,0.526188,3.417013,3063,0.659929,2163,1907,2.40266,0.495487,0.528027,3722,256,0.875244,2111,15599,4,0.363121,1.049821,6.36061,8,0.408167,0.469855,3523,0.985327,4,0.530145,0.530145,0.522367,0.065645,0.624645
