@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 7'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/grieu/vmpc_33.cnf,1,0.2896,0.0037,0.0013,0,0.6187,0.5271,0.0806
SAT_RACE2006/SAT-Race-Benchmarks/hoons-vbmc-lucky7.cnf,1,2.5999,0.9233,0.1054,3.5422,2.5722,0.1359,0.7244
SAT-Race-2010-CNF/mixed/palacios/safe-30-h30-sat.cnf,1,4.1022,1.8208,0.2886,17.9275,5.1732,0.3766,0.8275
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-17-s100.cnf,1,2.3715,0.8034,0.1527,1.3403,2.4723,0.1833,0.7572
SAT_RACE2008/ibm-2002-31_1r3-k30.cnf,1,3.4699,0.9905,0.1577,2.2694,3.5424,0.1927,0.8101
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9.cnf,1,3.3994,1.1783,0.1665,4.5996,3.5508,0.2031,1.0157
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c10ni_s.cnf,1,2.794,1.9909,0.1482,5.3172,2.8564,0.1791,1.7676
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.070-NOTKNOWN.cnf,1,1.7572,0.9364,0.2545,0.423,1.7597,0.3251,0.3903
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/maxxor/maxxor128.cnf,1,2.2615,2.3906,0.1816,1.7535,2.0957,0.1641,3.0913
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-17-u.cnf,1,3.1127,0.5379,0.1573,2.0774,2.8292,0.2452,0.5205
SAT_RACE2006/SAT-Race-Benchmarks/velev-npe-1.0-9dlx-b71.cnf,1,3.7126,21.9085,0.2114,0.0107,3.5991,0.3747,0.7385
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom20.cnf,1,2.258,2.0456,0.2443,1.5443,2.4165,0.2024,1.7878
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,1.8815,0.5042,0.0733,0.8159,1.8641,0.0927,0.5848
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.1-b7.cnf,1,4.0372,3.3798,0.3273,0.7117,5.2303,0.5141,2.3481
SAT_RACE2008/simon-s02b-r4b1k1.1.cnf,1,2.4435,1.552,0.1231,0.1466,2.6774,0.1386,0.5487
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/cube-11-h13-unsat.cnf,1,3.0197,10.2453,0.122,2.7808,2.9826,0.1642,8.9129
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-08.cnf,1,4.2548,7.0241,0.278,0.1149,5.4556,0.5892,4.3722
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/sha0_36_5.cnf,1,0.8221,0.5124,0.0382,1.4334,2.5577,0.0189,0.5197
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-03.cnf,1,3.9568,9.1721,0.2553,0.0817,3.8964,0.4439,1.0806
SAT_Competition2011/SAT09/APPLICATIONS/c32sat/post-cbmc-zfcp-2.8-u2-noholes.cnf,1,?,?,?,?,?,?,?
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-17-s.cnf,1,2.8426,0.5454,0.1638,0.9868,2.569,0.2625,0.5132
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1,3.7986,4.1274,0.249,7.3823,4.1473,0.249,2.3254
SAT-Race-2010-CNF/mixed/grieu/vmpc_27.cnf,1,0.0208,0.0048,0.0018,0,0.7049,0.5246,0.0821
SAT_Competition2011/SAT07/industrial/manolios/manol-pipe-f7idw.cnf,1,2.7419,1.5285,0.1566,5.3701,2.9248,0.1818,1.4052
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor032.cnf,1,2.6553,1.1732,0.1884,2.0878,2.6279,0.1696,1.4183
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw.cnf,1,2.8815,1.5498,0.152,4.9549,3.0297,0.1754,1.4618
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bobsm5378d2-tseitin.cnf,1,2.9811,0.6468,0.1211,2.3087,3.1383,0.1334,0.7301
SAT_Competition2009/APPLICATION/SAT_RACE06/goldb-heqc-term1mul.cnf,1,2.0588,2.5098,0.0714,0.0037,1.94,0.1588,1.5425
SAT-Race-2010-CNF/software-verification/bitverif/countbitsrotate128.cnf,1,1.3426,1.8172,0.0613,0.8011,1.3619,0.0883,1.8764
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_11_UNKNOWN.cnf,1,2.5209,1.1276,0.2952,0.5949,3.9104,0.2643,0.9468
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-c32s-col400-16.cnf,1,2.0674,0.6317,0.1058,3.0054,2.224,0.1052,0.9383
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rpoc_xits_09_UNSAT.cnf,1,2.3619,1.1364,0.2908,0.6418,4.085,0.2672,0.9143
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-g10nid.cnf,1,2.7281,1.5324,0.151,5.0919,2.9134,0.1737,1.4281
SAT-Race-2010-CNF/cryptography/mizh/md5_48_1.cnf,1,0.971,0.6086,0.0385,1.5064,2.362,0.0205,0.4883
SAT_RACE2008/mizh-sha0-35-4.cnf,1,0.8469,0.5097,0.0385,1.4471,2.571,0.0194,0.5183
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-live-uns-2.0-ebuf.cnf,1,4.0345,2.8046,0.215,0.2705,4,0.3239,1.7213
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-11-u.cnf,1,3.0656,0.4014,0.1564,2.0536,2.6714,0.2554,0.4245
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-2.cnf,1,0.9713,0.6084,0.0385,1.5069,2.3624,0.0205,0.4882
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-dp11u10.cnf,1,2.9669,0.5915,0.1062,3.3321,2.9766,0.1407,0.5417
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1138.cnf,1,1.7663,5.2283,0.0959,2.6083,2.071,0.0881,2.8318
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g7nidw.cnf,1,2.9736,1.2239,0.1583,4.8954,3.1946,0.1879,1.1611
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.160-NOTKNOWN.cnf,1,1.6815,1.9062,0.3258,0.288,1.7825,0.4261,0.6972
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/myciel6-tr.used-as.sat04-320.cnf,1,1.9147,0.4925,0.1777,0.4109,2.8547,0.2959,0.7071
SAT_RACE2006/SAT-Race_TS_1/grieu-vmpc-s05-24s.cnf,1,0.3614,0.0058,0.0021,0,0.7668,0.5229,0.086
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_29.renamed-as.sat05-1916.cnf,1,0,0.0043,0.0016,0,0.6689,0.5255,0.0741
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom13.cnf,1,2.3887,1.6275,0.2397,1.5701,2.5827,0.1952,1.4523
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c7idw_s.cnf,1,2.94,1.4442,0.1539,4.6465,3.0719,0.1746,1.3593
SAT_Competition2007/industrial/industrial/palacios/medium/sortnet-7-ipc5-h16-sat.cnf,1,3.8206,2.9581,0.2312,6.3731,4.0877,0.2341,1.7667
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,1.6503,1.9081,0.3261,0.2482,1.7385,0.4264,0.6925
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libmsrpc_vc1225336-tseitin.cnf,1,2.1336,2.9341,0.1515,3.8528,2.5911,0.1091,2.8496
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UR-20-5p1.cnf,1,2.9245,0.7491,0.1477,0.8559,3.0313,0.2247,0.6588
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-20-s100.cnf,1,2.3252,0.7957,0.1504,1.2951,2.4407,0.1798,0.7599
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-17-u.cnf,1,3.0708,0.5351,0.1596,1.9615,2.793,0.247,0.517
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UCG-15-10p0.cnf,1,2.8898,0.7099,0.1493,0.9581,2.9663,0.2325,0.6264
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-16.cnf,1,1.3141,1.402,0.065,1.9922,1.9164,0.04,2.6617
SAT_Competition2009/APPLICATION/SAT07/industrial/narain/clauses-8.cnf,1,1.7972,18.3064,0.1574,2.2681,1.3348,0.3221,5.2702
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02b-r4b1k1.1.cnf,1,2.5823,1.5342,0.1272,0.1543,2.7545,0.149,0.5487
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand032.cnf,1,2.5396,1.216,0.1824,2.5968,2.6499,0.157,1.4145
SAT_RACE2008/marijn-philips.cnf,1,1.8379,0.4048,0.0898,3.8418,2.3881,0.068,0.6354
SAT_Competition2011/SAT_RACE08/cnf/ibm-2002-30r-k85.cnf,1,3.4396,0.9595,0.2054,1.072,3.4781,0.2324,0.7488
SAT-Race-2010-CNF/software-verification/nec/hard-10-U-9007.cnf,1,3.3433,3.4882,0.207,6.7635,3.3602,0.2259,3.6876
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g7nidw.cnf,1,2.9736,1.2239,0.1583,4.8954,3.1946,0.1879,1.1611
SAT_Competition2007/industrial/industrial/grieu/vmpc_26.cnf,1,0.0313,0.0051,0.0019,0,0.7265,0.524,0.0834
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1,2.7473,0.7737,0.1615,0.8148,2.7001,0.1909,0.7729
SAT_Competition2009/APPLICATION/SAT_RACE06/mizh-sha0-36-2.cnf,1,0.8229,0.5122,0.0383,1.4356,2.5579,0.0189,0.5197
SAT_RACE2006/SAT-Race_TS_1/velev-npe-1.0-03.cnf,1,3.8171,8.1967,0.2074,0.0297,3.5731,0.3863,0.7383
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-22.cnf,1,1.4576,0.7184,0.0912,2.8866,1.9292,0.0504,1.34
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h31-unknown.cnf,1,4.2559,1.8967,0.3112,12.0039,5.719,0.4033,1.6996
SAT_Competition2009/APPLICATION/SAT07/industrial/babic/xinetd/xinetd_vc56703.cnf,1,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_1/velev-eng-uns-1.0-04a.cnf,1,4.0084,2.2027,0.2222,0.3709,3.9501,0.3446,1.5913
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-uns-1.1-07.cnf,1,3.997,2.6266,0.3097,0.5503,4.7182,0.4314,1.7735
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug5.cnf,1,4.1235,13.3742,0.2697,0.0779,4.3568,0.4835,1.3038
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1,1.7403,1.9194,0.3259,0.4312,1.9108,0.426,0.7146
SAT_RACE2008/manol-pipe-c6bidw_i.cnf,1,2.9427,1.3375,0.1541,4.7941,3.1481,0.1761,1.2906
SAT_Competition2011/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,4.2533,2.8108,0.2722,0.1531,4.8616,0.4721,2.1164
SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,3.0266,5.0609,0.278,0.354,3.5571,0.3087,3.701
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,3.2477,1.3111,0.1635,1.1505,3.1956,0.2093,0.9339
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop01-75.cnf,1,2.5977,1.637,0.1587,3.2348,2.9294,0.1398,1.0383
SAT_Competition2011/SAT07/industrial/babic/dspam/dspam_dump_vc949.cnf,1,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race-Benchmarks/vange-col-inithx.i.1-cn-54.cnf,1,0.6838,4.1706,0.2132,3.0806,1.0825,0.6241,4.041
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UR-10-10p1.cnf,1,2.869,0.7174,0.1456,1.0083,2.8899,0.2344,0.6499
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/1dlx_c_iq57_a.cnf,1,3.0266,5.0609,0.278,0.354,3.5571,0.3087,3.701
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_28.cnf,1,0.0178,0.0045,0.0017,0,0.6849,0.5251,0.0751
SAT_RACE2006/SAT-Race-Benchmarks/aloul-chnl11-13.cnf,1,0,0,0,0.1,0,0,0
SAT_RACE2006/SAT-Race-Benchmarks/goldb-heqc-dalumul.cnf,1,2.2168,4.4289,0.072,0.0067,2.1434,0.152,2.8301
SAT_RACE2006/SAT-Race-Benchmarks/simon-s02-w08-18.cnf,1,3.2054,0.9847,0.1293,1.4843,3.2443,0.1657,0.9008
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minandmaxor/minandmaxor128.cnf,1,2.2935,2.5054,0.1872,2.2389,2.2866,0.1619,2.8746
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_L200_coli.sat.cnf,1,1.9366,3.2938,0.1266,3.5638,1.9536,0.3877,3.8769
SAT_Competition2007/industrial/industrial/fuhs/hard/AProVE07-25.cnf,1,2.5841,1.5349,0.127,1.329,2.5898,0.1275,1.6051
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-md5-47-3.cnf,1,0.9811,0.604,0.0385,1.5106,2.3705,0.0207,0.4858
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/medium/AProVE07-09.cnf,1,2.5241,2.6456,0.189,0.7863,2.9669,0.1466,2.1268
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/partial-5-13-u.cnf,1,2.8797,0.4517,0.161,1.1309,2.5823,0.2674,0.4602
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-02.cnf,1,2.7421,0.9145,0.1443,1.6927,3.1604,0.1174,1.483
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f9n.cnf,1,2.9581,1.7134,0.1506,5.3427,3.0637,0.2019,1.5489
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,1.2996,4.5069,0.2283,0.5414,1.3126,0.3389,0.7756
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-VS3-benchmark-S2-tseitin.cnf,1,1.9804,2.144,0.0905,1.4155,1.9242,0.1104,2.5059
SAT_Competition2007/industrial/industrial/narain/clauses-10.cnf,1,1.7079,21.5128,0.1567,2.2213,1.2077,0.3241,4.916
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtswvsam6x8p3-tseitin.cnf,1,2.5871,1.806,0.1227,5.3935,3.0252,0.1193,1.4777
SAT_Competition2007/industrial/industrial/palacios/hard/safe-50-h50-sat.cnf,1,4.1321,2.1767,0.3197,29.2682,5.6986,0.4207,0.9304
SAT-Race-2010-CNF/hardware-verification/manolios/c9idw.cnf,1,2.8639,1.9083,0.1503,4.8029,3.0021,0.176,1.6688
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10bi_s.cnf,1,2.8998,2.1343,0.1474,4.8736,2.9941,0.1748,1.8478
SAT_RACE2006/SAT-Race_TS_2/goldb-heqc-k2mul.cnf,1,1.9969,5.0777,0.0773,0.0133,1.8631,0.1598,2.7604
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/safe-30-h29-unsat.cnf,1,4.1025,1.8238,0.2891,17.8331,5.1711,0.3775,0.8316
SAT-Race-2010-CNF/software-verification/fuhs/AProVE07-27.cnf,1,2.5713,3.1498,0.1284,1.1404,2.5751,0.1289,2.7875
SAT_Competition2007/industrial/industrial/narain/clauses-6.cnf,1,1.9619,13.1175,0.1586,2.2683,1.5274,0.3185,4.2919
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvqis8x8p2-tseitin.cnf,1,2.6911,2.3942,0.104,4.6818,2.8329,0.1312,1.9332
SAT_RACE2008/manol-pipe-c9n_i.cnf,1,3.0438,1.4309,0.1567,4.9468,3.269,0.1923,1.2634
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_r_sat.cnf,1,1.6893,1.3583,0.0396,0.012,5.5097,0.0232,1.2051
SAT_Competition2007/industrial/industrial/fuhs/medium/AProVE07-16.cnf,1,1.3141,1.402,0.065,1.9922,1.9164,0.04,2.6617
SAT-Race-2010-CNF/hardware-verification/velev/9dlx_vliw_at_b_iq9.cnf,1,4.2401,8.9818,0.2583,0.2206,4.5163,0.3466,5.841
SAT_Competition2009/APPLICATION/SAT_RACE06/simon-s02b-k2f-gr-rcs-w8.cnf,1,0.0896,0.8492,0.0352,0.1567,4.8554,0.0023,0.8254
SAT_Competition2011/SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1,1.6395,0.3477,0.2885,0.2122,2.2091,0.1611,2.0692
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-24-s100.cnf,1,2.3725,0.8011,0.1537,1.2457,2.473,0.1835,0.7596
SAT_Competition2011/SAT_RACE08/cnf/ibm-2004-23-k100.cnf,1,3.6888,1.1383,0.1663,1.9157,3.8104,0.2144,0.9741
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9n.cnf,1,2.9581,1.7134,0.1506,5.3427,3.0637,0.2019,1.5489
SAT-Race-2010-CNF/cryptography/desgen/gss-20-s100.cnf,1,2.3252,0.7957,0.1504,1.2951,2.4407,0.1798,0.7599
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-19-k90.cnf,1,3.5458,1.3121,0.1627,2.429,3.7023,0.1993,1.0322
SAT_Competition2011/SAT02/industrial/aloul/Homer/homer17.shuffled.cnf,1,0,0,0,0.1,0,0,0.2204
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,2.0293,3.3066,0.1487,4.6487,2.5401,0.1025,3.187
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-10p1.cnf,1,2.9701,0.7355,0.1485,0.8774,3.1295,0.2267,0.6547
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-10.cnf,1,2.3058,4.605,0.1144,1.2985,2.6072,0.089,6.1599
SAT_Competition2011/SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k55.cnf,1,3.2519,1.3095,0.1636,1.2054,3.1989,0.2092,0.9333
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-uns-1.0-8.cnf,1,4.249,4.946,0.2785,0.1435,4.8945,0.5096,2.9842
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12072.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtvissoap1-tseitin.cnf,1,2.9871,1.4051,0.1362,2.811,3.0249,0.1453,1.1735
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g6bi.cnf,1,3.2307,1.0653,0.1599,4.529,3.4185,0.1963,0.9909
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,2.3353,1.0847,0.2909,0.6418,4.0373,0.2629,0.9207
SAT_RACE2006/SAT-Race_TS_1/goldb-heqc-rotmul.cnf,1,2.122,1.9635,0.1102,0.0711,2.1184,0.1757,1.9856
SAT_RACE2006/SAT-Race-Benchmarks/simon-s03-fifo8-300.cnf,1,2.8083,0.3834,0.1629,7.6403,2.8324,0.1403,0.4455
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq1.cnf,1,3.9885,3.2113,0.2492,0.4568,4.2835,0.2912,2.4185
SAT_Competition2011/SAT03/industrial/maris/CNF/gripper13u.shuffled-as.sat03-395.cnf,1,1.6906,0.7368,0.2708,0.0835,1.245,0.4788,0.5319
SAT_RACE2008/een-tip-sat-nusmv-t5.B.cnf,1,3.2998,0.8363,0.1555,4.7892,3.1391,0.1867,0.769
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand128.cnf,1,1.9719,1.9974,0.2553,10.0823,2.743,0.147,1.4871
SAT_RACE2008/een-pico-prop00-75.cnf,1,3.1686,1.4025,0.1764,2.0393,3.0282,0.2112,0.9057
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_sat_4.0/9vliw_m_9stages_iq3_C1_bug8.cnf,1,4.1238,13.3816,0.2698,0.078,4.3556,0.4833,1.3044
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b7.cnf,1,4.251,6.9937,0.276,0.1143,5.3959,0.5811,4.3846
SAT_Competition2011/SAT03/industrial/kukula/addm_bench/am_7_7.shuffled-as.sat03-363.cnf,1,0.7916,0.1125,0.072,0.0238,0.9491,0.0601,0.9617
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/manol-pipe-g10nid.cnf,1,2.7281,1.5324,0.151,5.0919,2.9134,0.1737,1.4281
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc950.cnf,1,?,?,?,?,?,?,?
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-25-10.shuffled.cnf,1,2.5807,0.3301,0.1238,0.6988,2.3792,0.1515,0.7973
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-36-2.cnf,1,0.8229,0.5122,0.0383,1.4356,2.5579,0.0189,0.5197
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-24.cnf,1,1.8154,1.3478,0.078,0.8442,2.497,0.0544,1.8082
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1,1.2868,3.5238,0.2169,0.1352,1.7372,0.3662,1.2345
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl016.cnf,1,1.8955,0.7969,0.065,1.7495,1.9984,0.0784,0.753
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-13.cnf,1,1.1386,4.5631,0.0451,1.0217,2.3729,0.0301,10.0365
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2002-11r1-k45.cnf,1,3.3902,1.3093,0.1587,2.3973,3.4592,0.1854,1.1323
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-g10id.cnf,1,2.8021,1.3764,0.1552,4.9156,3.0267,0.1714,1.3051
SAT_Competition2011/SAT-Race-2010-CNF/cryptography/mizh/md5_48_3.cnf,1,0.9718,0.6085,0.0385,1.5064,2.3627,0.0205,0.4883
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-15-5p0.cnf,1,2.9386,0.7083,0.1447,0.902,2.9889,0.2339,0.6334
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/hard/sortnet-8-ipc5-h18-unsat.cnf,1,3.8107,4.1373,0.2514,7.3461,4.1513,0.2527,2.3329
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-22-s100.cnf,1,2.3826,0.7969,0.1543,1.2804,2.4796,0.1842,0.7595
SAT_Competition2011/SAT04/industrial/vangelder/cnf-color/abb313GPIA-9-tr.used-as.sat04-321.cnf,1,0.7626,0.3245,0.0948,0.1906,4.2265,0.0218,0.3872
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-d-r2-noholes.cnf,1,2.6334,2.0992,0.1396,55.2223,3.9039,0.0949,0.923
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/total-10-17-s.cnf,1,3.0933,0.5705,0.1604,2.4538,2.862,0.2406,0.5674
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-06.cnf,1,1.4328,1.3667,0.0603,0.8985,2.392,0.0406,1.7768
SAT_RACE2008/maris-s03-gripper11.cnf,1,1.7838,0.6808,0.2615,0.0948,1.3235,0.473,0.5187
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-32-s100.cnf,1,2.371,0.7944,0.1534,1.2273,2.4697,0.1839,0.759
SAT_Competition2007/industrial/industrial/narain/clauses-2.cnf,1,2.5689,4.7313,0.1801,2.5456,2.2121,0.3212,2.0975
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-g6bid.cnf,1,3.1643,1.0724,0.1651,4.6204,3.3628,0.1936,1.0283
SAT-Race-2010-CNF/mixed/bioinf/q_query_3_l45_lambda.cnf,1,3.1514,1.4571,0.1635,3.2129,3.0574,0.3627,1.9004
SAT_Competition2011/SAT_RACE08/cnf/mizh-sha0-36-4.cnf,1,0.8222,0.5122,0.0382,1.4339,2.5571,0.0189,0.5196
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/uts/uts-l06-ipc5-h28-unknown.cnf,1,4.2573,1.83,0.313,10.5597,5.7388,0.3995,1.6949
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c6nidw_i.cnf,1,2.9405,1.3359,0.1548,4.7944,3.1408,0.1757,1.2956
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtswvtms14x8p1-tseitin.cnf,1,2.536,1.582,0.1379,5.4295,2.8215,0.1131,1.3455
SAT_Competition2011/SAT02/industrial/goldberg/rand_net/rand_net60-40-10.shuffled.cnf,1,2.502,0.3152,0.1128,0.6638,2.2961,0.1511,0.7172
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_19_UNKNOWN.cnf,1,2.3509,1.1216,0.326,0.532,3.9791,0.2365,1.0572
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8_i.cnf,1,3.3936,1.1549,0.1737,4.5128,3.5793,0.2026,1.009
SAT_RACE2008/post-cbmc-zfcp-2.8-u2.cnf,1,?,?,?,?,?,?,?
