@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/grieu/vmpc_25.cnf,1,0.0335,0.0054,0.002,0,0.7452,0.5235,0.0846,76775,0,0.0081,0.0042,0.0042,0,0.0042,0.0012,0.0054,0.6857,0.0042,0.0042,0.5335,26.9309,0.6928,0.7028,0,0.0024,0.9993,0.6746,625,0.0032,0.0041,0.04,0.6928,?,?,?,?,?,3,?,?,?,?,0.0023,?,0.9298,0.9993,0.7452,0,0.5485,0.5939,0,76775,1,0.6766,0.2865,3,0.5172,0.0041,0,0.3917,0,1631,3,0.0447
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-12-step16.cnf,1,3.0942,1.259,0.309,0.1208,3.2654,0.436,0.9857,1017550,0.4295,0.0605,0.0007,0.0007,0.4918,0,0,1.4895,0,0,0,0.9459,131,0.9018,1,0.0865,0.0007,0.9663,0.23,61519,0,0,0.0088,0.9623,?,?,?,?,?,14.4,?,?,?,?,0.0002,?,0.7575,0.9636,3.087,0,0.9218,0.5336,0.0113,1029036,1,0.896,1.7785,11,0,0,0,0.9636,0.1463,6,19,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l45_lambda.cnf,1,3.1514,1.4571,0.1635,3.2129,3.0574,0.3627,1.9004,66882,0.124,0.1147,0.004,0.0042,1,0.0002,0,1.198,0,0.0004,0.0004,1,368.49,0.6827,1,0.0623,0.0119,0.7569,1.3043,7670,0.0003,0,0.0013,0.7361,?,?,?,?,?,5.4536,?,?,?,?,0.0004,?,0.4932,0.5434,2.8042,0,0.6621,0.4965,1.4151,161529,1,1.4087,0.3802,2,0,0,0,0.186,0.107,525,6,0.1838
SAT_Competition2011/SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,4.2103,4.2053,0.2832,0.1348,5.1632,0.5489,2.8482,4155136,0.2939,0.0187,0.0055,0.0113,0.5,0,0,3.4763,0,0,0,0.9869,43379,1,1,0.0567,0.0076,0.9716,0.515,77804,0,0,0.0044,1,?,?,?,?,?,4,?,?,?,?,0.0001,?,0.3692,0.9713,5.0522,0,0.4526,0.8073,0.0078,4187694,1,0.8541,2.8577,4,0,0,0,0.8928,0,0,4,0
SAT_RACE2006/SAT-Race_TS_1/velev-live-sat-1.0-01.cnf,1,3.9358,8.1473,0.267,0.0939,3.871,0.4235,1.1306,2584548,0.2035,0.0607,0.0065,0.0128,0.5,0,0,6.445,0,0,0,0.9918,66942,0.9922,1,0.0599,0.0088,0.9257,0.7288,156911,0,0,0.0077,0.9991,?,?,?,?,?,5,?,?,?,?,0.0002,?,0.372,0.9342,3.7102,0,0.6587,0.6701,0.0116,2614464,1,1.2345,2.7966,5,0,0,0,0.8674,0,0,5,0
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,2.83,0.6433,0.2947,0.3071,2.5587,0.3882,0.7789,125436,0.3324,0.1563,0.0005,0.0005,0.5,0.0001,0,0.8465,0,0.0001,0.0001,1,151.316,0.8123,1,0.0749,0.0006,0.9644,0.4516,19609,0.0001,0,0.0025,0.949,0,0.0099,2.9891,0.0062,0.2371,11.3004,1.3878,2.7701,0.7143,0.0001,0.0003,0.543,0.7365,0.9064,2.6347,0,0.9718,0.4925,0.1339,142227,1,1.0639,0.8702,10,0,0,0,0.9005,0.0658,230,13,0.4042
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,2.3542,0.7993,0.1523,1.2975,2.4609,0.182,0.7591,56829,0.0557,0.2408,0.0016,0.0019,0.1729,0.0001,0.0001,0.9398,0.0001,0.0002,0.0002,0.7778,946.795,0.8535,0.9727,0.0329,0.0022,0.9401,0.9809,13682,0.0001,0.0001,0.0024,0.9016,0.0001,0.0184,3.2269,0.0037,0.1724,8.3418,0.9112,3.7804,0.5278,0.0004,0.0004,0.4661,0.6058,0.894,1.876,0,1.5489,0.1899,0.6637,94548,1,1.132,1.0819,7,0,0.0001,0,0.6614,0.06,0,10,0.4043
SAT_RACE2008/ibm-2004-29-k55.cnf,1,3.3281,0.8335,0.1604,1.0551,3.3596,0.1943,0.7454,125218,0.0918,0.1466,0.0008,0.0019,0.2987,0.0001,0,0.7243,0,0.0002,0.0002,0.6923,1047.06,0.5438,0.9896,0.0333,0.0014,0.7379,1.4488,18351,0.0001,0,0.001,0.8135,?,?,?,?,?,43.0178,?,?,?,?,0.0002,?,0.1886,0.6476,3.0318,0,1.0792,0.3501,0.3493,168958,1,1.6779,0.6292,30,0,0.0001,0,0.5343,0.1647,218,55,0.0071
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.040-NOTKNOWN.cnf,1,1.9018,0.9341,0.2533,0.6324,1.9246,0.3242,0.4112,741497,0.0023,0.0726,0.0003,0.0003,0.1731,0,0,1.172,0.0027,0,0,0.9091,26664,0.924,0.9958,0.0015,0.0004,0.9642,0.2646,53836,0,0,0.0011,0.9375,?,?,?,?,?,41.95,?,?,?,?,0.0002,?,0.8495,0.9582,1.9021,0,0.6861,0.6714,0.9067,1413816,1,0.8643,1.2744,41,0,0,0,0.9582,0.0052,15,42,0
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-sat/partial-5-17-s.cnf,1,2.821,0.5444,0.1635,0.9554,2.5548,0.2625,0.5111,742042,0.0298,0.1739,0,0.0001,0.1312,0,0,0.5372,0,0,0,0.8182,12090,0.7541,0.9464,0.0159,0.0001,0.8711,1.0378,129041,0,0,0.0001,0.8379,?,?,?,?,?,15.7778,?,?,?,?,0,?,0.3566,0.7314,2.2918,0,0.9814,0.3892,0.6035,1189896,1,1.3793,0.4831,15,0,0,0,0.5856,0.0263,0,16,0
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1,4.0488,7.5865,0.2587,0.1264,4.3628,0.4607,1.3152,3193200,0.3485,0.0429,0.0094,0.0187,0.5,0,0,5.2458,0,0,0,1,119737,0.9969,1,0.0854,0.0103,0.953,0.9783,136989,0,0,0.0265,0.9999,?,?,?,?,?,4.25,?,?,?,?,0.0003,?,0.6032,0.9461,4.2384,0,0.752,0.5373,0.0118,3230738,1,1.3269,2.9522,4,0,0,0,0.6001,0.1019,0,5,0
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,4.2037,2.2761,0.3368,11.7334,5.7156,0.3911,1.9547,661069,0.4309,0.0176,0.006,0.0062,0.5,0.0003,0,2.9707,0,0.0004,0.0004,0.985,790.571,0.8347,1,0.1603,0.0041,0.8058,1.2848,11635,0.0002,0,0.0358,0.9613,?,?,?,?,?,13,?,?,?,?,0.0003,?,0.7435,0.8521,4.5055,0,1.9129,0.166,0.4178,937242,1,1.2202,3.1453,13,0,0,0,0.7681,0,0,13,0.5592
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-c9.cnf,1,3.3994,1.1783,0.1665,4.5996,3.5508,0.2031,1.0157,18246,0.1511,0.1489,0.0098,0.0205,0.434,0.0006,0.0003,1.2256,0,0.0014,0.0014,0.95,116.986,0.5839,1,0.071,0.0121,0.5778,1.6868,2717,0.0007,0,0.0107,0.7856,0.0003,0.0142,3.4918,0.0381,0.1838,6.3716,0.7344,5.3929,0.8366,0.0058,0.0012,0.4892,0.7282,0.546,2.9611,0,0.7543,0.3656,1.4708,45082,1,1.8041,0.5714,5,0,0.0004,0,0.1605,0.0866,841,8,0.0956
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-09.cnf,1,1.0554,0.585,0.0425,1.4365,2.3502,0.0251,0.4547,163277,0.0571,0.1747,0.0002,0.0003,0.2402,0.0001,0,0.5339,0,0.0001,0.0001,0.6667,2131.18,0.0145,0.7455,0.0313,0.0002,0.5562,0.8813,28519,0.0001,0,0.0004,0.1034,0,0.0993,2.9456,0.0008,0.3005,20.137,0.4578,3.7495,0.6381,0.0002,0,0.1747,0.0903,0.5127,2.0379,0,0.4545,0.4091,0.3877,226581,1,1.0579,0.1782,15,0,0,0,0.0617,0.1242,184,24,0.0025
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l06-ipc5-h35-unknown.cnf,1,4.2501,1.9823,0.3093,13.4324,5.6971,0.4074,1.687,539366,0.4488,0.0256,0.0061,0.0066,0.5,0.0003,0,2.6952,0,0.0005,0.0005,0.9909,856.167,0.8287,1,0.151,0.0039,0.7228,1.8178,13828,0.0001,0,0.0427,0.9467,?,?,?,?,?,19,?,?,?,?,0.0004,?,0.6873,0.7722,4.3395,0,1.4142,0.2594,0.6914,912286,1,1.695,2.5726,18,0,0,0,0.631,0.0248,0,20,0.0136
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,2.2716,1.9911,0.2438,1.5488,2.4355,0.2013,1.7457,87498,0.2402,0.1806,0.0015,0.0043,0.2404,0.0001,0.0001,2.2246,0,0.0002,0.0002,0.875,509.944,0.1569,0.9832,0.1061,0.0057,0.7225,1.3504,15806,0.0001,0,0.0023,0.5594,?,?,?,?,?,5.5211,?,?,?,?,0.0003,?,0.3225,0.381,2.3075,0,0.6773,0.4287,0.539,134663,1,1.5239,0.7111,4,0,0.0001,0,0.1279,0.0955,873,6,0.0043
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-pipe-o-uns-1.0-7.cnf,1,4.2533,2.8108,0.2722,0.1531,4.8616,0.4721,2.1164,700461,0.3483,0.0302,0.0075,0.016,0.5,0.0001,0,2.2581,0,0.0001,0.0001,0.9716,4584,0.9967,1,0.0821,0.0124,0.9559,0.7001,21173,0.0001,0,0.0076,1,?,?,?,?,?,4,?,?,?,?,0.0002,?,0.5687,0.955,4.7172,0,0.5083,0.7597,0.0151,711050,1,1.0469,2.0692,4,0,0,0,0.8385,0,401,4,0
SAT-Race-2010-CNF/hardware-verification/manolios/c7bidw_i.cnf,1,2.9052,1.5143,0.1516,4.8307,3.0647,0.1711,1.4341,169202,0.1473,0.1328,0.0041,0.0086,0.443,0.0001,0,1.8133,0,0.0002,0.0002,0.9487,1177.64,0.6206,1,0.0786,0.0065,0.4693,1.6207,22468,0.0001,0,0.0016,0.7406,?,?,?,?,?,7.4643,?,?,?,?,0.0001,?,0.1068,0.4543,2.6282,0,0.7062,0.3748,1.2922,387841,1,1.7619,0.385,7,0,0,0,0.1229,0.0705,206,9,0.0222
SAT_Competition2007/industrial/industrial/manolios/manol-pipe-f9b.cnf,1,2.9372,1.7003,0.1487,5.3772,3.0342,0.198,1.5415,222774,0.1484,0.1291,0.0022,0.0047,0.4599,0.0001,0,1.9684,0,0.0001,0.0001,0.9658,1328.86,0.6523,1,0.0682,0.0028,0.5104,1.6776,28754,0.0001,0,0.0007,0.807,?,?,?,?,?,6.4306,?,?,?,?,0.0001,?,0.3104,0.5296,2.612,0,0.7437,0.3615,1.4558,547078,1,1.8018,0.4145,6,0,0,0,0.1418,0.077,293,7,0.8663
SAT_Competition2009/APPLICATION/SAT_RACE06/manol-pipe-g6bi.cnf,1,3.2307,1.0653,0.1599,4.529,3.4185,0.1963,0.9909,29802,0.1595,0.145,0.0035,0.0093,0.4567,0.0003,0.0002,1.1917,0,0.0009,0.0009,0.9365,151.371,0.6008,1,0.081,0.0083,0.5003,1.6791,4321,0.0005,0,0.0039,0.7526,0.0002,0.0222,3.4303,0.0191,0.1857,7.4455,0.6231,5.3295,0.6651,0.0032,0.0007,0.4355,0.4337,0.5003,2.9004,0,0.7563,0.3657,1.3453,69895,1,1.7997,0.3947,6,0,0.0002,0,0.1486,0.0981,275,9,0.1181
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-27-s100.cnf,1,2.3427,0.7984,0.1512,1.2382,2.4496,0.1807,0.7593,59330,0.0558,0.2406,0.0015,0.0019,0.1715,0.0001,0.0001,0.933,0,0.0002,0.0002,0.7778,989.041,0.8512,0.9718,0.0329,0.0021,0.9402,0.985,14275,0.0001,0.0001,0.0023,0.9011,0.0001,0.0193,3.2321,0.0035,0.1726,8.1827,0.9075,3.7686,0.5278,0.0004,0.0004,0.4651,0.6294,0.8898,1.8776,0,1.5323,0.1934,0.6208,96161,1,1.1398,1.0717,7,0,0.0001,0,0.6557,0.0563,1076,9,0.3752
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-02.cnf,1,1.1657,1.6971,0.0517,1.0103,2.4524,0.031,3.0724,552819,0.0621,0.1932,0.0055,0.0064,0.2677,0,0,2.7371,0,0,0,0.6667,17478,0.0831,0.9399,0.0391,0.0057,0.6372,0.9776,106815,0,0,0.0001,0.3332,?,?,?,?,?,16,?,?,?,?,0,?,0.125,0.5277,2.1867,0,0.5567,0.381,0.3442,743081,1,1.1591,0.2127,15,0,0,0,0.1172,0.0434,0,17,0
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-f6bi.cnf,1,3.1591,1.2077,0.1543,5.3538,3.3797,0.1955,1.1044,75809,0.1503,0.1325,0.0028,0.0061,0.4543,0.0002,0.0001,1.4224,0,0.0004,0.0004,0.9551,549.171,0.6133,1,0.0747,0.0064,0.4896,1.7227,10045,0.0002,0,0.0019,0.7809,?,?,?,?,?,7.6133,?,?,?,?,0.0003,?,0.2863,0.5137,2.8924,0,0.7417,0.3641,1.4911,188848,1,1.8569,0.4098,6,0,0.0001,0,0.1357,0.097,135,9,0.2586
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN.cnf,1,1.2721,4.8697,0.229,0.5973,1.2886,0.3405,0.7761,6647004,0.4048,0.1425,0.0005,0.0005,0.6587,0,0,5.8221,0,0,0,1,900570,0.9444,1,0.1565,0.0007,0.9912,0.066,947112,0,0,0.0012,0.9813,?,?,?,?,?,43,?,?,?,?,0.0002,?,0.5749,0.9911,1.2698,0,1.2063,0.4062,0.2386,8233086,1,0.7332,5.9663,43,0,0,0,0.9911,0,0,43,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-25.cnf,1,2.2136,1.5026,0.0911,1.4758,2.4868,0.0784,1.405,74150,0.1173,0.206,0.0069,0.0128,0.2759,0.0001,0.0001,1.9318,0,0.0002,0.0002,0.7333,1117.09,0.184,0.921,0.0546,0.0048,0.7276,1.0449,15276,0.0001,0,0.0005,0.3731,?,?,?,?,?,8.8006,?,?,?,?,0.0001,?,0.2251,0.5161,2.2671,0,0.7095,0.3613,0.6788,124485,1,1.2706,0.231,7,0,0.0001,0,0.158,0.1034,0,12,0.009
SAT_RACE2006/SAT-Race-Benchmarks/manol-pipe-c9nidw_s.cnf,1,2.6349,1.8651,0.1505,5.3838,2.765,0.1739,1.7004,423522,0.1508,0.1252,0.0033,0.0078,0.4583,0,0,2.2622,0,0.0001,0.0001,0.9732,2112.33,0.6551,1,0.0768,0.004,0.4497,1.644,53041,0,0,0.0008,0.782,?,?,?,?,?,7.3,?,?,?,?,0.0001,?,0.0904,0.4652,2.4086,0,0.7015,0.3793,1.3792,1007659,1,1.8016,0.398,7,0,0,0,0.1254,0.0628,147,8,0
SAT_RACE2008/velev-npe-1.0-9dlx-b71.cnf,1,3.7126,21.9085,0.2114,0.0107,3.5991,0.3747,0.7385,14559286,0.0318,0.0604,0.0078,0.0156,0.5,0,0,17.599,0,0,0,1,1443400,0.9961,1,0.0176,0.0087,0.9399,0.6635,879854,0,0,0.006,0.9987,?,?,?,?,?,0,?,?,?,?,0.0001,?,0.2595,0.9408,3.5074,0,0.7802,0.5952,0.0016,14582074,1,1.2151,7.6398,0,0,0,0,0.8762,0,0,0,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UCG-10-5p0.cnf,1,2.8283,0.7125,0.1482,1.112,2.8889,0.2368,0.6422,300004,0.0554,0.1649,0.0001,0.0002,0.1556,0,0,0.8655,0,0.0001,0.0001,0.7143,1275,0.6737,0.9724,0.0196,0.0002,0.8503,1.0694,49470,0,0,0.0002,0.838,0,0.0137,2.9354,0.0006,0.1249,19,0.6578,3.7455,0.5,0.0001,0.0001,0.6124,0.672,0.7277,2.5864,0,0.9354,0.4245,0.6696,500875,1,1.4475,0.4683,18,0,0,0,0.6068,0.0154,3,20,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/countbitsarray/countbitsarray32_32.cnf,1,1.6701,0.1608,0.0572,0.9785,1.7338,0.0599,0.1675,163018,0.0435,0.2239,0.0002,0.0004,0.286,0,0,0.2557,0,0.0001,0.0001,0.8,1368.6,0.1208,1,0.0234,0.0004,0.6855,1.1085,36494,0.0001,0,0.0007,0.1355,0,0.0351,2.4744,0.0009,0.1522,46.9462,0.2975,2.6778,0.6286,0.0001,0.0001,0.2728,0.0985,0.4875,1.3924,0,0.9039,0.3622,0.3099,213533,1,1.3404,0.284,42,0,0,0,0.3401,0.0499,122,51,0
SAT_Competition2011/SAT_RACE08/Q1/SAT_dat.k80_04.cnf,1,3.3371,0.7639,0.1523,1.4649,3.4336,0.166,0.6814,262415,0.087,0.1615,0.0002,0.0007,0.734,0,0,0.7294,0,0.0001,0.0001,1,2497.14,0.5473,1,0.0321,0.0005,0.7264,1.4537,42375,0,0,0.0005,0.787,?,?,?,?,?,44.9027,?,?,?,?,0.0001,?,0.6322,0.6251,2.8477,0,1.1177,0.3431,0.7439,457628,1,1.7444,0.6552,43,0,0,0,0.5867,0.0226,751,49,0
SAT-Race-2010-CNF/mixed/anbulagan/dated-5-13-u.cnf,1,3.0829,0.4451,0.1565,2.1373,2.733,0.2499,0.4511,248601,0.0322,0.178,0.0001,0.0002,0.2053,0,0,0.4571,0,0.0001,0.0001,0.7647,844.75,0.6568,0.9829,0.0155,0.0002,0.892,1.0132,44244,0,0,0.0003,0.8079,0,0.0264,3.2718,0.0003,0.1555,13.8986,0.5633,3.4839,0.6111,0.0001,0.0001,0.6131,0.6451,0.7552,2.4536,0,1.0416,0.371,1.5201,626501,1,1.3751,0.4464,13,0,0,0,0.6153,0.0278,123,15,0
SAT_Competition2007/industrial/industrial/palacios/uts/uts-l05-ipc5-h26-unsat.cnf,1,4.2307,1.8552,0.2997,10.0059,5.4687,0.3621,1.6032,257542,0.4522,0.0309,0.0074,0.0081,0.5,0.0005,0,2.4891,0,0.0007,0.0007,0.9824,489.05,0.8387,1,0.1636,0.0061,0.7386,1.6906,7948,0.0003,0,0.0507,0.9466,?,?,?,?,?,12.08,?,?,?,?,0.0007,?,0.7065,0.7843,4.3471,0,1.4699,0.2401,0.6101,414657,1,1.6253,2.5367,10,0,0,0,0.6512,0.1027,0,14,0.3318
SAT_Competition2011/SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-17-step21.cnf,1,3.0324,0.692,0.2933,0.3162,2.7026,0.3876,0.8331,272599,0.3055,0.1503,0.0003,0.0003,0.5,0,0,0.919,0,0.0001,0.0001,1,516,0.8313,1,0.0668,0.0005,0.9609,0.4712,40965,0,0,0.0015,0.9521,0,0.009,3.0961,0.0033,0.2255,11.2895,1.3779,3.0467,0.7,0.0001,0.0001,0.6039,0.6766,0.901,2.7226,0,0.9713,0.4914,0.1307,308235,1,1.0792,0.9419,10,0,0,0,0.8949,0.0534,297,13,1.4142
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-pdtpmspalu-tseitin.cnf,1,2.6693,1.464,0.1051,3.152,3.0943,0.1069,1.1344,130698,0.0972,0.1644,0.0013,0.0025,0.2541,0.0001,0,1.6421,0,0.0002,0.0002,0.8824,1607.33,0.3256,1,0.0546,0.0019,0.5903,1.4469,21481,0.0001,0,0.0021,0.5408,?,?,?,?,?,9.7849,?,?,?,?,0.0002,?,0.1986,0.3923,2.5389,0,0.7084,0.4595,1.0331,265718,1,1.7044,0.3486,8,0,0.0001,0,0.1742,0.0446,21,10,0.8661
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-f6i.cnf,1,3.1477,1.1627,0.156,5.511,3.3862,0.2015,1.0431,56173,0.1489,0.1337,0.002,0.0039,0.4462,0.0002,0.0001,1.3981,0,0.0005,0.0005,0.9481,291.048,0.6039,0.9998,0.0767,0.0032,0.4884,1.7139,7513,0.0003,0,0.0031,0.7576,?,?,?,?,?,7.6489,?,?,?,?,0.0004,?,0.3214,0.5124,2.8853,0,0.7427,0.37,1.5758,144691,1,1.8915,0.3968,6,0,0.0001,0,0.1406,0.0891,84,9,0.1937
SAT_Competition2011/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq7.cnf,1,4.2244,7.9283,0.2482,0.1609,4.4485,0.3497,4.8419,5951176,0.3237,0.0443,0.0057,0.0096,0.5,0,0,7.536,0,0,0,0.9969,844216,0.9985,1,0.0784,0.0105,0.9442,0.5311,263670,0,0,0.0006,1,?,?,?,?,?,4,?,?,?,?,0,?,0.2919,0.9381,4.1841,0,0.5254,0.7702,0.0198,6069108,1,0.9628,2.2587,4,0,0,0,0.9225,0,0,4,0
SAT-Race-2010-CNF/hardware-verification/manolios/c9b_i.cnf,1,3.0642,1.4024,0.1568,4.7995,3.2579,0.1876,1.244,45120,0.1517,0.1415,0.0078,0.0155,0.4343,0.0003,0.0001,1.5522,0,0.0006,0.0006,0.957,264.181,0.5979,1,0.07,0.0085,0.5613,1.5641,6384,0.0003,0,0.0044,0.7969,?,?,?,?,?,6.4799,?,?,?,?,0.0005,?,0.3108,0.5226,2.8283,0,0.7237,0.3559,1.4345,109846,1,1.6656,0.4728,5,0,0.0002,0,0.1224,0.0803,401,7,0.1653
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c10id_s.cnf,1,2.7777,1.9251,0.1486,4.7893,2.8847,0.1668,1.6978,231254,0.1458,0.1336,0.007,0.0139,0.4523,0,0,2.3032,0,0.0001,0.0001,0.9672,1498.38,0.647,1,0.0796,0.008,0.4533,1.6046,30891,0.0001,0,0.0014,0.7467,?,?,?,?,?,7.4949,?,?,?,?,0.0001,?,0.1656,0.4377,2.4567,0,0.6869,0.379,1.2935,530386,1,1.7645,0.3643,7,0,0,0,0.122,0.0667,23,8,0.0244
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.9694,0.6089,0.0384,1.502,2.3602,0.0205,0.4885,157595,0.0483,0.1696,0.0002,0.0005,0.1579,0.0001,0,0.5914,0,0.0001,0.0001,0.3333,2336.12,0.0103,0.6755,0.0312,0.0002,0.5407,0.9021,26735,0.0001,0,0.0002,0.0878,0,0.1053,3.0839,0.0005,0.2764,12.7979,0.4279,3.7026,0.4822,0.0002,0,0.2248,0.0857,0.5293,2.0667,0,0.4122,0.4057,0.772,279256,1,1.0054,0.1823,12,0,0,0,0.072,0.0314,136,13,1.4142
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/ACG-20-10p1.cnf,1,2.2905,0.7945,0.1577,0.5219,2.3615,0.1353,0.875,1199091,0.039,0.2092,0,0.0001,0.0865,0,0,0.8,0,0,0,0.75,73056,0.3573,1,0.0196,0.0001,0.8893,1.0198,250809,0,0,0,0.7937,?,?,?,?,?,23,?,?,?,?,0,?,0.7809,0.7522,2.1101,0,1.1196,0.3259,0.3618,1632906,1,1.35,0.4353,23,0,0,0,0.6068,0,0,23,0
