@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 6'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC
@ATTRIBUTE v_avg_domdeg_vars NUMERIC

@DATA
normalized-haystacks-44.xml.mzn_AND_NODATA,1,1,1,1.346623,0.742598,0,625.675302
normalized-rand-2-40-19-443-230-21_ext.xml.mzn_AND_NODATA,1,0.02381,0.05,39.89875,0.025063,0.95,0.071875
normalized-rand-2-40-19-443-230-42_ext.xml.mzn_AND_NODATA,1,0.023734,0.05,40.02625,0.024984,0.95,0.072454
normalized-rand-2-40-19-443-230-18_ext.xml.mzn_AND_NODATA,1,0.023792,0.05,39.92875,0.025045,0.95,0.072637
normalized-rand-2-40-19-443-230-12_ext.xml.mzn_AND_NODATA,1,0.023838,0.05,39.8525,0.025093,0.95,0.072051
normalized-rand-2-40-19-443-230-11_ext.xml.mzn_AND_NODATA,1,0.023405,0.05,40.59,0.024637,0.95,0.071927
normalized-rand-2-40-19-443-230-32_ext.xml.mzn_AND_NODATA,1,0.023252,0.05,40.8575,0.024475,0.95,0.071589
normalized-rand-2-40-19-443-230-13_ext.xml.mzn_AND_NODATA,1,0.023327,0.05,40.725,0.024555,0.95,0.071738
normalized-rand-2-40-19-443-230-38_ext.xml.mzn_AND_NODATA,1,0.023377,0.05,40.6375,0.024608,0.95,0.072035
normalized-rand-2-40-19-443-230-40_ext.xml.mzn_AND_NODATA,1,0.023359,0.05,40.66875,0.024589,0.95,0.071649
normalized-rand-2-40-19-443-230-15_ext.xml.mzn_AND_NODATA,1,0.02354,0.05,40.3575,0.024779,0.95,0.07208
normalized-rand-2-40-19-443-230-31_ext.xml.mzn_AND_NODATA,1,0.02354,0.05,40.35625,0.024779,0.95,0.072225
normalized-rand-2-40-19-443-230-2_ext.xml.mzn_AND_NODATA,1,0.023734,0.05,40.02625,0.024984,0.95,0.072053
normalized-rand-2-40-19-443-230-1_ext.xml.mzn_AND_NODATA,1,0.022981,0.05,41.33875,0.02419,0.95,0.071604
normalized-rand-2-40-19-443-230-34_ext.xml.mzn_AND_NODATA,1,0.02381,0.05,39.9,0.025063,0.95,0.072635
normalized-rand-2-40-19-443-230-25_ext.xml.mzn_AND_NODATA,1,0.023668,0.05,40.13875,0.024914,0.95,0.071902
normalized-rand-2-40-19-443-230-33_ext.xml.mzn_AND_NODATA,1,0.023532,0.05,40.37,0.024771,0.95,0.072058
normalized-rand-2-40-19-443-230-45_ext.xml.mzn_AND_NODATA,1,0.023287,0.05,40.795,0.024513,0.95,0.07195
normalized-rand-2-40-19-443-230-22_ext.xml.mzn_AND_NODATA,1,0.022964,0.05,41.36875,0.024173,0.95,0.071699
normalized-rand-2-40-19-443-230-fcd-14_ext.xml.mzn_AND_NODATA,1,0.024933,0.05,38.1025,0.026245,0.95,0.072353
normalized-rand-2-40-19-443-230-48_ext.xml.mzn_AND_NODATA,1,0.023689,0.05,40.10375,0.024935,0.95,0.072832
normalized-rand-2-40-19-443-230-41_ext.xml.mzn_AND_NODATA,1,0.023264,0.05,40.83625,0.024488,0.95,0.072642
normalized-rand-2-40-19-443-230-46_ext.xml.mzn_AND_NODATA,1,0.023988,0.05,39.6025,0.025251,0.95,0.072025
normalized-rand-2-40-19-443-230-35_ext.xml.mzn_AND_NODATA,1,0.022856,0.05,41.565,0.024059,0.95,0.071413
normalized-rand-2-40-19-443-230-fcd-10_ext.xml.mzn_AND_NODATA,1,0.024202,0.05,39.2525,0.025476,0.95,0.072101
normalized-rand-2-40-19-443-230-6_ext.xml.mzn_AND_NODATA,1,0.024122,0.05,39.3825,0.025392,0.95,0.072253
normalized-rand-2-40-19-443-230-7_ext.xml.mzn_AND_NODATA,1,0.023641,0.05,40.18375,0.024886,0.95,0.072189
normalized-rand-2-40-19-443-230-44_ext.xml.mzn_AND_NODATA,1,0.023272,0.05,40.82125,0.024497,0.95,0.071961
normalized-rand-2-40-19-443-230-39_ext.xml.mzn_AND_NODATA,1,0.022658,0.05,41.9275,0.023851,0.95,0.071405
normalized-rand-2-40-19-443-230-37_ext.xml.mzn_AND_NODATA,1,0.023242,0.05,40.87375,0.024466,0.95,0.071936
normalized-rand-2-40-19-443-230-fcd-23_ext.xml.mzn_AND_NODATA,1,0.024374,0.05,38.97625,0.025657,0.95,0.072302
normalized-rand-2-40-19-443-230-fcd-20_ext.xml.mzn_AND_NODATA,1,0.024615,0.05,38.59375,0.025911,0.95,0.072712
normalized-ramsey-45-4.xml.mzn_AND_NODATA,1,0.75,0.022727,1.30303,0.767442,0.977273,0.97833
normalized-rand-2-40-19-443-230-5_ext.xml.mzn_AND_NODATA,1,0.02425,0.05,39.175,0.025526,0.95,0.072443
normalized-rand-2-40-19-443-230-36_ext.xml.mzn_AND_NODATA,1,0.0232,0.05,40.9475,0.024422,0.95,0.071776
normalized-rand-2-40-19-443-230-47_ext.xml.mzn_AND_NODATA,1,0.023185,0.05,40.975,0.024405,0.95,0.071604
normalized-rand-2-40-19-443-230-3_ext.xml.mzn_AND_NODATA,1,0.02309,0.05,41.1425,0.024306,0.95,0.071916
normalized-qwh-25-235-2_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.185992
normalized-haystacks-45.xml.mzn_AND_NODATA,1,1,1,1.346407,0.742718,0,654.895383
normalized-qwh-25-235-5_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.18599
normalized-rand-2-40-19-443-230-fcd-26_ext.xml.mzn_AND_NODATA,1,0.02474,0.05,38.4,0.026042,0.95,0.072713
normalized-qwh-25-235-1_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.185989
normalized-rand-2-40-19-443-230-fcd-27_ext.xml.mzn_AND_NODATA,1,0.024816,0.05,38.28125,0.026122,0.95,0.072875
normalized-rand-2-40-25-180-500-11_ext.xml.mzn_AND_NODATA,1,0.039,0.039409,24.630542,0.0406,0.960591,0.089595
normalized-qwh-25-235-9_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.185993
normalized-qwh-25-235-7_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.185985
normalized-rand-2-40-25-180-500-19_ext.xml.mzn_AND_NODATA,1,0.039562,0.038462,24.304808,0.041144,0.961538,0.081957
normalized-rand-2-40-25-180-500-28_ext.xml.mzn_AND_NODATA,1,0.038044,0.040404,25.223232,0.039646,0.959596,0.085154
normalized-qwh-25-235-8_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.185987
normalized-rand-2-40-40-135-650-0_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.892039
normalized-rand-2-40-19-443-230-4_ext.xml.mzn_AND_NODATA,1,0.023593,0.05,40.26625,0.024835,0.95,0.072168
normalized-rand-2-40-40-135-650-10_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.155592
normalized-qwh-25-235-6_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.185992
normalized-qwh-25-235-0_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.185996
normalized-rand-2-40-19-443-230-fcd-30_ext.xml.mzn_AND_NODATA,1,0.024509,0.05,38.76125,0.025799,0.95,0.072572
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.799206
normalized-rand-2-40-25-180-500-17_ext.xml.mzn_AND_NODATA,1,0.036743,0.039409,26.143842,0.03825,0.960591,0.086881
normalized-rand-2-40-40-135-650-13_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.381133
normalized-rand-2-40-40-135-650-14_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.200505
normalized-rand-2-40-40-135-650-15_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.330664
normalized-rand-2-40-40-135-650-17_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.588889
normalized-rand-2-40-19-443-230-9_ext.xml.mzn_AND_NODATA,1,0.023114,0.05,41.1,0.024331,0.95,0.072297
normalized-rand-2-40-19-443-230-fcd-18_ext.xml.mzn_AND_NODATA,1,0.02376,0.05,39.9825,0.025011,0.95,0.072585
normalized-rand-2-40-40-135-650-18_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.103979
normalized-rand-2-40-19-443-230-17_ext.xml.mzn_AND_NODATA,1,0.022394,0.05,42.4225,0.023572,0.95,0.071594
normalized-rand-2-40-40-135-650-19_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.450433
normalized-rand-2-40-40-135-650-1_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.675469
normalized-rand-2-40-19-443-230-8_ext.xml.mzn_AND_NODATA,1,0.023014,0.05,41.27875,0.024226,0.95,0.072254
normalized-rand-2-40-40-135-650-20_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.805603
normalized-rand-2-40-40-135-650-21_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.550469
normalized-rand-2-40-40-135-650-22_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.549639
normalized-rand-2-40-40-135-650-24_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.533766
normalized-rand-2-40-40-135-650-27_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.829473
normalized-rand-2-40-19-443-230-fcd-13_ext.xml.mzn_AND_NODATA,1,0.023323,0.05,40.7325,0.02455,0.95,0.071733
normalized-rand-2-40-40-135-650-28_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.123882
normalized-patat-02-comp-15.xml.mzn_AND_NODATA,1,0.661565,0.016289,1.486946,0.67252,0.983711,0.987234
normalized-qwh-25-235-4_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.185982
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,0.023824,0.05,39.87625,0.025078,0.95,0.071869
normalized-rand-2-40-40-135-650-30_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.064322
normalized-qwh-25-235-3_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289,0.185979
normalized-rand-2-40-19-443-230-fcd-12_ext.xml.mzn_AND_NODATA,1,0.023857,0.05,39.82125,0.025112,0.95,0.072096
normalized-rand-2-40-40-135-650-32_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.665018
normalized-rand-2-40-40-135-650-34_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.611508
normalized-rand-2-40-40-135-650-35_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.928247
normalized-rand-2-40-19-443-230-fcd-29_ext.xml.mzn_AND_NODATA,1,0.024445,0.05,38.8625,0.025732,0.95,0.072242
normalized-rand-2-40-19-443-230-43_ext.xml.mzn_AND_NODATA,1,0.023205,0.05,40.94,0.024426,0.95,0.071857
normalized-rand-2-40-40-135-650-36_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.721861
normalized-rand-2-40-40-135-650-37_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.927656
normalized-rand-2-40-40-135-650-38_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.648088
normalized-rand-2-40-40-135-650-3_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.355927
normalized-rand-2-40-19-443-230-fcd-28_ext.xml.mzn_AND_NODATA,1,0.02427,0.05,39.14375,0.025547,0.95,0.072391
normalized-rand-2-40-25-180-500-27_ext.xml.mzn_AND_NODATA,1,0.037485,0.038462,25.650962,0.038985,0.961538,0.077678
normalized-rand-2-40-19-443-230-fcd-11_ext.xml.mzn_AND_NODATA,1,0.023397,0.05,40.60375,0.024628,0.95,0.071904
normalized-frb53-24-5-mgd_ext.xml.mzn_AND_NODATA,1,0.016881,0.04,56.867925,0.017585,0.96,0.055885
normalized-rand-2-40-19-443-230-fcd-25_ext.xml.mzn_AND_NODATA,1,0.023726,0.05,40.04125,0.024974,0.95,0.071976
normalized-rand-2-40-40-135-650-40_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.251263
normalized-rand-2-40-40-135-650-25_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.764791
normalized-rand-2-40-40-135-650-29_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.800469
normalized-rand-2-40-40-135-650-44_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.439358
normalized-rand-2-40-40-135-650-46_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.791667
normalized-rand-2-40-40-135-650-47_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.810256
normalized-rand-2-40-40-135-650-31_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.884235
normalized-rand-2-40-40-135-650-23_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.756025
normalized-rand-2-40-40-135-650-48_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.651299
normalized-rand-2-40-25-180-500-12_ext.xml.mzn_AND_NODATA,1,0.035449,0.039409,27.097537,0.036904,0.960591,0.084508
normalized-rand-2-40-40-135-650-39_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.783766
normalized-rand-2-40-40-135-650-51_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.434163
normalized-rand-2-40-40-135-650-52_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.721501
normalized-rand-2-40-19-443-230-fcd-24_ext.xml.mzn_AND_NODATA,1,0.023484,0.05,40.45375,0.02472,0.95,0.071942
normalized-rand-2-40-40-135-650-2_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.652753
normalized-rand-2-40-19-443-230-fcd-34_ext.xml.mzn_AND_NODATA,1,0.023796,0.05,39.9225,0.025049,0.95,0.072628
normalized-rand-2-40-19-443-230-fcd-31_ext.xml.mzn_AND_NODATA,1,0.023516,0.05,40.39875,0.024753,0.95,0.0722
normalized-rand-2-40-40-135-650-57_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.160029
normalized-rand-2-40-40-135-650-45_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.834896
normalized-rand-2-40-40-135-650-53_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.370274
normalized-rand-2-40-40-135-650-61_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.755592
normalized-rand-2-40-40-135-650-63_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.721104
normalized-rand-2-40-40-135-650-64_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.833766
normalized-rand-2-40-40-135-650-16_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.187807
normalized-rand-2-40-40-135-650-56_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.073016
normalized-rand-2-40-40-135-650-42_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.799711
normalized-rand-2-40-40-135-650-4_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.700469
normalized-rand-2-40-40-135-650-66_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.230988
normalized-rand-2-40-25-180-500-15_ext.xml.mzn_AND_NODATA,1,0.034783,0.040404,27.587879,0.036248,0.959596,0.090407
normalized-rand-2-40-40-135-650-33_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.051166
normalized-rand-2-40-40-135-650-73_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.908838
normalized-rand-2-40-40-135-650-49_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.786941
normalized-rand-2-40-40-135-650-41_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.126659
normalized-rand-2-40-40-135-650-43_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.628114
normalized-rand-2-40-40-135-650-58_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,8.313961
normalized-rand-2-40-40-135-650-11_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.673016
normalized-rand-2-40-19-443-230-fcd-15_ext.xml.mzn_AND_NODATA,1,0.023521,0.05,40.38875,0.024759,0.95,0.072099
normalized-rand-2-40-19-443-230-fcd-2_ext.xml.mzn_AND_NODATA,1,0.023726,0.05,40.04,0.024975,0.95,0.072044
normalized-rand-2-40-40-135-650-75_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.659199
normalized-rand-2-40-40-135-650-80_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.561508
normalized-rand-2-40-40-135-650-81_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.812338
normalized-rand-2-40-19-443-230-49_ext.xml.mzn_AND_NODATA,1,0.022961,0.05,41.37375,0.02417,0.95,0.071591
normalized-rand-2-40-40-135-650-84_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.895707
normalized-rand-2-40-40-135-650-65_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.650397
normalized-rand-2-40-40-135-650-86_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.798521
normalized-rand-2-40-40-135-650-88_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.709235
normalized-rand-2-40-40-135-650-89_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.325505
normalized-rand-2-40-25-180-500-35_ext.xml.mzn_AND_NODATA,1,0.038108,0.038462,25.231731,0.039633,0.961538,0.082829
normalized-rand-2-40-25-180-500-45_ext.xml.mzn_AND_NODATA,1,0.043016,0.040404,22.308081,0.044827,0.959596,0.100457
normalized-rand-2-40-40-135-650-76_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.755098
normalized-rand-2-40-40-135-650-72_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.809596
normalized-rand-2-40-40-135-650-91_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.590152
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.669084
normalized-rand-2-40-40-135-650-77_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.573521
normalized-rand-2-40-40-135-650-8_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.405988
normalized-rand-2-40-40-135-650-59_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.765873
normalized-rand-2-40-40-135-650-67_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.633766
normalized-rand-2-40-40-135-650-93_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.634993
normalized-rand-2-40-40-135-650-26_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.489322
normalized-rand-2-40-40-135-650-78_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,8.044084
normalized-rand-2-40-19-443-230-50_ext.xml.mzn_AND_NODATA,1,0.022943,0.05,41.40625,0.024151,0.95,0.071563
normalized-rand-2-40-40-135-650-71_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.892075
normalized-rand-2-40-40-135-650-9_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.257118
normalized-rand-2-40-40-135-650-62_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.012673
normalized-rand-2-40-25-180-500-16_ext.xml.mzn_AND_NODATA,1,0.03603,0.038462,26.6875,0.037471,0.961538,0.079325
normalized-rand-2-40-19-443-230-fcd-19_ext.xml.mzn_AND_NODATA,1,0.023766,0.05,39.9725,0.025017,0.95,0.072291
normalized-rand-2-40-40-135-650-68_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.711977
normalized-rand-2-40-80-103-800-11_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.659524
normalized-rand-2-40-80-103-800-12_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.776984
normalized-rand-2-40-19-443-230-fcd-37_ext.xml.mzn_AND_NODATA,1,0.023235,0.05,40.88625,0.024458,0.95,0.071954
normalized-rand-2-40-80-103-800-17_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.246825
normalized-rand-2-40-80-103-800-18_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,22.489683
normalized-rand-2-40-40-135-650-94_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.775072
normalized-rand-2-40-25-180-500-13_ext.xml.mzn_AND_NODATA,1,0.034257,0.038462,28.068269,0.035627,0.961538,0.07528
normalized-rand-2-40-40-135-650-95_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.828608
normalized-rand-2-40-80-103-800-19_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.618254
normalized-rand-2-40-40-135-650-79_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.28575
normalized-rand-2-40-19-443-230-fcd-33_ext.xml.mzn_AND_NODATA,1,0.023505,0.05,40.4175,0.024742,0.95,0.072057
normalized-rand-2-40-40-135-650-74_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.522655
normalized-rand-2-40-25-180-500-26_ext.xml.mzn_AND_NODATA,1,0.036926,0.038462,26.039423,0.038403,0.961538,0.078661
normalized-rand-2-40-40-135-650-7_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.596465
normalized-rand-2-40-40-135-650-60_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.654437
normalized-rand-2-40-40-135-650-83_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.686147
normalized-rand-2-40-40-135-650-85_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.912673
normalized-rand-2-40-80-103-800-24_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.71039
normalized-rand-2-40-25-180-500-60_ext.xml.mzn_AND_NODATA,1,0.043322,0.038462,22.195192,0.045055,0.961538,0.087113
normalized-rand-2-40-40-135-650-6_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.811941
normalized-rand-2-40-40-135-650-69_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.780231
normalized-rand-2-40-40-135-650-50_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.40083
normalized-rand-2-40-80-103-800-26_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.205556
normalized-rand-2-40-25-180-500-10_ext.xml.mzn_AND_NODATA,1,0.034664,0.038462,27.738462,0.036051,0.961538,0.078825
normalized-haystacks-46.xml.mzn_AND_NODATA,1,1,1,1.346976,0.742404,0,684.758668
normalized-rand-2-40-80-103-800-14_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.709524
normalized-rand-2-40-80-103-800-1_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.115873
normalized-rand-2-40-40-135-650-98_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.405231
normalized-rand-2-40-25-180-500-30_ext.xml.mzn_AND_NODATA,1,0.036199,0.038462,26.5625,0.037647,0.961538,0.080446
normalized-rand-2-40-25-180-500-32_ext.xml.mzn_AND_NODATA,1,0.036446,0.039409,26.35665,0.037941,0.960591,0.075533
normalized-rand-2-40-80-103-800-28_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,21.446032
normalized-rand-2-40-80-103-800-36_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.87381
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.980231
normalized-rand-2-40-40-135-650-70_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.87233
normalized-rand-2-40-80-103-800-20_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.599206
normalized-rand-2-40-80-103-800-29_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,20.372222
normalized-rand-2-40-40-135-650-99_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.574639
normalized-rand-2-40-19-443-230-fcd-42_ext.xml.mzn_AND_NODATA,1,0.023717,0.05,40.055,0.024966,0.95,0.07244
normalized-rand-2-40-80-103-800-41_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.669841
normalized-rand-2-40-80-103-800-33_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.719841
normalized-rand-2-40-19-443-230-fcd-32_ext.xml.mzn_AND_NODATA,1,0.023263,0.05,40.8375,0.024487,0.95,0.071619
normalized-rand-2-40-80-103-800-22_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.87381
normalized-rand-2-40-80-103-800-38_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.286508
normalized-rand-2-40-19-443-230-fcd-22_ext.xml.mzn_AND_NODATA,1,0.022955,0.05,41.385,0.024163,0.95,0.071681
normalized-rand-2-40-80-103-800-49_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.257143
normalized-rand-2-40-80-103-800-37_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.870635
normalized-rand-2-40-40-135-650-92_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.726623
normalized-rand-2-40-19-443-230-fcd-1_ext.xml.mzn_AND_NODATA,1,0.022964,0.05,41.36875,0.024173,0.95,0.071585
normalized-rand-2-40-40-135-650-97_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,7.663972
normalized-rand-2-40-40-135-650-96_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0,6.779798
normalized-rand-2-40-80-103-800-13_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.43254
normalized-rand-2-40-80-103-800-52_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.096032
normalized-rand-2-40-80-103-800-21_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.926984
normalized-rand-2-40-80-103-800-46_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,18.542063
normalized-rand-2-40-80-103-800-42_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,17.640476
normalized-rand-2-40-80-103-800-56_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0,19.782612
