@RELATION 'FEATURE_VALUES-SAT12-RAND-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC

@DATA
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v25000-c105000-S92008434-079-UNKNOWN.cnf,1,2074.75,0.0001,0.0001,0.0002,573.7,0.0001,5320.5,5348,5245.5,0,5309.8,0.0003,3946.25,5197,5292,0,0.2218,25000,24381,5,5.7685,0.6668,0.079,3,0.2619,4,10,2,0.0467,7,0.0004,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v650-c2769-S2065143904-035.UNKNOWN.cnf,1,23.9603,0.0048,0.0048,0.0078,18.7519,0.0047,141,153,140,129,140.908,0.0094,140.226,129,151,0.0018,0.3094,650,637,3748,3765,0.0649,0.0715,3681,0.5151,3698,3974,3681,0.0431,3770,0.0098,0.0024
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v40000-c168000-S845438593-067-UNKNOWN.cnf,1,934,0.0001,0.0001,0.0002,2120,0.0001,8453,8531,8581,8581,6803.8,0.0002,8581,0,8581,0,0.2142,40000,38975,3,3.479,0,0.079,1,0.2428,2,6,1,0.047,5,0.0002,0
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1000/unif-k5-r20-v1000-c20000-S501150091-001.cnf,1,53.5169,0.005,0.005,0.005,43.9324,0.005,192,205,193,179,190.918,0.0165,192.783,177,207,0.0032,0.4786,1000,1000,41,42.5938,0.0606,0.0023,33,0.6113,36,53,27,0.0015,48,0.0064,0.0009
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S1564075794-028.cnf,1,20.9885,0.0058,0.0058,0.0076,16.6097,0.0057,116,126,115,105,115.566,0.0114,115.351,106,125,0.0022,0.3133,540,525,3861,3857.5,0.0701,0.0717,3748,0.5611,3838,4005,3748,0.0423,3886,0.0127,0.0029
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v5000-c21000-S425619685-036-UNKNOWN.cnf,1,146.333,0.0006,0.0006,0.001,91.7342,0.0006,1059,1092,1060,1034,1060.27,0.0013,1061.64,1026,1089,0.0001,0.2511,5000,4882,42,44.3922,0.0212,0.0784,30,0.3406,36,56,22,0.0463,49,0.0018,0.0003
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1263625223-038.SATISFIABLE.cnf,1,15.3477,0.0062,0.0062,0.0081,12.8078,0.0061,110,120,109,100,109.682,0.0121,109.653,100,120,0.0024,0.3212,500,491,3866,3881.625,0.0712,0.0813,3767,0.5473,3837,4039,3767,0.0506,4029,0.0132,0.0029
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v1000-c20000-S698025027-034-UNKNOWN.cnf,1,56,0.005,0.005,0.005,44,0.005,191,206,192,178,191.976,0.0165,192.093,178,208,0.0034,0.4769,1000,1000,43,44.1356,0.077,0.0022,33,0.6044,37,57,29,0.0015,48,0.0066,0.001
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/75/unif-k7-r89-v75-c6675-S72273909-010.cnf,1,9.1878,0.0933,0.0933,0.0933,8.8307,0.0933,13,16,13,10,12.9009,0.0111,12.9667,10,16,0.0851,0.6729,75,75,4382,4438.8,0.2035,0.0001,4336,0.7521,4373,4595,4336,0.0001,4508,0.1014,0.0056
SAT_Competition2007/random/2+p/p0.7/v6500/unif2p-p0.7-v6500-c17355-S384567560-10-UNKNOWN.cnf,1,76.1515,0.0006,0.0006,0.0019,58.1522,0.0004,1002,1032,1006,976,1003.83,0.0013,1004.92,973,1034,0.0001,0.1966,6500,4763,440,550.84,0.0235,0.1668,400,0.3652,426,846,382,0.1028,567,0.0023,0.0003
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/110/unif-k5-r21.3-v110-c2343-S884941173-092.cnf,1,9.6909,0.0455,0.0455,0.0455,8.7264,0.0455,22,27,22,17,21.9796,0.0456,21.9676,17,27,0.0376,0.5591,110,110,4285,4269.25,0.1604,0.0015,4176,0.7093,4224,4365,4176,0.001,4353,0.0568,0.0083
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/6000/unif-k3-r4.2-v6000-c25200-S821759333-092.cnf,1,208.021,0.0005,0.0005,0.0009,103.279,0.0005,1269,1308,1279.5,1237,1271.87,0.0011,1250.81,1245,1310,0.0001,0.2468,6000,5841,32,34.7614,0.1491,0.0789,25,0.3594,28,49,19,0.0472,39,0.0013,0.0003
SAT_Competition2009/RANDOM/LARGE/5SAT/UNKNOWN/1100/unif-k5-r20-v1100-c22000-S115851319-100.cnf,1,57.7881,0.0045,0.0045,0.0045,47.7742,0.0045,211,227,210,196,211.429,0.0152,210.321,195,223,0.003,0.4774,1100,1100,36,38.4595,0.0518,0.0023,30,0.5852,32,49,22,0.0015,43,0.006,0.0008
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v20000-c84000-S525505471-054-UNKNOWN.cnf,1,888.5,0.0002,0.0002,0.0003,727.444,0.0002,4242,4309,4230,0,3776.56,0.0003,3192.25,0,4253,0,0.2253,20000,19487,8,8.7889,0.6668,0.0799,5,0.2639,6,15,3,0.0482,10,0.0004,0.0001
SAT_Competition2007/random/OnTreshold/7SAT/v75/unif-k7-r89-v75-c6675-S1235873841-05.UNSAT.shuffled.cnf,1,9.4824,0.0933,0.0933,0.0933,8.9784,0.0933,13,16,13,10,12.8912,0.0111,12.9354,10,16,0.0858,0.6717,75,75,4444,4471,0.1967,0.0001,4408,0.7546,4412,4565,4408,0,4526,0.1011,0.0054
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1463391112-08.cnf,1,53.3239,0.005,0.005,0.005,44.2723,0.005,193,208,193,176,191.338,0.0165,191.77,175,206,0.0035,0.4789,1000,1000,41,42.729,0.0612,0.0023,33,0.573,37,54,23,0.0015,45,0.0067,0.001
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S669431406-04.cnf,1,120.075,0.0008,0.0008,0.0015,89.1466,0.0008,858.5,884,852,826,850.052,0.0016,845.019,826,882,0.0002,0.2525,4000,3912,55,58.4324,0.101,0.0808,43,0.3601,48,75,32,0.0471,63,0.002,0.0004
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S2124915970-046.UNKNOWN.cnf,1,12.9756,0.0333,0.0333,0.0333,11.9431,0.0333,30,35,29,24,29.646,0.044,29.5561,24,35,0.0257,0.5418,150,150,4121,4166.7143,0.1407,0.0014,4108,0.6853,4111,4309,4108,0.0009,4280,0.0451,0.0064
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S964643921-035-UNKNOWN.cnf,1,1924,0.0001,0.0001,0.0001,1341,0.0001,10545,10545,10544,10544,10570.7,0.0001,10544,10527,10544,0,0.2194,50000,48785,3,3.0642,0,0.0792,1,0.2401,1,6,1,0.0473,4,0.0002,0
SAT_Competition2007/random/2+p/p0.9/v990/unif2p-p0.9-v990-c3583-S1435246639-05-UNSAT.cnf,1,31.9283,0.0032,0.0032,0.0065,24.5587,0.0022,200,213,200,187,200.056,0.0063,200.261,186,214,0.0009,0.2784,990,926,3765,3765,0.0524,0.1028,3615,0.4982,3646,3922,3615,0.0613,3867,0.0097,0.0016
SAT_Competition2009/RANDOM/MEDIUM/5SAT/SATISFIABLE/100/unif-k5-r21.3-v100-c2130-S1772254584-042.cnf,1,9.1607,0.05,0.05,0.05,8.2914,0.05,20,24,20,16,20.0064,0.0458,19.9607,16,24,0.0362,0.5656,100,100,4282,4287.625,0.1679,0.0015,4184,0.7069,4249,4410,4184,0.001,4379,0.062,0.0094
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S342579098-10.cnf,1,13.2283,0.05,0.05,0.05,13.4241,0.05,23,28,23,19,23.2875,0.0117,23.2517,19,28,0.0453,0.6436,140,140,4179,4201.6,0.1605,0.0001,4085,0.7337,4104,4348,4085,0.0001,4292,0.0552,0.0032
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/12000/unif-k3-r4.2-v12000-c50400-S1089166613-072.cnf,1,364.615,0.0003,0.0003,0.0005,224.095,0.0003,2555,2598,2561,2500,2556.19,0.0005,2563.23,2502,2605,0,0.2312,12000,11696,13,14.3652,0.0154,0.079,9,0.2887,11,20,7,0.0472,16,0.0007,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v450-c1917-S222128792-011.SATISFIABLE.cnf,1,15.6251,0.0069,0.0069,0.0114,12.8217,0.0068,98,107,98,88,97.9743,0.0136,97.7884,89,107,0.0016,0.3245,450,439,3893,3889.125,0.0759,0.0722,3774,0.5635,3863,4003,3774,0.0463,3980,0.0152,0.0034
SAT_Competition2009/RANDOM/MEDIUM/7SAT/UNKNOWN/70/unif-k7-r89-v70-c6230-S1758422766-080.cnf,1,8.7256,0.1,0.1,0.1,8.4053,0.1,12,15,12,9,12.0714,0.0111,12.1585,9,15,0.0883,0.6797,70,70,4433,4459.2,0.2062,0.0001,4369,0.7636,4409,4593,4369,0,4492,0.1087,0.0066
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/200/unif-k7-r85-v200-c17000-S942507261-096.cnf,1,17.9055,0.035,0.035,0.035,18.1006,0.035,33,39,33,27,33.1716,0.0117,33.2253,28,39,0.0301,0.6296,200,200,3857,3811.75,0.1438,0.0001,3548,0.7265,3840,4002,3548,0.0001,4002,0.0386,0.0021
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v2500-c10500-S1907658523-004-UNKNOWN.cnf,1,71,0.0013,0.0013,0.0025,48.2803,0.0012,530,550,530,507,529.544,0.0025,529.102,505,550,0.0003,0.2671,2500,2425,106,111.5417,0.0327,0.0795,85,0.42,94,136,64,0.0473,118,0.0032,0.0006
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v550-c2343-S720541313-052.UNKNOWN.cnf,1,22.7515,0.0057,0.0057,0.0093,17.7814,0.0056,118,128,118,108,117.803,0.0112,117.624,108,128,0.0009,0.3141,550,535,3790,3846.8571,0.0695,0.0679,3732,0.5443,3743,4053,3732,0.0407,4029,0.0116,0.0029
SAT_Competition2007/random/OnTreshold/5SAT/v120/unif-k5-r21.3-v120-c2556-S340864765-13.SAT.shuffled.cnf,1,9.9965,0.0417,0.0417,0.0417,9.0532,0.0417,24,29,24,19,24.023,0.0451,23.9882,19,29,0.0286,0.5547,120,120,4195,4214,0.1592,0.0014,4125,0.7084,4170,4385,4125,0.001,4297,0.0505,0.0075
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v750-c15000-S888530894-020-UNKNOWN.cnf,1,42.5583,0.0067,0.0067,0.0067,35.3632,0.0067,143,157,145,132,143.045,0.0207,144.16,130,156,0.0049,0.4836,750,750,61,65.36,0.0774,0.0022,50,0.6066,54,87,36,0.0014,72,0.0087,0.0013
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v125-c2662-S1397972185-007.UNKNOWN.cnf,1,10.9381,0.04,0.04,0.04,9.8232,0.04,25,30,25,20,24.8697,0.045,24.8413,20,30,0.0301,0.553,125,125,4222,4227.5,0.1532,0.0014,4139,0.7167,4186,4363,4139,0.0009,4279,0.0503,0.0076
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/480/unif-k3-r4.25-v480-c2040-S449556655-088.cnf,1,16.4766,0.0064,0.0064,0.0106,13.6098,0.0064,106,115,105,95,105.383,0.0126,104.913,96,115,0.002,0.3196,480,472,3867,3863,0.0747,0.0763,3741,0.5524,3850,4069,3741,0.0432,3873,0.0118,0.0031
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S1550223396-041.cnf,1,612.5,0.0002,0.0002,0.0003,317.308,0.0002,3834,3843,3815,3769,3812.92,0.0004,3825.33,3747,3863,0,0.2333,18000,17535,8,8.2476,0.0125,0.0792,5,0.2814,6,13,3,0.0473,10,0.0006,0.0001
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/60/unif-k7-r89-v60-c5340-S178043354-076.cnf,1,7.7828,0.1167,0.1167,0.1167,7.3923,0.1167,10,13,10,8,10.5043,0.011,10.5612,8,14,0.1066,0.6906,60,60,4473,4480.1667,0.2176,0.0001,4396,0.7663,4440,4589,4396,0,4515,0.1257,0.0077
SAT_Competition2007/random/LargeSize/5SAT/v1000/unif-k5-r20-v1000-c20000-S1022834397-10.cnf,1,55.7726,0.005,0.005,0.005,45.3093,0.005,191,205,191,176,190.826,0.0165,190.195,176,205,0.0034,0.4781,1000,1000,42,44.619,0.0796,0.0022,33,0.5886,37,61,29,0.0015,47,0.0067,0.0009
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/18000/unif-k3-r4.2-v18000-c75600-S420719158-080.cnf,1,816.667,0.0002,0.0002,0.0003,430.357,0.0002,3831.5,3881,3791.5,0,3562.86,0.0004,3175.17,3765,3846,0,0.236,18000,17551,8,8.5617,0.49,0.0786,5,0.2771,6,13,3,0.0469,11,0.0005,0.0001
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S1957603206-080.SATISFIABLE.cnf,1,9.6432,0.0875,0.0875,0.0875,9.4468,0.0875,14,17,14,11,13.7087,0.0111,13.8129,10,17,0.0799,0.6701,80,80,4373,4413.8,0.1925,0.0001,4298,0.7445,4350,4570,4298,0,4478,0.0942,0.0052
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v600-c2556-S2050053883-062.SATISFIABLE.cnf,1,19.7585,0.0051,0.0051,0.0067,15.7897,0.0051,132,143,132,121,131.881,0.01,131.598,121,143,0.002,0.3094,600,593,3758,3749.25,0.0674,0.0756,3636,0.5594,3751,3819,3636,0.0457,3772,0.0102,0.0025
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1800377425-032.UNKNOWN.cnf,1,23.3901,0.0045,0.0045,0.0074,18.4828,0.0044,149,160,149,137,149.028,0.009,148.985,138,161,0.0017,0.3098,700,678,3639,3663.375,0.0604,0.0766,3452,0.5182,3607,3997,3452,0.0463,3746,0.0122,0.0021
SAT_Competition2007/random/LargeSize/7SAT/v220/unif-k7-r85-v220-c18700-S1980584520-03.cnf,1,19.3819,0.0318,0.0318,0.0318,19.5596,0.0318,37,43,36,30,36.7663,0.0117,36.3351,31,42,0.0281,0.6194,220,220,355,573.1875,0.1268,0.0001,264,0.71,293,1522,263,0.0001,470,0.0349,0.0019
SAT_Competition2007/random/OnTreshold/3SAT/v600/unif-k3-r4.261-v600-c2556-S1496918883-18.SAT.shuffled.cnf,1,17.6136,0.0052,0.0052,0.0085,14.4125,0.0051,130,141,130,119,130.457,0.0103,129.77,119,140,0.002,0.3146,600,587,3737,3733.625,0.0639,0.0826,3475,0.5414,3697,3959,3475,0.045,3852,0.0118,0.0025
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1617172756-030.SATISFIABLE.cnf,1,20.7198,0.0045,0.0045,0.0073,16.7164,0.0044,151,163,151,139,151.128,0.0089,150.798,140,162,0.0007,0.306,700,681,3707,3701.875,0.0633,0.0805,3613,0.5434,3681,3794,3613,0.0468,3764,0.0112,0.0022
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,8.6669,0.1,0.1,0.1,8.4141,0.1,12,15,12,9,12.1259,0.0111,12.1764,9,15,0.0926,0.6814,70,70,4403,4435.8,0.2089,0.0001,4353,0.7646,4380,4552,4353,0,4491,0.1077,0.0063
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/540/unif-k3-r4.25-v540-c2295-S2142680239-019.cnf,1,17.7389,0.0057,0.0057,0.0076,14.1682,0.0057,117,127,118,107,117.297,0.0113,117.517,107,128,0.0017,0.3174,540,529,3780,3816.125,0.0693,0.0794,3666,0.5428,3754,4001,3666,0.0455,3975,0.0109,0.0028
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v50000-c210000-S746725327-020-UNKNOWN.cnf,1,1783,0.0001,0.0001,0.0001,1740,0.0001,10689,10689,10523,10523,10674,0.0001,10523,10643,10523,0,0.2279,49999,48800,2,2.7983,0,0.0792,1,0.2463,1,6,0,0.0469,4,0.0002,0
SAT_Competition2011/SAT11/random/large/unif-k5-r20-v2000-c40000-S1143439968-082-UNKNOWN.cnf,1,104.085,0.0025,0.0025,0.0025,82.5227,0.0025,385,407,384,359,385.534,0.0091,382.527,364,402,0.0016,0.46,2000,2000,16,16.8758,0.0458,0.0023,12,0.5515,14,22,9,0.0015,19,0.0035,0.0005
SAT_Competition2009/RANDOM/LARGE/7SAT/UNKNOWN/160/unif-k7-r85-v160-c13600-S566590366-099.cnf,1,15.0103,0.0437,0.0437,0.0437,15.228,0.0437,27,32,26,22,26.6713,0.0117,26.3507,21,31,0.0397,0.6382,160,160,4259,4183.5,0.149,0.0001,3972,0.7382,4103,4400,3972,0.0001,4400,0.0486,0.0028
SAT_Competition2007/random/LargeSize/3SAT/v4000/unif-k3-r4.2-v4000-c16800-S1178874381-13.cnf,1,115.284,0.0008,0.0008,0.0013,76.719,0.0008,852,879,849,820,844.273,0.0016,847.353,819,871,0.0002,0.2529,4000,3893,56,60.0667,0.0263,0.079,43,0.3529,51,77,33,0.0461,66,0.0019,0.0004
SAT_Competition2007/random/LargeSize/7SAT/v200/unif-k7-r85-v200-c17000-S666382280-13.cnf,1,17.8629,0.035,0.035,0.035,18.4348,0.035,33,39,33,27,32.8797,0.0117,33.1956,27,39,0.0314,0.6296,200,200,3673,3073.1667,0.1455,0.0001,1642,0.7279,2377,3896,1642,0.0001,3704,0.0381,0.0023
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S1215030506-14.cnf,1,13.3789,0.05,0.05,0.05,13.4487,0.05,23,28,23,19,23.2357,0.0117,23.1835,19,28,0.0446,0.6453,140,140,4121,4186,0.1599,0.0001,4040,0.7388,4066,4439,4040,0.0001,4264,0.0578,0.0031
SAT_Competition2009/RANDOM/MEDIUM/3SAT/UNKNOWN/540/unif-k3-r4.25-v540-c2295-S1457384322-029.cnf,1,22.9502,0.0057,0.0057,0.0094,18.5208,0.0056,116,126,117,106,116.432,0.0112,116.511,106,127,0.0004,0.3106,540,531,3826,3845.875,0.0683,0.0688,3753,0.5283,3816,3996,3753,0.039,3902,0.0114,0.0029
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S2106599808-035.cnf,1,15.0735,0.0067,0.0067,0.0088,12.5784,0.0066,100,110,100,91,100.384,0.0131,100.412,91,110,0.0026,0.3273,460,452,3870,3884.75,0.0765,0.0779,3732,0.5783,3866,4059,3732,0.0485,3977,0.0149,0.0033
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v80-c7120-S175431861-098.SATISFIABLE.cnf,1,9.7241,0.0875,0.0875,0.0875,9.464,0.0875,14,17,14,10,13.7241,0.0111,13.6643,10,17,0.0813,0.6718,80,80,4369,4394.2,0.1952,0.0001,4281,0.7521,4329,4521,4281,0,4471,0.094,0.0053
SAT_Competition2007/random/LargeSize/5SAT/v800/unif-k5-r20-v800-c16000-S451874538-03.cnf,1,45.671,0.0063,0.0063,0.0063,36.7222,0.0063,153,166,153,138,152.494,0.0197,152.472,140,167,0.0046,0.4812,800,800,58,59.8469,0.0823,0.0023,46,0.6013,50,77,38,0.0015,63,0.0085,0.0012
SAT_Competition2011/SAT11/random/medium/unif-k7-r89-v90-c8010-S423984545-074.UNKNOWN.cnf,1,10.5574,0.0778,0.0778,0.0778,10.5538,0.0778,15,19,15,12,15.3892,0.0111,15.395,12,19,0.0694,0.6634,90,90,4328,4377.4,0.1888,0.0001,4292,0.749,4320,4541,4292,0,4406,0.084,0.0052
SAT_Competition2007/random/OnTreshold/5SAT/v110/unif-k5-r21.3-v110-c2343-S1061579177-10.UNSAT.shuffled.cnf,1,10.0209,0.0455,0.0455,0.0455,9.1368,0.0455,22,27,22,17,21.9307,0.0457,21.9057,17,27,0.0367,0.5588,110,110,4226,4264,0.1645,0.0016,4195,0.6991,4200,4426,4195,0.001,4362,0.0559,0.0083
SAT_Competition2011/SAT11/random/large/unif-k7-r85-v250-c21250-S381985918-018-UNKNOWN.cnf,1,21.8588,0.028,0.028,0.028,22.4554,0.028,41,48,41,35,41.0515,0.0117,41.2823,35,48,0.0244,0.6186,250,250,198,231.9714,0.1282,0.0001,173,0.7241,182,278,151,0.0001,228,0.031,0.0017
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1653142431-025.UNKNOWN.cnf,1,12.6355,0.0333,0.0333,0.0333,11.4999,0.0333,30,35,29,24,29.7125,0.0439,29.6664,24,35,0.0257,0.5391,150,150,4114,4142,0.1411,0.0014,4020,0.6836,4108,4306,4020,0.0009,4221,0.0429,0.0067
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1107155013-20.UNSAT.shuffled.cnf,1,8.7372,0.1,0.1,0.1,8.4555,0.1,12,16,12,9,12.1661,0.0111,12.0588,9,15,0.0904,0.6791,70,70,4458,4465.4,0.2086,0.0001,4369,0.7582,4399,4567,4369,0,4534,0.1077,0.0066
SAT_Competition2007/random/OnTreshold/7SAT/v70/unif-k7-r89-v70-c6230-S1635684145-01.SAT.shuffled.cnf,1,8.7551,0.1,0.1,0.1,8.5266,0.1,12,15,12,9,12.0466,0.0111,12.0971,9,15,0.0892,0.6794,70,70,4423,4427.2,0.2068,0.0001,4317,0.7623,4347,4556,4317,0,4493,0.1075,0.0061
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v15000-c63000-S43885340-006-UNKNOWN.cnf,1,689.833,0.0002,0.0002,0.0004,247.273,0.0002,3168,3237,3200,0,3174.45,0.0004,2675,3133,3242,0,0.2336,15000,14586,11,11.7143,0.4903,0.0803,6,0.279,8,19,5,0.048,14,0.0006,0.0001
SAT_Competition2009/RANDOM/MEDIUM/7SAT/SATISFIABLE/65/unif-k7-r89-v65-c5785-S709270457-007.cnf,1,8.6,0.1077,0.1077,0.1077,8.1546,0.1077,11,14,11,8,11.3191,0.0111,11.2562,8,14,0.0996,0.686,65,65,4471,4463.3333,0.2153,0.0001,4391,0.7658,4393,4568,4391,0,4536,0.1181,0.0071
SAT_Competition2011/SAT11/random/medium/unif-k5-r21.3-v100-c2130-S328068950-002.SATISFIABLE.cnf,1,9.0767,0.05,0.05,0.05,8.1849,0.05,20,24,20,16,20.0348,0.0458,19.9711,16,24,0.0362,0.5677,100,100,4295,4314.5,0.1664,0.0016,4258,0.7054,4290,4397,4258,0.0009,4396,0.0685,0.0093
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v30000-c126000-S913491256-073-UNKNOWN.cnf,1,2879,0.0001,0.0001,0.0002,766.5,0.0001,6379,6380,3215,0,6398,0.0002,3215,6378,0,0,0.2316,30000,29270,5,5.443,1.4142,0.0792,2,0.2549,3,10,1,0.0474,7,0.0003,0.0001
SAT_Competition2007/random/LargeSize/7SAT/v140/unif-k7-r85-v140-c11900-S2026599491-05.cnf,1,13.4691,0.05,0.05,0.05,13.4126,0.05,23,28,23,19,23.2544,0.0117,23.3845,19,28,0.0456,0.6449,140,140,4286,4234,0.1571,0.0001,4107,0.7492,4139,4404,4107,0.0001,4404,0.0574,0.0031
SAT_Competition2011/SAT11/random/medium/unif-k3-r4.26-v500-c2130-S840902310-084.SATISFIABLE.cnf,1,15.8893,0.0062,0.0062,0.0102,12.9896,0.0061,108,118,108,99,108.415,0.0123,108.479,99,118,0.0024,0.3216,500,488,3865,3874.125,0.0735,0.0778,3794,0.5563,3813,4046,3794,0.0465,3925,0.0161,0.003
SAT_Competition2009/RANDOM/MEDIUM/3SAT/SATISFIABLE/460/unif-k3-r4.25-v460-c1955-S1614425450-034.cnf,1,13.9946,0.0067,0.0067,0.0111,11.5427,0.0066,101,110,101,92,100.9,0.0131,101.035,92,110,0.0026,0.3259,460,452,3867,3877.375,0.0744,0.0826,3736,0.5803,3842,4046,3736,0.0478,4006,0.0123,0.0032
SAT_Competition2009/RANDOM/LARGE/3SAT/UNKNOWN/10000/unif-k3-r4.2-v10000-c42000-S1806027711-062.cnf,1,510.263,0.0003,0.0003,0.0006,158.44,0.0003,2115,2149,2121,2071,2117.08,0.0006,2003.84,2083,2141,0.0001,0.2411,10000,9718,17,17.625,0.2426,0.0803,12,0.3027,13,25,8,0.0477,21,0.0012,0.0002
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v35000-c147000-S970100151-015-UNKNOWN.cnf,1,1336.5,0.0001,0.0001,0.0002,839.667,0.0001,7472,7533,7374.5,7338,7456.67,0.0002,7374.5,7332,7338,0,0.2172,35000,34109,3,3.9653,0.007,0.079,2,0.2606,2,7,1,0.0471,5,0.0003,0
SAT_Competition2011/SAT11/random/large/unif-k3-r4.2-v10000-c42000-S963265686-085-UNKNOWN.cnf,1,342,0.0003,0.0003,0.0006,151.828,0.0003,2126,2149,2122,2082,2125.28,0.0006,2022.14,2088,2151,0,0.2351,10000,9719,17,17.6436,0.2296,0.0796,12,0.3059,13,25,7,0.0481,20,0.001,0.0002
SAT_Competition2007/random/2+p/p0.8/v2035/unif2p-p0.8-v2035-c6328-S1703132040-12-SAT.cnf,1,38.3651,0.0017,0.0017,0.0034,31.9543,0.0011,374.5,394,376,358,374.233,0.0034,375.371,357,394,0.0002,0.2352,2035,1744,1418,1338.6923,0.0366,0.142,904,0.4628,942,1710,755,0.088,1672,0.0047,0.0008
