@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 1'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC

@DATA
robots_1_5_5_38.2,1,0.472058
robots_1_5_5_45.4,1,0.512853
robots_1_5_5_50.8,1,0.536013
robots_1_5_5_56.2,1,0.472058
robots_1_5_5_5.8,1,0.536013
robots_1_5_5_61.2,1,0.472058
robots_1_5_5_62.2,1,0.472058
robots_1_5_5_66.4,1,0.512853
robots_1_5_5_66.8,1,0.536013
robots_1_5_5_75.2,1,0.472058
robots_1_5_5_8.4,1,0.512853
robots_1_5_5_87.4,1,0.512853
robots_1_5_5_93.4,1,0.512853
robots_1_5_5_95.8,1,0.536013
robots_1_5_5_97.2,1,0.472058
robots_1_5_5_99.8,1,0.536013
s1196_d3_u-shuffled,1,0.471288
s1269_d3_s-shuffled,1,0.455972
s27_d5_u-shuffled,1,0.466527
s298_d11_s-shuffled,1,0.514371
s298_d2_s-shuffled,1,0.3219
s298_d5_s-shuffled,1,0.476859
s298_d9_s-shuffled,1,0.507938
s3330_d10_u-shuffled,1,0.50655
s3330_d4_s-shuffled,1,0.468847
s386_d12_u-shuffled,1,0.528681
s499_d15_s-shuffled,1,0.52723
s499_d4_s-shuffled,1,0.472083
s510_d12_s-shuffled,1,0.521952
s510_d31_s-shuffled,1,0.532181
s510_d4_s-shuffled,1,0.481681
s713_d3_s-shuffled,1,0.457803
s713_d5_s-shuffled,1,0.489238
s820_d6_s-shuffled,1,0.511578
s820_d7_s-shuffled,1,0.517767
S-adeu-0,1,0.384036
S-adeu-1,1,0.376916
S-adeu-2,1,0.384036
S-adeu-3,1,0.376916
S-adeu-4,1,0.381681
S-adeu-5,1,0.381681
S-adeu-6,1,0.384036
S-adeu-7,1,0.376916
S-adeu-8,1,0.379308
S-adeu-9,1,0.376916
S-edau-0,1,0.384036
S-edau-1,1,0.376916
S-edau-2,1,0.384036
S-edau-3,1,0.376916
S-edau-4,1,0.381681
S-edau-5,1,0.381681
S-edau-6,1,0.384036
S-edau-7,1,0.376916
S-edau-8,1,0.379308
S-edau-9,1,0.376916
sortnetsort10.AE.stepl.005,1,0.473684
sortnetsort10.AE.stepl.012,1,0.474331
sortnetsort10.v.stepl.006,1,0.048178
sortnetsort10.v.stepl.007,1,0.041314
sortnetsort10.v.stepl.012-shuffled,1,0.024126
sortnetsort5.AE.stepl.003,1,0.418744
sortnetsort5.AE.stepl.005,1,0.42042
sortnetsort5.AE.stepl.006,1,0.420842
sortnetsort5.AE.stepl.007,1,0.421143
sortnetsort5.v.stepl.007-shuffled,1,0.049097
sortnetsort6.AE.stepl.003,1,0.438931
sortnetsort6.AE.stepl.006,1,0.440613
sortnetsort6.v.stepl.003-shuffled,1,0.106911
sortnetsort7.AE.stepl.003,1,0.451982
sortnetsort7.AE.stepl.005,1,0.4531
sortnetsort7.AE.stepl.006,1,0.45338
sortnetsort7.AE.stepl.009,1,0.453848
sortnetsort7.v.stepl.004-shuffled,1,0.077317
sortnetsort8.AE.stepl.005,1,0.462046
sortnetsort8.AE.stepl.007,1,0.462457
sortnetsort8.AE.stepl.009,1,0.462685
sortnetsort8.v.stepl.008-shuffled,1,0.037668
sortnetsort9.AE.stepl.004,1,0.468322
sortnetsort9.AE.stepl.005,1,0.468634
sortnetsort9.AE.stepl.012,1,0.469365
sortnetsort9.v.stepl.006,1,0.049043
sortnetsort9.v.stepl.012-shuffled,1,0.024566
ssa7552-159-00-shuffled,1,0.237586
ssa7552-159-50-shuffled,1,0.278263
ssa7552-159-90-shuffled,1,0.322936
ssa7552-160-50-shuffled,1,0.276057
stmt1_145_146,1,0.133065
stmt11_643_645,1,0.124207
stmt1_20_21,1,0.123656
stmt124_966_965,1,0.15671
stmt1_30_31,1,0.122449
stmt137_903_911,1,0.159187
stmt1_392_393,1,0.150633
stmt16_0_1,1,0.308594
stmt1_629_630,1,0.158796
stmt16_47_48,1,0.181362
stmt16_818_819,1,0.216875
stmt17_143_144,1,0.263543
stmt17_18_19,1,0.272873
stmt17_63_70,1,0.166191
stmt17_63_78,1,0.179256
stmt17_82_94,1,0.159261
stmt1_787_788,1,0.14976
stmt17_99_98,1,0.175304
stmt1_811_812,1,0.172727
stmt18_258_260,1,0.146597
stmt19_125_302,1,0.176713
stmt19_133_257,1,0.163666
stmt19_137_313,1,0.176738
stmt19_142_261,1,0.162667
stmt19_177_302,1,0.163296
stmt1_919_920,1,0.159965
stmt19_214_309,1,0.156398
stmt19_217_250,1,0.141868
stmt19_2_180,1,0.209854
stmt19_261_266,1,0.124953
stmt19_2_83,1,0.232775
stmt19_313_318,1,0.12654
stmt19_313_412,1,0.143866
stmt19_3_177,1,0.190848
stmt19_3_309,1,0.209194
stmt19_3_78,1,0.201561
stmt19_3_83,1,0.201611
stmt19_66_318,1,0.19571
stmt19_66_90,1,0.162881
stmt19_67_83,1,0.195567
stmt19_79_87,1,0.156071
stmt19_83_302,1,0.191597
stmt19_83_90,1,0.16211
stmt19_90_133,1,0.163014
stmt21_127_258,1,0.163887
stmt21_134_418,1,0.197132
stmt21_143_258,1,0.162282
stmt21_252_310,1,0.136708
stmt21_267_310,1,0.134737
stmt21_310_360,1,0.137133
stmt21_4_5,1,0.25348
stmt21_70_258,1,0.180491
stmt21_71_304,1,0.206437
stmt21_71_70,1,0.19486
stmt21_79_314,1,0.192121
stmt21_79_91,1,0.162425
stmt22_179_182,1,0.129171
stmt22_6_80,1,0.232804
stmt22_92_259,1,0.178418
stmt23_66_76,1,0.17314
stmt24_148_149,1,0.162562
stmt24_292_293,1,0.149301
stmt24_765_766,1,0.160338
stmt24_7_8,1,0.297297
stmt25_52_53,1,0.171162
stmt25_597_598,1,0.149828
stmt2_649_723,1,0.201285
stmt2_649_776,1,0.228546
stmt27_149_224,1,0.137455
stmt27_296_297,1,0.145062
stmt27_93_98,1,0.166255
stmt28_68_81,1,0.174783
stmt29_21_275,1,0.196935
stmt2_976_999,1,0.148917
stmt31_100_276,1,0.179479
stmt31_22_23,1,0.24093
stmt32_122_129,1,0.139241
stmt32_153_277,1,0.164593
stmt32_228_277,1,0.149531
stmt3_639_640,1,0.156477
stmt37_941_942,1,0.164258
stmt38_943_942,1,0.165831
stmt39_34_107,1,0.215517
stmt3_969_973,1,0.163283
stmt41_235_286,1,0.149682
stmt41_262_275,1,0.255519
stmt41_336_385,1,0.133213
stmt41_36_37,1,0.227732
stmt44_107_108,1,0.15
stmt44_107_113,1,0.170543
stmt44_252_301,1,0.149433
stmt44_40_162,1,0.201314
stmt44_40_41,1,0.218827
stmt44_554_604,1,0.152384
stmt46_163_289,1,0.16408
stmt47_239_290,1,0.14962
stmt50_167_293,1,0.164067
stmt52_117_295,1,0.177977
stmt52_295_394,1,0.14445
stmt52_54_55,1,0.212552
stmt53_208_245,1,0.125584
stmt5_731_730,1,0.159982
stmt6_13_14,1,0.144737
stmt70_191_213,1,0.147541
stmt70_495_501,1,0.151416
stmt72_696_721,1,0.1627
stmt7_33_34,1,0.220057
stmt82_224_225,1,0.14751
stmt85_64_122,1,0.195164
stmt86_889_890,1,0.189053
stmt9_350_351,1,0.153527
stmt9_445_446,1,0.143074
szymanski-10-s-shuffled,1,0.409074
szymanski-24-s-shuffled,1,0.417089
T-adeu-0,1,0.543297
T-adeu-1,1,0.537695
T-adeu-2,1,0.543297
T-adeu-3,1,0.537695
T-adeu-4,1,0.541445
T-adeu-5,1,0.541445
T-adeu-6,1,0.543297
T-adeu-7,1,0.537695
T-adeu-8,1,0.539578
T-adeu-9,1,0.537695
T-edau-0,1,0.543297
T-edau-1,1,0.537695
T-edau-2,1,0.543297
T-edau-3,1,0.537695
T-edau-4,1,0.541445
T-edau-5,1,0.541445
T-edau-6,1,0.543297
T-edau-7,1,0.537695
T-edau-8,1,0.539578
T-edau-9,1,0.537695
term1.blif_0.10_0.20_0_0_out_exact-shuffled,1,0.006519
term1.blif_0.10_0.20_0_1_inp_exact-shuffled,1,0.006644
term1.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.00155
test1_quant2,1,0.319647
test1_quant3,1,0.312146
test1_quant_squaring2,1,0.319647
test1_quant_squaring3,1,0.359085
test3_quant2-shuffled,1,0.292379
test3_quant4,1,0.290358
test3_quant_squaring4,1,0.355777
test4_quant2,1,0.260369
test4_quant4,1,0.267442
test4_quant_squaring2,1,0.260369
test4_quant_squaring4,1,0.333766
test5_quant5-shuffled,1,0.315622
test5_quant_squaring5-shuffled,1,0.399857
texas.ifetch1^4.E-f4-shuffled,1,0.071206
texas.ifetch1^9.E-f4-shuffled,1,0.086593
TOILET10.1.iv.20-shuffled,1,0.069677
TOILET16.1.iv.32-shuffled,1,0.047699
TOILET7.1.iv.13-shuffled,1,0.056338
TOILET7.1.iv.14-shuffled,1,0.052239
toilet_a_02_01.2-shuffled,1,0.205128
toilet_a_02_10.2-shuffled,1,0.019608
toilet_a_04_10.2-shuffled,1,0.143177
toilet_a_06_01.4-shuffled,1,1.775039
toilet_a_06_10.2-shuffled,1,0.668213
toilet_a_08_01.4-shuffled,1,3.372581
toilet_a_08_10.2-shuffled,1,2.059326
toilet_a_10_01.11-shuffled,1,4.340454
toilet_a_10_01.5-shuffled,1,4.696386
toilet_a_10_10.2-shuffled,1,3.987539
toilet_c_02_01.2-shuffled,1,0.054054
toilet_c_04_01.4-shuffled,1,0.086486
toilet_c_04_10.2-shuffled,1,0.018824
toilet_c_06_01.5-shuffled,1,0.170984
toilet_c_06_10.2-shuffled,1,0.047757
toilet_c_08_01.13-shuffled,1,0.065708
toilet_c_08_01.16-shuffled,1,0.053422
toilet_c_08_01.4-shuffled,1,0.211921
toilet_c_08_05.10-shuffled,1,0.019382
toilet_c_08_05.6-shuffled,1,0.033046
toilet_c_08_05.7-shuffled,1,0.028095
toilet_c_08_05.8-shuffled,1,0.024434
toilet_c_08_05.9-shuffled,1,0.021617
toilet_c_08_10.2-shuffled,1,0.047952
toilet_c_10_01.11-shuffled,1,0.15006
toilet_c_10_01.15-shuffled,1,0.110522
toilet_c_10_01.20-shuffled,1,0.083139
toilet_c_10_01.4-shuffled,1,0.401284
toilet_c_10_05.11-shuffled,1,0.034014
toilet_c_10_05.12-shuffled,1,0.031114
toilet_c_10_05.7-shuffled,1,0.05423
toilet_c_10_05.9-shuffled,1,0.041806
toilet_c_10_10.2-shuffled,1,0.092251
toilet_g_02_01.2-shuffled,1,0.090909
toilet_g_04_01.2-shuffled,1,0.307692
toilet_g_08_01.2-shuffled,1,0.705882
toilet_g_20_01.2-shuffled,1,2.068966
uclid-pipe2,1,0.165181
uclid-pipe3a,1,0.153686
Umbrella_tbm_05.tex.module.000011,1,0.494922
Umbrella_tbm_05.tex.module.000015,1,0.494588
Umbrella_tbm_05.tex.module.000025,1,0.492424
Umbrella_tbm_05.tex.module.000030,1,0.490383
Umbrella_tbm_05.tex.module.000039,1,0.487583
Umbrella_tbm_05.tex.module.000043,1,0.48546
Umbrella_tbm_05.tex.module.000053,1,0.481802
Umbrella_tbm_05.tex.module.000064,1,0.473058
Umbrella_tbm_05.tex.module.000065,1,0.472089
Umbrella_tbm_05.tex.module.000079,1,0.468961
Umbrella_tbm_05.tex.module.000088,1,0.47561
Umbrella_tbm_14.tex.moduleQ2.1S.000720,1,0.230701
Umbrella_tbm_14.tex.moduleQ2.1S.000749,1,0.230701
Umbrella_tbm_14.tex.moduleQ2.1S.000757,1,0.231725
Umbrella_tbm_14.tex.moduleQ2.1S.000773,1,0.230912
Umbrella_tbm_14.tex.moduleQ2.1S.000787,1,0.229885
Umbrella_tbm_14.tex.moduleQ2.1S.000792,1,0.230097
Umbrella_tbm_14.tex.moduleQ2.1S.000808,1,0.230309
Umbrella_tbm_14.tex.moduleQ2.1S.000812,1,0.230701
Umbrella_tbm_14.tex.moduleQ2.2S.000001,1,0.230097
Umbrella_tbm_14.tex.moduleQ2.2S.000002,1,0.230097
Umbrella_tbm_14.tex.moduleQ2.2S.000003,1,0.230701
Umbrella_tbm_21.tex.module.000024,1,0.486627
Umbrella_tbm_21.tex.module.000029,1,0.484872
Umbrella_tbm_21.tex.module.000044,1,0.478533
Umbrella_tbm_21.tex.module.000049,1,0.478533
Umbrella_tbm_21.tex.module.000056,1,0.477707
Umbrella_tbm_21.tex.module.000069,1,0.481333
Umbrella_tbm_21.tex.module.000079,1,0.480253
Umbrella_tbm_21.tex.module.000129,1,0.479693
Umbrella_tbm_21.tex.module.000134,1,0.478532
Umbrella_tbm_21.tex.module.000139,1,0.477622
Umbrella_tbm_21.tex.module.000149,1,0.476677
Umbrella_tbm_23.tex.moduleQ1.2S.000001,1,0.22498
Umbrella_tbm_24.tex.module.000066,1,0.46134
Umbrella_tbm_24.tex.module.000103,1,0.467173
Umbrella_tbm_24.tex.module.000131,1,0.463557
Umbrella_tbm_24.tex.moduleQ2.1S.000022,1,0.264967
Umbrella_tbm_24.tex.moduleQ2.1S.000136,1,0.264967
Umbrella_tbm_24.tex.moduleQ2.1S.000188,1,0.264967
Umbrella_tbm_25.tex.module.000003,1,0.500622
Umbrella_tbm_25.tex.module.000031,1,0.499067
Umbrella_tbm_25.tex.module.000041,1,0.498323
Umbrella_tbm_25.tex.module.000084,1,0.487805
Umbrella_tbm_25.tex.module.000087,1,0.487805
Umbrella_tbm_25.tex.module.000099,1,0.491081
Umbrella_tbm_25.tex.module.000106,1,0.49114
Umbrella_tbm_25.tex.module.000121,1,0.494456
Umbrella_tbm_25.tex.moduleQ3.2S.000052,1,0.269994
Umbrella_tbm_25.tex.moduleQ3.2S.000063,1,0.269338
Umbrella_tbm_25.tex.moduleQ3.2S.000075,1,0.269994
Umbrella_tbm_25.tex.moduleQ3.2S.000120,1,0.269063
Umbrella_tbm_26.tex.module.000004,1,0.481354
Umbrella_tbm_26.tex.module.000021,1,0.481403
Umbrella_tbm_26.tex.module.000041,1,0.472503
Umbrella_tbm_26.tex.module.000061,1,0.472951
Umbrella_tbm_26.tex.moduleQ3.2S.000009,1,0.298292
Umbrella_tbm_26.tex.moduleQ3.2S.000014,1,0.297918
Umbrella_tbm_26.tex.moduleQ3.2S.000020,1,0.298292
Umbrella_tbm_26.tex.moduleQ3.2S.000037,1,0.298292
Umbrella_tbm_26.tex.moduleQ3.2S.000041,1,0.298545
Umbrella_tbm_29.tex.module.000009,1,0.502055
Umbrella_tbm_29.tex.module.000010,1,0.501604
Umbrella_tbm_29.tex.module.000078,1,0.49348
Umbrella_tbm_29.tex.moduleQ2.2S.000001,1,0.292178
vis.arbiter.E-f4-shuffled,1,0.034671
vis.coherence^1.E-d4-shuffled,1,0.007119
vis.elevator^1.E-f2-shuffled,1,0.07685
vis.emodel.E-f4-shuffled,1,0.034431
vis.prodcell^01.E-d4-shuffled,1,0.009936
vis.prodcell^04.E-f4-shuffled,1,0.028689
vis.prodcell^05.E-f4-shuffled,1,0.027824
vis.prodcell^08.E-f4-shuffled,1,0.021356
vis.prodcell^09.E-f2-shuffled,1,0.070931
vis.prodcell^23.E-f4-shuffled,1,0.021853
vis.prodcell^24.E-f3-shuffled,1,0.034632
vonNeumann-ripple-carry-13-c-shuffled,1,0.005014
vonNeumann-ripple-carry-15-c-shuffled,1,0.004359
W3-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.446063
W4-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.432288
W4-Umbrella_tbm_21.tex.moduleQ3.6S.000001,1,0.422003
W4-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.439642
W4-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.420215
W5-Umbrella_tbm_05.tex.moduleQ3.8S.000001,1,0.410128
W5-Umbrella_tbm_25.tex.moduleQ3.7S.000003,1,0.417089
W5-Umbrella_tbm_26.tex.moduleQ3.7S.000003,1,0.400042
x120.0,1,0.44488
x120.1,1,0.444583
x120.2,1,0.444583
x120.3,1,0.44486
x120.4,1,0.44494
x120.5,1,0.444266
x120.6,1,0.444197
x120.7,1,0.444196
x120.8,1,0.443899
x120.9,1,0.44493
x240.0,1,0.445383
x240.1,1,0.445161
x240.2,1,0.445877
x240.3,1,0.445176
x240.4,1,0.445709
x240.5,1,0.445398
x240.6,1,0.445457
x240.7,1,0.445906
x240.8,1,0.445675
x240.9,1,0.445433
x30.0,1,0.436456
x30.1,1,0.435431
x30.2,1,0.43875
x30.3,1,0.437387
x30.4,1,0.439184
x30.5,1,0.436681
x30.6,1,0.438321
x30.7,1,0.438321
x30.8,1,0.435148
x30.9,1,0.436661
x60.0,1,0.44229
x60.1,1,0.442032
x60.2,1,0.442588
x60.3,1,0.441973
x60.4,1,0.440849
x60.5,1,0.440885
x60.6,1,0.442893
x60.7,1,0.442649
x60.8,1,0.441848
x60.9,1,0.441477
z4ml.blif_0.10_1.00_0_0_out_exact-shuffled,1,0.015464
