@RELATION 'FEATURE_VALUES-SAT11-RANDOM-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 64'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC

@DATA
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S428924146-076.UNKNOWN.cnf,1,1597,0.0667,1597,12,18.5463,6.4394,18.9309,18.9122,19.8891,19.8891,4389.8571,7.3695,0.0463,18.3825,19.115,75,0.0451,4358,4341,4341,4373,0.0194,0.0124,4481,75,15.1949,15,4481,19,0.0667,0.0667,0.0667,12,15.2049,19,15,0.0833,18.3825,0.2719,4406,0.1873,0.0462,0.0242,0.1859,0.589,0.047,0.0501,0.7258,0.3093,2.1757,0.0097,1.334,0.3233,0.0911,0.007,0.0007,0.0019,0.0036,0.0009,0.0069,0.0912,0.0013,0.4225,2.8709
SAT11/random/medium/unif-k7-r89-v80-c7120-S1818856267-075.UNKNOWN.cnf,1,7120,0.0875,7120,10,28.4539,9.4217,28.6859,28.7461,29.272,29.272,4407.6,9.6261,0.0111,27.92,29.0377,80,0.0111,4323,4318,4318,4407,0.0074,0.0056,4536,80,13.7918,14,4536,17,0.0875,0.0875,0.0875,10,13.7501,17,14,0.0976,27.92,0.2992,4454,0.1988,0.0111,0.0164,0.1986,0.6705,0.0112,0.082,0.7538,0.2509,2,0.0187,1.7674,0.2622,0.094,0.0001,0,0.0001,0.0001,0.0001,0.0035,0.0938,0.0001,0.4051,2.06
SAT11/random/medium/unif-k7-r89-v80-c7120-S513640009-027.SATISFIABLE.cnf,1,7120,0.0875,7120,10,28.2267,9.5472,28.3579,28.3466,28.704,28.704,4430.4,9.7041,0.0111,28.065,28.4475,80,0.0111,4358,4355,4355,4390,0.0065,0.0049,4594,80,13.8089,14,4594,17,0.0875,0.0875,0.0875,11,13.7333,17,14,0.0973,28.065,0.3002,4455,0.1959,0.0111,0.0076,0.1955,0.6722,0.0112,0.0774,0.7584,0.2492,2,0.0202,1.7434,0.2544,0.0945,0.0002,0,0.0001,0.0001,0,0.0029,0.0915,0.0001,0.4194,2.0219
SAT11/random/medium/unif-k7-r89-v70-c6230-S1335110382-066.SATISFIABLE.cnf,1,6230,0.1,6230,9,25.6189,8.6224,25.5665,25.6632,25.7735,25.7735,4451.8,8.8458,0.0111,25.1075,25.6695,70,0.0111,4372,4371,4371,4412,0.0085,0.0065,4592,70,12.1395,12,4592,15,0.1,0.1,0.1,9,12.1622,15,12,0.1085,25.1075,0.3066,4512,0.2093,0.0111,0.0092,0.2076,0.6783,0.0112,0.0928,0.7595,0.266,2,0.0195,1.838,0.2678,0.1003,0.0001,0,0.0001,0.0001,0,0.0045,0.0998,0.0001,0.4188,1.9822
SAT11/random/large/unif-k7-r85-v150-c12750-S1290198737-013-UNKNOWN.cnf,1,12750,0.0467,12750,20,45.8837,14.402,46.6295,47.4671,47.6458,47.6458,4160.5,14.2168,0.0117,45.5214,47.6458,150,0.0117,4033,4020,4020,4232,0.0038,0.0027,4357,150,24.8333,25,4357,30,0.0467,0.0467,0.0467,20,25.1734,30,25,0.0517,45.5214,0.278,4357,0.1512,0.0117,0.0201,0.1603,0.6426,0.0118,0.0415,0.7376,0.2196,2,0.0339,1.3881,0.2259,0.0747,0.0003,0.0001,0.0001,0.0002,0.0001,0.0017,0.0688,0.0001,0.4236,2.1057
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S893015585-015.SATISFIABLE.cnf,1,2970,0.0044,2982,140,33.885,18.6769,36.0624,35.1636,41.2414,41.2414,3734.7143,24.0714,0.0178,33.7056,37.8388,700,0.003,3662,3578,3578,3698,0.0057,0.0021,3907,687,151.884,152,3907,164,0.0044,0.0044,0.0058,140,151.718,164,152,0.0091,33.7056,0.208,3878,0.0601,0.0088,0.0683,0.0589,0.3021,0.2313,0.0017,0.5227,0.26,4.0087,0.0298,0.2802,0.2247,0.0314,0.3171,0.0269,0.089,0.1664,0.0479,0,0.0292,0.0765,0.3471,3.2961
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S671776549-007.UNKNOWN.cnf,1,1049,0.0125,1065,47,16.6392,8.7788,16.9423,16.964,17.8591,17.8591,4108.5,10.5867,0.0467,15.7299,17.5026,250,0.0105,4060,4041,4041,4133,0.0143,0.0065,4173,240,53.1393,53,4173,60,0.0127,0.0127,0.0208,46,53.256,60,53,0.0248,15.7299,0.2057,4160,0.1009,0.0245,0.0397,0.1,0.358,0.2288,0.0057,0.6214,0.2971,3.9958,0.0121,0.4901,0.296,0.0507,0.2901,0.0282,0.0804,0.1514,0.0436,0.001,0.0501,0.0671,0.4152,3.2228
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S594553190-015-UNKNOWN.cnf,1,62579,0.0002,63000,0,55.3333,312,66.2212,64.5714,89.875,107,10.972,576.125,0.0012,47.7917,73.5556,15000,0,8,6,4,10,0.0003,0.0001,19,14630,3183.64,3184,25,3220,0.0002,0.0002,0.0004,3127,2785.62,3245,3155.5,0.0005,34.3636,0.6832,13,0.0174,0.0004,0.2354,0.4044,0.2285,0.2338,0,0.3007,0.7193,5.2826,0.4364,0.1555,0.5339,0.1628,0.959,0.0279,0.0918,0.1748,0.0471,0,0.0276,0.0789,1.7234,3.3593
SAT11/random/medium/unif-k5-r21.3-v75-c1597-S1214523131-078.SATISFIABLE.cnf,1,1597,0.0667,1597,12,18.3511,6.1644,18.8794,18.9595,20.1767,20.1767,4384,7.1388,0.0463,18.1096,19.1608,75,0.0445,4358,4300,4300,4367,0.0188,0.0127,4460,75,15.2586,15,4460,19,0.0667,0.0667,0.0667,12,15.2253,19,15,0.0827,18.1096,0.2707,4420,0.1875,0.0462,0.0343,0.1885,0.5877,0.047,0.0445,0.7224,0.3256,2.2297,0.0112,1.3306,0.3458,0.0911,0.0128,0.0006,0.0019,0.0036,0.0009,0.0075,0.0933,0.0014,0.4282,2.864
SAT11/random/medium/unif-k3-r4.26-v650-c2769-S4140122-004.SATISFIABLE.cnf,1,2757,0.0047,2769,130,32.7772,17.528,34.8757,33.3249,39.3439,39.3439,3701.7143,22.2563,0.017,32.5008,38.9713,650,0.0022,3610,3597,3597,3707,0.0051,0.0023,3828,638,141.129,141,3828,152,0.0047,0.0047,0.0063,130,141.115,152,141,0.0091,32.5008,0.2239,3779,0.0616,0.0093,0.0795,0.0662,0.3113,0.2314,0.0011,0.522,0.3604,4.0094,0.0213,0.2897,0.2288,0.0887,0.4259,0.0269,0.0911,0.1759,0.0445,0,0.0282,0.0801,0.3516,3.3675
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S1569819208-064.UNKNOWN.cnf,1,1276,0.0101,1278,59,18.8384,10.3757,19.4291,19.4608,20.9887,20.9887,4042,12.563,0.04,17.4011,20.4213,300,0.0078,4039,3963,3963,4054,0.0118,0.0049,4073,297,66.2738,66,4073,74,0.0101,0.0101,0.0135,59,66.1755,74,66,0.0212,17.4011,0.2047,4069,0.0898,0.0195,0.0547,0.0901,0.3405,0.2328,0.0039,0.6253,0.3073,4,0.0085,0.4395,0.2825,0.0537,0.303,0.0247,0.084,0.1625,0.0432,0.0016,0.0443,0.0717,0.4188,3.2306
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1868678442-026-UNKNOWN.cnf,1,62573,0.0002,63000,0,51.6,341,61.8875,60.875,81.4444,112.4,11.4727,789.875,0.0015,45.7778,70.1818,15000,0,8,7,5,11,0.0003,0.0001,18,14620,3178.82,3172,25,3228,0.0002,0.0002,0.0004,3120,2828.5,3247,3228,0.0007,37.5,0.8913,14,0.0172,0.0004,0.2209,0.4042,0.2345,0.2336,0,0.2855,1.28,5.1658,0.3775,0.2151,0.912,0.3292,0.8946,0.0281,0.0919,0.1737,0.0476,0,0.0494,0.0784,2.1566,3.3607
SAT11/random/large/unif-k7-r85-v200-c17000-S1348818483-020-UNKNOWN.cnf,1,17000,0.035,17000,27,56.5709,18.4317,57.0618,57.5764,57.6753,57.6753,3892.25,17.8799,0.0117,56.4246,57.6753,200,0.0117,3857,3667,3667,3927,0.0032,0.0022,4118,200,32.9251,33,4118,38,0.035,0.035,0.035,28,33.0202,39,33,0.0389,56.4246,0.2743,4118,0.1304,0.0117,0.0099,0.1412,0.6293,0.0118,0.0321,0.7241,0.2367,2,0.0415,1.2819,0.2045,0.0787,0.0002,0.0001,0.0001,0.0002,0.0001,0.0014,0.0566,0.0001,0.4227,2.0868
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S1201608256-021-UNKNOWN.cnf,1,62572,0.0002,63000,3107,53.1875,287.417,62.0086,60,83,108.25,10.7895,496.75,0.0015,46,69.3,15000,0.0001,8,7,4,10,0.0004,0.0001,17,14596,3157.58,3154.5,24,3190,0.0002,0.0002,0.0004,3106,3174.75,3227,3170,0.0007,33.1538,0.5152,13,0.0131,0.0004,0.2202,0.0185,0.2367,0.2333,0,0.2928,0.4711,5.0856,0.3546,0.1243,0.4507,0.0385,0.7508,0.0283,0.0929,0.1774,0.0472,0,0.0175,0.0796,1.3924,3.3739
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1491756361-004.UNKNOWN.cnf,1,1065,0.1,1065,8,13.6395,4.6001,13.899,14.0435,14.1458,14.1458,4546.8333,5.4193,0.046,13.4923,14.0849,50,0.046,4530,4497,4497,4555,0.031,0.0195,4583,50,10.4358,10,4583,13,0.1,0.1,0.1,8,10.435,13,10,0.1146,13.4923,0.3024,4576,0.2191,0.046,0.0175,0.22,0.6215,0.0469,0.0808,0.7411,0.3439,2,0.0064,1.5223,0.3604,0.1078,0.0065,0.0007,0.0018,0.0029,0.0011,0.0122,0.1084,0.0016,0.4218,2.7196
SAT11/random/medium/unif-k3-r4.26-v250-c1065-S266251785-083.UNKNOWN.cnf,1,1050,0.0124,1065,47,16.3455,8.3857,16.9231,16.9151,17.8782,17.8782,4111.4286,9.9598,0.0457,15.7972,17.4825,250,0.0095,4040,4017,4017,4104,0.0124,0.0064,4235,242,53.6064,54,4235,60,0.0126,0.0126,0.0165,47,53.7518,61,54,0.0257,15.7972,0.204,4171,0.0998,0.0242,0.0392,0.0995,0.3578,0.2305,0.0048,0.6546,0.3001,4,0.0168,0.491,0.2972,0.0483,0.4147,0.0275,0.0933,0.1785,0.043,0.001,0.047,0.0785,0.4149,3.2564
SAT11/random/medium/unif-k7-r89-v60-c5340-S1982873755-080.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.6156,7.4503,22.6799,22.6569,22.8034,22.8034,4507.8,7.7881,0.011,22.5676,22.7562,60,0.011,4471,4447,4447,4496,0.0096,0.0069,4599,60,10.4924,10,4599,13,0.1167,0.1167,0.1167,8,10.5357,14,10,0.1264,22.5676,0.3208,4526,0.2164,0.011,0.0039,0.2176,0.691,0.0112,0.1086,0.763,0.2755,2,0.0117,1.8871,0.2768,0.105,0.0001,0,0.0001,0.0001,0,0.0043,0.1072,0.0001,0.4265,1.9306
SAT11/random/medium/unif-k7-r89-v60-c5340-S113771637-026.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.8055,7.4282,22.8812,22.8625,23.1743,23.1743,4521.2,7.7947,0.011,22.4906,23.073,60,0.011,4472,4450,4450,4513,0.0097,0.0072,4619,60,10.4763,10,4619,13,0.1167,0.1167,0.1167,8,10.4572,13,10,0.1287,22.4906,0.3217,4552,0.2123,0.011,0.0104,0.2152,0.688,0.0112,0.1064,0.7629,0.2785,2,0.0133,1.883,0.2813,0.109,0.0001,0,0.0001,0.0001,0.0001,0.0043,0.1066,0.0001,0.4218,1.981
SAT11/random/large/unif-k3-r4.2-v40000-c168000-S1368340883-085-UNKNOWN.cnf,1,166883,0.0001,168000,0,67,1554,102.9543,91.4,158.5,284.5,3.7065,9439,0.0005,57,128.5,40000,0,2,1,1,3,0.0001,0,7,39005,8475.5,8477.5,12,8498,0.0001,0.0001,0.0002,8428,4315.5,0,4315.5,0.0002,40.375,1.1375,5,0.0048,0.0002,0.4727,1.4142,0.2301,0.2337,0,0.2436,1.2611,5.9459,0.6579,0.562,0.8126,1.1428,0.735,0.0284,0.0929,0.1758,0.0478,0,0.075,0.0799,1.3061,3.3683
SAT11/random/medium/unif-k3-r4.26-v300-c1278-S566093033-041.UNKNOWN.cnf,1,1272,0.0102,1278,58,17.3298,11.1273,18.1341,17.7844,20.7992,20.7992,4066.2857,13.1185,0.0377,16.6916,18.7509,300,0.0063,4026,4021,4021,4040,0.0118,0.005,4194,294,65.1348,65,4194,73,0.0103,0.0103,0.0136,58,65.44,73,65,0.0212,16.6916,0.2005,4099,0.0907,0.0199,0.0678,0.0918,0.3319,0.2311,0.0031,0.576,0.268,4,0.0142,0.443,0.2605,0.0456,0.4775,0.0235,0.0882,0.174,0.0411,0,0.0445,0.0745,0.4058,3.2614
SAT11/random/large/unif-k7-r85-v400-c34000-S832901479-042-UNKNOWN.cnf,1,34000,0.0175,34000,58,55.6344,32.6761,58.7361,58.519,65.2823,67.6301,80.55,33.7572,0.0117,54.6479,61.4429,400,0.0117,70,67,60,76,0.0016,0.0011,109,400,65.587,65,124,74,0.0175,0.0175,0.0175,56,66.1917,75,66,0.0196,53.1795,0.2459,87,0.1083,0.0117,0.0626,0.1028,0.5944,0.0118,0.0156,0.6803,0.1545,2.0702,0.1896,0.9352,0.1532,0.0441,0.0003,0.0001,0.0001,0.0002,0.0001,0.0006,0.0435,0.0001,0.4584,2.1558
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S107514131-038.SATISFIABLE.cnf,1,2333,0.0056,2343,111,29.5092,13.5607,31.2912,30.1616,34.9125,34.9125,3858.8571,16.6051,0.0231,28.5678,34.6375,550,0.0034,3794,3789,3789,3833,0.0069,0.0028,4000,540,120.894,121,4000,131,0.0056,0.0056,0.0093,111,120.795,131,121,0.0124,28.5678,0.2201,3964,0.0716,0.011,0.0746,0.0677,0.3187,0.2315,0.0017,0.5274,0.4006,4,0.0208,0.3204,0.2902,0.1101,0.316,0.0285,0.0904,0.1665,0.0494,0.0004,0.0354,0.0785,0.3783,3.3359
SAT11/random/medium/unif-k7-r89-v60-c5340-S630613738-050.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.7589,7.498,22.8548,22.8112,23.2027,23.2027,4493.6,7.8784,0.011,22.6772,22.8238,60,0.011,4467,4426,4426,4473,0.0114,0.0079,4554,60,10.53,10,4554,14,0.1167,0.1167,0.1167,8,10.4863,14,10,0.1266,22.6772,0.3196,4548,0.2174,0.011,0.0079,0.2213,0.6902,0.0112,0.1071,0.7665,0.2778,2,0.011,1.891,0.2827,0.107,0.0001,0,0.0001,0.0001,0,0.0056,0.1044,0.0001,0.4195,2.0469
SAT11/random/large/unif-k7-r85-v300-c25500-S69399346-065-UNKNOWN.cnf,1,25500,0.0233,25500,42,50.8392,26.1504,52.4036,53.2899,55.5862,57.2759,144.1515,25.9979,0.0117,48.5943,53.6563,300,0.0117,118,114,98,136,0.0025,0.0015,176,300,49.3483,49,290,58,0.0233,0.0233,0.0233,42,49.5859,57,50,0.0258,47.2457,0.2559,153,0.1282,0.0117,0.0469,0.1292,0.6123,0.0118,0.0206,0.7011,0.1751,2,0.2867,1.118,0.1917,0.0583,0.0003,0.0001,0.0001,0.0002,0.0001,0.0008,0.0572,0.0001,0.442,2.1348
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S493397373-056-UNKNOWN.cnf,1,83502,0.0002,84000,4242,57.5,434.5,70.5679,66.4167,90.625,130.75,8.901,511,0.0009,49.2727,83.1667,20000,0,6,4,3,9,0.0003,0.0001,14,19529,4256.75,4272.5,20,4295,0.0002,0.0002,0.0003,4178,4261.75,4272,4262,0.0004,31.1875,0.0808,12,0.0119,0.0003,0.2626,0.0042,0.2255,0.2339,0,0.2653,0.0348,5.5676,0.4115,0.1546,0.3903,0.0039,0.9309,0.0276,0.0924,0.1751,0.0471,0,0.0186,0.0798,1.0083,3.3535
SAT11/random/medium/unif-k5-r21.3-v125-c2662-S464722883-083.SATISFIABLE.cnf,1,2662,0.04,2662,20,26.9466,10.301,27.6453,27.4345,29.0392,29.0392,4215.5714,11.3635,0.0466,26.9448,28.3189,125,0.0417,4136,4127,4127,4205,0.0124,0.0079,4334,125,24.8304,25,4334,30,0.04,0.04,0.04,20,24.7284,30,25,0.0515,26.9448,0.2423,4286,0.154,0.0451,0.0258,0.1558,0.5516,0.047,0.0308,0.691,0.2703,2.9677,0.0165,1.0953,0.2667,0.0742,0.0064,0.0006,0.0017,0.0033,0.0009,0.0049,0.0722,0.0013,0.4259,2.7963
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S87195105-042.SATISFIABLE.cnf,1,1478,0.0089,1491,67,21.3221,8.8975,21.8966,21.8014,23.02,23.02,3995.8571,10.7536,0.0318,20.3567,22.8852,350,0.0068,3962,3897,3897,4002,0.0101,0.0045,4057,337,75.2597,75,4057,83,0.0091,0.0091,0.0148,67,75.2882,83,75,0.0169,20.3567,0.2055,4052,0.085,0.0179,0.0387,0.0852,0.344,0.228,0.0034,0.6232,0.3414,4,0.0137,0.4125,0.3165,0.0422,0.2793,0.0297,0.0929,0.1773,0.0492,0.0007,0.0408,0.0808,0.3872,3.3869
SAT11/random/medium/unif-k7-r89-v60-c5340-S1445862528-059.UNKNOWN.cnf,1,5340,0.1167,5340,8,22.7933,7.4,22.8023,22.8576,23.0514,23.0514,4498.4,7.8786,0.011,22.3876,22.9214,60,0.011,4448,4432,4432,4479,0.0099,0.0069,4615,60,10.4787,10,4615,13,0.1167,0.1167,0.1167,8,10.5455,14,10,0.1285,22.3876,0.3174,4518,0.2199,0.011,0.0098,0.2211,0.6912,0.0112,0.1077,0.7646,0.2752,2,0.0145,1.8616,0.2816,0.107,0.0001,0,0.0001,0.0001,0.0001,0.0036,0.1071,0.0001,0.4266,2.0504
SAT11/random/medium/unif-k7-r89-v60-c5340-S1510638717-051.SATISFIABLE.cnf,1,5340,0.1167,5340,8,22.7381,7.4179,22.828,22.7499,23.1793,23.1793,4517,7.776,0.011,22.4386,23.0343,60,0.011,4478,4460,4460,4505,0.0109,0.0072,4612,60,10.504,10,4612,14,0.1167,0.1167,0.1167,8,10.5303,14,10,0.1275,22.4386,0.3223,4530,0.2134,0.011,0.0113,0.2169,0.6896,0.0112,0.109,0.7686,0.2717,2,0.0118,1.8758,0.2821,0.105,0.0001,0,0.0001,0.0001,0.0001,0.0054,0.1072,0.0001,0.4238,2.1537
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S506401817-075.UNKNOWN.cnf,1,2545,0.0051,2556,118,29.0458,20.55,31.0528,30.5273,35.387,35.387,3828.1429,26.1164,0.0232,26.8802,34.5511,600,0.0024,3751,3718,3718,3840,0.0067,0.0025,3985,589,129.274,129,3985,140,0.0051,0.0051,0.0085,119,129.117,140,129,0.0118,26.8802,0.2,3889,0.0639,0.0101,0.0891,0.0653,0.3007,0.2314,0.0012,0.5311,0.2025,4.0187,0.0223,0.2991,0.2029,0.0332,0.5932,0.0217,0.0843,0.1718,0.038,0,0.0322,0.0667,0.3771,3.2785
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S1800377425-032.UNKNOWN.cnf,1,2961,0.0044,2982,137,34.3883,18.3146,36.8412,35.7073,41.6419,41.6419,3666,23.1112,0.0236,34.2907,40.0778,700,0.0034,3603,3452,3452,3618,0.0057,0.0021,3997,678,148.842,149,3997,160,0.0045,0.0045,0.0074,137,148.745,160,149,0.0122,34.2907,0.2126,3746,0.0584,0.009,0.0735,0.0598,0.3099,0.229,0.0017,0.5047,0.2387,4.003,0.0428,0.2879,0.2183,0.0303,0.3633,0.0268,0.0933,0.1798,0.0463,0.0003,0.0271,0.0766,0.3476,3.399
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S89201333-019-UNKNOWN.cnf,1,62642,0.0002,63000,0,52.2857,487.167,61.1773,60.5294,77.7143,98.1429,11.6273,1315,0.0014,46.2,68.4545,15000,0.0001,8,7,5,11,0.0004,0.0001,18,14672,2913.42,3186,28,3221,0.0002,0.0002,0.0004,3104,2780.88,3232,3155.5,0.0007,40.9,0.4358,14,0.3153,0.0004,0.1985,0.4044,0.2275,0.2342,0,0.2727,1.9589,5.0481,0.3687,0.2814,1.6426,0.4041,0.7,0.0279,0.0922,0.1749,0.0471,0,0.2664,0.0787,2.5398,3.3574
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S1733949620-064.UNKNOWN.cnf,1,1472,0.0089,1491,66,20.8228,12.0111,21.538,21.5392,23.5907,23.5907,3943.5714,14.3723,0.0374,19.9297,22.2764,350,0.0082,3893,3887,3887,3950,0.0109,0.0046,4009,336,73.7664,74,4009,82,0.0091,0.0091,0.0149,66,73.9117,82,74,0.019,19.9297,0.2028,3984,0.0878,0.0179,0.0504,0.085,0.3413,0.2283,0.0041,0.5922,0.2676,4,0.0106,0.4141,0.3482,0.0423,0.2895,0.026,0.0855,0.1627,0.04,0.0007,0.0442,0.0755,0.3939,3.3366
SAT11/random/large/unif-k3-r4.2-v2500-c10500-S49783605-066-UNKNOWN.cnf,1,10419,0.0012,10500,508,32.7556,49.0837,34.1208,33.6503,36.9342,40.7167,115.6154,77.245,0.0069,31.7885,35.25,2500,0.0008,93,87,76,104,0.0019,0.0006,143,2421,529.739,530,326,549,0.0013,0.0013,0.0021,508,527.622,550,530,0.0035,30.4406,0.4513,120,0.0293,0.0026,0.0621,0.0705,0.2676,0.2324,0.0004,0.3811,0.8975,4.8934,0.371,0.1388,0.1537,0.6871,0.452,0.0268,0.0926,0.1775,0.0473,0.0001,0.0148,0.0793,0.3379,3.3728
SAT11/random/large/unif-k3-r4.2-v30000-c126000-S858279511-076-UNKNOWN.cnf,1,125264,0.0001,126000,6322,66.75,680.8,87.4085,83.8,131.5,182.6667,5.2473,892,0.0006,52.125,98,30000,0,3,3,2,5,0.0002,0.0001,8,29301,6400,6400,15,6401,0.0001,0.0001,0.0002,6343,6356,6322,6356,0.0003,35.375,0.352,7,0.0072,0.0002,0.3442,0.0076,0.2357,0.2339,0,0.2681,0.1506,5.8276,0.4699,0.1624,0.0905,0.0092,0.7947,0.0278,0.0922,0.175,0.0469,0,0.0041,0.0792,0.2009,3.3658
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S727005963-093.SATISFIABLE.cnf,1,2540,0.0051,2556,120,30.4811,15.8664,31.3202,31.0838,32.7559,32.7559,3799.7143,19.3645,0.0213,29.8159,32.4089,600,0.0039,3758,3700,3700,3784,0.0063,0.0026,3924,589,131.074,131,3924,142,0.0051,0.0051,0.0068,120,131.283,142,131,0.011,29.8159,0.2155,3862,0.0652,0.0101,0.0309,0.068,0.3091,0.2319,0.002,0.5196,0.3276,4.0034,0.0178,0.3026,0.2502,0.0502,0.3683,0.0259,0.0901,0.1695,0.0445,0.0004,0.032,0.0763,0.3651,3.3156
SAT11/random/large/unif-k3-r4.2-v10000-c42000-S1256256213-053-UNKNOWN.cnf,1,41695,0.0003,42000,2061,46.2174,156.818,54.1257,54.1,66,87.7,18.2328,279.706,0.0017,41.9545,60.0833,10000,0,14,11,8,17,0.0006,0.0002,28,9734,2119.32,2120.5,35,2164,0.0003,0.0003,0.0006,2070,2112.24,2139,2115,0.0008,35.6667,0.2163,23,0.0199,0.0006,0.1857,0.0168,0.2364,0.2335,0,0.3006,0.1408,5.0944,0.3325,0.0776,0.2303,0.0098,0.8852,0.028,0.093,0.174,0.0479,0,0.0105,0.0809,0.8532,3.3705
SAT11/random/medium/unif-k7-r89-v70-c6230-S1516725086-012.UNKNOWN.cnf,1,6230,0.1,6230,9,25.5539,8.5949,25.663,25.6413,25.9134,25.9134,4465,8.9266,0.0111,25.3447,25.862,70,0.0111,4405,4386,4386,4430,0.0087,0.0065,4583,70,12.0995,12,4583,15,0.1,0.1,0.1,9,12.1034,15,12,0.1085,25.3447,0.3084,4521,0.2075,0.0111,0.0081,0.2029,0.6801,0.0112,0.0928,0.7601,0.258,2,0.0168,1.8257,0.2551,0.0999,0.0001,0,0.0001,0.0001,0,0.0043,0.0994,0.0001,0.4166,1.729
