@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 3'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC

@DATA
normalized-rand-2-40-16-250-350-63_ext.xml.mzn_AND_NODATA,1,0.027691,0.058824,33.988235
normalized-rand-2-40-16-250-350-78_ext.xml.mzn_AND_NODATA,1,0.027641,0.058824,34.05
normalized-rand-2-40-16-250-350-76_ext.xml.mzn_AND_NODATA,1,0.027812,0.058824,33.841176
normalized-rand-2-40-16-250-350-70_ext.xml.mzn_AND_NODATA,1,0.027731,0.058824,33.939706
normalized-rand-2-40-16-250-350-82_ext.xml.mzn_AND_NODATA,1,0.02789,0.058824,33.745588
normalized-rand-2-40-16-250-350-83_ext.xml.mzn_AND_NODATA,1,0.027912,0.058824,33.719118
normalized-rand-2-40-16-250-350-72_ext.xml.mzn_AND_NODATA,1,0.02805,0.058824,33.552941
normalized-rand-2-40-16-250-350-56_ext.xml.mzn_AND_NODATA,1,0.027734,0.058824,33.935294
normalized-rand-2-40-16-250-350-6_ext.xml.mzn_AND_NODATA,1,0.027541,0.058824,34.173529
normalized-rand-2-40-16-250-350-84_ext.xml.mzn_AND_NODATA,1,0.027814,0.058824,33.838235
normalized-rand-2-40-16-250-350-81_ext.xml.mzn_AND_NODATA,1,0.02807,0.058824,33.529412
normalized-rand-2-40-16-250-350-62_ext.xml.mzn_AND_NODATA,1,0.027781,0.058824,33.877941
normalized-rand-2-40-16-250-350-89_ext.xml.mzn_AND_NODATA,1,0.027976,0.058824,33.642647
normalized-rand-2-40-16-250-350-85_ext.xml.mzn_AND_NODATA,1,0.027766,0.058824,33.897059
normalized-rand-2-40-16-250-350-87_ext.xml.mzn_AND_NODATA,1,0.027852,0.058824,33.792647
normalized-rand-2-40-16-250-350-86_ext.xml.mzn_AND_NODATA,1,0.027898,0.058824,33.736765
normalized-rand-2-40-16-250-350-90_ext.xml.mzn_AND_NODATA,1,0.02772,0.058824,33.952941
normalized-rand-2-40-16-250-350-79_ext.xml.mzn_AND_NODATA,1,0.027605,0.058824,34.094118
normalized-rand-2-40-16-250-350-95_ext.xml.mzn_AND_NODATA,1,0.02772,0.058824,33.952941
normalized-rand-2-40-16-250-350-8_ext.xml.mzn_AND_NODATA,1,0.027597,0.058824,34.104412
normalized-rand-2-40-16-250-350-91_ext.xml.mzn_AND_NODATA,1,0.027672,0.058824,34.011765
normalized-fischer-8-13-fair.xml.mzn_AND_NODATA,1,0.913811,0.843863,0.950476
normalized-mps-red-usAbbrv-8-25-70.xml.mzn_AND_NODATA,1,1,1,0.190287
normalized-rand-2-40-16-250-350-94_ext.xml.mzn_AND_NODATA,1,0.027572,0.058824,34.135294
normalized-rand-2-40-16-250-350-98_ext.xml.mzn_AND_NODATA,1,0.027698,0.058824,33.979412
normalized-rand-2-40-16-250-350-97_ext.xml.mzn_AND_NODATA,1,0.027708,0.058824,33.967647
normalized-rand-2-40-16-250-350-99_ext.xml.mzn_AND_NODATA,1,0.027609,0.058824,34.089706
normalized-rand-2-40-16-250-350-93_ext.xml.mzn_AND_NODATA,1,0.027928,0.058824,33.7
normalized-rand-2-40-16-250-350-88_ext.xml.mzn_AND_NODATA,1,0.027818,0.058824,33.833824
normalized-rand-2-40-16-250-350-77_ext.xml.mzn_AND_NODATA,1,0.027718,0.058824,33.955882
normalized-rand-2-40-16-250-350-92_ext.xml.mzn_AND_NODATA,1,0.02781,0.058824,33.842647
normalized-rand-2-40-16-250-350-9_ext.xml.mzn_AND_NODATA,1,0.027792,0.058824,33.864706
normalized-rand-2-40-16-250-350-96_ext.xml.mzn_AND_NODATA,1,0.027596,0.058824,34.105882
normalized-patat-02-comp-18.xml.mzn_AND_NODATA,1,0.662725,0.022087,1.475594
normalized-rand-2-40-19-443-230-14_ext.xml.mzn_AND_NODATA,1,0.024864,0.05,38.2075
normalized-rand-2-40-19-443-230-26_ext.xml.mzn_AND_NODATA,1,0.024724,0.05,38.42375
normalized-rand-2-40-19-443-230-27_ext.xml.mzn_AND_NODATA,1,0.024792,0.05,38.31875
normalized-rand-2-40-19-443-230-30_ext.xml.mzn_AND_NODATA,1,0.024514,0.05,38.75375
normalized-rand-2-40-19-443-230-23_ext.xml.mzn_AND_NODATA,1,0.024361,0.05,38.9975
normalized-rand-2-40-19-443-230-28_ext.xml.mzn_AND_NODATA,1,0.024324,0.05,39.05625
normalized-rand-2-40-19-443-230-29_ext.xml.mzn_AND_NODATA,1,0.024387,0.05,38.955
normalized-rand-2-40-19-443-230-10_ext.xml.mzn_AND_NODATA,1,0.024205,0.05,39.24875
normalized-rand-2-40-19-443-230-19_ext.xml.mzn_AND_NODATA,1,0.02381,0.05,39.9
normalized-rand-2-40-19-443-230-20_ext.xml.mzn_AND_NODATA,1,0.024622,0.05,38.58375
normalized-haystacks-44.xml.mzn_AND_NODATA,1,1,1,1.346623
normalized-rand-2-40-19-443-230-21_ext.xml.mzn_AND_NODATA,1,0.02381,0.05,39.89875
normalized-rand-2-40-19-443-230-42_ext.xml.mzn_AND_NODATA,1,0.023734,0.05,40.02625
normalized-rand-2-40-19-443-230-18_ext.xml.mzn_AND_NODATA,1,0.023792,0.05,39.92875
normalized-rand-2-40-19-443-230-12_ext.xml.mzn_AND_NODATA,1,0.023838,0.05,39.8525
normalized-rand-2-40-19-443-230-11_ext.xml.mzn_AND_NODATA,1,0.023405,0.05,40.59
normalized-rand-2-40-19-443-230-32_ext.xml.mzn_AND_NODATA,1,0.023252,0.05,40.8575
normalized-rand-2-40-19-443-230-13_ext.xml.mzn_AND_NODATA,1,0.023327,0.05,40.725
normalized-rand-2-40-19-443-230-38_ext.xml.mzn_AND_NODATA,1,0.023377,0.05,40.6375
normalized-rand-2-40-19-443-230-40_ext.xml.mzn_AND_NODATA,1,0.023359,0.05,40.66875
normalized-rand-2-40-19-443-230-15_ext.xml.mzn_AND_NODATA,1,0.02354,0.05,40.3575
normalized-rand-2-40-19-443-230-31_ext.xml.mzn_AND_NODATA,1,0.02354,0.05,40.35625
normalized-rand-2-40-19-443-230-2_ext.xml.mzn_AND_NODATA,1,0.023734,0.05,40.02625
normalized-rand-2-40-19-443-230-1_ext.xml.mzn_AND_NODATA,1,0.022981,0.05,41.33875
normalized-rand-2-40-19-443-230-34_ext.xml.mzn_AND_NODATA,1,0.02381,0.05,39.9
normalized-rand-2-40-19-443-230-25_ext.xml.mzn_AND_NODATA,1,0.023668,0.05,40.13875
normalized-rand-2-40-19-443-230-33_ext.xml.mzn_AND_NODATA,1,0.023532,0.05,40.37
normalized-rand-2-40-19-443-230-45_ext.xml.mzn_AND_NODATA,1,0.023287,0.05,40.795
normalized-rand-2-40-19-443-230-22_ext.xml.mzn_AND_NODATA,1,0.022964,0.05,41.36875
normalized-rand-2-40-19-443-230-fcd-14_ext.xml.mzn_AND_NODATA,1,0.024933,0.05,38.1025
normalized-rand-2-40-19-443-230-48_ext.xml.mzn_AND_NODATA,1,0.023689,0.05,40.10375
normalized-rand-2-40-19-443-230-41_ext.xml.mzn_AND_NODATA,1,0.023264,0.05,40.83625
normalized-rand-2-40-19-443-230-46_ext.xml.mzn_AND_NODATA,1,0.023988,0.05,39.6025
normalized-rand-2-40-19-443-230-35_ext.xml.mzn_AND_NODATA,1,0.022856,0.05,41.565
normalized-rand-2-40-19-443-230-fcd-10_ext.xml.mzn_AND_NODATA,1,0.024202,0.05,39.2525
normalized-rand-2-40-19-443-230-6_ext.xml.mzn_AND_NODATA,1,0.024122,0.05,39.3825
normalized-rand-2-40-19-443-230-7_ext.xml.mzn_AND_NODATA,1,0.023641,0.05,40.18375
normalized-rand-2-40-19-443-230-44_ext.xml.mzn_AND_NODATA,1,0.023272,0.05,40.82125
normalized-rand-2-40-19-443-230-39_ext.xml.mzn_AND_NODATA,1,0.022658,0.05,41.9275
normalized-rand-2-40-19-443-230-37_ext.xml.mzn_AND_NODATA,1,0.023242,0.05,40.87375
normalized-rand-2-40-19-443-230-fcd-23_ext.xml.mzn_AND_NODATA,1,0.024374,0.05,38.97625
normalized-rand-2-40-19-443-230-fcd-20_ext.xml.mzn_AND_NODATA,1,0.024615,0.05,38.59375
normalized-ramsey-45-4.xml.mzn_AND_NODATA,1,0.75,0.022727,1.30303
normalized-rand-2-40-19-443-230-5_ext.xml.mzn_AND_NODATA,1,0.02425,0.05,39.175
normalized-rand-2-40-19-443-230-36_ext.xml.mzn_AND_NODATA,1,0.0232,0.05,40.9475
normalized-rand-2-40-19-443-230-47_ext.xml.mzn_AND_NODATA,1,0.023185,0.05,40.975
normalized-rand-2-40-19-443-230-3_ext.xml.mzn_AND_NODATA,1,0.02309,0.05,41.1425
normalized-qwh-25-235-2_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-haystacks-45.xml.mzn_AND_NODATA,1,1,1,1.346407
normalized-qwh-25-235-5_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-rand-2-40-19-443-230-fcd-26_ext.xml.mzn_AND_NODATA,1,0.02474,0.05,38.4
normalized-qwh-25-235-1_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-rand-2-40-19-443-230-fcd-27_ext.xml.mzn_AND_NODATA,1,0.024816,0.05,38.28125
normalized-rand-2-40-25-180-500-11_ext.xml.mzn_AND_NODATA,1,0.039,0.039409,24.630542
normalized-qwh-25-235-9_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-qwh-25-235-7_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-rand-2-40-25-180-500-19_ext.xml.mzn_AND_NODATA,1,0.039562,0.038462,24.304808
normalized-rand-2-40-25-180-500-28_ext.xml.mzn_AND_NODATA,1,0.038044,0.040404,25.223232
normalized-qwh-25-235-8_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-rand-2-40-40-135-650-0_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-4_ext.xml.mzn_AND_NODATA,1,0.023593,0.05,40.26625
normalized-rand-2-40-40-135-650-10_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-qwh-25-235-6_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-qwh-25-235-0_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-rand-2-40-19-443-230-fcd-30_ext.xml.mzn_AND_NODATA,1,0.024509,0.05,38.76125
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-25-180-500-17_ext.xml.mzn_AND_NODATA,1,0.036743,0.039409,26.143842
normalized-rand-2-40-40-135-650-13_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-14_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-15_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-17_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-9_ext.xml.mzn_AND_NODATA,1,0.023114,0.05,41.1
normalized-rand-2-40-19-443-230-fcd-18_ext.xml.mzn_AND_NODATA,1,0.02376,0.05,39.9825
normalized-rand-2-40-40-135-650-18_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-17_ext.xml.mzn_AND_NODATA,1,0.022394,0.05,42.4225
normalized-rand-2-40-40-135-650-19_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-1_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-8_ext.xml.mzn_AND_NODATA,1,0.023014,0.05,41.27875
normalized-rand-2-40-40-135-650-20_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-21_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-22_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-24_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-27_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-fcd-13_ext.xml.mzn_AND_NODATA,1,0.023323,0.05,40.7325
normalized-rand-2-40-40-135-650-28_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-patat-02-comp-15.xml.mzn_AND_NODATA,1,0.661565,0.016289,1.486946
normalized-qwh-25-235-4_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,0.023824,0.05,39.87625
normalized-rand-2-40-40-135-650-30_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-qwh-25-235-3_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023
normalized-rand-2-40-19-443-230-fcd-12_ext.xml.mzn_AND_NODATA,1,0.023857,0.05,39.82125
normalized-rand-2-40-40-135-650-32_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-34_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-35_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-fcd-29_ext.xml.mzn_AND_NODATA,1,0.024445,0.05,38.8625
normalized-rand-2-40-19-443-230-43_ext.xml.mzn_AND_NODATA,1,0.023205,0.05,40.94
normalized-rand-2-40-40-135-650-36_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-37_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-38_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-3_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-fcd-28_ext.xml.mzn_AND_NODATA,1,0.02427,0.05,39.14375
normalized-rand-2-40-25-180-500-27_ext.xml.mzn_AND_NODATA,1,0.037485,0.038462,25.650962
normalized-rand-2-40-19-443-230-fcd-11_ext.xml.mzn_AND_NODATA,1,0.023397,0.05,40.60375
normalized-frb53-24-5-mgd_ext.xml.mzn_AND_NODATA,1,0.016881,0.04,56.867925
normalized-rand-2-40-19-443-230-fcd-25_ext.xml.mzn_AND_NODATA,1,0.023726,0.05,40.04125
normalized-rand-2-40-40-135-650-40_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-25_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-29_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-44_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-46_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-47_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-31_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-23_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-48_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-25-180-500-12_ext.xml.mzn_AND_NODATA,1,0.035449,0.039409,27.097537
normalized-rand-2-40-40-135-650-39_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-51_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-52_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-fcd-24_ext.xml.mzn_AND_NODATA,1,0.023484,0.05,40.45375
normalized-rand-2-40-40-135-650-2_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-fcd-34_ext.xml.mzn_AND_NODATA,1,0.023796,0.05,39.9225
normalized-rand-2-40-19-443-230-fcd-31_ext.xml.mzn_AND_NODATA,1,0.023516,0.05,40.39875
normalized-rand-2-40-40-135-650-57_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-45_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-53_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-61_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-63_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-64_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-16_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-56_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-42_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-4_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-66_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-25-180-500-15_ext.xml.mzn_AND_NODATA,1,0.034783,0.040404,27.587879
normalized-rand-2-40-40-135-650-33_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-73_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-49_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-41_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-43_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-58_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-11_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-fcd-15_ext.xml.mzn_AND_NODATA,1,0.023521,0.05,40.38875
normalized-rand-2-40-19-443-230-fcd-2_ext.xml.mzn_AND_NODATA,1,0.023726,0.05,40.04
normalized-rand-2-40-40-135-650-75_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-80_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-81_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-49_ext.xml.mzn_AND_NODATA,1,0.022961,0.05,41.37375
normalized-rand-2-40-40-135-650-84_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-65_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-86_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-88_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-89_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-25-180-500-35_ext.xml.mzn_AND_NODATA,1,0.038108,0.038462,25.231731
normalized-rand-2-40-25-180-500-45_ext.xml.mzn_AND_NODATA,1,0.043016,0.040404,22.308081
normalized-rand-2-40-40-135-650-76_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-72_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-91_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-77_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-8_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-59_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-67_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-93_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-26_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-78_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-50_ext.xml.mzn_AND_NODATA,1,0.022943,0.05,41.40625
normalized-rand-2-40-40-135-650-71_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-9_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-62_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-25-180-500-16_ext.xml.mzn_AND_NODATA,1,0.03603,0.038462,26.6875
normalized-rand-2-40-19-443-230-fcd-19_ext.xml.mzn_AND_NODATA,1,0.023766,0.05,39.9725
normalized-rand-2-40-40-135-650-68_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-80-103-800-11_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-12_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-19-443-230-fcd-37_ext.xml.mzn_AND_NODATA,1,0.023235,0.05,40.88625
normalized-rand-2-40-80-103-800-17_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-18_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-40-135-650-94_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-25-180-500-13_ext.xml.mzn_AND_NODATA,1,0.034257,0.038462,28.068269
normalized-rand-2-40-40-135-650-95_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-80-103-800-19_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-40-135-650-79_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-fcd-33_ext.xml.mzn_AND_NODATA,1,0.023505,0.05,40.4175
normalized-rand-2-40-40-135-650-74_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-25-180-500-26_ext.xml.mzn_AND_NODATA,1,0.036926,0.038462,26.039423
normalized-rand-2-40-40-135-650-7_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-60_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-83_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-85_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-80-103-800-24_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-25-180-500-60_ext.xml.mzn_AND_NODATA,1,0.043322,0.038462,22.195192
normalized-rand-2-40-40-135-650-6_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-69_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-50_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-80-103-800-26_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-25-180-500-10_ext.xml.mzn_AND_NODATA,1,0.034664,0.038462,27.738462
normalized-haystacks-46.xml.mzn_AND_NODATA,1,1,1,1.346976
normalized-rand-2-40-80-103-800-14_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-1_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-40-135-650-98_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-25-180-500-30_ext.xml.mzn_AND_NODATA,1,0.036199,0.038462,26.5625
normalized-rand-2-40-25-180-500-32_ext.xml.mzn_AND_NODATA,1,0.036446,0.039409,26.35665
normalized-rand-2-40-80-103-800-28_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-36_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-40-135-650-70_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-80-103-800-20_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-29_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-40-135-650-99_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-fcd-42_ext.xml.mzn_AND_NODATA,1,0.023717,0.05,40.055
normalized-rand-2-40-80-103-800-41_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-33_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-19-443-230-fcd-32_ext.xml.mzn_AND_NODATA,1,0.023263,0.05,40.8375
normalized-rand-2-40-80-103-800-22_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-38_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-19-443-230-fcd-22_ext.xml.mzn_AND_NODATA,1,0.022955,0.05,41.385
normalized-rand-2-40-80-103-800-49_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-37_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-40-135-650-92_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-19-443-230-fcd-1_ext.xml.mzn_AND_NODATA,1,0.022964,0.05,41.36875
normalized-rand-2-40-40-135-650-97_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-40-135-650-96_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-80-103-800-13_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-52_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-21_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-46_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-42_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-56_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-19-443-230-fcd-38_ext.xml.mzn_AND_NODATA,1,0.023339,0.05,40.705
normalized-rand-2-40-40-135-650-87_ext.xml.mzn_AND_NODATA,1,0,1,3.375
normalized-rand-2-40-80-103-800-57_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-19-443-230-fcd-40_ext.xml.mzn_AND_NODATA,1,0.023393,0.05,40.61125
normalized-rand-2-40-80-103-800-58_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-5_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-10_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-19-443-230-fcd-3_ext.xml.mzn_AND_NODATA,1,0.023125,0.05,41.08125
normalized-rand-2-40-80-103-800-61_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-65_ext.xml.mzn_AND_NODATA,1,0,1,2.575
normalized-rand-2-40-80-103-800-69_ext.xml.mzn_AND_NODATA,1,0,1,2.575
