@RELATION 'FEATURE_VALUES_CSP-MZN-2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 5'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE d_ratio_int_cons NUMERIC
@ATTRIBUTE d_ratio_int_vars NUMERIC
@ATTRIBUTE c_ratio_cons NUMERIC
@ATTRIBUTE v_ratio_vars NUMERIC
@ATTRIBUTE d_ratio_bool_vars NUMERIC

@DATA
normalized-rand-2-40-19-443-230-39_ext.xml.mzn_AND_NODATA,1,0.022658,0.05,41.9275,0.023851,0.95
normalized-rand-2-40-19-443-230-37_ext.xml.mzn_AND_NODATA,1,0.023242,0.05,40.87375,0.024466,0.95
normalized-rand-2-40-19-443-230-fcd-23_ext.xml.mzn_AND_NODATA,1,0.024374,0.05,38.97625,0.025657,0.95
normalized-rand-2-40-19-443-230-fcd-20_ext.xml.mzn_AND_NODATA,1,0.024615,0.05,38.59375,0.025911,0.95
normalized-ramsey-45-4.xml.mzn_AND_NODATA,1,0.75,0.022727,1.30303,0.767442,0.977273
normalized-rand-2-40-19-443-230-5_ext.xml.mzn_AND_NODATA,1,0.02425,0.05,39.175,0.025526,0.95
normalized-rand-2-40-19-443-230-36_ext.xml.mzn_AND_NODATA,1,0.0232,0.05,40.9475,0.024422,0.95
normalized-rand-2-40-19-443-230-47_ext.xml.mzn_AND_NODATA,1,0.023185,0.05,40.975,0.024405,0.95
normalized-rand-2-40-19-443-230-3_ext.xml.mzn_AND_NODATA,1,0.02309,0.05,41.1425,0.024306,0.95
normalized-qwh-25-235-2_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-haystacks-45.xml.mzn_AND_NODATA,1,1,1,1.346407,0.742718,0
normalized-qwh-25-235-5_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-rand-2-40-19-443-230-fcd-26_ext.xml.mzn_AND_NODATA,1,0.02474,0.05,38.4,0.026042,0.95
normalized-qwh-25-235-1_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-rand-2-40-19-443-230-fcd-27_ext.xml.mzn_AND_NODATA,1,0.024816,0.05,38.28125,0.026122,0.95
normalized-rand-2-40-25-180-500-11_ext.xml.mzn_AND_NODATA,1,0.039,0.039409,24.630542,0.0406,0.960591
normalized-qwh-25-235-9_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-qwh-25-235-7_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-rand-2-40-25-180-500-19_ext.xml.mzn_AND_NODATA,1,0.039562,0.038462,24.304808,0.041144,0.961538
normalized-rand-2-40-25-180-500-28_ext.xml.mzn_AND_NODATA,1,0.038044,0.040404,25.223232,0.039646,0.959596
normalized-qwh-25-235-8_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-rand-2-40-40-135-650-0_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-4_ext.xml.mzn_AND_NODATA,1,0.023593,0.05,40.26625,0.024835,0.95
normalized-rand-2-40-40-135-650-10_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-qwh-25-235-6_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-qwh-25-235-0_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-rand-2-40-19-443-230-fcd-30_ext.xml.mzn_AND_NODATA,1,0.024509,0.05,38.76125,0.025799,0.95
normalized-rand-2-40-40-135-650-12_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-25-180-500-17_ext.xml.mzn_AND_NODATA,1,0.036743,0.039409,26.143842,0.03825,0.960591
normalized-rand-2-40-40-135-650-13_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-14_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-15_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-17_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-9_ext.xml.mzn_AND_NODATA,1,0.023114,0.05,41.1,0.024331,0.95
normalized-rand-2-40-19-443-230-fcd-18_ext.xml.mzn_AND_NODATA,1,0.02376,0.05,39.9825,0.025011,0.95
normalized-rand-2-40-40-135-650-18_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-17_ext.xml.mzn_AND_NODATA,1,0.022394,0.05,42.4225,0.023572,0.95
normalized-rand-2-40-40-135-650-19_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-1_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-8_ext.xml.mzn_AND_NODATA,1,0.023014,0.05,41.27875,0.024226,0.95
normalized-rand-2-40-40-135-650-20_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-21_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-22_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-24_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-27_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-fcd-13_ext.xml.mzn_AND_NODATA,1,0.023323,0.05,40.7325,0.02455,0.95
normalized-rand-2-40-40-135-650-28_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-patat-02-comp-15.xml.mzn_AND_NODATA,1,0.661565,0.016289,1.486946,0.67252,0.983711
normalized-qwh-25-235-4_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-rand-2-40-19-443-230-fcd-21_ext.xml.mzn_AND_NODATA,1,0.023824,0.05,39.87625,0.025078,0.95
normalized-rand-2-40-40-135-650-30_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-qwh-25-235-3_ext.xml.mzn_AND_NODATA,1,0.09931,0.090711,9.156023,0.109218,0.909289
normalized-rand-2-40-19-443-230-fcd-12_ext.xml.mzn_AND_NODATA,1,0.023857,0.05,39.82125,0.025112,0.95
normalized-rand-2-40-40-135-650-32_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-34_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-35_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-fcd-29_ext.xml.mzn_AND_NODATA,1,0.024445,0.05,38.8625,0.025732,0.95
normalized-rand-2-40-19-443-230-43_ext.xml.mzn_AND_NODATA,1,0.023205,0.05,40.94,0.024426,0.95
normalized-rand-2-40-40-135-650-36_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-37_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-38_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-3_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-fcd-28_ext.xml.mzn_AND_NODATA,1,0.02427,0.05,39.14375,0.025547,0.95
normalized-rand-2-40-25-180-500-27_ext.xml.mzn_AND_NODATA,1,0.037485,0.038462,25.650962,0.038985,0.961538
normalized-rand-2-40-19-443-230-fcd-11_ext.xml.mzn_AND_NODATA,1,0.023397,0.05,40.60375,0.024628,0.95
normalized-frb53-24-5-mgd_ext.xml.mzn_AND_NODATA,1,0.016881,0.04,56.867925,0.017585,0.96
normalized-rand-2-40-19-443-230-fcd-25_ext.xml.mzn_AND_NODATA,1,0.023726,0.05,40.04125,0.024974,0.95
normalized-rand-2-40-40-135-650-40_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-25_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-29_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-44_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-46_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-47_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-31_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-23_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-48_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-25-180-500-12_ext.xml.mzn_AND_NODATA,1,0.035449,0.039409,27.097537,0.036904,0.960591
normalized-rand-2-40-40-135-650-39_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-51_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-52_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-fcd-24_ext.xml.mzn_AND_NODATA,1,0.023484,0.05,40.45375,0.02472,0.95
normalized-rand-2-40-40-135-650-2_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-fcd-34_ext.xml.mzn_AND_NODATA,1,0.023796,0.05,39.9225,0.025049,0.95
normalized-rand-2-40-19-443-230-fcd-31_ext.xml.mzn_AND_NODATA,1,0.023516,0.05,40.39875,0.024753,0.95
normalized-rand-2-40-40-135-650-57_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-45_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-53_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-61_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-63_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-64_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-16_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-56_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-42_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-4_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-66_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-25-180-500-15_ext.xml.mzn_AND_NODATA,1,0.034783,0.040404,27.587879,0.036248,0.959596
normalized-rand-2-40-40-135-650-33_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-73_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-49_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-41_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-43_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-58_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-11_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-fcd-15_ext.xml.mzn_AND_NODATA,1,0.023521,0.05,40.38875,0.024759,0.95
normalized-rand-2-40-19-443-230-fcd-2_ext.xml.mzn_AND_NODATA,1,0.023726,0.05,40.04,0.024975,0.95
normalized-rand-2-40-40-135-650-75_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-80_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-81_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-49_ext.xml.mzn_AND_NODATA,1,0.022961,0.05,41.37375,0.02417,0.95
normalized-rand-2-40-40-135-650-84_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-65_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-86_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-88_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-89_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-25-180-500-35_ext.xml.mzn_AND_NODATA,1,0.038108,0.038462,25.231731,0.039633,0.961538
normalized-rand-2-40-25-180-500-45_ext.xml.mzn_AND_NODATA,1,0.043016,0.040404,22.308081,0.044827,0.959596
normalized-rand-2-40-40-135-650-76_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-72_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-91_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-55_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-77_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-8_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-59_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-67_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-93_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-26_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-78_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-50_ext.xml.mzn_AND_NODATA,1,0.022943,0.05,41.40625,0.024151,0.95
normalized-rand-2-40-40-135-650-71_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-9_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-62_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-25-180-500-16_ext.xml.mzn_AND_NODATA,1,0.03603,0.038462,26.6875,0.037471,0.961538
normalized-rand-2-40-19-443-230-fcd-19_ext.xml.mzn_AND_NODATA,1,0.023766,0.05,39.9725,0.025017,0.95
normalized-rand-2-40-40-135-650-68_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-80-103-800-11_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-12_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-37_ext.xml.mzn_AND_NODATA,1,0.023235,0.05,40.88625,0.024458,0.95
normalized-rand-2-40-80-103-800-17_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-18_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-40-135-650-94_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-25-180-500-13_ext.xml.mzn_AND_NODATA,1,0.034257,0.038462,28.068269,0.035627,0.961538
normalized-rand-2-40-40-135-650-95_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-80-103-800-19_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-40-135-650-79_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-fcd-33_ext.xml.mzn_AND_NODATA,1,0.023505,0.05,40.4175,0.024742,0.95
normalized-rand-2-40-40-135-650-74_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-25-180-500-26_ext.xml.mzn_AND_NODATA,1,0.036926,0.038462,26.039423,0.038403,0.961538
normalized-rand-2-40-40-135-650-7_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-60_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-83_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-85_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-80-103-800-24_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-25-180-500-60_ext.xml.mzn_AND_NODATA,1,0.043322,0.038462,22.195192,0.045055,0.961538
normalized-rand-2-40-40-135-650-6_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-69_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-50_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-80-103-800-26_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-25-180-500-10_ext.xml.mzn_AND_NODATA,1,0.034664,0.038462,27.738462,0.036051,0.961538
normalized-haystacks-46.xml.mzn_AND_NODATA,1,1,1,1.346976,0.742404,0
normalized-rand-2-40-80-103-800-14_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-1_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-40-135-650-98_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-25-180-500-30_ext.xml.mzn_AND_NODATA,1,0.036199,0.038462,26.5625,0.037647,0.961538
normalized-rand-2-40-25-180-500-32_ext.xml.mzn_AND_NODATA,1,0.036446,0.039409,26.35665,0.037941,0.960591
normalized-rand-2-40-80-103-800-28_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-36_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-31_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-40-135-650-70_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-80-103-800-20_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-29_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-40-135-650-99_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-fcd-42_ext.xml.mzn_AND_NODATA,1,0.023717,0.05,40.055,0.024966,0.95
normalized-rand-2-40-80-103-800-41_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-33_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-32_ext.xml.mzn_AND_NODATA,1,0.023263,0.05,40.8375,0.024487,0.95
normalized-rand-2-40-80-103-800-22_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-38_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-22_ext.xml.mzn_AND_NODATA,1,0.022955,0.05,41.385,0.024163,0.95
normalized-rand-2-40-80-103-800-49_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-37_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-40-135-650-92_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-19-443-230-fcd-1_ext.xml.mzn_AND_NODATA,1,0.022964,0.05,41.36875,0.024173,0.95
normalized-rand-2-40-40-135-650-97_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-40-135-650-96_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-80-103-800-13_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-52_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-21_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-46_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-42_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-56_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-38_ext.xml.mzn_AND_NODATA,1,0.023339,0.05,40.705,0.024567,0.95
normalized-rand-2-40-40-135-650-87_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-80-103-800-57_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-40_ext.xml.mzn_AND_NODATA,1,0.023393,0.05,40.61125,0.024624,0.95
normalized-rand-2-40-80-103-800-58_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-5_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-10_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-3_ext.xml.mzn_AND_NODATA,1,0.023125,0.05,41.08125,0.024342,0.95
normalized-rand-2-40-80-103-800-61_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-65_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-69_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-25-180-500-22_ext.xml.mzn_AND_NODATA,1,0.034103,0.038462,28.195192,0.035467,0.961538
normalized-rand-2-40-19-443-230-fcd-36_ext.xml.mzn_AND_NODATA,1,0.023191,0.05,40.96375,0.024412,0.95
normalized-rand-2-40-80-103-800-6_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-40-135-650-5_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-80-103-800-32_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-54_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-44_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-48_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-39_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-41_ext.xml.mzn_AND_NODATA,1,0.023313,0.05,40.75,0.02454,0.95
normalized-rand-2-40-80-103-800-60_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-35_ext.xml.mzn_AND_NODATA,1,0.022848,0.05,41.58,0.02405,0.95
normalized-rand-2-40-40-135-650-54_ext.xml.mzn_AND_NODATA,1,0,1,3.375,0.296296,0
normalized-rand-2-40-80-103-800-63_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-25-180-500-1_ext.xml.mzn_AND_NODATA,1,0.034766,0.038462,27.657692,0.036156,0.961538
normalized-rand-2-40-80-103-800-16_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-64_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-83_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-67_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-43_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-6_ext.xml.mzn_AND_NODATA,1,0.024144,0.05,39.3475,0.025415,0.95
normalized-rand-2-40-80-103-800-27_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-25-180-500-23_ext.xml.mzn_AND_NODATA,1,0.03462,0.038462,27.774038,0.036005,0.961538
normalized-rand-2-40-80-103-800-45_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-patat-02-comp-2.xml.mzn_AND_NODATA,1,0.663191,0.017457,1.48154,0.674973,0.982543
normalized-rand-2-40-80-103-800-66_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-85_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-35_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-19-443-230-fcd-46_ext.xml.mzn_AND_NODATA,1,0.02399,0.05,39.6,0.025253,0.95
normalized-rand-2-40-25-180-500-18_ext.xml.mzn_AND_NODATA,1,0.032192,0.039409,29.839409,0.033513,0.960591
normalized-rand-2-40-19-443-230-fcd-43_ext.xml.mzn_AND_NODATA,1,0.023174,0.05,40.99375,0.024394,0.95
normalized-rand-2-40-80-103-800-4_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-78_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-92_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-87_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-0_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-62_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-76_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
normalized-rand-2-40-80-103-800-81_ext.xml.mzn_AND_NODATA,1,0,1,2.575,0.38835,0
