@RELATION 'feature_values_qbf_2011-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 4'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE FORALL_POS_LITS_PER_CLAUSE NUMERIC
@ATTRIBUTE EXIST_VARS_PER_SET NUMERIC
@ATTRIBUTE OCCP_OCCN NUMERIC
@ATTRIBUTE LITN_LIT NUMERIC

@DATA
Qq2k3k3v100v100m400s8,1,1.515,100,0.983471,0.504167
Qq2k3k3v100v100m400s9,1,1.5075,100,0.986755,0.503333
Qq2k3k3v100v100m600s10,1,1.505,100,1.002225,0.499444
Qq2k3k3v100v100m600s1,1,1.478333,100,0.995565,0.501111
Qq2k3k3v100v100m600s2,1,1.468333,100,0.963993,0.509167
Qq2k3k3v100v100m600s3,1,1.515,100,1.01455,0.496389
Qq2k3k3v100v100m600s4,1,1.51,100,0.974767,0.506389
Qq2k3k3v100v100m600s5,1,1.51,100,0.995565,0.501111
Qq2k3k3v100v100m600s6,1,1.553333,100,1.030457,0.4925
Qq2k3k3v100v100m600s7,1,1.485,100,0.992252,0.501944
Qq2k3k3v100v100m600s8,1,1.535,100,1.021336,0.494722
Qq2k3k3v100v100m600s9,1,1.503333,100,0.99889,0.500278
Qq2k3k3v100v100m800s10,1,1.51875,100,1.009209,0.497708
Qq2k3k3v100v100m800s1,1,1.47125,100,0.997503,0.500625
Qq2k3k3v100v100m800s2,1,1.45875,100,0.962388,0.509583
Qq2k3k3v100v100m800s3,1,1.5075,100,1.036487,0.491042
Qq2k3k3v100v100m800s4,1,1.505,100,0.987578,0.503125
Qq2k3k3v100v100m800s5,1,1.48875,100,0.984291,0.503958
Qq2k3k3v100v100m800s6,1,1.54,100,1.029598,0.492708
Qq2k3k3v100v100m800s7,1,1.47625,100,0.981833,0.504583
Qq2k3k3v100v100m800s8,1,1.51875,100,1.017654,0.495625
Qq2k3k3v100v100m800s9,1,1.4725,100,0.981833,0.504583
Qq2k3k3v20v20m120s10,1,1.475,20,0.899736,0.526389
Qq2k3k3v20v20m120s1,1,1.508333,20,1.093023,0.477778
Qq2k3k3v20v20m120s2,1,1.475,20,0.98895,0.502778
Qq2k3k3v20v20m120s3,1,1.516667,20,1.03966,0.490278
Qq2k3k3v20v20m120s4,1,1.383333,20,0.889764,0.529167
Qq2k3k3v20v20m120s5,1,1.408333,20,0.914894,0.522222
Qq2k3k3v20v20m120s6,1,1.458333,20,0.956522,0.511111
Qq2k3k3v20v20m120s7,1,1.416667,20,0.978022,0.505556
Qq2k3k3v20v20m120s8,1,1.575,20,1.005571,0.498611
Qq2k3k3v20v20m120s9,1,1.508333,20,0.978022,0.505556
Qq2k3k3v20v20m160s10,1,1.4625,20,0.923848,0.519792
Qq2k3k3v20v20m160s1,1,1.51875,20,1.119205,0.471875
Qq2k3k3v20v20m160s2,1,1.45,20,0.979381,0.505208
Qq2k3k3v20v20m160s3,1,1.50625,20,1.004175,0.498958
Qq2k3k3v20v20m160s4,1,1.4375,20,0.908549,0.523958
Qq2k3k3v20v20m160s5,1,1.45,20,0.912351,0.522917
Qq2k3k3v20v20m160s6,1,1.44375,20,0.94332,0.514583
Qq2k3k3v20v20m160s7,1,1.475,20,1.012579,0.496875
Qq2k3k3v20v20m160s8,1,1.5625,20,0.96319,0.509375
Qq2k3k3v20v20m160s9,1,1.4875,20,0.979381,0.505208
Qq2k3k3v20v20m200s10,1,1.475,20,0.938611,0.515833
Qq2k3k3v20v20m200s1,1,1.51,20,1.061856,0.485
Qq2k3k3v20v20m200s2,1,1.44,20,0.973684,0.506667
Qq2k3k3v20v20m200s3,1,1.475,20,0.99005,0.5025
Qq2k3k3v20v20m200s4,1,1.51,20,0.95122,0.5125
Qq2k3k3v20v20m200s5,1,1.465,20,0.948052,0.513333
Qq2k3k3v20v20m200s6,1,1.48,20,0.954397,0.511667
Qq2k3k3v20v20m200s7,1,1.48,20,1.01005,0.4975
Qq2k3k3v20v20m200s8,1,1.54,20,0.957586,0.510833
Qq2k3k3v20v20m200s9,1,1.495,20,0.983471,0.504167
Qq2k3k3v20v20m240s10,1,1.479167,20,0.945946,0.513889
Qq2k3k3v20v20m240s1,1,1.520833,20,1.071942,0.482639
Qq2k3k3v20v20m240s2,1,1.475,20,0.99446,0.501389
Qq2k3k3v20v20m240s3,1,1.483333,20,1.019635,0.495139
Qq2k3k3v20v20m240s4,1,1.516667,20,0.94332,0.514583
Qq2k3k3v20v20m240s5,1,1.466667,20,0.953867,0.511806
Qq2k3k3v20v20m240s6,1,1.516667,20,0.986207,0.503472
Qq2k3k3v20v20m240s7,1,1.516667,20,1.045455,0.488889
Qq2k3k3v20v20m240s8,1,1.516667,20,0.953867,0.511806
Qq2k3k3v20v20m240s9,1,1.5,20,0.986207,0.503472
Qq2k3k3v20v20m280s10,1,1.485714,20,0.946698,0.51369
Qq2k3k3v20v20m280s1,1,1.496429,20,1.058824,0.485714
Qq2k3k3v20v20m280s2,1,1.517857,20,1.026538,0.493452
Qq2k3k3v20v20m280s3,1,1.467857,20,1.014388,0.496429
Qq2k3k3v20v20m280s4,1,1.535714,20,0.981132,0.504762
Qq2k3k3v20v20m280s5,1,1.446429,20,0.962617,0.509524
Qq2k3k3v20v20m280s6,1,1.510714,20,1.021661,0.494643
Qq2k3k3v20v20m280s7,1,1.496429,20,1.024096,0.494048
Qq2k3k3v20v20m280s8,1,1.532143,20,0.992883,0.501786
Qq2k3k3v20v20m280s9,1,1.496429,20,0.990521,0.502381
Qq2k3k3v20v20m320s10,1,1.49375,20,0.983471,0.504167
Qq2k3k3v20v20m320s1,1,1.478125,20,1.036055,0.491146
Qq2k3k3v20v20m320s2,1,1.4875,20,1.016807,0.495833
Qq2k3k3v20v20m320s3,1,1.48125,20,1.036055,0.491146
Qq2k3k3v20v20m320s4,1,1.50625,20,0.947262,0.513542
Qq2k3k3v20v20m320s5,1,1.478125,20,0.967213,0.508333
Qq2k3k3v20v20m320s6,1,1.515625,20,1.010471,0.497396
Qq2k3k3v20v20m320s7,1,1.50625,20,1.036055,0.491146
Qq2k3k3v20v20m320s8,1,1.540625,20,1.00627,0.498438
Qq2k3k3v20v20m320s9,1,1.475,20,0.983471,0.504167
Qq2k3k3v20v20m360s10,1,1.491667,20,0.99446,0.501389
Qq2k3k3v20v20m360s1,1,1.463889,20,1.013048,0.496759
Qq2k3k3v20v20m360s2,1,1.513889,20,1.022472,0.494444
Qq2k3k3v20v20m360s3,1,1.486111,20,1.026266,0.493519
Qq2k3k3v20v20m360s4,1,1.5,20,0.940701,0.515278
Qq2k3k3v20v20m360s5,1,1.480556,20,0.978022,0.505556
Qq2k3k3v20v20m360s6,1,1.536111,20,1.030075,0.492593
Qq2k3k3v20v20m360s7,1,1.491667,20,1.014925,0.496296
Qq2k3k3v20v20m360s8,1,1.530556,20,1.001854,0.499537
Qq2k3k3v20v20m360s9,1,1.502778,20,0.985294,0.503704
Qq2k3k3v20v20m400s10,1,1.5,20,0.991701,0.502083
Qq2k3k3v20v20m400s1,1,1.4825,20,1.030457,0.4925
Qq2k3k3v20v20m400s2,1,1.505,20,1.016807,0.495833
Qq2k3k3v20v20m400s3,1,1.4925,20,1.02874,0.492917
Qq2k3k3v20v20m400s4,1,1.4975,20,0.94332,0.514583
Qq2k3k3v20v20m400s5,1,1.4825,20,0.968827,0.507917
Qq2k3k3v20v20m400s6,1,1.555,20,1.037351,0.490833
Qq2k3k3v20v20m400s7,1,1.4825,20,0.996672,0.500833
Qq2k3k3v20v20m400s8,1,1.515,20,0.983471,0.504167
Qq2k3k3v20v20m400s9,1,1.5075,20,0.986755,0.503333
Qq2k3k3v20v20m80s10,1,1.3875,20,0.83908,0.54375
Qq2k3k3v20v20m80s1,1,1.475,20,1.060086,0.485417
Qq2k3k3v20v20m80s2,1,1.475,20,1,0.5
Qq2k3k3v20v20m80s3,1,1.5125,20,0.991701,0.502083
Qq2k3k3v20v20m80s4,1,1.3625,20,0.860465,0.5375
Qq2k3k3v20v20m80s5,1,1.4125,20,0.92,0.520833
Qq2k3k3v20v20m80s6,1,1.45,20,0.904762,0.525
Qq2k3k3v20v20m80s7,1,1.4875,20,1.008368,0.497917
Qq2k3k3v20v20m80s8,1,1.675,20,1.060086,0.485417
Qq2k3k3v20v20m80s9,1,1.575,20,1.033898,0.491667
Qq2k3k3v50v50m1000s10,1,1.511,50,1.011398,0.497167
Qq2k3k3v50v50m1000s1,1,1.48,50,1.004678,0.498833
Qq2k3k3v50v50m1000s2,1,1.487,50,0.99005,0.5025
Qq2k3k3v50v50m1000s3,1,1.488,50,1.013423,0.496667
Qq2k3k3v50v50m1000s4,1,1.507,50,0.979545,0.505167
Qq2k3k3v50v50m1000s5,1,1.482,50,0.978892,0.505333
Qq2k3k3v50v50m1000s6,1,1.54,50,1.031144,0.492333
Qq2k3k3v50v50m1000s7,1,1.474,50,0.981506,0.504667
Qq2k3k3v50v50m1000s8,1,1.527,50,1.031144,0.492333
Qq2k3k3v50v50m1000s9,1,1.467,50,0.980198,0.505
Qq2k3k3v50v50m200s10,1,1.475,50,0.938611,0.515833
Qq2k3k3v50v50m200s1,1,1.51,50,1.061856,0.485
Qq2k3k3v50v50m200s2,1,1.44,50,0.973684,0.506667
Qq2k3k3v50v50m200s3,1,1.475,50,0.99005,0.5025
Qq2k3k3v50v50m200s4,1,1.51,50,0.95122,0.5125
Qq2k3k3v50v50m200s5,1,1.465,50,0.948052,0.513333
Qq2k3k3v50v50m200s6,1,1.48,50,0.954397,0.511667
Qq2k3k3v50v50m200s7,1,1.48,50,1.01005,0.4975
Qq2k3k3v50v50m200s8,1,1.54,50,0.957586,0.510833
Qq2k3k3v50v50m200s9,1,1.495,50,0.983471,0.504167
Qq2k3k3v50v50m300s10,1,1.48,50,0.965066,0.508889
Qq2k3k3v50v50m300s1,1,1.486667,50,1.045455,0.488889
Qq2k3k3v50v50m300s2,1,1.516667,50,1.020202,0.495
Qq2k3k3v50v50m300s3,1,1.47,50,1.015677,0.496111
Qq2k3k3v50v50m300s4,1,1.523333,50,0.969365,0.507778
Qq2k3k3v50v50m300s5,1,1.46,50,0.971522,0.507222
Qq2k3k3v50v50m300s6,1,1.496667,50,1.008929,0.497778
Qq2k3k3v50v50m300s7,1,1.49,50,1.031603,0.492222
Qq2k3k3v50v50m300s8,1,1.53,50,0.995565,0.501111
Qq2k3k3v50v50m300s9,1,1.493333,50,1,0.5
Qq2k3k3v50v50m400s10,1,1.5,50,0.991701,0.502083
Qq2k3k3v50v50m400s1,1,1.4825,50,1.030457,0.4925
Qq2k3k3v50v50m400s2,1,1.505,50,1.016807,0.495833
Qq2k3k3v50v50m400s3,1,1.4925,50,1.02874,0.492917
Qq2k3k3v50v50m400s4,1,1.4975,50,0.94332,0.514583
Qq2k3k3v50v50m400s5,1,1.4825,50,0.968827,0.507917
Qq2k3k3v50v50m400s6,1,1.555,50,1.037351,0.490833
Qq2k3k3v50v50m400s7,1,1.4825,50,0.996672,0.500833
Qq2k3k3v50v50m400s8,1,1.515,50,0.983471,0.504167
Qq2k3k3v50v50m400s9,1,1.5075,50,0.986755,0.503333
Qq2k3k3v50v50m500s10,1,1.498,50,0.994681,0.501333
Qq2k3k3v50v50m500s1,1,1.476,50,1.005348,0.498667
Qq2k3k3v50v50m500s2,1,1.484,50,0.986755,0.503333
Qq2k3k3v50v50m500s3,1,1.514,50,1.020202,0.495
Qq2k3k3v50v50m500s4,1,1.504,50,0.964637,0.509
Qq2k3k3v50v50m500s5,1,1.496,50,0.969796,0.507667
Qq2k3k3v50v50m500s6,1,1.552,50,1.02977,0.492667
Qq2k3k3v50v50m500s7,1,1.494,50,1,0.5
Qq2k3k3v50v50m500s8,1,1.53,50,0.996008,0.501
Qq2k3k3v50v50m500s9,1,1.5,50,0.982816,0.504333
Qq2k3k3v50v50m600s10,1,1.505,50,1.002225,0.499444
Qq2k3k3v50v50m600s1,1,1.478333,50,0.995565,0.501111
Qq2k3k3v50v50m600s2,1,1.468333,50,0.963993,0.509167
Qq2k3k3v50v50m600s3,1,1.515,50,1.01455,0.496389
Qq2k3k3v50v50m600s4,1,1.51,50,0.974767,0.506389
Qq2k3k3v50v50m600s5,1,1.51,50,0.995565,0.501111
Qq2k3k3v50v50m600s6,1,1.553333,50,1.030457,0.4925
Qq2k3k3v50v50m600s7,1,1.485,50,0.992252,0.501944
Qq2k3k3v50v50m600s8,1,1.535,50,1.021336,0.494722
Qq2k3k3v50v50m600s9,1,1.503333,50,0.99889,0.500278
Qq2k3k3v50v50m700s10,1,1.508571,50,0.998097,0.500476
Qq2k3k3v50v50m700s1,1,1.494286,50,1.009569,0.497619
Qq2k3k3v50v50m700s2,1,1.448571,50,0.955307,0.511429
Qq2k3k3v50v50m700s3,1,1.517143,50,1.026049,0.493571
Qq2k3k3v50v50m700s4,1,1.501429,50,0.973684,0.506667
Qq2k3k3v50v50m700s5,1,1.502857,50,0.996198,0.500952
Qq2k3k3v50v50m700s6,1,1.544286,50,1.019231,0.495238
Qq2k3k3v50v50m700s7,1,1.477143,50,0.984877,0.50381
Qq2k3k3v50v50m700s8,1,1.524286,50,1.022147,0.494524
Qq2k3k3v50v50m700s9,1,1.477143,50,0.990521,0.502381
Qq2k3k3v50v50m800s10,1,1.51875,50,1.009209,0.497708
Qq2k3k3v50v50m800s1,1,1.47125,50,0.997503,0.500625
Qq2k3k3v50v50m800s2,1,1.45875,50,0.962388,0.509583
Qq2k3k3v50v50m800s3,1,1.5075,50,1.036487,0.491042
Qq2k3k3v50v50m800s4,1,1.505,50,0.987578,0.503125
Qq2k3k3v50v50m800s5,1,1.48875,50,0.984291,0.503958
Qq2k3k3v50v50m800s6,1,1.54,50,1.029598,0.492708
Qq2k3k3v50v50m800s7,1,1.47625,50,0.981833,0.504583
Qq2k3k3v50v50m800s8,1,1.51875,50,1.017654,0.495625
Qq2k3k3v50v50m800s9,1,1.4725,50,0.981833,0.504583
Qq2k3k3v50v50m900s10,1,1.516667,50,1.014174,0.496481
Qq2k3k3v50v50m900s1,1,1.486667,50,1.004454,0.498889
Qq2k3k3v50v50m900s2,1,1.468889,50,0.972243,0.507037
Qq2k3k3v50v50m900s3,1,1.498889,50,1.020958,0.494815
Qq2k3k3v50v50m900s4,1,1.521111,50,0.99778,0.500556
Qq2k3k3v50v50m900s5,1,1.48,50,0.978022,0.505556
Qq2k3k3v50v50m900s6,1,1.547778,50,1.034665,0.491481
Qq2k3k3v50v50m900s7,1,1.481111,50,0.986755,0.503333
Qq2k3k3v50v50m900s8,1,1.517778,50,1.021715,0.49463
Qq2k3k3v50v50m900s9,1,1.474444,50,0.983835,0.504074
qshifter_3,1,2,8,1,0.5
qshifter_4,1,2.5,16,1,0.5
qshifter_5,1,3,32,1,0.5
qshifter_6,1,3.5,64,1,0.5
qshifter_7,1,4,128,1,0.5
qshifter_8,1,4.5,256,1,0.5
rankfunc10_unsigned_64,1,0.158612,2000,0.874148,0.533576
rankfunc11_signed_32,1,0.16148,1653,0.904552,0.525058
rankfunc12_unsigned_16,1,0.13545,676,0.91707,0.521629
rankfunc14_signed_64,1,0.125521,2966,0.895796,0.527483
rankfunc15_unsigned_32,1,0.161919,3672,0.915858,0.521959
rankfunc16_signed_64,1,0.149321,8567,0.899491,0.526457
rankfunc17_unsigned_16,1,0.186725,1420,0.894611,0.527813
rankfunc18_signed_64,1,0.207727,7467,0.90075,0.526108
rankfunc19_unsigned_16,1,0.148148,2050,0.924903,0.519507
rankfunc1_signed_32,1,0.169178,2585,0.916884,0.52168
rankfunc20_unsigned_32,1,0.164766,1843,0.916281,0.521844
rankfunc21_signed_16,1,0.157369,2216,0.911031,0.523278
rankfunc22_unsigned_32,1,0.170137,1518,0.898342,0.526776
rankfunc23_signed_64,1,0.157619,3149,0.904801,0.524989
rankfunc24_unsigned_64,1,0.157862,3150,0.916422,0.521806
rankfunc25_signed_64,1,0.124741,2962,0.911053,0.523272
rankfunc26_unsigned_32,1,0.133961,3184,0.912863,0.522777
rankfunc27_signed_64,1,0.161412,2062,0.934428,0.516949
rankfunc28_unsigned_16,1,0.183513,998,0.904891,0.524965
rankfunc29_signed_16,1,0.102564,936,0.915046,0.522181
rankfunc2_unsigned_64,1,0.148298,2314,0.919374,0.521003
rankfunc30_signed_64,1,0.1321,8945,0.898701,0.526676
rankfunc31_unsigned_16,1,0.118711,1546,0.91174,0.523084
rankfunc32_signed_64,1,0.102588,5979,0.93991,0.515488
rankfunc33_unsigned_32,1,0.093125,1911,0.926912,0.518965
rankfunc34_signed_32,1,0.112989,1353,0.919971,0.520841
rankfunc35_unsigned_32,1,0.136188,2390,0.952744,0.5121
rankfunc36_signed_64,1,0.150458,1739,0.926708,0.51902
rankfunc37_unsigned_32,1,0.397516,261,0.863833,0.536529
rankfunc38_signed_32,1,0.398524,263,0.865236,0.536125
rankfunc39_unsigned_64,1,0.17447,5084,0.900076,0.526295
rankfunc3_signed_64,1,0.104554,12087,0.920241,0.520768
rankfunc40_unsigned_64,1,0.150943,2249,0.906438,0.524538
rankfunc41_signed_32,1,0.142028,3120,0.897854,0.526911
rankfunc42_unsigned_16,1,0.155907,1731,0.899049,0.526579
rankfunc43_signed_64,1,0.131076,5670,0.890773,0.528884
rankfunc44_unsigned_32,1,0.176674,1686,0.885863,0.530261
rankfunc45_signed_16,1,0.09974,1277,0.927711,0.51875
rankfunc46_unsigned_32,1,0.172805,2450,0.908003,0.524108
rankfunc47_signed_64,1,0.095212,3667,0.923476,0.519892
rankfunc48_unsigned_16,1,0.158967,1318,0.918331,0.521286
rankfunc49_signed_32,1,0.180282,1400,0.924509,0.519613
rankfunc4_unsigned_16,1,0.329897,245,0.880246,0.531845
rankfunc50_signed_64,1,0.096759,3517,0.914825,0.522241
rankfunc51_signed_32,1,0.138829,1901,0.920124,0.5208
rankfunc52_unsigned_32,1,0.14466,1773,0.907968,0.524118
rankfunc53_signed_16,1,0.17819,782,0.883158,0.531023
rankfunc54_signed_32,1,0.145827,2406,0.904306,0.525126
rankfunc55_unsigned_32,1,0.165002,1033,0.905969,0.524667
rankfunc56_signed_16,1,0.215126,404,0.906028,0.524651
rankfunc57_unsigned_64,1,0.159089,3146,0.911004,0.523285
rankfunc58_signed_32,1,0.188721,1822,0.909735,0.523633
rankfunc59_unsigned_16,1,0.188902,1143,0.906986,0.524388
rankfunc5_signed_64,1,0.155269,2251,0.923787,0.519808
rankfunc60_unsigned_32,1,0.215225,1104,0.890207,0.529043
rankfunc61_signed_32,1,0.125778,1974,0.918906,0.52113
rankfunc6_unsigned_16,1,0.130214,629,0.957789,0.51078
rankfunc7_signed_16,1,0.168754,1000,0.920194,0.520781
rankfunc8_unsigned_32,1,0.18156,1907,0.900463,0.526188
rankfunc9_signed_64,1,0.167027,1739,0.903104,0.525457
ring_r4_ser--opt-11_-shuffled,1,3.654228,182,1.136391,0.468079
ring_r6_ser---16_-shuffled,1,6.80109,377,1.136057,0.468152
ring_r6_ser--opt-17_-shuffled,1,6.785086,400,1.135826,0.468203
ring_r7_ser---19_-shuffled,1,7.05138,514,1.006172,0.498462
robots_1_5_2_100.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_100.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_2_100.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_10.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_14.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_21.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_2_2.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_2_28.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_31.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_32.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_33.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_3.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_2_39.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_2_40.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_45.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_2_47.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_49.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_54.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_61.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_67.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_75.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_80.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_2_81.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_82.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_2_82.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_85.2,1,0.472222,1914,1.09615,0.477065
robots_1_5_2_85.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_2_91.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_9.8,1,0.536066,7500,1.240915,0.446246
robots_1_5_2_99.4,1,0.512949,3776,1.188441,0.456946
robots_1_5_3_100.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_3_100.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_100.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_16.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_16.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_20.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_24.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_2.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_25.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_3_26.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_3_27.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_30.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_3_39.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_44.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_44.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_51.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_3_52.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_3_52.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_55.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_57.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_62.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_3_64.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_66.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_70.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_7.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_3_78.4,1,0.512917,3776,1.188474,0.456939
robots_1_5_3_80.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_3_8.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_90.8,1,0.536049,7500,1.240932,0.446243
robots_1_5_3_91.2,1,0.472168,1914,1.09621,0.477051
robots_1_5_4_100.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_100.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_100.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_4_17.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_4_1.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_4_22.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_24.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_4_2.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_30.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_31.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_32.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_44.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_46.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_46.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_4_50.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_51.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_52.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_56.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_4_59.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_71.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_73.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_75.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_75.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_4_81.2,1,0.472113,1914,1.096269,0.477038
robots_1_5_4_87.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_91.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_91.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_4_96.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_4_98.4,1,0.512885,3776,1.188506,0.456933
robots_1_5_4_99.8,1,0.536031,7500,1.240949,0.44624
robots_1_5_5_100.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_100.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_100.8,1,0.536013,7500,1.240966,0.446236
robots_1_5_5_10.8,1,0.536013,7500,1.240966,0.446236
robots_1_5_5_12.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_12.8,1,0.536013,7500,1.240966,0.446236
robots_1_5_5_14.8,1,0.536013,7500,1.240966,0.446236
robots_1_5_5_15.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_24.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_26.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_30.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_31.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_33.8,1,0.536013,7500,1.240966,0.446236
robots_1_5_5_34.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_38.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_45.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_50.8,1,0.536013,7500,1.240966,0.446236
robots_1_5_5_56.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_5.8,1,0.536013,7500,1.240966,0.446236
robots_1_5_5_61.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_62.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_66.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_66.8,1,0.536013,7500,1.240966,0.446236
robots_1_5_5_75.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_8.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_87.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_93.4,1,0.512853,3776,1.188538,0.456926
robots_1_5_5_95.8,1,0.536013,7500,1.240966,0.446236
robots_1_5_5_97.2,1,0.472058,1914,1.096328,0.477025
robots_1_5_5_99.8,1,0.536013,7500,1.240966,0.446236
s1196_d3_u-shuffled,1,0.471288,2296,1.055469,0.486507
s1269_d3_s-shuffled,1,0.455972,2481.5,1.014251,0.496462
s27_d5_u-shuffled,1,0.466527,86,1.031353,0.492283
s298_d11_s-shuffled,1,0.514371,2400,1.049202,0.487995
s298_d2_s-shuffled,1,0.3219,298.5,1.027163,0.4933
s298_d5_s-shuffled,1,0.476859,999,1.044942,0.489011
s298_d9_s-shuffled,1,0.507938,1933,1.048472,0.488169
s3330_d10_u-shuffled,1,0.50655,28844,1.020896,0.49483
s3330_d4_s-shuffled,1,0.468847,10244,1.015032,0.49627
s386_d12_u-shuffled,1,0.528681,3663,1.021304,0.49473
