@RELATION 'feature_values_premarshalling_astar_2013-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE group-same-mean NUMERIC
@ATTRIBUTE container-density NUMERIC
@ATTRIBUTE group-same-stdev NUMERIC
@ATTRIBUTE stacks NUMERIC
@ATTRIBUTE stack-tier-ratio NUMERIC
@ATTRIBUTE group-same-min NUMERIC
@ATTRIBUTE group-same-max NUMERIC
@ATTRIBUTE tiers NUMERIC
@ATTRIBUTE overstowing-stack-pct NUMERIC
@ATTRIBUTE bflb NUMERIC
@ATTRIBUTE empty-stack-pct NUMERIC
@ATTRIBUTE overstowage-pct NUMERIC
@ATTRIBUTE top-good-min NUMERIC
@ATTRIBUTE top-good-mean NUMERIC
@ATTRIBUTE top-good-stdev NUMERIC
@ATTRIBUTE top-good-max NUMERIC

@DATA
cv_data5-5-9,1,1,0.714286,0,5,1.4,1,1,7,0.8,11,0,0.285714,1,5.5,5.02494,14
cv_data4-4-23,1,1,0.666667,0,4,1.5,1,1,6,1,16,0,0.5,1,7,3.74166,11
cv_data3-7-22,1,1,0.6,0,7,0.714286,1,1,5,1,16,0,0.371429,1,6.28571,3.53409,11
cv_data5-6-28,1,1,0.714286,0,6,1.16667,1,1,7,1,23,0,0.47619,1,7.83333,5.39804,15
cv_data4-6-37,1,1,0.666667,0,6,1,1,1,6,1,16,0,0.361111,1,5.16667,3.43592,12
cv_data5-5-21,1,1,0.714286,0,5,1.4,1,1,7,1,19,0,0.457143,1,7,5.93296,16
cv_data4-6-30,1,1,0.666667,0,6,1,1,1,6,0.833333,15,0,0.361111,1,7.6,5.1614,14
cv_data4-5-27,1,1,0.666667,0,5,1.2,1,1,6,1,12,0,0.333333,1,6.4,3.97995,12
cv_data4-5-21,1,1,0.666667,0,5,1.2,1,1,6,1,16,0,0.4,1,4.2,2.31517,7
cv_data3-8-25,1,1,0.6,0,8,625,1,1,5,0.75,11,0,0.25,2,10,5.50757,20
cv_data4-5-15,1,1,0.666667,0,5,1.2,1,1,6,1,18,0,0.466667,1,5.8,2.78568,9
cv_data5-5-31,1,1,0.714286,0,5,1.4,1,1,7,1,23,0,0.542857,1,9.2,5.45527,17
cv_data4-7-2,1,1,0.666667,0,7,0.857143,1,1,6,1,19,0,0.404762,1,8.57143,6.25316,19
cv_data5-4-10,1,1,0.714286,0,4,1.75,1,1,7,1,15,0,0.428571,3,7,3937,13
cv_data4-4-34,1,1,0.666667,0,4,1.5,1,1,6,1,11,0,375,2,5,2.54951,9
cv_data5-7-4,1,1,0.714286,0,7,1,1,1,7,1,22,0,0.408163,2,11.1429,6.87498,25
cv_data4-4-14,1,1,0.666667,0,4,1.5,1,1,6,1,13,0,0.416667,2,5.75,4.81534,14
cv_data5-7-22,1,1,0.714286,0,7,1,1,1,7,0.857143,21,0,0.367347,1,5.16667,2.91071,9
cv_data4-6-2,1,1,0.666667,0,6,1,1,1,6,1,11,0,0.25,2,6,3.05505,11
cv_data4-7-12,1,1,0.666667,0,7,0.857143,1,1,6,1,22,0,0.452381,3,11,7.11136,22
cv_data5-5-30,1,1,0.714286,0,5,1.4,1,1,7,1,16,0,0.4,1,7.8,4.9558,14
cv_data3-8-28,1,1,0.6,0,8,625,1,1,5,875,12,0,275,1,8.28571,6.27271,20
cv_data5-6-37,1,1,0.714286,0,6,1.16667,1,1,7,1,23,0,0.452381,2,9,3.91578,14
cv_data5-6-20,1,1,0.714286,0,6,1.16667,1,1,7,1,19,0,0.404762,1,6.5,6.07591,18
cv_data4-6-29,1,1,0.666667,0,6,1,1,1,6,1,16,0,0.361111,1,6.33333,4.14997,13
cv_data4-4-10,1,1,0.666667,0,4,1.5,1,1,6,1,10,0,0.333333,1,4.75,3.56195,10
cv_data4-5-29,1,1,0.666667,0,5,1.2,1,1,6,1,16,0,0.433333,1,6.6,5.23832,16
cv_data3-8-24,1,1,0.6,0,8,625,1,1,5,0.75,10,0,225,1,9.33333,6.77413,18
cv_data5-4-35,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.464286,2,6.25,3.83243,11
cv_data5-4-22,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.464286,4,6.25,1.92029,9
cv_data5-4-29,1,1,0.714286,0,4,1.75,1,1,7,1,20,0,0.535714,4,7.25,2.86138,11
cv_data3-7-27,1,1,0.6,0,7,0.714286,1,1,5,1,14,0,0.342857,1,6.14286,4.25705,14
cv_data3-7-5,1,1,0.6,0,7,0.714286,1,1,5,1,14,0,0.314286,1,5,4,14
cv_data4-5-3,1,1,0.666667,0,5,1.2,1,1,6,1,18,0,0.466667,2,7.4,3.44093,12
cv_data4-6-12,1,1,0.666667,0,6,1,1,1,6,1,19,0,0.444444,3,9.83333,4.56131,17
cv_data5-8-8,1,1,0.714286,0,8,875,1,1,7,1,29,0,0.428571,2,9.25,5.23808,18
cv_data4-6-25,1,1,0.666667,0,6,1,1,1,6,1,19,0,0.444444,2,6.33333,3.94405,14
cv_data4-7-31,1,1,0.666667,0,7,0.857143,1,1,6,1,21,0,0.380952,1,4.71429,2.6573,9
cv_data5-6-22,1,1,0.714286,0,6,1.16667,1,1,7,1,23,0,0.452381,2,6.5,4.11299,14
cv_data4-6-19,1,1,0.666667,0,6,1,1,1,6,1,17,0,0.416667,1,7.66667,7.11024,21
cv_data5-4-30,1,1,0.714286,0,4,1.75,1,1,7,1,16,0,0.464286,3,6.25,3.49106,12
cv_data5-5-17,1,1,0.714286,0,5,1.4,1,1,7,1,21,0,0.457143,3,5.6,1.85472,8
cv_data4-6-34,1,1,0.666667,0,6,1,1,1,6,1,21,0,0.472222,2,7.83333,4.52462,15
cv_data5-5-32,1,1,0.714286,0,5,1.4,1,1,7,1,18,0,0.457143,3,8.8,5.41849,18
cv_data4-6-32,1,1,0.666667,0,6,1,1,1,6,1,17,0,0.416667,1,9.16667,6.84146,21
cv_data5-4-33,1,1,0.714286,0,4,1.75,1,1,7,1,16,0,0.464286,3,8.5,3.3541,12
cv_data3-7-12,1,1,0.6,0,7,0.714286,1,1,5,0.714286,10,0,0.257143,2,8.2,4.83322,15
cv_data4-7-11,1,1,0.666667,0,7,0.857143,1,1,6,1,21,0,0.404762,1,8.42857,5.60248,17
cv_data4-4-35,1,1,0.666667,0,4,1.5,1,1,6,1,16,0,0.5,1,4.5,3.5,10
cv_data5-4-25,1,1,0.714286,0,4,1.75,1,1,7,1,16,0,0.464286,4,9.75,5.30919,16
cv_data4-6-10,1,1,0.666667,0,6,1,1,1,6,1,19,0,0.416667,2,7,3.16228,11
cv_data4-7-21,1,1,0.666667,0,7,0.857143,1,1,6,1,22,0,0.428571,1,7.14286,6.74915,21
cv_data4-6-4,1,1,0.666667,0,6,1,1,1,6,1,18,0,0.416667,3,8,4.54606,15
cv_data5-4-38,1,1,0.714286,0,4,1.75,1,1,7,1,16,0,0.464286,1,4.25,3.96074,11
cv_data4-7-7,1,1,0.666667,0,7,0.857143,1,1,6,1,23,0,0.452381,2,8.28571,4.36592,16
cv_data4-7-3,1,1,0.666667,0,7,0.857143,1,1,6,0.714286,14,0,0.309524,2,7.6,6.01997,19
cv_data5-8-3,1,1,0.714286,0,8,875,1,1,7,1,34,0,0.5,2,11875,7.81725,28
cv_data5-7-37,1,1,0.714286,0,7,1,1,1,7,0.857143,20,0,0.387755,1,10.6667,9.99444,30
cv_data5-5-20,1,1,0.714286,0,5,1.4,1,1,7,1,17,0,0.428571,1,5.8,5.49181,16
cv_data4-4-24,1,1,0.666667,0,4,1.5,1,1,6,1,13,0,0.416667,1,5.5,2.95804,9
cv_data5-4-14,1,1,0.714286,0,4,1.75,1,1,7,1,20,0,0.535714,1,6,3.80789,11
cv_data5-8-4,1,1,0.714286,0,8,875,1,1,7,1,30,0,0.464286,2,10875,7.37288,22
cv_data4-6-40,1,1,0.666667,0,6,1,1,1,6,1,21,0,0.472222,1,8.33333,4.88763,15
cv_data5-6-31,1,1,0.714286,0,6,1.16667,1,1,7,1,22,0,0.428571,2,7.16667,5.2731,15
cv_data4-6-14,1,1,0.666667,0,6,1,1,1,6,1,15,0,0.361111,1,9.5,7.32006,22
cv_data5-7-1,1,1,0.714286,0,7,1,1,1,7,1,22,0,0.387755,3,9.71429,7.66652,27
cv_data5-7-32,1,1,0.714286,0,7,1,1,1,7,1,30,0,0.510204,3,11.8571,7.29831,24
cv_data4-7-28,1,1,0.666667,0,7,0.857143,1,1,6,1,25,0,0.47619,1,6.28571,4.06076,12
cv_data4-4-2,1,1,0.666667,0,4,1.5,1,1,6,1,11,0,375,1,7.25,4.60299,13
cv_data5-7-12,1,1,0.714286,0,7,1,1,1,7,1,29,0,0.489796,4,8.71429,3.69224,15
cv_data4-7-5,1,1,0.666667,0,7,0.857143,1,1,6,1,20,0,0.404762,1,8.71429,5.64963,20
cv_data5-4-1,1,1,0.714286,0,4,1.75,1,1,7,1,16,0,0.428571,3,5.5,2.29129,9
cv_data4-5-17,1,1,0.666667,0,5,1.2,1,1,6,1,18,0,0.466667,2,6,3.89872,13
cv_data4-6-33,1,1,0.666667,0,6,1,1,1,6,0.833333,12,0,0.305556,1,7.6,6.65132,20
cv_data4-7-8,1,1,0.666667,0,7,0.857143,1,1,6,1,17,0,0.333333,1,7.42857,5.42105,16
cv_data5-4-24,1,1,0.714286,0,4,1.75,1,1,7,1,18,0,0.5,1,5.75,4.76314,13
cv_data4-4-13,1,1,0.666667,0,4,1.5,1,1,6,1,15,0,0.458333,4,6,1.58114,8
cv_data5-4-12,1,1,0.714286,0,4,1.75,1,1,7,1,17,0,0.428571,1,3.5,2.69258,8
cv_data5-6-7,1,1,0.714286,0,6,1.16667,1,1,7,1,23,0,0.47619,1,9.66667,8.03465,23
cv_data5-6-35,1,1,0.714286,0,6,1.16667,1,1,7,1,26,0,0.5,4,8,2.38048,11
cv_data4-6-11,1,1,0.666667,0,6,1,1,1,6,1,17,0,0.388889,1,6.5,5.25198,16
cv_data5-4-16,1,1,0.714286,0,4,1.75,1,1,7,1,18,0,0.5,1,5.25,3.76663,11
cv_data4-7-4,1,1,0.666667,0,7,0.857143,1,1,6,1,21,0,0.428571,1,8.71429,7.59162,22
cv_data5-7-11,1,1,0.714286,0,7,1,1,1,7,1,26,0,0.469388,2,9.28571,7.24498,26
cv_data5-6-33,1,1,0.714286,0,6,1.16667,1,1,7,1,26,0,0.5,3,8.16667,4.52462,17
cv_data5-5-28,1,1,0.714286,0,5,1.4,1,1,7,1,19,0,0.457143,2,7.4,6.08605,19
cv_data5-5-15,1,1,0.714286,0,5,1.4,1,1,7,1,19,0,0.457143,1,4.6,3.38231,10
cv_data3-6-24,1,1,0.6,0,6,0.833333,1,1,5,1,13,0,0.333333,1,4.66667,3.39935,11
cv_data5-4-34,1,1,0.714286,0,4,1.75,1,1,7,1,18,0,0.5,1,8.25,5.26189,15
cv_data4-5-35,1,1,0.666667,0,5,1.2,1,1,6,1,13,0,0.333333,1,3.6,2.15407,7
cv_data5-7-31,1,1,0.714286,0,7,1,1,1,7,0.857143,22,0,0.408163,1,8.5,5.18813,15
cv_data4-7-10,1,1,0.666667,0,7,0.857143,1,1,6,1,18,0,0.380952,3,10.2857,7.51597,26
cv_data4-7-29,1,1,0.666667,0,7,0.857143,1,1,6,1,17,0,0.357143,2,8.57143,6.49961,22
cv_data5-4-18,1,1,0.714286,0,4,1.75,1,1,7,0.75,8,0,0.25,2,5,2.44949,8
cv_data5-6-19,1,1,0.714286,0,6,1.16667,1,1,7,1,20,0,0.380952,1,4.83333,3.23608,11
cv_data4-5-32,1,1,0.666667,0,5,1.2,1,1,6,1,19,0,0.5,8,10.8,2.31517,14
cv_data4-6-13,1,1,0.666667,0,6,1,1,1,6,0.833333,10,0,0.25,2,7,4.81664,16
cv_data5-8-36,1,1,0.714286,0,8,875,1,1,7,1,27,0,0.446429,1,12.75,10779,33
cv_data4-5-12,1,1,0.666667,0,5,1.2,1,1,6,0.8,13,0,0.366667,1,6,3.08221,9
cv_data4-5-28,1,1,0.666667,0,5,1.2,1,1,6,1,13,0,0.366667,1,7.2,3.86782,12
cv_data5-5-4,1,1,0.714286,0,5,1.4,1,1,7,1,21,0,0.485714,2,6.4,5.08331,16
cv_data4-4-7,1,1,0.666667,0,4,1.5,1,1,6,1,14,0,0.458333,1,5.25,3.26917,10
cv_data5-5-36,1,1,0.714286,0,5,1.4,1,1,7,1,20,0,0.457143,3,6.2,2.13542,9
cv_data4-7-16,1,1,0.666667,0,7,0.857143,1,1,6,0.714286,11,0,0.214286,2,4.2,1.72047,7
cv_data4-6-39,1,1,0.666667,0,6,1,1,1,6,1,14,0,0.305556,1,3.83333,2.26691,8
cv_data5-5-6,1,1,0.714286,0,5,1.4,1,1,7,1,17,0,0.428571,1,8,6.22896,19
cv_data5-4-9,1,1,0.714286,0,4,1.75,1,1,7,1,16,0,0.428571,3,4.5,1.11803,6
cv_data4-4-29,1,1,0.666667,0,4,1.5,1,1,6,1,12,0,375,1,5,3.16228,9
cv_data5-6-5,1,1,0.714286,0,6,1.16667,1,1,7,1,27,0,0.52381,1,7.83333,5.17741,15
cv_data3-7-17,1,1,0.6,0,7,0.714286,1,1,5,1,14,0,0.314286,2,8,3.74166,13
cv_data4-6-27,1,1,0.666667,0,6,1,1,1,6,1,16,0,0.388889,2,8.83333,5.81425,19
cv_data5-5-22,1,1,0.714286,0,5,1.4,1,1,7,1,19,0,0.428571,1,7.2,5.84466,16
cv_data5-9-3,1,1,0.714286,0,9,0.777778,1,1,7,1,35,0,0.47619,1,7.88889,6.13631,21
cv_data4-4-28,1,1,0.666667,0,4,1.5,1,1,6,1,9,0,0.291667,1,3,1.58114,5
cv_data4-4-27,1,1,0.666667,0,4,1.5,1,1,6,1,14,0,0.416667,1,4.75,2.27761,7
cv_data4-6-24,1,1,0.666667,0,6,1,1,1,6,1,19,0,0.416667,1,8,5.16398,15
cv_data4-6-8,1,1,0.666667,0,6,1,1,1,6,0.833333,14,0,0.361111,1,8.2,5.34416,15
cv_data4-4-20,1,1,0.666667,0,4,1.5,1,1,6,1,14,0,0.458333,6,8.5,2.69258,13
cv_data3-6-26,1,1,0.6,0,6,0.833333,1,1,5,1,14,0,0.366667,1,3.83333,2.11476,7
cv_data4-7-34,1,1,0.666667,0,7,0.857143,1,1,6,1,17,0,0.357143,1,8,6.76123,22
cv_data5-10-32,1,1,0.714286,0,10,0.7,1,1,7,0.9,31,0,0.4,2,10.6667,5.07718,20
cv_data5-4-32,1,1,0.714286,0,4,1.75,1,1,7,1,19,0,0.5,1,3.75,2.68095,8
cv_data4-7-33,1,1,0.666667,0,7,0.857143,1,1,6,1,19,0,0.380952,1,7.14286,4.94046,14
cv_data4-6-28,1,1,0.666667,0,6,1,1,1,6,1,20,0,0.444444,2,7.33333,4.26875,15
cv_data3-7-30,1,1,0.6,0,7,0.714286,1,1,5,1,13,0,0.314286,3,7.71429,4.19913,16
cv_data5-5-19,1,1,0.714286,0,5,1.4,1,1,7,1,22,0,0.485714,3,7.6,5004,17
cv_data4-4-30,1,1,0.666667,0,4,1.5,1,1,6,1,10,0,0.333333,1,4.5,2.95804,9
cv_data4-7-15,1,1,0.666667,0,7,0.857143,1,1,6,1,20,0,0.380952,1,8.42857,5.49954,16
cv_data5-6-30,1,1,0.714286,0,6,1.16667,1,1,7,1,20,0,0.428571,1,11.1667,5.98377,19
cv_data4-7-17,1,1,0.666667,0,7,0.857143,1,1,6,0.857143,17,0,0.357143,3,11,5.06623,16
cv_data4-5-31,1,1,0.666667,0,5,1.2,1,1,6,1,17,0,0.466667,1,6.6,5004,13
cv_data4-5-34,1,1,0.666667,0,5,1.2,1,1,6,1,17,0,0.466667,1,6.4,4.17612,13
cv_data4-4-25,1,1,0.666667,0,4,1.5,1,1,6,1,14,0,0.458333,2,6,2.91548,10
cv_data5-7-18,1,1,0.714286,0,7,1,1,1,7,1,32,0,0.530612,1,9.42857,7.30669,25
cv_data3-8-17,1,1,0.6,0,8,625,1,1,5,0.75,10,0,225,2,10.6667,6.28932,21
cv_data4-6-15,1,1,0.666667,0,6,1,1,1,6,1,20,0,0.444444,2,8.83333,4.0586,15
cv_data5-7-7,1,1,0.714286,0,7,1,1,1,7,1,24,0,0.428571,2,13.7143,7.75913,26
cv_data4-7-14,1,1,0.666667,0,7,0.857143,1,1,6,1,21,0,0.428571,1,7.85714,5.69282,19
cv_data5-10-19,1,1,0.714286,0,10,0.7,1,1,7,1,36,0,0.457143,2,11.6,8.26075,25
cv_data5-8-29,1,1,0.714286,0,8,875,1,1,7,1,27,0,0.410714,1,9875,7.95986,26
cv_data3-8-7,1,1,0.6,0,8,625,1,1,5,1,16,0,325,1,6.25,3.34477,11
cv_data4-5-14,1,1,0.666667,0,5,1.2,1,1,6,1,16,0,0.433333,2,8.6,5.71314,18
cv_data5-7-16,1,1,0.714286,0,7,1,1,1,7,1,23,0,0.408163,1,7.14286,5.98638,18
cv_data4-5-19,1,1,0.666667,0,5,1.2,1,1,6,1,16,0,0.4,3,5.8,2.13542,9
cv_data3-5-8,1,1,0.6,0,5,1,1,1,5,1,11,0,0.36,1,4.6,3.2619,9
cv_data5-9-10,1,1,0.714286,0,9,0.777778,1,1,7,1,31,0,0.412698,2,10,6.84755,23
cv_data4-7-9,1,1,0.666667,0,7,0.857143,1,1,6,1,18,0,0.357143,1,7,5.60612,16
cv_data5-5-13,1,1,0.714286,0,5,1.4,1,1,7,1,23,0,0.514286,6,8.4,1.85472,11
cv_data4-6-3,1,1,0.666667,0,6,1,1,1,6,1,18,0,0.416667,4,9.5,4.34933,17
cv_data5-4-6,1,1,0.714286,0,4,1.75,1,1,7,1,14,0,0.392857,1,6,3.39116,10
