@RELATION 'Feature_CSP_2010-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 32'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE stats_table_count NUMERIC
@ATTRIBUTE stats_edge_density NUMERIC
@ATTRIBUTE stats_varcount NUMERIC
@ATTRIBUTE stats_branchingvars NUMERIC
@ATTRIBUTE stats_var_discrete NUMERIC
@ATTRIBUTE stats_arity_mean_normalised NUMERIC
@ATTRIBUTE stats_cts_per_var_mean_normalised NUMERIC
@ATTRIBUTE stats_conscount NUMERIC
@ATTRIBUTE normalised_width_of_graph NUMERIC
@ATTRIBUTE stats_cts_per_var_mean NUMERIC
@ATTRIBUTE normalised_mean_degree NUMERIC
@ATTRIBUTE clustering_coefficient NUMERIC
@ATTRIBUTE normalised_median_degree NUMERIC
@ATTRIBUTE normalised_width_of_ordering NUMERIC
@ATTRIBUTE stats_tightness_0 NUMERIC
@ATTRIBUTE stats_Local_Variance NUMERIC
@ATTRIBUTE stats_tightness_mean NUMERIC
@ATTRIBUTE stats_tightness_75 NUMERIC
@ATTRIBUTE stats_tightness_100 NUMERIC
@ATTRIBUTE stats_dom_0 NUMERIC
@ATTRIBUTE normalised_maximum_degree NUMERIC
@ATTRIBUTE mean_degree NUMERIC
@ATTRIBUTE normalised_standard_deviation_of_node_degree NUMERIC
@ATTRIBUTE stats_dom_50 NUMERIC
@ATTRIBUTE stats_tightness_25 NUMERIC
@ATTRIBUTE stats_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_25 NUMERIC
@ATTRIBUTE stats_tightness_mean_normalised NUMERIC
@ATTRIBUTE stats_literal_tightness_25 NUMERIC
@ATTRIBUTE normalised_minimum_degree NUMERIC
@ATTRIBUTE stats_literal_tightness_50 NUMERIC
@ATTRIBUTE stats_dom_75 NUMERIC

@DATA
geo50-20-d4-75-72_ext.xml.minion.gz,1,406,0.331429,50,50,50,0.04,0.04,406,0.24,16.24,0.3248,0.745115,0.32,0.46,172,0.691368,248.738916,263,317,20,0.5,16.24,0.087229,20,232,248,20,0.612657,23.076923,0.12,24.777778,20
geo50-20-d4-75-73_ext.xml.minion.gz,1,470,0.383673,50,50,50,0.04,0.04,470,0.26,18.8,0.376,0.720514,0.38,0.54,179,0.688361,249.776596,268,318,20,0.62,18.8,0.1198,20,230,251,20,0.53144,23.375,0.14,25.103448,20
geo50-20-d4-75-74_ext.xml.minion.gz,1,412,0.336327,50,50,50,0.04,0.04,412,0.24,16.48,0.3296,0.703782,0.34,0.42,193,0.691051,250.893204,269,323,20,0.56,16.48,0.113648,20,234,250,20,0.608964,23.444444,0.08,25,20
geo50-20-d4-75-75_ext.xml.minion.gz,1,446,0.364082,50,50,50,0.04,0.04,446,0.24,17.84,0.3568,0.72179,0.34,0.46,182,0.689399,251.609865,266,313,20,0.64,17.84,0.10646,20,235,251,20,0.564148,23.32,0.1,25.166667,20
geo50-20-d4-75-76_ext.xml.minion.gz,1,365,0.297959,50,50,50,0.04,0.04,365,0.2,14.6,0.292,0.718833,0.28,0.36,191,0.693771,248.890411,265,328,20,0.44,14.6,0.064992,20,233,248,20,0.681892,23.1,0.12,25,20
geo50-20-d4-75-77_ext.xml.minion.gz,1,444,0.362449,50,50,50,0.04,0.04,444,0.28,17.76,0.3552,0.739198,0.38,0.4,172,0.68949,249.191441,267,335,20,0.56,17.76,0.097616,20,232,249,20,0.561242,23.444444,0.18,24.913043,20
geo50-20-d4-75-78_ext.xml.minion.gz,1,388,0.316735,50,50,50,0.04,0.04,388,0.24,15.52,0.3104,0.739819,0.32,0.44,172,0.692369,250.072165,268,336,20,0.46,15.52,0.088926,20,232,249,20,0.644516,23.142857,0.08,24.857143,20
geo50-20-d4-75-79_ext.xml.minion.gz,1,383,0.312653,50,50,50,0.04,0.04,383,0.26,15.32,0.3064,0.75498,0.3,0.5,176,0.692661,251.381201,268,326,20,0.5,15.32,0.093504,20,235,251,20,0.656348,23.266667,0.14,25,20
geo50-20-d4-75-7_ext.xml.minion.gz,1,471,0.38449,50,50,50,0.04,0.04,471,0.28,18.84,0.3768,0.763665,0.39,0.52,158,0.688319,249.723992,266,329,20,0.62,18.84,0.132988,20,235,249,20,0.5302,23.1,0.06,24.909091,20
geo50-20-d4-75-80_ext.xml.minion.gz,1,386,0.315102,50,50,50,0.04,0.04,386,0.26,15.44,0.3088,0.726596,0.32,0.5,183,0.692485,251.243523,269,327,20,0.52,15.44,0.096926,20,231,251,20,0.65089,23.315789,0.08,25,20
geo50-20-d4-75-81_ext.xml.minion.gz,1,401,0.327347,50,50,50,0.04,0.04,401,0.2,16.04,0.3208,0.692155,0.31,0.48,189,0.691638,249.421446,266,332,20,0.54,16.04,0.100476,20,231,249,20,0.621999,23.142857,0.14,25.130435,20
geo50-20-d4-75-82_ext.xml.minion.gz,1,398,0.324898,50,50,50,0.04,0.04,398,0.22,15.92,0.3184,0.716305,0.31,0.5,181,0.691803,248.170854,265,320,20,0.5,15.92,0.096485,20,232,248,20,0.623545,23.166667,0.1,24.714286,20
geo50-20-d4-75-83_ext.xml.minion.gz,1,430,0.35102,50,50,50,0.04,0.04,430,0.26,17.2,0.344,0.720739,0.34,0.46,175,0.690148,248.874419,267,326,20,0.58,17.2,0.128125,20,231,249,20,0.578778,23.08,0.12,24.826087,20
geo50-20-d4-75-84_ext.xml.minion.gz,1,367,0.299592,50,50,50,0.04,0.04,367,0.24,14.68,0.2936,0.750601,0.3,0.38,179,0.693643,251.26703,268,328,20,0.46,14.68,0.076779,20,233,251,20,0.684651,23.333333,0.12,25.2,20
geo50-20-d4-75-85_ext.xml.minion.gz,1,418,0.341224,50,50,50,0.04,0.04,418,0.28,16.72,0.3344,0.751514,0.32,0.46,168,0.690743,250.602871,267,332,20,0.56,16.72,0.118459,20,232,249,20,0.599528,23.285714,0.1,25,20
geo50-20-d4-75-86_ext.xml.minion.gz,1,466,0.380408,50,50,50,0.04,0.04,466,0.26,18.64,0.3728,0.716218,0.34,0.6,175,0.688527,250.733906,267,330,20,0.6,18.64,0.138145,20,234,252,20,0.538056,23.285714,0.12,25,20
geo50-20-d4-75-87_ext.xml.minion.gz,1,441,0.36,50,50,50,0.04,0.04,441,0.28,17.64,0.3528,0.715722,0.34,0.52,183,0.689628,249.827664,266,349,20,0.56,17.64,0.125524,20,233,251,20,0.566503,23.227273,0.12,24.92,20
geo50-20-d4-75-88_ext.xml.minion.gz,1,354,0.28898,50,50,50,0.04,0.04,354,0.22,14.16,0.2832,0.714528,0.28,0.38,184,0.694496,250.680791,267,318,20,0.42,14.16,0.070921,20,234,251,20,0.708138,23.076923,0.1,25.083333,20
geo50-20-d4-75-89_ext.xml.minion.gz,1,442,0.360816,50,50,50,0.04,0.04,442,0.3,17.68,0.3536,0.723965,0.36,0.48,180,0.689582,252.038462,267,338,20,0.58,17.68,0.121091,20,234,251,20,0.570223,23.5,0.02,25,20
geo50-20-d4-75-8_ext.xml.minion.gz,1,477,0.389388,50,50,50,0.04,0.04,477,0.26,19.08,0.3816,0.749512,0.39,0.46,177,0.688075,249.872117,266,339,20,0.6,19.08,0.10997,20,233,249,20,0.523841,23.357143,0.16,24.947368,20
geo50-20-d4-75-90_ext.xml.minion.gz,1,474,0.386939,50,50,50,0.04,0.04,474,0.26,18.96,0.3792,0.736069,0.4,0.6,182,0.688197,249.078059,267,345,20,0.66,18.96,0.135762,20,232,249,20,0.525481,23.25,0.08,25,20
geo50-20-d4-75-91_ext.xml.minion.gz,1,375,0.306122,50,50,50,0.04,0.04,375,0.2,15,0.3,0.704083,0.3,0.4,169,0.693143,248.232,265,312,20,0.46,15,0.081976,20,231,248,20,0.661952,23.052632,0.14,24.866667,20
geo50-20-d4-75-92_ext.xml.minion.gz,1,411,0.33551,50,50,50,0.04,0.04,411,0.28,16.44,0.3288,0.753129,0.32,0.38,174,0.691104,250.377129,266,330,20,0.52,16.44,0.097255,20,235,250,20,0.60919,23.227273,0.1,25,20
geo50-20-d4-75-93_ext.xml.minion.gz,1,388,0.316735,50,50,50,0.04,0.04,388,0.22,15.52,0.3104,0.713855,0.3,0.42,191,0.692369,248.543814,264,323,20,0.52,15.52,0.099618,20,232,248,20,0.640577,23.153846,0.16,24.928571,20
geo50-20-d4-75-94_ext.xml.minion.gz,1,496,0.404898,50,50,50,0.04,0.04,496,0.3,19.84,0.3968,0.736841,0.41,0.46,150,0.687337,249.320565,266,319,20,0.6,19.84,0.124859,20,232,249,20,0.502662,23.36,0.14,25,20
geo50-20-d4-75-95_ext.xml.minion.gz,1,384,0.313469,50,50,50,0.04,0.04,384,0.24,15.36,0.3072,0.71949,0.29,0.4,186,0.692602,251.322917,268,320,20,0.54,15.36,0.099177,20,235,251,20,0.654487,23.25,0.12,24.941176,20
geo50-20-d4-75-96_ext.xml.minion.gz,1,429,0.350204,50,50,50,0.04,0.04,429,0.28,17.16,0.3432,0.756041,0.34,0.5,182,0.690196,250.298368,267,321,20,0.56,17.16,0.128832,20,233,249,20,0.583446,23.32,0.06,25.066667,20
geo50-20-d4-75-97_ext.xml.minion.gz,1,383,0.312653,50,50,50,0.04,0.04,383,0.26,15.32,0.3064,0.724776,0.32,0.44,177,0.692661,249.665796,266,315,20,0.52,15.32,0.118081,20,234,249,20,0.651869,23.166667,0.04,24.941176,20
geo50-20-d4-75-98_ext.xml.minion.gz,1,377,0.307755,50,50,50,0.04,0.04,377,0.22,15.08,0.3016,0.701954,0.29,0.52,182,0.693021,251.997347,270,316,20,0.52,15.08,0.086241,20,235,252,20,0.668428,23.428571,0.14,25.066667,20
geo50-20-d4-75-99_ext.xml.minion.gz,1,396,0.323265,50,50,50,0.04,0.04,396,0.26,15.84,0.3168,0.713841,0.3,0.5,178,0.691914,250.419192,265,337,20,0.52,15.84,0.091596,20,234,250,20,0.632372,23.2,0.1,24.944444,20
geo50-20-d4-75-9_ext.xml.minion.gz,1,451,0.368163,50,50,50,0.04,0.04,451,0.24,18.04,0.3608,0.716383,0.38,0.52,176,0.689175,249.716186,266,319,20,0.66,18.04,0.121059,20,234,248,20,0.553694,23.3125,0.14,25,20
geom-30a-3-ext.xml.minion.converted.minion.gz,1,81,0.186207,30,30,30,0.066667,0.066667,81,0.166667,5.4,0.18,0.662513,0.166667,0.2,324,0.725824,324,324,324,3,0.333333,5.4,0.071285,3,324,324,3,4,32,0.066667,33,3
geom-30a-4-ext.xml.minion.converted.minion.gz,1,81,0.186207,30,30,30,0.066667,0.066667,81,0.166667,5.4,0.18,0.662513,0.166667,0.2,263,0.725824,263,263,263,4,0.333333,5.4,0.071285,4,263,263,4,3.246914,26,0.066667,27,4
geom-30a-5-ext.xml.minion.converted.minion.gz,1,81,0.186207,30,30,30,0.066667,0.066667,81,0.166667,5.4,0.18,0.662513,0.166667,0.2,184,0.725824,184,184,184,5,0.333333,5.4,0.071285,5,184,184,5,2.271605,17,0.066667,21,5
geom-30a-6-ext.xml.minion.converted.minion.gz,1,81,0.186207,30,30,30,0.066667,0.066667,81,0.166667,5.4,0.18,0.662513,0.166667,0.2,169,0.725824,169,169,169,6,0.333333,5.4,0.071285,6,169,169,6,2.08642,14,0.066667,18,6
geom-40-2-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05,78,0.125,3.9,0.0975,0.569167,0.1,0.125,513,0.737481,513,513,513,2,0.15,3.9,0.034821,2,513,513,2,6.576923,47,0,53,2
geom-40-3-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05,78,0.125,3.9,0.0975,0.569167,0.1,0.125,324,0.737481,324,324,324,3,0.15,3.9,0.034821,3,324,324,3,4.153846,32,0,33,3
geom-40-4-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05,78,0.125,3.9,0.0975,0.569167,0.1,0.125,263,0.737481,263,263,263,4,0.15,3.9,0.034821,4,263,263,4,3.371795,26,0,27,4
geom-40-5-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05,78,0.125,3.9,0.0975,0.569167,0.1,0.125,184,0.737481,184,184,184,5,0.15,3.9,0.034821,5,184,184,5,2.358974,17,0,21,5
geom-40-6-ext.xml.minion.converted.minion.gz,1,78,0.1,40,40,40,0.05,0.05,78,0.125,3.9,0.0975,0.569167,0.1,0.125,169,0.737481,169,169,169,6,0.15,3.9,0.034821,6,169,169,6,2.166667,14,0,18,6
hanoi-3_ext.xml.minion.converted.minion.gz,1,5,0.333333,6,6,6,0.333333,0.333333,5,0.166667,1.666667,0.277778,0,0.333333,0.166667,880,0.805785,884.8,884,900,2,0.333333,1.666667,0.078567,27,880,880,2,176.96,88,0.166667,91.5,27
hanoi-4_ext.xml.minion.converted.minion.gz,1,13,0.142857,14,14,14,0.142857,0.142857,13,0.071429,1.857143,0.132653,0,0.142857,0.071429,961,0.77572,962,961,968,2,0.142857,1.857143,0.024995,81,961,961,81,74,96,0.071429,97,81
hanoi-5_ext.xml.minion.converted.minion.gz,1,29,0.066667,30,30,30,0.066667,0.066667,29,0.033333,1.933333,0.064444,0,0.066667,0.033333,984,0.762281,984.137931,984,986,2,0.066667,1.933333,0.008315,243,984,984,243,33.935791,?,0.033333,?,243
hanoi-6_ext.xml.minion.converted.minion.gz,1,61,0.032258,62,62,62,0.032258,0.032258,61,0.016129,1.967742,0.031738,0,0.032258,0.016129,994,0.755998,995.032787,995,998,2,0.032258,1.967742,0.00285,729,995,995,729,16.312013,?,0.016129,?,729
hanoi-7_ext.xml.minion.converted.minion.gz,1,125,0.015873,126,126,126,0.015873,0.015873,125,0.007937,1.984127,0.015747,0,0.015873,0.007937,996,0.752964,997.016,997,1000,2,0.015873,1.984127,0.000992,2187,997,997,2187,7.976128,?,0.007937,?,2187
hole-06_ext.xml.minion.converted.minion.gz,1,133,0.268293,42,42,42,0.052632,0.052632,133,0.261905,7,0.261905,0.454545,0.261905,0.261905,14,0.750892,247.052632,260,260,2,0.261905,11,0,2,260,260,2,1.857539,0.285714,0.261905,45.428571,2
hole-07_ext.xml.minion.converted.minion.gz,1,204,0.236364,56,56,56,0.039216,0.039216,204,0.232143,8,0.232143,0.461538,0.232143,0.232143,4,0.744759,249.960784,260,260,2,0.232143,13,0,2,260,260,2,1.225298,0,0.232143,46.375,2
hole-08_ext.xml.minion.converted.minion.gz,1,297,0.211268,72,72,72,0.030303,0.030303,297,0.208333,9,0.208333,0.466667,0.208333,0.208333,3,0.739176,252.212121,260,260,2,0.208333,15,0,2,260,260,2,0.849199,0,0.208333,47.111111,2
hole-09_ext.xml.minion.converted.minion.gz,1,415,0.191011,90,90,90,0.024096,0.024096,415,0.188889,10,0.188889,0.470588,0.188889,0.188889,1,0.734183,253.759036,260,260,2,0.188889,17,0,2,260,260,2,0.611468,0,0.188889,47.7,2
hole-10_ext.xml.minion.converted.minion.gz,1,561,0.174312,110,110,110,0.019608,0.019608,561,0.172727,11,0.172727,0.473684,0.172727,0.172727,1,0.729742,254.921569,260,260,2,0.172727,19,0,2,260,260,2,0.454406,0,0.172727,48.181818,2
jnh01_ext.xml.minion.converted.minion.gz,1,850,0.887071,100,100,100,0.051671,0.051671,850,0.79,43.92,0.8782,0.888071,0.88,0.94,0,0.871708,58.096471,71,260,2,0.96,87.82,0.037266,2,13,32,2,0.068349,2.904762,0.78,3.688889,2
jnh02_ext.xml.minion.converted.minion.gz,1,849,0.860606,100,100,100,0.049352,0.049352,849,0.71,41.9,0.852,0.866534,0.86,0.88,0,0.867225,65.375736,114,510,2,0.96,85.2,0.058,2,13,34,2,0.077003,3.268293,0.68,4.046512,2
jnh03_ext.xml.minion.converted.minion.gz,1,848,0.869495,100,100,100,0.049104,0.049104,848,0.74,41.64,0.8608,0.873993,0.87,0.89,0,0.868378,68.599057,114,510,2,0.96,86.08,0.052587,2,14,38,2,0.080895,3.325,0.68,4.322581,2
jnh04_ext.xml.minion.converted.minion.gz,1,850,0.858384,100,100,100,0.048941,0.048941,850,0.72,41.6,0.8498,0.863249,0.86,0.88,0,0.865625,64.205882,114,260,2,0.95,84.98,0.054148,2,14,38,2,0.075536,3.162791,0.67,4.1875,2
jnh05_ext.xml.minion.converted.minion.gz,1,845,0.862828,100,100,100,0.04916,0.04916,845,0.73,41.54,0.8542,0.867362,0.86,0.92,0,0.868629,68.777515,114,513,2,0.99,85.42,0.053126,2,13,38,2,0.081394,3.388889,0.72,4.2,2
jnh06_ext.xml.minion.converted.minion.gz,1,850,0.866667,100,100,100,0.048882,0.048882,850,0.73,41.55,0.858,0.871497,0.865,0.87,0,0.866284,65.863529,114,260,2,0.95,85.8,0.054314,2,14,52,2,0.077487,3.2,0.7,4.285714,2
jnh07_ext.xml.minion.converted.minion.gz,1,848,0.859192,100,100,100,0.049009,0.049009,848,0.72,41.56,0.8506,0.863382,0.86,0.88,0,0.866394,65.338443,114,510,2,0.98,85.06,0.052494,2,13,37,2,0.07705,3.333333,0.71,4.044444,2
jnh08_ext.xml.minion.converted.minion.gz,1,849,0.870707,100,100,100,0.048822,0.048822,849,0.75,41.45,0.862,0.87498,0.865,0.93,0,0.867655,69.546525,114,497,2,0.96,86.2,0.052096,2,14,38,2,0.081916,3.236842,0.69,4.42,2
jnh09_ext.xml.minion.converted.minion.gz,1,849,0.858182,100,100,100,0.048928,0.048928,849,0.73,41.54,0.8496,0.862041,0.85,0.88,0,0.865448,63.636042,114,513,2,0.98,84.96,0.05091,2,14,38,2,0.074954,3.27027,0.7,4.191489,2
jnh10_ext.xml.minion.converted.minion.gz,1,847,0.867475,100,100,100,0.049091,0.049091,847,0.74,41.58,0.8588,0.871799,0.87,0.87,0,0.868288,68.625738,114,510,2,0.99,85.88,0.051928,2,14,38,2,0.081022,3.428571,0.7,4.319149,2
jnh11_ext.xml.minion.converted.minion.gz,1,849,0.86303,100,100,100,0.048645,0.048645,849,0.72,41.3,0.8544,0.867678,0.86,0.89,0,0.865784,66.342756,114,513,2,0.95,85.44,0.053653,2,14,52,2,0.078142,3.372093,0.7,4.307692,2
jnh12_ext.xml.minion.converted.minion.gz,1,848,0.861414,100,100,100,0.049139,0.049139,848,0.72,41.67,0.8528,0.865456,0.86,0.91,0,0.867253,66.208726,114,510,2,0.98,85.28,0.051732,2,13,37,2,0.078076,3.25641,0.72,4.125,2
jnh13_ext.xml.minion.converted.minion.gz,1,849,0.867677,100,100,100,0.048645,0.048645,849,0.74,41.3,0.859,0.872802,0.86,0.93,0,0.867013,69.272085,114,497,2,0.95,85.9,0.055254,2,14,38,2,0.081593,3.486486,0.69,4.444444,2
jnh14_ext.xml.minion.converted.minion.gz,1,849,0.85899,100,100,100,0.049011,0.049011,849,0.71,41.61,0.8504,0.862944,0.85,0.88,0,0.866161,64.617197,114,513,2,0.98,85.04,0.051301,2,13,38,2,0.07611,3.288462,0.71,4.159091,2
jnh15_ext.xml.minion.converted.minion.gz,1,847,0.862828,100,100,100,0.048642,0.048642,847,0.74,41.2,0.8542,0.867554,0.855,0.89,0,0.867306,69.766234,114,510,2,0.98,85.42,0.053594,2,14,38,2,0.082369,3.382353,0.68,4.369565,2
jnh16_ext.xml.minion.converted.minion.gz,1,849,0.86404,100,100,100,0.049117,0.049117,849,0.73,41.7,0.8554,0.868121,0.865,0.88,0,0.866279,63.413428,114,513,2,0.96,85.54,0.050822,2,14,38,2,0.074692,3.354167,0.72,4.243243,2
jnh17_ext.xml.minion.converted.minion.gz,1,847,0.855152,100,100,100,0.048725,0.048725,847,0.71,41.27,0.8466,0.860347,0.85,0.89,0,0.866245,67.547816,114,510,2,0.97,84.66,0.056661,2,14,38,2,0.079749,3.295455,0.68,4.289474,2
jnh18_ext.xml.minion.converted.minion.gz,1,849,0.868283,100,100,100,0.049081,0.049081,849,0.74,41.67,0.8596,0.873231,0.86,0.92,0,0.867871,67.540636,114,497,2,0.96,85.96,0.054404,2,14,38,2,0.079553,3.461538,0.69,4.25641,2
jnh19_ext.xml.minion.converted.minion.gz,1,850,0.855556,100,100,100,0.0488,0.0488,850,0.7,41.48,0.847,0.860595,0.855,0.89,0,0.865383,64.424706,114,260,2,0.97,84.7,0.055182,2,14,38,2,0.075794,3.272727,0.68,4.229167,2
jnh201_ext.xml.minion.converted.minion.gz,1,800,0.873333,100,100,100,0.051925,0.051925,800,0.78,41.54,0.8646,0.87476,0.87,0.92,0,0.872395,57.04125,71,260,2,0.95,86.46,0.040925,2,12,32,2,0.071302,2.9,0.74,3.625,2
jnh202_ext.xml.minion.converted.minion.gz,1,799,0.843838,100,100,100,0.049562,0.049562,799,0.7,39.6,0.8354,0.850174,0.845,0.85,0,0.867685,64.406758,114,510,2,0.96,83.54,0.05999,2,13,34,2,0.080609,3.188679,0.68,4,2
jnh203_ext.xml.minion.converted.minion.gz,1,798,0.851717,100,100,100,0.048897,0.048897,798,0.72,39.02,0.8432,0.85704,0.845,0.89,0,0.868572,69.87594,114,510,2,0.97,84.32,0.056087,2,14,38,2,0.087564,3.463415,0.65,4.333333,2
jnh204_ext.xml.minion.converted.minion.gz,1,800,0.84303,100,100,100,0.048925,0.048925,800,0.69,39.14,0.8346,0.849111,0.84,0.92,0,0.866004,64.62625,114,260,2,0.94,83.46,0.058265,2,14,38,2,0.080783,3.333333,0.66,4.2,2
jnh205_ext.xml.minion.converted.minion.gz,1,797,0.844444,100,100,100,0.048996,0.048996,797,0.71,39.05,0.836,0.850043,0.84,0.87,0,0.867611,67.337516,114,513,2,0.96,83.6,0.057044,2,14,38,2,0.084489,3.289474,0.68,4.3,2
jnh206_ext.xml.minion.converted.minion.gz,1,799,0.851111,100,100,100,0.048849,0.048849,799,0.71,39.03,0.8426,0.85743,0.86,0.88,0,0.867552,68.503129,114,497,2,0.95,84.26,0.058934,2,14,40,2,0.085736,3.4,0.66,4.212121,2
jnh207_ext.xml.minion.converted.minion.gz,1,800,0.844242,100,100,100,0.0492,0.0492,800,0.69,39.36,0.8358,0.84949,0.845,0.89,0,0.866343,63.22875,114,260,2,0.97,83.58,0.05586,2,13,38,2,0.079036,3.172414,0.68,4.117647,2
jnh208_ext.xml.minion.converted.minion.gz,1,797,0.847475,100,100,100,0.048959,0.048959,797,0.72,39.02,0.839,0.852951,0.84,0.86,0,0.868395,69.331242,114,510,2,0.99,83.9,0.05693,2,14,38,2,0.08699,3.512821,0.61,4.257143,2
jnh209_ext.xml.minion.converted.minion.gz,1,800,0.845253,100,100,100,0.048775,0.048775,800,0.69,39.02,0.8368,0.851972,0.845,0.87,0,0.866022,65.50625,114,260,2,0.95,83.68,0.060413,2,14,38,2,0.081883,3.176471,0.66,4.28,2
jnh20_ext.xml.minion.converted.minion.gz,1,846,0.860808,100,100,100,0.049007,0.049007,846,0.73,41.46,0.8522,0.865731,0.86,0.91,0,0.868054,68.660757,114,513,2,0.99,85.22,0.054214,2,14,38,2,0.081159,3.351351,0.72,4.297872,2
jnh210_ext.xml.minion.converted.minion.gz,1,799,0.843636,100,100,100,0.048974,0.048974,799,0.71,39.13,0.8352,0.849151,0.84,0.88,0,0.866395,65.003755,114,510,2,0.95,83.52,0.057471,2,13,37,2,0.081356,3.292683,0.68,4.090909,2
jnh211_ext.xml.minion.converted.minion.gz,1,798,0.849899,100,100,100,0.048672,0.048672,798,0.71,38.84,0.8414,0.856507,0.86,0.92,0,0.868227,71.234336,114,510,2,0.95,84.14,0.059683,2,14,38,2,0.089266,3.305556,0.65,4.428571,2
jnh212_ext.xml.minion.converted.minion.gz,1,800,0.845657,100,100,100,0.04915,0.04915,800,0.7,39.32,0.8372,0.851695,0.845,0.91,0,0.866464,63.21125,114,260,2,0.97,83.72,0.058277,2,13,38,2,0.079014,3.302326,0.68,4.18,2
jnh213_ext.xml.minion.converted.minion.gz,1,797,0.842626,100,100,100,0.048858,0.048858,797,0.7,38.94,0.8342,0.848091,0.84,0.84,0,0.867298,67.735257,114,510,2,0.99,83.42,0.057117,2,14,38,2,0.084988,3.194444,0.64,4.235294,2
jnh214_ext.xml.minion.converted.minion.gz,1,799,0.848081,100,100,100,0.048736,0.048736,799,0.7,38.94,0.8396,0.854652,0.85,0.85,0,0.867218,68.272841,114,497,2,0.95,83.96,0.060099,2,14,52,2,0.085448,3.361111,0.66,4.235294,2
jnh215_ext.xml.minion.converted.minion.gz,1,800,0.839192,100,100,100,0.048725,0.048725,800,0.7,38.98,0.8308,0.844107,0.84,0.85,0,0.865605,65.41,114,260,2,0.95,83.08,0.055564,2,14,38,2,0.081763,3.348837,0.65,4.055556,2
jnh216_ext.xml.minion.converted.minion.gz,1,797,0.846465,100,100,100,0.048708,0.048708,797,0.72,38.82,0.838,0.852705,0.845,0.9,0,0.868104,70.398996,114,510,2,0.99,83.8,0.058447,2,14,38,2,0.08833,3.428571,0.68,4.369565,2
jnh217_ext.xml.minion.converted.minion.gz,1,800,0.849495,100,100,100,0.049237,0.049238,800,0.7,39.39,0.841,0.855555,0.85,0.88,0,0.866444,62.35625,72,260,2,0.96,84.1,0.058198,2,14,38,2,0.077945,3.263158,0.69,4.25,2
jnh218_ext.xml.minion.converted.minion.gz,1,797,0.839798,100,100,100,0.048921,0.048921,797,0.69,38.99,0.8314,0.845251,0.84,0.87,0,0.86698,67.048934,114,510,2,0.97,83.14,0.057931,2,14,37,2,0.084127,3.25641,0.64,4.153846,2
jnh219_ext.xml.minion.converted.minion.gz,1,799,0.847071,100,100,100,0.048648,0.048648,799,0.71,38.87,0.8386,0.853379,0.845,0.92,0,0.867587,69.629537,114,497,2,0.94,83.86,0.058737,2,14,40,2,0.087146,3.325,0.66,4.393939,2
jnh220_ext.xml.minion.converted.minion.gz,1,800,0.843636,100,100,100,0.049037,0.049037,800,0.69,39.23,0.8352,0.849028,0.845,0.91,0,0.865732,62.68125,114,260,2,0.95,83.52,0.056982,2,14,38,2,0.078352,3.25641,0.68,4.219512,2
jnh301_ext.xml.minion.converted.minion.gz,1,900,0.89899,100,100,100,0.051711,0.051711,900,0.81,46.54,0.89,0.899903,0.89,0.94,0,0.871328,57.613333,71,260,2,0.96,89,0.035749,2,13,32,2,0.064015,2.901639,0.79,3.666667,2
jnh302_ext.xml.minion.converted.minion.gz,1,898,0.876768,100,100,100,0.04941,0.04941,898,0.75,44.37,0.868,0.880358,0.87,0.9,0,0.86752,65.864143,114,510,2,0.99,86.8,0.049295,2,13,34,2,0.073345,3.276596,0.72,4.159091,2
jnh303_ext.xml.minion.converted.minion.gz,1,899,0.884242,100,100,100,0.048699,0.048699,899,0.75,43.78,0.8754,0.888256,0.89,0.9,0,0.866822,68.770857,114,497,2,0.96,87.54,0.050347,2,14,40,2,0.076497,3.473684,0.71,4.357143,2
jnh304_ext.xml.minion.converted.minion.gz,1,900,0.876768,100,100,100,0.049078,0.049078,900,0.74,44.17,0.868,0.880818,0.88,0.91,0,0.865824,64.424444,114,260,2,0.97,86.8,0.050794,2,14,38,2,0.071583,3.304348,0.72,4.104167,2
jnh305_ext.xml.minion.converted.minion.gz,1,896,0.883636,100,100,100,0.049085,0.049085,896,0.76,43.98,0.8748,0.886619,0.89,0.9,0,0.868599,69.743304,114,510,2,0.97,87.48,0.046206,2,14,38,2,0.077839,3.454545,0.73,4.222222,2
jnh306_ext.xml.minion.converted.minion.gz,1,899,0.877576,100,100,100,0.049199,0.049199,899,0.74,44.23,0.8688,0.88135,0.875,0.93,0,0.865933,63.225806,72,513,2,0.97,86.88,0.050265,2,13,38,2,0.070329,3.177778,0.69,4.139535,2
jnh307_ext.xml.minion.converted.minion.gz,1,897,0.87596,100,100,100,0.048595,0.048595,897,0.75,43.59,0.8672,0.879273,0.87,0.9,0,0.866601,69.605351,114,510,2,0.99,86.72,0.047981,2,14,38,2,0.077598,3.479167,0.73,4.23913,2
