@RELATION 'FEATURE_VALUES-SAT12-INDU-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.SymmetricalUncertAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 16'

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC

@DATA
SAT_Competition2007/industrial/industrial/crypto/mizh-md5-48-5.cnf,1,0.9694,0.6089,0.0384,1.502,2.3602,0.0205,0.4885,157595,0.0483,0.1696,0.0002,0.0005,0.1579,0.0001,0,0.5914
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/ACG-20-10p1.cnf,1,2.2905,0.7945,0.1577,0.5219,2.3615,0.1353,0.875,1199091,0.039,0.2092,0,0.0001,0.0865,0,0,0.8
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-alu4mul.cnf,1,2.0429,3.6102,0.0712,0.0057,1.9392,0.1546,2.2483,30392,0.0968,0.1549,0.0267,0.1081,0.3006,0.0002,0.0002,3.3286
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-15-s.cnf,1,3.1086,0.5176,0.1574,2.2454,2.8219,0.2446,0.5095,280441,0.0319,0.1674,0.0001,0.0001,0.2022,0,0,0.5008
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin.cnf,1,1.6253,1.0386,0.065,1.1192,1.7187,0.0821,1.0531,707834,0.0477,0.2402,0.0007,0.0015,0.9999,0,0,1.118
SAT_RACE2008/ibm-2004-01-k90.cnf,1,3.0442,1.0046,0.1445,0.8505,3.1401,0.1717,0.7817,212546,0.0892,0.1645,0.0006,0.0014,0.2337,0,0,0.878
SAT_Competition2011/SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k45-bc57sensorsp1-tseitin.cnf,1,2.897,1.976,0.1354,3.1325,2.8907,0.1847,1.0715,70098,0.3083,0.2186,0.0149,0.0234,0.9998,0.0001,0,1.6331
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/mizh-sha0-36-3.cnf,1,0.8225,0.5123,0.0382,1.4352,2.5567,0.0189,0.5195,120276,0.0447,0.171,0.0002,0.0005,0.2106,0.0001,0,0.5014
SAT_Competition2007/industrial/industrial/palacios/medium/blocks-4-ipc5-h21-unknown.cnf,1,4.2176,2.2682,0.3374,11.3104,5.7083,0.3921,1.9615,651449,0.422,0.0171,0.0061,0.0062,0.5,0.0003,0,2.9525
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/c32sat/post-cbmc-aes-ele-noholes.cnf,1,2.2611,2.4239,0.081,44.4789,3.4972,0.0741,2.2633,261620,0.4397,0.0228,0.001,0.0208,0.4994,0.0001,0,1.9455
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_35.renamed-as.sat05-1921.cnf,1,0.2847,0.0033,0.0012,0,0.5905,0.5277,0.0738,211785,0,0.0058,0.0021,0.0021,0,0.0021,0.0006,0.0033
SAT_RACE2008/post-c32s-gcdm16-23.cnf,1,1.6474,1.273,0.1052,8.0676,2.6988,0.0609,1.2703,103664,0.084,0.1442,0.0008,0.0021,0.2556,0.0001,0,1.0078
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.0-14.cnf,1,3.8605,1.8009,0.2111,0.2119,3.9466,0.2798,1.3418,26217,0.076,0.0753,0.0187,0.041,0.4772,0.0009,0.0004,1.4825
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E07N15.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/vange-col-abb313GPIA-9-c.cnf,1,1.3217,0.2994,0.2887,0.0026,4.9256,0.2747,0.2878,479096,0.5,0.013,0.0002,0.0028,1,0,0,1.9878
SAT_Competition2007/industrial/industrial/babic/dspam/dspam_dump_vc1081.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.1-01.cnf,1,4.0371,3.3798,0.3273,0.7116,5.2302,0.514,2.3482,4556547,0.3607,0.0178,0.0011,0.0043,0.5,0,0,2.4637
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-31-s100.cnf,1,2.3683,0.7942,0.1536,1.227,2.4694,0.184,0.759,60326,0.056,0.2405,0.0014,0.0018,0.172,0.0001,0.0001,0.9248
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/aprove09/AProVE09-22.cnf,1,2.1136,1.1156,0.0874,1.0956,2.4996,0.0699,1.0228,26445,0.1145,0.2085,0.0099,0.0187,0.2531,0.0003,0.0002,1.412
SAT_Competition2009/APPLICATION/SAT_RACE06/een-tip-uns-nusmv-t5.B.cnf,1,3.3025,0.8363,0.156,4.8499,3.1391,0.1871,0.7689,50218,0.1416,0.2017,0.0024,0.005,1,0.0001,0,0.8092
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-g8n.cnf,1,3.177,1.3145,0.1506,5.0468,3.3597,0.1942,1.1796,47071,0.1483,0.1376,0.0048,0.0115,0.4562,0.0002,0.0001,1.4561
SAT_Competition2011/SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1,1.793,0.3063,0.0707,0.6913,2.6786,0.0526,0.2847,1432,0.1309,0.2081,0.0091,0.0237,0.135,0.0047,0.0035,0.3406
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/dated-5-15-u.cnf,1,3.1086,0.4931,0.1578,2.2512,2.7792,0.2459,0.49,274294,0.0319,0.1704,0.0001,0.0001,0.2023,0,0,0.4839
SAT-Race-2010-CNF/software-verification/babic/itox_vc1138.cnf,1,1.7663,5.2283,0.0959,2.6083,2.071,0.0881,2.8318,198589,0.1241,0.2103,0.0121,0.0428,1,0,0,3.8398
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,2.0728,2.0188,0.1815,1.7234,2.1123,0.1594,1.6611,133536,0.1749,0.1962,0.0013,0.0038,0.2432,0,0,1.8952
SAT-Race-2010-CNF/hardware-verification/manolios/f7idw.cnf,1,2.7419,1.5285,0.1566,5.3701,2.9248,0.1818,1.4052,326692,0.1489,0.1264,0.0009,0.0018,0.4548,0,0,1.978
SAT-Race-2010-CNF/hardware-verification/manolios/c7n.cnf,1,3.2379,1.2781,0.1656,4.7113,3.4593,0.1975,1.1818,33742,0.1564,0.1427,0.0056,0.0165,0.4329,0.0003,0.0001,1.293
SAT_RACE2008/mizh-md5-47-5.cnf,1,0.9786,0.6044,0.0385,1.5062,2.368,0.0207,0.486,154025,0.0483,0.17,0.0002,0.0005,0.1579,0.0001,0,0.5867
SAT_Competition2011/SAT11/application/leberre/2dimensionalstrippacking/E05F20.cnf,1,1.2135,3.7387,0.2294,0.1697,1.6473,0.3746,1.2573,468974,0.2478,0.019,0.0173,0.0174,0.5,0.0008,0,4.1357
SAT_Competition2007/industrial/industrial/babic/hsatv17/hsat_vc12016.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bioinfo/q_query_3_l43_lambda.cnf,1,3.1553,1.4299,0.1634,3.2513,3.0644,0.3606,1.8644,62781,0.1226,0.1153,0.0041,0.0043,1,0.0002,0,1.1712
SAT-Race-2010-CNF/hardware-verification/manolios/c8idw_s.cnf,1,2.8856,1.5836,0.1509,4.6452,3.004,0.1703,1.4633,157825,0.1492,0.1373,0.0052,0.0105,0.4619,0.0001,0,1.9307
SAT_RACE2008/manol-pipe-g8nidw.cnf,1,2.88,1.324,0.1528,5.0606,3.1053,0.1816,1.2457,152134,0.1481,0.1314,0.0016,0.0038,0.4612,0.0001,0,1.5962
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1130.cnf,1,1.783,5.2424,0.0964,2.6744,2.0827,0.0884,2.8316,197664,0.1216,0.2099,0.0121,0.043,1,0,0,3.8721
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/UTI-20-10p0.cnf,1,2.9027,0.7304,0.1493,0.8771,3.068,0.2236,0.6447,942285,0.0461,0.1468,0,0.0001,0.0861,0,0,0.8378
SAT_Competition2011/SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1,0.0335,0.0054,0.002,0,0.7452,0.5235,0.0846,76775,0,0.0081,0.0042,0.0042,0,0.0042,0.0012,0.0054
SAT_Competition2011/SAT07/industrial/anbulagan/hard-unsat/dated-10-17-u.cnf,1,3.1308,0.5536,0.1585,2.6804,2.8662,0.2398,0.556,393294,0.0304,0.1586,0.0001,0.0001,0.1922,0,0,0.5054
SAT_Competition2007/industrial/industrial/babic/xinetd/itox_vc1216.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
SAT-Race-2010-CNF/mixed/bioinf/ndhf_xits_13_UNSAT.cnf,1,2.5287,1.1334,0.2938,0.6078,4.1952,0.2698,0.9924,269831,0.0079,0.0063,0.0048,0.0095,0.1871,0.0016,0,0.8798
SAT_RACE2006/SAT-Race_TS_1/velev-pipe-1.0-09.cnf,1,4.2466,6.9967,0.276,0.1143,5.3993,0.5808,4.3834,8734216,0.2273,0.0121,0.0043,0.0065,0.5,0,0,6.7219
SAT_RACE2006/SAT-Race_TS_2/aloul-sr06-chnl10-13.cnf,1,0,0,0,0.1111,0,0,0,1560,0.1946,0.15,0.0077,0.0154,0.1947,0.0077,0.0744,0
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs016.cnf,1,1.8815,0.5042,0.0733,0.8159,1.8641,0.0927,0.5848,10390,0.0488,0.2468,0.0038,0.0099,0.2792,0.0005,0.0005,0.7591
SAT_Competition2009/APPLICATION/SAT07/industrial/grieu/vmpc_30.cnf,1,0.3102,0.0042,0.0015,0,0.6595,0.526,0.0787,133080,0,0.0068,0.0029,0.0029,0,0.0029,0.0009,0.0042
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-10-11-s.cnf,1,2.8578,0.4365,0.1606,1.1333,2.5324,0.2691,0.4535,479001,0.0314,0.1854,0.0001,0.0001,0.1379,0,0,0.4472
SAT_Competition2011/SAT03/industrial/simon/sat02/6pipe_6_ooo.shuffled-as.sat03-413.cnf,1,4.3219,3.289,0.2988,0.1843,4.8548,0.5126,2.2217,536137,0.4999,0.0269,0.0074,0.0148,0.5,0.0001,0,2.8767
SAT_Competition2011/SAT09/APPLICATIONS/diagnosis/ACG-15-5p1.cnf,1,2.4933,0.7751,0.1592,0.6048,2.4479,0.1553,0.8177,671306,0.0394,0.2033,0.0001,0.0001,0.1596,0,0,0.821
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k45.cnf,1,3.2023,0.7088,0.1595,3.5517,3.1624,0.1798,0.8079,63935,0.1079,0.1867,0.0009,0.0019,0.4524,0.0001,0.0001,0.7175
SAT_Competition2011/SAT09/APPLICATIONS/bioinfo/q_query_3_l46_lambda.cnf,1,3.1443,1.4706,0.1635,3.1944,3.0494,0.3637,1.9181,68970,0.1247,0.1144,0.004,0.0041,1,0.0002,0,1.2114
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/dated-5-13-s.cnf,1,3.0745,0.468,0.1573,2.1235,2.7599,0.2483,0.467,254622,0.0321,0.175,0.0001,0.0002,0.2053,0,0,0.4721
SAT_RACE2006/SAT-Race-Benchmarks/velev-pipe-sat-1.0-b10.cnf,1,4.251,6.9937,0.276,0.1143,5.3958,0.5811,4.3846,8758283,0.2273,0.0121,0.0043,0.0065,0.5,0,0,6.718
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-07.cnf,1,1.0519,0.586,0.0423,1.4381,2.3479,0.0249,0.4568,162397,0.0576,0.1745,0.0004,0.0007,0.2389,0.0001,0,0.5355
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-1_11-k25.cnf,1,3.4636,1.3404,0.1541,2.5525,3.5378,0.1874,1.1104,147036,0.0973,0.1503,0.0011,0.0025,0.4969,0.0001,0,1.2985
SAT_Competition2009/APPLICATION/SAT07/industrial/palacios/medium/blocks-4-ipc5-h22-unknown.cnf,1,4.2037,2.2761,0.3368,11.7334,5.7156,0.3911,1.9547,661069,0.4309,0.0176,0.006,0.0062,0.5,0.0003,0,2.9707
SAT_RACE2008/mizh-sha0-36-4.cnf,1,0.8222,0.5122,0.0382,1.4339,2.5571,0.0189,0.5196,120343,0.0447,0.171,0.0002,0.0005,0.2106,0.0001,0,0.5013
SAT_RACE2006/SAT-Race-Benchmarks/velev-vliw-sat-2.0-b6.cnf,1,4.0226,3.6816,0.2413,0.1766,4.8318,0.3368,3.4318,8005148,0.5,0.025,0.0059,0.0062,0.5,0,0,3.8081
SAT-Race-2010-CNF/mixed/grieu/vmpc_31.cnf,1,0.3038,0.004,0.0015,0,0.6461,0.5264,0.0776,146909,0,0.0065,0.0027,0.0027,0,0.0027,0.0008,0.004
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom26.cnf,1,2.1792,2.3473,0.2463,1.5153,2.3307,0.2087,2.0093,161055,0.2402,0.1804,0.0011,0.0032,0.2404,0,0,2.6539
SAT_RACE2006/SAT-Race-Benchmarks/grieu-vmpc-s05-34.cnf,1,0.2903,0.0034,0.0013,0,0.6027,0.5274,0.0747,194072,0,0.006,0.0023,0.0023,0,0.0023,0.0007,0.0035
SAT_RACE2006/SAT-Race_TS_1/een-tipb-sr06-tc6b.cnf,1,3.3051,0.843,0.1578,5.5755,3.1367,0.1895,0.7722,30165,0.1448,0.2027,0.0041,0.0083,1,0.0002,0,0.817
SAT_RACE2008/grieu-vmpc-27.cnf,1,0.0208,0.0048,0.0018,0,0.7049,0.5246,0.0821,96849,0,0.0075,0.0036,0.0036,0,0.0036,0.0011,0.0049
SAT-Race-2010-CNF/hardware-verification/velev/11pipe_11_ooo.cnf,1,4.2103,4.2053,0.2832,0.1348,5.1632,0.5489,2.8482,4155136,0.2939,0.0187,0.0055,0.0113,0.5,0,0,3.4763
SAT_Competition2007/industrial/industrial/anbulagan/medium-unsat/total-5-13-u.cnf,1,3.0704,0.4429,0.158,2.0753,2.7122,0.2519,0.4499,330007,0.0319,0.1761,0.0001,0.0001,0.2002,0,0,0.4497
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/minxorminand/minxorminand064.cnf,1,2.6728,1.4927,0.2634,7.2442,3.3081,0.1981,1.0563,48581,0.0949,0.1,0.0027,0.0071,0.4486,0.0002,0.0001,1.4463
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/bitverif/mulhs/mulhs032.cnf,1,1.6763,0.6926,0.0669,0.7582,1.6375,0.0963,0.8311,42760,0.0487,0.25,0.0017,0.0047,0.2792,0.0001,0.0001,1.0703
SAT_Competition2009/APPLICATION/SAT_RACE06/velev-vliw-uns-4.0-9C1.cnf,1,4.0721,6.6383,0.2523,0.1323,4.3618,0.4428,1.3191,1789068,0.3595,0.0475,0.0099,0.0199,0.5,0,0,4.6846
SAT_Competition2009/APPLICATION/SAT07/industrial/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.cnf,1,4.2629,6.4535,0.2634,0.2484,4.4716,0.3443,4.3478,3532144,0.3412,0.0476,0.008,0.015,1,0,0,5.9766
SAT_RACE2006/SAT-Race-Benchmarks/een-pico-prop05-50.cnf,1,3.0151,1.1694,0.201,2.7119,3.0613,0.2013,0.8056,65560,0.1399,0.2101,0.001,0.0029,0.6976,0.0001,0,0.8742
SAT_RACE2006/SAT-Race-Benchmarks/mizh-md5-47-3.cnf,1,0.9811,0.604,0.0385,1.5106,2.3705,0.0207,0.4858,153779,0.0485,0.1699,0.0002,0.0005,0.1579,0.0001,0,0.5862
SAT_Competition2011/SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1,2.5145,1.2742,0.1635,2.9273,2.9345,0.1636,1.4495,1381688,0.5,0.1815,0.0001,0.0002,0.5,0,0,1.4007
SAT_RACE2008/vange-col-abb313GPIA-9-c.cnf,1,1.3217,0.2994,0.2887,0.0026,4.9256,0.2747,0.2878,479096,0.5,0.013,0.0002,0.0028,1,0,0,1.9878
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/diagnosis/UTI-20-5p1.cnf,1,2.8848,0.7451,0.1489,0.8538,3.0256,0.2234,0.659,838748,0.054,0.1453,0.0001,0.0001,0.0893,0,0,0.8478
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-14-s100.cnf,1,2.3663,0.7968,0.1526,1.3993,2.4641,0.1828,0.7548,53990,0.0559,0.2411,0.0016,0.002,0.1708,0.0002,0.0001,0.9412
SAT_Competition2007/industrial/industrial/anbulagan/hard-sat/partial-5-19-s.cnf,1,2.8377,0.5839,0.164,0.9516,2.5934,0.2609,0.5395,793828,0.0299,0.1696,0,0.0001,0.13,0,0,0.5698
SAT_Competition2011/SAT11/application/fuhs/AProVE11/AProVE11-15.cnf,1,1.4789,0.8164,0.061,0.9057,2.4922,0.0413,1.2044,172897,0.066,0.2025,0.0025,0.0027,0.3026,0,0,1.1414
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/satComp09_BioInstances/ndhf_xits_15_UNKNOWN.cnf,1,2.2962,1.1443,0.3059,0.5535,4.0614,0.2471,1.0323,329509,0.0397,0.0062,0.0042,0.0083,0.1846,0.0014,0,0.8832
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/grid-strips-grid-y-4.025-NOTKNOWN.cnf,1,1.1015,3.9022,0.077,0.5119,1.1386,0.2944,0.3345,1676775,0.0244,0.1112,0.0014,0.0015,0.5,0,0,4.7426
SAT_Competition2011/SAT09/APPLICATIONS/satComp09_BioInstances/rbcl_xits_09_UNKNOWN.cnf,1,2.3353,1.0847,0.2909,0.6418,4.0373,0.2629,0.9207,78593,0.0216,0.0111,0.0084,0.0166,0.1698,0.0031,0.0001,0.8495
SAT_Competition2011/SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf,1,2.5292,1.9297,0.1742,4.9178,2.8737,0.1465,1.7074,139828,0.1514,0.1991,0.0047,0.0091,0.4999,0.0001,0,2.1112
SAT_RACE2008/narain-vpn-clauses-10.cnf,1,1.7079,21.5128,0.1567,2.2213,1.2077,0.3241,4.916,3432388,0.2313,0.2054,0.0119,0.0119,0.5,0,0,27.8291
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-17-u.cnf,1,3.1,0.5463,0.1606,2.4669,2.8343,0.2415,0.5453,534198,0.0305,0.1587,0.0001,0.0001,0.2029,0,0,0.4992
SAT_Competition2007/industrial/industrial/palacios/medium/safe-30-h30-sat.cnf,1,4.1022,1.8208,0.2886,17.9275,5.1732,0.3766,0.8275,169803,0.1625,0.0422,0.0088,0.0094,0.2877,0.0007,0,2.1941
SAT_Competition2007/industrial/industrial/anbulagan/medium-sat/partial-5-11-s.cnf,1,2.8726,0.4359,0.1605,1.1266,2.5344,0.2693,0.4528,417100,0.0326,0.1856,0.0001,0.0001,0.134,0,0,0.4465
SAT_RACE2006/SAT-Race_TS_2/manol-pipe-c6nidw.cnf,1,2.8421,1.471,0.1533,5.111,2.9926,0.1796,1.398,213593,0.1478,0.1291,0.0018,0.0042,0.4617,0.0001,0,1.8008
SAT_Competition2009/APPLICATION/SAT09/APPLICATIONS/crypto/desgen/gss-23-s100.cnf,1,2.3635,0.7986,0.1527,1.2565,2.4603,0.1826,0.7595,58435,0.0558,0.2405,0.0015,0.0018,0.1713,0.0001,0.0001,0.9354
SAT_RACE2006/SAT-Race_TS_1/manol-pipe-c8n.cnf,1,3.047,1.4488,0.1543,5.2373,3.1903,0.1981,1.3257,64522,0.15,0.1334,0.0044,0.0101,0.4559,0.0002,0.0001,1.5811
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-27.cnf,1,2.5713,3.1498,0.1284,1.1404,2.5751,0.1289,2.7875,19862,0.1064,0.1818,0.1203,0.1557,0.2634,0.0005,0.0003,4.4282
SAT_RACE2008/ibm-2002-22r-k75.cnf,1,3.6848,1.1991,0.1665,2.1144,3.667,0.22,0.98,445382,0.1015,0.1378,0.0003,0.0008,0.4755,0,0,1.2185
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-10-15-u.cnf,1,3.0716,0.4986,0.1605,2.5299,2.7717,0.2436,0.505,464488,0.0303,0.1643,0.0001,0.0001,0.2013,0,0,0.4648
SAT_Competition2011/SAT09/APPLICATIONS/bitverif/countbitssrl/countbitssrl064.cnf,1,1.6859,1.714,0.0528,1.7422,1.7269,0.0767,1.3908,139451,0.0519,0.1964,0.0018,0.0041,0.2852,0,0,1.8193
SAT_Competition2007/industrial/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,3.0563,0.4883,0.1596,2.0124,2.7334,0.249,0.4815,427478,0.0319,0.1707,0.0001,0.0001,0.1996,0,0,0.4807
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-sat-1.0-03.cnf,1,4.251,6.9937,0.276,0.1143,5.3961,0.5811,4.3846,8758241,0.2273,0.0121,0.0043,0.0065,0.5,0,0,6.718
SAT_Competition2011/SAT11/application/manthey/traffic/traffic_3b_unknown.cnf,1,1.5295,1.9375,0.0473,0.0808,4.146,0.0231,1.3475,529211,0.1892,0.0685,0.0008,0.0014,0.3572,0,0,2.5676
SAT-Race-2010-CNF/mixed/anbulagan/total-10-19-s.cnf,1,3.1155,0.6189,0.1603,2.5311,2.9215,0.2379,0.6173,630755,0.0301,0.1489,0,0.0001,0.2114,0,0,0.5481
SAT_Competition2007/industrial/industrial/anbulagan/diag-sat/total-10-11-s.cnf,1,3.0524,0.4247,0.158,2.5607,2.7018,0.2499,0.4448,311808,0.0306,0.1742,0.0001,0.0001,0.2004,0,0,0.4235
SAT_RACE2006/SAT-Race-Benchmarks/ibm-2004-2_02_1-k100.cnf,1,2.9996,0.8486,0.1535,1.9052,3.2225,0.1575,0.7525,142421,0.1726,0.1664,0.0005,0.0012,0.454,0.0001,0,0.882
SAT_Competition2011/SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1,4.2501,8.0329,0.2614,0.2245,4.51,0.346,5.2993,6994286,0.3162,0.0434,0.006,0.0112,1,0,0,7.7153
SAT_Competition2011/SAT09/APPLICATIONS/crypto/desgen/gss-19-s100.cnf,1,2.3542,0.7993,0.1523,1.2975,2.4609,0.182,0.7591,56829,0.0557,0.2408,0.0016,0.0019,0.1729,0.0001,0.0001,0.9398
SAT_Competition2009/APPLICATION/SAT07/industrial/anbulagan/hard-unsat/total-5-15-u.cnf,1,3.0563,0.4883,0.1596,2.0124,2.7334,0.249,0.4815,427478,0.0319,0.1707,0.0001,0.0001,0.1986,0,0,0.4807
SAT_Competition2011/SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top28.cnf,1,2.0616,2.138,0.1831,1.7103,2.0765,0.1624,1.7341,166613,0.1749,0.1966,0.0012,0.0034,0.2415,0,0,2.011
SAT-Race-2010-CNF/hardware-verification/ibm/SAT_dat.k50.cnf,1,3.4368,1.0048,0.1559,1.9146,3.521,0.191,0.8244,171582,0.0838,0.1486,0.0007,0.0014,0.3492,0.0001,0,0.9343
SAT_RACE2008/ibm-2002-25r-k10.cnf,1,3.5614,1.8206,0.1677,2.9072,3.8027,0.1811,1.1873,140044,0.0825,0.1123,0.0034,0.0067,0.4065,0.0001,0,1.6619
SAT_Competition2007/industrial/industrial/crypto/mizh-sha0-35-3.cnf,1,0.846,0.5098,0.0385,1.4489,2.5696,0.0194,0.5183,115611,0.0447,0.172,0.0002,0.0005,0.2106,0.0001,0,0.4983
SAT_Competition2011/SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1,2.0274,0.9312,0.2521,0.842,2.0673,0.3234,0.4307,487097,0.0036,0.0737,0.0004,0.0005,0.1675,0.0001,0,1.1694
SAT-Race-2010-CNF/cryptography/md5gen/gus-md5-10.cnf,1,1.0562,0.5847,0.0427,1.4382,2.3498,0.0251,0.4548,163265,0.0569,0.1746,0.0002,0.0003,0.2403,0.0001,0,0.5337
SAT_Competition2011/SAT02/industrial/goldberg/fpga_routing/vda_gr_rcs_w9.shuffled.cnf,1,0.1101,0.7872,0.0716,0.133,4.4833,0.0064,0.7554,130226,0.0265,0.044,0.0014,0.0029,1,0.0002,0.0001,0.8918
SAT_RACE2006/SAT-Race_TS_2/velev-pipe-uns-1.1-03.cnf,1,3.7609,1.4201,0.2187,0.4312,4.0745,0.2636,1.0754,23386,0.1125,0.074,0.0092,0.0309,0.4656,0.001,0.0004,1.1472
SAT_Competition2009/APPLICATION/SAT07/industrial/fuhs/hard/AProVE07-25.cnf,1,2.5841,1.5349,0.127,1.329,2.5898,0.1275,1.6051,22056,0.1431,0.1736,0.0087,0.0131,0.2413,0.0004,0.0002,1.5705
SAT_RACE2008/schup-l2s-abp4-1-k31.cnf,1,2.8668,0.6535,0.1434,2.1691,3.0161,0.1741,0.8051,22536,0.203,0.2074,0.0025,0.0043,0.2415,0.0003,0.0002,0.7477
SAT_Competition2009/APPLICATION/SAT_RACE08/cnf/goldb-heqc-x1mul.cnf,1,1.7756,4.2715,0.0709,0.0178,1.4701,0.1664,2.5109,55174,0.1014,0.156,0.0081,0.0359,0.3023,0.0001,0.0001,4.0768
SAT_Competition2007/industrial/industrial/grieu/vmpc_31.cnf,1,0.3038,0.004,0.0015,0,0.6461,0.5264,0.0776,146909,0,0.0065,0.0027,0.0027,0,0.0027,0.0008,0.004
SAT-Race-2010-CNF/mixed/bioinf/q_query_2_L324_coli.cnf,1,3.1177,1.9876,0.2184,11.0285,2.9846,0.3765,4.1093,573237,0.0945,0.0896,0.0023,0.0023,1,0,0,2.3173
SAT_RACE2008/anbul-part-10-15-s.cnf,1,2.898,0.5067,0.1634,1.092,2.5698,0.2637,0.4918,708950,0.0309,0.176,0,0.0001,0.1437,0,0,0.5009
SAT_RACE2006/SAT-Race_TS_2/grieu-vmpc-s05-05s.cnf,1,0.0335,0.0054,0.002,0,0.7452,0.5235,0.0846,76775,0,0.0081,0.0033,0.0042,0,0.0025,0.0012,0.2186
SAT_RACE2008/goldb-heqc-frg1mul.cnf,1,1.779,3.34,0.0603,0.0028,1.4396,0.161,1.8563,20567,0.1004,0.1566,0.0222,0.0885,0.3059,0.0003,0.0003,3.1668
